,Day-ahead demand forecast
20191114T08Z,2092
20191114T07Z,2213
20191114T06Z,2376
20191114T05Z,2507
20191114T04Z,2596
20191114T03Z,2649
20191114T02Z,2641
20191114T01Z,2462
20191114T00Z,2339
20191113T23Z,2334
20191113T22Z,2365
20191113T21Z,2409
20191113T20Z,2473
20191113T19Z,2576
20191113T18Z,2686
20191113T17Z,2802
20191113T16Z,2893
20191113T15Z,2740
20191113T14Z,2377
20191113T13Z,2107
20191113T12Z,1985
20191113T11Z,1940
20191113T10Z,1955
20191113T09Z,1992
20191113T08Z,2074
20191113T07Z,2219
20191113T06Z,2380
20191113T05Z,2532
20191113T04Z,2639
20191113T03Z,2691
20191113T02Z,2670
20191113T01Z,2518
20191113T00Z,2417
20191112T23Z,2411
20191112T22Z,2438
20191112T21Z,2468
20191112T20Z,2526
20191112T19Z,2619
20191112T18Z,2720
20191112T17Z,2832
20191112T16Z,2933
20191112T15Z,2800
20191112T14Z,2414
20191112T13Z,2143
20191112T12Z,2021
20191112T11Z,1983
20191112T10Z,1967
20191112T09Z,1980
20191112T08Z,2043
20191112T07Z,2177
20191112T06Z,2325
20191112T05Z,2447
20191112T04Z,2531
20191112T03Z,2593
20191112T02Z,2598
20191112T01Z,2435
20191112T00Z,2370
20191111T23Z,2366
20191111T22Z,2399
20191111T21Z,2432
20191111T20Z,2472
20191111T19Z,2556
20191111T18Z,2639
20191111T17Z,2710
20191111T16Z,2726
20191111T15Z,2564
20191111T14Z,2224
20191111T13Z,1982
20191111T12Z,1854
20191111T11Z,1824
20191111T10Z,1824
20191111T09Z,1841
20191111T08Z,1912
20191111T07Z,2008
20191111T06Z,2155
20191111T05Z,2271
20191111T04Z,2338
20191111T03Z,2390
20191111T02Z,2375
20191111T01Z,2224
20191111T00Z,2103
20191110T23Z,2077
20191110T22Z,2096
20191110T21Z,2140
20191110T20Z,2179
20191110T19Z,2246
20191110T18Z,2327
20191110T17Z,2330
20191110T16Z,2268
20191110T15Z,2090
20191110T14Z,1933
20191110T13Z,1827
20191110T12Z,1771
20191110T11Z,1750
20191110T10Z,1766
20191110T09Z,1819
20191110T08Z,1892
20191110T07Z,2025
20191110T06Z,2157
20191110T05Z,2277
20191110T04Z,2350
20191110T03Z,2406
20191110T02Z,2430
20191110T01Z,2274
20191110T00Z,2150
20191109T23Z,2123
20191109T22Z,2144
20191109T21Z,2191
20191109T20Z,2268
20191109T19Z,2361
20191109T18Z,2433
20191109T17Z,2455
20191109T16Z,2401
20191109T15Z,2205
20191109T14Z,1994
20191109T13Z,1898
20191109T12Z,1875
20191109T11Z,1859
20191109T10Z,1900
20191109T09Z,1960
20191109T08Z,1973
20191109T07Z,2106
20191109T06Z,2230
20191109T05Z,2327
20191109T04Z,2424
20191109T03Z,2465
20191109T02Z,2488
20191109T01Z,2360
20191109T00Z,2266
20191108T23Z,2277
20191108T22Z,2321
20191108T21Z,2384
20191108T20Z,2447
20191108T19Z,2556
20191108T18Z,2655
20191108T17Z,2781
20191108T16Z,2889
20191108T15Z,2750
20191108T14Z,2391
20191108T13Z,2128
20191108T12Z,2006
20191108T11Z,1970
20191108T10Z,1986
20191108T09Z,2023
20191108T08Z,2066
20191108T07Z,2192
20191108T06Z,2361
20191108T05Z,2506
20191108T04Z,2603
20191108T03Z,2632
20191108T02Z,2610
20191108T01Z,2431
20191108T00Z,2328
20191107T23Z,2344
20191107T22Z,2378
20191107T21Z,2421
20191107T20Z,2484
20191107T19Z,2601
20191107T18Z,2701
20191107T17Z,2849
20191107T16Z,2970
20191107T15Z,2830
20191107T14Z,2450
20191107T13Z,2162
20191107T12Z,2045
20191107T11Z,1999
20191107T10Z,2015
20191107T09Z,2039
20191107T08Z,2093
20191107T07Z,2234
20191107T06Z,2380
20191107T05Z,2523
20191107T04Z,2598
20191107T03Z,2643
20191107T02Z,2623
20191107T01Z,2422
20191107T00Z,2356
20191106T23Z,2358
20191106T22Z,2389
20191106T21Z,2432
20191106T20Z,2482
20191106T19Z,2571
20191106T18Z,2701
20191106T17Z,2830
20191106T16Z,2975
20191106T15Z,2829
20191106T14Z,2448
20191106T13Z,2165
20191106T12Z,2037
20191106T11Z,1987
20191106T10Z,1983
20191106T09Z,1991
20191106T08Z,2095
20191106T07Z,2215
20191106T06Z,2387
20191106T05Z,2554
20191106T04Z,2643
20191106T03Z,2664
20191106T02Z,2644
20191106T01Z,2396
20191106T00Z,2347
20191105T23Z,2313
20191105T22Z,2373
20191105T21Z,2416
20191105T20Z,2482
20191105T19Z,2571
20191105T18Z,2669
20191105T17Z,2790
20191105T16Z,2915
20191105T15Z,2769
20191105T14Z,2388
20191105T13Z,2105
20191105T12Z,1977
20191105T11Z,1927
20191105T10Z,1939
20191105T09Z,1970
20191105T08Z,2080
20191105T07Z,2229
20191105T06Z,2366
20191105T05Z,2498
20191105T04Z,2557
20191105T03Z,2584
20191105T02Z,2538
20191105T01Z,2345
20191105T00Z,2268
20191104T23Z,2276
20191104T22Z,2316
20191104T21Z,2353
20191104T20Z,2393
20191104T19Z,2495
20191104T18Z,2592
20191104T17Z,2719
20191104T16Z,2830
20191104T15Z,2697
20191104T14Z,2319
20191104T13Z,2037
20191104T12Z,1893
20191104T11Z,1852
20191104T10Z,1846
20191104T09Z,1878
20191104T08Z,1926
20191104T07Z,2046
20191104T06Z,2193
20191104T05Z,2323
20191104T04Z,2376
20191104T03Z,2407
20191104T02Z,2372
20191104T01Z,2168
20191104T00Z,2065
20191103T23Z,2050
20191103T22Z,2078
20191103T21Z,2116
20191103T20Z,2161
20191103T19Z,2245
20191103T18Z,2344
20191103T17Z,2385
20191103T16Z,2363
20191103T15Z,2216
20191103T14Z,2046
20191103T13Z,1916
20191103T12Z,1859
20191103T11Z,1833
20191103T10Z,1831
20191103T09Z,1871
20191103T08Z,1906
20191103T07Z,1964
20191103T06Z,2074
20191103T05Z,2193
20191103T04Z,2286
20191103T03Z,2339
20191103T02Z,2353
20191103T01Z,2210
20191103T00Z,2070
20191102T23Z,2030
20191102T22Z,2059
20191102T21Z,2147
20191102T20Z,2236
20191102T19Z,2348
20191102T18Z,2474
20191102T17Z,2554
20191102T16Z,2579
20191102T15Z,2556
20191102T14Z,2452
