,Day-ahead demand forecast
20191021T21Z,37004
20191021T20Z,37287
20191021T19Z,37732
20191021T18Z,38186
20191021T17Z,38716
20191021T16Z,39215
20191021T15Z,39468
20191021T14Z,38046
20191021T13Z,35178
20191021T12Z,32417
20191021T11Z,31035
20191021T10Z,30441
20191021T09Z,30654
20191021T08Z,31048
20191021T07Z,31727
20191021T06Z,33510
20191021T05Z,35210
20191021T04Z,37033
20191021T03Z,38119
20191021T02Z,38170
20191021T01Z,37050
20191021T00Z,35856
20191020T23Z,34960
20191020T22Z,34562
20191020T21Z,34802
20191020T20Z,34987
20191020T19Z,35405
20191020T18Z,35953
20191020T17Z,35988
20191020T16Z,35692
20191020T15Z,34819
20191020T14Z,33338
20191020T13Z,32335
20191020T12Z,31147
20191020T11Z,30676
20191020T10Z,30527
20191020T09Z,30788
20191020T08Z,31339
20191020T07Z,31987
20191020T06Z,33250
20191020T05Z,34571
20191020T04Z,35929
20191020T03Z,36989
20191020T02Z,37099
20191020T01Z,36188
20191020T00Z,35109
20191019T23Z,34554
20191019T22Z,34331
20191019T21Z,34498
20191019T20Z,34785
20191019T19Z,35337
20191019T18Z,35567
20191019T17Z,35803
20191019T16Z,35554
20191019T15Z,34552
20191019T14Z,33299
20191019T13Z,31884
20191019T12Z,30790
20191019T11Z,30290
20191019T10Z,30126
20191019T09Z,30354
20191019T08Z,31040
20191019T07Z,31952
20191019T06Z,33513
20191019T05Z,34893
20191019T04Z,36550
20191019T03Z,37659
20191019T02Z,37804
20191019T01Z,37140
20191019T00Z,36259
20191018T23Z,35902
20191018T22Z,35836
20191018T21Z,36068
20191018T20Z,36269
20191018T19Z,36646
20191018T18Z,37018
20191018T17Z,37563
20191018T16Z,37990
20191018T15Z,38151
20191018T14Z,36698
20191018T13Z,34242
20191018T12Z,31416
20191018T11Z,30165
20191018T10Z,29893
20191018T09Z,30059
20191018T08Z,30397
20191018T07Z,31607
20191018T06Z,33379
20191018T05Z,34932
20191018T04Z,37027
20191018T03Z,38189
20191018T02Z,38313
20191018T01Z,37489
20191018T00Z,36597
20191017T23Z,36336
20191017T22Z,36229
20191017T21Z,36318
20191017T20Z,36459
20191017T19Z,36497
20191017T18Z,36769
20191017T17Z,37087
20191017T16Z,37144
20191017T15Z,37393
20191017T14Z,36092
20191017T13Z,33569
20191017T12Z,30943
20191017T11Z,29732
20191017T10Z,29349
20191017T09Z,29588
20191017T08Z,30038
20191017T07Z,31161
20191017T06Z,33080
20191017T05Z,34967
20191017T04Z,36995
20191017T03Z,38427
20191017T02Z,38887
20191017T01Z,38249
20191017T00Z,37592
20191016T23Z,37058
20191016T22Z,36688
20191016T21Z,36535
20191016T20Z,36538
20191016T19Z,36361
20191016T18Z,36569
20191016T17Z,36752
20191016T16Z,36969
20191016T15Z,37152
20191016T14Z,36272
20191016T13Z,33790
20191016T12Z,31185
20191016T11Z,29868
20191016T10Z,29596
20191016T09Z,29734
20191016T08Z,30083
20191016T07Z,30978
20191016T06Z,32864
20191016T05Z,34680
20191016T04Z,36889
20191016T03Z,38318
20191016T02Z,38413
20191016T01Z,37619
20191016T00Z,36746
20191015T23Z,36248
20191015T22Z,36027
20191015T21Z,36034
20191015T20Z,35984
20191015T19Z,36313
20191015T18Z,36765
20191015T17Z,37248
20191015T16Z,37767
20191015T15Z,38166
20191015T14Z,37166
20191015T13Z,34226
20191015T12Z,31453
20191015T11Z,30180
20191015T10Z,29721
20191015T09Z,29658
20191015T08Z,30046
20191015T07Z,31027
20191015T06Z,32998
20191015T05Z,34925
20191015T04Z,37190
20191015T03Z,38394
20191015T02Z,38235
20191015T01Z,36990
20191015T00Z,36289
20191014T23Z,35858
20191014T22Z,35610
20191014T21Z,35873
20191014T20Z,36110
20191014T19Z,36460
20191014T18Z,36964
20191014T17Z,37481
20191014T16Z,37951
20191014T15Z,38218
20191014T14Z,36740
20191014T13Z,34023
20191014T12Z,31141
20191014T11Z,29676
20191014T10Z,29235
20191014T09Z,29126
20191014T08Z,29764
20191014T07Z,30616
20191014T06Z,32353
20191014T05Z,34048
20191014T04Z,35902
20191014T03Z,36757
20191014T02Z,36515
20191014T01Z,35525
20191014T00Z,34593
20191013T23Z,33858
20191013T22Z,33397
20191013T21Z,33414
20191013T20Z,33616
20191013T19Z,33854
20191013T18Z,34228
20191013T17Z,34387
20191013T16Z,34179
20191013T15Z,33214
20191013T14Z,31989
20191013T13Z,31293
20191013T12Z,30327
20191013T11Z,29999
20191013T10Z,29836
20191013T09Z,30132
20191013T08Z,30520
20191013T07Z,31506
20191013T06Z,33054
20191013T05Z,34307
20191013T04Z,35627
20191013T03Z,36537
20191013T02Z,36375
20191013T01Z,35214
20191013T00Z,34349
20191012T23Z,33857
20191012T22Z,33691
20191012T21Z,33913
20191012T20Z,34362
20191012T19Z,35202
20191012T18Z,35966
20191012T17Z,36475
20191012T16Z,36790
20191012T15Z,36256
20191012T14Z,34897
20191012T13Z,33691
20191012T12Z,32594
20191012T11Z,31853
20191012T10Z,31633
20191012T09Z,31762
20191012T08Z,32175
20191012T07Z,33112
20191012T06Z,34809
20191012T05Z,36047
20191012T04Z,37732
20191012T03Z,38477
20191012T02Z,38254
20191012T01Z,37385
20191012T00Z,36447
20191011T23Z,36092
20191011T22Z,36119
20191011T21Z,36519
20191011T20Z,37036
20191011T19Z,37761
20191011T18Z,38638
20191011T17Z,39691
20191011T16Z,40561
20191011T15Z,41299
20191011T14Z,40219
20191011T13Z,37605
20191011T12Z,34865
20191011T11Z,33232
20191011T10Z,32801
20191011T09Z,32774
20191011T08Z,33055
20191011T07Z,33910
20191011T06Z,35475
20191011T05Z,37553
20191011T04Z,39364
20191011T03Z,40260
20191011T02Z,39821
20191011T01Z,38533
20191011T00Z,37668
20191010T23Z,37192
20191010T22Z,37225
20191010T21Z,37608
20191010T20Z,38301
20191010T19Z,38940
20191010T18Z,39849
20191010T17Z,40741
20191010T16Z,41458
20191010T15Z,41895
20191010T14Z,40527
20191010T13Z,37529
20191010T12Z,34403
20191010T11Z,32711
20191010T10Z,32131
20191010T09Z,32228
20191010T08Z,32763
20191010T07Z,33564
20191010T06Z,35160
20191010T05Z,37110
20191010T04Z,39189
20191010T03Z,40132
20191010T02Z,39712
20191010T01Z,38717
20191010T00Z,37816
20191009T23Z,37412
20191009T22Z,37375
20191009T21Z,37553
20191009T20Z,37773
20191009T19Z,37997
20191009T18Z,38565
