,Day-ahead demand forecast
20191114T07Z,2392
20191114T06Z,2447
20191114T05Z,2380
20191114T04Z,2461
20191114T03Z,2481
20191114T02Z,2499
20191114T01Z,2507
20191114T00Z,2384
20191113T23Z,2292
20191113T22Z,2270
20191113T21Z,2278
20191113T20Z,2306
20191113T19Z,2327
20191113T18Z,2359
20191113T17Z,2399
20191113T16Z,2424
20191113T15Z,2468
20191113T14Z,2459
20191113T13Z,2357
20191113T12Z,2376
20191113T11Z,2340
20191113T10Z,2338
20191113T09Z,2339
20191113T08Z,2362
20191113T07Z,2401
20191113T06Z,2333
20191113T05Z,2410
20191113T04Z,2486
20191113T03Z,2511
20191113T02Z,2514
20191113T01Z,2514
20191113T00Z,2380
20191112T23Z,2292
20191112T22Z,2287
20191112T21Z,2304
20191112T20Z,2332
20191112T19Z,2366
20191112T18Z,2399
20191112T17Z,2452
20191112T16Z,2514
20191112T15Z,2570
20191112T14Z,2568
20191112T13Z,2471
20191112T12Z,2511
20191112T11Z,2495
20191112T10Z,2474
20191112T09Z,2486
20191112T08Z,2502
20191112T07Z,2486
20191112T06Z,2417
20191112T05Z,2482
20191112T04Z,2556
20191112T03Z,2598
20191112T02Z,2601
20191112T01Z,2608
20191112T00Z,2464
20191111T23Z,2374
20191111T22Z,2372
20191111T21Z,2385
20191111T20Z,2409
20191111T19Z,2440
20191111T18Z,2468
20191111T17Z,2495
20191111T16Z,2527
20191111T15Z,2542
20191111T14Z,2517
20191111T13Z,2542
20191111T12Z,2450
20191111T11Z,2390
20191111T10Z,2344
20191111T09Z,2369
20191111T08Z,2377
20191111T07Z,2387
20191111T06Z,2306
20191111T05Z,2375
20191111T04Z,2436
20191111T03Z,2468
20191111T02Z,2480
20191111T01Z,2476
20191111T00Z,2341
20191110T23Z,2245
20191110T22Z,2234
20191110T21Z,2227
20191110T20Z,2245
20191110T19Z,2267
20191110T18Z,2272
20191110T17Z,2277
20191110T16Z,2274
20191110T15Z,2267
20191110T14Z,2239
20191110T13Z,2330
20191110T12Z,2279
20191110T11Z,2228
20191110T10Z,2217
20191110T09Z,2216
20191110T08Z,2236
20191110T07Z,2293
20191110T06Z,2211
20191110T05Z,2253
20191110T04Z,2304
20191110T03Z,2317
20191110T02Z,2337
20191110T01Z,2335
20191110T00Z,2198
20191109T23Z,2119
20191109T22Z,2109
20191109T21Z,2127
20191109T20Z,2154
20191109T19Z,2184
20191109T18Z,2215
20191109T17Z,2249
20191109T16Z,2258
20191109T15Z,2279
20191109T14Z,2273
20191109T13Z,2227
20191109T12Z,2309
20191109T11Z,2253
20191109T10Z,2257
20191109T09Z,2247
20191109T08Z,2269
20191109T07Z,2332
20191109T06Z,2263
20191109T05Z,2316
20191109T04Z,2363
20191109T03Z,2383
20191109T02Z,2389
20191109T01Z,2399
20191109T00Z,2293
20191108T23Z,2229
20191108T22Z,2222
20191108T21Z,2238
20191108T20Z,2267
20191108T19Z,2299
20191108T18Z,2340
20191108T17Z,2391
20191108T16Z,2411
20191108T15Z,2461
20191108T14Z,2456
20191108T13Z,2484
20191108T12Z,2378
20191108T11Z,2323
20191108T10Z,2317
20191108T09Z,2312
20191108T08Z,2331
20191108T07Z,2397
20191108T06Z,2338
20191108T05Z,2407
20191108T04Z,2471
20191108T03Z,2494
20191108T02Z,2498
20191108T01Z,2482
20191108T00Z,2351
20191107T23Z,2281
20191107T22Z,2275
20191107T21Z,2284
20191107T20Z,2311
20191107T19Z,2345
20191107T18Z,2386
20191107T17Z,2436
20191107T16Z,2484
20191107T15Z,2524
20191107T14Z,2522
20191107T13Z,2543
20191107T12Z,2426
20191107T11Z,2382
20191107T10Z,2376
20191107T09Z,2354
20191107T08Z,2376
20191107T07Z,2401
20191107T06Z,2331
20191107T05Z,2406
20191107T04Z,2486
20191107T03Z,2519
20191107T02Z,2513
20191107T01Z,2498
20191107T00Z,2391
20191106T23Z,2308
20191106T22Z,2308
20191106T21Z,2315
20191106T20Z,2331
20191106T19Z,2345
20191106T18Z,2379
20191106T17Z,2404
20191106T16Z,2414
20191106T15Z,2441
20191106T14Z,2412
20191106T13Z,2434
20191106T12Z,2318
20191106T11Z,2271
20191106T10Z,2252
20191106T09Z,2251
20191106T08Z,2265
20191106T07Z,2347
20191106T06Z,2278
20191106T05Z,2357
20191106T04Z,2430
20191106T03Z,2447
20191106T02Z,2450
20191106T01Z,2430
20191106T00Z,2308
20191105T23Z,2243
20191105T22Z,2234
20191105T21Z,2249
20191105T20Z,2277
20191105T19Z,2314
20191105T18Z,2353
20191105T17Z,2393
20191105T16Z,2434
20191105T15Z,2471
20191105T14Z,2443
20191105T13Z,2468
20191105T12Z,2353
20191105T11Z,2310
20191105T10Z,2291
20191105T09Z,2284
20191105T08Z,2305
20191105T07Z,2403
20191105T06Z,2332
20191105T05Z,2382
20191105T04Z,2429
20191105T03Z,2479
20191105T02Z,2508
20191105T01Z,2509
20191105T00Z,2401
20191104T23Z,2322
20191104T22Z,2305
20191104T21Z,2318
20191104T20Z,2336
20191104T19Z,2371
20191104T18Z,2401
20191104T17Z,2436
20191104T16Z,2471
20191104T15Z,2506
20191104T14Z,2463
20191104T13Z,2482
20191104T12Z,2339
20191104T11Z,2280
20191104T10Z,2281
20191104T09Z,2268
20191104T08Z,2278
20191104T07Z,2355
20191104T06Z,2427
20191104T05Z,2352
20191104T04Z,2401
20191104T03Z,2443
20191104T02Z,2456
20191104T01Z,2450
20191104T00Z,2333
20191103T23Z,2235
20191103T22Z,2207
20191103T21Z,2224
20191103T20Z,2246
20191103T19Z,2274
20191103T18Z,2300
20191103T17Z,2324
20191103T16Z,2335
20191103T15Z,2354
20191103T14Z,2320
20191103T13Z,2412
20191103T12Z,2358
20191103T11Z,2331
20191103T10Z,2321
20191103T09Z,2337
20191103T08Z,2326
20191103T07Z,2371
20191103T06Z,2428
20191103T05Z,2357
20191103T04Z,2404
20191103T03Z,2447
20191103T02Z,2455
20191103T01Z,2435
20191103T00Z,2350
20191102T23Z,2258
20191102T22Z,2235
20191102T21Z,2232
20191102T20Z,2253
20191102T19Z,2307
20191102T18Z,2351
20191102T17Z,2399
20191102T16Z,2432
20191102T15Z,2487
20191102T14Z,2486
20191102T13Z,2559
20191102T12Z,2511
20191102T11Z,2442
20191102T10Z,2423
20191102T09Z,2418
20191102T08Z,2415
20191102T07Z,2467
20191102T06Z,2516
20191102T05Z,2451
20191102T04Z,2505
20191102T03Z,2550
20191102T02Z,2560
20191102T01Z,2539
20191102T00Z,2467
20191101T23Z,2393
20191101T22Z,2384
20191101T21Z,2382
20191101T20Z,2400
20191101T19Z,2440
20191101T18Z,2475
20191101T17Z,2510
20191101T16Z,2553
20191101T15Z,2575
20191101T14Z,2584
20191101T13Z,2517
20191101T12Z,2540
20191101T11Z,2435
20191101T10Z,2401
20191101T09Z,2402
20191101T08Z,2387
20191029T07Z,2397
20191029T06Z,2428
20191029T05Z,2375
20191029T04Z,2457
20191029T03Z,2515
20191029T02Z,2527
20191029T01Z,2490
20191029T00Z,2419
20191028T23Z,2350
20191028T22Z,2329
20191028T21Z,2334
20191028T20Z,2354
20191028T19Z,2389
20191028T18Z,2413
20191028T17Z,2438
20191028T16Z,2472
20191028T15Z,2519
20191028T14Z,2530
20191028T13Z,2606
20191028T12Z,2493
20191028T11Z,2408
20191028T10Z,2378
20191028T09Z,2348
20191028T08Z,2354
20191028T07Z,2364
20191028T06Z,2386
20191028T05Z,2310
20191028T04Z,2390
20191028T03Z,2450
20191028T02Z,2467
20191028T01Z,2433
20191028T00Z,2361
20191027T23Z,2303
20191027T22Z,2268
20191027T21Z,2272
20191027T20Z,2284
20191027T19Z,2316
