,Day-ahead demand forecast
20191114T08Z,1489
20191114T07Z,1630
20191114T06Z,1776
20191114T05Z,1901
20191114T04Z,1973
20191114T03Z,2039
20191114T02Z,2037
20191114T01Z,1906
20191114T00Z,1853
20191113T23Z,1826
20191113T22Z,1801
20191113T21Z,1781
20191113T20Z,1769
20191113T19Z,1762
20191113T18Z,1753
20191113T17Z,1744
20191113T16Z,1733
20191113T15Z,1660
20191113T14Z,1478
20191113T13Z,1360
20191113T12Z,1317
20191113T11Z,1318
20191113T10Z,1346
20191113T09Z,1385
20191113T08Z,1475
20191113T07Z,1607
20191113T06Z,1753
20191113T05Z,1877
20191113T04Z,1948
20191113T03Z,2003
20191113T02Z,1999
20191113T01Z,1890
20191113T00Z,1827
20191112T23Z,1792
20191112T22Z,1764
20191112T21Z,1741
20191112T20Z,1731
20191112T19Z,1728
20191112T18Z,1728
20191112T17Z,1729
20191112T16Z,1742
20191112T15Z,1679
20191112T14Z,1502
20191112T13Z,1378
20191112T12Z,1333
20191112T11Z,1333
20191112T10Z,1357
20191112T09Z,1404
20191112T08Z,1479
20191112T07Z,1612
20191112T06Z,1767
20191112T05Z,1897
20191112T04Z,1962
20191112T03Z,2013
20191112T02Z,1996
20191112T01Z,1899
20191112T00Z,1834
20191111T23Z,1803
20191111T22Z,1781
20191111T21Z,1761
20191111T20Z,1749
20191111T19Z,1751
20191111T18Z,1743
20191111T17Z,1738
20191111T16Z,1725
20191111T15Z,1648
20191111T14Z,1478
20191111T13Z,1353
20191111T12Z,1303
20191111T11Z,1296
20191111T10Z,1315
20191111T09Z,1355
20191111T08Z,1430
20191111T07Z,1555
20191111T06Z,1687
20191111T05Z,1795
20191111T04Z,1846
20191111T03Z,1883
20191111T02Z,1845
20191111T01Z,1733
20191111T00Z,1668
20191110T23Z,1633
20191110T22Z,1615
20191110T21Z,1595
20191110T20Z,1585
20191110T19Z,1576
20191110T18Z,1551
20191110T17Z,1499
20191110T16Z,1427
20191110T15Z,1390
20191110T14Z,1334
20191110T13Z,1290
20191110T12Z,1279
20191110T11Z,1292
20191110T10Z,1328
20191110T09Z,1383
20191110T08Z,1457
20191110T07Z,1565
20191110T06Z,1669
20191110T05Z,1763
20191110T04Z,1814
20191110T03Z,1852
20191110T02Z,1826
20191110T01Z,1750
20191110T00Z,1695
20191109T23Z,1661
20191109T22Z,1631
20191109T21Z,1619
20191109T20Z,1622
20191109T19Z,1624
20191109T18Z,1628
20191109T17Z,1583
20191109T16Z,1513
20191109T15Z,1473
20191109T14Z,1407
20191109T13Z,1356
20191109T12Z,1343
20191109T11Z,1356
20191109T10Z,1391
20191109T09Z,1448
20191109T08Z,1511
20191109T07Z,1628
20191109T06Z,1736
20191109T05Z,1846
20191109T04Z,1921
20191109T03Z,1990
20191109T02Z,1991
20191109T01Z,1928
20191109T00Z,1880
20191108T23Z,1847
20191108T22Z,1817
20191108T21Z,1785
20191108T20Z,1765
20191108T19Z,1762
20191108T18Z,1757
20191108T17Z,1752
20191108T16Z,1741
20191108T15Z,1670
20191108T14Z,1523
20191108T13Z,1402
20191108T12Z,1357
20191108T11Z,1358
20191108T10Z,1379
20191108T09Z,1415
20191108T08Z,1477
20191108T07Z,1620
20191108T06Z,1767
20191108T05Z,1888
20191108T04Z,1969
20191108T03Z,2033
20191108T02Z,2031
20191108T01Z,1931
20191108T00Z,1885
20191107T23Z,1841
20191107T22Z,1807
20191107T21Z,1778
20191107T20Z,1764
20191107T19Z,1762
20191107T18Z,1753
20191107T17Z,1742
20191107T16Z,1739
20191107T15Z,1680
20191107T14Z,1505
20191107T13Z,1381
20191107T12Z,1336
20191107T11Z,1331
20191107T10Z,1357
20191107T09Z,1401
20191107T08Z,1474
20191107T07Z,1616
20191107T06Z,1756
20191107T05Z,1872
20191107T04Z,1933
20191107T03Z,1984
20191107T02Z,1973
20191107T01Z,1892
20191107T00Z,1844
20191106T23Z,1814
20191106T22Z,1786
20191106T21Z,1760
20191106T20Z,1741
20191106T19Z,1738
20191106T18Z,1733
20191106T17Z,1728
20191106T16Z,1719
20191106T15Z,1656
20191106T14Z,1482
20191106T13Z,1364
20191106T12Z,1313
20191106T11Z,1313
20191106T10Z,1334
20191106T09Z,1377
20191105T09Z,1419
20191104T09Z,1383
20191104T07Z,1434
20191104T06Z,1551
20191104T05Z,1689
20191104T04Z,1791
20191104T03Z,1858
20191104T02Z,1890
20191104T01Z,1853
20191104T00Z,1738
20191103T23Z,1669
20191103T22Z,1620
20191103T21Z,1604
20191103T20Z,1589
20191103T19Z,1580
20191103T18Z,1578
20191103T17Z,1566
20191103T16Z,1543
20191103T15Z,1502
20191103T14Z,1455
20191103T13Z,1386
20191103T12Z,1330
20191103T11Z,1309
20191103T10Z,1314
20191103T09Z,1345
20191103T08Z,1394
20191103T07Z,1489
20191103T06Z,1599
20191103T05Z,1699
20191103T04Z,1766
20191103T03Z,1797
20191103T02Z,1764
20191103T01Z,1665
20191103T00Z,1623
20191102T23Z,1570
20191102T22Z,1545
20191102T21Z,1540
20191102T20Z,1553
20191102T19Z,1584
20191102T18Z,1612
20191102T17Z,1634
20191102T16Z,1645
20191102T15Z,1611
20191102T14Z,1534
20191102T13Z,1434
20191102T12Z,1377
20191102T11Z,1355
20191102T10Z,1362
20191102T09Z,1391
20191102T08Z,1452
20191102T07Z,1544
20191102T06Z,1666
20191102T05Z,1775
20191102T04Z,1857
20191102T03Z,1898
20191102T02Z,1872
20191102T01Z,1788
20191102T00Z,1742
20191101T23Z,1708
20191101T22Z,1700
20191101T21Z,1700
20191101T20Z,1714
20191101T19Z,1745
20191101T18Z,1784
20191101T17Z,1828
20191101T16Z,1883
20191101T15Z,1910
20191101T14Z,1789
20191101T13Z,1574
20191101T12Z,1444
20191101T11Z,1391
20191101T10Z,1384
20191101T09Z,1403
20191101T08Z,1454
20191101T07Z,1526
20191101T06Z,1657
20191101T05Z,1780
20191101T04Z,1869
20191101T03Z,1909
20191101T02Z,1861
20191101T01Z,1782
20191101T00Z,1743
20191031T23Z,1724
20191031T22Z,1711
20191031T21Z,1707
20191031T20Z,1719
20191031T19Z,1742
20191031T18Z,1773
20191031T17Z,1812
20191031T16Z,1852
20191031T15Z,1910
20191031T14Z,1803
20191031T13Z,1597
20191031T12Z,1472
20191031T11Z,1421
20191031T10Z,1415
20191031T09Z,1438
20191031T08Z,1483
20191031T07Z,1550
20191031T06Z,1693
20191031T05Z,1811
20191031T04Z,1908
20191031T03Z,1957
20191031T02Z,1898
20191031T01Z,1779
20191031T00Z,1721
20191030T23Z,1695
20191030T22Z,1680
20191030T21Z,1683
20191030T20Z,1700
20191030T19Z,1722
20191030T18Z,1756
20191030T17Z,1801
20191030T16Z,1855
20191030T15Z,1878
20191030T14Z,1773
20191030T13Z,1572
20191030T12Z,1450
20191030T11Z,1399
20191030T10Z,1393
20191030T09Z,1418
20191030T08Z,1456
20191030T07Z,1510
20191030T06Z,1641
20191030T05Z,1783
20191030T04Z,1889
20191030T03Z,1947
20191030T02Z,1894
20191030T01Z,1804
20191030T00Z,1766
20191029T23Z,1740
20191029T22Z,1726
20191029T21Z,1722
20191029T20Z,1735
20191029T19Z,1758
20191029T18Z,1782
20191029T17Z,1813
20191029T16Z,1859
20191029T15Z,1874
20191029T14Z,1769
20191029T13Z,1563
20191029T12Z,1438
20191029T11Z,1384
20191029T10Z,1377
20191029T09Z,1403
20191029T08Z,1445
20191029T07Z,1524
20191029T06Z,1654
20191029T05Z,1791
20191029T04Z,1897
20191029T03Z,1950
20191029T02Z,1902
20191029T01Z,1805
20191029T00Z,1769
20191028T23Z,1746
20191028T22Z,1731
20191028T21Z,1738
20191028T20Z,1734
20191028T19Z,1744
20191028T18Z,1753
20191028T17Z,1757
20191028T16Z,1767
20191028T15Z,1770
20191028T14Z,1657
20191028T13Z,1459
20191028T12Z,1340
20191028T11Z,1288
20191028T10Z,1287
20191028T09Z,1315
20191028T08Z,1366
20191028T07Z,1435
20191028T06Z,1560
20191028T05Z,1685
20191028T04Z,1794
20191028T03Z,1870
20191028T02Z,1808
20191028T01Z,1706
20191028T00Z,1663
20191027T23Z,1636
20191027T22Z,1596
20191027T21Z,1581
20191027T20Z,1561
20191027T19Z,1554
20191027T18Z,1531
20191027T17Z,1497
20191027T16Z,1449
20191027T15Z,1385
20191027T14Z,1351
20191027T13Z,1305
20191027T12Z,1285
20191027T11Z,1289
20191027T10Z,1314
20191027T09Z,1363
20191027T08Z,1422
20191027T07Z,1515
20191027T06Z,1632
20191027T05Z,1739
20191027T04Z,1836
20191027T03Z,1890
20191027T02Z,1899
20191027T01Z,1841
20191027T00Z,1797
20191026T23Z,1739
20191026T22Z,1667
20191026T21Z,1620
20191026T20Z,1594
20191026T19Z,1586
20191026T18Z,1570
20191026T17Z,1546
20191026T16Z,1497
20191026T15Z,1452
20191026T14Z,1400
20191026T13Z,1351
20191026T12Z,1318
20191026T11Z,1320
20191026T10Z,1349
20191026T09Z,1394
20191026T08Z,1466
20191026T07Z,1598
20191026T06Z,1745
20191026T05Z,1883
20191026T04Z,2013
20191026T03Z,2112
20191026T02Z,2151
20191026T01Z,2145
20191026T00Z,2139
20191025T23Z,2081
20191025T22Z,2018
20191025T21Z,1955
20191025T20Z,1890
20191025T19Z,1847
20191025T18Z,1802
20191025T17Z,1766
20191025T16Z,1732
20191025T15Z,1715
20191025T14Z,1619
20191025T13Z,1447
20191025T12Z,1358
20191025T11Z,1327
20191025T10Z,1345
20191025T09Z,1384
20191025T08Z,1458
20191025T07Z,1572
20191025T06Z,1734
20191025T05Z,1917
20191025T04Z,2054
20191025T03Z,2164
20191025T02Z,2190
20191025T01Z,2191
20191025T00Z,2162
20191024T23Z,2102
20191024T22Z,2032
20191024T21Z,1953
20191024T20Z,1881
20191024T19Z,1829
20191024T18Z,1790
20191024T17Z,1751
20191024T16Z,1723
20191024T15Z,1713
20191024T14Z,1628
20191024T13Z,1453
20191024T12Z,1356
20191024T11Z,1325
20191024T10Z,1344
20191024T09Z,1383
20191024T08Z,1452
20191024T07Z,1598
20191024T06Z,1766
20191024T05Z,1934
20191024T04Z,2065
20191024T03Z,2152
20191024T02Z,2182
20191024T01Z,2158
20191024T00Z,2145
20191023T23Z,2073
20191023T22Z,1998
20191023T21Z,1923
20191023T20Z,1851
20191023T19Z,1802
20191023T18Z,1761
20191023T17Z,1731
20191023T16Z,1704
20191023T15Z,1704
20191023T14Z,1622
20191023T13Z,1461
20191023T12Z,1361
20191023T11Z,1327
20191023T10Z,1335
20191023T09Z,1375
20191023T08Z,1437
20191023T07Z,1546
20191023T06Z,1700
20191023T05Z,1880
20191023T04Z,2028
20191023T03Z,2110
20191023T02Z,2121
20191023T01Z,2109
20191023T00Z,2098
20191022T23Z,2026
20191022T22Z,1945
20191022T21Z,1869
20191022T20Z,1808
20191022T19Z,1768
20191022T18Z,1745
20191022T17Z,1720
20191022T16Z,1712
20191022T15Z,1716
20191022T14Z,1617
20191022T13Z,1455
20191022T12Z,1349
20191022T11Z,1319
20191022T10Z,1333
20191022T09Z,1374
20191022T08Z,1438
20191022T07Z,1595
20191022T06Z,1764
