,Day-ahead demand forecast1
20191219T00-08,525
20191218T23-08,534
20191218T22-08,550
20191218T21-08,564
20191218T20-08,571
20191218T19-08,576
20191218T18-08,581
20191218T17-08,575
20191218T16-08,562
20191218T15-08,552
20191218T14-08,552
20191218T13-08,555
20191218T12-08,562
20191218T11-08,572
20191218T10-08,584
20191218T09-08,597
20191218T08-08,604
20191218T07-08,598
20191218T06-08,571
20191218T05-08,544
20191218T04-08,532
20191218T03-08,522
20191218T02-08,520
20191218T01-08,518
20191218T00-08,533
20191217T23-08,541
20191217T22-08,559
20191217T21-08,572
20191217T20-08,581
20191217T19-08,584
20191217T18-08,589
20191217T17-08,585
20191217T16-08,574
20191217T15-08,566
20191217T14-08,565
20191217T13-08,571
20191217T12-08,579
20191217T11-08,587
20191217T10-08,596
20191217T09-08,604
20191217T08-08,613
20191217T07-08,604
20191217T06-08,578
20191217T05-08,552
20191217T04-08,540
20191217T03-08,532
20191217T02-08,529
20191217T01-08,528
20191217T00-08,536
20191216T23-08,544
20191216T22-08,562
20191216T21-08,577
20191216T20-08,586
20191216T19-08,589
20191216T18-08,594
20191216T17-08,592
20191216T16-08,583
20191216T15-08,580
20191216T14-08,582
20191216T13-08,584
20191216T12-08,590
20191216T11-08,600
20191216T10-08,608
20191216T09-08,615
20191216T08-08,620
20191216T07-08,612
20191216T06-08,583
20191216T05-08,558
20191216T04-08,543
20191216T03-08,533
20191216T02-08,526
20191216T01-08,524
20191216T00-08,527
20191215T23-08,534
20191215T22-08,547
20191215T21-08,556
20191215T20-08,559
20191215T19-08,557
20191215T18-08,558
20191215T17-08,550
20191215T16-08,535
20191215T15-08,529
20191215T14-08,527
20191215T13-08,534
20191215T12-08,545
20191215T11-08,561
20191215T10-08,576
20191215T09-08,585
20191215T08-08,581
20191215T07-08,569
20191215T06-08,547
20191215T05-08,532
20191215T04-08,523
20191215T03-08,515
20191215T02-08,513
20191215T01-08,511
20191215T00-08,512
20191214T23-08,519
20191214T22-08,532
20191214T21-08,540
20191214T20-08,547
20191214T19-08,548
20191214T18-08,552
20191214T17-08,548
20191214T16-08,534
20191214T15-08,529
20191214T14-08,527
20191214T13-08,536
20191214T12-08,543
20191214T11-08,556
20191214T10-08,567
20191214T09-08,573
20191214T08-08,569
20191214T07-08,559
20191214T06-08,539
20191214T05-08,521
20191214T04-08,513
20191214T03-08,506
20191214T02-08,504
20191214T01-08,503
20191214T00-08,507
