,Day-ahead demand forecast
20191114T05Z,12990
20191114T04Z,14020
20191114T03Z,15220
20191114T02Z,16190
20191114T01Z,16840
20191114T00Z,17240
20191113T23Z,17350
20191113T22Z,16550
20191113T21Z,15320
20191113T20Z,14360
20191113T19Z,13900
20191113T18Z,13580
20191113T17Z,13630
20191113T16Z,13900
20191113T15Z,14500
20191113T14Z,15200
20191113T13Z,15850
20191113T12Z,15370
20191113T11Z,13570
20191113T10Z,12400
20191113T09Z,12020
20191113T08Z,11860
20191113T07Z,11970
20191113T06Z,12310
20191113T05Z,12670
20191113T04Z,13560
20191113T03Z,14650
20191113T02Z,15580
20191113T01Z,16230
20191113T00Z,16670
20191112T23Z,16750
20191112T22Z,15920
20191112T21Z,15030
20191112T20Z,14720
20191112T19Z,14590
20191112T18Z,14420
20191112T17Z,14360
20191112T16Z,14210
20191112T15Z,14070
20191112T14Z,13840
20191112T13Z,13620
20191112T12Z,12760
20191112T11Z,11200
20191112T10Z,10200
20191112T09Z,9860
20191112T08Z,9820
20191112T07Z,10020
20191112T06Z,10370
20191112T05Z,11100
20191112T04Z,12040
20191112T03Z,13210
20191112T02Z,14230
20191112T01Z,14960
20191112T00Z,15530
20191111T23Z,15850
20191111T22Z,15110
20191111T21Z,14120
20191111T20Z,13670
20191111T19Z,13480
20191111T18Z,13320
20191111T17Z,13300
20191111T16Z,13370
20191111T15Z,13350
20191111T14Z,13350
20191111T13Z,13150
20191111T12Z,12400
20191111T11Z,11080
20191111T10Z,10160
20191111T09Z,9860
20191111T08Z,9800
20191111T07Z,9950
20191111T06Z,10260
20191111T05Z,10960
20191111T04Z,11780
20191111T03Z,12710
20191111T02Z,13630
20191111T01Z,14170
20191111T00Z,14670
20191110T23Z,14870
20191110T22Z,13970
20191110T21Z,12860
20191110T20Z,12090
20191110T19Z,11760
20191110T18Z,11650
20191110T17Z,11660
20191110T16Z,11790
20191110T15Z,11920
20191110T14Z,11910
20191110T13Z,11690
20191110T12Z,11320
20191110T11Z,10900
20191110T10Z,10640
20191110T09Z,10580
20191110T08Z,10660
20191110T07Z,10870
20191110T06Z,11240
20191110T05Z,11640
20191110T04Z,12390
20191110T03Z,13120
20191110T02Z,13730
20191110T01Z,14270
20191110T00Z,14750
20191109T23Z,14850
20191109T22Z,14040
20191109T21Z,12880
20191109T20Z,12040
20191109T19Z,11740
20191109T18Z,11680
20191109T17Z,11790
20191109T16Z,12030
20191109T15Z,12340
20191109T14Z,12660
20191109T13Z,12660
20191109T12Z,12350
20191109T11Z,11720
20191109T10Z,11310
20191109T09Z,11140
20191109T08Z,11160
20191109T07Z,11320
20191109T06Z,11700
20191109T05Z,12120
20191109T04Z,12980
20191109T03Z,13860
20191109T02Z,14560
20191109T01Z,15170
20191109T00Z,15720
20191108T23Z,15800
20191108T22Z,14920
20191108T21Z,13780
20191108T20Z,13010
20191108T19Z,12700
20191108T18Z,12570
20191108T17Z,12470
20191108T16Z,12760
20191108T15Z,13150
20191108T14Z,13680
20191108T13Z,14200
20191108T12Z,13610
20191108T11Z,11810
20191108T10Z,10680
20191108T09Z,10150
20191108T08Z,10300
20191108T07Z,10430
20191108T06Z,10700
20191108T05Z,11040
20191108T04Z,11970
20191108T03Z,13090
20191108T02Z,13960
20191108T01Z,14540
20191108T00Z,14990
20191107T23Z,15400
20191107T22Z,14520
20191107T21Z,13840
20191107T20Z,13480
20191107T19Z,13290
20191107T18Z,13040
20191107T17Z,13010
20191107T16Z,13040
20191107T15Z,13020
20191107T14Z,13170
20191107T13Z,13310
20191107T12Z,12910
20191107T11Z,11310
20191107T10Z,10280
20191107T09Z,9930
20191107T08Z,9880
20191107T07Z,10020
20191107T06Z,10370
20191107T05Z,11030
20191107T04Z,11980
20191107T03Z,13070
20191107T02Z,13910
20191107T01Z,14430
20191107T00Z,14810
20191106T23Z,15000
20191106T22Z,14010
20191106T21Z,12870
20191106T20Z,12020
20191106T19Z,11650
20191106T18Z,11390
20191106T17Z,11410
20191106T16Z,11550
20191106T15Z,11820
20191106T14Z,12440
20191106T13Z,13070
20191106T12Z,12710
20191106T11Z,11090
20191106T10Z,10010
20191106T09Z,9620
20191106T08Z,9540
20191106T07Z,9700
20191106T06Z,10010
20191106T05Z,10640
20191106T04Z,11590
20191106T03Z,12740
20191106T02Z,13700
20191106T01Z,14420
20191106T00Z,14900
20191105T23Z,15250
20191105T22Z,14400
20191105T21Z,13680
20191105T20Z,13370
20191105T19Z,13270
20191105T18Z,13120
20191105T17Z,13110
20191105T16Z,13010
20191105T15Z,12970
20191105T14Z,13080
20191105T13Z,13200
20191105T12Z,12620
20191105T11Z,11030
20191105T10Z,9970
20191105T09Z,9600
20191105T08Z,9500
20191105T07Z,9670
20191105T06Z,10020
20191105T05Z,10750
20191105T04Z,11720
20191105T03Z,12910
20191105T02Z,13940
20191105T01Z,14700
20191105T00Z,15250
20191104T23Z,15270
20191104T22Z,14310
20191104T21Z,13280
20191104T20Z,12560
20191104T19Z,12200
20191104T18Z,11950
20191104T17Z,11940
20191104T16Z,12140
20191104T15Z,12430
20191104T14Z,13010
20191104T13Z,13540
20191104T12Z,12970
20191104T11Z,11310
