,Day-ahead demand forecast
20191114T05Z,3145
20191114T04Z,3472
20191114T03Z,3902
20191114T02Z,4174
20191114T01Z,4303
20191114T00Z,4440
20191113T23Z,4331
20191113T22Z,4206
20191113T21Z,4142
20191113T20Z,4120
20191113T19Z,4115
20191113T18Z,4098
20191113T17Z,4031
20191113T16Z,4119
20191113T15Z,3963
20191113T14Z,3783
20191113T13Z,3701
20191113T12Z,3402
20191113T11Z,2970
20191113T10Z,2746
20191113T09Z,2719
20191113T08Z,2801
20191113T07Z,2958
20191113T06Z,3196
20191113T05Z,3393
20191113T04Z,3834
20191113T03Z,4335
20191113T02Z,4750
20191113T01Z,5026
20191113T00Z,5177
20191112T23Z,5041
20191112T22Z,5138
20191112T21Z,5322
20191112T20Z,5305
20191112T19Z,5194
20191112T18Z,5035
20191112T17Z,4821
20191112T16Z,4530
20191112T15Z,4213
20191112T14Z,3952
20191112T13Z,3746
20191112T12Z,3510
20191112T11Z,3100
20191112T10Z,2856
20191112T09Z,2822
20191112T08Z,2879
20191112T07Z,3010
20191112T06Z,3238
20191112T05Z,3509
20191112T04Z,3914
20191112T03Z,4350
20191112T02Z,4703
20191112T01Z,4958
20191112T00Z,5125
20191111T23Z,4996
20191111T22Z,5056
20191111T21Z,5152
20191111T20Z,5204
20191111T19Z,5101
20191111T18Z,4890
20191111T17Z,4693
20191111T16Z,4425
20191111T15Z,4137
20191111T14Z,3807
20191111T13Z,3501
20191111T12Z,3233
20191111T11Z,2884
20191111T10Z,2690
20191111T09Z,2628
20191111T08Z,2687
20191111T07Z,2768
20191111T06Z,2955
20191111T05Z,3190
20191111T04Z,3482
20191111T03Z,3840
20191111T02Z,4184
20191111T01Z,4427
20191111T00Z,4649
20191110T23Z,4562
20191110T22Z,4560
20191110T21Z,4622
20191110T20Z,4507
20191110T19Z,4374
20191110T18Z,4234
20191110T17Z,4084
20191110T16Z,3906
20191110T15Z,3646
20191110T14Z,3294
20191110T13Z,2960
20191110T12Z,2682
20191110T11Z,2578
20191110T10Z,2513
20191110T09Z,2523
20191110T08Z,2582
20191110T07Z,2757
20191110T06Z,2930
20191110T05Z,3052
20191110T04Z,3425
20191110T03Z,3672
20191110T02Z,3917
20191110T01Z,3950
20191110T00Z,4208
20191109T23Z,4232
20191109T22Z,4322
20191109T21Z,4540
20191109T20Z,4661
20191109T19Z,4725
20191109T18Z,4555
20191109T17Z,4387
20191109T16Z,4233
20191109T15Z,3934
20191109T14Z,3541
20191109T13Z,3181
20191109T12Z,2907
20191109T11Z,2721
20191109T10Z,2707
20191109T09Z,2746
20191109T08Z,2895
20191109T07Z,3064
20191109T06Z,3310
20191109T05Z,3630
20191109T04Z,3938
20191109T03Z,4315
20191109T02Z,4673
20191109T01Z,4980
20191109T00Z,5292
20191108T23Z,5439
20191108T22Z,5729
20191108T21Z,5953
20191108T20Z,6038
20191108T19Z,6079
20191108T18Z,5959
20191108T17Z,5708
20191108T16Z,5437
20191108T15Z,5084
20191108T14Z,4635
20191108T13Z,4336
20191108T12Z,4050
20191108T11Z,3668
20191108T10Z,3479
20191108T09Z,3465
20191108T08Z,3571
20191108T07Z,3746
20191108T06Z,4021
20191108T05Z,4266
20191108T04Z,4698
20191108T03Z,5188
20191108T02Z,5641
20191108T01Z,6019
20191108T00Z,6347
20191107T23Z,6472
20191107T22Z,6645
20191107T21Z,6764
20191107T20Z,6722
20191107T19Z,6545
20191107T18Z,6226
20191107T17Z,5811
20191107T16Z,5293
20191107T15Z,4879
20191107T14Z,4490
20191107T13Z,4222
20191107T12Z,3951
20191107T11Z,3516
20191107T10Z,3286
20191107T09Z,3285
20191107T08Z,3378
20191107T07Z,3542
20191107T06Z,3802
20191107T05Z,4211
20191107T04Z,4682
20191107T03Z,5183
20191107T02Z,5627
20191107T01Z,5919
20191107T00Z,6244
20191106T23Z,6399
20191106T22Z,6552
20191106T21Z,6672
20191106T20Z,6687
20191106T19Z,6596
20191106T18Z,6310
20191106T17Z,6011
20191106T16Z,5545
20191106T15Z,5109
20191106T14Z,4669
20191106T13Z,4365
20191106T12Z,4079
20191106T11Z,3669
20191106T10Z,3448
20191106T09Z,3430
20191106T08Z,3501
20191106T07Z,3667
20191106T06Z,3951
20191106T05Z,4179
20191106T04Z,4600
20191106T03Z,5083
20191106T02Z,5554
20191106T01Z,5929
20191106T00Z,6307
20191105T23Z,6382
20191105T22Z,6552
20191105T21Z,6620
20191105T20Z,6647
20191105T19Z,6513
20191105T18Z,6229
20191105T17Z,5830
20191105T16Z,5411
20191105T15Z,4946
20191105T14Z,4530
20191105T13Z,4230
20191105T12Z,3929
20191105T11Z,3484
20191105T10Z,3229
20191105T09Z,3205
20191105T08Z,3271
20191105T07Z,3430
20191105T06Z,3688
20191105T05Z,4030
20191105T04Z,4392
20191105T03Z,4871
20191105T02Z,5296
20191105T01Z,5663
20191105T00Z,5879
20191104T23Z,5984
20191104T22Z,6006
20191104T21Z,6035
20191104T20Z,5996
20191104T19Z,5868
20191104T18Z,5652
20191104T17Z,5298
20191104T16Z,4912
20191104T15Z,4529
20191104T14Z,4140
20191104T13Z,3886
20191104T12Z,3598
20191104T11Z,3134
20191104T10Z,2856
