,Day-ahead demand forecast1
20191126T06-05,26325
20191126T05-05,24218
20191126T04-05,23205
20191126T03-05,22739
20191126T02-05,22511
20191126T01-05,22613
20191126T00-05,22731
20191125T23-05,23753
20191125T22-05,25037
20191125T21-05,25863
20191125T20-05,26109
20191125T19-05,25776
20191125T18-05,24649
20191125T17-05,22778
20191125T16-05,22177
20191125T15-05,22098
20191125T14-05,22462
20191125T13-05,23006
20191125T12-05,24125
20191125T11-05,25682
20191125T10-05,27490
20191125T09-05,29533
20191125T08-05,30726
20191125T07-05,30000
20191125T06-05,26950
20191125T05-05,24574
20191125T04-05,23411
20191125T03-05,22751
20191125T02-05,22400
20191125T01-05,22402
20191125T00-05,22459
20191124T23-05,23096
20191124T22-05,23896
20191124T21-05,24475
20191124T20-05,24439
20191124T19-05,24016
20191124T18-05,22704
20191124T17-05,20673
20191124T16-05,19961
20191124T15-05,19928
20191124T14-05,20194
20191124T13-05,20639
20191124T12-05,21108
20191124T11-05,21703
20191124T10-05,22330
20191124T09-05,22134
20191124T08-05,21129
20191124T07-05,20021
20191124T06-05,19061
20191124T05-05,18462
20191124T04-05,18125
20191124T03-05,18142
20191124T02-05,18347
20191124T01-05,18959
20191124T00-05,19861
20191123T23-05,21007
20191123T22-05,21905
20191123T21-05,22654
20191123T20-05,23164
20191123T19-05,23568
20191123T18-05,23305
20191123T17-05,21916
20191123T16-05,21526
20191123T15-05,21674
20191123T14-05,21795
20191123T13-05,22050
20191123T12-05,22376
20191123T11-05,22841
20191123T10-05,22645
20191123T09-05,22026
20191123T08-05,20995
20191123T07-05,20181
20191123T06-05,19272
20191123T05-05,18642
20191123T04-05,18356
20191123T03-05,18456
20191123T02-05,18749
20191123T01-05,19335
20191123T00-05,19679
20191122T23-05,20923
20191122T22-05,21917
20191122T21-05,22622
20191122T20-05,23215
20191122T19-05,23723
20191122T18-05,23173
20191122T17-05,21773
20191122T16-05,21335
20191122T15-05,21361
20191122T14-05,21611
20191122T13-05,22090
20191122T12-05,22728
20191122T11-05,23633
20191122T10-05,24563
20191122T09-05,25623
20191122T08-05,26305
20191122T07-05,25761
20191122T06-05,23201
20191122T05-05,21532
20191122T04-05,20911
20191122T03-05,20798
20191122T02-05,20848
20191122T01-05,21253
20191122T00-05,21574
20191121T23-05,22835
20191121T22-05,24127
20191121T21-05,24967
20191121T20-05,25260
20191121T19-05,25223
20191121T18-05,24245
20191121T17-05,22560
20191121T16-05,22051
20191121T15-05,22073
20191121T14-05,22278
20191121T13-05,22743
20191121T12-05,23561
20191121T11-05,24650
20191121T10-05,26150
20191121T09-05,27554
20191121T08-05,28819
20191121T07-05,28191
20191121T06-05,25371
20191121T05-05,23354
20191121T04-05,22493
20191121T03-05,22066
20191121T02-05,21928
20191121T01-05,22058
20191121T00-05,22818
20191120T23-05,23894
20191120T22-05,25169
20191120T21-05,25944
20191120T20-05,26183
20191120T19-05,25968
20191120T18-05,24874
20191120T17-05,23070
20191120T16-05,22505
20191120T15-05,22434
20191120T14-05,22730
20191120T13-05,23153
20191120T12-05,23916
20191120T11-05,24817
20191120T10-05,26166
20191120T09-05,27577
20191120T08-05,28530
20191120T07-05,27640
20191120T06-05,24851
20191120T05-05,23172
20191120T04-05,22427
20191120T03-05,22213
20191120T02-05,22173
20191120T01-05,22512
20191120T00-05,23020
20191119T23-05,24238
20191119T22-05,25548
20191119T21-05,26472
20191119T20-05,26832
20191119T19-05,26834
20191119T18-05,25658
20191119T17-05,23675
20191119T16-05,23082
20191119T15-05,23121
20191119T14-05,23569
20191119T13-05,24024
20191119T12-05,24722
20191119T11-05,25647
20191119T10-05,26530
20191119T09-05,27410
20191119T08-05,28071
20191119T07-05,27401
20191119T06-05,24795
20191119T05-05,23123
20191119T04-05,22325
20191119T03-05,22162
20191119T02-05,22160
20191119T01-05,22572
20191119T00-05,22823
20191118T23-05,24023
20191118T22-05,25626
20191118T21-05,26812
20191118T20-05,27292
20191118T19-05,27389
20191118T18-05,26180
20191118T17-05,24184
20191118T16-05,23554
20191118T15-05,23582
20191118T14-05,23936
20191118T13-05,24385
20191118T12-05,25267
20191118T11-05,26175
20191118T10-05,27031
20191118T09-05,27821
20191118T08-05,28232
20191118T07-05,27236
20191118T06-05,24371
20191118T05-05,22400
20191118T04-05,21479
20191118T03-05,21259
20191118T02-05,21119
20191118T01-05,21400
20191118T00-05,20613
20191117T23-05,21440
20191117T22-05,22316
20191117T21-05,23083
20191117T20-05,23397
20191117T19-05,23508
20191117T18-05,22467
20191117T17-05,20610
20191117T16-05,19887
20191117T15-05,20024
20191117T14-05,20413
20191117T13-05,20982
20191117T12-05,21690
20191117T11-05,22466
20191117T10-05,23168
20191117T09-05,23328
20191117T08-05,22761
20191117T07-05,22030
20191117T06-05,21133
20191117T05-05,20555
20191117T04-05,20298
20191117T03-05,20251
20191117T02-05,20384
20191117T01-05,20783
20191117T00-05,24810
20191116T23-05,25447
20191116T22-05,26262
20191116T21-05,26865
20191116T20-05,26985
20191116T19-05,26911
20191116T18-05,26191
20191116T17-05,24715
20191116T16-05,24125
20191116T15-05,24080
20191116T14-05,24395
20191116T13-05,25084
20191116T12-05,25676
20191116T11-05,26250
20191116T10-05,26471
20191116T09-05,26155
20191116T08-05,25515
20191116T07-05,24584
20191116T06-05,23364
20191116T05-05,22813
20191116T04-05,22471
20191116T03-05,22439
20191116T02-05,22578
20191116T01-05,22985
20191116T00-05,23995
20191115T23-05,24951
20191115T22-05,25960
20191115T21-05,26649
20191115T20-05,27125
