,coal,natural gas,other,solar,hydro,wind
20190328T05-06,2490,836,61,0.0,168,392
20190328T04-06,2454,710,63,1.0,166,332
20190328T03-06,2589,687,62,0.0,168,295
20190328T02-06,2714,711,63,1.0,168,338
20190328T01-06,2891,845,62,0.0,172,261
20190328T00-06,3135,1185,62,1.0,171,285
20190327T23-06,3116,1198,63,0.0,175,379
20190327T22-06,3322,1351,63,1.0,173,396
20190327T21-06,3321,1416,68,0.0,171,378
20190327T20-06,2838,1279,68,66.0,176,366
20190327T19-06,2333,1126,67,528.0,173,465
20190327T18-06,2339,1091,67,730.0,174,463
20190327T17-06,2164,966,66,655.0,167,485
20190327T16-06,2220,774,65,698.0,172,368
20190327T15-06,2521,745,68,761.0,172,304
20190327T14-06,2695,808,65,732.0,171,303
20190327T13-06,2703,793,66,759.0,175,260
20190327T12-06,3132,808,67,580.0,172,308
20190327T11-06,3153,858,64,510.0,174,334
20190327T10-06,3218,1145,62,388.0,173,345
20190327T09-06,3216,1181,59,204.0,174,364
20190327T08-06,3269,1120,60,16.0,175,416
20190327T07-06,3084,1007,61,0.0,175,469
20190327T06-06,2757,904,60,1.0,175,498
20190327T05-06,2589,854,61,0.0,175,654
20190327T04-06,2482,742,62,0.0,171,818
20190327T03-06,2764,694,62,1.0,177,879
20190327T02-06,3002,690,61,0.0,174,867
20190327T01-06,3016,866,63,0.0,175,834
20190327T00-06,3258,1221,62,0.0,178,733
20190326T23-06,3225,1277,65,0.0,178,635
20190326T22-06,3318,1350,63,0.0,177,606
20190326T21-06,3306,1351,65,0.0,174,640
20190326T20-06,2981,1292,68,18.0,177,591
20190326T19-06,2165,1211,69,146.0,178,702
20190326T18-06,1605,1038,69,318.0,179,860
20190326T17-06,1435,996,66,513.0,180,923
20190326T16-06,1487,815,67,615.0,179,912
20190326T15-06,1418,760,67,711.0,181,895
20190326T14-06,1424,866,67,796.0,180,897
20190326T13-06,1603,760,66,831.0,174,1021
20190326T12-06,1803,808,66,835.0,154,861
20190326T11-06,2168,849,64,735.0,158,705
20190326T10-06,2855,979,62,483.0,159,673
20190326T09-06,3224,1077,61,185.0,162,703
20190326T08-06,3201,1049,60,10.0,160,781
20190326T07-06,3051,1007,59,0.0,161,772
20190326T06-06,2733,924,62,0.0,147,790
20190326T05-06,2471,807,63,1.0,147,779
20190326T04-06,2436,675,63,0.0,146,681
20190326T03-06,2549,651,62,0.0,147,640
20190326T02-06,2848,703,61,1.0,147,527
20190326T01-06,3016,960,64,0.0,145,524
20190326T00-06,2894,1188,64,1.0,147,579
20190325T23-06,2757,1159,64,0.0,146,542
20190325T22-06,3030,1367,66,0.0,145,531
20190325T21-06,3114,1436,65,0.0,144,608
20190325T20-06,2681,1389,68,44.0,147,704
20190325T19-06,2000,1165,70,300.0,146,713
20190325T18-06,1615,1060,69,654.0,148,764
20190325T17-06,1506,906,69,787.0,146,933
20190325T16-06,1582,656,67,871.0,145,949
20190325T15-06,1652,634,67,878.0,146,822
20190325T14-06,1503,677,68,883.0,148,814
20190325T13-06,1483,681,69,898.0,148,853
20190325T12-06,1680,658,67,891.0,147,929
20190325T11-06,2081,645,63,892.0,151,961
20190325T10-06,2650,872,64,839.0,144,1014
20190325T09-06,3240,1054,62,412.0,148,1011
20190325T08-06,3287,1164,61,18.0,149,967
20190325T07-06,3297,1118,60,0.0,145,973
20190325T06-06,3258,1028,60,0.0,149,984
20190325T05-06,2912,915,63,0.0,148,902
20190325T04-06,2958,951,63,0.0,148,822
20190325T03-06,3084,992,63,0.0,148,802
20190325T02-06,3150,968,62,0.0,146,776
20190325T01-06,3150,1198,62,0.0,149,704
20190325T00-06,3226,1488,61,0.0,147,804
20190324T23-06,3295,1592,63,0.0,144,826
20190324T22-06,3300,1666,62,0.0,151,636
20190324T21-06,3277,1801,63,0.0,144,398
20190324T20-06,2882,1613,63,46.0,149,387
20190324T19-06,1832,1535,65,484.0,154,416
20190324T18-06,1455,1122,66,813.0,155,468
20190324T17-06,1329,1010,66,836.0,153,532
20190324T16-06,1228,827,66,848.0,144,554
20190324T15-06,1224,768,68,828.0,151,572
20190324T14-06,1342,742,64,846.0,150,450
20190324T13-06,1500,728,66,787.0,151,193
20190324T12-06,1689,738,68,742.0,153,70
20190324T11-06,1937,793,66,712.0,152,69
20190324T10-06,2840,811,65,539.0,150,46
20190324T09-06,3060,963,61,222.0,147,49
20190324T08-06,2660,964,63,7.0,144,69
20190324T07-06,2376,837,61,0.0,146,151
20190324T06-06,2244,812,63,0.0,146,195
20190324T05-06,2300,765,64,0.0,148,210
20190324T04-06,2561,807,61,0.0,144,257
20190324T03-06,2877,883,63,0.0,142,319
20190324T02-06,3059,1171,62,0.0,145,332
20190324T01-06,3195,1249,63,0.0,146,357
20190324T00-06,3163,1441,65,0.0,144,429
20190323T23-06,3179,1555,62,0.0,146,416
20190323T22-06,3191,1688,64,0.0,144,400
20190323T21-06,3187,1645,64,0.0,144,379
20190323T20-06,2781,1300,68,18.0,146,355
20190323T19-06,1916,1115,68,206.0,145,347
20190323T18-06,1294,1014,69,447.0,144,387
20190323T17-06,1155,966,68,547.0,142,403
20190323T16-06,1223,767,69,506.0,143,401
20190323T15-06,1406,704,69,556.0,145,425
20190323T14-06,1701,642,69,755.0,147,513
20190323T13-06,2083,658,68,768.0,146,494
20190323T12-06,2455,719,67,648.0,147,504
20190323T11-06,2837,724,68,430.0,148,548
20190323T10-06,2965,799,66,199.0,148,644
20190323T09-06,2945,802,62,101.0,149,678
20190323T08-06,3017,844,63,4.0,144,744
20190323T07-06,3091,759,62,0.0,142,795
20190323T06-06,3166,780,62,0.0,143,760
20190323T05-06,2991,808,63,0.0,141,687
20190323T04-06,2975,802,64,0.0,140,703
20190323T03-06,2995,782,64,0.0,141,628
20190323T02-06,3185,663,62,0.0,140,575
20190323T01-06,3155,1231,63,0.0,143,531
20190323T00-06,3174,1428,62,0.0,140,513
20190322T23-06,3245,1438,65,0.0,140,467
20190322T22-06,3297,1661,62,0.0,144,292
20190322T21-06,3239,1684,62,0.0,141,263
20190322T20-06,2700,1428,65,33.0,142,231
20190322T19-06,2373,1268,64,251.0,140,257
20190322T18-06,2087,1252,66,348.0,140,266
20190322T17-06,1936,1132,65,363.0,142,202
20190322T16-06,1656,1020,66,431.0,140,158
20190322T15-06,1689,948,68,596.0,140,110
20190322T14-06,1958,939,68,532.0,141,79
20190322T13-06,2116,937,67,515.0,142,41
20190322T12-06,2368,965,68,440.0,139,30
20190322T11-06,2319,979,65,431.0,141,38
20190322T10-06,2956,1204,64,269.0,139,30
20190322T09-06,3293,1378,62,141.0,138,47
20190322T08-06,3269,1435,61,3.0,131,19
20190322T07-06,3022,1272,62,0.0,139,20
20190322T06-06,2637,1234,63,0.0,141,25
20190322T05-06,2392,1113,61,0.0,138,17
20190322T04-06,2373,1118,63,0.0,138,41
20190322T03-06,2363,1082,64,1.0,138,143
20190322T02-06,2394,1153,64,0.0,140,400
20190322T01-06,2476,1071,63,0.0,140,497
20190322T00-06,2845,1289,65,1.0,137,610
20190321T23-06,2837,1238,65,0.0,139,677
20190321T22-06,3045,1347,65,0.0,137,714
20190321T21-06,3113,1569,68,1.0,136,854
20190321T20-06,2672,1553,68,12.0,139,833
20190321T19-06,2365,1427,69,200.0,140,728
20190321T18-06,1987,1277,70,441.0,136,853
20190321T17-06,1883,1246,68,415.0,140,950
20190321T16-06,2107,1249,70,407.0,139,826
20190321T15-06,2212,1248,69,455.0,138,539
20190321T14-06,2286,1276,68,595.0,137,285
20190321T13-06,2393,1279,65,568.0,139,219
20190321T12-06,2545,1292,66,339.0,140,236
20190321T11-06,3082,1629,65,214.0,135,222
20190321T10-06,3200,1741,63,85.0,137,235
20190321T09-06,3307,1890,63,26.0,139,245
20190321T08-06,3307,1795,61,2.0,140,275
20190321T07-06,3290,1598,62,0.0,140,300
20190321T06-06,3203,1420,63,0.0,144,293
20190321T05-06,2960,1188,63,0.0,139,304
20190321T04-06,2853,1156,65,0.0,140,359
20190321T03-06,2941,1155,64,1.0,140,359
20190321T02-06,3026,1251,66,0.0,142,293
20190321T01-06,3049,1246,65,0.0,138,227
20190321T00-06,3178,1434,66,0.0,139,231
20190320T23-06,3173,1537,67,0.0,141,169
20190320T22-06,3137,1627,65,0.0,136,146
20190320T21-06,3120,1703,70,0.0,139,141
20190320T20-06,3118,1609,69,8.0,142,110
20190320T19-06,2984,1430,70,83.0,140,91
20190320T18-06,3050,1554,70,223.0,140,114
20190320T17-06,3060,1545,68,349.0,140,179
20190320T16-06,2984,1370,68,494.0,140,242
20190320T15-06,2969,1512,68,687.0,270,258
20190320T14-06,2938,1468,68,656.0,27,353
20190320T13-06,2779,1276,67,619.0,140,408
20190320T12-06,2942,1402,66,632.0,137,483
20190320T11-06,3084,1565,62,569.0,138,549
20190320T10-06,3169,1645,64,495.0,141,542
20190320T09-06,3155,1689,64,239.0,140,596
20190320T08-06,3129,1629,63,4.0,138,522
20190320T07-06,3077,1516,62,0.0,130,557
20190320T06-06,2997,1378,63,0.0,131,642
20190320T05-06,2688,1179,64,1.0,129,689
20190320T04-06,2619,1161,64,0.0,130,797
20190320T03-06,2901,1171,65,0.0,133,764
20190320T02-06,3038,1414,65,0.0,129,683
20190320T01-06,2790,1213,64,1.0,134,624
20190320T00-06,3031,1383,66,0.0,134,594
20190319T23-06,3071,1392,65,0.0,133,519
20190319T22-06,3139,1612,65,0.0,131,466
20190319T21-06,3070,1564,67,0.0,130,395
20190319T20-06,2901,1448,65,17.0,129,345
20190319T19-06,2703,1526,67,221.0,131,328
20190319T18-06,2913,1541,68,706.0,128,368
20190319T17-06,2942,1586,68,851.0,130,338
20190319T16-06,2632,1450,66,871.0,129,333
20190319T15-06,2383,1362,66,884.0,128,365
20190319T14-06,2420,1320,67,871.0,134,362
20190319T13-06,2643,1310,65,888.0,130,283
20190319T12-06,2831,1492,65,893.0,133,283
20190319T11-06,2767,1459,65,902.0,126,288
20190319T10-06,3030,1313,63,797.0,126,254
20190319T09-06,3110,1654,62,324.0,127,250
20190319T08-06,3099,1764,62,9.0,128,270
20190319T07-06,3077,1570,63,0.0,130,259
20190319T06-06,3056,1460,63,0.0,130,250
20190319T05-06,2783,1184,64,0.0,128,239
20190319T04-06,2864,1201,64,0.0,128,191
20190319T03-06,2761,1202,64,0.0,127,146
20190319T02-06,2798,1194,64,0.0,129,169
20190319T01-06,3057,1338,63,0.0,124,176
20190319T00-06,3184,1620,64,0.0,125,132
20190318T23-06,3197,1895,65,0.0,125,80
20190318T22-06,3211,1886,65,0.0,127,74
20190318T21-06,3209,1913,64,0.0,127,63
20190318T20-06,3152,1823,66,39.0,129,71
20190318T19-06,2775,1526,68,358.0,127,124
20190318T18-06,2556,1350,66,665.0,128,91
20190318T17-06,2454,1256,67,718.0,125,75
20190318T16-06,2368,1259,66,811.0,126,84
20190318T15-06,2120,1231,66,797.0,124,78
20190318T14-06,2123,1228,65,826.0,126,85
20190318T13-06,2220,1236,66,854.0,126,57
20190318T12-06,2245,1259,64,867.0,124,51
20190318T11-06,2467,1250,65,874.0,125,37
20190318T10-06,2822,1405,64,775.0,124,22
20190318T09-06,3015,1867,61,326.0,122,13
20190318T08-06,3207,1801,61,5.0,124,17
20190318T07-06,3302,1679,62,0.0,113,17
20190318T06-06,3252,1435,63,0.0,112,19
20190318T05-06,3251,1539,64,0.0,113,35
20190318T04-06,3083,1493,64,0.0,109,69
20190318T03-06,3038,1472,65,0.0,114,107
20190318T02-06,2921,1473,63,0.0,109,172
20190318T01-06,2875,1249,65,0.0,110,188
20190318T00-06,2803,1461,64,0.0,111,171
20190317T23-06,2794,1629,63,0.0,113,101
20190317T22-06,2788,1644,65,0.0,113,73
20190317T21-06,2783,1664,65,0.0,112,42
20190317T20-06,2692,1517,66,32.0,116,14
20190317T19-06,2200,1293,67,475.0,116,-1
20190317T18-06,1680,1241,66,853.0,119,-5
20190317T17-06,1399,1206,67,893.0,120,-2
20190317T16-06,1241,1213,67,897.0,118,2
20190317T15-06,1236,1211,68,886.0,118,15
20190317T14-06,1232,1211,67,885.0,118,7
20190317T13-06,1244,1208,66,890.0,116,31
20190317T12-06,1333,1227,66,899.0,119,87
20190317T11-06,1952,1209,65,903.0,116,145
20190317T10-06,2931,1323,66,808.0,112,202
20190317T09-06,3329,1550,64,317.0,115,257
20190317T08-06,3356,1653,64,5.0,114,311
20190317T07-06,3269,1449,64,0.0,114,370
20190317T06-06,3191,1256,64,0.0,114,427
20190317T05-06,3252,1359,65,0.0,113,380
20190317T04-06,3315,1372,65,0.0,114,283
20190317T03-06,3344,1509,63,0.0,112,166
20190317T02-06,3324,1378,65,0.0,116,164
20190317T01-06,3346,1357,64,0.0,113,155
20190317T00-06,3336,1469,67,0.0,116,117
20190316T23-06,3252,1621,64,0.0,113,84
20190316T22-06,3164,1670,65,0.0,112,76
20190316T21-06,3236,1738,64,0.0,114,85
20190316T20-06,2874,1587,67,31.0,114,119
20190316T19-06,1867,1423,67,462.0,116,177
20190316T18-06,1500,1225,69,857.0,114,212
20190316T17-06,1383,1202,67,896.0,115,260
20190316T16-06,1337,1089,68,902.0,116,250
20190316T15-06,1316,1048,67,894.0,113,262
20190316T14-06,1314,1053,68,892.0,112,185
20190316T13-06,1430,1051,65,898.0,111,183
20190316T12-06,1783,1083,65,898.0,108,175
20190316T11-06,2159,1096,65,893.0,111,181
20190316T10-06,2876,1220,67,819.0,111,258
20190316T09-06,3191,1431,62,312.0,109,321
20190316T08-06,3198,1429,64,4.0,107,299
20190316T07-06,3261,1311,63,0.0,106,271
20190316T06-06,3268,1280,63,0.0,107,286
20190316T05-06,3277,1230,64,0.0,105,319
20190316T04-06,3266,1294,63,0.0,107,343
20190316T03-06,3222,1333,65,0.0,104,404
20190316T02-06,3175,1302,63,0.0,106,495
20190316T01-06,3163,1354,63,0.0,106,587
20190316T00-06,3080,1512,65,0.0,106,658
20190315T23-06,3064,1624,63,0.0,107,699
20190315T22-06,3057,1703,64,0.0,109,686
20190315T21-06,3078,1714,64,0.0,107,740
20190315T20-06,2890,1563,66,25.0,109,740
20190315T19-06,2249,1357,67,371.0,106,810
20190315T18-06,2017,1230,67,749.0,106,814
20190315T17-06,1703,1227,68,845.0,112,850
20190315T16-06,1523,1212,65,850.0,111,919
20190315T15-06,1587,1209,67,856.0,107,837
20190315T14-06,1681,1242,67,839.0,109,789
20190315T13-06,1780,1241,66,853.0,110,752
20190315T12-06,2177,1326,65,856.0,112,781
20190315T11-06,2476,1426,64,895.0,110,808
20190315T10-06,2941,1490,64,815.0,112,901
20190315T09-06,3238,1731,62,287.0,111,963
20190315T08-06,3241,1732,62,2.0,114,988
20190315T07-06,3234,1527,62,0.0,110,1053
20190315T06-06,3050,1425,60,0.0,112,1059
20190315T05-06,3043,1395,62,0.0,114,1065
20190315T04-06,2965,1154,61,0.0,111,1009
20190315T03-06,3102,1218,61,0.0,112,952
20190315T02-06,3097,1238,62,0.0,110,887
20190315T01-06,3097,1341,61,0.0,113,709
20190315T00-06,3015,1686,63,0.0,109,596
20190314T23-06,2928,1838,63,0.0,111,486
20190314T22-06,2831,1928,63,0.0,109,447
20190314T21-06,2875,1970,62,0.0,111,401
20190314T20-06,2567,1834,65,23.0,113,390
20190314T19-06,1768,1549,65,317.0,112,398
20190314T18-06,1422,1483,65,548.0,116,471
20190314T17-06,1358,1452,62,525.0,111,565
20190314T16-06,1363,1256,63,464.0,113,585
20190314T15-06,1465,1272,64,566.0,115,620
20190314T14-06,1700,1221,63,650.0,110,665
20190314T13-06,1865,1233,63,701.0,112,571
20190314T12-06,1845,1243,60,608.0,105,411
20190314T11-06,2070,1394,61,530.0,102,430
20190314T10-06,2435,1487,59,458.0,104,438
20190314T09-06,2683,1789,59,107.0,103,640
20190314T08-06,2852,1773,59,0.0,105,835
20190314T07-06,2909,1687,57,0.0,105,956
20190314T06-06,2926,1553,57,0.0,103,1025
20190314T05-06,2926,1471,58,0.0,106,1116
20190314T04-06,2901,1325,54,0.0,106,1173
20190314T03-06,2927,1283,40,0.0,107,1193
20190314T02-06,2811,1541,42,0.0,105,1276
20190314T01-06,2913,1486,42,0.0,105,1314
20190314T00-06,2877,1633,43,0.0,104,1307
20190313T23-06,2777,1677,42,0.0,103,1221
20190313T22-06,2755,1706,43,0.0,102,1218
20190313T21-06,2733,1743,44,0.0,98,1263
20190313T20-06,2481,1696,44,16.0,98,1334
20190313T19-06,1695,1565,43,153.0,99,1450
20190313T18-06,1113,1364,43,358.0,98,1437
20190313T17-06,960,1144,42,435.0,102,1449
20190313T16-06,871,1128,39,582.0,101,1466
20190313T15-06,882,1087,41,643.0,100,1448
20190313T14-06,891,1096,41,673.0,99,1203
20190313T13-06,965,1076,40,508.0,97,1349
20190313T12-06,1101,1084,41,284.0,98,1362
20190313T11-06,1578,1079,41,111.0,95,1296
20190313T10-06,2190,1133,41,31.0,96,1260
20190313T09-06,2595,1369,40,9.0,97,1138
20190313T08-06,2812,1373,40,0.0,96,917
20190313T07-06,2863,1204,41,0.0,98,967
20190313T06-06,2838,993,41,0.0,98,986
20190313T05-06,2781,971,41,0.0,99,709
20190313T04-06,2840,995,51,0.0,101,552
20190313T03-06,2904,1078,58,0.0,101,500
20190313T02-06,2907,1155,58,0.0,101,324
20190313T01-06,2878,1243,59,0.0,102,82
20190313T00-06,2919,1528,60,1.0,104,101
20190312T23-06,2999,1565,58,0.0,106,49
20190312T22-06,3048,1636,61,0.0,104,33
20190312T21-06,3005,1660,61,0.0,105,60
20190312T20-06,2627,1544,62,13.0,108,114
20190312T19-06,1975,1371,63,113.0,102,233
20190312T18-06,1474,1254,63,260.0,106,411
20190312T17-06,1266,1214,62,424.0,103,541
20190312T16-06,1303,1226,62,658.0,103,600
20190312T15-06,1324,1221,62,741.0,105,584
20190312T14-06,1463,1227,61,779.0,102,626
20190312T13-06,2051,1248,60,766.0,104,660
20190312T12-06,2521,1215,60,487.0,97,590
20190312T11-06,2668,1469,60,236.0,103,831
20190312T10-06,2709,1572,58,119.0,104,812
20190312T09-06,2810,1770,59,51.0,103,835
20190312T08-06,3014,1586,56,1.0,108,851
20190312T07-06,3072,1554,56,0.0,104,880
20190312T06-06,3126,1313,59,0.0,105,895
20190312T05-06,3129,1225,60,0.0,103,880
20190312T04-06,3136,1303,59,0.0,104,885
20190312T03-06,3137,1326,60,0.0,105,910
20190312T02-06,3138,1312,60,0.0,103,920
20190312T01-06,3112,1312,60,0.0,103,811
20190312T00-06,3134,1444,62,0.0,104,807
20190311T23-06,3163,1383,60,0.0,101,765
20190311T22-06,3344,1529,61,0.0,103,602
20190311T21-06,3417,1662,62,0.0,101,465
20190311T20-06,3425,1686,63,6.0,105,473
20190311T19-06,3276,1490,65,155.0,106,406
20190311T18-06,3260,1247,63,506.0,103,331
20190311T17-06,3198,1321,63,604.0,104,317
20190311T16-06,3378,1371,64,648.0,102,228
20190311T15-06,3353,1583,63,590.0,106,134
20190311T14-06,3315,1578,64,518.0,106,115
20190311T13-06,3332,1625,63,430.0,103,95
20190311T12-06,3292,1538,61,351.0,106,95
20190311T11-06,3337,1639,61,274.0,103,159
20190311T10-06,3403,1647,61,190.0,105,175
20190311T09-06,3406,1816,58,47.0,102,126
20190311T08-06,3429,1660,58,0.0,105,68
20190311T07-06,3450,1573,57,0.0,105,68
20190311T06-06,3452,1471,59,0.0,105,74
20190311T05-06,3461,1340,62,0.0,103,67
20190311T04-06,3464,1312,61,0.0,107,79
20190311T03-06,3489,1369,61,0.0,106,63
20190311T02-06,3483,1414,61,0.0,105,31
20190311T01-06,3468,1541,60,0.0,100,34
20190311T00-06,3446,1623,62,0.0,97,23
20190310T23-06,3446,1651,62,0.0,99,10
20190310T22-06,3443,1832,61,0.0,96,11
20190310T21-06,3437,1830,62,0.0,102,16
20190310T20-06,3425,1836,64,11.0,99,36
20190310T19-06,3362,1819,65,93.0,98,35
20190310T18-06,2994,1511,67,248.0,100,44
20190310T17-06,2678,1357,67,461.0,97,58
20190310T16-06,2522,1291,65,511.0,102,83
20190310T15-06,2519,1231,64,568.0,99,102
20190310T14-06,2536,1263,65,550.0,100,125
20190310T13-06,2705,1250,65,523.0,101,119
20190310T12-06,3049,1307,62,390.0,101,92
20190310T11-06,3065,1477,63,291.0,98,94
20190310T10-06,3090,1621,61,163.0,102,111
20190310T09-06,3217,1833,62,45.0,100,108
20190310T08-06,3304,1825,60,0.0,102,69
20190310T07-06,3444,1659,60,0.0,101,93
20190310T06-06,3485,1587,61,0.0,101,158
20190310T05-06,3525,1454,61,0.0,102,139
20190310T04-06,3535,1467,62,0.0,99,201
20190310T03-06,3482,1546,61,0.0,103,273
20190310T01-07,3375,1536,59,0.0,103,301
20190310T00-07,3424,1574,63,0.0,102,338
20190309T23-07,3429,1645,62,0.0,104,386
20190309T22-07,3428,1805,63,0.0,104,424
20190309T21-07,3391,1845,61,0.0,107,426
20190309T20-07,3357,1849,60,0.0,105,481
20190309T19-07,3283,1834,65,9.0,106,595
20190309T18-07,3080,1633,64,249.0,106,764
20190309T17-07,2919,1498,66,528.0,108,953
20190309T16-07,2687,1293,64,643.0,105,1036
20190309T15-07,2598,1199,63,623.0,107,941
20190309T14-07,2679,958,64,675.0,106,829
20190309T13-07,2878,941,64,752.0,107,727
20190309T12-07,2814,1053,62,744.0,108,706
20190309T11-07,2595,1000,63,631.0,110,776
20190309T10-07,2540,893,60,541.0,105,837
20190309T09-07,2764,1112,62,302.0,107,886
20190309T08-07,3165,1299,61,96.0,108,929
20190309T07-07,3315,1277,60,1.0,109,1104
20190309T06-07,3344,1224,62,0.0,108,1160
20190309T05-07,3404,1026,60,0.0,107,1211
20190309T04-07,3420,1015,61,0.0,107,1221
20190309T03-07,3392,969,61,0.0,108,1206
20190309T02-07,3378,929,59,0.0,108,1231
20190309T01-07,3458,1070,62,0.0,109,1340
20190309T00-07,3506,1487,59,0.0,107,1338
20190308T23-07,3532,1523,62,0.0,108,1163
20190308T22-07,3518,1776,60,0.0,107,1017
20190308T21-07,3514,1844,61,0.0,108,857
20190308T20-07,3387,1885,59,0.0,110,802
20190308T19-07,3025,1852,58,4.0,108,650
20190308T18-07,2396,1461,62,135.0,110,630
20190308T17-07,1863,1434,60,141.0,109,664
20190308T16-07,1821,1342,63,181.0,104,521
20190308T15-07,1822,1135,63,375.0,108,452
20190308T14-07,2194,1057,62,310.0,106,284
20190308T13-07,2342,1053,61,518.0,100,240
20190308T12-07,2575,1057,59,665.0,93,210
20190308T11-07,2584,1072,61,772.0,102,138
20190308T10-07,2939,1159,59,626.0,108,79
20190308T09-07,3116,1320,58,299.0,105,122
20190308T08-07,3448,1478,59,22.0,104,139
20190308T07-07,3501,1345,58,0.0,104,136
20190308T06-07,3504,1220,59,0.0,104,124
20190308T05-07,3497,1252,57,0.0,108,238
20190308T04-07,3479,1233,57,0.0,106,356
20190308T03-07,3498,1236,61,0.0,106,338
20190308T02-07,3445,1204,59,0.0,105,401
20190308T01-07,3403,1370,62,0.0,105,516
20190308T00-07,3364,1567,59,0.0,104,660
20190307T23-07,3372,1608,60,0.0,102,726
20190307T22-07,3392,1686,62,0.0,102,829
20190307T21-07,3400,1680,61,0.0,100,857
20190307T20-07,3365,1699,62,0.0,99,991
20190307T19-07,3130,1671,60,8.0,101,983
20190307T18-07,2680,1527,60,248.0,100,1152
20190307T17-07,2544,1500,63,555.0,99,1311
20190307T16-07,2359,1258,64,654.0,97,1358
20190307T15-07,2308,1210,64,620.0,91,1326
20190307T14-07,2278,1121,63,648.0,87,1335
20190307T13-07,2269,1024,61,647.0,85,1305
20190307T12-07,2348,984,63,679.0,85,1397
20190307T11-07,2544,1056,61,601.0,91,1334
20190307T10-07,2708,1052,61,539.0,84,1238
20190307T09-07,3065,1193,57,404.0,88,981
20190307T08-07,3365,1347,56,64.0,85,896
20190307T07-07,3390,1210,57,0.0,84,922
20190307T06-07,3375,1016,57,0.0,83,847
20190307T05-07,3410,1030,58,1.0,88,831
20190307T04-07,3395,1016,61,0.0,84,889
20190307T03-07,3399,1010,58,0.0,85,905
20190307T02-07,3381,1040,61,1.0,85,1008
20190307T01-07,3272,985,60,0.0,82,1062
20190307T00-07,3136,1285,60,0.0,84,1085
20190306T23-07,3158,1546,61,0.0,81,1211
20190306T22-07,3105,1617,59,0.0,85,1138
20190306T21-07,3202,1687,60,1.0,84,926
20190306T20-07,3148,1698,59,0.0,82,650
20190306T19-07,3148,1668,62,6.0,85,694
20190306T18-07,3067,1619,59,66.0,85,474
20190306T17-07,2999,1526,59,181.0,85,355
20190306T16-07,2979,1295,62,192.0,84,373
20190306T15-07,2975,1207,60,125.0,83,297
20190306T14-07,2979,1358,61,122.0,86,253
20190306T13-07,2926,1534,61,107.0,84,221
20190306T12-07,2902,1500,58,114.0,85,284
20190306T11-07,2940,1544,59,90.0,84,478
20190306T10-07,2926,1592,60,101.0,85,668
20190306T09-07,2956,1580,60,63.0,84,861
20190306T08-07,3041,1561,63,10.0,86,811
20190306T07-07,3035,1519,58,0.0,84,609
20190306T06-07,3023,1464,60,0.0,86,483
20190306T05-07,3017,1387,59,0.0,83,472
20190306T04-07,3025,1478,61,1.0,85,489
20190306T03-07,3020,1471,60,0.0,86,503
20190306T02-07,3026,1470,58,0.0,85,563
20190306T01-07,2992,1252,61,0.0,85,586
20190306T00-07,3002,1456,60,0.0,84,537
20190305T23-07,3007,1542,61,1.0,84,479
20190305T22-07,3013,1682,60,0.0,85,437
20190305T21-07,3010,1758,62,0.0,82,409
20190305T20-07,2991,1842,61,1.0,86,449
20190305T19-07,2963,1763,63,5.0,82,333
20190305T18-07,2927,1652,62,67.0,85,247
20190305T17-07,2823,1438,60,136.0,85,262
20190305T16-07,2726,1449,61,233.0,83,400
20190305T15-07,2710,1395,60,370.0,86,498
20190305T14-07,2687,1393,62,338.0,83,550
20190305T13-07,2772,1439,59,441.0,82,451
20190305T12-07,2838,1432,61,521.0,82,336
20190305T11-07,2836,1390,57,665.0,83,425
20190305T10-07,2985,1541,58,518.0,84,487
20190305T09-07,3012,1538,58,388.0,78,488
20190305T08-07,3016,1776,57,54.0,81,473
20190305T07-07,3017,1524,57,0.0,81,559
20190305T06-07,2998,1401,58,0.0,80,570
20190305T05-07,3000,1342,59,0.0,83,521
20190305T04-07,2935,1289,59,0.0,80,547
20190305T03-07,2906,1489,61,0.0,80,532
20190305T02-07,2863,1544,60,0.0,81,474
20190305T01-07,2885,1466,59,0.0,78,432
20190305T00-07,2959,1643,60,0.0,80,369
20190304T23-07,3000,1642,61,0.0,79,370
20190304T22-07,2983,1810,61,0.0,80,377
20190304T21-07,3000,1822,60,0.0,80,402
20190304T20-07,2999,1733,60,0.0,81,409
20190304T19-07,3004,1534,61,8.0,81,472
20190304T18-07,2955,1458,63,248.0,80,537
20190304T17-07,2888,1419,62,624.0,78,615
20190304T16-07,2846,1387,62,768.0,79,596
20190304T15-07,2905,1394,62,747.0,80,509
20190304T14-07,2942,1393,61,744.0,80,304
20190304T13-07,2851,1397,61,684.0,79,193
20190304T12-07,2687,1393,59,600.0,79,129
20190304T11-07,2737,1625,58,536.0,85,107
20190304T10-07,2960,1834,56,338.0,83,129
20190304T09-07,2930,1889,54,136.0,84,151
20190304T08-07,2986,1939,55,17.0,84,179
20190304T07-07,2981,1622,54,0.0,85,163
20190304T06-07,3020,1311,55,0.0,86,162
20190304T05-07,3014,1127,57,0.0,85,176
20190304T04-07,3015,1117,56,0.0,86,146
20190304T03-07,3013,1116,57,0.0,84,114
20190304T02-07,3010,1119,57,0.0,85,75
20190304T01-07,3014,1123,57,0.0,85,48
20190304T00-07,3003,1280,59,0.0,84,36
20190303T23-07,3020,1451,58,0.0,86,13
20190303T22-07,3023,1560,58,0.0,86,12
20190303T21-07,3021,1617,60,0.0,86,17
