,coal,natural gas,other,solar,hydro,wind
20191006T08-06,3597,937,95,,102,198
20191006T07-06,3694,889,93,,103,167
20191006T06-06,3425,897,97,,105,228
20191006T05-06,3397,896,98,,101,263
20191006T04-06,3443,875,98,,103,231
20191006T03-06,3665,871,98,,102,207
20191006T02-06,3666,902,98,,105,281
20191006T01-06,3703,890,102,,102,295
20191006T00-06,3730,909,100,,103,327
20191005T23-06,3713,999,101,,103,401
20191005T22-06,3675,1048,101,,102,651
20191005T21-06,3687,1024,99,,104,724
20191005T20-06,3629,1009,101,,102,745
20191005T19-06,3320,942,100,,104,848
20191005T18-06,2862,877,102,,105,1048
20191005T17-06,2712,886,100,,106,1054
20191005T16-06,2572,856,98,,105,961
20191005T15-06,2564,790,100,,106,881
20191005T14-06,2454,851,100,,105,766
20191005T13-06,2462,812,102,,103,773
20191005T12-06,2587,800,101,,106,652
20191005T11-06,2658,824,101,,105,606
20191005T10-06,2986,734,99,,105,595
20191005T09-06,3247,807,95,,103,652
20191005T08-06,3328,935,96,,103,622
20191005T07-06,3310,886,95,,104,753
20191005T06-06,3143,866,97,,104,853
20191005T05-06,2976,902,96,,104,874
20191005T04-06,2990,872,95,,101,977
20191005T03-06,3024,876,97,,103,1135
20191005T02-06,3086,898,98,,105,1251
20191005T01-06,3171,900,97,,101,1319
20191005T00-06,3378,868,98,,103,1364
20191004T23-06,3475,839,98,,100,1259
20191004T22-06,3719,784,96,,102,1044
20191004T21-06,3644,918,97,,102,991
20191004T20-06,3580,899,98,,100,1429
20191004T19-06,3243,910,101,,103,1472
20191004T18-06,2865,789,101,,105,1367
20191004T17-06,2867,809,97,,101,1442
20191004T16-06,2734,729,99,,108,1420
20191004T15-06,2643,716,97,,104,1370
20191004T14-06,2506,729,94,,103,1226
20191004T13-06,2704,720,94,,103,997
20191004T12-06,2803,721,94,,112,762
20191004T11-06,3341,714,97,,105,598
20191004T10-06,3658,758,99,,108,308
20191004T09-06,4044,846,96,,108,314
20191004T08-06,4043,935,96,,108,357
20191004T07-06,3923,877,96,,111,298
20191004T06-06,3671,879,96,,108,319
20191004T05-06,3383,903,98,,108,305
20191004T04-06,3322,870,97,,109,325
20191004T03-06,3515,885,97,,109,325
20191004T02-06,3434,872,101,,112,350
20191004T01-06,3482,884,101,,108,389
20191004T00-06,3796,851,101,,109,390
20191003T23-06,3977,947,101,,107,479
20191003T22-06,3832,978,102,,108,468
20191003T21-06,3930,994,98,,106,508
20191003T20-06,3904,961,97,,107,559
20191003T19-06,3716,933,98,,105,379
20191003T18-06,3294,818,97,,106,219
20191003T17-06,3258,843,97,,105,191
20191003T16-06,3555,887,95,,101,248
20191003T15-06,2567,877,96,,94,140
20191003T14-06,3132,878,98,,91,167
20191003T13-06,3045,893,99,,93,149
20191003T12-06,2990,854,98,,92,192
20191003T11-06,2904,820,99,,93,219
20191003T10-06,3194,740,99,,99,240
20191003T09-06,3569,800,94,,110,252
20191003T08-06,3762,963,95,,111,229
20191003T07-06,3809,913,95,,113,251
20191003T06-06,3497,903,95,,114,288
20191003T05-06,3321,901,98,,115,318
20191003T04-06,3060,834,96,,113,326
20191003T03-06,3096,783,97,,113,311
20191003T02-06,3046,841,96,,114,290
20191003T01-06,3336,814,98,,112,396
20191003T00-06,3633,875,96,,114,391
20191002T23-06,3866,912,98,,115,316
20191002T22-06,3947,915,100,,111,317
20191002T21-06,3892,869,102,,113,390
20191002T20-06,3595,922,102,,115,582
20191002T19-06,3326,908,102,,115,806
20191002T18-06,2731,885,102,,114,950
20191002T17-06,2447,864,100,,116,971
20191002T16-06,2381,800,102,,115,1061
20191002T15-06,2263,799,100,,115,1078
20191002T14-06,2122,701,99,,115,929
20191002T13-06,2111,698,100,,115,770
20191002T12-06,2365,699,97,,115,605
20191002T11-06,2634,701,100,,118,544
20191002T10-06,3127,742,98,,120,400
20191002T09-06,3691,813,94,,116,378
20191002T08-06,3749,902,91,,115,342
20191002T07-06,3685,880,93,,117,315
20191002T06-06,3673,873,92,,113,235
20191002T05-06,3701,869,96,,118,207
20191002T04-06,3753,902,96,,119,262
20191002T03-06,3715,898,96,,118,351
20191002T02-06,3528,881,97,,118,331
20191002T01-06,3457,842,98,,118,307
20191002T00-06,3735,858,98,,121,303
20191001T23-06,3801,901,100,,117,318
20191001T22-06,3767,963,100,,120,435
20191001T21-06,3684,958,100,,124,419
20191001T20-06,3537,916,100,,126,436
20191001T19-06,2959,929,99,,127,458
20191001T18-06,2104,869,97,,132,466
20191001T17-06,2249,700,98,,126,421
20191001T16-06,2435,706,98,,130,353
20191001T15-06,2416,701,96,,129,302
20191001T14-06,2444,800,99,,137,316
20191001T13-06,2198,747,99,,138,386
20191001T12-06,2008,730,98,,137,473
20191001T11-06,2305,714,98,,136,509
20191001T10-06,2663,711,98,,137,589
20191001T09-06,3412,816,92,,139,559
20191001T08-06,3691,887,92,,139,532
20191001T07-06,3561,891,93,,138,578
20191001T06-06,3341,872,92,,142,587
20191001T05-06,3157,844,96,,140,560
20191001T04-06,3184,801,96,,140,577
20191001T03-06,3189,846,96,,139,629
20191001T02-06,3333,867,97,,139,623
20191001T01-06,3241,869,96,,138,657
20191001T00-06,3609,858,101,,142,691
20190930T23-06,3732,861,101,,138,631
20190930T22-06,3835,898,101,,140,618
20190930T21-06,3817,892,101,,140,626
20190930T20-06,3607,898,99,,139,593
20190930T19-06,2993,806,99,,140,505
20190930T18-06,2687,714,98,,140,416
20190930T17-06,2671,707,96,,139,438
20190930T16-06,2666,727,97,,144,444
20190930T15-06,2539,726,97,,143,411
20190930T14-06,2272,720,97,,145,368
20190930T13-06,1971,708,98,,141,179
20190930T12-06,2058,700,98,,140,129
20190930T11-06,2250,710,99,,140,82
20190930T10-06,2899,762,98,,137,61
20190930T09-06,3385,942,92,,137,122
20190930T08-06,3398,952,93,,138,186
20190930T07-06,3384,960,92,,140,254
20190930T06-06,3233,865,95,,137,179
20190930T05-06,3185,881,95,,140,148
20190930T04-06,3145,879,95,,137,139
20190930T03-06,3170,869,98,,134,158
20190930T02-06,3082,799,96,,138,173
20190930T01-06,3318,847,99,,135,186
20190930T00-06,3259,844,101,,139,461
20190929T23-06,3514,879,100,,135,624
20190929T22-06,3639,801,102,,137,715
20190929T21-06,3716,863,101,,134,640
20190929T20-06,3710,863,101,,137,597
20190929T19-06,3223,834,100,,137,549
20190929T18-06,2496,878,101,,137,604
20190929T17-06,2154,764,97,,138,982
20190929T16-06,2226,682,100,,136,1132
20190929T15-06,2275,762,98,,137,967
20190929T14-06,1955,820,99,,136,711
20190929T13-06,1772,673,97,,137,1114
20190929T12-06,1994,657,97,,137,1097
20190929T11-06,2435,693,98,,137,805
20190929T10-06,2936,762,98,,129,632
20190929T09-06,3418,833,97,,127,510
20190929T08-06,3427,864,99,,125,409
20190929T07-06,3104,849,99,,122,338
20190929T06-06,2775,843,97,,122,393
20190929T05-06,2722,789,100,,123,534
20190929T04-06,2776,787,100,,121,565
20190929T03-06,2937,860,99,,123,474
20190929T02-06,3188,838,99,,122,623
20190929T01-06,3183,832,99,,121,751
20190929T00-06,3305,849,99,,122,830
20190928T23-06,3218,912,100,,122,974
20190928T22-06,3304,911,100,,123,1065
20190928T21-06,3217,1008,101,,122,981
20190928T20-06,3039,1008,96,,121,1003
20190928T19-06,2437,953,98,,123,1061
20190928T18-06,2199,885,97,,120,1052
20190928T17-06,2245,844,96,,119,1077
20190928T16-06,2325,846,94,,121,1132
20190928T15-06,2387,845,95,,117,1141
20190928T14-06,2375,818,94,,115,1003
20190928T13-06,2475,780,97,,117,987
20190928T12-06,2576,750,95,,116,991
20190928T11-06,2706,774,98,,117,997
20190928T10-06,2909,817,98,,114,945
20190928T09-06,3107,794,97,,113,859
20190928T08-06,3018,833,101,,115,812
20190928T07-06,3245,852,99,,111,745
20190928T06-06,3117,908,99,,110,698
20190928T05-06,2850,848,100,,110,965
20190928T04-06,2828,798,100,,111,999
20190928T03-06,2996,864,99,,111,832
20190928T02-06,3089,917,101,,110,896
20190928T01-06,3144,915,100,,108,893
20190928T00-06,3449,960,100,,109,812
20190927T23-06,3414,973,102,,109,624
20190927T22-06,3462,1015,98,,111,399
20190927T21-06,3564,1041,101,,107,297
20190927T20-06,3469,1011,99,,110,250
20190927T19-06,2986,972,98,,111,271
20190927T18-06,2668,967,97,,109,372
20190927T17-06,2589,922,96,,111,399
20190927T16-06,2607,928,97,,110,400
20190927T15-06,2612,926,97,,110,380
20190927T14-06,2650,894,100,,111,271
20190927T13-06,2708,879,98,,112,261
20190927T12-06,2992,931,99,,113,275
20190927T11-06,3187,971,99,,110,349
20190927T10-06,3310,999,99,,112,372
20190927T09-06,3499,1030,99,,97,388
20190927T08-06,3394,1015,99,,101,401
20190927T07-06,3282,978,99,,113,374
20190927T06-06,3152,924,96,,110,354
20190927T05-06,3068,925,99,,108,328
20190927T04-06,3076,913,98,,111,276
20190927T03-06,2965,935,100,,108,322
20190927T02-06,3182,893,99,,110,414
20190927T01-06,3226,852,97,,110,446
20190927T00-06,3253,956,97,,110,676
20190926T23-06,3307,932,97,,108,1092
20190926T22-06,3319,958,97,,106,1186
20190926T21-06,3595,989,96,,110,1261
20190926T20-06,3440,927,93,,109,1369
20190926T19-06,3478,984,95,,110,1455
20190926T18-06,3303,990,92,,109,1468
20190926T17-06,3229,938,66,,109,1454
20190926T16-06,3201,966,59,,107,1464
20190926T15-06,3222,948,57,,109,1500
20190926T14-06,3102,901,57,,109,1501
20190926T13-06,3404,1001,61,,115,1414
20190926T12-06,3249,957,59,,115,1269
20190926T11-06,3198,922,62,,114,1139
20190926T10-06,3533,838,61,,111,867
20190926T09-06,3857,812,62,,110,806
20190926T08-06,3892,798,94,,110,862
20190926T07-06,3558,715,100,,111,732
20190926T06-06,3356,650,101,,108,540
20190926T05-06,3196,657,101,,108,382
20190926T04-06,3238,559,103,,107,323
20190926T03-06,3197,539,103,,109,392
20190926T02-06,3379,491,103,,112,411
20190926T01-06,3566,507,101,,108,412
20190926T00-06,3767,583,99,,108,448
20190925T23-06,3807,602,101,,111,430
20190925T22-06,3857,649,99,,107,474
20190925T21-06,3849,682,99,,108,482
20190925T20-06,3635,772,99,,109,435
20190925T19-06,3827,760,89,,109,445
20190925T18-06,3861,743,61,,109,453
20190925T17-06,3893,654,60,,110,475
20190925T16-06,3860,616,60,,108,439
20190925T15-06,4256,639,60,,110,412
20190925T14-06,2992,644,61,,110,415
20190925T13-06,3571,619,61,,107,442
20190925T12-06,3508,617,61,,110,405
20190925T11-06,3313,575,62,,110,400
20190925T10-06,3634,584,63,,110,388
20190925T09-06,3953,557,64,,106,433
20190925T08-06,3867,530,86,,111,572
20190925T07-06,3750,490,98,,110,552
20190925T06-06,3575,497,100,,109,573
20190925T05-06,3463,464,100,,107,499
20190925T04-06,3357,519,101,,109,427
20190925T03-06,3285,514,99,,110,463
20190925T02-06,3538,478,100,,109,492
20190925T01-06,3581,523,100,,107,587
20190925T00-06,3760,494,99,,110,750
20190924T23-06,3740,513,99,,106,823
20190924T22-06,3830,600,100,,110,1016
20190924T21-06,3885,608,98,,108,1047
20190924T20-06,3874,586,97,,108,1019
20190924T19-06,3527,564,97,,109,1136
20190924T18-06,3296,497,94,,111,1317
20190924T17-06,3189,502,93,,110,1344
20190924T16-06,3054,497,93,,112,1252
20190924T15-06,2951,485,93,,112,1160
20190924T14-06,2955,480,93,,110,1086
20190924T13-06,3011,451,95,,110,851
20190924T12-06,3164,479,94,,109,758
20190924T11-06,3188,487,95,,109,702
20190924T10-06,-629810,489,98,,106,729
20190924T09-06,3464,506,98,,106,895
20190924T08-06,3455,483,100,,106,1043
20190924T07-06,3341,520,99,,108,1015
20190924T06-06,3066,515,102,,106,1090
20190924T05-06,3035,452,103,,109,1044
20190924T04-06,3146,503,103,,107,1027
20190924T03-06,3207,495,103,,108,1006
20190924T02-06,3366,513,101,,108,882
20190924T01-06,3393,532,104,,106,768
20190924T00-06,3713,673,101,,110,672
20190923T23-06,4044,780,102,,107,586
20190923T22-06,4217,767,99,,107,590
20190923T21-06,4230,931,99,,109,600
20190923T20-06,4193,970,99,,107,635
20190923T19-06,4150,950,95,,107,610
20190923T18-06,3944,933,96,,109,615
20190923T17-06,3719,874,92,,107,622
20190923T16-06,3644,824,92,,107,691
20190923T15-06,3950,850,94,,107,754
20190923T14-06,3902,906,92,,111,687
20190923T13-06,3838,857,96,,111,695
20190923T12-06,3669,887,96,,111,578
20190923T11-06,3664,861,98,,117,398
20190923T10-06,3606,853,101,,120,273
20190923T09-06,4049,926,101,,117,416
20190923T08-06,3768,947,99,,121,379
20190923T07-06,3548,911,97,,119,281
20190923T06-06,3129,905,101,,118,265
20190923T05-06,2798,854,100,,118,284
20190923T04-06,2888,835,101,,118,319
20190923T03-06,2946,837,105,,119,361
20190923T02-06,3100,849,104,,118,378
20190923T01-06,3340,856,102,,119,372
20190923T00-06,3713,913,101,,116,319
20190922T23-06,3847,939,104,,120,254
20190922T22-06,3869,991,101,,117,194
20190922T21-06,3879,1014,100,,119,159
20190922T20-06,3870,1042,99,,118,279
20190922T19-06,3791,947,97,,120,516
20190922T18-06,3476,901,96,,121,731
20190922T17-06,3208,930,98,,118,781
20190922T16-06,2915,894,98,,121,735
20190922T15-06,2998,918,97,,119,707
20190922T14-06,3150,915,98,,121,633
20190922T13-06,2755,924,97,,122,613
20190922T12-06,2319,899,101,,119,550
20190922T11-06,2104,806,102,,117,600
20190922T10-06,2349,816,101,,119,679
20190922T09-06,2888,821,102,,119,662
20190922T08-06,3111,931,100,,118,703
20190922T07-06,3225,934,99,,120,564
20190922T06-06,3188,871,102,,117,425
20190922T05-06,3187,872,100,,119,389
20190922T04-06,3189,840,97,,117,341
20190922T03-06,3136,873,99,,119,324
20190922T02-06,3284,902,99,,118,330
20190922T01-06,3720,903,103,,120,396
20190922T00-06,3844,921,105,,117,253
20190921T23-06,3860,915,101,,118,216
20190921T22-06,3769,923,102,,117,225
20190921T21-06,3807,946,102,,119,264
20190921T20-06,3807,955,102,,116,276
20190921T19-06,3686,936,101,,120,373
20190921T18-06,3389,933,101,,119,409
20190921T17-06,3164,915,98,,118,457
20190921T16-06,2829,853,99,,120,649
20190921T15-06,2586,821,101,,115,633
20190921T14-06,2417,763,100,,121,805
20190921T13-06,2200,795,101,,118,803
20190921T12-06,2259,752,99,,119,873
20190921T11-06,2331,759,102,,116,858
20190921T10-06,2639,807,101,,117,868
20190921T09-06,2970,884,103,,118,950
20190921T08-06,3011,920,102,,116,912
20190921T07-06,2958,939,98,,119,995
20190921T06-06,2745,931,103,,119,1061
20190921T05-06,2856,919,103,,118,944
20190921T04-06,3066,932,103,,117,936
20190921T03-06,3053,903,102,,118,1014
20190921T02-06,3281,933,102,,119,1014
20190921T01-06,3493,887,102,,117,1002
20190921T00-06,3593,895,103,,118,934
20190920T23-06,3767,891,103,,117,864
20190920T22-06,3794,916,102,,118,665
20190920T21-06,3730,907,104,,117,856
20190920T20-06,3851,860,100,,119,761
20190920T19-06,3360,887,102,,120,744
20190920T18-06,3168,875,100,,120,619
20190920T17-06,3183,913,98,,115,603
20190920T16-06,3205,900,100,,118,614
20190920T15-06,3127,799,98,,131,634
20190920T14-06,3077,899,98,,104,586
20190920T13-06,3079,838,98,,118,506
20190920T12-06,3001,831,100,,115,431
20190920T11-06,3183,797,98,,116,387
20190920T10-06,3475,873,97,,115,306
20190920T09-06,3435,928,99,,115,286
20190920T08-06,3350,940,98,,117,300
20190920T07-06,3053,912,102,,117,337
20190920T06-06,2901,803,101,,114,333
20190920T05-06,2946,853,99,,115,261
20190920T04-06,3033,856,98,,116,446
20190920T03-06,3115,802,99,,117,508
20190920T02-06,3235,889,100,,117,499
20190920T01-06,3432,853,97,,116,744
20190920T00-06,3839,949,97,,117,759
20190919T23-06,4055,1031,97,,111,719
20190919T22-06,4025,1039,99,,114,784
20190919T21-06,4099,1038,96,,115,821
20190919T20-06,4026,1011,96,,112,979
20190919T19-06,3881,999,94,,115,985
20190919T18-06,3731,921,92,,115,886
20190919T17-06,3557,897,90,,115,545
20190919T16-06,3843,948,92,,118,532
20190919T15-06,3942,1004,90,,117,493
20190919T14-06,3870,895,92,,117,521
20190919T13-06,3905,995,92,,118,633
20190919T12-06,3769,939,93,,118,447
20190919T11-06,3792,936,96,,121,255
20190919T10-06,3769,946,100,,117,129
20190919T09-06,3769,1004,101,,115,169
20190919T08-06,3626,1047,101,,120,269
20190919T07-06,3575,1003,103,,116,262
20190919T06-06,3498,864,103,,118,298
20190919T05-06,3382,880,103,,114,305
20190919T04-06,3282,942,103,,117,336
20190919T03-06,3224,938,102,,116,384
20190919T02-06,3216,824,101,,117,361
20190919T01-06,3680,902,102,,116,391
20190919T00-06,3904,1047,101,,115,422
20190918T23-06,4139,1051,101,,116,473
20190918T22-06,4123,1077,98,,114,484
20190918T21-06,4130,1126,98,,115,485
20190918T20-06,4100,1111,94,,114,540
20190918T19-06,3955,1101,96,,116,579
20190918T18-06,3749,1047,94,,115,656
20190918T17-06,3519,1025,91,,113,487
20190918T16-06,3505,1070,92,,115,516
20190918T15-06,3433,973,94,,112,484
20190918T14-06,3279,983,94,,117,323
20190918T13-06,3224,1022,96,,117,225
20190918T12-06,3189,1030,98,,115,245
20190918T11-06,2847,967,100,,135,318
20190918T10-06,2851,909,99,,99,412
20190918T09-06,3315,973,100,,153,620
20190918T08-06,3550,946,99,,99,689
20190918T07-06,3365,965,99,,105,577
20190918T06-06,3234,894,98,,101,522
20190918T05-06,3109,817,100,,116,480
20190918T04-06,3222,907,100,,129,555
20190918T03-06,3141,940,102,,120,600
20190918T02-06,3323,915,102,,103,616
20190918T01-06,3490,875,103,,116,562
20190918T00-06,3656,992,104,,115,434
20190917T23-06,3730,1217,104,,113,406
20190917T22-06,3837,1265,103,,115,438
20190917T21-06,3829,1325,103,,110,621
20190917T20-06,3796,1331,99,,114,959
20190917T19-06,3613,1253,100,,116,1144
20190917T18-06,3364,1235,100,,113,1215
20190917T17-06,3159,1239,98,,116,1282
20190917T16-06,2885,1074,98,,119,1302
20190917T15-06,2563,1012,95,,117,1317
20190917T14-06,2364,883,98,,117,1350
20190917T13-06,2341,916,98,,117,1334
20190917T12-06,2394,872,98,,119,1237
20190917T11-06,2440,888,98,,117,1045
20190917T10-06,2701,902,97,,117,900
20190917T09-06,3417,1030,99,,118,850
20190917T08-06,3495,1023,98,,119,862
20190917T07-06,3099,949,98,,119,823
20190917T06-06,2979,906,96,,116,722
20190917T05-06,2787,840,98,,119,583
20190917T04-06,2667,863,98,,115,839
20190917T03-06,2812,847,99,,119,801
20190917T02-06,3004,923,97,,115,703
20190917T01-06,3052,881,97,,117,658
20190917T00-06,3132,1108,94,,123,602
20190916T23-06,3337,1422,95,,135,532
20190916T22-06,3511,1565,95,,109,586
20190916T21-06,3631,1536,95,,129,571
20190916T20-06,3741,1609,93,,130,533
20190916T19-06,3597,1596,92,,142,619
20190916T18-06,3611,1468,90,,117,656
20190916T17-06,3692,1404,88,,130,625
20190916T16-06,3729,1229,89,,139,601
20190916T15-06,3711,1129,89,,114,623
20190916T14-06,3675,1011,88,,129,782
20190916T13-06,3504,1031,88,,126,852
20190916T12-06,3404,1020,89,,140,810
20190916T11-06,3412,1045,91,,114,643
20190916T10-06,3367,1051,81,,124,619
20190916T09-06,3511,1013,74,,123,647
20190916T08-06,3678,1010,97,,121,649
20190916T07-06,3478,973,97,,127,691
20190916T06-06,3108,912,101,,127,703
20190916T05-06,2938,870,101,,134,813
20190916T04-06,2874,835,101,,163,745
20190916T03-06,2992,833,101,,111,768
20190916T02-06,3071,859,98,,112,821
20190916T01-06,3308,847,99,,113,674
20190916T00-06,3650,1174,98,,125,607
20190915T23-06,3719,1508,99,,126,563
20190915T22-06,3679,1531,97,,127,540
20190915T21-06,3799,1601,95,,123,462
20190915T20-06,3785,1547,92,,126,477
20190915T19-06,3787,1577,92,,186,535
20190915T18-06,3678,1430,91,,114,628
20190915T17-06,3585,1393,90,,112,620
20190915T16-06,3736,1352,90,,114,638
20190915T15-06,3528,1150,88,,110,653
20190915T14-06,3339,1028,93,,129,653
20190915T13-06,3052,936,94,,142,687
20190915T12-06,2959,960,97,,114,649
20190915T11-06,2798,944,99,,175,583
20190915T10-06,2720,858,101,,117,479
20190915T09-06,2840,834,104,,116,555
20190915T08-06,2808,824,104,,118,695
20190915T07-06,2811,830,104,,132,717
20190915T06-06,2767,832,103,,131,794
20190915T05-06,2824,880,105,,130,717
20190915T04-06,2920,861,105,,133,698
20190915T03-06,3190,901,103,,131,677
20190915T02-06,3483,939,103,,134,642
20190915T01-06,3699,1073,102,,132,638
20190915T00-06,3726,1235,101,,134,536
20190914T23-06,3745,1464,101,,134,452
20190914T22-06,3739,1600,99,,137,376
20190914T21-06,3630,1661,98,,135,335
20190914T20-06,3688,1681,96,,138,378
20190914T19-06,3709,1703,92,,136,505
20190914T18-06,3716,1510,93,,139,793
20190914T17-06,3648,1412,92,,140,947
20190914T16-06,3492,1236,93,,139,1059
20190914T15-06,3363,1000,92,,138,1123
20190914T14-06,3373,990,93,,159,1033
20190914T13-06,3200,989,98,,137,890
20190914T12-06,2985,984,97,,145,791
20190914T11-06,2623,880,99,,122,792
20190914T10-06,2711,830,101,,139,641
20190914T09-06,3132,878,101,,140,665
20190914T08-06,3307,881,105,,140,764
20190914T07-06,3281,923,102,,134,778
20190914T06-06,3100,926,105,,136,806
20190914T05-06,2976,887,103,,161,772
20190914T04-06,2868,851,104,,117,784
20190914T03-06,3076,910,102,,147,811
20190914T02-06,3246,902,102,,122,851
20190914T01-06,3540,898,102,,139,855
20190914T00-06,3629,1180,103,,142,827
20190913T23-06,3637,1395,99,,143,849
20190913T22-06,3679,1519,101,,150,805
20190913T21-06,3699,1614,99,,150,631
20190913T20-06,3706,1694,97,,175,585
20190913T19-06,3751,1536,96,,138,739
20190913T18-06,3662,1400,97,,162,846
20190913T17-06,3523,1360,93,,163,850
20190913T16-06,3539,1199,96,,161,758
20190913T15-06,3369,1020,96,,162,715
20190913T14-06,3282,937,98,,164,652
20190913T13-06,3332,960,97,,167,597
20190913T12-06,3141,928,100,,165,577
20190913T11-06,2967,939,102,,171,487
20190913T10-06,3139,902,103,,169,400
20190913T09-06,3365,873,105,,169,347
20190913T08-06,3372,824,104,,169,408
20190913T07-06,3326,793,102,,169,374
20190913T06-06,3215,762,103,,170,273
20190913T05-06,3150,707,105,,171,243
20190913T04-06,3439,708,106,,168,276
20190913T03-06,3711,698,107,,167,354
20190913T02-06,3902,718,105,,171,413
20190913T01-06,3849,929,106,,169,267
20190913T00-06,4028,1054,106,,169,272
20190912T23-06,3889,1148,104,,169,254
20190912T22-06,4115,1275,105,,169,227
20190912T21-06,4042,1271,97,,168,388
20190912T20-06,4101,1240,94,,170,433
20190912T19-06,4046,1257,93,,169,573
20190912T18-06,3854,1196,90,,170,698
20190912T17-06,3577,1166,92,,170,823
20190912T16-06,3612,1086,89,,169,926
20190912T15-06,3547,813,90,,170,888
20190912T14-06,3292,694,88,,172,824
20190912T13-06,2959,693,70,,171,779
20190912T12-06,2873,686,67,,173,770
20190912T11-06,2791,661,66,,168,794
20190912T10-06,2896,669,66,,170,908
20190912T09-06,3477,644,68,,171,916
20190912T08-06,3667,700,68,,171,934
20190912T07-06,3725,711,69,,173,1008
20190912T06-06,3565,716,68,,172,974
20190912T05-06,3435,688,69,,171,938
20190912T04-06,3468,653,69,,171,876
20190912T03-06,3525,658,69,,173,831
20190912T02-06,3552,696,71,,171,706
20190912T01-06,3459,853,69,,172,729
20190912T00-06,3365,1001,69,,175,900
20190911T23-06,3309,1219,69,,172,904
20190911T22-06,3331,1348,71,,170,902
20190911T21-06,3357,1390,69,,175,1001
20190911T20-06,3375,1393,71,,173,943
20190911T19-06,3519,1335,69,,174,848
20190911T18-06,3386,1335,67,,172,999
20190911T17-06,3003,1205,66,,174,1209
20190911T16-06,2616,1079,68,,172,1137
20190911T15-06,2953,935,64,,174,1037
20190911T14-06,2956,900,67,,173,859
20190911T13-06,3016,883,65,,172,873
20190911T12-06,3145,898,66,,173,770
20190911T11-06,3103,894,68,,174,603
20190911T10-06,3392,927,65,,185,284
20190911T09-06,3653,954,68,,184,208
20190911T08-06,3580,982,67,,189,138
20190911T07-06,3652,961,66,,187,92
20190911T06-06,3468,929,68,,190,151
20190911T05-06,3355,924,68,,190,205
20190911T04-06,3400,904,69,,187,308
20190911T03-06,3387,901,68,,187,419
20190911T02-06,3577,932,67,,188,98
20190911T01-06,3518,949,69,,188,113
20190911T00-06,3423,1237,67,,187,145
20190910T23-06,3462,1438,69,,187,233
20190910T22-06,3556,1506,70,,185,332
20190910T21-06,3575,1535,66,,187,193
20190910T20-06,3601,1505,69,,185,374
20190910T19-06,3685,1502,69,,190,445
20190910T18-06,3541,1484,65,,191,698
20190910T17-06,3280,1403,66,,192,774
20190910T16-06,3193,1227,63,,193,880
20190910T15-06,3289,1069,63,,189,674
20190910T14-06,3394,958,61,,187,739
20190910T13-06,3534,1025,66,,192,558
20190910T12-06,3645,1004,64,,199,536
20190910T11-06,3524,985,65,,197,393
20190910T10-06,3422,904,67,,195,442
20190910T09-06,4094,990,68,,201,334
20190910T08-06,4133,1042,67,,204,298
20190910T07-06,3977,1009,67,,205,350
20190910T06-06,3824,939,67,,203,459
20190910T05-06,3701,935,68,,204,463
20190910T04-06,3795,946,68,,203,447
20190910T03-06,3877,926,68,,203,339
20190910T02-06,3930,937,69,,199,191
20190910T01-06,3759,946,68,,199,177
20190910T00-06,3730,1095,69,,201,181
20190909T23-06,3861,1321,68,,199,120
20190909T22-06,3756,1398,68,,197,137
20190909T21-06,3752,1401,66,,199,182
20190909T20-06,3719,1382,67,,207,283
20190909T19-06,3597,1374,64,,207,539
20190909T18-06,3520,1270,66,,206,768
20190909T17-06,3287,1218,64,,204,938
20190909T16-06,3002,1114,65,,207,1138
20190909T15-06,2668,999,64,,206,1154
20190909T14-06,2367,1016,64,,204,1158
20190909T13-06,2319,995,65,,201,1140
20190909T12-06,2124,922,66,,206,1082
20190909T11-06,2150,907,66,,203,1076
20190909T10-06,2325,855,66,,205,1132
20190909T09-06,3017,969,67,,203,1016
20190909T08-06,2849,1041,67,,202,1086
20190909T07-06,2695,956,68,,206,1121
20190909T06-06,2511,819,68,,202,1069
20190909T05-06,2484,816,69,,203,1007
20190909T04-06,2616,837,67,,204,922
20190909T03-06,2786,823,68,,203,845
20190909T02-06,3027,887,69,,206,736
20190909T01-06,3186,940,68,,202,652
20190909T00-06,3514,1052,69,,202,644
20190908T23-06,3571,1228,66,,203,578
20190908T22-06,3676,1329,69,,204,599
20190908T21-06,3736,1319,67,,205,511
20190908T20-06,3748,1322,69,,211,355
20190908T19-06,3542,1287,67,,212,534
20190908T18-06,3086,1237,67,,211,822
20190908T17-06,2682,1069,65,,212,1241
20190908T16-06,2490,1017,67,,229,1121
20190908T15-06,2456,995,68,,193,795
20190908T14-06,2515,1016,69,,213,521
20190908T13-06,2341,1027,68,,212,360
20190908T12-06,1825,921,68,,212,386
20190908T11-06,1738,914,66,,211,322
20190908T10-06,2238,854,65,,212,349
20190908T09-06,2826,928,66,,211,437
20190908T08-06,3394,999,65,,764,245
20190908T07-06,3542,989,65,,193,334
20190908T06-06,3582,1001,66,,194,333
20190908T05-06,3690,1025,65,,193,371
20190908T04-06,3670,1021,66,,194,368
20190908T03-06,3768,1008,66,,194,374
20190908T02-06,3725,1024,65,,193,328
20190908T01-06,3612,1040,66,,193,272
20190908T00-06,3693,1143,63,,195,222
20190907T23-06,3468,1318,65,,193,196
20190907T22-06,3623,1355,63,,194,149
20190907T21-06,3738,1447,62,,193,111
20190907T20-06,3769,1469,63,,194,294
20190907T19-06,3741,1451,60,,191,556
