,hydro
20191027T13-06,61
20191027T12-06,63
20191027T11-06,60
20191027T10-06,62
20191027T09-06,61
20191027T08-06,61
20191027T07-06,61
20191027T06-06,62
20191027T05-06,59
20191027T04-06,60
20191027T03-06,58
20191027T02-06,61
20191027T01-06,59
20191027T00-06,60
20191026T23-06,52
20191026T22-06,58
20191026T21-06,58
20191026T20-06,60
20191026T19-06,60
20191026T18-06,60
20191026T17-06,64
20191026T16-06,62
20191026T15-06,63
20191026T14-06,61
20191026T13-06,63
20191026T12-06,62
20191026T11-06,63
20191026T10-06,63
20191026T09-06,62
20191026T08-06,65
20191026T07-06,65
20191026T06-06,59
20191026T05-06,57
20191026T04-06,52
20191026T03-06,52
20191026T02-06,55
20191026T01-06,57
20191026T00-06,52
20191025T23-06,34
20191025T22-06,59
20191025T21-06,60
20191025T20-06,61
20191025T19-06,61
20191025T18-06,63
20191025T17-06,57
20191025T16-06,57
20191025T15-06,62
20191025T14-06,56
20191025T13-06,61
20191025T12-06,60
20191025T11-06,62
20191025T10-06,61
20191025T09-06,61
20191025T08-06,63
20191025T07-06,62
20191025T06-06,62
20191025T05-06,58
20191025T04-06,59
20191025T03-06,58
20191025T02-06,57
20191025T01-06,54
20191025T00-06,54
20191024T23-06,58
20191024T22-06,60
20191024T21-06,53
20191024T20-06,59
20191024T19-06,58
20191024T18-06,59
20191024T17-06,63
20191024T16-06,61
20191024T15-06,60
20191024T14-06,58
20191024T13-06,63
20191024T12-06,60
20191024T11-06,61
20191024T10-06,60
20191024T09-06,62
20191024T08-06,63
20191024T07-06,64
20191024T06-06,66
20191024T05-06,56
20191024T04-06,52
20191024T03-06,45
20191024T02-06,47
20191024T01-06,60
20191024T00-06,60
20191023T23-06,49
20191023T22-06,60
20191023T21-06,55
20191023T20-06,52
20191023T19-06,51
20191023T18-06,54
20191023T17-06,48
20191023T16-06,47
20191023T15-06,47
20191023T14-06,49
20191023T13-06,50
20191023T12-06,55
20191023T11-06,57
20191023T10-06,60
20191023T09-06,60
20191023T08-06,62
20191023T07-06,61
20191023T06-06,61
20191023T05-06,48
20191023T04-06,58
20191023T03-06,53
20191023T02-06,64
20191023T01-06,57
20191023T00-06,57
20191022T23-06,52
20191022T22-06,63
20191022T21-06,61
20191022T20-06,57
20191022T19-06,56
20191022T18-06,57
20191022T17-06,58
20191022T16-06,53
20191022T15-06,60
20191022T14-06,58
20191022T13-06,60
20191022T12-06,60
20191022T11-06,61
20191022T10-06,62
20191022T09-06,59
20191022T08-06,64
20191022T07-06,59
20191022T06-06,55
20191022T05-06,60
20191022T04-06,59
20191022T03-06,58
20191022T02-06,56
20191022T01-06,53
20191022T00-06,53
20191021T23-06,50
20191021T22-06,49
20191021T21-06,56
20191021T20-06,59
20191021T19-06,60
20191021T18-06,60
20191021T17-06,54
20191021T16-06,53
20191021T15-06,55
20191021T14-06,56
20191021T13-06,58
20191021T12-06,60
20191021T11-06,59
20191021T10-06,61
20191021T09-06,60
20191021T08-06,60
20191021T07-06,63
20191021T06-06,59
20191021T05-06,60
20191021T04-06,59
20191021T03-06,59
20191021T02-06,62
20191021T01-06,59
20191021T00-06,61
20191020T23-06,59
20191020T22-06,62
20191020T21-06,61
20191020T20-06,61
20191020T19-06,60
20191020T18-06,61
20191020T17-06,58
20191020T16-06,59
20191020T15-06,54
20191020T14-06,54
20191020T13-06,55
20191020T12-06,59
20191020T11-06,58
20191020T10-06,58
20191020T09-06,57
20191020T08-06,56
20191020T07-06,57
20191020T06-06,55
20191020T05-06,51
20191020T04-06,53
20191020T03-06,55
20191020T02-06,52
20191020T01-06,56
20191020T00-06,58
20191019T23-06,52
20191019T22-06,60
20191019T21-06,55
20191019T20-06,57
20191019T19-06,61
20191019T18-06,58
20191019T17-06,57
20191019T16-06,59
20191019T15-06,57
20191019T14-06,56
20191019T13-06,56
20191019T12-06,58
20191019T11-06,58
20191019T10-06,59
20191019T09-06,58
20191019T08-06,57
20191019T07-06,58
20191019T06-06,56
20191019T05-06,55
20191019T04-06,57
20191019T03-06,53
20191019T02-06,55
20191019T01-06,56
20191019T00-06,56
20191018T23-06,56
20191018T22-06,58
20191018T21-06,63
20191018T20-06,59
20191018T19-06,56
20191018T18-06,60
20191018T17-06,59
20191018T16-06,61
20191018T15-06,60
20191018T14-06,60
20191018T13-06,58
20191018T12-06,61
20191018T11-06,59
20191018T10-06,62
20191018T09-06,59
20191018T08-06,63
20191018T07-06,44
20191018T06-06,61
20191018T05-06,57
20191018T04-06,59
20191018T03-06,62
20191018T02-06,63
20191018T01-06,51
20191018T00-06,39
20191017T23-06,61
20191017T22-06,61
20191017T21-06,59
20191017T20-06,64
20191017T19-06,61
20191017T18-06,57
20191017T17-06,59
20191017T16-06,64
20191017T15-06,62
20191017T14-06,60
20191017T13-06,57
20191017T12-06,58
20191017T11-06,61
20191017T10-06,54
20191017T09-06,57
20191017T08-06,61
20191017T07-06,58
20191017T06-06,55
20191017T05-06,54
20191017T04-06,57
20191017T03-06,54
20191017T02-06,55
20191017T01-06,62
20191017T00-06,63
20191016T23-06,60
20191016T22-06,58
20191016T21-06,62
20191016T20-06,65
20191016T19-06,61
20191016T18-06,58
20191016T17-06,56
20191016T16-06,56
20191016T15-06,59
20191016T14-06,58
20191016T13-06,55
20191016T12-06,57
20191016T11-06,54
20191016T10-06,56
20191016T09-06,56
20191016T08-06,61
20191016T07-06,58
20191016T06-06,55
20191016T05-06,61
20191016T04-06,60
20191016T03-06,60
20191016T02-06,60
20191016T01-06,63
20191016T00-06,61
20191015T23-06,56
20191015T22-06,61
20191015T21-06,59
20191015T20-06,62
20191015T19-06,58
20191015T18-06,59
20191015T17-06,49
20191015T16-06,45
20191015T15-06,55
20191015T14-06,56
20191015T13-06,55
20191015T12-06,60
20191015T11-06,57
20191015T10-06,54
20191015T09-06,55
20191015T08-06,60
20191015T07-06,59
20191015T06-06,57
20191015T05-06,59
20191015T04-06,58
20191015T03-06,52
20191015T02-06,53
20191015T01-06,50
20191015T00-06,41
20191014T23-06,51
20191014T22-06,56
20191014T21-06,58
20191014T20-06,61
20191014T19-06,61
20191014T18-06,57
20191014T17-06,59
20191014T16-06,61
20191014T15-06,60
20191014T14-06,61
20191014T13-06,58
20191014T12-06,61
20191014T11-06,58
20191014T10-06,56
20191014T09-06,59
20191014T08-06,60
20191014T07-06,59
20191014T06-06,56
20191014T05-06,51
20191014T04-06,57
20191014T03-06,57
20191014T02-06,58
20191014T01-06,62
20191014T00-06,58
20191013T23-06,55
20191013T22-06,59
20191013T21-06,63
20191013T20-06,63
20191013T19-06,63
20191013T18-06,59
20191013T17-06,60
20191013T16-06,60
20191013T15-06,57
20191013T14-06,58
20191013T13-06,59
20191013T12-06,58
20191013T11-06,59
20191013T10-06,57
20191013T09-06,58
20191013T08-06,58
20191013T07-06,61
20191013T06-06,61
20191013T05-06,59
20191013T04-06,58
20191013T03-06,59
20191013T02-06,53
20191013T01-06,62
20191013T00-06,63
20191012T23-06,63
20191012T22-06,62
20191012T21-06,63
20191012T20-06,63
20191012T19-06,61
20191012T18-06,59
20191012T17-06,55
20191012T16-06,55
20191012T15-06,54
20191012T14-06,56
20191012T13-06,59
20191012T12-06,50
20191012T11-06,50
20191012T10-06,53
20191012T09-06,56
20191012T08-06,56
20191012T07-06,57
20191012T06-06,41
20191012T05-06,37
20191012T04-06,33
20191012T03-06,36
20191012T02-06,36
20191012T01-06,45
20191012T00-06,45
20191011T23-06,52
20191011T22-06,58
20191011T21-06,62
20191011T20-06,61
20191011T19-06,54
20191011T18-06,49
20191011T17-06,46
20191011T16-06,45
20191011T15-06,47
20191011T14-06,46
20191011T13-06,51
20191011T12-06,50
20191011T11-06,45
20191011T10-06,58
20191011T09-06,60
20191011T08-06,61
20191011T07-06,62
20191011T06-06,50
20191011T05-06,52
20191011T04-06,47
20191011T03-06,34
20191011T02-06,35
20191011T01-06,44
20191011T00-06,45
20191010T23-06,44
20191010T22-06,53
20191010T21-06,64
20191010T20-06,64
20191010T19-06,60
20191010T18-06,55
20191010T17-06,52
20191010T16-06,51
20191010T15-06,52
20191010T14-06,52
20191010T13-06,55
20191010T12-06,56
20191010T11-06,61
20191010T10-06,59
20191010T09-06,67
20191010T08-06,65
20191010T07-06,66
20191010T06-06,63
20191010T05-06,61
20191010T04-06,63
20191010T03-06,57
20191010T02-06,61
20191010T01-06,62
20191010T00-06,63
20191009T23-06,61
20191009T22-06,60
20191009T21-06,60
20191009T20-06,62
20191009T19-06,62
20191009T18-06,65
20191009T17-06,65
20191009T16-06,66
20191009T15-06,64
20191009T14-06,65
20191009T13-06,64
20191009T12-06,67
20191009T11-06,64
20191009T10-06,63
20191009T09-06,65
20191009T08-06,64
20191009T07-06,62
20191009T06-06,62
20191009T05-06,59
20191009T04-06,54
20191009T03-06,56
20191009T02-06,60
20191009T01-06,54
20191009T00-06,58
20191008T23-06,51
20191008T22-06,57
20191008T21-06,60
20191008T20-06,62
20191008T19-06,41
20191008T18-06,13
20191008T17-06,6
20191008T16-06,7
20191008T15-06,6
20191008T14-06,7
20191008T13-06,6
20191008T12-06,7
20191008T11-06,6
20191008T10-06,6
20191008T09-06,7
20191008T08-06,6
20191008T07-06,7
20191008T06-06,6
20191008T05-06,7
20191008T04-06,6
20191008T03-06,7
20191008T02-06,6
20191008T01-06,7
20191008T00-06,6
20191007T23-06,7
20191007T22-06,6
20191007T21-06,7
20191007T20-06,6
20191007T19-06,7
20191007T18-06,6
20191007T17-06,7
20191007T16-06,6
20191007T15-06,7
20191007T14-06,6
20191007T13-06,7
20191007T12-06,7
20191007T11-06,6
20191007T10-06,11
20191007T09-06,56
20191007T08-06,59
20191007T07-06,63
20191007T06-06,62
20191007T05-06,62
20191007T04-06,55
20191007T03-06,57
20191007T02-06,57
20191007T01-06,55
20191007T00-06,52
20191006T23-06,56
20191006T22-06,58
20191006T21-06,60
20191006T20-06,55
20191006T19-06,53
20191006T18-06,50
20191006T17-06,59
20191006T16-06,63
20191006T15-06,62
20191006T14-06,55
20191006T13-06,51
20191006T12-06,15
20191006T11-06,56
20191006T10-06,61
20191006T09-06,61
20191006T08-06,65
20191006T07-06,63
20191006T06-06,63
20191006T05-06,59
20191006T04-06,60
20191006T03-06,58
20191006T02-06,60
20191006T01-06,58
20191006T00-06,62
20191005T23-06,54
20191005T22-06,56
20191005T21-06,56
20191005T20-06,61
20191005T19-06,62
20191005T18-06,59
20191005T17-06,64
20191005T16-06,62
20191005T15-06,64
20191005T14-06,60
20191005T13-06,62
20191005T12-06,60
20191005T11-06,62
20191005T10-06,62
20191005T09-06,63
20191005T08-06,60
20191005T07-06,60
20191005T06-06,57
20191005T05-06,58
20191005T04-06,56
20191005T03-06,55
20191005T02-06,60
20191005T01-06,60
20191005T00-06,57
20191004T23-06,57
20191004T22-06,56
20191004T21-06,59
20191004T20-06,57
20191004T19-06,61
20191004T18-06,60
20191004T17-06,62
20191004T16-06,63
20191004T15-06,60
20191004T14-06,63
20191004T13-06,60
20191004T12-06,57
20191004T11-06,56
20191004T10-06,61
20191004T09-06,61
20191004T08-06,63
20191004T07-06,60
20191004T06-06,55
20191004T05-06,57
20191004T04-06,57
20191004T03-06,61
20191004T02-06,62
20191004T01-06,57
20191004T00-06,58
20191003T23-06,58
20191003T22-06,61
20191003T21-06,58
20191003T20-06,61
20191003T19-06,52
20191003T18-06,58
20191003T17-06,60
20191003T16-06,58
20191003T15-06,59
20191003T14-06,63
20191003T13-06,59
20191003T12-06,56
20191003T11-06,57
20191003T10-06,61
20191003T09-06,62
20191003T08-06,62
20191003T07-06,64
20191003T06-06,58
20191003T05-06,57
20191003T04-06,55
20191003T03-06,52
20191003T02-06,64
20191003T01-06,58
20191003T00-06,60
20191002T23-06,56
20191002T22-06,60
20191002T21-06,61
20191002T20-06,62
20191002T19-06,55
20191002T18-06,60
20191002T17-06,58
20191002T16-06,60
20191002T15-06,52
20191002T14-06,53
20191002T13-06,59
20191002T12-06,63
20191002T11-06,62
20191002T10-06,63
20191002T09-06,61
20191002T08-06,63
20191002T07-06,62
20191002T06-06,57
20191002T05-06,56
20191002T04-06,54
20191002T03-06,54
20191002T02-06,57
20191002T01-06,59
20191002T00-06,56
20191001T23-06,44
20191001T22-06,50
20191001T21-06,50
20191001T20-06,50
20191001T19-06,51
20191001T18-06,49
20191001T17-06,44
20191001T16-06,53
20191001T15-06,50
20191001T14-06,51
20191001T13-06,45
20191001T12-06,45
20191001T11-06,49
20191001T10-06,50
20191001T09-06,49
20191001T08-06,54
20191001T07-06,51
20191001T06-06,56
20191001T05-06,55
20191001T04-06,52
20191001T03-06,51
20191001T02-06,50
20191001T01-06,53
20191001T00-06,55
20190930T23-06,56
20190930T22-06,59
20190930T21-06,57
20190930T20-06,61
20190930T19-06,58
20190930T18-06,63
20190930T17-06,59
20190930T16-06,61
20190930T15-06,59
20190930T14-06,61
20190930T13-06,60
20190930T12-06,58
20190930T11-06,61
20190930T10-06,60
20190930T09-06,62
20190930T08-06,61
20190930T07-06,64
20190930T06-06,60
20190930T05-06,52
20190930T04-06,47
20190930T03-06,49
20190930T02-06,53
20190930T01-06,54
20190930T00-06,52
20190929T23-06,54
20190929T22-06,61
20190929T21-06,52
20190929T20-06,59
20190929T19-06,54
20190929T18-06,48
20190929T17-06,53
20190929T16-06,58
20190929T15-06,60
20190929T14-06,61
20190929T13-06,63
20190929T12-06,64
20190929T11-06,60
20190929T10-06,58
20190929T09-06,56
20190929T08-06,58
20190929T07-06,60
20190929T06-06,44
20190929T05-06,51
20190929T04-06,52
20190929T03-06,57
20190929T02-06,59
20190929T01-06,58
20190929T00-06,54
20190928T23-06,54
20190928T22-06,54
20190928T21-06,54
20190928T20-06,62
20190928T19-06,54
20190928T18-06,60
20190928T17-06,63
20190928T16-06,64
20190928T15-06,61
20190928T14-06,64
20190928T13-06,63
20190928T12-06,63
20190928T11-06,61
20190928T10-06,62
20190928T09-06,55
20190928T08-06,57
20190928T07-06,58
20190928T06-06,62
20190928T05-06,57
20190928T04-06,45
20190928T03-06,49
20190928T02-06,51
20190928T01-06,53
20190928T00-06,55
20190927T23-06,59
20190927T22-06,63
20190927T21-06,56
20190927T20-06,54
20190927T19-06,53
20190927T18-06,51
20190927T17-06,53
20190927T16-06,59
20190927T15-06,59
20190927T14-06,59
20190927T13-06,57
20190927T12-06,48
20190927T11-06,51
20190927T10-06,47
20190927T09-06,49
20190927T08-06,54
20190927T07-06,60
20190927T06-06,49
20190927T05-06,51
20190927T04-06,45
20190927T03-06,51
20190927T02-06,50
20190927T01-06,42
20190927T00-06,44
20190926T23-06,49
20190926T22-06,31
20190926T21-06,51
20190926T20-06,57
20190926T19-06,57
20190926T18-06,55
20190926T17-06,54
20190926T16-06,55
20190926T15-06,51
20190926T14-06,62
20190926T13-06,54
20190926T12-06,54
20190926T11-06,57
20190926T10-06,54
20190926T09-06,56
20190926T08-06,54
20190926T07-06,50
20190926T06-06,55
20190926T05-06,60
20190926T04-06,52
20190926T03-06,54
20190926T02-06,56
20190926T01-06,54
20190926T00-06,39
20190925T23-06,59
20190925T22-06,61
20190925T21-06,64
20190925T20-06,46
20190925T19-06,45
20190925T18-06,51
20190925T17-06,42
20190925T16-06,43
20190925T15-06,43
20190925T14-06,46
20190925T13-06,44
20190925T12-06,45
20190925T11-06,49
20190925T10-06,50
20190925T09-06,48
20190925T08-06,49
20190925T07-06,47
20190925T06-06,47
20190925T05-06,45
20190925T04-06,52
20190925T03-06,61
20190925T02-06,61
20190925T01-06,61
20190925T00-06,52
20190924T23-06,49
20190924T22-06,51
20190924T21-06,56
20190924T20-06,52
20190924T19-06,51
20190924T18-06,49
20190924T17-06,50
20190924T16-06,46
20190924T15-06,48
20190924T14-06,52
20190924T13-06,53
20190924T12-06,48
20190924T11-06,45
20190924T10-06,35
20190924T09-06,44
20190924T08-06,51
20190924T07-06,56
20190924T06-06,51
20190924T05-06,57
20190924T04-06,54
20190924T03-06,50
20190924T02-06,52
20190924T01-06,48
20190924T00-06,44
20190923T23-06,51
20190923T22-06,46
20190923T21-06,53
20190923T20-06,50
20190923T19-06,50
20190923T18-06,43
20190923T17-06,45
20190923T16-06,48
20190923T15-06,51
20190923T14-06,55
20190923T13-06,49
20190923T12-06,53
20190923T11-06,53
20190923T10-06,53
20190923T09-06,53
20190923T08-06,57
20190923T07-06,60
20190923T06-06,56
20190923T05-06,60
20190923T04-06,57
20190923T03-06,59
20190923T02-06,54
20190923T01-06,53
20190923T00-06,53
20190922T23-06,53
20190922T22-06,54
20190922T21-06,55
20190922T20-06,55
20190922T19-06,53
20190922T18-06,50
20190922T17-06,53
20190922T16-06,58
20190922T15-06,56
20190922T14-06,57
20190922T13-06,53
20190922T12-06,52
20190922T11-06,55
20190922T10-06,57
20190922T09-06,55
20190922T08-06,53
20190922T07-06,55
20190922T06-06,58
20190922T05-06,58
20190922T04-06,54
20190922T03-06,55
20190922T02-06,53
20190922T01-06,60
20190922T00-06,59
20190921T23-06,57
20190921T22-06,56
20190921T21-06,52
20190921T20-06,53
20190921T19-06,52
20190921T18-06,53
20190921T17-06,49
20190921T16-06,51
20190921T15-06,49
20190921T14-06,52
20190921T13-06,47
20190921T12-06,48
20190921T11-06,51
20190921T10-06,51
20190921T09-06,52
20190921T08-06,49
20190921T07-06,56
20190921T06-06,50
20190921T05-06,50
20190921T04-06,47
20190921T03-06,48
20190921T02-06,50
20190921T01-06,50
20190921T00-06,52
20190920T23-06,50
20190920T22-06,48
20190920T21-06,49
20190920T20-06,48
20190920T19-06,43
20190920T18-06,40
20190920T17-06,48
20190920T16-06,53
20190920T15-06,52
20190920T14-06,48
20190920T13-06,54
20190920T12-06,51
20190920T11-06,58
20190920T10-06,60
20190920T09-06,56
20190920T08-06,52
20190920T07-06,54
20190920T06-06,53
20190920T05-06,46
20190920T04-06,53
20190920T03-06,51
20190920T02-06,46
20190920T01-06,50
20190920T00-06,48
20190919T23-06,50
20190919T22-06,35
20190919T21-06,27
20190919T20-06,37
20190919T19-06,49
20190919T18-06,46
20190919T17-06,50
20190919T16-06,50
20190919T15-06,51
20190919T14-06,54
20190919T13-06,55
20190919T12-06,55
20190919T11-06,55
20190919T10-06,56
20190919T09-06,60
20190919T08-06,56
20190919T07-06,56
20190919T06-06,49
20190919T05-06,49
20190919T04-06,38
20190919T03-06,54
20190919T02-06,47
20190919T01-06,56
20190919T00-06,37
20190918T23-06,56
20190918T22-06,55
20190918T21-06,54
20190918T20-06,60
20190918T19-06,59
20190918T18-06,64
20190918T17-06,60
20190918T16-06,63
20190918T15-06,59
20190918T14-06,60
20190918T13-06,57
20190918T12-06,56
20190918T11-06,58
20190918T10-06,58
20190918T09-06,56
20190918T08-06,59
20190918T07-06,55
20190918T06-06,50
20190918T05-06,47
20190918T04-06,39
20190918T03-06,47
20190918T02-06,44
20190918T01-06,49
20190918T00-06,45
20190917T23-06,46
20190917T22-06,50
20190917T21-06,54
20190917T20-06,63
20190917T19-06,62
20190917T18-06,56
20190917T17-06,58
20190917T16-06,60
20190917T15-06,62
20190917T14-06,61
20190917T13-06,61
20190917T12-06,60
20190917T11-06,60
20190917T10-06,57
20190917T09-06,49
20190917T08-06,54
20190917T07-06,54
20190917T06-06,53
20190917T05-06,56
20190917T04-06,47
20190917T03-06,49
20190917T02-06,51
20190917T01-06,44
20190917T00-06,50
20190916T23-06,59
20190916T22-06,56
20190916T21-06,48
20190916T20-06,56
20190916T19-06,59
20190916T18-06,60
20190916T17-06,59
20190916T16-06,60
20190916T15-06,59
20190916T14-06,55
20190916T13-06,59
20190916T12-06,55
20190916T11-06,54
20190916T10-06,56
20190916T09-06,46
20190916T08-06,47
20190916T07-06,47
20190916T06-06,54
20190916T05-06,51
20190916T04-06,51
20190916T03-06,54
20190916T02-06,59
20190916T01-06,59
20190916T00-06,46
20190915T23-06,42
20190915T22-06,44
20190915T21-06,50
20190915T20-06,51
20190915T19-06,60
20190915T18-06,60
20190915T17-06,60
20190915T16-06,53
