,natural gas,other,solar,hydro,wind
20191012T00Z,242,113,15,273,0
20191011T23Z,240,101,18,267,0
20191011T22Z,243,79,17,294,0
20191011T21Z,268,97,16,337,1
20191011T20Z,269,87,16,358,6
20191011T19Z,272,86,18,360,6
20191011T18Z,272,86,18,428,12
20191011T17Z,275,87,18,461,17
20191011T16Z,275,85,14,481,19
20191011T15Z,274,86,2,476,16
20191011T14Z,276,89,0,418,19
20191011T13Z,275,85,0,450,23
20191011T12Z,274,85,0,440,25
20191011T11Z,274,87,0,350,17
20191011T10Z,275,84,0,349,15
20191011T09Z,275,87,0,355,13
20191011T08Z,274,86,0,357,23
20191011T07Z,274,93,0,357,28
20191011T06Z,275,91,0,449,21
20191011T05Z,277,106,0,470,7
20191011T04Z,277,124,0,528,10
20191011T03Z,276,132,0,527,5
20191011T02Z,276,127,0,481,2
20191011T01Z,271,127,4,348,0
20191011T00Z,271,128,15,332,1
20191010T23Z,271,125,18,329,0
20191010T22Z,272,125,18,354,1
20191010T21Z,272,126,16,393,0
20191010T20Z,284,124,16,445,0
20191010T19Z,299,123,18,441,0
20191010T18Z,302,125,18,434,0
20191010T17Z,299,125,18,438,1
20191010T16Z,299,127,15,433,3
20191010T15Z,302,125,2,441,2
20191010T14Z,299,129,0,416,0
20191010T13Z,297,131,0,366,0
20191010T12Z,295,123,0,363,1
20191010T11Z,295,128,0,364,1
20191010T10Z,294,126,0,367,1
20191010T09Z,321,127,0,328,0
20191010T08Z,351,125,0,353,0
20191010T07Z,294,128,0,444,1
20191010T06Z,293,124,0,519,1
20191010T05Z,294,127,0,605,1
20191010T04Z,296,123,0,611,6
20191010T03Z,297,121,0,610,8
20191010T02Z,297,123,0,569,13
20191010T01Z,296,121,2,449,13
20191010T00Z,300,119,3,397,19
20191009T23Z,297,122,0,437,38
20191009T22Z,300,124,0,447,42
20191009T21Z,297,124,0,459,44
20191009T20Z,295,119,0,470,45
20191009T19Z,296,123,0,469,59
20191009T18Z,301,123,0,470,95
20191009T17Z,302,124,0,466,98
20191009T16Z,304,122,0,467,97
20191009T15Z,301,121,2,469,104
20191009T14Z,273,116,0,417,103
20191009T13Z,252,112,0,294,103
20191009T12Z,249,115,0,269,103
20191009T11Z,246,114,0,274,102
20191009T10Z,242,117,0,277,100
20191009T09Z,242,116,0,304,61
20191009T08Z,244,114,0,307,13
20191009T07Z,242,120,0,455,5
20191009T06Z,243,124,0,468,18
20191009T05Z,245,122,0,473,67
20191009T04Z,263,129,0,610,27
20191009T03Z,263,129,0,608,8
20191009T02Z,262,118,0,576,65
20191009T01Z,260,100,2,546,16
20191009T00Z,240,91,2,453,65
20191008T23Z,235,81,6,428,102
20191008T22Z,280,85,7,421,103
20191008T21Z,283,85,12,422,101
20191008T20Z,283,88,14,416,99
20191008T19Z,282,87,17,384,96
20191008T18Z,284,88,18,395,91
20191008T17Z,286,85,19,446,88
20191008T16Z,285,84,13,444,64
20191008T15Z,287,90,2,413,67
20191008T14Z,284,86,0,329,91
20191008T13Z,269,89,0,306,101
20191008T12Z,233,87,0,299,94
20191008T11Z,233,91,0,299,94
20191008T10Z,232,96,0,300,102
20191008T09Z,227,105,0,301,82
20191008T08Z,206,121,0,300,94
20191008T07Z,231,122,0,301,98
20191008T06Z,231,135,0,339,100
20191008T05Z,229,129,0,551,101
20191008T04Z,230,129,0,10537,101
20191008T03Z,230,127,0,588,102
20191008T02Z,231,125,0,652,99
20191008T01Z,232,128,1,406,101
20191008T00Z,230,124,8,389,102
20191007T23Z,229,123,11,395,101
20191007T22Z,229,123,17,-39507,101
20191007T21Z,232,125,15,30364,99
20191007T20Z,239,130,15,443,97
20191007T19Z,261,125,14,450,90
20191007T18Z,264,127,13,466,61
20191007T17Z,265,125,12,474,50
20191007T16Z,269,129,3,469,64
20191007T15Z,269,125,1,481,64
20191007T14Z,271,124,0,470,67
20191007T13Z,268,124,0,477,64
20191007T12Z,247,117,0,431,58
20191007T11Z,247,116,0,363,59
20191007T10Z,247,118,0,358,65
20191007T09Z,246,119,0,358,63
20191007T08Z,247,116,0,392,61
20191007T07Z,245,118,0,403,44
20191007T06Z,245,116,0,488,32
20191007T05Z,243,116,0,611,37
20191007T04Z,243,113,0,679,35
20191007T03Z,241,114,0,684,27
20191007T02Z,239,110,0,680,4
20191007T01Z,238,113,2,684,1
20191007T00Z,236,113,11,671,5
20191006T23Z,237,110,18,608,5
20191006T22Z,237,117,16,508,4
20191006T21Z,239,114,17,552,6
20191006T20Z,240,113,16,409,11
20191006T19Z,242,114,17,570,18
20191006T18Z,243,113,18,621,17
20191006T17Z,247,114,18,619,28
20191006T16Z,248,111,14,621,37
20191006T15Z,246,113,3,617,31
20191006T14Z,245,112,0,514,26
20191006T13Z,245,111,0,508,26
20191006T12Z,245,111,0,457,22
20191006T11Z,246,116,0,461,23
20191006T10Z,246,113,0,456,28
20191006T09Z,247,112,0,458,24
20191006T08Z,249,112,0,460,25
20191006T07Z,248,115,0,423,25
20191006T06Z,266,9871,0,444,18
20191006T05Z,271,122,0,544,19
20191006T04Z,271,119,0,559,10
20191006T03Z,268,123,0,572,7
20191006T02Z,266,124,0,575,28
20191006T01Z,262,110,5,530,26
20191006T00Z,262,106,17,329,32
20191005T23Z,261,95,18,309,35
20191005T22Z,263,82,14,310,28
20191005T21Z,265,81,17,338,38
20191005T20Z,264,81,17,380,59
20191005T19Z,267,83,17,395,71
20191005T18Z,268,117,18,428,91
20191005T17Z,268,118,19,440,88
20191005T16Z,270,122,15,476,87
20191005T15Z,269,118,3,476,81
20191005T14Z,269,118,0,452,74
20191005T13Z,271,117,0,358,72
20191005T12Z,270,121,0,286,71
20191005T11Z,272,122,0,285,77
20191005T10Z,270,122,0,284,83
20191005T09Z,269,119,0,285,92
20191005T08Z,270,119,0,293,79
20191005T07Z,269,118,0,352,86
20191005T06Z,270,118,0,453,82
20191005T05Z,268,119,0,532,70
20191005T04Z,270,117,0,552,72
20191005T03Z,268,118,0,601,61
20191005T02Z,267,103,0,574,50
20191005T01Z,265,89,3,464,68
20191005T00Z,265,79,13,252,33
20191004T23Z,266,80,14,234,31
20191004T22Z,266,109,16,257,39
20191004T21Z,269,110,16,361,48
20191004T20Z,289,116,17,459,42
20191004T19Z,290,119,17,464,37
20191004T18Z,290,120,18,467,56
20191004T17Z,293,118,17,571,41
20191004T16Z,290,118,5,564,56
20191004T15Z,291,120,2,562,61
20191004T14Z,288,118,0,574,55
20191004T13Z,268,121,0,438,42
20191004T12Z,269,118,0,278,27
20191004T11Z,267,120,0,284,0
20191004T10Z,269,118,0,279,0
20191004T09Z,267,119,0,282,0
20191004T08Z,268,119,0,289,0
20191004T07Z,305,123,0,283,0
20191004T06Z,345,125,0,333,0
20191004T05Z,343,122,0,404,0
20191004T04Z,340,126,0,474,0
20191004T03Z,340,125,0,506,0
20191004T02Z,339,126,0,457,0
20191004T01Z,336,126,6,426,0
20191004T00Z,339,124,5,394,2
20191003T23Z,338,123,4,387,2
20191003T22Z,338,127,5,396,0
20191003T21Z,339,122,7,432,1
20191003T20Z,337,124,7,455,0
20191003T19Z,305,126,5,478,0
20191003T18Z,268,128,3,519,6
20191003T17Z,268,128,2,526,19
20191003T16Z,265,127,1,555,17
20191003T15Z,266,128,0,545,21
20191003T14Z,266,131,0,492,27
20191003T13Z,267,130,0,381,29
20191003T12Z,266,123,0,262,34
20191003T11Z,268,121,0,255,38
20191003T10Z,267,122,0,254,39
20191003T09Z,267,119,0,256,49
20191003T08Z,335,116,0,264,51
20191003T07Z,341,105,0,279,39
20191003T06Z,356,98,0,369,23
20191003T05Z,363,105,0,422,13
20191003T04Z,363,121,0,465,3
20191003T03Z,362,126,0,489,0
20191003T02Z,356,122,0,480,0
20191003T01Z,356,125,5,454,1
20191003T00Z,358,124,17,412,2
20191002T23Z,357,127,10,388,2
20191002T22Z,357,127,11,389,5
20191002T21Z,398,126,17,395,5
20191002T20Z,356,131,18,418,6
20191002T19Z,361,124,17,421,2
20191002T18Z,365,126,19,423,2
20191002T17Z,365,126,18,446,4
20191002T16Z,366,129,17,518,3
20191002T15Z,368,128,4,536,1
20191002T14Z,371,129,0,526,0
20191002T13Z,371,126,0,494,0
20191002T12Z,371,127,0,381,0
20191002T11Z,351,125,0,264,0
20191002T10Z,349,125,0,259,0
20191002T09Z,346,126,0,257,0
20191002T08Z,347,126,0,260,0
20191002T07Z,307,126,0,307,0
20191002T06Z,269,126,0,392,0
20191002T05Z,271,125,0,443,0
20191002T04Z,269,126,0,491,0
20191002T03Z,268,127,0,532,0
20191002T02Z,265,128,0,526,0
20191002T01Z,262,125,1,446,0
20191002T00Z,262,122,3,406,0
20191001T23Z,262,127,3,425,0
20191001T22Z,268,125,6,431,0
20191001T21Z,335,127,15,434,0
20191001T20Z,335,126,17,438,0
20191001T19Z,339,123,18,438,0
20191001T18Z,342,124,18,459,0
20191001T17Z,344,124,14,461,0
20191001T16Z,345,127,2,460,1
20191001T15Z,344,127,1,463,3
20191001T14Z,344,124,0,492,4
20191001T13Z,338,120,0,491,7
20191001T12Z,338,121,0,325,2
20191001T11Z,337,121,0,272,2
20191001T10Z,337,122,0,267,0
20191001T09Z,340,126,0,282,1
20191001T08Z,339,125,0,300,1
20191001T07Z,343,122,0,407,0
20191001T06Z,343,124,0,541,0
20191001T05Z,344,124,0,494,5
20191001T04Z,358,128,0,529,22
20191001T03Z,365,127,0,556,28
20191001T02Z,363,127,0,516,24
20191001T01Z,364,129,1,472,14
20191001T00Z,362,129,2,452,14
20190930T23Z,363,128,2,429,11
20190930T22Z,361,128,4,439,1
20190930T21Z,361,124,7,438,0
20190930T20Z,363,126,7,467,0
20190930T19Z,366,127,7,468,0
20190930T18Z,366,126,12,466,5
20190930T17Z,366,124,13,460,10
20190930T16Z,367,131,14,395,26
20190930T15Z,368,129,1,389,43
20190930T14Z,338,126,0,464,26
20190930T13Z,275,125,0,320,23
20190930T12Z,245,119,0,322,33
20190930T11Z,248,124,0,237,53
20190930T10Z,248,118,0,237,58
20190930T09Z,248,121,0,238,52
20190930T08Z,248,123,0,304,38
20190930T07Z,248,131,0,462,38
20190930T06Z,248,128,0,488,41
20190930T05Z,281,127,0,557,39
20190930T04Z,346,129,0,562,45
20190930T03Z,343,127,0,553,60
20190930T02Z,343,129,0,549,65
20190930T01Z,344,128,1,394,62
20190930T00Z,345,131,2,363,80
20190929T23Z,341,135,2,379,81
20190929T22Z,343,133,4,402,86
20190929T21Z,344,131,7,407,82
20190929T20Z,342,129,6,446,78
20190929T19Z,327,133,6,562,70
20190929T18Z,264,123,3,496,56
20190929T17Z,248,125,1,467,42
20190929T16Z,245,125,1,467,47
20190929T15Z,246,125,1,469,44
20190929T14Z,245,122,0,394,50
20190929T13Z,243,122,0,341,45
20190929T12Z,244,124,0,263,63
20190929T11Z,244,122,0,236,80
20190929T10Z,243,124,0,231,91
20190929T09Z,244,125,0,301,92
20190929T08Z,243,123,0,327,94
20190929T07Z,243,125,0,450,98
20190929T06Z,245,124,0,514,96
20190929T05Z,244,125,0,514,98
20190929T04Z,243,124,0,641,101
20190929T03Z,242,128,0,656,101
20190929T02Z,241,126,0,627,101
20190929T01Z,244,130,0,602,99
20190929T00Z,245,129,1,569,98
20190928T23Z,244,126,3,511,95
20190928T22Z,245,127,3,489,96
20190928T21Z,246,122,4,455,94
20190928T20Z,245,125,5,460,99
20190928T19Z,245,122,5,486,101
20190928T18Z,244,126,2,511,100
20190928T17Z,245,120,1,383,90
20190928T16Z,243,125,0,342,75
20190928T15Z,244,127,0,423,13
20190928T14Z,245,123,0,402,2
20190928T13Z,244,123,0,425,0
20190928T12Z,242,123,0,333,1
20190928T11Z,242,126,0,344,8
20190928T10Z,241,124,0,298,1
20190928T09Z,239,120,0,295,0
20190928T08Z,241,122,0,292,9
20190928T07Z,240,122,0,299,22
20190928T06Z,241,123,0,347,8
20190928T05Z,240,124,0,496,9
20190928T04Z,241,119,0,547,12
20190928T03Z,240,124,0,528,12
20190928T02Z,240,121,1,531,65
20190928T01Z,239,126,6,455,92
20190928T00Z,238,124,18,389,101
20190927T23Z,237,123,18,226,98
20190927T22Z,234,127,14,213,91
20190927T21Z,236,124,12,244,71
20190927T20Z,237,121,12,316,57
20190927T19Z,237,124,11,264,56
20190927T18Z,241,125,16,276,52
20190927T17Z,241,123,13,377,47
20190927T16Z,242,127,13,383,43
20190927T15Z,244,124,5,461,50
20190927T14Z,244,127,0,415,24
20190927T13Z,245,122,0,386,9
20190927T12Z,243,126,0,280,0
20190927T11Z,243,123,0,259,0
20190927T10Z,242,127,0,261,0
20190927T09Z,240,126,0,264,6
20190927T08Z,239,128,0,281,13
20190927T07Z,239,126,0,342,52
20190927T06Z,237,128,0,384,84
20190927T05Z,236,125,0,509,40
20190927T04Z,234,128,0,536,12
20190927T03Z,234,125,0,534,14
20190927T02Z,232,130,1,524,53
20190927T01Z,232,127,7,503,103
20190927T00Z,231,126,16,403,103
20190926T23Z,230,124,16,389,103
20190926T22Z,232,123,15,392,102
20190926T21Z,232,123,15,388,102
20190926T20Z,234,127,17,400,103
20190926T19Z,236,123,10,426,103
20190926T18Z,237,122,3,420,101
20190926T17Z,238,119,1,423,103
20190926T16Z,236,122,1,395,102
20190926T15Z,234,121,0,351,103
20190926T14Z,234,123,0,277,100
20190926T13Z,233,119,0,260,100
20190926T12Z,234,118,0,196,98
20190926T11Z,235,121,0,225,95
20190926T10Z,235,119,0,230,100
20190926T09Z,237,118,0,234,91
20190926T08Z,237,118,0,249,91
20190926T07Z,237,117,0,324,64
20190926T06Z,237,120,0,323,53
20190926T05Z,238,121,0,406,54
20190926T04Z,237,120,0,456,61
20190926T03Z,235,123,0,495,40
20190926T02Z,233,120,1,474,43
20190926T01Z,230,124,7,471,55
20190926T00Z,231,118,18,383,43
20190925T23Z,230,125,17,362,38
20190925T22Z,231,121,18,360,23
20190925T21Z,232,125,17,365,12
20190925T20Z,234,121,16,370,6
20190925T19Z,236,123,18,395,1
20190925T18Z,238,124,18,403,3
20190925T17Z,242,124,18,431,5
20190925T16Z,245,119,17,428,3
20190925T15Z,246,117,5,426,4
20190925T14Z,248,110,0,374,6
20190925T13Z,247,119,0,297,15
20190925T12Z,245,120,0,193,23
20190925T11Z,245,124,0,193,30
20190925T10Z,243,115,0,190,55
20190925T09Z,242,124,0,186,67
20190925T08Z,241,117,0,197,67
20190925T07Z,240,110,0,257,66
20190925T06Z,239,105,0,300,64
20190925T05Z,237,104,0,373,66
20190925T04Z,236,97,0,416,77
20190925T03Z,233,96,0,500,97
20190925T02Z,227,95,0,516,95
20190925T01Z,226,95,7,547,98
20190925T00Z,227,96,14,527,100
20190924T23Z,227,95,13,358,98
20190924T22Z,227,95,11,346,99
20190924T21Z,228,97,14,308,102
20190924T20Z,230,95,14,245,103
20190924T19Z,232,94,9,241,103
20190924T18Z,234,94,17,284,103
20190924T17Z,236,95,6,309,102
20190924T16Z,237,97,2,325,98
20190924T15Z,239,97,0,415,85
20190924T14Z,238,101,0,333,79
20190924T13Z,239,98,0,300,77
20190924T12Z,237,101,0,197,80
20190924T11Z,185,99,0,198,85
20190924T10Z,185,100,0,224,88
20190924T09Z,186,99,0,225,85
20190924T08Z,186,98,0,224,83
20190924T07Z,185,99,0,286,77
20190924T06Z,233,100,0,336,33
20190924T05Z,240,98,0,420,49
20190924T04Z,238,99,0,515,32
20190924T03Z,237,99,0,535,59
20190924T02Z,236,98,1,534,67
20190924T01Z,234,100,1,529,67
20190924T00Z,235,99,1,457,69
20190923T23Z,233,99,0,434,88
20190923T22Z,233,98,4,430,100
20190923T21Z,234,98,7,431,103
20190923T20Z,234,96,16,428,103
20190923T19Z,235,100,18,429,101
20190923T18Z,236,98,16,426,101
20190923T17Z,237,100,18,397,101
20190923T16Z,236,96,8,362,98
20190923T15Z,237,101,1,344,98
20190923T14Z,236,100,0,327,97
20190923T13Z,234,102,0,202,91
20190923T12Z,235,100,0,182,96
20190923T11Z,218,96,0,181,93
20190923T10Z,187,99,0,176,91
20190923T09Z,233,100,0,180,84
20190923T08Z,234,99,0,182,81
20190923T07Z,234,98,0,247,88
20190923T06Z,235,100,0,349,46
20190923T05Z,250,97,0,532,27
20190923T04Z,257,95,0,641,31
20190923T03Z,254,98,0,665,59
20190923T02Z,252,98,0,667,86
20190923T01Z,229,98,1,669,66
20190923T00Z,226,97,2,663,74
20190922T23Z,223,97,8,627,62
20190922T22Z,224,94,15,610,50
20190922T21Z,225,98,16,551,44
20190922T20Z,228,99,18,514,31
20190922T19Z,228,100,11,475,27
20190922T18Z,233,95,14,455,36
20190922T17Z,235,96,14,416,39
20190922T16Z,240,97,15,390,46
20190922T15Z,243,98,6,415,65
20190922T14Z,244,98,0,385,62
20190922T13Z,244,96,0,288,65
20190922T12Z,243,96,0,232,65
20190922T11Z,243,97,0,241,57
20190922T10Z,240,99,0,256,62
20190922T09Z,238,100,0,261,59
20190922T08Z,240,99,0,265,60
20190922T07Z,238,98,0,383,52
20190922T06Z,237,99,0,521,18
20190922T05Z,238,97,0,533,1
20190922T04Z,237,100,0,531,1
20190922T03Z,234,97,0,535,7
20190922T02Z,230,98,1,512,11
20190922T01Z,229,96,10,489,20
20190922T00Z,229,96,18,465,16
20190921T23Z,229,98,18,463,17
20190921T22Z,230,97,18,457,22
20190921T21Z,232,99,17,433,27
20190921T20Z,234,99,17,429,34
20190921T19Z,234,97,18,400,34
20190921T18Z,237,99,15,377,26
20190921T17Z,239,95,14,335,40
20190921T16Z,241,100,12,307,45
20190921T15Z,245,97,5,299,60
20190921T14Z,245,100,0,274,69
20190921T13Z,244,100,0,243,66
20190921T12Z,243,98,0,264,67
20190921T11Z,243,97,0,262,61
20190921T10Z,241,97,0,260,67
20190921T09Z,240,98,0,267,62
20190921T08Z,239,97,0,260,68
20190921T07Z,237,95,0,272,69
20190921T06Z,237,96,0,342,73
20190921T05Z,237,97,0,415,68
20190921T04Z,236,97,0,442,55
20190921T03Z,235,97,0,444,30
20190921T02Z,234,97,1,482,40
20190921T01Z,234,95,9,496,63
20190921T00Z,233,96,14,402,31
20190920T23Z,232,93,5,398,24
20190920T22Z,233,97,13,372,33
20190920T21Z,234,99,13,412,34
20190920T20Z,236,95,12,409,22
20190920T19Z,236,97,13,438,14
20190920T18Z,238,95,6,430,10
20190920T17Z,238,97,3,433,18
20190920T16Z,239,96,2,432,26
20190920T15Z,240,96,0,422,45
20190920T14Z,240,97,0,301,51
20190920T13Z,240,95,0,277,57
20190920T12Z,197,96,0,180,63
20190920T11Z,185,97,0,224,58
20190920T10Z,187,96,0,224,45
20190920T09Z,240,97,0,239,31
20190920T08Z,242,95,0,252,24
20190920T07Z,241,97,0,251,23
20190920T06Z,242,93,0,249,26
20190920T05Z,241,95,0,286,21
20190920T04Z,259,102,0,453,10
20190920T03Z,257,102,0,460,14
20190920T02Z,255,101,1,507,5
20190920T01Z,252,100,8,494,13
20190920T00Z,252,100,7,428,12
20190919T23Z,252,96,5,428,15
20190919T22Z,255,95,12,425,16
20190919T21Z,256,96,12,425,9
20190919T20Z,257,97,16,427,7
20190919T19Z,260,97,18,431,0
20190919T18Z,260,98,18,427,0
20190919T17Z,262,98,19,432,0
20190919T16Z,260,95,16,426,0
20190919T15Z,262,98,4,426,1
20190919T14Z,261,96,0,398,1
20190919T13Z,262,98,0,276,0
20190919T12Z,262,93,0,377,0
20190919T11Z,244,92,0,269,0
20190919T10Z,242,88,0,274,0
20190919T09Z,244,92,0,262,0
20190919T08Z,246,93,0,260,0
20190919T07Z,261,100,0,310,0
20190919T06Z,261,100,0,438,0
20190919T05Z,259,97,0,433,0
20190919T04Z,258,102,0,473,9
20190919T03Z,257,97,0,532,18
20190919T02Z,256,98,1,507,6
20190919T01Z,256,100,4,512,6
20190919T00Z,255,100,17,433,2
20190918T23Z,257,99,17,428,0
20190918T22Z,255,100,16,421,7
20190918T21Z,255,99,16,419,6
20190918T20Z,256,91,11,426,1
20190918T19Z,255,93,11,422,6
20190918T18Z,257,94,16,419,20
20190918T17Z,255,94,16,426,34
20190918T16Z,256,96,13,449,43
20190918T15Z,257,93,0,450,49
20190918T14Z,250,94,0,390,38
20190918T13Z,236,93,0,249,45
20190918T12Z,235,95,0,205,69
20190918T11Z,236,92,0,229,48
20190918T10Z,237,93,0,240,22
20190918T09Z,237,93,0,246,19
20190918T08Z,235,92,0,239,11
20190918T07Z,235,91,0,210,5
20190918T06Z,236,89,0,278,1
20190918T05Z,235,99,0,471,6
20190918T04Z,235,102,0,522,6
20190918T03Z,315,100,0,602,3
20190918T02Z,322,103,1,627,15
20190918T01Z,318,100,7,469,18
20190918T00Z,318,100,4,374,19
20190917T23Z,319,98,3,386,13
20190917T22Z,319,101,6,391,18
20190917T21Z,320,98,11,403,30
20190917T20Z,320,100,13,391,59
20190917T19Z,324,101,15,366,56
20190917T18Z,327,102,16,286,84
20190917T17Z,330,102,19,308,63
20190917T16Z,264,97,4,372,37
20190917T15Z,259,100,2,390,43
20190917T14Z,240,92,0,369,49
20190917T13Z,239,95,0,238,57
20190917T12Z,238,92,0,243,60
20190917T11Z,238,94,0,251,65
20190917T10Z,237,91,0,248,34
20190917T09Z,238,93,0,246,7
20190917T08Z,238,92,0,251,2
20190917T07Z,237,93,0,249,1
20190917T06Z,236,93,0,266,4
20190917T05Z,237,99,0,479,7
20190917T04Z,236,102,0,526,7
20190917T03Z,235,100,0,613,10
20190917T02Z,234,100,1,612,19
20190917T01Z,234,99,5,563,31
20190917T00Z,231,98,5,485,29
20190916T23Z,233,102,10,477,31
20190916T22Z,234,101,10,478,6
20190916T21Z,240,102,7,474,0
20190916T20Z,249,103,5,455,4
20190916T19Z,293,101,5,434,12
20190916T18Z,316,103,2,426,18
20190916T17Z,321,102,1,436,2
20190916T16Z,321,102,0,370,0
20190916T15Z,319,102,0,311,0
20190916T14Z,322,100,0,233,0
20190916T13Z,259,95,0,179,3
20190916T12Z,234,92,0,169,10
20190916T11Z,234,89,0,164,18
20190916T10Z,231,93,0,166,21
20190916T09Z,233,94,0,178,23
20190916T08Z,233,92,0,181,27
20190916T07Z,231,91,0,184,7
20190916T06Z,230,91,0,308,1
20190916T05Z,231,90,0,653,10
20190916T04Z,228,89,0,658,29
20190916T03Z,227,90,0,639,60
20190916T02Z,226,89,1,717,67
20190916T01Z,222,91,5,538,66
20190916T00Z,220,89,8,476,31
20190915T23Z,220,90,10,348,43
20190915T22Z,219,90,14,375,64
20190915T21Z,220,95,15,364,54
20190915T20Z,221,100,16,259,44
20190915T19Z,225,97,16,457,29
20190915T18Z,227,98,18,325,29
20190915T17Z,232,92,19,231,30
20190915T16Z,236,91,18,231,23
20190915T15Z,238,91,8,238,34
20190915T14Z,240,93,0,191,33
20190915T13Z,239,89,0,167,29
20190915T12Z,239,92,0,170,21
20190915T11Z,239,86,0,170,21
20190915T10Z,239,85,0,174,13
20190915T09Z,237,88,0,168,5
20190915T08Z,237,89,0,173,1
20190915T07Z,236,89,0,188,0
20190915T06Z,243,94,0,302,0
20190915T05Z,320,96,0,422,5
20190915T04Z,318,95,0,518,7
20190915T03Z,314,97,0,673,13
20190915T02Z,310,95,2,673,24
20190915T01Z,306,96,2,573,35
20190915T00Z,308,96,4,541,35
20190914T23Z,307,98,8,537,32
20190914T22Z,309,93,8,510,21
20190914T21Z,312,97,13,514,17
20190914T20Z,314,95,13,467,26
20190914T19Z,314,99,13,387,24
20190914T18Z,316,96,10,221,29
20190914T17Z,321,98,11,231,25
20190914T16Z,322,97,6,184,26
20190914T15Z,321,96,4,171,42
20190914T14Z,300,98,0,152,44
20190914T13Z,237,95,0,153,48
20190914T12Z,237,97,0,152,36
20190914T11Z,236,95,0,157,50
20190914T10Z,236,96,0,152,62
20190914T09Z,235,95,0,164,43
20190914T08Z,238,96,0,186,11
20190914T07Z,236,95,0,236,0
20190914T06Z,235,92,0,323,0
20190914T05Z,234,93,0,478,3
20190914T04Z,236,92,0,526,29
20190914T03Z,314,91,0,573,24
20190914T02Z,311,90,1,582,36
20190914T01Z,308,92,9,536,66
20190914T00Z,309,92,18,493,90
20190913T23Z,309,92,17,492,93
20190913T22Z,307,90,14,486,96
20190913T21Z,308,91,16,467,95
20190913T20Z,310,90,18,468,89
20190913T19Z,312,91,18,435,88
20190913T18Z,316,88,18,268,84
20190913T17Z,316,90,18,228,78
20190913T16Z,318,88,8,165,75
20190913T15Z,321,87,1,160,88
20190913T14Z,293,83,0,165,90
20190913T13Z,238,80,0,166,93
20190913T12Z,236,81,0,188,88
20190913T11Z,239,80,0,202,75
20190913T10Z,239,82,0,192,58
20190913T09Z,239,79,0,212,61
20190913T08Z,238,83,0,253,80
20190913T07Z,238,78,0,306,70
20190913T06Z,250,80,0,337,58
20190913T05Z,319,84,0,530,33
20190913T04Z,346,88,0,707,22
20190913T03Z,409,85,0,745,10
20190913T02Z,400,89,2,790,2
20190913T01Z,397,85,12,779,8
20190913T00Z,375,85,16,547,10
20190912T23Z,375,86,18,530,14
20190912T22Z,377,87,18,528,11
20190912T21Z,378,82,18,535,6
20190912T20Z,384,77,18,483,8
20190912T19Z,387,78,17,376,20
20190912T18Z,391,77,19,302,23
20190912T17Z,401,77,18,300,22
20190912T16Z,403,77,17,248,41
20190912T15Z,411,77,5,266,49
20190912T14Z,404,75,0,202,55
20190912T13Z,274,70,0,182,37
20190912T12Z,244,68,0,199,26
20190912T11Z,242,68,0,197,16
20190912T10Z,241,70,0,222,14
20190912T09Z,242,69,0,233,8
20190912T08Z,241,69,0,260,2
20190912T07Z,238,70,0,284,1
20190912T06Z,264,73,0,331,4
20190912T05Z,327,77,0,550,4
20190912T04Z,325,76,0,660,2
20190912T03Z,322,80,0,704,0
20190912T02Z,317,77,2,708,0
20190912T01Z,316,77,11,698,3
20190912T00Z,313,77,17,550,1
20190911T23Z,312,79,17,534,0
20190911T22Z,314,78,18,537,0
20190911T21Z,318,74,17,447,0
20190911T20Z,317,77,18,417,0
20190911T19Z,320,77,19,347,0
20190911T18Z,326,78,18,305,0
20190911T17Z,328,78,19,246,0
20190911T16Z,332,76,17,274,0
20190911T15Z,335,76,5,365,0
20190911T14Z,333,76,0,299,0
20190911T13Z,325,68,0,234,0
20190911T12Z,240,69,0,256,0
20190911T11Z,239,68,0,253,0
20190911T10Z,239,68,0,257,0
20190911T09Z,240,67,0,248,0
