,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191218T00-06,6786,5308,2038,0,221,96,2682,13988
20191217T23-06,6786,5308,2038,0,227,96,2669,13988
20191217T22-06,6786,5308,2038,0,241,96,2670,13988
20191217T21-06,6786,5308,2038,0,253,96,2777,13988
20191217T20-06,6786,5308,2038,0,254,96,3021,13988
20191217T19-06,6786,5308,2038,0,254,96,3170,13988
20191217T18-06,6786,5308,2038,0,252,96,3085,13988
20191217T17-06,6786,5308,2038,0,240,96,2757,13988
20191217T16-06,6786,5308,2038,0,237,96,2749,13988
20191217T15-06,6786,5308,2038,0,235,96,2658,13988
20191217T14-06,6786,5308,2038,0,220,96,2655,13988
20191217T13-06,6786,5308,2038,0,214,96,2714,13988
20191217T12-06,6786,5308,2038,0,191,96,2768,13988
20191217T11-06,6786,5308,2038,0,189,96,2785,13988
20191217T10-06,6786,5308,2038,0,188,96,3104,13988
20191217T09-06,6786,5308,2038,0,160,96,3230,13988
20191217T08-06,6786,5308,2038,0,159,96,3217,13988
20191217T07-06,6786,5308,2038,0,160,96,3005,13988
20191217T06-06,6786,5308,2038,0,161,96,2718,13988
20191217T05-06,6786,5308,2038,0,161,96,2681,13988
20191217T04-06,6786,5308,2038,0,160,96,2677,13988
20191217T03-06,6786,5308,2038,0,161,96,2679,13988
20191217T02-06,6786,5308,2038,0,160,96,2678,13988
20191217T01-06,6786,5308,2038,0,133,96,2676,13988
20191217T00-06,6786,5308,2038,0,132,96,2813,13988
20191216T23-06,6786,5308,2038,0,130,96,2816,13988
20191216T22-06,6786,5308,2038,0,130,96,2876,13988
20191216T21-06,6786,5308,2038,0,116,96,2885,13988
20191216T20-06,6786,5308,2038,0,92,96,3201,13988
20191216T19-06,6786,5308,2038,0,77,96,3260,13988
20191216T18-06,6786,5308,2038,0,66,96,3254,13988
20191216T17-06,6786,5308,2038,0,38,96,2968,13988
20191216T16-06,6786,5308,2038,0,38,96,2878,13988
20191216T15-06,6786,5308,2038,0,38,96,2880,13988
20191216T14-06,6786,5308,2038,0,38,96,2916,13988
20191216T13-06,6786,5308,2038,0,38,96,2898,13988
