,natural gas,nuclear,petroleum,other,solar
20190819T14Z,10905.0,3682.0,0,2161.0,498.0
20190819T13Z,9818.0,3683.0,0,1681.0,228.0
20190819T12Z,9002.0,3681.0,0,1560.0,48.0
20190819T11Z,8666.0,3682.0,0,1568.0,0.0
20190819T10Z,7894.0,3684.0,0,1550.0,0.0
20190819T09Z,7692.0,3679.0,0,1206.0,0.0
20190819T08Z,8117.0,3678.0,0,868.0,0.0
20190819T07Z,8564.0,3676.0,0,862.0,0.0
20190819T06Z,9203.0,3675.0,0,860.0,0.0
20190819T05Z,10140.0,3676.0,0,925.0,0.0
20190819T04Z,11494.0,3671.0,0,957.0,-1.0
20190819T03Z,13173.0,3667.0,0,945.0,0.0
20190819T02Z,14631.0,3668.0,0,1010.0,0.0
20190819T01Z,15757.0,3659.0,0,1098.0,0.0
20190819T00Z,16054.0,3660.0,0,1094.0,36.0
20190818T23Z,16581.0,3661.0,0,1154.0,200.0
20190818T22Z,16643.0,3662.0,0,1337.0,458.0
20190818T21Z,16637.0,3655.0,0,1625.0,606.0
20190818T20Z,16164.0,3663.0,0,2136.0,690.0
20190818T19Z,15924.0,3664.0,0,2340.0,784.0
20190818T18Z,15116.0,3666.0,0,2340.0,818.0
20190818T17Z,14261.0,3663.0,0,2332.0,868.0
20190818T16Z,12863.0,3667.0,0,2312.0,876.0
20190818T15Z,11378.0,3670.0,0,2258.0,688.0
20190818T14Z,9608.0,3670.0,0,2147.0,464.0
20190818T13Z,8047.0,3668.0,0,1673.0,233.0
20190818T12Z,6782.0,3667.0,0,1486.0,51.0
20190818T11Z,6419.0,3666.0,0,1465.0,0.0
20190818T10Z,6289.0,3660.0,0,1458.0,0.0
20190818T09Z,6315.0,3658.0,0,1460.0,0.0
20190818T08Z,6567.0,3651.0,0,1478.0,0.0
20190818T07Z,6976.0,3653.0,0,1484.0,0.0
20190818T06Z,7585.0,3645.0,0,1479.0,0.0
20190818T05Z,8437.0,3646.0,0,1523.0,0.0
20190818T04Z,9328.0,3641.0,0,1892.0,0.0
20190818T03Z,10330.0,3638.0,0,2089.0,0.0
20190818T02Z,11048.0,3637.0,0,2120.0,0.0
20190818T01Z,11858.0,3634.0,0,2169.0,-1.0
20190818T00Z,12231.0,3637.0,0,2209.0,18.0
20190817T23Z,12933.0,3635.0,0,2219.0,114.0
20190817T22Z,13401.0,3641.0,0,2245.0,274.0
20190817T21Z,13689.0,3640.0,0,2224.0,372.0
20190817T20Z,13846.0,3646.0,0,2218.0,573.0
20190817T19Z,14376.0,3645.0,0,2213.0,654.0
20190817T18Z,14659.0,3648.0,0,2187.0,710.0
20190817T17Z,14002.0,3655.0,0,2203.0,759.0
20190817T16Z,12924.0,3657.0,0,2203.0,837.0
20190817T15Z,11385.0,3657.0,0,2200.0,684.0
20190817T14Z,9799.0,3661.0,0,2109.0,460.0
20190817T13Z,8235.0,3664.0,0,1830.0,197.0
20190817T12Z,6893.0,3660.0,0,1585.0,41.0
20190817T11Z,6346.0,3664.0,0,1548.0,0.0
20190817T10Z,6199.0,3659.0,0,1460.0,-1.0
20190817T09Z,6220.0,3662.0,0,1459.0,0.0
20190817T08Z,6413.0,3664.0,0,1471.0,0.0
20190817T07Z,6735.0,3659.0,0,1483.0,0.0
20190817T06Z,7401.0,3660.0,0,1510.0,0.0
20190817T05Z,8185.0,3659.0,0,1542.0,0.0
20190817T04Z,9027.0,3656.0,0,1690.0,0.0
20190817T03Z,10029.0,3656.0,0,2062.0,0.0
20190817T02Z,11123.0,3654.0,0,2127.0,0.0
20190817T01Z,12085.0,3654.0,0,2173.0,0.0
20190817T00Z,12352.0,3655.0,0,2188.0,28.0
20190816T23Z,13324.0,3656.0,0,2213.0,167.0
20190816T22Z,14115.0,3656.0,0,2221.0,282.0
20190816T21Z,14062.0,3652.0,0,2199.0,514.0
20190816T20Z,15208.0,3656.0,0,2201.0,525.0
20190816T19Z,14739.0,3663.0,0,2200.0,702.0
20190816T18Z,13999.0,3663.0,0,2149.0,790.0
20190816T17Z,13242.0,3672.0,0,2161.0,792.0
20190816T16Z,12210.0,3672.0,0,2162.0,836.0
20190816T15Z,11504.0,3675.0,0,2144.0,597.0
20190816T14Z,10155.0,3680.0,0,2173.0,371.0
20190816T13Z,8857.0,3676.0,0,2222.0,202.0
20190816T12Z,7826.0,3677.0,0,2203.0,47.0
20190816T11Z,7233.0,3683.0,0,2083.0,0.0
20190816T10Z,6684.0,3676.0,0,1621.0,-1.0
20190816T09Z,6297.0,3675.0,0,1487.0,0.0
20190816T08Z,6399.0,3674.0,0,1474.0,0.0
20190816T07Z,6717.0,3674.0,0,1478.0,0.0
20190816T06Z,7235.0,3671.0,0,1485.0,0.0
20190816T05Z,8077.0,3670.0,0,1557.0,0.0
20190816T04Z,8739.0,3668.0,0,1833.0,0.0
20190816T03Z,9906.0,3671.0,0,2055.0,0.0
20190816T02Z,11067.0,3666.0,0,2080.0,0.0
20190816T01Z,11935.0,3667.0,0,2150.0,0.0
20190816T00Z,12146.0,3665.0,0,2133.0,14.0
20190815T23Z,12708.0,3664.0,0,2104.0,67.0
20190815T22Z,13267.0,3668.0,0,2054.0,115.0
20190815T21Z,13931.0,3668.0,0,2003.0,224.0
20190815T20Z,14022.0,3669.0,0,2000.0,353.0
20190815T19Z,14119.0,3663.0,0,1952.0,510.0
20190815T18Z,14534.0,3668.0,0,1900.0,666.0
20190815T17Z,14470.0,3673.0,0,1942.0,778.0
20190815T16Z,13557.0,3675.0,0,1969.0,867.0
20190815T15Z,12148.0,3677.0,0,1954.0,738.0
20190815T14Z,10696.0,3667.0,0,1932.0,452.0
20190815T13Z,9161.0,3670.0,0,1967.0,193.0
20190815T12Z,8611.0,3667.0,0,1738.0,45.0
20190815T11Z,8270.0,3663.0,0,1671.0,0.0
20190815T10Z,7211.0,3662.0,0,1619.0,0.0
20190815T09Z,6878.0,3661.0,0,1366.0,0.0
20190815T08Z,6956.0,3661.0,0,1390.0,0.0
20190815T07Z,7317.0,3659.0,0,1390.0,-1.0
20190815T06Z,8057.0,3661.0,0,1394.0,0.0
20190815T05Z,8897.0,3658.0,0,1432.0,0.0
20190815T04Z,10095.0,3659.0,0,1855.0,0.0
20190815T03Z,11550.0,3663.0,0,1901.0,0.0
20190815T02Z,12795.0,3661.0,0,1903.0,0.0
20190815T01Z,13635.0,3662.0,0,1902.0,0.0
20190815T00Z,14008.0,3662.0,0,1914.0,47.0
20190814T23Z,14308.0,3660.0,0,1916.0,261.0
20190814T22Z,14033.0,3666.0,0,1940.0,467.0
20190814T21Z,13571.0,3660.0,0,1934.0,493.0
20190814T20Z,13214.0,3662.0,0,1934.0,508.0
20190814T19Z,13330.0,3660.0,0,1928.0,597.0
20190814T18Z,14140.0,3663.0,0,1916.0,468.0
20190814T17Z,13999.0,3661.0,0,1922.0,700.0
20190814T16Z,12729.0,3659.0,0,1928.0,831.0
20190814T15Z,11662.0,3658.0,0,1937.0,567.0
20190814T14Z,10619.0,3659.0,0,1925.0,342.0
20190814T13Z,9561.0,3661.0,0,1923.0,182.0
20190814T12Z,8667.0,3663.0,0,1837.0,43.0
20190814T11Z,8298.0,3661.0,0,1846.0,0.0
20190814T10Z,7171.0,3661.0,0,1891.0,0.0
20190814T09Z,6613.0,3658.0,0,1927.0,0.0
20190814T08Z,6702.0,3661.0,0,1904.0,0.0
20190814T07Z,7000.0,3660.0,0,1908.0,0.0
20190814T06Z,7541.0,3657.0,0,1923.0,0.0
20190814T05Z,8476.0,3654.0,0,1925.0,0.0
20190814T04Z,9568.0,3658.0,0,1974.0,-1.0
20190814T03Z,11150.0,3653.0,0,1937.0,0.0
20190814T02Z,12315.0,3653.0,0,1943.0,0.0
20190814T01Z,13361.0,3648.0,0,1953.0,-1.0
20190814T00Z,14034.0,3647.0,0,1958.0,29.0
20190813T23Z,15070.0,3649.0,0,1959.0,132.0
20190813T22Z,15838.0,3649.0,0,1969.0,216.0
20190813T21Z,16003.0,3650.0,0,1997.0,341.0
20190813T20Z,15547.0,3652.0,0,1985.0,568.0
20190813T19Z,15219.0,3650.0,0,1982.0,687.0
20190813T18Z,15080.0,3651.0,0,1977.0,776.0
20190813T17Z,14952.0,3656.0,0,1979.0,850.0
20190813T16Z,13970.0,3659.0,0,1962.0,891.0
20190813T15Z,12670.0,3662.0,0,1939.0,743.0
20190813T14Z,11216.0,3665.0,0,1944.0,499.0
20190813T13Z,9690.0,3669.0,0,1947.0,214.0
20190813T12Z,8724.0,3666.0,0,1712.0,42.0
20190813T11Z,8369.0,3663.0,0,1425.0,0.0
20190813T10Z,7375.0,3665.0,0,1398.0,0.0
20190813T09Z,6930.0,3651.0,0,1384.0,0.0
20190813T08Z,6933.0,3662.0,0,1358.0,0.0
20190813T07Z,7280.0,3661.0,0,1360.0,0.0
20190813T06Z,7763.0,3658.0,0,1458.0,0.0
20190813T05Z,8461.0,3659.0,0,1817.0,0.0
20190813T04Z,9384.0,3656.0,0,2210.0,0.0
20190813T03Z,10759.0,3654.0,0,2030.0,0.0
20190813T02Z,11918.0,3653.0,0,2085.0,0.0
20190813T01Z,12889.0,3651.0,0,2149.0,-1.0
20190813T00Z,13260.0,3652.0,0,2183.0,8.0
20190812T23Z,13851.0,3652.0,0,2186.0,83.0
20190812T22Z,14328.0,3650.0,0,2200.0,228.0
20190812T21Z,14770.0,3652.0,0,2204.0,319.0
20190812T20Z,15479.0,3651.0,0,2173.0,451.0
20190812T19Z,15560.0,3653.0,0,2173.0,680.0
20190812T18Z,15285.0,3655.0,0,2183.0,850.0
20190812T17Z,14928.0,3661.0,0,2190.0,842.0
20190812T16Z,14009.0,3662.0,0,2192.0,753.0
20190812T15Z,12676.0,3664.0,0,2209.0,694.0
20190812T14Z,11216.0,3664.0,0,2175.0,456.0
20190812T13Z,9601.0,3664.0,0,2166.0,183.0
20190812T12Z,8539.0,3668.0,0,2126.0,48.0
20190812T11Z,7867.0,3666.0,0,2108.0,0.0
20190812T10Z,6980.0,3661.0,0,2119.0,0.0
20190812T09Z,6575.0,3657.0,0,2046.0,0.0
20190812T08Z,6524.0,3658.0,0,2062.0,0.0
20190812T07Z,6770.0,3656.0,0,2118.0,0.0
20190812T06Z,7318.0,3654.0,0,2150.0,0.0
20190812T05Z,8295.0,3651.0,0,2208.0,0.0
20190812T04Z,9515.0,3654.0,0,2232.0,0.0
20190812T03Z,10720.0,3651.0,0,2195.0,0.0
20190812T02Z,11766.0,3651.0,0,2212.0,0.0
20190812T01Z,12493.0,3650.0,0,2219.0,0.0
20190812T00Z,12800.0,3655.0,0,2204.0,13.0
20190811T23Z,13140.0,3653.0,0,2206.0,103.0
20190811T22Z,13829.0,3652.0,0,2189.0,236.0
20190811T21Z,14856.0,3648.0,0,2222.0,282.0
20190811T20Z,15779.0,3653.0,0,2209.0,386.0
20190811T19Z,15945.0,3650.0,0,2210.0,665.0
20190811T18Z,15723.0,3654.0,0,2223.0,799.0
20190811T17Z,15027.0,3656.0,0,2245.0,835.0
20190811T16Z,14034.0,3658.0,0,2220.0,771.0
20190811T15Z,12566.0,3659.0,0,2215.0,687.0
20190811T14Z,10892.0,3666.0,0,2184.0,477.0
20190811T13Z,9068.0,3664.0,0,2186.0,215.0
20190811T12Z,7415.0,3665.0,0,2140.0,42.0
20190811T11Z,6863.0,3665.0,0,2109.0,0.0
20190811T10Z,6712.0,3665.0,0,2090.0,0.0
20190811T09Z,6760.0,3669.0,0,2106.0,0.0
20190811T08Z,6990.0,3665.0,0,2122.0,0.0
20190811T07Z,7441.0,3661.0,0,2145.0,0.0
20190811T06Z,8079.0,3661.0,0,2170.0,0.0
20190811T05Z,9031.0,3656.0,0,2228.0,0.0
20190811T04Z,10076.0,3653.0,0,2232.0,0.0
20190811T03Z,11393.0,3650.0,0,2222.0,0.0
20190811T02Z,12488.0,3650.0,0,2226.0,0.0
20190811T01Z,13077.0,3650.0,0,2222.0,0.0
20190811T00Z,13432.0,3649.0,0,2223.0,56.0
20190810T23Z,14028.0,3645.0,0,2206.0,224.0
20190810T22Z,14271.0,3643.0,0,2236.0,404.0
20190810T21Z,14624.0,3643.0,0,2230.0,659.0
20190810T20Z,15552.0,3648.0,0,2232.0,634.0
20190810T19Z,15714.0,3652.0,0,2247.0,795.0
20190810T18Z,15439.0,3656.0,0,2245.0,729.0
20190810T17Z,14874.0,3654.0,0,2239.0,882.0
20190810T16Z,13934.0,3658.0,0,2249.0,776.0
20190810T15Z,12831.0,3659.0,0,2247.0,697.0
20190810T14Z,11155.0,3664.0,0,2245.0,488.0
20190810T13Z,9358.0,3665.0,0,2234.0,232.0
20190810T12Z,7743.0,3667.0,0,2156.0,45.0
20190810T11Z,7092.0,3663.0,0,2109.0,0.0
20190810T10Z,6841.0,3664.0,0,2114.0,0.0
20190810T09Z,6789.0,3657.0,0,2105.0,0.0
20190810T08Z,6998.0,3656.0,0,2089.0,-1.0
20190810T07Z,7477.0,3655.0,0,2106.0,0.0
20190810T06Z,8354.0,3657.0,0,1917.0,0.0
20190810T05Z,9533.0,3659.0,0,1686.0,0.0
20190810T04Z,11120.0,3652.0,0,1524.0,0.0
20190810T03Z,11912.0,3654.0,0,2044.0,-1.0
20190810T02Z,12567.0,3653.0,0,2242.0,0.0
20190810T01Z,13400.0,3649.0,0,2257.0,0.0
20190810T00Z,13891.0,3650.0,0,2241.0,54.0
20190809T23Z,14679.0,3648.0,0,2260.0,221.0
20190809T22Z,15451.0,3645.0,0,2287.0,384.0
20190809T21Z,16088.0,3649.0,0,2307.0,537.0
20190809T20Z,16730.0,3649.0,0,2298.0,797.0
20190809T19Z,16499.0,3645.0,0,2301.0,799.0
20190809T18Z,16195.0,3649.0,0,2315.0,777.0
20190809T17Z,15618.0,3653.0,0,2293.0,773.0
20190809T16Z,14255.0,3653.0,0,2317.0,844.0
20190809T15Z,12944.0,3654.0,0,2298.0,727.0
20190809T14Z,11474.0,3658.0,0,2273.0,506.0
20190809T13Z,9991.0,3659.0,0,2136.0,215.0
20190809T12Z,8517.0,3662.0,0,2059.0,38.0
20190809T11Z,7816.0,3657.0,0,2038.0,0.0
20190809T10Z,7012.0,3661.0,0,2047.0,0.0
20190809T09Z,6669.0,3659.0,0,2022.0,0.0
20190809T08Z,6723.0,3658.0,0,2050.0,0.0
20190809T07Z,7137.0,3657.0,0,2044.0,0.0
20190809T06Z,7776.0,3655.0,0,2058.0,0.0
20190809T05Z,8618.0,3659.0,0,2105.0,-1.0
20190809T04Z,9882.0,3656.0,0,2062.0,0.0
20190809T03Z,11248.0,3657.0,0,2173.0,0.0
20190809T02Z,12380.0,3654.0,0,2278.0,0.0
20190809T01Z,13244.0,3653.0,0,2301.0,0.0
20190809T00Z,13631.0,3653.0,0,2293.0,35.0
20190808T23Z,14500.0,3653.0,0,2281.0,154.0
20190808T22Z,15328.0,3652.0,0,2277.0,389.0
20190808T21Z,15658.0,3649.0,0,2305.0,697.0
20190808T20Z,16123.0,3649.0,0,2299.0,813.0
20190808T19Z,16310.0,3646.0,0,2282.0,891.0
20190808T18Z,15927.0,3652.0,0,2296.0,971.0
20190808T17Z,15132.0,3652.0,0,2301.0,994.0
20190808T16Z,13990.0,3657.0,0,2272.0,934.0
20190808T15Z,12812.0,3661.0,0,2275.0,775.0
20190808T14Z,11251.0,3668.0,0,2218.0,529.0
20190808T13Z,9735.0,3669.0,0,2136.0,213.0
20190808T12Z,8212.0,3671.0,0,2061.0,39.0
20190808T11Z,7605.0,3672.0,0,2063.0,0.0
20190808T10Z,6751.0,3671.0,0,2022.0,0.0
20190808T09Z,6440.0,3669.0,0,1902.0,0.0
20190808T08Z,6478.0,3671.0,0,1937.0,0.0
20190808T07Z,6800.0,3672.0,0,1993.0,0.0
20190808T06Z,7449.0,3671.0,0,1999.0,0.0
20190808T05Z,8268.0,3670.0,0,2025.0,0.0
20190808T04Z,9412.0,3669.0,0,2092.0,0.0
20190808T03Z,10843.0,3672.0,0,2047.0,0.0
20190808T02Z,11884.0,3669.0,0,2153.0,-1.0
20190808T01Z,12636.0,3671.0,0,2247.0,1.0
20190808T00Z,12788.0,3667.0,0,2254.0,42.0
20190807T23Z,13455.0,3671.0,0,2247.0,116.0
20190807T22Z,14052.0,3672.0,0,2252.0,201.0
20190807T21Z,14845.0,3673.0,0,2210.0,277.0
20190807T20Z,15126.0,3668.0,0,2204.0,520.0
20190807T19Z,15258.0,3670.0,0,2207.0,525.0
20190807T18Z,14776.0,3670.0,0,2216.0,538.0
20190807T17Z,13886.0,3674.0,0,2246.0,662.0
20190807T16Z,12892.0,3674.0,0,2237.0,763.0
20190807T15Z,11712.0,3674.0,0,2141.0,709.0
20190807T14Z,10594.0,3679.0,0,2123.0,468.0
20190807T13Z,9402.0,3678.0,0,2071.0,211.0
20190807T12Z,8001.0,3680.0,0,2054.0,37.0
20190807T11Z,7110.0,3679.0,0,2042.0,0.0
20190807T10Z,6215.0,3677.0,0,2040.0,0.0
20190807T09Z,5911.0,3680.0,0,2023.0,0.0
20190807T08Z,6324.0,3678.0,0,1700.0,0.0
20190807T07Z,7068.0,3680.0,0,1326.0,0.0
20190807T06Z,7677.0,3677.0,0,1330.0,0.0
20190807T05Z,8587.0,3674.0,0,1364.0,0.0
20190807T04Z,9706.0,3677.0,0,1384.0,0.0
20190807T03Z,10957.0,3675.0,0,1610.0,0.0
20190807T02Z,11742.0,3673.0,0,2216.0,0.0
20190807T01Z,12384.0,3669.0,0,2288.0,1.0
20190807T00Z,12559.0,3674.0,0,2289.0,32.0
20190806T23Z,13319.0,3672.0,0,2265.0,146.0
20190806T22Z,13666.0,3673.0,0,2271.0,341.0
20190806T21Z,14028.0,3675.0,0,2227.0,478.0
20190806T20Z,14474.0,3671.0,0,2247.0,532.0
20190806T19Z,15231.0,3671.0,0,2255.0,530.0
20190806T18Z,14868.0,3671.0,0,2255.0,574.0
20190806T17Z,14025.0,3673.0,0,2206.0,768.0
20190806T16Z,12909.0,3673.0,0,1870.0,848.0
20190806T15Z,12322.0,3677.0,0,1708.0,720.0
20190806T14Z,10758.0,3675.0,0,1669.0,508.0
20190806T13Z,9059.0,3677.0,0,1899.0,196.0
20190806T12Z,7612.0,3679.0,0,2060.0,48.0
20190806T11Z,6796.0,3679.0,0,2030.0,0.0
20190806T10Z,6035.0,3678.0,0,1931.0,0.0
20190806T09Z,5701.0,3678.0,0,1771.0,0.0
20190806T08Z,5705.0,3677.0,0,1781.0,0.0
20190806T07Z,5934.0,3675.0,0,1886.0,-1.0
20190806T06Z,6403.0,3672.0,0,1981.0,0.0
20190806T05Z,7170.0,3669.0,0,2004.0,0.0
20190806T04Z,8283.0,3668.0,0,2103.0,0.0
20190806T03Z,9876.0,3671.0,0,1683.0,0.0
20190806T02Z,11121.0,3667.0,0,1640.0,0.0
20190806T01Z,11638.0,3669.0,0,1778.0,1.0
20190806T00Z,11761.0,3665.0,0,1702.0,46.0
20190805T23Z,12544.0,3668.0,0,1383.0,215.0
20190805T22Z,12919.0,3665.0,0,1382.0,359.0
20190805T21Z,12918.0,3666.0,0,1373.0,476.0
20190805T20Z,13027.0,3667.0,0,1249.0,497.0
20190805T19Z,13301.0,3665.0,0,1453.0,471.0
20190805T18Z,13524.0,3665.0,0,1690.0,742.0
20190805T17Z,13770.0,3664.0,0,1735.0,538.0
20190805T16Z,13049.0,3667.0,0,1715.0,726.0
20190805T15Z,12038.0,3668.0,0,1738.0,682.0
20190805T14Z,10957.0,3671.0,0,1687.0,488.0
20190805T13Z,9477.0,3667.0,0,1575.0,200.0
20190805T12Z,8362.0,3668.0,0,1522.0,38.0
20190805T11Z,7815.0,3666.0,0,1508.0,0.0
20190805T10Z,7004.0,3664.0,0,1528.0,0.0
20190805T09Z,6528.0,3665.0,0,1525.0,-1.0
20190805T08Z,6528.0,3659.0,0,1517.0,0.0
20190805T07Z,6835.0,3654.0,0,1509.0,0.0
20190805T06Z,7371.0,3652.0,0,1525.0,0.0
20190805T05Z,8184.0,3656.0,0,1542.0,0.0
20190805T04Z,9460.0,3657.0,0,1599.0,0.0
20190805T03Z,10592.0,3655.0,0,1632.0,0.0
20190805T02Z,11763.0,3656.0,0,1708.0,0.0
20190805T01Z,12199.0,3654.0,0,1726.0,2.0
20190805T00Z,12683.0,3654.0,0,1739.0,69.0
20190804T23Z,12986.0,3652.0,0,1726.0,280.0
20190804T22Z,13072.0,3655.0,0,1751.0,452.0
20190804T21Z,12971.0,3657.0,0,1766.0,529.0
20190804T20Z,13087.0,3657.0,0,1774.0,493.0
20190804T19Z,13550.0,3658.0,0,1733.0,456.0
20190804T18Z,14348.0,3658.0,0,1719.0,569.0
20190804T17Z,13980.0,3662.0,0,1702.0,842.0
20190804T16Z,13048.0,3657.0,0,1739.0,661.0
20190804T15Z,11629.0,3663.0,0,1737.0,679.0
20190804T14Z,10148.0,3663.0,0,1714.0,472.0
20190804T13Z,8324.0,3666.0,0,1627.0,224.0
20190804T12Z,6845.0,3668.0,0,1531.0,39.0
20190804T11Z,6342.0,3666.0,0,1477.0,0.0
20190804T10Z,6181.0,3665.0,0,1476.0,0.0
20190804T09Z,6151.0,3666.0,0,1486.0,0.0
20190804T08Z,6358.0,3665.0,0,1484.0,0.0
20190804T07Z,6715.0,3665.0,0,1492.0,0.0
20190804T06Z,7350.0,3662.0,0,1512.0,0.0
20190804T05Z,8247.0,3661.0,0,1527.0,-1.0
20190804T04Z,9448.0,3659.0,0,1482.0,0.0
20190804T03Z,10307.0,3660.0,0,1586.0,0.0
20190804T02Z,11044.0,3658.0,0,1648.0,0.0
20190804T01Z,11904.0,3659.0,0,1720.0,4.0
20190804T00Z,12234.0,3656.0,0,1694.0,83.0
20190803T23Z,12418.0,3655.0,0,1725.0,254.0
20190803T22Z,12939.0,3656.0,0,1738.0,369.0
20190803T21Z,13178.0,3660.0,0,1737.0,589.0
20190803T20Z,13435.0,3655.0,0,1737.0,668.0
20190803T19Z,14076.0,3660.0,0,1733.0,645.0
20190803T18Z,14202.0,3662.0,0,1709.0,591.0
20190803T17Z,13614.0,3664.0,0,1561.0,781.0
20190803T16Z,12358.0,3669.0,0,1626.0,733.0
20190803T15Z,11036.0,3668.0,0,1632.0,616.0
20190803T14Z,9534.0,3670.0,0,1536.0,400.0
20190803T13Z,8037.0,3674.0,0,1445.0,174.0
20190803T12Z,6791.0,3673.0,0,1417.0,57.0
20190803T11Z,6317.0,3670.0,0,1433.0,0.0
20190803T10Z,6093.0,3671.0,0,1447.0,0.0
20190803T09Z,6002.0,3671.0,0,1146.0,0.0
20190803T08Z,6171.0,3669.0,0,1126.0,0.0
20190803T07Z,6536.0,3670.0,0,1119.0,0.0
20190803T06Z,7067.0,3667.0,0,1114.0,0.0
20190803T05Z,7897.0,3670.0,0,1141.0,0.0
20190803T04Z,8942.0,3671.0,0,1129.0,0.0
20190803T03Z,10043.0,3667.0,0,1140.0,0.0
20190803T02Z,10967.0,3666.0,0,1321.0,-1.0
20190803T01Z,11617.0,3665.0,0,1540.0,0.0
20190803T00Z,11614.0,3666.0,0,1611.0,34.0
20190802T23Z,11981.0,3662.0,0,1633.0,139.0
20190802T22Z,12239.0,3664.0,0,1702.0,321.0
20190802T21Z,12747.0,3666.0,0,1756.0,423.0
20190802T20Z,13622.0,3664.0,0,1730.0,481.0
20190802T19Z,13797.0,3667.0,0,1753.0,603.0
20190802T18Z,13578.0,3666.0,0,1755.0,669.0
20190802T17Z,13080.0,3667.0,0,1763.0,738.0
20190802T16Z,11978.0,3668.0,0,1758.0,810.0
20190802T15Z,10797.0,3670.0,0,1675.0,672.0
20190802T14Z,9585.0,3666.0,0,1567.0,446.0
20190802T13Z,8533.0,3669.0,0,1493.0,213.0
20190802T12Z,7821.0,3667.0,0,1470.0,46.0
20190802T11Z,7250.0,3665.0,0,1488.0,0.0
20190802T10Z,6525.0,3665.0,0,1480.0,-1.0
20190802T09Z,6240.0,3664.0,0,1482.0,0.0
20190802T08Z,6376.0,3666.0,0,1470.0,0.0
20190802T07Z,6927.0,3666.0,0,1480.0,0.0
20190802T06Z,7482.0,3662.0,0,1482.0,0.0
20190802T05Z,8179.0,3665.0,0,1479.0,0.0
20190802T04Z,9112.0,3665.0,0,1486.0,0.0
20190802T03Z,10126.0,3668.0,0,1508.0,0.0
20190802T02Z,10968.0,3663.0,0,1557.0,0.0
20190802T01Z,11393.0,3665.0,0,1615.0,0.0
20190802T00Z,11348.0,3664.0,0,1666.0,41.0
20190801T23Z,11693.0,3665.0,0,1681.0,109.0
20190801T22Z,12154.0,3666.0,0,1653.0,117.0
20190801T21Z,12493.0,3661.0,0,1676.0,196.0
20190801T20Z,12731.0,3666.0,0,1708.0,251.0
20190801T19Z,12841.0,3663.0,0,1751.0,485.0
20190801T18Z,13149.0,3666.0,0,1781.0,571.0
20190801T17Z,13055.0,3664.0,0,1783.0,573.0
20190801T16Z,12228.0,3664.0,0,1788.0,707.0
20190801T15Z,11264.0,3662.0,0,1726.0,676.0
20190801T14Z,10303.0,3667.0,0,1625.0,483.0
20190801T13Z,9312.0,3662.0,0,1509.0,203.0
20190801T12Z,8529.0,3662.0,0,1483.0,42.0
20190801T11Z,8125.0,3657.0,0,1485.0,1.0
20190801T10Z,7485.0,3658.0,0,1489.0,-1.0
20190801T09Z,7253.0,3657.0,0,1485.0,0.0
20190801T08Z,7343.0,3655.0,0,1480.0,0.0
20190801T07Z,7647.0,3655.0,0,1485.0,0.0
20190801T06Z,8264.0,3655.0,0,1486.0,0.0
20190801T05Z,9208.0,3652.0,0,1482.0,0.0
20190801T04Z,10523.0,3650.0,0,1363.0,0.0
20190801T03Z,11599.0,3652.0,0,1479.0,0.0
20190801T02Z,12696.0,3648.0,0,1584.0,0.0
20190801T01Z,13762.0,3646.0,0,1701.0,0.0
20190801T00Z,14244.0,3647.0,0,1653.0,24.0
20190731T23Z,14973.0,3650.0,0,1606.0,104.0
20190731T22Z,15470.0,3651.0,0,1675.0,208.0
20190731T21Z,16141.0,3648.0,0,1700.0,302.0
20190731T20Z,16506.0,3649.0,0,1720.0,528.0
20190731T19Z,16525.0,3656.0,0,1726.0,836.0
20190731T18Z,16125.0,3657.0,0,1761.0,979.0
20190731T17Z,15200.0,3656.0,0,1780.0,963.0
20190731T16Z,14100.0,3648.0,0,1740.0,963.0
20190731T15Z,12721.0,3660.0,0,1728.0,812.0
20190731T14Z,10995.0,3661.0,0,1675.0,550.0
20190731T13Z,9812.0,3661.0,0,1540.0,217.0
20190731T12Z,8932.0,3658.0,0,1436.0,44.0
20190731T11Z,8531.0,3655.0,0,1352.0,0.0
20190731T10Z,7880.0,3647.0,0,1319.0,-1.0
20190731T09Z,7648.0,3642.0,0,1313.0,0.0
20190731T08Z,7833.0,3641.0,0,1316.0,0.0
20190731T07Z,8349.0,3642.0,0,1317.0,0.0
20190731T06Z,9009.0,3644.0,0,1327.0,0.0
20190731T05Z,9943.0,3643.0,0,1343.0,0.0
20190731T04Z,11297.0,3642.0,0,1366.0,0.0
20190731T03Z,12748.0,3641.0,0,1394.0,0.0
20190731T02Z,14020.0,3644.0,0,1411.0,0.0
20190731T01Z,14885.0,3641.0,0,1437.0,7.0
20190731T00Z,15498.0,3634.0,0,1416.0,111.0
20190730T23Z,15921.0,3639.0,0,1459.0,255.0
20190730T22Z,16490.0,3633.0,0,1465.0,348.0
20190730T21Z,16944.0,3641.0,0,1439.0,553.0
20190730T20Z,16868.0,3645.0,0,1457.0,797.0
20190730T19Z,16464.0,3647.0,0,1473.0,904.0
20190730T18Z,16197.0,3651.0,0,1457.0,959.0
20190730T17Z,15054.0,3649.0,0,1465.0,980.0
20190730T16Z,13693.0,3649.0,0,1454.0,965.0
20190730T15Z,12135.0,3652.0,0,1420.0,834.0
20190730T14Z,10582.0,3653.0,0,1359.0,527.0
