,natural gas,nuclear,petroleum,other,solar
20180925T07Z,9579.0,2617.0,0,428.0,0.0
20180925T06Z,9962.0,2615.0,0,452.0,0.0
20180925T05Z,10766.0,2613.0,0,520.0,0.0
20180925T04Z,11926.0,2612.0,0,563.0,0.0
20180925T03Z,13455.0,2609.0,0,655.0,0.0
20180925T02Z,14943.0,2610.0,0,638.0,0.0
20180925T01Z,16184.0,2607.0,0,676.0,9.0
20180925T00Z,16871.0,2608.0,0,709.0,33.0
20180924T23Z,17435.0,2609.0,0,709.0,85.0
20180924T22Z,17880.0,2609.0,0,710.0,235.0
20180924T21Z,17970.0,2609.0,0,708.0,434.0
20180924T20Z,17868.0,2613.0,0,710.0,532.0
20180924T19Z,17540.0,2615.0,0,711.0,612.0
20180924T18Z,16995.0,2616.0,0,711.0,711.0
20180924T17Z,16262.0,2621.0,0,720.0,671.0
20180924T16Z,15491.0,2620.0,0,691.0,661.0
20180924T15Z,14260.0,2616.0,0,661.0,582.0
20180924T14Z,10016.0,2621.0,0,616.0,407.0
20180924T13Z,11681.0,2622.0,0,581.0,167.0
20180924T12Z,10681.0,2622.0,0,538.0,14.0
20180924T11Z,10394.0,2620.0,0,508.0,0.0
20180924T10Z,9541.0,2615.0,0,473.0,0.0
20180924T09Z,9048.0,2616.0,0,418.0,0.0
20180924T08Z,9083.0,2608.0,0,383.0,0.0
20180924T07Z,9422.0,2610.0,0,402.0,0.0
20180924T06Z,9810.0,2606.0,0,423.0,0.0
20180924T05Z,10535.0,2613.0,0,471.0,0.0
20180924T04Z,11654.0,2617.0,0,545.0,0.0
20180924T03Z,13182.0,2615.0,0,626.0,0.0
20180924T02Z,14663.0,2612.0,0,686.0,0.0
20180924T01Z,15794.0,2610.0,0,698.0,0.0
20180924T00Z,16407.0,2609.0,0,696.0,4.0
20180923T23Z,16809.0,2607.0,0,694.0,128.0
20180923T22Z,17482.0,2611.0,0,708.0,376.0
20180923T21Z,17706.0,2610.0,0,691.0,476.0
20180923T20Z,17466.0,2614.0,0,693.0,600.0
20180923T19Z,17123.0,2616.0,0,692.0,694.0
20180923T18Z,16624.0,2617.0,0,700.0,704.0
20180923T17Z,15860.0,2619.0,0,698.0,650.0
20180923T16Z,14772.0,2624.0,0,696.0,602.0
20180923T15Z,13464.0,2625.0,0,675.0,528.0
20180923T14Z,12107.0,2627.0,0,642.0,349.0
20180923T13Z,10199.0,2626.0,0,593.0,160.0
20180923T12Z,8657.0,2628.0,0,497.0,37.0
20180923T11Z,8385.0,2624.0,0,418.0,0.0
20180923T10Z,8275.0,2624.0,0,397.0,0.0
20180923T09Z,8365.0,2626.0,0,378.0,0.0
20180923T08Z,8632.0,2622.0,0,385.0,0.0
20180923T07Z,9122.0,2623.0,0,387.0,0.0
20180923T06Z,9587.0,2624.0,0,422.0,0.0
20180923T05Z,10205.0,2622.0,0,479.0,0.0
20180923T04Z,11332.0,2619.0,0,515.0,0.0
20180923T03Z,12580.0,2619.0,0,612.0,0.0
20180923T02Z,13726.0,2615.0,0,649.0,0.0
20180923T01Z,14528.0,2615.0,0,686.0,0.0
20180923T00Z,15036.0,2613.0,0,706.0,2.0
20180922T23Z,15652.0,2613.0,0,700.0,73.0
20180922T22Z,16559.0,2612.0,0,693.0,236.0
20180922T21Z,17095.0,2614.0,0,692.0,386.0
20180922T20Z,17102.0,2613.0,0,695.0,644.0
20180922T19Z,16936.0,2619.0,0,691.0,667.0
20180922T18Z,16575.0,2621.0,0,695.0,639.0
20180922T17Z,15791.0,2622.0,0,696.0,582.0
20180922T16Z,14561.0,2626.0,0,692.0,711.0
20180922T15Z,13389.0,2629.0,0,659.0,596.0
20180922T14Z,12008.0,2629.0,0,580.0,407.0
20180922T13Z,10548.0,2626.0,0,558.0,154.0
20180922T12Z,9249.0,2629.0,0,510.0,31.0
20180922T11Z,8777.0,2629.0,0,433.0,0.0
20180922T10Z,8571.0,2626.0,0,411.0,0.0
20180922T09Z,8567.0,2626.0,0,403.0,0.0
20180922T08Z,8782.0,2625.0,0,415.0,0.0
20180922T07Z,9182.0,2622.0,0,430.0,0.0
20180922T06Z,9843.0,2621.0,0,429.0,0.0
20180922T05Z,10860.0,2620.0,0,472.0,0.0
20180922T04Z,11846.0,2617.0,0,579.0,0.0
20180922T03Z,12724.0,2615.0,0,598.0,0.0
20180922T02Z,13780.0,2612.0,0,612.0,0.0
20180922T01Z,14675.0,2607.0,0,624.0,0.0
20180922T00Z,15148.0,2613.0,0,679.0,6.0
20180921T23Z,15674.0,2611.0,0,685.0,91.0
20180921T22Z,16456.0,2611.0,0,678.0,212.0
20180921T21Z,17245.0,2613.0,0,684.0,408.0
20180921T20Z,17580.0,2614.0,0,677.0,645.0
20180921T19Z,17714.0,2617.0,0,690.0,544.0
20180921T18Z,17133.0,2620.0,0,685.0,658.0
20180921T17Z,16239.0,2619.0,0,697.0,678.0
20180921T16Z,15154.0,2624.0,0,694.0,627.0
20180921T15Z,14057.0,2623.0,0,670.0,578.0
20180921T14Z,12693.0,2620.0,0,642.0,406.0
20180921T13Z,11103.0,2621.0,0,601.0,142.0
20180921T12Z,10210.0,2620.0,0,564.0,11.0
20180921T11Z,9910.0,2624.0,0,553.0,0.0
20180921T10Z,9045.0,2625.0,0,549.0,0.0
20180921T09Z,8704.0,2624.0,0,497.0,0.0
20180921T08Z,8926.0,2624.0,0,462.0,0.0
20180921T07Z,9337.0,2622.0,0,463.0,-1.0
20180921T06Z,10021.0,2621.0,0,468.0,0.0
20180921T05Z,10931.0,2621.0,0,529.0,0.0
20180921T04Z,12101.0,2617.0,0,591.0,0.0
20180921T03Z,13427.0,2621.0,0,645.0,0.0
20180921T02Z,14992.0,2613.0,0,669.0,0.0
20180921T01Z,16189.0,2612.0,0,699.0,0.0
20180921T00Z,16777.0,2615.0,0,696.0,2.0
20180920T23Z,17136.0,2615.0,0,831.0,120.0
20180920T22Z,17818.0,2617.0,0,963.0,353.0
20180920T21Z,17888.0,2616.0,0,1002.0,604.0
20180920T20Z,17832.0,2619.0,0,1003.0,702.0
20180920T19Z,17796.0,2619.0,0,962.0,750.0
20180920T18Z,17573.0,2622.0,0,813.0,704.0
20180920T17Z,16651.0,2625.0,0,697.0,726.0
20180920T16Z,15619.0,2625.0,0,697.0,765.0
20180920T15Z,14214.0,2624.0,0,696.0,638.0
20180920T14Z,12605.0,2628.0,0,629.0,428.0
20180920T13Z,11011.0,2629.0,0,604.0,166.0
20180920T12Z,10085.0,2623.0,0,592.0,13.0
20180920T11Z,9865.0,2622.0,0,591.0,0.0
20180920T10Z,8902.0,2619.0,0,566.0,0.0
20180920T09Z,8503.0,2624.0,0,488.0,0.0
20180920T08Z,8691.0,2624.0,0,430.0,0.0
20180920T07Z,9056.0,2622.0,0,440.0,0.0
20180920T06Z,9789.0,2619.0,0,492.0,0.0
20180920T05Z,10755.0,2619.0,0,558.0,0.0
20180920T04Z,11993.0,2616.0,0,616.0,0.0
20180920T03Z,13462.0,2615.0,0,635.0,0.0
20180920T02Z,15151.0,2617.0,0,654.0,0.0
20180920T01Z,16456.0,2615.0,0,696.0,0.0
20180920T00Z,17065.0,2615.0,0,717.0,6.0
20180919T23Z,17700.0,2609.0,0,886.0,96.0
20180919T22Z,18263.0,2612.0,0,973.0,251.0
20180919T21Z,18390.0,2609.0,0,989.0,516.0
20180919T20Z,18473.0,2610.0,0,1002.0,573.0
20180919T19Z,18383.0,2615.0,0,968.0,724.0
20180919T18Z,17955.0,2615.0,0,841.0,730.0
20180919T17Z,16992.0,2619.0,0,771.0,769.0
20180919T16Z,15826.0,2618.0,0,705.0,748.0
20180919T15Z,14292.0,2617.0,0,700.0,634.0
20180919T14Z,12700.0,2620.0,0,686.0,431.0
20180919T13Z,11274.0,2621.0,0,655.0,174.0
20180919T12Z,10113.0,2621.0,0,582.0,15.0
20180919T11Z,9843.0,2619.0,0,561.0,0.0
20180919T10Z,9157.0,2618.0,0,530.0,0.0
20180919T09Z,8845.0,2623.0,0,460.0,0.0
20180919T08Z,9114.0,2621.0,0,446.0,0.0
20180919T07Z,9608.0,2617.0,0,449.0,0.0
20180919T06Z,10249.0,2615.0,0,472.0,0.0
20180919T05Z,11105.0,2620.0,0,540.0,0.0
20180919T04Z,12412.0,2619.0,0,641.0,0.0
20180919T03Z,13820.0,2613.0,0,681.0,0.0
20180919T02Z,15467.0,2612.0,0,702.0,0.0
20180919T01Z,16825.0,2609.0,0,707.0,0.0
20180919T00Z,17410.0,2610.0,0,825.0,5.0
20180918T23Z,18232.0,2609.0,0,979.0,170.0
20180918T22Z,18702.0,2611.0,0,999.0,461.0
20180918T21Z,19003.0,2610.0,0,1001.0,630.0
20180918T20Z,18909.0,2613.0,0,995.0,639.0
20180918T19Z,18658.0,2615.0,0,993.0,626.0
20180918T18Z,17995.0,2618.0,0,957.0,714.0
20180918T17Z,17072.0,2619.0,0,818.0,749.0
20180918T16Z,15957.0,2616.0,0,701.0,743.0
20180918T15Z,14582.0,2617.0,0,704.0,629.0
20180918T14Z,13103.0,2616.0,0,667.0,418.0
20180918T13Z,11576.0,2620.0,0,646.0,167.0
20180918T12Z,10650.0,2620.0,0,602.0,15.0
20180918T11Z,10480.0,2622.0,0,621.0,0.0
20180918T10Z,9546.0,2625.0,0,594.0,0.0
20180918T09Z,9114.0,2623.0,0,534.0,0.0
20180918T08Z,9252.0,2626.0,0,453.0,0.0
20180918T07Z,9790.0,2620.0,0,457.0,0.0
20180918T06Z,10534.0,2621.0,0,478.0,0.0
20180918T05Z,7390.0,2621.0,0,525.0,0.0
20180918T04Z,12705.0,2617.0,0,632.0,0.0
20180918T03Z,14155.0,2615.0,0,660.0,0.0
20180918T02Z,15942.0,2615.0,0,682.0,0.0
20180918T01Z,17432.0,2611.0,0,685.0,0.0
20180918T00Z,18146.0,2612.0,0,688.0,7.0
20180917T23Z,18802.0,2616.0,0,816.0,114.0
20180917T22Z,19440.0,2611.0,0,848.0,329.0
20180917T21Z,19421.0,2610.0,0,849.0,582.0
20180917T20Z,19299.0,2610.0,0,852.0,673.0
20180917T19Z,18890.0,2619.0,0,843.0,709.0
20180917T18Z,18319.0,2621.0,0,793.0,739.0
20180917T17Z,17516.0,2618.0,0,703.0,700.0
20180917T16Z,16310.0,2624.0,0,701.0,713.0
20180917T15Z,15132.0,2626.0,0,674.0,626.0
20180917T14Z,13680.0,2623.0,0,626.0,401.0
20180917T13Z,12069.0,2620.0,0,639.0,163.0
20180917T12Z,11137.0,2620.0,0,640.0,18.0
20180917T11Z,11057.0,2617.0,0,611.0,0.0
20180917T10Z,10161.0,2615.0,0,574.0,0.0
20180917T09Z,9707.0,2614.0,0,514.0,0.0
20180917T08Z,9817.0,2615.0,0,486.0,0.0
20180917T07Z,10176.0,2611.0,0,491.0,0.0
20180917T06Z,10816.0,2609.0,0,519.0,0.0
20180917T05Z,11812.0,2604.0,0,564.0,0.0
20180917T04Z,13149.0,2610.0,0,631.0,0.0
20180917T03Z,14457.0,2612.0,0,662.0,0.0
20180917T02Z,15812.0,2612.0,0,693.0,0.0
20180917T01Z,17025.0,2604.0,0,701.0,0.0
20180917T00Z,17273.0,2605.0,0,694.0,13.0
20180916T23Z,17979.0,2610.0,0,771.0,172.0
20180916T22Z,18564.0,2609.0,0,851.0,421.0
20180916T21Z,18789.0,2612.0,0,844.0,536.0
20180916T20Z,18568.0,2617.0,0,844.0,674.0
20180916T19Z,18248.0,2619.0,0,846.0,665.0
20180916T18Z,17871.0,2623.0,0,830.0,650.0
20180916T17Z,16896.0,2624.0,0,702.0,704.0
20180916T16Z,15826.0,2625.0,0,690.0,746.0
20180916T15Z,14541.0,2627.0,0,679.0,615.0
20180916T14Z,12785.0,2626.0,0,654.0,431.0
20180916T13Z,10816.0,2628.0,0,641.0,169.0
20180916T12Z,9299.0,2627.0,0,610.0,35.0
20180916T11Z,9093.0,2622.0,0,529.0,0.0
20180916T10Z,8984.0,2625.0,0,511.0,0.0
20180916T09Z,9099.0,2619.0,0,498.0,0.0
20180916T08Z,9362.0,2622.0,0,500.0,0.0
20180916T07Z,9814.0,2619.0,0,523.0,0.0
20180916T06Z,10479.0,2621.0,0,548.0,0.0
20180916T05Z,11442.0,2617.0,0,586.0,0.0
20180916T04Z,12604.0,2615.0,0,631.0,0.0
20180916T03Z,13889.0,2612.0,0,629.0,0.0
20180916T02Z,14967.0,2612.0,0,641.0,0.0
20180916T01Z,15848.0,2606.0,0,683.0,0.0
20180916T00Z,16446.0,2610.0,0,686.0,10.0
20180915T23Z,17088.0,2609.0,0,752.0,224.0
20180915T22Z,17776.0,2610.0,0,856.0,427.0
20180915T21Z,18015.0,2611.0,0,859.0,671.0
20180915T20Z,18419.0,2612.0,0,857.0,665.0
20180915T19Z,18323.0,2615.0,0,859.0,690.0
20180915T18Z,17789.0,2617.0,0,840.0,762.0
20180915T17Z,16873.0,2619.0,0,719.0,785.0
20180915T16Z,15745.0,2620.0,0,724.0,739.0
20180915T15Z,14452.0,2621.0,0,719.0,605.0
20180915T14Z,12911.0,2623.0,0,686.0,425.0
20180915T13Z,11077.0,2622.0,0,674.0,180.0
20180915T12Z,9490.0,2621.0,0,637.0,37.0
20180915T11Z,9107.0,2623.0,0,556.0,0.0
20180915T10Z,8880.0,2621.0,0,530.0,0.0
20180915T09Z,8885.0,2620.0,0,521.0,0.0
20180915T08Z,9124.0,2621.0,0,528.0,0.0
20180915T07Z,9544.0,2619.0,0,549.0,0.0
20180915T06Z,10302.0,2617.0,0,586.0,0.0
20180915T05Z,11056.0,2613.0,0,607.0,0.0
20180915T04Z,12070.0,2613.0,0,583.0,0.0
20180915T03Z,13229.0,2611.0,0,668.0,0.0
20180915T02Z,14563.0,2606.0,0,694.0,0.0
20180915T01Z,15808.0,2609.0,0,699.0,0.0
20180915T00Z,16183.0,2609.0,0,726.0,11.0
20180914T23Z,16825.0,2608.0,0,818.0,120.0
20180914T22Z,17673.0,2610.0,0,841.0,275.0
20180914T21Z,17848.0,2613.0,0,839.0,515.0
20180914T20Z,17454.0,2613.0,0,840.0,661.0
20180914T19Z,17167.0,2617.0,0,846.0,712.0
20180914T18Z,17197.0,2619.0,0,836.0,694.0
20180914T17Z,16595.0,2620.0,0,692.0,708.0
20180914T16Z,15692.0,2624.0,0,691.0,645.0
20180914T15Z,14310.0,2623.0,0,700.0,591.0
20180914T14Z,12629.0,2626.0,0,646.0,398.0
20180914T13Z,11127.0,2623.0,0,594.0,170.0
20180914T12Z,10332.0,2623.0,0,544.0,42.0
20180914T11Z,9889.0,2623.0,0,495.0,22.0
20180914T10Z,8934.0,2618.0,0,512.0,22.0
20180914T09Z,8602.0,2617.0,0,464.0,0.0
20180914T08Z,8702.0,2624.0,0,437.0,0.0
20180914T07Z,9163.0,2624.0,0,442.0,0.0
20180914T06Z,9832.0,2615.0,0,470.0,0.0
20180914T05Z,10685.0,2614.0,0,521.0,0.0
20180914T04Z,11926.0,2612.0,0,586.0,0.0
20180914T03Z,13355.0,2612.0,0,670.0,-1.0
20180914T02Z,15046.0,2609.0,0,702.0,0.0
20180914T01Z,16419.0,2609.0,0,700.0,0.0
20180914T00Z,16963.0,2607.0,0,701.0,11.0
20180913T23Z,17441.0,2611.0,0,701.0,128.0
20180913T22Z,18117.0,2609.0,0,698.0,273.0
20180913T21Z,18348.0,2612.0,0,700.0,440.0
20180913T20Z,18248.0,2610.0,0,703.0,513.0
20180913T19Z,17833.0,2616.0,0,703.0,605.0
20180913T18Z,17391.0,2618.0,0,698.0,672.0
20180913T17Z,16516.0,2618.0,0,703.0,634.0
20180913T16Z,15619.0,2622.0,0,702.0,624.0
20180913T15Z,14280.0,2624.0,0,676.0,632.0
20180913T14Z,13051.0,2624.0,0,639.0,392.0
20180913T13Z,11806.0,2624.0,0,633.0,185.0
20180913T12Z,11014.0,2625.0,0,595.0,38.0
20180913T11Z,10664.0,2622.0,0,568.0,10.0
20180913T10Z,9693.0,2625.0,0,530.0,4.0
20180913T09Z,9215.0,2619.0,0,473.0,0.0
20180913T08Z,9270.0,2621.0,0,446.0,0.0
20180913T07Z,9705.0,2621.0,0,450.0,0.0
20180913T06Z,10253.0,2620.0,0,477.0,0.0
20180913T05Z,11040.0,2617.0,0,521.0,0.0
20180913T04Z,12115.0,2616.0,0,594.0,0.0
20180913T03Z,13664.0,2612.0,0,672.0,0.0
20180913T02Z,15528.0,2612.0,0,699.0,0.0
20180913T01Z,16866.0,2610.0,0,701.0,22.0
20180913T00Z,17461.0,2612.0,0,703.0,32.0
20180912T23Z,18056.0,2614.0,0,703.0,148.0
20180912T22Z,18166.0,2613.0,0,708.0,417.0
20180912T21Z,18293.0,2613.0,0,709.0,641.0
20180912T20Z,18202.0,2611.0,0,701.0,743.0
20180912T19Z,17800.0,2622.0,0,706.0,743.0
20180912T18Z,16998.0,2625.0,0,703.0,692.0
20180912T17Z,15957.0,2626.0,0,702.0,717.0
20180912T16Z,15238.0,2628.0,0,704.0,620.0
20180912T15Z,14257.0,2629.0,0,697.0,549.0
20180912T14Z,12783.0,2628.0,0,661.0,355.0
20180912T13Z,11574.0,2631.0,0,639.0,142.0
20180912T12Z,10791.0,2630.0,0,567.0,39.0
20180912T11Z,10370.0,2632.0,0,546.0,0.0
20180912T10Z,9329.0,2632.0,0,534.0,0.0
20180912T09Z,8867.0,2632.0,0,475.0,0.0
20180912T08Z,8921.0,2635.0,0,441.0,0.0
20180912T07Z,9265.0,2631.0,0,455.0,0.0
20180912T06Z,9907.0,2631.0,0,481.0,0.0
20180912T05Z,10841.0,2631.0,0,532.0,0.0
20180912T04Z,11790.0,2629.0,0,493.0,0.0
20180912T03Z,13272.0,2629.0,0,690.0,0.0
20180912T02Z,14956.0,2628.0,0,705.0,0.0
20180912T01Z,16362.0,2629.0,0,706.0,0.0
20180912T00Z,16979.0,2628.0,0,707.0,11.0
20180911T23Z,17378.0,2628.0,0,707.0,129.0
20180911T22Z,17991.0,2626.0,0,708.0,306.0
20180911T21Z,18118.0,2624.0,0,707.0,434.0
20180911T20Z,17936.0,2621.0,0,707.0,569.0
20180911T19Z,17476.0,2633.0,0,706.0,655.0
20180911T18Z,16388.0,2632.0,0,709.0,690.0
20180911T17Z,15548.0,2637.0,0,707.0,667.0
20180911T16Z,14581.0,2639.0,0,703.0,660.0
20180911T15Z,13328.0,2636.0,0,655.0,560.0
20180911T14Z,12192.0,2639.0,0,633.0,264.0
20180911T13Z,11055.0,2635.0,0,578.0,134.0
20180911T12Z,10304.0,2638.0,0,548.0,36.0
20180911T11Z,9912.0,2638.0,0,510.0,22.0
20180911T10Z,8875.0,2636.0,0,478.0,22.0
20180911T09Z,8375.0,2636.0,0,409.0,0.0
20180911T08Z,8420.0,2636.0,0,390.0,0.0
20180911T07Z,8772.0,2634.0,0,396.0,0.0
20180911T06Z,9262.0,2634.0,0,410.0,0.0
20180911T05Z,10160.0,2632.0,0,446.0,0.0
20180911T04Z,11378.0,2630.0,0,484.0,0.0
20180911T03Z,12797.0,2630.0,0,569.0,0.0
20180911T02Z,14090.0,2626.0,0,604.0,0.0
20180911T01Z,15289.0,2627.0,0,640.0,0.0
20180911T00Z,15815.0,2625.0,0,669.0,10.0
20180910T23Z,16311.0,2627.0,0,706.0,68.0
20180910T22Z,16933.0,2627.0,0,703.0,124.0
20180910T21Z,17362.0,2629.0,0,702.0,249.0
20180910T20Z,17128.0,2627.0,0,708.0,483.0
20180910T19Z,16905.0,2633.0,0,707.0,638.0
20180910T18Z,16625.0,2635.0,0,704.0,661.0
20180910T17Z,16105.0,2637.0,0,706.0,733.0
20180910T16Z,15293.0,2636.0,0,696.0,689.0
20180910T15Z,14059.0,2633.0,0,645.0,591.0
20180910T14Z,12573.0,2637.0,0,635.0,429.0
20180910T13Z,11041.0,2640.0,0,587.0,173.0
20180910T12Z,9809.0,2639.0,0,514.0,20.0
20180910T11Z,9321.0,2639.0,0,485.0,0.0
20180910T10Z,8478.0,2630.0,0,461.0,22.0
20180910T09Z,7992.0,2630.0,0,407.0,0.0
20180910T08Z,8022.0,2632.0,0,399.0,0.0
20180910T07Z,8371.0,2627.0,0,404.0,-1.0
20180910T06Z,8959.0,2637.0,0,407.0,0.0
20180910T05Z,9786.0,2637.0,0,435.0,0.0
20180910T04Z,11026.0,2638.0,0,456.0,0.0
20180910T03Z,12457.0,2639.0,0,567.0,0.0
20180910T02Z,13821.0,2633.0,0,637.0,0.0
20180910T01Z,14654.0,2635.0,0,691.0,0.0
20180910T00Z,15154.0,2632.0,0,706.0,10.0
20180909T23Z,15806.0,2629.0,0,698.0,88.0
20180909T22Z,16379.0,2624.0,0,706.0,305.0
20180909T21Z,16412.0,2626.0,0,703.0,481.0
20180909T20Z,16056.0,2626.0,0,702.0,568.0
20180909T19Z,16027.0,2633.0,0,713.0,708.0
20180909T18Z,15937.0,2634.0,0,704.0,674.0
20180909T17Z,15389.0,2637.0,0,707.0,690.0
20180909T16Z,14268.0,2634.0,0,704.0,696.0
20180909T15Z,12769.0,2635.0,0,680.0,612.0
20180909T14Z,11214.0,2640.0,0,624.0,427.0
20180909T13Z,9427.0,2639.0,0,561.0,169.0
20180909T12Z,7841.0,2635.0,0,456.0,17.0
20180909T11Z,7472.0,2639.0,0,388.0,0.0
20180909T10Z,7320.0,2641.0,0,383.0,0.0
20180909T09Z,7365.0,2636.0,0,383.0,0.0
20180909T08Z,7598.0,2639.0,0,385.0,0.0
20180909T07Z,7995.0,2635.0,0,381.0,0.0
20180909T06Z,8643.0,2633.0,0,386.0,0.0
20180909T05Z,9499.0,2632.0,0,424.0,0.0
20180909T04Z,10537.0,2633.0,0,473.0,0.0
20180909T03Z,11716.0,2633.0,0,534.0,0.0
20180909T02Z,12859.0,2630.0,0,600.0,0.0
20180909T01Z,13707.0,2627.0,0,627.0,0.0
20180909T00Z,14146.0,2629.0,0,669.0,10.0
20180908T23Z,14742.0,2627.0,0,678.0,97.0
20180908T22Z,15329.0,2625.0,0,699.0,184.0
20180908T21Z,15209.0,2629.0,0,698.0,271.0
20180908T20Z,15193.0,2626.0,0,701.0,433.0
20180908T19Z,15107.0,2629.0,0,699.0,493.0
20180908T18Z,14975.0,2630.0,0,701.0,634.0
20180908T17Z,14746.0,2631.0,0,702.0,683.0
20180908T16Z,14065.0,2638.0,0,702.0,640.0
20180908T15Z,12767.0,2635.0,0,673.0,558.0
20180908T14Z,11261.0,2635.0,0,640.0,421.0
20180908T13Z,9543.0,2638.0,0,593.0,164.0
20180908T12Z,8137.0,2640.0,0,487.0,12.0
20180908T11Z,7841.0,2639.0,0,434.0,0.0
20180908T10Z,7497.0,2638.0,0,397.0,0.0
20180908T09Z,7427.0,2631.0,0,406.0,0.0
20180908T08Z,7627.0,2636.0,0,411.0,0.0
20180908T07Z,8148.0,2635.0,0,406.0,0.0
20180908T06Z,8715.0,2632.0,0,416.0,0.0
20180908T05Z,9486.0,2632.0,0,437.0,0.0
20180908T04Z,10067.0,1786.0,0,340.0,22.0
20180908T03Z,10950.0,1786.0,0,492.0,0.0
20180908T02Z,12723.0,2626.0,0,581.0,0.0
20180908T01Z,13638.0,2626.0,0,609.0,0.0
20180908T00Z,14032.0,2622.0,0,679.0,9.0
20180907T23Z,14668.0,2622.0,0,685.0,93.0
20180907T22Z,15503.0,2625.0,0,697.0,257.0
20180907T21Z,15850.0,2622.0,0,698.0,484.0
20180907T20Z,15942.0,2612.0,0,712.0,557.0
20180907T19Z,15517.0,2627.0,0,714.0,689.0
20180907T18Z,15044.0,2633.0,0,724.0,741.0
20180907T17Z,14060.0,2632.0,0,715.0,703.0
20180907T16Z,13190.0,2635.0,0,721.0,660.0
20180907T15Z,12471.0,2636.0,0,712.0,561.0
20180907T14Z,11669.0,2635.0,0,680.0,423.0
20180907T13Z,10707.0,2638.0,0,580.0,168.0
20180907T12Z,9990.0,2635.0,0,501.0,17.0
20180907T11Z,9607.0,2634.0,0,457.0,0.0
20180907T10Z,8564.0,2636.0,0,435.0,0.0
20180907T09Z,8072.0,2633.0,0,384.0,0.0
20180907T08Z,8178.0,2632.0,0,363.0,0.0
20180907T07Z,8646.0,2629.0,0,362.0,0.0
20180907T06Z,9213.0,2630.0,0,354.0,0.0
20180907T05Z,9871.0,2632.0,0,339.0,0.0
20180907T04Z,10826.0,2628.0,0,521.0,0.0
20180907T03Z,12357.0,2628.0,0,377.0,0.0
20180907T02Z,13958.0,2628.0,0,446.0,0.0
20180907T01Z,15097.0,2624.0,0,548.0,0.0
20180907T00Z,15783.0,2626.0,0,533.0,12.0
20180906T23Z,16454.0,2626.0,0,533.0,135.0
20180906T22Z,16963.0,2625.0,0,546.0,282.0
20180906T21Z,17107.0,2627.0,0,690.0,398.0
20180906T20Z,17182.0,2626.0,0,703.0,416.0
20180906T19Z,17124.0,2633.0,0,692.0,459.0
20180906T18Z,16502.0,2634.0,0,665.0,570.0
20180906T17Z,15898.0,2635.0,0,509.0,661.0
20180906T16Z,15198.0,2635.0,0,398.0,686.0
20180906T15Z,14093.0,2638.0,0,449.0,583.0
20180906T14Z,12834.0,2641.0,0,508.0,409.0
20180906T13Z,11593.0,2641.0,0,529.0,166.0
20180906T12Z,10677.0,2642.0,0,517.0,15.0
20180906T11Z,10284.0,2642.0,0,514.0,-1.0
20180906T10Z,9292.0,2641.0,0,496.0,0.0
20180906T09Z,8795.0,2640.0,0,436.0,0.0
20180906T08Z,8869.0,2639.0,0,416.0,0.0
20180906T07Z,9294.0,2638.0,0,412.0,0.0
20180906T06Z,9868.0,2639.0,0,408.0,0.0
20180906T05Z,10607.0,2639.0,0,455.0,0.0
20180906T04Z,11794.0,2636.0,0,517.0,0.0
20180906T03Z,13519.0,2633.0,0,629.0,0.0
20180906T02Z,15143.0,2634.0,0,634.0,0.0
20180906T01Z,16351.0,2633.0,0,670.0,0.0
20180906T00Z,16638.0,2634.0,0,706.0,7.0
20180905T23Z,17574.0,2634.0,0,701.0,148.0
20180905T22Z,18300.0,2636.0,0,702.0,349.0
20180905T21Z,18297.0,2626.0,0,696.0,526.0
20180905T20Z,17973.0,2630.0,0,702.0,712.0
20180905T19Z,17533.0,2642.0,0,699.0,763.0
20180905T18Z,17011.0,2645.0,0,703.0,730.0
20180905T17Z,16360.0,2647.0,0,704.0,700.0
20180905T16Z,15487.0,2651.0,0,700.0,676.0
20180905T15Z,14167.0,2652.0,0,680.0,566.0
20180905T14Z,12711.0,2653.0,0,651.0,388.0
20180905T13Z,11339.0,2653.0,0,640.0,158.0
20180905T12Z,10536.0,2654.0,0,568.0,26.0
20180905T11Z,10097.0,2653.0,0,544.0,0.0
20180905T10Z,9157.0,2651.0,0,516.0,0.0
20180905T09Z,8603.0,2650.0,0,458.0,0.0
20180905T08Z,8601.0,2650.0,0,423.0,0.0
20180905T07Z,8954.0,2651.0,0,436.0,0.0
20180905T06Z,9527.0,2650.0,0,436.0,0.0
20180905T05Z,10225.0,2646.0,0,474.0,0.0
20180905T04Z,11065.0,2648.0,0,429.0,0.0
20180905T03Z,12701.0,2650.0,0,596.0,0.0
20180905T02Z,14265.0,2646.0,0,618.0,0.0
20180905T01Z,15431.0,2648.0,0,668.0,0.0
20180905T00Z,15884.0,2648.0,0,701.0,11.0
20180904T23Z,16226.0,2646.0,0,677.0,149.0
20180904T22Z,16689.0,2648.0,0,674.0,363.0
20180904T21Z,16985.0,2649.0,0,689.0,531.0
20180904T20Z,16957.0,2651.0,0,702.0,545.0
20180904T19Z,16497.0,2655.0,0,713.0,616.0
20180904T18Z,15780.0,2654.0,0,720.0,692.0
20180904T17Z,15091.0,2658.0,0,703.0,684.0
20180904T16Z,14326.0,2657.0,0,695.0,643.0
20180904T15Z,13373.0,2658.0,0,695.0,553.0
20180904T14Z,12129.0,2656.0,0,659.0,420.0
