,coal,natural gas,petroleum,other,hydro,wind
20191213T15-08,644,1331.0,0,24,383,150.0
20191213T14-08,644,1330.0,0,24,395,141.0
20191213T13-08,644,1329.0,0,23,331,90.0
20191213T12-08,645,1331.0,0,22,311,54.0
20191213T11-08,649,1329.0,0,25,379,78.0
20191213T10-08,645,1312.0,0,23,381,74.0
20191213T09-08,644,1239.0,0,24,361,54.0
20191213T08-08,645,1308.0,0,24,415,80.0
20191213T07-08,643,1275.0,0,23,363,179.0
20191213T06-08,643,1254.0,0,23,429,282.0
20191213T05-08,646,1220.0,0,23,410,311.0
20191213T04-08,644,1143.0,0,24,406,328.0
20191213T03-08,644,1127.0,0,24,382,321.0
20191213T02-08,645,1122.0,0,24,379,329.0
20191213T01-08,644,1131.0,0,24,396,332.0
20191213T00-08,642,1214.0,0,23,401,337.0
20191212T23-08,644,1256.0,0,24,435,345.0
20191212T22-08,644,1242.0,0,24,394,346.0
20191212T21-08,646,1325.0,0,23,402,346.0
20191212T20-08,646,1353.0,0,25,403,327.0
20191212T19-08,643,1351.0,0,23,396,297.0
20191212T18-08,646,1351.0,0,22,396,204.0
20191212T17-08,644,1348.0,0,24,395,164.0
20191212T16-08,646,1375.0,0,24,366,196.0
20191212T15-08,644,1349.0,0,23,370,99.0
20191212T14-08,645,1381.0,0,24,369,125.0
20191212T13-08,637,1376.0,0,24,390,66.0
20191212T12-08,636,1324.0,0,24,315,49.0
20191212T11-08,644,1299.0,0,24,311,131.0
20191212T10-08,646,1293.0,0,22,318,227.0
20191212T09-08,643,1293.0,0,24,327,282.0
20191212T08-08,641,1294.0,0,23,427,286.0
20191212T07-08,639,1328.0,0,22,386,255.0
20191212T06-08,641,1323.0,0,21,352,249.0
20191212T05-08,640,1323.0,0,23,312,229.0
20191212T04-08,640,1308.0,0,23,356,148.0
20191212T03-08,642,1301.0,0,24,400,122.0
20191212T02-08,644,1365.0,0,23,414,103.0
20191212T01-08,640,1376.0,0,23,446,35.0
20191212T00-08,644,1384.0,0,24,458,20.0
20191211T23-08,641,1450.0,0,22,470,2.0
20191211T22-08,578,1422.0,0,24,470,1.0
20191211T21-08,578,1452.0,0,22,476,1.0
20191211T20-08,566,1462.0,0,22,477,1.0
20191211T19-08,545,1447.0,0,23,438,1.0
20191211T18-08,552,1461.0,0,21,431,1.0
20191211T17-08,616,1446.0,0,25,398,1.0
20191211T16-08,629,1379.0,0,23,393,1.0
20191211T15-08,647,1375.0,0,24,385,1.0
20191211T14-08,642,1357.0,0,25,380,0.0
20191211T13-08,644,1379.0,0,23,358,1.0
20191211T12-08,614,1389.0,0,25,370,1.0
20191211T11-08,620,1395.0,0,24,325,0.0
20191211T10-08,621,1447.0,0,24,319,0.0
20191211T09-08,618,1482.0,0,25,360,34.0
20191211T08-08,612,1505.0,0,23,378,31.0
20191211T07-08,612,1483.0,0,25,390,33.0
20191211T06-08,612,1463.0,0,23,392,34.0
20191211T05-08,612,1378.0,0,23,420,1.0
20191211T04-08,611,1371.0,0,25,414,9.0
20191211T03-08,612,1371.0,0,26,367,6.0
20191211T02-08,614,1371.0,0,24,362,2.0
20191211T01-08,611,1372.0,0,25,371,8.0
20191211T00-08,612,1364.0,0,24,307,3.0
20191210T23-08,606,1420.0,0,25,400,11.0
20191210T22-08,576,1420.0,0,23,448,3.0
20191210T21-08,585,1474.0,0,25,413,4.0
20191210T20-08,562,1541.0,0,24,425,7.0
20191210T19-08,560,1545.0,0,23,462,1.0
20191210T18-08,547,1548.0,0,24,466,1.0
20191210T17-08,516,1539.0,0,24,454,1.0
20191210T16-08,511,1544.0,0,25,367,1.0
20191210T15-08,458,1557.0,0,26,369,1.0
20191210T14-08,451,1525.0,0,25,363,1.0
20191210T13-08,451,1549.0,0,25,319,1.0
20191210T12-08,450,1499.0,0,23,314,1.0
20191210T11-08,451,1564.0,0,25,338,1.0
20191210T10-08,452,1574.0,0,23,397,1.0
20191210T09-08,453,1552.0,0,25,382,0.0
20191210T08-08,450,1580.0,0,25,377,0.0
20191210T07-08,451,1530.0,0,23,365,0.0
20191210T06-08,451,1515.0,0,23,348,0.0
20191210T05-08,451,1461.0,0,25,211,1.0
20191210T04-08,450,1464.0,0,24,224,0.0
20191210T03-08,451,1464.0,0,26,293,1.0
20191210T02-08,452,1461.0,0,26,304,1.0
20191210T01-08,452,1460.0,0,25,388,1.0
20191210T00-08,452,1420.0,0,25,423,0.0
20191209T23-08,451,1415.0,0,25,442,0.0
20191209T22-08,451,1435.0,0,26,464,7.0
20191209T21-08,450,1463.0,0,24,485,6.0
20191209T20-08,450,1457.0,0,26,560,13.0
20191209T19-08,452,1456.0,0,24,589,13.0
20191209T18-08,451,1442.0,0,23,592,2.0
20191209T17-08,452,1432.0,0,24,575,3.0
20191209T16-08,453,1364.0,0,26,439,25.0
20191209T15-08,453,1294.0,0,25,428,39.0
20191209T14-08,453,1296.0,0,25,405,41.0
20191209T13-08,454,1320.0,0,25,404,34.0
20191209T12-08,451,1331.0,0,23,402,17.0
20191209T11-08,453,1382.0,0,25,442,6.0
20191209T10-08,451,1453.0,0,24,473,6.0
20191209T09-08,454,1465.0,0,23,479,1.0
20191209T08-08,448,1468.0,0,25,476,1.0
20191209T07-08,447,1398.0,0,24,437,1.0
20191209T06-08,448,1380.0,0,20,477,1.0
20191209T05-08,448,1298.0,0,22,380,1.0
20191209T04-08,450,1273.0,0,20,304,1.0
20191209T03-08,449,1265.0,0,20,302,11.0
20191209T02-08,448,1248.0,0,21,417,42.0
20191209T01-08,448,1286.0,0,21,435,56.0
20191209T00-08,447,1335.0,0,22,442,13.0
20191208T23-08,449,1341.0,0,21,515,1.0
20191208T22-08,448,1346.0,0,21,527,1.0
20191208T21-08,446,1344.0,0,22,542,1.0
20191208T20-08,450,1342.0,0,22,545,3.0
20191208T19-08,449,1339.0,0,23,515,5.0
20191208T18-08,447,1322.0,0,20,462,27.0
20191208T17-08,448,1316.0,0,21,478,14.0
20191208T16-08,444,1320.0,0,21,408,4.0
20191208T15-08,443,1324.0,0,22,371,3.0
20191208T14-08,442,1315.0,0,22,333,2.0
20191208T13-08,448,1226.0,0,21,307,1.0
20191208T12-08,447,1194.0,0,22,277,1.0
20191208T11-08,448,1055.0,0,22,239,13.0
20191208T10-08,447,967.0,0,22,234,54.0
20191208T09-08,448,947.0,0,23,250,23.0
20191208T08-08,449,908.0,0,24,219,2.0
20191208T07-08,446,860.0,0,22,203,10.0
20191208T06-08,448,841.0,0,23,241,68.0
20191208T05-08,455,825.0,0,22,220,179.0
20191208T04-08,447,862.0,0,22,213,179.0
20191208T03-08,449,922.0,0,22,309,59.0
20191208T02-08,446,918.0,0,22,356,41.0
20191208T01-08,448,904.0,0,23,444,103.0
20191208T00-08,449,870.0,0,23,439,152.0
20191207T23-08,449,879.0,0,22,478,122.0
20191207T22-08,448,886.0,0,22,440,87.0
20191207T21-08,447,893.0,0,23,449,42.0
20191207T20-08,449,886.0,0,22,451,33.0
20191207T19-08,448,857.0,0,24,447,10.0
20191207T18-08,448,838.0,0,23,399,6.0
20191207T17-08,449,848.0,0,22,415,8.0
20191207T16-08,453,852.0,0,23,384,1.0
20191207T15-08,453,854.0,0,22,387,1.0
20191207T14-08,453,859.0,0,24,385,15.0
20191207T13-08,453,891.0,0,23,379,42.0
20191207T12-08,452,894.0,0,22,385,39.0
20191207T11-08,453,867.0,0,24,443,15.0
20191207T10-08,454,868.0,0,24,436,62.0
20191207T09-08,452,871.0,0,22,437,131.0
20191207T08-08,453,858.0,0,24,331,122.0
20191207T07-08,453,841.0,0,23,322,53.0
20191207T06-08,453,866.0,0,23,262,6.0
20191207T05-08,453,890.0,0,25,283,1.0
20191207T04-08,452,827.0,0,25,294,1.0
20191207T03-08,453,828.0,0,25,394,1.0
20191207T02-08,453,842.0,0,25,393,2.0
20191207T01-08,452,908.0,0,24,399,4.0
20191207T00-08,453,1017.0,0,25,397,1.0
20191206T23-08,451,1101.0,0,26,407,1.0
20191206T22-08,452,1103.0,0,24,410,1.0
20191206T21-08,451,1101.0,0,26,407,1.0
20191206T20-08,451,1102.0,0,26,435,1.0
20191206T19-08,451,1075.0,0,25,383,2.0
20191206T18-08,452,1102.0,0,24,412,1.0
20191206T17-08,451,1112.0,0,24,464,1.0
20191206T16-08,452,1023.0,0,25,356,1.0
20191206T15-08,452,1024.0,0,26,400,1.0
20191206T14-08,451,1024.0,0,24,432,1.0
20191206T13-08,452,1022.0,0,26,415,1.0
20191206T12-08,451,1025.0,0,24,359,1.0
20191206T11-08,450,1023.0,0,25,351,1.0
20191206T10-08,441,1026.0,0,25,397,2.0
20191206T09-08,450,1027.0,0,26,410,3.0
20191206T08-08,452,1035.0,0,24,481,3.0
20191206T07-08,452,1032.0,0,26,432,3.0
20191206T06-08,452,1065.0,0,22,413,3.0
20191206T05-08,452,1032.0,0,26,301,3.0
20191206T04-08,451,1052.0,0,25,170,3.0
20191206T03-08,451,1017.0,0,24,256,3.0
20191206T02-08,450,1036.0,0,26,363,2.0
20191206T01-08,452,1034.0,0,26,379,3.0
20191206T00-08,454,1048.0,0,23,394,3.0
20191205T23-08,458,1399.0,0,26,379,3.0
20191205T22-08,449,1436.0,0,24,378,3.0
20191205T21-08,453,1508.0,0,25,397,3.0
20191205T20-08,431,1507.0,0,26,536,3.0
20191205T19-08,416,1485.0,0,25,512,3.0
20191205T18-08,411,1503.0,0,23,548,3.0
20191205T17-08,412,1429.0,0,25,475,4.0
20191205T16-08,406,1420.0,0,26,431,4.0
20191205T15-08,415,1404.0,0,26,429,8.0
20191205T14-08,371,1404.0,0,25,441,8.0
20191205T13-08,325,1406.0,0,25,371,8.0
20191205T12-08,271,1408.0,0,26,372,8.0
20191205T11-08,268,1411.0,0,24,363,8.0
20191205T10-08,271,1408.0,0,26,370,8.0
20191205T09-08,347,1450.0,0,25,395,14.0
20191205T08-08,379,1354.0,0,25,448,4.0
20191205T07-08,407,1348.0,0,26,334,9.0
20191205T06-08,439,1353.0,0,23,331,17.0
20191205T05-08,448,1351.0,0,24,240,29.0
20191205T04-08,453,1353.0,0,25,285,35.0
20191205T03-08,480,1307.0,0,24,337,12.0
20191205T02-08,640,1297.0,0,26,367,5.0
20191205T01-08,640,1336.0,0,26,324,17.0
20191205T00-08,643,1345.0,0,24,412,26.0
20191204T23-08,645,1340.0,0,26,405,6.0
20191204T22-08,644,1345.0,0,24,408,4.0
20191204T21-08,641,1344.0,0,26,400,4.0
20191204T20-08,624,1342.0,0,24,399,6.0
20191204T19-08,622,1339.0,0,24,419,6.0
20191204T18-08,611,1340.0,0,23,456,10.0
20191204T17-08,607,1332.0,0,25,421,13.0
20191204T16-08,552,1336.0,0,24,393,37.0
20191204T15-08,541,1342.0,0,26,367,48.0
20191204T14-08,532,1367.0,0,26,369,42.0
20191204T13-08,491,1367.0,0,24,270,46.0
20191204T12-08,375,1411.0,0,25,301,43.0
20191204T11-08,317,1418.0,0,25,354,43.0
20191204T10-08,311,1369.0,0,26,493,40.0
20191204T09-08,311,1344.0,0,26,515,43.0
20191204T08-08,312,1344.0,0,24,467,40.0
20191204T07-08,314,1342.0,0,26,428,52.0
20191204T06-08,312,1342.0,0,24,384,48.0
20191204T05-08,313,1341.0,0,24,226,41.0
20191204T04-08,321,1341.0,0,25,147,44.0
20191204T03-08,330,1338.0,0,24,174,39.0
20191204T02-08,333,1341.0,0,24,188,42.0
20191204T01-08,332,1340.0,0,25,248,32.0
20191204T00-08,333,1333.0,0,23,242,33.0
20191203T23-08,324,1339.0,0,25,266,35.0
20191203T22-08,321,1302.0,0,25,298,39.0
20191203T21-08,338,1317.0,0,25,358,48.0
20191203T20-08,380,1317.0,0,25,466,45.0
20191203T19-08,382,1317.0,0,26,515,60.0
20191203T18-08,380,1310.0,0,23,520,68.0
20191203T17-08,382,1308.0,0,25,488,68.0
20191203T16-08,380,1306.0,0,26,426,74.0
20191203T15-08,383,1311.0,0,26,427,75.0
20191203T14-08,380,1308.0,0,26,430,84.0
20191203T13-08,381,1312.0,0,26,423,71.0
20191203T12-08,380,1313.0,0,25,416,62.0
20191203T11-08,383,1316.0,0,24,415,47.0
20191203T10-08,381,1319.0,0,25,425,53.0
20191203T09-08,379,1354.0,0,23,489,85.0
20191203T08-08,379,1356.0,0,25,484,81.0
20191203T07-08,377,1317.0,0,24,433,92.0
20191203T06-08,380,1350.0,0,24,487,59.0
20191203T05-08,375,1351.0,0,24,351,48.0
20191203T04-08,312,1351.0,0,25,218,95.0
20191203T03-08,306,1350.0,0,24,213,133.0
20191203T02-08,300,1351.0,0,24,231,96.0
20191203T01-08,305,1337.0,0,25,294,50.0
20191203T00-08,372,1279.0,0,24,403,30.0
20191202T23-08,378,1258.0,0,25,397,41.0
20191202T22-08,379,1268.0,0,24,395,60.0
20191202T21-08,381,1235.0,0,25,399,50.0
20191202T20-08,380,1244.0,0,21,472,46.0
20191202T19-08,379,1241.0,0,16,484,52.0
20191202T18-08,381,1227.0,0,12,481,88.0
20191202T17-08,379,1191.0,0,4,464,75.0
20191202T16-08,381,1126.0,0,3,334,36.0
20191202T15-08,380,1094.0,0,4,332,22.0
20191202T14-08,383,1042.0,0,4,335,21.0
20191202T13-08,379,1027.0,0,4,345,16.0
20191202T12-08,380,968.0,0,4,335,6.0
20191202T11-08,380,971.0,0,3,379,9.0
20191202T10-08,381,1013.0,0,4,420,6.0
20191202T09-08,379,995.0,0,4,453,8.0
20191202T08-08,388,1076.0,0,4,494,18.0
20191202T07-08,388,1041.0,0,4,518,44.0
20191202T06-08,389,1000.0,0,3,462,31.0
20191202T05-08,388,896.0,0,4,419,20.0
20191202T04-08,387,837.0,0,4,428,18.0
20191202T03-08,387,811.0,0,4,425,10.0
20191202T02-08,388,834.0,0,4,454,5.0
20191202T01-08,388,883.0,0,3,434,13.0
20191202T00-08,387,828.0,0,4,421,14.0
20191201T23-08,388,851.0,0,15,399,7.0
20191201T22-08,389,866.0,0,18,412,3.0
20191201T21-08,388,881.0,0,17,475,3.0
20191201T20-08,387,942.0,0,19,556,2.0
20191201T19-08,388,921.0,0,23,481,3.0
20191201T18-08,388,910.0,0,23,480,3.0
20191201T17-08,387,906.0,0,23,463,5.0
20191201T16-08,387,965.0,0,23,402,14.0
20191201T15-08,388,921.0,0,23,380,20.0
20191201T14-08,389,926.0,0,24,380,30.0
20191201T13-08,387,782.0,0,24,395,36.0
20191201T12-08,388,821.0,0,23,455,17.0
20191201T11-08,387,749.0,0,23,513,69.0
20191201T10-08,387,939.0,0,24,437,87.0
20191201T09-08,388,954.0,0,23,440,85.0
20191201T08-08,387,917.0,0,23,375,100.0
20191201T07-08,387,865.0,0,22,310,137.0
20191201T06-08,389,936.0,0,23,330,135.0
20191201T05-08,388,947.0,0,23,317,143.0
20191201T04-08,388,927.0,0,23,314,178.0
20191201T03-08,389,918.0,0,22,310,255.0
20191201T02-08,384,922.0,0,22,311,261.0
20191201T01-08,383,920.0,0,23,409,234.0
20191201T00-08,386,893.0,0,23,409,256.0
20191130T23-08,386,923.0,0,23,479,249.0
20191130T22-08,387,929.0,0,22,487,243.0
20191130T21-08,386,953.0,0,22,490,201.0
20191130T20-08,386,934.0,0,23,498,142.0
20191130T19-08,386,925.0,0,23,522,134.0
20191130T18-08,386,950.0,0,23,517,63.0
20191130T17-08,386,962.0,0,22,515,20.0
20191130T16-08,387,945.0,0,23,514,14.0
20191130T15-08,386,927.0,0,24,516,5.0
20191130T14-08,386,965.0,0,23,515,3.0
20191130T13-08,387,950.0,0,23,507,3.0
20191130T12-08,385,928.0,0,22,500,3.0
20191130T11-08,386,919.0,0,22,588,4.0
20191130T10-08,386,894.0,0,23,590,9.0
20191130T09-08,386,883.0,0,23,592,23.0
20191130T08-08,386,893.0,0,22,588,18.0
20191130T07-08,388,992.0,0,22,491,8.0
20191130T06-08,389,952.0,0,23,486,13.0
20191130T05-08,390,926.0,0,22,512,6.0
20191130T04-08,388,903.0,0,23,491,3.0
20191130T03-08,389,858.0,0,22,487,12.0
20191130T02-08,387,813.0,0,23,470,40.0
20191130T01-08,371,795.0,0,22,476,52.0
20191130T00-08,369,805.0,0,22,500,22.0
20191129T23-08,332,815.0,0,22,494,3.0
20191129T22-08,330,811.0,0,22,502,4.0
20191129T21-08,330,809.0,0,23,485,3.0
20191129T20-08,332,815.0,0,22,489,3.0
20191129T19-08,331,804.0,0,23,501,3.0
20191129T18-08,331,814.0,0,21,523,3.0
20191129T17-08,364,765.0,0,23,507,4.0
20191129T16-08,358,730.0,0,23,421,3.0
20191129T15-08,355,684.0,0,23,388,4.0
20191129T14-08,336,631.0,0,23,388,3.0
20191129T13-08,337,603.0,0,22,432,3.0
20191129T12-08,341,690.0,0,21,433,3.0
20191129T11-08,400,695.0,0,21,440,12.0
20191129T10-08,576,683.0,0,22,413,24.0
20191129T09-08,633,671.0,0,21,412,25.0
20191129T08-08,640,667.0,0,22,441,41.0
20191129T07-08,640,653.0,0,20,511,65.0
20191129T06-08,639,657.0,0,22,524,85.0
20191129T05-08,642,658.0,0,22,542,83.0
20191129T04-08,639,644.0,0,21,491,96.0
20191129T03-08,640,656.0,0,21,494,95.0
20191129T02-08,642,657.0,0,22,487,99.0
20191129T01-08,641,657.0,0,21,477,122.0
20191129T00-08,640,654.0,0,21,495,126.0
20191128T23-08,616,654.0,0,22,525,123.0
20191128T22-08,633,653.0,0,22,547,132.0
20191128T21-08,643,687.0,0,20,550,131.0
20191128T20-08,642,652.0,0,22,448,126.0
20191128T19-08,643,653.0,0,21,400,129.0
20191128T18-08,639,649.0,0,22,391,139.0
20191128T17-08,640,642.0,0,22,437,114.0
20191128T16-08,640,649.0,0,22,490,105.0
20191128T15-08,640,651.0,0,21,492,98.0
20191128T14-08,640,649.0,0,23,555,142.0
20191128T13-08,641,650.0,0,21,532,219.0
20191128T12-08,640,655.0,0,21,529,213.0
20191128T11-08,640,686.0,0,22,481,220.0
20191128T10-08,639,656.0,0,22,620,246.0
20191128T09-08,640,690.0,0,21,572,277.0
20191128T08-08,639,688.0,0,22,337,274.0
20191128T07-08,640,669.0,0,23,377,286.0
20191128T06-08,641,671.0,0,22,386,298.0
20191128T05-08,642,624.0,0,24,345,304.0
20191128T04-08,641,579.0,0,24,445,323.0
20191128T03-08,640,526.0,0,24,446,329.0
20191128T02-08,635,523.0,0,24,399,332.0
20191128T01-08,640,518.0,0,24,391,327.0
20191128T00-08,649,502.0,0,24,424,321.0
20191127T23-08,636,592.0,0,24,495,315.0
20191127T22-08,636,511.0,0,23,474,316.0
20191127T21-08,637,556.0,0,23,490,318.0
20191127T20-08,636,549.0,0,25,475,316.0
20191127T19-08,633,499.0,0,25,399,318.0
20191127T18-08,621,551.0,0,23,411,319.0
20191127T17-08,608,549.0,0,26,435,316.0
20191127T16-08,567,533.0,0,26,418,317.0
20191127T15-08,557,534.0,0,24,411,318.0
20191127T14-08,515,486.0,0,25,397,319.0
20191127T13-08,505,485.0,0,25,399,313.0
20191127T12-08,498,438.0,0,26,362,309.0
20191127T11-08,495,505.0,0,25,409,300.0
20191127T10-08,492,531.0,0,26,413,308.0
20191127T09-08,496,553.0,0,25,432,307.0
20191127T08-08,495,562.0,0,25,405,285.0
20191127T07-08,496,483.0,0,25,377,293.0
20191127T06-08,495,521.0,0,25,382,289.0
20191127T05-08,504,496.0,0,26,380,244.0
20191127T04-08,497,484.0,0,26,379,246.0
20191127T03-08,497,480.0,0,25,381,245.0
20191127T02-08,495,436.0,0,26,474,304.0
20191127T01-08,495,482.0,0,26,475,348.0
20191127T00-08,498,522.0,0,25,486,345.0
20191126T23-08,497,548.0,0,25,548,344.0
20191126T22-08,496,505.0,0,24,444,337.0
20191126T21-08,496,574.0,0,25,507,314.0
20191126T20-08,498,551.0,0,25,532,335.0
20191126T19-08,496,574.0,0,24,505,333.0
20191126T18-08,498,624.0,0,25,510,316.0
20191126T17-08,496,611.0,0,25,509,262.0
20191126T16-08,497,631.0,0,25,511,259.0
20191126T15-08,497,601.0,0,26,501,214.0
20191126T14-08,496,630.0,0,26,507,135.0
20191126T13-08,493,629.0,0,26,505,103.0
20191126T12-08,498,653.0,0,26,508,74.0
20191126T11-08,496,681.0,0,26,563,56.0
20191126T10-08,497,725.0,0,25,575,48.0
20191126T09-08,496,736.0,0,24,562,17.0
20191126T08-08,497,736.0,0,26,583,5.0
20191126T07-08,497,740.0,0,26,495,2.0
20191126T06-08,497,671.0,0,26,525,6.0
20191126T05-08,498,669.0,0,25,486,12.0
20191126T04-08,500,540.0,0,26,506,28.0
20191126T03-08,496,460.0,0,25,508,25.0
20191126T02-08,497,387.0,0,24,488,18.0
20191126T01-08,498,413.0,0,25,490,42.0
20191126T00-08,496,390.0,0,25,505,69.0
20191125T23-08,497,396.0,0,25,509,107.0
20191125T22-08,496,394.0,0,25,501,106.0
20191125T21-08,497,395.0,0,25,522,106.0
20191125T20-08,492,393.0,0,24,513,36.0
20191125T19-08,497,358.0,0,25,563,22.0
20191125T18-08,496,359.0,0,24,594,10.0
20191125T17-08,497,357.0,0,26,482,8.0
20191125T16-08,496,353.0,0,26,480,35.0
20191125T15-08,496,276.0,0,26,415,57.0
20191125T14-08,497,273.0,0,26,351,185.0
20191125T13-08,496,187.0,0,25,372,218.0
20191125T12-08,496,134.0,0,25,390,189.0
20191125T11-08,498,127.0,0,25,397,175.0
20191125T10-08,496,126.0,0,25,461,215.0
20191125T09-08,496,106.0,0,26,409,187.0
20191125T08-08,498,105.0,0,27,438,165.0
20191125T07-08,496,106.0,0,26,440,133.0
20191125T06-08,496,106.0,0,25,460,133.0
20191125T05-08,496,106.0,0,24,417,117.0
20191125T04-08,497,105.0,0,26,368,164.0
20191125T03-08,498,107.0,0,26,420,245.0
20191125T02-08,496,105.0,0,25,434,187.0
20191125T01-08,499,106.0,0,25,488,264.0
20191125T00-08,495,107.0,0,25,456,268.0
20191124T23-08,496,106.0,0,26,523,333.0
20191124T22-08,497,104.0,0,27,529,338.0
20191124T21-08,496,105.0,0,26,556,302.0
20191124T20-08,496,105.0,0,25,570,248.0
20191124T19-08,498,105.0,0,26,539,311.0
20191124T18-08,497,106.0,0,26,570,306.0
20191124T17-08,494,105.0,0,26,507,304.0
20191124T16-08,497,107.0,0,25,505,333.0
20191124T15-08,496,106.0,0,26,364,349.0
20191124T14-08,496,106.0,0,26,273,349.0
20191124T13-08,496,106.0,0,26,391,350.0
20191124T12-08,495,106.0,0,25,376,355.0
20191124T11-08,498,105.0,0,26,404,353.0
20191124T10-08,497,106.0,0,26,380,330.0
20191124T09-08,497,106.0,0,26,460,314.0
20191124T08-08,494,106.0,0,26,341,350.0
20191124T07-08,496,107.0,0,25,410,354.0
20191124T06-08,495,105.0,0,26,404,351.0
20191124T05-08,497,105.0,0,26,404,349.0
20191124T04-08,496,105.0,2,25,399,353.0
20191124T03-08,499,106.0,1,25,393,353.0
20191124T02-08,495,105.0,1,26,393,354.0
20191124T01-08,497,105.0,1,25,385,349.0
20191124T00-08,497,105.0,1,26,323,331.0
20191123T23-08,496,104.0,1,25,341,300.0
20191123T22-08,496,106.0,1,25,354,254.0
20191123T21-08,496,104.0,1,25,375,275.0
20191123T20-08,496,104.0,1,25,463,289.0
20191123T19-08,497,105.0,1,26,527,273.0
20191123T18-08,496,105.0,1,25,534,270.0
20191123T17-08,497,107.0,1,24,494,246.0
20191123T16-08,497,106.0,1,25,473,253.0
20191123T15-08,496,106.0,1,24,467,188.0
20191123T14-08,497,105.0,1,25,469,171.0
20191123T13-08,496,105.0,1,25,462,177.0
20191123T12-08,497,109.0,0,26,487,170.0
20191123T11-08,499,338.0,0,25,493,202.0
20191123T10-08,496,358.0,0,26,520,173.0
20191123T09-08,496,360.0,0,26,493,107.0
20191123T08-08,496,361.0,0,26,493,134.0
20191123T07-08,495,362.0,0,25,463,132.0
20191123T06-08,496,360.0,0,26,505,95.0
20191123T05-08,496,358.0,0,27,448,98.0
20191123T04-08,495,362.0,0,27,433,73.0
20191123T03-08,495,362.0,0,28,453,42.0
20191123T02-08,497,361.0,0,28,458,57.0
20191123T01-08,495,382.0,0,28,412,96.0
20191123T00-08,496,719.0,0,28,429,66.0
20191122T23-08,495,820.0,0,27,427,59.0
20191122T22-08,495,881.0,0,28,441,39.0
20191122T21-08,495,888.0,0,27,450,14.0
20191122T20-08,496,832.0,0,29,506,11.0
20191122T19-08,496,885.0,0,28,507,4.0
20191122T18-08,523,895.0,0,25,531,3.0
20191122T17-08,543,885.0,0,28,509,3.0
20191122T16-08,542,797.0,0,28,437,3.0
20191122T15-08,544,752.0,0,28,477,4.0
20191122T14-08,543,718.0,0,29,456,4.0
20191122T13-08,545,795.0,0,28,462,5.0
20191122T12-08,545,811.0,0,28,484,7.0
20191122T11-08,543,852.0,0,28,502,2.0
20191122T10-08,545,848.0,0,28,520,3.0
20191122T09-08,544,925.0,0,28,583,3.0
20191122T08-08,545,1026.0,0,28,610,3.0
20191122T07-08,544,961.0,0,27,603,3.0
20191122T06-08,542,932.0,0,27,592,3.0
20191122T05-08,543,918.0,0,27,516,4.0
20191122T04-08,543,863.0,0,27,510,3.0
20191122T03-08,543,827.0,0,28,510,3.0
20191122T02-08,543,818.0,0,28,515,2.0
20191122T01-08,543,819.0,0,27,517,3.0
20191122T00-08,545,1031.0,0,27,506,3.0
20191121T23-08,544,1073.0,0,28,517,3.0
20191121T22-08,547,1076.0,0,28,502,3.0
20191121T21-08,549,1085.0,0,28,454,3.0
20191121T20-08,556,1086.0,0,28,589,3.0
20191121T19-08,605,1087.0,0,27,553,3.0
20191121T18-08,622,1084.0,0,27,558,2.0
20191121T17-08,625,1055.0,0,27,474,3.0
20191121T16-08,631,989.0,0,29,447,3.0
20191121T15-08,634,974.0,0,28,434,3.0
20191121T14-08,634,972.0,0,29,412,3.0
20191121T13-08,632,1031.0,0,28,436,3.0
20191121T12-08,634,1003.0,0,27,445,5.0
20191121T11-08,634,1049.0,0,28,422,8.0
20191121T10-08,636,1057.0,0,28,467,8.0
20191121T09-08,632,1076.0,0,28,539,14.0
20191121T08-08,634,1071.0,0,28,589,12.0
20191121T07-08,636,1094.0,0,27,476,39.0
20191121T06-08,645,1055.0,0,25,522,94.0
20191121T05-08,643,960.0,0,28,427,116.0
20191121T04-08,573,892.0,0,28,392,65.0
20191121T03-08,571,878.0,0,28,377,79.0
20191121T02-08,570,867.0,0,29,372,86.0
20191121T01-08,573,907.0,0,28,455,97.0
20191121T00-08,638,1001.0,0,26,455,99.0
20191120T23-08,642,1039.0,0,27,462,87.0
20191120T22-08,641,1041.0,0,27,460,170.0
20191120T21-08,645,1081.0,0,27,457,159.0
20191120T20-08,641,1084.0,0,27,542,89.0
20191120T19-08,634,1082.0,0,28,554,59.0
20191120T18-08,646,1078.0,0,26,556,75.0
20191120T17-08,644,1035.0,0,28,447,108.0
20191120T16-08,644,954.0,0,28,444,126.0
20191120T15-08,644,832.0,0,28,435,130.0
20191120T14-08,643,751.0,0,29,450,132.0
20191120T13-08,643,707.0,0,28,445,151.0
20191120T12-08,644,726.0,0,26,445,184.0
20191120T11-08,647,1018.0,0,28,459,194.0
20191120T10-08,648,1087.0,0,29,536,179.0
20191120T09-08,649,1107.0,0,27,557,158.0
20191120T08-08,646,1082.0,0,25,565,197.0
20191120T07-08,646,1047.0,0,25,432,197.0
20191120T06-08,652,963.0,0,27,465,195.0
20191120T05-08,651,874.0,0,27,386,139.0
20191120T04-08,652,691.0,0,28,371,62.0
20191120T03-08,653,579.0,0,28,371,23.0
20191120T02-08,651,598.0,0,28,375,12.0
20191120T01-08,652,636.0,0,28,386,7.0
20191120T00-08,648,729.0,0,27,497,5.0
20191119T23-08,649,735.0,0,28,479,4.0
20191119T22-08,647,729.0,0,28,393,3.0
20191119T21-08,645,726.0,0,28,439,3.0
