,natural gas
20190818T06-07,584
20190818T05-07,555
20190818T04-07,554
20190818T03-07,553
20190818T02-07,554
20190818T01-07,556
20190818T00-07,568
20190817T23-07,559
20190817T22-07,565
20190817T21-07,566
20190817T20-07,566
20190817T19-07,567
20190817T18-07,566
20190817T17-07,566
20190817T16-07,567
20190817T15-07,566
20190817T14-07,566
20190817T13-07,565
20190817T12-07,566
20190817T11-07,566
20190817T10-07,566
20190817T09-07,568
20190817T08-07,567
20190817T07-07,566
20190817T06-07,560
20190817T05-07,558
20190817T04-07,560
20190817T03-07,558
20190817T02-07,557
20190817T01-07,559
20190817T00-07,558
20190816T23-07,558
20190816T22-07,566
20190816T21-07,566
20190816T20-07,566
20190816T19-07,566
20190816T18-07,565
20190816T17-07,566
20190816T16-07,566
20190816T15-07,565
20190816T14-07,567
20190816T13-07,566
20190816T12-07,568
20190816T11-07,566
20190816T10-07,567
20190816T09-07,567
20190816T08-07,566
20190816T07-07,566
20190816T06-07,560
20190816T05-07,558
20190816T04-07,558
20190816T03-07,558
20190816T02-07,558
20190816T01-07,558
20190816T00-07,557
20190815T23-07,559
20190815T22-07,564
20190815T21-07,565
20190815T20-07,565
20190815T19-07,564
20190815T18-07,557
20190815T17-07,568
20190815T16-07,569
20190815T15-07,569
20190815T14-07,569
20190815T13-07,572
20190815T12-07,571
20190815T11-07,571
20190815T10-07,566
20190815T09-07,573
20190815T08-07,565
20190815T07-07,577
20190815T06-07,575
20190815T05-07,560
20190815T04-07,558
20190815T03-07,558
20190815T02-07,558
20190815T01-07,557
20190815T00-07,554
20190814T23-07,552
20190814T22-07,567
20190814T21-07,568
20190814T20-07,567
20190814T19-07,565
20190814T18-07,561
20190814T17-07,562
20190814T16-07,565
20190814T15-07,567
20190814T14-07,567
20190814T13-07,566
20190814T12-07,567
20190814T11-07,566
20190814T10-07,567
20190814T09-07,567
20190814T08-07,565
20190814T07-07,564
20190814T06-07,555
20190814T05-07,555
20190814T04-07,554
20190814T03-07,554
20190814T02-07,553
20190814T01-07,555
20190814T00-07,552
20190813T23-07,553
20190813T22-07,560
20190813T21-07,561
20190813T20-07,559
20190813T19-07,561
20190813T18-07,560
20190813T17-07,561
20190813T16-07,562
20190813T15-07,561
20190813T14-07,560
20190813T13-07,561
20190813T12-07,562
20190813T11-07,562
20190813T10-07,560
20190813T09-07,561
20190813T08-07,560
20190813T07-07,560
20190813T06-07,559
20190813T05-07,564
20190813T04-07,548
20190813T03-07,555
20190813T02-07,555
20190813T01-07,545
20190813T00-07,548
20190812T23-07,551
20190812T22-07,558
20190812T21-07,557
20190812T20-07,557
20190812T19-07,559
20190812T18-07,560
20190812T17-07,558
20190812T16-07,559
20190812T15-07,559
20190812T14-07,558
20190812T13-07,557
20190812T12-07,560
20190812T11-07,560
20190812T10-07,558
20190812T09-07,559
20190812T08-07,558
20190812T07-07,571
20190812T06-07,554
20190812T05-07,553
20190812T04-07,554
20190812T03-07,553
20190812T02-07,553
20190812T01-07,553
20190812T00-07,552
20190811T23-07,552
20190811T22-07,553
20190811T21-07,552
20190811T20-07,553
20190811T19-07,553
20190811T18-07,552
20190811T17-07,553
20190811T16-07,552
20190811T15-07,553
20190811T14-07,551
20190811T13-07,553
20190811T12-07,554
20190811T11-07,553
20190811T10-07,553
20190811T09-07,553
20190811T08-07,552
20190811T07-07,553
20190811T06-07,552
20190811T05-07,554
20190811T04-07,553
20190811T03-07,552
20190811T02-07,553
20190811T01-07,554
20190811T00-07,560
20190810T23-07,561
20190810T22-07,565
20190810T21-07,565
20190810T20-07,565
20190810T19-07,567
20190810T18-07,565
20190810T17-07,565
20190810T16-07,566
20190810T15-07,564
20190810T14-07,565
20190810T13-07,566
20190810T12-07,565
20190810T11-07,565
20190810T10-07,566
20190810T09-07,566
20190810T08-07,565
20190810T07-07,565
20190810T06-07,561
20190810T05-07,560
20190810T04-07,562
20190810T03-07,561
20190810T02-07,562
20190810T01-07,561
20190810T00-07,559
20190809T23-07,560
20190809T22-07,566
20190809T21-07,565
20190809T20-07,564
20190809T19-07,566
20190809T18-07,566
20190809T17-07,565
20190809T16-07,565
20190809T15-07,564
20190809T14-07,565
20190809T13-07,566
20190809T12-07,565
20190809T11-07,565
20190809T10-07,568
20190809T09-07,568
20190809T08-07,568
20190809T07-07,568
20190809T06-07,562
20190809T05-07,562
20190809T04-07,562
20190809T03-07,560
20190809T02-07,565
20190809T01-07,564
20190809T00-07,563
20190808T23-07,558
20190808T22-07,496
20190808T21-07,344
20190808T20-07,269
20190808T19-07,266
20190808T18-07,266
20190808T17-07,266
20190808T16-07,265
20190808T15-07,267
20190808T14-07,265
20190808T13-07,257
20190808T12-07,255
20190808T11-07,255
20190808T10-07,254
20190808T09-07,260
20190808T08-07,256
20190808T07-07,269
20190808T06-07,517
20190808T05-07,559
20190808T04-07,562
20190808T03-07,559
20190808T02-07,559
20190808T01-07,559
20190808T00-07,560
20190807T23-07,558
20190807T22-07,564
20190807T21-07,557
20190807T20-07,555
20190807T19-07,566
20190807T18-07,560
20190807T17-07,560
20190807T16-07,560
20190807T15-07,560
20190807T14-07,561
20190807T13-07,566
20190807T12-07,566
20190807T11-07,564
20190807T10-07,565
20190807T09-07,566
20190807T08-07,565
20190807T07-07,566
20190807T06-07,558
20190807T05-07,559
20190807T04-07,558
20190807T03-07,558
20190807T02-07,557
20190807T01-07,559
20190807T00-07,554
20190806T23-07,561
20190806T22-07,567
20190806T21-07,557
20190806T20-07,557
20190806T19-07,558
20190806T18-07,559
20190806T17-07,561
20190806T16-07,559
20190806T15-07,561
20190806T14-07,559
20190806T13-07,563
20190806T12-07,559
20190806T11-07,558
20190806T10-07,558
20190806T09-07,557
20190806T08-07,548
20190806T07-07,549
20190806T06-07,555
20190806T05-07,553
20190806T04-07,554
20190806T03-07,553
20190806T02-07,554
20190806T01-07,554
20190806T00-07,557
20190805T23-07,556
20190805T22-07,554
20190805T21-07,555
20190805T20-07,555
20190805T19-07,563
20190805T18-07,565
20190805T17-07,554
20190805T16-07,556
20190805T15-07,555
20190805T14-07,563
20190805T13-07,567
20190805T12-07,571
20190805T11-07,571
20190805T10-07,570
20190805T09-07,570
20190805T08-07,558
20190805T07-07,557
20190805T06-07,557
20190805T05-07,557
20190805T04-07,555
20190805T03-07,555
20190805T02-07,557
20190805T01-07,557
20190805T00-07,567
20190804T23-07,557
20190804T22-07,566
20190804T21-07,570
20190804T20-07,556
20190804T19-07,556
20190804T18-07,557
20190804T17-07,558
20190804T16-07,558
20190804T15-07,559
20190804T14-07,558
20190804T13-07,560
20190804T12-07,572
20190804T11-07,577
20190804T10-07,578
20190804T09-07,576
20190804T08-07,576
20190804T07-07,577
20190804T06-07,559
20190804T05-07,558
20190804T04-07,557
20190804T03-07,558
20190804T02-07,559
20190804T01-07,560
20190804T00-07,574
20190803T23-07,574
20190803T22-07,569
20190803T21-07,568
20190803T20-07,568
20190803T19-07,567
20190803T18-07,568
20190803T17-07,567
20190803T16-07,569
20190803T15-07,566
20190803T14-07,569
20190803T13-07,569
20190803T12-07,568
20190803T11-07,568
20190803T10-07,568
20190803T09-07,569
20190803T08-07,567
20190803T07-07,567
20190803T06-07,559
20190803T05-07,559
20190803T04-07,559
20190803T03-07,558
20190803T02-07,559
20190803T01-07,558
20190803T00-07,557
20190802T23-07,558
20190802T22-07,567
20190802T21-07,569
20190802T20-07,567
20190802T19-07,569
20190802T18-07,569
20190802T17-07,568
20190802T16-07,568
20190802T15-07,569
20190802T14-07,568
20190802T13-07,569
20190802T12-07,568
20190802T11-07,567
20190802T10-07,569
20190802T09-07,569
20190802T08-07,567
20190802T07-07,565
20190802T06-07,512
20190802T05-07,487
20190802T04-07,510
20190802T03-07,558
20190802T02-07,559
20190802T01-07,558
20190802T00-07,558
20190801T23-07,558
20190801T22-07,571
20190801T21-07,563
20190801T20-07,562
20190801T19-07,562
20190801T18-07,561
20190801T17-07,561
20190801T16-07,560
20190801T15-07,557
20190801T14-07,558
20190801T13-07,558
20190801T12-07,571
20190801T11-07,570
20190801T10-07,571
20190801T09-07,571
20190801T08-07,570
20190801T07-07,570
20190801T06-07,560
20190801T05-07,560
20190801T04-07,558
20190801T03-07,560
20190801T02-07,563
20190801T01-07,562
20190801T00-07,562
20190731T23-07,561
20190731T22-07,560
20190731T21-07,560
20190731T20-07,560
20190731T19-07,561
20190731T18-07,561
20190731T17-07,560
20190731T16-07,561
20190731T15-07,558
20190731T14-07,561
20190731T13-07,561
20190731T12-07,565
20190731T11-07,569
20190731T10-07,568
20190731T09-07,567
20190731T08-07,545
20190731T07-07,544
20190731T06-07,561
20190731T05-07,539
20190731T04-07,561
20190731T03-07,562
20190731T02-07,561
20190731T01-07,562
20190731T00-07,561
20190730T23-07,563
20190730T22-07,558
20190730T21-07,561
20190730T20-07,560
20190730T19-07,558
20190730T18-07,558
20190730T17-07,559
20190730T16-07,559
20190730T15-07,554
20190730T14-07,477
20190730T13-07,450
20190730T12-07,463
20190730T11-07,447
20190730T10-07,444
20190730T09-07,439
20190730T08-07,418
20190730T07-07,423
20190730T06-07,535
20190730T05-07,538
20190730T04-07,537
20190730T03-07,537
20190730T02-07,537
20190730T01-07,539
20190730T00-07,558
20190729T23-07,555
20190729T22-07,469
20190729T21-07,469
20190729T20-07,456
20190729T19-07,453
20190729T18-07,456
20190729T17-07,453
20190729T16-07,433
20190729T15-07,479
20190729T14-07,555
20190729T13-07,520
20190729T12-07,472
20190729T11-07,469
20190729T10-07,441
20190729T09-07,445
20190729T08-07,493
20190729T07-07,499
20190729T06-07,553
20190729T05-07,556
20190729T04-07,555
20190729T03-07,555
20190729T02-07,554
20190729T01-07,554
20190729T00-07,555
20190728T23-07,554
20190728T22-07,555
20190728T21-07,554
20190728T20-07,554
20190728T19-07,555
20190728T18-07,553
20190728T17-07,555
20190728T16-07,555
20190728T15-07,554
20190728T14-07,555
20190728T13-07,554
20190728T12-07,556
20190728T11-07,569
20190728T10-07,556
20190728T09-07,555
20190728T08-07,554
20190728T07-07,556
20190728T06-07,554
20190728T05-07,555
20190728T04-07,553
20190728T03-07,555
20190728T02-07,553
20190728T01-07,555
20190728T00-07,556
20190727T23-07,557
20190727T22-07,556
20190727T21-07,555
20190727T20-07,556
20190727T19-07,555
20190727T18-07,555
20190727T17-07,555
20190727T16-07,555
20190727T15-07,554
20190727T14-07,556
20190727T13-07,559
20190727T12-07,545
20190727T11-07,544
20190727T10-07,545
20190727T09-07,545
20190727T08-07,544
20190727T07-07,545
20190727T06-07,556
20190727T05-07,556
20190727T04-07,557
20190727T03-07,556
20190727T02-07,557
20190727T01-07,556
20190727T00-07,557
20190726T23-07,557
20190726T22-07,555
20190726T21-07,556
20190726T20-07,553
20190726T19-07,556
20190726T18-07,555
20190726T17-07,556
20190726T16-07,556
20190726T15-07,556
20190726T14-07,556
20190726T13-07,570
20190726T12-07,566
20190726T11-07,565
20190726T10-07,564
20190726T09-07,546
20190726T08-07,544
20190726T07-07,546
20190726T06-07,557
20190726T05-07,557
20190726T04-07,556
20190726T03-07,556
20190726T02-07,557
20190726T01-07,556
20190726T00-07,554
20190725T23-07,554
20190725T22-07,544
20190725T21-07,543
20190725T20-07,544
20190725T19-07,557
20190725T18-07,559
20190725T17-07,559
20190725T16-07,559
20190725T15-07,557
20190725T14-07,545
20190725T13-07,543
20190725T12-07,567
20190725T11-07,568
20190725T10-07,568
20190725T09-07,568
20190725T08-07,569
20190725T07-07,569
20190725T06-07,578
20190725T05-07,579
20190725T04-07,579
20190725T03-07,579
20190725T02-07,578
20190725T01-07,579
20190725T00-07,580
20190724T23-07,576
20190724T22-07,546
20190724T21-07,544
20190724T20-07,559
20190724T19-07,557
20190724T18-07,557
20190724T17-07,558
20190724T16-07,559
20190724T15-07,560
20190724T14-07,560
20190724T13-07,556
20190724T12-07,558
20190724T11-07,554
20190724T10-07,549
20190724T09-07,519
20190724T08-07,519
20190724T07-07,510
20190724T06-07,342
20190724T05-07,174
20190724T04-07,67
20190724T03-07,-4
20190724T02-07,-4
20190724T01-07,247
20190724T00-07,553
20190723T23-07,554
20190723T22-07,563
20190723T21-07,562
20190723T20-07,557
20190723T19-07,558
20190723T18-07,558
20190723T17-07,556
20190723T16-07,557
20190723T15-07,554
20190723T14-07,556
20190723T13-07,558
20190723T12-07,543
20190723T11-07,542
20190723T10-07,543
20190723T09-07,541
20190723T08-07,542
20190723T07-07,542
20190723T06-07,555
20190723T05-07,553
20190723T04-07,554
20190723T03-07,554
20190723T02-07,554
20190723T01-07,554
20190723T00-07,554
20190722T23-07,555
20190722T22-07,561
20190722T21-07,559
20190722T20-07,557
20190722T19-07,557
20190722T18-07,556
20190722T17-07,558
20190722T16-07,558
20190722T15-07,557
20190722T14-07,558
20190722T13-07,556
20190722T12-07,543
20190722T11-07,543
20190722T10-07,541
20190722T09-07,542
20190722T08-07,541
20190722T07-07,542
20190722T06-07,578
20190722T05-07,580
20190722T04-07,578
20190722T03-07,579
20190722T02-07,579
20190722T01-07,578
20190722T00-07,572
20190721T23-07,555
20190721T22-07,569
20190721T21-07,555
20190721T20-07,556
20190721T19-07,555
20190721T18-07,556
20190721T17-07,555
20190721T16-07,557
20190721T15-07,556
20190721T14-07,560
20190721T13-07,568
20190721T12-07,556
20190721T11-07,557
20190721T10-07,556
20190721T09-07,555
20190721T08-07,557
20190721T07-07,556
20190721T06-07,554
20190721T05-07,552
20190721T04-07,554
20190721T03-07,554
20190721T02-07,553
20190721T01-07,554
20190721T00-07,555
20190720T23-07,573
20190720T22-07,569
20190720T21-07,567
20190720T20-07,568
20190720T19-07,568
20190720T18-07,570
20190720T17-07,569
20190720T16-07,568
20190720T15-07,569
20190720T14-07,569
20190720T13-07,570
20190720T12-07,575
20190720T11-07,577
20190720T10-07,575
20190720T09-07,570
20190720T08-07,576
20190720T07-07,576
20190720T06-07,584
20190720T05-07,585
20190720T04-07,584
20190720T03-07,583
20190720T02-07,583
20190720T01-07,584
20190720T00-07,578
20190719T23-07,555
20190719T22-07,567
20190719T21-07,567
20190719T20-07,568
20190719T19-07,570
20190719T18-07,568
20190719T17-07,569
20190719T16-07,569
20190719T15-07,568
20190719T14-07,569
20190719T13-07,568
20190719T12-07,542
20190719T11-07,544
20190719T10-07,542
20190719T09-07,542
20190719T08-07,542
20190719T07-07,542
20190719T06-07,555
20190719T05-07,554
20190719T04-07,554
20190719T03-07,554
20190719T02-07,554
20190719T01-07,554
20190719T00-07,552
20190718T23-07,555
20190718T22-07,561
20190718T21-07,560
20190718T20-07,561
20190718T19-07,562
20190718T18-07,562
20190718T17-07,563
20190718T16-07,563
20190718T15-07,562
20190718T14-07,561
20190718T13-07,540
20190718T12-07,515
20190718T11-07,535
20190718T10-07,535
20190718T09-07,535
20190718T08-07,535
20190718T07-07,536
20190718T06-07,553
20190718T05-07,553
20190718T04-07,555
20190718T03-07,553
20190718T02-07,553
20190718T01-07,554
20190718T00-07,551
20190717T23-07,552
20190717T22-07,567
20190717T21-07,568
20190717T20-07,567
20190717T19-07,567
20190717T18-07,569
20190717T17-07,567
20190717T16-07,568
20190717T15-07,569
20190717T14-07,567
20190717T13-07,566
20190717T12-07,544
20190717T11-07,542
20190717T10-07,543
20190717T09-07,542
20190717T08-07,542
20190717T07-07,543
20190717T06-07,553
20190717T05-07,553
20190717T04-07,551
20190717T03-07,552
20190717T02-07,552
20190717T01-07,551
20190717T00-07,563
20190716T23-07,563
20190716T22-07,566
20190716T21-07,567
20190716T20-07,567
20190716T19-07,566
20190716T18-07,567
20190716T17-07,568
20190716T16-07,568
20190716T15-07,568
20190716T14-07,567
20190716T13-07,565
20190716T12-07,541
20190716T11-07,542
20190716T10-07,542
20190716T09-07,540
20190716T08-07,540
20190716T07-07,542
20190716T06-07,563
20190716T05-07,563
20190716T04-07,563
20190716T03-07,562
20190716T02-07,562
20190716T01-07,562
20190716T00-07,555
20190715T23-07,555
20190715T22-07,567
20190715T21-07,567
20190715T20-07,558
20190715T19-07,557
20190715T18-07,558
20190715T17-07,557
20190715T16-07,558
20190715T15-07,558
20190715T14-07,557
20190715T13-07,559
20190715T12-07,541
20190715T11-07,543
20190715T10-07,541
20190715T09-07,563
20190715T08-07,544
20190715T07-07,565
20190715T06-07,556
20190715T05-07,555
20190715T04-07,555
20190715T03-07,554
20190715T02-07,556
20190715T01-07,555
20190715T00-07,554
20190714T23-07,553
20190714T22-07,555
20190714T21-07,554
20190714T20-07,555
20190714T19-07,555
20190714T18-07,555
20190714T17-07,556
20190714T16-07,554
20190714T15-07,554
20190714T14-07,555
20190714T13-07,556
20190714T12-07,556
20190714T11-07,556
20190714T10-07,554
20190714T09-07,555
20190714T08-07,554
20190714T07-07,555
20190714T06-07,555
20190714T05-07,556
20190714T04-07,555
20190714T03-07,554
20190714T02-07,555
20190714T01-07,556
20190714T00-07,555
20190713T23-07,557
20190713T22-07,567
20190713T21-07,566
20190713T20-07,558
20190713T19-07,557
20190713T18-07,557
20190713T17-07,556
20190713T16-07,557
20190713T15-07,558
20190713T14-07,559
20190713T13-07,557
20190713T12-07,557
20190713T11-07,556
20190713T10-07,556
20190713T09-07,502
20190713T08-07,535
20190713T07-07,542
20190713T06-07,555
20190713T05-07,555
20190713T04-07,555
20190713T03-07,555
20190713T02-07,555
20190713T01-07,554
20190713T00-07,551
20190712T23-07,552
20190712T22-07,567
20190712T21-07,566
20190712T20-07,548
20190712T19-07,549
20190712T18-07,547
20190712T17-07,548
20190712T16-07,548
20190712T15-07,549
20190712T14-07,548
20190712T13-07,558
20190712T12-07,557
20190712T11-07,557
20190712T10-07,556
20190712T09-07,542
20190712T08-07,542
20190712T07-07,543
20190712T06-07,553
20190712T05-07,552
20190712T04-07,552
20190712T03-07,551
20190712T02-07,553
20190712T01-07,551
20190712T00-07,553
20190711T23-07,552
20190711T22-07,554
20190711T21-07,553
20190711T20-07,553
20190711T19-07,554
20190711T18-07,553
20190711T17-07,553
20190711T16-07,553
20190711T15-07,554
20190711T14-07,554
20190711T13-07,552
20190711T12-07,530
20190711T11-07,530
20190711T10-07,566
20190711T09-07,530
20190711T08-07,529
20190711T07-07,531
20190711T06-07,551
20190711T05-07,552
20190711T04-07,551
20190711T03-07,552
20190711T02-07,551
20190711T01-07,552
20190711T00-07,551
20190710T23-07,552
20190710T22-07,568
20190710T21-07,568
20190710T20-07,567
20190710T19-07,570
20190710T18-07,569
20190710T17-07,569
20190710T16-07,569
20190710T15-07,570
20190710T14-07,569
20190710T13-07,568
20190710T12-07,544
20190710T11-07,549
20190710T10-07,543
20190710T09-07,545
20190710T08-07,567
20190710T07-07,545
20190710T06-07,553
20190710T05-07,551
20190710T04-07,551
20190710T03-07,551
20190710T02-07,551
20190710T01-07,551
20190710T00-07,553
20190709T23-07,555
20190709T22-07,566
20190709T21-07,567
20190709T20-07,568
20190709T19-07,567
20190709T18-07,568
20190709T17-07,567
20190709T16-07,568
20190709T15-07,568
20190709T14-07,568
20190709T13-07,568
20190709T12-07,570
20190709T11-07,565
20190709T10-07,545
20190709T09-07,575
20190709T08-07,567
20190709T07-07,566
20190709T06-07,555
20190709T05-07,553
20190709T04-07,553
20190709T03-07,553
20190709T02-07,554
20190709T01-07,555
20190709T00-07,561
20190708T23-07,563
20190708T22-07,572
20190708T21-07,571
20190708T20-07,571
20190708T19-07,573
20190708T18-07,572
20190708T17-07,577
20190708T16-07,584
20190708T15-07,572
20190708T14-07,573
20190708T13-07,572
20190708T12-07,571
20190708T11-07,572
20190708T10-07,561
20190708T09-07,546
20190708T08-07,546
20190708T07-07,546
20190708T06-07,562
20190708T05-07,564
20190708T04-07,562
20190708T03-07,562
20190708T02-07,563
20190708T01-07,567
20190708T00-07,562
20190707T23-07,560
20190707T22-07,559
20190707T21-07,560
20190707T20-07,562
20190707T19-07,559
20190707T18-07,562
20190707T17-07,560
20190707T16-07,561
20190707T15-07,562
20190707T14-07,560
20190707T13-07,560
20190707T12-07,555
20190707T11-07,551
20190707T10-07,542
20190707T09-07,534
20190707T08-07,486
20190707T07-07,511
20190707T06-07,510
20190707T05-07,510
20190707T04-07,510
20190707T03-07,510
20190707T02-07,511
20190707T01-07,535
20190707T00-07,558
20190706T23-07,560
20190706T22-07,557
20190706T21-07,557
20190706T20-07,557
20190706T19-07,558
20190706T18-07,559
20190706T17-07,559
20190706T16-07,560
20190706T15-07,559
20190706T14-07,557
20190706T13-07,543
20190706T12-07,387
20190706T11-07,382
20190706T10-07,382
20190706T09-07,383
20190706T08-07,392
20190706T07-07,527
20190706T06-07,559
20190706T05-07,560
20190706T04-07,559
20190706T03-07,558
20190706T02-07,561
20190706T01-07,562
20190706T00-07,571
20190705T23-07,571
20190705T22-07,561
20190705T21-07,560
20190705T20-07,562
20190705T19-07,561
20190705T18-07,561
20190705T17-07,561
20190705T16-07,562
20190705T15-07,562
20190705T14-07,562
20190705T13-07,560
20190705T12-07,537
20190705T11-07,537
20190705T10-07,537
20190705T09-07,536
20190705T08-07,536
20190705T07-07,514
20190705T06-07,533
20190705T05-07,535
20190705T04-07,535
20190705T03-07,535
20190705T02-07,535
20190705T01-07,534
20190705T00-07,535
20190704T23-07,540
20190704T22-07,534
20190704T21-07,560
20190704T20-07,562
20190704T19-07,561
20190704T18-07,560
20190704T17-07,561
20190704T16-07,562
20190704T15-07,562
20190704T14-07,561
20190704T13-07,562
20190704T12-07,561
20190704T11-07,561
20190704T10-07,562
20190704T09-07,561
20190704T08-07,561
20190704T07-07,561
20190704T06-07,572
20190704T05-07,571
20190704T04-07,572
20190704T03-07,572
20190704T02-07,572
20190704T01-07,571
20190704T00-07,573
20190703T23-07,574
20190703T22-07,562
20190703T21-07,562
20190703T20-07,561
20190703T19-07,562
20190703T18-07,563
20190703T17-07,571
20190703T16-07,570
20190703T15-07,567
20190703T14-07,563
20190703T13-07,572
20190703T12-07,573
20190703T11-07,579
20190703T10-07,578
20190703T09-07,572
20190703T08-07,562
20190703T07-07,538
20190703T06-07,524
20190703T05-07,497
20190703T04-07,429
20190703T03-07,475
20190703T02-07,520
20190703T01-07,497
20190703T00-07,472
20190702T23-07,477
20190702T22-07,570
20190702T21-07,559
20190702T20-07,559
20190702T19-07,560
20190702T18-07,564
20190702T17-07,567
20190702T16-07,566
20190702T15-07,564
20190702T14-07,562
20190702T13-07,563
20190702T12-07,562
20190702T11-07,562
20190702T10-07,562
20190702T09-07,565
20190702T08-07,564
20190702T07-07,565
20190702T06-07,575
20190702T05-07,577
20190702T04-07,575
20190702T03-07,552
20190702T02-07,551
20190702T01-07,575
20190702T00-07,570
20190701T23-07,567
20190701T22-07,570
20190701T21-07,551
20190701T20-07,533
20190701T19-07,549
20190701T18-07,553
20190701T17-07,552
20190701T16-07,551
20190701T15-07,553
20190701T14-07,559
20190701T13-07,560
20190701T12-07,577
20190701T11-07,574
20190701T10-07,565
20190701T09-07,539
20190701T08-07,546
20190701T07-07,546
20190701T06-07,566
20190701T05-07,567
20190701T04-07,567
20190701T03-07,565
20190701T02-07,510
20190701T01-07,358
20190701T00-07,242
20190630T23-07,257
20190630T22-07,244
20190630T21-07,241
20190630T20-07,241
20190630T19-07,244
20190630T18-07,242
20190630T17-07,243
20190630T16-07,242
20190630T15-07,245
20190630T14-07,264
20190630T13-07,263
20190630T12-07,243
20190630T11-07,243
20190630T10-07,242
20190630T09-07,242
20190630T08-07,244
20190630T07-07,246
20190630T06-07,282
20190630T05-07,282
20190630T04-07,283
20190630T03-07,284
20190630T02-07,284
20190630T01-07,286
20190630T00-07,282
20190629T23-07,280
20190629T22-07,255
20190629T21-07,254
20190629T20-07,254
20190629T19-07,253
20190629T18-07,253
20190629T17-07,254
20190629T16-07,253
20190629T15-07,255
20190629T14-07,276
20190629T13-07,276
20190629T12-07,275
20190629T11-07,279
20190629T10-07,251
20190629T09-07,251
20190629T08-07,252
20190629T07-07,252
20190629T06-07,243
20190629T05-07,242
20190629T04-07,242
20190629T03-07,241
20190629T02-07,244
20190629T01-07,261
20190629T00-07,510
20190628T23-07,516
20190628T22-07,526
20190628T21-07,526
20190628T20-07,526
20190628T19-07,526
20190628T18-07,526
20190628T17-07,526
20190628T16-07,525
20190628T15-07,528
20190628T14-07,525
20190628T13-07,526
20190628T12-07,526
20190628T11-07,527
20190628T10-07,526
20190628T09-07,526
20190628T08-07,527
20190628T07-07,527
20190628T06-07,564
20190628T05-07,566
20190628T04-07,566
20190628T03-07,566
20190628T02-07,566
20190628T01-07,564
20190628T00-07,514
20190627T23-07,516
20190627T22-07,526
20190627T21-07,528
20190627T20-07,527
20190627T19-07,527
20190627T18-07,527
20190627T17-07,527
20190627T16-07,526
20190627T15-07,527
20190627T14-07,527
20190627T13-07,528
20190627T12-07,528
20190627T11-07,527
20190627T10-07,526
20190627T09-07,527
20190627T08-07,527
20190627T07-07,525
20190627T06-07,514
20190627T05-07,514
20190627T04-07,513
20190627T03-07,514
20190627T02-07,513
20190627T01-07,514
20190627T00-07,514
20190626T23-07,516
20190626T22-07,526
20190626T21-07,526
20190626T20-07,528
20190626T19-07,526
20190626T18-07,466
20190626T17-07,346
20190626T16-07,349
20190626T15-07,354
20190626T14-07,576
20190626T13-07,578
20190626T12-07,580
20190626T11-07,581
20190626T10-07,554
20190626T09-07,552
20190626T08-07,529
20190626T07-07,527
20190626T06-07,515
20190626T05-07,516
20190626T04-07,515
20190626T03-07,514
20190626T02-07,513
20190626T01-07,506
20190626T00-07,370
20190625T23-07,368
20190625T22-07,428
20190625T21-07,430
20190625T20-07,499
20190625T19-07,503
20190625T18-07,512
20190625T17-07,378
20190625T16-07,327
20190625T15-07,190
20190625T14-07,183
20190625T13-07,120
20190625T12-07,111
20190625T11-07,102
20190625T10-07,-7
20190625T09-07,0
20190625T08-07,247
20190625T07-07,250
20190625T06-07,241
20190625T05-07,240
20190625T04-07,239
20190625T03-07,239
20190625T02-07,246
20190625T01-07,259
20190625T00-07,519
20190624T23-07,541
20190624T22-07,579
20190624T21-07,580
20190624T20-07,583
20190624T19-07,583
20190624T18-07,584
20190624T17-07,583
20190624T16-07,579
20190624T15-07,578
20190624T14-07,578
20190624T13-07,580
20190624T12-07,578
20190624T11-07,578
20190624T10-07,579
20190624T09-07,578
20190624T08-07,577
20190624T07-07,579
20190624T06-07,558
20190624T05-07,541
20190624T04-07,539
20190624T03-07,540
20190624T02-07,540
20190624T01-07,540
20190624T00-07,539
20190623T23-07,540
20190623T22-07,538
20190623T21-07,493
20190623T20-07,536
20190623T19-07,482
20190623T18-07,490
20190623T17-07,492
20190623T16-07,492
20190623T15-07,493
20190623T14-07,497
20190623T13-07,505
20190623T12-07,498
20190623T11-07,505
20190623T10-07,499
20190623T09-07,500
20190623T08-07,494
20190623T07-07,473
20190623T06-07,500
20190623T05-07,515
20190623T04-07,514
20190623T03-07,492
20190623T02-07,483
20190623T01-07,416
20190623T00-07,456
20190622T23-07,458
20190622T22-07,450
20190622T21-07,470
20190622T20-07,383
20190622T19-07,457
20190622T18-07,519
20190622T17-07,533
20190622T16-07,529
20190622T15-07,484
20190622T14-07,456
20190622T13-07,414
20190622T12-07,417
20190622T11-07,435
20190622T10-07,451
20190622T09-07,425
20190622T08-07,523
20190622T07-07,507
20190622T06-07,485
20190622T05-07,471
20190622T04-07,489
20190622T03-07,484
20190622T02-07,472
20190622T01-07,471
20190622T00-07,460
20190621T23-07,492
20190621T22-07,515
20190621T21-07,522
20190621T20-07,556
20190621T19-07,553
20190621T18-07,557
20190621T17-07,557
20190621T16-07,557
20190621T15-07,557
20190621T14-07,556
20190621T13-07,557
20190621T12-07,558
20190621T11-07,558
20190621T10-07,557
20190621T09-07,557
20190621T08-07,557
20190621T07-07,552
20190621T06-07,517
20190621T05-07,515
20190621T04-07,514
20190621T03-07,513
20190621T02-07,514
20190621T01-07,514
20190621T00-07,512
