,natural gas
20190322T05-07,518
20190322T04-07,518
20190322T03-07,518
20190322T02-07,519
20190322T01-07,520
20190322T00-07,558
20190321T23-07,557
20190321T22-07,548
20190321T21-07,548
20190321T20-07,548
20190321T19-07,574
20190321T18-07,583
20190321T17-07,583
20190321T16-07,584
20190321T15-07,582
20190321T14-07,583
20190321T13-07,583
20190321T12-07,583
20190321T11-07,583
20190321T10-07,582
20190321T09-07,583
20190321T08-07,584
20190321T07-07,585
20190321T06-07,583
20190321T05-07,584
20190321T04-07,584
20190321T03-07,582
20190321T02-07,584
20190321T01-07,584
20190321T00-07,599
20190320T23-07,597
20190320T22-07,568
20190320T21-07,566
20190320T20-07,569
20190320T19-07,567
20190320T18-07,568
20190320T17-07,568
20190320T16-07,568
20190320T15-07,569
20190320T14-07,581
20190320T13-07,593
20190320T12-07,589
20190320T11-07,596
20190320T10-07,605
20190320T09-07,605
20190320T08-07,607
20190320T07-07,607
20190320T06-07,608
20190320T05-07,610
20190320T04-07,609
20190320T03-07,609
20190320T02-07,609
20190320T01-07,608
20190320T00-07,608
20190319T23-07,606
20190319T22-07,573
20190319T21-07,573
20190319T20-07,576
20190319T19-07,572
20190319T18-07,573
20190319T17-07,582
20190319T16-07,584
20190319T15-07,584
20190319T14-07,592
20190319T13-07,593
20190319T12-07,594
20190319T11-07,606
20190319T10-07,605
20190319T09-07,604
20190319T08-07,604
20190319T07-07,606
20190319T06-07,609
20190319T05-07,609
20190319T04-07,609
20190319T03-07,606
20190319T02-07,600
20190319T01-07,500
20190319T00-07,358
20190318T23-07,270
20190318T22-07,275
20190318T21-07,275
20190318T20-07,274
20190318T19-07,275
20190318T18-07,286
20190318T17-07,275
20190318T16-07,275
20190318T15-07,274
20190318T14-07,276
20190318T13-07,276
20190318T12-07,274
20190318T11-07,275
20190318T10-07,276
20190318T09-07,275
20190318T08-07,277
20190318T07-07,280
20190318T06-07,268
20190318T05-07,268
20190318T04-07,268
20190318T03-07,269
20190318T02-07,267
20190318T01-07,267
20190318T00-07,267
20190317T23-07,269
20190317T22-07,286
20190317T21-07,293
20190317T20-07,294
20190317T19-07,292
20190317T18-07,290
20190317T17-07,268
20190317T16-07,267
20190317T15-07,258
20190317T14-07,267
20190317T13-07,267
20190317T12-07,267
20190317T11-07,268
20190317T10-07,266
20190317T09-07,267
20190317T08-07,266
20190317T07-07,266
20190317T06-07,266
20190317T05-07,264
20190317T04-07,263
20190317T03-07,263
20190317T02-07,270
20190317T01-07,294
20190317T00-07,595
20190316T23-07,607
20190316T22-07,606
20190316T21-07,590
20190316T20-07,590
20190316T19-07,592
20190316T18-07,592
20190316T17-07,589
20190316T16-07,567
20190316T15-07,567
20190316T14-07,565
20190316T13-07,567
20190316T12-07,589
20190316T11-07,596
20190316T10-07,605
20190316T09-07,605
20190316T08-07,604
20190316T07-07,607
20190316T06-07,606
20190316T05-07,606
20190316T04-07,605
20190316T03-07,606
20190316T02-07,606
20190316T01-07,605
20190316T00-07,605
20190315T23-07,605
20190315T22-07,606
20190315T21-07,606
20190315T20-07,606
20190315T19-07,605
20190315T18-07,592
20190315T17-07,590
20190315T16-07,592
20190315T15-07,589
20190315T14-07,592
20190315T13-07,593
20190315T12-07,604
20190315T11-07,606
20190315T10-07,605
20190315T09-07,604
20190315T08-07,606
20190315T07-07,606
20190315T06-07,607
20190315T05-07,606
20190315T04-07,606
20190315T03-07,606
20190315T02-07,605
20190315T01-07,609
20190315T00-07,607
20190314T23-07,606
20190314T22-07,607
20190314T21-07,607
20190314T20-07,607
20190314T19-07,608
20190314T18-07,609
20190314T17-07,606
20190314T16-07,605
20190314T15-07,561
20190314T14-07,560
20190314T13-07,604
20190314T12-07,606
20190314T11-07,606
20190314T10-07,608
20190314T09-07,616
20190314T08-07,616
20190314T07-07,610
20190314T06-07,609
20190314T05-07,609
20190314T04-07,607
20190314T03-07,608
20190314T02-07,609
20190314T01-07,605
20190314T00-07,604
20190313T23-07,604
20190313T22-07,604
20190313T21-07,604
20190313T20-07,558
20190313T19-07,558
20190313T18-07,559
20190313T17-07,560
20190313T16-07,589
20190313T15-07,594
20190313T14-07,583
20190313T13-07,542
20190313T12-07,554
20190313T11-07,557
20190313T10-07,601
20190313T09-07,604
20190313T08-07,614
20190313T07-07,615
20190313T06-07,607
20190313T05-07,607
20190313T04-07,606
20190313T03-07,607
20190313T02-07,606
20190313T01-07,613
20190313T00-07,612
20190312T23-07,608
20190312T22-07,603
20190312T21-07,552
20190312T20-07,554
20190312T19-07,600
20190312T18-07,554
20190312T17-07,551
20190312T16-07,551
20190312T15-07,552
20190312T14-07,593
20190312T13-07,553
20190312T12-07,555
20190312T11-07,603
20190312T10-07,606
20190312T09-07,608
20190312T08-07,611
20190312T07-07,613
20190312T06-07,611
20190312T05-07,612
20190312T04-07,612
20190312T03-07,613
20190312T02-07,612
20190312T01-07,607
20190312T00-07,609
20190311T23-07,606
20190311T22-07,604
20190311T21-07,605
20190311T20-07,605
20190311T19-07,607
20190311T18-07,605
20190311T17-07,606
20190311T16-07,605
20190311T15-07,605
20190311T14-07,605
20190311T13-07,606
20190311T12-07,607
20190311T11-07,610
20190311T10-07,605
20190311T09-07,620
20190311T08-07,621
20190311T07-07,619
20190311T06-07,614
20190311T05-07,609
20190311T04-07,609
20190311T03-07,610
20190311T02-07,610
20190311T01-07,610
20190311T00-07,609
20190310T23-07,609
20190310T22-07,609
20190310T21-07,610
20190310T20-07,611
20190310T19-07,611
20190310T18-07,610
20190310T17-07,612
20190310T16-07,610
20190310T15-07,609
20190310T14-07,609
20190310T13-07,608
20190310T12-07,610
20190310T11-07,609
20190310T10-07,618
20190310T09-07,619
20190310T08-07,620
20190310T07-07,619
20190310T06-07,619
20190310T05-07,610
20190310T04-07,609
20190310T03-07,609
20190310T01-08,610
20190310T00-08,609
20190309T23-08,610
20190309T22-08,610
20190309T21-08,611
20190309T20-08,610
20190309T19-08,612
20190309T18-08,612
20190309T17-08,611
20190309T16-08,611
20190309T15-08,610
20190309T14-08,609
20190309T13-08,608
20190309T12-08,610
20190309T11-08,610
20190309T10-08,611
20190309T09-08,610
20190309T08-08,608
20190309T07-08,608
20190309T06-08,608
20190309T05-08,608
20190309T04-08,609
20190309T03-08,607
20190309T02-08,612
20190309T01-08,610
20190309T00-08,611
20190308T23-08,611
20190308T22-08,611
20190308T21-08,610
20190308T20-08,609
20190308T19-08,610
20190308T18-08,613
20190308T17-08,613
20190308T16-08,612
20190308T15-08,610
20190308T14-08,610
20190308T13-08,611
20190308T12-08,611
20190308T11-08,610
20190308T10-08,612
20190308T09-08,614
20190308T08-08,610
20190308T07-08,612
20190308T06-08,611
20190308T05-08,611
20190308T04-08,612
20190308T03-08,613
20190308T02-08,612
20190308T01-08,612
20190308T00-08,611
20190307T23-08,612
20190307T22-08,607
20190307T21-08,608
20190307T20-08,607
20190307T19-08,609
20190307T18-08,611
20190307T17-08,609
20190307T16-08,608
20190307T15-08,610
20190307T14-08,611
20190307T13-08,608
20190307T12-08,607
20190307T11-08,607
20190307T10-08,608
20190307T09-08,607
20190307T08-08,607
20190307T07-08,609
20190307T06-08,613
20190307T05-08,612
20190307T04-08,613
20190307T03-08,613
20190307T02-08,613
20190307T01-08,613
20190307T00-08,616
20190306T23-08,617
20190306T22-08,616
20190306T21-08,615
20190306T20-08,615
20190306T19-08,615
20190306T18-08,617
20190306T17-08,616
20190306T16-08,617
20190306T15-08,616
20190306T14-08,618
20190306T13-08,619
20190306T12-08,617
20190306T11-08,616
20190306T10-08,615
20190306T09-08,616
20190306T08-08,615
20190306T07-08,616
20190306T06-08,591
20190306T05-08,592
20190306T04-08,619
20190306T03-08,621
20190306T02-08,619
20190306T01-08,620
20190306T00-08,605
20190305T23-08,606
20190305T22-08,612
20190305T21-08,613
20190305T20-08,611
20190305T19-08,613
20190305T18-08,614
20190305T17-08,612
20190305T16-08,614
20190305T15-08,612
20190305T14-08,613
20190305T13-08,612
20190305T12-08,613
20190305T11-08,614
20190305T10-08,612
20190305T09-08,613
20190305T08-08,612
20190305T07-08,613
20190305T06-08,607
20190305T05-08,605
20190305T04-08,607
20190305T03-08,605
20190305T02-08,606
20190305T01-08,605
20190305T00-08,613
20190304T23-08,615
20190304T22-08,613
20190304T21-08,615
20190304T20-08,615
20190304T19-08,614
20190304T18-08,615
20190304T17-08,616
20190304T16-08,615
20190304T15-08,615
20190304T14-08,615
20190304T13-08,616
20190304T12-08,615
20190304T11-08,615
20190304T10-08,616
20190304T09-08,614
20190304T08-08,614
20190304T07-08,615
20190304T06-08,613
20190304T05-08,582
20190304T04-08,580
20190304T03-08,580
20190304T02-08,579
20190304T01-08,580
20190304T00-08,568
20190303T23-08,612
20190303T22-08,613
20190303T21-08,613
20190303T20-08,574
20190303T19-08,575
20190303T18-08,575
20190303T17-08,576
20190303T16-08,577
20190303T15-08,613
20190303T14-08,614
20190303T13-08,613
20190303T12-08,614
20190303T11-08,614
20190303T10-08,614
20190303T09-08,614
20190303T08-08,613
20190303T07-08,614
20190303T06-08,615
20190303T05-08,614
20190303T04-08,615
20190303T03-08,615
20190303T02-08,614
20190303T01-08,614
20190303T00-08,604
20190302T23-08,605
20190302T22-08,607
20190302T21-08,608
20190302T20-08,607
20190302T19-08,608
20190302T18-08,608
20190302T17-08,609
20190302T16-08,607
20190302T15-08,608
20190302T14-08,606
20190302T13-08,608
20190302T12-08,609
20190302T11-08,606
20190302T10-08,607
20190302T09-08,607
20190302T08-08,608
20190302T07-08,610
20190302T06-08,604
20190302T05-08,608
20190302T04-08,622
20190302T03-08,618
20190302T02-08,606
20190302T01-08,608
20190302T00-08,623
20190301T23-08,619
20190301T22-08,621
20190301T21-08,621
20190301T20-08,616
20190301T19-08,616
20190301T18-08,617
20190301T17-08,617
20190301T16-08,618
20190301T15-08,618
20190301T14-08,616
20190301T13-08,616
20190301T12-08,617
20190301T11-08,622
20190301T10-08,620
20190301T09-08,625
20190301T08-08,623
20190301T07-08,622
20190301T06-08,624
20190301T05-08,622
20190301T04-08,622
20190301T03-08,621
20190301T02-08,621
20190301T01-08,621
20190301T00-08,623
20190228T23-08,623
20190228T22-08,613
20190228T21-08,614
20190228T20-08,614
20190228T19-08,614
20190228T18-08,615
20190228T17-08,616
20190228T16-08,591
20190228T15-08,590
20190228T14-08,589
20190228T13-08,592
20190228T12-08,613
20190228T11-08,614
20190228T10-08,619
20190228T09-08,619
20190228T08-08,620
20190228T07-08,614
20190228T06-08,620
20190228T05-08,620
20190228T04-08,618
20190228T03-08,605
20190228T02-08,605
20190228T01-08,612
20190228T00-08,616
20190227T23-08,615
20190227T22-08,614
20190227T21-08,619
20190227T20-08,619
20190227T19-08,619
20190227T18-08,619
20190227T17-08,616
20190227T16-08,615
20190227T15-08,615
20190227T14-08,616
20190227T13-08,617
20190227T12-08,613
20190227T11-08,614
20190227T10-08,614
20190227T09-08,614
20190227T08-08,614
20190227T07-08,617
20190227T06-08,617
20190227T05-08,618
20190227T04-08,615
20190227T03-08,616
20190227T02-08,613
20190227T01-08,615
20190227T00-08,608
20190226T23-08,607
20190226T22-08,613
20190226T21-08,612
20190226T20-08,612
20190226T19-08,612
20190226T18-08,614
20190226T17-08,615
20190226T16-08,613
20190226T15-08,615
20190226T14-08,613
20190226T13-08,613
20190226T12-08,614
20190226T11-08,614
20190226T10-08,613
20190226T09-08,614
20190226T08-08,612
20190226T07-08,614
20190226T06-08,608
20190226T05-08,607
20190226T04-08,609
20190226T03-08,607
20190226T02-08,607
20190226T01-08,607
20190226T00-08,608
20190225T23-08,606
20190225T22-08,613
20190225T21-08,613
20190225T20-08,613
20190225T19-08,613
20190225T18-08,614
20190225T17-08,613
20190225T16-08,613
20190225T15-08,614
20190225T14-08,613
20190225T13-08,615
20190225T12-08,615
20190225T11-08,614
20190225T10-08,614
20190225T09-08,612
20190225T08-08,612
20190225T07-08,613
20190225T06-08,608
20190225T05-08,608
20190225T04-08,607
20190225T03-08,608
20190225T02-08,608
20190225T01-08,608
20190225T00-08,608
20190224T23-08,609
20190224T22-08,608
20190224T21-08,609
20190224T20-08,608
20190224T19-08,608
20190224T18-08,610
20190224T17-08,611
20190224T16-08,608
20190224T15-08,609
20190224T14-08,609
20190224T13-08,609
20190224T12-08,609
20190224T11-08,608
20190224T10-08,608
20190224T09-08,609
20190224T08-08,608
20190224T07-08,609
20190224T06-08,608
20190224T05-08,607
20190224T04-08,610
20190224T03-08,608
20190224T02-08,609
20190224T01-08,609
20190224T00-08,608
20190223T23-08,609
20190223T22-08,612
20190223T21-08,612
20190223T20-08,611
20190223T19-08,597
20190223T18-08,597
20190223T17-08,599
20190223T16-08,601
20190223T15-08,598
20190223T14-08,598
20190223T13-08,586
20190223T12-08,603
20190223T11-08,603
20190223T10-08,605
20190223T09-08,612
20190223T08-08,611
20190223T07-08,610
20190223T06-08,609
20190223T05-08,610
20190223T04-08,609
20190223T03-08,609
20190223T02-08,607
20190223T01-08,610
20190223T00-08,606
20190222T23-08,608
20190222T22-08,612
20190222T21-08,611
20190222T20-08,612
20190222T19-08,611
20190222T18-08,609
20190222T17-08,573
20190222T16-08,580
20190222T15-08,573
20190222T14-08,574
20190222T13-08,610
20190222T12-08,610
20190222T11-08,611
20190222T10-08,611
20190222T09-08,611
20190222T08-08,610
20190222T07-08,613
20190222T06-08,607
20190222T05-08,606
20190222T04-08,607
20190222T03-08,608
20190222T02-08,607
20190222T01-08,607
20190222T00-08,608
20190221T23-08,606
20190221T22-08,610
20190221T21-08,612
20190221T20-08,611
20190221T19-08,611
20190221T18-08,588
20190221T17-08,587
20190221T16-08,536
20190221T15-08,569
20190221T14-08,535
20190221T13-08,608
20190221T12-08,588
20190221T11-08,610
20190221T10-08,612
20190221T09-08,611
20190221T08-08,611
20190221T07-08,612
20190221T06-08,608
20190221T05-08,608
20190221T04-08,607
20190221T03-08,608
20190221T02-08,607
20190221T01-08,608
20190221T00-08,606
20190220T23-08,606
20190220T22-08,590
20190220T21-08,589
20190220T20-08,589
20190220T19-08,590
20190220T18-08,590
20190220T17-08,591
20190220T16-08,589
20190220T15-08,589
20190220T14-08,587
20190220T13-08,545
20190220T12-08,587
20190220T11-08,591
20190220T10-08,610
20190220T09-08,609
20190220T08-08,613
20190220T07-08,614
20190220T06-08,605
20190220T05-08,558
20190220T04-08,519
20190220T03-08,521
20190220T02-08,537
20190220T01-08,605
20190220T00-08,609
20190219T23-08,608
20190219T22-08,611
20190219T21-08,611
20190219T20-08,612
20190219T19-08,614
20190219T18-08,615
20190219T17-08,617
20190219T16-08,617
20190219T15-08,611
20190219T14-08,612
20190219T13-08,610
20190219T12-08,612
20190219T11-08,611
20190219T10-08,611
20190219T09-08,611
20190219T08-08,610
20190219T07-08,611
20190219T06-08,609
20190219T05-08,608
20190219T04-08,607
20190219T03-08,609
20190219T02-08,608
20190219T01-08,611
20190219T00-08,611
20190218T23-08,614
20190218T22-08,618
20190218T21-08,620
20190218T20-08,620
20190218T19-08,620
20190218T18-08,620
20190218T17-08,621
20190218T16-08,612
20190218T15-08,612
20190218T14-08,612
20190218T13-08,612
20190218T12-08,613
20190218T11-08,622
20190218T10-08,622
20190218T09-08,620
20190218T08-08,618
20190218T07-08,619
20190218T06-08,613
20190218T05-08,615
20190218T04-08,614
20190218T03-08,614
20190218T02-08,613
20190218T01-08,614
20190218T00-08,612
20190217T23-08,614
20190217T22-08,613
20190217T21-08,613
20190217T20-08,614
20190217T19-08,614
20190217T18-08,614
20190217T17-08,618
20190217T16-08,617
20190217T15-08,616
20190217T14-08,616
20190217T13-08,579
20190217T12-08,616
20190217T11-08,618
20190217T10-08,615
20190217T09-08,614
20190217T08-08,613
20190217T07-08,614
20190217T06-08,614
20190217T05-08,614
20190217T04-08,615
20190217T03-08,614
20190217T02-08,614
20190217T01-08,615
20190217T00-08,608
20190216T23-08,605
20190216T22-08,566
20190216T21-08,564
20190216T20-08,577
20190216T19-08,565
20190216T18-08,564
20190216T17-08,534
20190216T16-08,488
20190216T15-08,501
20190216T14-08,515
20190216T13-08,515
20190216T12-08,515
20190216T11-08,515
20190216T10-08,516
20190216T09-08,564
20190216T08-08,564
20190216T07-08,566
20190216T06-08,607
20190216T05-08,608
20190216T04-08,609
20190216T03-08,607
20190216T02-08,608
20190216T01-08,606
20190216T00-08,559
20190215T23-08,554
20190215T22-08,534
20190215T21-08,587
20190215T20-08,610
20190215T19-08,591
20190215T18-08,589
20190215T17-08,590
20190215T16-08,591
20190215T15-08,616
20190215T14-08,616
20190215T13-08,617
20190215T12-08,617
20190215T11-08,614
20190215T10-08,614
20190215T09-08,591
20190215T08-08,613
20190215T07-08,590
20190215T06-08,560
20190215T05-08,557
20190215T04-08,559
20190215T03-08,557
20190215T02-08,558
20190215T01-08,557
20190215T00-08,557
20190214T23-08,559
20190214T22-08,585
20190214T21-08,586
20190214T20-08,587
20190214T19-08,586
20190214T18-08,587
20190214T17-08,586
20190214T16-08,587
20190214T15-08,587
20190214T14-08,588
20190214T13-08,588
20190214T12-08,613
20190214T11-08,588
20190214T10-08,587
20190214T09-08,589
20190214T08-08,615
20190214T07-08,611
20190214T06-08,561
20190214T05-08,561
20190214T04-08,560
20190214T03-08,559
20190214T02-08,560
20190214T01-08,562
20190214T00-08,610
20190213T23-08,613
20190213T22-08,620
20190213T21-08,621
20190213T20-08,619
20190213T19-08,610
20190213T18-08,611
20190213T17-08,611
20190213T16-08,611
20190213T15-08,612
20190213T14-08,611
20190213T13-08,611
20190213T12-08,611
20190213T11-08,611
20190213T10-08,610
20190213T09-08,611
20190213T08-08,611
20190213T07-08,612
20190213T06-08,612
20190213T05-08,612
20190213T04-08,613
20190213T03-08,612
20190213T02-08,612
20190213T01-08,611
20190213T00-08,610
20190212T23-08,612
20190212T22-08,612
20190212T21-08,615
20190212T20-08,612
20190212T19-08,610
20190212T18-08,599
20190212T17-08,598
20190212T16-08,598
20190212T15-08,597
20190212T14-08,599
20190212T13-08,597
20190212T12-08,602
20190212T11-08,603
20190212T10-08,612
20190212T09-08,613
20190212T08-08,612
20190212T07-08,613
20190212T06-08,611
20190212T05-08,612
20190212T04-08,612
20190212T03-08,611
20190212T02-08,611
20190212T01-08,608
20190212T00-08,583
20190211T23-08,584
20190211T22-08,613
20190211T21-08,616
20190211T20-08,617
20190211T19-08,616
20190211T18-08,616
20190211T17-08,623
20190211T16-08,578
20190211T15-08,566
20190211T14-08,564
20190211T13-08,564
20190211T12-08,563
20190211T11-08,561
20190211T10-08,474
20190211T09-08,565
20190211T08-08,614
20190211T07-08,616
20190211T06-08,579
20190211T05-08,482
20190211T04-08,412
20190211T03-08,430
20190211T02-08,412
20190211T01-08,476
20190211T00-08,421
20190210T23-08,479
20190210T22-08,488
20190210T21-08,577
20190210T20-08,558
20190210T19-08,513
20190210T18-08,556
20190210T17-08,530
20190210T16-08,455
20190210T15-08,452
20190210T14-08,452
20190210T13-08,452
20190210T12-08,451
20190210T11-08,455
20190210T10-08,502
20190210T09-08,533
20190210T08-08,581
20190210T07-08,582
20190210T06-08,581
20190210T05-08,537
20190210T04-08,580
20190210T03-08,584
20190210T02-08,583
20190210T01-08,583
20190210T00-08,593
20190209T23-08,593
20190209T22-08,600
20190209T21-08,600
20190209T20-08,600
20190209T19-08,598
20190209T18-08,552
20190209T17-08,550
20190209T16-08,537
20190209T15-08,499
20190209T14-08,451
20190209T13-08,471
20190209T12-08,463
20190209T11-08,471
20190209T10-08,508
20190209T09-08,478
20190209T08-08,503
20190209T07-08,550
20190209T06-08,587
20190209T05-08,541
20190209T04-08,495
20190209T03-08,538
20190209T02-08,496
20190209T01-08,560
20190209T00-08,497
20190208T23-08,543
20190208T22-08,597
20190208T21-08,599
20190208T20-08,556
20190208T19-08,612
20190208T18-08,616
20190208T17-08,600
20190208T16-08,595
20190208T15-08,503
20190208T14-08,501
20190208T13-08,501
20190208T12-08,521
20190208T11-08,568
20190208T10-08,571
20190208T09-08,571
20190208T08-08,618
20190208T07-08,623
20190208T06-08,617
20190208T05-08,593
20190208T04-08,592
20190208T03-08,592
20190208T02-08,592
20190208T01-08,593
20190208T00-08,592
20190207T23-08,593
20190207T22-08,597
20190207T21-08,598
20190207T20-08,597
20190207T19-08,599
20190207T18-08,608
20190207T17-08,598
20190207T16-08,596
20190207T15-08,574
20190207T14-08,568
20190207T13-08,596
20190207T12-08,617
20190207T11-08,619
20190207T10-08,621
20190207T09-08,621
20190207T08-08,628
20190207T07-08,635
20190207T06-08,627
20190207T05-08,622
20190207T04-08,623
20190207T03-08,623
20190207T02-08,623
20190207T01-08,623
20190207T00-08,625
20190206T23-08,625
20190206T22-08,613
20190206T21-08,613
20190206T20-08,599
20190206T19-08,613
20190206T18-08,614
20190206T17-08,600
20190206T16-08,600
20190206T15-08,599
20190206T14-08,598
20190206T13-08,617
20190206T12-08,618
20190206T11-08,622
20190206T10-08,622
20190206T09-08,621
20190206T08-08,623
20190206T07-08,626
20190206T06-08,625
20190206T05-08,615
20190206T04-08,616
20190206T03-08,616
20190206T02-08,617
20190206T01-08,614
20190206T00-08,617
20190205T23-08,618
20190205T22-08,623
20190205T21-08,622
20190205T20-08,624
20190205T19-08,622
20190205T18-08,620
20190205T17-08,618
20190205T16-08,620
20190205T15-08,619
20190205T14-08,618
20190205T13-08,618
20190205T12-08,618
20190205T11-08,619
20190205T10-08,622
20190205T09-08,623
20190205T08-08,625
20190205T07-08,624
20190205T06-08,619
20190205T05-08,619
20190205T04-08,618
20190205T03-08,618
20190205T02-08,617
20190205T01-08,617
20190205T00-08,593
20190204T23-08,592
20190204T22-08,598
20190204T21-08,597
20190204T20-08,598
20190204T19-08,598
20190204T18-08,597
20190204T17-08,598
20190204T16-08,598
20190204T15-08,598
20190204T14-08,598
20190204T13-08,598
20190204T12-08,598
20190204T11-08,598
20190204T10-08,597
20190204T09-08,598
20190204T08-08,598
20190204T07-08,598
20190204T06-08,592
20190204T05-08,593
20190204T04-08,591
20190204T03-08,592
20190204T02-08,593
20190204T01-08,592
20190204T00-08,591
20190203T23-08,592
20190203T22-08,590
20190203T21-08,588
20190203T20-08,591
20190203T19-08,589
20190203T18-08,590
20190203T17-08,592
20190203T16-08,606
20190203T15-08,592
20190203T14-08,609
20190203T13-08,590
20190203T12-08,590
20190203T11-08,591
20190203T10-08,591
20190203T09-08,591
20190203T08-08,591
20190203T07-08,591
20190203T06-08,592
20190203T05-08,592
20190203T04-08,592
20190203T03-08,592
20190203T02-08,592
20190203T01-08,592
20190203T00-08,599
20190202T23-08,598
20190202T22-08,590
20190202T21-08,590
20190202T20-08,598
20190202T19-08,590
20190202T18-08,590
20190202T17-08,590
20190202T16-08,590
20190202T15-08,591
20190202T14-08,591
20190202T13-08,599
20190202T12-08,600
20190202T11-08,599
20190202T10-08,600
20190202T09-08,600
20190202T08-08,602
20190202T07-08,601
20190202T06-08,614
20190202T05-08,614
20190202T04-08,614
20190202T03-08,614
20190202T02-08,613
20190202T01-08,613
20190202T00-08,614
20190201T23-08,613
20190201T22-08,615
20190201T21-08,609
20190201T20-08,610
20190201T19-08,610
20190201T18-08,610
20190201T17-08,610
20190201T16-08,611
20190201T15-08,609
20190201T14-08,610
20190201T13-08,610
20190201T12-08,611
20190201T11-08,611
20190201T10-08,615
20190201T09-08,613
20190201T08-08,613
20190201T07-08,617
20190201T06-08,620
20190201T05-08,619
20190201T04-08,618
20190201T03-08,620
20190201T02-08,618
20190201T01-08,617
20190201T00-08,598
20190131T23-08,598
20190131T22-08,603
20190131T21-08,604
20190131T20-08,596
20190131T19-08,603
20190131T18-08,605
20190131T17-08,605
20190131T16-08,604
20190131T15-08,605
20190131T14-08,605
20190131T13-08,606
20190131T12-08,605
20190131T11-08,605
20190131T10-08,608
20190131T09-08,608
20190131T08-08,605
20190131T07-08,606
20190131T06-08,607
20190131T05-08,608
20190131T04-08,609
20190131T03-08,607
20190131T02-08,608
20190131T01-08,609
20190131T00-08,607
20190130T23-08,605
20190130T22-08,606
20190130T21-08,599
20190130T20-08,600
20190130T19-08,600
20190130T18-08,591
20190130T17-08,592
20190130T16-08,591
20190130T15-08,589
20190130T14-08,545
20190130T13-08,587
20190130T12-08,543
20190130T11-08,553
20190130T10-08,544
20190130T09-08,589
20190130T08-08,604
20190130T07-08,592
20190130T06-08,602
20190130T05-08,601
20190130T04-08,603
20190130T03-08,602
20190130T02-08,602
20190130T01-08,602
20190130T00-08,603
20190129T23-08,602
20190129T22-08,596
20190129T21-08,596
20190129T20-08,596
20190129T19-08,594
20190129T18-08,596
20190129T17-08,595
20190129T16-08,596
20190129T15-08,593
20190129T14-08,593
20190129T13-08,593
20190129T12-08,594
20190129T11-08,590
20190129T10-08,595
20190129T09-08,594
20190129T08-08,604
20190129T07-08,607
20190129T06-08,607
20190129T05-08,599
20190129T04-08,598
20190129T03-08,598
20190129T02-08,598
20190129T01-08,598
20190129T00-08,601
20190128T23-08,602
20190128T22-08,595
20190128T21-08,596
20190128T20-08,595
20190128T19-08,596
20190128T18-08,596
20190128T17-08,596
20190128T16-08,595
20190128T15-08,592
20190128T14-08,591
20190128T13-08,590
20190128T12-08,591
20190128T11-08,590
20190128T10-08,591
20190128T09-08,605
20190128T08-08,604
20190128T07-08,596
20190128T06-08,599
20190128T05-08,599
20190128T04-08,598
20190128T03-08,596
20190128T02-08,597
20190128T01-08,598
20190128T00-08,596
20190127T23-08,594
20190127T22-08,596
20190127T21-08,596
20190127T20-08,595
20190127T19-08,596
20190127T18-08,597
20190127T17-08,596
20190127T16-08,598
20190127T15-08,589
20190127T14-08,589
20190127T13-08,590
20190127T12-08,591
20190127T11-08,590
20190127T10-08,592
20190127T09-08,596
20190127T08-08,596
20190127T07-08,598
20190127T06-08,598
20190127T05-08,595
20190127T04-08,597
20190127T03-08,597
20190127T02-08,597
20190127T01-08,596
20190127T00-08,597
20190126T23-08,596
20190126T22-08,603
20190126T21-08,602
20190126T20-08,603
20190126T19-08,602
20190126T18-08,603
20190126T17-08,604
20190126T16-08,602
20190126T15-08,587
20190126T14-08,588
20190126T13-08,585
20190126T12-08,586
20190126T11-08,587
20190126T10-08,591
20190126T09-08,602
20190126T08-08,602
20190126T07-08,603
20190126T06-08,598
20190126T05-08,597
20190126T04-08,597
20190126T03-08,597
20190126T02-08,598
20190126T01-08,597
20190126T00-08,598
20190125T23-08,600
20190125T22-08,605
20190125T21-08,601
20190125T20-08,603
20190125T19-08,603
20190125T18-08,604
20190125T17-08,605
20190125T16-08,603
20190125T15-08,590
20190125T14-08,589
20190125T13-08,588
20190125T12-08,591
20190125T11-08,589
20190125T10-08,599
20190125T09-08,602
20190125T08-08,604
20190125T07-08,605
20190125T06-08,600
20190125T05-08,600
20190125T04-08,596
20190125T03-08,597
20190125T02-08,597
20190125T01-08,600
20190125T00-08,598
20190124T23-08,600
20190124T22-08,603
20190124T21-08,604
20190124T20-08,603
20190124T19-08,603
20190124T18-08,602
20190124T17-08,600
20190124T16-08,553
20190124T15-08,505
20190124T14-08,529
20190124T13-08,547
20190124T12-08,534
20190124T11-08,506
20190124T10-08,530
20190124T09-08,599
20190124T08-08,602
20190124T07-08,604
20190124T06-08,599
20190124T05-08,600
20190124T04-08,599
20190124T03-08,599
20190124T02-08,599
20190124T01-08,598
20190124T00-08,592
20190123T23-08,590
20190123T22-08,575
20190123T21-08,572
20190123T20-08,573
20190123T19-08,573
20190123T18-08,571
20190123T17-08,569
20190123T16-08,532
20190123T15-08,533
20190123T14-08,571
20190123T13-08,564
20190123T12-08,571
20190123T11-08,572
20190123T10-08,572
20190123T09-08,571
20190123T08-08,571
20190123T07-08,573
20190123T06-08,591
20190123T05-08,592
20190123T04-08,590
20190123T03-08,591
20190123T02-08,590
20190123T01-08,590
20190123T00-08,588
20190122T23-08,588
20190122T22-08,596
