,natural gas,nuclear,other,solar,hydro,wind
20191126T02-08,269,1171,230,0,5172,924
20191126T01-08,268,1171,209,0,5342,951
20191126T00-08,268,1169,206,0,6521,1004
20191125T23-08,267,1169,203,0,7003,1080
20191125T22-08,268,1169,212,0,7957,839
20191125T21-08,267,1167,205,0,9097,673
20191125T20-08,267,1167,212,0,9219,868
20191125T19-08,267,1166,214,0,9610,1123
20191125T18-08,268,1164,207,0,9189,1432
20191125T17-08,266,1161,201,0,8713,1516
20191125T16-08,266,1164,226,0,8169,1641
20191125T15-08,264,1163,229,0,7342,1859
20191125T14-08,265,1163,214,0,6675,1911
20191125T13-08,264,1163,210,0,6773,1838
20191125T12-08,264,1164,212,0,7148,1730
20191125T11-08,265,1164,208,0,7210,1781
20191125T10-08,267,1167,208,0,7390,1699
20191125T09-08,266,1166,221,0,8542,1763
20191125T08-08,267,1166,246,0,8732,1736
20191125T07-08,266,1167,238,0,8005,1670
20191125T06-08,267,1168,240,0,7321,1539
20191125T05-08,267,1168,235,0,6464,1521
20191125T04-08,267,1168,235,0,6353,1338
20191125T03-08,265,1168,234,0,5889,1614
20191125T02-08,267,1168,236,0,5762,1837
20191125T01-08,267,1167,237,0,5916,1910
20191125T00-08,267,1169,233,0,5520,2149
20191124T23-08,268,1168,235,0,6021,2160
20191124T22-08,268,1166,235,0,6973,2138
20191124T21-08,268,1164,234,0,7535,2158
20191124T20-08,268,1163,237,0,7893,2083
20191124T19-08,268,1163,233,0,7948,2096
20191124T18-08,267,1163,228,0,7634,2190
20191124T17-08,267,1159,231,0,7246,2025
20191124T16-08,265,1160,232,0,6849,1955
20191124T15-08,266,1160,231,0,6534,2045
20191124T14-08,266,1159,232,0,6690,1941
20191124T13-08,268,1162,234,0,6620,2013
20191124T12-08,268,1161,235,0,7019,2014
20191124T11-08,268,1165,231,0,7454,1985
20191124T10-08,269,1169,232,0,7470,2105
20191124T09-08,268,1169,233,0,7286,2211
20191124T08-08,270,1171,232,0,7225,1998
20191124T07-08,268,1170,232,0,7064,1981
20191124T06-08,268,1168,229,0,6317,2123
20191124T05-08,268,1168,233,0,6057,2114
20191124T04-08,269,1168,232,0,5805,2255
20191124T03-08,267,1170,239,0,5648,2444
20191124T02-08,267,1169,234,0,5471,2439
20191124T01-08,268,1168,237,0,5394,2369
20191124T00-08,269,1169,231,0,5463,2105
20191123T23-08,269,1169,229,0,6101,1783
20191123T22-08,270,1169,241,0,6535,1284
20191123T21-08,269,1169,241,0,6956,1333
20191123T20-08,269,1169,244,0,7220,1105
20191123T19-08,269,1170,243,0,7604,959
20191123T18-08,269,1169,241,0,7583,842
20191123T17-08,268,1169,240,0,7424,740
20191123T16-08,267,1170,242,0,6949,550
20191123T15-08,267,1169,241,0,6623,456
20191123T14-08,270,1169,241,0,6670,394
20191123T13-08,270,1169,237,0,6955,307
20191123T12-08,270,1170,238,0,7571,226
20191123T11-08,272,1170,239,0,7999,177
20191123T10-08,272,1170,240,0,8310,163
20191123T09-08,273,1170,239,0,8387,192
20191123T08-08,273,1170,242,0,8141,223
20191123T07-08,274,1169,245,0,7576,174
20191123T06-08,272,1171,237,0,7675,126
20191123T05-08,273,1169,234,0,7364,183
20191123T04-08,272,1170,233,0,7232,98
20191123T03-08,272,1170,230,0,7126,90
20191123T02-08,273,1170,232,0,7056,80
20191123T01-08,271,1170,237,0,7280,74
20191123T00-08,271,1170,235,0,7159,46
20191122T23-08,272,1170,236,0,7628,33
20191122T22-08,272,1170,252,0,7871,14
20191122T21-08,270,1169,252,0,8543,8
20191122T20-08,270,1168,245,0,8707,13
20191122T19-08,269,1164,246,0,8933,36
20191122T18-08,266,1164,247,0,8900,9
20191122T17-08,268,1163,248,0,8370,28
20191122T16-08,266,1164,242,0,7868,4
20191122T15-08,267,1164,241,0,7088,9
20191122T14-08,268,1165,244,0,6955,0
20191122T13-08,274,1165,248,0,7165,0
20191122T12-08,513,1167,245,0,7415,0
20191122T11-08,770,1167,248,0,8217,1
20191122T10-08,777,1166,247,0,9201,3
20191122T09-08,777,1168,247,0,9374,1
20191122T08-08,778,1169,247,0,9494,4
20191122T07-08,777,1169,247,0,9327,1
20191122T06-08,778,1168,245,0,8246,2
20191122T05-08,776,1169,235,0,7557,1
20191122T04-08,776,1170,236,0,7039,0
20191122T03-08,774,1172,234,0,6745,0
20191122T02-08,777,1171,232,0,6711,0
20191122T01-08,774,1171,235,0,6762,0
20191122T00-08,771,1169,235,0,6258,1
20191121T23-08,771,1170,237,0,6768,14
20191121T22-08,771,1168,246,0,7979,7
20191121T21-08,771,1168,244,0,8584,6
20191121T20-08,768,1167,247,0,8855,5
20191121T19-08,766,1166,252,0,9037,44
20191121T18-08,764,1165,251,0,8688,64
20191121T17-08,763,1164,242,0,8302,65
20191121T16-08,764,1163,242,0,7076,46
20191121T15-08,763,1164,237,0,7205,40
20191121T14-08,762,1164,236,0,7361,15
20191121T13-08,766,1165,227,0,7464,1
20191121T12-08,768,1166,243,0,7513,2
20191121T11-08,775,1166,239,0,7866,5
20191121T10-08,871,1168,243,0,8250,4
20191121T09-08,876,1169,243,0,8850,9
20191121T08-08,877,1167,248,0,9021,18
20191121T07-08,879,1167,252,0,8850,25
20191121T06-08,877,1167,243,0,7495,50
20191121T05-08,776,1168,238,0,6657,97
20191121T04-08,773,1166,245,0,6098,138
20191121T03-08,770,1167,243,0,5897,187
20191121T02-08,771,1167,234,0,6026,210
20191121T01-08,768,1166,232,0,5959,308
20191121T00-08,765,1171,220,0,6300,350
20191120T23-08,765,1175,224,0,6621,370
20191120T22-08,861,1176,230,0,7352,337
20191120T21-08,866,1171,229,0,8078,369
20191120T20-08,866,1165,222,0,8495,399
20191120T19-08,862,1164,235,0,8522,391
20191120T18-08,859,1162,234,0,8564,251
20191120T17-08,765,1161,231,0,7791,191
20191120T16-08,760,1161,231,0,6942,375
20191120T15-08,762,1160,234,0,6232,445
20191120T14-08,760,1161,231,0,6384,433
20191120T13-08,763,1161,234,0,6456,445
20191120T12-08,858,1161,232,0,6720,412
20191120T11-08,865,1163,228,0,7135,321
20191120T10-08,863,1165,221,0,7475,294
20191120T09-08,857,1166,221,0,8327,317
20191120T08-08,873,1164,222,0,8384,367
20191120T07-08,881,1164,221,0,7940,400
20191120T06-08,873,1164,207,0,6400,425
20191120T05-08,789,1164,213,0,5848,187
20191120T04-08,769,1163,212,0,5416,219
20191120T03-08,766,1162,211,0,5203,279
20191120T02-08,763,1162,209,0,5278,318
20191120T01-08,764,1163,212,0,5393,262
20191120T00-08,764,1163,211,0,5571,246
20191119T23-08,773,1162,219,0,5998,192
20191119T22-08,875,1161,226,0,7384,135
20191119T21-08,874,1160,223,0,7768,154
20191119T20-08,876,1161,224,0,8133,173
20191119T19-08,876,1162,225,0,8357,219
20191119T18-08,875,1160,225,0,8264,293
20191119T17-08,871,1160,219,0,7834,385
20191119T16-08,866,1159,230,0,7308,324
20191119T15-08,866,1158,227,0,7196,396
20191119T14-08,866,1158,216,0,7011,690
20191119T13-08,871,1159,218,0,6720,1018
20191119T12-08,873,1161,216,0,6483,1162
20191119T11-08,872,1160,219,0,6806,946
20191119T10-08,874,1161,216,0,7129,977
20191119T09-08,874,1161,215,0,7274,1006
20191119T08-08,874,1162,218,0,7534,927
20191119T07-08,872,1161,232,0,7297,881
20191119T06-08,872,1161,224,0,6249,829
20191119T05-08,869,1160,213,0,5205,941
20191119T04-08,768,1161,223,0,4782,1197
20191119T03-08,762,1163,217,0,4371,1269
20191119T02-08,764,1159,212,0,4396,1250
20191119T01-08,761,1160,208,0,4742,918
20191119T00-08,759,1161,211,0,5615,581
20191118T23-08,765,1162,217,0,5903,574
20191118T22-08,860,1161,226,0,7175,241
20191118T21-08,860,1161,224,0,7796,41
