,hydro
20190705T04Z,846
20190705T03Z,939
20190705T02Z,942
20190705T01Z,961
20190705T00Z,795
20190704T23Z,802
20190704T22Z,798
20190704T21Z,725
20190704T20Z,755
20190704T19Z,818
20190704T18Z,799
20190704T17Z,791
20190704T16Z,664
20190704T15Z,645
20190704T14Z,591
20190704T13Z,513
20190704T12Z,429
20190704T11Z,391
20190704T10Z,393
20190704T09Z,396
20190704T08Z,444
20190704T07Z,512
20190704T06Z,529
20190704T05Z,687
20190704T04Z,734
20190704T03Z,764
20190704T02Z,758
20190704T01Z,779
20190704T00Z,789
20190703T23Z,771
20190703T22Z,801
20190703T21Z,799
20190703T20Z,760
20190703T19Z,684
20190703T18Z,709
20190703T17Z,678
20190703T16Z,734
20190703T15Z,730
20190703T14Z,592
20190703T13Z,439
20190703T12Z,430
20190703T11Z,426
20190703T10Z,429
20190703T09Z,425
20190703T08Z,449
20190703T07Z,371
20190703T06Z,429
20190703T05Z,582
20190703T04Z,600
20190703T03Z,609
20190703T02Z,679
20190703T01Z,626
20190703T00Z,635
20190702T23Z,686
20190702T22Z,720
20190702T21Z,728
20190702T20Z,733
20190702T19Z,685
20190702T18Z,704
20190702T17Z,669
20190702T16Z,641
20190702T15Z,569
20190702T14Z,464
20190702T13Z,301
20190702T12Z,300
20190702T11Z,335
20190702T10Z,327
20190702T09Z,297
20190702T08Z,291
20190702T07Z,438
20190702T06Z,477
20190702T05Z,680
20190702T04Z,750
20190702T03Z,612
20190702T02Z,623
20190702T01Z,643
20190702T00Z,683
20190701T23Z,762
20190701T22Z,800
20190701T21Z,868
20190701T20Z,864
20190701T19Z,873
20190701T18Z,878
20190701T17Z,804
20190701T16Z,757
20190701T15Z,669
20190701T14Z,591
20190701T13Z,345
20190701T12Z,352
20190701T11Z,344
20190701T10Z,335
20190701T09Z,356
20190701T08Z,414
20190701T07Z,624
20190701T06Z,727
20190701T05Z,846
20190701T04Z,869
20190701T03Z,894
20190701T02Z,881
20190701T01Z,888
20190701T00Z,803
20190630T23Z,752
20190630T22Z,722
20190630T21Z,714
20190630T20Z,709
20190630T19Z,729
20190630T18Z,705
20190630T17Z,677
20190630T16Z,691
20190630T15Z,599
20190630T14Z,367
20190630T13Z,258
20190630T12Z,259
20190630T11Z,264
20190630T10Z,274
20190630T09Z,269
20190630T08Z,304
20190630T07Z,622
20190630T06Z,708
20190630T05Z,754
20190630T04Z,756
20190630T03Z,721
20190630T02Z,754
20190630T01Z,757
20190630T00Z,760
20190629T23Z,759
20190629T22Z,759
20190629T21Z,749
20190629T20Z,664
20190629T19Z,678
20190629T18Z,733
20190629T17Z,727
20190629T16Z,703
20190629T15Z,600
20190629T14Z,549
20190629T13Z,427
20190629T12Z,399
20190629T11Z,403
20190629T10Z,400
20190629T09Z,409
20190629T08Z,446
20190629T07Z,494
20190629T06Z,620
20190629T05Z,591
20190629T04Z,578
20190629T03Z,578
20190629T02Z,616
20190629T01Z,787
20190629T00Z,819
20190628T23Z,846
20190628T22Z,856
20190628T21Z,888
20190628T20Z,802
20190628T19Z,828
20190628T18Z,821
20190628T17Z,786
20190628T16Z,770
20190628T15Z,715
20190628T14Z,570
20190628T13Z,436
20190628T12Z,354
20190628T11Z,344
20190628T10Z,346
20190628T09Z,358
20190628T08Z,412
20190628T07Z,409
20190628T06Z,501
20190628T05Z,542
20190628T04Z,556
20190628T03Z,547
20190628T02Z,568
20190628T01Z,560
20190628T00Z,704
20190627T23Z,872
20190627T22Z,879
20190627T21Z,881
20190627T20Z,917
20190627T19Z,857
20190627T18Z,827
20190627T17Z,808
20190627T16Z,829
20190627T15Z,767
20190627T14Z,672
20190627T13Z,537
20190627T12Z,488
20190627T11Z,432
20190627T10Z,445
20190627T09Z,457
20190627T08Z,504
20190627T07Z,598
20190627T06Z,659
20190627T05Z,768
20190627T04Z,711
20190627T03Z,792
20190627T02Z,856
20190627T01Z,929
20190627T00Z,940
20190626T23Z,955
20190626T22Z,954
20190626T21Z,971
20190626T20Z,948
20190626T19Z,964
20190626T18Z,949
20190626T17Z,926
20190626T16Z,927
20190626T15Z,881
20190626T14Z,761
20190626T13Z,601
20190626T12Z,528
20190626T11Z,513
20190626T10Z,508
20190626T09Z,508
20190626T08Z,527
20190626T07Z,495
20190626T06Z,647
20190626T05Z,886
20190626T04Z,890
20190626T03Z,965
20190626T02Z,982
20190626T01Z,937
20190626T00Z,979
20190625T23Z,995
20190625T22Z,982
20190625T21Z,952
20190625T20Z,771
20190625T19Z,786
20190625T18Z,838
20190625T17Z,786
20190625T16Z,837
20190625T15Z,894
20190625T14Z,829
20190625T13Z,672
20190625T12Z,533
20190625T11Z,479
20190625T10Z,483
20190625T09Z,516
20190625T08Z,530
20190625T07Z,494
20190625T06Z,587
20190625T05Z,725
20190625T04Z,870
20190625T03Z,946
20190625T02Z,939
20190625T01Z,959
20190625T00Z,918
20190624T23Z,898
20190624T22Z,885
20190624T21Z,844
20190624T20Z,795
20190624T19Z,878
20190624T18Z,835
20190624T17Z,805
20190624T16Z,799
20190624T15Z,883
20190624T14Z,753
20190624T13Z,527
20190624T12Z,464
20190624T11Z,440
20190624T10Z,475
20190624T09Z,545
20190624T08Z,552
20190624T07Z,640
20190624T06Z,754
20190624T05Z,894
20190624T04Z,917
20190624T03Z,984
20190624T02Z,960
20190624T01Z,940
20190624T00Z,907
20190623T23Z,848
20190623T22Z,867
20190623T21Z,848
20190623T20Z,846
20190623T19Z,850
20190623T18Z,840
20190623T17Z,909
20190623T16Z,845
20190623T15Z,687
20190623T14Z,608
20190623T13Z,495
20190623T12Z,537
20190623T11Z,509
20190623T10Z,521
20190623T09Z,556
20190623T08Z,615
20190623T07Z,792
20190623T06Z,872
20190623T05Z,969
20190623T04Z,944
20190623T03Z,969
20190623T02Z,924
20190623T01Z,911
20190623T00Z,927
20190622T23Z,920
20190622T22Z,917
20190622T21Z,970
20190622T20Z,963
20190622T19Z,993
20190622T18Z,1006
20190622T17Z,917
20190622T16Z,856
20190622T15Z,758
20190622T14Z,724
20190622T13Z,788
20190622T12Z,672
20190622T11Z,668
20190622T10Z,683
20190622T09Z,784
20190622T08Z,835
20190622T07Z,807
20190622T06Z,973
20190622T05Z,930
20190622T04Z,913
20190622T03Z,1032
20190622T02Z,1044
20190622T01Z,1054
20190622T00Z,985
20190621T23Z,922
20190621T22Z,909
20190621T21Z,915
20190621T20Z,934
20190621T19Z,1072
20190621T18Z,1071
20190621T17Z,1055
20190621T16Z,1037
20190621T15Z,962
20190621T14Z,877
20190621T13Z,899
20190621T12Z,774
20190621T11Z,710
20190621T10Z,624
20190621T09Z,640
20190621T08Z,681
20190621T07Z,703
20190621T06Z,752
20190621T05Z,826
20190621T04Z,817
20190621T03Z,985
20190621T02Z,1027
20190621T01Z,1046
20190621T00Z,1032
20190620T23Z,985
20190620T22Z,881
20190620T21Z,888
20190620T20Z,881
20190620T19Z,996
20190620T18Z,1003
20190620T17Z,1002
20190620T16Z,993
20190620T15Z,957
20190620T14Z,863
20190620T13Z,720
20190620T12Z,653
20190620T11Z,631
20190620T10Z,643
20190620T09Z,659
20190620T08Z,713
20190620T07Z,944
20190620T06Z,994
20190620T05Z,927
20190620T04Z,909
20190620T03Z,928
20190620T02Z,955
20190620T01Z,983
20190620T00Z,934
20190619T23Z,882
20190619T22Z,895
20190619T21Z,849
20190619T20Z,873
20190619T19Z,982
20190619T18Z,1012
20190619T17Z,1009
20190619T16Z,987
20190619T15Z,938
20190619T14Z,975
20190619T13Z,969
20190619T12Z,900
20190619T11Z,869
20190619T10Z,899
20190619T09Z,927
20190619T08Z,954
20190619T07Z,784
20190619T06Z,834
20190619T05Z,936
20190619T04Z,939
20190619T03Z,915
20190619T02Z,992
20190619T01Z,1013
20190619T00Z,938
20190618T23Z,902
20190618T22Z,890
20190618T21Z,946
20190618T20Z,942
20190618T19Z,917
20190618T18Z,891
20190618T17Z,865
20190618T16Z,874
20190618T15Z,739
20190618T14Z,768
20190618T13Z,882
20190618T12Z,901
20190618T11Z,910
20190618T10Z,902
20190618T09Z,900
20190618T08Z,916
20190618T07Z,923
20190618T06Z,902
20190618T05Z,860
20190618T04Z,913
20190618T03Z,962
20190618T02Z,1014
20190618T01Z,1001
20190618T00Z,991
20190617T23Z,985
20190617T22Z,978
20190617T21Z,885
20190617T20Z,826
20190617T19Z,853
20190617T18Z,851
20190617T17Z,932
20190617T16Z,886
20190617T15Z,891
20190617T14Z,693
20190617T13Z,501
20190617T12Z,468
20190617T11Z,513
20190617T10Z,484
20190617T09Z,498
20190617T08Z,627
20190617T07Z,841
20190617T06Z,928
20190617T05Z,1015
20190617T04Z,1013
20190617T03Z,1006
20190617T02Z,1117
20190617T01Z,1102
20190617T00Z,1035
20190616T23Z,938
20190616T22Z,925
20190616T21Z,934
20190616T20Z,934
20190616T19Z,927
20190616T18Z,923
20190616T17Z,885
20190616T16Z,830
20190616T15Z,791
20190616T14Z,691
20190616T13Z,674
20190616T12Z,741
20190616T11Z,478
20190616T10Z,419
20190616T09Z,430
20190616T08Z,488
20190616T07Z,529
20190616T06Z,539
20190616T05Z,791
20190616T04Z,915
20190616T03Z,970
20190616T02Z,927
20190616T01Z,890
20190616T00Z,852
20190615T23Z,861
20190615T22Z,861
20190615T21Z,896
20190615T20Z,990
20190615T19Z,1001
20190615T18Z,934
20190615T17Z,860
20190615T16Z,922
20190615T15Z,821
20190615T14Z,755
20190615T13Z,438
20190615T12Z,413
20190615T11Z,327
20190615T10Z,326
20190615T09Z,417
20190615T08Z,469
20190615T07Z,595
20190615T06Z,660
20190615T05Z,961
20190615T04Z,964
20190615T03Z,888
20190615T02Z,910
20190615T01Z,913
20190615T00Z,822
20190614T23Z,822
20190614T22Z,908
20190614T21Z,889
20190614T20Z,887
20190614T19Z,961
20190614T18Z,882
20190614T17Z,858
20190614T16Z,934
20190614T15Z,991
20190614T14Z,908
20190614T13Z,710
20190614T12Z,543
20190614T11Z,421
20190614T10Z,408
20190614T09Z,420
20190614T08Z,446
20190614T07Z,544
20190614T06Z,615
20190614T05Z,852
20190614T04Z,916
20190614T03Z,959
20190614T02Z,989
20190614T01Z,1041
20190614T00Z,1050
20190613T23Z,1018
20190613T22Z,940
20190613T21Z,947
20190613T20Z,916
20190613T19Z,840
20190613T18Z,731
20190613T17Z,635
20190613T16Z,687
20190613T15Z,827
20190613T14Z,735
20190613T13Z,491
20190613T12Z,480
20190613T11Z,485
20190613T10Z,593
20190613T09Z,600
20190613T08Z,620
20190613T07Z,642
20190613T06Z,708
20190613T05Z,996
20190613T04Z,1158
20190613T03Z,1033
20190613T02Z,1074
20190613T01Z,1113
20190613T00Z,1132
20190612T23Z,1133
20190612T22Z,1111
20190612T21Z,1095
20190612T20Z,923
20190612T19Z,892
20190612T18Z,877
20190612T17Z,890
20190612T16Z,890
20190612T15Z,984
20190612T14Z,879
20190612T13Z,577
20190612T12Z,469
20190612T11Z,431
20190612T10Z,441
20190612T09Z,469
20190612T08Z,517
20190612T07Z,706
20190612T06Z,760
20190612T05Z,1142
20190612T04Z,1191
20190612T03Z,1159
20190612T02Z,1137
20190612T01Z,1153
20190612T00Z,1154
20190611T23Z,1026
20190611T22Z,1190
20190611T21Z,1194
20190611T20Z,1139
20190611T19Z,1134
20190611T18Z,1060
20190611T17Z,1102
20190611T16Z,1109
20190611T15Z,1101
20190611T14Z,1022
20190611T13Z,1001
20190611T12Z,717
20190611T11Z,426
20190611T10Z,436
20190611T09Z,452
20190611T08Z,474
20190611T07Z,848
20190611T06Z,964
20190611T05Z,1156
20190611T04Z,1171
20190611T03Z,1150
20190611T02Z,1182
20190611T01Z,1229
20190611T00Z,1222
20190610T23Z,1224
20190610T22Z,1222
20190610T21Z,1243
20190610T20Z,1016
20190610T19Z,1278
20190610T18Z,1261
20190610T17Z,1144
20190610T16Z,1178
20190610T15Z,1094
20190610T14Z,1100
20190610T13Z,901
20190610T12Z,755
20190610T11Z,713
20190610T10Z,695
20190610T09Z,736
20190610T08Z,788
20190610T07Z,872
20190610T06Z,1123
20190610T05Z,1202
20190610T04Z,1204
20190610T03Z,1181
20190610T02Z,1192
20190610T01Z,1147
20190610T00Z,1103
20190609T23Z,1098
20190609T22Z,1081
20190609T21Z,1092
20190609T20Z,1079
20190609T19Z,1046
20190609T18Z,1036
20190609T17Z,1011
20190609T16Z,920
20190609T15Z,881
20190609T14Z,816
20190609T13Z,710
20190609T12Z,723
20190609T11Z,729
20190609T10Z,792
20190609T09Z,797
20190609T08Z,850
20190609T07Z,1049
20190609T06Z,1160
20190609T05Z,1081
20190609T04Z,1103
20190609T03Z,1142
20190609T02Z,1109
20190609T01Z,1112
20190609T00Z,1098
20190608T23Z,1085
20190608T22Z,1154
20190608T21Z,1156
20190608T20Z,1202
20190608T19Z,1104
20190608T18Z,1065
20190608T17Z,1076
20190608T16Z,979
20190608T15Z,972
20190608T14Z,955
20190608T13Z,1037
20190608T12Z,1032
20190608T11Z,990
20190608T10Z,980
20190608T09Z,954
20190608T08Z,980
20190608T07Z,1081
20190608T06Z,1126
20190608T05Z,843
20190608T04Z,772
20190608T03Z,798
20190608T02Z,903
20190608T01Z,992
20190608T00Z,1023
20190607T23Z,1127
20190607T22Z,1162
20190607T21Z,1091
20190607T20Z,1162
20190607T19Z,1127
20190607T18Z,1104
20190607T17Z,1147
20190607T16Z,1155
20190607T15Z,1218
20190607T14Z,1071
20190607T13Z,1149
20190607T12Z,1003
20190607T11Z,935
20190607T10Z,936
20190607T09Z,962
20190607T08Z,1069
20190607T07Z,1027
20190607T06Z,1118
20190607T05Z,975
20190607T04Z,996
20190607T03Z,970
20190607T02Z,1020
20190607T01Z,1033
20190607T00Z,1040
20190606T23Z,1198
20190606T22Z,1111
20190606T21Z,1162
20190606T20Z,1230
20190606T19Z,1185
20190606T18Z,1216
20190606T17Z,1223
20190606T16Z,1219
20190606T15Z,1166
20190606T14Z,1091
20190606T13Z,1195
20190606T12Z,1143
20190606T11Z,1113
20190606T10Z,1128
20190606T09Z,1145
20190606T08Z,1131
20190606T07Z,1123
20190606T06Z,1179
20190606T05Z,1070
20190606T04Z,1068
20190606T03Z,1083
20190606T02Z,1204
20190606T01Z,1143
20190606T00Z,1052
20190605T23Z,1122
20190605T22Z,1163
20190605T21Z,1213
20190605T20Z,1223
20190605T19Z,1192
20190605T18Z,1145
20190605T17Z,1156
20190605T16Z,1169
20190605T15Z,1136
20190605T14Z,1078
20190605T13Z,1132
20190605T12Z,1117
20190605T11Z,1070
20190605T10Z,1091
20190605T09Z,1106
20190605T08Z,1135
20190605T07Z,1094
20190605T06Z,1149
20190605T05Z,1080
20190605T04Z,1089
20190605T03Z,1098
20190605T02Z,1143
20190605T01Z,1159
20190605T00Z,1163
20190604T23Z,1198
20190604T22Z,1208
20190604T21Z,1197
20190604T20Z,1213
20190604T19Z,1118
20190604T18Z,1173
20190604T17Z,1112
20190604T16Z,1135
20190604T15Z,1135
20190604T14Z,1038
20190604T13Z,1166
20190604T12Z,1200
20190604T11Z,1200
20190604T10Z,1165
20190604T09Z,1182
20190604T08Z,1170
20190604T07Z,1093
20190604T06Z,1184
20190604T05Z,1076
20190604T04Z,1102
20190604T03Z,1038
20190604T02Z,1125
20190604T01Z,1075
20190604T00Z,993
20190603T23Z,1119
20190603T22Z,1140
20190603T21Z,1145
20190603T20Z,1129
20190603T19Z,1150
20190603T18Z,1146
20190603T17Z,1142
20190603T16Z,1098
20190603T15Z,1075
20190603T14Z,1002
20190603T13Z,961
20190603T12Z,918
20190603T11Z,865
20190603T10Z,866
20190603T09Z,952
20190603T08Z,994
20190603T07Z,950
20190603T06Z,1016
20190603T05Z,1084
20190603T04Z,1075
20190603T03Z,1103
20190603T02Z,1187
20190603T01Z,1190
20190603T00Z,1211
20190602T23Z,1180
20190602T22Z,1153
20190602T21Z,1191
20190602T20Z,1216
20190602T19Z,1197
20190602T18Z,1149
20190602T17Z,1076
20190602T16Z,1101
20190602T15Z,1019
20190602T14Z,979
20190602T13Z,928
20190602T12Z,954
20190602T11Z,1020
20190602T10Z,1020
20190602T09Z,1070
20190602T08Z,1080
20190602T07Z,1104
20190602T06Z,1119
20190602T05Z,1121
20190602T04Z,1156
20190602T03Z,1135
20190602T02Z,1092
20190602T01Z,1179
20190602T00Z,1139
20190601T23Z,1200
20190601T22Z,1179
20190601T21Z,1123
20190601T20Z,1167
20190601T19Z,1165
20190601T18Z,1039
20190601T17Z,1149
20190601T16Z,1062
20190601T15Z,960
20190601T14Z,895
20190601T13Z,1048
20190601T12Z,1057
20190601T11Z,1079
20190601T10Z,1084
20190601T09Z,1087
20190601T08Z,1127
20190601T07Z,1093
20190601T06Z,1128
20190601T05Z,1142
20190601T04Z,1171
20190601T03Z,1149
20190601T02Z,1188
20190601T01Z,1182
20190601T00Z,1172
20190531T23Z,1166
20190531T22Z,1143
20190531T21Z,1129
20190531T20Z,1129
20190531T19Z,1071
20190531T18Z,1048
20190531T17Z,1066
20190531T16Z,1022
20190531T15Z,1057
20190531T14Z,1036
20190531T13Z,1049
20190531T12Z,935
20190531T11Z,905
20190531T10Z,907
20190531T09Z,927
20190531T08Z,975
20190531T07Z,1049
20190531T06Z,1161
20190531T05Z,1147
20190531T04Z,1111
20190531T03Z,1119
20190531T02Z,1178
20190531T01Z,1204
20190531T00Z,1107
20190530T23Z,1182
20190530T22Z,1150
20190530T21Z,1131
20190530T20Z,1022
20190530T19Z,1001
20190530T18Z,990
20190530T17Z,952
20190530T16Z,950
20190530T15Z,1018
20190530T14Z,918
20190530T13Z,870
20190530T12Z,852
20190530T11Z,838
20190530T10Z,846
20190530T09Z,792
20190530T08Z,953
20190530T07Z,1063
20190530T06Z,1170
20190530T05Z,1000
20190530T04Z,1017
20190530T03Z,1110
20190530T02Z,1124
20190530T01Z,1121
20190530T00Z,1094
20190529T23Z,1085
20190529T22Z,1114
20190529T21Z,1146
20190529T20Z,1138
20190529T19Z,1153
20190529T18Z,1034
20190529T17Z,977
20190529T16Z,1030
20190529T15Z,953
20190529T14Z,862
20190529T13Z,932
20190529T12Z,944
20190529T11Z,942
20190529T10Z,946
20190529T09Z,995
20190529T08Z,1024
20190529T07Z,1032
20190529T06Z,1231
20190529T05Z,1258
20190529T04Z,1246
20190529T03Z,1186
20190529T02Z,1183
20190529T01Z,1236
20190529T00Z,1083
20190528T23Z,1069
20190528T22Z,1178
20190528T21Z,1213
20190528T20Z,1041
20190528T19Z,1223
20190528T18Z,1200
20190528T17Z,1125
20190528T16Z,1143
20190528T15Z,1094
20190528T14Z,976
20190528T13Z,925
20190528T12Z,889
20190528T11Z,862
20190528T10Z,914
20190528T09Z,924
20190528T08Z,962
20190528T07Z,1023
20190528T06Z,1200
20190528T05Z,1173
20190528T04Z,1114
20190528T03Z,1142
20190528T02Z,1144
20190528T01Z,1061
20190528T00Z,1133
20190527T23Z,1118
20190527T22Z,1124
20190527T21Z,1112
20190527T20Z,1110
20190527T19Z,1112
20190527T18Z,1089
20190527T17Z,1035
20190527T16Z,957
20190527T15Z,698
20190527T14Z,679
20190527T13Z,922
20190527T12Z,1051
20190527T11Z,1041
20190527T10Z,1025
20190527T09Z,1087
20190527T08Z,1118
20190527T07Z,1205
20190527T06Z,1196
20190527T05Z,1246
20190527T04Z,1197
20190527T03Z,1196
20190527T02Z,1212
20190527T01Z,1213
20190527T00Z,1197
20190526T23Z,1187
20190526T22Z,1197
20190526T21Z,1206
20190526T20Z,1226
20190526T19Z,1228
20190526T18Z,1216
20190526T17Z,1190
20190526T16Z,1159
20190526T15Z,1097
20190526T14Z,1051
20190526T13Z,1147
20190526T12Z,1069
20190526T11Z,1061
20190526T10Z,1086
20190526T09Z,1014
20190526T08Z,1075
20190526T07Z,1159
20190526T06Z,1214
20190526T05Z,1215
20190526T04Z,1202
20190526T03Z,1246
20190526T02Z,1200
20190526T01Z,1192
20190526T00Z,1190
20190525T23Z,1181
20190525T22Z,1168
20190525T21Z,1194
20190525T20Z,1260
20190525T19Z,1279
20190525T18Z,1237
20190525T17Z,1169
20190525T16Z,1147
20190525T15Z,1093
20190525T14Z,1137
20190525T13Z,1170
20190525T12Z,1161
20190525T11Z,1143
20190525T10Z,1110
20190525T09Z,1146
20190525T08Z,1234
20190525T07Z,1246
20190525T06Z,1166
20190525T05Z,1113
20190525T04Z,1128
20190525T03Z,1107
20190525T02Z,1167
20190525T01Z,1146
20190525T00Z,1191
20190524T23Z,1195
20190524T22Z,1194
20190524T21Z,1199
20190524T20Z,1199
20190524T19Z,1195
20190524T18Z,1195
20190524T17Z,1196
20190524T16Z,1184
20190524T15Z,1191
20190524T14Z,1171
20190524T13Z,1229
20190524T12Z,1186
20190524T11Z,1217
20190524T10Z,1201
20190524T09Z,1226
20190524T08Z,1296
20190524T07Z,1228
20190524T06Z,1194
20190524T05Z,1247
20190524T04Z,1265
20190524T03Z,1224
20190524T02Z,1232
20190524T01Z,1225
20190524T00Z,1241
20190523T23Z,1224
20190523T22Z,1213
20190523T21Z,1190
20190523T20Z,1181
20190523T19Z,1161
20190523T18Z,1191
20190523T17Z,1184
20190523T16Z,1192
20190523T15Z,1172
20190523T14Z,1103
20190523T13Z,1166
20190523T12Z,1178
20190523T11Z,1179
20190523T10Z,1180
20190523T09Z,1180
20190523T08Z,1187
20190523T07Z,1281
20190523T06Z,1278
20190523T05Z,1262
20190523T04Z,1253
20190523T03Z,1225
20190523T02Z,1191
20190523T01Z,1170
20190523T00Z,1197
20190522T23Z,1193
20190522T22Z,1194
20190522T21Z,1214
20190522T20Z,1220
20190522T19Z,1210
20190522T18Z,1187
20190522T17Z,1181
20190522T16Z,1174
20190522T15Z,1164
20190522T14Z,1115
20190522T13Z,1217
20190522T12Z,1220
20190522T11Z,1188
20190522T10Z,1205
20190522T09Z,1212
20190522T08Z,1220
20190522T07Z,1164
20190522T06Z,1193
20190522T05Z,1198
20190522T04Z,1162
20190522T03Z,1169
20190522T02Z,1191
20190522T01Z,1193
20190522T00Z,1168
20190521T23Z,1172
20190521T22Z,1180
20190521T21Z,1192
20190521T20Z,1175
20190521T19Z,1184
20190521T18Z,1195
20190521T17Z,1217
20190521T16Z,1202
20190521T15Z,1202
20190521T14Z,1122
20190521T13Z,1166
20190521T12Z,1112
20190521T11Z,1175
20190521T10Z,1196
20190521T09Z,1167
20190521T08Z,1064
20190521T07Z,1049
20190521T06Z,1193
20190521T05Z,1163
20190521T04Z,1191
20190521T03Z,1188
20190521T02Z,1174
20190521T01Z,1151
20190521T00Z,1153
20190520T23Z,1151
20190520T22Z,1163
20190520T21Z,1162
20190520T20Z,1179
20190520T19Z,1195
20190520T18Z,1205
20190520T17Z,1188
20190520T16Z,1198
20190520T15Z,1194
20190520T14Z,1177
20190520T13Z,1151
20190520T12Z,1178
20190520T11Z,1066
20190520T10Z,986
20190520T09Z,1007
20190520T08Z,1039
20190520T07Z,1088
20190520T06Z,1182
20190520T05Z,1234
20190520T04Z,1184
20190520T03Z,1160
20190520T02Z,1175
20190520T01Z,1127
20190520T00Z,1099
20190519T23Z,1079
20190519T22Z,1088
20190519T21Z,1097
20190519T20Z,1096
20190519T19Z,1088
20190519T18Z,1093
20190519T17Z,1068
20190519T16Z,1117
20190519T15Z,1053
20190519T14Z,1101
20190519T13Z,1143
20190519T12Z,1087
20190519T11Z,958
20190519T10Z,1035
20190519T09Z,1114
20190519T08Z,1129
20190519T07Z,1173
20190519T06Z,1172
20190519T05Z,1170
20190519T04Z,1174
20190519T03Z,1176
20190519T02Z,1150
20190519T01Z,1153
20190519T00Z,1124
20190518T23Z,1071
20190518T22Z,1111
20190518T21Z,1112
20190518T20Z,1127
20190518T19Z,1147
20190518T18Z,1148
20190518T17Z,1148
20190518T16Z,1149
20190518T15Z,1045
20190518T14Z,973
20190518T13Z,998
20190518T12Z,774
20190518T11Z,743
20190518T10Z,797
20190518T09Z,798
20190518T08Z,823
20190518T07Z,783
20190518T06Z,980
20190518T05Z,1087
20190518T04Z,1082
20190518T03Z,900
20190518T02Z,899
20190518T01Z,1032
20190518T00Z,1036
20190517T23Z,1034
20190517T22Z,1034
20190517T21Z,1045
20190517T20Z,1139
20190517T19Z,8499
20190517T18Z,1182
20190517T17Z,1199
20190517T16Z,1243
20190517T15Z,1315
20190517T14Z,1126
20190517T13Z,917
20190517T12Z,782
20190517T11Z,708
20190517T10Z,743
20190517T09Z,918
20190517T08Z,895
20190517T07Z,957
20190517T06Z,1194
20190517T05Z,1211
20190517T04Z,1197
20190517T03Z,1089
20190517T02Z,1190
20190517T01Z,1173
20190517T00Z,1148
20190516T23Z,1196
20190516T22Z,1185
20190516T21Z,1178
20190516T20Z,1181
20190516T19Z,1162
20190516T18Z,1167
20190516T17Z,1179
20190516T16Z,1148
20190516T15Z,1176
20190516T14Z,1178
20190516T13Z,1128
20190516T12Z,1145
20190516T11Z,1107
20190516T10Z,1025
20190516T09Z,1043
20190516T08Z,1019
20190516T07Z,1160
20190516T06Z,1189
20190516T05Z,1175
20190516T04Z,1169
20190516T03Z,1179
20190516T02Z,1186
20190516T01Z,1145
20190516T00Z,1195
20190515T23Z,1176
20190515T22Z,1179
20190515T21Z,1174
20190515T20Z,1164
20190515T19Z,1162
20190515T18Z,1150
20190515T17Z,1139
20190515T16Z,1137
20190515T15Z,1123
20190515T14Z,1115
20190515T13Z,1092
20190515T12Z,1149
20190515T11Z,1016
20190515T10Z,1017
20190515T09Z,1035
20190515T08Z,1052
20190515T07Z,1088
20190515T06Z,1166
20190515T05Z,1177
20190515T04Z,1148
20190515T03Z,1129
20190515T02Z,1146
20190515T01Z,1155
20190515T00Z,1171
20190514T23Z,1162
20190514T22Z,1191
20190514T21Z,1150
20190514T20Z,1095
20190514T19Z,1089
20190514T18Z,1069
20190514T17Z,907
20190514T16Z,759
20190514T15Z,1043
20190514T14Z,1080
20190514T13Z,1018
20190514T12Z,875
20190514T11Z,781
20190514T10Z,723
20190514T09Z,763
20190514T08Z,766
20190514T07Z,811
20190514T06Z,1131
20190514T05Z,1130
20190514T04Z,1152
20190514T03Z,1089
20190514T02Z,1114
20190514T01Z,1158
20190514T00Z,1130
20190513T23Z,1150
20190513T22Z,1116
20190513T21Z,1123
20190513T20Z,1137
20190513T19Z,1114
20190513T18Z,1120
20190513T17Z,1121
20190513T16Z,1095
20190513T15Z,1107
20190513T14Z,978
20190513T13Z,758
20190513T12Z,615
20190513T11Z,585
20190513T10Z,588
20190513T09Z,576
20190513T08Z,625
20190513T07Z,694
20190513T06Z,835
20190513T05Z,982
20190513T04Z,1043
20190513T03Z,1068
20190513T02Z,1113
20190513T01Z,1065
20190513T00Z,961
20190512T23Z,994
20190512T22Z,963
20190512T21Z,1017
20190512T20Z,1022
20190512T19Z,1019
20190512T18Z,1028
20190512T17Z,1038
20190512T16Z,965
20190512T15Z,820
20190512T14Z,734
20190512T13Z,698
20190512T12Z,742
20190512T11Z,745
20190512T10Z,751
20190512T09Z,769
20190512T08Z,780
20190512T07Z,772
20190512T06Z,939
20190512T05Z,1042
20190512T04Z,1073
20190512T03Z,1111
20190512T02Z,1130
20190512T01Z,1075
20190512T00Z,1059
20190511T23Z,1091
20190511T22Z,1088
20190511T21Z,1072
20190511T20Z,1065
20190511T19Z,1055
20190511T18Z,1045
20190511T17Z,1027
20190511T16Z,943
20190511T15Z,792
20190511T14Z,738
20190511T13Z,549
20190511T12Z,503
20190511T11Z,508
20190511T10Z,536
20190511T09Z,568
20190511T08Z,668
20190511T07Z,765
20190511T06Z,996
20190511T05Z,1031
20190511T04Z,1049
20190511T03Z,1072
20190511T02Z,1158
20190511T01Z,1179
20190511T00Z,1108
20190510T23Z,1043
20190510T22Z,1019
20190510T21Z,1013
20190510T20Z,1148
20190510T19Z,1158
20190510T18Z,1139
20190510T17Z,1164
