,coal,natural gas,petroleum,other,solar,hydro,wind
20190823T09Z,224,427,0,52,0,698,283
20190823T08Z,238,426,0,54,0,716,348
20190823T07Z,259,420,0,47,0,781,370
20190823T06Z,291,430,0,51,0,866,489
20190823T05Z,259,411,0,49,0,943,519
20190823T04Z,260,425,0,47,0,1102,558
20190823T03Z,382,420,0,47,5,1168,582
20190823T02Z,321,424,0,49,115,1150,590
20190823T01Z,264,411,0,46,241,932,624
20190823T00Z,259,414,0,48,277,825,613
20190822T23Z,259,423,0,47,270,831,592
20190822T22Z,259,426,0,47,264,837,571
20190822T21Z,259,425,0,48,244,830,555
20190822T20Z,260,425,0,45,253,830,572
20190822T19Z,260,411,0,50,255,834,589
20190822T18Z,259,387,0,235,251,875,562
20190822T17Z,259,387,0,46,249,788,616
20190822T16Z,259,388,0,51,239,761,594
20190822T15Z,225,410,0,52,126,758,629
20190822T14Z,224,389,0,55,10,735,609
20190822T13Z,225,407,0,51,0,733,603
20190822T12Z,225,390,-1,52,0,688,610
20190822T11Z,223,378,0,50,0,698,623
20190822T10Z,224,379,0,51,0,702,608
20190822T09Z,233,380,0,50,0,673,604
20190822T08Z,258,382,0,48,0,692,606
20190822T07Z,258,392,0,49,0,765,588
20190822T06Z,265,419,0,46,0,884,380
20190822T05Z,264,488,0,48,0,1011,194
20190822T04Z,283,495,0,41,0,1162,198
20190822T03Z,360,490,0,42,1,1212,181
20190822T02Z,350,489,0,39,65,1346,161
20190822T01Z,266,486,0,42,119,1368,122
20190822T00Z,261,459,0,39,231,1331,104
20190821T23Z,259,486,0,39,228,1285,71
20190821T22Z,275,487,0,41,209,1243,31
20190821T21Z,327,491,0,40,227,1199,26
20190821T20Z,281,489,0,43,225,1141,28
20190821T19Z,259,493,0,41,264,976,37
20190821T18Z,259,476,0,44,269,930,55
20190821T17Z,260,454,0,45,269,782,96
20190821T16Z,259,453,0,47,251,753,119
20190821T15Z,259,478,0,52,161,756,163
20190821T14Z,261,464,0,53,32,765,148
20190821T13Z,263,485,0,54,0,706,138
20190821T12Z,260,460,0,53,0,706,141
20190821T11Z,262,458,0,51,0,678,147
20190821T10Z,260,459,0,51,0,674,127
20190821T09Z,259,461,0,50,0,691,145
20190821T08Z,261,476,0,50,0,742,145
20190821T07Z,260,468,0,49,0,901,126
20190821T06Z,273,478,0,48,0,1105,129
20190821T05Z,260,469,0,46,0,1228,156
20190821T04Z,263,477,0,47,0,1376,180
20190821T03Z,324,491,0,41,6,1384,153
20190821T02Z,343,488,0,44,98,1400,88
20190821T01Z,289,487,0,29,210,1387,38
20190821T00Z,301,486,0,31,250,1378,33
20190820T23Z,299,487,0,34,252,1370,50
20190820T22Z,261,490,0,32,269,1233,51
20190820T21Z,259,491,0,37,250,1212,34
20190820T20Z,259,484,0,45,247,1078,19
20190820T19Z,259,480,0,44,249,1040,12
20190820T18Z,260,466,0,46,254,851,9
20190820T17Z,260,451,0,47,252,785,11
20190820T16Z,258,449,0,51,244,738,29
20190820T15Z,258,460,0,52,164,762,54
20190820T14Z,259,464,0,56,32,657,70
20190820T13Z,262,486,0,53,0,641,66
20190820T12Z,260,463,0,53,0,617,67
20190820T11Z,258,465,0,55,0,596,83
20190820T10Z,257,460,0,49,0,591,81
20190820T09Z,258,481,0,45,0,605,84
20190820T08Z,263,488,0,44,0,659,120
20190820T07Z,260,471,0,47,0,847,144
20190820T06Z,338,475,0,46,0,1052,126
20190820T05Z,423,477,0,42,0,1187,140
20190820T04Z,409,484,0,45,0,1304,180
20190820T03Z,496,487,0,41,10,1326,214
20190820T02Z,530,490,0,41,93,1352,175
20190820T01Z,462,490,0,44,185,1324,111
20190820T00Z,408,484,0,38,225,1227,71
20190819T23Z,397,492,0,37,251,1220,55
20190819T22Z,168,484,0,37,254,1101,45
20190819T21Z,251,482,0,40,252,990,44
20190819T20Z,259,479,0,42,254,857,41
20190819T19Z,260,469,0,42,257,881,63
20190819T18Z,260,459,0,39,256,883,125
20190819T17Z,259,451,0,48,260,821,154
20190819T16Z,260,455,0,42,248,749,164
20190819T15Z,258,452,0,51,182,733,169
20190819T14Z,259,460,0,59,33,758,225
20190819T13Z,260,463,0,57,0,765,251
20190819T12Z,260,462,0,51,0,611,198
20190819T11Z,259,455,0,54,0,563,110
20190819T10Z,259,454,0,51,0,568,96
20190819T09Z,258,454,0,52,0,583,110
20190819T08Z,258,466,0,51,0,570,120
20190818T08Z,256,377,0,48,0,698,137
20190818T07Z,259,388,0,49,0,725,138
20190818T06Z,261,411,0,48,0,724,124
20190818T05Z,261,413,0,50,0,850,163
20190818T04Z,268,408,0,45,1,976,236
20190818T03Z,329,424,0,42,7,1149,291
20190818T02Z,312,426,0,43,102,979,367
20190818T01Z,259,408,0,41,213,1012,412
20190818T00Z,259,393,0,42,256,979,431
20190817T23Z,260,395,0,42,264,894,468
20190817T22Z,255,403,0,42,265,897,440
20190817T21Z,224,400,0,42,259,805,430
20190817T20Z,225,379,0,44,249,793,372
20190817T19Z,226,382,0,46,262,820,327
20190817T18Z,198,373,0,45,268,820,313
20190817T17Z,154,376,0,50,272,786,351
20190817T16Z,149,379,0,47,258,762,278
20190817T15Z,148,384,0,56,164,776,263
20190817T14Z,150,388,0,54,37,785,274
20190817T13Z,190,389,0,54,0,794,278
20190817T12Z,225,388,0,56,0,702,265
20190817T11Z,223,396,0,55,0,690,229
20190817T10Z,225,393,0,53,0,692,209
20190817T09Z,225,409,0,52,0,704,231
20190817T08Z,298,422,0,49,0,743,255
20190817T07Z,286,425,0,48,0,774,223
20190817T06Z,263,471,0,45,0,853,231
20190817T05Z,259,481,0,46,0,955,276
20190817T04Z,261,500,0,42,0,1072,322
20190817T03Z,277,500,0,44,10,1068,410
20190817T02Z,287,497,0,43,125,1104,434
20190817T01Z,259,486,0,41,277,1121,445
20190817T00Z,294,502,0,42,268,995,404
20190816T23Z,260,487,0,44,267,971,402
20190816T22Z,260,502,0,47,267,850,412
20190816T21Z,259,500,0,49,264,845,408
20190816T20Z,259,500,0,51,267,855,413
20190816T19Z,259,493,0,46,271,880,390
20190816T18Z,259,474,0,48,275,832,305
20190816T17Z,260,482,0,48,269,823,257
20190816T16Z,229,455,0,51,265,835,219
20190816T15Z,223,461,0,53,194,774,205
20190816T14Z,225,464,0,58,38,789,264
20190816T13Z,225,464,-1,55,0,794,276
20190816T12Z,225,465,0,54,0,756,286
20190816T11Z,224,467,0,53,0,755,286
20190816T10Z,224,470,0,51,0,760,284
20190816T09Z,225,465,0,50,0,760,314
20190816T08Z,266,494,0,47,0,719,241
20190816T07Z,260,474,0,48,0,812,304
20190816T06Z,280,484,0,44,0,860,277
20190816T05Z,312,493,0,45,0,914,248
20190816T04Z,294,469,0,46,0,996,361
20190816T03Z,541,483,0,42,21,1210,476
20190816T02Z,353,498,0,43,128,1031,568
20190816T01Z,259,495,0,43,228,982,590
20190816T00Z,272,497,0,43,244,1129,572
20190815T23Z,259,497,0,45,256,1116,520
20190815T22Z,391,496,0,40,292,1134,435
20190815T21Z,467,499,0,45,257,1073,343
20190815T20Z,295,498,0,45,262,931,301
20190815T19Z,259,503,0,48,265,850,230
20190815T18Z,260,504,0,47,271,787,155
20190815T17Z,260,473,0,50,272,770,137
20190815T16Z,259,452,0,47,264,767,151
20190815T15Z,259,462,0,51,194,773,150
20190815T14Z,259,465,0,53,49,728,187
20190815T13Z,258,471,0,51,0,746,188
20190815T12Z,226,466,0,53,0,750,189
20190815T11Z,224,465,0,50,0,753,203
20190815T10Z,223,461,0,51,0,737,173
20190815T09Z,231,466,0,46,0,757,144
20190815T08Z,259,482,0,45,0,760,139
20190815T07Z,259,474,0,42,0,826,161
20190815T06Z,269,478,0,43,0,885,124
20190815T05Z,259,483,0,46,0,1073,163
20190815T04Z,264,468,0,43,0,1209,239
20190815T03Z,408,491,0,46,14,1249,303
20190815T02Z,473,493,0,39,128,1203,377
20190815T01Z,441,492,0,43,237,1172,300
20190815T00Z,418,440,0,38,260,1135,227
20190814T23Z,467,441,0,42,261,1139,145
20190814T22Z,595,580,0,37,260,1126,81
20190814T21Z,359,579,0,41,258,1100,66
20190814T20Z,268,582,0,42,259,901,50
20190814T19Z,259,565,0,41,264,892,46
20190814T18Z,259,540,0,40,269,874,56
20190814T17Z,260,508,0,45,268,905,65
20190814T16Z,259,486,0,47,252,874,84
20190814T15Z,259,488,0,51,184,862,78
20190814T14Z,258,500,0,50,49,707,78
20190814T13Z,259,527,0,55,1,704,70
20190814T12Z,261,497,0,52,0,700,82
20190814T11Z,258,501,0,54,0,646,94
20190814T10Z,259,502,0,50,0,664,96
20190814T09Z,259,503,0,49,0,686,102
20190814T08Z,258,517,0,47,0,692,113
20190814T07Z,258,536,0,51,0,732,126
20190814T06Z,259,547,0,46,0,822,115
20190814T05Z,275,569,0,47,0,1031,107
20190814T04Z,342,578,0,47,0,1183,91
20190814T03Z,647,581,0,39,12,1295,86
20190814T02Z,675,580,0,44,90,1384,64
20190814T01Z,698,581,0,39,153,1314,69
20190814T00Z,700,581,0,44,142,1286,48
20190813T23Z,561,584,0,40,163,1170,27
20190813T22Z,486,581,0,41,219,1067,9
20190813T21Z,451,585,0,42,241,1005,6
20190813T20Z,300,584,0,41,259,805,3
20190813T19Z,260,579,0,45,303,804,2
20190813T18Z,259,569,0,44,268,803,3
20190813T17Z,260,549,0,50,271,830,4
20190813T16Z,260,490,0,50,262,762,10
20190813T15Z,258,499,0,52,193,756,27
20190813T14Z,259,506,0,56,52,784,40
20190813T13Z,260,538,0,58,0,787,40
20190813T12Z,259,507,0,59,0,740,51
20190813T11Z,261,503,0,53,0,713,54
20190813T10Z,247,505,0,59,0,714,75
20190813T09Z,235,525,0,56,0,687,70
20190813T08Z,234,535,0,54,0,689,79
20190813T07Z,234,529,0,54,0,756,61
20190813T06Z,237,553,0,51,0,845,57
20190813T05Z,235,545,0,53,0,1052,61
20190813T04Z,235,537,0,50,0,1192,82
20190813T03Z,288,434,0,48,13,1189,69
20190813T02Z,287,428,0,49,138,1251,70
20190813T01Z,336,430,0,45,247,1119,90
20190813T00Z,249,427,0,43,267,1108,82
20190812T23Z,243,430,0,46,271,1106,91
20190812T22Z,238,430,0,44,268,1066,89
20190812T21Z,235,430,0,44,266,968,71
20190812T20Z,236,428,0,49,264,852,48
20190812T19Z,237,421,0,49,268,799,37
20190812T18Z,235,398,0,50,270,810,41
20190812T17Z,235,381,0,51,269,746,47
20190812T16Z,236,381,0,53,264,679,31
20190812T15Z,235,385,0,55,200,722,42
20190812T14Z,235,402,0,59,54,809,67
20190812T13Z,235,418,0,56,0,815,72
20190812T12Z,236,386,0,60,0,807,83
20190812T11Z,235,384,0,57,0,743,110
20190812T10Z,237,382,0,54,0,676,158
20190812T09Z,236,381,0,55,0,672,201
20190812T08Z,235,381,0,47,0,723,196
20190812T07Z,234,387,0,53,0,735,164
20190812T06Z,235,402,0,49,0,801,158
20190812T05Z,235,420,0,49,0,841,206
20190812T04Z,235,427,0,52,0,849,262
20190812T03Z,236,425,0,48,19,952,317
20190812T02Z,236,423,0,49,116,1040,356
20190812T01Z,220,409,0,48,206,1044,351
20190812T00Z,200,400,0,48,241,995,273
20190811T23Z,201,415,0,47,237,934,249
20190811T22Z,201,384,0,47,250,846,272
20190811T21Z,200,381,0,50,242,844,232
20190811T20Z,201,375,0,50,232,833,207
20190811T19Z,201,370,0,49,215,837,200
20190811T18Z,200,321,0,48,250,858,198
20190811T17Z,200,342,0,51,264,799,245
20190811T16Z,200,349,0,51,232,758,326
20190811T15Z,199,371,0,55,184,752,373
20190811T14Z,201,388,0,56,41,706,390
20190811T13Z,200,389,0,53,0,719,391
20190811T12Z,200,385,0,56,0,716,428
20190811T11Z,200,385,0,56,0,695,492
20190811T10Z,200,386,0,54,0,725,528
20190811T09Z,200,386,0,53,0,744,541
20190811T08Z,200,388,-1,58,0,739,526
20190811T07Z,199,379,0,53,0,747,517
20190811T06Z,233,404,0,52,0,755,510
20190811T05Z,234,406,0,53,0,820,471
20190811T04Z,288,416,0,53,0,936,323
20190811T03Z,411,418,0,54,16,1069,262
20190811T02Z,286,408,0,49,114,1082,296
20190811T01Z,235,385,0,55,199,1033,473
20190811T00Z,236,381,0,51,177,958,417
20190810T23Z,235,405,0,49,129,1042,225
20190810T22Z,236,414,0,50,157,1021,202
20190810T21Z,235,412,0,53,223,1024,125
20190810T20Z,236,412,0,52,222,1022,62
20190810T19Z,234,417,0,55,196,914,57
20190810T18Z,237,414,0,51,200,836,27
20190810T17Z,236,378,0,54,239,762,16
20190810T16Z,236,376,0,51,216,731,15
20190810T15Z,233,387,0,55,144,778,17
20190810T14Z,235,384,0,55,42,789,17
20190810T13Z,235,416,0,58,0,797,20
20190810T12Z,236,408,0,53,0,799,29
20190810T11Z,235,396,0,48,0,794,16
20190810T10Z,232,394,0,53,0,759,30
20190810T09Z,231,375,0,54,0,719,48
20190810T08Z,232,379,0,52,0,757,179
20190810T07Z,251,440,0,51,0,753,339
20190810T06Z,259,479,0,47,0,820,241
20190810T05Z,255,465,0,45,0,979,186
20190810T04Z,259,494,0,48,0,1022,166
20190810T03Z,257,498,0,46,1,1180,260
20190810T02Z,256,495,0,49,14,1191,222
20190810T01Z,256,480,0,41,101,1202,121
20190810T00Z,257,474,0,43,183,1186,80
20190809T23Z,255,456,0,43,191,1172,18
20190809T22Z,258,470,0,41,241,1149,24
20190809T21Z,257,462,0,46,247,1088,42
20190809T20Z,260,456,0,47,248,1083,58
20190809T19Z,259,454,0,47,247,951,59
20190809T18Z,260,456,0,48,259,919,81
20190809T17Z,259,459,0,49,268,833,82
20190809T16Z,259,454,0,51,256,805,64
20190809T15Z,259,459,0,47,197,836,62
20190809T14Z,259,464,0,53,54,803,83
20190809T13Z,260,477,0,54,1,813,108
20190809T12Z,261,463,0,54,0,814,102
20190809T11Z,259,456,0,53,0,725,144
20190809T10Z,259,459,0,53,0,729,131
20190809T09Z,261,459,0,48,0,737,93
20190809T08Z,259,462,0,47,0,731,128
20190809T07Z,258,473,0,46,0,787,77
20190809T06Z,260,482,0,44,0,791,35
20190809T05Z,259,460,0,47,0,946,55
20190809T04Z,259,469,0,46,0,1065,75
20190809T03Z,259,459,0,47,3,1133,105
20190809T02Z,260,454,0,44,28,1135,80
20190809T01Z,259,474,0,44,48,1132,138
20190809T00Z,259,466,0,42,78,1135,55
20190808T23Z,255,487,0,41,129,1123,54
20190808T22Z,251,463,0,49,155,1114,84
20190808T21Z,251,478,0,41,119,1032,129
20190808T20Z,250,453,0,42,114,996,144
20190808T19Z,250,459,0,43,118,854,108
20190808T18Z,251,452,0,44,39,835,145
20190808T17Z,250,450,0,44,26,706,265
20190808T16Z,259,459,0,44,25,716,279
20190808T15Z,259,461,0,46,17,695,223
20190808T14Z,259,462,0,44,4,686,119
20190808T13Z,246,460,0,45,1,663,37
20190808T12Z,225,494,0,44,0,698,16
20190808T11Z,225,458,0,47,0,743,44
20190808T10Z,225,454,0,40,0,744,93
20190808T09Z,251,463,0,44,0,803,127
20190808T08Z,259,470,0,43,0,765,197
20190808T07Z,200,458,0,41,0,866,125
20190808T06Z,259,477,0,38,0,969,90
20190808T05Z,259,471,0,42,0,1178,82
20190808T04Z,264,489,0,43,0,1198,60
20190808T03Z,331,488,0,38,18,1196,115
20190808T02Z,265,481,0,38,63,1197,164
20190808T01Z,264,469,0,40,135,1208,152
20190808T00Z,467,485,0,37,185,1207,150
20190807T23Z,611,490,0,37,179,1324,93
20190807T22Z,354,490,0,34,159,1211,87
20190807T21Z,310,487,0,37,189,1047,88
20190807T20Z,260,481,0,41,199,1095,20
20190807T19Z,279,491,0,45,218,1041,4
20190807T18Z,406,494,0,42,212,1091,11
20190807T17Z,259,572,0,47,161,1013,12
20190807T16Z,258,618,0,47,136,962,11
20190807T15Z,336,649,0,49,134,890,23
20190807T14Z,289,664,0,52,42,895,22
20190807T13Z,261,633,0,52,0,729,52
20190807T12Z,260,592,0,54,0,694,75
20190807T11Z,258,578,0,52,0,696,75
20190807T10Z,261,598,0,55,0,697,117
20190807T09Z,260,623,0,51,0,700,154
20190807T08Z,265,615,0,49,0,703,160
20190807T07Z,302,625,0,51,0,771,93
20190807T06Z,410,652,0,49,0,864,144
20190807T05Z,291,650,0,53,0,858,187
20190807T04Z,342,650,0,48,0,844,272
20190807T03Z,487,642,0,43,13,868,277
20190807T02Z,537,635,0,43,124,948,184
20190807T01Z,432,515,0,41,217,1176,95
20190807T00Z,302,482,0,42,236,1193,97
20190806T23Z,524,484,0,37,233,1186,68
20190806T22Z,482,486,0,38,235,1070,73
20190806T21Z,369,486,0,37,228,1052,26
20190806T20Z,354,489,0,44,229,912,27
20190806T19Z,450,491,0,45,231,923,34
20190806T18Z,448,494,0,45,207,843,60
20190806T17Z,313,495,0,46,115,825,49
20190806T16Z,259,494,0,48,98,807,81
20190806T15Z,259,493,0,51,28,661,103
20190806T14Z,260,475,0,48,10,666,108
20190806T13Z,259,493,0,49,0,670,78
20190806T12Z,259,456,0,47,0,694,94
20190806T11Z,259,456,0,47,0,694,94
20190806T10Z,259,477,0,45,0,700,67
20190806T09Z,265,494,0,44,0,825,80
20190806T08Z,259,494,0,45,0,830,104
20190806T07Z,292,495,0,43,9,829,119
20190806T06Z,463,496,0,42,9,913,142
20190806T05Z,463,496,0,42,9,1092,168
20190806T04Z,415,492,0,41,9,1183,175
20190806T03Z,585,488,0,43,24,1319,177
20190806T02Z,561,485,0,46,123,1440,151
20190806T01Z,365,486,0,39,214,1467,142
20190806T00Z,357,485,0,37,207,1415,127
20190805T23Z,321,488,0,40,259,1384,94
20190805T22Z,393,485,0,36,277,1190,38
20190805T21Z,453,490,0,39,260,1144,38
20190805T20Z,349,491,0,35,257,898,40
20190805T19Z,297,492,0,36,264,795,53
20190805T18Z,207,495,0,35,268,753,93
20190805T17Z,214,483,0,36,274,709,104
20190805T16Z,188,460,0,42,264,707,129
20190805T15Z,181,462,0,43,209,755,152
20190805T14Z,190,459,0,49,70,864,171
20190805T13Z,206,459,0,45,9,896,124
20190805T12Z,200,476,0,46,9,735,107
20190805T11Z,197,463,0,43,9,732,112
20190805T10Z,197,481,0,44,9,731,120
20190805T09Z,199,481,0,37,9,734,104
20190805T08Z,276,483,-1,40,9,761,186
20190805T07Z,337,479,0,39,9,950,221
20190805T06Z,355,481,0,36,9,1144,201
20190805T05Z,315,481,0,37,9,1254,198
20190805T04Z,429,477,0,35,9,1349,190
20190805T03Z,492,475,0,34,29,1408,151
20190805T02Z,430,475,0,32,95,1386,170
20190805T01Z,299,474,0,34,167,1348,154
20190805T00Z,280,453,0,36,158,1339,112
20190804T23Z,307,449,0,36,171,1333,93
20190804T22Z,208,455,0,37,185,1256,75
20190804T21Z,224,465,0,38,231,1211,60
20190804T20Z,204,463,0,41,216,1014,70
20190804T19Z,325,458,0,38,237,994,79
20190804T18Z,240,486,0,39,251,889,83
20190804T17Z,198,559,0,42,249,745,91
20190804T16Z,197,527,0,44,233,706,87
20190804T15Z,197,529,0,47,201,666,101
20190804T14Z,197,548,0,53,69,693,120
20190804T13Z,198,555,0,51,9,741,148
20190804T12Z,197,551,0,45,9,723,194
20190804T11Z,197,550,0,49,9,721,187
20190804T10Z,202,578,0,45,9,734,180
20190804T09Z,219,583,0,45,9,833,180
20190804T08Z,282,582,0,41,9,961,192
20190804T07Z,234,551,0,40,9,1003,220
20190804T06Z,287,569,0,41,9,1197,230
20190804T05Z,311,583,0,43,9,1269,174
20190804T04Z,393,582,0,43,10,1306,180
20190804T03Z,341,616,0,40,49,1355,139
20190804T02Z,293,619,0,39,162,1296,87
20190804T01Z,332,617,0,42,233,1291,75
20190804T00Z,320,616,0,38,261,1270,45
20190803T23Z,383,615,0,39,255,1230,29
20190803T22Z,393,618,0,39,263,1272,24
20190803T21Z,246,618,0,36,272,1165,28
20190803T20Z,232,620,0,43,269,989,45
20190803T19Z,233,591,0,44,275,963,58
20190803T18Z,233,565,0,45,277,871,57
20190803T17Z,233,518,0,48,281,813,54
20190803T16Z,233,492,0,53,273,781,68
20190803T15Z,232,500,0,54,217,831,108
20190803T14Z,210,504,0,50,78,842,146
20190803T13Z,202,554,0,51,9,859,175
20190803T12Z,203,511,0,50,9,827,208
20190803T11Z,202,508,0,48,9,819,242
20190803T10Z,202,548,0,45,9,855,277
20190803T09Z,202,567,0,48,9,859,249
20190803T08Z,240,579,0,42,9,866,260
20190803T07Z,256,542,0,44,9,858,321
20190803T06Z,281,554,0,41,9,1017,275
20190803T05Z,262,537,0,41,9,1109,297
20190803T04Z,350,579,0,42,9,1216,342
20190803T03Z,317,573,0,40,46,1234,358
20190803T02Z,261,555,0,39,162,1236,347
20190803T01Z,258,571,0,38,247,1246,208
20190803T00Z,260,571,0,39,247,1244,115
20190802T23Z,265,576,0,40,252,1236,87
20190802T22Z,333,575,0,35,251,1138,74
20190802T21Z,270,577,0,38,263,1156,47
20190802T20Z,261,551,0,38,257,1150,51
20190802T19Z,259,539,0,37,284,1041,131
20190802T18Z,260,550,0,39,245,1041,257
20190802T17Z,260,510,0,41,234,1000,299
20190802T16Z,259,486,0,39,230,889,305
20190802T15Z,259,493,0,42,7142682,831,337
20190802T14Z,259,491,0,40,49,836,366
20190802T13Z,260,505,0,40,11,829,406
20190802T12Z,260,490,0,37,9,792,442
20190802T11Z,257,488,0,43,9,790,380
20190802T10Z,260,499,0,42,9,806,339
20190802T09Z,259,520,0,44,9,803,424
20190802T08Z,259,536,0,42,9,852,498
20190802T07Z,240,537,0,41,9,847,439
20190802T06Z,505,567,0,41,9,1144,280
20190802T05Z,473,584,0,36,9,1252,277
20190802T04Z,637,582,0,37,9,1294,306
20190802T03Z,624,579,0,35,40,1342,186
20190802T02Z,382,577,0,33,120,1281,287
20190802T01Z,260,572,0,35,167,1265,260
20190802T00Z,262,569,0,34,198,1389,279
20190801T23Z,268,576,0,36,197,1361,113
20190801T22Z,266,577,0,36,247,1356,37
20190801T21Z,296,561,0,40,262,1352,18
20190801T20Z,264,541,0,36,264,1250,31
20190801T19Z,259,547,0,37,293,1154,22
20190801T18Z,259,540,0,39,252,1099,53
20190801T17Z,260,484,0,39,265,1111,93
20190801T16Z,259,487,0,43,258,908,185
20190801T15Z,258,487,0,46,195,861,273
20190801T14Z,242,492,0,47,66,906,323
20190801T13Z,225,496,0,48,11,906,362
20190801T12Z,225,493,0,46,9,899,365
20190801T11Z,225,491,0,45,9,916,457
20190801T10Z,222,490,0,43,9,898,453
20190801T09Z,225,499,0,44,9,899,460
20190801T08Z,277,532,0,38,9,913,436
20190801T07Z,285,518,0,39,9,916,399
20190801T06Z,272,549,0,37,9,1056,328
20190801T05Z,258,528,0,40,9,1193,364
20190801T04Z,263,519,0,37,10,1265,343
20190801T03Z,348,570,0,35,34,1385,245
20190801T02Z,261,525,0,35,147,1347,220
20190801T01Z,259,484,0,33,213,1322,154
20190801T00Z,259,541,0,35,255,1302,53
20190731T23Z,259,521,0,34,265,1305,33
20190731T22Z,259,506,0,35,258,1293,29
20190731T21Z,260,542,0,35,253,1329,24
20190731T20Z,261,556,0,35,252,1251,35
20190731T19Z,265,580,0,36,260,1138,45
20190731T18Z,272,546,0,37,254,1160,53
20190731T17Z,347,583,0,40,269,1193,59
20190731T16Z,267,547,0,40,234,1029,81
20190731T15Z,259,537,0,44,183,1001,101
20190731T14Z,231,523,0,46,56,891,117
20190731T13Z,231,541,0,47,9,900,107
20190731T12Z,231,512,0,46,9,873,118
20190731T11Z,231,494,0,45,9,864,116
20190731T10Z,230,494,0,41,9,854,105
20190731T09Z,229,491,0,42,9,849,125
20190731T08Z,254,508,0,39,9,856,128
20190731T07Z,344,559,0,38,9,870,126
20190731T06Z,278,550,0,37,9,961,124
20190731T05Z,402,567,0,36,9,1120,120
20190731T04Z,420,586,0,35,9,1267,161
20190731T03Z,479,578,0,32,36,1296,188
20190731T02Z,307,573,0,33,141,1298,131
20190731T01Z,351,575,0,30,208,1330,109
20190731T00Z,265,575,0,30,252,1305,103
20190730T23Z,266,576,0,31,262,1299,111
20190730T22Z,326,577,0,33,248,1213,92
20190730T21Z,412,578,0,34,261,1135,39
20190730T20Z,269,567,0,35,250,985,31
20190730T19Z,291,571,0,36,270,785,67
20190730T18Z,281,578,0,37,271,707,120
20190730T17Z,323,566,0,37,274,709,144
20190730T16Z,327,586,0,41,265,730,184
20190730T15Z,264,549,0,45,212,712,202
20190730T14Z,317,572,0,45,72,865,298
20190730T13Z,241,550,-1,45,11,935,302
20190730T12Z,231,498,0,44,9,909,312
20190730T11Z,231,490,0,41,9,905,343
20190730T10Z,229,492,0,39,9,908,394
20190730T09Z,229,494,0,43,9,868,394
20190730T08Z,239,540,0,42,9,848,297
20190730T07Z,239,552,0,40,9,818,265
20190730T06Z,291,561,0,38,9,965,243
20190730T05Z,330,577,0,38,9,1062,185
20190730T04Z,397,639,0,36,9,1136,163
20190730T03Z,600,658,0,34,24,1189,242
20190730T02Z,621,643,0,32,93,1229,262
20190730T01Z,530,654,0,34,104,1241,234
20190730T00Z,441,653,0,32,141,1166,171
20190729T23Z,361,652,0,33,186,1146,272
20190729T22Z,260,609,0,32,224,1064,236
20190729T21Z,269,628,0,36,233,998,299
20190729T20Z,253,606,0,33,243,981,293
20190729T19Z,260,590,0,36,246,987,171
20190729T18Z,260,583,0,35,225,1019,134
20190729T17Z,259,573,0,42,210,1062,165
20190729T16Z,260,567,0,40,179,988,194
20190729T15Z,259,566,0,44,93,988,254
20190729T14Z,260,571,0,45,31,919,239
20190729T13Z,260,579,0,49,9,883,172
20190729T12Z,259,576,0,47,9,837,137
20190729T11Z,260,571,0,46,9,813,118
20190729T10Z,259,571,0,44,9,793,105
20190729T09Z,258,570,0,44,9,781,106
20190729T08Z,263,619,0,40,9,785,122
20190729T07Z,261,613,0,39,9,791,135
20190729T06Z,272,628,0,39,9,849,101
20190729T05Z,268,644,0,39,9,959,104
20190729T04Z,439,668,0,36,9,1011,117
20190729T03Z,566,658,0,37,142,1153,84
20190729T02Z,461,658,0,37,142,1153,84
20190729T01Z,351,650,0,34,227,1209,64
20190729T00Z,332,579,0,35,305,1253,74
20190728T23Z,425,579,0,35,280,1225,49
20190728T22Z,371,582,0,37,269,1203,36
20190728T21Z,275,583,0,36,284,1054,17
20190728T20Z,260,553,0,38,281,869,5
20190728T19Z,258,520,0,39,267,857,9
20190728T18Z,261,569,0,38,268,863,12
20190728T17Z,260,516,0,43,270,844,32
