,coal,natural gas,petroleum,other,solar,hydro
20190710T06-04,850,773,0,44,0,2
20190710T05-04,836,774,0,45,0,1
20190710T04-04,875,772,0,44,0,2
20190710T03-04,930,770,0,47,0,2
20190710T02-04,1073,769,0,44,0,1
20190710T01-04,1236,766,-1,45,0,2
20190710T00-04,1413,764,0,44,0,0
20190709T23-04,1635,763,0,46,0,2
20190709T22-04,1917,756,0,47,0,1
20190709T21-04,1947,766,0,46,0,2
20190709T20-04,1962,810,0,45,0,38
20190709T19-04,1820,776,0,45,0,146
20190709T18-04,1776,791,0,45,2,176
20190709T17-04,1746,791,0,47,0,197
20190709T16-04,1785,796,0,46,1,154
20190709T15-04,1751,795,0,54,1,128
20190709T14-04,1725,799,0,85,1,132
20190709T13-04,1687,803,0,71,2,86
20190709T12-04,1530,805,0,73,2,47
20190709T11-04,1530,801,0,71,1,2
20190709T10-04,1379,765,0,72,2,10
20190709T09-04,1104,767,0,72,1,10
20190709T08-04,1011,766,0,70,1,2
20190709T07-04,866,766,0,72,0,1
20190709T06-04,785,768,0,68,0,2
20190709T05-04,813,768,0,72,0,1
20190709T04-04,879,765,0,74,0,2
20190709T03-04,952,765,0,70,0,1
20190709T02-04,1111,758,0,71,0,1
20190709T01-04,1388,757,0,68,0,2
20190709T00-04,1588,759,0,74,0,1
20190708T23-04,1598,846,0,72,0,2
20190708T22-04,1669,877,0,72,0,1
20190708T21-04,1673,856,-1,74,0,57
20190708T20-04,1632,852,0,71,0,70
20190708T19-04,1585,826,0,71,2,109
20190708T18-04,1657,817,0,73,2,153
20190708T17-04,1672,836,0,71,3,193
20190708T16-04,1673,851,0,74,3,186
20190708T15-04,1660,860,0,72,3,126
20190708T14-04,1661,861,-1,71,4,130
20190708T13-04,1668,865,0,70,3,81
20190708T12-04,1629,879,0,70,4,65
20190708T11-04,1559,822,0,74,4,1
20190708T10-04,1303,752,0,73,2,2
20190708T09-04,1103,763,0,76,3,2
20190708T08-04,1050,770,0,74,1,2
20190708T07-04,991,771,0,78,1,3
20190708T06-04,769,759,0,96,1,3
20190708T05-04,841,720,0,57,1,2
20190708T04-04,918,717,0,77,1,2
20190708T03-04,944,719,0,76,1,3
20190708T02-04,1068,701,0,78,0,3
20190708T01-04,1118,714,0,75,0,3
20190708T00-04,1188,716,0,73,0,3
20190707T23-04,1341,673,0,76,0,3
20190707T22-04,1468,811,0,78,0,25
20190707T21-04,1524,792,0,76,0,67
20190707T20-04,1560,773,0,77,0,69
20190707T19-04,1567,773,0,78,1,194
20190707T18-04,1613,781,0,77,1,196
20190707T17-04,1670,781,0,80,2,198
20190707T16-04,1672,801,0,77,2,174
20190707T15-04,1670,810,0,80,3,114
20190707T14-04,1635,786,0,75,2,74
20190707T13-04,1492,734,0,79,3,75
20190707T12-04,1373,735,0,76,3,32
20190707T11-04,1270,747,0,76,2,3
20190707T10-04,1075,752,0,75,0,2
20190707T09-04,888,763,0,72,1,4
20190707T08-04,783,771,0,74,1,3
20190707T07-04,696,772,0,70,0,3
20190707T06-04,690,765,0,70,0,3
20190707T05-04,735,769,0,72,0,3
20190707T04-04,711,765,0,74,0,3
20190707T03-04,768,810,-1,71,0,3
20190707T02-04,869,895,-1,73,0,3
20190707T01-04,1036,896,0,76,0,3
20190707T00-04,1192,855,0,74,0,3
20190706T23-04,1371,866,0,76,0,12
20190706T22-04,1315,885,0,74,0,74
20190706T21-04,1252,915,0,73,0,70
20190706T20-04,1246,889,0,75,0,73
20190706T19-04,1225,906,0,73,1,75
20190706T18-04,1162,942,0,76,2,180
20190706T17-04,1108,942,0,73,2,204
20190706T16-04,1096,935,0,74,4,205
20190706T15-04,992,940,0,73,4,117
20190706T14-04,846,821,0,74,3,91
20190706T13-04,1153,914,0,76,3,105
20190706T12-04,1360,751,0,74,2,3
20190706T11-04,1156,749,0,75,2,3
20190706T10-04,854,760,0,74,2,2
20190706T09-04,730,740,0,72,2,3
20190706T08-04,735,646,0,74,0,3
20190706T07-04,733,688,0,68,0,4
20190706T06-04,736,668,0,72,0,3
20190706T05-04,735,665,0,71,0,3
20190706T04-04,735,673,0,69,0,3
20190706T03-04,741,742,0,71,0,2
20190706T02-04,808,761,0,71,0,3
20190706T01-04,936,764,0,70,0,3
20190706T00-04,951,762,0,72,0,3
20190705T23-04,943,764,0,67,0,26
20190705T22-04,1014,761,0,68,0,73
20190705T21-04,1048,756,0,70,0,73
20190705T20-04,1079,740,0,72,0,121
20190705T19-04,1123,733,0,70,0,94
20190705T18-04,1099,732,0,70,2,107
20190705T17-04,1106,731,0,71,1,150
20190705T16-04,1171,739,0,71,0,150
20190705T15-04,1272,748,0,72,0,134
20190705T14-04,1248,753,-1,68,1,74
20190705T13-04,1225,760,0,72,2,75
20190705T12-04,1227,768,0,70,1,73
20190705T11-04,1141,772,0,77,1,37
20190705T10-04,857,772,-1,74,2,2
20190705T09-04,758,709,0,76,1,2
20190705T08-04,774,738,0,77,0,1
20190705T07-04,811,776,0,76,0,2
20190705T06-04,745,754,0,75,0,1
20190705T05-04,731,676,0,76,0,1
20190705T04-04,747,688,0,75,0,2
20190705T03-04,827,715,0,75,0,1
20190705T02-04,950,715,0,75,0,2
20190705T01-04,1006,734,0,75,0,2
20190705T00-04,930,734,0,74,0,1
20190704T23-04,936,731,0,75,0,1
20190704T22-04,1026,730,0,76,0,1
20190704T21-04,1116,719,0,75,0,29
20190704T20-04,1202,715,0,76,0,71
20190704T19-04,1200,712,0,74,0,73
20190704T18-04,1240,715,0,77,1,170
20190704T17-04,1393,722,0,73,1,203
20190704T16-04,1607,725,0,76,1,188
20190704T15-04,1749,725,0,74,1,141
20190704T14-04,1884,711,0,73,4,76
20190704T13-04,1911,723,0,73,3,73
20190704T12-04,1749,741,0,76,3,67
20190704T11-04,1454,751,0,74,3,0
20190704T10-04,1203,734,0,75,0,2
20190704T09-04,849,702,0,77,1,1
20190704T08-04,808,611,0,77,0,2
20190704T07-04,823,691,0,74,0,1
20190704T06-04,843,719,0,76,0,2
20190704T05-04,874,719,0,78,0,1
20190704T04-04,956,715,0,78,0,2
20190704T03-04,1104,713,0,77,0,0
20190704T02-04,1229,727,-1,78,0,2
20190704T01-04,1378,732,0,78,0,1
20190704T00-04,1456,749,0,74,0,2
20190703T23-04,1522,748,0,77,0,1
20190703T22-04,1666,873,0,77,0,18
20190703T21-04,1786,876,0,73,0,69
20190703T20-04,1778,865,0,79,1,109
20190703T19-04,1561,851,0,74,1,177
20190703T18-04,1552,855,-1,76,2,198
20190703T17-04,1668,767,0,76,2,198
20190703T16-04,1701,550,0,75,3,198
20190703T15-04,1927,477,0,76,3,208
20190703T14-04,1966,424,0,74,4,113
20190703T13-04,1922,412,0,75,4,2
20190703T12-04,1855,359,0,73,2,11
20190703T11-04,1654,362,0,72,3,197
20190703T10-04,1191,590,0,78,2,44
20190703T09-04,954,770,0,73,2,2
20190703T08-04,858,761,0,80,0,3
20190703T07-04,862,769,0,78,0,3
20190703T06-04,867,741,0,80,0,3
20190703T05-04,858,726,0,78,0,3
20190703T04-04,854,743,0,77,0,2
20190703T03-04,977,715,0,73,0,3
20190703T02-04,1147,731,0,74,0,3
20190703T01-04,1483,718,0,73,0,3
20190703T00-04,1769,746,0,71,0,3
20190702T23-04,1877,804,0,71,0,3
20190702T22-04,1909,863,0,73,0,20
20190702T21-04,1935,905,0,72,0,121
20190702T20-04,1943,913,0,73,0,150
20190702T19-04,1799,908,0,72,2,152
20190702T18-04,1792,892,0,69,2,197
20190702T17-04,1785,895,0,70,3,210
20190702T16-04,1839,878,0,67,3,161
20190702T15-04,1887,877,0,66,4,128
20190702T14-04,1911,899,-1,67,4,72
20190702T13-04,1933,858,0,68,4,75
20190702T12-04,1920,911,0,67,3,24
20190702T11-04,1730,751,0,66,3,3
20190702T10-04,1373,755,0,68,2,2
20190702T09-04,1090,758,0,68,2,2
20190702T08-04,1010,730,0,66,0,2
20190702T07-04,980,745,0,72,0,0
20190702T06-04,850,744,0,79,-1,2
20190702T05-04,793,739,0,74,0,1
20190702T04-04,843,726,0,78,0,2
20190702T03-04,905,754,0,77,0,1
20190702T02-04,1100,689,-1,77,0,2
20190702T01-04,1453,659,0,76,0,0
20190702T00-04,1854,686,0,76,0,1
20190701T23-04,1944,848,0,79,0,3
20190701T22-04,1906,882,0,75,0,83
20190701T21-04,1842,843,0,77,0,120
20190701T20-04,1839,871,0,78,0,156
20190701T19-04,1837,848,0,74,1,155
20190701T18-04,1893,816,0,78,3,130
20190701T17-04,1901,816,0,75,4,126
20190701T16-04,1942,820,0,76,3,127
20190701T15-04,1979,824,0,77,4,126
20190701T14-04,1979,843,0,72,5,126
20190701T13-04,1997,844,0,80,4,71
20190701T12-04,1942,763,0,76,3,53
20190701T11-04,1724,746,0,76,4,50
20190701T10-04,1394,755,0,70,2,7
20190701T09-04,1248,770,0,66,3,2
20190701T08-04,1075,778,0,70,1,3
20190701T07-04,1108,781,0,68,0,3
20190701T06-04,1034,778,0,66,0,3
20190701T05-04,1011,773,0,69,0,2
20190701T04-04,1019,768,0,66,0,3
20190701T03-04,1042,769,0,69,0,3
20190701T02-04,1152,766,-1,67,0,3
20190701T01-04,1376,760,0,68,0,4
20190701T00-04,1560,753,0,69,0,59
20190630T23-04,1773,741,0,67,0,59
20190630T22-04,1825,733,0,71,0,58
20190630T21-04,1895,740,0,68,0,121
20190630T20-04,1974,787,0,67,1,131
20190630T19-04,1980,784,0,71,2,131
20190630T18-04,1978,793,0,69,4,131
20190630T17-04,1981,792,0,67,3,131
20190630T16-04,1954,791,0,70,3,130
20190630T15-04,1979,789,0,69,4,131
20190630T14-04,1979,802,0,72,4,99
20190630T13-04,1942,753,0,69,4,59
20190630T12-04,1756,753,0,70,4,56
20190630T11-04,1563,752,0,71,3,19
20190630T10-04,1247,761,0,68,2,3
20190630T09-04,987,752,0,68,3,3
20190630T08-04,815,753,0,69,2,3
20190630T07-04,700,753,0,68,0,3
20190630T06-04,647,689,0,70,0,4
20190630T05-04,648,688,0,69,0,3
20190630T04-04,705,661,0,70,0,3
20190630T03-04,827,687,0,71,0,2
20190630T02-04,919,704,0,69,0,3
20190630T01-04,1026,732,0,70,0,2
20190630T00-04,1067,728,0,69,0,3
20190629T23-04,1455,725,0,74,0,3
20190629T22-04,1509,759,0,68,0,24
20190629T21-04,1521,756,0,69,0,112
20190629T20-04,1643,750,0,73,0,130
20190629T19-04,1708,746,0,70,1,132
20190629T18-04,1717,742,0,71,2,131
20190629T17-04,1702,742,0,70,1,131
20190629T16-04,1683,743,-1,70,2,135
20190629T15-04,1682,717,0,72,3,133
20190629T14-04,1711,750,0,68,3,107
20190629T13-04,1588,753,0,70,3,57
20190629T12-04,1393,760,0,73,3,57
20190629T11-04,1263,764,0,70,2,45
20190629T10-04,946,773,0,73,1,30
20190629T09-04,792,763,0,75,1,32
20190629T08-04,730,798,0,72,0,13
20190629T07-04,611,799,0,71,0,1
20190629T06-04,668,798,0,73,0,2
20190629T05-04,673,795,0,73,0,2
20190629T04-04,755,793,0,70,0,2
20190629T03-04,800,786,0,69,0,2
20190629T02-04,811,781,0,72,0,9
20190629T01-04,931,803,0,74,0,55
20190629T00-04,832,810,0,69,0,56
20190628T23-04,1116,804,23,71,0,56
20190628T22-04,1126,821,20,69,0,70
20190628T21-04,1209,812,37,74,0,111
20190628T20-04,1359,827,19,73,1,126
20190628T19-04,1379,863,0,70,1,128
20190628T18-04,1383,887,0,72,3,127
20190628T17-04,1386,886,-1,72,4,127
20190628T16-04,1386,892,0,72,4,128
20190628T15-04,1352,835,0,71,4,128
20190628T14-04,1350,811,0,73,4,128
20190628T13-04,1335,790,0,73,4,72
20190628T12-04,1210,753,0,69,4,56
20190628T11-04,1037,762,0,71,4,55
20190628T10-04,768,767,0,69,2,56
20190628T09-04,623,765,0,71,1,57
20190628T08-04,521,780,0,69,0,58
20190628T07-04,455,745,0,70,1,58
20190628T06-04,438,755,0,71,0,8
20190628T05-04,414,709,0,68,0,4
20190628T04-04,412,729,0,68,0,3
20190628T03-04,468,673,0,70,0,4
20190628T02-04,511,684,0,71,0,4
20190628T01-04,513,908,0,70,0,7
20190628T00-04,626,955,0,70,0,58
20190627T23-04,781,931,0,72,0,58
20190627T22-04,985,943,0,69,0,58
20190627T21-04,994,952,0,72,0,57
20190627T20-04,978,865,3,72,0,72
20190627T19-04,1440,962,5,71,1,152
20190627T18-04,1407,929,0,72,3,160
20190627T17-04,1617,917,0,68,2,178
20190627T16-04,1574,878,0,68,4,186
20190627T15-04,1467,910,-1,68,3,131
20190627T14-04,1420,825,0,70,8,81
20190627T13-04,1389,815,0,74,3,73
20190627T12-04,1402,747,0,70,2,60
20190627T11-04,1280,758,0,68,2,59
20190627T10-04,1096,754,0,69,1,63
20190627T09-04,819,758,0,66,2,56
20190627T08-04,772,696,0,67,0,32
20190627T07-04,694,738,0,66,0,32
20190627T06-04,560,751,0,65,0,32
20190627T05-04,553,709,0,65,0,33
20190627T04-04,587,651,0,64,0,33
20190627T03-04,653,651,0,63,0,32
20190627T02-04,681,684,0,64,0,33
20190627T01-04,666,717,0,64,0,32
20190627T00-04,711,777,-1,64,0,33
20190626T23-04,836,889,0,62,0,32
20190626T22-04,852,961,0,62,0,74
20190626T21-04,818,978,0,65,0,93
20190626T20-04,837,968,0,63,1,123
20190626T19-04,841,939,0,64,1,159
20190626T18-04,925,842,0,64,1,167
20190626T17-04,1008,895,0,67,3,168
20190626T16-04,1220,898,0,65,2,137
20190626T15-04,1468,792,0,65,3,104
20190626T14-04,1577,755,0,65,4,110
20190626T13-04,1521,759,0,64,3,74
20190626T12-04,1333,764,0,66,4,60
20190626T11-04,1160,766,0,69,3,61
20190626T10-04,939,775,0,69,3,58
20190626T09-04,699,786,0,70,1,59
20190626T08-04,613,713,0,71,0,50
20190626T07-04,606,741,0,70,0,4
20190626T06-04,614,717,0,69,0,3
20190626T05-04,615,729,0,70,0,4
20190626T04-04,613,711,0,68,0,4
20190626T03-04,608,754,-1,69,0,57
20190626T02-04,639,750,0,72,0,59
20190626T01-04,783,699,0,68,0,59
20190626T00-04,958,735,0,70,0,58
20190625T23-04,1358,755,0,70,0,58
20190625T22-04,1475,757,0,72,0,109
20190625T21-04,1634,790,0,72,0,110
20190625T20-04,1681,877,0,68,1,163
20190625T19-04,1553,880,0,70,2,165
20190625T18-04,1590,853,0,71,2,165
20190625T17-04,1582,753,0,71,4,110
20190625T16-04,1553,746,0,71,5,109
20190625T15-04,1536,749,0,68,3,113
20190625T14-04,1466,750,0,70,5,113
20190625T13-04,1426,748,0,67,4,108
20190625T12-04,1394,755,0,69,4,37
20190625T11-04,1300,757,0,72,3,7
20190625T10-04,926,763,0,68,4,39
20190625T09-04,766,771,0,69,1,59
20190625T08-04,670,721,0,64,-1,59
20190625T07-04,659,534,0,70,0,55
20190625T06-04,614,524,0,67,0,4
20190625T05-04,618,525,-1,72,0,3
20190625T04-04,628,593,0,67,0,4
20190625T03-04,735,628,0,69,0,3
20190625T02-04,982,635,0,72,0,4
20190625T01-04,984,774,0,70,0,6
20190625T00-04,1163,768,0,70,0,59
20190624T23-04,1353,915,0,69,0,62
20190624T22-04,1431,950,0,73,0,60
20190624T21-04,1634,964,0,67,0,79
20190624T20-04,1584,956,0,71,0,135
20190624T19-04,1576,939,0,71,3,160
20190624T18-04,1576,931,0,68,2,161
20190624T17-04,1570,886,0,72,3,164
20190624T16-04,1572,887,-1,70,4,165
20190624T15-04,1567,882,0,69,4,123
20190624T14-04,1551,940,0,70,5,121
20190624T13-04,1582,763,0,67,3,90
20190624T12-04,1500,738,0,56,6,59
20190624T11-04,1290,751,0,63,3,60
20190624T10-04,1038,742,0,67,1,62
20190624T09-04,946,725,0,69,1,48
20190624T08-04,849,748,0,67,1,40
20190624T07-04,698,730,0,72,0,21
20190624T06-04,631,759,0,69,0,4
20190624T05-04,605,754,0,71,0,4
20190624T04-04,660,755,0,69,0,4
20190624T03-04,682,762,0,69,0,3
20190624T02-04,749,764,0,69,0,4
20190624T01-04,958,737,0,71,0,49
20190624T00-04,1083,724,0,70,0,59
20190623T23-04,1165,739,0,72,0,58
20190623T22-04,1247,790,0,69,0,79
20190623T21-04,1294,854,0,71,0,109
20190623T20-04,1376,847,0,72,0,141
20190623T19-04,1418,860,0,74,1,161
20190623T18-04,1428,871,0,73,3,162
20190623T17-04,1360,796,0,72,3,152
20190623T16-04,1260,768,0,74,3,130
20190623T15-04,1257,751,0,74,3,129
20190623T14-04,1173,740,0,76,3,89
20190623T13-04,1084,746,-1,73,2,57
20190623T12-04,907,745,0,71,3,59
20190623T11-04,822,748,0,68,4,59
20190623T10-04,694,766,0,68,1,58
20190623T09-04,552,764,0,67,0,59
20190623T08-04,572,734,0,69,2,52
20190623T07-04,648,588,0,69,0,4
20190623T06-04,805,627,0,69,0,2
20190623T05-04,804,637,0,71,0,4
20190623T04-04,806,641,-1,64,0,4
20190623T03-04,817,700,0,65,0,3
20190623T02-04,887,728,0,69,0,4
20190623T01-04,932,706,0,68,0,58
20190623T00-04,925,741,0,72,0,58
20190622T23-04,1008,724,0,68,0,58
20190622T22-04,1050,683,0,68,0,104
20190622T21-04,1101,673,0,66,0,108
20190622T20-04,1345,663,0,70,0,126
20190622T19-04,1531,669,0,65,0,131
20190622T18-04,1595,618,0,70,1,130
20190622T17-04,1656,581,0,73,4,129
20190622T16-04,1566,585,0,72,3,132
20190622T15-04,1322,585,0,71,4,129
20190622T14-04,1264,587,0,72,4,130
20190622T13-04,1132,596,0,72,4,90
20190622T12-04,809,596,0,76,2,55
20190622T11-04,863,594,0,67,3,56
20190622T10-04,858,610,0,67,3,56
20190622T09-04,694,628,0,67,0,55
20190622T08-04,758,630,0,66,0,55
20190622T07-04,819,629,0,67,0,57
20190622T06-04,819,631,0,63,0,7
20190622T05-04,817,628,0,68,0,-1
20190622T04-04,797,685,0,71,0,0
20190622T03-04,787,743,0,71,0,4
20190622T02-04,958,665,0,71,0,23
20190622T01-04,1095,609,0,71,0,15
20190622T00-04,1295,600,0,72,0,58
20190621T23-04,1465,572,0,71,0,65
20190621T22-04,1678,597,0,72,0,106
20190621T21-04,1773,586,0,73,0,107
20190621T20-04,1839,586,0,72,0,127
20190621T19-04,1975,568,-1,73,2,131
20190621T18-04,1980,580,0,72,3,131
20190621T17-04,1897,578,0,73,4,131
20190621T16-04,1896,584,-1,71,5,130
20190621T15-04,1919,586,0,71,3,126
20190621T14-04,1885,569,0,71,5,93
20190621T13-04,1870,593,0,72,4,75
20190621T12-04,1735,598,0,70,4,59
20190621T11-04,1524,602,0,71,4,59
20190621T10-04,1268,603,0,70,3,61
20190621T09-04,946,611,0,73,1,45
20190621T08-04,818,591,0,70,0,5
20190621T07-04,791,602,0,72,0,5
20190621T06-04,783,583,0,73,0,5
20190621T05-04,789,554,0,71,0,5
20190621T04-04,786,549,0,72,0,5
20190621T03-04,790,576,0,69,0,5
20190621T02-04,901,598,0,69,0,5
20190621T01-04,998,604,0,72,0,4
20190621T00-04,1083,578,0,73,0,54
20190620T23-04,1256,592,0,73,0,58
20190620T22-04,1361,632,0,72,0,131
20190620T21-04,1473,645,0,78,0,133
20190620T20-04,1538,644,0,71,0,133
20190620T19-04,1614,664,0,72,1,133
20190620T18-04,1715,703,0,70,1,131
20190620T17-04,1904,642,0,73,2,133
20190620T16-04,1981,738,0,78,4,132
20190620T15-04,1987,673,0,77,3,132
20190620T14-04,1986,664,0,74,4,88
20190620T13-04,1969,634,0,74,3,60
20190620T12-04,1854,593,0,76,4,60
20190620T11-04,1684,599,0,77,3,61
20190620T10-04,1415,599,0,77,1,61
20190620T09-04,1102,608,0,80,1,32
20190620T08-04,979,611,0,79,1,5
20190620T07-04,891,610,0,81,0,5
20190620T06-04,783,594,0,76,0,5
20190620T05-04,722,544,0,80,0,4
20190620T04-04,733,582,-1,79,0,5
20190620T03-04,828,612,0,77,0,4
20190620T02-04,1005,609,0,79,0,5
20190620T01-04,1147,610,-1,78,0,5
20190620T00-04,1391,609,0,75,0,5
20190619T23-04,1590,606,0,76,0,5
20190619T22-04,1655,604,0,78,0,65
20190619T21-04,1482,602,0,76,0,157
20190619T20-04,1686,581,0,76,0,159
20190619T19-04,1706,586,0,79,0,159
20190619T18-04,1704,586,0,79,1,159
20190619T17-04,1705,585,0,81,1,157
20190619T16-04,1698,586,0,78,4,131
20190619T15-04,1602,591,0,66,3,117
20190619T14-04,1578,591,0,69,3,61
20190619T13-04,1507,596,0,68,3,61
20190619T12-04,1306,605,0,65,3,61
20190619T11-04,1112,610,0,63,3,62
20190619T10-04,920,616,0,58,3,63
20190619T09-04,821,618,0,47,0,54
20190619T08-04,768,620,0,44,0,6
20190619T07-04,769,621,0,48,0,7
20190619T06-04,767,620,0,54,0,6
20190619T05-04,830,595,0,60,0,7
20190619T04-04,860,622,0,56,0,6
20190619T03-04,821,622,0,52,0,7
20190619T02-04,910,622,0,57,0,5
20190619T01-04,1036,615,0,55,0,16
20190619T00-04,1253,612,0,54,0,140
20190618T23-04,1371,587,0,54,0,140
20190618T22-04,1519,648,0,58,0,141
20190618T21-04,1550,666,0,76,0,140
20190618T20-04,1557,655,0,72,0,140
20190618T19-04,1599,653,0,72,2,140
20190618T18-04,1657,650,0,73,2,141
20190618T17-04,1709,650,0,75,3,140
20190618T16-04,1701,658,0,71,3,141
20190618T15-04,1700,650,0,74,4,141
20190618T14-04,1656,654,0,74,2,140
20190618T13-04,1613,606,0,70,3,140
20190618T12-04,1577,593,-1,74,3,138
20190618T11-04,1536,608,0,73,3,136
20190618T10-04,1363,610,0,74,1,88
20190618T09-04,1178,615,0,73,1,85
20190618T08-04,1024,618,0,75,0,4
20190618T07-04,938,620,0,72,0,4
20190618T06-04,850,618,-1,75,0,3
20190618T05-04,848,617,0,75,0,4
20190618T04-04,856,615,0,74,0,4
20190618T03-04,904,611,0,73,0,4
20190618T02-04,1116,623,0,75,0,4
20190618T01-04,1255,682,0,74,0,15
20190618T00-04,1402,746,0,73,0,88
20190617T23-04,1460,784,0,75,0,98
20190617T22-04,1516,788,0,74,0,158
20190617T21-04,1619,793,0,75,0,159
20190617T20-04,1662,791,0,74,2,160
20190617T19-04,1713,768,0,73,0,158
20190617T18-04,1717,778,0,73,2,158
20190617T17-04,1712,765,0,76,5,158
20190617T16-04,1711,740,0,69,3,159
20190617T15-04,1690,777,0,69,3,160
20190617T14-04,1661,784,0,71,4,156
20190617T13-04,1710,779,0,74,4,91
20190617T12-04,1723,748,0,78,4,89
20190617T11-04,1686,671,0,71,3,88
20190617T10-04,1419,607,0,79,3,86
20190617T09-04,1123,616,0,75,0,82
20190617T08-04,989,624,0,75,1,5
20190617T07-04,956,628,0,77,0,4
20190617T06-04,909,623,0,79,0,3
20190617T05-04,879,622,0,78,0,3
20190617T04-04,897,618,0,77,0,3
20190617T03-04,953,618,0,79,0,2
20190617T02-04,1046,619,0,76,0,3
20190617T01-04,1165,615,0,76,0,3
20190617T00-04,1255,608,0,79,0,85
20190616T23-04,1567,581,0,78,0,87
20190616T22-04,1571,604,0,79,0,131
20190616T21-04,1666,654,0,76,0,151
20190616T20-04,1704,653,0,73,1,150
20190616T19-04,1725,650,0,73,1,151
20190616T18-04,1725,651,0,71,3,198
20190616T17-04,1724,629,0,75,3,206
20190616T16-04,1697,588,0,72,4,205
20190616T15-04,1673,590,0,72,3,195
20190616T14-04,1665,592,-1,72,4,146
20190616T13-04,1591,594,0,74,5,146
20190616T12-04,1477,604,0,73,4,145
20190616T11-04,1255,609,0,74,2,87
20190616T10-04,1083,618,0,74,3,87
20190616T09-04,818,629,-1,76,1,87
20190616T08-04,586,602,0,76,0,85
20190616T07-04,599,637,0,75,0,86
20190616T06-04,563,635,0,77,0,85
20190616T05-04,565,634,0,75,0,86
20190616T04-04,564,632,0,74,0,86
20190616T03-04,604,629,0,74,0,86
20190616T02-04,643,629,0,76,0,86
20190616T01-04,761,627,0,74,0,84
20190616T00-04,923,625,0,76,0,86
20190615T23-04,1036,621,0,76,0,86
20190615T22-04,1038,617,0,76,0,86
20190615T21-04,1066,612,0,75,0,85
20190615T20-04,1114,606,0,74,0,93
20190615T19-04,1115,605,0,76,2,145
20190615T18-04,1064,605,0,77,3,189
20190615T17-04,1035,602,0,74,3,201
20190615T16-04,1022,605,0,78,4,155
20190615T15-04,897,606,0,74,4,145
20190615T14-04,840,611,0,75,5,144
20190615T13-04,819,612,0,75,4,94
20190615T12-04,842,618,0,75,4,85
20190615T11-04,779,629,0,73,4,86
20190615T10-04,695,634,0,77,3,85
20190615T09-04,567,640,0,73,1,86
20190615T08-04,531,618,0,75,0,87
20190615T07-04,498,623,0,74,0,86
20190615T06-04,485,632,0,75,0,86
20190615T05-04,480,641,0,78,0,85
20190615T04-04,493,656,0,74,0,86
20190615T03-04,547,656,0,77,0,86
20190615T02-04,543,631,0,74,0,87
20190615T01-04,617,644,0,75,0,86
20190615T00-04,681,629,0,75,0,86
20190614T23-04,763,629,0,73,0,86
20190614T22-04,793,623,0,74,0,86
20190614T21-04,804,626,0,74,0,126
20190614T20-04,935,600,0,75,0,157
20190614T19-04,997,614,0,73,2,156
20190614T18-04,947,612,-1,75,3,151
20190614T17-04,865,613,0,75,5,148
20190614T16-04,819,615,0,76,4,148
20190614T15-04,761,620,0,76,5,139
20190614T14-04,727,623,0,73,4,86
20190614T13-04,689,625,0,76,5,86
20190614T12-04,657,630,0,72,4,86
20190614T11-04,583,627,0,75,3,86
20190614T10-04,514,625,0,71,3,86
20190614T09-04,491,562,0,77,2,87
20190614T08-04,498,518,0,76,0,89
20190614T07-04,526,622,0,74,0,92
20190614T06-04,505,598,0,77,0,91
20190614T05-04,481,592,0,76,0,92
20190614T04-04,485,595,0,77,0,92
20190614T03-04,512,599,0,70,0,91
20190614T02-04,588,632,0,65,0,92
20190614T01-04,688,633,0,44,0,92
20190614T00-04,715,631,0,69,0,90
20190613T23-04,831,628,0,74,0,92
20190613T22-04,887,624,0,73,0,92
20190613T21-04,909,615,0,76,0,145
20190613T20-04,849,611,0,74,0,202
20190613T19-04,868,601,0,74,1,209
20190613T18-04,873,603,0,73,2,213
20190613T17-04,862,592,0,72,2,213
20190613T16-04,913,599,0,71,4,215
20190613T15-04,884,599,0,73,3,218
20190613T14-04,854,600,0,75,4,170
20190613T13-04,763,607,0,73,4,163
20190613T12-04,626,611,-1,76,2,162
20190613T11-04,612,618,0,76,2,98
20190613T10-04,559,622,0,78,0,95
20190613T09-04,594,615,0,76,0,94
20190613T08-04,660,617,0,75,0,96
20190613T07-04,633,616,0,74,0,95
20190613T06-04,571,633,0,74,0,95
20190613T05-04,498,635,0,77,0,96
20190613T04-04,486,622,0,73,0,95
20190613T03-04,511,638,0,77,0,95
20190613T02-04,555,644,0,75,0,96
20190613T01-04,595,642,0,80,0,94
20190613T00-04,561,640,0,77,0,152
20190612T23-04,715,635,0,78,0,161
20190612T22-04,821,641,-1,76,0,162
20190612T21-04,875,642,0,78,0,163
20190612T20-04,646,636,0,79,0,206
20190612T19-04,509,630,0,79,0,217
20190612T18-04,512,534,0,80,2,216
20190612T17-04,508,526,0,79,1,201
20190612T16-04,509,561,0,77,0,167
20190612T15-04,579,635,0,79,0,167
20190612T14-04,591,635,0,80,0,144
20190612T13-04,593,640,0,79,1,95
20190612T12-04,543,635,0,79,2,95
20190612T11-04,541,625,0,80,0,95
20190612T10-04,542,602,0,84,0,95
20190612T09-04,547,556,0,82,1,94
20190612T08-04,612,603,0,80,0,95
20190612T07-04,659,623,0,76,0,96
20190612T06-04,627,622,0,78,0,95
20190612T05-04,629,623,0,77,0,95
20190612T04-04,627,620,0,80,0,95
20190612T03-04,624,623,0,77,0,95
20190612T02-04,650,621,0,76,0,95
20190612T01-04,776,617,0,78,0,95
