,coal,natural gas,petroleum,other,solar,hydro
20190404T00-04,743,315,0,73,0,4
20190403T23-04,811,304,0,73,0,52
20190403T22-04,786,317,0,66,0,132
20190403T21-04,722,316,0,64,0,153
20190403T20-04,681,316,0,61,0,149
20190403T19-04,696,314,0,62,3,147
20190403T18-04,682,312,0,62,2,148
20190403T17-04,490,313,0,58,6,14
20190403T16-04,484,314,0,56,3,4
20190403T15-04,482,316,0,54,4,4
20190403T14-04,491,297,0,55,3,5
20190403T13-04,749,262,0,55,5,3
20190403T12-04,848,323,0,56,4,63
20190403T11-04,852,556,-1,55,3,77
20190403T10-04,847,779,0,61,3,187
20190403T09-04,849,893,0,55,0,203
20190403T08-04,846,882,0,55,1,204
20190403T07-04,841,862,0,61,0,206
20190403T06-04,831,795,0,60,0,145
20190403T05-04,820,785,0,58,0,72
20190403T04-04,765,779,0,61,0,7
20190403T03-04,692,771,0,61,0,7
20190403T02-04,696,803,0,58,0,7
20190403T01-04,719,827,0,58,0,7
20190403T00-04,686,809,0,60,0,86
20190402T23-04,659,880,0,59,0,89
20190402T22-04,604,991,0,58,0,134
20190402T21-04,550,975,0,58,0,162
20190402T20-04,468,958,0,62,0,162
20190402T19-04,463,938,0,58,0,79
20190402T18-04,470,975,0,59,1,77
20190402T17-04,470,976,0,62,0,77
20190402T16-04,507,946,0,60,3,76
20190402T15-04,549,967,0,59,2,77
20190402T14-04,893,941,0,62,3,74
20190402T13-04,1146,868,0,59,1,55
20190402T12-04,1161,886,-1,60,0,73
20190402T11-04,1155,772,-1,62,2,141
20190402T10-04,1128,647,0,62,0,152
20190402T09-04,1119,615,0,59,0,151
20190402T08-04,1113,611,0,60,0,150
20190402T07-04,1085,626,0,59,0,64
20190402T06-04,1025,616,0,60,0,8
20190402T05-04,868,651,0,58,0,5
20190402T04-04,785,618,0,59,0,5
20190402T03-04,757,625,0,62,0,7
20190402T02-04,833,590,0,59,0,7
20190402T01-04,900,626,0,60,0,5
20190402T00-04,940,611,0,58,0,7
20190401T23-04,1029,600,0,61,0,55
20190401T22-04,1125,578,0,57,0,87
20190401T21-04,1123,597,0,58,0,131
20190401T20-04,928,616,0,61,0,105
20190401T19-04,941,532,0,57,1,81
20190401T18-04,937,494,0,57,2,80
20190401T17-04,935,494,0,60,4,79
20190401T16-04,938,496,0,58,4,79
20190401T15-04,935,499,0,58,4,8
20190401T14-04,1037,503,0,58,3,34
20190401T13-04,1104,502,0,58,4,81
20190401T12-04,934,504,0,60,2,88
20190401T11-04,974,503,-1,59,2,154
20190401T10-04,982,502,0,58,2,153
20190401T09-04,894,502,0,59,0,153
20190401T08-04,784,503,0,54,0,156
20190401T07-04,757,505,0,56,0,75
20190401T06-04,653,501,0,59,0,6
20190401T05-04,553,495,0,57,0,7
20190401T04-04,488,422,0,56,0,7
20190401T03-04,483,346,0,54,0,7
20190401T02-04,490,344,0,60,0,7
20190401T01-04,570,464,0,58,0,6
20190401T00-04,756,498,0,55,0,7
20190331T23-04,841,497,0,55,0,82
20190331T22-04,841,492,0,58,0,154
20190331T21-04,841,493,0,58,0,157
20190331T20-04,800,490,0,51,1,153
20190331T19-04,916,484,0,56,1,87
20190331T18-04,989,482,0,54,0,6
20190331T17-04,947,482,0,56,2,26
20190331T16-04,983,482,0,55,1,84
20190331T15-04,987,481,0,53,1,88
20190331T14-04,987,483,0,56,1,88
20190331T13-04,945,485,0,55,2,90
20190331T12-04,816,488,0,55,4,91
20190331T11-04,790,489,-1,54,2,141
20190331T10-04,759,488,-1,57,1,161
20190331T09-04,589,487,0,56,0,163
20190331T08-04,505,484,0,54,0,88
20190331T07-04,495,480,0,56,0,5
20190331T06-04,495,477,0,56,0,7
20190331T05-04,497,473,0,60,0,9
20190331T04-04,497,473,0,56,0,5
20190331T03-04,532,474,0,56,0,7
20190331T02-04,597,473,0,55,0,7
20190331T01-04,705,475,0,59,0,7
20190331T00-04,759,475,0,57,0,7
20190330T23-04,913,471,0,53,0,91
20190330T22-04,891,469,0,61,0,151
20190330T21-04,956,469,0,58,0,153
20190330T20-04,886,463,0,58,0,124
20190330T19-04,889,460,0,57,1,83
20190330T18-04,789,462,0,59,3,86
20190330T17-04,784,462,0,58,2,70
20190330T16-04,785,463,0,57,4,7
20190330T15-04,746,464,0,56,3,6
20190330T14-04,757,467,0,59,2,27
20190330T13-04,774,469,0,62,3,83
20190330T12-04,781,477,0,63,4,100
20190330T11-04,739,484,0,61,1,151
20190330T10-04,757,489,0,60,2,153
20190330T09-04,762,493,-1,64,2,153
20190330T08-04,717,496,0,64,0,134
20190330T07-04,689,499,0,65,0,50
20190330T06-04,649,495,0,64,0,5
20190330T05-04,598,496,0,66,0,5
20190330T04-04,593,492,0,62,0,5
20190330T03-04,594,491,0,64,0,7
20190330T02-04,605,487,0,62,0,7
20190330T01-04,600,486,0,65,0,6
20190330T00-04,601,486,0,63,0,77
20190329T23-04,627,483,0,63,0,141
20190329T22-04,646,478,0,65,0,152
20190329T21-04,638,472,0,62,0,152
20190329T20-04,606,471,0,62,0,150
20190329T19-04,642,465,0,63,0,144
20190329T18-04,664,466,0,62,2,30
20190329T17-04,720,466,0,61,4,6
20190329T16-04,590,466,0,57,5,8
20190329T15-04,487,467,0,57,3,9
20190329T14-04,496,467,0,58,5,7
20190329T13-04,604,475,0,54,4,7
20190329T12-04,684,479,-1,52,4,7
20190329T11-04,753,491,0,59,2,95
20190329T10-04,792,610,0,61,2,206
20190329T09-04,853,663,0,60,0,193
20190329T08-04,920,669,-1,63,0,151
20190329T07-04,867,669,0,62,0,152
20190329T06-04,620,668,0,62,0,154
20190329T05-04,493,665,0,57,0,148
20190329T04-04,472,661,0,58,0,63
20190329T03-04,466,656,0,51,0,7
20190329T02-04,461,641,0,51,0,6
20190329T01-04,504,638,0,55,0,7
20190329T00-04,680,656,0,53,0,51
20190328T23-04,748,659,0,51,0,149
20190328T22-04,805,661,0,50,0,152
20190328T21-04,728,656,0,51,0,153
20190328T20-04,718,652,0,45,0,149
20190328T19-04,806,646,0,45,2,60
20190328T18-04,857,645,0,46,1,8
20190328T17-04,769,643,0,41,4,6
20190328T16-04,780,650,0,43,3,7
20190328T15-04,778,653,0,42,4,7
20190328T14-04,835,659,0,37,3,7
20190328T13-04,817,663,0,26,3,8
20190328T12-04,874,661,0,29,3,80
20190328T11-04,947,643,0,28,3,110
20190328T10-04,993,655,0,27,2,157
20190328T09-04,1019,662,0,29,1,202
20190328T08-04,1155,665,-1,26,0,206
20190328T07-04,1155,647,0,24,0,204
20190328T06-04,1149,665,0,20,0,155
20190328T05-04,1040,668,0,22,0,89
20190328T04-04,959,673,0,21,0,88
20190328T03-04,915,689,0,23,0,84
20190328T02-04,939,686,0,25,0,83
20190328T01-04,974,673,0,22,0,87
20190328T00-04,1002,679,0,22,0,84
20190327T23-04,961,674,0,26,0,118
20190327T22-04,848,663,0,22,0,157
20190327T21-04,755,661,0,22,0,151
20190327T20-04,773,657,0,22,0,79
20190327T19-04,668,655,0,23,1,79
20190327T18-04,590,654,0,21,2,46
20190327T17-04,560,655,0,28,3,8
20190327T16-04,525,660,0,27,4,9
20190327T15-04,582,660,0,26,3,8
20190327T14-04,644,663,0,26,5,7
20190327T13-04,728,666,0,26,3,19
20190327T12-04,795,672,0,28,3,126
20190327T11-04,875,673,0,26,3,189
20190327T10-04,1043,675,-1,27,1,203
20190327T09-04,1133,668,0,26,1,203
20190327T08-04,1146,666,0,29,0,162
20190327T07-04,1118,656,-1,28,0,153
20190327T06-04,1143,613,0,29,0,96
20190327T05-04,1102,500,0,28,0,84
20190327T04-04,956,495,0,26,0,84
20190327T03-04,841,493,0,30,0,84
20190327T02-04,864,493,0,28,0,84
20190327T01-04,829,494,0,26,0,82
20190327T00-04,1110,493,0,29,0,117
20190326T23-04,1073,492,0,28,1,85
20190326T22-04,1016,491,0,28,2,83
20190326T21-04,902,488,0,27,1,82
20190326T20-04,948,488,0,28,2,81
20190326T19-04,925,491,0,27,-1,82
20190326T18-04,1005,490,0,25,2,82
20190326T17-04,1029,490,0,27,1,88
20190326T16-04,975,490,0,25,0,86
20190326T15-04,921,493,0,27,2,158
20190326T14-04,865,492,0,28,0,156
20190326T13-04,831,493,0,27,0,155
20190326T12-04,852,494,0,28,0,156
20190326T11-04,787,494,0,28,0,94
20190326T10-04,629,494,-1,28,0,84
20190326T09-04,626,495,0,27,0,52
20190326T08-04,631,494,0,28,0,8
20190326T07-04,609,493,0,30,0,10
20190326T06-04,666,494,0,27,0,8
20190326T05-04,672,493,0,28,0,35
20190326T04-04,792,493,0,27,0,81
20190326T03-04,898,492,0,27,0,110
20190326T02-04,941,489,0,29,0,154
20190326T01-04,968,490,0,28,0,155
20190326T00-04,848,488,0,29,0,158
20190325T23-04,819,488,0,27,1,152
20190325T22-04,884,488,0,29,0,108
20190325T21-04,812,478,0,44,3,83
20190325T20-04,840,470,0,59,1,85
20190325T19-04,829,470,0,59,4,83
20190325T18-04,785,470,0,56,4,84
20190325T17-04,829,472,0,58,2,83
20190325T16-04,789,476,0,57,4,83
20190325T15-04,779,485,0,56,2,83
20190325T14-04,793,493,0,58,2,112
20190325T13-04,730,501,0,59,0,145
20190325T12-04,782,494,-1,56,0,143
20190325T11-04,719,495,0,59,0,131
20190325T10-04,598,492,0,58,0,76
20190325T09-04,465,494,-1,58,0,77
20190325T08-04,463,474,0,59,0,76
20190325T07-04,463,450,0,57,0,75
20190325T06-04,463,440,0,55,0,77
20190325T05-04,507,485,0,58,0,76
20190325T04-04,578,501,0,60,0,124
20190325T03-04,728,497,0,59,0,133
20190325T02-04,796,490,0,55,0,125
20190325T01-04,847,481,0,55,0,134
20190325T00-04,772,474,0,57,0,137
20190324T23-04,762,473,0,57,1,85
20190324T22-04,815,472,0,57,2,79
20190324T21-04,779,472,0,58,3,83
20190324T20-04,736,472,0,56,5,83
20190324T19-04,682,477,0,60,4,81
20190324T18-04,639,477,0,64,5,81
20190324T17-04,640,482,0,71,4,80
20190324T16-04,803,489,0,75,4,78
20190324T15-04,1013,498,0,78,3,74
20190324T14-04,1128,509,0,80,2,126
20190324T13-04,1138,516,0,80,0,151
20190324T12-04,1061,518,0,80,0,152
20190324T11-04,1019,518,0,78,0,155
20190324T10-04,863,515,0,79,0,95
20190324T09-04,732,515,0,76,0,79
20190324T08-04,725,516,-1,79,0,83
20190324T07-04,681,511,0,79,0,78
20190324T06-04,653,514,0,80,0,83
20190324T05-04,657,511,0,82,0,85
20190324T04-04,706,507,0,78,0,80
20190324T03-04,730,501,0,79,0,100
20190324T02-04,727,497,0,78,0,144
20190324T01-04,729,489,0,80,0,150
20190324T00-04,677,483,0,78,0,83
20190323T23-04,631,480,0,78,1,82
20190323T22-04,725,481,0,76,2,81
20190323T21-04,686,483,0,79,5,83
20190323T20-04,572,483,0,81,4,87
20190323T19-04,549,487,0,79,5,83
20190323T18-04,654,491,0,76,4,83
20190323T17-04,704,494,0,80,4,81
20190323T16-04,792,494,0,80,5,129
20190323T15-04,977,502,0,80,3,146
20190323T14-04,1073,508,0,79,2,137
20190323T13-04,1144,516,0,81,1,185
20190323T12-04,1081,514,0,80,0,145
20190323T11-04,951,517,-1,78,0,149
20190323T10-04,852,513,0,81,0,97
20190323T09-04,659,509,0,77,0,81
20190323T08-04,619,506,-1,77,0,79
20190323T07-04,662,501,0,77,0,79
20190323T06-04,752,497,0,78,0,82
20190323T05-04,731,490,0,74,0,82
20190323T04-04,708,487,0,75,0,81
20190323T03-04,743,485,0,81,0,83
20190323T02-04,651,483,0,73,0,129
20190323T01-04,573,477,0,75,0,152
20190323T00-04,488,478,0,76,0,153
20190322T23-04,470,472,0,96,1,150
20190322T22-04,487,469,0,59,2,143
20190322T21-04,526,472,0,76,4,103
20190322T20-04,541,472,0,80,5,80
20190322T19-04,579,480,0,78,4,77
20190322T18-04,583,484,0,80,5,79
20190322T17-04,640,491,0,76,4,79
20190322T16-04,695,497,0,82,4,130
20190322T15-04,797,500,0,75,3,189
20190322T14-04,1012,503,0,82,2,192
20190322T13-04,1119,506,0,83,0,194
20190322T12-04,1142,505,0,79,0,204
20190322T11-04,1049,506,0,82,0,178
20190322T10-04,875,507,0,81,0,144
20190322T09-04,930,504,0,81,0,138
20190322T08-04,881,502,-1,79,0,79
20190322T07-04,752,502,0,74,0,81
20190322T06-04,725,499,0,80,0,84
20190322T05-04,739,499,0,82,0,80
20190322T04-04,828,436,0,78,0,88
20190322T03-04,996,394,0,79,0,135
20190322T02-04,871,400,0,79,0,147
20190322T01-04,909,484,0,79,0,146
20190322T00-04,828,436,0,78,0,89
20190321T23-04,996,394,0,79,0,137
20190321T22-04,871,400,0,79,0,148
20190321T21-04,909,484,0,79,0,148
20190321T20-04,786,456,0,80,0,124
20190321T19-04,760,407,0,79,0,91
20190321T18-04,713,438,0,81,1,91
20190321T17-04,611,408,0,79,2,85
20190321T16-04,609,415,0,74,1,83
20190321T15-04,631,433,0,79,4,83
20190321T14-04,714,486,0,73,3,81
20190321T13-04,719,491,0,76,3,83
20190321T12-04,732,478,0,75,3,126
20190321T11-04,874,474,1,74,2,159
20190321T10-04,772,613,8,71,1,206
20190321T09-04,859,626,29,75,0,197
20190321T08-04,872,635,0,77,0,201
20190321T07-04,840,657,0,77,0,174
20190321T06-04,734,660,0,72,0,107
20190321T05-04,690,678,0,73,0,85
20190321T04-04,667,680,0,75,0,82
20190321T03-04,640,676,0,76,0,84
20190321T02-04,626,645,-1,75,0,79
20190321T01-04,649,631,0,74,0,84
20190321T00-04,770,625,0,75,0,124
20190320T23-04,843,640,0,71,0,146
20190320T22-04,890,628,0,73,0,143
20190320T21-04,920,638,0,74,0,152
20190320T20-04,861,622,0,72,0,146
20190320T19-04,835,618,0,75,0,132
20190320T18-04,815,626,0,72,1,84
20190320T17-04,734,644,0,75,0,86
20190320T16-04,610,641,0,71,1,88
20190320T15-04,635,634,0,66,2,90
20190320T14-04,679,633,-1,63,1,89
20190320T13-04,722,629,0,61,1,90
20190320T12-04,925,607,0,58,2,127
20190320T11-04,966,637,2,58,2,153
20190320T10-04,1094,623,7,58,1,147
20190320T09-04,1121,681,27,60,0,184
20190320T08-04,1128,644,27,62,0,212
20190320T07-04,1094,621,0,66,0,165
20190320T06-04,996,514,0,65,0,90
20190320T05-04,980,515,0,63,0,88
20190320T04-04,928,515,0,64,0,89
20190320T03-04,928,515,0,66,0,87
20190320T02-04,874,520,0,65,0,89
20190320T01-04,858,552,0,62,0,88
20190320T00-04,977,503,-1,64,0,148
20190319T23-04,771,502,0,64,1,142
20190319T22-04,676,501,0,63,1,103
20190319T21-04,626,503,0,65,2,88
20190319T20-04,723,504,0,63,4,87
20190319T19-04,672,507,0,62,4,89
20190319T18-04,750,509,0,60,4,87
20190319T17-04,915,511,0,60,2,113
20190319T16-04,1002,514,0,63,3,153
20190319T15-04,1096,600,0,63,2,201
20190319T14-04,1082,603,0,63,1,207
20190319T13-04,1007,691,0,66,0,179
20190319T12-04,882,785,0,64,0,149
20190319T11-04,786,747,-1,63,0,117
20190319T10-04,719,770,0,61,0,88
20190319T09-04,541,852,0,58,0,86
20190319T08-04,640,687,0,61,0,109
20190319T07-04,856,512,0,62,0,86
20190319T06-04,810,509,0,65,0,89
20190319T05-04,781,508,0,63,0,86
20190319T04-04,725,507,0,65,0,100
20190319T03-04,808,507,0,61,0,152
20190319T02-04,815,505,0,63,0,153
20190319T01-04,800,502,0,63,0,150
20190319T00-04,725,507,0,65,0,101
20190318T23-04,808,507,0,61,0,153
20190318T22-04,815,505,0,63,0,154
20190318T21-04,800,502,0,63,0,152
20190318T20-04,744,497,0,64,0,131
20190318T19-04,747,492,0,62,1,88
20190318T18-04,690,488,0,61,1,89
20190318T17-04,566,488,0,64,3,88
20190318T16-04,620,488,0,61,4,88
20190318T15-04,650,493,0,57,3,89
20190318T14-04,764,494,0,60,4,88
20190318T13-04,782,498,0,59,3,88
20190318T12-04,886,499,0,61,3,88
20190318T11-04,930,503,0,58,2,94
20190318T10-04,1064,557,0,61,2,144
20190318T09-04,1067,671,0,66,0,151
20190318T08-04,1060,704,0,63,0,157
20190318T07-04,1057,619,0,60,0,152
20190318T06-04,1088,494,0,62,0,129
20190318T05-04,1092,438,-1,63,0,88
20190318T04-04,1064,389,0,64,0,89
20190318T03-04,901,489,0,62,0,88
20190318T02-04,832,499,0,61,0,89
20190318T01-04,843,499,-1,62,0,89
20190318T00-04,811,499,0,58,0,87
20190317T23-04,809,499,0,62,0,89
20190317T22-04,910,497,0,57,0,88
20190317T21-04,838,495,0,57,0,143
20190317T20-04,691,493,0,60,0,94
20190317T19-04,635,489,0,60,2,88
20190317T18-04,676,489,0,58,0,89
20190317T17-04,688,490,0,63,2,88
20190317T16-04,695,490,0,60,3,88
20190317T15-04,781,494,0,61,2,88
20190317T14-04,800,497,0,61,2,89
20190317T13-04,757,502,0,61,2,89
20190317T12-04,838,499,0,62,2,88
20190317T11-04,926,505,0,60,1,197
20190317T10-04,851,509,0,64,0,205
20190317T09-04,773,509,0,63,0,209
20190317T08-04,691,501,0,62,0,165
20190317T07-04,715,509,0,63,0,136
20190317T06-04,564,523,0,61,0,101
20190317T05-04,492,521,0,60,0,89
20190317T04-04,478,519,0,61,0,88
20190317T03-04,438,517,0,61,0,89
20190317T02-04,451,518,-1,64,0,87
20190317T01-04,542,514,0,60,0,89
20190317T00-04,551,505,0,61,0,139
20190316T23-04,545,519,0,61,0,148
20190316T22-04,537,548,0,61,0,150
20190316T21-04,831,506,0,63,0,150
20190316T20-04,672,501,0,58,0,157
20190316T19-04,541,500,0,63,1,138
20190316T18-04,602,497,0,64,1,88
20190316T17-04,714,496,0,61,0,89
20190316T16-04,653,500,0,63,2,88
20190316T15-04,676,501,0,60,1,89
20190316T14-04,710,501,0,60,1,88
20190316T13-04,781,506,0,63,3,88
20190316T12-04,796,507,0,63,2,137
20190316T11-04,800,509,0,61,1,147
20190316T10-04,778,507,0,61,2,138
20190316T09-04,783,508,0,65,0,91
20190316T08-04,627,509,0,63,0,89
20190316T07-04,460,495,0,64,0,88
20190316T06-04,461,473,0,61,0,89
20190316T05-04,460,459,0,64,0,88
20190316T04-04,462,483,0,62,0,89
20190316T03-04,489,500,0,61,0,88
20190316T02-04,555,499,0,62,0,88
20190316T01-04,635,498,0,63,0,88
20190316T00-04,796,491,0,62,0,88
20190315T23-04,906,492,0,61,0,89
20190315T22-04,855,489,0,62,0,130
20190315T21-04,931,489,-1,63,0,160
20190315T20-04,885,483,-1,45,0,159
20190315T19-04,879,485,0,43,0,158
20190315T18-04,895,485,0,44,1,161
20190315T17-04,804,486,0,44,3,157
20190315T16-04,797,490,0,63,2,161
20190315T15-04,758,490,0,57,2,160
20190315T14-04,753,479,0,55,3,161
20190315T13-04,744,475,0,48,2,159
20190315T12-04,745,474,0,47,3,161
20190315T11-04,745,476,0,46,2,160
20190315T10-04,703,479,0,46,1,146
20190315T09-04,682,467,0,48,1,88
20190315T08-04,781,453,0,48,0,88
20190315T07-04,788,452,0,51,0,89
20190315T06-04,750,386,0,56,0,88
20190315T05-04,741,350,0,58,0,89
20190315T04-04,686,394,0,55,0,88
20190315T03-04,651,480,0,56,0,88
20190315T02-04,654,442,0,55,0,89
20190315T01-04,686,341,0,56,0,89
20190315T00-04,847,324,0,56,0,89
20190314T23-04,937,373,0,55,0,113
20190314T22-04,924,475,0,54,0,161
20190314T21-04,942,474,0,54,0,160
20190314T20-04,889,471,0,55,0,159
20190314T19-04,900,472,0,54,0,110
20190314T18-04,908,455,0,55,2,88
20190314T17-04,900,465,0,54,2,89
20190314T16-04,882,468,0,55,2,88
20190314T15-04,676,472,0,53,3,88
20190314T14-04,581,474,-1,55,2,88
20190314T13-04,585,479,0,55,3,89
20190314T12-04,586,488,0,54,3,88
20190314T11-04,586,467,0,59,2,188
20190314T10-04,659,429,0,53,1,212
20190314T09-04,793,429,0,60,0,212
20190314T08-04,893,387,0,59,0,204
20190314T07-04,806,382,0,56,0,160
20190314T06-04,742,383,0,55,0,154
20190314T05-04,746,384,0,58,0,89
20190314T04-04,746,383,0,58,0,90
20190314T03-04,753,383,0,59,0,89
20190314T02-04,750,384,0,58,0,90
20190314T01-04,752,385,0,56,0,90
20190314T00-04,763,382,0,57,0,118
20190313T23-04,830,383,0,57,0,161
20190313T22-04,869,381,0,59,0,161
20190313T21-04,848,383,0,58,0,161
20190313T20-04,654,384,-1,59,0,161
20190313T19-04,625,384,0,57,2,160
20190313T18-04,705,401,0,56,0,91
20190313T17-04,622,429,0,58,1,89
20190313T16-04,530,426,0,55,3,90
20190313T15-04,572,427,0,57,2,88
20190313T14-04,607,428,0,60,4,90
20190313T13-04,657,428,0,59,3,89
20190313T12-04,741,428,0,57,3,143
20190313T11-04,739,433,0,59,2,208
20190313T10-04,735,640,0,63,2,214
20190313T09-04,750,704,0,62,0,204
20190313T08-04,870,562,-1,66,0,186
20190313T07-04,928,532,0,66,0,171
20190313T06-04,890,586,0,63,0,90
20190313T05-04,718,587,0,62,0,89
20190313T04-04,681,591,0,62,0,90
20190313T03-04,676,582,0,62,0,89
20190313T02-04,613,594,0,62,0,90
20190313T01-04,603,590,0,59,0,90
20190313T00-04,621,512,0,64,0,99
20190312T23-04,692,547,0,63,0,162
20190312T22-04,644,554,0,63,0,160
20190312T21-04,498,557,0,60,0,161
20190312T20-04,491,553,0,61,0,162
20190312T19-04,499,537,0,58,1,92
20190312T18-04,498,580,0,62,2,89
20190312T17-04,499,579,0,59,3,90
20190312T16-04,529,621,0,58,3,90
20190312T15-04,538,659,0,59,4,88
20190312T14-04,453,691,0,61,3,90
20190312T13-04,360,790,0,59,5,89
20190312T12-04,404,778,0,58,2,90
20190312T11-04,499,722,0,63,2,89
20190312T10-04,529,688,0,62,2,160
20190312T09-04,524,537,0,62,0,162
20190312T08-04,529,506,0,64,0,160
20190312T07-04,520,440,-1,66,0,110
20190312T06-04,520,401,0,64,0,90
20190312T05-04,525,293,0,63,0,89
20190312T04-04,457,381,0,63,0,90
20190312T03-04,442,357,0,68,0,97
20190312T02-04,529,356,0,66,0,90
20190312T01-04,604,284,0,63,0,90
20190312T00-04,629,266,0,61,0,88
20190311T23-04,723,280,0,63,0,90
20190311T22-04,763,283,0,61,0,152
20190311T21-04,797,289,0,60,0,162
20190311T20-04,711,340,0,61,0,139
20190311T19-04,665,468,0,60,0,89
20190311T18-04,396,507,0,61,0,90
20190311T17-04,297,481,-1,62,1,89
20190311T16-04,490,404,0,63,0,108
20190311T15-04,694,313,0,63,1,90
20190311T14-04,686,311,0,63,1,89
20190311T13-04,680,314,0,59,1,90
20190311T12-04,643,281,0,64,1,90
20190311T11-04,617,327,0,61,1,161
20190311T10-04,471,327,0,58,0,162
20190311T09-04,473,327,0,62,0,162
20190311T08-04,383,326,0,60,1,160
20190311T07-04,349,326,0,63,0,103
20190311T06-04,382,327,0,62,0,90
20190311T05-04,423,327,-1,58,0,90
20190311T04-04,331,327,0,62,0,89
20190311T03-04,318,328,0,63,0,90
20190311T02-04,336,326,0,62,0,90
20190311T01-04,371,313,0,62,0,89
20190310T03-04,430,327,0,80,0,90
20190310T01-05,455,328,0,80,0,88
20190310T00-05,476,336,0,78,0,90
20190309T23-05,463,393,0,77,0,90
20190309T22-05,408,380,0,78,0,138
20190309T21-05,513,379,0,78,0,162
20190309T20-05,594,410,0,78,0,162
20190309T19-05,821,349,0,77,0,147
20190309T18-05,880,326,0,78,1,89
20190309T17-05,809,326,0,80,0,89
20190309T16-05,909,326,0,79,3,90
20190309T15-05,962,324,0,80,0,89
20190309T14-05,1011,325,0,78,3,90
20190309T13-05,1019,326,0,77,1,90
20190309T12-05,1019,326,0,80,3,147
20190309T11-05,1015,325,-1,79,1,161
20190309T10-05,964,328,0,78,3,161
20190309T09-05,966,327,0,79,1,160
20190309T08-05,879,328,0,80,0,162
20190309T07-05,794,328,0,80,0,100
20190309T06-05,706,327,0,76,0,89
20190309T05-05,674,328,0,78,0,90
20190309T04-05,706,328,0,78,0,89
20190309T03-05,762,328,0,79,0,90
20190309T02-05,791,326,0,80,0,89
20190309T01-05,820,328,-1,80,0,90
20190309T00-05,850,328,0,80,0,89
20190308T23-05,1054,328,0,79,0,86
20190308T22-05,1107,329,0,78,0,90
20190308T21-05,1154,329,0,80,0,161
20190308T20-05,1202,328,0,80,0,146
20190308T19-05,1153,327,0,77,0,90
20190308T18-05,995,328,0,77,0,89
20190308T17-05,958,327,0,80,1,90
20190308T16-05,957,328,0,79,2,90
20190308T15-05,970,328,0,80,2,90
20190308T14-05,1002,323,0,76,2,90
20190308T13-05,1010,319,0,76,3,89
20190308T12-05,1144,310,0,74,2,90
20190308T11-05,1252,326,0,80,3,90
20190308T10-05,1295,325,0,81,1,214
20190308T09-05,1261,329,0,80,1,215
20190308T08-05,1375,328,0,82,0,215
20190308T07-05,1475,306,0,81,0,215
20190308T06-05,1354,290,0,80,0,129
20190308T05-05,1166,296,0,75,0,90
20190308T04-05,1110,305,0,79,0,90
20190308T03-05,1082,311,0,76,0,89
20190308T02-05,995,313,0,82,0,90
20190308T01-05,1160,319,0,84,0,90
20190308T00-05,1323,326,-1,79,0,89
20190307T23-05,1371,325,0,82,0,90
20190307T22-05,1361,325,0,82,0,90
20190307T21-05,1375,312,0,84,0,90
20190307T20-05,1433,298,0,81,0,90
20190307T19-05,1178,320,0,80,0,90
20190307T18-05,1048,324,0,82,0,90
20190307T17-05,1031,323,0,81,2,91
20190307T16-05,935,322,0,81,3,89
20190307T15-05,946,283,0,85,4,90
20190307T14-05,1030,310,0,85,3,91
20190307T13-05,1178,308,0,76,4,90
20190307T12-05,1504,287,0,80,4,88
20190307T11-05,1599,364,-1,79,3,119
20190307T10-05,1811,352,0,82,2,200
20190307T09-05,2076,472,0,80,2,213
20190307T08-05,2309,551,0,81,0,211
20190307T07-05,2392,493,0,84,0,214
20190307T06-05,2391,475,0,84,0,202
20190307T05-05,2389,442,0,83,0,148
20190307T04-05,2234,453,0,81,0,148
20190307T03-05,2073,420,0,78,0,145
20190307T02-05,2067,434,0,81,0,148
20190307T01-05,2121,472,-1,78,0,151
20190307T00-05,2127,431,0,82,0,149
20190306T23-05,2337,362,0,79,0,143
20190306T22-05,2265,326,0,84,0,151
20190306T21-05,2197,320,0,83,0,150
20190306T20-05,2148,318,0,81,0,150
20190306T19-05,2036,298,0,81,0,116
20190306T18-05,1727,307,0,79,0,90
20190306T17-05,1568,304,0,77,3,90
20190306T16-05,1388,324,0,79,4,87
20190306T15-05,1405,327,0,81,3,86
20190306T14-05,1608,381,0,77,4,85
20190306T13-05,1813,384,0,73,3,86
20190306T12-05,2062,390,0,78,4,85
20190306T11-05,2137,459,0,78,3,86
20190306T10-05,2123,518,0,78,3,122
20190306T09-05,2191,492,0,84,1,182
20190306T08-05,2346,466,0,85,1,210
20190306T07-05,2389,475,0,83,0,211
20190306T06-05,2306,384,0,83,0,161
20190306T05-05,2327,324,0,83,0,85
20190306T04-05,2315,322,-1,85,0,85
20190306T03-05,2210,329,0,80,0,85
20190306T02-05,2091,331,0,80,0,85
20190306T01-05,2163,313,0,82,0,85
20190306T00-05,2170,312,0,79,0,85
20190305T23-05,2192,309,0,83,0,154
20190305T22-05,2125,329,0,85,0,155
20190305T21-05,2133,313,-1,83,0,156
20190305T20-05,2079,320,0,83,0,157
20190305T19-05,2033,318,0,82,0,121
20190305T18-05,1782,315,0,84,0,84
20190305T17-05,1652,315,0,81,1,85
20190305T16-05,1610,314,0,82,2,84
20190305T15-05,1749,313,0,86,1,85
20190305T14-05,1857,309,0,81,0,83
20190305T13-05,1918,312,0,82,2,85
20190305T12-05,2100,321,0,81,0,84
20190305T11-05,2166,319,0,81,0,90
20190305T10-05,2129,319,0,82,0,156
