,coal,natural gas,petroleum,other,solar
20191030T04Z,506,644,0,0,0
20191030T03Z,549,730,0,0,0
20191030T02Z,556,883,0,0,0
20191030T01Z,646,942,0,0,0
20191030T00Z,774,1066,0,0,0
20191029T23Z,731,1070,0,0,0
20191029T22Z,778,1065,0,0,3
20191029T21Z,793,1065,0,0,10
20191029T20Z,691,1068,0,0,14
20191029T19Z,601,884,0,0,18
20191029T18Z,721,1062,0,0,18
20191029T17Z,796,913,0,0,15
20191029T16Z,799,779,3,0,17
20191029T15Z,778,710,3,0,14
20191029T14Z,737,603,36,0,5
20191029T13Z,782,603,44,0,1
20191029T12Z,739,603,0,0,0
20191029T11Z,640,604,0,0,0
20191029T10Z,562,603,0,0,0
20191029T09Z,480,603,0,0,0
20191029T08Z,468,604,0,0,0
20191029T07Z,481,604,0,0,0
20191029T06Z,526,604,0,0,0
20191029T05Z,528,670,0,0,0
20191029T04Z,525,723,0,0,0
20191029T03Z,547,754,0,0,0
20191029T02Z,746,766,0,0,0
20191029T01Z,621,994,0,0,0
20191029T00Z,728,1062,0,0,0
20191028T23Z,736,1068,0,0,1
20191028T22Z,801,1065,0,0,5
20191028T21Z,807,1063,0,0,12
20191028T20Z,802,1063,0,0,12
20191028T19Z,764,1046,0,0,20
20191028T18Z,802,917,0,0,26
20191028T17Z,791,853,0,0,24
20191028T16Z,756,780,0,0,14
20191028T15Z,754,671,0,0,14
20191028T14Z,661,606,0,0,17
20191028T13Z,625,607,0,0,5
20191028T12Z,699,608,0,0,0
20191028T11Z,546,607,0,0,0
20191028T10Z,465,606,0,0,0
20191028T09Z,423,604,0,0,0
20191028T08Z,414,604,0,0,0
20191028T07Z,422,603,0,0,0
20191028T06Z,443,603,0,0,0
20191028T05Z,465,602,0,0,0
20191028T04Z,520,602,0,0,0
20191028T03Z,606,602,0,0,0
20191028T02Z,693,626,0,0,0
20191028T01Z,689,762,0,0,0
20191028T00Z,773,759,0,0,0
20191027T23Z,783,757,0,0,1
20191027T22Z,788,755,0,0,4
20191027T21Z,762,755,0,0,9
20191027T20Z,670,755,0,0,15
20191027T19Z,625,753,9,0,12
20191027T18Z,767,640,18,0,12
20191027T17Z,765,599,0,0,9
20191027T16Z,657,600,0,0,4
20191027T15Z,633,599,0,0,7
20191027T14Z,522,599,0,0,5
20191027T13Z,475,600,0,0,2
20191027T12Z,463,600,0,0,0
20191027T11Z,407,600,0,0,0
20191027T10Z,390,600,0,0,0
20191027T09Z,403,600,0,0,0
20191027T08Z,442,600,0,0,0
20191027T07Z,433,601,0,0,0
20191027T06Z,460,601,0,0,0
20191027T05Z,485,601,0,0,0
20191027T04Z,550,602,0,0,0
20191027T03Z,631,601,0,0,0
20191027T02Z,721,600,0,0,0
20191027T01Z,688,680,0,0,0
20191027T00Z,664,764,0,0,0
20191026T23Z,681,762,0,0,0
20191026T22Z,716,760,0,0,4
20191026T21Z,741,758,0,0,11
20191026T20Z,690,758,0,0,12
20191026T19Z,649,756,0,0,16
20191026T18Z,661,752,0,0,15
20191026T17Z,657,754,0,0,16
20191026T16Z,648,747,0,0,14
20191026T15Z,759,627,0,0,13
20191026T14Z,649,600,0,0,16
20191026T13Z,560,601,0,0,5
20191026T12Z,487,602,0,0,0
20191026T11Z,413,602,0,0,0
20191026T10Z,370,603,0,0,0
20191026T09Z,358,604,0,0,0
20191026T08Z,373,603,0,0,0
20191026T07Z,398,603,0,0,0
20191026T06Z,460,603,0,0,0
20191026T05Z,495,602,0,0,0
20191026T04Z,594,602,0,0,0
20191026T03Z,524,603,0,0,0
20191026T02Z,601,604,0,0,0
20191026T01Z,652,603,0,0,0
20191026T00Z,718,602,0,0,0
20191025T23Z,691,600,0,0,0
20191025T22Z,773,598,0,0,6
20191025T21Z,801,598,0,0,12
20191025T20Z,772,583,0,0,14
20191025T19Z,766,597,0,0,17
20191025T18Z,759,598,0,0,15
20191025T17Z,754,599,0,0,17
20191025T16Z,680,598,0,0,17
20191025T15Z,600,602,0,0,18
20191025T14Z,548,598,0,0,16
20191025T13Z,493,600,0,0,5
20191025T12Z,478,607,0,0,0
20191025T11Z,510,607,0,0,0
20191025T10Z,375,607,0,0,0
20191025T09Z,364,607,0,0,0
20191025T08Z,339,607,0,0,0
20191025T07Z,353,608,0,0,0
20191025T06Z,355,608,0,0,0
20191025T05Z,298,608,0,0,0
20191025T04Z,377,609,0,0,0
20191025T03Z,389,608,0,0,0
20191025T02Z,494,607,0,0,0
20191025T01Z,588,606,0,0,0
20191025T00Z,649,605,0,0,0
20191024T23Z,619,604,0,0,1
20191024T22Z,637,603,0,0,8
20191024T21Z,614,602,0,0,13
20191024T20Z,591,588,0,0,11
20191024T19Z,585,602,0,0,10
20191024T18Z,574,580,0,0,14
20191024T17Z,583,597,0,0,16
20191024T16Z,531,603,8,0,12
20191024T15Z,452,602,2,0,9
20191024T14Z,368,601,0,0,5
20191024T13Z,290,600,0,0,1
20191024T12Z,300,601,0,0,0
20191024T11Z,329,602,0,0,0
20191024T10Z,196,587,0,0,0
20191024T09Z,182,515,0,0,0
20191024T08Z,182,483,0,0,0
20191024T07Z,150,510,0,0,0
20191024T06Z,97,601,0,0,0
20191024T05Z,150,599,0,0,0
20191023T17Z,304,608,0,0,33
20191023T16Z,286,610,0,0,32
20191023T15Z,258,629,0,0,27
20191023T14Z,231,623,0,0,22
20191023T13Z,216,597,0,0,7
20191023T12Z,186,612,0,0,0
20191023T11Z,109,716,0,0,0
20191023T10Z,55,687,0,0,0
20191023T09Z,53,541,0,0,0
20191023T08Z,51,524,0,0,0
20191023T07Z,12,609,0,0,0
20191023T06Z,5,639,0,0,0
20191023T05Z,167,608,0,0,0
20191023T04Z,294,606,0,0,0
20191023T03Z,386,604,0,0,0
20191023T02Z,358,741,0,0,0
20191023T01Z,389,815,0,0,0
20191023T00Z,471,865,0,0,0
20191022T23Z,422,900,0,0,1
20191022T22Z,394,926,0,0,9
20191022T21Z,241,1027,0,0,10
20191022T20Z,242,1059,0,0,7
20191022T19Z,359,1057,0,0,11
20191022T18Z,408,1065,0,0,13
20191022T17Z,458,999,0,0,19
20191022T16Z,446,875,1,0,17
20191022T15Z,416,718,0,0,17
20191022T14Z,433,691,0,0,10
20191022T13Z,442,599,0,0,4
20191022T12Z,435,599,0,0,0
20191022T11Z,442,600,0,0,0
20191022T10Z,383,600,0,0,0
20191022T09Z,286,599,0,0,0
20191022T08Z,227,599,0,0,0
20191022T07Z,271,599,0,0,0
20191022T06Z,325,599,0,0,0
20191022T05Z,352,610,0,0,0
20191022T04Z,373,752,0,0,0
20191022T03Z,407,762,0,0,0
20191022T02Z,392,858,0,0,0
20191022T01Z,431,915,0,0,0
20191022T00Z,489,915,0,0,0
20191021T23Z,469,913,0,0,0
20191021T22Z,431,911,0,0,3
20191021T21Z,435,912,0,0,3
20191021T20Z,433,910,0,0,7
20191021T19Z,451,911,0,0,9
20191021T18Z,447,904,0,0,7
20191021T17Z,483,774,0,0,12
20191021T16Z,462,687,0,0,14
20191021T15Z,425,602,0,0,20
20191021T14Z,353,603,0,0,17
20191021T13Z,334,603,0,0,5
20191021T12Z,326,603,0,0,0
20191021T11Z,314,603,0,0,0
20191021T10Z,184,604,0,0,0
20191021T09Z,87,603,0,0,0
20191021T08Z,72,596,0,0,0
20191021T07Z,110,599,0,0,0
20191021T06Z,157,598,0,0,0
20191021T05Z,237,599,0,0,0
20191021T04Z,239,600,0,0,0
20191021T03Z,243,606,0,0,0
20191021T02Z,347,605,0,0,0
20191021T01Z,318,736,0,0,0
20191021T00Z,380,765,0,0,0
20191020T23Z,399,760,0,0,1
20191020T22Z,461,757,0,0,11
20191020T21Z,389,757,0,0,21
20191020T20Z,455,717,0,0,25
20191020T19Z,476,598,0,0,28
20191020T18Z,404,601,0,0,28
20191020T17Z,359,604,0,0,24
20191020T16Z,342,605,0,0,15
20191020T15Z,328,604,0,0,9
20191020T14Z,300,603,0,0,6
20191020T13Z,215,589,0,0,2
20191020T12Z,203,533,0,0,0
20191020T11Z,203,597,0,0,0
20191020T10Z,197,551,0,0,0
20191020T09Z,196,554,0,0,0
20191020T08Z,196,577,0,0,0
20191020T07Z,207,585,0,0,0
20191020T06Z,228,596,0,0,0
20191020T05Z,305,596,0,0,0
20191020T04Z,342,595,0,0,0
20191020T03Z,347,595,0,0,0
20191020T02Z,413,593,0,0,0
20191020T01Z,433,593,0,0,0
20191020T00Z,418,592,0,0,0
20191019T23Z,381,591,0,0,1
20191019T22Z,423,591,0,0,3
20191019T21Z,442,592,0,0,6
20191019T20Z,394,592,0,0,10
20191019T19Z,397,594,0,0,7
20191019T18Z,367,597,0,0,8
20191019T17Z,398,598,0,0,8
20191019T16Z,358,600,0,0,9
20191019T15Z,333,599,0,0,2
20191019T14Z,260,601,0,0,3
20191019T13Z,196,600,0,0,1
20191019T12Z,145,587,0,0,0
20191019T11Z,184,597,0,0,0
20191019T10Z,142,598,0,0,0
20191019T09Z,113,596,0,0,0
20191019T08Z,113,595,0,0,0
20191019T07Z,135,594,0,0,0
20191019T06Z,158,597,0,0,0
20191019T05Z,186,598,0,0,0
20191019T04Z,196,599,0,0,0
20191019T03Z,153,596,0,0,0
20191019T02Z,221,598,0,0,0
20191019T01Z,270,604,0,0,0
20191019T00Z,333,604,0,0,0
20191018T23Z,316,603,0,0,0
20191018T22Z,307,603,0,0,1
20191018T21Z,310,603,0,0,3
20191018T20Z,309,602,0,0,6
20191018T19Z,304,603,0,0,11
20191018T18Z,318,599,0,0,13
20191018T17Z,291,600,0,0,15
20191018T16Z,270,597,0,0,14
20191018T15Z,245,599,0,0,9
20191018T14Z,221,599,0,0,5
20191018T13Z,206,589,0,0,1
20191018T12Z,207,573,0,0,0
20191018T11Z,227,602,0,0,0
20191018T10Z,119,599,0,0,0
20191018T09Z,59,594,0,0,0
20191018T08Z,54,580,0,0,0
20191018T07Z,55,586,0,0,0
20191018T06Z,54,571,0,0,0
20191018T05Z,54,546,0,0,0
20191018T04Z,112,578,0,0,0
20191018T03Z,182,487,0,0,0
20191018T02Z,197,600,0,0,0
20191018T01Z,277,609,0,0,0
20191018T00Z,321,607,0,0,0
20191017T23Z,320,605,0,0,1
20191017T22Z,359,603,0,0,6
20191017T21Z,379,602,0,0,12
20191017T20Z,413,603,0,0,19
20191017T19Z,366,604,0,0,23
20191017T18Z,316,607,0,0,24
20191017T17Z,282,609,0,0,24
20191017T16Z,261,611,0,0,23
20191017T15Z,230,613,0,0,20
20191017T14Z,188,615,0,0,13
20191017T13Z,193,615,0,0,2
20191017T12Z,196,614,0,0,0
20191017T11Z,301,612,0,0,0
20191017T10Z,157,610,0,0,0
20191017T09Z,105,608,0,0,0
20191017T08Z,140,606,0,0,0
20191017T07Z,205,605,0,0,0
20191017T06Z,229,604,0,0,0
20191017T05Z,313,603,0,0,0
20191017T04Z,383,602,0,0,0
20191017T03Z,329,637,0,0,0
20191017T02Z,352,805,0,0,0
20191017T01Z,278,942,0,0,0
20191017T00Z,222,1165,0,0,0
20191016T23Z,235,1204,27,0,1
20191016T22Z,274,1206,26,0,4
20191016T21Z,388,1132,47,0,6
20191016T20Z,493,1050,0,0,13
20191016T19Z,473,1024,0,0,20
20191016T18Z,441,893,3,0,23
20191016T17Z,445,858,0,0,14
20191016T16Z,457,750,0,0,18
20191016T15Z,426,571,0,0,19
20191016T14Z,343,550,0,0,11
20191016T13Z,332,601,0,0,2
20191016T12Z,375,602,0,0,0
20191016T11Z,453,602,0,0,0
20191016T10Z,375,602,0,0,0
20191016T09Z,267,602,0,0,0
20191016T08Z,227,603,0,0,0
20191016T07Z,282,603,0,0,0
20191016T06Z,336,602,0,0,0
20191016T05Z,356,602,0,0,0
20191016T04Z,389,601,0,0,0
20191016T03Z,373,632,0,0,0
20191016T02Z,402,764,0,0,0
20191016T01Z,400,907,0,0,0
20191016T00Z,456,922,0,0,0
20191015T23Z,379,921,0,0,0
20191015T22Z,365,919,0,0,1
20191015T21Z,424,914,0,0,3
20191015T20Z,476,910,0,0,7
20191015T19Z,461,909,0,0,10
20191015T18Z,444,894,0,0,12
20191015T17Z,461,764,0,0,17
20191015T16Z,408,737,0,0,11
20191015T15Z,444,604,0,0,8
20191015T14Z,404,606,0,0,5
20191015T13Z,366,607,0,0,1
20191015T12Z,377,606,0,0,0
20191015T11Z,444,606,0,0,0
20191015T10Z,384,606,0,0,0
20191015T09Z,322,606,0,0,0
20191015T08Z,296,606,0,0,0
20191015T07Z,282,606,0,0,0
20191015T06Z,364,605,0,0,0
20191015T05Z,362,605,0,0,0
20191015T04Z,466,605,0,0,0
20191015T03Z,295,710,0,0,0
20191015T02Z,326,901,0,0,0
20191015T01Z,303,1018,0,0,0
20191015T00Z,327,1070,0,0,0
20191014T23Z,370,1061,0,0,1
20191014T22Z,444,1056,0,0,9
20191014T21Z,433,1052,0,0,17
20191014T20Z,407,1052,0,0,14
20191014T19Z,462,968,0,0,22
20191014T18Z,468,878,0,0,24
20191014T17Z,458,760,0,0,26
20191014T16Z,462,626,0,0,25
20191014T15Z,364,601,0,0,22
20191014T14Z,265,608,0,0,17
20191014T13Z,205,612,0,0,6
20191014T12Z,224,611,0,0,0
20191014T11Z,307,610,0,0,0
20191014T10Z,191,610,0,0,0
20191014T09Z,114,609,0,0,0
20191014T08Z,103,609,0,0,0
20191014T07Z,120,609,0,0,0
20191014T06Z,171,609,0,0,0
20191014T05Z,247,608,0,0,0
20191014T04Z,351,608,0,0,0
20191014T03Z,317,649,0,0,0
20191014T02Z,395,749,0,0,0
20191014T01Z,425,764,0,0,0
20191014T00Z,420,860,0,0,0
20191013T23Z,395,922,0,0,1
20191013T22Z,413,919,0,0,6
20191013T21Z,440,918,0,0,13
20191013T20Z,409,917,0,0,21
20191013T19Z,407,905,0,0,19
20191013T18Z,412,761,0,0,21
20191013T17Z,409,704,0,0,20
20191013T16Z,412,602,0,0,24
20191013T15Z,392,604,2,0,23
20191013T14Z,253,607,0,0,17
20191013T13Z,165,611,0,0,6
20191013T12Z,97,606,0,0,0
20191013T11Z,105,603,0,0,0
20191013T10Z,90,601,0,0,0
20191013T09Z,77,602,0,0,0
20191013T08Z,89,600,0,0,0
20191013T07Z,121,599,0,0,0
20191013T06Z,178,597,0,0,0
20191013T05Z,242,598,0,0,0
20191013T04Z,236,599,0,0,0
20191013T03Z,285,599,0,0,0
20191013T02Z,312,673,0,0,0
20191013T01Z,379,727,0,0,0
20191013T00Z,402,766,0,0,0
20191012T23Z,419,765,0,0,2
20191012T22Z,420,762,0,0,11
20191012T21Z,417,762,0,0,19
20191012T20Z,378,762,0,0,20
20191012T19Z,428,701,0,0,20
20191012T18Z,473,602,0,0,17
20191012T17Z,412,602,0,0,18
20191012T16Z,400,603,0,0,14
20191012T15Z,324,602,0,0,19
20191012T14Z,265,575,0,0,12
20191012T13Z,233,522,0,0,3
20191012T12Z,182,514,0,0,0
20191012T11Z,133,591,0,0,0
20191012T10Z,91,604,0,0,0
20191012T09Z,63,599,0,0,0
20191012T08Z,74,601,0,0,0
20191012T07Z,130,598,0,0,0
20191012T06Z,197,597,1,0,0
20191012T05Z,216,599,0,0,0
20191012T04Z,359,610,0,0,0
20191012T03Z,288,609,0,0,0
20191012T02Z,371,608,0,0,0
20191012T01Z,381,685,0,0,0
20191012T00Z,405,770,0,0,0
20191011T23Z,407,766,0,0,2
20191011T22Z,418,764,0,0,11
20191011T21Z,437,761,0,0,15
20191011T20Z,418,763,0,0,22
20191011T19Z,410,763,0,0,19
20191011T18Z,397,762,0,0,24
20191011T17Z,417,626,0,0,26
20191011T16Z,407,603,0,0,26
20191011T15Z,379,606,0,0,24
20191011T14Z,293,609,0,0,19
20191011T13Z,230,612,0,0,7
20191011T12Z,239,612,0,0,0
20191011T11Z,286,611,0,0,0
20191011T10Z,157,611,0,0,0
20191011T09Z,90,610,0,0,0
20191011T08Z,84,610,0,0,0
20191011T07Z,109,610,0,0,0
20191011T06Z,165,610,0,0,0
20191011T05Z,224,610,0,0,0
20191011T04Z,271,610,0,0,0
20191011T03Z,298,625,0,0,0
20191011T02Z,320,725,0,0,0
20191011T01Z,368,768,0,0,0
20191011T00Z,381,767,0,0,0
20191010T23Z,361,765,0,0,2
20191010T22Z,410,763,0,0,10
20191010T21Z,429,761,0,0,18
20191010T20Z,428,760,0,0,21
20191010T19Z,394,760,0,0,21
20191010T18Z,380,760,0,0,21
20191010T17Z,401,752,0,0,21
20191010T16Z,411,605,0,0,18
20191010T15Z,355,603,0,0,19
20191010T14Z,285,597,2,0,13
20191010T13Z,275,608,0,0,5
20191010T12Z,317,609,0,0,0
20191010T11Z,344,609,0,0,0
20191010T10Z,265,609,0,0,0
20191010T09Z,187,609,0,0,0
20191010T08Z,184,610,0,0,0
20191010T07Z,192,609,0,0,0
20191010T06Z,231,609,0,0,0
20191010T05Z,259,608,0,0,0
20191010T04Z,317,608,0,0,0
20191010T03Z,324,608,0,0,0
20191010T02Z,373,631,0,0,0
20191010T01Z,350,758,0,0,0
20191010T00Z,300,772,0,0,0
20191009T23Z,355,770,0,0,0
20191009T22Z,372,767,0,0,2
20191009T21Z,351,765,0,0,7
20191009T20Z,339,764,0,0,8
20191009T19Z,349,761,0,0,12
20191009T18Z,377,749,0,0,18
20191009T17Z,449,604,0,0,19
20191009T16Z,396,602,1,0,17
20191009T15Z,378,604,0,0,12
20191009T14Z,349,606,0,0,9
20191009T13Z,311,607,0,0,3
20191009T12Z,307,607,0,0,0
20191009T11Z,343,606,0,0,0
20191009T10Z,243,605,0,0,0
20191009T09Z,178,604,0,0,0
20191009T08Z,160,604,0,0,0
20191009T07Z,184,604,0,0,0
20191009T06Z,258,604,0,0,0
20191009T05Z,293,604,0,0,0
20191009T04Z,379,605,0,0,0
20191009T03Z,362,669,0,0,0
20191009T02Z,330,850,0,0,0
20191009T01Z,383,930,0,0,0
20191009T00Z,400,928,0,0,0
20191008T23Z,387,923,0,0,2
20191008T22Z,415,921,0,0,4
20191008T21Z,453,921,0,0,7
20191008T20Z,449,920,0,0,9
20191008T19Z,417,917,0,0,15
20191008T18Z,443,904,0,0,19
20191008T17Z,470,765,0,0,19
20191008T16Z,394,762,0,0,13
20191008T15Z,451,638,0,0,9
20191008T14Z,375,603,0,0,3
20191008T13Z,356,604,0,0,1
20191008T12Z,393,604,0,0,0
20191008T11Z,457,603,0,0,0
20191008T10Z,297,603,0,0,0
20191008T09Z,201,603,0,0,0
20191008T08Z,178,603,0,0,0
20191008T07Z,192,603,0,0,0
20191008T06Z,220,603,0,0,0
20191008T05Z,273,603,0,0,0
20191008T04Z,261,657,0,0,0
20191008T03Z,297,766,0,0,0
20191008T02Z,349,766,0,0,0
20191008T01Z,379,766,0,0,0
20191008T00Z,444,769,0,0,0
20191007T23Z,437,767,0,0,0
20191007T22Z,423,768,0,0,0
20191007T21Z,395,768,0,0,0
20191007T20Z,353,767,0,0,1
20191007T19Z,357,767,0,0,2
20191007T18Z,386,768,0,0,1
20191007T17Z,397,766,0,0,3
20191007T16Z,477,668,0,0,6
20191007T15Z,469,604,0,0,4
20191007T14Z,408,605,0,0,2
20191007T13Z,400,605,0,0,2
20191007T12Z,434,604,0,0,2
20191007T11Z,389,604,0,0,2
20191007T10Z,305,604,0,0,2
20191007T09Z,226,604,0,0,2
20191007T08Z,206,604,0,0,2
20191007T07Z,227,603,0,0,2
20191007T06Z,215,604,0,0,2
20191007T05Z,291,604,0,0,2
20191007T04Z,329,604,0,0,2
20191007T03Z,340,681,0,0,2
20191007T02Z,330,831,0,0,2
20191007T01Z,381,937,0,0,2
20191007T00Z,377,932,0,0,2
20191006T23Z,365,927,0,0,3
20191006T22Z,419,923,0,0,8
20191006T21Z,459,917,0,0,16
20191006T20Z,471,915,0,0,17
20191006T19Z,444,915,0,0,22
20191006T18Z,438,919,0,0,23
20191006T17Z,399,898,0,0,19
20191006T16Z,450,764,0,0,18
20191006T15Z,451,666,0,0,16
20191006T14Z,375,602,0,0,17
20191006T13Z,256,604,0,0,7
20191006T12Z,164,604,0,0,2
20191006T11Z,130,603,0,0,2
20191006T10Z,196,602,0,0,2
20191006T09Z,224,603,0,0,2
20191006T08Z,245,603,0,0,2
20191006T07Z,246,603,0,0,2
20191006T06Z,275,602,0,0,2
20191006T05Z,327,602,0,0,2
20191006T04Z,385,602,0,0,2
20191006T03Z,427,694,0,0,2
20191006T02Z,380,877,0,0,2
20191006T01Z,386,1010,0,0,2
20191006T00Z,355,1071,0,0,2
20191005T23Z,397,1070,0,0,4
20191005T22Z,444,1064,0,0,14
20191005T21Z,454,1062,0,0,20
20191005T20Z,453,1061,0,0,21
20191005T19Z,421,1059,0,0,23
20191005T18Z,451,1007,0,0,21
20191005T17Z,476,915,0,0,21
20191005T16Z,483,853,0,0,22
20191005T15Z,492,637,0,0,24
20191005T14Z,395,604,0,0,19
20191005T13Z,330,607,0,0,7
20191005T12Z,310,607,0,0,2
20191005T11Z,255,606,0,0,2
20191005T10Z,211,605,0,0,2
20191005T09Z,203,605,0,0,2
20191005T08Z,196,603,0,0,2
20191005T07Z,275,603,0,0,2
20191005T06Z,300,603,0,0,2
20191005T05Z,344,602,0,0,2
20191005T04Z,353,612,0,0,2
20191005T03Z,368,854,0,0,2
20191005T02Z,390,992,0,0,2
20191005T01Z,348,1163,0,0,2
20191005T00Z,243,1232,0,0,2
20191004T23Z,297,1219,0,0,4
20191004T22Z,360,1211,0,0,15
20191004T21Z,429,1207,0,0,23
20191004T20Z,400,1205,0,0,27
20191004T19Z,462,1079,0,0,29
20191004T18Z,476,950,0,0,30
20191004T17Z,448,862,0,0,30
20191004T16Z,465,759,0,0,29
20191004T15Z,331,764,0,0,26
20191004T14Z,336,657,0,0,21
20191004T13Z,278,610,0,0,9
20191004T12Z,258,610,0,0,2
20191004T11Z,274,609,0,0,2
20191004T10Z,162,608,0,0,2
20191004T09Z,104,607,0,0,2
20191004T08Z,103,606,0,0,2
20191004T07Z,129,605,0,0,2
20191004T06Z,230,604,0,0,2
20191004T05Z,277,604,0,0,2
20191004T04Z,331,623,0,0,2
20191004T03Z,419,769,0,0,2
20191004T02Z,405,952,0,0,2
20191004T01Z,392,1112,0,0,2
20191004T00Z,353,1221,0,0,2
20191003T23Z,380,1213,0,0,5
20191003T22Z,421,1210,0,0,15
20191003T21Z,396,1207,0,0,23
20191003T20Z,362,1202,0,0,27
20191003T19Z,455,1150,0,0,26
20191003T18Z,482,973,0,0,26
20191003T17Z,475,910,0,0,25
20191003T16Z,462,916,0,0,21
20191003T15Z,462,801,11,0,22
20191003T14Z,445,677,1,0,19
20191003T13Z,397,606,0,0,9
20191003T12Z,402,606,0,0,2
20191003T11Z,369,606,0,0,2
20191003T10Z,223,604,0,0,2
20191003T09Z,125,604,0,0,2
20191003T08Z,128,604,0,0,2
20191003T07Z,175,603,0,0,2
20191003T06Z,209,603,0,0,2
20191003T05Z,346,602,0,0,2
20191003T04Z,383,632,0,0,2
20191003T03Z,310,833,0,0,2
20191003T02Z,360,963,0,0,2
20191003T01Z,354,1112,0,0,2
20191003T00Z,362,1191,0,0,2
20191002T23Z,404,1219,0,0,5
20191002T22Z,495,1211,0,0,15
20191002T21Z,492,1208,0,0,22
20191002T20Z,474,1205,0,0,22
20191002T19Z,452,1154,0,0,27
20191002T18Z,431,1057,0,0,26
20191002T17Z,440,1061,0,0,22
20191002T16Z,421,939,0,0,19
20191002T15Z,428,866,0,0,21
20191002T14Z,406,678,0,0,16
20191002T13Z,395,604,0,0,6
20191002T12Z,307,605,0,0,0
20191002T11Z,314,605,0,0,0
20191002T10Z,229,604,0,0,0
20191002T09Z,210,604,0,0,0
20191002T08Z,206,603,0,0,0
20191002T07Z,210,602,0,0,0
20191002T06Z,234,601,0,0,0
20191002T05Z,288,605,0,0,0
20191002T04Z,333,745,0,0,0
20191002T03Z,379,855,0,0,0
20191002T02Z,378,1008,0,0,0
20191002T01Z,435,1077,0,0,0
20191002T00Z,356,1069,0,0,0
20191001T23Z,368,1074,0,0,2
20191001T22Z,417,1094,0,0,4
20191001T21Z,380,1219,0,0,14
20191001T20Z,398,1211,0,0,21
20191001T19Z,376,1201,0,0,24
20191001T18Z,394,1121,0,0,25
20191001T17Z,348,1060,0,0,24
20191001T16Z,373,1015,0,0,21
20191001T15Z,407,893,0,0,15
20191001T14Z,426,754,0,0,14
20191001T13Z,325,749,0,0,7
20191001T12Z,377,744,0,0,0
20191001T11Z,431,615,0,0,0
20191001T10Z,316,602,0,0,0
20191001T09Z,248,602,0,0,0
20191001T08Z,246,601,0,0,0
20191001T07Z,276,602,0,0,0
20191001T06Z,357,602,0,0,0
20191001T05Z,425,603,0,0,0
20191001T04Z,374,655,0,0,0
20191001T03Z,352,816,0,0,0
20191001T02Z,311,1017,0,0,0
20191001T01Z,410,1078,0,0,0
20191001T00Z,424,1125,0,0,0
20190930T23Z,367,1219,0,0,2
20190930T22Z,395,1209,0,0,12
20190930T21Z,446,1204,0,0,19
20190930T20Z,476,1203,0,0,23
20190930T19Z,428,1203,0,0,25
20190930T18Z,456,1079,0,0,27
20190930T17Z,455,939,0,0,26
20190930T16Z,408,900,0,0,23
20190930T15Z,445,768,0,0,16
20190930T14Z,460,639,0,0,14
20190930T13Z,412,607,0,0,4
20190930T12Z,325,607,0,0,0
20190930T11Z,309,607,0,0,0
20190930T10Z,176,606,0,0,0
20190930T09Z,98,605,0,0,0
20190930T08Z,99,605,0,0,0
20190930T07Z,129,605,0,0,0
20190930T06Z,211,605,0,0,0
20190930T05Z,277,605,0,0,0
20190930T04Z,356,605,0,0,0
20190930T03Z,349,737,0,0,0
20190930T02Z,347,910,0,0,0
20190930T01Z,316,1065,0,0,0
20190930T00Z,353,1072,0,0,0
20190929T23Z,404,1069,0,0,3
20190929T22Z,486,1040,0,0,13
20190929T21Z,488,1045,0,0,18
20190929T20Z,484,1061,0,0,19
20190929T19Z,476,1017,0,0,22
20190929T18Z,479,914,0,0,25
20190929T17Z,494,803,0,0,24
20190929T16Z,489,651,0,0,21
20190929T15Z,404,602,0,0,21
20190929T14Z,245,606,0,0,19
20190929T13Z,127,609,0,0,8
20190929T12Z,94,609,0,0,0
20190929T11Z,68,609,0,0,0
20190929T10Z,64,608,0,0,0
20190929T09Z,103,606,0,0,0
20190929T08Z,131,606,0,0,0
20190929T07Z,175,606,0,0,0
20190929T06Z,257,605,0,0,0
20190929T05Z,295,605,0,0,0
20190929T04Z,356,605,0,0,0
20190929T03Z,331,750,0,0,0
20190929T02Z,323,1053,0,0,0
20190929T01Z,337,1091,0,0,0
20190929T00Z,471,995,0,0,0
20190928T23Z,426,918,0,0,3
20190928T22Z,377,1058,0,0,15
20190928T21Z,387,1059,0,0,22
20190928T20Z,449,1015,0,0,22
20190928T19Z,458,909,0,0,26
20190928T18Z,412,890,0,0,23
20190928T17Z,470,760,0,0,26
20190928T16Z,465,706,0,0,24
20190928T15Z,411,601,0,0,24
20190928T14Z,276,604,0,0,19
20190928T13Z,181,608,0,0,8
20190928T12Z,126,608,0,0,0
20190928T11Z,122,607,0,0,0
20190928T10Z,77,607,0,0,0
20190928T09Z,115,606,0,0,0
20190928T08Z,96,605,0,0,0
20190928T07Z,161,605,0,0,0
20190928T06Z,198,605,0,0,0
20190928T05Z,264,604,0,0,0
20190928T04Z,331,603,0,0,0
20190928T03Z,557,602,3,0,0
20190928T02Z,631,674,0,0,0
20190928T01Z,691,762,0,0,0
20190928T00Z,725,815,0,0,0
20190927T23Z,660,963,0,0,3
20190927T22Z,691,1026,0,0,14
20190927T21Z,758,996,0,0,21
20190927T20Z,746,1033,0,0,24
20190927T19Z,763,992,0,0,23
20190927T18Z,789,899,0,0,27
20190927T17Z,752,820,0,0,28
20190927T16Z,755,648,0,0,26
20190927T15Z,660,597,0,0,24
