,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191106T20-07,2731,6345,5290,0,46,9,1003,161
20191106T19-07,2734,6413,5291,0,47,9,1004,161
20191106T18-07,2674,6555,5291,0,47,18,831,133
20191106T17-07,2605,5855,5283,0,45,322,530,121
20191106T16-07,2635,5271,5290,0,36,813,311,174
20191106T15-07,2550,4917,5291,0,34,961,191,203
20191106T14-07,2516,4652,5315,0,34,959,196,131
20191106T13-07,2512,4301,5315,0,33,890,196,231
20191106T12-07,2641,3940,5315,0,31,931,215,269
20191106T11-07,2628,3858,5316,0,30,841,215,223
20191106T10-07,2655,3689,5272,0,35,885,263,162
20191106T09-07,2818,3795,5322,0,35,528,430,71
20191106T08-07,3006,4178,5331,0,37,199,671,39
20191106T07-07,2924,4264,5322,0,36,7,452,54
20191106T06-07,2904,3538,5324,0,37,1,263,58
20191106T05-07,2750,3325,5322,0,25,2,161,63
20191106T04-07,2700,3176,5314,0,30,1,154,73
20191106T03-07,2719,3207,5316,0,37,3,165,108
20191106T02-07,2776,3341,5302,0,36,2,241,106
20191106T01-07,2871,4089,5310,0,33,3,337,105
20191106T00-07,3115,4533,5299,0,29,3,399,88
20191105T23-07,3186,5553,5311,0,34,2,699,92
20191105T22-07,3219,6083,5303,0,34,2,811,103
20191105T21-07,3182,6373,5302,0,33,6,856,100
20191105T20-07,3261,6699,5299,0,46,12,818,128
20191105T19-07,3251,7087,5300,0,45,11,985,129
20191105T18-07,3146,6984,5295,0,46,17,888,176
20191105T17-07,3004,6204,5291,0,45,359,522,270
20191105T16-07,2960,5544,5296,0,34,962,282,348
20191105T15-07,3052,5197,5301,0,35,1108,268,321
20191105T14-07,3124,4788,5302,0,34,1148,232,274
20191105T13-07,3072,4648,5305,0,31,1186,183,147
20191105T12-07,3170,4345,5316,0,32,1198,176,73
20191105T11-07,3157,4227,5324,0,33,1217,203,23
20191105T10-07,3243,4281,5328,0,35,1209,279,7
20191105T09-07,3207,4536,5337,0,37,973,330,6
20191105T08-07,3531,5019,5326,0,40,342,673,3
20191105T07-07,3553,4946,5330,0,39,14,645,2
20191105T06-07,3300,4378,5326,0,37,-1,334,7
20191105T05-07,3030,4102,5330,0,29,0,256,57
20191105T04-07,2991,3950,5327,0,30,2,183,143
20191105T03-07,2996,3996,5326,0,37,1,203,241
20191105T02-07,2994,4210,5322,0,35,3,219,212
20191105T01-07,3014,4580,5326,0,36,3,408,225
20191105T00-07,3185,5162,5319,0,31,2,394,264
20191104T23-07,3236,5922,5315,0,35,1,633,237
20191104T22-07,3286,6377,5314,0,36,2,884,249
20191104T21-07,3323,6638,5311,0,34,6,913,301
20191104T20-07,3381,6887,5307,0,44,13,907,422
20191104T19-07,3506,7074,5311,0,47,11,970,358
20191104T18-07,3403,6780,5304,0,46,26,993,384
20191104T17-07,3263,6172,5307,0,44,408,491,515
20191104T16-07,3176,5329,5319,0,35,1015,426,575
20191104T15-07,3015,4735,5311,0,35,1217,347,582
20191104T14-07,2925,4611,5311,0,32,1240,364,599
20191104T13-07,2818,4620,5319,0,35,1215,237,583
20191104T12-07,2870,4414,5316,0,32,1211,261,471
20191104T11-07,2960,4791,5330,0,33,1187,240,331
20191104T10-07,3109,4935,5330,0,36,1177,285,243
20191104T09-07,3269,5321,5342,0,38,998,509,250
20191104T08-07,3390,5839,5343,0,38,379,781,343
20191104T07-07,3306,5774,5338,0,39,19,573,390
