,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191212T14-07,1235,500,,0,31,296,0,0
20191212T13-07,1267,455,,0,30,271,0,0
20191212T12-07,1345,606,,0,30,218,0,0
20191212T11-07,1388,734,,0,31,218,0,0
20191212T10-07,1354,1199,,0,30,176,0,0
20191212T09-07,1343,1562,,0,30,86,0,0
20191212T08-07,1321,1393,,0,31,4,0,0
20191212T07-07,1242,1338,,0,32,0,0,0
20191212T06-07,1097,980,,0,30,0,0,0
20191212T05-07,1142,724,,0,31,0,0,0
20191212T04-07,1054,632,,0,31,0,0,0
20191212T03-07,1051,660,,0,31,0,0,0
20191212T02-07,1049,662,,0,31,0,0,0
20191212T01-07,1126,752,,0,31,0,0,0
20191212T00-07,1149,796,,0,32,0,0,0
20191211T23-07,1148,1082,,0,29,0,0,0
20191211T22-07,1196,1512,,0,32,0,0,0
20191211T21-07,1204,1442,,0,31,0,0,0
20191211T20-07,1250,1302,,0,30,0,0,0
20191211T19-07,1253,1413,,0,31,17,0,0
20191211T18-07,1191,1346,,0,32,119,0,0
20191211T17-07,1167,892,,0,30,191,0,0
20191211T16-07,1107,590,,0,31,278,0,0
20191211T15-07,942,538,,0,31,322,0,0
20191211T14-07,821,617,,0,32,326,0,0
20191211T13-07,751,638,,0,29,314,0,0
20191211T12-07,706,655,,0,31,263,0,0
20191211T11-07,666,862,,0,31,169,0,0
20191211T10-07,672,1056,,0,30,117,0,0
20191211T09-07,657,1601,,0,31,59,0,0
20191211T08-07,657,1707,,0,31,2,0,0
20191211T07-07,631,1524,,0,32,2,0,0
20191211T06-07,593,1308,,0,30,14,0,0
20191211T05-07,547,799,,0,32,7,0,0
20191211T04-07,548,758,,0,30,3,0,0
20191211T03-07,548,897,,0,31,1,0,0
20191211T02-07,548,923,,0,31,1,0,0
20191211T01-07,570,916,,0,32,0,0,0
20191211T00-07,658,1105,,0,30,0,0,0
20191210T23-07,661,1318,,0,31,25,0,0
20191210T22-07,665,1660,,0,31,113,0,0
20191210T21-07,667,1789,,0,31,113,0,0
20191210T20-07,661,1685,,0,30,112,0,0
20191210T19-07,664,1407,,0,32,116,0,0
20191210T18-07,643,1290,,0,30,119,0,0
20191210T17-07,610,1212,,0,31,190,0,0
20191210T16-07,591,986,,0,31,297,0,0
20191210T15-07,559,937,,0,32,324,0,0
20191210T14-07,542,1061,,0,31,313,0,0
20191210T13-07,546,1034,,0,31,308,0,0
20191210T12-07,547,1042,,0,30,302,0,0
20191210T11-07,542,1030,,0,32,292,0,0
20191210T10-07,523,1066,,0,29,213,0,0
20191210T09-07,582,1484,,0,31,94,0,0
20191210T08-07,592,1947,,0,31,3,0,0
20191210T07-07,592,1810,,0,32,0,0,0
20191210T06-07,597,1970,,0,30,0,0,0
20191210T05-07,594,1786,,0,32,1,0,0
20191210T04-07,548,1592,,0,31,8,0,0
20191210T03-07,537,1540,,0,31,7,0,0
20191210T02-07,540,1307,,0,31,3,0,0
20191210T01-07,542,1255,,0,30,1,0,0
20191210T00-07,540,1242,,0,32,0,0,0
20191209T23-07,559,1532,,0,31,3,0,0
20191209T22-07,637,1892,,0,30,3,0,0
20191209T21-07,768,1892,,0,30,1,0,0
20191209T20-07,952,1799,,0,30,7,0,0
20191209T19-07,1082,1682,,0,31,86,0,0
20191209T18-07,1068,1616,,0,31,99,0,0
20191209T17-07,1013,1218,,0,31,169,0,0
20191209T16-07,1009,861,,0,30,247,0,0
20191209T15-07,1010,688,,0,30,203,0,0
20191209T14-07,1009,720,,0,28,174,0,0
20191209T13-07,1009,697,,0,31,148,0,0
20191209T12-07,1009,720,,0,29,125,0,0
20191209T11-07,1037,924,,0,30,110,0,0
20191209T10-07,1066,958,,0,28,97,0,0
