,coal,natural gas,other,solar,hydro,wind
20191218T00-07,1013,531,10,0,4,7
20191217T23-07,1000,555,2,0,4,37
20191217T22-07,1005,671,0,0,4,91
20191217T21-07,997,724,0,0,4,179
20191217T20-07,984,729,2,0,4,302
20191217T19-07,996,727,0,0,4,320
20191217T18-07,981,679,0,0,4,318
20191217T17-07,944,663,0,26,4,313
20191217T16-07,947,525,0,166,4,314
20191217T15-07,936,475,0,233,4,316
20191217T14-07,930,477,0,237,4,320
20191217T13-07,929,474,0,230,4,343
20191217T12-07,929,451,0,232,4,323
20191217T11-07,949,481,0,235,4,272
20191217T10-07,978,548,0,221,4,228
20191217T09-07,983,540,0,150,4,232
20191217T08-07,993,597,0,23,4,269
20191217T07-07,1001,589,0,0,4,228
20191217T06-07,1005,576,0,0,4,213
20191217T05-07,1005,556,0,0,4,142
20191217T04-07,1002,521,0,0,4,89
20191217T03-07,998,522,0,0,4,80
20191217T02-07,996,525,7,0,4,84
20191217T01-07,992,554,11,0,4,92
20191217T00-07,1015,568,11,0,4,109
20191216T23-07,1017,627,11,0,4,124
20191216T22-07,1016,700,11,0,4,148
20191216T21-07,1015,648,11,0,4,194
20191216T20-07,957,682,11,0,4,368
20191216T19-07,909,770,11,0,4,460
20191216T18-07,1015,722,11,0,4,476
20191216T17-07,993,661,11,20,4,568
20191216T16-07,895,571,11,146,4,582
20191216T15-07,929,475,11,199,4,553
20191216T14-07,930,481,11,187,4,536
20191216T13-07,919,475,11,203,4,506
20191216T12-07,914,470,11,201,4,490
20191216T11-07,947,484,11,202,4,477
20191216T10-07,982,508,11,193,4,447
20191216T09-07,996,600,11,131,4,340
20191216T08-07,995,625,11,21,4,328
20191216T07-07,1001,632,11,0,4,383
20191216T06-07,996,611,10,0,4,320
20191216T05-07,1001,578,10,0,4,260
20191216T04-07,1007,575,11,0,4,283
20191216T03-07,1010,567,11,0,4,374
20191216T02-07,1010,579,11,0,4,407
20191216T01-07,998,552,11,0,4,403
20191216T00-07,977,493,11,0,4,359
20191215T23-07,974,489,11,0,4,359
20191215T22-07,991,520,11,0,4,321
20191215T21-07,1001,522,3,0,4,461
20191215T20-07,999,523,0,0,4,625
20191215T19-07,996,485,0,0,4,640
20191215T18-07,968,470,0,0,4,669
20191215T17-07,902,485,0,21,4,697
20191215T16-07,902,455,0,142,4,699
20191215T15-07,897,429,0,203,4,721
20191215T14-07,920,431,0,203,4,715
20191215T13-07,992,460,0,194,4,635
20191215T12-07,997,482,0,184,4,582
20191215T11-07,990,492,0,167,4,568
20191215T10-07,981,517,0,164,4,570
20191215T09-07,979,510,0,103,4,563
20191215T08-07,995,499,0,17,4,600
20191215T07-07,990,455,0,0,4,654
20191215T06-07,991,447,0,0,4,682
20191215T05-07,993,444,0,0,4,652
20191215T04-07,941,482,0,0,4,614
20191215T03-07,902,480,0,0,4,603
20191215T02-07,988,472,0,0,4,507
20191215T01-07,983,426,0,0,4,542
20191215T00-07,1013,473,0,0,4,479
20191214T23-07,1000,491,0,0,4,500
20191214T22-07,1001,490,0,0,4,566
20191214T21-07,973,467,0,0,4,614
20191214T20-07,875,441,0,0,4,606
20191214T19-07,927,452,0,0,4,608
20191214T18-07,944,455,0,0,4,541
20191214T17-07,909,455,0,19,4,632
20191214T16-07,899,445,0,106,4,659
20191214T15-07,898,444,0,150,4,690
20191214T14-07,893,370,0,171,4,674
20191214T13-07,930,349,0,187,4,604
20191214T12-07,926,363,0,207,4,598
20191214T11-07,937,399,0,217,4,513
20191214T10-07,952,424,0,218,4,461
20191214T09-07,942,444,0,157,4,492
20191214T08-07,943,455,0,25,4,511
20191214T07-07,966,442,0,0,4,480
20191214T06-07,983,438,0,0,4,484
20191214T05-07,1021,438,0,0,4,488
20191214T04-07,1018,435,0,0,4,459
20191214T03-07,1015,440,0,0,4,425
20191214T02-07,1004,439,0,0,4,402
20191214T01-07,1012,462,0,0,4,345
20191214T00-07,1017,500,0,0,4,269
20191213T23-07,1019,477,0,0,4,290
20191213T22-07,1002,481,0,0,4,236
20191213T21-07,983,478,0,0,4,296
20191213T20-07,947,432,0,0,4,344
20191213T19-07,959,396,0,0,4,481
20191213T18-07,938,411,0,0,4,555
20191213T17-07,930,393,0,21,4,556
20191213T16-07,914,384,0,151,4,580
20191213T15-07,912,322,0,201,4,657
20191213T14-07,871,272,0,216,4,681
20191213T13-07,911,340,0,217,4,690
20191213T12-07,932,420,0,210,4,689
20191213T11-07,941,435,0,203,3,687
20191213T10-07,958,423,0,213,2,639
20191213T09-07,974,480,0,132,2,550
20191213T08-07,975,471,0,22,2,545
20191213T07-07,979,471,0,0,2,499
20191213T06-07,912,442,0,0,2,526
20191213T05-07,919,447,0,0,2,526
20191213T04-07,910,447,0,0,2,558
20191213T03-07,883,469,0,0,2,556
20191213T02-07,884,449,0,0,2,567
20191213T01-07,880,451,0,0,2,622
20191213T00-07,776,473,0,0,2,587
20191212T23-07,876,560,0,0,2,625
20191212T22-07,891,578,0,0,2,574
20191212T21-07,883,647,0,0,2,548
20191212T20-07,865,644,0,0,2,539
20191212T19-07,866,653,0,0,2,598
20191212T18-07,825,657,0,0,2,620
20191212T17-07,714,603,0,23,2,652
20191212T16-07,633,590,0,160,2,620
20191212T15-07,537,604,0,222,2,493
20191212T14-07,519,596,0,220,2,405
20191212T13-07,523,591,0,222,2,370
20191212T12-07,539,594,0,200,2,330
20191212T11-07,529,643,0,166,2,310
20191212T10-07,518,647,0,166,2,357
20191212T09-07,529,705,0,96,2,442
20191212T08-07,526,746,0,19,2,485
20191212T07-07,524,729,0,0,2,497
20191212T06-07,523,598,0,0,2,478
20191212T05-07,481,603,0,0,2,428
20191212T04-07,377,641,0,0,2,397
20191212T03-07,372,646,0,0,2,495
20191212T02-07,379,662,0,0,2,453
20191212T01-07,377,665,0,0,2,419
20191212T00-07,380,657,0,0,2,492
20191211T23-07,384,688,0,0,2,552
20191211T22-07,394,759,0,0,2,616
20191211T21-07,392,848,0,0,2,571
20191211T20-07,404,888,0,0,2,526
20191211T19-07,404,923,0,0,2,509
20191211T18-07,363,904,0,0,2,469
20191211T17-07,343,715,0,4,2,478
20191211T16-07,339,608,0,58,2,450
20191211T15-07,333,569,0,121,2,353
20191211T14-07,332,607,0,153,2,297
20191211T13-07,337,631,0,154,2,291
20191211T12-07,373,623,0,160,2,250
20191211T11-07,362,618,0,183,2,248
20191211T10-07,363,675,0,164,2,225
20191211T09-07,392,742,0,106,2,245
20191211T08-07,400,826,0,13,2,288
20191211T07-07,397,772,0,0,2,297
20191211T06-07,349,657,0,0,2,348
20191211T05-07,255,678,0,0,2,380
20191211T04-07,257,789,0,0,2,361
20191211T03-07,304,789,0,0,2,349
20191211T02-07,399,728,0,0,2,365
20191211T01-07,389,803,0,0,2,398
20191211T00-07,588,732,0,0,2,432
20191210T23-07,705,821,0,0,2,430
20191210T22-07,705,829,0,0,2,457
20191210T21-07,708,821,0,0,2,471
20191210T20-07,710,799,0,0,2,500
20191210T19-07,712,793,0,0,2,515
20191210T18-07,701,735,0,0,2,535
20191210T17-07,629,663,0,23,2,506
20191210T16-07,585,530,0,152,2,486
20191210T15-07,620,492,0,209,2,440
20191210T14-07,650,489,0,222,2,416
20191210T13-07,670,484,0,223,2,379
20191210T12-07,799,500,0,221,2,345
20191210T11-07,827,537,0,226,2,268
20191210T10-07,865,548,0,204,2,173
20191210T09-07,886,576,0,129,2,110
20191210T08-07,913,556,0,19,2,116
20191210T07-07,913,554,0,0,2,84
20191210T06-07,908,552,0,0,2,56
20191210T05-07,900,555,0,0,2,75
20191210T04-07,910,606,0,0,2,65
20191210T03-07,910,571,0,0,2,130
20191210T02-07,906,551,0,0,2,190
20191210T01-07,904,520,0,0,2,186
20191210T00-07,896,476,0,0,2,202
20191209T23-07,892,590,0,0,2,217
20191209T22-07,871,642,0,0,2,286
20191209T21-07,884,659,0,0,2,283
20191209T20-07,883,627,0,0,2,299
20191209T19-07,888,603,0,0,2,304
20191209T18-07,880,580,0,0,2,355
20191209T17-07,836,566,0,12,2,353
20191209T16-07,784,441,0,130,4,370
20191209T15-07,811,420,0,176,4,443
20191209T14-07,821,431,0,143,6,466
20191209T13-07,799,427,0,158,6,453
20191209T12-07,836,452,0,147,6,313
20191209T11-07,848,537,0,107,6,273
20191209T10-07,845,536,0,62,6,301
20191209T09-07,860,542,0,22,6,274
20191209T08-07,860,414,0,2,6,386
20191209T07-07,808,381,0,0,6,457
20191209T06-07,798,382,0,0,6,506
20191209T05-07,822,360,0,0,6,574
20191209T04-07,823,340,0,0,6,624
20191209T03-07,792,381,0,0,6,673
20191209T02-07,818,458,0,0,6,685
20191209T01-07,747,365,0,0,6,672
20191209T00-07,802,388,0,0,6,616
20191208T23-07,832,467,0,0,6,542
20191208T22-07,826,521,0,0,6,512
20191208T21-07,832,555,0,0,6,603
20191208T20-07,843,558,0,0,6,663
20191208T19-07,839,562,0,0,6,668
20191208T18-07,829,634,0,0,6,635
20191208T17-07,774,554,0,3,6,619
20191208T16-07,741,467,0,33,6,651
20191208T15-07,707,461,0,44,6,676
20191208T14-07,679,495,0,64,6,669
20191208T13-07,647,465,0,104,6,663
20191208T12-07,639,443,0,106,6,662
20191208T11-07,669,454,0,78,6,620
20191208T10-07,675,468,0,55,6,619
20191208T09-07,639,526,0,19,6,555
20191208T08-07,607,475,0,3,6,587
20191208T07-07,596,456,0,0,6,601
20191208T06-07,598,459,0,0,6,609
20191208T05-07,609,470,0,0,6,577
20191208T04-07,548,479,0,0,6,550
20191208T03-07,555,466,0,0,6,538
20191208T02-07,542,466,0,0,6,553
20191208T01-07,463,579,0,0,6,575
20191208T00-07,412,677,0,0,6,550
20191207T23-07,383,745,0,0,6,567
20191207T22-07,391,724,0,0,6,563
20191207T21-07,390,674,0,0,6,543
20191207T20-07,393,672,0,0,6,571
20191207T19-07,397,721,0,0,6,590
20191207T18-07,389,742,0,0,6,555
20191207T17-07,359,741,0,8,6,493
20191207T16-07,339,744,0,70,6,549
20191207T15-07,349,602,0,149,6,583
20191207T14-07,337,572,0,196,6,561
20191207T13-07,334,561,0,210,6,546
20191207T12-07,339,610,0,204,6,493
20191207T11-07,343,611,0,203,6,421
20191207T10-07,335,593,0,200,6,385
20191207T09-07,341,543,0,157,6,488
20191207T08-07,358,557,0,30,6,511
20191207T07-07,502,511,0,0,6,533
20191207T06-07,620,473,0,0,6,521
20191207T05-07,647,483,0,0,6,532
20191207T04-07,625,477,0,0,6,533
20191207T03-07,609,488,0,0,6,550
20191207T02-07,678,482,0,0,6,536
20191207T01-07,834,478,0,0,6,470
20191207T00-07,836,503,0,0,6,351
20191206T23-07,830,566,0,0,6,350
20191206T22-07,825,569,0,0,6,393
20191206T21-07,832,567,0,0,6,426
20191206T20-07,846,574,0,0,6,416
20191206T19-07,827,673,0,0,7,352
20191206T18-07,867,676,0,0,7,250
20191206T17-07,851,604,0,8,7,165
20191206T16-07,819,509,0,95,7,131
20191206T15-07,771,507,0,138,7,127
20191206T14-07,830,433,0,153,7,122
20191206T13-07,862,443,0,170,7,89
20191206T12-07,879,487,0,172,7,52
20191206T11-07,862,468,0,162,7,46
20191206T10-07,772,583,0,142,8,14
20191206T09-07,731,605,0,108,8,15
20191206T08-07,811,713,0,23,8,20
20191206T07-07,802,673,0,0,8,54
20191206T06-07,775,527,0,0,8,134
20191206T05-07,854,463,0,0,8,132
20191206T04-07,881,443,0,0,8,185
20191206T03-07,866,466,0,0,8,199
20191206T02-07,871,478,0,0,8,215
20191206T01-07,860,479,0,0,8,274
20191206T00-07,847,501,0,0,7,374
20191205T23-07,873,514,0,0,7,409
20191205T22-07,902,672,0,0,7,391
20191205T21-07,895,712,0,0,7,379
20191205T20-07,898,680,0,0,7,485
20191205T19-07,881,616,0,0,7,524
20191205T18-07,861,577,0,0,7,552
20191205T17-07,813,466,0,18,7,622
20191205T16-07,810,484,0,108,7,674
20191205T15-07,825,483,0,163,7,679
20191205T14-07,826,479,0,186,7,678
20191205T13-07,842,481,0,187,7,661
20191205T12-07,891,473,0,175,7,680
20191205T11-07,843,528,0,154,7,661
20191205T10-07,882,457,0,162,6,612
20191205T09-07,876,550,0,123,6,593
20191205T08-07,852,651,0,21,6,585
20191205T07-07,916,645,0,0,6,552
20191205T06-07,890,645,0,0,6,540
20191205T05-07,851,641,0,0,6,520
20191205T04-07,848,645,0,0,6,532
20191205T03-07,864,621,0,0,6,522
20191205T02-07,860,520,0,0,6,486
20191205T01-07,832,476,0,0,6,548
20191205T00-07,794,592,0,0,6,543
20191204T23-07,814,621,0,0,6,515
20191204T22-07,828,635,0,0,6,484
20191204T21-07,845,656,0,0,6,459
20191204T20-07,882,654,0,0,6,459
20191204T19-07,884,656,0,0,6,454
20191204T18-07,874,653,0,0,6,441
20191204T17-07,839,645,0,12,6,424
20191204T16-07,817,606,0,84,6,464
20191204T15-07,822,618,0,135,6,480
20191204T14-07,841,536,0,161,6,409
20191204T13-07,852,607,0,143,6,317
20191204T12-07,877,665,0,81,6,319
20191204T11-07,881,658,0,64,6,344
20191204T10-07,879,679,0,54,6,375
20191204T09-07,869,642,0,32,6,383
20191204T08-07,852,614,0,3,6,388
20191204T07-07,850,698,0,0,6,378
20191204T06-07,826,637,0,0,6,318
20191204T05-07,774,597,0,0,6,372
20191204T04-07,776,605,0,0,6,388
20191204T03-07,834,596,0,0,6,361
20191204T02-07,852,610,0,0,6,245
20191204T01-07,838,644,0,0,6,297
20191204T00-07,795,659,0,0,6,259
20191203T23-07,815,614,0,0,6,289
20191203T22-07,733,688,0,0,6,269
20191203T21-07,702,692,0,0,6,240
20191203T20-07,679,692,0,0,6,215
20191203T19-07,669,691,0,0,6,169
20191203T18-07,648,696,0,0,6,187
20191203T17-07,621,645,0,10,6,188
20191203T16-07,613,595,0,116,6,178
20191203T15-07,615,587,0,191,6,209
20191203T14-07,588,578,0,211,6,268
20191203T13-07,588,573,0,212,6,275
20191203T12-07,629,606,0,206,6,326
20191203T11-07,664,634,0,195,6,301
20191203T10-07,648,658,0,171,7,315
20191203T09-07,665,670,0,134,7,387
20191203T08-07,659,722,0,29,7,446
20191203T07-07,621,720,0,0,7,484
20191203T06-07,615,699,0,0,7,491
20191203T05-07,595,626,0,0,7,529
20191203T04-07,606,528,0,0,7,558
20191203T03-07,624,414,0,0,7,540
20191203T02-07,658,616,0,0,7,503
20191203T01-07,670,619,0,0,7,476
20191203T00-07,653,618,0,0,7,510
20191202T23-07,665,619,0,0,7,513
20191202T22-07,673,706,0,0,7,504
20191202T21-07,679,724,0,0,7,432
20191202T20-07,682,726,0,0,7,358
20191202T19-07,661,731,0,0,7,409
20191202T18-07,560,762,8,0,7,352
20191202T17-07,543,668,8,12,7,295
20191202T16-07,498,614,8,93,7,281
20191202T15-07,525,629,8,160,7,268
20191202T14-07,523,628,9,202,7,250
20191202T13-07,528,636,9,216,7,219
20191202T12-07,531,717,10,145,8,220
20191202T11-07,597,697,10,184,8,236
20191202T10-07,665,624,11,163,9,291
20191202T09-07,674,625,11,133,9,374
20191202T08-07,681,659,11,37,9,401
20191202T07-07,667,633,11,0,9,418
20191202T06-07,655,620,11,0,9,415
20191202T05-07,657,624,11,0,9,408
20191202T04-07,666,661,11,0,9,376
20191202T03-07,668,680,11,0,9,329
20191202T02-07,671,668,11,0,9,294
20191202T01-07,680,636,11,0,9,291
20191202T00-07,673,638,11,0,9,278
20191201T23-07,679,672,11,0,9,285
20191201T22-07,677,766,11,0,9,307
20191201T21-07,677,809,11,0,9,296
20191201T20-07,682,839,10,0,9,308
20191201T19-07,685,838,10,0,9,295
20191201T18-07,669,823,9,0,9,296
20191201T17-07,641,727,9,20,9,277
20191201T16-07,635,623,9,130,9,272
20191201T15-07,635,576,9,199,9,266
20191201T14-07,640,579,10,207,9,270
20191201T13-07,641,578,10,214,9,278
20191201T12-07,636,581,10,213,9,288
20191201T11-07,656,562,11,229,9,259
20191201T10-07,664,575,11,227,11,339
20191201T09-07,657,583,11,178,11,344
20191201T08-07,658,583,11,46,11,369
20191201T07-07,652,578,11,0,11,381
20191201T06-07,659,615,11,0,11,371
20191201T05-07,660,623,11,0,11,390
20191201T04-07,662,607,11,0,11,419
20191201T03-07,654,582,11,0,11,500
20191201T02-07,655,583,11,0,11,505
20191201T01-07,656,576,11,0,11,502
20191201T00-07,671,580,11,0,11,539
20191130T23-07,673,691,11,0,11,550
20191130T22-07,673,741,11,0,11,557
20191130T21-07,677,735,11,0,11,501
20191130T20-07,680,749,11,0,11,496
20191130T19-07,663,800,11,0,11,565
20191130T18-07,655,769,11,0,11,558
20191130T17-07,589,696,10,23,11,623
20191130T16-07,542,562,10,163,11,641
20191130T15-07,517,541,10,233,11,657
20191130T14-07,565,554,10,238,11,664
20191130T13-07,553,552,10,234,11,679
20191130T12-07,622,577,10,228,11,659
20191130T11-07,609,558,10,219,11,658
20191130T10-07,611,551,11,212,11,661
20191130T09-07,637,551,11,174,12,654
20191130T08-07,666,561,11,42,12,673
20191130T07-07,623,558,11,0,12,667
20191130T06-07,653,561,11,0,12,652
20191130T05-07,653,562,11,0,12,657
20191130T04-07,643,567,11,0,12,685
20191130T03-07,633,563,11,0,12,686
20191130T02-07,660,562,11,0,12,660
20191130T01-07,673,569,11,0,12,676
20191130T00-07,680,595,11,0,12,687
20191129T23-07,637,651,11,0,12,676
20191129T22-07,671,621,11,0,12,656
20191129T21-07,651,602,11,0,12,665
20191129T20-07,656,610,11,0,12,642
20191129T19-07,659,658,11,0,12,562
20191129T18-07,663,748,11,0,12,548
20191129T17-07,595,635,10,13,12,628
20191129T16-07,538,602,11,79,12,621
20191129T15-07,621,668,11,61,12,531
20191129T14-07,634,730,11,37,12,346
20191129T13-07,634,653,11,56,12,400
20191129T12-07,630,634,11,122,12,356
20191129T11-07,630,632,9,116,12,356
20191129T10-07,670,709,0,77,12,344
20191129T09-07,668,706,0,30,14,302
20191129T08-07,660,635,0,4,14,231
20191129T07-07,633,630,0,0,14,218
20191129T06-07,665,591,0,0,14,181
20191129T05-07,663,627,0,0,14,118
20191129T04-07,639,627,0,0,14,131
20191129T03-07,599,620,0,0,14,150
20191129T02-07,634,633,0,0,14,50
20191129T01-07,662,720,3,0,14,118
20191129T00-07,655,704,9,0,14,159
20191128T23-07,666,680,9,0,14,72
20191128T22-07,660,667,9,0,14,49
20191128T21-07,632,646,9,0,14,46
20191128T20-07,634,641,9,0,14,14
20191128T19-07,669,648,10,0,14,6
20191128T18-07,657,672,9,0,14,2
20191128T17-07,614,722,9,3,14,0
20191128T16-07,619,657,9,45,14,7
20191128T15-07,646,615,10,76,14,27
20191128T14-07,599,604,10,99,14,52
20191128T13-07,583,505,10,127,14,27
20191128T12-07,587,476,10,85,14,62
20191128T11-07,642,538,10,54,14,108
20191128T10-07,673,588,11,19,14,60
20191128T09-07,671,644,11,4,14,74
20191128T08-07,649,628,11,0,14,130
20191128T07-07,635,595,11,0,14,183
20191128T06-07,640,634,11,0,14,179
20191128T05-07,643,642,11,0,14,222
20191128T04-07,652,636,11,0,14,268
20191128T03-07,660,604,11,0,14,245
20191128T02-07,664,562,11,0,14,378
20191128T01-07,659,575,11,0,14,433
20191128T00-07,655,605,11,0,14,462
20191127T23-07,670,578,11,0,14,492
20191127T22-07,671,581,11,0,14,467
20191127T21-07,660,554,11,0,14,407
20191127T20-07,667,568,11,0,14,398
20191127T19-07,665,628,11,0,14,432
20191127T18-07,912,573,10,0,14,467
20191127T17-07,969,521,10,0,14,453
20191127T16-07,974,478,11,4,14,416
20191127T15-07,995,514,11,27,14,380
20191127T14-07,1009,561,11,44,14,329
20191127T13-07,1004,518,11,70,14,326
20191127T12-07,985,494,10,98,14,372
20191127T11-07,965,486,10,126,14,311
20191127T10-07,868,565,10,127,14,290
20191127T09-07,862,691,11,99,16,221
20191127T08-07,856,644,11,23,16,185
20191127T07-07,837,601,11,0,16,135
20191127T06-07,814,598,11,0,16,124
20191127T05-07,755,580,11,0,16,112
20191127T04-07,682,596,11,0,16,121
20191127T03-07,660,637,11,0,16,151
20191127T02-07,662,664,11,0,16,210
20191127T01-07,662,615,11,0,16,364
20191127T00-07,662,618,10,0,16,395
20191126T23-07,665,635,11,0,16,458
20191126T22-07,666,655,11,0,16,453
20191126T21-07,654,652,11,0,16,477
20191126T20-07,656,653,10,0,16,498
20191126T19-07,667,656,10,0,16,590
20191126T18-07,656,631,10,0,16,623
20191126T17-07,604,585,9,20,16,651
20191126T16-07,607,454,9,119,16,642
20191126T15-07,605,443,9,179,16,665
20191126T14-07,621,436,9,192,16,652
20191126T13-07,647,448,9,193,16,656
20191126T12-07,684,481,9,177,16,472
20191126T11-07,690,483,10,193,17,548
20191126T10-07,686,500,10,183,17,624
20191126T09-07,683,506,10,153,17,666
20191126T08-07,667,554,10,40,17,674
20191126T07-07,666,510,10,0,17,683
20191126T06-07,668,462,9,0,17,682
20191126T05-07,667,451,9,0,17,695
20191126T04-07,657,453,10,0,17,683
20191126T03-07,662,452,9,0,17,675
20191126T02-07,677,466,9,0,17,653
20191126T01-07,687,465,9,0,17,650
20191126T00-07,680,467,9,0,17,662
20191125T23-07,688,480,9,0,17,651
20191125T22-07,683,506,9,0,17,638
20191125T21-07,671,508,9,0,17,575
20191125T20-07,679,534,8,0,17,524
20191125T19-07,674,624,8,0,17,517
20191125T18-07,686,619,8,0,17,554
20191125T17-07,668,503,9,17,17,576
20191125T16-07,642,439,8,134,17,643
20191125T15-07,654,458,8,193,17,600
20191125T14-07,669,433,8,203,17,598
20191125T13-07,804,421,9,211,17,584
20191125T12-07,965,425,9,221,17,539
20191125T11-07,986,528,10,229,17,459
20191125T10-07,955,471,10,208,17,468
20191125T09-07,974,471,11,165,17,448
20191125T08-07,990,516,11,45,17,537
20191125T07-07,988,550,11,0,17,533
20191125T06-07,977,531,11,0,17,526
20191125T05-07,984,471,11,0,17,637
20191125T04-07,928,462,11,0,17,615
20191125T03-07,873,460,11,0,17,632
20191125T02-07,909,471,11,0,17,643
20191125T01-07,954,471,11,0,17,602
20191125T00-07,974,435,11,0,17,607
20191124T23-07,990,480,10,0,17,587
20191124T22-07,994,504,10,0,17,566
20191124T21-07,991,521,10,0,17,542
20191124T20-07,992,502,10,0,17,583
20191124T19-07,983,443,9,0,17,611
20191124T18-07,930,448,9,0,17,661
20191124T17-07,930,421,9,21,17,619
20191124T16-07,853,419,9,162,17,602
20191124T15-07,815,390,9,221,17,614
20191124T14-07,795,382,9,232,17,590
20191124T13-07,785,376,10,224,17,542
20191124T12-07,807,375,10,219,17,514
20191124T11-07,888,378,11,228,17,471
20191124T10-07,895,421,11,234,17,461
20191124T09-07,891,449,11,197,17,448
20191124T08-07,914,485,11,56,17,443
20191124T07-07,996,495,11,0,17,509
20191124T06-07,981,509,11,0,17,524
20191124T05-07,956,519,11,0,17,532
20191124T04-07,985,478,11,0,17,523
20191124T03-07,952,490,11,0,17,471
20191124T02-07,944,481,11,0,17,528
20191124T01-07,962,495,11,0,17,502
20191124T00-07,953,505,11,0,17,501
20191123T23-07,990,483,11,0,17,500
20191123T22-07,956,487,11,0,17,540
20191123T21-07,912,475,10,0,17,499
20191123T20-07,914,439,10,0,17,484
20191123T19-07,931,470,9,0,17,390
20191123T18-07,931,500,9,0,17,299
20191123T17-07,896,514,9,21,17,225
20191123T16-07,875,470,9,154,17,199
20191123T15-07,859,409,4,224,17,210
20191123T14-07,855,434,0,231,17,167
20191123T13-07,868,428,0,227,17,153
20191123T12-07,873,439,0,225,17,180
20191123T11-07,897,438,5,233,17,255
20191123T10-07,908,448,11,229,17,312
20191123T09-07,920,454,11,193,17,388
20191123T08-07,925,538,11,54,17,436
20191123T07-07,912,541,11,0,17,475
20191123T06-07,871,523,11,0,17,529
20191123T05-07,873,528,11,0,17,514
20191123T04-07,876,525,11,0,17,519
20191123T03-07,890,544,11,0,17,550
20191123T02-07,893,548,11,0,17,541
20191123T01-07,890,554,11,0,17,585
20191123T00-07,888,631,11,0,17,594
20191122T23-07,913,677,11,0,17,589
20191122T22-07,902,671,11,0,17,587
20191122T21-07,887,666,11,0,17,570
20191122T20-07,877,640,10,0,17,583
20191122T19-07,880,662,10,0,17,559
20191122T18-07,853,720,10,0,17,557
20191122T17-07,769,766,9,22,17,577
20191122T16-07,673,664,9,139,18,636
20191122T15-07,672,634,9,154,18,629
20191122T14-07,694,640,10,144,18,638
20191122T13-07,652,658,10,173,18,576
20191122T12-07,562,635,10,197,18,506
20191122T11-07,594,629,10,202,18,482
20191122T10-07,610,671,11,166,18,374
20191122T09-07,613,721,11,123,18,211
20191122T08-07,647,694,11,31,18,150
20191122T07-07,625,695,11,0,18,130
20191122T06-07,529,780,11,0,18,91
20191122T05-07,426,797,11,0,18,80
20191122T04-07,432,811,11,0,18,70
20191122T03-07,452,817,11,0,18,63
20191122T02-07,477,804,11,0,18,55
20191122T01-07,483,814,11,0,18,76
20191122T00-07,514,934,11,0,18,80
20191121T23-07,512,978,11,0,18,76
20191121T22-07,510,1017,11,0,18,81
20191121T21-07,501,960,10,0,18,151
20191121T20-07,499,924,11,0,18,207
20191121T19-07,504,890,10,0,18,220
20191121T18-07,571,880,10,0,18,246
20191121T17-07,495,901,10,5,18,171
20191121T16-07,471,917,10,23,18,147
20191121T15-07,481,881,10,19,18,207
20191121T14-07,490,866,10,41,18,215
20191121T13-07,494,892,11,42,18,174
20191121T12-07,496,882,11,34,11,204
20191121T11-07,493,981,10,31,11,379
20191121T10-07,487,963,9,17,18,448
20191121T09-07,476,911,9,14,18,417
20191121T08-07,483,903,9,7,18,431
20191121T07-07,474,763,10,0,18,405
20191121T06-07,448,697,9,0,18,429
20191121T05-07,454,673,9,0,18,428
20191121T04-07,473,627,9,0,18,292
20191121T03-07,460,741,9,0,18,163
20191121T02-07,395,794,9,0,18,121
20191121T01-07,398,754,9,0,18,197
20191121T00-07,686,660,9,0,18,379
20191120T23-07,673,666,8,0,18,468
20191120T22-07,608,710,9,0,18,482
20191120T21-07,629,657,9,0,18,555
20191120T20-07,733,608,9,0,18,560
20191120T19-07,854,503,9,0,18,553
20191120T18-07,815,468,9,0,18,575
20191120T17-07,794,436,8,12,18,624
20191120T16-07,779,434,8,81,18,609
20191120T15-07,796,441,8,106,18,579
20191120T14-07,812,432,8,126,18,547
20191120T13-07,773,384,8,133,18,564
20191120T12-07,779,378,9,148,18,553
20191120T11-07,813,421,9,107,18,489
20191120T10-07,799,525,9,91,18,338
20191120T09-07,798,453,9,71,17,289
20191120T08-07,833,463,9,13,17,374
20191120T07-07,833,463,9,0,17,375
20191120T06-07,760,450,9,0,17,392
20191120T05-07,790,448,9,0,17,374
20191120T04-07,803,452,9,0,17,491
20191120T03-07,804,454,9,0,17,540
20191120T02-07,797,483,9,0,17,471
20191120T01-07,787,494,8,0,17,477
20191120T00-07,820,526,8,0,17,450
20191119T23-07,834,551,9,0,17,476
20191119T22-07,847,536,9,0,17,523
20191119T21-07,853,538,9,0,17,522
20191119T20-07,839,588,9,0,17,458
20191119T19-07,851,603,9,0,17,427
20191119T18-07,845,594,9,0,17,432
20191119T17-07,830,538,9,5,17,424
20191119T16-07,910,558,8,74,17,458
20191119T15-07,945,502,8,155,17,526
20191119T14-07,931,507,8,174,17,559
20191119T13-07,904,530,8,172,17,528
20191119T12-07,907,514,9,178,17,452
20191119T11-07,897,512,9,182,17,341
20191119T10-07,930,514,10,175,17,262
20191119T09-07,929,554,10,106,17,244
20191119T08-07,882,665,11,36,17,302
20191119T07-07,915,691,11,0,17,306
20191119T06-07,877,639,11,0,17,329
20191119T05-07,854,655,11,0,17,364
20191119T04-07,888,654,11,0,17,464
20191119T03-07,846,645,10,0,17,438
20191119T02-07,815,640,10,0,17,339
20191119T01-07,861,622,10,0,17,184
20191119T00-07,900,543,9,0,17,88
