,coal,natural gas,nuclear,other,solar,hydro
20181128T07-05,1086,1711,538,55,0,276
20181128T06-05,1082,1496,509,54,0,135
20181128T05-05,1076,1457,473,57,0,135
20181128T04-05,1072,1433,448,55,0,137
20181128T03-05,1063,1391,425,58,0,136
20181128T02-05,1057,1396,408,55,0,137
20181128T01-05,1054,1499,387,51,0,138
20181128T00-05,1056,1521,347,56,0,137
20181127T23-05,1059,1546,300,58,0,136
20181127T22-05,1056,1571,272,57,0,142
20181127T21-05,1056,1660,270,66,0,140
20181127T20-05,1058,1648,271,69,0,246
20181127T19-05,1067,1588,262,60,0,256
20181127T18-05,1072,1518,257,65,1,168
20181127T17-05,1037,1387,272,64,61,143
20181127T16-05,979,1111,279,62,209,146
20181127T15-05,979,835,281,67,242,216
20181127T14-05,979,881,280,65,229,220
20181127T13-05,977,982,278,65,203,219
20181127T12-05,985,1123,268,68,208,216
20181127T11-05,976,1311,270,66,204,190
20181127T10-05,1012,1441,271,64,140,208
20181127T09-05,1056,1534,271,60,96,244
20181127T08-05,1056,1606,269,70,18,301
20181127T07-05,1058,1607,270,68,0,239
20181127T06-05,1058,1425,271,67,0,112
20181127T05-05,1053,1284,269,70,0,110
20181127T04-05,1050,1191,273,65,0,111
20181127T03-05,1034,1194,266,65,0,110
20181127T02-05,1030,1119,271,65,0,111
20181127T01-05,1030,1144,270,65,0,112
20181127T00-05,1031,1131,268,65,0,112
20181126T23-05,1034,1203,268,65,0,111
20181126T22-05,1031,1309,272,63,0,113
20181126T21-05,1031,1384,267,64,0,112
20181126T20-05,1036,1409,269,63,0,114
20181126T19-05,1046,1353,271,63,0,134
20181126T18-05,1046,1203,247,64,0,184
20181126T17-05,963,1092,211,63,12,185
20181126T16-05,953,995,212,60,60,182
20181126T15-05,955,958,214,61,101,173
20181126T14-05,1020,905,213,67,161,114
20181126T13-05,1047,885,211,66,178,112
20181126T12-05,1049,979,213,61,147,113
20181126T11-05,1052,1107,213,67,85,109
20181126T10-05,1040,1215,213,63,19,109
20181126T09-05,1022,1258,213,64,7,99
20181126T08-05,1057,1238,212,57,3,100
20181126T07-05,1063,1140,214,64,0,99
20181126T06-05,1067,1143,213,60,0,99
20181126T05-05,1071,1138,211,64,0,99
20181126T04-05,1070,1085,210,66,0,100
20181126T03-05,1077,1086,210,58,0,100
20181126T02-05,1070,1095,208,56,0,98
20181126T01-05,1067,1036,141,62,0,100
20181126T00-05,1076,1019,59,63,0,98
20181125T23-05,1074,1184,0,53,0,101
20181125T22-05,1077,1204,165,58,0,141
20181125T21-05,1074,1234,167,62,0,217
20181125T20-05,1077,1281,117,62,0,221
20181125T19-05,1061,1408,0,64,0,212
20181125T18-05,1033,1377,0,63,1,156
20181125T17-05,1005,1228,0,65,33,102
20181125T16-05,1001,1114,0,65,87,102
20181125T15-05,1001,1025,0,67,166,104
20181125T14-05,998,1085,0,69,164,105
20181125T13-05,998,1155,0,70,129,115
20181125T12-05,999,1207,0,67,91,173
20181125T11-05,998,1319,0,63,53,170
20181125T10-05,1000,1375,0,62,28,171
20181125T09-05,1001,1332,0,62,17,169
20181125T08-05,996,1257,0,63,3,143
20181125T07-05,1002,1226,0,63,0,100
20181125T06-05,999,1152,0,63,0,101
20181125T05-05,999,1156,0,60,0,100
20181125T04-05,994,1123,0,63,0,100
20181125T03-05,987,1220,0,59,0,101
20181125T02-05,1002,1244,0,55,0,101
20181125T01-05,1008,1290,0,52,0,101
20181125T00-05,1018,1221,0,62,0,101
20181124T23-05,1020,1249,0,61,0,104
20181124T22-05,1019,1256,0,62,0,103
20181124T21-05,1021,1284,0,62,0,101
20181124T20-05,1016,1358,0,60,0,104
20181124T19-05,1013,1404,0,54,0,105
20181124T18-05,1016,1461,0,55,0,104
20181124T17-05,991,1390,0,57,13,105
20181124T16-05,899,1339,0,54,39,105
20181124T15-05,843,1392,0,55,38,104
20181124T14-05,843,1318,0,60,59,104
20181124T13-05,846,1224,0,61,74,173
20181124T12-05,898,1234,0,59,75,176
20181124T11-05,862,1346,0,60,54,177
20181124T10-05,778,1456,0,58,31,175
20181124T09-05,707,1514,0,61,20,133
20181124T08-05,729,1496,0,65,4,100
20181124T07-05,686,1562,0,65,0,100
20181124T06-05,662,1590,0,59,0,102
20181124T05-05,659,1571,0,56,0,100
20181124T04-05,656,1563,0,58,0,101
20181124T03-05,654,1592,0,60,0,101
20181124T02-05,640,1665,0,57,0,102
20181124T01-05,636,1672,0,54,0,101
20181124T00-05,628,1681,0,48,0,99
20181123T23-05,630,1732,0,46,0,137
20181123T22-05,627,1756,0,43,0,183
20181123T21-05,628,1768,0,42,0,223
20181123T20-05,627,1707,0,44,0,286
20181123T19-05,623,1728,0,44,0,286
20181123T18-05,626,1723,0,43,0,268
20181123T17-05,631,1683,0,45,5,106
20181123T16-05,631,1613,0,44,30,104
20181123T15-05,635,1545,0,52,49,104
20181123T14-05,641,1499,0,64,99,105
20181123T13-05,655,1470,0,62,133,123
20181123T12-05,659,1511,0,63,154,193
20181123T11-05,657,1572,0,68,170,239
20181123T10-05,654,1627,0,67,174,228
20181123T09-05,661,1664,0,67,111,203
20181123T08-05,660,1815,0,68,21,118
20181123T07-05,656,1781,0,68,0,98
20181123T06-05,662,1618,0,66,0,97
20181123T05-05,658,1555,0,67,0,98
20181123T04-05,658,1496,0,67,0,98
20181123T03-05,651,1527,0,67,0,98
20181123T02-05,642,1505,0,67,0,96
20181123T01-05,646,1502,0,67,0,98
20181123T00-05,651,1469,0,67,0,99
20181122T23-05,650,1493,0,63,0,98
20181122T22-05,648,1524,0,65,0,98
20181122T21-05,648,1525,0,64,0,98
20181122T20-05,637,1522,0,61,0,99
20181122T19-05,634,1470,0,60,0,96
20181122T18-05,636,1442,0,57,1,99
20181122T17-05,620,1404,0,58,17,99
20181122T16-05,639,1391,0,56,68,99
20181122T15-05,644,1334,0,52,102,99
20181122T14-05,639,1313,0,55,162,100
20181122T13-05,643,1369,0,54,189,101
20181122T12-05,644,1445,0,57,196,142
20181122T11-05,643,1539,0,55,192,159
20181122T10-05,643,1647,0,60,192,155
20181122T09-05,647,1759,0,63,140,165
20181122T08-05,647,1845,0,60,24,142
20181122T07-05,641,1841,0,54,0,99
20181122T06-05,643,1728,0,51,0,100
20181122T05-05,644,1613,0,57,0,100
20181122T04-05,644,1584,0,49,0,101
20181122T03-05,645,1560,0,48,0,102
20181122T02-05,644,1583,0,49,0,101
20181122T01-05,646,1665,0,48,0,103
20181122T00-05,644,1755,0,49,0,153
20181121T23-05,646,1800,0,49,0,205
20181121T22-05,642,1774,0,49,0,284
20181121T21-05,649,1763,0,59,0,326
20181121T20-05,643,1780,0,62,0,297
20181121T19-05,646,1788,0,61,0,295
20181121T18-05,646,1754,0,62,1,217
20181121T17-05,641,1652,0,63,51,131
20181121T16-05,637,1516,0,59,170,105
20181121T15-05,636,1513,0,47,206,103
20181121T14-05,638,1539,0,49,197,100
20181121T13-05,631,1560,0,48,196,98
20181121T12-05,644,1543,0,41,197,149
20181121T11-05,821,1489,0,40,201,140
20181121T10-05,925,1525,0,39,201,110
20181121T09-05,1012,1565,0,40,157,115
20181121T08-05,1039,1652,0,53,28,139
20181121T07-05,1040,1611,0,57,0,87
20181121T06-05,1037,1404,0,60,0,42
20181121T05-05,1037,1358,0,58,0,40
20181121T04-05,1040,1372,0,58,0,40
20181121T03-05,1035,1366,0,58,0,43
20181121T02-05,1044,1331,0,56,0,40
20181121T01-05,1036,1349,0,60,0,41
20181121T00-05,1033,1357,0,52,0,41
20181120T23-05,1038,1370,0,52,0,42
20181120T22-05,1037,1466,0,50,0,41
20181120T21-05,1041,1520,0,57,0,42
20181120T20-05,1036,1496,0,57,0,74
20181120T19-05,1038,1498,0,57,0,91
20181120T18-05,1038,1424,0,57,2,45
20181120T17-05,1050,1284,0,57,41,43
20181120T16-05,1041,1264,0,57,81,21
20181120T15-05,1030,1256,0,57,91,15
20181120T14-05,1027,1301,0,56,83,16
20181120T13-05,1048,1273,0,56,71,48
20181120T12-05,1039,1323,0,52,58,71
20181120T11-05,988,1434,0,56,47,76
20181120T10-05,978,1470,0,57,22,84
20181120T09-05,981,1433,0,65,14,78
20181120T08-05,977,1436,0,69,4,65
20181120T07-05,968,1400,0,59,0,23
20181120T06-05,889,1146,0,67,0,37
20181120T05-05,801,1215,0,65,0,38
20181120T04-05,804,1245,0,67,0,37
20181120T03-05,844,1146,0,66,0,39
20181120T02-05,852,1148,0,67,0,39
20181120T01-05,902,1107,0,57,0,41
20181120T00-05,998,1183,0,66,0,39
20181119T23-05,976,1356,0,59,0,52
20181119T22-05,963,1401,0,58,0,152
20181119T21-05,965,1440,0,64,0,213
20181119T20-05,939,1492,0,67,0,240
20181119T19-05,904,1507,0,66,0,239
20181119T18-05,894,1505,0,62,0,124
20181119T17-05,872,1463,0,61,35,36
20181119T16-05,865,1356,0,58,134,32
20181119T15-05,869,1314,0,54,138,35
20181119T14-05,992,1225,0,55,124,42
20181119T13-05,1046,1181,0,58,111,41
20181119T12-05,1062,1144,0,61,89,68
20181119T11-05,1035,1161,0,57,78,104
20181119T10-05,1044,1232,0,60,71,71
20181119T09-05,1045,1291,0,58,32,105
20181119T08-05,1084,1263,0,54,5,101
20181119T07-05,1092,1246,0,54,0,66
20181119T06-05,1092,1021,0,58,0,37
20181119T05-05,1085,949,0,56,0,35
20181119T04-05,1075,948,0,54,0,39
20181119T03-05,1069,951,0,48,0,42
20181119T02-05,1064,947,0,49,0,40
20181119T01-05,1064,972,0,53,0,41
20181119T00-05,1090,1017,0,51,0,41
20181118T23-05,1087,1120,0,54,0,41
20181118T22-05,1088,1246,0,53,0,42
20181118T21-05,1075,1371,0,54,0,42
20181118T20-05,1107,1362,0,55,0,40
20181118T19-05,1096,1414,0,55,0,41
20181118T18-05,1012,1418,0,54,0,41
20181118T17-05,957,1305,0,57,12,40
20181118T16-05,959,1200,0,58,27,40
20181118T15-05,915,1233,0,58,50,40
20181118T14-05,905,1168,0,58,81,76
20181118T13-05,830,1183,0,55,111,88
20181118T12-05,787,1294,0,59,88,90
20181118T11-05,802,1317,0,56,114,87
20181118T10-05,903,1362,0,49,117,51
20181118T09-05,918,1464,0,55,77,39
20181118T08-05,907,1515,0,54,13,40
20181118T07-05,866,1549,0,48,0,39
20181118T06-05,732,1587,0,58,0,39
20181118T05-05,696,1501,0,57,0,38
20181118T04-05,687,1528,0,61,0,39
20181118T03-05,695,1465,0,57,0,40
20181118T02-05,793,1404,0,66,0,41
20181118T01-05,814,1421,0,61,0,37
20181118T00-05,811,1390,0,60,0,40
20181117T23-05,827,1318,0,66,0,40
20181117T22-05,894,1339,0,67,0,39
20181117T21-05,896,1362,0,63,0,40
20181117T20-05,892,1374,0,56,0,42
20181117T19-05,892,1371,0,49,0,40
20181117T18-05,892,1308,0,48,1,39
20181117T17-05,892,1305,0,52,50,38
20181117T16-05,894,1187,0,55,160,38
20181117T15-05,895,1153,0,57,195,38
20181117T14-05,891,1179,0,66,202,41
20181117T13-05,892,1236,0,57,198,73
20181117T12-05,893,1226,0,65,200,70
20181117T11-05,883,1207,0,68,194,72
20181117T10-05,867,1222,0,62,205,71
20181117T09-05,831,1499,0,64,149,72
20181117T08-05,828,1668,0,61,31,40
20181117T07-05,816,1570,0,64,0,22
20181117T06-05,675,1567,0,65,0,13
20181117T05-05,621,1507,0,65,0,14
20181117T04-05,618,1431,0,67,0,14
20181117T03-05,622,1390,0,68,0,25
20181117T02-05,673,1326,0,66,0,38
20181117T01-05,798,1419,0,48,0,39
20181117T00-05,827,1541,0,54,0,38
20181116T23-05,842,1527,0,63,0,39
20181116T22-05,886,1562,0,59,0,61
20181116T21-05,930,1645,0,63,0,112
20181116T20-05,1054,1676,0,65,0,40
20181116T19-05,1149,1508,0,67,0,38
20181116T18-05,1083,1444,0,61,0,41
20181116T17-05,1057,1198,0,65,65,39
20181116T16-05,1051,1048,0,59,185,39
20181116T15-05,1069,1036,0,35,211,38
20181116T14-05,1131,1118,0,14,206,36
20181116T13-05,1117,1191,0,39,201,38
20181116T12-05,1083,1204,0,67,200,36
20181116T11-05,1071,1355,0,65,207,35
20181116T10-05,1104,1266,0,65,220,37
20181116T09-05,1102,1493,0,63,156,37
20181116T08-05,1164,1637,0,65,31,37
20181116T07-05,1204,1546,0,64,0,38
20181116T06-05,1205,1239,0,64,0,39
20181116T05-05,1178,1016,0,51,0,36
20181116T04-05,1134,956,0,52,0,39
20181116T03-05,1096,944,0,59,0,36
20181116T02-05,1065,987,0,58,0,39
20181116T01-05,1084,1127,0,57,0,39
20181116T00-05,1185,1184,0,58,0,39
20181115T23-05,1166,1271,0,50,0,40
20181115T22-05,1201,1303,0,53,0,41
20181115T21-05,1196,1412,0,50,0,39
20181115T20-05,1201,1461,0,48,0,39
20181115T19-05,1190,1481,0,46,0,39
20181115T18-05,1199,1407,0,45,0,41
20181115T17-05,1182,1330,0,31,10,39
20181115T16-05,1170,1328,0,10,20,40
20181115T15-05,1176,1384,0,0,37,41
20181115T14-05,1173,1428,0,0,46,39
20181115T13-05,1169,1436,0,0,56,40
20181115T12-05,1173,1487,0,0,50,30
20181115T11-05,1150,1540,0,0,37,28
20181115T10-05,1115,1596,0,0,37,28
20181115T09-05,1178,1549,0,0,22,18
20181115T08-05,1191,1576,0,0,1,19
20181115T07-05,1171,1467,0,0,0,22
20181115T06-05,1095,1333,0,0,0,28
20181115T05-05,1047,1445,0,0,0,29
20181115T04-05,975,1441,0,0,0,26
20181115T03-05,926,1464,0,0,0,27
20181115T02-05,932,1457,0,0,0,26
20181115T01-05,930,1463,0,0,0,26
20181115T00-05,1002,1411,0,0,0,25
20181114T23-05,1012,1434,0,0,0,27
20181114T22-05,991,1443,0,0,0,27
20181114T21-05,1101,1448,0,0,0,29
20181114T20-05,1129,1477,0,0,0,31
20181114T19-05,1178,1454,0,0,0,28
20181114T18-05,1090,1459,0,0,0,30
20181114T17-05,1018,1415,0,0,5,27
20181114T16-05,1002,1355,0,0,7,31
20181114T15-05,999,1403,0,0,15,26
20181114T14-05,1023,1372,0,0,31,28
20181114T13-05,1058,1324,0,0,30,25
20181114T12-05,1082,1310,0,0,30,25
20181114T11-05,1182,1227,0,0,18,26
20181114T10-05,1203,1391,0,0,13,29
20181114T09-05,1194,1345,0,0,5,29
20181114T08-05,1193,1343,0,0,3,28
20181114T07-05,1078,1389,0,0,0,29
20181114T06-05,990,1174,0,0,0,28
20181114T05-05,988,1071,0,0,0,30
20181114T04-05,981,1182,0,0,0,31
20181114T03-05,982,1223,0,0,0,29
20181114T02-05,992,1189,0,0,0,30
20181114T01-05,989,1184,0,0,0,31
20181114T00-05,982,1192,0,0,0,30
20181113T23-05,1046,1282,0,0,0,29
20181113T22-05,1193,1314,0,0,0,30
20181113T21-05,1199,1425,0,0,0,29
20181113T20-05,1197,1520,0,0,0,27
20181113T19-05,1204,1498,0,0,0,76
20181113T18-05,1209,1397,0,0,0,98
20181113T17-05,1178,1328,0,0,5,97
20181113T16-05,1095,1371,0,0,7,95
20181113T15-05,1091,1349,0,0,16,85
20181113T14-05,1093,1406,0,0,41,28
20181113T13-05,1092,1409,0,0,50,27
20181113T12-05,1090,1446,0,0,48,28
20181113T11-05,1073,1474,0,0,42,26
20181113T10-05,1068,1456,0,0,25,29
20181113T09-05,1067,1467,0,0,14,26
20181113T08-05,1070,1477,0,0,2,32
20181113T07-05,1017,1425,0,0,0,48
20181113T06-05,973,1353,0,0,0,26
20181113T05-05,971,1324,0,0,0,28
20181113T04-05,974,1317,0,0,0,29
20181113T03-05,971,1313,0,0,0,27
20181113T02-05,977,1270,0,0,0,29
20181113T01-05,979,1310,0,0,0,27
20181113T00-05,1008,1211,0,0,0,28
20181112T23-05,995,1287,0,0,0,28
20181112T22-05,1082,1353,0,0,0,27
20181112T21-05,1123,1400,0,0,0,75
20181112T20-05,1117,1459,0,0,0,118
20181112T19-05,1084,1508,0,0,0,147
20181112T18-05,1080,1514,0,0,0,122
20181112T17-05,996,1489,0,0,3,97
20181112T16-05,983,1438,0,0,13,94
20181112T15-05,975,1435,0,0,18,81
20181112T14-05,943,1460,0,0,25,98
20181112T13-05,933,1463,0,0,22,88
20181112T12-05,867,1405,0,0,34,173
20181112T11-05,920,1336,0,0,48,170
20181112T10-05,905,1368,0,0,72,170
20181112T09-05,891,1399,0,0,40,160
20181112T08-05,893,1398,0,0,4,176
20181112T07-05,888,1416,0,0,0,156
20181112T06-05,817,1381,0,0,0,51
20181112T05-05,794,1426,0,0,0,28
20181112T04-05,790,1360,0,0,0,28
20181112T03-05,780,1390,0,0,0,29
20181112T02-05,776,1394,0,0,0,29
20181112T01-05,791,1344,0,0,0,28
20181112T00-05,859,1292,0,0,0,28
20181111T23-05,857,1386,0,0,0,28
20181111T22-05,863,1470,0,0,0,32
20181111T21-05,853,1542,0,0,0,75
20181111T20-05,855,1545,0,0,0,100
20181111T19-05,851,1450,0,0,0,192
20181111T18-05,855,1411,0,0,1,92
20181111T17-05,761,1390,0,0,46,28
20181111T16-05,682,1372,0,0,123,30
20181111T15-05,680,1390,0,0,138,31
20181111T14-05,739,1329,0,0,170,28
20181111T13-05,753,1331,0,0,180,30
20181111T12-05,751,1325,0,0,186,29
20181111T11-05,825,1311,0,0,191,30
20181111T10-05,853,1367,0,0,178,77
20181111T09-05,849,1504,0,0,82,95
20181111T08-05,854,1443,0,0,7,92
20181111T07-05,862,1416,0,0,0,84
20181111T06-05,858,1360,0,0,0,36
20181111T05-05,867,1261,0,0,0,29
20181111T04-05,870,1207,0,0,0,29
20181111T03-05,866,1184,0,0,0,30
20181111T02-05,873,1188,0,0,0,31
20181111T01-05,880,1190,0,0,0,30
20181111T00-05,879,1295,0,0,0,29
20181110T23-05,877,1285,0,0,0,64
20181110T22-05,881,1296,0,0,0,108
20181110T21-05,877,1308,0,0,0,133
20181110T20-05,879,1316,0,0,0,120
20181110T19-05,877,1329,0,0,0,112
20181110T18-05,863,1298,0,0,1,46
20181110T17-05,728,1317,0,0,64,24
20181110T16-05,690,1167,0,0,173,26
20181110T15-05,685,1161,0,0,193,27
20181110T14-05,673,1215,0,0,182,25
20181110T13-05,692,1224,0,0,150,25
20181110T12-05,706,1286,0,0,126,29
20181110T11-05,705,1346,0,0,107,26
20181110T10-05,706,1360,0,0,90,26
20181110T09-05,639,1409,0,0,65,26
20181110T08-05,640,1329,0,0,10,24
20181110T07-05,674,1360,0,0,0,27
20181110T06-05,701,1360,0,0,0,26
20181110T05-05,674,1351,0,0,0,26
20181110T04-05,667,1348,0,0,0,27
20181110T03-05,668,1335,0,0,0,27
20181110T02-05,673,1347,0,0,0,28
20181110T01-05,670,1352,0,0,0,27
20181110T00-05,718,1290,0,0,0,30
20181109T23-05,772,1371,0,0,0,28
20181109T22-05,869,1407,0,0,0,27
20181109T21-05,878,1498,0,0,0,27
20181109T20-05,876,1498,0,0,0,46
20181109T19-05,883,1503,0,0,0,133
20181109T18-05,885,1497,0,0,0,97
20181109T17-05,881,1487,0,0,15,25
20181109T16-05,880,1477,0,0,37,28
20181109T15-05,873,1451,0,0,58,25
20181109T14-05,833,1482,0,0,55,26
20181109T13-05,825,1491,0,0,46,26
20181109T12-05,829,1480,0,0,33,25
20181109T11-05,828,1493,0,0,29,26
20181109T10-05,827,1439,0,0,10,24
20181109T09-05,835,1420,0,0,10,27
20181109T08-05,873,1380,0,0,1,28
20181109T07-05,793,1408,0,0,0,26
20181109T06-05,756,1401,0,0,0,27
20181109T05-05,678,1391,0,0,0,30
20181109T04-05,675,1361,0,0,0,28
20181109T03-05,672,1381,0,0,0,30
20181109T02-05,672,1402,0,0,0,29
20181109T01-05,677,1330,0,0,0,30
20181109T00-05,732,1307,0,0,0,28
20181108T23-05,771,1439,0,0,0,28
20181108T22-05,852,1480,0,0,0,48
20181108T21-05,877,1477,0,0,0,155
20181108T20-05,872,1522,0,0,0,200
20181108T19-05,869,1540,0,0,0,212
20181108T18-05,880,1548,0,0,0,126
20181108T17-05,822,1526,0,0,7,89
20181108T16-05,824,1507,0,0,14,90
20181108T15-05,824,1493,0,0,32,86
20181108T14-05,825,1472,0,0,39,91
20181108T13-05,880,1465,0,0,47,47
20181108T12-05,886,1469,0,0,58,28
20181108T11-05,887,1469,0,0,38,24
20181108T10-05,886,1452,0,0,33,26
20181108T09-05,886,1429,0,0,16,25
20181108T08-05,889,1412,0,0,7,44
20181108T07-05,889,1357,0,0,0,44
20181108T06-05,884,1381,0,0,0,24
20181108T05-05,843,1334,0,0,0,29
20181108T04-05,801,1351,0,0,0,29
20181108T03-05,780,1354,0,0,0,30
20181108T02-05,786,1373,0,0,0,29
20181108T01-05,786,1321,0,0,0,29
20181108T00-05,875,1303,0,0,0,29
20181107T23-05,889,1333,0,0,0,27
20181107T22-05,886,1468,0,0,0,68
20181107T21-05,887,1484,0,0,0,193
20181107T20-05,884,1529,0,0,0,235
20181107T19-05,882,1544,0,0,0,236
20181107T18-05,883,1509,0,0,0,141
20181107T17-05,885,1455,0,0,10,89
20181107T16-05,885,1441,0,0,56,64
20181107T15-05,888,1444,0,0,79,25
20181107T14-05,882,1444,0,0,78,27
20181107T13-05,885,1349,0,0,106,24
20181107T12-05,885,1319,0,0,108,26
20181107T11-05,873,1326,0,0,91,23
20181107T10-05,846,1314,0,0,80,25
20181107T09-05,846,1333,0,0,61,26
20181107T08-05,843,1372,0,0,19,25
20181107T07-05,800,1413,0,0,0,25
20181107T06-05,789,1417,0,0,0,27
20181107T05-05,791,1360,0,0,0,25
20181107T04-05,786,1373,0,0,0,26
20181107T03-05,779,1351,0,0,0,27
20181107T02-05,783,1337,0,0,0,28
20181107T01-05,787,1334,0,0,0,27
20181107T00-05,785,1327,0,0,0,30
20181106T23-05,868,1372,0,0,0,32
20181106T22-05,881,1524,0,0,0,41
20181106T21-05,880,1539,0,0,0,96
20181106T20-05,876,1537,0,0,0,202
20181106T19-05,879,1529,0,0,0,232
20181106T18-05,880,1504,0,0,2,183
20181106T17-05,874,1498,0,0,20,159
20181106T16-05,883,1457,0,0,88,155
20181106T15-05,879,1433,0,0,105,170
20181106T14-05,882,1414,0,0,98,290
20181106T13-05,876,1350,0,0,97,234
20181106T12-05,872,1302,0,0,123,217
20181106T11-05,866,1338,0,0,133,217
20181106T10-05,871,1323,0,0,105,162
20181106T09-05,869,1373,0,0,51,88
20181106T08-05,869,1343,0,0,12,21
20181106T07-05,873,1271,0,0,0,21
20181106T06-05,871,1302,0,0,0,23
20181106T05-05,868,1363,0,0,0,23
20181106T04-05,870,1361,0,0,0,26
20181106T03-05,865,1375,0,0,0,25
20181106T02-05,872,1325,0,0,0,25
20181106T01-05,873,1357,0,0,0,26
20181106T00-05,875,1321,0,0,0,28
20181105T23-05,876,1326,0,0,0,27
20181105T22-05,871,1388,0,0,0,67
20181105T21-05,872,1376,0,0,0,140
20181105T20-05,875,1294,0,0,0,298
20181105T19-05,871,1295,0,0,0,296
20181105T18-05,871,1352,0,0,0,175
20181105T17-05,872,1282,0,0,9,157
20181105T16-05,870,1321,0,0,18,122
20181105T15-05,871,1355,0,0,16,86
20181105T14-05,875,1407,0,0,28,97
20181105T13-05,876,1397,0,0,34,87
20181105T12-05,870,1408,0,0,30,95
20181105T11-05,878,1377,0,0,34,97
20181105T10-05,873,1354,0,0,22,99
20181105T09-05,870,1344,0,0,9,80
20181105T08-05,876,1349,0,0,6,74
20181105T07-05,830,1395,0,0,0,34
20181105T06-05,731,1370,0,0,0,24
20181105T05-05,702,1348,0,0,0,25
20181105T04-05,701,1305,0,0,0,25
20181105T03-05,696,1321,0,0,0,24
20181105T02-05,733,1281,0,0,0,25
20181105T01-05,755,1263,0,0,0,25
20181105T00-05,740,1301,0,0,0,29
20181104T23-05,831,1244,0,0,0,27
20181104T22-05,867,1329,0,0,0,29
20181104T21-05,869,1403,0,0,0,88
20181104T20-05,869,1384,0,0,0,178
20181104T19-05,869,1404,0,0,0,195
20181104T18-05,846,1394,0,8,0,114
20181104T17-05,823,1334,0,32,11,41
20181104T16-05,830,1265,0,45,37,25
20181104T15-05,830,1214,0,49,66,24
20181104T14-05,825,1153,0,49,111,27
20181104T13-05,833,1137,0,50,125,26
20181104T12-05,832,1164,0,50,122,26
20181104T11-05,859,1183,0,50,143,26
20181104T10-05,891,1223,0,51,131,26
20181104T09-05,888,1277,0,50,128,28
20181104T08-05,894,1327,0,51,37,25
20181104T07-05,779,1338,0,50,0,27
20181104T06-05,692,1352,0,49,0,26
20181104T05-05,689,1342,0,51,0,25
20181104T04-05,692,1368,0,49,0,27
20181104T03-05,685,1396,0,47,0,29
20181104T02-05,682,1333,0,49,0,27
20181104T01-05,692,1329,0,50,0,29
20181104T01-04,689,1347,0,52,0,30
20181104T00-04,712,1342,0,54,0,52
20181103T23-04,741,1321,0,51,0,93
20181103T22-04,834,1307,0,50,0,100
20181103T21-04,838,1331,0,50,0,102
20181103T20-04,831,1350,0,49,0,94
20181103T19-04,833,1314,0,51,2,27
20181103T18-04,728,1300,0,57,60,25
20181103T17-04,682,1296,0,50,149,27
20181103T16-04,683,1312,0,30,161,27
20181103T15-04,681,1294,0,30,164,27
20181103T14-04,680,1308,0,33,158,25
20181103T13-04,680,1310,0,35,161,26
20181103T12-04,682,1311,0,32,164,27
20181103T11-04,739,1294,0,28,170,26
20181103T10-04,745,1378,0,25,138,29
20181103T09-04,742,1413,0,31,41,28
20181103T08-04,735,1402,0,25,0,27
20181103T07-04,727,1345,0,24,0,29
20181103T06-04,688,1401,0,26,0,27
20181103T05-04,685,1330,0,29,0,30
20181103T04-04,684,1263,0,29,0,29
20181103T03-04,681,1222,0,31,0,29
20181103T02-04,689,1232,0,29,0,29
20181103T01-04,693,1307,0,28,0,33
20181103T00-04,782,1267,0,33,0,34
20181102T23-04,825,1311,0,36,0,31
20181102T22-04,891,1325,0,40,0,71
20181102T21-04,885,1356,0,36,0,136
20181102T20-04,885,1397,0,39,0,161
20181102T19-04,888,1420,0,41,0,113
20181102T18-04,897,1403,0,45,2,94
20181102T17-04,895,1410,0,51,13,89
20181102T16-04,904,1381,0,52,14,132
20181102T15-04,904,1377,0,53,13,153
20181102T14-04,904,1400,0,52,22,134
20181102T13-04,901,1413,0,50,32,99
20181102T12-04,900,1380,0,53,21,144
20181102T11-04,905,1379,0,53,14,133
20181102T10-04,902,1371,0,54,16,97
20181102T09-04,902,1342,0,52,3,86
20181102T08-04,895,1327,0,57,0,122
20181102T07-04,863,1364,0,53,0,37
20181102T06-04,763,1335,0,53,0,25
20181102T05-04,755,1336,0,51,0,24
20181102T04-04,757,1304,0,55,0,26
20181102T03-04,754,1276,0,54,0,25
20181102T02-04,763,1285,0,50,0,25
20181102T01-04,754,1283,0,50,0,27
20181102T00-04,833,1249,0,57,0,30
20181101T23-04,858,1224,0,56,0,29
20181101T22-04,862,1339,0,66,0,39
20181101T21-04,861,1320,0,73,0,188
20181101T20-04,842,1334,0,50,0,267
20181101T19-04,783,1375,0,34,0,204
20181101T18-04,788,1354,0,32,24,144
20181101T17-04,789,1363,0,34,40,99
20181101T16-04,790,1330,0,39,88,30
20181101T15-04,788,1247,0,39,116,67
20181101T14-04,838,1358,0,39,124,180
20181101T13-04,834,1351,0,40,137,144
20181101T12-04,840,1386,0,37,124,93
20181101T11-04,870,1316,0,35,174,27
20181101T10-04,892,1342,0,42,150,27
20181101T09-04,890,1352,0,47,42,76
20181101T08-04,887,1410,0,42,1,106
20181101T07-04,797,1428,0,44,0,78
20181101T06-04,722,1315,0,45,0,27
20181101T05-04,724,1364,0,46,0,26
20181101T04-04,719,1331,0,45,0,26
20181101T03-04,716,1336,0,44,0,27
20181101T02-04,721,1307,0,45,0,29
20181101T01-04,729,1286,0,47,0,25
20181101T00-04,755,1254,0,53,0,28
