,coal,natural gas,nuclear,other,solar,hydro
20190731T13-04,910,1944,983,0,346,44
20190731T12-04,885,1871,982,0,347,11
20190731T11-04,819,1895,985,0,322,10
20190731T10-04,787,1744,981,0,295,9
20190731T09-04,670,1667,984,0,205,10
20190731T08-04,561,1697,983,0,62,9
20190731T07-04,563,1739,983,0,0,11
20190731T06-04,563,1720,983,0,0,12
20190731T05-04,558,1681,984,0,0,13
20190731T04-04,558,1712,984,0,0,12
20190731T03-04,554,1631,982,0,0,13
20190731T02-04,559,1626,986,0,0,15
20190731T01-04,562,1731,985,0,0,16
20190731T00-04,564,1968,983,0,0,16
20190730T23-04,672,2130,981,0,0,25
20190730T22-04,758,2154,984,1,0,201
20190730T21-04,778,2109,981,1,2,356
20190730T20-04,862,2081,983,1,69,415
20190730T19-04,869,2067,982,0,233,379
20190730T18-04,870,2102,982,1,304,374
20190730T17-04,871,2118,982,1,330,335
20190730T16-04,874,2105,982,3,322,294
20190730T15-04,877,2058,983,1,325,203
20190730T14-04,869,2025,982,1,329,136
20190730T13-04,786,1999,982,1,346,78
20190730T12-04,647,1966,983,0,364,71
20190730T11-04,561,1902,984,0,361,15
20190730T10-04,558,1827,984,0,344,9
20190730T09-04,559,1719,982,0,249,11
20190730T08-04,563,1610,985,0,71,11
20190730T07-04,558,1608,983,0,2,11
20190730T06-04,560,1631,983,0,0,11
20190730T05-04,559,1594,983,0,0,12
20190730T04-04,552,1580,983,0,0,12
20190730T03-04,554,1570,985,0,0,12
20190730T02-04,560,1541,983,0,0,13
20190730T01-04,558,1574,983,0,0,13
20190730T00-04,559,1642,983,0,0,12
20190729T23-04,665,1795,983,0,0,49
20190729T22-04,753,1777,983,0,0,238
20190729T21-04,752,1808,983,0,1,401
20190729T20-04,785,1878,982,1,75,421
20190729T19-04,868,1923,983,0,237,366
20190729T18-04,876,1915,982,0,314,344
20190729T17-04,872,1931,982,0,329,356
20190729T16-04,879,1928,981,0,311,305
20190729T15-04,867,1933,982,1,320,234
20190729T14-04,795,1933,981,0,320,206
20190729T13-04,651,1889,983,1,306,142
20190729T12-04,582,1776,982,0,329,91
20190729T11-04,560,1605,982,0,338,13
20190729T10-04,560,1436,984,0,317,11
20190729T09-04,558,1369,983,0,234,9
20190729T08-04,562,1461,985,0,71,9
20190729T07-04,559,1458,984,0,1,9
20190729T06-04,557,1412,984,0,0,12
20190729T05-04,556,1485,983,0,0,10
20190729T04-04,554,1503,983,0,0,14
20190729T03-04,556,1467,982,0,0,18
20190729T02-04,561,1451,982,0,0,18
20190729T01-04,558,1550,981,0,0,21
20190729T00-04,559,1659,983,0,0,18
20190728T23-04,602,1877,983,0,0,20
20190728T22-04,762,1914,983,0,0,22
20190728T21-04,908,1996,981,0,2,21
20190728T20-04,915,1982,983,0,59,136
20190728T19-04,915,1877,983,0,156,261
20190728T18-04,913,1768,982,0,211,374
20190728T17-04,870,1760,982,0,227,382
20190728T16-04,811,1765,982,0,270,357
20190728T15-04,796,1765,982,0,297,244
20190728T14-04,788,1718,981,0,294,192
20190728T13-04,775,1601,984,0,340,113
20190728T12-04,659,1568,982,0,344,31
20190728T11-04,556,1460,984,0,308,14
20190728T10-04,550,1406,984,0,276,16
20190728T09-04,555,1543,984,0,211,15
20190728T08-04,554,1549,983,0,71,16
20190728T07-04,547,1441,981,0,2,16
20190728T06-04,542,1434,984,0,0,16
20190728T05-04,540,1368,983,0,0,16
20190728T04-04,560,1388,981,0,0,15
20190728T03-04,555,1367,983,0,0,15
20190728T02-04,558,1407,982,0,0,17
20190728T01-04,562,1484,988,0,0,16
20190728T00-04,560,1692,980,0,0,16
20190727T23-04,559,1815,983,0,0,92
20190727T22-04,559,1989,982,0,0,177
20190727T21-04,599,1992,981,0,3,258
20190727T20-04,629,1984,982,0,76,359
20190727T19-04,625,1968,983,0,223,411
20190727T18-04,625,1963,980,0,306,393
20190727T17-04,592,1981,982,0,321,373
20190727T16-04,558,1947,981,0,346,329
20190727T15-04,561,1947,981,0,359,238
20190727T14-04,554,1887,982,0,366,202
20190727T13-04,558,1837,982,0,352,129
20190727T12-04,560,1722,984,0,372,38
20190727T11-04,560,1550,983,0,347,14
20190727T10-04,563,1456,983,0,326,14
20190727T09-04,561,1513,983,0,228,13
20190727T08-04,563,1595,983,0,79,13
20190727T07-04,562,1493,983,0,2,15
20190727T06-04,562,1487,984,0,0,13
20190727T05-04,559,1468,982,0,0,15
20190727T04-04,559,1440,983,0,0,14
20190727T03-04,558,1417,984,0,0,15
20190727T02-04,557,1457,982,0,0,15
20190727T01-04,560,1422,983,0,0,15
20190727T00-04,567,1516,984,0,0,15
20190726T23-04,559,1746,981,0,0,18
20190726T22-04,563,1805,982,1,0,202
20190726T21-04,567,1822,983,1,4,276
20190726T20-04,559,1844,983,2,65,324
20190726T19-04,609,1843,981,1,160,339
20190726T18-04,643,1850,981,1,221,328
20190726T17-04,661,1851,981,1,276,298
20190726T16-04,666,1860,983,1,320,265
20190726T15-04,664,1850,982,0,332,224
20190726T14-04,633,1846,981,1,338,174
20190726T13-04,599,1829,983,1,347,80
20190726T12-04,591,1704,983,0,335,83
20190726T11-04,561,1625,983,0,318,10
20190726T10-04,565,1592,982,0,268,11
20190726T09-04,559,1514,984,0,160,10
20190726T08-04,562,1502,981,0,39,10
20190726T07-04,562,1551,983,0,3,14
20190726T06-04,561,1535,982,0,0,12
20190726T05-04,559,1603,984,0,0,14
20190726T04-04,557,1615,983,0,0,13
20190726T03-04,553,1617,982,0,0,15
20190726T02-04,561,1557,981,0,0,15
20190726T01-04,562,1544,985,0,0,16
20190726T00-04,558,1572,982,0,0,15
20190725T23-04,564,1740,981,0,0,97
20190725T22-04,561,1952,981,0,0,135
20190725T21-04,617,1979,982,0,7,181
20190725T20-04,632,1942,982,0,75,291
20190725T19-04,631,1852,982,0,254,326
20190725T18-04,628,1827,981,0,327,382
20190725T17-04,626,1853,980,0,333,379
20190725T16-04,622,1851,981,0,333,294
20190725T15-04,620,1863,981,0,336,195
20190725T14-04,587,1822,982,0,322,144
20190725T13-04,558,1782,981,0,337,15
20190725T12-04,559,1643,983,0,355,14
20190725T11-04,562,1483,982,0,354,12
20190725T10-04,560,1384,984,0,333,15
20190725T09-04,562,1408,982,0,238,12
20190725T08-04,561,1425,983,0,76,13
20190725T07-04,561,1511,982,0,2,16
20190725T06-04,562,1456,984,0,0,18
20190725T05-04,558,1451,979,0,0,19
20190725T04-04,557,1437,981,0,0,19
20190725T03-04,556,1406,980,0,0,20
20190725T02-04,558,1386,982,0,0,16
20190725T01-04,560,1447,978,0,0,15
20190725T00-04,555,1523,982,0,0,17
20190724T23-04,554,1722,978,0,0,67
20190724T22-04,571,1911,980,0,0,141
20190724T21-04,648,1907,980,0,4,155
20190724T20-04,657,1934,980,0,88,210
20190724T19-04,672,1918,980,0,207,202
20190724T18-04,668,1893,982,0,276,218
20190724T17-04,665,1922,979,0,288,147
20190724T16-04,672,1818,981,0,295,148
20190724T15-04,670,1668,983,0,319,150
20190724T14-04,618,1639,980,0,298,125
20190724T13-04,575,1627,981,0,282,37
20190724T12-04,577,1481,983,0,289,14
20190724T11-04,572,1425,983,0,229,15
20190724T10-04,579,1321,981,0,180,14
20190724T09-04,576,1349,982,0,132,16
20190724T08-04,574,1469,986,0,36,15
20190724T07-04,582,1644,981,0,2,16
20190724T06-04,575,1514,982,0,0,17
20190724T05-04,598,1423,982,0,0,18
20190724T04-04,612,1420,982,0,0,19
20190724T03-04,609,1427,980,0,0,19
20190724T02-04,640,1409,984,0,0,20
20190724T01-04,704,1327,980,0,0,18
20190724T00-04,772,1347,983,0,0,20
20190723T23-04,766,1531,981,0,0,20
20190723T22-04,774,1764,981,1,0,19
20190723T21-04,865,1836,981,0,0,21
20190723T20-04,942,1876,984,1,27,60
20190723T19-04,1007,1883,982,0,35,138
20190723T18-04,1095,1849,979,1,120,149
20190723T17-04,985,1931,982,0,161,237
20190723T16-04,1005,1938,982,0,220,259
20190723T15-04,1063,1948,984,0,280,297
20190723T14-04,1011,1972,982,0,262,283
20190723T13-04,952,1972,981,0,290,183
20190723T12-04,893,1898,981,0,306,127
20190723T11-04,795,1751,983,0,311,101
20190723T10-04,794,1565,983,0,305,42
20190723T09-04,794,1624,983,0,194,13
20190723T08-04,785,1663,983,0,61,12
20190723T07-04,777,1645,982,0,1,16
20190723T06-04,774,1673,982,0,0,16
20190723T05-04,774,1675,983,0,0,16
20190723T04-04,771,1654,981,0,0,16
20190723T03-04,768,1669,984,0,0,16
20190723T02-04,774,1633,979,0,0,18
20190723T01-04,773,1651,982,0,0,20
20190723T00-04,818,1788,980,1,0,20
20190722T23-04,937,2090,981,1,0,22
20190722T22-04,1054,2193,981,0,0,113
20190722T21-04,1019,2214,981,0,3,227
20190722T20-04,994,2211,981,0,61,351
20190722T19-04,994,2162,982,0,163,410
20190722T18-04,992,2165,979,0,249,447
20190722T17-04,997,2229,981,0,271,412
20190722T16-04,1074,2231,980,0,282,314
20190722T15-04,1098,2264,981,0,254,268
20190722T14-04,1079,2215,982,0,262,206
20190722T13-04,998,2220,979,0,275,144
20190722T12-04,902,2161,980,0,301,97
20190722T11-04,869,1978,983,0,330,30
20190722T10-04,789,1804,981,0,321,15
20190722T09-04,784,1652,983,0,231,16
20190722T08-04,776,1704,982,0,87,14
20190722T07-04,776,1869,983,0,3,15
20190722T06-04,778,1916,982,0,0,15
20190722T05-04,772,1762,980,0,0,17
20190722T04-04,776,1703,981,0,0,17
20190722T03-04,765,1741,982,0,0,16
20190722T02-04,777,1826,980,0,0,18
20190722T01-04,800,1872,980,0,0,18
20190722T00-04,1041,1842,980,0,0,22
20190721T23-04,1103,2026,980,0,0,50
20190721T22-04,1104,2103,979,0,0,271
20190721T21-04,1104,2169,981,0,4,271
20190721T20-04,1106,2276,981,0,81,341
20190721T19-04,1103,2288,980,0,222,399
20190721T18-04,1104,2280,981,0,278,402
20190721T17-04,1098,2255,981,0,291,285
20190721T16-04,1117,2236,981,0,303,165
20190721T15-04,1160,2144,982,0,311,142
20190721T14-04,993,2220,982,0,328,114
20190721T13-04,905,2184,981,0,333,77
20190721T12-04,905,1982,981,0,352,53
20190721T11-04,842,1862,983,0,346,17
20190721T10-04,812,1820,980,0,323,17
20190721T09-04,797,1804,983,0,254,12
20190721T08-04,778,1755,982,0,83,15
20190721T07-04,773,1697,983,0,3,17
20190721T06-04,777,1722,981,0,0,17
20190721T05-04,773,1698,980,0,0,18
20190721T04-04,768,1671,981,0,0,18
20190721T03-04,773,1498,978,0,0,17
20190721T02-04,775,1548,981,0,0,17
20190721T01-04,774,1678,982,0,0,18
20190721T00-04,937,1979,979,0,0,20
20190720T23-04,1146,2116,982,0,0,18
20190720T22-04,1183,2221,979,0,0,136
20190720T21-04,1183,2248,981,0,4,231
20190720T20-04,1166,2248,982,0,88,313
20190720T19-04,1059,2252,981,0,235,417
20190720T18-04,1032,2255,977,0,294,428
20190720T17-04,1004,2258,983,0,320,429
20190720T16-04,939,2272,978,0,330,297
20190720T15-04,939,2265,984,0,346,266
20190720T14-04,940,2245,979,0,345,164
20190720T13-04,883,2190,982,0,351,68
20190720T12-04,844,2050,980,0,345,35
20190720T11-04,826,1877,985,0,334,9
20190720T10-04,781,1718,982,0,310,10
20190720T09-04,781,1704,984,0,215,8
20190720T08-04,777,1723,982,0,69,10
20190720T07-04,774,1632,984,0,4,9
20190720T06-04,778,1724,982,0,0,10
20190720T05-04,773,1707,985,0,0,10
20190720T04-04,769,1706,981,0,0,14
20190720T03-04,770,1647,981,0,0,14
20190720T02-04,773,1684,983,0,0,13
20190720T01-04,773,1826,981,0,0,15
20190720T00-04,831,2019,980,0,0,14
20190719T23-04,990,2186,982,0,0,14
20190719T22-04,1100,2359,981,0,0,46
20190719T21-04,1100,2348,980,0,0,222
20190719T20-04,1100,2271,981,0,43,444
20190719T19-04,1099,2288,983,0,150,479
20190719T18-04,1068,2296,979,0,263,431
20190719T17-04,1052,2279,980,0,316,395
20190719T16-04,1041,2290,982,0,303,395
20190719T15-04,971,2287,982,0,319,349
20190719T14-04,945,2278,982,0,329,264
20190719T13-04,947,2220,981,0,310,151
20190719T12-04,942,2088,982,0,302,110
20190719T11-04,915,1948,983,0,259,11
20190719T10-04,789,1922,980,0,209,12
20190719T09-04,778,1769,981,0,158,12
20190719T08-04,773,1695,983,0,59,11
20190719T07-04,772,1873,983,0,3,11
20190719T06-04,778,1835,982,0,0,12
20190719T05-04,778,1762,983,0,0,12
20190719T04-04,770,1816,981,0,0,14
20190719T03-04,770,1839,980,0,0,16
20190719T02-04,774,1797,982,0,0,15
20190719T01-04,775,1802,980,0,0,16
20190719T00-04,775,1911,983,0,0,16
20190718T23-04,825,2119,979,0,0,15
20190718T22-04,1005,2227,984,0,0,16
20190718T21-04,1181,2311,979,0,0,16
20190718T20-04,1226,2306,982,0,19,178
20190718T19-04,1215,2386,980,0,54,304
20190718T18-04,1190,2421,981,0,150,396
20190718T17-04,1198,2421,980,0,193,440
20190718T16-04,1192,2420,981,0,252,406
20190718T15-04,1196,2381,980,0,292,318
20190718T14-04,1173,2339,979,0,299,279
20190718T13-04,1073,2274,983,0,326,206
20190718T12-04,1013,2120,981,0,312,166
20190718T11-04,955,2033,980,0,273,14
20190718T10-04,785,1946,982,0,259,12
20190718T09-04,781,1956,983,0,164,13
20190718T08-04,779,1859,980,0,52,10
20190718T07-04,775,1825,983,0,3,13
20190718T06-04,780,1893,983,0,0,14
20190718T05-04,780,1873,980,0,0,14
20190718T04-04,773,1885,981,0,0,15
20190718T03-04,772,1840,979,0,0,13
20190718T02-04,781,1786,981,0,0,16
20190718T01-04,775,1821,979,0,0,14
20190718T00-04,855,1877,981,0,0,15
20190717T23-04,1005,2110,979,0,0,14
20190717T22-04,1197,2190,979,0,0,14
20190717T21-04,1211,2270,980,0,1,85
20190717T20-04,1224,2323,980,0,45,233
20190717T19-04,1230,2315,983,0,152,293
20190717T18-04,1232,2319,979,0,232,289
20190717T17-04,1179,2397,980,0,263,250
20190717T16-04,1178,2379,981,0,292,231
20190717T15-04,1170,2375,980,0,270,258
20190717T14-04,1152,2315,983,0,303,215
20190717T13-04,1098,2260,978,0,313,200
20190717T12-04,979,2213,981,0,316,93
20190717T11-04,934,2034,982,0,306,28
20190717T10-04,832,1872,984,0,278,14
20190717T09-04,786,1695,981,0,214,11
20190717T08-04,774,1695,981,0,67,11
20190717T07-04,780,1680,983,0,6,10
20190717T06-04,783,1680,981,0,0,11
20190717T05-04,783,1680,981,0,0,10
20190717T04-04,780,1634,984,0,0,13
20190717T03-04,779,1610,980,0,0,13
20190717T02-04,787,1632,981,0,0,12
20190717T01-04,786,1716,982,0,0,14
20190717T00-04,826,1926,982,0,0,14
20190716T23-04,961,2063,981,0,0,15
20190716T22-04,1088,2129,982,0,0,91
20190716T21-04,1155,2136,981,0,4,153
20190716T20-04,1184,2191,982,0,75,158
20190716T19-04,1184,2166,982,0,177,156
20190716T18-04,1228,2130,980,0,238,156
20190716T17-04,1237,2152,981,0,269,157
20190716T16-04,1228,2139,979,0,292,154
20190716T15-04,1203,2107,979,0,320,157
20190716T14-04,1057,2166,981,0,328,158
20190716T13-04,999,2070,982,0,283,124
20190716T12-04,1005,1883,983,0,337,73
20190716T11-04,999,1687,979,0,332,13
20190716T10-04,1001,1525,984,0,313,13
20190716T09-04,995,1523,982,0,239,13
20190716T08-04,988,1531,983,0,76,13
20190716T07-04,907,1568,982,0,7,12
20190716T06-04,793,1590,983,0,0,13
20190716T05-04,783,1553,981,0,0,15
20190716T04-04,780,1497,980,0,0,16
20190716T03-04,778,1483,982,0,0,14
20190716T02-04,784,1454,981,0,0,16
20190716T01-04,783,1520,981,0,0,16
20190716T00-04,789,1713,980,0,0,14
20190715T23-04,857,1901,980,0,0,14
20190715T22-04,1013,1943,980,0,0,73
20190715T21-04,1007,1962,978,0,3,186
20190715T20-04,1012,1980,981,0,27,245
20190715T19-04,1003,2001,979,0,77,275
20190715T18-04,1006,2053,982,0,138,285
20190715T17-04,1069,2122,980,0,179,256
20190715T16-04,1087,2162,980,0,226,260
20190715T15-04,1082,2139,982,0,247,274
20190715T14-04,1072,2107,980,0,282,206
20190715T13-04,1034,2025,979,0,299,98
20190715T12-04,898,2023,984,0,311,42
20190715T11-04,785,1897,982,0,287,8
20190715T10-04,774,1602,984,0,287,9
20190715T09-04,783,1492,981,0,246,9
20190715T08-04,783,1510,982,0,93,13
20190715T07-04,783,1617,983,0,4,13
20190715T06-04,778,1641,985,0,0,19
20190715T05-04,779,1621,981,0,0,17
20190715T04-04,775,1621,982,0,0,22
20190715T03-04,772,1584,979,0,0,23
20190715T02-04,779,1555,982,0,0,22
20190715T01-04,781,1674,981,0,0,21
20190715T00-04,905,1712,982,0,0,22
20190714T23-04,1015,1783,980,0,0,18
20190714T22-04,1046,1982,980,0,0,43
20190714T21-04,1044,1991,979,0,2,131
20190714T20-04,999,1974,981,0,57,268
20190714T19-04,945,1962,982,0,180,353
20190714T18-04,948,1931,978,0,234,392
20190714T17-04,944,1921,980,1,272,309
20190714T16-04,944,1972,980,1,272,199
20190714T15-04,901,2010,981,0,239,148
20190714T14-04,871,1983,981,0,272,47
20190714T13-04,865,1867,982,0,307,12
20190714T12-04,797,1686,983,0,324,11
20190714T11-04,791,1572,985,0,310,11
20190714T10-04,780,1498,980,0,255,11
20190714T09-04,746,1470,984,0,202,12
20190714T08-04,745,1362,985,0,79,11
20190714T07-04,764,1337,982,1,5,11
20190714T06-04,766,1352,984,0,0,11
20190714T05-04,783,1317,979,0,0,11
20190714T04-04,782,1232,982,0,0,11
20190714T03-04,783,1245,983,0,0,11
20190714T02-04,777,1276,980,0,0,13
20190714T01-04,782,1326,981,0,0,11
20190714T00-04,780,1418,982,0,0,11
20190713T23-04,781,1629,981,0,0,10
20190713T22-04,775,1821,982,0,0,55
20190713T21-04,774,1834,981,0,0,146
20190713T20-04,772,1878,984,0,4,308
20190713T19-04,838,1904,980,0,57,368
20190713T18-04,1048,1891,982,0,158,321
20190713T17-04,1065,1860,983,0,208,365
20190713T16-04,1063,1800,981,0,281,334
20190713T15-04,1184,1799,982,0,286,156
20190713T14-04,1182,1904,984,0,310,15
20190713T13-04,1013,1927,979,0,321,10
20190713T12-04,977,1758,983,0,331,12
20190713T11-04,825,1631,984,0,333,12
20190713T10-04,783,1456,980,0,314,11
20190713T09-04,782,1339,985,0,220,10
20190713T08-04,782,1185,983,0,78,10
20190713T07-04,783,1276,981,0,7,10
20190713T06-04,777,1557,985,0,0,10
20190713T05-04,775,1588,982,0,0,14
20190713T04-04,771,1636,981,0,0,15
20190713T03-04,774,1590,981,0,0,17
20190713T02-04,769,1616,982,0,0,19
20190713T01-04,770,1705,978,0,0,22
20190713T00-04,801,1908,981,0,0,22
20190712T23-04,937,1990,980,0,0,21
20190712T22-04,1046,2067,980,0,0,64
20190712T21-04,968,2103,979,0,3,187
20190712T20-04,969,2083,980,0,59,288
20190712T19-04,968,2061,982,0,166,328
20190712T18-04,973,2063,978,0,245,313
20190712T17-04,969,2077,983,0,279,316
20190712T16-04,969,2062,982,0,298,259
20190712T15-04,980,2089,981,0,284,144
20190712T14-04,1043,2033,983,0,284,39
20190712T13-04,1036,1955,980,0,242,16
20190712T12-04,902,1896,983,0,267,16
20190712T11-04,842,1776,983,0,228,14
20190712T10-04,772,1677,982,0,224,14
20190712T09-04,771,1522,983,0,139,14
20190712T08-04,776,1548,982,0,66,15
20190712T07-04,771,1506,983,0,2,14
20190712T06-04,768,1622,983,0,0,14
20190712T05-04,774,1617,982,0,0,15
20190712T04-04,766,1613,982,0,0,15
20190712T03-04,768,1574,982,0,0,19
20190712T02-04,775,1629,981,0,0,18
20190712T01-04,863,1571,980,1,0,19
20190712T00-04,885,1658,986,0,0,19
20190711T23-04,892,1971,980,0,0,20
20190711T22-04,890,2147,982,0,0,67
20190711T21-04,892,2152,981,0,4,200
20190711T20-04,888,2157,982,0,55,317
20190711T19-04,887,2144,982,0,217,334
20190711T18-04,892,2161,982,0,263,358
20190711T17-04,934,2155,982,0,288,333
20190711T16-04,994,2211,981,0,277,271
20190711T15-04,984,2240,984,0,296,144
20190711T14-04,981,2212,982,0,270,41
20190711T13-04,976,2099,983,1,270,12
20190711T12-04,827,1979,984,0,237,12
20190711T11-04,776,1785,983,0,229,12
20190711T10-04,778,1648,981,0,187,13
20190711T09-04,777,1530,984,0,142,12
20190711T08-04,774,1437,982,0,57,13
20190711T07-04,775,1495,986,0,3,15
20190711T06-04,777,1688,980,0,0,17
20190711T05-04,775,1678,984,0,0,18
20190711T04-04,774,1667,983,0,0,19
20190711T03-04,769,1601,981,0,0,19
20190711T02-04,778,1597,983,0,0,20
20190711T01-04,779,1598,981,0,0,19
20190711T00-04,775,1704,979,0,0,21
20190710T23-04,803,2044,982,0,0,20
20190710T22-04,896,2197,981,0,0,32
20190710T21-04,864,2226,979,1,6,132
20190710T20-04,831,2198,982,2,72,220
20190710T19-04,761,2201,980,1,182,277
20190710T18-04,792,2215,980,2,136,309
20190710T17-04,745,2200,979,1,106,370
20190710T16-04,671,2172,981,2,129,422
20190710T15-04,588,2213,980,2,168,334
20190710T14-04,500,2272,982,3,212,180
20190710T13-04,512,2247,982,1,204,23
20190710T12-04,462,2315,980,1,205,8
20190710T11-04,438,2223,982,0,184,12
20190710T10-04,439,2104,984,0,157,13
20190710T09-04,437,2059,981,0,111,13
20190710T08-04,439,1996,983,0,44,14
20190710T07-04,437,2051,982,0,1,16
20190710T06-04,440,2023,980,0,0,13
20190710T05-04,523,1732,981,0,0,18
20190710T04-04,769,1611,981,0,0,16
20190710T03-04,747,1562,979,0,0,20
20190710T02-04,748,1560,979,0,0,20
20190710T01-04,777,1589,979,0,0,20
20190710T00-04,757,1725,981,0,0,19
20190709T23-04,735,1966,979,0,0,20
20190709T22-04,771,2115,981,0,0,30
20190709T21-04,774,2135,979,0,2,120
20190709T20-04,770,2058,982,0,29,405
20190709T19-04,770,2072,980,0,88,464
20190709T18-04,774,2109,981,0,76,527
20190709T17-04,768,2141,983,0,87,566
20190709T16-04,785,2185,978,0,135,473
20190709T15-04,900,2305,983,0,174,101
20190709T14-04,802,2307,981,0,202,13
20190709T13-04,820,2204,983,0,182,13
20190709T12-04,772,2124,983,0,185,14
20190709T11-04,772,1907,981,0,161,12
20190709T10-04,769,1677,982,0,125,10
20190709T09-04,775,1712,983,0,90,11
20190709T08-04,774,1627,983,0,33,14
20190709T07-04,777,1507,982,0,4,14
20190709T06-04,773,1662,984,0,0,18
20190709T05-04,770,1832,980,0,0,19
20190709T04-04,769,1822,982,0,0,19
20190709T03-04,765,1830,981,1,0,19
20190709T02-04,771,1772,981,1,0,23
20190709T01-04,770,1737,979,0,0,23
20190709T00-04,768,1861,979,1,0,23
20190708T23-04,820,2020,981,0,0,23
20190708T22-04,873,2230,979,0,0,24
20190708T21-04,964,2271,981,0,1,29
20190708T20-04,953,2253,980,0,63,148
20190708T19-04,906,2262,981,0,152,234
20190708T18-04,839,2254,980,0,191,366
20190708T17-04,781,2320,984,0,224,376
20190708T16-04,735,2398,980,0,245,328
20190708T15-04,723,2421,983,1,253,272
20190708T14-04,671,2346,980,1,263,331
20190708T13-04,664,2308,984,1,275,208
20190708T12-04,625,2253,981,0,281,113
20190708T11-04,502,2206,983,0,258,20
20190708T10-04,437,2019,984,0,254,21
20190708T09-04,440,1927,983,0,191,20
20190708T08-04,437,1881,982,0,74,21
20190708T07-04,439,1856,983,0,5,21
20190708T06-04,441,1883,984,0,0,23
20190708T05-04,439,1883,983,0,0,21
20190708T04-04,435,1840,983,0,0,21
20190708T03-04,463,1797,982,0,0,22
20190708T02-04,572,1639,981,0,0,23
20190708T01-04,571,1634,985,0,0,27
20190708T00-04,584,1467,981,0,0,46
20190707T23-04,669,1673,982,0,0,50
20190707T22-04,668,1841,985,0,0,103
20190707T21-04,671,1820,979,0,9,165
20190707T20-04,662,1804,982,0,49,220
20190707T19-04,663,1863,981,0,119,236
20190707T18-04,663,1872,982,0,148,294
20190707T17-04,666,1793,981,0,209,347
20190707T16-04,946,1670,982,0,214,301
20190707T15-04,1212,1673,984,0,225,145
20190707T14-04,1178,1618,983,0,231,119
20190707T13-04,1036,1612,984,0,241,45
20190707T12-04,857,1589,985,0,256,15
20190707T11-04,776,1372,986,0,243,13
20190707T10-04,776,1192,982,0,199,15
20190707T09-04,774,1271,986,0,116,15
20190707T08-04,777,1355,983,1,24,17
20190707T07-04,777,1324,985,0,1,15
20190707T06-04,774,1322,985,0,0,17
20190707T05-04,775,1342,984,0,0,17
20190707T04-04,771,1333,982,0,0,16
20190707T03-04,773,1343,983,0,0,18
20190707T02-04,774,1336,983,0,0,17
20190707T01-04,774,1399,984,0,0,18
20190707T00-04,776,1606,982,0,0,20
20190706T23-04,780,1689,984,1,0,161
20190706T22-04,774,1748,985,1,0,274
20190706T21-04,838,1812,983,0,2,177
20190706T20-04,971,1820,983,2,48,213
20190706T19-04,964,1803,984,1,124,253
20190706T18-04,962,1800,981,1,171,269
20190706T17-04,944,1792,984,1,232,280
20190706T16-04,910,1733,982,1,228,234
20190706T15-04,923,1660,982,1,234,173
20190706T14-04,865,1614,986,1,194,99
20190706T13-04,840,1618,983,1,176,14
20190706T12-04,784,1484,984,0,216,16
20190706T11-04,775,1262,985,1,224,15
20190706T10-04,777,1107,986,0,190,16
20190706T09-04,777,1084,984,1,122,16
20190706T08-04,778,1112,985,1,32,15
20190706T07-04,775,1181,986,1,1,15
20190706T06-04,775,1181,984,1,0,17
20190706T05-04,773,1118,984,0,0,17
20190706T04-04,772,1106,986,0,0,19
20190706T03-04,772,1124,985,1,0,20
20190706T02-04,776,1143,986,0,0,20
20190706T01-04,778,1156,983,0,0,20
20190706T00-04,774,1231,983,1,0,20
20190705T23-04,774,1297,988,0,0,68
20190705T22-04,778,1371,984,0,0,134
20190705T21-04,775,1410,984,0,2,140
20190705T20-04,776,1517,983,0,7,127
20190705T19-04,774,1605,984,0,5,217
20190705T18-04,776,1714,984,0,6,246
20190705T17-04,774,1787,983,0,39,239
20190705T16-04,775,1800,981,0,121,237
20190705T15-04,776,1786,981,0,174,219
20190705T14-04,776,1778,982,0,222,131
20190705T13-04,768,1724,982,0,237,74
20190705T12-04,766,1652,985,0,235,62
20190705T11-04,775,1541,986,0,211,12
20190705T10-04,771,1361,983,0,169,10
20190705T09-04,770,1285,984,0,104,13
20190705T08-04,774,1265,985,0,39,14
20190705T07-04,775,1283,985,0,4,14
20190705T06-04,776,1278,983,0,0,14
20190705T05-04,772,1268,983,0,0,17
20190705T04-04,770,1263,982,1,0,17
20190705T03-04,768,1225,982,0,0,16
20190705T02-04,774,1257,984,0,0,16
20190705T01-04,773,1265,982,0,0,18
20190705T00-04,776,1366,983,0,0,19
20190704T23-04,777,1475,982,0,0,21
20190704T22-04,774,1606,983,0,0,21
20190704T21-04,772,1653,983,0,1,32
20190704T20-04,774,1655,981,0,19,164
20190704T19-04,773,1779,981,0,45,220
20190704T18-04,790,1924,983,0,72,217
20190704T17-04,841,2079,982,0,78,266
20190704T16-04,842,2100,981,0,92,345
20190704T15-04,843,2093,982,0,123,293
20190704T14-04,844,2091,984,0,206,183
20190704T13-04,843,2089,981,0,193,142
20190704T12-04,820,2015,983,0,205,18
20190704T11-04,775,1828,984,0,182,13
20190704T10-04,772,1657,983,0,175,11
20190704T09-04,775,1599,984,0,136,11
20190704T08-04,776,1516,984,0,59,14
20190704T07-04,773,1528,986,0,6,10
20190704T06-04,772,1553,984,0,0,12
20190704T05-04,772,1582,984,0,0,14
20190704T04-04,770,1573,984,0,0,12
20190704T03-04,771,1503,983,0,0,13
20190704T02-04,774,1575,984,0,0,13
20190704T01-04,779,1620,983,0,0,14
