,coal,natural gas,solar,hydro,wind
20180924T08-07,2696,637,14,719,470
20180924T07-07,2632,624,1,669,591
20180924T06-07,2482,531,0,618,567
20180924T05-07,2502,477,0,530,557
20180924T04-07,2423,426,0,486,669
20180924T03-07,2427,438,0,486,598
20180924T02-07,2463,440,0,499,375
20180924T01-07,2484,450,0,554,356
20180924T00-07,2463,471,0,581,392
20180923T23-07,2549,507,0,692,484
20180923T22-07,2580,561,0,681,540
20180923T21-07,2773,643,0,733,547
20180923T20-07,2857,686,0,778,483
20180923T19-07,2903,709,0,805,499
20180923T18-07,2899,708,4,845,425
20180923T17-07,2882,715,25,863,439
20180923T16-07,2877,702,36,835,364
20180923T15-07,2822,687,34,821,192
20180923T14-07,2791,681,38,812,154
20180923T13-07,2757,649,38,770,210
20180923T12-07,2745,621,39,725,151
20180923T11-07,2670,594,44,688,125
20180923T10-07,2671,564,43,626,116
20180923T09-07,2601,529,35,618,103
20180923T08-07,2592,491,20,532,156
20180923T07-07,2461,456,5,487,262
20180923T06-07,2467,446,0,569,299
20180923T05-07,2422,434,0,563,361
20180923T04-07,2359,424,0,472,485
20180923T03-07,2300,423,0,460,481
20180923T02-07,2301,432,0,481,380
20180923T01-07,2251,446,0,575,391
20180923T00-07,2234,468,0,631,478
20180922T23-07,2302,508,0,741,565
20180922T22-07,2481,553,0,693,637
20180922T21-07,2670,603,0,765,594
20180922T20-07,2746,642,0,833,508
20180922T19-07,2869,658,0,880,388
20180922T18-07,2891,646,8,894,233
20180922T17-07,2853,658,32,891,216
20180922T16-07,2814,661,35,877,203
20180922T15-07,2736,674,42,884,174
20180922T14-07,2676,630,45,816,158
20180922T13-07,2589,645,45,830,164
20180922T12-07,2652,708,45,850,170
20180922T11-07,2571,577,45,786,224
20180922T10-07,2522,548,46,710,268
20180922T09-07,2410,526,46,699,304
20180922T08-07,2308,497,33,647,338
20180922T07-07,2295,462,6,572,401
20180922T06-07,2292,451,0,547,456
20180922T05-07,2204,431,0,518,475
20180922T04-07,2163,427,0,495,475
20180922T03-07,2163,427,0,495,520
20180922T02-07,2177,427,0,494,612
20180922T01-07,306,429,0,545,382
20180922T00-07,2329,454,0,639,663
20180921T23-07,2340,486,0,747,655
20180921T22-07,2460,483,0,754,695
20180921T21-07,2542,571,0,835,695
20180921T20-07,2584,614,0,868,691
20180921T19-07,2627,636,0,874,687
20180921T18-07,2781,603,8,890,609
20180921T17-07,2801,609,31,890,532
20180921T16-07,2806,614,42,865,441
20180921T15-07,2776,599,42,875,364
20180921T14-07,2721,593,41,849,313
20180921T13-07,2725,587,41,835,285
20180921T12-07,2776,585,41,831,243
20180921T11-07,2782,582,41,772,181
20180921T10-07,2772,577,41,794,125
20180921T09-07,2796,576,39,774,98
20180921T08-07,2834,562,27,744,80
20180921T07-07,2949,512,5,679,138
20180921T06-07,2823,452,0,605,281
20180921T05-07,2665,425,0,525,394
20180921T04-07,2536,419,0,493,405
20180921T03-07,2517,423,0,491,335
20180921T02-07,2559,424,0,496,344
20180921T01-07,2525,448,0,552,416
20180921T00-07,2579,453,0,614,381
20180920T23-07,2656,544,0,731,509
20180920T22-07,2653,578,0,769,441
20180920T21-07,2800,646,0,881,211
20180920T20-07,2911,703,0,862,197
20180920T19-07,2976,703,0,898,331
20180920T18-07,3015,681,9,900,208
20180920T17-07,3045,697,33,903,143
20180920T16-07,2943,706,41,901,122
20180920T15-07,2908,686,41,864,149
20180920T14-07,2864,671,40,887,190
20180920T13-07,2855,664,41,866,220
20180920T12-07,2937,654,38,869,176
20180920T11-07,3017,653,39,827,177
20180920T10-07,2949,638,36,783,137
20180920T09-07,2959,616,32,763,135
20180920T08-07,2959,576,19,742,49
20180920T07-07,2922,532,3,710,61
20180920T06-07,2878,582,0,601,174
20180920T05-07,2745,527,0,551,188
20180920T04-07,2626,493,0,517,138
20180920T03-07,2569,486,0,522,165
20180920T02-07,2494,499,0,529,73
20180920T01-07,2444,512,0,565,134
20180920T00-07,2370,512,0,642,220
20180919T23-07,2419,572,0,736,455
20180919T22-07,2537,609,0,850,466
20180919T21-07,2635,676,0,929,577
20180919T20-07,2652,686,0,935,548
20180919T19-07,2853,715,0,938,507
20180919T18-07,2965,718,1,951,355
20180919T17-07,3002,705,2,954,328
20180919T16-07,3012,719,6,942,283
20180919T15-07,2979,749,11,958,236
20180919T14-07,2963,755,15,947,234
20180919T13-07,2932,736,16,873,218
20180919T12-07,2947,717,21,871,203
20180919T11-07,2773,707,24,863,239
20180919T10-07,2690,689,17,834,311
20180919T09-07,2726,673,14,789,338
20180919T08-07,2837,627,10,680,286
20180919T07-07,2789,594,4,701,230
20180919T06-07,2610,586,0,623,308
20180919T05-07,2491,524,0,571,304
20180919T04-07,2371,468,0,527,278
20180919T03-07,2376,466,0,523,277
20180919T02-07,2344,498,0,563,305
20180919T01-07,2356,516,0,560,399
20180919T00-07,2462,547,0,567,503
20180918T23-07,2441,635,0,701,604
20180918T22-07,2511,655,0,814,640
20180918T21-07,2769,691,0,908,676
20180918T20-07,2964,723,0,968,662
20180918T19-07,3005,751,0,951,614
20180918T18-07,3008,774,8,982,504
20180918T17-07,3053,817,32,997,406
20180918T16-07,3055,836,41,994,347
20180918T15-07,3052,841,42,990,307
20180918T14-07,3039,848,42,952,238
20180918T13-07,3016,821,43,908,214
20180918T12-07,2954,791,43,908,219
20180918T11-07,2858,717,44,890,252
20180918T10-07,2754,681,44,845,261
20180918T09-07,2669,635,43,791,219
20180918T08-07,2701,612,33,726,228
20180918T07-07,2680,576,8,647,312
20180918T06-07,2645,666,0,558,226
20180918T05-07,2517,526,0,530,194
20180918T04-07,2501,490,0,505,286
20180918T03-07,2457,484,0,515,253
20180918T02-07,2425,493,0,505,272
20180918T01-07,2425,509,0,517,344
20180918T00-07,2390,539,0,620,457
20180917T23-07,2483,608,0,773,445
20180917T22-07,2595,626,0,850,426
20180917T21-07,2643,747,0,917,382
20180917T20-07,2719,826,0,961,327
20180917T19-07,2719,868,0,946,233
20180917T18-07,2746,882,8,948,188
20180917T17-07,2798,921,31,970,223
20180917T16-07,2794,937,39,950,71
20180917T15-07,2782,873,38,967,54
20180917T14-07,2751,838,38,943,59
20180917T13-07,2767,771,40,927,58
20180917T12-07,2757,769,42,900,79
20180917T11-07,2711,766,43,856,152
20180917T10-07,2714,746,43,800,149
20180917T09-07,2591,741,43,764,186
20180917T08-07,2570,681,34,733,265
20180917T07-07,2607,637,7,683,322
20180917T06-07,2538,664,0,656,308
20180917T05-07,2517,604,0,552,163
20180917T04-07,2498,504,0,530,155
20180917T03-07,2392,492,0,527,239
20180917T02-07,2363,460,0,526,340
20180917T01-07,2421,513,0,527,438
20180917T00-07,2436,543,0,583,449
20180916T23-07,2529,582,0,707,437
20180916T22-07,2623,606,0,752,513
20180916T21-07,2812,700,0,806,579
20180916T20-07,3017,791,0,952,587
20180916T19-07,2960,852,0,957,547
20180916T18-07,3043,860,8,896,379
20180916T17-07,3089,875,34,957,181
20180916T16-07,3057,877,45,945,107
20180916T15-07,2855,854,45,948,77
20180916T14-07,2732,859,45,888,77
20180916T13-07,2618,768,45,841,108
20180916T12-07,2524,725,45,744,147
20180916T11-07,2441,677,45,684,166
20180916T10-07,2374,630,45,646,133
20180916T09-07,2277,607,44,618,131
20180916T08-07,2116,556,35,563,190
20180916T07-07,2058,510,9,522,303
20180916T06-07,2004,539,0,520,355
20180916T05-07,1951,532,0,531,349
20180916T04-07,1949,528,0,504,396
20180916T03-07,1938,533,0,506,474
20180916T02-07,1935,543,0,527,518
20180916T01-07,1921,560,0,549,607
20180916T00-07,1910,590,0,616,686
20180915T23-07,1971,622,0,672,717
20180915T22-07,2014,643,0,760,708
20180915T21-07,2057,708,0,862,719
20180915T20-07,2115,743,0,982,701
20180915T19-07,2154,773,0,993,677
20180915T18-07,2152,794,10,1011,598
20180915T17-07,2155,804,27,993,540
20180915T16-07,2151,811,40,1015,520
20180915T15-07,2118,784,40,1023,543
20180915T14-07,2076,781,40,952,496
20180915T13-07,1990,792,37,918,461
20180915T12-07,2014,786,42,894,433
20180915T11-07,2019,803,44,810,409
20180915T10-07,2088,780,45,753,218
20180915T09-07,2112,751,45,679,130
20180915T08-07,2063,639,37,607,145
20180915T07-07,2055,571,9,588,215
20180915T06-07,2074,533,0,574,259
20180915T05-07,2177,515,0,529,281
20180915T04-07,2179,522,0,493,304
20180915T03-07,2133,566,0,544,339
20180915T02-07,2298,546,0,544,370
20180915T01-07,2495,537,0,518,457
20180915T00-07,2478,568,0,631,487
20180914T23-07,2575,614,0,728,487
20180914T22-07,2649,645,0,777,458
20180914T21-07,2851,698,0,848,469
20180914T20-07,2965,711,0,904,486
20180914T19-07,2942,792,0,925,377
20180914T18-07,3010,842,13,974,255
20180914T17-07,3036,878,38,998,188
20180914T16-07,3059,892,46,990,173
20180914T15-07,3062,880,46,1000,164
20180914T14-07,3081,838,47,976,126
20180914T13-07,2994,809,47,960,128
20180914T12-07,2902,830,47,920,130
20180914T11-07,2852,815,46,868,116
20180914T10-07,2777,745,47,836,114
20180914T09-07,2730,706,46,796,173
20180914T08-07,2693,656,38,711,238
20180914T07-07,2650,615,12,623,362
20180914T06-07,2577,632,0,595,391
20180914T05-07,2539,565,0,569,410
20180914T04-07,2490,534,0,539,349
20180914T03-07,2383,527,0,533,431
20180914T02-07,2418,535,0,551,440
20180914T01-07,2513,549,0,608,383
20180914T00-07,2553,578,0,654,379
20180913T23-07,2652,626,0,761,464
20180913T22-07,2856,658,0,845,579
20180913T21-07,3041,744,0,911,643
20180913T20-07,3186,784,0,947,656
20180913T19-07,3213,831,0,989,649
20180913T18-07,3239,836,16,998,532
20180913T17-07,3358,873,40,992,365
20180913T16-07,3339,869,48,990,237
20180913T15-07,3364,868,48,967,237
20180913T14-07,3275,800,47,917,158
20180913T13-07,3282,809,47,917,155
20180913T12-07,3272,802,48,883,106
20180913T11-07,3190,783,47,838,75
20180913T10-07,3093,745,47,814,78
20180913T09-07,2963,707,46,790,49
20180913T08-07,2903,660,40,774,121
20180913T07-07,2965,618,13,638,372
20180913T06-07,2682,618,0,649,455
20180913T05-07,2609,542,0,592,537
20180913T04-07,2570,546,0,552,510
20180913T03-07,2533,528,0,551,529
20180913T02-07,2559,533,0,551,592
20180913T01-07,2617,555,0,577,561
20180913T00-07,2713,576,0,636,499
20180912T23-07,2772,616,0,747,537
20180912T22-07,2841,648,0,858,602
20180912T21-07,2961,729,0,887,635
20180912T20-07,3028,765,0,978,660
20180912T19-07,3090,771,0,993,635
20180912T18-07,3118,780,16,1010,570
20180912T17-07,3180,809,40,982,555
20180912T16-07,3203,818,47,957,503
20180912T15-07,3221,820,47,949,401
20180912T14-07,3148,767,48,917,305
20180912T13-07,3076,754,48,858,252
20180912T12-07,3043,778,48,851,225
20180912T11-07,3048,755,48,840,149
20180912T10-07,3021,720,47,826,83
20180912T09-07,2959,685,47,750,83
20180912T08-07,3057,642,40,713,137
20180912T07-07,3074,601,12,650,245
20180912T06-07,2825,594,0,666,402
20180912T05-07,2628,547,0,588,380
20180912T04-07,2442,513,0,532,404
20180912T03-07,2404,489,0,523,394
20180912T02-07,2480,494,0,526,358
20180912T01-07,2570,511,0,511,378
20180912T00-07,2638,477,0,624,384
20180911T23-07,2805,513,0,734,400
20180911T22-07,2977,595,0,832,472
20180911T21-07,3081,736,0,912,360
20180911T20-07,3166,786,0,984,263
20180911T19-07,3228,788,0,990,326
20180911T18-07,3287,732,12,980,329
20180911T17-07,3373,753,37,964,386
20180911T16-07,3459,773,44,948,403
20180911T15-07,3529,762,33,951,423
20180911T14-07,3475,771,39,930,332
20180911T13-07,3470,761,46,914,297
20180911T12-07,3378,766,42,894,316
20180911T11-07,3333,743,43,868,279
20180911T10-07,3231,710,48,854,284
20180911T09-07,3143,663,48,805,281
20180911T08-07,2989,634,38,789,297
20180911T07-07,3068,599,11,643,378
20180911T06-07,2869,563,0,635,419
20180911T05-07,2685,490,0,549,401
20180911T04-07,2576,480,0,524,400
20180911T03-07,2454,476,0,537,423
20180911T02-07,2540,479,0,559,466
20180911T01-07,2574,491,0,559,505
20180911T00-07,2525,518,0,643,547
20180910T23-07,2680,603,0,733,616
20180910T22-07,3005,613,0,853,614
20180910T21-07,3238,689,0,904,643
20180910T20-07,3367,738,0,966,641
20180910T19-07,3442,761,0,969,522
20180910T18-07,3521,771,14,1015,355
20180910T17-07,3587,790,37,1012,342
20180910T16-07,3584,882,42,998,275
20180910T15-07,3558,846,41,987,237
20180910T14-07,3584,770,32,930,195
20180910T13-07,3509,743,43,905,161
20180910T12-07,3518,733,44,872,109
20180910T11-07,3420,718,45,821,59
20180910T10-07,3348,691,45,790,29
20180910T09-07,3343,661,44,751,30
20180910T08-07,3283,623,34,688,60
20180910T07-07,3233,589,9,649,149
20180910T06-07,3145,639,0,620,156
20180910T05-07,2920,579,0,589,189
20180910T04-07,2815,542,0,559,206
20180910T03-07,2776,531,0,558,241
20180910T02-07,2745,547,0,549,274
20180910T01-07,2783,557,0,557,289
20180910T00-07,2694,613,0,687,326
20180909T23-07,2807,631,0,772,403
20180909T22-07,3067,696,0,757,467
20180909T21-07,3253,777,0,813,490
20180909T20-07,3307,806,0,935,434
20180909T19-07,3371,801,0,951,383
20180909T18-07,3412,800,13,950,344
20180909T17-07,3481,802,32,941,229
20180909T16-07,3476,806,37,932,166
20180909T15-07,3481,797,30,903,162
20180909T14-07,3463,809,40,866,183
20180909T13-07,3414,749,44,831,134
20180909T12-07,3392,706,43,793,132
20180909T11-07,3061,647,43,764,144
20180909T10-07,2903,619,44,739,166
20180909T09-07,2909,574,43,679,194
20180909T08-07,2942,573,34,643,232
20180909T07-07,2850,540,11,635,226
20180909T06-07,2710,535,0,588,373
20180909T05-07,2766,524,0,582,402
20180909T04-07,2836,516,0,584,406
20180909T03-07,2880,514,0,575,389
20180909T02-07,2845,523,0,572,338
20180909T01-07,2707,540,0,603,365
20180909T00-07,2721,623,0,634,361
20180908T23-07,2847,663,0,736,462
20180908T22-07,3007,650,0,853,571
20180908T21-07,3049,698,0,953,595
20180908T20-07,3127,709,0,1013,664
20180908T19-07,3177,725,0,992,649
20180908T18-07,3158,727,13,1045,635
20180908T17-07,3273,790,34,1044,486
20180908T16-07,3280,810,40,1021,342
20180908T15-07,3285,799,34,1044,278
20180908T14-07,3365,771,45,994,236
20180908T13-07,3294,750,46,945,207
20180908T12-07,3278,697,46,873,181
20180908T11-07,3219,668,47,861,148
20180908T10-07,3108,653,46,765,150
20180908T09-07,3069,633,38,779,144
20180908T08-07,3082,606,27,740,90
20180908T07-07,3012,580,5,691,71
20180908T06-07,3059,613,0,609,83
20180908T05-07,2952,599,0,547,100
20180908T04-07,2925,587,0,519,94
20180908T03-07,2865,586,0,520,103
20180908T02-07,2919,593,0,522,102
20180908T01-07,3008,609,0,533,115
20180908T00-07,3013,634,0,647,94
20180907T23-07,3183,668,0,763,141
20180907T22-07,3290,667,0,914,176
20180907T21-07,3392,714,0,1027,194
20180907T20-07,3481,787,0,1077,220
20180907T19-07,3552,787,1,1084,214
20180907T18-07,3574,810,17,1122,153
20180907T17-07,3565,834,41,1156,120
20180907T16-07,3574,839,47,1168,86
20180907T15-07,3568,834,48,1180,29
20180907T14-07,3564,796,46,1152,19
20180907T13-07,3540,790,47,1105,11
20180907T12-07,3513,819,47,1022,11
20180907T11-07,3502,604,46,998,9
20180907T10-07,3455,807,41,879,6
20180907T09-07,3357,734,39,861,14
20180907T08-07,3388,706,28,765,2
20180907T07-07,3429,675,5,635,11
20180907T06-07,3362,670,0,626,4
20180907T05-07,3269,621,0,559,-1
20180907T04-07,3199,589,0,571,2
20180907T03-07,3114,580,0,533,14
20180907T02-07,3029,585,0,526,19
20180907T01-07,3093,593,0,537,55
20180907T00-07,2964,619,0,639,126
20180906T23-07,3131,599,0,761,156
20180906T22-07,3155,624,0,932,118
20180906T21-07,3230,732,0,1014,130
20180906T20-07,3380,759,0,1124,128
20180906T19-07,3405,776,1,1164,93
20180906T18-07,3422,756,18,1195,109
20180906T17-07,3439,749,40,1204,128
20180906T16-07,3481,739,31,1191,105
20180906T15-07,3481,732,33,1115,108
20180906T14-07,3419,713,23,1106,134
20180906T13-07,3238,706,32,974,120
20180906T12-07,3153,701,44,956,112
20180906T11-07,3116,702,47,919,113
20180906T10-07,3158,688,46,890,107
20180906T09-07,3097,663,40,872,96
20180906T08-07,3051,688,26,805,77
20180906T07-07,3048,672,5,816,83
20180906T06-07,3133,640,0,692,79
20180906T05-07,3078,584,0,605,76
20180906T04-07,3053,555,0,570,77
20180906T03-07,3033,544,0,567,85
20180906T02-07,3052,549,0,565,96
20180906T01-07,3123,553,0,559,119
20180906T00-07,3121,486,0,697,129
20180905T23-07,3220,571,0,808,147
20180905T22-07,3133,575,0,911,172
20180905T21-07,3365,606,0,996,237
20180905T20-07,3447,623,0,1037,253
20180905T19-07,3482,601,0,1099,180
20180905T18-07,3458,592,6,1116,169
20180905T17-07,3511,575,26,1105,157
20180905T16-07,3490,529,27,1150,200
20180905T15-07,3460,445,31,1167,278
20180905T14-07,3495,461,27,1061,282
20180905T13-07,3394,483,31,1073,147
20180905T12-07,3408,490,26,1017,116
20180905T11-07,3406,477,29,1008,79
20180905T10-07,3253,650,30,852,87
20180905T09-07,3291,635,17,837,113
20180905T08-07,3314,612,11,792,123
20180905T07-07,3417,607,2,848,176
20180905T06-07,3302,578,0,685,201
20180905T05-07,3163,533,0,610,177
20180905T04-07,3131,504,0,590,158
20180905T03-07,3071,497,0,594,140
20180905T02-07,3049,502,0,591,146
20180905T01-07,3057,512,0,602,158
20180905T00-07,3163,516,0,685,216
20180904T23-07,3215,553,0,893,228
20180904T22-07,3228,603,0,954,261
20180904T21-07,3452,665,0,1053,278
20180904T20-07,3485,693,0,1105,283
20180904T19-07,3572,704,0,1070,279
20180904T18-07,3620,703,4,1118,272
20180904T17-07,3642,711,16,1171,134
20180904T16-07,3673,667,20,1158,117
20180904T15-07,3663,677,27,1160,108
20180904T14-07,3638,687,31,1076,103
20180904T13-07,3592,683,45,1034,81
20180904T12-07,3528,695,47,964,94
20180904T11-07,3410,699,41,902,122
20180904T10-07,3288,699,36,903,70
20180904T09-07,3158,676,33,872,45
20180904T08-07,3191,642,16,817,50
20180904T07-07,3074,638,4,758,55
20180904T06-07,3119,546,0,717,31
20180904T05-07,3097,498,0,678,57
20180904T04-07,2996,468,0,628,112
20180904T03-07,2919,461,0,606,148
20180904T02-07,2884,466,0,611,214
20180904T01-07,2881,475,0,595,290
20180904T00-07,2936,500,0,677,302
20180903T23-07,3121,520,0,797,285
20180903T22-07,3132,542,0,870,241
20180903T21-07,3457,602,0,937,191
20180903T20-07,3506,637,0,1069,171
20180903T19-07,3493,635,0,1134,208
20180903T18-07,3494,632,13,1167,226
20180903T17-07,3441,642,26,1148,155
20180903T16-07,3364,645,40,1156,122
20180903T15-07,3242,641,37,1092,111
20180903T14-07,3023,635,26,1031,239
20180903T13-07,2996,535,37,984,220
20180903T12-07,3033,623,36,925,174
20180903T11-07,3010,607,44,816,142
20180903T10-07,2914,575,28,812,132
20180903T09-07,2744,566,14,747,100
20180903T08-07,2826,545,15,726,43
20180903T07-07,2724,512,1,695,47
20180903T06-07,2915,499,0,630,38
20180903T05-07,2964,483,0,623,22
20180903T04-07,2987,468,0,579,62
20180903T03-07,2800,463,0,583,91
20180903T02-07,2786,468,0,611,126
20180903T01-07,2791,478,0,601,155
20180903T00-07,2722,503,0,629,227
20180902T23-07,2864,536,0,725,315
20180902T22-07,2861,530,0,854,333
20180902T21-07,3186,609,0,879,383
20180902T20-07,3377,627,0,972,265
20180902T19-07,3421,626,1,1017,286
20180902T18-07,3449,621,18,1019,204
20180902T17-07,3477,624,38,1034,102
20180902T16-07,3415,628,36,1000,94
20180902T15-07,3418,662,29,993,44
20180902T14-07,3331,640,31,927,31
20180902T13-07,3340,645,46,889,59
20180902T12-07,3148,633,45,864,53
20180902T11-07,3086,578,45,839,42
20180902T10-07,2948,561,44,780,26
20180902T09-07,2828,536,44,745,50
20180902T08-07,2744,471,38,790,113
20180902T07-07,2791,451,12,648,242
20180902T06-07,2781,476,0,568,327
20180902T05-07,2709,421,0,651,133
20180902T04-07,2637,413,0,581,205
20180902T03-07,2693,429,0,538,220
20180902T02-07,2727,445,0,562,183
20180902T01-07,2790,451,0,568,109
20180902T00-07,2829,505,0,633,146
20180901T23-07,2855,516,0,776,213
20180901T22-07,2865,508,0,907,222
20180901T21-07,3022,621,0,981,441
20180901T20-07,3162,649,0,904,561
20180901T19-07,3194,631,0,1042,475
20180901T18-07,3235,625,10,1072,377
20180901T17-07,3253,659,17,1061,488
20180901T16-07,3275,682,26,1023,406
20180901T15-07,3331,654,29,978,299
20180901T14-07,3359,640,20,1014,161
20180901T13-07,3258,648,21,994,100
20180901T12-07,3246,652,28,927,152
20180901T11-07,3162,631,40,885,159
20180901T10-07,3066,605,46,824,112
20180901T09-07,2895,570,40,855,39
20180901T08-07,2868,536,26,786,47
20180901T07-07,2819,499,9,731,136
20180901T06-07,2717,473,0,653,165
20180901T05-07,2599,433,0,602,303
20180901T04-07,2623,426,0,571,298
20180901T03-07,2640,473,0,567,314
20180901T02-07,2713,482,0,608,385
20180901T01-07,2769,497,0,708,405
20180901T00-07,2962,515,0,797,333
20180831T23-07,3196,474,0,966,259
20180831T22-07,3226,436,0,1097,275
20180831T21-07,3437,479,0,1213,227
20180831T20-07,3430,540,0,1277,261
20180831T19-07,3434,543,0,1314,188
20180831T18-07,3467,567,11,1315,331
20180831T17-07,3544,601,22,1336,321
20180831T16-07,3662,600,27,1297,317
20180831T15-07,3698,579,31,1357,220
20180831T14-07,3666,510,39,1364,107
20180831T13-07,3559,498,36,1258,94
20180831T12-07,3556,454,42,1185,62
20180831T11-07,3449,453,36,1185,89
20180831T10-07,3379,417,43,1162,135
20180831T09-07,3217,400,34,1100,120
20180831T08-07,3322,403,20,959,180
