,wind
20190819T09-06,55
20190819T08-06,115
20190819T07-06,135
20190819T06-06,100
20190819T05-06,147
20190819T04-06,154
20190819T03-06,134
20190819T02-06,109
20190819T01-06,88
20190818T23-06,98
20190818T22-06,95
20190818T21-06,63
20190818T20-06,32
20190818T19-06,20
20190818T18-06,33
20190818T17-06,56
20190818T16-06,55
20190818T15-06,57
20190818T14-06,58
20190818T13-06,67
20190818T12-06,101
20190818T11-06,112
20190818T10-06,96
20190818T09-06,90
20190818T08-06,136
20190818T07-06,147
20190818T06-06,141
20190818T05-06,99
20190818T04-06,69
20190818T03-06,57
20190818T02-06,49
20190818T01-06,28
20190817T23-06,28
20190817T22-06,42
20190817T21-06,14
20190817T20-06,37
20190817T19-06,13
20190817T18-06,10
20190817T17-06,4
20190817T16-06,6
20190817T15-06,2
20190817T14-06,0
20190817T13-06,0
20190817T12-06,0
20190817T11-06,0
20190817T10-06,0
20190817T09-06,0
20190817T08-06,0
20190817T07-06,1
20190817T06-06,10
20190817T05-06,20
20190817T04-06,26
20190817T03-06,23
20190817T02-06,42
20190817T01-06,60
20190816T23-06,55
20190816T22-06,73
20190816T21-06,46
20190816T20-06,76
20190816T19-06,139
20190816T18-06,145
20190816T17-06,134
20190816T16-06,125
20190816T15-06,47
20190816T14-06,3
20190816T13-06,0
20190816T12-06,4
20190816T11-06,15
20190816T10-06,39
20190816T09-06,42
20190816T08-06,95
20190816T07-06,150
20190816T06-06,148
20190816T05-06,132
20190816T04-06,108
20190816T03-06,99
20190816T02-06,115
20190816T01-06,133
20190815T23-06,70
20190815T22-06,38
20190815T21-06,37
20190815T20-06,54
20190815T19-06,65
20190815T18-06,41
20190815T17-06,27
20190815T16-06,8
20190815T15-06,14
20190815T14-06,8
20190815T13-06,1
20190815T12-06,0
20190815T11-06,0
20190815T10-06,1
20190815T09-06,18
20190815T08-06,63
20190815T07-06,78
20190815T06-06,108
20190815T05-06,137
20190815T04-06,142
20190815T03-06,127
20190815T02-06,85
20190815T01-06,65
20190814T23-06,115
20190814T22-06,112
20190814T21-06,170
20190814T20-06,171
20190814T19-06,150
20190814T18-06,121
20190814T17-06,60
20190814T16-06,42
20190814T15-06,44
20190814T14-06,23
20190814T13-06,14
20190814T12-06,2
20190814T11-06,0
20190814T10-06,0
20190814T09-06,0
20190814T08-06,0
20190814T07-06,0
20190814T06-06,0
20190814T05-06,0
20190814T04-06,2
20190814T03-06,16
20190814T02-06,16
20190814T01-06,14
20190813T23-06,1
20190813T22-06,0
20190813T21-06,1
20190813T20-06,0
20190813T19-06,8
20190813T18-06,4
20190813T17-06,4
20190813T16-06,5
20190813T15-06,7
20190813T14-06,0
20190813T13-06,0
20190813T12-06,0
20190813T11-06,0
20190813T10-06,0
20190813T09-06,0
20190813T08-06,0
20190813T07-06,0
20190813T06-06,0
20190813T05-06,0
20190813T04-06,0
20190813T03-06,0
20190813T02-06,0
20190813T01-06,0
20190812T23-06,0
20190812T22-06,0
20190812T21-06,2
20190812T20-06,6
20190812T19-06,5
20190812T18-06,22
20190812T17-06,62
20190812T16-06,62
20190812T15-06,100
20190812T14-06,63
20190812T13-06,76
20190812T12-06,59
20190812T11-06,46
20190812T10-06,47
20190812T09-06,78
20190812T08-06,87
20190812T07-06,96
20190812T06-06,80
20190812T05-06,66
20190812T04-06,67
20190812T03-06,65
20190812T02-06,70
20190812T01-06,76
20190811T23-06,43
20190811T22-06,22
20190811T21-06,1
20190811T20-06,7
20190811T19-06,29
20190811T18-06,24
20190811T17-06,33
20190811T16-06,14
20190811T15-06,8
20190811T14-06,54
20190811T13-06,45
20190811T12-06,48
20190811T11-06,16
20190811T10-06,0
20190811T09-06,0
20190811T08-06,0
20190811T07-06,0
20190811T06-06,0
20190811T05-06,0
20190811T04-06,1
20190811T03-06,3
20190811T02-06,0
20190811T01-06,12
20190810T23-06,6
20190810T22-06,9
20190810T21-06,1
20190810T20-06,2
20190810T19-06,4
20190810T18-06,4
20190810T17-06,0
20190810T16-06,0
20190810T15-06,2
20190810T14-06,5
20190810T13-06,10
20190810T12-06,20
20190810T11-06,26
20190810T10-06,60
20190810T09-06,52
20190810T08-06,61
20190810T07-06,72
20190810T06-06,94
20190810T05-06,91
20190810T04-06,94
20190810T03-06,104
20190810T02-06,97
20190810T01-06,88
20190809T23-06,110
20190809T22-06,103
20190809T21-06,94
20190809T20-06,98
20190809T19-06,111
20190809T18-06,124
20190809T17-06,143
20190809T16-06,121
20190809T15-06,109
20190809T14-06,95
20190809T13-06,130
20190809T12-06,140
20190809T11-06,133
20190809T10-06,142
20190809T09-06,143
20190809T08-06,68
20190809T07-06,37
20190809T06-06,1
20190809T05-06,3
20190809T04-06,12
20190809T03-06,28
20190809T02-06,65
20190809T01-06,71
20190808T23-06,42
20190808T22-06,37
20190808T21-06,32
20190808T20-06,13
20190808T19-06,0
20190808T18-06,0
20190808T17-06,0
20190808T16-06,2
20190808T15-06,3
20190808T14-06,0
20190808T13-06,0
20190808T12-06,0
20190808T11-06,0
20190808T10-06,0
20190808T09-06,0
20190808T08-06,0
20190808T07-06,0
20190808T06-06,0
20190808T05-06,24
20190808T04-06,69
20190808T03-06,95
20190808T02-06,110
20190808T01-06,101
20190807T23-06,110
20190807T22-06,82
20190807T21-06,40
20190807T20-06,26
20190807T19-06,12
20190807T18-06,3
20190807T17-06,4
20190807T16-06,8
20190807T15-06,6
20190807T14-06,9
20190807T13-06,14
20190807T12-06,21
20190807T11-06,12
20190807T10-06,7
20190807T09-06,2
20190807T08-06,0
20190807T07-06,0
20190807T06-06,0
20190807T05-06,1
20190807T04-06,9
20190807T03-06,26
20190807T02-06,48
20190807T01-06,73
20190806T23-06,146
20190806T22-06,128
20190806T21-06,69
20190806T20-06,64
20190806T19-06,38
20190806T18-06,17
20190806T17-06,4
20190806T16-06,4
20190806T15-06,0
20190806T14-06,0
20190806T13-06,0
20190806T12-06,0
20190806T11-06,10
20190806T10-06,30
20190806T09-06,46
20190806T08-06,89
20190806T07-06,117
20190806T06-06,75
20190806T05-06,85
20190806T04-06,86
20190806T03-06,95
20190806T02-06,71
20190806T01-06,47
20190805T23-06,59
20190805T22-06,71
20190805T21-06,55
20190805T20-06,32
20190805T19-06,39
20190805T18-06,41
20190805T17-06,25
20190805T16-06,16
20190805T15-06,14
20190805T14-06,16
20190805T13-06,35
20190805T12-06,24
20190805T11-06,1
20190805T10-06,0
20190805T09-06,0
20190805T08-06,0
20190805T07-06,0
20190805T06-06,0
20190805T05-06,1
20190805T04-06,7
20190805T03-06,14
20190805T02-06,5
20190805T01-06,11
20190804T23-06,70
20190804T22-06,60
20190804T21-06,28
20190804T20-06,42
20190804T19-06,21
20190804T18-06,20
20190804T17-06,12
20190804T16-06,5
20190804T15-06,2
20190804T14-06,1
20190804T13-06,7
20190804T12-06,15
20190804T11-06,30
20190804T10-06,51
20190804T09-06,80
20190804T08-06,106
20190804T07-06,126
20190804T06-06,114
20190804T05-06,69
20190804T04-06,47
20190804T03-06,43
20190804T02-06,6
20190804T01-06,24
20190803T23-06,34
20190803T22-06,34
20190803T21-06,30
20190803T20-06,21
20190803T19-06,28
20190803T18-06,33
20190803T17-06,47
20190803T16-06,46
20190803T15-06,54
20190803T14-06,58
20190803T13-06,40
20190803T12-06,47
20190803T11-06,38
20190803T10-06,56
20190803T09-06,74
20190803T08-06,137
20190803T07-06,153
20190803T06-06,154
20190803T05-06,167
20190803T04-06,181
20190803T03-06,150
20190803T02-06,144
20190803T01-06,158
20190802T23-06,136
20190802T22-06,121
20190802T21-06,86
20190802T20-06,46
20190802T19-06,12
20190802T18-06,15
20190802T17-06,11
20190802T16-06,34
20190802T15-06,27
20190802T14-06,16
20190802T13-06,2
20190802T12-06,0
20190802T11-06,1
20190802T10-06,19
20190802T09-06,48
20190802T08-06,91
20190802T07-06,117
20190802T06-06,120
20190802T05-06,78
20190802T04-06,35
20190802T03-06,19
20190802T02-06,40
20190802T01-06,43
20190801T23-06,32
20190801T22-06,43
20190801T21-06,38
20190801T20-06,60
20190801T19-06,49
20190801T18-06,14
20190801T17-06,11
20190801T16-06,42
20190801T15-06,25
20190801T14-06,6
20190801T13-06,4
20190801T12-06,0
20190801T11-06,0
20190801T10-06,0
20190801T09-06,18
20190801T08-06,83
20190801T07-06,62
20190801T06-06,83
20190801T05-06,111
20190801T04-06,109
20190801T03-06,55
20190801T02-06,43
20190801T01-06,12
20190731T23-06,12
20190731T22-06,14
20190731T21-06,5
20190731T20-06,12
20190731T19-06,33
20190731T18-06,20
20190731T17-06,9
20190731T16-06,3
20190731T15-06,2
20190731T14-06,0
20190731T13-06,0
20190731T12-06,0
20190731T11-06,0
20190731T10-06,6
20190731T09-06,25
20190731T08-06,51
20190731T07-06,58
20190731T06-06,67
20190731T05-06,61
20190731T04-06,59
20190731T03-06,56
20190731T02-06,73
20190731T01-06,66
20190730T23-06,95
20190730T22-06,79
20190730T21-06,34
20190730T20-06,69
20190730T19-06,83
20190730T18-06,92
20190730T17-06,107
20190730T16-06,114
20190730T15-06,101
20190730T14-06,110
20190730T13-06,79
20190730T12-06,57
20190730T11-06,38
20190730T10-06,20
20190730T09-06,1
20190730T08-06,0
20190730T07-06,0
20190730T06-06,0
20190730T05-06,0
20190730T04-06,7
20190730T03-06,18
20190730T02-06,26
20190730T01-06,49
20190729T23-06,43
20190729T22-06,43
20190729T21-06,22
20190729T20-06,3
20190729T19-06,12
20190729T18-06,22
20190729T17-06,29
20190729T16-06,21
20190729T15-06,6
20190729T14-06,6
20190729T13-06,7
20190729T12-06,13
20190729T11-06,15
20190729T10-06,15
20190729T09-06,25
20190729T08-06,45
20190729T07-06,51
20190729T06-06,61
20190729T05-06,81
20190729T04-06,92
20190729T03-06,105
20190729T02-06,97
20190729T01-06,64
20190728T23-06,30
20190728T22-06,41
20190728T21-06,33
20190728T20-06,26
20190728T19-06,15
20190728T18-06,3
20190728T17-06,7
20190728T16-06,10
20190728T15-06,11
20190728T14-06,16
20190728T13-06,15
20190728T12-06,22
20190728T11-06,27
20190728T10-06,37
20190728T09-06,24
20190728T08-06,34
20190728T07-06,48
20190728T06-06,75
20190728T05-06,46
20190728T04-06,13
20190728T03-06,0
20190728T02-06,0
20190728T01-06,4
20190727T23-06,159
20190727T22-06,163
20190727T21-06,125
20190727T20-06,153
20190727T19-06,161
20190727T18-06,159
20190727T17-06,143
20190727T16-06,155
20190727T15-06,165
20190727T14-06,177
20190727T13-06,179
20190727T12-06,169
20190727T11-06,157
20190727T10-06,95
20190727T09-06,58
20190727T08-06,34
20190727T07-06,50
20190727T06-06,61
20190727T05-06,68
20190727T04-06,51
20190727T03-06,61
20190727T02-06,68
20190727T01-06,57
20190726T23-06,91
20190726T22-06,79
20190726T21-06,85
20190726T20-06,66
20190726T19-06,85
20190726T18-06,73
20190726T17-06,33
20190726T16-06,15
20190726T15-06,8
20190726T14-06,3
20190726T13-06,1
20190726T12-06,1
20190726T11-06,2
20190726T10-06,11
20190726T09-06,20
20190726T08-06,66
20190726T07-06,104
20190726T06-06,119
20190726T05-06,110
20190726T04-06,116
20190726T03-06,139
20190726T02-06,156
20190726T01-06,151
20190725T23-06,127
20190725T22-06,144
20190725T21-06,112
20190725T20-06,120
20190725T19-06,123
20190725T18-06,103
20190725T17-06,103
20190725T16-06,110
20190725T15-06,100
20190725T14-06,85
20190725T13-06,112
20190725T12-06,108
20190725T11-06,115
20190725T10-06,96
20190725T09-06,64
20190725T08-06,72
20190725T07-06,84
20190725T06-06,79
20190725T05-06,130
20190725T04-06,141
20190725T03-06,110
20190725T02-06,102
20190725T01-06,154
20190724T23-06,122
20190724T22-06,137
20190724T21-06,159
20190724T20-06,175
20190724T19-06,177
20190724T18-06,176
20190724T17-06,176
20190724T16-06,169
20190724T15-06,173
20190724T14-06,176
20190724T13-06,178
20190724T12-06,180
20190724T11-06,178
20190724T10-06,169
20190724T09-06,140
20190724T08-06,82
20190724T07-06,75
20190724T06-06,27
20190724T05-06,37
20190724T04-06,53
20190724T03-06,63
20190724T02-06,44
20190724T01-06,24
20190723T23-06,15
20190723T22-06,17
20190723T21-06,89
20190723T20-06,78
20190723T19-06,53
20190723T18-06,29
20190723T17-06,6
20190723T16-06,15
20190723T15-06,17
20190723T14-06,18
20190723T13-06,23
20190723T12-06,17
20190723T11-06,6
20190723T10-06,3
20190723T09-06,3
20190723T08-06,6
20190723T07-06,7
20190723T06-06,2
20190723T05-06,2
20190723T04-06,24
20190723T03-06,26
20190723T02-06,36
20190723T01-06,48
20190722T23-06,0
20190722T22-06,2
20190722T21-06,0
20190722T20-06,0
20190722T19-06,0
20190722T18-06,0
20190722T17-06,8
20190722T16-06,13
20190722T15-06,22
20190722T14-06,33
20190722T13-06,59
20190722T12-06,50
20190722T11-06,41
20190722T10-06,44
20190722T09-06,46
20190722T08-06,48
20190722T07-06,44
20190722T06-06,53
20190722T05-06,62
20190722T04-06,91
20190722T03-06,93
20190722T02-06,86
20190722T01-06,104
20190721T23-06,61
20190721T22-06,39
20190721T21-06,28
20190721T20-06,23
20190721T19-06,16
20190721T18-06,11
20190721T17-06,8
20190721T16-06,8
20190721T15-06,16
20190721T14-06,32
20190721T13-06,10
20190721T12-06,0
20190721T11-06,0
20190721T10-06,0
20190721T09-06,0
20190721T08-06,3
20190721T07-06,1
20190721T06-06,0
20190721T05-06,2
20190721T04-06,16
20190721T03-06,18
20190721T02-06,28
20190721T01-06,37
20190720T23-06,27
20190720T22-06,29
20190720T21-06,16
20190720T20-06,67
20190720T19-06,145
20190720T18-06,23
20190720T17-06,15
20190720T16-06,6
20190720T15-06,8
20190720T14-06,11
20190720T13-06,18
20190720T12-06,35
20190720T11-06,60
20190720T10-06,79
20190720T09-06,111
20190720T08-06,116
20190720T07-06,149
20190720T06-06,134
20190720T05-06,124
20190720T04-06,60
20190720T03-06,53
20190720T02-06,134
20190720T01-06,162
20190719T23-06,180
20190719T22-06,170
20190719T21-06,179
20190719T20-06,178
20190719T19-06,178
20190719T18-06,176
20190719T17-06,179
20190719T16-06,177
20190719T15-06,175
20190719T14-06,153
20190719T13-06,111
20190719T12-06,87
20190719T11-06,79
20190719T10-06,52
20190719T09-06,42
20190719T08-06,73
20190719T07-06,74
20190719T06-06,72
20190719T05-06,65
20190719T04-06,56
20190719T03-06,96
20190719T02-06,114
20190719T01-06,145
20190718T23-06,152
20190718T22-06,156
20190718T21-06,154
20190718T20-06,152
20190718T19-06,163
20190718T18-06,161
20190718T17-06,179
20190718T16-06,149
20190718T15-06,169
20190718T14-06,179
20190718T13-06,128
20190718T12-06,146
20190718T11-06,180
20190718T10-06,157
20190718T09-06,111
20190718T08-06,54
20190718T07-06,38
20190718T06-06,34
20190718T05-06,45
20190718T04-06,117
20190718T03-06,145
20190718T02-06,103
20190718T01-06,143
20190717T23-06,135
20190717T22-06,162
20190717T21-06,172
20190717T20-06,174
20190717T19-06,180
20190717T18-06,177
20190717T17-06,173
20190717T16-06,163
20190717T15-06,144
20190717T14-06,109
20190717T13-06,75
20190717T12-06,57
20190717T11-06,25
20190717T10-06,28
20190717T09-06,28
20190717T08-06,52
20190717T07-06,52
20190717T06-06,47
20190717T05-06,45
20190717T04-06,40
20190717T03-06,48
20190717T02-06,26
20190717T01-06,19
20190716T23-06,16
20190716T22-06,6
20190716T21-06,21
20190716T20-06,18
20190716T19-06,1
20190716T18-06,16
20190716T17-06,10
20190716T16-06,14
20190716T15-06,33
20190716T14-06,26
20190716T13-06,6
20190716T12-06,8
20190716T11-06,11
20190716T10-06,13
20190716T09-06,9
20190716T08-06,3
20190716T07-06,0
20190716T06-06,3
20190716T05-06,58
20190716T04-06,103
20190716T03-06,80
20190716T02-06,50
20190716T01-06,56
20190715T23-06,35
20190715T22-06,13
20190715T21-06,8
20190715T20-06,2
20190715T19-06,0
20190715T18-06,0
20190715T17-06,1
20190715T16-06,2
20190715T15-06,0
20190715T14-06,3
20190715T13-06,5
20190715T12-06,2
20190715T11-06,1
20190715T10-06,0
20190715T09-06,2
20190715T08-06,20
20190715T07-06,49
20190715T06-06,58
20190715T05-06,20
20190715T04-06,0
20190715T03-06,5
20190715T02-06,30
20190715T01-06,52
20190714T23-06,131
20190714T22-06,116
20190714T21-06,96
20190714T20-06,93
20190714T19-06,119
20190714T18-06,95
20190714T17-06,109
20190714T16-06,123
20190714T15-06,130
20190714T14-06,125
20190714T13-06,126
20190714T12-06,78
20190714T11-06,35
20190714T10-06,20
20190714T09-06,6
20190714T08-06,0
20190714T07-06,9
20190714T06-06,11
20190714T05-06,8
20190714T04-06,9
20190714T03-06,22
20190714T02-06,1
20190714T01-06,22
20190713T23-06,29
20190713T22-06,53
20190713T21-06,60
20190713T20-06,51
20190713T19-06,47
20190713T18-06,24
20190713T17-06,11
20190713T16-06,5
20190713T15-06,12
20190713T14-06,9
20190713T13-06,54
20190713T12-06,8
20190713T11-06,30
20190713T10-06,37
20190713T09-06,47
20190713T08-06,16
20190713T07-06,11
20190713T06-06,20
20190713T05-06,28
20190713T04-06,22
20190713T03-06,17
20190713T02-06,14
20190713T01-06,6
20190712T23-06,3
20190712T22-06,8
20190712T21-06,15
20190712T20-06,26
20190712T19-06,28
20190712T18-06,23
20190712T17-06,41
20190712T16-06,69
20190712T15-06,68
20190712T14-06,49
20190712T13-06,35
20190712T12-06,41
20190712T11-06,51
20190712T10-06,67
20190712T09-06,82
20190712T08-06,128
20190712T07-06,120
20190712T06-06,68
20190712T05-06,66
20190712T04-06,36
20190712T03-06,10
20190712T02-06,6
20190712T01-06,7
20190711T23-06,29
20190711T22-06,38
20190711T21-06,42
20190711T20-06,52
20190711T19-06,83
20190711T18-06,89
20190711T17-06,107
20190711T16-06,100
20190711T15-06,115
20190711T14-06,146
20190711T13-06,78
20190711T12-06,9
20190711T11-06,13
20190711T10-06,17
20190711T09-06,27
20190711T08-06,16
20190711T07-06,23
20190711T06-06,23
20190711T05-06,21
20190711T04-06,42
20190711T03-06,97
20190711T02-06,117
20190711T01-06,157
20190710T23-06,114
20190710T22-06,91
20190710T21-06,72
20190710T20-06,54
20190710T19-06,79
20190710T18-06,119
20190710T17-06,72
20190710T16-06,27
20190710T15-06,34
20190710T14-06,34
20190710T13-06,22
20190710T12-06,71
20190710T11-06,71
20190710T10-06,71
20190710T09-06,71
20190710T08-06,71
20190710T07-06,71
20190710T06-06,71
20190710T05-06,71
20190710T04-06,71
20190710T03-06,71
20190710T02-06,71
20190710T01-06,66
20190709T23-06,61
20190709T22-06,35
20190709T21-06,44
20190709T20-06,6
20190709T19-06,2
20190709T18-06,0
20190709T17-06,0
20190709T16-06,0
20190709T15-06,0
20190709T14-06,0
20190709T13-06,0
20190709T12-06,0
20190709T11-06,0
20190709T10-06,0
20190709T09-06,0
20190709T08-06,0
20190709T07-06,0
20190709T06-06,11
20190709T05-06,31
20190709T04-06,32
20190709T03-06,55
20190709T02-06,30
20190709T01-06,20
20190708T23-06,9
20190708T22-06,9
20190708T21-06,11
20190708T20-06,18
20190708T19-06,11
20190708T18-06,11
20190708T17-06,11
20190708T16-06,5
20190708T15-06,2
20190708T14-06,2
20190708T13-06,1
20190708T12-06,0
20190708T11-06,3
20190708T10-06,10
20190708T09-06,20
20190708T08-06,24
20190708T07-06,32
20190708T06-06,62
20190708T05-06,93
20190708T04-06,111
20190708T03-06,61
20190708T02-06,4
20190708T01-06,16
20190707T23-06,64
20190707T22-06,39
20190707T21-06,28
20190707T20-06,2
20190707T19-06,1
20190707T18-06,0
20190707T17-06,19
20190707T16-06,21
20190707T15-06,7
20190707T14-06,1
20190707T13-06,0
20190707T12-06,0
20190707T11-06,0
20190707T10-06,9
20190707T09-06,27
20190707T08-06,21
20190707T07-06,34
20190707T06-06,131
20190707T05-06,54
20190707T04-06,61
20190707T03-06,74
20190707T02-06,141
20190707T01-06,133
20190706T23-06,107
20190706T22-06,79
20190706T21-06,162
20190706T20-06,90
20190706T19-06,29
20190706T18-06,55
20190706T17-06,29
20190706T16-06,51
20190706T15-06,39
20190706T14-06,21
20190706T13-06,36
20190706T12-06,35
20190706T11-06,26
20190706T10-06,0
20190706T09-06,0
20190706T08-06,11
20190706T07-06,27
20190706T06-06,30
20190706T05-06,9
20190706T04-06,0
20190706T03-06,3
20190706T02-06,5
20190706T01-06,17
20190705T23-06,28
20190705T22-06,23
20190705T21-06,17
20190705T20-06,15
20190705T19-06,8
20190705T18-06,3
20190705T17-06,6
20190705T16-06,6
20190705T15-06,6
20190705T14-06,6
20190705T13-06,7
20190705T12-06,14
20190705T11-06,8
20190705T10-06,15
20190705T09-06,39
20190705T08-06,49
20190705T07-06,40
20190705T06-06,45
20190705T05-06,58
20190705T04-06,53
20190705T03-06,62
20190705T02-06,79
20190705T01-06,65
20190704T23-06,80
20190704T22-06,69
20190704T21-06,61
20190704T20-06,16
20190704T19-06,13
20190704T18-06,71
20190704T17-06,25
20190704T16-06,4
20190704T15-06,14
20190704T14-06,0
20190704T13-06,0
20190704T12-06,0
20190704T11-06,0
20190704T10-06,0
20190704T09-06,0
20190704T08-06,0
20190704T07-06,0
20190704T06-06,0
20190704T05-06,1
20190704T04-06,3
20190704T03-06,0
20190704T02-06,0
20190704T01-06,0
20190703T23-06,0
20190703T22-06,0
20190703T21-06,0
20190703T20-06,10
20190703T19-06,24
20190703T18-06,13
20190703T17-06,8
20190703T16-06,2
20190703T15-06,0
20190703T14-06,0
20190703T13-06,0
20190703T12-06,0
20190703T11-06,0
20190703T10-06,0
20190703T09-06,0
20190703T08-06,0
20190703T07-06,0
20190703T06-06,0
20190703T05-06,0
20190703T04-06,8
20190703T03-06,10
20190703T02-06,16
20190703T01-06,7
20190702T23-06,3
20190702T22-06,10
20190702T21-06,10
20190702T20-06,22
20190702T19-06,13
20190702T18-06,21
20190702T17-06,8
20190702T16-06,3
20190702T15-06,4
20190702T13-06,5
20190702T12-06,3
20190702T11-06,0
20190702T10-06,1
20190702T09-06,0
20190702T08-06,1
20190702T07-06,7
20190702T06-06,13
20190702T05-06,12
20190702T04-06,47
20190702T03-06,106
20190702T02-06,124
20190702T01-06,140
20190701T23-06,164
20190701T22-06,154
20190701T21-06,147
20190701T20-06,119
20190701T19-06,133
20190701T18-06,134
20190701T17-06,143
20190701T16-06,148
20190701T15-06,136
20190701T14-06,127
20190701T12-06,53
20190701T11-06,34
20190701T10-06,37
20190701T09-06,30
20190701T08-06,23
20190701T07-06,4
20190701T06-06,14
20190701T05-06,31
20190701T04-06,47
20190701T03-06,58
20190701T02-06,71
20190701T01-06,68
20190630T23-06,42
20190630T22-06,64
20190630T21-06,48
20190630T20-06,50
20190630T19-06,26
20190630T18-06,16
20190630T17-06,2
20190630T16-06,0
20190630T15-06,0
20190630T14-06,0
20190630T13-06,0
20190630T12-06,0
20190630T11-06,1
20190630T10-06,0
20190630T09-06,0
20190630T08-06,0
20190630T07-06,7
20190630T06-06,29
20190630T05-06,32
20190630T04-06,33
20190630T03-06,44
20190630T02-06,50
20190630T01-06,61
20190629T23-06,38
20190629T22-06,47
20190629T21-06,45
20190629T20-06,91
20190629T19-06,95
20190629T18-06,111
20190629T17-06,116
20190629T16-06,112
20190629T15-06,130
20190629T14-06,121
20190629T13-06,145
20190629T12-06,138
20190629T11-06,102
20190629T10-06,49
20190629T09-06,64
20190629T08-06,105
20190629T07-06,77
20190629T06-06,92
20190629T05-06,100
20190629T04-06,115
20190629T03-06,82
20190629T02-06,63
20190629T01-06,42
20190628T23-06,43
20190628T22-06,7
20190628T21-06,20
20190628T20-06,13
20190628T19-06,4
20190628T18-06,11
20190628T17-06,7
20190628T16-06,6
20190628T15-06,28
20190628T14-06,32
20190628T13-06,11
20190628T12-06,9
20190628T11-06,3
20190628T10-06,13
20190628T09-06,30
20190628T08-06,40
20190628T07-06,39
20190628T06-06,60
20190628T05-06,62
20190628T04-06,39
20190628T03-06,43
20190628T02-06,31
20190628T01-06,2
20190627T23-06,31
20190627T22-06,40
20190627T21-06,7
20190627T20-06,0
20190627T19-06,1
20190627T18-06,17
20190627T17-06,9
20190627T16-06,8
20190627T15-06,16
20190627T14-06,7
20190627T13-06,17
20190627T12-06,33
20190627T11-06,3
20190627T10-06,2
20190627T09-06,3
20190627T08-06,0
20190627T07-06,0
20190627T06-06,0
20190627T05-06,1
20190627T04-06,17
20190627T03-06,5
20190627T02-06,4
20190627T01-06,30
20190626T23-06,0
20190626T22-06,0
20190626T21-06,3
20190626T20-06,5
20190626T19-06,6
20190626T18-06,2
20190626T17-06,2
20190626T16-06,0
20190626T15-06,1
20190626T14-06,0
20190626T13-06,3
20190626T12-06,3
20190626T11-06,4
20190626T10-06,9
20190626T09-06,15
20190626T08-06,30
20190626T07-06,53
20190626T06-06,91
20190626T05-06,109
20190626T04-06,97
20190626T03-06,55
20190626T02-06,49
20190626T01-06,3
20190625T23-06,18
20190625T22-06,11
20190625T21-06,15
20190625T20-06,25
20190625T19-06,2
20190625T18-06,3
20190625T17-06,0
20190625T16-06,0
20190625T15-06,0
20190625T14-06,1
20190625T13-06,6
20190625T12-06,14
20190625T11-06,30
20190625T10-06,43
20190625T09-06,36
20190625T08-06,45
20190625T07-06,53
20190625T06-06,78
20190625T05-06,40
20190625T04-06,31
20190625T03-06,32
20190625T02-06,38
20190625T01-06,44
20190624T23-06,49
20190624T22-06,57
20190624T21-06,15
20190624T20-06,10
20190624T19-06,9
20190624T18-06,1
20190624T17-06,25
20190624T16-06,45
20190624T15-06,19
20190624T14-06,8
20190624T13-06,17
20190624T12-06,21
20190624T11-06,31
20190624T10-06,57
20190624T09-06,47
20190624T08-06,43
20190624T07-06,90
20190624T06-06,134
20190624T05-06,138
20190624T04-06,162
20190624T03-06,170
20190624T02-06,154
20190624T01-06,117
20190623T23-06,86
20190623T22-06,44
20190623T21-06,85
20190623T20-06,63
20190623T19-06,3
20190623T18-06,13
20190623T17-06,56
20190623T16-06,50
20190623T15-06,72
20190623T14-06,54
20190623T13-06,40
20190623T12-06,57
20190623T11-06,83
20190623T10-06,91
20190623T09-06,68
20190623T08-06,75
20190623T07-06,94
20190623T06-06,115
20190623T05-06,127
20190623T04-06,137
20190623T03-06,140
20190623T02-06,149
20190623T01-06,163
20190622T23-06,164
20190622T22-06,136
20190622T21-06,130
20190622T20-06,40
20190622T19-06,60
20190622T18-06,129
20190622T17-06,168
20190622T16-06,167
20190622T15-06,176
20190622T14-06,169
20190622T13-06,171
20190622T12-06,180
20190622T11-06,171
20190622T10-06,177
20190622T09-06,181
20190622T08-06,183
20190622T07-06,179
20190622T06-06,174
20190622T05-06,182
20190622T04-06,182
20190622T03-06,183
20190622T02-06,184
20190622T01-06,184
20190621T23-06,183
20190621T22-06,184
20190621T21-06,182
20190621T20-06,183
20190621T19-06,178
20190621T18-06,160
20190621T17-06,147
20190621T16-06,116
20190621T15-06,93
20190621T14-06,72
20190621T13-06,46
20190621T12-06,38
20190621T11-06,26
20190621T10-06,12
20190621T09-06,1
20190621T08-06,3
20190621T07-06,10
20190621T06-06,36
20190621T05-06,44
20190621T04-06,49
20190621T03-06,43
20190621T02-06,55
20190621T01-06,74
20190620T23-06,25
20190620T22-06,21
20190620T21-06,16
20190620T20-06,25
20190620T19-06,17
20190620T18-06,3
20190620T17-06,17
20190620T16-06,59
20190620T15-06,34
20190620T14-06,40
20190620T13-06,57
20190620T12-06,1
20190620T11-06,0
20190620T10-06,0
20190620T09-06,0
20190620T08-06,0
20190620T07-06,0
20190620T06-06,0
20190620T05-06,3
20190620T04-06,5
20190620T03-06,5
20190620T02-06,0
20190620T01-06,1
20190619T23-06,21
20190619T22-06,77
20190619T21-06,121
20190619T20-06,177
20190619T19-06,175
20190619T18-06,181
20190619T17-06,182
20190619T16-06,179
20190619T15-06,170
20190619T14-06,174
20190619T13-06,172
20190619T12-06,149
