,hydro,wind
20190802T12Z,459,3
20190802T11Z,520,3
20190802T10Z,657,3
20190802T09Z,804,2
20190802T08Z,901,3
20190802T07Z,937,2
20190802T06Z,999,1
20190802T05Z,1089,0
20190802T04Z,1098,0
20190802T03Z,1130,0
20190802T02Z,1139,1
20190802T01Z,1196,0
20190802T00Z,1279,1
20190801T23Z,1221,1
20190801T22Z,1153,0
20190801T21Z,1191,0
20190801T20Z,1136,1
20190801T19Z,1109,3
20190801T18Z,1105,3
20190801T17Z,1013,3
20190801T16Z,1009,3
20190801T15Z,1013,3
20190801T14Z,1002,4
20190801T13Z,981,4
20190801T12Z,927,6
20190801T11Z,897,6
20190801T10Z,920,6
20190801T09Z,933,4
20190801T08Z,905,5
20190801T07Z,1005,5
20190801T06Z,1065,3
20190801T05Z,1111,2
20190801T04Z,1135,2
20190801T03Z,1187,2
20190801T02Z,1088,2
20190801T01Z,1110,0
20190801T00Z,1126,1
20190731T23Z,1163,1
20190731T22Z,1196,1
20190731T21Z,1265,1
20190731T20Z,1237,1
20190731T19Z,1130,1
20190731T18Z,1034,1
20190731T17Z,935,2
20190731T16Z,894,4
20190731T15Z,978,4
20190731T14Z,951,6
20190731T13Z,838,6
20190731T12Z,859,5
20190731T11Z,909,3
20190731T10Z,922,2
20190731T09Z,908,2
20190731T08Z,983,3
20190731T07Z,1093,4
20190731T06Z,1122,5
20190731T05Z,1209,3
20190731T04Z,1341,1
20190731T03Z,1332,1
20190731T02Z,1236,0
20190731T01Z,1155,0
20190731T00Z,1091,0
20190730T23Z,1094,1
20190730T22Z,1114,3
20190730T21Z,1218,2
20190730T20Z,1126,1
20190730T19Z,1008,2
20190730T18Z,884,3
20190730T17Z,762,4
20190730T16Z,745,4
20190730T15Z,741,6
20190730T14Z,748,8
20190730T13Z,779,7
20190730T12Z,895,7
20190730T11Z,719,7
20190730T10Z,761,8
20190730T09Z,647,8
20190730T08Z,839,7
20190730T07Z,1110,7
20190730T06Z,1200,5
20190730T05Z,991,1
20190730T04Z,1186,0
20190730T03Z,1027,0
20190730T02Z,982,0
20190730T01Z,990,0
20190730T00Z,1003,0
20190729T23Z,969,0
20190729T22Z,904,0
20190729T21Z,1010,0
20190729T20Z,1114,0
20190729T19Z,1073,0
20190729T18Z,948,0
20190729T17Z,684,0
20190729T16Z,546,0
20190729T15Z,597,0
20190729T14Z,824,0
20190729T13Z,809,0
20190729T12Z,797,0
20190729T11Z,708,0
20190729T10Z,591,0
20190729T09Z,567,0
20190729T08Z,711,0
20190729T07Z,921,0
20190729T06Z,1032,0
20190729T05Z,1079,0
20190729T04Z,1065,0
20190729T03Z,1030,0
20190729T02Z,1025,0
20190729T01Z,1036,1
20190729T00Z,1131,0
20190728T23Z,953,0
20190728T22Z,874,0
20190728T21Z,781,0
20190728T20Z,817,0
20190728T19Z,888,0
20190728T18Z,828,0
20190728T17Z,710,0
20190728T16Z,568,0
20190728T15Z,504,0
20190728T14Z,554,0
20190728T13Z,433,0
20190728T12Z,311,0
20190728T11Z,198,0
20190728T10Z,175,0
20190728T09Z,330,1
20190728T08Z,555,0
20190728T07Z,834,0
20190728T06Z,768,-1
20190728T05Z,899,1
20190728T04Z,1056,3
20190728T03Z,1011,-1
20190728T02Z,1007,6
20190728T01Z,984,6
20190728T00Z,826,5
20190727T23Z,824,5
20190727T22Z,778,3
20190727T21Z,715,5
20190727T20Z,719,5
20190727T19Z,723,2
20190727T18Z,807,4
20190727T17Z,730,5
20190727T16Z,557,7
20190727T15Z,433,7
20190727T14Z,487,7
20190727T13Z,287,6
20190727T12Z,202,5
20190727T11Z,384,6
20190727T10Z,572,5
20190727T09Z,728,6
20190727T08Z,899,5
20190727T07Z,1021,6
20190727T06Z,1072,7
20190727T05Z,1190,5
20190727T04Z,1207,3
20190727T03Z,1278,1
20190727T02Z,1310,0
20190727T01Z,1227,0
20190727T00Z,1105,0
20190726T23Z,993,0
20190726T22Z,881,0
20190726T21Z,862,0
20190726T20Z,1036,0
20190726T19Z,1122,0
20190726T18Z,1145,0
20190726T17Z,1099,0
20190726T16Z,967,0
20190726T15Z,680,0
20190726T14Z,632,1
20190726T13Z,522,1
20190726T12Z,263,0
20190726T11Z,181,0
20190726T10Z,279,0
20190726T09Z,543,0
20190726T08Z,770,0
20190726T07Z,922,0
20190726T06Z,1104,0
20190726T05Z,1188,0
20190726T04Z,1137,0
20190726T03Z,1071,1
20190726T02Z,1012,0
20190726T01Z,1075,0
20190726T00Z,1045,0
20190725T23Z,1134,0
20190725T22Z,1033,0
20190725T21Z,966,0
20190725T20Z,931,0
20190725T19Z,991,0
20190725T18Z,1019,0
20190725T17Z,1033,0
20190725T16Z,972,0
20190725T15Z,740,0
20190725T14Z,728,0
20190725T13Z,544,0
20190725T12Z,372,0
20190725T11Z,263,0
20190725T10Z,157,0
20190725T09Z,253,0
20190725T08Z,511,0
20190725T07Z,947,0
20190725T06Z,1091,0
20190725T05Z,1193,0
20190725T04Z,1191,0
20190725T03Z,1195,0
20190725T02Z,1188,0
20190725T01Z,1156,0
20190725T00Z,1065,0
20190724T23Z,909,0
20190724T22Z,888,0
20190724T21Z,953,0
20190724T20Z,1041,0
20190724T19Z,1040,0
20190724T18Z,969,2
20190724T17Z,753,4
20190724T16Z,649,7
20190724T15Z,477,6
20190724T14Z,396,7
20190724T13Z,259,7
20190724T12Z,316,5
20190724T11Z,443,5
20190724T10Z,417,6
20190724T09Z,409,6
20190724T08Z,550,3
20190724T07Z,745,6
20190724T06Z,821,7
20190724T05Z,930,7
20190724T04Z,954,5
20190724T03Z,1068,5
20190724T02Z,1087,0
20190724T01Z,1104,0
20190724T00Z,1062,0
20190723T23Z,991,0
20190723T22Z,976,1
20190723T21Z,1069,1
20190723T20Z,1072,2
20190723T19Z,1097,2
20190723T18Z,1113,1
20190723T17Z,1077,3
20190723T16Z,1013,2
20190723T15Z,868,3
20190723T14Z,800,4
20190723T13Z,875,3
20190723T12Z,735,4
20190723T11Z,558,5
20190723T10Z,604,6
20190723T09Z,724,4
20190723T08Z,900,3
20190723T07Z,1083,3
20190723T06Z,1066,2
20190723T05Z,1114,2
20190723T04Z,1097,0
20190723T03Z,1105,0
20190723T02Z,1190,0
20190723T01Z,1265,0
20190723T00Z,1198,0
20190722T23Z,1027,1
20190722T22Z,935,0
20190722T21Z,905,0
20190722T20Z,940,0
20190722T19Z,910,0
20190722T18Z,866,0
20190722T17Z,878,0
20190722T16Z,795,0
20190722T15Z,781,0
20190722T14Z,832,1
20190722T13Z,681,1
20190722T12Z,483,1
20190722T11Z,410,3
20190722T10Z,529,2
20190722T09Z,504,2
20190722T08Z,1024,2
20190722T07Z,981,2
20190722T06Z,678,2
20190722T05Z,759,2
20190722T04Z,895,2
20190722T03Z,991,1
20190722T02Z,998,0
20190722T01Z,1069,1
20190722T00Z,965,0
20190721T23Z,995,1
20190721T22Z,942,1
20190721T21Z,797,0
20190721T20Z,690,1
20190721T19Z,571,1
20190721T18Z,593,1
20190721T17Z,674,1
20190721T16Z,570,1
20190721T15Z,319,2
20190721T14Z,198,1
20190721T13Z,190,0
20190721T12Z,166,0
20190721T11Z,212,0
20190721T10Z,404,1
20190721T09Z,682,0
20190721T08Z,904,0
20190721T07Z,1055,1
20190721T06Z,1095,0
20190721T05Z,1179,1
20190721T04Z,1128,0
20190721T03Z,1032,1
20190721T02Z,884,0
20190721T01Z,854,1
20190721T00Z,926,0
20190720T23Z,956,0
20190720T22Z,964,0
20190720T21Z,985,1
20190720T20Z,960,0
20190720T19Z,900,0
20190720T18Z,756,0
20190720T17Z,662,0
20190720T16Z,530,0
20190720T15Z,481,0
20190720T14Z,419,0
20190720T13Z,301,0
20190720T12Z,349,1
20190720T11Z,429,0
20190720T10Z,611,1
20190720T09Z,810,0
20190720T08Z,1032,0
20190720T07Z,1023,0
20190720T06Z,1107,0
20190720T05Z,1215,0
20190720T04Z,1153,0
20190720T03Z,1171,0
20190720T02Z,1155,0
20190720T01Z,1145,0
20190720T00Z,1021,0
20190719T23Z,1036,0
20190719T22Z,1051,0
20190719T21Z,1060,0
20190719T20Z,1100,1
20190719T19Z,1123,0
20190719T18Z,1145,1
20190719T17Z,1020,1
20190719T16Z,795,1
20190719T15Z,634,1
20190719T14Z,505,2
20190719T13Z,308,2
20190719T12Z,249,1
20190719T11Z,413,1
20190719T10Z,675,1
20190719T09Z,914,0
20190719T08Z,980,0
20190719T07Z,1146,0
20190719T06Z,1120,1
20190719T05Z,1275,2
20190719T04Z,1326,2
20190719T03Z,1296,2
20190719T02Z,1154,2
20190719T01Z,1198,3
20190719T00Z,1162,2
20190718T23Z,1047,1
20190718T22Z,923,2
20190718T21Z,817,2
20190718T20Z,879,3
20190718T19Z,1005,4
20190718T18Z,1035,5
20190718T17Z,917,3
20190718T16Z,811,3
20190718T15Z,768,3
20190718T14Z,680,6
20190718T13Z,579,6
20190718T12Z,498,6
20190718T11Z,415,7
20190718T10Z,535,7
20190718T09Z,810,6
20190718T08Z,840,6
20190718T07Z,967,7
20190718T06Z,1185,6
20190718T05Z,1209,6
20190718T04Z,1153,6
20190718T03Z,1117,6
20190718T02Z,1112,7
20190718T01Z,1102,7
20190718T00Z,1096,8
20190717T23Z,978,7
20190717T22Z,862,7
20190717T21Z,921,6
20190717T20Z,1112,7
20190717T19Z,1130,8
20190717T18Z,1014,8
20190717T17Z,982,8
20190717T16Z,982,8
20190717T15Z,909,7
20190717T14Z,876,6
20190717T13Z,706,5
20190717T12Z,603,5
20190717T11Z,574,4
20190717T10Z,677,5
20190717T09Z,866,5
20190717T08Z,1141,2
20190717T07Z,1049,1
20190717T06Z,1027,1
20190717T05Z,1035,2
20190717T04Z,1136,2
20190717T03Z,1252,2
20190717T02Z,1147,1
20190717T01Z,1112,1
20190717T00Z,921,1
20190716T23Z,848,1
20190716T22Z,863,1
20190716T21Z,917,2
20190716T20Z,1006,2
20190716T19Z,889,1
20190716T18Z,879,0
20190716T17Z,891,1
20190716T16Z,758,0
20190716T15Z,551,1
20190716T14Z,573,1
20190716T13Z,509,1
20190716T12Z,572,1
20190716T11Z,623,1
20190716T10Z,689,0
20190716T09Z,862,1
20190716T08Z,1126,0
20190716T07Z,1109,0
20190716T06Z,961,1
20190716T05Z,1133,2
20190716T04Z,1070,3
20190716T03Z,966,2
20190716T02Z,686,1
20190716T01Z,515,2
20190716T00Z,568,2
20190715T23Z,647,1
20190715T22Z,779,1
20190715T21Z,872,1
20190715T20Z,965,1
20190715T19Z,966,0
20190715T18Z,913,0
20190715T17Z,824,0
20190715T16Z,766,0
20190715T15Z,708,0
20190715T14Z,596,0
20190715T13Z,495,0
20190715T12Z,441,0
20190715T11Z,459,1
20190715T10Z,411,0
20190715T09Z,451,1
20190715T08Z,547,0
20190715T07Z,685,0
20190715T06Z,751,1
20190715T05Z,924,0
20190715T04Z,950,0
20190715T03Z,1007,0
20190715T02Z,964,0
20190715T01Z,854,0
20190715T00Z,693,0
20190714T23Z,679,0
20190714T22Z,877,0
20190714T21Z,971,1
20190714T20Z,1003,1
20190714T19Z,794,1
20190714T18Z,547,1
20190714T17Z,547,2
20190714T16Z,354,2
20190714T15Z,340,2
20190714T14Z,381,3
20190714T13Z,305,4
20190714T12Z,258,3
20190714T11Z,248,3
20190714T10Z,378,2
20190714T09Z,624,1
20190714T08Z,774,1
20190714T07Z,934,0
20190714T06Z,870,1
20190714T05Z,928,0
20190714T04Z,994,2
20190714T03Z,1004,3
20190714T02Z,934,4
20190714T01Z,876,5
20190714T00Z,820,3
20190713T23Z,759,2
20190713T22Z,825,2
20190713T21Z,905,1
20190713T20Z,902,0
20190713T19Z,919,0
20190713T18Z,820,0
20190713T17Z,781,0
20190713T16Z,647,0
20190713T15Z,626,0
20190713T14Z,515,1
20190713T13Z,300,0
20190713T12Z,311,0
20190713T11Z,464,0
20190713T10Z,682,0
20190713T09Z,914,0
20190713T08Z,1014,0
20190713T07Z,1065,0
20190713T06Z,1073,0
20190713T05Z,1227,0
20190713T04Z,1229,0
20190713T03Z,1277,0
20190713T02Z,1303,0
20190713T01Z,1338,0
20190713T00Z,1334,1
20190712T23Z,1290,0
20190712T22Z,1263,0
20190712T21Z,1316,1
20190712T20Z,1272,1
20190712T19Z,1017,1
20190712T18Z,809,1
20190712T17Z,852,1
20190712T16Z,847,0
20190712T15Z,758,4
20190712T14Z,799,4
20190712T13Z,678,1
20190712T12Z,549,3
20190712T11Z,389,2
20190712T10Z,410,2
20190712T09Z,604,3
20190712T08Z,784,2
20190712T07Z,1014,3
20190712T06Z,1061,2
20190712T05Z,1149,0
20190712T04Z,1013,2
20190712T03Z,946,1
20190712T02Z,893,1
20190712T01Z,929,1
20190712T00Z,1041,2
20190711T23Z,1207,1
20190711T22Z,1111,0
20190711T21Z,945,1
20190711T20Z,991,0
20190711T19Z,1001,1
20190711T18Z,1062,2
20190711T17Z,1031,2
20190711T16Z,837,2
20190711T15Z,619,2
20190711T14Z,563,2
20190711T13Z,556,2
20190711T12Z,502,3
20190711T11Z,460,3
20190711T10Z,426,2
20190711T09Z,323,2
20190711T08Z,517,2
20190711T07Z,788,3
20190711T06Z,899,2
20190711T05Z,941,0
20190711T04Z,938,0
20190711T03Z,964,0
20190711T02Z,1021,0
20190711T01Z,1071,0
20190711T00Z,1040,0
20190710T23Z,1085,0
20190710T22Z,1124,0
20190710T21Z,1035,0
20190710T20Z,854,0
20190710T19Z,656,0
20190710T18Z,686,0
20190710T17Z,748,1
20190710T16Z,809,2
20190710T15Z,681,2
20190710T14Z,813,1
20190710T13Z,806,1
20190710T12Z,646,0
20190710T11Z,577,1
20190710T10Z,442,0
20190710T09Z,432,1
20190710T08Z,705,0
20190710T07Z,599,0
20190710T06Z,1022,0
20190710T05Z,1073,1
20190710T04Z,1096,0
20190710T03Z,1091,0
20190710T02Z,1020,0
20190710T01Z,958,0
20190710T00Z,998,0
20190709T23Z,1062,0
20190709T22Z,1142,0
20190709T21Z,1135,0
20190709T20Z,1016,0
20190709T19Z,872,0
20190709T18Z,769,0
20190709T17Z,736,0
20190709T16Z,768,1
20190709T15Z,813,2
20190709T14Z,778,2
20190709T13Z,525,3
20190709T12Z,423,3
20190709T11Z,354,4
20190709T10Z,256,2
20190709T09Z,313,1
20190709T08Z,511,2
20190709T07Z,831,0
20190709T06Z,930,0
20190709T05Z,1084,0
20190709T04Z,1165,0
20190709T03Z,1184,0
20190709T02Z,1075,0
20190709T01Z,1068,0
20190709T00Z,1013,0
20190708T23Z,949,0
20190708T22Z,808,0
20190708T21Z,732,0
20190708T20Z,744,0
20190708T19Z,788,0
20190708T18Z,838,1
20190708T17Z,689,1
20190708T16Z,489,4
20190708T15Z,429,3
20190708T14Z,698,3
20190708T13Z,712,4
20190708T12Z,479,3
20190708T11Z,187,1
20190708T10Z,353,2
20190708T09Z,630,0
20190708T08Z,776,0
20190708T07Z,899,0
20190708T06Z,791,2
20190708T05Z,827,4
20190708T04Z,811,4
20190708T03Z,892,1
20190708T02Z,805,0
20190708T01Z,664,0
20190708T00Z,651,0
20190707T23Z,784,1
20190707T22Z,887,0
20190707T21Z,941,1
20190707T20Z,1072,0
20190707T19Z,991,2
20190707T18Z,882,2
20190707T17Z,654,3
20190707T16Z,545,3
20190707T15Z,486,5
20190707T14Z,435,5
20190707T13Z,307,7
20190707T12Z,295,7
20190707T11Z,550,7
20190707T10Z,710,8
20190707T09Z,832,6
20190707T08Z,816,5
20190707T07Z,797,6
20190707T06Z,817,6
20190707T05Z,799,8
20190707T04Z,775,7
20190707T03Z,866,7
20190707T02Z,1042,6
20190707T01Z,1044,4
20190707T00Z,974,2
20190706T23Z,825,2
20190706T22Z,798,2
20190706T21Z,909,4
20190706T20Z,999,7
20190706T19Z,855,5
20190706T18Z,761,4
20190706T17Z,547,6
20190706T16Z,534,5
20190706T15Z,453,6
20190706T14Z,442,5
20190706T13Z,459,5
20190706T12Z,547,5
20190706T11Z,493,6
20190706T10Z,538,7
20190706T09Z,233,7
20190706T08Z,277,5
20190706T07Z,486,5
20190706T06Z,728,4
20190706T05Z,884,3
20190706T04Z,965,4
20190706T03Z,952,2
20190706T02Z,997,2
20190706T01Z,1000,1
20190706T00Z,943,0
20190705T23Z,902,1
20190705T22Z,889,0
20190705T21Z,890,1
20190705T20Z,884,1
20190705T19Z,981,3
20190705T18Z,951,4
20190705T17Z,857,6
20190705T16Z,815,5
20190705T15Z,618,6
20190705T14Z,526,7
20190705T13Z,405,7
20190705T12Z,149,6
20190705T11Z,174,5
20190705T10Z,446,5
20190705T09Z,652,4
20190705T08Z,607,4
20190705T07Z,885,5
20190705T06Z,1009,6
20190705T05Z,1119,3
20190705T04Z,1096,2
20190705T03Z,1031,2
20190705T02Z,944,1
20190705T01Z,799,1
20190705T00Z,798,2
20190704T23Z,792,1
20190704T22Z,854,3
20190704T21Z,853,3
20190704T20Z,828,3
20190704T19Z,821,2
20190704T18Z,804,2
20190704T17Z,676,3
20190704T16Z,682,4
20190704T15Z,631,5
20190704T14Z,432,5
20190704T13Z,452,6
20190704T12Z,374,5
20190704T11Z,371,6
20190704T10Z,435,4
20190704T09Z,502,6
20190704T08Z,608,4
20190704T07Z,709,1
20190704T06Z,827,2
20190704T05Z,962,0
20190704T04Z,1033,0
20190704T03Z,1130,0
20190704T02Z,1142,0
20190704T01Z,1178,1
20190704T00Z,1158,0
20190703T23Z,1256,0
20190703T22Z,1314,0
20190703T21Z,1192,1
20190703T20Z,1017,0
20190703T19Z,884,1
20190703T18Z,784,1
20190703T17Z,629,2
20190703T16Z,531,3
20190703T15Z,434,3
20190703T14Z,533,5
20190703T13Z,631,4
20190703T12Z,554,4
20190703T11Z,425,2
20190703T10Z,370,3
20190703T09Z,500,3
20190703T08Z,669,4
20190703T07Z,931,3
20190703T06Z,1016,2
20190703T05Z,961,4
20190703T04Z,930,6
20190703T03Z,1064,6
20190703T02Z,1162,7
20190703T01Z,1129,7
20190703T00Z,1079,7
20190702T23Z,1169,6
20190702T22Z,1190,6
20190702T21Z,1132,4
20190702T20Z,1075,3
20190702T19Z,1015,3
20190702T18Z,891,4
20190702T17Z,691,6
20190702T16Z,483,6
20190702T15Z,371,7
20190702T14Z,342,7
20190702T13Z,295,7
20190702T12Z,480,6
20190702T11Z,649,5
20190702T10Z,727,8
20190702T09Z,696,7
20190702T08Z,706,7
20190702T07Z,782,7
20190702T06Z,864,6
20190702T05Z,1039,8
20190702T04Z,1153,7
20190702T03Z,1253,7
20190702T02Z,1302,7
20190702T01Z,1232,3
20190702T00Z,1148,0
20190701T23Z,1127,0
20190701T22Z,1121,1
20190701T21Z,1063,0
20190701T20Z,993,0
20190701T19Z,840,0
20190701T18Z,793,0
20190701T17Z,735,0
20190701T16Z,645,0
20190701T15Z,670,0
20190701T14Z,781,0
20190701T13Z,908,0
20190701T12Z,838,0
20190701T11Z,967,0
20190701T10Z,974,1
20190701T09Z,1110,0
20190701T08Z,1045,1
20190701T07Z,943,0
20190701T06Z,883,0
20190701T05Z,1028,0
20190701T04Z,1073,0
20190701T03Z,986,0
20190701T02Z,900,0
20190701T01Z,866,0
20190701T00Z,769,1
20190630T23Z,776,0
20190630T22Z,758,0
20190630T21Z,798,0
20190630T20Z,811,0
20190630T19Z,817,0
20190630T18Z,861,0
20190630T17Z,839,0
20190630T16Z,839,0
20190630T15Z,944,0
20190630T14Z,1035,0
20190630T13Z,1084,0
20190630T12Z,996,1
20190630T11Z,767,0
20190630T10Z,734,0
20190630T09Z,866,3
20190630T08Z,842,5
20190630T07Z,888,0
20190630T06Z,985,0
20190630T05Z,1117,0
20190630T04Z,1124,0
20190630T03Z,1156,0
20190630T02Z,1123,0
20190630T01Z,1063,1
20190630T00Z,1013,0
20190629T23Z,929,0
20190629T22Z,856,0
20190629T21Z,858,0
20190629T20Z,874,0
20190629T19Z,997,0
20190629T18Z,1020,0
20190629T17Z,943,0
20190629T16Z,797,0
20190629T15Z,747,0
20190629T14Z,805,0
20190629T13Z,737,0
20190629T12Z,687,0
20190629T11Z,619,0
20190629T10Z,631,0
20190629T09Z,728,1
20190629T08Z,880,0
20190629T07Z,1024,0
20190629T06Z,1043,1
20190629T05Z,1081,0
20190629T04Z,1078,1
20190629T03Z,1092,0
20190629T02Z,1090,1
20190629T01Z,1098,1
20190629T00Z,1097,2
20190628T23Z,1140,1
20190628T22Z,1143,0
20190628T21Z,1141,0
20190628T20Z,1135,1
20190628T19Z,1061,1
20190628T18Z,1016,2
20190628T17Z,944,4
20190628T16Z,922,6
20190628T15Z,1012,6
20190628T14Z,921,7
20190628T13Z,717,7
20190628T12Z,704,7
20190628T11Z,728,7
20190628T10Z,749,7
20190628T09Z,769,7
20190628T08Z,891,6
20190628T07Z,959,7
20190628T06Z,998,3
20190628T05Z,987,1
20190628T04Z,922,1
20190628T03Z,928,1
20190628T02Z,979,0
20190628T01Z,1020,1
20190628T00Z,954,1
20190627T23Z,1007,1
20190627T22Z,1045,1
20190627T21Z,1033,2
20190627T20Z,1024,3
20190627T19Z,1084,1
20190627T18Z,1053,3
20190627T17Z,1004,4
20190627T16Z,869,5
20190627T15Z,838,7
20190627T14Z,823,6
20190627T13Z,671,8
20190627T12Z,557,7
20190627T11Z,599,8
20190627T10Z,649,7
20190627T09Z,764,7
20190627T08Z,871,7
20190627T07Z,1042,5
20190627T06Z,1072,6
20190627T05Z,1100,3
20190627T04Z,995,4
20190627T03Z,986,3
20190627T02Z,1077,5
20190627T01Z,1139,0
20190627T00Z,1172,0
20190626T23Z,1120,0
20190626T22Z,940,0
20190626T21Z,795,1
20190626T20Z,818,0
20190626T19Z,845,0
20190626T18Z,966,0
20190626T17Z,1031,0
20190626T16Z,1058,0
20190626T15Z,1032,0
20190626T14Z,1102,0
20190626T13Z,893,0
20190626T12Z,1042,0
20190626T11Z,1160,0
20190626T10Z,1127,0
20190626T09Z,925,1
20190626T08Z,954,0
20190626T07Z,1097,3
20190626T06Z,1147,4
20190626T05Z,1084,4
20190626T04Z,1150,5
20190626T03Z,1148,4
20190626T02Z,1115,2
20190626T01Z,1081,0
20190626T00Z,1019,0
20190625T23Z,1063,0
20190625T22Z,1041,0
20190625T21Z,994,1
20190625T20Z,941,1
20190625T19Z,971,1
20190625T18Z,1032,0
20190625T17Z,1080,0
20190625T16Z,974,2
20190625T15Z,807,4
20190625T14Z,749,5
20190625T13Z,919,3
20190625T12Z,1027,4
20190625T11Z,886,6
20190625T10Z,719,7
20190625T09Z,709,7
20190625T08Z,807,7
20190625T07Z,902,6
20190625T06Z,1071,3
20190625T05Z,1076,0
20190625T04Z,1035,0
20190625T03Z,1142,0
20190625T02Z,1142,0
20190625T01Z,1040,1
20190625T00Z,1033,1
20190624T23Z,1008,1
20190624T22Z,1002,1
20190624T21Z,994,1
20190624T20Z,991,0
20190624T19Z,1036,1
20190624T18Z,1055,0
20190624T17Z,1167,1
20190624T16Z,1082,1
20190624T15Z,932,2
20190624T14Z,845,2
20190624T13Z,885,2
20190624T12Z,1065,2
20190624T11Z,1065,2
20190624T10Z,1040,5
20190624T09Z,791,5
20190624T08Z,584,3
20190624T07Z,484,3
20190624T06Z,653,2
20190624T05Z,800,1
20190624T04Z,720,1
20190624T03Z,696,3
20190624T02Z,688,6
20190624T01Z,593,6
20190624T00Z,600,6
20190623T23Z,771,5
20190623T22Z,781,5
20190623T21Z,735,5
20190623T20Z,695,6
20190623T19Z,681,5
20190623T18Z,628,4
20190623T17Z,532,4
20190623T16Z,535,4
20190623T15Z,609,4
20190623T14Z,670,5
20190623T13Z,700,5
20190623T12Z,669,4
20190623T11Z,572,6
20190623T10Z,501,4
20190623T09Z,375,5
20190623T08Z,375,5
20190623T07Z,523,1
20190623T06Z,598,0
20190623T05Z,521,2
20190623T04Z,556,6
20190623T03Z,653,4
20190623T02Z,841,4
20190623T01Z,928,3
20190623T00Z,937,3
20190622T23Z,1003,4
20190622T22Z,990,4
20190622T21Z,867,5
20190622T20Z,768,6
20190622T19Z,763,7
20190622T18Z,834,5
20190622T17Z,877,5
20190622T16Z,854,5
20190622T15Z,654,4
20190622T14Z,560,5
20190622T13Z,416,4
20190622T12Z,348,3
20190622T11Z,233,2
20190622T10Z,308,1
20190622T09Z,383,2
20190622T08Z,551,1
20190622T07Z,962,3
20190622T06Z,957,2
20190622T05Z,1148,0
20190622T04Z,1201,1
20190622T03Z,1127,0
20190622T02Z,1173,0
20190622T01Z,1240,0
20190622T00Z,1261,0
20190621T23Z,1306,1
20190621T22Z,1270,0
20190621T21Z,1215,1
20190621T20Z,1111,1
20190621T19Z,958,1
20190621T18Z,894,2
20190621T17Z,880,4
20190621T16Z,843,6
20190621T15Z,899,6
20190621T14Z,858,7
20190621T13Z,997,4
20190621T12Z,880,3
20190621T11Z,878,2
20190621T10Z,989,0
20190621T09Z,956,1
20190621T08Z,987,1
20190621T07Z,1229,0
20190621T06Z,1272,2
20190621T05Z,1306,3
20190621T04Z,1297,4
20190621T03Z,1272,4
20190621T02Z,1217,5
20190621T01Z,1193,8
20190621T00Z,1160,7
20190620T23Z,1103,7
20190620T22Z,1110,4
20190620T21Z,1140,4
20190620T20Z,1129,4
20190620T19Z,1014,2
20190620T18Z,1013,2
20190620T17Z,1110,4
20190620T16Z,1194,5
20190620T15Z,1147,6
20190620T14Z,1100,3
20190620T13Z,1165,4
20190620T12Z,1223,5
20190620T11Z,1247,3
20190620T10Z,976,3
20190620T09Z,666,4
20190620T08Z,730,2
20190620T07Z,1018,4
20190620T06Z,1146,4
20190620T05Z,1245,2
20190620T04Z,1147,2
20190620T03Z,1027,3
20190620T02Z,949,6
20190620T01Z,931,7
20190620T00Z,1032,7
20190619T23Z,1102,7
20190619T22Z,1007,4
20190619T21Z,1005,4
20190619T20Z,1011,5
20190619T19Z,1013,6
20190619T18Z,1019,6
20190619T17Z,1020,5
20190619T16Z,1044,4
20190619T15Z,884,4
20190619T14Z,693,5
20190619T13Z,821,3
20190619T12Z,927,6
20190619T11Z,747,6
20190619T10Z,628,7
20190619T09Z,678,6
20190619T08Z,828,7
20190619T07Z,1010,5
20190619T06Z,999,5
20190619T05Z,1032,5
20190619T04Z,966,7
20190619T03Z,787,7
20190619T02Z,678,7
20190619T01Z,652,5
20190619T00Z,724,2
20190618T23Z,821,1
20190618T22Z,936,0
20190618T21Z,965,2
20190618T20Z,961,2
20190618T19Z,967,2
20190618T18Z,1010,3
20190618T17Z,1036,4
20190618T16Z,965,3
20190618T15Z,828,1
20190618T14Z,893,1
20190618T13Z,741,5
20190618T12Z,600,4
20190618T11Z,510,5
20190618T10Z,585,7
20190618T09Z,745,5
20190618T08Z,890,1
20190618T07Z,998,0
20190618T06Z,962,0
20190618T05Z,1056,1
20190618T04Z,1066,4
20190618T03Z,1117,3
20190618T02Z,1211,1
20190618T01Z,1277,1
20190618T00Z,1187,0
20190617T23Z,888,0
20190617T22Z,610,0
20190617T21Z,649,1
20190617T20Z,835,0
20190617T19Z,1026,0
20190617T18Z,1102,1
20190617T17Z,958,2
20190617T16Z,801,1
20190617T15Z,631,2
20190617T14Z,697,4
20190617T13Z,589,3
20190617T12Z,579,1
20190617T11Z,467,2
20190617T10Z,298,3
20190617T09Z,158,1
20190617T08Z,134,2
20190617T07Z,240,1
20190617T06Z,338,1
20190617T05Z,422,5
20190617T04Z,394,2
20190617T03Z,398,0
20190617T02Z,494,0
20190617T01Z,527,0
20190617T00Z,510,1
20190616T23Z,609,0
20190616T22Z,718,0
20190616T21Z,881,0
20190616T20Z,1020,0
20190616T19Z,1054,0
20190616T18Z,1055,1
20190616T17Z,1022,0
20190616T16Z,907,1
20190616T15Z,787,1
20190616T14Z,658,1
20190616T13Z,603,0
20190616T12Z,527,2
20190616T11Z,367,0
20190616T10Z,387,1
20190616T09Z,478,0
20190616T08Z,634,0
