,hydro,wind
20181106T14Z,662,4
20181106T13Z,699,5
20181106T12Z,862,5
20181106T11Z,788,6
20181106T10Z,745,7
20181106T09Z,645,7
20181106T08Z,671,8
20181106T07Z,755,6
20181106T06Z,873,8
20181106T05Z,982,7
20181106T04Z,986,7
20181106T03Z,904,8
20181106T02Z,876,7
20181106T01Z,985,7
20181106T00Z,902,8
20181105T23Z,817,7
20181105T22Z,924,7
20181105T21Z,1029,7
20181105T20Z,823,8
20181105T19Z,562,7
20181105T18Z,675,7
20181105T17Z,916,7
20181105T16Z,1011,8
20181105T15Z,834,6
20181105T14Z,682,7
20181105T13Z,667,6
20181105T12Z,606,7
20181105T11Z,623,8
20181105T10Z,600,8
20181105T09Z,758,7
20181104T09Z,371,7
20181104T08Z,848,8
20181104T07Z,1064,8
20181104T06Z,1012,7
20181104T05Z,997,8
20181104T04Z,1066,6
20181104T03Z,1217,7
20181104T02Z,1154,5
20181104T01Z,1126,3
20181104T00Z,1082,5
20181103T23Z,1001,7
20181103T22Z,1015,7
20181103T21Z,1071,6
20181103T20Z,994,6
20181103T19Z,1087,6
20181103T18Z,953,5
20181103T17Z,1066,4
20181103T16Z,1099,3
20181103T15Z,740,4
20181103T14Z,354,5
20181103T13Z,452,7
20181103T12Z,636,6
20181103T11Z,645,6
20181103T10Z,630,6
20181103T09Z,676,6
20181103T08Z,773,7
20181103T07Z,896,5
20181103T06Z,951,6
20181103T05Z,848,6
20181103T04Z,903,7
20181103T03Z,886,7
20181103T02Z,924,6
20181103T01Z,1129,3
20181103T00Z,1129,4
20181102T23Z,948,5
20181102T22Z,939,6
20181102T21Z,931,7
20181102T20Z,950,7
20181102T19Z,790,8
20181102T18Z,572,7
20181102T17Z,832,0
20181102T16Z,870,0
20181102T15Z,621,0
20181102T14Z,623,0
20181102T13Z,575,0
20181102T12Z,395,0
20181102T11Z,329,0
20181102T10Z,393,0
20181102T09Z,716,0
20181102T08Z,737,0
20181102T07Z,745,0
20181102T06Z,796,0
20181102T05Z,1069,0
20181102T04Z,1145,0
20181102T03Z,1150,0
20181102T02Z,987,0
20181102T01Z,873,0
20181102T00Z,901,0
20181101T23Z,866,0
20181101T22Z,926,0
20181101T21Z,972,0
20181101T20Z,993,0
20181101T19Z,989,0
20181101T18Z,1035,0
20181101T17Z,1113,0
20181101T16Z,1008,0
20181101T15Z,907,0
20181101T14Z,702,0
20181101T13Z,558,0
20181101T12Z,531,0
20181101T11Z,577,0
20181101T10Z,471,0
20181101T09Z,442,0
20181101T08Z,376,0
20181101T07Z,587,0
20181101T06Z,777,0
20181101T05Z,737,0
20181101T04Z,669,0
20181101T03Z,619,0
20181101T02Z,638,0
20181101T01Z,853,0
20181101T00Z,753,0
20181031T23Z,729,0
20181031T22Z,829,0
20181031T21Z,840,0
20181031T20Z,940,0
20181031T19Z,878,0
20181031T18Z,899,0
20181031T17Z,979,0
20181031T16Z,1032,0
20181031T15Z,1050,0
20181031T14Z,907,0
20181031T13Z,578,0
20181031T12Z,700,0
20181031T11Z,959,0
20181031T10Z,972,0
20181031T09Z,876,0
20181031T08Z,810,0
20181031T07Z,957,0
20181031T06Z,900,0
20181031T05Z,1026,0
20181031T04Z,1229,0
20181031T03Z,1213,0
20181031T02Z,981,0
20181031T01Z,865,0
20181031T00Z,737,0
20181030T23Z,761,0
20181030T22Z,855,0
20181030T21Z,829,0
20181030T20Z,824,0
20181030T19Z,898,0
20181030T18Z,1053,0
20181030T17Z,1066,0
20181030T16Z,1263,0
20181030T15Z,1253,0
20181030T14Z,1060,0
20181030T13Z,835,0
20181030T12Z,615,0
20181030T11Z,595,1
20181030T10Z,812,0
20181030T09Z,871,0
20181030T08Z,842,0
20181030T07Z,874,0
20181030T06Z,1109,0
20181030T05Z,1260,0
20181030T04Z,943,0
20181030T03Z,873,0
20181030T02Z,933,0
20181030T01Z,859,0
20181030T00Z,892,0
20181029T23Z,783,0
20181029T22Z,632,0
20181029T21Z,611,0
20181029T20Z,791,0
20181029T19Z,995,0
20181029T18Z,919,0
20181029T17Z,808,0
20181029T16Z,660,2
20181029T15Z,745,7
20181029T14Z,801,7
20181029T13Z,590,7
20181029T12Z,535,7
20181029T11Z,535,6
20181029T10Z,561,7
20181029T09Z,375,7
20181029T08Z,273,7
20181029T07Z,423,8
20181029T06Z,656,7
20181029T05Z,925,7
20181029T04Z,1045,8
20181029T03Z,859,6
20181029T02Z,750,3
20181029T01Z,660,3
20181029T00Z,827,5
20181028T23Z,547,6
20181028T22Z,546,6
20181028T21Z,642,5
20181028T20Z,630,5
20181028T19Z,665,5
20181028T18Z,632,6
20181028T17Z,649,5
20181028T16Z,607,6
20181028T15Z,693,6
20181028T14Z,491,6
20181028T13Z,441,3
20181028T12Z,429,0
20181028T11Z,429,1
20181028T10Z,499,0
20181028T09Z,630,1
20181028T08Z,726,2
20181028T07Z,825,2
20181028T06Z,987,2
20181028T05Z,1032,0
20181028T04Z,1053,0
20181028T03Z,954,1
20181028T02Z,821,1
20181028T01Z,846,1
20181028T00Z,681,1
20181027T23Z,603,0
20181027T22Z,748,0
20181027T21Z,792,0
20181027T20Z,920,0
20181027T19Z,941,0
20181027T18Z,986,0
20181027T17Z,981,0
20181027T16Z,907,0
20181027T15Z,862,0
20181027T14Z,815,0
20181027T13Z,725,1
20181027T12Z,458,0
20181027T11Z,283,1
20181027T10Z,348,3
20181027T09Z,590,3
20181027T08Z,866,1
20181027T07Z,1030,4
20181027T06Z,845,5
20181027T05Z,938,6
20181027T04Z,918,5
20181027T03Z,933,5
20181027T02Z,827,6
20181027T01Z,853,5
20181027T00Z,736,5
20181026T23Z,592,3
20181026T22Z,683,1
20181026T21Z,864,3
20181026T20Z,866,6
20181026T19Z,873,7
20181026T18Z,915,7
20181026T17Z,894,8
20181026T16Z,717,7
20181026T15Z,699,8
20181026T14Z,762,7
20181026T13Z,792,8
20181026T12Z,664,7
20181026T11Z,492,6
20181026T10Z,577,1
20181026T09Z,850,1
20181026T08Z,1115,2
20181026T07Z,1228,3
20181026T06Z,1130,2
20181026T05Z,1001,5
20181026T04Z,1009,5
20181026T03Z,886,4
20181026T02Z,799,2
20181026T01Z,724,2
20181026T00Z,567,1
20181025T23Z,669,1
20181025T22Z,825,0
20181025T21Z,791,0
20181025T20Z,805,1
20181025T19Z,769,2
20181025T18Z,836,3
20181025T17Z,880,5
20181025T16Z,836,4
20181025T15Z,731,5
20181025T14Z,658,4
20181025T13Z,603,5
20181025T12Z,633,4
20181025T11Z,579,6
20181025T10Z,475,7
20181025T09Z,449,6
20181025T08Z,562,7
20181025T07Z,783,6
20181025T06Z,886,6
20181025T05Z,856,7
20181025T04Z,854,7
20181025T03Z,889,7
20181025T02Z,808,5
20181025T01Z,772,6
20181025T00Z,593,4
20181024T23Z,518,1
20181024T22Z,355,1
20181024T21Z,297,1
20181024T20Z,329,2
20181024T19Z,409,1
20181024T18Z,717,1
20181024T17Z,843,2
20181024T16Z,730,3
20181024T15Z,563,3
20181024T14Z,438,3
20181024T13Z,384,3
20181024T12Z,311,6
20181024T11Z,254,7
20181024T10Z,181,7
20181024T09Z,233,7
20181024T08Z,377,7
20181024T07Z,314,7
20181024T06Z,293,5
20181024T05Z,468,5
20181024T04Z,666,5
20181024T03Z,873,4
20181024T02Z,795,3
20181024T01Z,1094,2
20181024T00Z,897,0
20181023T23Z,820,0
20181023T22Z,753,0
20181023T21Z,799,0
20181023T20Z,859,0
20181023T19Z,874,0
20181023T18Z,1012,0
20181023T17Z,1017,0
20181023T16Z,1023,0
20181023T15Z,1118,0
20181023T14Z,1048,0
20181023T13Z,970,0
20181023T12Z,637,0
20181023T11Z,435,0
20181023T10Z,341,0
20181023T09Z,585,0
20181023T08Z,723,0
20181023T07Z,685,0
20181023T06Z,725,0
20181023T05Z,1012,0
20181023T04Z,1136,0
20181023T03Z,1099,0
20181023T02Z,1028,0
20181023T01Z,914,0
20181023T00Z,698,0
20181022T23Z,690,0
20181022T22Z,764,1
20181022T21Z,829,0
20181022T20Z,807,0
20181022T19Z,874,0
20181022T18Z,1099,0
20181022T17Z,1166,0
20181022T16Z,1158,0
20181022T15Z,1143,0
20181022T14Z,991,0
20181022T13Z,757,0
20181022T12Z,677,0
20181022T11Z,623,0
20181022T10Z,438,0
20181022T09Z,383,0
20181022T08Z,530,0
20181022T07Z,826,0
20181022T06Z,976,0
20181022T05Z,1110,0
20181022T04Z,1146,0
20181022T03Z,1165,0
20181022T02Z,1136,0
20181022T01Z,1045,1
20181022T00Z,1071,0
20181021T23Z,1053,0
20181021T22Z,1074,0
20181021T21Z,1119,0
20181021T20Z,1109,0
20181021T19Z,1048,0
20181021T18Z,933,0
20181021T17Z,968,0
20181021T16Z,1000,0
20181021T15Z,1174,1
20181021T14Z,1012,0
20181021T13Z,789,0
20181021T12Z,676,0
20181021T11Z,631,0
20181021T10Z,482,1
20181021T09Z,463,0
20181021T08Z,706,1
20181021T07Z,735,1
20181021T06Z,743,1
20181021T05Z,778,0
20181021T04Z,851,0
20181021T03Z,760,0
20181021T02Z,796,0
20181021T01Z,786,0
20181021T00Z,598,0
20181020T23Z,626,0
20181020T22Z,578,0
20181020T21Z,562,0
20181020T20Z,634,0
20181020T19Z,730,0
20181020T18Z,828,0
20181020T17Z,846,0
20181020T16Z,859,0
20181020T15Z,719,0
20181020T14Z,556,0
20181020T13Z,358,0
20181020T12Z,238,0
20181020T11Z,185,0
20181020T10Z,186,0
20181020T09Z,263,0
20181020T08Z,343,0
20181020T07Z,450,0
20181020T06Z,405,0
20181020T05Z,529,0
20181020T04Z,664,0
20181020T03Z,694,0
20181020T02Z,703,0
20181020T01Z,841,0
20181020T00Z,817,0
20181019T23Z,707,0
20181019T22Z,865,1
20181019T21Z,921,0
20181019T20Z,827,0
20181019T19Z,801,0
20181019T18Z,890,0
20181019T17Z,1011,0
20181019T16Z,1028,1
20181019T15Z,957,0
20181019T14Z,649,0
20181019T13Z,441,0
20181019T12Z,371,0
20181019T11Z,331,0
20181019T10Z,247,0
20181019T09Z,328,0
20181019T08Z,480,0
20181019T07Z,471,0
20181019T06Z,569,0
20181019T05Z,1004,0
20181019T04Z,813,0
20181019T03Z,748,0
20181019T02Z,826,0
20181019T01Z,811,0
20181019T00Z,611,0
20181018T23Z,684,0
20181018T22Z,744,0
20181018T21Z,757,0
20181018T20Z,588,0
20181018T19Z,586,0
20181018T18Z,698,0
20181018T17Z,934,0
20181018T16Z,894,0
20181018T15Z,867,0
20181018T14Z,648,0
20181018T13Z,459,0
20181018T12Z,364,0
20181018T11Z,315,0
20181018T10Z,238,0
20181018T09Z,202,0
20181018T08Z,292,0
20181018T07Z,413,0
20181018T06Z,664,0
20181018T05Z,815,0
20181018T04Z,822,0
20181018T03Z,790,0
20181018T02Z,694,0
20181018T01Z,545,0
20181018T00Z,614,0
20181017T23Z,611,0
20181017T22Z,567,0
20181017T21Z,443,0
20181017T20Z,536,0
20181017T19Z,707,0
20181017T18Z,815,0
20181017T17Z,918,0
20181017T16Z,743,0
20181017T15Z,669,0
20181017T14Z,591,1
20181017T13Z,437,0
20181017T12Z,316,0
20181017T11Z,401,1
20181017T10Z,387,0
20181017T09Z,268,1
20181017T08Z,354,0
20181017T07Z,553,0
20181017T06Z,723,1
20181017T05Z,798,0
20181017T04Z,795,0
20181017T03Z,812,0
20181017T02Z,844,0
20181017T01Z,689,0
20181017T00Z,610,0
20181016T23Z,610,0
20181016T22Z,601,0
20181016T21Z,579,0
20181016T20Z,582,0
20181016T19Z,633,1
20181016T18Z,645,0
20181016T17Z,690,0
20181016T16Z,800,0
20181016T15Z,1096,0
20181016T14Z,968,1
20181016T13Z,369,0
20181016T12Z,316,0
20181016T11Z,428,0
20181016T10Z,304,0
20181016T09Z,268,0
20181016T08Z,371,0
20181016T07Z,604,0
20181016T06Z,684,0
20181016T05Z,893,0
20181016T04Z,882,0
20181016T03Z,819,0
20181016T02Z,866,0
20181016T01Z,876,0
20181016T00Z,902,0
20181015T23Z,958,0
20181015T22Z,900,0
20181015T21Z,892,0
20181015T20Z,926,0
20181015T19Z,780,0
20181015T18Z,909,0
20181015T17Z,830,0
20181015T16Z,1023,0
20181015T15Z,1121,0
20181015T14Z,1032,0
20181015T13Z,540,0
20181015T12Z,448,0
20181015T11Z,256,0
20181015T10Z,232,0
20181015T09Z,414,0
20181015T08Z,565,0
20181015T07Z,657,0
20181015T06Z,592,0
20181015T05Z,577,0
20181015T04Z,656,0
20181015T03Z,737,0
20181015T02Z,792,0
20181015T01Z,725,0
20181015T00Z,582,0
20181014T23Z,478,0
20181014T22Z,457,0
20181014T21Z,574,0
20181014T20Z,637,0
20181014T19Z,703,1
20181014T18Z,702,0
20181014T17Z,706,0
20181014T16Z,661,1
20181014T15Z,735,0
20181014T14Z,644,1
20181014T13Z,486,0
20181014T12Z,371,0
20181014T11Z,350,1
20181014T10Z,355,1
20181014T09Z,354,0
20181014T08Z,291,0
20181014T07Z,178,0
20181014T06Z,206,1
20181014T05Z,399,0
20181014T04Z,567,0
20181014T03Z,762,0
20181014T02Z,703,2
20181014T01Z,548,2
20181014T00Z,402,3
20181013T23Z,464,3
20181013T22Z,530,3
20181013T21Z,617,4
20181013T20Z,729,6
20181013T19Z,827,4
20181013T18Z,854,5
20181013T17Z,785,3
20181013T16Z,651,1
20181013T15Z,630,2
20181013T14Z,664,2
20181013T13Z,407,4
20181013T12Z,361,4
20181013T11Z,299,5
20181013T10Z,230,3
20181013T09Z,254,3
20181013T08Z,428,4
20181013T07Z,641,4
20181013T06Z,855,3
20181013T05Z,1072,1
20181013T04Z,1152,0
20181013T03Z,1104,2
20181013T02Z,997,3
20181013T01Z,1001,4
20181013T00Z,995,2
20181012T23Z,1014,2
20181012T22Z,795,6
20181012T21Z,616,6
20181012T20Z,630,6
20181012T19Z,786,7
20181012T18Z,929,7
20181012T17Z,937,7
20181012T16Z,894,5
20181012T15Z,846,6
20181012T14Z,840,5
20181012T13Z,701,4
20181012T12Z,442,1
20181012T11Z,441,0
20181012T10Z,469,1
20181012T09Z,492,1
20181012T08Z,615,1
20181012T07Z,681,1
20181012T06Z,842,1
20181012T05Z,1055,2
20181012T04Z,1093,1
20181012T03Z,1151,0
20181012T02Z,1211,1
20181012T01Z,910,0
20181012T00Z,943,0
20181011T23Z,1127,0
20181011T22Z,1106,0
20181011T21Z,942,0
20181011T20Z,690,0
20181011T19Z,591,0
20181011T18Z,661,0
20181011T17Z,841,0
20181011T16Z,910,0
20181011T15Z,751,0
20181011T14Z,531,0
20181011T13Z,248,1
20181011T12Z,147,0
20181011T11Z,103,0
20181011T10Z,97,0
20181011T09Z,115,0
20181011T08Z,312,0
20181011T07Z,639,1
20181011T06Z,747,0
20181011T05Z,1002,0
20181011T04Z,1103,0
20181011T03Z,1135,0
20181011T02Z,1113,0
20181011T01Z,1094,1
20181011T00Z,1028,0
20181010T23Z,1015,0
20181010T22Z,965,1
20181010T21Z,935,0
20181010T20Z,1092,1
20181010T19Z,1212,0
20181010T18Z,968,0
20181010T17Z,966,2
20181010T16Z,802,1
20181010T15Z,809,1
20181010T14Z,807,1
20181010T13Z,408,1
20181010T12Z,243,1
20181010T11Z,209,0
20181010T10Z,365,1
20181010T09Z,519,1
20181010T08Z,578,1
20181010T07Z,686,0
20181010T06Z,648,2
20181010T05Z,766,1
20181010T04Z,923,2
20181010T03Z,979,1
20181010T02Z,834,1
20181010T01Z,777,1
20181010T00Z,755,1
20181009T23Z,682,2
20181009T22Z,703,3
20181009T21Z,712,4
20181009T20Z,776,4
20181009T19Z,746,4
20181009T18Z,738,5
20181009T17Z,736,5
20181009T16Z,710,4
20181009T15Z,778,2
20181009T14Z,672,1
20181009T13Z,409,1
20181009T12Z,176,0
20181009T11Z,230,0
20181009T10Z,297,1
20181009T09Z,293,1
20181009T08Z,441,0
20181009T07Z,490,0
20181009T06Z,657,0
20181009T05Z,883,0
20181009T04Z,1034,0
20181009T03Z,1109,0
20181009T02Z,1108,0
20181009T01Z,1045,0
20181009T00Z,1045,0
20181008T23Z,927,0
20181008T22Z,883,0
20181008T21Z,769,0
20181008T20Z,762,0
20181008T19Z,812,0
20181008T18Z,802,0
20181008T17Z,744,0
20181008T16Z,750,0
20181008T15Z,911,0
20181008T14Z,893,1
20181008T13Z,606,0
20181008T12Z,603,0
20181008T11Z,421,0
20181008T10Z,409,0
20181008T09Z,416,0
20181008T08Z,528,0
20181008T07Z,622,0
20181008T06Z,760,0
20181008T05Z,699,0
20181008T04Z,651,1
20181008T03Z,757,0
20181008T02Z,915,0
20181008T01Z,764,1
20181008T00Z,539,0
20181007T23Z,353,0
20181007T22Z,424,2
20181007T21Z,343,2
20181007T20Z,346,2
20181007T19Z,450,3
20181007T18Z,454,2
20181007T17Z,388,3
20181007T16Z,271,2
20181007T15Z,268,2
20181007T14Z,214,2
20181007T13Z,189,0
20181007T12Z,177,2
20181007T11Z,193,1
20181007T10Z,215,1
20181007T09Z,228,2
20181007T08Z,244,3
20181007T07Z,288,3
20181007T06Z,479,2
20181007T05Z,687,2
20181007T04Z,605,2
20181007T03Z,576,2
20181007T02Z,587,1
20181007T01Z,541,0
20181007T00Z,617,1
20181006T23Z,809,0
20181006T22Z,781,0
20181006T21Z,686,0
20181006T20Z,579,0
20181006T19Z,512,0
20181006T18Z,578,1
20181006T17Z,647,1
20181006T16Z,660,2
20181006T15Z,495,3
20181006T14Z,473,3
20181006T13Z,286,2
20181006T12Z,154,1
20181006T11Z,182,1
20181006T10Z,202,1
20181006T09Z,303,1
20181006T08Z,415,0
20181006T07Z,350,0
20181006T06Z,404,0
20181006T05Z,690,1
20181006T04Z,859,0
20181006T03Z,1073,0
20181006T02Z,922,0
20181006T01Z,715,1
20181006T00Z,601,0
20181005T23Z,537,0
20181005T22Z,455,2
20181005T21Z,430,2
20181005T20Z,369,1
20181005T19Z,342,3
20181005T18Z,578,1
20181005T17Z,546,5
20181005T16Z,357,6
20181005T15Z,369,5
20181005T14Z,470,7
20181005T13Z,179,6
20181005T12Z,114,3
20181005T11Z,132,1
20181005T10Z,206,2
20181005T09Z,210,1
20181005T08Z,183,0
20181005T07Z,252,1
20181005T06Z,285,5
20181005T05Z,636,4
20181005T04Z,798,2
20181005T03Z,822,1
20181005T02Z,835,1
20181005T01Z,701,0
20181005T00Z,589,0
20181004T23Z,570,0
20181004T22Z,614,0
20181004T21Z,594,0
20181004T20Z,592,0
20181004T19Z,626,0
20181004T18Z,649,0
20181004T17Z,576,0
20181004T16Z,596,0
20181004T15Z,770,0
20181004T14Z,781,0
20181004T13Z,351,0
20181004T12Z,251,0
20181004T11Z,215,0
20181004T10Z,219,1
20181004T09Z,252,1
20181004T08Z,336,1
20181004T07Z,560,1
20181004T06Z,801,1
20181004T05Z,1013,1
20181004T04Z,1027,2
20181004T03Z,1037,1
20181004T02Z,885,2
20181004T01Z,761,1
20181004T00Z,766,1
20181003T23Z,872,1
20181003T22Z,733,1
20181003T21Z,679,1
20181003T20Z,616,2
20181003T19Z,626,1
20181003T18Z,703,1
20181003T17Z,534,1
20181003T16Z,485,1
20181003T15Z,767,0
20181003T14Z,790,1
20181003T13Z,417,1
20181003T12Z,329,1
20181003T11Z,308,0
20181003T10Z,324,1
20181003T09Z,330,1
20181003T08Z,424,1
20181003T07Z,516,2
20181003T06Z,633,3
20181003T05Z,796,6
20181003T04Z,745,7
20181003T03Z,635,7
20181003T02Z,742,7
20181003T01Z,844,8
20181003T00Z,836,7
20181002T23Z,798,8
20181002T22Z,751,8
20181002T21Z,810,8
20181002T20Z,580,7
20181002T19Z,665,8
20181002T18Z,728,8
20181002T17Z,691,8
20181002T16Z,568,7
20181002T15Z,658,7
20181002T14Z,750,5
20181002T13Z,308,5
20181002T12Z,138,4
20181002T11Z,144,5
20181002T10Z,309,4
20181002T09Z,600,6
20181002T08Z,685,4
20181002T07Z,619,3
20181002T06Z,666,3
20181002T05Z,856,2
20181002T04Z,932,2
20181002T03Z,1010,1
20181002T02Z,921,1
20181002T01Z,846,1
20181002T00Z,948,0
20181001T23Z,912,0
20181001T22Z,893,0
20181001T21Z,780,0
20181001T20Z,414,0
20181001T19Z,264,0
20181001T18Z,542,0
20181001T17Z,841,1
20181001T16Z,918,0
20181001T15Z,771,0
20181001T14Z,559,0
20181001T13Z,183,0
20181001T12Z,106,0
20181001T11Z,100,0
20181001T10Z,161,0
20181001T09Z,496,0
20181001T08Z,882,0
20181001T07Z,915,0
20181001T06Z,662,0
20181001T05Z,569,0
20181001T04Z,641,0
20181001T03Z,950,0
20181001T02Z,890,0
20181001T01Z,872,0
20181001T00Z,869,0
20180930T23Z,826,0
20180930T22Z,769,0
20180930T21Z,733,0
20180930T20Z,608,0
20180930T19Z,569,0
20180930T18Z,562,0
20180930T17Z,584,1
20180930T16Z,618,0
20180930T15Z,602,2
20180930T14Z,558,4
20180930T13Z,514,6
20180930T12Z,513,5
20180930T11Z,512,6
20180930T10Z,568,7
20180930T09Z,609,7
20180930T08Z,479,6
20180930T07Z,319,7
20180930T06Z,564,6
20180930T05Z,882,6
20180930T04Z,841,6
20180930T03Z,767,6
20180930T02Z,673,5
20180930T01Z,619,6
20180930T00Z,660,5
20180929T23Z,719,6
20180929T22Z,575,6
20180929T21Z,525,5
20180929T20Z,589,4
20180929T19Z,549,3
20180929T18Z,483,4
20180929T17Z,478,2
20180929T16Z,491,3
20180929T15Z,600,1
20180929T14Z,606,1
20180929T13Z,486,1
20180929T12Z,446,0
20180929T11Z,298,1
20180929T10Z,180,0
20180929T09Z,261,0
20180929T08Z,457,0
20180929T07Z,563,1
20180929T06Z,576,0
20180929T05Z,858,0
20180929T04Z,946,1
20180929T03Z,850,1
20180929T02Z,910,0
20180929T01Z,928,2
20180929T00Z,841,0
20180928T23Z,714,1
20180928T22Z,843,1
20180928T21Z,863,2
20180928T20Z,930,2
20180928T19Z,858,2
20180928T18Z,710,2
20180928T17Z,776,3
20180928T16Z,790,2
20180928T15Z,871,3
20180928T14Z,923,2
20180928T13Z,602,4
20180928T12Z,291,3
20180928T11Z,310,3
20180928T10Z,482,2
20180928T09Z,300,1
20180928T08Z,293,0
20180928T07Z,498,1
20180928T06Z,678,0
20180928T05Z,844,0
20180928T04Z,896,0
20180928T03Z,839,1
20180928T02Z,778,0
20180928T01Z,805,0
20180928T00Z,755,0
20180927T23Z,756,0
20180927T22Z,697,1
20180927T21Z,754,0
20180927T20Z,773,0
20180927T19Z,804,0
20180927T18Z,773,0
20180927T17Z,686,1
20180927T16Z,566,0
20180927T15Z,634,0
20180927T14Z,625,1
20180927T13Z,385,0
20180927T12Z,272,0
20180927T11Z,286,0
20180927T10Z,281,0
20180927T09Z,242,0
20180927T08Z,138,0
20180927T07Z,270,0
20180927T06Z,489,0
20180927T05Z,652,0
20180927T04Z,765,0
20180927T03Z,977,0
20180927T02Z,1042,0
20180927T01Z,1035,0
20180927T00Z,890,0
20180926T23Z,927,0
20180926T22Z,949,0
20180926T21Z,846,0
20180926T20Z,744,0
20180926T19Z,736,0
20180926T18Z,745,0
20180926T17Z,728,0
20180926T16Z,728,0
20180926T15Z,628,0
20180926T14Z,598,0
20180926T13Z,443,0
20180926T12Z,240,0
20180926T11Z,234,0
20180926T10Z,172,0
20180926T09Z,255,0
20180926T08Z,470,0
20180926T07Z,565,0
20180926T06Z,651,0
20180926T05Z,839,0
20180926T04Z,1004,0
20180926T03Z,1069,1
20180926T02Z,1035,0
20180926T01Z,901,0
20180926T00Z,713,0
20180925T23Z,716,1
20180925T22Z,558,0
20180925T21Z,507,0
20180925T20Z,563,0
20180925T19Z,721,0
20180925T18Z,706,0
20180925T17Z,699,0
20180925T16Z,766,0
20180925T15Z,987,0
20180925T14Z,989,0
20180925T13Z,454,0
20180925T12Z,186,0
20180925T11Z,380,0
20180925T10Z,573,0
20180925T09Z,402,0
20180925T08Z,257,0
20180925T07Z,383,0
20180925T06Z,612,0
20180925T05Z,938,1
20180925T04Z,1006,0
20180925T03Z,1095,0
20180925T02Z,1156,0
20180925T01Z,1171,0
20180925T00Z,1102,0
20180924T23Z,1058,0
20180924T22Z,1083,0
20180924T21Z,1129,0
20180924T20Z,1042,0
20180924T19Z,985,0
20180924T18Z,983,0
20180924T17Z,969,0
20180924T16Z,795,0
20180924T15Z,806,0
20180924T14Z,992,0
20180924T13Z,771,1
20180924T12Z,469,0
20180924T11Z,429,0
20180924T10Z,493,0
20180924T09Z,456,0
20180924T08Z,395,0
20180924T07Z,465,0
20180924T06Z,715,1
20180924T05Z,839,4
20180924T04Z,993,5
20180924T03Z,924,3
20180924T02Z,789,1
20180924T01Z,691,1
20180924T00Z,767,0
20180923T23Z,848,0
20180923T22Z,811,1
20180923T21Z,874,1
20180923T20Z,615,1
20180923T19Z,525,2
20180923T18Z,350,2
20180923T17Z,440,3
20180923T16Z,502,3
20180923T15Z,510,4
20180923T14Z,305,4
20180923T13Z,328,4
20180923T12Z,265,6
20180923T11Z,368,6
20180923T10Z,322,6
20180923T09Z,113,7
20180923T08Z,214,6
20180923T07Z,482,7
20180923T06Z,576,5
20180923T05Z,589,6
20180923T04Z,753,6
20180923T03Z,801,5
20180923T02Z,744,5
20180923T01Z,708,7
20180923T00Z,577,6
20180922T23Z,553,7
20180922T22Z,692,6
20180922T21Z,790,6
20180922T20Z,662,6
20180922T19Z,586,6
20180922T18Z,663,3
20180922T17Z,583,1
20180922T16Z,520,2
20180922T15Z,612,4
20180922T14Z,579,5
20180922T13Z,277,5
20180922T12Z,235,4
20180922T11Z,309,2
20180922T10Z,185,6
20180922T09Z,225,5
20180922T08Z,361,5
20180922T07Z,345,6
20180922T06Z,455,6
20180922T05Z,989,5
20180922T04Z,969,4
20180922T03Z,948,2
20180922T02Z,955,1
20180922T01Z,897,0
20180922T00Z,761,0
20180921T23Z,736,0
20180921T22Z,701,0
20180921T21Z,685,0
20180921T20Z,684,0
20180921T19Z,677,0
20180921T18Z,677,1
20180921T17Z,620,0
20180921T16Z,637,1
20180921T15Z,612,4
20180921T14Z,492,5
20180921T13Z,357,4
20180921T12Z,231,3
20180921T11Z,199,4
20180921T10Z,193,5
20180921T09Z,255,5
20180921T08Z,497,5
20180921T07Z,521,5
20180921T06Z,509,4
20180921T05Z,914,2
20180921T04Z,868,1
20180921T03Z,826,0
20180921T02Z,837,1
20180921T01Z,663,1
20180921T00Z,518,1
20180920T23Z,399,1
20180920T22Z,430,1
20180920T21Z,494,0
20180920T20Z,532,2
20180920T19Z,307,2
20180920T18Z,307,3
20180920T17Z,564,4
20180920T16Z,746,6
20180920T15Z,508,6
20180920T14Z,318,6
20180920T13Z,225,4
20180920T12Z,243,4
20180920T11Z,226,4
20180920T10Z,212,4
20180920T09Z,216,5
20180920T08Z,341,2
20180920T07Z,355,1
20180920T06Z,399,3
20180920T05Z,652,5
20180920T04Z,785,2
20180920T03Z,830,0
20180920T02Z,813,1
20180920T01Z,931,0
20180920T00Z,932,0
20180919T23Z,825,0
20180919T22Z,630,0
20180919T21Z,565,0
20180919T20Z,585,0
20180919T19Z,588,0
20180919T18Z,572,0
20180919T17Z,588,0
20180919T16Z,698,0
20180919T15Z,746,0
20180919T14Z,613,0
20180919T13Z,306,0
20180919T12Z,171,0
20180919T11Z,140,0
20180919T10Z,127,0
20180919T09Z,173,1
20180919T08Z,272,0
20180919T07Z,358,0
20180919T06Z,491,0
20180919T05Z,806,0
20180919T04Z,928,0
20180919T03Z,900,0
20180919T02Z,809,0
20180919T01Z,837,0
20180919T00Z,913,0
20180918T23Z,1072,0
20180918T22Z,1122,0
20180918T21Z,975,0
20180918T20Z,606,0
20180918T19Z,515,0
20180918T18Z,671,0
20180918T17Z,834,0
20180918T16Z,658,0
20180918T15Z,512,0
20180918T14Z,453,0
20180918T13Z,162,0
