,coal,natural gas,solar,hydro
20191010T14Z,2992,433,4,0
20191010T13Z,2898,426,1,0
20191010T12Z,2883,432,0,0
20191010T11Z,2736,427,0,0
20191010T10Z,2491,405,0,0
20191010T09Z,2438,334,0,0
20191010T08Z,2447,346,0,0
20191010T07Z,2448,340,0,0
20191010T06Z,2487,377,0,9
20191010T05Z,2625,417,0,13
20191010T04Z,2765,422,0,12
20191010T03Z,2952,428,0,23
20191010T02Z,3194,428,0,25
20191010T01Z,3358,426,0,33
20191010T00Z,3427,426,0,36
20191009T23Z,3302,420,1,48
20191009T22Z,3289,426,2,50
20191009T21Z,3222,426,1,58
20191009T20Z,3271,433,2,58
20191009T19Z,3272,430,2,68
20191009T18Z,3272,434,2,69
20191009T17Z,3271,432,2,68
20191009T16Z,3293,435,1,77
20191009T15Z,3198,435,1,79
20191009T14Z,3110,433,0,78
20191009T13Z,3043,431,0,78
20191009T12Z,2967,432,0,88
20191009T11Z,2699,433,0,87
20191009T10Z,2491,382,0,86
20191009T09Z,2456,323,0,86
20191009T08Z,2462,325,0,86
20191009T07Z,2465,336,0,84
20191009T06Z,2537,351,0,85
20191009T05Z,2621,400,0,84
20191009T04Z,2719,431,0,83
20191009T03Z,2931,424,0,85
20191009T02Z,3224,429,0,84
20191009T01Z,3426,421,0,83
20191009T00Z,3488,415,0,84
20191008T23Z,3345,405,1,85
20191008T22Z,3321,405,3,85
20191008T21Z,3329,411,6,86
20191008T20Z,3299,414,8,86
20191008T19Z,3330,416,10,87
20191008T18Z,3244,419,10,85
20191008T17Z,3228,426,10,87
20191008T16Z,3189,425,9,86
20191008T15Z,3169,405,7,85
20191008T14Z,3098,440,2,83
20191008T13Z,3030,415,0,71
20191008T12Z,2998,425,0,39
20191008T11Z,2786,437,0,33
20191008T10Z,2564,435,0,33
20191008T09Z,2480,372,0,32
20191008T08Z,2457,371,0,34
20191008T07Z,2453,387,0,33
20191008T06Z,2507,410,0,33
20191008T05Z,2620,428,0,34
20191008T04Z,2729,419,0,34
20191008T03Z,2924,424,0,34
20191008T02Z,3059,514,0,35
20191008T01Z,3269,593,0,34
20191008T00Z,3241,595,0,35
20191007T23Z,3171,575,1,35
20191007T22Z,3335,586,1,35
20191007T21Z,3300,555,1,35
20191007T20Z,3363,587,0,35
20191007T19Z,3381,599,0,35
20191007T18Z,3348,603,0,35
20191007T17Z,3396,602,3,35
20191007T16Z,3335,591,2,36
20191007T15Z,3267,440,1,35
20191007T14Z,3174,438,0,36
20191007T13Z,3103,422,0,32
20191007T12Z,3108,429,0,12
20191007T11Z,2835,419,0,12
20191007T10Z,2608,423,0,11
20191007T09Z,2484,388,0,12
20191007T08Z,2471,387,0,12
20191007T07Z,2500,401,0,11
20191007T06Z,2566,407,0,12
20191007T05Z,2614,409,0,12
20191007T04Z,2612,406,0,11
20191007T03Z,2811,407,0,12
20191007T02Z,3003,486,0,12
20191007T01Z,3161,514,0,12
20191007T00Z,3240,549,0,12
20191006T23Z,3173,548,0,11
20191006T22Z,3157,522,1,12
20191006T21Z,3144,536,1,12
20191006T20Z,3155,506,1,12
20191006T19Z,3205,506,1,12
20191006T18Z,3205,429,1,12
20191006T17Z,3218,405,1,12
20191006T16Z,3143,392,2,12
20191006T15Z,3034,409,2,12
20191006T14Z,2884,390,2,12
20191006T13Z,2636,421,1,12
20191006T12Z,2487,420,0,13
20191006T11Z,2392,420,0,12
20191006T10Z,2363,421,0,13
20191006T09Z,2354,416,0,12
20191006T08Z,2311,418,0,13
20191006T07Z,2404,420,0,12
20191006T06Z,2476,421,0,12
20191006T05Z,2590,429,0,13
20191006T04Z,2537,682,0,12
20191006T03Z,2709,702,0,13
20191006T02Z,2938,698,0,12
20191006T01Z,3021,776,0,12
20191006T00Z,3116,804,0,13
20191005T23Z,3222,798,1,12
20191005T22Z,3258,797,3,12
20191005T21Z,3274,706,6,13
20191005T20Z,3103,659,8,12
20191005T19Z,2982,633,9,13
20191005T18Z,2862,668,10,12
20191005T17Z,2761,610,9,12
20191005T16Z,2791,524,9,13
20191005T15Z,2805,431,7,12
20191005T14Z,2693,426,5,12
20191005T13Z,2588,410,2,12
20191005T12Z,2511,399,0,13
20191005T11Z,2428,342,0,12
20191005T10Z,2413,333,0,12
20191005T09Z,2421,359,0,12
20191005T08Z,2491,346,0,12
20191005T07Z,2549,380,0,12
20191005T06Z,2596,413,0,12
20191005T05Z,2737,413,0,12
20191005T04Z,2828,415,0,12
20191005T03Z,3145,336,0,12
20191005T02Z,3359,338,0,11
20191005T01Z,3500,379,0,12
20191005T00Z,3633,369,0,12
20191004T23Z,3697,406,1,12
20191004T22Z,3831,411,4,12
20191004T21Z,3926,410,6,12
20191004T20Z,3875,412,7,12
20191004T19Z,3876,416,10,12
20191004T18Z,3793,417,10,12
20191004T17Z,3747,420,10,12
20191004T16Z,3691,423,9,11
20191004T15Z,3582,421,7,12
20191004T14Z,3497,411,3,12
20191004T13Z,3443,377,0,5
20191004T12Z,3395,309,0,0
20191004T11Z,3277,379,0,0
20191004T10Z,3007,382,0,0
20191004T09Z,2865,403,0,0
20191004T08Z,2929,401,0,0
20191004T07Z,3142,406,0,0
20191004T06Z,3378,403,0,0
20191004T05Z,3520,427,0,0
20191004T04Z,3579,746,0,0
20191004T03Z,3908,978,0,0
20191004T02Z,4076,1128,0,0
20191004T01Z,4262,1328,0,0
20191004T00Z,4384,1526,0,0
20191003T23Z,4620,1629,1,0
20191003T22Z,4741,1878,3,0
20191003T21Z,4733,1970,6,0
20191003T20Z,4748,1971,8,0
20191003T19Z,4764,1946,9,0
20191003T18Z,4630,1428,9,0
20191003T17Z,4586,969,9,0
20191003T16Z,4443,661,8,0
20191003T15Z,4287,473,7,0
20191003T14Z,4017,404,4,0
20191003T13Z,3810,409,2,0
20191003T12Z,3643,413,0,0
20191003T11Z,3500,411,0,0
20191003T10Z,3151,410,0,0
20191003T09Z,3047,408,0,0
20191003T08Z,3098,403,0,0
20191003T07Z,3246,402,0,0
20191003T06Z,3474,404,0,0
20191003T05Z,3673,403,0,0
20191003T04Z,4040,484,0,0
20191003T03Z,4190,711,0,0
20191003T02Z,4292,1123,0,3
20191003T01Z,4309,1624,0,12
20191003T00Z,4434,1950,0,14
20191002T23Z,4669,2144,1,23
20191002T22Z,4663,2163,3,23
20191002T21Z,4723,2156,6,33
20191002T20Z,4652,2066,7,34
20191002T19Z,4564,1944,9,34
20191002T18Z,4578,1666,10,33
20191002T17Z,4597,1210,8,33
20191002T16Z,4537,744,8,34
20191002T15Z,4389,517,7,33
20191002T14Z,4152,405,4,32
20191002T13Z,3973,406,1,29
20191002T12Z,3889,406,0,22
20191002T11Z,3623,405,0,22
20191002T10Z,3195,407,0,22
20191002T09Z,3136,400,0,22
20191002T08Z,3230,406,0,22
20191002T07Z,3287,402,0,22
20191002T06Z,3559,402,0,22
20191002T05Z,3783,403,0,22
20191002T04Z,4082,403,0,22
20191002T03Z,4226,689,0,23
20191002T02Z,4497,1188,0,22
20191002T01Z,4383,1714,0,23
20191002T00Z,4580,1929,0,23
20191001T23Z,4645,2003,1,24
20191001T22Z,4649,2018,3,23
20191001T21Z,4680,2017,5,24
20191001T20Z,4678,2002,5,20
20191001T19Z,4651,1989,6,11
20191001T18Z,4713,1835,6,0
20191001T17Z,4692,1595,8,0
20191001T16Z,4601,984,8,0
20191001T15Z,4469,465,6,0
20191001T14Z,4098,407,3,0
20191001T13Z,3882,409,1,0
20191001T12Z,3828,410,0,0
20191001T11Z,3660,411,0,0
20191001T10Z,3333,411,0,0
20191001T09Z,3194,371,0,0
20191001T08Z,3283,395,0,0
20191001T07Z,3405,407,0,0
20191001T06Z,3595,405,0,0
20191001T05Z,3836,402,0,0
20191001T04Z,4226,404,0,0
20191001T03Z,4607,466,0,0
20191001T02Z,4652,802,0,0
20191001T01Z,4727,1047,0,0
20191001T00Z,4604,1619,0,0
20190930T23Z,4561,2060,1,0
20190930T22Z,4624,2070,3,1
20190930T21Z,4667,2041,5,11
20190930T20Z,4656,1912,5,12
20190930T19Z,4701,1802,7,12
20190930T18Z,4554,1531,6,12
20190930T17Z,4579,1297,6,12
20190930T16Z,4617,669,7,11
20190930T15Z,4292,523,6,12
20190930T14Z,4021,409,3,11
20190930T13Z,3646,417,1,0
20190930T12Z,3611,414,0,0
20190930T11Z,3384,414,0,0
20190930T10Z,3059,400,0,0
20190930T09Z,3005,336,0,0
20190930T08Z,3009,342,0,0
20190930T07Z,3058,373,0,0
20190930T06Z,3153,409,0,0
20190930T05Z,3382,407,0,0
20190930T04Z,3698,406,0,0
20190930T03Z,4087,410,0,0
20190930T02Z,4459,414,0,0
20190930T01Z,4630,607,0,0
20190930T00Z,4638,649,0,0
20190929T23Z,4766,746,1,0
20190929T22Z,4705,849,3,0
20190929T21Z,4688,849,4,0
20190929T20Z,4608,846,6,0
20190929T19Z,4616,800,6,0
20190929T18Z,4644,658,5,0
20190929T17Z,4267,562,6,0
20190929T16Z,3918,560,6,0
20190929T15Z,3461,559,6,0
20190929T14Z,3155,539,3,0
20190929T13Z,2992,397,1,0
20190929T12Z,2915,277,0,0
20190929T11Z,2873,307,0,0
20190929T10Z,2801,322,0,0
20190929T09Z,2791,368,0,0
20190929T08Z,2858,381,0,0
20190929T07Z,2947,392,0,0
20190929T06Z,3060,404,0,0
20190929T05Z,3228,413,0,0
20190929T04Z,3595,409,0,0
20190929T03Z,4081,395,0,0
20190929T02Z,4296,491,0,0
20190929T01Z,4461,577,0,0
20190929T00Z,4355,811,0,0
20190928T23Z,4503,1040,1,0
20190928T22Z,4589,1044,2,0
20190928T21Z,4612,1035,4,0
20190928T20Z,4612,1005,6,0
20190928T19Z,4645,849,9,0
20190928T18Z,4582,759,8,0
20190928T17Z,4624,587,9,0
20190928T16Z,4410,416,8,0
20190928T15Z,4024,410,7,0
20190928T14Z,3642,404,4,0
20190928T13Z,3248,396,1,0
20190928T12Z,3172,362,0,0
20190928T11Z,3135,349,0,0
20190928T10Z,3119,294,0,0
20190928T09Z,3161,268,0,0
20190928T08Z,3206,252,0,0
20190928T07Z,3341,312,0,0
20190928T06Z,3504,328,0,0
20190928T05Z,3707,368,0,0
20190928T04Z,3937,409,0,0
20190928T03Z,4126,511,0,0
20190928T02Z,4340,558,0,0
20190928T01Z,4422,737,0,0
20190928T00Z,4481,903,0,0
20190927T23Z,4523,1092,1,0
20190927T22Z,4506,1159,3,0
20190927T21Z,4457,1164,5,0
20190927T20Z,4473,1055,7,0
20190927T19Z,4477,948,9,0
20190927T18Z,4414,643,10,0
20190927T17Z,4339,485,9,0
20190927T16Z,3921,393,9,0
20190927T15Z,3638,417,6,0
20190927T14Z,3378,423,5,0
20190927T13Z,3202,434,2,0
20190927T12Z,3172,436,0,0
20190927T11Z,2966,429,0,0
20190927T10Z,2708,397,0,0
20190927T09Z,2679,289,0,0
20190927T08Z,2685,336,0,0
20190927T07Z,2687,345,0,0
20190927T06Z,2773,422,0,0
20190927T05Z,2903,424,0,0
20190927T04Z,3096,423,0,0
20190927T03Z,3431,423,0,0
20190927T02Z,3818,420,0,0
20190927T01Z,4000,532,0,0
20190927T00Z,4013,912,0,0
20190926T23Z,4064,1035,1,0
20190926T22Z,4184,1049,3,0
20190926T21Z,4035,1045,2,0
20190926T20Z,4051,1049,4,0
20190926T19Z,4063,1006,6,0
20190926T18Z,4167,803,5,0
20190926T17Z,4222,586,7,0
20190926T16Z,4133,480,7,0
20190926T15Z,4036,409,4,0
20190926T14Z,3881,409,2,0
20190926T13Z,3735,412,1,0
20190926T12Z,3683,406,0,11
20190926T11Z,3497,406,0,12
20190926T10Z,3100,409,0,12
20190926T09Z,2969,407,0,12
20190926T08Z,2965,407,0,12
20190926T07Z,3035,405,0,12
20190926T06Z,3173,404,0,12
20190926T05Z,3332,402,0,12
20190926T04Z,3561,402,0,12
20190926T03Z,3811,403,0,12
20190926T02Z,4047,548,0,12
20190926T01Z,4085,804,0,12
20190926T00Z,4091,976,0,12
20190925T23Z,4133,1002,1,11
20190925T22Z,4206,992,3,12
20190925T21Z,4207,970,5,12
20190925T20Z,4168,806,6,12
20190925T19Z,4134,645,9,12
20190925T18Z,3941,550,10,12
20190925T17Z,3804,519,10,12
20190925T16Z,3695,407,9,12
20190925T15Z,3483,413,7,11
20190925T14Z,3267,420,4,12
20190925T13Z,3139,427,2,11
20190925T12Z,3134,431,0,0
20190925T11Z,2983,431,0,0
20190925T10Z,2724,398,0,0
20190925T09Z,2680,304,0,0
20190925T08Z,2684,316,0,0
20190925T07Z,2707,375,0,0
20190925T06Z,2774,418,0,0
20190925T05Z,2904,424,0,0
20190925T04Z,3066,421,0,0
20190925T03Z,3383,419,0,0
20190925T02Z,3728,414,0,0
20190925T01Z,4017,443,0,0
20190925T00Z,3958,556,0,0
20190924T23Z,3968,792,1,0
20190924T22Z,3989,893,4,0
20190924T21Z,4013,910,7,0
20190924T20Z,4054,860,8,0
20190924T19Z,4005,795,8,0
20190924T18Z,3855,694,10,0
20190924T17Z,3875,495,9,0
20190924T16Z,3743,415,9,0
20190924T15Z,3622,422,7,0
20190924T14Z,3486,425,5,0
20190924T13Z,3367,415,2,0
20190924T12Z,3321,428,0,0
20190924T11Z,3054,425,0,0
20190924T10Z,2782,399,0,0
20190924T09Z,2707,324,0,0
20190924T08Z,2725,357,0,0
20190924T07Z,2794,399,0,0
20190924T06Z,2904,406,0,0
20190924T05Z,3043,402,0,0
20190924T04Z,3339,405,0,0
20190924T03Z,3739,401,0,0
20190924T02Z,3939,619,0,0
20190924T01Z,4091,791,0,0
20190924T00Z,4093,922,0,0
20190923T23Z,4274,943,1,0
20190923T22Z,4384,945,2,0
20190923T21Z,4313,982,5,0
20190923T20Z,4324,899,5,0
20190923T19Z,4244,848,2,0
20190923T18Z,4089,833,4,0
20190923T17Z,4159,652,3,0
20190923T16Z,4141,494,3,0
20190923T15Z,4048,409,1,3
20190923T14Z,3928,412,1,12
20190923T13Z,3757,411,1,12
20190923T12Z,3670,410,0,12
20190923T11Z,3420,411,0,12
20190923T10Z,3083,410,0,12
20190923T09Z,2989,405,0,12
20190923T08Z,2980,388,0,11
20190923T07Z,3018,402,0,12
20190923T06Z,3111,398,0,12
20190923T05Z,3208,396,0,11
20190923T04Z,3468,395,0,12
20190923T03Z,3782,420,0,12
20190923T02Z,3870,685,0,12
20190923T01Z,3986,942,0,11
20190923T00Z,3952,1065,0,12
20190922T23Z,4133,1103,1,12
20190922T22Z,4193,1103,4,11
20190922T21Z,4179,1103,6,12
20190922T20Z,4079,1101,8,12
20190922T19Z,4068,1104,10,11
20190922T18Z,4069,864,10,12
20190922T17Z,3949,601,10,12
20190922T16Z,3727,442,9,11
20190922T15Z,3364,409,7,12
20190922T14Z,3017,408,5,6
20190922T13Z,2790,372,2,0
20190922T12Z,2680,336,0,0
20190922T11Z,2622,346,0,0
20190922T10Z,2616,318,0,0
20190922T09Z,2625,341,0,0
20190922T08Z,2644,371,0,0
20190922T07Z,2734,406,0,0
20190922T06Z,2857,409,0,0
20190922T05Z,3033,409,0,0
20190922T04Z,3310,405,0,0
20190922T03Z,3652,403,0,0
20190922T02Z,3827,595,0,0
20190922T01Z,3892,843,0,0
20190922T00Z,3920,1007,0,0
20190921T23Z,4014,1173,1,0
20190921T22Z,4124,1283,4,0
20190921T21Z,4133,1236,6,0
20190921T20Z,4197,1063,6,0
20190921T19Z,4093,998,5,0
20190921T18Z,4063,821,9,0
20190921T17Z,3850,767,9,0
20190921T16Z,3586,687,8,0
20190921T15Z,3415,564,7,0
20190921T14Z,3146,526,4,0
20190921T13Z,2959,471,2,0
20190921T12Z,2939,372,0,0
20190921T11Z,2938,339,0,0
20190921T10Z,2924,304,0,0
20190921T09Z,2936,287,0,0
20190921T08Z,2980,352,0,0
20190921T07Z,3026,345,0,0
20190921T06Z,3320,235,0,0
20190921T05Z,3575,226,0,0
20190921T04Z,3782,332,0,0
20190921T03Z,4083,344,0,0
20190921T02Z,4371,380,0,0
20190921T01Z,4593,476,0,0
20190921T00Z,4654,519,0,0
20190920T23Z,4911,574,1,0
20190920T22Z,4944,673,4,0
20190920T21Z,4987,687,5,11
20190920T20Z,4922,672,3,12
20190920T19Z,4840,459,2,12
20190920T18Z,4575,431,3,12
20190920T17Z,4370,430,8,23
20190920T16Z,4192,434,7,23
20190920T15Z,4042,434,3,33
20190920T14Z,3853,432,4,34
20190920T13Z,3731,411,2,32
20190920T12Z,3616,406,0,29
20190920T11Z,3416,411,0,34
20190920T10Z,3120,399,0,34
20190920T09Z,3060,365,0,34
20190920T08Z,3104,407,0,34
20190920T07Z,3193,407,0,34
20190920T06Z,3367,399,0,34
20190920T05Z,3634,406,0,34
20190920T04Z,3887,411,0,33
20190920T03Z,4176,474,0,33
20190920T02Z,4260,772,0,35
20190920T01Z,4336,1000,0,34
20190920T00Z,4338,1060,0,34
20190919T23Z,4427,1295,1,35
20190919T22Z,4651,1143,4,35
20190919T21Z,4667,1160,6,30
20190919T20Z,4694,1065,8,24
20190919T19Z,4641,965,8,17
20190919T18Z,4583,733,7,12
20190919T17Z,4536,492,8,12
20190919T16Z,4321,424,9,12
20190919T15Z,4040,407,7,12
20190919T14Z,3718,416,4,13
20190919T13Z,3529,414,2,12
20190919T12Z,3368,417,0,12
20190919T11Z,3152,415,0,12
20190919T10Z,2854,415,0,13
20190919T09Z,2800,402,0,12
20190919T08Z,2846,407,0,12
20190919T07Z,2977,413,0,12
20190919T06Z,3140,411,0,12
20190919T05Z,3363,408,0,13
20190919T04Z,3597,409,0,12
20190919T03Z,3945,407,0,12
20190919T02Z,4382,458,0,12
20190919T01Z,4552,635,0,12
20190919T00Z,4493,982,0,13
20190918T23Z,4675,1099,2,12
20190918T22Z,4666,1099,4,12
20190918T21Z,4719,1096,5,12
20190918T20Z,4664,1080,9,12
20190918T19Z,4515,1030,7,13
20190918T18Z,4474,759,6,12
20190918T17Z,4448,522,9,12
20190918T16Z,4244,408,9,0
20190918T15Z,3914,415,7,0
20190918T14Z,3638,418,5,0
20190918T13Z,3453,423,2,0
20190918T12Z,3361,424,0,0
20190918T11Z,3173,421,0,0
20190918T10Z,2895,421,0,0
20190918T09Z,2799,400,0,0
20190918T08Z,2858,413,0,11
20190918T07Z,2963,417,0,26
20190918T06Z,3162,414,0,34
20190918T05Z,3372,406,0,35
20190918T04Z,3598,410,0,34
20190918T03Z,4052,418,0,34
20190918T02Z,4449,491,0,34
20190918T01Z,4693,837,0,35
20190918T00Z,4764,916,0,34
20190917T23Z,4999,1106,2,35
20190917T22Z,5093,1122,4,34
20190917T21Z,5119,1124,6,34
20190917T20Z,5148,1096,7,35
20190917T19Z,5093,1043,7,35
20190917T18Z,5123,846,8,33
20190917T17Z,4987,496,7,34
20190917T16Z,4739,400,8,25
20190917T15Z,4415,405,6,20
20190917T14Z,4173,410,4,24
20190917T13Z,3974,395,2,23
20190917T12Z,3818,388,0,24
20190917T11Z,3611,404,0,23
20190917T10Z,3279,383,0,24
20190917T09Z,3231,355,0,23
20190917T08Z,3240,357,0,24
20190917T07Z,3376,396,0,24
20190917T06Z,3604,401,0,23
20190917T05Z,3820,398,0,24
20190917T04Z,4203,371,0,24
20190917T03Z,4632,371,0,23
20190917T02Z,4848,493,0,24
20190917T01Z,5005,807,0,24
20190917T00Z,5030,963,0,23
20190916T23Z,5139,1183,1,24
20190916T22Z,5124,1241,1,23
20190916T21Z,5166,1241,5,24
20190916T20Z,5225,1201,7,23
20190916T19Z,5193,1080,8,23
20190916T18Z,5241,710,9,24
20190916T17Z,5129,433,9,23
20190916T16Z,4649,409,8,23
20190916T15Z,4217,408,5,23
20190916T14Z,3915,403,4,23
20190916T13Z,3645,355,2,24
20190916T12Z,3500,380,0,12
20190916T11Z,3342,402,0,12
20190916T10Z,3094,333,0,11
20190916T09Z,2974,290,0,12
20190916T08Z,2991,230,0,11
20190916T07Z,3046,226,0,12
20190916T06Z,3086,327,0,11
20190916T05Z,3165,404,0,12
20190916T04Z,3482,399,0,11
20190916T03Z,3859,405,0,12
20190916T02Z,4420,416,0,11
20190916T01Z,4652,417,0,12
20190916T00Z,4656,414,0,12
20190915T23Z,4897,402,1,11
20190915T22Z,4902,417,3,12
20190915T21Z,4816,413,7,11
20190915T20Z,4708,418,9,12
20190915T19Z,4559,413,10,12
20190915T18Z,4210,420,10,11
20190915T17Z,3922,410,10,12
20190915T16Z,3530,407,9,12
20190915T15Z,3238,415,7,11
20190915T14Z,2958,287,5,12
20190915T13Z,2783,192,2,12
20190915T12Z,2638,180,0,12
20190915T11Z,2634,180,0,12
20190915T10Z,2621,181,0,12
20190915T09Z,2662,180,0,12
20190915T08Z,2725,181,0,12
20190915T07Z,2781,212,0,12
20190915T06Z,2863,242,0,13
20190915T05Z,3036,307,0,12
20190915T04Z,3208,392,0,12
20190915T03Z,3532,404,0,13
20190915T02Z,3848,413,0,12
20190915T01Z,4019,498,0,12
20190915T00Z,4233,558,0,13
20190914T23Z,4474,578,2,12
20190914T22Z,4455,709,4,12
20190914T21Z,4532,711,7,12
20190914T20Z,4466,712,9,12
20190914T19Z,4314,704,10,12
20190914T18Z,4167,688,10,12
20190914T17Z,4003,666,10,12
20190914T16Z,3780,740,9,12
20190914T15Z,3512,735,7,12
20190914T14Z,3185,736,5,12
20190914T13Z,2874,747,1,12
20190914T12Z,2751,738,0,11
20190914T11Z,2736,775,0,12
20190914T10Z,2739,702,0,12
20190914T09Z,3074,473,0,12
20190914T08Z,3272,382,0,11
20190914T07Z,3433,394,0,12
20190914T06Z,3655,405,0,12
20190914T05Z,3950,397,0,12
20190914T04Z,4319,385,0,12
20190914T03Z,4604,493,0,11
20190914T02Z,4624,959,0,12
20190914T01Z,4636,1333,0,12
20190914T00Z,4784,1630,0,12
20190913T23Z,4984,1817,2,11
20190913T22Z,5094,1943,4,12
20190913T21Z,5053,1927,6,11
20190913T20Z,4998,1903,8,12
20190913T19Z,4944,1724,6,11
20190913T18Z,5011,1360,9,1
20190913T17Z,5116,1015,9,0
20190913T16Z,5009,704,8,0
20190913T15Z,4755,412,7,0
20190913T14Z,4382,380,5,0
20190913T13Z,4112,404,2,0
20190913T12Z,3956,397,0,0
20190913T11Z,3727,407,0,0
20190913T10Z,3421,382,0,0
20190913T09Z,3367,336,0,0
20190913T08Z,3417,370,0,0
20190913T07Z,3529,399,0,0
20190913T06Z,3779,401,0,0
20190913T05Z,3997,407,0,0
20190913T04Z,4301,424,0,0
20190913T03Z,4548,603,0,0
20190913T02Z,4780,806,0,0
20190913T01Z,4964,1105,0,0
20190913T00Z,4962,1506,0,0
20190912T23Z,4951,1732,1,0
20190912T22Z,5053,1604,4,0
20190912T21Z,5011,1659,6,0
20190912T20Z,4993,1595,7,0
20190912T19Z,4888,1523,8,0
20190912T18Z,4888,1512,9,0
20190912T17Z,4938,1235,7,0
20190912T16Z,4844,795,8,0
20190912T15Z,4887,331,7,0
20190912T14Z,4449,355,5,4
20190912T13Z,4167,406,2,13
20190912T12Z,3962,401,0,12
20190912T11Z,3793,403,0,12
20190912T10Z,3412,384,0,16
20190912T09Z,3370,363,0,24
20190912T08Z,3412,402,0,25
20190912T07Z,3516,397,0,24
20190912T06Z,3680,400,0,24
20190912T05Z,4034,403,0,24
20190912T04Z,4398,320,0,25
20190912T03Z,4827,561,0,35
20190912T02Z,4767,706,0,36
20190912T01Z,4881,1135,0,36
20190912T00Z,4805,1734,0,36
20190911T23Z,4943,1956,2,36
20190911T22Z,5050,1930,4,36
20190911T21Z,5135,1905,5,35
20190911T20Z,5113,1742,7,36
20190911T19Z,5038,1448,6,35
20190911T18Z,4933,1315,8,35
20190911T17Z,4993,903,9,35
20190911T16Z,4749,606,8,35
20190911T15Z,4415,555,7,34
20190911T14Z,4209,457,2,35
20190911T13Z,4117,355,1,34
20190911T12Z,4037,400,0,34
20190911T11Z,3882,409,0,34
20190911T10Z,3511,407,0,34
20190911T09Z,3378,404,0,34
20190911T08Z,3491,409,0,34
20190911T07Z,3630,401,0,34
20190911T06Z,3752,408,0,34
20190911T05Z,4008,407,0,35
20190911T04Z,4288,402,0,34
20190911T03Z,4647,511,0,34
20190911T02Z,4730,848,0,35
20190911T01Z,4776,1123,0,34
20190911T00Z,4706,1319,0,34
20190910T23Z,4854,1560,2,35
20190910T22Z,4860,1589,3,18
20190910T21Z,4960,1563,5,0
20190910T20Z,4923,1546,8,0
20190910T19Z,4885,1425,9,0
20190910T18Z,4708,1171,10,0
20190910T17Z,4685,877,10,0
20190910T16Z,4463,590,9,0
20190910T15Z,4193,411,0,0
20190910T14Z,3960,402,5,0
20190910T13Z,3762,417,2,0
20190910T12Z,3551,418,0,0
20190910T11Z,3346,407,0,0
20190910T10Z,3092,384,0,0
20190910T09Z,3080,346,0,0
20190910T08Z,3103,393,0,0
20190910T07Z,3207,408,0,0
20190910T06Z,3346,412,0,0
20190910T05Z,3616,409,0,0
20190910T04Z,3915,415,0,0
20190910T03Z,4242,411,0,0
20190910T02Z,4603,549,0,0
20190910T01Z,4725,770,0,0
20190910T00Z,4696,962,0,0
20190909T23Z,4818,1007,2,0
20190909T22Z,4912,1008,5,0
20190909T21Z,4907,1005,7,0
20190909T20Z,4843,961,8,0
20190909T19Z,4919,754,10,6
20190909T18Z,4757,538,10,23
20190909T17Z,4572,412,10,23
20190909T16Z,4277,408,9,23
20190909T15Z,4021,417,7,23
20190909T14Z,3689,423,3,24
20190909T13Z,3403,427,2,23
20190909T12Z,3271,427,0,23
20190909T11Z,3007,426,0,24
20190909T10Z,2784,356,0,23
20190909T09Z,2712,334,0,23
20190909T08Z,2692,308,0,23
20190909T07Z,2714,342,0,23
20190909T06Z,2811,374,0,23
20190909T05Z,2969,394,0,23
20190909T04Z,3192,405,0,23
20190909T03Z,3501,416,0,23
20190909T02Z,3843,416,0,23
20190909T01Z,4063,412,0,23
20190909T00Z,4177,412,0,23
20190908T23Z,4317,422,2,24
20190908T22Z,4376,391,3,23
20190908T21Z,4520,397,4,22
20190908T20Z,4314,401,7,23
20190908T19Z,4133,402,9,23
20190908T18Z,3878,401,10,23
20190908T17Z,3539,404,10,23
20190908T16Z,3264,403,9,23
20190908T15Z,3056,404,7,22
20190908T14Z,2878,383,5,23
20190908T13Z,2716,312,2,23
20190908T12Z,2633,198,0,22
20190908T11Z,2599,181,0,22
20190908T10Z,2547,181,0,22
20190908T09Z,2504,181,0,22
20190908T08Z,2576,181,0,22
20190908T07Z,2636,181,0,22
20190908T06Z,2671,230,0,23
20190908T05Z,2855,254,0,22
20190908T04Z,3050,330,0,22
20190908T03Z,3211,414,0,22
20190908T02Z,3495,420,0,22
20190908T01Z,3766,413,0,23
20190908T00Z,4067,397,0,22
20190907T23Z,4502,398,2,22
20190907T22Z,4502,403,5,23
20190907T21Z,4274,405,6,22
20190907T20Z,4133,406,9,16
20190907T19Z,3885,411,8,11
20190907T18Z,3745,413,5,10
20190907T17Z,3616,415,4,0
20190907T16Z,3490,416,4,0
20190907T15Z,3366,414,2,0
20190907T14Z,3165,426,1,0
20190907T13Z,2982,418,1,0
20190907T12Z,2847,352,0,0
20190907T11Z,2848,333,0,0
20190907T10Z,2849,325,0,0
20190907T09Z,2869,335,0,0
20190907T08Z,2986,324,0,0
20190907T07Z,3052,368,0,0
20190907T06Z,3210,413,0,0
20190907T05Z,3452,414,0,0
20190907T04Z,3830,409,0,0
20190907T03Z,4102,403,0,0
20190907T02Z,4414,411,0,0
20190907T01Z,4689,406,0,0
20190907T00Z,4785,405,0,0
20190906T23Z,5019,404,1,0
20190906T22Z,5140,406,4,0
20190906T21Z,5178,405,4,0
20190906T20Z,5016,406,7,8
20190906T19Z,4755,408,8,12
20190906T18Z,4443,406,10,15
20190906T17Z,4279,402,10,23
20190906T16Z,4002,399,9,28
