,coal,natural gas,nuclear,petroleum,other,solar,hydro
20190402T17Z,687,2766,1766,0.0,1033,240,56
20190402T16Z,681,2952,1769,0.0,1029,150,63
20190402T15Z,682,2390,1765,0.0,1002,180,63
20190402T14Z,683,2596,1767,0.0,959,136,62
20190402T13Z,682,2810,1764,0.0,1017,100,64
20190402T12Z,685,2879,1766,0.0,1038,43,61
20190402T11Z,685,2578,1770,0.0,1051,0,52
20190402T10Z,681,2208,1765,-1.0,985,0,1
20190402T09Z,641,2097,1767,-1.0,978,0,0
20190402T08Z,631,2055,1767,0.0,981,0,0
20190402T07Z,632,2030,1764,-1.0,994,0,0
20190402T06Z,654,1948,1764,-1.0,988,0,-1
20190402T05Z,686,1885,1764,-2.0,983,0,0
20190402T04Z,687,1963,1765,0.0,986,0,0
20190402T03Z,683,2079,1765,0.0,993,0,4
20190402T02Z,688,2133,1766,0.0,1042,0,62
20190402T01Z,681,2151,1764,0.0,1063,0,63
20190402T00Z,680,2001,1763,0.0,1025,49,63
20190401T23Z,570,1984,1765,0.0,983,473,63
20190401T22Z,383,1985,1765,0.0,960,1263,63
20190401T21Z,242,1991,1767,0.0,892,1826,0
20190401T20Z,235,1916,1764,0.0,888,2048,0
20190401T19Z,234,2045,1767,0.0,914,2113,0
20190401T18Z,364,1902,1769,0.0,966,2140,0
20190401T17Z,380,1916,1765,0.0,964,2126,0
20190401T16Z,456,1980,1771,0.0,975,2042,12
20190401T15Z,542,2077,1770,0.0,977,1822,63
20190401T14Z,627,2397,1771,0.0,980,1421,63
20190401T13Z,676,2375,1769,0.0,992,688,63
20190401T12Z,683,2463,1770,-3.0,1038,120,62
20190401T11Z,682,2389,1768,-4.0,1058,0,64
20190401T10Z,595,2079,1769,0.0,1055,0,20
20190401T09Z,540,1754,1772,-2.0,992,0,0
20190401T08Z,445,1527,1761,-4.0,990,0,-1
20190401T07Z,406,1517,1765,0.0,989,0,0
20190401T06Z,399,1504,1764,-4.0,994,0,0
20190401T05Z,404,1397,1761,0.0,975,0,0
20190401T04Z,490,1515,1760,-5.0,995,0,0
20190401T03Z,624,1506,1770,0.0,997,0,60
20190401T02Z,683,1438,1758,0.0,971,0,67
20190401T01Z,689,1473,1747,0.0,957,0,67
20190401T00Z,658,1332,1753,0.0,928,39,68
20190331T23Z,592,1288,1750,0.0,930,227,66
20190331T22Z,514,1287,1749,0.0,926,561,68
20190331T21Z,480,1285,1749,0.0,927,818,1
20190331T20Z,474,1275,1753,0.0,917,827,0
20190331T19Z,499,1256,1749,0.0,917,804,0
20190331T18Z,487,1265,1743,0.0,920,765,-1
20190331T17Z,535,1266,1742,0.0,914,707,0
20190331T16Z,547,1252,1743,0.0,910,824,0
20190331T15Z,546,1253,1744,0.0,905,854,5
20190331T14Z,556,1267,1745,0.0,909,658,63
20190331T13Z,508,1267,1744,0.0,910,409,61
20190331T12Z,471,1278,1747,0.0,910,102,63
20190331T11Z,462,1278,1746,0.0,932,0,63
20190331T10Z,423,1277,1751,0.0,935,0,4
20190331T09Z,424,1282,1744,0.0,930,0,0
20190331T08Z,440,1279,1733,0.0,931,0,-1
20190331T07Z,459,1276,1748,0.0,930,0,0
20190331T06Z,464,1274,1749,0.0,925,0,0
20190331T05Z,467,1263,1743,0.0,894,0,0
20190331T04Z,466,1269,1741,0.0,915,0,0
20190331T03Z,472,1262,1744,0.0,917,0,58
20190331T02Z,488,1306,1741,0.0,921,0,63
20190331T01Z,602,1308,1746,0.0,923,0,63
20190331T00Z,544,1300,1736,0.0,907,48,63
20190330T23Z,453,1291,1735,0.0,903,350,61
20190330T22Z,459,1291,1734,0.0,907,833,1
20190330T21Z,452,1284,1735,0.0,902,1202,0
20190330T20Z,442,1285,1734,0.0,900,1291,0
20190330T19Z,423,1282,1737,0.0,896,1610,0
20190330T18Z,407,1297,1739,0.0,898,1881,-1
20190330T17Z,254,1306,1739,0.0,900,2044,0
20190330T16Z,237,1298,1741,0.0,893,1894,0
20190330T15Z,237,1312,1746,0.0,901,1648,6
20190330T14Z,342,1339,1752,0.0,901,1109,64
20190330T13Z,521,1379,1753,0.0,904,470,64
20190330T12Z,505,1382,1754,0.0,906,90,64
20190330T11Z,403,1372,1754,0.0,917,0,59
20190330T10Z,251,1352,1752,0.0,916,0,0
20190330T09Z,237,1317,1753,0.0,896,0,-1
20190330T08Z,267,1187,1752,0.0,852,0,0
20190330T07Z,322,1102,1751,0.0,842,0,0
20190330T06Z,326,1216,1751,0.0,891,0,0
20190330T05Z,353,1347,1749,0.0,924,0,-1
20190330T04Z,444,1338,1747,0.0,964,0,0
20190330T03Z,652,1307,1748,0.0,973,0,4
20190330T02Z,680,1328,1745,0.0,982,0,60
20190330T01Z,681,1339,1744,0.0,993,0,62
20190330T00Z,682,1322,1745,0.0,971,36,62
20190329T23Z,672,1304,1744,0.0,965,334,2
20190329T22Z,537,1349,1741,0.0,968,1045,-1
20190329T21Z,349,1349,1744,0.0,958,1648,0
20190329T20Z,237,1401,1744,0.0,922,2015,0
20190329T19Z,240,1228,1744,0.0,897,2152,0
20190329T18Z,237,1244,1743,0.0,894,2198,-1
20190329T17Z,237,1259,1744,0.0,896,2222,0
20190329T16Z,312,1317,1748,0.0,903,2166,0
20190329T15Z,640,1298,1757,0.0,876,1912,0
20190329T14Z,683,1814,1755,0.0,925,1423,-1
20190329T13Z,687,2235,1757,0.0,932,681,0
20190329T12Z,683,2468,1759,-1.0,1001,102,42
20190329T11Z,688,2176,1756,-1.0,1024,0,64
20190329T10Z,683,1955,1754,0.0,984,0,52
20190329T09Z,686,1833,1759,-1.0,946,0,0
20190329T08Z,685,1831,1761,-1.0,948,0,0
20190329T07Z,688,1811,1757,0.0,945,0,0
20190329T06Z,683,1769,1756,-2.0,942,0,-1
20190329T05Z,687,1792,1759,0.0,925,0,7
20190329T04Z,686,1769,1767,0.0,935,0,63
20190329T03Z,683,1781,1751,0.0,942,0,62
20190329T02Z,682,1944,1748,0.0,949,0,63
20190329T01Z,684,2014,1747,0.0,956,0,63
20190329T00Z,686,2063,1749,0.0,941,42,63
20190328T23Z,686,1963,1756,0.0,924,416,62
20190328T22Z,683,1484,1755,0.0,857,1155,63
20190328T21Z,478,1084,1751,0.0,701,1760,16
20190328T20Z,341,905,2154,0.0,648,2082,-1
20190328T19Z,301,877,2574,0.0,712,2192,22
20190328T18Z,235,855,2741,0.0,713,2221,0
20190328T17Z,237,862,2742,-1.0,711,2223,0
20190328T16Z,238,896,2746,-1.0,713,2164,55
20190328T15Z,461,938,2748,0.0,723,1943,61
20190328T14Z,614,1213,2752,6.0,799,1438,62
20190328T13Z,610,2593,2752,47.0,987,667,60
20190328T12Z,688,3165,2754,-1.0,994,101,62
20190328T11Z,686,2830,2753,0.0,988,0,62
20190328T10Z,686,2339,2752,0.0,940,0,62
20190328T09Z,662,2001,2752,0.0,941,0,3
20190328T08Z,533,1993,2753,-1.0,936,0,-1
20190328T07Z,503,1992,2749,0.0,939,0,0
20190328T06Z,494,2060,2752,0.0,942,0,0
20190328T05Z,483,2080,2751,0.0,923,0,8
20190328T04Z,477,2079,2748,0.0,938,0,62
20190328T03Z,485,2082,2749,0.0,931,0,63
20190328T02Z,642,1939,2746,0.0,899,0,63
20190328T01Z,687,1717,2746,0.0,889,0,64
20190328T00Z,689,1448,2748,0.0,907,37,63
20190327T23Z,630,1381,2745,0.0,929,440,62
20190327T22Z,345,1408,2745,0.0,940,1228,63
20190327T21Z,239,1310,2747,0.0,898,1838,3
20190327T20Z,237,1205,2745,0.0,867,2159,0
20190327T19Z,237,1286,2748,0.0,895,2213,-1
20190327T18Z,237,1401,2748,0.0,928,2220,0
20190327T17Z,235,1435,2751,0.0,935,2229,0
20190327T16Z,320,1458,2749,0.0,925,2218,41
20190327T15Z,461,1444,2752,0.0,910,2032,61
20190327T14Z,551,1915,2755,0.0,951,1508,61
20190327T13Z,664,2766,2753,0.0,998,699,62
20190327T12Z,679,3222,2755,0.0,1087,100,60
20190327T11Z,684,2895,2755,0.0,1080,0,62
20190327T10Z,685,2515,2756,-1.0,981,0,33
20190327T09Z,650,1983,2754,-1.0,945,0,0
20190327T08Z,563,2006,2753,-1.0,946,0,-1
20190327T07Z,472,1994,2755,-1.0,949,0,0
20190327T06Z,467,1982,2753,-2.0,951,0,0
20190327T05Z,487,1958,2752,0.0,931,0,0
20190327T04Z,681,1895,2751,0.0,947,0,-1
20190327T03Z,681,1927,2750,0.0,951,0,17
20190327T02Z,684,1920,2749,0.0,958,0,61
20190327T01Z,682,1927,2750,0.0,960,0,61
20190327T00Z,685,1663,2748,0.0,935,36,60
20190326T23Z,686,1310,2746,0.0,933,420,62
20190326T22Z,567,1314,2747,0.0,938,1189,61
20190326T21Z,506,1312,2747,0.0,929,1695,61
20190326T20Z,464,1227,2745,0.0,907,1865,61
20190326T19Z,467,1264,2745,0.0,920,1837,62
20190326T18Z,466,1267,2746,0.0,919,1685,61
20190326T17Z,528,1259,2746,0.0,910,1481,61
20190326T16Z,685,1224,2749,0.0,908,1087,62
20190326T15Z,688,1323,2748,0.0,935,643,62
20190326T14Z,682,1348,2748,0.0,937,291,61
20190326T13Z,684,1270,2748,0.0,911,100,62
20190326T12Z,686,1347,2751,-5.0,991,28,62
20190326T11Z,675,1348,2746,0.0,974,0,62
20190326T10Z,519,1341,2747,0.0,963,0,48
20190326T09Z,436,1333,2743,0.0,951,0,0
20190326T08Z,412,1319,2741,0.0,950,0,0
20190326T07Z,409,1317,2741,0.0,951,0,0
20190326T06Z,405,1315,2738,0.0,954,0,-1
20190326T05Z,398,1292,2738,0.0,934,0,0
20190326T04Z,395,1301,2737,0.0,954,0,0
20190326T03Z,452,1306,2735,0.0,980,0,30
20190326T02Z,586,1299,2738,0.0,1031,0,62
20190326T01Z,624,1300,2738,0.0,1041,0,63
20190326T00Z,612,1282,2736,0.0,1018,23,63
20190325T23Z,546,1261,2730,0.0,996,74,61
20190325T22Z,546,1254,2730,0.0,949,206,63
20190325T21Z,532,1241,2727,-3.0,949,490,62
20190325T20Z,533,1240,2728,0.0,951,672,0
20190325T19Z,521,1229,2730,0.0,946,1000,-1
20190325T18Z,523,1231,2731,0.0,952,1289,0
20190325T17Z,465,1195,2731,-4.0,923,1503,0
20190325T16Z,465,1154,2735,14.0,920,1421,-1
20190325T15Z,463,1214,2740,21.0,932,1148,1
20190325T14Z,473,1366,2742,-1.0,958,819,60
20190325T13Z,568,1496,2742,0.0,986,355,62
20190325T12Z,596,1500,2743,0.0,1021,64,61
20190325T11Z,554,1338,2743,-4.0,1012,0,61
20190325T10Z,487,1336,2741,0.0,976,0,3
20190325T09Z,436,1337,2744,0.0,979,0,0
20190325T08Z,305,1340,2743,-5.0,972,0,-1
20190325T07Z,276,1322,2742,0.0,971,0,0
20190325T06Z,272,1330,2745,0.0,976,0,0
20190325T05Z,229,1301,2748,0.0,955,0,0
20190325T04Z,231,1270,2745,0.0,912,0,50
20190325T03Z,375,1290,2740,0.0,923,0,63
20190325T02Z,527,1308,2740,0.0,940,0,63
20190325T01Z,671,1227,2738,0.0,969,0,62
20190325T00Z,494,1285,2737,0.0,966,29,63
20190324T23Z,452,1274,2737,0.0,946,273,63
20190324T22Z,309,1273,2737,0.0,910,1004,64
20190324T21Z,231,1234,2737,0.0,892,1696,61
20190324T20Z,229,1061,2735,0.0,828,2097,0
20190324T19Z,231,1020,2740,0.0,824,2213,0
20190324T18Z,230,1103,2741,0.0,846,2223,0
20190324T17Z,230,1098,2744,0.0,841,2211,-1
20190324T16Z,229,1111,2748,0.0,838,2099,0
20190324T15Z,359,1116,2752,0.0,851,1733,0
20190324T14Z,662,1811,2752,0.0,904,1227,0
20190324T13Z,686,2163,2757,0.0,909,576,6
20190324T12Z,687,2161,2755,0.0,907,100,63
20190324T11Z,689,2162,2752,0.0,928,0,62
20190324T10Z,688,1997,2752,0.0,928,0,0
20190324T09Z,687,1694,2752,0.0,927,0,-1
20190324T08Z,655,1714,2752,0.0,927,0,0
20190324T07Z,490,1709,2753,0.0,928,0,0
20190324T06Z,478,1468,2749,0.0,920,0,0
20190324T05Z,553,1360,2749,0.0,897,0,0
20190324T04Z,684,1334,2748,0.0,917,0,63
20190324T03Z,687,1386,2748,0.0,984,0,63
20190324T02Z,689,1377,2741,0.0,1001,0,62
20190324T01Z,677,1358,2744,0.0,995,0,63
20190324T00Z,637,1334,2748,0.0,906,35,63
20190323T23Z,616,1317,2746,0.0,866,429,64
20190323T22Z,454,1314,2748,0.0,838,1238,62
20190323T21Z,329,1279,2747,0.0,820,1841,63
20190323T20Z,316,1206,2746,0.0,790,2174,1
20190323T19Z,313,1260,2750,0.0,815,2239,0
20190323T18Z,320,1287,2749,0.0,821,2243,-1
20190323T17Z,386,1335,2752,0.0,836,2244,0
20190323T16Z,320,1285,2754,0.0,806,2223,0
20190323T15Z,493,1258,2753,0.0,829,2005,0
20190323T14Z,687,1961,2751,0.0,938,1479,-1
20190323T13Z,687,2178,2754,0.0,977,674,0
20190323T12Z,686,2176,2752,0.0,974,87,29
20190323T11Z,681,2122,2751,0.0,991,0,63
20190323T10Z,681,2083,2755,0.0,938,0,59
20190323T09Z,680,1935,2753,0.0,933,0,0
20190323T08Z,631,1508,2753,0.0,916,0,0
20190323T07Z,597,1320,2750,0.0,888,0,0
20190323T06Z,598,1283,2752,0.0,888,0,-1
20190323T05Z,640,1283,2748,0.0,865,0,0
20190323T04Z,666,1348,2749,0.0,908,0,0
20190323T03Z,668,1433,2749,0.0,955,0,20
20190323T02Z,681,1430,2745,0.0,996,0,63
20190323T01Z,687,1408,2743,0.0,1026,0,63
20190323T00Z,606,1315,2739,0.0,881,31,63
20190322T23Z,494,1294,2740,0.0,875,370,63
20190322T22Z,299,1289,2741,0.0,875,1049,62
20190322T21Z,230,1286,2743,0.0,876,1653,59
20190322T20Z,231,1231,2744,0.0,843,2074,0
20190322T19Z,231,1111,2744,0.0,805,2145,-1
20190322T18Z,287,1102,2745,0.0,801,2170,0
20190322T17Z,327,1065,2748,0.0,783,2193,0
20190322T16Z,339,957,2750,0.0,752,2179,0
20190322T15Z,436,984,2748,0.0,761,1934,21
20190322T14Z,569,1152,2749,0.0,838,1399,64
20190322T13Z,688,1888,2750,0.0,972,601,64
20190322T12Z,688,2239,2751,-1.0,1026,65,64
20190322T11Z,692,2080,2749,-1.0,1012,0,64
20190322T10Z,688,1843,2747,0.0,975,0,64
20190322T09Z,679,1381,2746,-1.0,970,0,64
20190322T08Z,624,1316,2747,-1.0,960,0,2
20190322T07Z,614,1306,2745,0.0,962,0,-1
20190322T06Z,576,1329,2744,-1.0,970,0,0
20190322T05Z,595,1340,2741,0.0,950,0,0
20190322T04Z,558,1344,2743,0.0,978,0,24
20190322T03Z,604,1338,2742,0.0,976,0,66
20190322T02Z,690,1329,2742,0.0,1011,0,66
20190322T01Z,690,1339,2740,0.0,1042,0,67
20190322T00Z,686,1322,2739,0.0,976,25,66
20190321T23Z,642,1278,2741,0.0,943,239,66
20190321T22Z,576,1293,2741,0.0,941,761,67
20190321T21Z,527,1278,2742,-1.0,940,988,59
20190321T20Z,467,1286,2740,-1.0,938,1234,-1
20190321T19Z,476,1222,2742,-1.0,920,1362,0
20190321T18Z,553,1289,2741,0.0,936,1273,0
20190321T17Z,514,1285,2744,0.0,927,1014,31
20190321T16Z,583,1392,2747,0.0,950,685,63
20190321T15Z,662,1766,2748,0.0,1014,410,63
20190321T14Z,683,2190,2747,-1.0,1029,271,64
20190321T13Z,676,2277,2748,-1.0,1027,111,62
20190321T12Z,674,2271,2746,-1.0,1024,20,63
20190321T11Z,636,2185,2746,-1.0,1036,0,63
20190321T10Z,568,1896,2747,-1.0,939,0,63
20190321T09Z,521,1549,2747,0.0,874,0,2
20190321T08Z,452,1424,2749,-1.0,847,0,0
20190321T07Z,457,1426,2747,-1.0,852,0,0
20190321T06Z,458,1419,2751,-1.0,883,0,-1
20190321T05Z,461,1466,2748,0.0,912,0,0
20190321T04Z,473,1623,2757,0.0,953,0,47
20190321T03Z,525,1869,2755,0.0,959,0,63
20190321T02Z,635,1943,2749,0.0,970,0,62
20190321T01Z,690,1940,2748,0.0,974,0,63
20190321T00Z,690,1924,2752,0.0,947,21,63
20190320T23Z,689,1901,2749,0.0,933,66,62
20190320T22Z,618,1913,2751,0.0,874,191,63
20190320T21Z,590,1853,2748,0.0,846,332,63
20190320T20Z,591,1847,2752,0.0,844,481,2
20190320T19Z,540,1888,2749,0.0,859,543,-1
20190320T18Z,506,1967,2752,0.0,903,645,0
20190320T17Z,544,1818,2752,0.0,989,757,44
20190320T16Z,593,1912,2753,0.0,995,687,63
20190320T15Z,686,2110,2756,0.0,1003,548,62
20190320T14Z,686,2299,2756,0.0,1004,398,63
20190320T13Z,684,2454,2758,0.0,995,181,63
20190320T12Z,686,2635,2756,-1.0,1005,30,62
20190320T11Z,684,2604,2756,-1.0,1028,0,63
20190320T10Z,678,2310,2757,0.0,1022,0,36
20190320T09Z,684,2073,2754,-1.0,960,0,0
20190320T08Z,612,2131,2758,-1.0,956,0,-1
20190320T07Z,545,2127,2757,0.0,962,0,0
20190320T06Z,511,2131,2753,-1.0,964,0,0
20190320T05Z,648,2013,2754,0.0,939,0,0
20190320T04Z,683,2128,2748,0.0,964,0,25
20190320T03Z,686,2134,2751,0.0,967,0,65
20190320T02Z,686,2106,2750,0.0,962,0,65
20190320T01Z,684,2074,2750,0.0,960,0,64
20190320T00Z,593,2033,2747,0.0,923,31,66
20190319T23Z,493,2025,2749,0.0,921,369,66
20190319T22Z,361,2025,2750,0.0,918,1066,66
20190319T21Z,318,1732,2754,0.0,868,1729,1
20190319T20Z,362,1567,2750,0.0,851,2065,0
20190319T19Z,401,1673,2752,0.0,868,2159,0
20190319T18Z,403,1680,2753,0.0,876,2169,20
20190319T17Z,408,1856,2753,0.0,907,2167,66
20190319T16Z,411,1937,2753,0.0,903,2062,66
20190319T15Z,456,2040,2755,0.0,908,1695,67
20190319T14Z,510,2347,2756,0.0,885,1120,66
20190319T13Z,635,2644,2755,0.0,944,425,67
20190319T12Z,659,2662,2753,0.0,1005,48,67
20190319T11Z,542,2366,2755,-1.0,1012,0,66
20190319T10Z,514,1945,2751,0.0,943,0,34
20190319T09Z,536,1853,2756,-1.0,934,0,0
20190319T08Z,572,1770,2754,-1.0,936,0,0
20190319T07Z,586,1831,2754,0.0,940,0,-1
20190319T06Z,542,1916,2756,-1.0,941,0,0
20190319T05Z,547,1935,2752,0.0,927,0,0
20190319T04Z,603,2067,2755,0.0,945,0,0
20190319T03Z,629,2130,2756,0.0,962,0,28
20190319T02Z,623,2110,2753,0.0,1010,0,63
20190319T01Z,609,2086,2753,0.0,1015,0,63
20190319T00Z,578,1652,2747,0.0,944,26,63
20190318T23Z,569,1418,2749,0.0,946,270,62
20190318T22Z,615,1314,2749,0.0,944,759,63
20190318T21Z,493,1307,2749,0.0,935,1153,64
20190318T20Z,377,1283,2748,0.0,861,1513,60
20190318T19Z,329,1158,2750,0.0,811,1925,0
20190318T18Z,304,1240,2747,-1.0,844,2171,0
20190318T17Z,229,1297,2753,-1.0,859,2206,0
20190318T16Z,246,1155,2751,-1.0,799,2153,-1
20190318T15Z,316,997,2759,-2.0,750,1878,47
20190318T14Z,409,1192,2755,-1.0,776,1336,63
20190318T13Z,658,1924,2758,-2.0,904,555,71
20190318T12Z,674,2459,2756,-2.0,993,65,71
20190318T11Z,610,2385,2756,-2.0,1026,0,71
20190318T10Z,600,1873,2756,-2.0,1026,0,68
20190318T09Z,609,1433,2757,-2.0,977,0,10
20190318T08Z,574,1334,2754,-2.0,944,0,9
20190318T07Z,559,1353,2753,-1.0,947,0,9
20190318T06Z,481,1349,2754,0.0,946,0,8
20190318T05Z,400,1352,2755,0.0,948,0,9
20190318T04Z,405,1358,2753,0.0,948,0,48
20190318T03Z,408,1354,2755,0.0,953,0,72
20190318T02Z,465,1354,2753,0.0,951,0,71
20190318T01Z,467,1344,2752,0.0,951,0,72
20190318T00Z,337,1326,2751,0.0,909,30,72
20190317T23Z,240,1208,2752,0.0,782,371,71
20190317T22Z,229,1147,2752,0.0,760,1145,9
20190317T21Z,229,1218,2753,0.0,765,1675,9
20190317T20Z,227,1038,2751,0.0,718,1947,9
20190317T19Z,299,1023,2754,0.0,791,2047,9
20190317T18Z,315,1209,2756,0.0,855,2021,7
20190317T17Z,405,1332,2756,0.0,886,1984,9
20190317T16Z,447,1270,2758,0.0,864,1801,9
20190317T15Z,548,1195,2755,0.0,855,1373,17
20190317T14Z,690,1302,2757,0.0,913,828,72
20190317T13Z,679,1532,2761,0.0,927,348,73
20190317T12Z,686,1523,2755,0.0,928,48,73
20190317T11Z,610,1373,2757,0.0,946,0,72
20190317T10Z,622,1364,2754,0.0,947,0,74
20190317T09Z,604,1346,2755,0.0,948,0,11
20190317T08Z,603,1345,2756,0.0,947,0,9
20190317T07Z,540,1348,2752,0.0,951,0,8
20190317T06Z,568,1340,2753,0.0,954,0,9
20190317T05Z,592,1352,2755,0.0,930,0,9
20190317T04Z,589,1323,2753,0.0,949,0,9
20190317T03Z,595,1343,2752,0.0,954,0,36
20190317T02Z,603,1337,2752,0.0,951,0,72
20190317T01Z,608,1328,2751,0.0,953,0,72
20190317T00Z,518,1252,2752,0.0,915,25,72
20190316T23Z,469,1232,2752,0.0,849,173,72
20190316T22Z,373,1224,2752,0.0,831,493,71
20190316T21Z,241,1251,2754,0.0,829,924,9
20190316T20Z,228,1082,2752,0.0,768,1383,9
20190316T19Z,287,988,2755,0.0,749,1671,8
20190316T18Z,320,1099,2755,0.0,774,1669,8
20190316T17Z,316,1050,2752,0.0,759,1708,9
20190316T16Z,321,1079,2757,0.0,793,1614,9
20190316T15Z,424,1314,2756,0.0,909,1298,41
20190316T14Z,460,1339,2755,0.0,917,853,74
20190316T13Z,510,1335,2755,0.0,927,365,73
20190316T12Z,426,1337,2752,0.0,934,40,73
20190316T11Z,315,1257,2753,0.0,935,0,74
20190316T10Z,312,1257,2748,0.0,934,0,76
20190316T09Z,280,1249,2750,0.0,937,0,13
20190316T08Z,226,1204,2744,0.0,946,0,8
20190316T07Z,232,1215,2741,0.0,961,0,9
20190316T06Z,228,1322,2740,0.0,1011,0,8
20190316T05Z,229,1392,2736,0.0,1036,0,10
20190316T04Z,234,1303,2734,0.0,1069,0,33
20190316T03Z,354,1481,2730,0.0,1139,0,36
20190316T02Z,393,1637,2727,0.0,1207,0,50
20190316T01Z,430,1631,2726,0.0,1213,0,75
20190316T00Z,455,1625,2729,0.0,1187,22,73
20190315T23Z,451,1614,2727,0.0,1184,80,73
20190315T22Z,457,1589,2724,0.0,1184,265,71
20190315T21Z,458,1580,2724,0.0,1179,522,9
20190315T20Z,452,1576,2727,0.0,1176,702,8
20190315T19Z,462,1581,2724,0.0,1169,945,9
20190315T18Z,396,1585,2726,0.0,1173,1273,9
20190315T17Z,325,1577,2727,0.0,1160,1438,9
20190315T16Z,367,1590,2731,0.0,1164,1278,9
20190315T15Z,430,1631,2731,0.0,1173,966,8
20190315T14Z,435,1646,2732,0.0,1180,579,41
20190315T13Z,429,1666,2729,0.0,1191,212,74
20190315T12Z,444,1664,2738,0.0,1192,33,73
20190315T11Z,365,1596,2738,0.0,1182,0,73
20190315T10Z,231,1589,2736,-1.0,1181,0,34
20190315T09Z,230,1629,2735,-1.0,1190,0,9
20190315T08Z,230,1659,2736,0.0,1195,0,9
20190315T07Z,227,1667,2737,-1.0,1203,0,9
20190315T06Z,230,1663,2734,0.0,1204,0,8
20190315T05Z,227,1657,2733,-1.0,1173,0,9
20190315T04Z,251,1588,2736,0.0,1162,0,9
20190315T03Z,393,1610,2735,0.0,1203,0,14
20190315T02Z,567,1555,2733,0.0,1207,0,79
20190315T01Z,590,1434,2734,0.0,1190,0,80
20190315T00Z,560,1356,2729,0.0,1095,25,77
20190314T23Z,510,1342,2731,0.0,1052,221,76
20190314T22Z,441,1298,2730,0.0,1003,661,10
20190314T21Z,425,1233,2731,0.0,982,1188,9
20190314T20Z,329,1221,2732,0.0,974,1710,9
20190314T19Z,318,1219,2734,0.0,962,2002,9
20190314T18Z,311,1214,2731,0.0,966,2043,7
20190314T17Z,242,1235,2732,0.0,972,2029,9
20190314T16Z,308,1224,2735,0.0,969,2014,9
20190314T15Z,297,1228,2740,0.0,962,1717,68
20190314T14Z,296,1363,2744,1.0,1066,1146,79
20190314T13Z,311,1667,2747,29.0,1220,392,81
20190314T12Z,323,1715,2746,0.0,1226,40,81
20190314T11Z,324,1711,2746,0.0,1249,0,80
20190314T10Z,275,1684,2749,0.0,1200,0,82
20190314T09Z,243,1705,2749,0.0,1124,0,12
20190314T08Z,243,1710,2751,0.0,1111,0,8
20190314T07Z,243,1715,2751,0.0,1113,0,8
20190314T06Z,276,1738,2750,-1.0,1122,0,9
20190314T05Z,289,1723,2750,-7.0,1125,0,9
20190314T04Z,288,1679,2750,0.0,1175,0,8
20190314T03Z,323,1667,2754,0.0,1242,0,9
20190314T02Z,328,1695,2751,0.0,1262,0,54
20190314T01Z,329,1693,2750,0.0,1264,0,78
20190314T00Z,326,1676,2747,0.0,1241,25,77
20190313T23Z,328,1671,2747,0.0,1239,179,79
20190313T22Z,330,1604,2749,0.0,1214,618,42
20190313T21Z,311,1638,2749,0.0,1221,1203,8
20190313T20Z,168,1651,2748,0.0,1219,1557,9
20190313T19Z,103,1666,2751,0.0,1230,1845,9
20190313T18Z,102,1597,2750,0.0,1202,2093,9
20190313T17Z,103,1676,2754,0.0,1226,2169,8
20190313T16Z,130,1704,2755,0.0,1223,2123,9
20190313T15Z,314,2005,2756,0.0,1223,1855,14
20190313T14Z,549,2612,2760,0.0,1241,1273,82
20190313T13Z,858,2951,2755,0.0,1298,526,81
20190313T12Z,1017,3031,2757,0.0,1296,45,83
20190313T11Z,1013,2942,2759,0.0,1254,0,82
20190313T10Z,1012,2707,2758,0.0,1248,0,80
20190313T09Z,992,2018,2757,0.0,1228,0,34
20190313T08Z,675,1757,2757,0.0,1234,0,9
20190313T07Z,515,1736,2754,0.0,1235,0,8
20190313T06Z,472,1761,2753,0.0,1241,0,8
20190313T05Z,478,1752,2754,-7.0,1248,0,9
20190313T04Z,690,1635,2755,0.0,1198,0,10
20190313T03Z,964,1649,2756,0.0,1217,0,75
20190313T02Z,1003,1743,2752,0.0,1256,0,83
20190313T01Z,992,1723,2751,0.0,1265,0,83
20190313T00Z,715,1719,2750,0.0,1240,31,82
20190312T23Z,340,1689,2752,0.0,1231,353,45
20190312T22Z,264,1660,2749,0.0,1131,1041,9
20190312T21Z,263,1203,2748,0.0,929,1621,9
20190312T20Z,261,941,2747,0.0,863,2018,8
20190312T19Z,263,1124,2739,0.0,901,2137,9
20190312T18Z,264,1332,2737,0.0,961,2148,8
20190312T17Z,267,1266,2737,0.0,965,2164,9
20190312T16Z,410,1379,2752,0.0,1017,2043,8
20190312T15Z,629,1690,2750,0.0,1158,1701,9
20190312T14Z,853,2415,2754,0.0,1239,1131,14
20190312T13Z,922,2622,2753,0.0,1299,458,78
20190312T12Z,880,2509,2753,-1.0,1308,38,78
20190312T11Z,784,1946,2753,-2.0,1328,0,79
20190312T10Z,613,1732,2751,0.0,1277,0,32
20190312T09Z,522,1724,2751,-2.0,1115,0,28
20190312T08Z,504,1709,2753,-2.0,1093,0,30
20190312T07Z,506,1633,2750,0.0,1068,0,37
20190312T06Z,506,1533,2753,-2.0,1040,0,48
20190312T05Z,570,1518,2749,0.0,1071,0,49
20190312T04Z,593,1576,2751,0.0,1181,0,52
20190312T03Z,686,1576,2750,0.0,1212,0,70
20190312T02Z,920,1673,2748,0.0,1335,0,81
20190312T01Z,941,1670,2748,0.0,1335,0,82
20190312T00Z,916,1653,2748,0.0,1301,24,82
