,coal,natural gas,nuclear,petroleum,other,solar,hydro
20190920T16Z,634,1067,3655,0.0,853,2161,0
20190920T15Z,630,974,3656,0.0,833,1920,0
20190920T14Z,632,1095,3657,0.0,866,1467,0
20190920T13Z,645,1270,3662,0.0,932,752,0
20190920T12Z,651,1253,3663,0.0,1039,128,18
20190920T11Z,626,1295,3660,0.0,1011,0,0
20190920T10Z,554,1273,3657,0.0,926,0,0
20190920T09Z,555,1010,3659,0.0,834,0,0
20190920T08Z,554,938,3658,0.0,815,0,0
20190920T07Z,550,1057,3659,0.0,880,0,-1
20190920T06Z,623,1289,3654,0.0,1021,0,0
20190920T05Z,678,1271,3656,-5.0,1023,0,0
20190920T04Z,707,1295,3649,0.0,1029,0,0
20190920T03Z,959,1287,3652,0.0,1031,0,0
20190920T02Z,1600,1272,3653,0.0,968,0,0
20190920T01Z,1837,1206,3643,0.0,934,0,-1
20190920T00Z,1982,1186,3642,0.0,896,27,6
20190919T23Z,2029,1220,3641,0.0,895,235,59
20190919T22Z,1970,1222,3648,0.0,884,849,50
20190919T21Z,1863,1204,3640,0.0,874,1343,1
20190919T20Z,1488,1157,3645,0.0,840,1648,-1
20190919T19Z,1435,965,3647,0.0,771,1875,0
20190919T18Z,1411,802,3650,0.0,723,1915,0
20190919T17Z,1190,950,3656,0.0,792,1912,0
20190919T16Z,964,1381,3654,0.0,907,1984,0
20190919T15Z,772,1400,3656,0.0,907,1877,0
20190919T14Z,770,1418,3654,0.0,992,1413,12
20190919T13Z,794,1565,3655,0.0,1040,740,13
20190919T12Z,846,1580,3655,0.0,1029,126,0
20190919T11Z,755,1667,3651,0.0,1082,0,0
20190919T10Z,548,1395,3651,0.0,965,0,-1
20190919T09Z,547,1072,3645,0.0,874,0,0
20190919T08Z,542,1055,3650,0.0,876,0,0
20190919T07Z,545,1171,3652,0.0,923,0,0
20190919T06Z,547,1254,3654,0.0,950,0,0
20190919T05Z,546,1431,3647,-6.0,1023,0,-1
20190919T04Z,679,1522,3642,0.0,1148,0,0
20190919T03Z,1055,1521,3639,0.0,1237,0,0
20190919T02Z,1711,1619,3645,0.0,1313,0,0
20190919T01Z,1851,1599,3632,0.0,1303,0,0
20190919T00Z,1874,1593,3630,0.0,1287,19,-1
20190918T23Z,1929,1539,3627,0.0,1267,232,47
20190918T22Z,1908,1521,3627,0.0,1261,787,58
20190918T21Z,1859,1505,3631,0.0,1248,1240,1
20190918T20Z,1791,1516,3624,0.0,1228,1596,0
20190918T19Z,1631,1541,3635,0.0,1141,1837,-1
20190918T18Z,1376,1569,3634,0.0,1059,1972,0
20190918T17Z,1029,1526,3636,0.0,1020,1949,0
20190918T16Z,1003,1443,3640,0.0,983,1894,0
20190918T15Z,983,1419,3649,0.0,961,1762,0
20190918T14Z,999,1422,2657,0.0,961,1351,5
20190918T13Z,1171,1564,2641,0.0,995,676,12
20190918T12Z,1455,1594,3637,0.0,1043,121,0
20190918T11Z,1089,1612,3633,0.0,1182,0,0
20190918T10Z,661,1588,3636,0.0,1189,0,0
20190918T09Z,546,1514,3629,0.0,1154,0,-1
20190918T08Z,549,1425,3635,0.0,1145,0,0
20190918T07Z,642,1497,3628,-1.0,1164,0,0
20190918T06Z,781,1535,3628,-1.0,1184,0,0
20190918T05Z,982,1521,3625,-8.0,1185,0,0
20190918T04Z,1408,1709,3625,0.0,1261,0,-1
20190918T03Z,2238,1749,3619,0.0,1310,0,0
20190918T02Z,2583,1819,3621,0.0,1316,0,0
20190918T01Z,2694,1756,3613,0.0,1317,0,0
20190918T00Z,2717,1864,3609,0.0,1282,23,34
20190917T23Z,2722,2120,3609,0.0,1298,188,51
20190917T22Z,2721,2130,3604,0.0,1294,646,25
20190917T21Z,2616,2003,3607,0.0,1293,1132,0
20190917T20Z,2567,1845,3609,0.0,1291,1580,0
20190917T19Z,2519,1567,3616,0.0,1268,1900,0
20190917T18Z,2522,1465,3617,0.0,1215,2086,-1
20190917T17Z,2549,1450,3618,0.0,1214,2137,0
20190917T16Z,2500,1504,3618,0.0,1224,2042,0
20190917T15Z,2437,1520,3623,0.0,1224,1730,0
20190917T14Z,2143,1546,3623,0.0,1225,1217,12
20190917T13Z,1893,1576,3623,0.0,1218,594,13
20190917T12Z,1918,1580,3622,0.0,1215,107,0
20190917T11Z,1717,1592,3621,0.0,1147,0,0
20190917T10Z,1102,1530,3622,0.0,1067,0,0
20190917T09Z,936,1448,3624,0.0,1029,0,-1
20190917T08Z,934,1435,3619,0.0,1030,0,0
20190917T07Z,978,1541,3616,0.0,1074,0,0
20190917T06Z,1136,1557,3618,0.0,1111,0,0
20190917T05Z,1194,1485,3615,-5.0,1124,0,0
20190917T04Z,2006,1537,3615,0.0,1153,0,0
20190917T03Z,2417,1538,3612,0.0,1217,0,-1
20190917T02Z,2619,1680,3613,0.0,1329,0,0
20190917T01Z,2643,1912,3607,0.0,1335,0,0
20190917T00Z,2638,2014,3607,0.0,1316,23,8
20190916T23Z,2641,2036,3605,0.0,1313,276,52
20190916T22Z,2636,2063,3603,0.0,1301,910,38
20190916T21Z,2631,2056,3606,0.0,1299,1461,2
20190916T20Z,2633,2015,3609,0.0,1303,1842,0
20190916T19Z,2645,1895,3608,0.0,1301,2014,0
20190916T18Z,2645,1847,3611,0.0,1297,2043,0
20190916T17Z,2650,1846,3614,0.0,1295,2014,-1
20190916T16Z,2593,1640,3616,0.0,1303,2006,0
20190916T15Z,2333,1397,3621,0.0,1079,1786,6
20190916T14Z,2301,1539,3623,0.0,1148,1203,13
20190916T13Z,2301,1557,3623,0.0,1133,484,10
20190916T12Z,2265,1547,3619,0.0,1135,83,0
20190916T11Z,1906,1569,3622,0.0,1154,0,0
20190916T10Z,1078,1561,3620,0.0,1088,0,0
20190916T09Z,811,1428,3618,0.0,1015,0,0
20190916T08Z,831,1378,3619,0.0,989,0,-1
20190916T07Z,1003,1420,3620,0.0,990,0,0
20190916T06Z,1344,1463,3615,0.0,1005,0,0
20190916T05Z,1892,1429,3611,-14.0,1055,0,0
20190916T04Z,2329,1539,3613,0.0,1106,0,-1
20190916T03Z,2687,1500,3615,0.0,1204,0,0
20190916T02Z,2735,1594,3610,0.0,1240,0,6
20190916T01Z,2731,2051,3610,0.0,1239,0,21
20190916T00Z,2730,2206,3610,0.0,1221,27,20
20190915T23Z,2731,2307,3605,0.0,1211,235,18
20190915T22Z,2722,2240,3606,0.0,1232,745,0
20190915T21Z,2670,2064,3604,0.0,1226,1174,0
20190915T20Z,2651,1986,3605,0.0,1220,1506,0
20190915T19Z,2641,1974,3605,0.0,1223,1631,0
20190915T18Z,2623,1781,3604,0.0,1217,1709,0
20190915T17Z,2595,1519,3597,0.0,1207,1744,-1
20190915T16Z,2508,1523,3589,0.0,1217,1707,0
20190915T15Z,2217,1546,3584,0.0,1194,1499,0
20190915T14Z,1640,1564,3569,0.0,1158,963,11
20190915T13Z,1003,1567,3556,0.0,1162,451,21
20190915T12Z,733,1501,3549,0.0,1138,100,0
20190915T11Z,708,1426,3530,0.0,1139,0,0
20190915T10Z,707,1400,3516,0.0,1129,0,0
20190915T09Z,710,1389,3503,0.0,1123,0,0
20190915T08Z,703,1437,3485,0.0,1154,0,0
20190915T07Z,866,1493,3470,0.0,1234,0,0
20190915T06Z,1126,1471,3446,0.0,1210,0,-1
20190915T05Z,1437,1508,3432,0.0,1255,0,0
20190915T04Z,1793,1558,3428,0.0,1279,0,0
20190915T03Z,2164,1772,3422,0.0,1280,0,0
20190915T02Z,2348,1850,3424,0.0,1281,0,-1
20190915T01Z,2346,1935,3604,0.0,1275,0,6
20190915T00Z,2344,2262,3604,0.0,1258,30,16
20190914T23Z,2350,2361,3599,0.0,1256,215,6
20190914T22Z,2339,2304,3604,0.0,1246,682,0
20190914T21Z,2344,2324,3603,0.0,1254,1038,0
20190914T20Z,2342,2289,3605,0.0,1253,1394,-1
20190914T19Z,2340,2136,3608,0.0,1250,1526,0
20190914T18Z,2329,1855,3607,0.0,1241,1537,0
20190914T17Z,2204,1545,3609,0.0,1127,1651,0
20190914T16Z,1927,1528,3614,0.0,1099,1627,0
20190914T15Z,1805,1551,3618,0.0,1094,1190,-1
20190914T14Z,1778,1550,3618,0.0,1099,679,11
20190914T13Z,1518,1561,3623,0.0,1102,286,20
20190914T12Z,1268,1570,3617,0.0,1101,62,1
20190914T11Z,1162,1569,3619,-1.0,1121,0,0
20190914T10Z,1019,1512,3619,-2.0,1086,0,-1
20190914T09Z,939,1401,3616,0.0,1043,0,0
20190914T08Z,1043,1340,3618,-1.0,1021,0,0
20190914T07Z,1032,1415,3620,-1.0,1055,0,0
20190914T06Z,1163,1470,3612,0.0,1071,0,0
20190914T05Z,1360,1474,3616,-2.0,1073,0,0
20190914T04Z,1731,1491,3613,0.0,1117,0,-1
20190914T03Z,2250,1471,3613,0.0,1232,0,0
20190914T02Z,2546,1544,3609,0.0,1313,0,0
20190914T01Z,2660,1845,3607,0.0,1322,0,0
20190914T00Z,2674,1983,3604,0.0,1302,19,5
20190913T23Z,2678,2021,3602,0.0,1317,80,31
20190913T22Z,2678,2142,3598,0.0,1310,236,28
20190913T21Z,2694,2149,3599,0.0,1307,417,1
20190913T20Z,2671,2110,3602,0.0,1309,739,0
20190913T19Z,2626,1973,3612,0.0,1309,945,0
20190913T18Z,2639,1982,3611,0.0,1309,1150,-1
20190913T17Z,2680,1922,3611,0.0,1310,1316,0
20190913T16Z,2681,1661,3614,0.0,1306,1333,0
20190913T15Z,2558,1542,3614,0.0,1266,1215,0
20190913T14Z,2351,1543,3615,0.0,1241,893,11
20190913T13Z,2377,1557,3619,0.0,1227,459,20
20190913T12Z,2373,1562,3611,0.0,1231,84,1
20190913T11Z,2258,1561,3601,0.0,1243,0,0
20190913T10Z,1566,1562,3590,0.0,1135,0,0
20190913T09Z,1250,1521,3584,0.0,1075,0,-1
20190913T08Z,1569,1437,3569,0.0,1064,0,0
20190913T07Z,1834,1542,3541,0.0,1118,0,0
20190913T06Z,2010,1546,3524,0.0,1219,0,0
20190913T05Z,2284,1525,3504,0.0,1269,0,0
20190913T04Z,2569,1645,3478,0.0,1278,0,0
20190913T03Z,2670,2084,3420,0.0,1312,0,-1
20190913T02Z,2664,2391,3284,0.0,1316,0,0
20190913T01Z,2671,2716,3418,0.0,1318,0,1
20190913T00Z,2665,2806,3507,0.0,1248,24,23
20190912T23Z,2662,2774,3497,0.0,1211,205,39
20190912T22Z,2667,2888,3499,0.0,1296,701,22
20190912T21Z,2634,2819,3490,0.0,1289,1216,0
20190912T20Z,2638,2644,3477,0.0,1287,1565,0
20190912T19Z,2678,2228,3466,0.0,1286,1911,0
20190912T18Z,2732,2106,3461,0.0,1277,2066,-1
20190912T17Z,2578,2101,3452,0.0,1205,2083,0
20190912T16Z,2567,1629,3447,0.0,1209,1970,0
20190912T15Z,2449,1550,3437,0.0,1183,1708,0
20190912T14Z,1940,1555,3433,0.0,1121,1269,11
20190912T13Z,1600,1558,3419,0.0,1101,640,19
20190912T12Z,1698,1536,3410,0.0,1102,115,1
20190912T11Z,1829,1565,3395,-2.0,1087,0,0
20190912T10Z,1200,1386,3382,0.0,1005,0,0
20190912T09Z,771,1534,3356,-2.0,1065,0,0
20190912T08Z,815,1561,3338,-1.0,1076,0,-1
20190912T07Z,923,1562,3318,0.0,1082,0,0
20190912T06Z,1458,1544,3308,-2.0,1070,0,0
20190912T05Z,2271,1550,3298,1.0,1175,0,0
20190912T04Z,2551,1638,3220,21.0,1227,0,0
20190912T03Z,2623,1966,3171,0.0,1300,0,-1
20190912T02Z,2717,2187,3240,0.0,1309,0,0
20190912T01Z,2709,2468,3415,0.0,1311,0,0
20190912T00Z,2705,2814,3412,0.0,1316,27,4
20190911T23Z,2713,2752,3408,0.0,1374,286,25
20190911T22Z,2708,2648,3409,0.0,1299,884,30
20190911T21Z,2651,2566,3410,0.0,1295,1386,17
20190911T20Z,2604,2359,3414,0.0,1297,1736,1
20190911T19Z,2677,2172,3418,0.0,1294,1921,0
20190911T18Z,2665,2174,3421,0.0,1235,2030,0
20190911T17Z,2656,2048,3426,0.0,1226,2040,-1
20190911T16Z,2497,1669,3426,0.0,1235,1946,0
20190911T15Z,2233,1600,3436,0.0,1199,1612,0
20190911T14Z,1719,1572,3437,0.0,1149,1044,11
20190911T13Z,1643,1585,3439,0.0,1133,456,19
20190911T12Z,1718,1546,3443,0.0,1121,91,1
20190911T11Z,1238,1584,3440,0.0,1160,0,0
20190911T10Z,770,1576,3447,0.0,1154,0,0
20190911T09Z,723,1565,3446,0.0,1156,0,0
20190911T08Z,727,1562,3446,0.0,1150,0,-1
20190911T07Z,852,1460,3449,-2.0,1109,0,0
20190911T06Z,977,1543,3453,-1.0,1152,0,0
20190911T05Z,1220,1543,3452,-5.0,1203,0,0
20190911T04Z,1884,1647,3464,13.0,1301,0,0
20190911T03Z,2280,1962,3456,0.0,1322,0,0
20190911T02Z,2452,2284,3457,0.0,1321,0,-1
20190911T01Z,2655,2305,3450,0.0,1319,0,0
20190911T00Z,2738,2371,3444,0.0,1296,30,15
20190910T23Z,2721,2405,3438,0.0,1294,298,39
20190910T22Z,2706,2385,3431,0.0,1291,891,16
20190910T21Z,2712,2359,3428,0.0,1290,1371,0
20190910T20Z,2712,2275,3426,0.0,1297,1704,0
20190910T19Z,2710,2190,3407,0.0,1289,1953,0
20190910T18Z,2672,2202,3388,0.0,1282,1986,0
20190910T17Z,2634,1907,3372,0.0,1294,1900,-1
20190910T16Z,2584,1642,3460,-2.0,1301,1642,0
20190910T15Z,2498,1649,3157,-1.0,1052,1249,0
20190910T14Z,2243,1665,3081,-1.0,1023,855,21
20190910T13Z,2198,1685,2986,0.0,964,375,20
20190910T12Z,2184,1672,2980,0.0,968,67,0
20190910T11Z,1994,1608,2968,0.0,967,0,0
20190910T10Z,1025,1568,2967,0.0,873,0,0
20190910T09Z,723,1518,2937,0.0,835,0,0
20190910T08Z,775,1484,3118,0.0,777,0,0
20190910T07Z,1044,1477,3085,0.0,785,0,-1
20190910T06Z,1789,1460,2979,0.0,855,0,0
20190910T05Z,2256,1531,3006,0.0,856,0,0
20190910T04Z,2639,1708,2974,0.0,1135,0,0
20190910T03Z,2682,2140,2986,0.0,1144,0,0
20190910T02Z,2711,2235,2989,0.0,1156,0,0
20190910T01Z,2707,2413,2967,0.0,1153,0,-1
20190910T00Z,2707,2679,2908,0.0,1141,26,0
20190909T23Z,2687,2732,2895,0.0,1138,243,5
20190909T22Z,2686,2656,2780,0.0,1134,744,41
20190909T21Z,2681,2495,2753,0.0,1106,1103,41
20190909T20Z,2685,2349,2693,0.0,1106,1303,23
20190909T19Z,2682,2161,2644,0.0,1106,1494,0
20190909T18Z,2678,2169,2633,0.0,1108,1525,0
20190909T17Z,2674,2159,2626,0.0,1115,1409,0
20190909T16Z,2632,1876,2567,0.0,1111,1271,-1
20190909T15Z,2560,1609,2511,0.0,1111,972,16
20190909T14Z,2509,1649,2458,0.0,1115,621,20
20190909T13Z,2352,1637,2462,0.0,1116,324,4
20190909T12Z,2391,1570,2459,0.0,1089,68,-1
20190909T11Z,1889,1638,2464,0.0,1098,0,0
20190909T10Z,1154,1627,2467,0.0,1028,0,0
20190909T09Z,847,1525,2470,0.0,969,0,0
20190909T08Z,844,1497,2474,0.0,971,0,0
20190909T07Z,941,1546,2478,-6.0,1006,0,0
20190909T06Z,1334,1538,2482,-3.0,1074,0,-1
20190909T05Z,2113,1581,2490,-4.0,1089,0,0
20190909T04Z,2439,1622,2482,0.0,1074,0,0
20190909T03Z,2607,2020,2506,0.0,1066,0,0
20190909T02Z,2667,2338,2511,0.0,1062,0,0
20190909T01Z,2670,2528,2525,0.0,1072,0,-1
20190909T00Z,2636,2648,2531,0.0,1051,26,6
20190908T23Z,2697,2570,2550,0.0,1044,275,62
20190908T22Z,2700,2468,2566,0.0,1042,775,3
20190908T21Z,2700,2416,2589,0.0,1043,1174,0
20190908T20Z,2694,2215,2611,0.0,1040,1487,0
20190908T19Z,2675,2135,2624,0.0,1040,1720,-1
20190908T18Z,2603,1989,2640,0.0,1054,1849,0
20190908T17Z,2445,1767,2651,0.0,1054,1740,0
20190908T16Z,2120,1584,2658,0.0,1051,1540,0
20190908T15Z,1402,1564,2667,0.0,1023,1268,4
20190908T14Z,1170,1491,2654,0.0,1011,864,22
20190908T13Z,925,1517,2655,0.0,948,405,16
20190908T12Z,718,1390,2609,0.0,808,81,0
20190908T11Z,723,1398,2568,0.0,831,0,0
20190908T10Z,721,1379,2256,0.0,829,0,0
20190908T09Z,720,1544,2186,0.0,885,0,0
20190908T08Z,722,1524,2072,0.0,894,0,-1
20190908T07Z,717,1578,2013,0.0,980,0,0
20190908T06Z,941,1619,1911,0.0,1023,0,0
20190908T05Z,1676,1593,1890,0.0,1074,0,0
20190908T04Z,2282,1596,1846,0.0,1065,0,13
20190908T03Z,2726,1929,1831,0.0,1070,0,0
20190908T02Z,2717,2325,1742,0.0,1071,0,12
20190908T01Z,2723,2380,1707,0.0,1076,0,0
20190908T00Z,2726,2612,1707,0.0,1061,21,16
20190907T23Z,2719,2908,1706,0.0,1059,283,60
20190907T22Z,2675,2866,1707,0.0,1060,827,12
20190907T21Z,2644,2299,1709,0.0,1061,1262,0
20190907T20Z,2461,2123,1710,0.0,1055,1581,12
20190907T19Z,2515,2149,1708,0.0,1055,1826,1
20190907T18Z,2502,2089,1710,0.0,1038,1899,12
20190907T17Z,2491,1864,1714,0.0,1026,1851,-1
20190907T16Z,2317,1693,1714,0.0,1038,1768,0
20190907T15Z,2028,1607,1717,0.0,942,1548,0
20190907T14Z,1636,1343,1720,0.0,771,1156,0
20190907T13Z,1246,1435,1723,0.0,817,610,0
20190907T12Z,1054,1484,1721,0.0,883,113,-1
20190907T11Z,953,1553,1722,0.0,928,0,0
20190907T10Z,834,1583,1719,0.0,934,0,0
20190907T09Z,827,1581,1713,0.0,934,0,0
20190907T08Z,856,1578,1717,0.0,937,0,0
20190907T07Z,849,1545,1710,0.0,964,0,-1
20190907T06Z,1053,1477,1708,0.0,950,0,0
20190907T05Z,1082,1470,1702,-5.0,947,0,0
20190907T04Z,1150,1467,1706,0.0,935,0,0
20190907T03Z,1797,1456,1706,0.0,913,0,0
20190907T02Z,2049,1707,1700,0.0,902,0,0
20190907T01Z,2085,2175,1700,0.0,904,0,-1
20190907T00Z,2052,2370,1700,0.0,890,26,0
20190906T23Z,2038,2306,1701,0.0,892,306,18
20190906T22Z,2026,2171,1700,0.0,889,860,62
20190906T21Z,2018,2123,1694,0.0,866,1298,20
20190906T20Z,2005,2087,1705,0.0,856,1503,0
20190906T19Z,1984,2031,1704,0.0,864,1504,0
20190906T18Z,1968,1632,1704,0.0,789,1492,0
20190906T17Z,1961,1412,1706,0.0,776,1441,0
20190906T16Z,1902,1189,1706,0.0,779,1285,-1
20190906T15Z,1797,1213,1710,0.0,784,977,0
20190906T14Z,1772,1222,1712,0.0,761,557,0
20190906T13Z,1453,1213,1711,0.0,694,214,0
20190906T12Z,1306,1138,1708,0.0,616,31,-1
20190906T11Z,965,1213,1697,-1.0,657,0,0
20190906T10Z,637,1161,1676,0.0,652,0,0
20190906T09Z,632,1154,1631,-1.0,641,0,0
20190906T08Z,633,1184,1571,-1.0,655,0,0
20190906T07Z,766,1180,1513,0.0,658,0,0
20190906T06Z,1234,1216,1493,-2.0,682,0,-1
20190906T05Z,1516,1266,1492,0.0,751,0,0
20190906T04Z,1634,1287,1488,0.0,751,0,0
20190906T03Z,1928,1478,1488,0.0,882,0,0
20190906T02Z,1989,1971,1487,0.0,918,0,0
20190906T01Z,1991,2109,1482,0.0,919,0,-1
20190906T00Z,1990,2109,1486,0.0,906,9,0
20190905T23Z,1955,2264,1485,0.0,906,20,3
20190905T22Z,1942,2276,1486,0.0,901,39,58
20190905T21Z,2003,2281,1486,0.0,946,75,60
20190905T20Z,2036,2087,1477,0.0,947,113,59
20190905T19Z,1987,2141,1794,0.0,970,162,45
20190905T18Z,1921,2163,1803,0.0,980,214,0
20190905T17Z,1869,1981,1827,0.0,969,229,0
20190905T16Z,1943,1632,2173,0.0,971,250,0
20190905T15Z,1798,1473,2243,0.0,980,192,-1
20190905T14Z,1587,1490,2411,0.0,987,136,0
20190905T13Z,1262,1511,2526,-1.0,971,57,0
20190905T12Z,1045,1507,2635,-1.0,970,25,0
20190905T11Z,856,1437,2742,0.0,941,0,0
20190905T10Z,790,1328,2796,0.0,894,0,-1
20190905T09Z,679,1328,2778,-1.0,900,0,0
20190905T08Z,555,1368,2819,-1.0,954,0,0
20190905T07Z,626,1382,2878,-1.0,942,0,0
20190905T06Z,701,1417,2963,-1.0,961,0,0
20190905T05Z,770,1462,3249,0.0,968,0,-1
20190905T04Z,1206,1497,3379,0.0,973,0,0
20190905T03Z,1750,1543,3382,0.0,984,0,0
20190905T02Z,1920,1988,3377,0.0,978,0,0
20190905T01Z,1993,2322,3376,0.0,983,0,4
20190905T00Z,1943,2746,3369,0.0,961,31,55
20190904T23Z,1929,2794,3375,0.0,956,190,59
20190904T22Z,1969,2880,3375,0.0,970,551,60
20190904T21Z,1974,2807,3374,0.0,961,742,61
20190904T20Z,2015,2562,3378,0.0,960,968,60
20190904T19Z,2004,2341,3374,0.0,969,1172,50
20190904T18Z,1925,2160,3374,0.0,966,1381,0
20190904T17Z,1770,2098,3380,0.0,966,1406,0
20190904T16Z,1485,1789,3373,0.0,957,1219,0
20190904T15Z,1258,1452,3385,0.0,961,986,-1
20190904T14Z,1081,1387,3385,0.0,966,686,0
20190904T13Z,887,1374,3401,0.0,941,307,0
20190904T12Z,738,1254,3402,0.0,958,77,0
20190904T11Z,683,1264,3401,-1.0,942,0,0
20190904T10Z,640,1231,3403,0.0,878,0,-1
20190904T09Z,559,1246,3436,-1.0,884,0,0
20190904T08Z,541,1226,3440,-1.0,883,0,0
20190904T07Z,542,1248,3438,0.0,883,0,0
20190904T06Z,621,1195,3461,-1.0,868,0,0
20190904T05Z,633,1222,3492,0.0,885,0,-1
20190904T04Z,1053,1222,3488,0.0,956,0,0
20190904T03Z,1871,1380,3472,0.0,997,0,0
20190904T02Z,2039,1967,3473,0.0,997,0,0
20190904T01Z,2034,2362,3472,0.0,1007,0,6
20190904T00Z,2027,2653,3460,0.0,1013,42,47
20190903T23Z,2003,2678,3459,0.0,1013,354,58
20190903T22Z,2002,2675,3464,-2.0,1008,884,60
20190903T21Z,1997,2551,3447,-2.0,1001,1269,60
20190903T20Z,1972,2428,3365,-2.0,1000,1554,60
20190903T19Z,1964,2169,3287,-2.0,998,1691,46
20190903T18Z,1816,2154,3191,0.0,992,1743,1
20190903T17Z,1749,2016,3163,0.0,911,1814,0
20190903T16Z,1430,1545,3150,0.0,970,1857,-1
20190903T15Z,946,1239,3065,-2.0,995,1656,0
20190903T14Z,690,1224,2981,-2.0,995,1263,0
20190903T13Z,681,1196,2889,-2.0,968,624,0
20190903T12Z,675,1199,2830,-2.0,963,128,-1
20190903T11Z,711,1253,2832,-2.0,974,0,0
20190903T10Z,591,1261,2830,-4.0,957,0,0
20190903T09Z,552,1195,2833,-4.0,933,0,0
20190903T08Z,555,1194,2831,-4.0,928,0,0
20190903T07Z,554,1213,2833,0.0,927,0,-1
20190903T06Z,553,1221,2829,0.0,936,0,0
20190903T05Z,551,1241,2829,0.0,950,0,0
20190903T04Z,797,1203,2827,0.0,920,0,0
20190903T03Z,1779,1289,2827,0.0,919,0,0
20190903T02Z,2037,2152,2825,0.0,926,0,1
20190903T01Z,2035,2395,2820,0.0,986,0,33
20190903T00Z,2029,2380,2818,0.0,962,46,60
20190902T23Z,2000,2376,2816,0.0,966,370,60
20190902T22Z,1999,2327,2817,0.0,966,894,58
20190902T21Z,1976,2207,2820,0.0,969,1158,60
20190902T20Z,1964,2157,2819,0.0,962,1351,35
20190902T19Z,1774,1843,2822,0.0,968,1489,1
20190902T18Z,1476,1557,2825,0.0,970,1521,0
20190902T17Z,1117,1150,2830,0.0,965,1438,-1
20190902T16Z,764,1135,2828,0.0,972,1518,0
20190902T15Z,660,1132,2831,0.0,971,1223,0
20190902T14Z,611,1122,2833,0.0,969,898,0
20190902T13Z,611,1119,2832,0.0,942,415,0
20190902T12Z,530,1101,2831,0.0,858,79,-1
20190902T11Z,529,1116,2834,0.0,828,0,0
20190902T10Z,529,918,2831,0.0,755,0,0
20190902T09Z,530,842,2834,0.0,733,0,0
20190902T08Z,530,842,2831,0.0,727,0,0
20190902T07Z,529,1000,2831,0.0,834,0,-1
20190902T06Z,531,1142,2827,0.0,990,0,0
20190902T05Z,532,1156,2830,0.0,989,0,0
20190902T04Z,572,1113,2834,0.0,977,0,0
20190902T03Z,781,1097,2835,0.0,972,0,0
20190902T02Z,1484,1126,2834,0.0,980,0,-1
20190902T01Z,1663,1413,2829,0.0,985,0,31
20190902T00Z,1760,1434,2827,0.0,937,67,63
20190901T23Z,1928,1490,2826,0.0,967,246,63
20190901T22Z,1925,1512,2823,0.0,956,539,62
20190901T21Z,1756,1497,2825,0.0,972,817,63
20190901T20Z,1642,1448,2825,0.0,955,1216,32
20190901T19Z,1300,1501,2828,0.0,964,1449,0
20190901T18Z,820,1497,2832,0.0,891,1535,0
20190901T17Z,757,1432,2833,0.0,869,1605,-1
20190901T16Z,783,1311,2844,0.0,951,1692,0
20190901T15Z,735,1447,2846,0.0,1094,1584,0
20190901T14Z,718,1452,2845,0.0,1082,1304,0
20190901T13Z,545,1439,2844,0.0,973,696,0
20190901T12Z,515,1104,2843,0.0,843,161,-1
20190901T11Z,516,1051,2845,0.0,856,0,0
20190901T10Z,514,955,2844,0.0,815,0,0
20190901T09Z,517,977,2845,0.0,880,0,0
20190901T08Z,516,1172,2840,0.0,974,0,0
20190901T07Z,514,1466,2838,0.0,1073,0,-1
20190901T06Z,512,1537,2839,0.0,1203,0,0
20190901T05Z,517,1526,2840,0.0,1251,0,0
20190901T04Z,605,1539,2835,0.0,1254,0,0
20190901T03Z,948,1532,2828,0.0,1256,0,0
20190901T02Z,1451,1541,2830,0.0,1255,0,-1
20190901T01Z,1784,1933,2827,0.0,1251,0,22
20190901T00Z,1947,2063,2826,0.0,1235,59,62
20190831T23Z,1971,2090,2824,0.0,1233,439,62
20190831T22Z,1969,1910,2824,0.0,1228,1030,39
20190831T21Z,1941,1654,2820,0.0,1223,1525,-1
20190831T20Z,1860,1476,2828,0.0,1227,1856,0
20190831T19Z,1538,1499,2826,0.0,1244,2058,0
20190831T18Z,950,1497,2825,0.0,1249,2137,0
20190831T17Z,701,1485,2827,0.0,1198,2142,-1
20190831T16Z,641,1492,2832,0.0,1150,2088,0
20190831T15Z,626,1488,2828,0.0,1081,1850,0
20190831T14Z,541,1198,2839,0.0,911,1424,0
20190831T13Z,539,966,2841,0.0,824,789,-1
20190831T12Z,541,930,2842,0.0,808,172,0
20190831T11Z,540,934,2841,0.0,832,0,0
20190831T10Z,543,893,2841,0.0,820,0,0
20190831T09Z,536,896,2838,0.0,818,0,0
20190831T08Z,540,945,2839,0.0,843,0,-1
20190831T07Z,539,998,2831,0.0,854,0,0
20190831T06Z,537,1083,2833,0.0,931,0,0
20190831T05Z,542,1298,2833,0.0,1029,0,0
20190831T04Z,555,1448,2834,0.0,1113,0,0
20190831T03Z,847,1426,2833,0.0,1212,0,-1
20190831T02Z,1608,1484,2830,0.0,1274,0,21
20190831T01Z,2300,1553,2829,0.0,1340,0,62
20190831T00Z,2444,1528,2828,0.0,1324,58,63
20190830T23Z,2566,1509,2824,0.0,1318,446,62
20190830T22Z,2600,1505,2826,0.0,1319,1108,63
20190830T21Z,2538,1500,2827,0.0,1312,1630,63
20190830T20Z,2337,1507,2829,0.0,1323,1976,63
20190830T19Z,1728,1500,2829,0.0,1303,2132,61
