,natural gas,solar,hydro
20190604T04Z,389,0,
20190604T03Z,404,0,
20190604T02Z,438,0,
20190604T01Z,468,0,
20190604T00Z,487,2,
20190603T23Z,504,7,
20190603T22Z,523,12,
20190603T21Z,507,15,
20190603T20Z,496,14,
20190603T19Z,473,17,
20190603T18Z,454,15,
20190603T17Z,426,15,
20190603T16Z,390,17,
20190603T15Z,355,14,
20190603T14Z,321,10,
20190603T13Z,292,5,
20190603T12Z,276,1,
20190603T11Z,297,0,0.0
20190603T10Z,278,0,0.0
20190603T09Z,272,0,0.0
20190603T08Z,276,0,0.0
20190603T07Z,288,0,0.0
20190603T06Z,308,0,0.0
20190603T05Z,333,0,0.0
20190603T04Z,367,0,0.0
20190603T03Z,360,0,0.0
20190603T02Z,398,0,0.0
20190603T01Z,418,0,0.0
20190603T00Z,435,2,0.0
20190602T23Z,399,6,0.0
20190602T22Z,362,6,0.0
20190602T21Z,313,12,0.0
20190602T20Z,312,12,0.0
20190602T19Z,310,11,0.0
20190602T18Z,308,16,0.0
20190602T17Z,287,15,0.0
20190602T16Z,273,17,0.0
20190602T15Z,302,15,0.0
20190602T14Z,270,10,0.0
20190602T13Z,239,5,0.0
20190602T12Z,220,1,0.0
20190602T11Z,250,0,0.0
20190602T10Z,249,0,0.0
20190602T09Z,249,0,0.0
20190602T08Z,256,0,0.0
20190602T07Z,261,0,0.0
20190602T06Z,276,0,0.0
20190602T05Z,296,0,0.0
20190602T04Z,330,0,0.0
20190602T03Z,322,0,0.0
20190602T02Z,348,0,0.0
20190602T01Z,359,0,0.0
20190602T00Z,373,2,0.0
20190601T23Z,385,3,0.0
20190601T22Z,411,2,0.0
20190601T21Z,441,3,0.0
20190601T20Z,454,9,0.0
20190601T19Z,443,13,0.0
20190601T18Z,441,16,0.0
20190601T17Z,401,14,0.0
20190601T16Z,361,17,0.0
20190601T15Z,322,15,0.0
20190601T14Z,291,8,0.0
20190601T13Z,261,6,0.0
20190601T12Z,261,2,0.0
20190601T11Z,266,0,0.0
20190601T10Z,262,0,0.0
20190601T09Z,264,0,0.0
20190601T08Z,271,0,0.0
20190601T07Z,285,0,0.0
20190601T06Z,305,0,0.0
20190601T05Z,326,0,0.0
20190601T04Z,359,0,0.0
20190601T03Z,351,0,0.0
20190601T02Z,383,0,0.0
20190601T01Z,397,0,0.0
20190601T00Z,417,1,0.0
20190531T23Z,447,6,0.0
20190531T22Z,459,11,0.0
20190531T21Z,483,7,0.0
20190531T20Z,491,16,0.0
20190531T19Z,483,12,0.0
20190531T18Z,476,10,0.0
20190531T17Z,440,17,0.0
20190531T16Z,416,11,0.0
20190531T15Z,395,12,0.0
20190531T14Z,359,11,0.0
20190531T13Z,336,5,0.0
20190531T12Z,301,1,0.0
20190531T11Z,313,0,0.0
20190531T10Z,289,0,0.0
20190531T09Z,284,0,0.0
20190531T08Z,288,0,0.0
20190531T07Z,302,0,0.0
20190531T06Z,323,0,0.0
20190531T05Z,353,0,0.0
20190531T04Z,385,0,0.0
20190531T03Z,383,0,0.0
20190531T02Z,423,0,0.0
20190531T01Z,448,0,0.0
20190531T00Z,471,2,0.0
20190530T23Z,487,6,0.0
20190530T22Z,497,11,0.0
20190530T21Z,502,12,0.0
20190530T20Z,497,12,0.0
20190530T19Z,477,17,0.0
20190530T18Z,450,17,0.0
20190530T17Z,421,17,0.0
20190530T16Z,396,14,0.0
20190530T15Z,365,15,0.0
20190530T14Z,341,11,0.0
20190530T13Z,323,5,0.0
20190530T12Z,290,1,0.0
20190530T11Z,303,0,0.0
20190530T10Z,282,0,0.0
20190530T09Z,277,0,0.0
20190530T08Z,282,0,0.0
20190530T07Z,295,0,0.0
20190530T06Z,314,0,0.0
20190530T05Z,340,0,0.0
20190530T04Z,382,0,0.0
20190530T03Z,392,0,0.0
20190530T02Z,442,0,0.0
20190530T01Z,469,0,0.0
20190530T00Z,503,1,0.0
20190529T23Z,528,6,0.0
20190529T22Z,540,11,0.0
20190529T21Z,535,16,0.0
20190529T20Z,531,18,0.0
20190529T19Z,522,18,0.0
20190529T18Z,490,18,0.0
20190529T17Z,456,18,0.0
20190529T16Z,416,18,0.0
20190529T15Z,388,15,0.0
20190529T14Z,355,10,0.0
20190529T13Z,326,5,0.0
20190529T12Z,301,1,0.0
20190529T11Z,312,0,0.0
20190529T10Z,286,0,0.0
20190529T09Z,279,0,0.0
20190529T08Z,284,0,0.0
20190529T07Z,301,0,0.0
20190529T06Z,333,0,0.0
20190529T05Z,360,0,0.0
20190529T04Z,396,0,0.0
20190529T03Z,407,0,0.0
20190529T02Z,456,0,0.0
20190529T01Z,485,0,0.0
20190529T00Z,511,1,0.0
20190528T23Z,528,5,0.0
20190528T22Z,535,9,0.0
20190528T21Z,517,13,0.0
20190528T20Z,507,16,0.0
20190528T19Z,496,17,0.0
20190528T18Z,472,18,0.0
20190528T17Z,444,19,0.0
20190528T16Z,409,17,0.0
20190528T15Z,380,15,0.0
20190528T14Z,350,10,0.0
20190528T13Z,328,5,0.0
20190528T12Z,306,2,0.0
20190528T11Z,316,0,0.0
20190528T10Z,293,0,0.0
20190528T09Z,287,0,0.0
20190528T08Z,291,0,0.0
20190528T07Z,303,0,0.0
20190528T06Z,321,0,0.0
20190528T05Z,348,0,0.0
20190528T04Z,380,0,0.0
20190528T03Z,380,0,0.0
20190528T02Z,419,0,0.0
20190528T01Z,438,0,0.0
20190528T00Z,463,2,0.0
20190527T23Z,480,6,0.0
20190527T22Z,493,7,0.0
20190527T21Z,486,14,0.0
20190527T20Z,473,18,0.0
20190527T19Z,463,15,0.0
20190527T18Z,437,18,0.0
20190527T17Z,410,19,0.0
20190527T16Z,373,18,0.0
20190527T15Z,337,15,0.0
20190527T14Z,303,11,0.0
20190527T13Z,279,5,0.0
20190527T12Z,256,1,0.0
20190527T11Z,271,0,0.0
20190527T10Z,267,0,0.0
20190527T09Z,267,0,0.0
20190527T08Z,274,0,0.0
20190527T07Z,285,0,0.0
20190527T06Z,302,0,0.0
20190527T05Z,326,0,0.0
20190527T04Z,357,0,0.0
20190527T03Z,354,0,0.0
20190527T02Z,389,0,0.0
20190527T01Z,410,0,0.0
20190527T00Z,437,1,0.0
20190526T23Z,458,5,0.0
20190526T22Z,465,9,0.0
20190526T21Z,462,14,0.0
20190526T20Z,458,17,0.0
20190526T19Z,455,17,0.0
20190526T18Z,428,15,0.0
20190526T17Z,397,17,0.0
20190526T16Z,362,17,0.0
20190526T15Z,327,14,0.0
20190526T14Z,290,10,0.0
20190526T13Z,273,5,0.0
20190526T12Z,251,1,0.0
20190526T11Z,263,0,0.0
20190526T10Z,265,0,0.0
20190526T09Z,271,0,0.0
20190526T08Z,281,0,0.0
20190526T07Z,297,0,0.0
20190526T06Z,317,0,0.0
20190526T05Z,341,0,0.0
20190526T04Z,371,0,0.0
20190526T03Z,367,0,0.0
20190526T02Z,401,0,0.0
20190526T01Z,420,0,0.0
20190526T00Z,442,1,0.0
20190525T23Z,456,6,0.0
20190525T22Z,463,8,0.0
20190525T21Z,462,10,0.0
20190525T20Z,448,16,0.0
20190525T19Z,433,15,0.0
20190525T18Z,407,17,0.0
20190525T17Z,371,18,0.0
20190525T16Z,332,18,0.0
20190525T15Z,295,15,0.0
20190525T14Z,283,11,0.0
20190525T13Z,252,5,0.0
20190525T12Z,240,1,0.0
20190525T11Z,258,0,0.0
20190525T10Z,258,0,0.0
20190525T09Z,258,0,0.0
20190525T08Z,241,0,0.0
20190525T07Z,267,0,0.0
20190525T06Z,282,0,0.0
20190525T05Z,316,0,0.0
20190525T04Z,334,0,0.0
20190525T03Z,332,0,0.0
20190525T02Z,372,0,0.0
20190525T01Z,399,0,0.0
20190525T00Z,429,1,0.0
20190524T23Z,449,6,0.0
20190524T22Z,460,11,0.0
20190524T21Z,458,16,0.0
20190524T20Z,464,18,0.0
20190524T19Z,440,19,0.0
20190524T18Z,419,19,0.0
20190524T17Z,388,19,0.0
20190524T16Z,370,19,0.0
20190524T15Z,357,16,0.0
20190524T14Z,332,11,0.0
20190524T13Z,313,5,0.0
20190524T12Z,273,1,0.0
20190524T11Z,276,0,0.0
20190524T10Z,254,0,0.0
20190524T09Z,251,0,0.0
20190524T08Z,254,0,0.0
20190524T07Z,273,0,0.0
20190524T06Z,298,0,0.0
20190524T05Z,325,0,0.0
20190524T04Z,360,0,0.0
20190524T03Z,402,0,0.0
20190524T02Z,435,0,0.0
20190524T01Z,460,0,0.0
20190524T00Z,477,1,0.0
20190523T23Z,492,5,0.0
20190523T22Z,504,11,0.0
20190523T21Z,511,13,0.0
20190523T20Z,501,17,0.0
20190523T19Z,498,15,0.0
20190523T18Z,497,18,0.0
20190523T17Z,464,19,0.0
20190523T16Z,421,19,0.0
20190523T15Z,384,16,0.0
20190523T14Z,358,11,0.0
20190523T13Z,339,5,0.0
20190523T12Z,319,1,0.0
20190523T11Z,289,0,0.0
20190523T10Z,264,0,0.0
20190523T09Z,258,0,0.0
20190523T08Z,265,0,0.0
20190523T07Z,285,0,0.0
20190523T06Z,310,0,0.0
20190523T05Z,349,0,0.0
20190523T04Z,395,0,0.0
20190523T03Z,408,0,0.0
20190523T02Z,448,0,0.0
20190523T01Z,454,0,0.0
20190523T00Z,469,1,0.0
20190522T23Z,483,4,0.0
20190522T22Z,493,6,0.0
20190522T21Z,508,14,0.0
20190522T20Z,535,15,0.0
20190522T19Z,515,14,0.0
20190522T18Z,484,13,0.0
20190522T17Z,469,17,0.0
20190522T16Z,417,18,0.0
20190522T15Z,403,15,0.0
20190522T14Z,349,11,0.0
20190522T13Z,322,5,0.0
20190522T12Z,304,1,0.0
20190522T11Z,285,0,0.0
20190522T10Z,263,0,0.0
20190522T09Z,254,0,0.0
20190522T08Z,257,0,0.0
20190522T07Z,269,0,0.0
20190522T06Z,290,0,0.0
20190522T05Z,319,0,0.0
20190522T04Z,347,0,0.0
20190522T03Z,398,0,0.0
20190522T02Z,435,0,0.0
20190522T01Z,458,0,0.0
20190522T00Z,489,1,0.0
20190521T23Z,506,6,0.0
20190521T22Z,505,11,0.0
20190521T21Z,505,16,0.0
20190521T20Z,504,18,0.0
20190521T19Z,496,18,0.0
20190521T18Z,469,17,0.0
20190521T17Z,438,18,0.0
20190521T16Z,398,18,0.0
20190521T15Z,360,15,0.0
20190521T14Z,335,11,0.0
20190521T13Z,303,5,0.0
20190521T12Z,290,1,0.0
20190521T11Z,304,0,0.0
20190521T10Z,278,0,0.0
20190521T09Z,267,0,0.0
20190521T08Z,269,0,0.0
20190521T07Z,269,0,0.0
20190521T06Z,283,0,0.0
20190521T05Z,285,0,0.0
20190521T04Z,321,0,0.0
20190521T03Z,371,0,0.0
20190521T02Z,408,0,0.0
20190521T01Z,437,0,0.0
20190521T00Z,461,1,0.0
20190520T23Z,478,5,0.0
20190520T22Z,488,9,0.0
20190520T21Z,477,14,0.0
20190520T20Z,463,18,0.0
20190520T19Z,441,19,0.0
20190520T18Z,417,19,0.0
20190520T17Z,389,19,0.0
20190520T16Z,365,19,0.0
20190520T15Z,342,16,0.0
20190520T14Z,318,10,0.0
20190520T13Z,306,3,0.0
20190520T12Z,319,1,0.0
20190520T11Z,299,0,0.0
20190520T10Z,270,0,0.0
20190520T09Z,259,0,0.0
20190520T08Z,260,0,0.0
20190520T07Z,269,0,0.0
20190520T06Z,279,0,0.0
20190520T05Z,307,0,0.0
20190520T04Z,313,0,0.0
20190520T03Z,350,0,0.0
20190520T02Z,382,0,0.0
20190520T01Z,405,0,0.0
20190520T00Z,422,1,0.0
20190519T23Z,441,6,0.0
20190519T22Z,446,11,0.0
20190519T21Z,439,16,0.0
20190519T20Z,433,17,0.0
20190519T19Z,417,16,0.0
20190519T18Z,396,18,0.0
20190519T17Z,377,11,0.0
20190519T16Z,347,15,0.0
20190519T15Z,318,13,0.0
20190519T14Z,283,11,0.0
20190519T13Z,254,5,0.0
20190519T12Z,231,1,0.0
20190519T11Z,228,0,0.0
20190519T10Z,229,0,0.0
20190519T09Z,231,0,0.0
20190519T08Z,238,0,0.0
20190519T07Z,248,0,0.0
20190519T06Z,264,0,0.0
20190519T05Z,285,0,0.0
20190519T04Z,313,0,0.0
20190519T03Z,314,0,0.0
20190519T02Z,319,0,0.0
20190519T01Z,316,0,0.0
20190519T00Z,308,1,0.0
20190518T23Z,303,6,0.0
20190518T22Z,310,10,0.0
20190518T21Z,303,14,0.0
20190518T20Z,299,17,0.0
20190518T19Z,305,12,0.0
20190518T18Z,306,16,0.0
20190518T17Z,278,19,0.0
20190518T16Z,277,19,0.0
20190518T15Z,276,16,0.0
20190518T14Z,274,11,0.0
20190518T13Z,248,5,0.0
20190518T12Z,227,1,0.0
20190518T11Z,226,0,0.0
20190518T10Z,223,0,0.0
20190518T09Z,224,0,0.0
20190518T08Z,230,0,0.0
20190518T07Z,240,0,0.0
20190518T06Z,256,0,0.0
20190518T05Z,277,0,0.0
20190518T04Z,237,0,0.0
20190518T03Z,242,0,0.0
20190518T02Z,243,0,0.0
20190518T01Z,236,0,0.0
20190518T00Z,229,2,0.0
20190517T23Z,240,5,0.0
20190517T22Z,259,2,0.0
20190517T21Z,292,1,0.0
20190517T20Z,273,10,0.0
20190517T19Z,282,13,0.0
20190517T18Z,254,15,0.0
20190517T17Z,249,19,0.0
20190517T16Z,218,18,0.0
20190517T15Z,218,15,0.0
20190517T14Z,222,10,0.0
20190517T13Z,207,5,0.0
20190517T12Z,202,1,0.0
20190517T11Z,177,0,0.0
20190517T10Z,195,0,0.0
20190517T09Z,218,0,0.0
20190517T08Z,222,0,0.0
20190517T07Z,231,0,0.0
20190517T06Z,250,0,0.0
20190517T05Z,276,0,0.0
20190517T04Z,279,0,0.0
20190517T03Z,295,0,0.0
20190517T02Z,308,0,0.0
20190517T01Z,312,0,0.0
20190517T00Z,291,1,0.0
20190516T23Z,277,6,0.0
20190516T22Z,276,11,0.0
20190516T21Z,277,16,0.0
20190516T20Z,260,19,0.0
20190516T19Z,249,17,0.0
20190516T18Z,240,19,0.0
20190516T17Z,248,19,0.0
20190516T16Z,252,19,0.0
20190516T15Z,260,16,0.0
20190516T14Z,239,11,0.0
20190516T13Z,224,5,0.0
20190516T12Z,259,1,0.0
20190516T11Z,238,0,0.0
20190516T10Z,211,0,0.0
20190516T09Z,202,0,0.0
20190516T08Z,202,0,0.0
20190516T07Z,210,0,0.0
20190516T06Z,223,0,0.0
20190516T05Z,249,0,0.0
20190516T04Z,333,0,0.0
20190516T03Z,309,0,0.0
20190516T02Z,346,0,0.0
20190516T01Z,366,0,0.0
20190516T00Z,378,1,0.0
20190515T23Z,397,6,0.0
20190515T22Z,402,12,0.0
20190515T21Z,389,16,0.0
20190515T20Z,368,19,0.0
20190515T19Z,352,19,0.0
20190515T18Z,336,19,0.0
20190515T17Z,318,19,0.0
20190515T16Z,305,19,0.0
20190515T15Z,290,16,0.0
20190515T14Z,309,12,0.0
20190515T13Z,291,6,0.0
20190515T12Z,287,1,0.0
20190515T11Z,292,0,0.0
20190515T10Z,264,0,0.0
20190515T09Z,255,0,0.0
20190515T08Z,255,0,0.0
20190515T07Z,265,0,0.0
20190515T06Z,282,0,0.0
20190515T05Z,303,0,0.0
20190515T04Z,280,0,0.0
20190515T03Z,303,0,0.0
20190515T02Z,337,0,0.0
20190515T01Z,347,0,0.0
20190515T00Z,359,2,0.0
20190514T23Z,372,6,0.0
20190514T22Z,378,12,0.0
20190514T21Z,371,17,0.0
20190514T20Z,372,18,0.0
20190514T19Z,351,19,0.0
20190514T18Z,333,19,0.0
20190514T17Z,322,19,0.0
20190514T16Z,312,19,0.0
20190514T15Z,296,16,0.0
20190514T14Z,284,12,0.0
20190514T13Z,275,6,0.0
20190514T12Z,317,1,0.0
20190514T11Z,303,0,0.0
20190514T10Z,276,0,0.0
20190514T09Z,268,0,0.0
20190514T08Z,269,0,0.0
20190514T07Z,278,0,0.0
20190514T06Z,290,0,0.0
20190514T05Z,262,0,0.0
20190514T04Z,297,0,0.0
20190514T03Z,328,0,0.0
20190514T02Z,363,0,0.0
20190514T01Z,379,0,0.0
20190514T00Z,402,1,0.0
20190513T23Z,409,5,0.0
20190513T22Z,396,10,0.0
20190513T21Z,385,11,0.0
20190513T20Z,367,10,0.0
20190513T19Z,353,11,0.0
20190513T18Z,332,14,0.0
20190513T17Z,326,11,0.0
20190513T16Z,320,10,0.0
20190513T15Z,314,3,0.0
20190513T14Z,297,5,0.0
20190513T13Z,284,3,0.0
20190513T12Z,279,1,0.0
20190513T11Z,306,0,0.0
20190513T10Z,274,0,0.0
20190513T09Z,262,0,0.0
20190513T08Z,259,0,0.0
20190513T07Z,263,0,0.0
20190513T06Z,273,0,0.0
20190513T05Z,288,0,0.0
20190513T04Z,287,0,0.0
20190513T03Z,286,0,0.0
20190513T02Z,307,0,0.0
20190513T01Z,312,0,0.0
20190513T00Z,307,0,0.0
20190512T23Z,306,2,0.0
20190512T22Z,306,4,0.0
20190512T21Z,296,9,0.0
20190512T20Z,307,2,0.0
20190512T19Z,326,3,0.0
20190512T18Z,360,7,0.0
20190512T17Z,357,8,0.0
20190512T16Z,340,10,0.0
20190512T15Z,313,12,0.0
20190512T14Z,286,10,0.0
20190512T13Z,284,5,0.0
20190512T12Z,264,1,0.0
20190512T11Z,275,0,0.0
20190512T10Z,272,0,0.0
20190512T09Z,276,0,0.0
20190512T08Z,284,0,0.0
20190512T07Z,268,0,0.0
20190512T06Z,285,0,0.0
20190512T05Z,308,0,0.0
20190512T04Z,332,0,0.0
20190512T03Z,335,0,0.0
20190512T02Z,361,0,0.0
20190512T01Z,373,0,0.0
20190512T00Z,384,1,0.0
20190511T23Z,388,5,0.0
20190511T22Z,397,11,0.0
20190511T21Z,408,6,0.0
20190511T20Z,400,15,0.0
20190511T19Z,391,17,0.0
20190511T18Z,378,17,0.0
20190511T17Z,349,16,0.0
20190511T16Z,333,12,0.0
20190511T15Z,308,12,0.0
20190511T14Z,305,9,0.0
20190511T13Z,290,4,0.0
20190511T12Z,270,1,0.0
20190511T11Z,265,0,0.0
20190511T10Z,259,0,0.0
20190511T09Z,257,0,0.0
20190511T08Z,262,0,0.0
20190511T07Z,280,0,0.0
20190511T06Z,297,0,0.0
20190511T05Z,290,0,0.0
20190511T04Z,300,0,0.0
20190511T03Z,320,0,0.0
20190511T02Z,337,0,0.0
20190511T01Z,343,0,0.0
20190511T00Z,359,2,0.0
20190510T23Z,373,4,0.0
20190510T22Z,395,2,0.0
20190510T21Z,426,2,0.0
20190510T20Z,438,10,0.0
20190510T19Z,441,15,0.0
20190510T18Z,404,17,0.0
20190510T17Z,384,15,0.0
20190510T16Z,371,12,0.0
20190510T15Z,343,11,0.0
20190510T14Z,320,9,0.0
20190510T13Z,302,4,0.0
20190510T12Z,292,1,0.0
20190510T11Z,282,0,0.0
20190510T10Z,249,0,0.0
20190510T09Z,241,0,0.0
20190510T08Z,244,0,0.0
20190510T07Z,258,0,0.0
20190510T06Z,273,0,0.0
20190510T05Z,291,0,0.0
20190510T04Z,300,0,0.0
20190510T03Z,348,0,0.0
20190510T02Z,390,0,0.0
20190510T01Z,410,0,0.0
20190510T00Z,424,1,0.0
20190509T23Z,431,5,0.0
20190509T22Z,448,10,0.0
20190509T21Z,443,12,0.0
20190509T20Z,424,16,0.0
20190509T19Z,419,15,0.0
20190509T18Z,397,17,0.0
20190509T17Z,379,14,0.0
20190509T16Z,361,12,0.0
20190509T15Z,329,12,0.0
20190509T14Z,310,6,0.0
20190509T13Z,294,4,0.0
20190509T12Z,294,1,0.0
20190509T11Z,302,0,0.0
20190509T10Z,269,0,0.0
20190509T09Z,261,0,0.0
20190509T08Z,263,0,0.0
20190509T07Z,287,0,0.0
20190509T06Z,298,0,0.0
20190509T05Z,292,0,0.0
20190509T04Z,319,0,0.0
20190509T03Z,358,0,0.0
20190509T02Z,385,0,0.0
20190509T01Z,409,0,0.0
20190509T00Z,428,1,0.0
20190508T23Z,450,5,0.0
20190508T22Z,450,10,0.0
20190508T21Z,445,15,0.0
20190508T20Z,448,13,0.0
20190508T19Z,423,18,0.0
20190508T18Z,414,17,0.0
20190508T17Z,395,16,0.0
20190508T16Z,370,16,0.0
20190508T15Z,347,14,0.0
20190508T14Z,321,10,0.0
20190508T13Z,307,5,0.0
20190508T12Z,296,1,0.0
20190508T11Z,271,0,0.0
20190508T10Z,267,0,0.0
20190508T09Z,260,0,0.0
20190508T08Z,260,0,0.0
20190508T07Z,279,0,0.0
20190508T06Z,292,0,0.0
20190508T05Z,287,0,0.0
20190508T04Z,348,0,0.0
20190508T03Z,337,0,0.0
20190508T02Z,378,0,0.0
20190508T01Z,404,0,0.0
20190508T00Z,434,1,0.0
20190507T23Z,448,5,0.0
20190507T22Z,453,10,0.0
20190507T21Z,445,14,0.0
20190507T20Z,431,16,0.0
20190507T19Z,412,16,0.0
20190507T18Z,392,16,0.0
20190507T17Z,369,17,0.0
20190507T16Z,341,16,0.0
20190507T15Z,318,14,0.0
20190507T14Z,297,10,0.0
20190507T13Z,284,5,0.0
20190507T12Z,276,1,0.0
20190507T11Z,301,0,0.0
20190507T10Z,268,0,0.0
20190507T09Z,259,0,0.0
20190507T08Z,260,0,0.0
20190507T07Z,268,0,0.0
20190507T06Z,283,0,0.0
20190507T05Z,304,0,0.0
20190507T04Z,327,0,0.0
20190507T03Z,323,0,0.0
20190507T02Z,366,0,0.0
20190507T01Z,391,0,0.0
20190507T00Z,410,1,0.0
20190506T23Z,425,5,0.0
20190506T22Z,432,10,0.0
20190506T21Z,430,15,0.0
20190506T20Z,407,17,0.0
20190506T19Z,387,17,0.0
20190506T18Z,368,16,0.0
20190506T17Z,348,16,0.0
20190506T16Z,326,17,0.0
20190506T15Z,306,15,0.0
20190506T14Z,289,10,0.0
20190506T13Z,275,5,0.0
20190506T12Z,270,1,0.0
20190506T11Z,296,0,0.0
20190506T10Z,268,0,0.0
20190506T09Z,259,0,0.0
20190506T08Z,258,0,0.0
20190506T07Z,266,0,0.0
20190506T06Z,280,0,0.0
20190506T05Z,302,0,0.0
20190506T04Z,335,0,0.0
20190506T03Z,328,0,0.0
20190506T02Z,358,0,0.0
20190506T01Z,374,0,0.0
20190506T00Z,382,1,0.0
20190505T23Z,391,3,0.0
20190505T22Z,387,10,0.0
20190505T21Z,378,13,0.0
20190505T20Z,360,16,0.0
20190505T19Z,353,12,0.0
20190505T18Z,332,14,0.0
20190505T17Z,317,11,0.0
20190505T16Z,310,5,0.0
20190505T15Z,301,6,0.0
20190505T14Z,278,8,0.0
20190505T13Z,275,3,0.0
20190505T12Z,264,1,0.0
20190505T11Z,275,0,0.0
20190505T10Z,270,0,0.0
20190505T09Z,270,0,0.0
20190505T08Z,274,0,0.0
20190505T07Z,281,0,0.0
20190505T06Z,291,0,0.0
20190505T05Z,309,0,0.0
20190505T04Z,332,0,0.0
20190505T03Z,321,0,0.0
20190505T02Z,342,0,0.0
20190505T01Z,347,0,0.0
20190505T00Z,347,1,0.0
20190504T23Z,360,3,0.0
20190504T22Z,377,1,0.0
20190504T21Z,364,9,0.0
20190504T20Z,367,7,0.0
20190504T19Z,380,5,0.0
20190504T18Z,388,9,0.0
20190504T17Z,370,14,0.0
20190504T16Z,348,13,0.0
20190504T15Z,331,9,0.0
20190504T14Z,300,9,0.0
20190504T13Z,275,4,0.0
20190504T12Z,275,1,0.0
20190504T11Z,280,0,0.0
20190504T10Z,275,0,0.0
20190504T09Z,274,0,0.0
20190504T08Z,280,0,0.0
20190504T07Z,294,0,0.0
20190504T06Z,321,0,0.0
20190504T05Z,351,0,0.0
20190504T04Z,359,0,0.0
20190504T03Z,362,0,0.0
20190504T02Z,386,0,0.0
20190504T01Z,394,0,0.0
20190504T00Z,400,1,0.0
20190503T23Z,426,4,0.0
20190503T22Z,429,5,0.0
20190503T21Z,433,7,0.0
20190503T20Z,449,12,0.0
20190503T19Z,431,12,0.0
20190503T18Z,391,13,0.0
20190503T17Z,360,15,0.0
20190503T16Z,350,8,0.0
20190503T15Z,337,7,0.0
20190503T14Z,318,5,0.0
20190503T13Z,310,3,0.0
20190503T12Z,314,1,0.0
20190503T11Z,288,0,0.0
20190503T10Z,259,0,0.0
20190503T09Z,268,0,0.0
20190503T08Z,269,0,0.0
20190503T07Z,271,0,0.0
20190503T06Z,276,0,0.0
20190503T05Z,295,0,0.0
20190503T04Z,330,0,0.0
20190503T03Z,341,0,0.0
20190503T02Z,372,0,0.0
20190503T01Z,385,0,0.0
20190503T00Z,394,0,0.0
20190502T23Z,408,2,0.0
20190502T22Z,435,4,0.0
20190502T21Z,436,7,0.0
20190502T20Z,423,13,0.0
20190502T19Z,407,15,0.0
20190502T18Z,386,10,0.0
20190502T17Z,369,10,0.0
20190502T16Z,345,12,0.0
20190502T15Z,319,12,0.0
20190502T14Z,302,7,0.0
20190502T13Z,284,5,0.0
20190502T12Z,303,1,0.0
20190502T11Z,283,0,0.0
20190502T10Z,278,0,0.0
20190502T09Z,269,0,0.0
20190502T08Z,272,0,0.0
20190502T07Z,264,0,0.0
20190502T06Z,292,0,0.0
20190502T05Z,319,0,0.0
20190502T04Z,364,0,0.0
20190502T03Z,373,0,0.0
20190502T02Z,401,0,0.0
20190502T01Z,419,0,0.0
20190502T00Z,443,1,0.0
20190501T23Z,460,5,0.0
20190501T22Z,452,10,0.0
20190501T21Z,452,9,0.0
20190501T20Z,450,12,0.0
20190501T19Z,432,11,0.0
20190501T18Z,397,14,0.0
20190501T17Z,370,15,0.0
20190501T16Z,350,14,0.0
20190501T15Z,328,11,0.0
20190501T14Z,306,8,0.0
20190501T13Z,315,3,0.0
20190501T12Z,290,1,0.0
20190501T11Z,324,0,0.0
20190501T10Z,294,0,0.0
20190501T09Z,283,0,0.0
20190501T08Z,285,0,0.0
20190501T07Z,297,0,0.0
20190501T06Z,316,0,0.0
20190501T05Z,314,0,0.0
20190501T04Z,352,0,0.0
20190501T03Z,363,0,0.0
20190501T02Z,391,0,0.0
20190501T01Z,412,0,0.0
20190501T00Z,428,1,0.0
20190430T23Z,439,5,0.0
20190430T22Z,440,10,0.0
20190430T21Z,430,14,0.0
20190430T20Z,416,15,0.0
20190430T19Z,387,15,0.0
20190430T18Z,375,11,0.0
20190430T17Z,378,14,0.0
20190430T16Z,336,15,0.0
20190430T15Z,312,13,0.0
20190430T14Z,289,10,0.0
20190430T13Z,270,5,0.0
20190430T12Z,287,1,0.0
20190430T11Z,292,0,0.0
20190430T10Z,264,0,0.0
20190430T09Z,257,0,0.0
20190430T08Z,260,0,0.0
20190430T07Z,269,0,0.0
20190430T06Z,286,0,0.0
20190430T05Z,311,0,0.0
20190430T04Z,379,0,0.0
20190430T03Z,347,0,0.0
20190430T02Z,384,0,0.0
20190430T01Z,410,0,0.0
20190430T00Z,439,1,0.0
20190429T23Z,441,5,0.0
20190429T22Z,426,10,0.0
20190429T21Z,420,14,0.0
20190429T20Z,397,17,0.0
20190429T19Z,379,17,0.0
20190429T18Z,356,17,0.0
20190429T17Z,334,17,0.0
20190429T16Z,308,17,0.0
20190429T15Z,288,14,0.0
20190429T14Z,270,10,0.0
20190429T13Z,260,5,0.0
20190429T12Z,292,1,0.0
20190429T11Z,316,0,0.0
20190429T10Z,287,0,0.0
20190429T09Z,277,0,0.0
20190429T08Z,277,0,0.0
20190429T07Z,281,0,0.0
20190429T06Z,293,0,0.0
20190429T05Z,312,0,0.0
20190429T04Z,322,0,0.0
20190429T03Z,301,0,0.0
20190429T02Z,334,0,0.0
20190429T01Z,352,0,0.0
20190429T00Z,360,1,0.0
20190428T23Z,370,5,0.0
20190428T22Z,367,10,0.0
20190428T21Z,350,14,0.0
20190428T20Z,330,17,0.0
20190428T19Z,311,17,0.0
20190428T18Z,292,17,0.0
20190428T17Z,280,17,0.0
20190428T16Z,295,17,0.0
