,coal,natural gas,other,hydro
20190622T15Z,177,668,4,1
20190622T14Z,177,638,3,1
20190622T13Z,131,467,3,1
20190622T12Z,128,427,4,1
20190622T11Z,126,408,4,1
20190622T10Z,126,399,3,1
20190622T09Z,125,440,4,1
20190622T08Z,128,494,3,2
20190622T07Z,161,505,4,1
20190622T06Z,193,541,4,2
20190622T05Z,215,705,3,2
20190622T04Z,215,850,4,2
20190622T03Z,215,827,3,2
20190622T02Z,216,893,4,2
20190622T01Z,215,1014,4,2
20190622T00Z,216,1036,3,2
20190621T23Z,216,1044,4,2
20190621T22Z,214,1041,3,2
20190621T21Z,170,1037,4,2
20190621T20Z,136,1038,3,2
20190621T19Z,133,1040,4,2
20190621T18Z,136,958,4,2
20190621T17Z,135,931,4,2
20190621T16Z,200,762,3,2
20190621T15Z,180,672,4,2
20190621T14Z,170,680,3,2
20190621T13Z,128,655,4,2
20190621T12Z,128,557,4,2
20190621T11Z,131,536,3,2
20190621T10Z,129,498,4,2
20190621T09Z,133,496,3,2
20190621T08Z,129,518,4,2
20190621T07Z,131,538,3,2
20190621T06Z,129,626,4,2
20190621T05Z,114,706,4,1
20190621T04Z,72,858,3,2
20190621T03Z,58,926,4,1
20190621T02Z,19,911,3,0
20190621T01Z,14,936,4,0
20190621T00Z,-13,954,3,0
20190620T23Z,-16,946,4,0
20190620T22Z,-13,941,4,0
20190620T21Z,-15,943,3,0
20190620T20Z,-14,944,3,0
20190620T19Z,-16,944,3,0
20190620T18Z,-15,950,4,0
20190620T17Z,-14,905,3,0
20190620T16Z,-16,841,3,0
20190620T15Z,-12,826,3,0
20190620T14Z,-14,803,3,0
20190620T13Z,-13,674,3,0
20190620T12Z,-14,645,3,0
20190620T11Z,-13,504,4,0
20190620T10Z,-13,505,3,0
20190620T09Z,-9,469,4,0
20190620T08Z,-9,505,3,0
20190620T07Z,-8,504,4,0
20190620T06Z,-7,582,3,0
20190620T05Z,-6,616,4,0
20190620T04Z,-10,712,4,0
20190620T03Z,-6,834,3,0
20190620T02Z,-6,863,4,0
20190620T01Z,-7,899,3,1
20190620T00Z,-11,938,4,0
20190619T23Z,-7,939,3,1
20190619T22Z,-7,886,4,1
20190619T21Z,-7,848,3,1
20190619T20Z,-8,847,3,0
20190619T19Z,-7,848,3,1
20190619T18Z,-9,845,4,1
20190619T17Z,-6,818,3,1
20190619T16Z,-6,724,3,0
20190619T15Z,-6,638,3,1
20190619T14Z,-7,531,4,1
20190619T13Z,-7,482,3,1
20190619T12Z,-5,472,4,1
20190619T11Z,-7,508,3,1
20190619T10Z,-9,476,3,0
20190619T09Z,-4,466,4,1
20190619T08Z,-6,478,3,1
20190619T07Z,-6,458,4,1
20190619T06Z,-8,476,3,1
20190619T05Z,-6,480,4,2
20190619T04Z,-5,510,3,2
20190619T03Z,-7,509,4,3
20190619T02Z,-7,511,3,3
20190619T01Z,-6,509,3,3
20190619T00Z,-7,508,3,3
20190618T23Z,-7,512,3,3
20190618T22Z,-5,510,3,3
20190618T21Z,-8,512,3,2
20190618T20Z,-7,521,3,2
20190618T19Z,-6,604,4,1
20190618T18Z,-6,607,3,0
20190618T17Z,-7,604,4,0
20190618T16Z,-6,601,4,1
20190618T15Z,-6,601,3,1
20190618T14Z,-7,594,4,1
20190618T13Z,-7,511,4,1
20190618T12Z,-9,512,3,1
20190618T11Z,-5,508,4,1
20190618T10Z,-8,468,3,1
20190618T09Z,-7,450,4,1
20190618T08Z,-6,476,3,1
20190618T07Z,-7,496,4,1
20190618T06Z,-7,575,4,1
20190618T05Z,-7,717,4,2
20190618T04Z,-8,833,4,2
20190618T03Z,-7,882,4,2
20190618T02Z,-7,970,4,2
20190618T01Z,-8,966,5,2
20190618T00Z,-6,968,4,2
20190617T23Z,-6,965,4,2
20190617T22Z,-7,961,4,2
20190617T21Z,-9,963,5,1
20190617T20Z,-8,969,4,1
20190617T19Z,-7,962,5,1
20190617T18Z,-8,963,4,0
20190617T17Z,-7,905,4,0
20190617T16Z,-6,865,3,0
20190617T15Z,-9,842,4,0
20190617T14Z,-7,637,4,1
20190617T13Z,-6,512,5,0
20190617T12Z,-7,515,4,1
20190617T11Z,-7,503,4,0
20190617T10Z,-7,455,4,1
20190617T09Z,-7,454,5,0
20190617T08Z,-7,483,4,1
20190617T07Z,-9,464,4,0
20190617T06Z,-8,600,4,1
20190617T05Z,-6,721,5,0
20190617T04Z,-6,849,4,1
20190617T03Z,-7,859,4,0
20190617T02Z,-7,862,4,1
20190617T01Z,-7,875,5,0
20190617T00Z,-7,947,4,1
20190616T23Z,-10,912,4,0
20190616T22Z,-6,916,5,0
20190616T21Z,-9,920,4,0
20190616T20Z,-8,958,4,0
20190616T19Z,-6,959,4,0
20190616T18Z,-9,920,4,0
20190616T17Z,-6,858,5,0
20190616T16Z,-11,857,4,0
20190616T15Z,-7,826,4,0
20190616T14Z,-9,629,4,1
20190616T13Z,-7,441,4,0
20190616T12Z,-8,380,5,1
20190616T11Z,-8,387,4,0
20190616T10Z,-7,397,4,1
20190616T09Z,-11,416,5,0
20190616T08Z,-6,459,4,1
20190616T07Z,-11,462,4,0
20190616T06Z,-7,604,5,1
20190616T05Z,-12,699,4,0
20190616T04Z,-11,783,4,0
20190616T03Z,-11,793,5,0
20190616T02Z,-15,790,4,0
20190616T01Z,-12,774,4,0
20190616T00Z,-13,773,5,1
20190615T23Z,-14,788,4,0
20190615T22Z,-15,786,4,0
20190615T21Z,-12,788,5,0
20190615T20Z,-16,789,4,0
20190615T19Z,-15,792,4,0
20190615T18Z,-15,791,5,1
20190615T17Z,-15,770,4,0
20190615T16Z,-14,742,4,1
20190615T15Z,-17,667,4,0
20190615T14Z,-14,525,4,1
20190615T13Z,-18,463,5,0
20190615T12Z,-14,397,4,1
20190615T11Z,-16,417,4,1
20190615T10Z,-16,414,4,0
20190615T09Z,-16,423,5,1
20190615T08Z,-15,451,4,0
20190615T07Z,1,429,4,1
20190615T06Z,40,404,5,0
20190615T05Z,147,384,4,1
20190615T04Z,172,522,4,1
20190615T03Z,201,502,4,0
20190615T02Z,203,515,4,1
20190615T01Z,203,464,5,1
20190615T00Z,202,512,4,0
20190614T23Z,201,519,4,1
20190614T22Z,200,520,5,0
20190614T21Z,191,520,4,0
20190614T20Z,191,520,4,1
20190614T19Z,136,520,4,1
20190614T18Z,131,520,4,1
20190614T17Z,133,509,5,1
20190614T16Z,132,495,4,1
20190614T15Z,133,432,4,1
20190614T14Z,134,414,4,1
20190614T13Z,132,377,5,0
20190614T12Z,134,358,4,0
20190614T11Z,132,357,4,1
20190614T10Z,133,356,4,1
20190614T09Z,133,358,4,1
20190614T08Z,135,357,5,1
20190614T07Z,132,361,4,1
20190614T06Z,133,376,4,1
20190614T05Z,133,446,4,1
20190614T04Z,134,479,5,1
20190614T03Z,131,528,4,1
20190614T02Z,135,524,4,1
20190614T01Z,130,523,4,1
20190614T00Z,133,519,5,1
20190613T23Z,132,519,4,1
20190613T22Z,133,516,4,1
20190613T21Z,133,515,4,1
20190613T20Z,131,514,4,1
20190613T19Z,131,515,4,1
20190613T18Z,135,517,4,1
20190613T17Z,132,516,4,0
20190613T16Z,134,516,4,0
20190613T15Z,131,504,4,0
20190613T14Z,132,432,5,0
20190613T13Z,146,387,4,0
20190613T12Z,132,357,4,2
20190613T11Z,134,359,4,2
20190613T10Z,131,357,5,2
20190613T09Z,134,358,4,2
20190613T08Z,133,358,4,2
20190613T07Z,134,357,5,2
20190613T06Z,131,395,4,2
20190613T05Z,135,433,4,2
20190613T04Z,132,494,5,2
20190613T03Z,132,597,4,3
20190613T02Z,135,655,4,3
20190613T01Z,150,632,5,3
20190613T00Z,181,671,4,3
20190612T23Z,176,685,4,3
20190612T22Z,181,683,5,4
20190612T21Z,176,681,4,3
20190612T20Z,191,680,4,3
20190612T19Z,202,674,5,3
20190612T18Z,199,622,4,3
20190612T17Z,198,506,4,3
20190612T16Z,131,502,4,3
20190612T15Z,125,473,5,3
20190612T14Z,128,445,4,3
20190612T13Z,127,391,4,3
20190612T12Z,124,398,4,0
20190612T11Z,127,448,5,0
20190612T10Z,128,412,4,0
20190612T09Z,125,414,4,0
20190612T08Z,128,438,4,0
20190612T07Z,127,449,5,0
20190612T06Z,125,463,4,3
20190612T05Z,143,510,4,3
20190612T04Z,187,514,4,3
20190612T03Z,209,539,5,3
20190612T02Z,210,557,4,3
20190612T01Z,208,594,4,3
20190612T00Z,209,641,4,3
20190611T23Z,209,695,5,3
20190611T22Z,207,693,4,3
20190611T21Z,208,696,4,3
20190611T20Z,207,691,4,3
20190611T19Z,209,659,5,3
20190611T18Z,209,597,4,3
20190611T17Z,170,515,4,3
20190611T16Z,126,512,4,3
20190611T15Z,126,514,5,3
20190611T14Z,128,448,4,0
20190611T13Z,125,418,4,0
20190611T12Z,127,423,4,0
20190611T11Z,127,416,5,0
20190611T10Z,126,391,4,0
20190611T09Z,125,438,4,0
20190611T08Z,128,434,4,0
20190611T07Z,125,428,5,0
20190611T06Z,129,441,4,0
20190611T05Z,144,501,4,3
20190611T04Z,201,568,4,3
20190611T03Z,203,614,5,3
20190611T02Z,204,624,4,3
20190611T01Z,204,683,4,3
20190611T00Z,201,698,4,3
20190610T23Z,204,701,5,3
20190610T22Z,203,704,4,3
20190610T21Z,203,700,4,3
20190610T20Z,203,703,4,3
20190610T19Z,206,638,5,2
20190610T18Z,205,586,4,2
20190610T17Z,206,507,4,1
20190610T16Z,205,487,5,1
20190610T15Z,170,510,4,2
20190610T14Z,129,511,4,2
20190610T13Z,130,461,3,2
20190610T12Z,132,441,4,2
20190610T11Z,133,418,4,2
20190610T10Z,132,382,3,1
20190610T09Z,130,359,4,1
20190610T08Z,132,361,5,1
20190610T07Z,127,416,4,1
20190610T06Z,126,455,4,1
20190610T05Z,123,484,4,1
20190610T04Z,124,574,5,1
20190610T03Z,123,673,4,1
20190610T02Z,121,673,4,1
20190610T01Z,123,651,5,1
20190610T00Z,152,675,4,1
20190609T23Z,156,679,4,1
20190609T22Z,156,679,4,1
20190609T21Z,156,679,5,1
20190609T20Z,155,676,4,1
20190609T19Z,152,626,4,1
20190609T18Z,178,541,5,1
20190609T17Z,168,502,4,1
20190609T16Z,128,503,4,1
20190609T15Z,123,504,5,1
20190609T14Z,124,471,4,1
20190609T13Z,123,406,4,1
20190609T12Z,123,356,4,1
20190609T11Z,123,357,5,1
20190609T10Z,128,357,4,1
20190609T09Z,122,357,4,1
20190609T08Z,124,370,5,1
20190609T07Z,123,408,4,1
20190609T06Z,122,466,5,1
20190609T05Z,125,476,4,0
20190609T04Z,124,486,4,0
20190609T03Z,124,552,5,0
20190609T02Z,121,618,4,0
20190609T01Z,128,660,4,0
20190609T00Z,153,677,5,0
20190608T23Z,157,677,4,0
20190608T22Z,155,670,5,0
20190608T21Z,157,669,4,1
20190608T20Z,154,677,4,2
20190608T19Z,154,674,5,1
20190608T18Z,155,677,4,1
20190608T17Z,155,676,5,1
20190608T16Z,156,608,4,0
20190608T15Z,121,476,4,0
20190608T14Z,120,436,4,0
20190608T13Z,120,420,5,0
20190608T12Z,123,386,4,0
20190608T11Z,124,419,4,0
20190608T10Z,123,406,5,0
20190608T09Z,122,419,4,0
20190608T08Z,126,438,4,0
20190608T07Z,122,470,4,0
20190608T06Z,121,468,4,0
20190608T05Z,124,456,5,0
20190608T04Z,122,488,4,0
20190608T03Z,165,509,4,0
20190608T02Z,199,585,4,0
20190608T01Z,202,593,5,0
20190608T00Z,202,602,4,0
20190607T23Z,175,585,4,0
20190607T22Z,165,596,5,0
20190607T21Z,164,593,4,0
20190607T20Z,164,581,4,0
20190607T19Z,184,582,5,0
20190607T18Z,197,597,4,0
20190607T17Z,197,593,4,0
20190607T16Z,193,583,2,0
20190607T15Z,204,521,0,0
20190607T14Z,183,497,0,0
20190607T13Z,153,421,0,0
20190607T12Z,156,420,4,0
20190607T11Z,135,493,4,0
20190607T10Z,117,471,5,0
20190607T09Z,121,459,4,0
20190607T08Z,118,468,4,0
20190607T07Z,116,490,4,0
20190607T06Z,118,503,5,0
20190607T05Z,119,506,4,0
20190607T04Z,119,508,4,1
20190607T03Z,131,509,5,1
20190607T02Z,133,508,4,1
20190607T01Z,118,507,4,1
20190607T00Z,119,509,4,1
20190606T23Z,117,508,5,0
20190606T22Z,117,507,4,0
20190606T21Z,120,507,4,0
20190606T20Z,118,506,5,0
20190606T19Z,117,507,4,0
20190606T18Z,119,510,4,0
20190606T17Z,118,508,5,0
20190606T16Z,119,511,4,0
20190606T15Z,119,509,4,0
20190606T14Z,116,510,5,0
20190606T13Z,118,463,4,0
20190606T12Z,119,430,4,0
20190606T11Z,119,440,4,0
20190606T10Z,119,403,5,0
20190606T09Z,118,405,4,0
20190606T08Z,118,427,4,0
20190606T07Z,117,456,4,0
20190606T06Z,119,471,5,0
20190606T05Z,117,506,4,0
20190606T04Z,187,509,4,0
20190606T03Z,199,510,4,0
20190606T02Z,196,507,5,0
20190606T01Z,171,507,4,0
20190606T00Z,185,506,4,0
20190605T23Z,185,516,5,0
20190605T22Z,169,600,4,0
20190605T21Z,168,618,4,0
20190605T20Z,185,617,5,0
20190605T19Z,212,617,4,0
20190605T18Z,212,579,4,0
20190605T17Z,208,505,4,0
20190605T16Z,201,506,5,0
20190605T15Z,135,507,4,0
20190605T14Z,117,510,4,0
20190605T13Z,117,514,4,0
20190605T12Z,117,502,5,0
20190605T11Z,120,429,4,0
20190605T10Z,118,396,4,0
20190605T09Z,116,402,4,0
20190605T08Z,116,433,5,0
20190605T07Z,118,441,4,0
20190605T06Z,141,478,4,0
20190605T05Z,200,582,5,0
20190605T04Z,246,649,4,0
20190605T03Z,355,683,4,35
20190605T02Z,396,681,5,60
20190605T01Z,402,679,4,38
20190605T00Z,399,680,4,37
20190604T23Z,399,679,5,37
20190604T22Z,404,678,4,37
20190604T21Z,400,675,5,37
20190604T20Z,401,677,4,47
20190604T19Z,401,678,4,47
20190604T18Z,399,683,5,11
20190604T17Z,396,651,3,0
20190604T16Z,370,617,4,0
20190604T15Z,306,512,4,0
20190604T14Z,261,473,4,0
20190604T13Z,261,473,4,0
20190604T12Z,260,439,5,0
20190604T11Z,262,436,4,0
20190604T10Z,262,364,4,0
20190604T09Z,261,362,5,0
20190604T08Z,260,373,4,0
20190604T07Z,263,432,4,0
20190604T06Z,260,519,5,0
20190604T05Z,306,519,4,0
20190604T04Z,373,652,4,0
20190604T03Z,405,669,5,0
20190604T02Z,403,672,4,0
20190604T01Z,404,687,4,30
20190604T00Z,406,682,5,36
20190603T23Z,404,681,4,36
20190603T22Z,405,679,4,36
20190603T21Z,404,681,4,35
20190603T20Z,406,680,4,12
20190603T19Z,404,682,5,0
20190603T18Z,406,683,4,0
20190603T17Z,401,633,4,0
20190603T16Z,389,613,5,0
20190603T15Z,329,511,4,0
20190603T14Z,261,486,4,0
20190603T13Z,261,438,4,0
20190603T12Z,260,426,5,0
20190603T11Z,263,390,4,0
20190603T10Z,262,351,4,0
20190603T09Z,261,353,4,0
20190603T08Z,261,353,5,0
20190603T07Z,260,389,4,0
20190603T06Z,262,429,4,0
20190603T05Z,261,516,4,0
20190603T04Z,326,510,5,0
20190603T03Z,347,498,4,0
20190603T02Z,348,514,4,0
20190603T01Z,400,568,4,0
20190603T00Z,406,615,5,0
20190602T23Z,406,613,4,0
20190602T22Z,405,616,4,0
20190602T21Z,408,614,4,0
20190602T20Z,406,616,5,0
20190602T19Z,405,577,4,0
20190602T18Z,395,531,4,0
20190602T17Z,354,511,4,0
20190602T16Z,342,514,4,0
20190602T15Z,286,511,4,0
20190602T14Z,264,497,4,0
20190602T13Z,261,459,3,0
20190602T12Z,261,413,4,0
20190602T11Z,260,394,4,0
20190602T10Z,262,447,3,0
20190602T09Z,262,392,4,1
20190602T08Z,260,424,4,1
20190602T07Z,263,496,4,1
20190602T06Z,260,512,3,1
20190602T05Z,266,509,4,1
20190602T04Z,346,509,4,1
20190602T03Z,350,502,4,1
20190602T02Z,349,507,3,1
20190602T01Z,364,511,4,1
20190602T00Z,407,511,4,1
20190601T23Z,408,506,4,1
20190601T22Z,406,509,3,1
20190601T21Z,407,580,4,1
20190601T20Z,406,588,4,1
20190601T19Z,409,561,4,1
20190601T18Z,377,509,4,1
20190601T17Z,350,508,4,1
20190601T16Z,327,512,4,1
20190601T15Z,267,494,5,1
20190601T14Z,261,425,4,1
20190601T13Z,259,362,4,1
20190601T12Z,262,351,4,1
20190601T11Z,261,353,5,1
20190601T10Z,262,352,4,1
20190601T09Z,263,354,4,2
20190601T08Z,260,380,4,2
20190601T07Z,260,420,5,1
20190601T06Z,273,446,4,2
20190601T05Z,357,509,4,2
20190601T04Z,407,555,4,1
20190601T03Z,405,602,4,1
20190601T02Z,401,601,3,1
20190601T01Z,406,599,4,1
20190601T00Z,405,595,4,0
20190531T23Z,406,596,4,0
20190531T22Z,406,592,4,0
20190531T21Z,407,593,4,0
20190531T20Z,405,595,4,0
20190531T19Z,404,609,4,0
20190531T18Z,407,601,5,0
20190531T17Z,408,577,4,0
20190531T16Z,407,529,5,0
20190531T15Z,404,499,4,0
20190531T14Z,300,508,4,0
20190531T13Z,271,510,5,0
20190531T12Z,270,490,4,0
20190531T11Z,272,481,5,0
20190531T10Z,269,395,4,0
20190531T09Z,270,381,4,0
20190531T08Z,269,415,5,0
20190531T07Z,270,505,4,0
20190531T06Z,269,508,5,0
20190531T05Z,265,586,4,0
20190531T04Z,362,682,4,0
20190531T03Z,392,648,5,0
20190531T02Z,391,712,4,0
20190531T01Z,394,768,5,0
20190531T00Z,392,772,4,0
20190530T23Z,392,769,5,0
20190530T22Z,394,771,4,0
20190530T21Z,392,771,4,0
20190530T20Z,395,770,5,0
20190530T19Z,392,775,4,0
20190530T18Z,396,772,4,0
20190530T17Z,393,676,4,0
20190530T16Z,348,686,5,0
20190530T15Z,273,625,4,0
20190530T14Z,274,513,4,0
20190530T13Z,269,468,5,0
20190530T12Z,272,426,4,0
20190530T11Z,273,368,5,0
20190530T10Z,257,365,4,0
20190530T09Z,272,364,4,0
20190530T08Z,270,369,5,0
20190530T07Z,271,408,4,0
20190530T06Z,274,462,5,0
20190530T05Z,273,570,4,0
20190530T04Z,348,667,4,0
20190530T03Z,409,771,5,0
20190530T02Z,409,801,4,0
20190530T01Z,407,866,5,0
20190530T00Z,411,937,4,0
20190529T23Z,408,955,4,0
20190529T22Z,408,954,5,0
20190529T21Z,410,966,4,0
20190529T20Z,408,956,4,0
20190529T19Z,408,882,5,0
20190529T18Z,408,913,4,0
20190529T17Z,399,759,5,0
20190529T16Z,364,579,4,0
20190529T15Z,285,502,4,0
20190529T14Z,273,510,4,0
20190529T13Z,271,489,4,0
20190529T12Z,272,386,5,0
20190529T11Z,269,363,4,0
20190529T10Z,274,353,5,0
20190529T09Z,271,351,4,0
20190529T08Z,271,359,4,0
20190529T07Z,272,406,5,0
20190529T06Z,272,444,4,0
20190529T05Z,279,498,5,0
20190529T04Z,397,502,4,0
20190529T03Z,413,647,5,0
20190529T02Z,416,694,4,1
20190529T01Z,413,808,4,1
20190529T00Z,416,859,5,1
20190528T23Z,413,848,4,1
20190528T22Z,415,842,5,0
20190528T21Z,409,778,4,1
20190528T20Z,418,775,5,1
20190528T19Z,412,778,4,0
20190528T18Z,417,767,4,1
20190528T17Z,412,683,5,1
20190528T16Z,405,645,4,1
20190528T15Z,392,509,4,1
20190528T14Z,276,503,5,0
20190528T13Z,274,449,4,1
20190528T12Z,271,487,5,1
20190528T11Z,274,361,4,1
20190528T10Z,274,356,5,1
20190528T09Z,271,358,4,1
20190528T08Z,275,362,5,1
20190528T07Z,271,409,4,1
20190528T06Z,275,440,5,1
20190528T05Z,343,510,4,1
20190528T04Z,410,587,4,1
20190528T03Z,411,660,5,1
20190528T02Z,409,688,4,1
20190528T01Z,411,769,5,1
20190528T00Z,411,747,4,1
20190527T23Z,407,765,4,1
20190527T22Z,412,764,4,1
20190527T21Z,408,761,5,1
20190527T20Z,409,763,4,1
20190527T19Z,408,687,5,1
20190527T18Z,408,681,4,1
20190527T17Z,409,673,5,1
20190527T16Z,392,658,4,1
20190527T15Z,333,570,5,1
20190527T14Z,275,453,4,1
20190527T13Z,273,379,5,1
20190527T12Z,272,348,4,1
20190527T11Z,274,347,5,1
20190527T10Z,272,347,4,1
20190527T09Z,274,357,5,1
20190527T08Z,274,386,4,1
20190527T07Z,274,445,5,0
20190527T06Z,282,473,4,0
20190527T05Z,349,505,4,0
20190527T04Z,399,552,5,0
20190527T03Z,407,708,4,0
20190527T02Z,408,837,5,0
20190527T01Z,414,892,4,0
20190527T00Z,407,942,5,0
20190526T23Z,410,945,4,0
20190526T22Z,408,947,5,0
20190526T21Z,412,946,4,0
20190526T20Z,413,950,5,1
20190526T19Z,410,950,4,0
20190526T18Z,411,895,5,0
20190526T17Z,409,824,4,1
20190526T16Z,408,740,5,1
20190526T15Z,395,589,4,1
20190526T14Z,326,500,5,2
20190526T13Z,269,380,4,0
20190526T12Z,269,347,4,0
20190526T11Z,271,347,4,0
20190526T10Z,270,347,5,0
20190526T09Z,269,346,4,0
20190526T08Z,269,357,5,0
20190526T07Z,268,424,4,0
20190526T06Z,269,512,5,0
20190526T05Z,268,619,4,0
20190526T04Z,334,679,5,0
20190526T03Z,410,774,4,0
20190526T02Z,404,812,4,0
20190526T01Z,409,858,4,0
20190526T00Z,408,861,5,0
20190525T23Z,409,859,4,0
20190525T22Z,407,860,5,0
20190525T21Z,412,861,4,2
20190525T20Z,415,841,5,1
20190525T19Z,416,857,4,1
20190525T18Z,414,820,5,0
20190525T17Z,413,778,4,0
20190525T16Z,404,736,5,0
20190525T15Z,375,586,5,0
20190525T14Z,314,488,4,0
20190525T13Z,275,358,5,0
20190525T12Z,273,347,4,0
20190525T11Z,275,348,5,0
20190525T10Z,274,345,4,0
20190525T09Z,273,356,5,0
20190525T08Z,273,364,4,0
20190525T07Z,275,455,5,0
20190525T06Z,271,509,5,0
20190525T05Z,274,462,4,0
20190525T04Z,372,505,5,0
20190525T03Z,409,712,4,0
20190525T02Z,410,811,5,0
20190525T01Z,407,828,4,0
20190525T00Z,407,854,5,0
20190524T23Z,407,824,4,0
20190524T22Z,408,818,5,0
20190524T21Z,397,822,4,0
20190524T20Z,404,819,5,0
20190524T19Z,410,810,4,0
20190524T18Z,404,774,5,0
20190524T17Z,410,663,4,0
20190524T16Z,416,512,5,0
20190524T15Z,359,515,4,0
20190524T14Z,279,499,5,0
20190524T13Z,266,470,4,0
20190524T12Z,259,382,5,0
20190524T11Z,266,353,5,0
20190524T10Z,262,340,4,0
20190524T09Z,269,341,5,0
20190524T08Z,265,341,4,0
20190524T07Z,266,357,5,0
20190524T06Z,266,494,5,0
20190524T05Z,259,472,4,0
20190524T04Z,306,520,5,0
20190524T03Z,285,658,4,0
20190524T02Z,235,684,5,0
20190524T01Z,199,754,5,0
20190524T00Z,187,788,4,0
20190523T23Z,188,794,4,0
20190523T22Z,189,872,4,0
20190523T21Z,185,883,5,0
20190523T20Z,189,878,4,0
20190523T19Z,186,795,5,0
20190523T18Z,188,717,5,0
20190523T17Z,187,569,4,0
20190523T16Z,186,510,5,0
20190523T15Z,135,512,3,0
20190523T14Z,136,510,4,0
20190523T13Z,133,486,4,0
20190523T12Z,119,456,5,0
20190523T11Z,135,366,4,0
20190523T10Z,134,366,5,0
20190523T09Z,136,368,4,0
20190523T08Z,137,377,5,0
20190523T07Z,136,410,5,0
20190523T06Z,133,463,4,0
20190523T05Z,122,461,5,0
20190523T04Z,192,533,4,0
20190523T03Z,196,736,5,0
20190523T02Z,196,794,4,0
20190523T01Z,193,787,5,0
20190523T00Z,196,773,4,0
20190522T23Z,196,795,5,15
20190522T22Z,193,798,4,112
20190522T21Z,192,800,5,113
20190522T20Z,194,779,4,113
20190522T19Z,183,795,4,50
20190522T18Z,161,794,5,3
20190522T17Z,130,709,4,3
20190522T16Z,132,627,4,3
20190522T15Z,126,569,4,2
20190522T14Z,95,504,4,2
20190522T13Z,45,520,5,0
20190522T12Z,45,453,4,0
20190522T11Z,31,472,5,0
20190522T10Z,18,468,4,0
20190522T09Z,10,472,5,0
20190522T08Z,-7,450,5,0
20190522T07Z,-13,473,4,0
20190522T06Z,-12,536,5,2
20190522T05Z,-11,531,5,2
20190522T04Z,-11,668,4,2
20190522T03Z,-12,783,5,2
20190522T02Z,-13,859,4,2
20190522T01Z,-12,909,5,2
20190522T00Z,-10,975,5,2
20190521T23Z,-13,979,4,3
20190521T22Z,-9,972,5,3
20190521T21Z,-11,973,4,3
20190521T20Z,-11,967,4,3
20190521T19Z,-9,971,4,3
20190521T18Z,-9,970,5,3
20190521T17Z,-9,822,4,3
20190521T16Z,-9,720,4,3
20190521T15Z,-5,598,4,3
20190521T14Z,-4,514,4,3
20190521T13Z,-5,519,5,3
20190521T12Z,-5,517,4,2
20190521T11Z,-3,515,5,2
20190521T10Z,-6,516,5,3
20190521T09Z,-3,514,4,2
20190521T08Z,-4,515,5,2
20190521T07Z,-5,515,5,2
20190521T06Z,-5,521,4,2
20190521T05Z,-4,664,5,2
20190521T04Z,-5,683,4,2
20190521T03Z,-4,740,5,3
20190521T02Z,-4,767,5,2
20190521T01Z,-6,795,4,2
20190521T00Z,-4,796,5,2
20190520T23Z,-3,791,5,2
20190520T22Z,-4,785,4,2
20190520T21Z,-5,789,5,2
20190520T20Z,-5,790,4,2
20190520T19Z,-5,789,5,2
20190520T18Z,-3,795,4,2
20190520T17Z,-4,754,4,2
20190520T16Z,-5,699,4,2
20190520T15Z,-3,583,4,2
20190520T14Z,-5,516,5,2
20190520T13Z,-6,518,4,2
20190520T12Z,-3,521,5,2
20190520T11Z,-3,511,4,2
20190520T10Z,-4,382,5,2
20190520T09Z,-6,364,4,2
20190520T08Z,-2,380,4,2
20190520T07Z,-3,438,5,2
20190520T06Z,-5,464,4,2
20190520T05Z,-5,566,5,1
20190520T04Z,-3,751,4,1
20190520T03Z,-5,815,5,1
20190520T02Z,-3,827,4,1
20190520T01Z,-4,828,5,1
20190520T00Z,-2,937,5,1
20190519T23Z,-6,966,4,1
20190519T22Z,-4,978,5,2
20190519T21Z,-3,979,5,2
20190519T20Z,-4,975,4,3
20190519T19Z,-4,973,5,3
20190519T18Z,-5,960,4,3
20190519T17Z,-2,866,5,3
20190519T16Z,-4,724,5,3
20190519T15Z,-5,650,4,3
20190519T14Z,-3,509,5,3
20190519T13Z,-4,501,5,3
20190519T12Z,-4,363,4,3
20190519T11Z,-5,360,5,3
20190519T10Z,-3,384,4,3
20190519T09Z,-3,401,5,3
20190519T08Z,-6,409,5,3
20190519T07Z,-2,444,4,3
20190519T06Z,-4,547,5,3
20190519T05Z,-4,642,5,3
20190519T04Z,-4,749,4,2
20190519T03Z,-3,814,5,3
20190519T02Z,-5,878,4,2
20190519T01Z,-3,815,4,2
20190519T00Z,-4,915,4,3
20190518T23Z,-4,970,4,2
20190518T22Z,-2,966,4,3
20190518T21Z,-6,964,5,3
20190518T20Z,-3,963,4,4
20190518T19Z,-3,963,5,4
20190518T18Z,-6,964,5,4
20190518T17Z,-2,895,5,4
20190518T16Z,-5,748,4,4
20190518T15Z,-4,669,5,4
20190518T14Z,-2,515,5,4
20190518T13Z,-5,435,4,3
20190518T12Z,-2,362,5,2
20190518T11Z,-6,363,5,3
20190518T10Z,-3,363,4,2
20190518T09Z,-4,363,5,2
20190518T08Z,-3,387,5,3
20190518T07Z,-2,427,4,2
20190518T06Z,-6,506,5,2
20190518T05Z,-4,640,5,3
20190518T04Z,-2,722,4,2
20190518T03Z,-5,800,5,2
20190518T02Z,-2,887,5,3
20190518T01Z,-5,837,4,2
20190518T00Z,-5,868,5,2
20190517T23Z,-3,870,5,2
20190517T22Z,-4,893,4,2
