,coal,natural gas,solar
20191002T22-04,582,407,0
20191002T21-04,586,478,0
20191002T20-04,625,418,0
20191002T19-04,626,413,0
20191002T18-04,605,465,1
20191002T17-04,541,397,2
20191002T16-04,623,459,1
20191002T15-04,627,296,1
20191002T14-04,611,226,1
20191002T13-04,554,220,1
20191002T12-04,547,221,2
20191002T11-04,590,216,2
20191002T10-04,587,125,2
20191002T09-04,578,87,0
20191002T08-04,609,-6,0
20191002T07-04,596,-5,0
20191002T06-04,522,-5,0
20191002T05-04,505,-5,0
20191002T04-04,505,-5,0
20191002T03-04,523,-5,0
20191002T02-04,547,-5,0
20191002T01-04,555,2,0
20191002T00-04,570,172,0
20191001T23-04,583,226,0
20191001T22-04,591,228,0
20191001T21-04,608,224,0
20191001T20-04,536,263,0
20191001T19-04,584,283,0
20191001T18-04,630,319,1
20191001T17-04,630,325,2
20191001T16-04,629,267,2
20191001T15-04,608,263,2
20191001T14-04,583,219,1
20191001T13-04,559,233,2
20191001T12-04,568,328,2
20191001T11-04,606,328,1
20191001T10-04,606,203,2
20191001T09-04,559,90,0
20191001T08-04,571,37,0
20191001T07-04,604,-5,0
20191001T06-04,595,-6,0
20191001T05-04,595,-5,0
20191001T04-04,595,-6,0
20191001T03-04,601,-6,0
20191001T02-04,603,-4,0
20191001T01-04,603,37,0
20191001T00-04,589,165,0
20190930T23-04,608,327,0
20190930T22-04,620,275,0
20190930T21-04,609,358,0
20190930T20-04,602,369,0
20190930T19-04,557,464,0
20190930T18-04,593,464,1
20190930T17-04,613,395,1
20190930T16-04,624,405,1
20190930T15-04,613,336,2
20190930T14-04,609,245,2
20190930T13-04,597,268,0
20190930T12-04,613,228,0
20190930T11-04,571,222,0
20190930T10-04,553,223,0
20190930T09-04,535,225,0
20190930T08-04,535,173,0
20190930T07-04,544,79,0
20190930T06-04,521,-6,0
20190930T05-04,489,-6,0
20190930T04-04,499,-6,0
20190930T03-04,525,-6,0
20190930T02-04,564,-5,0
20190930T01-04,580,47,0
20190930T00-04,606,234,0
20190929T23-04,573,511,0
20190929T22-04,576,734,0
20190929T21-04,614,796,0
20190929T20-04,619,779,0
20190929T19-04,578,775,0
20190929T18-04,601,752,1
20190929T17-04,610,716,2
20190929T16-04,586,717,1
20190929T15-04,541,719,1
20190929T14-04,556,722,1
20190929T13-04,573,723,2
20190929T12-04,593,693,2
20190929T11-04,557,588,2
20190929T10-04,484,503,2
20190929T09-04,367,503,0
20190929T08-04,321,440,0
20190929T07-04,320,397,0
20190929T06-04,321,375,0
20190929T05-04,319,383,0
20190929T04-04,320,425,0
20190929T03-04,324,474,0
20190929T02-04,369,507,0
20190929T01-04,433,506,0
20190929T00-04,535,505,0
20190928T23-04,596,513,0
20190928T22-04,602,648,0
20190928T21-04,612,726,0
20190928T20-04,567,720,0
20190928T19-04,571,710,0
20190928T18-04,590,713,1
20190928T17-04,611,706,2
20190928T16-04,606,706,1
20190928T15-04,586,716,2
20190928T14-04,604,719,2
20190928T13-04,601,722,2
20190928T12-04,599,698,2
20190928T11-04,564,590,2
20190928T10-04,484,503,2
20190928T09-04,382,504,0
20190928T08-04,320,489,0
20190928T07-04,320,449,0
20190928T06-04,320,421,0
20190928T05-04,320,442,0
20190928T04-04,319,218,0
20190928T03-04,357,501,0
20190928T02-04,382,509,0
20190928T01-04,496,508,0
20190928T00-04,519,569,0
20190927T23-04,524,653,0
20190927T22-04,563,722,0
20190927T21-04,589,719,0
20190927T20-04,564,715,0
20190927T19-04,556,713,0
20190927T18-04,605,717,1
20190927T17-04,585,718,2
20190927T16-04,587,717,2
20190927T15-04,601,720,1
20190927T14-04,602,721,2
20190927T13-04,595,725,2
20190927T12-04,576,728,2
20190927T11-04,522,732,2
20190927T10-04,475,641,2
20190927T09-04,440,550,0
20190927T08-04,438,512,0
20190927T07-04,427,513,0
20190927T06-04,373,512,0
20190927T05-04,339,512,0
20190927T04-04,352,511,0
20190927T03-04,372,510,0
20190927T02-04,408,509,0
20190927T01-04,475,507,0
20190927T00-04,545,538,0
20190926T23-04,561,716,0
20190926T22-04,608,741,0
20190926T21-04,625,814,0
20190926T20-04,628,758,0
20190926T19-04,629,778,0
20190926T18-04,626,826,1
20190926T17-04,628,811,1
20190926T16-04,630,489,1
20190926T15-04,630,737,1
20190926T14-04,626,718,2
20190926T13-04,597,720,2
20190926T12-04,576,726,0
20190926T11-04,494,692,0
20190926T10-04,463,590,1
20190926T09-04,434,503,0
20190926T08-04,415,503,0
20190926T07-04,439,504,0
20190926T06-04,355,500,0
20190926T05-04,319,476,0
20190926T04-04,319,471,0
20190926T03-04,341,500,0
20190926T02-04,381,511,0
20190926T01-04,453,511,0
20190926T00-04,529,528,0
20190925T23-04,547,718,0
20190925T22-04,570,735,0
20190925T21-04,570,730,0
20190925T20-04,587,725,0
20190925T19-04,634,798,0
20190925T18-04,633,829,1
20190925T17-04,631,815,1
20190925T16-04,635,814,2
20190925T15-04,618,743,2
20190925T14-04,580,718,2
20190925T13-04,584,720,1
20190925T12-04,532,688,1
20190925T11-04,507,589,1
20190925T10-04,457,508,1
20190925T09-04,380,514,0
20190925T08-04,0,0,0
20190925T07-04,323,237,0
20190925T06-04,320,445,0
20190925T05-04,320,355,0
20190925T04-04,320,393,0
20190925T03-04,321,448,0
20190925T02-04,329,499,0
20190925T01-04,369,503,0
20190925T00-04,487,502,0
20190924T23-04,521,611,0
20190924T22-04,539,735,0
20190924T21-04,582,724,0
20190924T20-04,599,717,0
20190924T19-04,625,799,0
20190924T18-04,629,827,1
20190924T17-04,629,826,1
20190924T16-04,630,828,2
20190924T15-04,630,829,2
20190924T14-04,608,832,2
20190924T13-04,594,823,2
20190924T12-04,561,670,2
20190924T11-04,490,585,2
20190924T10-04,434,508,2
20190924T09-04,352,512,0
20190924T08-04,341,518,0
20190924T07-04,327,480,0
20190924T06-04,325,367,0
20190924T05-04,322,296,0
20190924T04-04,321,315,0
20190924T03-04,322,343,0
20190924T02-04,321,428,0
20190924T01-04,345,496,0
20190924T00-04,444,496,0
20190923T23-04,532,571,0
20190923T22-04,541,616,0
20190923T21-04,569,621,0
20190923T20-04,599,621,0
20190923T19-04,633,664,0
20190923T18-04,631,711,1
20190923T17-04,629,680,1
20190923T16-04,628,585,1
20190923T15-04,633,638,1
20190923T14-04,613,617,2
20190923T13-04,596,594,2
20190923T12-04,577,544,1
20190923T11-04,512,512,2
20190923T10-04,431,504,2
20190923T09-04,360,500,0
20190923T08-04,333,490,0
20190923T07-04,319,486,0
20190923T06-04,319,369,0
20190923T05-04,319,337,0
20190923T04-04,319,330,0
20190923T03-04,320,333,0
20190923T02-04,319,412,0
20190923T01-04,340,489,0
20190923T00-04,426,499,0
20190922T23-04,547,500,0
20190922T22-04,571,649,0
20190922T21-04,597,732,0
20190922T20-04,601,730,0
20190922T19-04,602,728,0
20190922T18-04,613,726,1
20190922T17-04,609,724,2
20190922T16-04,594,724,2
20190922T15-04,593,724,2
20190922T14-04,591,725,2
20190922T13-04,583,667,2
20190922T12-04,579,585,1
20190922T11-04,564,504,2
20190922T10-04,451,504,2
20190922T09-04,342,494,0
20190922T08-04,322,376,0
20190922T07-04,322,304,0
20190922T06-04,322,296,0
20190922T05-04,321,296,0
20190922T04-04,321,317,0
20190922T03-04,320,367,0
20190922T02-04,320,448,0
20190922T01-04,352,501,0
20190922T00-04,451,504,0
20190921T23-04,539,504,0
20190921T22-04,578,504,0
20190921T21-04,566,595,0
20190921T20-04,578,617,0
20190921T19-04,595,616,0
20190921T18-04,596,613,1
20190921T17-04,601,610,2
20190921T16-04,594,610,2
20190921T15-04,579,609,2
20190921T14-04,587,610,2
20190921T13-04,594,595,2
20190921T12-04,578,542,2
20190921T11-04,555,503,2
20190921T10-04,464,504,2
20190921T09-04,357,504,0
20190921T08-04,321,436,0
20190921T07-04,320,345,0
20190921T06-04,319,354,0
20190921T05-04,320,354,0
20190921T04-04,319,354,0
20190921T03-04,319,401,0
20190921T02-04,334,475,0
20190921T01-04,373,512,0
20190921T00-04,446,512,0
20190920T23-04,564,529,0
20190920T22-04,569,622,0
20190920T21-04,593,621,0
20190920T20-04,588,615,0
20190920T19-04,583,615,0
20190920T18-04,609,614,1
20190920T17-04,586,615,1
20190920T16-04,575,613,1
20190920T15-04,557,613,1
20190920T14-04,561,612,1
20190920T13-04,573,589,1
20190920T12-04,594,536,2
20190920T11-04,598,505,1
20190920T10-04,516,508,1
20190920T09-04,457,507,0
20190920T08-04,427,507,0
20190920T07-04,359,500,0
20190920T06-04,323,433,0
20190920T05-04,322,355,0
20190920T04-04,320,359,0
20190920T03-04,321,391,0
20190920T02-04,320,462,0
20190920T01-04,348,510,0
20190920T00-04,376,647,0
20190919T23-04,499,737,0
20190919T22-04,607,734,0
20190919T21-04,607,734,0
20190919T20-04,607,731,0
20190919T19-04,570,728,0
20190919T18-04,576,725,1
20190919T17-04,576,722,2
20190919T16-04,563,722,2
20190919T15-04,546,722,2
20190919T14-04,502,720,1
20190919T13-04,518,656,2
20190919T12-04,529,639,2
20190919T11-04,523,602,2
20190919T10-04,492,534,2
20190919T09-04,436,504,0
20190919T08-04,420,503,0
20190919T07-04,362,503,0
20190919T06-04,320,490,0
20190919T05-04,319,469,0
20190919T04-04,320,481,0
20190919T03-04,359,501,0
20190919T02-04,379,504,0
20190919T01-04,431,510,0
20190919T00-04,428,676,0
20190918T23-04,504,732,0
20190918T22-04,541,731,0
20190918T21-04,561,732,0
20190918T20-04,558,730,0
20190918T19-04,570,759,0
20190918T18-04,597,781,0
20190918T17-04,587,778,1
20190918T16-04,606,792,1
20190918T15-04,611,730,1
20190918T14-04,592,714,2
20190918T13-04,584,718,2
20190918T12-04,559,697,2
20190918T11-04,542,601,2
20190918T10-04,449,604,1
20190918T09-04,419,511,0
20190918T08-04,404,511,0
20190918T07-04,396,509,0
20190918T06-04,344,503,0
20190918T05-04,320,480,0
20190918T04-04,319,488,0
20190918T03-04,345,508,0
20190918T02-04,382,506,0
20190918T01-04,452,503,0
20190918T00-04,539,501,0
20190917T23-04,519,363,0
20190917T22-04,499,724,0
20190917T21-04,518,721,0
20190917T20-04,623,737,0
20190917T19-04,630,759,0
20190917T18-04,634,753,1
20190917T17-04,631,756,2
20190917T16-04,627,813,2
20190917T15-04,631,528,2
20190917T14-04,607,738,2
20190917T13-04,540,708,2
20190917T12-04,493,712,2
20190917T11-04,476,717,2
20190917T10-04,444,700,2
20190917T09-04,406,591,0
20190917T08-04,411,510,0
20190917T07-04,413,507,0
20190917T06-04,330,507,0
20190917T05-04,320,502,0
20190917T04-04,322,501,0
20190917T03-04,346,501,0
20190917T02-04,404,501,0
20190917T01-04,477,501,0
20190917T00-04,557,499,0
20190916T23-04,574,638,0
20190916T22-04,613,736,0
20190916T21-04,629,774,0
20190916T20-04,632,839,0
20190916T19-04,632,942,0
20190916T18-04,630,955,1
20190916T17-04,632,906,2
20190916T16-04,630,926,2
20190916T15-04,630,884,2
20190916T14-04,631,794,1
20190916T13-04,610,728,2
20190916T12-04,596,713,2
20190916T11-04,553,716,2
20190916T10-04,524,712,2
20190916T09-04,494,598,0
20190916T08-04,502,506,0
20190916T07-04,445,506,0
20190916T06-04,383,506,0
20190916T05-04,370,506,0
20190916T04-04,370,501,0
20190916T03-04,378,502,0
20190916T02-04,415,502,0
20190916T01-04,458,502,0
20190916T00-04,545,502,0
20190915T23-04,520,654,0
20190915T22-04,595,733,0
20190915T21-04,590,732,0
20190915T20-04,565,731,0
20190915T19-04,565,484,0
20190915T18-04,591,784,0
20190915T17-04,592,783,0
20190915T16-04,597,788,2
20190915T15-04,611,767,1
20190915T14-04,581,820,1
20190915T13-04,613,484,1
20190915T12-04,613,741,1
20190915T11-04,606,623,1
20190915T10-04,599,583,1
20190915T09-04,531,501,0
20190915T08-04,439,502,0
20190915T07-04,378,501,0
20190915T06-04,370,502,0
20190915T05-04,370,501,0
20190915T04-04,379,501,0
20190915T03-04,406,502,0
20190915T02-04,448,501,0
20190915T01-04,451,600,0
20190915T00-04,488,719,0
20190914T23-04,591,727,0
20190914T22-04,584,727,0
20190914T21-04,618,726,0
20190914T20-04,600,726,0
20190914T19-04,550,821,0
20190914T18-04,596,811,0
20190914T17-04,611,766,1
20190914T16-04,602,766,2
20190914T15-04,551,367,1
20190914T14-04,601,647,1
20190914T13-04,610,769,1
20190914T12-04,610,761,1
20190914T11-04,602,637,1
20190914T10-04,591,546,2
20190914T09-04,510,500,0
20190914T08-04,446,495,0
20190914T07-04,373,502,0
20190914T06-04,338,510,0
20190914T05-04,333,508,0
20190914T04-04,365,505,0
20190914T03-04,376,505,0
20190914T02-04,419,505,0
20190914T01-04,489,504,0
20190914T00-04,511,635,0
20190913T23-04,534,735,0
20190913T22-04,605,731,0
20190913T21-04,602,730,0
20190913T20-04,525,726,0
20190913T19-04,571,723,0
20190913T18-04,596,721,0
20190913T17-04,615,754,0
20190913T16-04,622,738,2
20190913T15-04,604,731,1
20190913T14-04,600,733,0
20190913T13-04,591,719,2
20190913T12-04,608,733,1
20190913T11-04,589,721,1
20190913T10-04,519,645,2
20190913T09-04,476,585,0
20190913T08-04,492,503,0
20190913T07-04,463,502,0
20190913T06-04,369,504,0
20190913T05-04,319,502,0
20190913T04-04,318,503,0
20190913T03-04,364,504,0
20190913T02-04,434,503,0
20190913T01-04,506,503,0
20190913T00-04,536,659,0
20190912T23-04,566,771,0
20190912T22-04,571,502,0
20190912T21-04,583,833,0
20190912T20-04,569,829,0
20190912T19-04,589,827,0
20190912T18-04,587,849,1
20190912T17-04,600,868,2
20190912T16-04,609,814,2
20190912T15-04,605,812,2
20190912T14-04,604,734,2
20190912T13-04,593,714,2
20190912T12-04,600,749,1
20190912T11-04,560,721,1
20190912T10-04,509,370,2
20190912T09-04,446,584,0
20190912T08-04,447,508,0
20190912T07-04,426,508,0
20190912T06-04,381,508,0
20190912T05-04,320,485,0
20190912T04-04,321,479,0
20190912T03-04,329,506,0
20190912T02-04,374,506,0
20190912T01-04,454,506,0
20190912T00-04,428,617,0
20190911T23-04,523,733,0
20190911T22-04,574,818,0
20190911T21-04,578,887,0
20190911T20-04,582,574,0
20190911T19-04,617,981,0
20190911T18-04,601,977,1
20190911T17-04,573,964,2
20190911T16-04,604,917,1
20190911T15-04,557,711,2
20190911T14-04,431,711,2
20190911T13-04,385,714,2
20190911T12-04,274,688,1
20190911T11-04,58,662,1
20190911T10-04,0,640,2
20190911T09-04,1,586,0
20190911T08-04,0,508,0
20190911T07-04,0,508,0
20190911T06-04,0,508,0
20190911T05-04,0,507,0
20190911T04-04,0,508,0
20190911T03-04,0,508,0
20190911T02-04,0,508,0
20190911T01-04,0,507,0
20190911T00-04,0,660,0
20190910T23-04,50,735,0
20190910T22-04,271,807,0
20190910T21-04,321,833,0
20190910T20-04,413,826,0
20190910T19-04,550,818,0
20190910T18-04,609,814,1
20190910T17-04,623,812,2
20190910T16-04,624,813,2
20190910T15-04,625,815,2
20190910T14-04,608,815,1
20190910T13-04,601,753,2
20190910T12-04,597,720,2
20190910T11-04,586,725,2
20190910T10-04,500,697,2
20190910T09-04,456,591,0
20190910T08-04,454,510,0
20190910T07-04,432,510,0
20190910T06-04,393,508,0
20190910T05-04,344,507,0
20190910T04-04,363,507,0
20190910T03-04,402,507,0
20190910T02-04,424,507,0
20190910T01-04,429,491,0
20190910T00-04,418,458,0
20190909T23-04,460,627,0
20190909T22-04,503,802,0
20190909T21-04,561,838,0
20190909T20-04,569,441,0
20190909T19-04,605,448,0
20190909T18-04,610,842,1
20190909T17-04,610,844,1
20190909T16-04,610,828,2
20190909T15-04,611,759,1
20190909T14-04,585,473,1
20190909T13-04,460,820,2
20190909T12-04,269,783,2
20190909T11-04,94,763,1
20190909T10-04,0,705,1
20190909T09-04,0,600,0
20190909T08-04,0,510,0
20190909T07-04,0,511,0
20190909T06-04,0,508,0
20190909T05-04,0,490,0
20190909T04-04,0,506,0
20190909T03-04,0,506,0
20190909T02-04,0,505,0
20190909T01-04,0,503,0
20190909T00-04,0,637,0
20190908T23-04,0,764,0
20190908T22-04,0,877,0
20190908T21-04,0,916,0
20190908T20-04,0,822,0
20190908T19-04,0,892,0
20190908T18-04,0,812,1
20190908T17-04,0,825,1
20190908T16-04,0,986,1
20190908T15-04,0,945,2
20190908T14-04,0,930,2
20190908T13-04,0,931,1
20190908T12-04,0,867,2
20190908T11-04,0,692,2
20190908T10-04,0,563,2
20190908T09-04,0,403,1
20190908T08-04,0,308,0
20190908T07-04,0,309,0
20190908T06-04,0,299,0
20190908T05-04,0,303,0
20190908T04-04,0,349,0
20190908T03-04,0,196,0
20190908T02-04,0,495,0
20190908T01-04,0,501,0
20190908T00-04,0,622,0
20190907T23-04,0,397,0
20190907T22-04,0,596,0
20190907T21-04,0,699,0
20190907T20-04,0,743,0
20190907T19-04,0,803,0
20190907T18-04,0,869,1
20190907T17-04,0,868,2
20190907T16-04,0,838,2
20190907T15-04,0,754,2
20190907T14-04,0,646,2
20190907T13-04,0,588,2
20190907T12-04,0,505,2
20190907T11-04,1,491,2
20190907T10-04,0,407,2
20190907T09-04,0,330,0
20190907T08-04,0,264,0
20190907T07-04,0,284,0
20190907T06-04,0,264,0
20190907T05-04,0,263,0
20190907T04-04,0,250,0
20190907T03-04,0,212,0
20190907T02-04,0,223,0
20190907T01-04,0,227,0
20190907T00-04,0,223,0
20190906T23-04,0,222,0
20190906T22-04,0,316,0
20190906T21-04,0,460,0
20190906T20-04,0,609,0
20190906T19-04,0,627,0
20190906T18-04,0,624,1
20190906T17-04,0,621,2
20190906T16-04,0,620,2
20190906T15-04,0,620,2
20190906T14-04,0,625,1
20190906T13-04,0,553,1
20190906T12-04,0,517,1
20190906T11-04,0,284,1
20190906T10-04,0,221,1
20190906T09-04,0,224,0
20190906T08-04,0,225,0
20190906T07-04,0,225,0
20190906T06-04,0,224,0
20190906T05-04,0,224,0
20190906T04-04,0,224,0
20190906T03-04,0,224,0
20190906T02-04,0,223,0
20190906T01-04,0,223,0
20190906T00-04,0,383,0
20190905T23-04,0,489,0
20190905T22-04,0,476,0
20190905T21-04,0,439,0
20190905T20-04,0,567,0
20190905T19-04,0,577,0
20190905T18-04,0,573,1
20190905T17-04,0,572,2
20190905T16-04,0,595,2
20190905T15-04,0,560,2
20190905T14-04,0,612,1
20190905T13-04,0,523,0
20190905T12-04,0,445,0
20190905T11-04,0,349,2
20190905T10-04,0,236,1
20190905T09-04,0,223,0
20190905T08-04,0,254,0
20190905T07-04,0,327,0
20190905T06-04,0,326,0
20190905T05-04,0,325,0
20190905T04-04,0,288,0
20190905T03-04,0,215,0
20190905T02-04,0,213,0
20190905T01-04,0,213,0
20190905T00-04,0,305,0
20190904T23-04,0,402,0
20190904T22-04,0,411,0
20190904T21-04,0,404,0
20190904T20-04,0,401,0
20190904T19-04,0,399,0
20190904T18-04,0,397,1
20190904T17-04,0,396,2
20190904T16-04,0,389,2
20190904T15-04,0,380,2
20190904T14-04,0,344,1
20190904T13-04,0,328,1
20190904T12-04,0,329,1
20190904T11-04,0,330,1
20190904T10-04,0,331,0
20190904T09-04,0,332,0
20190904T08-04,0,333,0
20190904T07-04,0,334,0
20190904T06-04,0,335,0
20190904T05-04,0,332,0
20190904T04-04,0,334,0
20190904T03-04,0,331,0
20190904T02-04,0,312,0
20190904T01-04,0,280,0
20190904T00-04,0,331,0
20190903T23-04,0,279,0
20190903T22-04,0,418,0
20190903T21-04,0,478,0
20190903T20-04,0,475,0
20190903T19-04,0,472,1
20190903T18-04,0,453,2
20190903T17-04,0,421,1
20190903T16-04,0,407,1
20190903T15-04,0,530,2
20190903T14-04,0,606,1
20190903T13-04,0,723,2
20190903T12-04,0,822,1
20190903T11-04,0,824,1
20190903T10-04,1,799,2
20190903T09-04,0,739,1
20190903T08-04,0,724,0
20190903T07-04,0,725,0
20190903T06-04,0,724,0
20190903T05-04,0,724,0
20190903T04-04,0,724,0
20190903T03-04,0,724,0
20190903T02-04,0,723,0
20190903T01-04,0,722,0
20190903T00-04,0,784,0
20190902T23-04,0,827,0
20190902T22-04,0,793,0
20190902T21-04,0,336,0
20190902T20-04,0,763,0
20190902T19-04,0,822,0
20190902T18-04,0,835,1
20190902T17-04,0,874,1
20190902T16-04,0,808,1
20190902T15-04,0,831,1
20190902T14-04,0,854,1
20190902T13-04,0,794,2
20190902T12-04,0,763,1
20190902T11-04,0,728,1
20190902T10-04,0,723,1
20190902T09-04,0,715,1
20190902T08-04,0,724,0
20190902T07-04,0,724,0
20190902T06-04,0,725,0
20190902T05-04,0,724,0
20190902T04-04,0,716,0
20190902T03-04,0,669,0
20190902T02-04,0,626,0
20190902T01-04,0,648,0
20190902T00-04,0,763,0
20190901T23-04,85,883,0
20190901T22-04,296,900,0
20190901T21-04,365,940,0
20190901T20-04,456,873,0
20190901T19-04,517,777,0
20190901T18-04,588,724,0
20190901T17-04,569,732,0
20190901T16-04,556,716,1
20190901T15-04,543,705,2
20190901T14-04,533,727,2
20190901T13-04,546,761,1
20190901T12-04,565,765,1
20190901T11-04,604,696,2
20190901T10-04,563,608,2
20190901T09-04,471,539,1
20190901T08-04,350,492,0
20190901T07-04,345,450,0
20190901T06-04,326,488,0
20190901T05-04,321,491,0
20190901T04-04,344,494,0
20190901T03-04,373,496,0
20190901T02-04,391,502,0
20190901T01-04,471,503,0
20190901T00-04,471,679,0
20190831T23-04,536,758,0
20190831T22-04,543,779,0
20190831T21-04,591,774,0
20190831T20-04,546,496,0
20190831T19-04,549,507,0
20190831T18-04,573,826,0
20190831T17-04,574,502,1
20190831T16-04,589,813,2
20190831T15-04,565,817,2
20190831T14-04,564,818,2
20190831T13-04,589,814,2
20190831T12-04,606,762,1
20190831T11-04,593,677,1
20190831T10-04,538,611,2
20190831T09-04,467,539,1
20190831T08-04,402,490,0
20190831T07-04,395,442,0
20190831T06-04,394,407,0
20190831T05-04,395,398,0
20190831T04-04,394,427,0
20190831T03-04,386,495,0
20190831T02-04,419,505,0
20190831T01-04,474,510,0
20190831T00-04,462,646,0
20190830T23-04,504,730,0
20190830T22-04,560,730,0
20190830T21-04,567,730,0
20190830T20-04,531,728,0
20190830T19-04,510,724,0
20190830T18-04,495,721,0
20190830T17-04,465,716,1
20190830T16-04,483,724,1
20190830T15-04,505,768,1
20190830T14-04,510,795,2
20190830T13-04,562,816,1
20190830T12-04,607,777,1
20190830T11-04,598,657,2
20190830T10-04,545,586,2
20190830T09-04,519,499,0
20190830T08-04,519,503,0
20190830T07-04,538,502,0
20190830T06-04,427,502,0
20190830T05-04,372,502,0
20190830T04-04,381,500,0
20190830T03-04,405,500,0
20190830T02-04,428,501,0
20190830T01-04,501,500,0
20190830T00-04,508,652,0
20190829T23-04,543,727,0
20190829T22-04,563,797,0
20190829T21-04,618,774,0
20190829T20-04,628,721,0
20190829T19-04,631,745,1
20190829T18-04,629,739,1
20190829T17-04,629,847,1
20190829T16-04,630,839,1
20190829T15-04,629,879,1
20190829T14-04,629,748,2
20190829T13-04,631,711,2
20190829T12-04,630,711,1
20190829T11-04,630,711,2
20190829T10-04,631,677,2
20190829T09-04,631,580,1
20190829T08-04,624,502,0
20190829T07-04,545,503,0
20190829T06-04,428,503,0
20190829T05-04,382,503,0
20190829T04-04,402,502,0
20190829T03-04,448,502,0
20190829T02-04,437,502,0
20190829T01-04,515,500,0
20190829T00-04,546,607,0
20190828T23-04,516,728,0
20190828T22-04,564,727,0
20190828T21-04,589,724,0
20190828T20-04,582,739,0
20190828T19-04,625,810,0
20190828T18-04,629,824,1
20190828T17-04,629,827,1
20190828T16-04,632,832,1
20190828T15-04,630,747,1
20190828T14-04,632,734,0
20190828T13-04,630,721,1
20190828T12-04,630,704,2
20190828T11-04,631,662,1
20190828T10-04,630,617,1
20190828T09-04,619,534,1
20190828T08-04,574,506,0
20190828T07-04,512,504,0
20190828T06-04,379,504,0
20190828T05-04,320,503,0
20190828T04-04,321,502,0
20190828T03-04,361,499,0
20190828T02-04,434,501,0
20190828T01-04,431,501,0
20190828T00-04,482,605,0
20190827T23-04,506,732,0
20190827T22-04,611,731,0
20190827T21-04,610,727,0
20190827T20-04,557,720,0
20190827T19-04,480,720,0
20190827T18-04,402,725,0
