,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191218T00-08,14.0,11127.0,1139.0,90.0,,-22.0,,1056.0
20191217T23-08,14.0,11839.0,1140.0,91.0,,-21.0,,1131.0
20191217T22-08,13.0,12689.0,1140.0,90.0,,-22.0,,1306.0
20191217T21-08,11.0,13413.0,1140.0,91.0,,-21.0,,1352.0
20191217T20-08,10.0,13865.0,1139.0,90.0,,-21.0,,1290.0
20191217T19-08,13.0,13791.0,1139.0,91.0,,-21.0,,1191.0
20191217T18-08,12.0,13612.0,1140.0,91.0,,-20.0,,1344.0
20191217T17-08,13.0,14387.0,1140.0,91.0,,-22.0,,1239.0
20191217T16-08,12.0,12527.0,1139.0,91.0,,509.0,,933.0
20191217T15-08,12.0,11098.0,1140.0,91.0,,2344.0,,1113.0
20191217T14-08,13.0,9929.0,1122.0,91.0,,4322.0,,1311.0
20191217T13-08,12.0,9159.0,1106.0,91.0,,5871.0,,1215.0
20191217T12-08,14.0,9299.0,1105.0,91.0,,6121.0,,1011.0
20191217T11-08,15.0,9516.0,1107.0,90.0,,6620.0,,772.0
20191217T10-08,15.0,9910.0,1106.0,90.0,,6194.0,,828.0
20191217T09-08,15.0,9966.0,1106.0,91.0,,5293.0,,548.0
20191217T08-08,16.0,11914.0,1106.0,90.0,,2896.0,,713.0
20191217T07-08,15.0,12826.0,1106.0,91.0,,347.0,,767.0
20191217T06-08,15.0,11682.0,1107.0,90.0,,-26.0,,883.0
20191217T05-08,16.0,10474.0,1105.0,90.0,,-25.0,,785.0
20191217T04-08,16.0,10176.0,1106.0,90.0,,-25.0,,724.0
20191217T03-08,16.0,10078.0,1104.0,90.0,,-24.0,,770.0
20191217T02-08,16.0,10065.0,1105.0,90.0,,-22.0,,955.0
20191217T01-08,15.0,10420.0,1103.0,90.0,,-23.0,,823.0
20191217T00-08,16.0,10792.0,1103.0,90.0,,-23.0,,625.0
20191216T23-08,16.0,11799.0,1105.0,90.0,,-22.0,,640.0
20191216T22-08,14.0,12884.0,1105.0,91.0,,-8.0,,656.0
20191216T21-08,15.0,13601.0,1104.0,91.0,,-7.0,,767.0
20191216T20-08,15.0,14355.0,1106.0,91.0,,-7.0,,711.0
20191216T19-08,14.0,14250.0,1102.0,91.0,,-7.0,,784.0
20191216T18-08,14.0,14358.0,1102.0,91.0,,-7.0,,748.0
20191216T17-08,14.0,14047.0,1104.0,91.0,,-8.0,,753.0
20191216T16-08,14.0,10954.0,1104.0,91.0,,786.0,,793.0
20191216T15-08,13.0,9071.0,1103.0,90.0,,5118.0,,1043.0
20191216T14-08,15.0,8064.0,1104.0,91.0,,7846.0,,1079.0
20191216T13-08,13.0,7865.0,1104.0,91.0,,7783.0,,1135.0
20191216T12-08,16.0,7977.0,1105.0,51.0,,7483.0,,1155.0
20191216T11-08,15.0,7736.0,1106.0,51.0,,7910.0,,898.0
20191216T10-08,16.0,7968.0,1103.0,90.0,,7959.0,,849.0
20191216T09-08,15.0,8916.0,1103.0,51.0,,6869.0,,556.0
20191216T08-08,15.0,10675.0,1104.0,90.0,,4208.0,,424.0
20191216T07-08,15.0,12007.0,1104.0,90.0,,328.0,,336.0
20191216T06-08,13.0,10725.0,1105.0,90.0,,-13.0,,386.0
20191216T05-08,14.0,9588.0,1106.0,90.0,,-12.0,,336.0
20191216T04-08,13.0,9072.0,1104.0,91.0,,-11.0,,291.0
20191216T03-08,13.0,8720.0,1104.0,90.0,,-10.0,,256.0
20191216T02-08,13.0,8789.0,1103.0,91.0,,-9.0,,259.0
20191216T01-08,14.0,9005.0,1103.0,90.0,,-9.0,,258.0
20191216T00-08,15.0,9421.0,1105.0,89.0,,-9.0,,407.0
20191215T23-08,15.0,9652.0,1106.0,90.0,,-9.0,,832.0
20191215T22-08,14.0,9931.0,1103.0,90.0,,-9.0,,1095.0
20191215T21-08,14.0,10539.0,1103.0,90.0,,-8.0,,1022.0
20191215T20-08,13.0,10595.0,1103.0,90.0,,-8.0,,1485.0
20191215T19-08,15.0,10328.0,1102.0,90.0,,-7.0,,1823.0
20191215T18-08,15.0,9878.0,1103.0,90.0,,-7.0,,2410.0
20191215T17-08,12.0,9722.0,1102.0,90.0,,-7.0,,2727.0
20191215T16-08,14.0,7702.0,1102.0,90.0,,1140.0,,2657.0
20191215T15-08,14.0,5457.0,1102.0,91.0,,5961.0,,2266.0
20191215T14-08,14.0,5861.0,1102.0,90.0,,6648.0,,2321.0
20191215T13-08,14.0,5568.0,1103.0,89.0,,7046.0,,2300.0
20191215T12-08,15.0,5079.0,1104.0,90.0,,7154.0,,2509.0
20191215T11-08,15.0,5268.0,1138.0,90.0,,7215.0,,2640.0
20191215T10-08,18.0,4748.0,1137.0,90.0,,7337.0,,2575.0
20191215T09-08,17.0,4625.0,1138.0,91.0,,6542.0,,2740.0
20191215T08-08,16.0,5735.0,1137.0,90.0,,3828.0,,2622.0
20191215T07-08,18.0,7132.0,1137.0,91.0,,307.0,,2697.0
20191215T06-08,18.0,7303.0,1138.0,91.0,,-26.0,,2581.0
20191215T05-08,18.0,7226.0,1137.0,90.0,,-25.0,,2483.0
20191215T04-08,19.0,7069.0,1137.0,91.0,,-24.0,,2522.0
20191215T03-08,17.0,7099.0,1137.0,91.0,,-23.0,,2748.0
20191215T02-08,16.0,6944.0,1137.0,91.0,,-22.0,,3073.0
20191215T01-08,17.0,7162.0,1136.0,90.0,,-22.0,,3403.0
20191215T00-08,17.0,7644.0,1136.0,91.0,,-22.0,,3548.0
20191214T23-08,18.0,7291.0,1136.0,90.0,,-22.0,,4128.0
20191214T22-08,17.0,8736.0,1135.0,90.0,,-22.0,,3820.0
20191214T21-08,17.0,9222.0,1137.0,90.0,,-22.0,,3315.0
20191214T20-08,15.0,9118.0,1136.0,90.0,,-21.0,,3070.0
