,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191109T14Z,5106,13164,6010.0,-1.0,66,156.0,1969,0.0
20191109T13Z,5281,13322,6007.0,-1.0,67,22.0,1767,0.0
20191109T12Z,5013,13127,6010.0,-1.0,68,0.0,1065,0.0
20191109T11Z,5124,12691,6010.0,-1.0,67,0.0,522,0.0
20191109T10Z,5184,12266,6004.0,-1.0,67,0.0,238,0.0
20191109T09Z,4995,12030,6006.0,0.0,68,0.0,384,0.0
20191109T08Z,4998,12030,6005.0,0.0,67,0.0,362,0.0
20191109T07Z,5135,12134,6001.0,0.0,66,0.0,335,0.0
20191109T06Z,4980,12670,6001.0,-1.0,66,0.0,87,0.0
20191109T05Z,5037,12845,5995.0,-1.0,64,0.0,142,0.0
20191109T04Z,3748,12872,5993.0,-1.0,64,0.0,933,0.0
20191109T03Z,3948,12791,5988.0,-2.0,65,0.0,1785,0.0
20191109T02Z,3957,12613,5988.0,0.0,64,-1.0,2508,0.0
20191109T01Z,5575,12727,5979.0,0.0,66,0.0,2635,0.0
20191109T00Z,5663,12670,5978.0,0.0,63,0.0,2733,0.0
20191108T23Z,5572,12588,5974.0,0.0,66,3.0,1520,0.0
20191108T22Z,5440,12430,5973.0,0.0,68,25.0,710,0.0
20191108T21Z,5654,12214,5962.0,-2.0,68,56.0,418,0.0
20191108T20Z,5825,12089,5966.0,-1.0,68,85.0,398,0.0
20191108T19Z,5761,12195,5965.0,-1.0,70,140.0,296,0.0
20191108T18Z,5355,11977,5964.0,0.0,70,163.0,438,0.0
20191108T17Z,5420,12116,5966.0,0.0,68,142.0,493,0.0
20191108T16Z,5455,12255,5964.0,0.0,68,131.0,819,0.0
20191108T15Z,5347,12198,5965.0,-1.0,67,87.0,1379,0.0
20191108T14Z,5546,12275,5957.0,0.0,70,42.0,1602,0.0
20191108T13Z,5605,12223,5961.0,-1.0,69,5.0,1400,0.0
20191108T12Z,4762,11070,5960.0,-1.0,69,0.0,1279,0.0
20191108T11Z,4705,9788,5957.0,-1.0,68,0.0,541,0.0
20191108T10Z,4732,9327,5954.0,0.0,70,-1.0,378,0.0
20191108T09Z,4651,9285,5949.0,0.0,68,0.0,338,0.0
20191108T08Z,4648,9538,5941.0,-1.0,69,0.0,349,0.0
20191108T07Z,4667,9553,5931.0,0.0,66,0.0,611,0.0
20191108T06Z,4735,9470,5935.0,0.0,67,-1.0,871,0.0
20191108T05Z,4867,10158,5918.0,-1.0,67,-1.0,1028,0.0
20191108T04Z,5212,10691,5915.0,0.0,69,0.0,1419,0.0
20191108T03Z,4685,11257,5912.0,-2.0,70,0.0,1979,0.0
20191108T02Z,4775,11906,5914.0,-2.0,69,0.0,2342,0.0
20191108T01Z,4966,12271,5915.0,-2.0,65,0.0,2830,0.0
20191108T00Z,5883,12379,5910.0,0.0,66,0.0,2751,0.0
20191107T23Z,5947,12154,5905.0,0.0,65,17.0,66081,0.0
20191107T22Z,5819,11829,5910.0,0.0,64,38.0,859,0.0
20191107T21Z,5868,11908,5908.0,0.0,64,87.0,323,0.0
20191107T20Z,5859,11860,5911.0,0.0,64,131.0,289,0.0
20191107T19Z,5862,11889,5918.0,-2.0,66,155.0,252,0.0
20191107T18Z,5739,11740,5919.0,-2.0,63,148.0,224,0.0
20191107T17Z,5586,11650,5925.0,7.0,65,153.0,294,0.0
20191107T16Z,5171,11529,5938.0,47.0,68,138.0,640,0.0
20191107T15Z,4945,11403,5935.0,8.0,67,97.0,1135,0.0
20191107T14Z,4863,11223,5948.0,0.0,67,45.0,1247,0.0
20191107T13Z,4832,11376,5947.0,0.0,68,5.0,1353,0.0
20191107T12Z,4893,11040,5949.0,0.0,69,0.0,667,0.0
20191107T11Z,4586,9861,5946.0,0.0,67,0.0,101,0.0
20191107T10Z,4428,9196,5951.0,-1.0,66,0.0,227,0.0
20191107T09Z,4375,9072,5952.0,0.0,70,-1.0,313,0.0
20191107T08Z,4344,9120,5945.0,-2.0,65,0.0,399,0.0
20191107T07Z,4426,9237,5946.0,-1.0,66,0.0,407,0.0
20191107T06Z,4533,9147,5942.0,-1.0,66,0.0,466,0.0
20191107T05Z,4850,9694,5947.0,0.0,67,0.0,487,0.0
20191107T04Z,5276,10434,5943.0,-1.0,63,0.0,659,0.0
20191107T03Z,5350,10709,5934.0,-2.0,65,0.0,1771,0.0
20191107T02Z,5188,11219,5940.0,-1.0,66,0.0,2379,0.0
20191107T01Z,5416,11537,5934.0,0.0,65,0.0,2462,0.0
20191107T00Z,5602,11559,5929.0,-1.0,64,0.0,2376,0.0
20191106T23Z,5457,11333,5928.0,0.0,64,12.0,1584,0.0
20191106T22Z,5570,11453,5923.0,0.0,63,110.0,703,0.0
20191106T21Z,5316,11335,5927.0,-1.0,64,213.0,462,0.0
20191106T20Z,5345,11351,5921.0,0.0,66,254.0,336,0.0
20191106T19Z,5229,11146,5931.0,24.0,67,314.0,354,0.0
20191106T18Z,5213,10812,5931.0,10.0,68,345.0,463,0.0
20191106T17Z,5061,10640,5943.0,-2.0,72,347.0,732,0.0
20191106T16Z,5086,10487,5945.0,1.0,64,303.0,1277,0.0
20191106T15Z,5156,10365,5954.0,0.0,66,243.0,1496,0.0
20191106T14Z,5234,10562,5961.0,-2.0,65,139.0,1714,0.0
20191106T13Z,5268,11340,5960.0,-1.0,62,19.0,1842,0.0
20191106T12Z,5423,10777,5957.0,0.0,63,0.0,1275,0.0
20191106T11Z,4877,9950,5947.0,-1.0,63,-1.0,472,0.0
20191106T10Z,4579,9340,5951.0,0.0,63,-1.0,560,0.0
20191106T09Z,4439,9050,5950.0,-1.0,63,0.0,603,0.0
20191106T08Z,4249,8807,5950.0,0.0,63,0.0,922,0.0
20191106T07Z,4226,8928,5938.0,-1.0,62,0.0,952,0.0
20191106T06Z,4316,10369,5940.0,-1.0,254,0.0,972,0.0
20191106T05Z,4619,11141,5933.0,0.0,254,0.0,969,0.0
20191106T04Z,4979,12193,5925.0,-1.0,256,-2.0,1047,0.0
20191106T03Z,5118,12927,5926.0,-2.0,257,0.0,1516,0.0
20191106T02Z,4998,13887,5927.0,0.0,261,0.0,2117,0.0
20191106T01Z,5082,14399,5915.0,0.0,259,0.0,2500,0.0
20191106T00Z,5315,14479,5913.0,0.0,261,-1.0,2228,0.0
20191105T23Z,5035,13856,5906.0,0.0,259,41.0,1581,0.0
20191105T22Z,5034,13675,5894.0,0.0,261,296.0,869,0.0
20191105T21Z,5344,13527,5898.0,0.0,251,558.0,593,0.0
20191105T20Z,5493,13543,5901.0,-1.0,245,671.0,345,0.0
