,coal,natural gas,nuclear,petroleum,other,solar
20190621T06Z,533,1306,65,0.0,20,0
20190621T05Z,669,1343,66,0.0,18,0
20190621T04Z,890,1318,66,0.0,19,0
20190621T03Z,1069,1396,66,0.0,17,0
20190621T02Z,1101,1720,67,0.0,18,0
20190621T01Z,1113,1835,64,0.0,20,0
20190621T00Z,1121,1947,67,0.0,20,2
20190620T23Z,1116,2130,66,0.0,19,12
20190620T22Z,1120,2213,67,0.0,20,16
20190620T21Z,1121,2217,65,0.0,17,21
20190620T20Z,1120,2181,66,0.0,19,21
20190620T19Z,1123,2082,66,0.0,17,23
20190620T18Z,1117,1883,67,5.0,18,19
20190620T17Z,1091,1782,65,0.0,19,19
20190620T16Z,945,1737,65,0.0,19,24
20190620T15Z,908,1524,66,0.0,19,20
20190620T14Z,885,1332,68,0.0,18,16
20190620T13Z,768,1230,65,0.0,18,14
20190620T12Z,926,1102,66,0.0,19,2
20190620T11Z,334,1105,66,0.0,17,0
20190620T10Z,444,1079,67,0.0,19,0
20190620T09Z,389,1043,65,0.0,17,0
20190620T08Z,391,1031,66,0.0,19,0
20190620T07Z,391,1063,65,0.0,19,0
20190620T06Z,391,1128,67,0.0,19,0
20190620T05Z,469,1146,65,0.0,18,0
20190620T04Z,710,1044,68,0.0,19,0
20190620T03Z,987,960,67,0.0,17,0
20190620T02Z,1103,1124,65,0.0,18,0
20190620T01Z,1101,1193,66,0.0,18,0
20190620T00Z,1099,1280,66,0.0,19,1
20190619T23Z,1101,1367,68,0.0,20,1
20190619T22Z,1103,1662,65,0.0,19,2
20190619T21Z,1102,1672,65,0.0,18,6
20190619T20Z,1098,1748,67,0.0,20,12
20190619T19Z,1102,1874,67,0.0,18,12
20190619T18Z,1101,1759,67,0.0,17,18
20190619T17Z,1100,1568,66,0.0,18,22
20190619T16Z,1463,1335,65,0.0,19,21
20190619T15Z,921,1146,66,0.0,19,13
20190619T14Z,810,1116,67,0.0,22,19
20190619T13Z,755,1197,66,0.0,18,7
20190619T12Z,549,1273,65,0.0,17,2
20190619T11Z,462,1239,67,0.0,17,0
20190619T10Z,394,1193,67,0.0,18,0
20190619T09Z,388,1122,68,0.0,16,0
20190619T08Z,387,1122,64,0.0,18,0
20190619T07Z,387,1155,66,0.0,17,0
20190619T06Z,482,1139,67,0.0,18,0
20190619T05Z,700,1027,67,0.0,17,0
20190619T04Z,904,1017,65,0.0,19,0
20190619T03Z,1063,1064,66,0.0,16,0
20190619T02Z,1100,1330,66,0.0,17,0
20190619T01Z,1104,1402,65,0.0,18,0
20190619T00Z,1100,1468,65,0.0,18,3
20190618T23Z,1104,1576,67,0.0,19,6
20190618T22Z,1104,1627,66,0.0,19,14
20190618T21Z,1098,1612,66,0.0,17,14
20190618T20Z,1104,1565,65,0.0,19,13
20190618T19Z,1104,1523,67,0.0,19,6
20190618T18Z,1104,1564,66,0.0,16,10
20190618T17Z,1100,1551,66,0.0,18,12
20190618T16Z,1087,1458,64,0.0,19,18
20190618T15Z,1014,1349,67,0.0,19,21
20190618T14Z,1000,1148,65,0.0,19,19
20190618T13Z,862,1112,66,0.0,17,12
20190618T12Z,696,1127,66,0.0,18,3
20190618T11Z,538,1160,67,0.0,19,0
20190618T10Z,520,1037,66,0.0,17,0
20190618T09Z,521,957,65,0.0,17,0
20190618T08Z,520,936,66,0.0,18,0
20190618T07Z,520,963,67,0.0,18,0
20190618T06Z,525,1019,67,0.0,18,0
20190618T05Z,643,998,65,0.0,19,0
20190618T04Z,837,863,65,0.0,19,0
20190618T03Z,1033,860,67,0.0,19,0
20190618T02Z,1102,1049,67,0.0,17,0
20190618T01Z,1104,1162,66,0.0,18,0
20190618T00Z,1101,1270,64,0.0,17,0
20190617T23Z,1104,1353,67,0.0,17,0
20190617T22Z,1100,1540,66,0.0,17,0
20190617T21Z,1101,1641,67,0.0,17,5
20190617T20Z,1100,1719,64,0.0,17,8
20190617T19Z,1101,1733,67,0.0,17,12
20190617T18Z,1100,1641,66,0.0,18,22
20190617T17Z,1097,1506,66,0.0,17,21
20190617T16Z,1101,1396,65,0.0,18,16
20190617T15Z,1105,1209,67,0.0,17,21
20190617T14Z,1095,1004,66,0.0,17,13
20190617T13Z,961,950,65,2.0,16,8
20190617T12Z,828,935,66,0.0,18,3
20190617T11Z,574,1060,67,0.0,19,0
20190617T10Z,471,1033,66,0.0,16,0
20190617T09Z,471,962,65,0.0,16,0
20190617T08Z,472,941,66,0.0,18,0
20190617T07Z,515,927,66,0.0,18,0
20190617T06Z,524,980,65,0.0,16,0
20190617T05Z,614,989,65,0.0,16,0
20190617T04Z,846,776,68,0.0,18,0
20190617T03Z,973,671,68,0.0,15,0
20190617T02Z,975,845,65,0.0,18,0
20190617T01Z,978,1003,67,0.0,20,0
20190617T00Z,1082,889,66,0.0,18,1
20190616T23Z,1103,926,66,0.0,19,1
20190616T22Z,1098,1005,66,0.0,19,0
20190616T21Z,1099,1081,66,0.0,20,1
20190616T20Z,1105,1218,67,0.0,18,1
20190616T19Z,1104,1457,66,0.0,20,3
20190616T18Z,1101,1367,67,0.0,18,12
20190616T17Z,1100,1223,67,0.0,18,17
20190616T16Z,1102,1075,66,0.0,19,13
20190616T15Z,1056,967,66,0.0,19,12
20190616T14Z,914,963,66,0.0,17,7
20190616T13Z,717,925,67,0.0,17,7
20190616T12Z,589,828,66,0.0,15,1
20190616T11Z,589,926,67,0.0,14,0
20190616T10Z,589,916,66,0.0,15,0
20190616T09Z,586,918,67,0.0,13,0
20190616T08Z,587,948,66,0.0,15,0
20190616T07Z,589,1013,65,0.0,17,0
20190616T06Z,595,1095,68,0.0,13,0
20190616T05Z,787,1015,66,0.0,15,0
20190616T04Z,877,928,66,0.0,15,0
20190616T03Z,2091,916,69,0.0,22,0
20190616T02Z,920,863,65,0.0,12,0
20190616T01Z,920,1051,65,0.0,17,0
20190616T00Z,920,1101,68,0.0,18,2
20190615T23Z,919,1228,66,0.0,20,4
20190615T22Z,919,1321,65,2.0,18,8
20190615T21Z,916,1376,69,0.0,20,10
20190615T20Z,1102,1396,65,0.0,20,15
20190615T19Z,1295,1359,67,0.0,19,17
20190615T18Z,917,1228,68,0.0,19,22
20190615T17Z,1097,1263,65,0.0,19,21
20190615T16Z,1098,1126,66,0.0,19,21
20190615T15Z,1064,993,66,0.0,20,21
20190615T14Z,980,875,66,0.0,18,16
20190615T13Z,838,774,67,0.0,17,16
20190615T12Z,556,834,67,0.0,16,3
20190615T11Z,495,977,67,0.0,15,0
20190615T10Z,472,972,66,0.0,15,0
20190615T09Z,476,948,67,0.0,15,0
20190615T08Z,476,969,65,0.0,15,0
20190615T07Z,490,1003,68,0.0,16,0
20190615T06Z,634,949,66,0.0,14,0
20190615T05Z,884,832,66,0.0,14,0
20190615T04Z,1035,873,68,0.0,15,0
20190615T03Z,1097,798,66,0.0,14,0
20190615T02Z,1100,1048,66,0.0,19,0
20190615T01Z,1101,1125,68,0.0,19,0
20190615T00Z,1099,1173,65,0.0,18,0
20190614T23Z,1097,1334,66,0.0,19,3
20190614T22Z,1102,1403,67,0.0,20,3
20190614T21Z,1099,1448,67,0.0,20,6
20190614T20Z,1099,1385,68,0.0,20,11
20190614T19Z,1099,1388,66,0.0,19,10
20190614T18Z,1096,1262,65,0.0,18,11
20190614T17Z,1092,1161,68,0.0,18,17
20190614T16Z,1078,1050,65,0.0,19,18
20190614T15Z,1018,971,66,0.0,17,14
20190614T14Z,894,919,67,0.0,15,19
20190614T13Z,767,878,66,0.0,15,10
20190614T12Z,670,821,68,0.0,15,2
20190614T11Z,590,994,67,0.0,14,0
20190614T10Z,525,951,66,0.0,15,0
20190614T09Z,524,895,67,0.0,14,0
20190614T08Z,525,892,65,0.0,15,0
20190614T07Z,524,924,66,0.0,15,0
20190614T06Z,589,935,67,0.0,12,0
20190614T05Z,715,900,68,0.0,14,0
20190614T04Z,811,936,66,0.0,12,0
20190614T03Z,1021,723,66,0.0,14,0
20190614T02Z,1103,887,67,0.0,14,0
20190614T01Z,1104,960,67,0.0,12,0
20190614T00Z,1099,985,67,0.0,14,1
20190613T23Z,1107,1036,65,0.0,14,2
20190613T22Z,1103,1190,67,0.0,13,5
20190613T21Z,1107,1216,68,9.0,13,4
20190613T20Z,1108,1292,66,5.0,12,3
20190613T19Z,1124,1337,67,0.0,9,7
20190613T18Z,1107,1282,66,0.0,10,14
20190613T17Z,1106,1268,66,0.0,12,15
20190613T16Z,1104,1151,66,0.0,9,7
20190613T15Z,1103,1061,67,0.0,10,12
20190613T14Z,1043,978,67,0.0,11,19
20190613T13Z,910,915,67,0.0,12,14
20190613T12Z,812,848,66,0.0,16,3
20190613T11Z,781,946,67,0.0,16,0
20190613T10Z,609,1004,67,0.0,17,0
20190613T09Z,530,1006,66,0.0,15,0
20190613T08Z,557,968,66,0.0,14,0
20190613T07Z,695,879,66,0.0,14,0
20190613T06Z,858,794,68,0.0,16,0
20190613T05Z,1027,744,67,0.0,15,0
20190613T04Z,1100,850,67,0.0,15,0
20190613T03Z,1099,864,66,0.0,16,0
20190613T02Z,1103,1177,66,0.0,15,0
20190613T01Z,1101,1280,67,0.0,15,0
20190613T00Z,1098,1371,67,0.0,19,2
20190612T23Z,1125,1475,67,0.0,18,13
20190612T22Z,1111,1509,67,0.0,13,18
20190612T21Z,1104,1448,67,0.0,17,11
20190612T20Z,1086,1386,67,0.0,19,10
20190612T19Z,1003,1425,65,0.0,16,3
20190612T18Z,1109,1502,68,0.0,18,12
20190612T17Z,1110,1489,67,0.0,20,20
20190612T16Z,1103,1380,67,0.0,14,22
20190612T15Z,1096,1201,68,0.0,15,18
20190612T14Z,1044,1009,64,0.0,18,19
20190612T13Z,858,968,68,0.0,20,13
20190612T12Z,690,948,67,0.0,16,6
20190612T11Z,659,1030,67,0.0,15,0
20190612T10Z,595,980,67,0.0,13,0
20190612T09Z,541,948,67,0.0,17,0
20190612T08Z,540,952,66,0.0,14,0
20190612T07Z,543,993,67,0.0,14,0
20190612T06Z,698,912,67,0.0,15,0
20190612T05Z,980,770,67,0.0,14,0
20190612T04Z,1097,830,66,0.0,14,0
20190612T03Z,1098,846,67,0.0,13,0
20190612T02Z,1099,1128,67,0.0,16,0
20190612T01Z,1103,1230,66,0.0,17,0
20190612T00Z,1102,1316,68,0.0,16,2
20190611T23Z,1120,1437,66,0.0,16,7
20190611T22Z,1119,1622,67,0.0,16,12
20190611T21Z,1122,1723,66,0.0,17,13
20190611T20Z,1123,1638,67,0.0,20,19
20190611T19Z,1123,1548,66,0.0,22,6
20190611T18Z,1101,1471,67,0.0,17,15
20190611T17Z,1096,1469,68,0.0,20,11
20190611T16Z,1097,1282,67,0.0,20,20
20190611T15Z,1099,1078,66,14.0,20,23
20190611T14Z,1045,915,66,0.0,18,18
20190611T13Z,865,888,67,0.0,16,16
20190611T12Z,668,905,66,0.0,16,7
20190611T11Z,581,1044,69,0.0,15,0
20190611T10Z,534,975,66,0.0,15,0
20190611T09Z,531,905,65,0.0,13,0
20190611T08Z,530,897,67,0.0,15,0
20190611T07Z,536,943,66,0.0,15,0
20190611T06Z,637,913,68,0.0,14,0
20190611T05Z,796,890,65,0.0,15,0
20190611T04Z,883,951,67,0.0,15,0
20190611T03Z,1052,794,68,0.0,13,0
20190611T02Z,1105,1053,66,0.0,15,0
20190611T01Z,1105,1208,66,0.0,16,0
20190611T00Z,1114,1239,67,0.0,16,2
20190610T23Z,1120,1318,65,0.0,17,4
20190610T22Z,1124,1322,66,0.0,17,11
20190610T21Z,1125,1310,68,0.0,16,10
20190610T20Z,1124,1336,67,0.0,16,10
20190610T19Z,1121,1480,67,0.0,13,9
20190610T18Z,1104,1402,66,0.0,10,11
20190610T17Z,1102,1295,66,0.0,11,15
20190610T16Z,1103,1115,67,0.0,11,16
20190610T15Z,1037,989,66,0.0,12,9
20190610T14Z,855,1009,66,0.0,12,10
20190610T13Z,664,993,66,0.0,11,6
20190610T12Z,621,911,68,0.0,12,0
20190610T11Z,542,1062,67,0.0,11,0
20190610T10Z,530,948,66,0.0,12,0
20190610T09Z,529,866,67,0.0,10,0
20190610T08Z,528,847,65,0.0,12,0
20190610T07Z,529,863,67,0.0,11,0
20190610T06Z,533,913,66,0.0,12,0
20190610T05Z,673,858,66,0.0,11,0
20190610T04Z,772,891,68,0.0,12,0
20190610T03Z,923,733,66,0.0,10,0
20190610T02Z,1093,806,67,0.0,12,0
20190610T01Z,1105,957,64,0.0,11,0
20190610T00Z,1108,961,68,0.0,12,0
20190609T23Z,1108,1064,65,0.0,11,1
20190609T22Z,1105,1146,66,0.0,13,3
20190609T21Z,1108,1195,67,0.0,11,5
20190609T20Z,1107,1275,65,0.0,13,2
20190609T19Z,1100,1462,68,0.0,10,12
20190609T18Z,1101,1406,66,0.0,11,8
20190609T17Z,1098,1304,66,0.0,13,17
20190609T16Z,1099,1170,65,0.0,12,17
20190609T15Z,1072,1048,67,0.0,13,18
20190609T14Z,861,1033,67,0.0,12,12
20190609T13Z,608,989,66,0.0,12,7
20190609T12Z,466,936,66,0.0,12,4
20190609T11Z,457,1049,67,0.0,11,0
20190609T10Z,453,1028,66,0.0,12,0
20190609T09Z,452,1011,66,0.0,10,0
20190609T08Z,456,1020,67,0.0,12,0
20190609T07Z,492,1033,67,0.0,12,0
20190609T06Z,581,1019,65,0.0,11,0
20190609T05Z,683,1016,66,0.0,12,0
20190609T04Z,803,1040,66,0.0,12,0
20190609T03Z,1014,795,66,0.0,12,0
20190609T02Z,1099,976,65,0.0,12,0
20190609T01Z,1102,1131,65,0.0,13,0
20190609T00Z,1103,1204,68,0.0,13,1
20190608T23Z,1103,1381,65,0.0,12,2
20190608T22Z,1101,1535,64,0.0,13,10
20190608T21Z,1120,1568,66,0.0,12,18
20190608T20Z,1114,1559,66,0.0,13,16
20190608T19Z,1098,1483,67,0.0,12,15
20190608T18Z,1096,1258,65,0.0,12,19
20190608T17Z,1098,1113,65,0.0,12,17
20190608T16Z,1079,987,66,0.0,13,11
20190608T15Z,1022,928,65,0.0,13,5
20190608T14Z,890,951,67,0.0,11,3
20190608T13Z,706,949,65,2.0,12,0
20190608T12Z,587,940,66,0.0,11,1
20190608T11Z,585,1054,66,0.0,12,0
20190608T10Z,582,1030,67,0.0,11,0
20190608T09Z,584,1022,66,0.0,11,0
20190608T08Z,586,1049,64,0.0,12,0
20190608T07Z,604,1074,66,0.0,11,0
20190608T06Z,636,1113,66,0.0,11,0
20190608T05Z,823,1031,67,0.0,12,0
20190608T04Z,1071,973,63,0.0,12,0
20190608T03Z,1118,921,66,0.0,11,0
20190608T02Z,1120,1206,66,0.0,12,0
20190608T01Z,1125,1366,65,0.0,12,0
20190608T00Z,1124,1445,66,0.0,12,5
20190607T23Z,1120,1614,66,0.0,12,8
20190607T22Z,1117,1747,65,0.0,14,10
20190607T21Z,1122,1806,67,0.0,13,15
20190607T20Z,1122,1840,66,0.0,13,14
20190607T19Z,1121,1806,63,0.0,13,12
20190607T18Z,1118,1662,65,0.0,13,16
20190607T17Z,1118,1570,66,0.0,13,17
20190607T16Z,1104,1442,66,0.0,14,18
20190607T15Z,957,1356,65,0.0,12,19
20190607T14Z,811,1277,65,0.0,9,8
20190607T13Z,668,1157,66,0.0,12,6
20190607T12Z,647,1040,65,0.0,12,1
20190607T11Z,606,1181,66,2.0,12,0
20190607T10Z,462,1203,65,0.0,11,0
20190607T09Z,451,1135,66,0.0,11,0
20190607T08Z,451,1131,64,0.0,11,0
20190607T07Z,446,1158,67,0.0,12,0
20190607T06Z,517,1162,66,0.0,12,0
20190607T05Z,623,1165,65,0.0,12,0
20190607T04Z,710,1237,66,0.0,12,0
20190607T03Z,960,981,66,0.0,11,0
20190607T02Z,1123,1127,65,0.0,12,0
20190607T01Z,1124,1296,66,0.0,12,0
20190607T00Z,1125,1328,66,0.0,12,2
20190606T23Z,1123,1449,66,0.0,12,1
20190606T22Z,1121,1482,65,0.0,13,4
20190606T21Z,1119,1653,65,0.0,11,4
20190606T20Z,1117,1811,67,0.0,13,5
20190606T19Z,1117,1869,65,0.0,13,14
20190606T18Z,1115,1807,66,0.0,12,17
20190606T17Z,1016,1756,64,0.0,13,17
20190606T16Z,875,1749,66,0.0,13,19
20190606T15Z,830,1556,66,0.0,13,19
20190606T14Z,823,1340,66,0.0,13,15
20190606T13Z,811,1087,66,0.0,12,11
20190606T12Z,802,924,64,0.0,12,3
20190606T11Z,615,1163,66,0.0,12,0
20190606T10Z,535,1127,67,0.0,11,0
20190606T09Z,536,1078,65,0.0,6,0
20190606T08Z,543,1070,66,0.0,12,0
20190606T07Z,565,1102,65,0.0,12,0
20190606T06Z,651,1096,66,0.0,12,0
20190606T05Z,833,1063,66,0.0,12,0
20190606T04Z,866,1210,66,0.0,12,0
20190606T03Z,1064,1125,66,0.0,11,0
20190606T02Z,1123,1387,66,0.0,12,0
20190606T01Z,1120,1501,65,0.0,12,0
20190606T00Z,1118,1747,66,0.0,12,0
20190605T23Z,1116,1907,66,0.0,13,1
20190605T22Z,1115,2032,63,0.0,13,11
20190605T21Z,1118,2129,66,0.0,13,4
20190605T20Z,1120,2135,67,0.0,14,12
20190605T19Z,1121,2067,66,0.0,13,19
20190605T18Z,1121,1880,65,0.0,12,21
20190605T17Z,1122,1715,66,0.0,14,23
20190605T16Z,1065,1590,67,0.0,14,17
20190605T15Z,941,1487,67,0.0,13,14
20190605T14Z,892,1339,65,0.0,13,19
20190605T13Z,807,1219,65,0.0,13,7
20190605T12Z,746,1088,67,2.0,12,3
20190605T11Z,662,1143,66,0.0,12,0
20190605T10Z,539,1152,65,0.0,12,0
20190605T09Z,534,1084,66,0.0,11,0
20190605T08Z,535,1090,67,0.0,12,0
20190605T07Z,543,1131,66,0.0,12,0
20190605T06Z,600,1169,65,0.0,12,0
20190605T05Z,727,1170,66,0.0,12,0
20190605T04Z,1011,1069,67,0.0,12,0
20190605T03Z,1121,1008,66,0.0,11,0
20190605T02Z,1123,1332,66,0.0,11,0
20190605T01Z,1122,1478,66,0.0,11,0
20190605T00Z,1119,1583,66,0.0,12,1
20190604T23Z,1115,1723,65,0.0,12,6
20190604T22Z,1116,1845,66,0.0,13,6
20190604T21Z,1118,1965,66,0.0,13,5
20190604T20Z,1119,2029,66,0.0,13,12
20190604T19Z,1118,2120,65,0.0,13,20
20190604T18Z,1121,1945,66,0.0,12,20
20190604T17Z,1118,1808,67,0.0,14,22
20190604T16Z,1062,1692,66,0.0,13,21
20190604T15Z,884,1537,65,6.0,13,20
20190604T14Z,798,1382,66,0.0,14,15
20190604T13Z,635,1308,66,0.0,12,12
20190604T12Z,548,1179,66,2.0,12,3
20190604T11Z,558,1238,67,0.0,12,0
20190604T10Z,545,1149,65,0.0,12,0
20190604T09Z,545,1086,66,0.0,11,0
20190604T08Z,545,1109,65,0.0,13,0
20190604T07Z,550,1160,66,0.0,12,0
20190604T06Z,646,1180,66,0.0,12,0
20190604T05Z,789,1190,66,0.0,12,0
20190604T04Z,1043,1142,65,0.0,12,0
20190604T03Z,1121,1110,66,0.0,11,0
20190604T02Z,1121,1356,67,0.0,12,0
20190604T01Z,1122,1509,65,0.0,12,0
20190604T00Z,1120,1710,65,0.0,12,1
20190603T23Z,1119,1896,66,0.0,13,8
20190603T22Z,1117,1934,66,0.0,13,12
20190603T21Z,1119,1884,65,0.0,14,11
20190603T20Z,1119,1882,65,0.0,13,14
20190603T19Z,1123,1769,66,0.0,14,12
20190603T18Z,1122,1759,65,0.0,12,13
20190603T17Z,1121,1690,65,0.0,13,23
20190603T16Z,1122,1456,67,0.0,14,21
20190603T15Z,1099,1315,66,0.0,13,16
20190603T14Z,940,1248,65,0.0,13,15
20190603T13Z,746,1213,66,0.0,12,14
20190603T12Z,571,1189,65,0.0,12,3
20190603T11Z,579,1228,66,0.0,12,0
20190603T10Z,566,1133,65,0.0,12,0
20190603T09Z,565,1065,66,0.0,11,0
20190603T08Z,565,1065,66,0.0,13,0
20190603T07Z,566,1127,64,0.0,14,0
20190603T06Z,666,1116,67,0.0,15,0
20190603T05Z,875,1056,66,0.0,14,0
20190603T04Z,1057,1073,66,0.0,14,0
20190603T03Z,1124,1030,68,0.0,14,0
20190603T02Z,1122,1259,66,0.0,14,0
20190603T01Z,1119,1395,66,0.0,13,0
20190603T00Z,1119,1582,68,0.0,16,3
20190602T23Z,1119,1678,66,0.0,15,7
20190602T22Z,1125,1764,64,2.0,13,16
20190602T21Z,1122,1724,68,0.0,15,23
20190602T20Z,1121,1673,68,0.0,14,19
20190602T19Z,1120,1644,67,0.0,15,19
20190602T18Z,1125,1560,67,0.0,13,23
20190602T17Z,1116,1506,64,0.0,15,20
20190602T16Z,982,1372,68,0.0,14,21
20190602T15Z,935,1234,66,0.0,15,18
20190602T14Z,724,1206,67,0.0,16,14
20190602T13Z,550,1103,67,0.0,16,11
20190602T12Z,494,932,66,0.0,15,2
20190602T11Z,495,1019,67,0.0,15,0
20190602T10Z,493,1016,67,0.0,14,0
20190602T09Z,491,1029,66,0.0,13,0
20190602T08Z,491,1070,65,0.0,15,0
20190602T07Z,517,1119,67,0.0,15,0
20190602T06Z,666,1070,66,0.0,14,0
20190602T05Z,789,1082,69,0.0,15,0
20190602T04Z,999,1045,65,0.0,17,0
20190602T03Z,1121,948,64,0.0,15,0
20190602T02Z,1122,1223,66,0.0,15,0
20190602T01Z,1124,1370,64,0.0,16,0
20190602T00Z,1123,1411,65,0.0,17,4
20190601T23Z,1125,1534,67,0.0,15,8
20190601T22Z,1121,1693,66,0.0,16,8
20190601T21Z,1119,1801,66,0.0,15,18
20190601T20Z,1120,1791,65,0.0,15,21
20190601T19Z,1110,1754,64,0.0,15,20
20190601T18Z,1050,1669,65,0.0,14,23
20190601T17Z,1044,1491,65,0.0,15,23
20190601T16Z,1046,1393,66,0.0,16,23
20190601T15Z,1019,1231,66,0.0,15,18
20190601T14Z,860,1195,65,0.0,14,18
20190601T13Z,680,1136,65,0.0,11,9
20190601T12Z,656,934,65,0.0,8,4
20190601T11Z,654,1030,65,0.0,8,0
20190601T10Z,654,1022,67,0.0,8,0
20190601T09Z,656,1024,65,0.0,7,0
20190601T08Z,656,1063,64,0.0,9,0
20190601T07Z,704,1069,66,0.0,13,0
20190601T06Z,842,1044,66,0.0,10,0
20190601T05Z,959,1074,66,0.0,11,0
20190601T04Z,1002,1222,61,0.0,14,0
20190601T03Z,999,1239,63,0.0,14,0
20190601T02Z,1011,1427,63,0.0,13,0
20190601T01Z,1056,1642,63,0.0,13,0
20190601T00Z,1020,1913,62,0.0,13,1
20190531T23Z,1039,1974,62,0.0,14,1
20190531T22Z,1112,2055,62,0.0,14,11
20190531T21Z,1120,2123,62,0.0,13,18
20190531T20Z,1119,2109,62,0.0,14,19
20190531T19Z,1124,2101,64,0.0,13,19
20190531T18Z,1123,2009,63,0.0,14,21
20190531T17Z,1074,1688,62,0.0,14,24
20190531T16Z,1065,1592,62,0.0,12,19
20190531T15Z,951,1433,63,0.0,13,19
20190531T14Z,897,1269,64,0.0,14,19
20190531T13Z,729,1222,61,0.0,13,12
20190531T12Z,695,1061,63,0.0,12,5
20190531T11Z,695,1127,62,0.0,14,0
20190531T10Z,672,1062,61,0.0,12,0
20190531T09Z,595,1069,63,0.0,12,0
20190531T08Z,594,1092,62,0.0,12,0
20190531T07Z,583,1171,64,0.0,13,0
20190531T06Z,616,1260,61,0.0,12,0
20190531T05Z,825,1217,63,0.0,13,0
20190531T04Z,1005,1240,67,0.0,13,0
20190531T03Z,1114,1203,66,0.0,14,0
20190531T02Z,1123,1459,65,0.0,13,0
20190531T01Z,1124,1721,67,0.0,14,0
20190531T00Z,1120,1959,65,0.0,14,2
20190530T23Z,1118,2133,66,0.0,13,8
20190530T22Z,1119,2179,65,0.0,15,18
20190530T21Z,1118,2197,66,0.0,13,22
20190530T20Z,1118,2205,65,0.0,14,19
20190530T19Z,1120,2079,66,0.0,13,23
20190530T18Z,1123,1955,65,0.0,14,23
20190530T17Z,1093,1699,69,0.0,14,25
20190530T16Z,990,1528,66,0.0,13,24
20190530T15Z,880,1430,65,0.0,13,20
20190530T14Z,705,1387,65,0.0,11,19
20190530T13Z,602,1269,67,0.0,13,13
20190530T12Z,554,1148,66,0.0,12,2
20190530T11Z,566,1202,65,0.0,13,0
20190530T10Z,546,1111,66,0.0,11,0
20190530T09Z,481,1114,67,0.0,13,0
20190530T08Z,453,1156,67,0.0,13,0
20190530T07Z,451,1226,67,0.0,13,0
20190530T06Z,452,1328,65,0.0,13,0
20190530T05Z,617,1304,66,0.0,14,0
20190530T04Z,931,1203,66,0.0,13,0
20190530T03Z,1110,1277,66,0.0,13,0
20190530T02Z,1119,1433,65,0.0,14,0
20190530T01Z,1122,1645,66,0.0,13,0
20190530T00Z,1119,1930,67,0.0,14,4
20190529T23Z,1118,2106,66,0.0,13,10
20190529T22Z,1121,2171,66,0.0,15,19
20190529T21Z,1119,2172,65,0.0,12,22
20190529T20Z,1117,2106,67,0.0,13,23
20190529T19Z,1121,2001,66,0.0,13,24
20190529T18Z,1121,1866,66,0.0,12,24
20190529T17Z,1093,1604,66,0.0,15,25
20190529T16Z,1007,1511,65,0.0,12,26
20190529T15Z,952,1435,67,0.0,12,24
20190529T14Z,837,1357,66,0.0,13,20
20190529T13Z,658,1344,66,0.0,13,18
20190529T12Z,601,1247,65,0.0,12,5
20190529T11Z,600,1133,67,2.0,12,0
20190529T10Z,602,1029,66,0.0,12,0
20190529T09Z,599,964,66,0.0,12,0
20190529T08Z,601,989,66,0.0,13,0
20190529T07Z,599,1066,67,0.0,12,0
20190529T06Z,602,1188,65,0.0,12,0
20190529T05Z,660,1296,67,0.0,13,0
20190529T04Z,788,1391,66,0.0,13,0
20190529T03Z,1050,1396,66,0.0,13,0
20190529T02Z,1119,1596,65,0.0,12,0
20190529T01Z,1121,1907,65,0.0,13,0
20190529T00Z,1121,2133,68,0.0,13,3
20190528T23Z,1120,2178,67,0.0,12,6
20190528T22Z,1125,2253,64,0.0,14,16
20190528T21Z,1104,2313,66,0.0,12,22
20190528T20Z,1090,2268,67,0.0,14,20
20190528T19Z,1114,2186,66,0.0,11,24
20190528T18Z,1124,2055,64,0.0,14,24
20190528T17Z,1120,1865,67,0.0,14,27
20190528T16Z,1114,1573,67,1.0,12,24
20190528T15Z,1002,1467,66,6.0,12,23
20190528T14Z,943,1315,65,0.0,14,17
20190528T13Z,764,1294,65,0.0,12,16
20190528T12Z,605,1292,67,0.0,14,2
20190528T11Z,601,1191,67,0.0,12,0
20190528T10Z,599,1068,65,0.0,12,0
20190528T09Z,600,1005,66,0.0,11,0
20190528T08Z,601,1023,67,0.0,13,0
20190528T07Z,599,1094,66,0.0,12,0
20190528T06Z,614,1196,65,0.0,12,0
20190528T05Z,654,1304,67,0.0,14,0
20190528T04Z,765,1405,67,0.0,13,0
20190528T03Z,966,1444,66,0.0,13,0
20190528T02Z,1124,1564,65,0.0,14,0
20190528T01Z,1119,1887,67,0.0,14,0
20190528T00Z,1117,1993,66,0.0,15,2
20190527T23Z,1119,2135,65,0.0,14,6
20190527T22Z,1122,2205,65,0.0,15,16
20190527T21Z,1124,2187,67,0.0,14,22
20190527T20Z,1124,2130,66,0.0,14,23
20190527T19Z,1124,2035,65,0.0,14,26
20190527T18Z,1121,1911,66,0.0,12,24
20190527T17Z,1126,1554,68,0.0,13,24
20190527T16Z,1086,1407,66,0.0,11,23
20190527T15Z,906,1389,66,0.0,13,24
20190527T14Z,735,1325,64,0.0,13,19
20190527T13Z,516,1265,67,2.0,13,12
20190527T12Z,417,1170,66,0.0,9,2
20190527T11Z,417,1110,66,0.0,11,0
20190527T10Z,414,1096,64,0.0,13,0
20190527T09Z,415,1083,67,0.0,13,0
20190527T08Z,414,1129,67,0.0,13,0
