,coal,natural gas,nuclear,petroleum,other,solar
20180929T06Z,516,1369,65,0.0,11,0
20180929T05Z,616,1422,62,0.0,14,0
20180929T04Z,750,1476,62,0.0,14,0
20180929T03Z,815,1567,63,0.0,14,0
20180929T02Z,814,1768,62,0.0,14,0
20180929T01Z,816,1814,64,0.0,13,0
20180929T00Z,817,1967,63,0.0,13,0
20180928T23Z,813,2115,61,0.0,12,2
20180928T22Z,811,2287,64,0.0,14,11
20180928T21Z,814,2367,61,0.0,12,14
20180928T20Z,815,2346,64,0.0,15,19
20180928T19Z,812,2290,61,0.0,13,20
20180928T18Z,806,2186,62,0.0,13,22
20180928T17Z,811,2021,64,0.0,12,20
20180928T16Z,815,1842,62,0.0,8,20
20180928T15Z,817,1766,63,0.0,11,19
20180928T14Z,816,1554,62,0.0,11,17
20180928T13Z,816,1339,62,0.0,10,5
20180928T12Z,816,1224,63,0.0,10,1
20180928T11Z,810,1207,61,0.0,11,0
20180928T10Z,745,1098,65,0.0,11,0
20180928T09Z,732,1025,62,0.0,10,0
20180928T08Z,731,1024,62,0.0,11,0
20180928T07Z,734,1081,63,0.0,11,0
20180928T06Z,769,1131,61,0.0,11,0
20180928T05Z,807,1215,64,0.0,11,0
20180928T04Z,815,1409,60,0.0,11,0
20180928T03Z,814,1628,59,0.0,10,0
20180928T02Z,815,1864,60,0.0,12,0
20180928T01Z,816,1946,62,0.0,12,0
20180928T00Z,816,2050,60,0.0,10,0
20180927T23Z,813,2163,59,0.0,14,3
20180927T22Z,813,2304,61,0.0,15,11
20180927T21Z,813,2360,60,0.0,15,9
20180927T20Z,815,2337,60,0.0,15,17
20180927T19Z,814,2260,60,0.0,15,20
20180927T18Z,812,2169,61,0.0,17,22
20180927T17Z,811,2003,59,0.0,14,20
20180927T16Z,815,1866,60,3.0,17,21
20180927T15Z,817,1807,59,0.0,9,20
20180927T14Z,801,1596,61,0.0,8,15
20180927T13Z,688,1496,59,0.0,7,9
20180927T12Z,652,1421,62,0.0,4,1
20180927T11Z,652,1349,59,0.0,10,0
20180927T10Z,626,1195,62,0.0,10,0
20180927T09Z,532,1201,57,0.0,9,0
20180927T08Z,528,1198,61,0.0,11,0
20180927T07Z,529,1261,59,0.0,9,0
20180927T06Z,529,1360,60,0.0,10,0
20180927T05Z,622,1399,62,0.0,9,0
20180927T04Z,733,1485,64,0.0,10,0
20180927T03Z,811,1655,65,0.0,9,0
20180927T02Z,813,1909,66,0.0,8,0
20180927T01Z,811,1993,63,0.0,10,0
20180927T00Z,814,2091,66,0.0,9,0
20180926T23Z,811,2175,65,0.0,8,2
20180926T22Z,810,2313,64,0.0,6,9
20180926T21Z,808,2411,65,0.0,2,16
20180926T20Z,808,2385,63,0.0,2,20
20180926T19Z,816,2339,66,0.0,3,21
20180926T18Z,816,2237,64,0.0,2,20
20180926T17Z,815,2067,65,0.0,2,20
20180926T16Z,815,1887,65,0.0,1,19
20180926T15Z,814,1811,63,0.0,2,22
20180926T14Z,809,1578,66,0.0,1,17
20180926T13Z,708,1461,63,0.0,5,10
20180926T12Z,658,1445,67,0.0,8,0
20180926T11Z,551,1419,64,0.0,9,0
20180926T10Z,388,1401,65,0.0,8,0
20180926T09Z,342,1345,64,0.0,9,0
20180926T08Z,343,1348,63,0.0,9,0
20180926T07Z,347,1385,66,0.0,8,0
20180926T06Z,396,1424,65,0.0,10,0
20180926T05Z,560,1391,64,0.0,9,0
20180926T04Z,649,1498,64,0.0,9,0
20180926T03Z,729,1592,64,0.0,8,0
20180926T02Z,806,1766,67,0.0,10,0
20180926T01Z,814,2002,64,0.0,9,0
20180926T00Z,785,2137,64,0.0,7,0
20180925T23Z,816,2148,64,0.0,7,1
20180925T22Z,815,2272,65,0.0,7,11
20180925T21Z,813,2316,65,0.0,7,15
20180925T20Z,815,2297,64,0.0,6,14
20180925T19Z,808,2244,65,0.0,9,18
20180925T18Z,725,2232,64,0.0,9,18
20180925T17Z,569,2243,66,0.0,4,18
20180925T16Z,501,2122,65,0.0,5,22
20180925T15Z,495,1982,64,0.0,8,20
20180925T14Z,456,1799,65,0.0,9,17
20180925T13Z,451,1601,63,0.0,8,12
20180925T12Z,449,1486,67,0.0,8,0
20180925T11Z,449,1480,63,0.0,7,0
20180925T10Z,376,1374,66,0.0,7,0
20180925T09Z,335,1315,64,0.0,2,0
20180925T08Z,335,1309,65,0.0,3,0
20180925T07Z,343,1348,64,0.0,2,0
20180925T06Z,373,1390,65,0.0,8,0
20180925T05Z,525,1366,64,0.0,10,0
20180925T04Z,648,1457,65,0.0,10,0
20180925T03Z,750,1538,64,0.0,9,0
20180925T02Z,813,1713,65,0.0,10,0
20180925T01Z,815,1906,64,0.0,10,0
20180925T00Z,814,1999,66,0.0,11,0
20180924T23Z,811,1944,62,0.0,9,0
20180924T22Z,812,2085,67,0.0,9,4
20180924T21Z,815,2225,63,0.0,10,12
20180924T20Z,815,2192,66,0.0,8,12
20180924T19Z,813,2173,64,0.0,9,17
20180924T18Z,813,2121,64,0.0,8,19
20180924T17Z,813,2123,66,0.0,9,18
20180924T16Z,810,1950,64,0.0,9,18
20180924T15Z,810,1711,65,0.0,8,20
20180924T14Z,812,1496,65,0.0,10,17
20180924T13Z,733,1412,64,0.0,8,7
20180924T12Z,646,1403,66,0.0,9,0
20180924T11Z,569,1349,63,0.0,10,0
20180924T10Z,402,1331,65,0.0,9,0
20180924T09Z,355,1275,65,0.0,11,0
20180924T08Z,354,1261,66,0.0,9,0
20180924T07Z,355,1301,64,0.0,10,0
20180924T06Z,378,1361,63,0.0,9,0
20180924T05Z,518,1345,65,0.0,10,0
20180924T04Z,640,1417,66,0.0,9,0
20180924T03Z,722,1531,65,0.0,10,0
20180924T02Z,788,1684,63,0.0,9,0
20180924T01Z,800,1859,64,0.0,8,0
20180924T00Z,812,1929,64,0.0,10,0
20180923T23Z,814,2016,65,0.0,9,5
20180923T22Z,816,2102,66,0.0,10,10
20180923T21Z,817,2113,63,0.0,9,16
20180923T20Z,816,2061,64,0.0,9,15
20180923T19Z,815,1996,65,0.0,10,12
20180923T18Z,812,1894,65,0.0,9,15
20180923T17Z,818,1767,65,0.0,10,16
20180923T16Z,789,1661,64,0.0,9,17
20180923T15Z,703,1575,65,0.0,10,18
20180923T14Z,631,1436,64,0.0,9,16
20180923T13Z,537,1285,66,0.0,9,8
20180923T12Z,379,1269,64,0.0,10,0
20180923T11Z,353,1295,65,0.0,10,0
20180923T10Z,353,1259,64,0.0,10,0
20180923T09Z,352,1255,64,0.0,10,0
20180923T08Z,354,1290,66,0.0,10,0
20180923T07Z,354,1343,64,0.0,9,0
20180923T06Z,418,1373,65,0.0,9,0
20180923T05Z,582,1332,63,0.0,9,0
20180923T04Z,650,1432,65,0.0,11,0
20180923T03Z,724,1498,66,0.0,10,0
20180923T02Z,736,1645,65,0.0,10,0
20180923T01Z,774,1776,65,0.0,9,0
20180923T00Z,814,1825,65,0.0,10,0
20180922T23Z,816,1948,62,0.0,10,3
20180922T22Z,815,2063,66,0.0,11,10
20180922T21Z,815,2118,65,0.0,10,16
20180922T20Z,816,2115,64,0.0,9,22
20180922T19Z,816,2061,66,0.0,10,18
20180922T18Z,818,1981,64,0.0,10,17
20180922T17Z,817,1855,65,0.0,10,21
20180922T16Z,788,1727,65,0.0,8,23
20180922T15Z,718,1609,64,0.0,10,13
20180922T14Z,633,1458,66,0.0,10,10
20180922T13Z,540,1322,65,0.0,9,5
20180922T12Z,363,1347,63,0.0,10,0
20180922T11Z,285,1395,66,0.0,10,0
20180922T10Z,283,1344,65,0.0,9,0
20180922T09Z,283,1323,64,0.0,9,0
20180922T08Z,281,1349,66,0.0,10,0
20180922T07Z,281,1413,64,0.0,10,0
20180922T06Z,282,1492,65,0.0,9,0
20180922T05Z,377,1533,65,0.0,10,0
20180922T04Z,537,1521,65,0.0,10,0
20180922T03Z,638,1593,65,0.0,9,0
20180922T02Z,778,1626,63,0.0,9,0
20180922T01Z,814,1737,66,0.0,10,0
20180922T00Z,815,1815,63,0.0,9,0
20180921T23Z,784,1942,65,0.0,10,1
20180921T22Z,782,2087,65,0.0,8,12
20180921T21Z,811,2167,66,0.0,10,12
20180921T20Z,816,2120,64,0.0,11,21
20180921T19Z,790,2095,62,0.0,9,20
20180921T18Z,795,2075,65,0.0,10,15
20180921T17Z,802,2022,66,0.0,6,16
20180921T16Z,812,1862,65,0.0,9,14
20180921T15Z,815,1735,65,0.0,10,13
20180921T14Z,817,1541,66,0.0,9,19
20180921T13Z,814,1323,62,0.0,10,4
20180921T12Z,814,1217,66,0.0,10,0
20180921T11Z,767,1179,65,0.0,9,0
20180921T10Z,688,1083,64,0.0,6,0
20180921T09Z,628,1039,66,0.0,3,0
20180921T08Z,631,1041,64,0.0,2,0
20180921T07Z,661,1051,65,0.0,6,0
20180921T06Z,705,1101,64,0.0,9,0
20180921T05Z,776,1175,64,0.0,10,0
20180921T04Z,810,1336,67,0.0,10,0
20180921T03Z,788,1592,63,0.0,8,0
20180921T02Z,814,1796,64,0.0,9,0
20180921T01Z,817,2010,65,0.0,10,0
20180921T00Z,814,1974,65,0.0,8,0
20180920T23Z,810,2052,65,0.0,9,2
20180920T22Z,809,2200,64,0.0,8,10
20180920T21Z,813,2291,64,0.0,9,16
20180920T20Z,813,2340,66,0.0,10,19
20180920T19Z,813,2333,64,0.0,8,18
20180920T18Z,815,2235,65,0.0,9,15
20180920T17Z,815,2085,64,0.0,9,19
20180920T16Z,816,2013,63,0.0,9,18
20180920T15Z,816,1772,66,0.0,9,15
20180920T14Z,813,1535,64,0.0,6,17
20180920T13Z,810,1314,65,0.0,7,13
20180920T12Z,802,1205,65,0.0,8,0
20180920T11Z,755,1174,64,0.0,9,0
20180920T10Z,648,1084,65,0.0,9,0
20180920T09Z,611,1024,64,0.0,8,0
20180920T08Z,608,1020,65,0.0,8,0
20180920T07Z,624,1038,66,0.0,8,0
20180920T06Z,672,1089,63,0.0,9,0
20180920T05Z,752,1133,67,0.0,9,0
20180920T04Z,811,1274,63,0.0,9,0
20180920T03Z,809,1495,65,0.0,8,0
20180920T02Z,813,1729,67,0.0,10,0
20180920T01Z,817,1898,63,0.0,9,0
20180920T00Z,816,1869,65,0.0,9,0
20180919T23Z,815,1979,65,0.0,8,2
20180919T22Z,813,2148,65,0.0,9,2
20180919T21Z,815,2327,66,0.0,9,12
20180919T20Z,813,2374,64,0.0,9,13
20180919T19Z,811,2354,65,0.0,10,17
20180919T18Z,811,2266,66,0.0,11,19
20180919T17Z,811,2148,63,0.0,10,20
20180919T16Z,815,2067,65,0.0,13,21
20180919T15Z,818,1828,67,0.0,11,21
20180919T14Z,819,1590,63,0.0,9,18
20180919T13Z,820,1358,67,0.0,7,8
20180919T12Z,807,1258,65,0.0,11,0
20180919T11Z,701,1299,62,0.0,8,0
20180919T10Z,638,1180,66,0.0,8,0
20180919T09Z,560,1168,65,0.0,7,0
20180919T08Z,534,1205,65,0.0,8,0
20180919T07Z,386,1406,65,0.0,8,0
20180919T06Z,367,1508,65,0.0,8,0
20180919T05Z,630,1380,65,0.0,8,0
20180919T04Z,804,1416,67,0.0,9,0
20180919T03Z,810,1667,62,0.0,8,0
20180919T02Z,816,1917,65,0.0,8,0
20180919T01Z,814,2143,66,0.0,9,0
20180919T00Z,815,2130,63,0.0,9,0
20180918T23Z,816,2248,67,0.0,7,4
20180918T22Z,816,2466,66,0.0,9,6
20180918T21Z,814,2566,65,0.0,9,9
20180918T20Z,815,2543,65,0.0,8,19
20180918T19Z,813,2461,66,0.0,10,20
20180918T18Z,814,2293,63,0.0,9,20
20180918T17Z,782,2169,66,0.0,8,25
20180918T16Z,816,2080,65,0.0,9,20
20180918T15Z,816,1853,65,0.0,9,20
20180918T14Z,748,1682,65,0.0,8,19
20180918T13Z,640,1573,65,0.0,9,8
20180918T12Z,585,1516,66,0.0,8,0
20180918T11Z,433,1605,65,0.0,9,0
20180918T10Z,340,1530,64,0.0,10,0
20180918T09Z,335,1444,65,0.0,8,0
20180918T08Z,333,1449,66,0.0,9,0
20180918T07Z,346,1500,64,0.0,9,0
20180918T06Z,482,1455,66,0.0,8,0
20180918T05Z,622,1461,65,0.0,10,0
20180918T04Z,699,1584,63,0.0,9,0
20180918T03Z,806,1681,66,0.0,10,0
20180918T02Z,816,1941,64,0.0,8,0
20180918T01Z,815,2179,65,0.0,10,0
20180918T00Z,810,2465,65,0.0,9,0
20180917T23Z,815,2413,65,0.0,9,3
20180917T22Z,815,2544,65,0.0,8,13
20180917T21Z,815,2586,64,0.0,10,17
20180917T20Z,815,2554,64,0.0,10,20
20180917T19Z,815,2469,65,0.0,9,18
20180917T18Z,813,2370,67,0.0,8,20
20180917T17Z,812,2413,64,0.0,10,19
20180917T16Z,816,2041,65,0.0,7,22
20180917T15Z,801,1808,64,0.0,2,19
20180917T14Z,720,1649,64,0.0,2,15
20180917T13Z,638,1507,68,0.0,2,6
20180917T12Z,591,1448,62,0.0,3,1
20180917T11Z,432,1577,67,0.0,2,0
20180917T10Z,293,1547,66,0.0,5,0
20180917T09Z,279,1466,64,0.0,10,0
20180917T08Z,280,1467,64,0.0,10,0
20180917T07Z,280,1513,65,0.0,9,0
20180917T06Z,323,1561,65,0.0,10,0
20180917T05Z,456,1557,66,0.0,9,0
20180917T04Z,631,1564,63,0.0,9,0
20180917T03Z,778,1594,66,0.0,10,0
20180917T02Z,813,1820,65,0.0,10,0
20180917T01Z,811,2014,64,0.0,9,0
20180917T00Z,811,2242,66,0.0,8,1
20180916T23Z,811,2381,62,0.0,10,4
20180916T22Z,812,2538,64,0.0,10,13
20180916T21Z,816,2587,67,0.0,9,19
20180916T20Z,814,2595,62,0.0,9,17
20180916T19Z,814,2530,66,0.0,8,19
20180916T18Z,811,2460,64,0.0,9,21
20180916T17Z,813,2297,66,0.0,9,21
20180916T16Z,794,1935,65,0.0,8,20
20180916T15Z,724,1790,62,0.0,10,13
20180916T14Z,636,1603,66,0.0,9,16
20180916T13Z,621,1338,66,0.0,8,9
20180916T12Z,482,1282,65,0.0,10,0
20180916T11Z,348,1432,64,0.0,10,0
20180916T10Z,335,1404,64,0.0,9,0
20180916T09Z,335,1403,65,0.0,10,0
20180916T08Z,334,1442,66,0.0,10,0
20180916T07Z,360,1485,64,0.0,7,0
20180916T06Z,497,1447,65,0.0,9,0
20180916T05Z,623,1456,64,0.0,10,0
20180916T04Z,713,1532,65,0.0,9,0
20180916T03Z,766,1633,65,0.0,9,0
20180916T02Z,816,1782,64,0.0,10,0
20180916T01Z,816,1947,65,0.0,9,0
20180916T00Z,816,2040,67,0.0,9,0
20180915T23Z,813,2179,62,0.0,9,4
20180915T22Z,816,2244,65,0.0,10,10
20180915T21Z,816,2304,63,0.0,10,19
20180915T20Z,814,2353,65,0.0,10,19
20180915T19Z,813,2369,66,0.0,9,19
20180915T18Z,815,2499,62,0.0,8,18
20180915T17Z,815,2340,66,0.0,9,17
20180915T16Z,816,1986,64,0.0,10,21
20180915T15Z,792,1785,66,0.0,9,18
20180915T14Z,671,1619,65,0.0,9,17
20180915T13Z,632,1387,63,0.0,9,8
20180915T12Z,606,1219,65,0.0,7,1
20180915T11Z,460,1367,64,0.0,6,0
20180915T10Z,399,1370,66,0.0,8,0
20180915T09Z,400,1367,65,0.0,8,0
20180915T08Z,400,1405,63,0.0,7,0
20180915T07Z,420,1455,66,0.0,7,0
20180915T06Z,478,1499,63,0.0,10,0
20180915T05Z,626,1496,66,0.0,9,0
20180915T04Z,811,1514,65,0.0,10,0
20180915T03Z,816,1579,65,0.0,10,0
20180915T02Z,815,1786,64,0.0,9,0
20180915T01Z,816,1993,63,0.0,10,0
20180915T00Z,814,2081,66,0.0,10,1
20180914T23Z,812,2239,65,0.0,10,4
20180914T22Z,810,2373,64,0.0,10,12
20180914T21Z,811,2435,64,0.0,9,16
20180914T20Z,813,2394,65,0.0,9,18
20180914T19Z,814,2317,65,0.0,10,21
20180914T18Z,816,2182,65,0.0,10,22
20180914T17Z,814,2016,64,0.0,9,20
20180914T16Z,784,1849,63,0.0,9,19
20180914T15Z,687,1687,66,0.0,10,22
20180914T14Z,635,1492,65,0.0,8,17
20180914T13Z,632,1316,66,0.0,7,8
20180914T12Z,614,1233,63,0.0,8,1
20180914T11Z,465,1442,66,0.0,6,0
20180914T10Z,358,1373,65,0.0,7,0
20180914T09Z,351,1293,64,0.0,8,0
20180914T08Z,351,1295,65,0.0,8,0
20180914T07Z,408,1289,64,0.0,8,0
20180914T06Z,575,1194,65,0.0,10,0
20180914T05Z,649,1257,66,0.0,10,0
20180914T04Z,786,1312,63,0.0,9,0
20180914T03Z,809,1367,66,0.0,6,0
20180914T02Z,813,1593,65,0.0,4,0
20180914T01Z,813,1804,65,0.0,36,0
20180914T00Z,812,1927,65,0.0,3,0
20180913T23Z,811,2033,65,0.0,2,0
20180913T22Z,814,2179,63,0.0,3,3
20180913T21Z,813,2309,66,0.0,9,10
20180913T20Z,814,2324,65,0.0,8,15
20180913T19Z,813,2255,64,0.0,10,19
20180913T18Z,814,2151,67,0.0,9,19
20180913T17Z,813,1991,64,0.0,10,19
20180913T16Z,799,1807,66,0.0,8,16
20180913T15Z,760,1670,64,0.0,9,16
20180913T14Z,662,1566,64,0.0,8,12
20180913T13Z,631,1389,66,0.0,9,7
20180913T12Z,630,1272,64,0.0,9,1
20180913T11Z,527,1446,64,0.0,9,0
20180913T10Z,362,1434,66,0.0,9,0
20180913T09Z,330,1368,65,0.0,10,0
20180913T08Z,331,1373,64,0.0,9,0
20180913T07Z,435,1308,67,0.0,9,0
20180913T06Z,605,1238,63,0.0,9,0
20180913T05Z,700,1288,65,0.0,10,0
20180913T04Z,789,1389,67,0.0,10,0
20180913T03Z,814,1561,64,0.0,8,0
20180913T02Z,816,1815,65,0.0,10,0
20180913T01Z,815,2012,67,0.0,9,0
20180913T00Z,816,2016,64,0.0,9,0
20180912T23Z,816,2123,65,0.0,11,3
20180912T22Z,814,2244,64,0.0,9,12
20180912T21Z,815,2320,65,0.0,9,15
20180912T20Z,815,2295,66,0.0,9,19
20180912T19Z,816,2214,65,0.0,8,21
20180912T18Z,815,2113,65,0.0,8,18
20180912T17Z,813,1978,66,0.0,9,17
20180912T16Z,811,1915,63,0.0,9,16
20180912T15Z,785,1747,66,0.0,8,18
20180912T14Z,665,1632,66,0.0,9,11
20180912T13Z,630,1463,63,0.0,9,10
20180912T12Z,623,1358,66,0.0,10,1
20180912T11Z,512,1431,67,0.0,9,0
20180912T10Z,375,1401,63,0.0,9,0
20180912T09Z,350,1317,65,0.0,9,0
20180912T08Z,349,1312,66,0.0,9,0
20180912T07Z,351,1369,63,0.0,8,0
20180912T06Z,368,1427,67,0.0,9,0
20180912T05Z,522,1403,65,0.0,9,0
20180912T04Z,680,1445,63,0.0,8,0
20180912T03Z,807,1554,66,0.0,8,0
20180912T02Z,814,1791,66,0.0,8,0
20180912T01Z,812,2002,64,0.0,9,0
20180912T00Z,811,1871,65,0.0,9,0
20180911T23Z,808,1973,65,0.0,9,3
20180911T22Z,811,2087,64,0.0,7,9
20180911T21Z,814,2137,68,0.0,4,14
20180911T20Z,812,2133,63,0.0,8,9
20180911T19Z,811,2068,65,0.0,9,11
20180911T18Z,815,1957,66,0.0,8,18
20180911T17Z,815,1809,65,0.0,9,19
20180911T16Z,816,1804,64,0.0,8,15
20180911T15Z,816,1604,66,0.0,7,19
20180911T14Z,813,1396,64,6.0,8,5
20180911T13Z,735,1313,65,0.0,9,5
20180911T12Z,558,1393,66,0.0,8,0
20180911T11Z,405,1475,64,0.0,9,0
20180911T10Z,352,1336,66,0.0,9,0
20180911T09Z,351,1221,64,0.0,9,0
20180911T08Z,352,1212,66,0.0,8,0
20180911T07Z,351,1260,64,0.0,10,0
20180911T06Z,351,1329,66,0.0,9,0
20180911T05Z,437,1357,65,0.0,9,0
20180911T04Z,606,1358,65,0.0,10,0
20180911T03Z,769,1431,64,0.0,5,0
20180911T02Z,815,1616,66,0.0,5,0
20180911T01Z,816,1827,65,0.0,9,0
20180911T00Z,814,1973,64,0.0,10,0
20180910T23Z,814,1938,67,0.0,10,1
20180910T22Z,816,2039,63,0.0,9,9
20180910T21Z,816,2008,65,0.0,9,7
20180910T20Z,812,2113,66,9.0,9,9
20180910T19Z,816,2097,64,7.0,10,16
20180910T18Z,816,2040,65,0.0,10,19
20180910T17Z,815,1900,65,0.0,8,19
20180910T16Z,812,1845,65,0.0,8,17
20180910T15Z,815,1651,65,0.0,9,16
20180910T14Z,816,1435,66,0.0,8,18
20180910T13Z,717,1321,64,0.0,10,9
20180910T12Z,573,1327,66,0.0,9,0
20180910T11Z,475,1338,66,0.0,8,0
20180910T10Z,353,1282,64,0.0,10,0
20180910T09Z,343,1178,64,0.0,10,0
20180910T08Z,341,1161,65,0.0,9,0
20180910T07Z,340,1197,65,0.0,10,0
20180910T06Z,339,1271,66,0.0,9,0
20180910T05Z,384,1340,65,0.0,9,0
20180910T04Z,557,1330,64,0.0,10,0
20180910T03Z,750,1355,67,0.0,9,0
20180910T02Z,815,1506,64,0.0,8,0
20180910T01Z,817,1670,64,0.0,7,0
20180910T00Z,814,1756,66,0.0,8,1
20180909T23Z,814,1889,63,0.0,7,1
20180909T22Z,814,2030,67,0.0,8,2
20180909T21Z,815,2115,64,0.0,5,8
20180909T20Z,813,2129,64,0.0,6,9
20180909T19Z,815,2057,66,0.0,10,19
20180909T18Z,816,1963,65,0.0,10,18
20180909T17Z,816,1819,65,0.0,9,16
20180909T16Z,816,1624,64,0.0,9,15
20180909T15Z,809,1427,65,0.0,10,12
20180909T14Z,666,1336,63,0.0,10,13
20180909T13Z,467,1270,65,0.0,10,7
20180909T12Z,368,1162,64,0.0,9,0
20180909T11Z,365,1111,66,0.0,10,0
20180909T10Z,366,1069,65,0.0,9,0
20180909T09Z,360,1064,65,0.0,9,0
20180909T08Z,360,1093,65,0.0,10,0
20180909T07Z,358,1152,64,0.0,9,0
20180909T06Z,355,1232,65,0.0,10,0
20180909T05Z,357,1350,66,0.0,9,0
20180909T04Z,497,1351,65,0.0,9,0
20180909T03Z,647,1355,65,0.0,10,0
20180909T02Z,739,1417,66,0.0,10,0
20180909T01Z,775,1514,63,0.0,9,0
20180909T00Z,803,1523,66,0.0,10,0
20180908T23Z,817,1563,65,0.0,10,0
20180908T22Z,816,1672,64,0.0,9,1
20180908T21Z,817,1793,67,0.0,6,6
20180908T20Z,817,1898,64,0.0,5,13
20180908T19Z,815,1930,65,0.0,8,13
20180908T18Z,818,1948,64,0.0,10,14
20180908T17Z,815,1844,64,0.0,10,15
20180908T16Z,816,1671,67,0.0,9,16
20180908T15Z,812,1485,65,0.0,8,14
20180908T14Z,704,1371,63,0.0,10,19
20180908T13Z,534,1269,66,0.0,9,9
20180908T12Z,438,1184,65,0.0,10,0
20180908T11Z,350,1215,64,0.0,9,0
20180908T10Z,345,1162,66,0.0,9,0
20180908T09Z,341,1155,64,0.0,9,0
20180908T08Z,340,1181,64,0.0,10,0
20180908T07Z,340,1240,66,0.0,5,0
20180908T06Z,368,1303,63,0.0,8,0
20180908T05Z,535,1260,67,0.0,9,0
20180908T04Z,752,1245,63,0.0,9,0
20180908T03Z,849,1327,66,0.0,9,0
20180908T02Z,1019,1334,65,0.0,10,0
20180908T01Z,1134,1367,66,0.0,10,0
20180908T00Z,1203,1428,64,0.0,10,0
20180907T23Z,1220,1501,66,0.0,9,2
20180907T22Z,1286,1535,66,0.0,9,2
20180907T21Z,1259,1652,64,0.0,8,5
20180907T20Z,1208,1730,66,0.0,9,9
20180907T19Z,1209,1804,65,0.0,9,7
20180907T18Z,1227,1762,65,0.0,9,9
20180907T17Z,1200,1613,65,0.0,8,17
20180907T16Z,1174,1534,66,0.0,8,15
20180907T15Z,1065,1448,64,0.0,9,17
20180907T14Z,942,1358,66,0.0,8,17
20180907T13Z,853,1260,65,0.0,12,12
20180907T12Z,767,1206,64,0.0,11,2
20180907T11Z,604,1290,64,0.0,10,0
20180907T10Z,448,1272,65,0.0,11,0
20180907T09Z,434,1174,67,0.0,11,0
20180907T08Z,436,1166,63,0.0,11,0
20180907T07Z,434,1202,66,0.0,11,0
20180907T06Z,446,1274,66,0.0,10,0
20180907T05Z,520,1317,65,0.0,11,0
20180907T04Z,788,1241,64,0.0,12,0
20180907T03Z,986,1269,66,0.0,11,0
20180907T02Z,1132,1360,65,0.0,12,0
20180907T01Z,1177,1518,64,0.0,12,0
20180907T00Z,1114,1641,65,0.0,11,0
20180906T23Z,1024,1815,65,34.0,11,2
20180906T22Z,945,1917,66,97.0,10,11
20180906T21Z,888,1974,65,97.0,10,14
20180906T20Z,809,2057,67,31.0,11,13
20180906T19Z,790,2025,79,0.0,10,14
20180906T18Z,761,2127,66,0.0,11,13
20180906T17Z,808,2053,64,0.0,10,22
20180906T16Z,829,1870,66,0.0,11,18
20180906T15Z,1143,1400,65,0.0,11,16
20180906T14Z,1120,1286,64,0.0,10,19
20180906T13Z,1001,1194,66,0.0,11,9
20180906T12Z,835,1228,66,0.0,11,0
20180906T11Z,656,1321,65,0.0,8,0
20180906T10Z,527,1260,64,0.0,12,0
20180906T09Z,520,1149,67,0.0,13,0
20180906T08Z,522,1164,64,0.0,12,0
20180906T07Z,520,1232,65,0.0,11,0
20180906T06Z,529,1301,63,0.0,12,0
20180906T05Z,677,1268,67,0.0,12,0
20180906T04Z,919,1241,65,0.0,11,0
20180906T03Z,1131,1302,65,0.0,13,0
20180906T02Z,1260,1437,65,0.0,11,0
20180906T01Z,1286,1621,65,0.0,12,0
20180906T00Z,1283,1704,66,0.0,12,0
20180905T23Z,1277,1836,64,0.0,12,2
20180905T22Z,1286,1942,65,0.0,10,11
20180905T21Z,1284,2001,66,0.0,11,14
20180905T20Z,1284,1991,67,0.0,10,19
20180905T19Z,1285,1929,64,0.0,9,17
20180905T18Z,1276,1828,66,0.0,9,20
20180905T17Z,1206,1746,65,0.0,11,17
20180905T16Z,1148,1627,65,0.0,10,17
20180905T15Z,1095,1488,65,0.0,10,15
20180905T14Z,1024,1348,65,0.0,11,13
20180905T13Z,903,1275,64,0.0,10,4
20180905T12Z,812,1261,64,0.0,12,0
20180905T11Z,679,1316,66,0.0,10,0
20180905T10Z,544,1263,66,0.0,6,0
20180905T09Z,541,1149,64,0.0,4,0
20180905T08Z,540,1132,65,0.0,11,0
20180905T07Z,541,1187,67,0.0,12,0
20180905T06Z,542,1288,65,0.0,12,0
20180905T05Z,677,1290,65,0.0,12,0
20180905T04Z,888,1254,64,0.0,12,0
20180905T03Z,1074,1291,64,0.0,12,0
20180905T02Z,1203,1399,65,0.0,9,0
20180905T01Z,1201,1600,66,0.0,11,0
20180905T00Z,1225,1624,65,0.0,11,1
20180904T23Z,1283,1683,64,0.0,10,3
20180904T22Z,1285,1811,66,0.0,11,7
20180904T21Z,1284,1866,66,0.0,10,12
20180904T20Z,1284,1861,64,0.0,9,19
20180904T19Z,1285,1786,65,0.0,11,17
20180904T18Z,1284,1726,66,13.0,10,18
20180904T17Z,1283,1629,65,0.0,10,18
20180904T16Z,1281,1487,65,0.0,11,16
20180904T15Z,1154,1419,66,0.0,11,17
20180904T14Z,996,1363,64,0.0,11,20
20180904T13Z,855,1286,65,0.0,11,7
20180904T12Z,732,1267,65,0.0,11,2
20180904T11Z,573,1312,65,0.0,17,0
20180904T10Z,550,1126,65,0.0,20,0
20180904T09Z,549,1011,66,0.0,16,0
20180904T08Z,552,997,64,0.0,16,0
20180904T07Z,548,1023,65,0.0,15,0
20180904T06Z,550,1069,66,0.0,15,0
20180904T05Z,631,1084,62,0.0,17,0
20180904T04Z,858,1003,67,0.0,18,0
20180904T03Z,1039,996,64,0.0,17,0
20180904T02Z,1103,1115,65,0.0,18,0
