,hydro
20190710T03Z,513
20190710T02Z,541
20190710T01Z,493
20190710T00Z,429
20190709T23Z,520
20190709T22Z,492
20190709T21Z,483
20190709T20Z,494
20190709T19Z,451
20190709T18Z,424
20190709T17Z,445
20190709T16Z,444
20190709T15Z,405
20190709T14Z,235
20190709T13Z,182
20190709T12Z,180
20190709T11Z,182
20190709T10Z,238
20190709T09Z,179
20190709T08Z,179
20190709T07Z,309
20190709T06Z,491
20190709T05Z,541
20190709T04Z,577
20190709T03Z,570
20190709T02Z,554
20190709T01Z,479
20190709T00Z,476
20190708T23Z,478
20190708T22Z,461
20190708T21Z,412
20190708T20Z,407
20190708T19Z,373
20190708T18Z,379
20190708T17Z,371
20190708T16Z,445
20190708T15Z,359
20190708T14Z,299
20190708T13Z,222
20190708T12Z,267
20190708T11Z,286
20190708T10Z,211
20190708T09Z,238
20190708T08Z,238
20190708T07Z,343
20190708T06Z,439
20190708T05Z,535
20190708T04Z,509
20190708T03Z,524
20190708T02Z,471
20190708T01Z,320
20190708T00Z,322
20190707T23Z,357
20190707T22Z,403
20190707T21Z,426
20190707T20Z,447
20190707T19Z,527
20190707T18Z,457
20190707T17Z,255
20190707T16Z,252
20190707T15Z,181
20190707T14Z,153
20190707T13Z,190
20190707T12Z,185
20190707T11Z,232
20190707T10Z,324
20190707T09Z,367
20190707T08Z,367
20190707T07Z,411
20190707T06Z,385
20190707T05Z,407
20190707T04Z,431
20190707T03Z,446
20190707T02Z,509
20190707T01Z,529
20190707T00Z,531
20190706T23Z,531
20190706T22Z,499
20190706T21Z,413
20190706T20Z,373
20190706T19Z,405
20190706T18Z,334
20190706T17Z,287
20190706T16Z,297
20190706T15Z,404
20190706T14Z,296
20190706T13Z,156
20190706T12Z,143
20190706T11Z,179
20190706T10Z,345
20190706T09Z,465
20190706T08Z,465
20190706T07Z,313
20190706T06Z,412
20190706T05Z,410
20190706T04Z,462
20190706T03Z,491
20190706T02Z,437
20190706T01Z,418
20190706T00Z,434
20190705T23Z,482
20190705T22Z,485
20190705T21Z,475
20190705T20Z,456
20190705T19Z,436
20190705T18Z,423
20190705T17Z,403
20190705T16Z,350
20190705T15Z,304
20190705T14Z,179
20190705T13Z,161
20190705T12Z,152
20190705T11Z,158
20190705T10Z,160
20190705T09Z,207
20190705T08Z,207
20190705T07Z,457
20190705T06Z,514
20190705T05Z,511
20190705T04Z,498
20190705T03Z,455
20190705T02Z,408
20190705T01Z,447
20190705T00Z,431
20190704T23Z,438
20190704T22Z,450
20190704T21Z,472
20190704T20Z,387
20190704T19Z,450
20190704T18Z,391
20190704T17Z,408
20190704T16Z,315
20190704T15Z,351
20190704T14Z,277
20190704T13Z,240
20190704T12Z,145
20190704T11Z,162
20190704T10Z,216
20190704T09Z,227
20190704T08Z,227
20190704T07Z,365
20190704T06Z,443
20190704T05Z,464
20190704T04Z,541
20190704T03Z,591
20190704T02Z,601
20190704T01Z,588
20190704T00Z,595
20190703T23Z,582
20190703T22Z,619
20190703T21Z,618
20190703T20Z,610
20190703T19Z,457
20190703T18Z,405
20190703T17Z,359
20190703T16Z,315
20190703T15Z,315
20190703T14Z,233
20190703T13Z,194
20190703T12Z,210
20190703T11Z,213
20190703T10Z,223
20190703T09Z,241
20190703T08Z,241
20190703T07Z,432
20190703T06Z,535
20190703T05Z,564
20190703T04Z,540
20190703T03Z,559
20190703T02Z,546
20190703T01Z,570
20190703T00Z,514
20190702T23Z,577
20190702T22Z,564
20190702T21Z,594
20190702T20Z,580
20190702T19Z,559
20190702T18Z,537
20190702T17Z,372
20190702T16Z,358
20190702T15Z,191
20190702T14Z,147
20190702T13Z,246
20190702T12Z,196
20190702T11Z,232
20190702T10Z,300
20190702T09Z,380
20190702T08Z,380
20190702T07Z,502
20190702T06Z,469
20190702T05Z,502
20190702T04Z,576
20190702T03Z,576
20190702T02Z,583
20190702T01Z,621
20190702T00Z,632
20190701T23Z,608
20190701T22Z,548
20190701T21Z,526
20190701T20Z,501
20190701T19Z,423
20190701T18Z,411
20190701T17Z,402
20190701T16Z,331
20190701T15Z,379
20190701T14Z,457
20190701T13Z,404
20190701T12Z,399
20190701T11Z,453
20190701T10Z,568
20190701T09Z,594
20190701T08Z,594
20190701T07Z,551
20190701T06Z,558
20190701T05Z,578
20190701T04Z,574
20190701T03Z,499
20190701T02Z,444
20190701T01Z,406
20190701T00Z,405
20190630T23Z,409
20190630T22Z,376
20190630T21Z,378
20190630T20Z,414
20190630T19Z,406
20190630T18Z,390
20190630T17Z,458
20190630T16Z,495
20190630T15Z,473
20190630T14Z,502
20190630T13Z,528
20190630T12Z,478
20190630T11Z,472
20190630T10Z,414
20190630T09Z,316
20190630T08Z,316
20190630T07Z,505
20190630T06Z,548
20190630T05Z,561
20190630T04Z,618
20190630T03Z,621
20190630T02Z,601
20190630T01Z,601
20190630T00Z,548
20190629T23Z,522
20190629T22Z,445
20190629T21Z,442
20190629T20Z,427
20190629T19Z,485
20190629T18Z,512
20190629T17Z,463
20190629T16Z,460
20190629T15Z,401
20190629T14Z,376
20190629T13Z,266
20190629T12Z,275
20190629T11Z,329
20190629T10Z,375
20190629T09Z,410
20190629T08Z,396
20190629T07Z,469
20190629T06Z,582
20190629T05Z,585
20190629T04Z,587
20190629T03Z,569
20190629T02Z,576
20190629T01Z,556
20190629T00Z,587
20190628T23Z,595
20190628T22Z,593
20190628T21Z,598
20190628T20Z,578
20190628T19Z,574
20190628T18Z,527
20190628T17Z,545
20190628T16Z,472
20190628T15Z,494
20190628T14Z,424
20190628T13Z,457
20190628T12Z,366
20190628T11Z,373
20190628T10Z,384
20190628T09Z,392
20190628T08Z,392
20190628T07Z,492
20190628T06Z,529
20190628T05Z,527
20190628T04Z,483
20190628T03Z,447
20190628T02Z,450
20190628T01Z,505
20190628T00Z,514
20190627T23Z,490
20190627T22Z,554
20190627T21Z,535
20190627T20Z,569
20190627T19Z,532
20190627T18Z,513
20190627T17Z,531
20190627T16Z,453
20190627T15Z,456
20190627T14Z,307
20190627T13Z,325
20190627T12Z,340
20190627T11Z,317
20190627T10Z,375
20190627T09Z,417
20190627T08Z,417
20190627T07Z,486
20190627T06Z,585
20190627T05Z,590
20190627T04Z,600
20190627T03Z,601
20190627T02Z,622
20190627T01Z,596
20190627T00Z,566
20190626T23Z,602
20190626T22Z,572
20190626T21Z,508
20190626T20Z,438
20190626T19Z,438
20190626T18Z,401
20190626T17Z,473
20190626T16Z,473
20190626T15Z,495
20190626T14Z,420
20190626T13Z,393
20190626T12Z,419
20190626T11Z,607
20190626T10Z,606
20190626T09Z,592
20190626T08Z,592
20190626T07Z,576
20190626T06Z,615
20190626T05Z,616
20190626T04Z,627
20190626T03Z,631
20190626T02Z,625
20190626T01Z,608
20190626T00Z,568
20190625T23Z,564
20190625T22Z,617
20190625T21Z,578
20190625T20Z,536
20190625T19Z,465
20190625T18Z,531
20190625T17Z,503
20190625T16Z,502
20190625T15Z,546
20190625T14Z,415
20190625T13Z,359
20190625T12Z,503
20190625T11Z,539
20190625T10Z,363
20190625T09Z,381
20190625T08Z,381
20190625T07Z,459
20190625T06Z,601
20190625T05Z,623
20190625T04Z,612
20190625T03Z,592
20190625T02Z,594
20190625T01Z,588
20190625T00Z,532
20190624T23Z,517
20190624T22Z,510
20190624T21Z,509
20190624T20Z,497
20190624T19Z,556
20190624T18Z,563
20190624T17Z,536
20190624T16Z,567
20190624T15Z,474
20190624T14Z,322
20190624T13Z,322
20190624T12Z,439
20190624T11Z,532
20190624T10Z,500
20190624T09Z,434
20190624T08Z,434
20190624T07Z,372
20190624T06Z,428
20190624T05Z,405
20190624T04Z,382
20190624T03Z,352
20190624T02Z,331
20190624T01Z,287
20190624T00Z,344
20190623T23Z,337
20190623T22Z,420
20190623T21Z,458
20190623T20Z,395
20190623T19Z,377
20190623T18Z,369
20190623T17Z,274
20190623T16Z,308
20190623T15Z,309
20190623T14Z,345
20190623T13Z,346
20190623T12Z,331
20190623T11Z,360
20190623T10Z,293
20190623T09Z,263
20190623T08Z,263
20190623T07Z,238
20190623T06Z,243
20190623T05Z,366
20190623T04Z,380
20190623T03Z,320
20190623T02Z,298
20190623T01Z,387
20190623T00Z,451
20190622T23Z,440
20190622T22Z,469
20190622T21Z,508
20190622T20Z,511
20190622T19Z,507
20190622T18Z,417
20190622T17Z,444
20190622T16Z,435
20190622T15Z,395
20190622T14Z,415
20190622T13Z,275
20190622T12Z,261
20190622T11Z,274
20190622T10Z,254
20190622T09Z,250
20190622T08Z,220
20190622T07Z,368
20190622T06Z,526
20190622T05Z,536
20190622T04Z,615
20190622T03Z,630
20190622T02Z,598
20190622T01Z,594
20190622T00Z,672
20190621T23Z,685
20190621T22Z,678
20190621T21Z,664
20190621T20Z,678
20190621T19Z,656
20190621T18Z,472
20190621T17Z,421
20190621T16Z,459
20190621T15Z,517
20190621T14Z,531
20190621T13Z,391
20190621T12Z,340
20190621T11Z,368
20190621T10Z,381
20190621T09Z,383
20190621T08Z,383
20190621T07Z,526
20190621T06Z,682
20190621T05Z,685
20190621T04Z,701
20190621T03Z,679
20190621T02Z,674
20190621T01Z,628
20190621T00Z,661
20190620T23Z,636
20190620T22Z,606
20190620T21Z,629
20190620T20Z,656
20190620T19Z,655
20190620T18Z,586
20190620T17Z,586
20190620T16Z,581
20190620T15Z,665
20190620T14Z,643
20190620T13Z,557
20190620T12Z,444
20190620T11Z,455
20190620T10Z,461
20190620T09Z,400
20190620T08Z,400
20190620T07Z,430
20190620T06Z,620
20190620T05Z,609
20190620T04Z,605
20190620T03Z,587
20190620T02Z,523
20190620T01Z,536
20190620T00Z,541
20190619T23Z,570
20190619T22Z,604
20190619T21Z,596
20190619T20Z,574
20190619T19Z,540
20190619T18Z,556
20190619T17Z,550
20190619T16Z,538
20190619T15Z,626
20190619T14Z,442
20190619T13Z,405
20190619T12Z,374
20190619T11Z,334
20190619T10Z,285
20190619T09Z,314
20190619T08Z,314
20190619T07Z,487
20190619T06Z,556
20190619T05Z,546
20190619T04Z,598
20190619T03Z,454
20190619T02Z,372
20190619T01Z,329
20190619T00Z,412
20190618T23Z,411
20190618T22Z,519
20190618T21Z,497
20190618T20Z,576
20190618T19Z,538
20190618T18Z,521
20190618T17Z,546
20190618T16Z,526
20190618T15Z,514
20190618T14Z,328
20190618T13Z,340
20190618T12Z,309
20190618T11Z,347
20190618T10Z,298
20190618T09Z,363
20190618T08Z,363
20190618T07Z,532
20190618T06Z,582
20190618T05Z,589
20190618T04Z,585
20190618T03Z,607
20190618T02Z,577
20190618T01Z,554
20190618T00Z,550
20190617T23Z,546
20190617T22Z,522
20190617T21Z,455
20190617T20Z,479
20190617T19Z,505
20190617T18Z,580
20190617T17Z,631
20190617T16Z,576
20190617T15Z,570
20190617T14Z,373
20190617T13Z,411
20190617T12Z,219
20190617T11Z,261
20190617T10Z,214
20190617T09Z,180
20190617T08Z,180
20190617T07Z,96
20190617T06Z,149
20190617T05Z,164
20190617T04Z,256
20190617T03Z,247
20190617T02Z,255
20190617T01Z,249
20190617T00Z,327
20190616T23Z,287
20190616T22Z,410
20190616T21Z,410
20190616T20Z,442
20190616T19Z,509
20190616T18Z,499
20190616T17Z,468
20190616T16Z,500
20190616T15Z,446
20190616T14Z,361
20190616T13Z,325
20190616T12Z,322
20190616T11Z,287
20190616T10Z,281
20190616T09Z,279
20190616T08Z,279
20190616T07Z,338
20190616T06Z,470
20190616T05Z,570
20190616T04Z,610
20190616T03Z,589
20190616T02Z,582
20190616T01Z,574
20190616T00Z,584
20190615T23Z,628
20190615T22Z,617
20190615T21Z,648
20190615T20Z,624
20190615T19Z,594
20190615T18Z,577
20190615T17Z,498
20190615T16Z,477
20190615T15Z,410
20190615T14Z,303
20190615T13Z,281
20190615T12Z,242
20190615T11Z,193
20190615T10Z,177
20190615T09Z,241
20190615T08Z,241
20190615T07Z,431
20190615T06Z,662
20190615T05Z,679
20190615T04Z,675
20190615T03Z,655
20190615T02Z,544
20190615T01Z,557
20190615T00Z,506
20190614T23Z,459
20190614T22Z,442
20190614T21Z,441
20190614T20Z,500
20190614T19Z,517
20190614T18Z,518
20190614T17Z,583
20190614T16Z,520
20190614T15Z,484
20190614T14Z,220
20190614T13Z,341
20190614T12Z,358
20190614T11Z,297
20190614T10Z,321
20190614T09Z,306
20190614T08Z,306
20190614T07Z,533
20190614T06Z,663
20190614T05Z,658
20190614T04Z,688
20190614T03Z,638
20190614T02Z,666
20190614T01Z,669
20190614T00Z,577
20190613T23Z,577
20190613T22Z,593
20190613T21Z,601
20190613T20Z,687
20190613T19Z,651
20190613T18Z,637
20190613T17Z,616
20190613T16Z,634
20190613T15Z,535
20190613T14Z,452
20190613T13Z,426
20190613T12Z,454
20190613T11Z,442
20190613T10Z,533
20190613T09Z,602
20190613T08Z,602
20190613T07Z,545
20190613T06Z,662
20190613T05Z,691
20190613T04Z,692
20190613T03Z,666
20190613T02Z,646
20190613T01Z,671
20190613T00Z,679
20190612T23Z,675
20190612T22Z,672
20190612T21Z,603
20190612T20Z,645
20190612T19Z,549
20190612T18Z,527
20190612T17Z,547
20190612T16Z,577
20190612T15Z,632
20190612T14Z,492
20190612T13Z,549
20190612T12Z,557
20190612T11Z,582
20190612T10Z,617
20190612T09Z,595
20190612T08Z,595
20190612T07Z,611
20190612T06Z,625
20190612T05Z,690
20190612T04Z,665
20190612T03Z,667
20190612T02Z,682
20190612T01Z,673
20190612T00Z,651
20190611T23Z,699
20190611T22Z,680
20190611T21Z,648
20190611T20Z,563
20190611T19Z,582
20190611T18Z,512
20190611T17Z,571
20190611T16Z,499
20190611T15Z,524
20190611T14Z,464
20190611T13Z,464
20190611T12Z,540
20190611T11Z,548
20190611T10Z,549
20190611T09Z,580
20190611T08Z,580
20190611T07Z,523
20190611T06Z,700
20190611T05Z,706
20190611T04Z,715
20190611T03Z,713
20190611T02Z,659
20190611T01Z,608
20190611T00Z,558
20190610T23Z,489
20190610T22Z,564
20190610T21Z,606
20190610T20Z,649
20190610T19Z,660
20190610T18Z,695
20190610T17Z,690
20190610T16Z,629
20190610T15Z,600
20190610T14Z,505
20190610T13Z,444
20190610T12Z,433
20190610T11Z,435
20190610T10Z,511
20190610T09Z,542
20190610T08Z,542
20190610T07Z,577
20190610T06Z,625
20190610T05Z,672
20190610T04Z,655
20190610T03Z,656
20190610T02Z,594
20190610T01Z,508
20190610T00Z,485
20190609T23Z,524
20190609T22Z,539
20190609T21Z,575
20190609T20Z,559
20190609T19Z,540
20190609T18Z,422
20190609T17Z,351
20190609T16Z,392
20190609T15Z,505
20190609T14Z,380
20190609T13Z,458
20190609T12Z,462
20190609T11Z,537
20190609T10Z,542
20190609T09Z,431
20190609T08Z,431
20190609T07Z,492
20190609T06Z,650
20190609T05Z,625
20190609T04Z,633
20190609T03Z,666
20190609T02Z,618
20190609T01Z,616
20190609T00Z,639
20190608T23Z,645
20190608T22Z,665
20190608T21Z,684
20190608T20Z,475
20190608T19Z,531
20190608T18Z,548
20190608T17Z,560
20190608T16Z,551
20190608T15Z,613
20190608T14Z,407
20190608T13Z,290
20190608T12Z,221
20190608T11Z,267
20190608T10Z,325
20190608T09Z,319
20190608T08Z,319
20190608T07Z,405
20190608T06Z,601
20190608T05Z,615
20190608T04Z,514
20190608T03Z,498
20190608T02Z,460
20190608T01Z,463
20190608T00Z,463
20190607T23Z,411
20190607T22Z,436
20190607T21Z,436
20190607T20Z,491
20190607T19Z,536
20190607T18Z,533
20190607T17Z,538
20190607T16Z,517
20190607T15Z,560
20190607T14Z,393
20190607T13Z,403
20190607T12Z,320
20190607T11Z,319
20190607T10Z,335
20190607T09Z,408
20190607T08Z,408
20190607T07Z,522
20190607T06Z,607
20190607T05Z,612
20190607T04Z,576
20190607T03Z,627
20190607T02Z,647
20190607T01Z,646
20190607T00Z,664
20190606T23Z,637
20190606T22Z,694
20190606T21Z,673
20190606T20Z,583
20190606T19Z,556
20190606T18Z,566
20190606T17Z,565
20190606T16Z,604
20190606T15Z,627
20190606T14Z,571
20190606T13Z,563
20190606T12Z,578
20190606T11Z,598
20190606T10Z,615
20190606T09Z,646
20190606T08Z,646
20190606T07Z,628
20190606T06Z,656
20190606T05Z,678
20190606T04Z,643
20190606T03Z,600
20190606T02Z,548
20190606T01Z,531
20190606T00Z,545
20190605T23Z,547
20190605T22Z,559
20190605T21Z,633
20190605T20Z,625
20190605T19Z,629
20190605T18Z,641
20190605T17Z,650
20190605T16Z,656
20190605T15Z,667
20190605T14Z,616
20190605T13Z,610
20190605T12Z,477
20190605T11Z,390
20190605T10Z,349
20190605T09Z,451
20190605T08Z,451
20190605T07Z,415
20190605T06Z,520
20190605T05Z,620
20190605T04Z,576
20190605T03Z,573
20190605T02Z,577
20190605T01Z,528
20190605T00Z,517
20190604T23Z,530
20190604T22Z,541
20190604T21Z,523
20190604T20Z,517
20190604T19Z,529
20190604T18Z,576
20190604T17Z,560
20190604T16Z,584
20190604T15Z,497
20190604T14Z,465
20190604T13Z,464
20190604T12Z,493
20190604T11Z,477
20190604T10Z,458
20190604T09Z,482
20190604T08Z,482
20190604T07Z,578
20190604T06Z,595
20190604T05Z,600
20190604T04Z,644
20190604T03Z,646
20190604T02Z,640
20190604T01Z,541
20190604T00Z,492
20190603T23Z,537
20190603T22Z,570
20190603T21Z,474
20190603T20Z,482
20190603T19Z,529
20190603T18Z,628
20190603T17Z,574
20190603T16Z,530
20190603T15Z,534
20190603T14Z,319
20190603T13Z,316
20190603T12Z,453
20190603T11Z,484
20190603T10Z,486
20190603T09Z,490
20190603T08Z,490
20190603T07Z,479
20190603T06Z,574
20190603T05Z,665
20190603T04Z,690
20190603T03Z,690
20190603T02Z,676
20190603T01Z,620
20190603T00Z,570
20190602T23Z,533
20190602T22Z,561
20190602T21Z,635
20190602T20Z,619
20190602T19Z,622
20190602T18Z,454
20190602T17Z,409
20190602T16Z,390
20190602T15Z,447
20190602T14Z,493
20190602T13Z,491
20190602T12Z,482
20190602T11Z,469
20190602T10Z,475
20190602T09Z,482
20190602T08Z,482
20190602T07Z,692
20190602T06Z,691
20190602T05Z,703
20190602T04Z,706
20190602T03Z,724
20190602T02Z,724
20190602T01Z,713
20190602T00Z,629
20190601T23Z,565
20190601T22Z,527
20190601T21Z,416
20190601T20Z,314
20190601T19Z,256
20190601T18Z,250
20190601T17Z,238
20190601T16Z,282
20190601T15Z,427
20190601T14Z,436
20190601T13Z,498
20190601T12Z,634
20190601T11Z,626
20190601T10Z,662
20190601T09Z,676
20190601T08Z,676
20190601T07Z,682
20190601T06Z,696
20190601T05Z,696
20190601T04Z,704
20190601T03Z,696
20190601T02Z,695
20190601T01Z,703
20190601T00Z,707
20190531T23Z,712
20190531T22Z,690
20190531T21Z,657
20190531T20Z,699
20190531T19Z,704
20190531T18Z,706
20190531T17Z,709
20190531T16Z,691
20190531T15Z,684
20190531T14Z,710
20190531T13Z,707
20190531T12Z,707
20190531T11Z,714
20190531T10Z,711
20190531T09Z,703
20190531T08Z,645
20190530T07Z,710
20190530T06Z,702
20190530T05Z,708
20190530T04Z,715
20190530T03Z,708
20190530T02Z,706
20190530T01Z,702
20190530T00Z,661
20190529T23Z,644
20190529T22Z,547
20190529T21Z,481
20190529T20Z,477
20190529T19Z,468
20190529T18Z,436
20190529T17Z,494
20190529T16Z,547
20190529T15Z,588
20190529T14Z,646
20190529T13Z,641
20190529T12Z,629
20190529T11Z,650
20190529T10Z,668
20190529T09Z,665
20190529T08Z,665
20190529T07Z,653
20190529T06Z,675
20190529T05Z,668
20190529T04Z,697
20190529T03Z,636
20190529T02Z,591
20190529T01Z,567
20190529T00Z,565
20190528T23Z,613
20190528T22Z,636
20190528T21Z,648
20190528T20Z,623
20190528T19Z,634
20190528T18Z,617
20190528T17Z,599
20190528T16Z,587
20190528T15Z,602
20190528T14Z,600
20190528T13Z,508
20190528T12Z,530
20190528T11Z,546
20190528T10Z,546
20190528T09Z,553
20190528T08Z,553
20190528T07Z,568
20190528T06Z,631
20190528T05Z,702
20190528T04Z,718
20190528T03Z,721
20190528T02Z,714
20190528T01Z,659
20190528T00Z,527
20190527T23Z,617
20190527T22Z,613
20190527T21Z,583
20190527T20Z,668
20190527T19Z,660
20190527T18Z,657
20190527T17Z,585
20190527T16Z,566
20190527T15Z,657
20190527T14Z,644
20190527T13Z,591
20190527T12Z,597
20190527T11Z,637
20190527T10Z,633
20190527T09Z,631
20190527T08Z,631
20190527T07Z,629
20190527T06Z,628
20190527T05Z,694
20190527T04Z,675
20190527T03Z,684
20190527T02Z,652
20190527T01Z,594
20190527T00Z,525
20190526T23Z,535
20190526T22Z,645
20190526T21Z,625
20190526T20Z,603
20190526T19Z,649
20190526T18Z,616
20190526T17Z,563
20190526T16Z,538
20190526T15Z,567
20190526T14Z,628
20190526T13Z,650
20190526T12Z,607
20190526T11Z,328
20190526T10Z,589
20190526T09Z,609
20190526T08Z,609
20190526T07Z,602
20190526T06Z,605
20190526T05Z,664
20190526T04Z,666
20190526T03Z,679
20190526T02Z,599
20190526T01Z,606
20190526T00Z,543
20190525T23Z,457
20190525T22Z,485
20190525T21Z,578
20190525T20Z,549
20190525T19Z,612
20190525T18Z,568
20190525T17Z,585
20190525T16Z,484
20190525T15Z,510
20190525T14Z,582
20190525T13Z,632
20190525T12Z,558
20190525T11Z,517
20190525T10Z,559
20190525T09Z,524
20190525T08Z,545
20190525T07Z,628
20190525T06Z,644
20190525T05Z,657
20190525T04Z,615
20190525T03Z,617
20190525T02Z,594
20190525T01Z,526
20190525T00Z,444
20190524T23Z,428
20190524T22Z,547
20190524T21Z,545
20190524T20Z,590
20190524T19Z,582
20190524T18Z,630
20190524T17Z,614
20190524T16Z,596
20190524T15Z,568
20190524T14Z,537
20190524T13Z,586
20190524T12Z,522
20190524T11Z,481
20190524T10Z,549
20190524T09Z,589
20190524T08Z,646
20190524T07Z,658
20190524T06Z,680
20190524T05Z,676
20190524T04Z,625
20190524T03Z,622
20190524T02Z,584
20190524T01Z,578
20190524T00Z,551
20190523T23Z,559
20190523T22Z,543
20190523T21Z,555
20190523T20Z,567
20190523T19Z,587
20190523T18Z,601
20190523T17Z,605
20190523T16Z,608
20190523T15Z,594
20190523T14Z,587
20190523T13Z,613
20190523T12Z,599
20190523T11Z,614
20190523T10Z,620
20190523T09Z,616
20190523T08Z,616
20190523T07Z,637
20190523T06Z,637
20190523T05Z,627
20190523T04Z,631
20190523T03Z,603
20190523T02Z,590
20190523T01Z,552
20190523T00Z,544
20190522T23Z,538
20190522T22Z,573
20190522T21Z,574
20190522T20Z,566
20190522T19Z,563
20190522T18Z,567
20190522T17Z,597
20190522T16Z,601
20190522T15Z,618
20190522T14Z,631
20190522T13Z,634
20190522T12Z,636
20190522T11Z,636
20190522T10Z,633
20190522T09Z,624
20190522T08Z,624
20190522T07Z,624
20190522T06Z,644
20190522T05Z,635
20190522T04Z,646
20190522T03Z,641
20190522T02Z,626
20190522T01Z,622
20190522T00Z,626
20190521T23Z,607
20190521T22Z,622
20190521T21Z,640
20190521T20Z,627
20190521T19Z,637
20190521T18Z,616
20190521T17Z,591
20190521T16Z,610
20190521T15Z,601
20190521T14Z,616
20190521T13Z,616
20190521T12Z,619
20190521T11Z,617
20190521T10Z,615
20190521T09Z,578
20190521T08Z,578
20190521T07Z,609
20190521T06Z,604
20190521T05Z,603
20190521T04Z,603
20190521T03Z,601
20190521T02Z,541
20190521T01Z,467
20190521T00Z,477
20190520T23Z,536
20190520T22Z,602
20190520T21Z,601
20190520T20Z,643
20190520T19Z,645
20190520T18Z,615
20190520T17Z,608
20190520T16Z,607
20190520T15Z,608
20190520T14Z,618
20190520T13Z,614
20190520T12Z,588
20190520T11Z,571
20190520T10Z,576
20190520T09Z,574
20190520T08Z,574
20190520T07Z,567
20190520T06Z,577
20190520T05Z,583
20190520T04Z,589
20190520T03Z,579
20190520T02Z,596
20190520T01Z,575
20190520T00Z,571
20190519T23Z,594
20190519T22Z,556
20190519T21Z,514
20190519T20Z,533
20190519T19Z,545
20190519T18Z,576
20190519T17Z,575
20190519T16Z,584
20190519T15Z,611
20190519T14Z,600
20190519T13Z,603
20190519T12Z,639
20190519T11Z,594
20190519T10Z,607
20190519T09Z,613
20190519T08Z,613
20190519T07Z,627
20190519T06Z,583
20190519T05Z,578
20190519T04Z,559
20190519T03Z,583
20190519T02Z,605
20190519T01Z,561
20190519T00Z,610
20190518T23Z,605
20190518T22Z,609
20190518T21Z,609
20190518T20Z,603
20190518T19Z,607
20190518T18Z,517
20190518T17Z,532
20190518T16Z,532
20190518T15Z,599
20190518T14Z,634
20190518T13Z,627
20190518T12Z,593
20190518T11Z,570
20190518T10Z,580
20190518T09Z,576
20190518T08Z,576
20190518T07Z,621
20190518T06Z,626
20190518T05Z,625
20190518T04Z,608
20190518T03Z,495
20190518T02Z,395
20190518T01Z,403
20190518T00Z,420
20190517T23Z,447
20190517T22Z,452
20190517T21Z,503
20190517T20Z,494
20190517T19Z,573
20190517T18Z,557
20190517T17Z,530
20190517T16Z,568
20190517T15Z,594
20190517T14Z,586
20190517T13Z,577
20190517T12Z,578
20190517T11Z,584
20190517T10Z,592
20190517T09Z,579
20190517T08Z,579
20190517T07Z,589
20190517T06Z,597
20190517T05Z,590
20190517T04Z,618
20190517T03Z,624
20190517T02Z,616
20190517T01Z,588
20190517T00Z,547
20190516T23Z,547
20190516T22Z,574
20190516T21Z,598
20190516T20Z,594
20190516T19Z,606
20190516T18Z,627
20190516T17Z,616
20190516T16Z,624
20190516T15Z,626
20190516T14Z,614
20190516T13Z,603
20190516T12Z,593
20190516T11Z,590
20190516T10Z,593
20190516T09Z,601
20190516T08Z,601
20190516T07Z,633
20190516T06Z,633
20190516T05Z,635
20190516T04Z,643
20190516T03Z,649
20190516T02Z,640
20190516T01Z,639
20190516T00Z,620
20190515T23Z,649
20190515T22Z,640
20190515T21Z,631
20190515T20Z,640
20190515T19Z,631
20190515T18Z,619
20190515T17Z,625
20190515T16Z,637
20190515T15Z,644
20190515T14Z,640
20190515T13Z,623
20190515T12Z,614
20190515T11Z,614
20190515T10Z,612
20190515T09Z,587
20190515T08Z,587
20190515T07Z,594
20190515T06Z,587
20190515T05Z,615
20190515T04Z,634
20190515T03Z,639
20190515T02Z,600
20190515T01Z,608
20190515T00Z,605
20190514T23Z,637
20190514T22Z,640
20190514T21Z,620
20190514T20Z,583
20190514T19Z,607
20190514T18Z,632
20190514T17Z,626
20190514T16Z,613
20190514T15Z,620
20190514T14Z,646
20190514T13Z,644
20190514T12Z,638
20190514T11Z,612
20190514T10Z,598
20190514T09Z,583
20190514T08Z,583
20190514T07Z,621
20190514T06Z,629
20190514T05Z,627
20190514T04Z,637
20190514T03Z,642
20190514T02Z,639
20190514T01Z,642
20190514T00Z,637
20190513T23Z,621
20190513T22Z,588
20190513T21Z,573
20190513T20Z,569
20190513T19Z,609
20190513T18Z,594
20190513T17Z,567
20190513T16Z,565
20190513T15Z,620
20190513T14Z,613
20190513T13Z,599
20190513T12Z,470
20190513T11Z,373
20190513T10Z,382
20190513T09Z,376
20190513T08Z,376
20190513T07Z,520
20190513T06Z,598
20190513T05Z,604
20190513T04Z,627
20190513T03Z,614
20190513T02Z,621
20190513T01Z,621
20190513T00Z,627
20190512T23Z,548
20190512T22Z,594
20190512T21Z,553
20190512T20Z,497
20190512T19Z,510
20190512T18Z,504
20190512T17Z,505
20190512T16Z,503
20190512T15Z,532
20190512T14Z,560
20190512T13Z,525
20190512T12Z,517
20190512T11Z,476
20190512T10Z,527
20190512T09Z,558
20190512T08Z,558
20190512T07Z,600
20190512T06Z,634
20190512T05Z,617
20190512T04Z,623
20190512T03Z,620
20190512T02Z,568
20190512T01Z,551
20190512T00Z,556
20190511T23Z,549
20190511T22Z,568
20190511T21Z,515
