,coal,natural gas,nuclear,other,solar,hydro
20190216T08Z,546,2476,7351,26.0,-1,-1802
20190216T07Z,563,2479,7355,26.0,-1,-1817
20190216T06Z,638,2591,7357,26.0,0,-1703
20190216T05Z,637,2683,7349,26.0,0,-1297
20190216T04Z,635,2810,7353,26.0,-1,-564
20190216T03Z,637,2839,7350,26.0,0,91
20190216T02Z,661,2904,7357,26.0,-1,451
20190216T01Z,708,2945,7352,26.0,0,660
20190216T00Z,709,2988,7354,26.0,-1,977
20190215T23Z,696,2817,7348,26.0,7,280
20190215T22Z,642,2658,7347,26.0,80,-103
20190215T21Z,623,2647,7350,26.0,153,-581
20190215T20Z,508,2634,7352,26.0,203,-760
20190215T19Z,511,2667,7350,26.0,251,-825
20190215T18Z,548,2673,7355,26.0,281,-773
20190215T17Z,544,2670,7355,26.0,302,-326
20190215T16Z,545,2688,7357,26.0,276,275
20190215T15Z,622,2907,7359,26.0,199,499
20190215T14Z,708,3035,7363,26.0,136,1377
20190215T13Z,748,3053,7361,26.0,80,2347
20190215T12Z,695,3017,7367,26.0,18,2020
20190215T11Z,657,2721,7365,26.0,-1,342
20190215T10Z,588,2660,7361,26.0,0,-514
20190215T09Z,549,2680,7365,26.0,0,-743
20190215T08Z,552,2664,7364,26.0,0,-742
20190215T07Z,550,2671,7362,26.0,-1,-736
20190215T06Z,545,2668,7364,26.0,-1,-658
20190215T05Z,551,2760,7364,26.0,0,-161
20190215T04Z,583,2838,7361,26.0,-1,273
20190215T03Z,663,3041,7362,26.0,0,671
20190215T02Z,686,3050,7360,26.0,-1,1216
20190215T01Z,698,3054,7360,26.0,0,1426
20190215T00Z,779,3044,7365,26.0,0,1334
20190214T23Z,762,2908,7364,26.0,8,465
20190214T22Z,651,2752,7360,26.0,94,-153
20190214T21Z,634,2743,7365,26.0,158,-1223
20190214T20Z,550,2716,7362,26.0,201,-1606
20190214T19Z,545,2733,7360,26.0,276,-1580
20190214T18Z,542,2767,7365,26.0,341,-1251
20190214T17Z,548,2839,7368,26.0,379,-505
20190214T16Z,542,3509,7364,26.0,334,273
20190214T15Z,672,3963,7367,26.0,308,556
20190214T14Z,949,4884,7365,26.0,197,1673
20190214T13Z,1024,6364,7370,26.0,84,2187
20190214T12Z,975,6233,7368,26.0,19,1983
20190214T11Z,877,5623,7368,26.0,-1,318
20190214T10Z,714,4921,7370,26.0,0,-775
20190214T09Z,570,3763,7370,26.0,-1,-659
20190214T08Z,581,3364,7366,26.0,-1,-711
20190214T07Z,587,3312,7372,26.0,-1,-697
20190214T06Z,723,3308,7368,26.0,-1,-6
20190214T05Z,665,3316,7372,26.0,0,397
20190214T04Z,633,3305,7369,26.0,-1,1078
20190214T03Z,626,3384,7363,26.0,0,1768
20190214T02Z,607,3419,7369,26.0,0,1954
20190214T01Z,552,3405,7365,26.0,-1,1907
20190214T00Z,436,3357,7363,26.0,-1,1654
20190213T23Z,345,3191,7366,26.0,28,135
20190213T22Z,221,2882,7362,26.0,184,-946
20190213T21Z,202,2871,7363,26.0,303,-1395
20190213T20Z,200,2885,7365,26.0,351,-1328
20190213T19Z,206,2901,7361,26.0,367,-1260
20190213T18Z,207,2898,7361,26.0,362,-1257
20190213T17Z,263,2992,7363,26.0,346,-1113
20190213T16Z,263,3119,7367,26.0,327,-412
20190213T15Z,387,3428,7366,26.0,283,196
20190213T14Z,569,3444,7365,26.0,203,1179
20190213T13Z,620,3401,7365,26.0,79,2373
20190213T12Z,623,3301,7367,26.0,19,2129
20190213T11Z,563,3146,7360,26.0,-1,418
20190213T10Z,441,3073,7366,26.0,-1,-520
20190213T09Z,420,3038,7364,26.0,0,-1045
20190213T08Z,422,3041,7360,26.0,-1,-1348
20190213T07Z,379,3029,7358,26.0,-1,-1265
20190213T06Z,364,3043,7358,26.0,0,-1097
20190213T05Z,492,3074,7357,26.0,0,-514
20190213T04Z,575,3097,7361,26.0,-1,296
20190213T03Z,588,3129,7362,26.0,-1,955
20190213T02Z,600,3172,7364,26.0,0,1417
20190213T01Z,608,3191,7365,26.0,0,2016
20190213T00Z,604,3219,7364,26.0,0,2110
20190212T23Z,497,3182,7362,26.0,4,1331
20190212T22Z,457,3162,7359,26.0,57,508
20190212T21Z,440,3103,7360,26.0,105,315
20190212T20Z,444,2993,7361,26.0,126,299
20190212T19Z,436,3105,7357,26.0,138,261
20190212T18Z,541,3186,7360,26.0,143,290
20190212T17Z,463,3203,7361,26.0,140,911
20190212T16Z,496,3206,7357,26.0,136,1334
20190212T15Z,630,3200,7359,26.0,118,1381
20190212T14Z,637,3192,7362,26.0,99,1541
20190212T13Z,636,3227,7359,26.0,70,1701
20190212T12Z,519,3208,7359,26.0,19,1489
20190212T11Z,295,3099,7358,26.0,0,47
20190212T10Z,275,3079,7357,26.0,-1,-933
20190212T09Z,224,3044,7356,26.0,0,-1316
20190212T08Z,217,2968,7357,26.0,-1,-1261
20190212T07Z,277,2941,7358,26.0,0,-1068
20190212T06Z,287,2987,7355,26.0,0,-489
20190212T05Z,288,2994,7357,26.0,-1,-89
20190212T04Z,376,3171,7357,26.0,0,398
20190212T03Z,559,3392,7356,26.0,0,987
20190212T02Z,606,3378,7358,26.0,-1,1378
20190212T01Z,609,3385,7354,26.0,-1,1720
20190212T00Z,618,3391,7353,26.0,-1,1768
20190211T23Z,615,3392,7361,26.0,4,1118
20190211T22Z,613,3380,7357,26.0,59,519
20190211T21Z,611,3385,7356,26.0,111,262
20190211T20Z,626,3398,7357,26.0,153,275
20190211T19Z,632,3409,7361,26.0,181,279
20190211T18Z,628,3422,7359,26.0,179,483
20190211T17Z,632,3424,7366,26.0,175,1074
20190211T16Z,636,3477,7363,26.0,158,1698
20190211T15Z,638,3604,7364,26.0,143,1670
20190211T14Z,637,3603,7363,26.0,105,1634
20190211T13Z,635,3598,7363,26.0,70,1912
20190211T12Z,625,3567,7362,26.0,19,1324
20190211T11Z,614,3370,7366,26.0,-2,-272
20190211T10Z,570,3271,7364,26.0,0,-1276
20190211T09Z,445,3154,7366,26.0,0,-1319
20190211T08Z,438,3096,7365,26.0,0,-1314
20190211T07Z,433,3166,7370,26.0,0,-1324
20190211T06Z,514,3351,7368,26.0,-1,-1328
20190211T05Z,560,3319,7367,26.0,-2,-848
20190211T04Z,597,3357,7365,26.0,-1,-55
20190211T03Z,624,3429,7368,26.0,-1,704
20190211T02Z,637,3448,7366,26.0,0,1316
20190211T01Z,632,3440,7369,26.0,0,1760
20190211T00Z,635,3436,7365,26.0,0,2165
20190210T23Z,629,3419,7368,26.0,5,1263
20190210T22Z,621,3418,7366,26.0,56,710
20190210T21Z,466,3419,7369,26.0,104,422
20190210T20Z,361,3411,7364,26.0,127,242
20190210T19Z,291,3372,7370,26.0,158,381
20190210T18Z,305,3432,7366,26.0,151,402
20190210T17Z,504,3449,7368,26.0,177,390
20190210T16Z,611,3468,7368,26.0,196,728
20190210T15Z,634,3480,7367,26.0,174,1404
20190210T14Z,633,3479,7367,26.0,122,2110
20190210T13Z,633,3476,7369,26.0,74,2299
20190210T12Z,635,3442,7369,26.0,19,1731
20190210T11Z,631,3414,7368,26.0,0,1063
20190210T10Z,638,3272,7368,26.0,0,680
20190210T09Z,619,3268,7371,26.0,-2,574
20190210T08Z,574,3260,7363,26.0,-1,325
20190210T07Z,525,3240,7369,26.0,-1,213
20190210T06Z,587,3182,7367,26.0,0,333
20190210T05Z,622,3250,7367,26.0,0,528
20190210T04Z,627,3352,7351,26.0,0,874
20190210T03Z,622,3399,7344,26.0,0,1223
20190210T02Z,568,3423,7344,26.0,0,1359
20190210T01Z,463,3446,7343,26.0,-1,1320
20190210T00Z,321,3391,7340,26.0,-2,956
20190209T23Z,229,3178,7340,26.0,21,135
20190209T22Z,229,3067,7344,26.0,143,-652
20190209T21Z,231,3019,7335,26.0,227,-853
20190209T20Z,227,3012,7307,26.0,255,-758
20190209T19Z,230,3007,7245,26.0,300,-460
20190209T18Z,230,3085,7323,26.0,299,141
20190209T17Z,234,3255,7341,26.0,304,576
20190209T16Z,231,3281,7342,26.0,275,1520
20190209T15Z,274,3292,7347,26.0,178,2064
20190209T14Z,230,3284,7346,26.0,117,1853
20190209T13Z,312,3250,7340,26.0,71,1124
20190209T12Z,338,3199,7345,26.0,18,334
20190209T11Z,264,3168,7343,26.0,0,-391
20190209T10Z,230,3050,7351,26.0,0,-701
20190209T09Z,259,3080,7365,26.0,0,-1136
20190209T08Z,232,3067,7366,26.0,0,-1297
20190209T07Z,224,2973,7369,26.0,0,-1310
20190209T06Z,217,2850,7363,26.0,0,-1191
20190209T05Z,220,2970,7367,26.0,-2,-346
20190209T04Z,229,3024,7360,26.0,-1,262
20190209T03Z,331,3056,7362,26.0,0,596
20190209T02Z,362,2868,7357,26.0,0,1139
20190209T01Z,418,2810,7360,26.0,0,1434
20190209T00Z,490,2764,7357,26.0,-2,1494
20190208T23Z,397,2736,7359,26.0,18,678
20190208T22Z,340,2736,7357,26.0,119,71
20190208T21Z,246,2655,7353,26.0,227,-422
20190208T20Z,231,2582,7355,26.0,294,-418
20190208T19Z,256,2667,7348,26.0,314,-922
20190208T18Z,243,2690,7343,26.0,288,-1077
20190208T17Z,235,2742,7339,26.0,294,-1077
20190208T16Z,226,2734,7340,26.0,318,-967
20190208T15Z,249,2723,7341,26.0,195,-443
20190208T14Z,314,2661,7343,26.0,140,339
20190208T13Z,308,2703,7342,26.0,71,668
20190208T12Z,238,2523,7346,26.0,19,118
20190208T11Z,221,2338,7347,26.0,-2,-1117
20190208T10Z,231,2335,7342,26.0,-1,-1502
20190208T09Z,232,2331,7343,26.0,0,-1529
20190208T08Z,225,2336,7346,26.0,-1,-1526
20190208T07Z,228,2345,7341,26.0,0,-1404
20190208T06Z,225,2369,7337,26.0,0,-919
20190208T05Z,275,2377,7341,26.0,0,-196
20190208T04Z,469,2477,7336,26.0,0,354
20190208T03Z,574,2561,7336,26.0,-1,550
20190208T02Z,629,2645,7337,26.0,-2,1260
20190208T01Z,633,2644,7333,26.0,0,1792
20190208T00Z,623,2627,7336,26.0,0,1898
20190207T23Z,634,2581,7336,26.0,16,997
20190207T22Z,572,2592,7333,26.0,136,661
20190207T21Z,412,2582,7332,26.0,244,268
20190207T20Z,274,2579,7327,26.0,304,247
20190207T19Z,259,2574,7332,26.0,299,-24
20190207T18Z,232,2502,7328,26.0,312,-108
20190207T17Z,232,2501,7330,26.0,288,-120
20190207T16Z,230,2622,7336,26.0,266,-146
20190207T15Z,271,2991,7337,26.0,220,-279
20190207T14Z,284,2966,7336,26.0,129,294
20190207T13Z,277,2972,7333,26.0,71,1003
20190207T12Z,252,2752,7336,26.0,18,678
20190207T11Z,230,2556,7334,26.0,0,-819
20190207T10Z,229,2508,7336,26.0,0,-1736
20190207T09Z,226,2491,7337,26.0,-1,-1800
20190207T08Z,217,2403,7337,26.0,0,-1783
20190207T07Z,208,2563,7342,26.0,-1,-1715
20190207T06Z,209,2482,7338,26.0,-1,-1148
20190207T05Z,200,2697,7336,26.0,0,-422
20190207T04Z,213,2881,7335,26.0,0,176
20190207T03Z,270,2970,7335,26.0,0,782
20190207T02Z,234,2944,7337,26.0,-2,1534
20190207T01Z,362,2989,7336,26.0,-1,1822
20190207T00Z,350,2974,7334,26.0,0,1948
20190206T23Z,252,2960,7336,26.0,10,1314
20190206T22Z,268,2957,7337,26.0,89,818
20190206T21Z,377,2905,7338,26.0,127,363
20190206T20Z,466,2927,7336,26.0,161,-43
20190206T19Z,527,2869,7340,26.0,175,-235
20190206T18Z,622,2824,7338,26.0,197,-224
20190206T17Z,703,2821,7342,26.0,261,-236
20190206T16Z,900,2849,7345,26.0,228,-130
20190206T15Z,936,2874,7348,26.0,200,351
20190206T14Z,1004,2983,7349,26.0,148,969
20190206T13Z,1036,3015,7345,26.0,76,1844
20190206T12Z,1017,2840,7349,26.0,19,1144
20190206T11Z,927,2622,7352,26.0,-1,-578
20190206T10Z,877,2625,7351,26.0,0,-1516
20190206T09Z,774,2491,7349,26.0,-1,-1713
20190206T08Z,732,2444,7351,26.0,0,-1717
20190206T07Z,736,2434,7354,26.0,-1,-1645
20190206T06Z,757,2447,7354,26.0,0,-1572
20190206T05Z,856,2562,7348,26.0,-2,-970
20190206T04Z,929,2788,7349,26.0,0,-139
20190206T03Z,1034,2979,7352,26.0,-1,515
20190206T02Z,1075,2995,7345,26.0,-1,1035
20190206T01Z,1047,2988,7348,26.0,0,1411
20190206T00Z,909,2967,7350,26.0,0,1531
20190205T23Z,933,2896,7346,26.0,15,624
20190205T22Z,835,2728,7348,26.0,112,-62
20190205T21Z,724,2636,7348,26.0,221,-730
20190205T20Z,725,2623,7344,26.0,278,-872
20190205T19Z,695,2558,7344,26.0,329,-869
20190205T18Z,703,2514,7347,26.0,348,-570
20190205T17Z,787,2693,7351,26.0,348,-673
20190205T16Z,907,2851,7355,26.0,325,-520
20190205T15Z,1121,2904,7351,26.0,278,199
20190205T14Z,1432,3028,7354,26.0,173,1304
20190205T13Z,1476,3043,7358,26.0,74,2278
20190205T12Z,1310,2980,7354,26.0,19,2212
20190205T11Z,922,2831,7353,26.0,0,873
20190205T10Z,691,2704,7355,26.0,0,93
20190205T09Z,651,2633,7355,26.0,-1,-517
20190205T08Z,627,2600,7350,26.0,0,-686
20190205T07Z,649,2612,7351,26.0,-1,-674
20190205T06Z,610,2618,7353,26.0,-1,-346
20190205T05Z,618,2678,7351,26.0,-1,-31
20190205T04Z,806,2936,7351,26.0,0,393
20190205T03Z,974,3041,7353,26.0,0,760
20190205T02Z,1075,3051,7352,26.0,-1,1395
20190205T01Z,1085,3020,7354,26.0,0,1709
20190205T00Z,1082,2982,7355,26.0,0,1641
20190204T23Z,955,2781,7349,26.0,10,590
20190204T22Z,944,2600,7356,26.0,136,-138
20190204T21Z,974,2216,7353,26.0,253,-509
20190204T20Z,968,2053,7351,26.0,317,-503
20190204T19Z,966,2164,7351,26.0,347,-515
20190204T18Z,970,2282,7355,26.0,356,-441
20190204T17Z,960,2452,7357,26.0,352,-56
20190204T16Z,962,2889,7363,26.0,336,333
20190204T15Z,1125,3135,7360,26.0,284,739
20190204T14Z,1319,3757,7361,26.0,177,2130
20190204T13Z,1473,4106,7362,26.0,75,2549
20190204T12Z,1407,3551,7366,26.0,18,2231
20190204T11Z,1180,3084,7363,26.0,0,840
20190204T10Z,867,3050,7359,26.0,-1,435
20190204T09Z,782,3011,7362,26.0,-1,85
20190204T08Z,775,2876,7356,26.0,0,-68
20190204T07Z,705,2821,7361,26.0,0,-119
20190204T06Z,734,2814,7363,26.0,0,-125
20190204T05Z,875,2871,7361,26.0,0,304
20190204T04Z,981,3042,7357,26.0,-2,444
20190204T03Z,1042,3064,7359,26.0,-1,528
20190204T02Z,1089,3148,7361,26.0,-1,735
20190204T01Z,1144,3136,7359,26.0,0,791
20190204T00Z,1145,3109,7358,26.0,0,1140
20190203T23Z,931,2922,7361,26.0,16,549
20190203T22Z,848,2712,7358,26.0,145,41
20190203T21Z,788,2753,7362,26.0,261,-476
20190203T20Z,810,2755,7356,26.0,273,-458
20190203T19Z,861,2734,7362,26.0,264,-155
20190203T18Z,983,2785,7359,26.0,233,36
20190203T17Z,1004,2846,7361,26.0,226,254
20190203T16Z,1233,3106,7358,26.0,157,462
20190203T15Z,1346,3208,7363,26.0,162,1195
20190203T14Z,1450,3225,7359,26.0,112,1803
20190203T13Z,1451,3226,7363,26.0,70,1614
20190203T12Z,1450,3092,7364,26.0,19,966
20190203T11Z,1444,2899,7362,26.0,-1,478
20190203T10Z,1404,2862,7359,26.0,0,150
20190203T09Z,1358,2863,7363,26.0,0,72
20190203T08Z,1312,2866,7361,26.0,-2,-125
20190203T07Z,1197,2855,7361,26.0,0,-137
20190203T06Z,1160,2677,7359,26.0,0,-14
20190203T05Z,1126,2530,7359,26.0,-2,361
20190203T04Z,1331,2701,7351,26.0,0,388
20190203T03Z,1455,2928,7360,26.0,0,396
20190203T02Z,1445,2951,7357,26.0,0,508
20190203T01Z,1458,2928,7358,26.0,0,636
20190203T00Z,1435,2784,7356,26.0,0,552
20190202T23Z,1333,2687,7357,26.0,13,-542
20190202T22Z,968,2652,7354,26.0,147,-1313
20190202T21Z,828,2541,7356,26.0,277,-1657
20190202T20Z,918,2351,7357,26.0,326,-1660
20190202T19Z,921,2582,7354,26.0,352,-1672
20190202T18Z,1034,2807,7358,26.0,356,-1337
20190202T17Z,1285,3078,7361,26.0,354,-858
20190202T16Z,1442,3158,7356,26.0,337,-120
20190202T15Z,1823,3243,7358,26.0,282,431
20190202T14Z,2071,3271,7358,26.0,172,1661
20190202T13Z,2081,3270,7362,26.0,75,1884
20190202T12Z,2082,3175,7361,26.0,18,1332
20190202T11Z,2069,3162,7361,26.0,-1,930
20190202T10Z,2033,3153,7364,26.0,0,581
20190202T09Z,1955,3138,7357,26.0,0,339
20190202T08Z,1735,3136,7363,26.0,0,154
20190202T07Z,1494,3118,7362,26.0,0,11
20190202T06Z,1598,3123,7360,26.0,0,108
20190202T05Z,1860,3089,7358,26.0,0,351
20190202T04Z,2104,3081,7358,26.0,-1,372
20190202T03Z,2234,3101,7356,26.0,-2,371
20190202T02Z,2520,3167,7367,26.0,-1,389
20190202T01Z,2826,3158,7355,26.0,0,556
20190202T00Z,2586,3154,7360,26.0,0,521
20190201T23Z,1989,3103,7357,26.0,9,57
20190201T22Z,1838,3115,7357,26.0,118,-995
20190201T21Z,1708,2973,7355,26.0,266,-1738
20190201T20Z,1883,3022,7356,26.0,323,-1823
20190201T19Z,2126,3109,7350,26.0,336,-1712
20190201T18Z,2583,3139,7355,26.0,334,-1637
20190201T17Z,3086,3041,7360,26.0,348,-1340
20190201T16Z,3571,3018,7355,26.0,337,-182
20190201T15Z,4510,2935,7362,26.0,281,431
20190201T14Z,4944,2930,7358,26.0,170,1595
20190201T13Z,4990,3307,7360,26.0,74,2462
20190201T12Z,4979,3264,7364,26.0,19,2120
20190201T11Z,4984,2828,7359,26.0,0,1089
20190201T10Z,4896,2563,7362,26.0,0,586
20190201T09Z,4817,2525,7361,26.0,-1,591
20190201T08Z,4781,2512,7359,26.0,-1,585
20190201T07Z,4763,2507,7361,26.0,-1,262
20190201T06Z,4748,2518,7362,26.0,0,236
20190201T05Z,4746,2591,7361,26.0,-1,241
20190201T04Z,4671,2633,7359,26.0,0,413
20190201T03Z,4592,2750,7359,26.0,0,994
20190201T02Z,4388,2755,7359,26.0,0,1502
20190201T01Z,4190,2829,7361,26.0,-1,1457
20190201T00Z,3884,2788,7361,26.0,-1,1203
20190131T23Z,3271,2620,7362,26.0,12,711
20190131T22Z,2790,2532,7357,26.0,117,158
20190131T21Z,2553,2440,7362,26.0,268,25
20190131T20Z,2573,2333,7361,26.0,331,155
20190131T19Z,2791,2165,7364,26.0,352,353
20190131T18Z,3199,2374,7362,26.0,361,353
20190131T17Z,3839,2553,7364,26.0,362,358
20190131T16Z,4237,2766,7359,26.0,341,465
20190131T15Z,4423,3046,7367,26.0,281,1375
20190131T14Z,4542,3890,7360,26.0,163,2369
20190131T13Z,4581,5060,7364,26.0,60,2476
20190131T12Z,4652,4032,7359,26.0,11,2689
20190131T11Z,4770,2935,7362,26.0,-1,2175
20190131T10Z,5058,2781,7362,26.0,0,1096
20190131T09Z,5265,2611,7365,26.0,0,744
20190131T08Z,5179,2525,7361,26.0,-2,477
20190131T07Z,5136,2396,7360,26.0,0,437
20190131T06Z,5020,2516,7362,26.0,-1,438
20190131T05Z,5102,2510,7359,26.0,-1,430
20190131T04Z,5202,2524,7358,26.0,0,482
20190131T03Z,5289,2637,7357,26.0,0,810
20190131T02Z,5370,2757,7353,26.0,-1,1033
20190131T01Z,5352,2709,7352,26.0,0,945
20190131T00Z,5172,2672,7341,26.0,0,996
20190130T23Z,4747,2667,7343,26.0,11,441
20190130T22Z,4182,2659,7336,26.0,114,333
20190130T21Z,3492,2444,7337,26.0,264,312
20190130T20Z,3247,2340,7333,26.0,333,318
20190130T19Z,3359,2403,7331,26.0,343,310
20190130T18Z,3649,2495,7329,26.0,354,333
20190130T17Z,4111,2684,7333,26.0,345,314
20190130T16Z,4473,2878,7334,26.0,327,363
20190130T15Z,5101,3163,7325,26.0,264,694
20190130T14Z,5313,3442,7335,26.0,148,2095
20190130T13Z,5241,3888,7332,26.0,58,2719
20190130T12Z,5181,3691,7332,26.0,12,2575
20190130T11Z,5093,3321,7336,26.0,0,1418
20190130T10Z,4929,3219,7330,26.0,-2,600
20190130T09Z,4784,3207,7343,26.0,0,441
20190130T08Z,4502,3201,7342,26.0,-1,446
20190130T07Z,4404,3200,7350,26.0,0,428
20190130T06Z,4433,3190,7356,26.0,-1,428
20190130T05Z,4365,3189,7352,26.0,0,479
20190130T04Z,4488,3263,7354,26.0,0,481
20190130T03Z,4551,3272,7352,26.0,0,482
20190130T02Z,4550,3254,7351,26.0,-1,503
20190130T01Z,4482,3250,7347,26.0,0,509
20190130T00Z,4259,3236,7349,26.0,-1,472
20190129T23Z,3864,3211,7348,26.0,6,359
20190129T22Z,3458,3200,7347,26.0,62,317
20190129T21Z,3217,3158,7348,26.0,121,116
20190129T20Z,3245,3134,7344,26.0,124,109
20190129T19Z,2919,3154,7346,26.0,125,-39
20190129T18Z,2826,3124,7342,26.0,159,72
20190129T17Z,3170,3127,7349,26.0,176,310
20190129T16Z,3633,3208,7351,26.0,165,320
20190129T15Z,3652,3218,7351,26.0,125,323
20190129T14Z,3654,3215,7352,26.0,100,562
20190129T13Z,3442,3218,7355,26.0,53,1025
20190129T12Z,3318,3135,7349,26.0,12,876
20190129T11Z,2824,3012,7350,26.0,-1,357
20190129T10Z,2660,2987,7357,26.0,-1,-220
20190129T09Z,2620,2961,7352,26.0,0,-482
20190129T08Z,2496,2874,7356,26.0,0,-489
20190129T07Z,2210,2935,7354,26.0,-1,-298
20190129T06Z,2055,2988,7354,26.0,-1,-33
20190129T05Z,2142,3017,7353,26.0,0,79
20190129T04Z,2329,3054,7354,26.0,0,465
20190129T03Z,2403,3093,7348,26.0,-1,516
20190129T02Z,2485,3205,7355,26.0,0,532
20190129T01Z,2488,3199,7352,26.0,-1,519
20190129T00Z,2492,3196,7360,26.0,0,236
20190128T23Z,2231,3172,7355,26.0,8,-578
20190128T22Z,2051,3151,7354,26.0,105,-1292
20190128T21Z,1884,3126,7357,26.0,255,-1725
20190128T20Z,1885,3100,7356,26.0,305,-1701
20190128T19Z,1910,3104,7359,26.0,346,-1585
20190128T18Z,2065,3174,7356,26.0,355,-1016
20190128T17Z,2236,3217,7356,26.0,354,-68
20190128T16Z,2337,3233,7355,26.0,331,269
20190128T15Z,2444,3263,7359,26.0,266,468
20190128T14Z,2477,3284,7359,26.0,137,1487
20190128T13Z,2536,3286,7357,26.0,55,1941
20190128T12Z,2543,3267,7359,26.0,9,1713
20190128T11Z,2415,3163,7356,26.0,0,565
20190128T10Z,2087,3066,7359,26.0,0,302
20190128T09Z,2052,3047,7357,26.0,0,-114
20190128T08Z,1909,3039,7360,26.0,0,-274
20190128T07Z,1858,3048,7357,26.0,0,-297
20190128T06Z,1841,3045,7359,26.0,-1,-230
20190128T05Z,1831,3046,7356,26.0,-1,190
20190128T04Z,2100,3090,7362,26.0,-2,532
20190128T03Z,2411,3132,7352,26.0,-1,545
20190128T02Z,2460,3215,7358,26.0,0,534
20190128T01Z,2562,3205,7357,26.0,0,540
20190128T00Z,2572,3190,7356,26.0,0,533
20190127T23Z,2487,3051,7357,26.0,3,423
20190127T22Z,2436,3018,7361,26.0,40,-339
20190127T21Z,2260,3010,7348,26.0,117,-1355
20190127T20Z,2028,3003,7358,26.0,166,-1455
20190127T19Z,1839,2863,7354,26.0,217,-1457
20190127T18Z,1945,2895,7359,26.0,272,-1284
20190127T17Z,2145,2956,7357,26.0,273,-735
20190127T16Z,2426,3101,7354,26.0,240,72
20190127T15Z,2576,3228,7364,26.0,223,937
20190127T14Z,2578,3300,7360,26.0,147,1699
20190127T13Z,2549,3300,7359,26.0,59,1702
20190127T12Z,2493,3293,7358,26.0,12,1480
20190127T11Z,2436,3210,7353,26.0,0,1122
20190127T10Z,2400,3161,7362,26.0,-2,872
20190127T09Z,2359,3147,7354,26.0,-1,568
20190127T08Z,2333,3148,7357,26.0,-2,505
20190127T07Z,2143,3145,7354,26.0,0,593
20190127T06Z,2008,3113,7356,26.0,0,630
20190127T05Z,1955,3122,7355,26.0,0,576
20190127T04Z,1875,3146,7356,26.0,0,512
20190127T03Z,1880,3172,7357,26.0,0,661
20190127T02Z,1890,3201,7351,26.0,-1,823
20190127T01Z,1886,3235,7359,26.0,0,786
20190127T00Z,1839,3215,7355,26.0,-2,738
20190126T23Z,1561,3063,7356,26.0,7,446
20190126T22Z,1423,2720,7352,26.0,109,-874
20190126T21Z,1364,2215,7353,26.0,266,-1641
20190126T20Z,1486,2169,7352,26.0,329,-1717
20190126T19Z,1631,2435,7357,26.0,353,-1734
20190126T18Z,1897,3115,7357,26.0,358,-1506
20190126T17Z,2184,3251,7359,26.0,358,-562
20190126T16Z,2390,3305,7356,26.0,334,97
20190126T15Z,2658,3932,7362,26.0,274,985
20190126T14Z,2669,3907,7355,26.0,154,2388
20190126T13Z,2651,3683,7360,26.0,58,2686
20190126T12Z,2655,3503,7357,26.0,12,2234
20190126T11Z,2627,3319,7357,26.0,-1,1590
20190126T10Z,2621,3215,7363,26.0,0,1108
20190126T09Z,2632,3182,7356,26.0,0,854
20190126T08Z,2587,3157,7356,26.0,-1,768
20190126T07Z,2480,3181,7356,26.0,0,640
20190126T06Z,2545,3208,7357,26.0,0,639
20190126T05Z,2573,3212,7359,26.0,-1,967
20190126T04Z,2628,3225,7357,26.0,-1,990
20190126T03Z,2626,3221,7347,26.0,0,1364
20190126T02Z,2618,3214,7297,26.0,0,1753
20190126T01Z,2585,3257,7220,26.0,-2,1553
20190126T00Z,2316,3228,7128,26.0,-1,1488
20190125T23Z,1993,3156,7061,26.0,14,813
20190125T22Z,1904,3051,6981,26.0,104,-290
20190125T21Z,1930,3051,6876,26.0,267,-1367
20190125T20Z,1831,3027,6781,26.0,331,-1291
20190125T19Z,1608,3133,6684,26.0,364,-513
20190125T18Z,1617,3176,6658,26.0,339,-34
20190125T17Z,1555,3177,6653,26.0,375,399
20190125T16Z,1564,3208,6658,26.0,320,506
20190125T15Z,1691,3412,6656,26.0,279,971
20190125T14Z,1779,4667,6655,26.0,156,1531
20190125T13Z,1777,5029,6658,26.0,56,2493
20190125T12Z,1720,4768,6659,26.0,12,1990
20190125T11Z,1531,4688,6658,26.0,0,831
20190125T10Z,1336,3977,6660,26.0,-1,392
20190125T09Z,1190,3584,6660,26.0,0,388
20190125T08Z,1176,3263,6698,26.0,-1,386
20190125T07Z,1159,3228,6905,26.0,-1,492
20190125T06Z,1310,3219,7021,26.0,0,848
20190125T05Z,1644,3222,7137,26.0,-1,439
20190125T04Z,1657,3226,7248,26.0,0,826
20190125T03Z,1693,3225,7349,26.0,-1,1167
20190125T02Z,1825,3227,7343,26.0,0,1313
20190125T01Z,1885,3206,7338,26.0,-1,1358
20190125T00Z,2029,3196,7334,26.0,0,1305
20190124T23Z,1978,3085,7338,26.0,8,681
20190124T22Z,1736,2783,7335,26.0,101,101
20190124T21Z,1777,2198,7330,26.0,252,-437
20190124T20Z,1787,2075,7330,26.0,310,-673
20190124T19Z,1823,2175,7331,26.0,333,-681
20190124T18Z,1958,2476,7344,26.0,320,-555
20190124T17Z,2324,2558,7339,26.0,295,-130
20190124T16Z,2445,2782,7338,26.0,238,81
20190124T15Z,2525,2459,7338,26.0,138,456
20190124T14Z,2388,2482,7335,26.0,90,648
20190124T13Z,2228,2440,7335,26.0,52,882
20190124T12Z,2101,2343,7332,26.0,11,469
20190124T11Z,1791,2212,7335,26.0,0,-352
