,coal,natural gas,nuclear,other,solar,hydro
20190906T00Z,5038,4666,7025,,6,1213
20190905T23Z,5049,4668,7028,,45,1545
20190905T22Z,5131,4644,7024,,77,1831
20190905T21Z,5207,4627,7023,,167,1773
20190905T20Z,5245,4795,7021,,201,1654
20190905T19Z,5254,4572,7019,,233,1646
20190905T18Z,5253,3964,7025,,253,1503
20190905T17Z,5224,3655,7026,,275,1182
20190905T16Z,5106,3547,7034,,287,1142
20190905T15Z,5234,3457,7037,,189,629
20190905T14Z,5209,3112,7041,,102,66
20190905T13Z,5010,2959,7041,,48,7
20190905T12Z,4722,2822,7045,,7,29
20190905T11Z,4264,2694,7045,,0,-5
20190905T10Z,3725,2573,7051,,-1,-528
20190905T09Z,3554,2505,7054,,0,-909
20190905T08Z,3414,2647,7052,,0,-919
20190905T07Z,3699,2674,7051,,-1,-934
20190905T06Z,4160,2738,7047,,-3,-915
20190905T05Z,4406,2743,7050,,0,-580
20190905T04Z,4563,2882,7048,,0,-17
20190905T03Z,4904,3137,7052,,-1,491
20190905T02Z,4924,3836,7054,,0,1362
20190905T01Z,4847,5237,7050,,-2,1447
20190905T00Z,4636,5656,7050,,10,1683
20190904T23Z,4577,5992,7053,,63,1972
20190904T22Z,4683,6182,7052,,157,2107
20190904T21Z,4913,5940,7052,,238,2003
20190904T20Z,4931,5635,7050,,368,1868
20190904T19Z,4943,5592,7047,,447,1375
20190904T18Z,4879,5318,7048,,453,949
20190904T17Z,4806,4321,7054,,423,629
20190904T16Z,4742,3883,7051,,401,263
20190904T15Z,4717,3187,7058,,348,62
20190904T14Z,4733,2976,7062,,233,-599
20190904T13Z,4814,2830,7068,,110,-922
20190904T12Z,4793,2805,7069,,14,-904
20190904T11Z,4489,2733,7068,,-1,-1015
20190904T10Z,3466,2640,7067,,-1,-1546
20190904T09Z,2982,2474,7066,,0,-1534
20190904T08Z,2991,2583,7063,,0,-1546
20190904T07Z,3327,2600,7064,,-1,-1523
20190904T06Z,3740,2609,7065,,0,-1211
20190904T05Z,4260,2745,7057,,-1,-610
20190904T04Z,4718,2938,7056,,0,-46
20190904T03Z,4930,3132,7056,,-1,452
20190904T02Z,5130,3685,7061,,0,1249
20190904T01Z,5138,4939,7057,,0,1831
20190904T00Z,5068,5806,7059,,10,1917
20190903T23Z,5011,6029,7059,,100,2112
20190903T22Z,4974,5806,7059,,235,2182
20190903T21Z,4941,5562,7058,,334,2091
20190903T20Z,4924,5470,7051,,393,1697
20190903T19Z,4854,5190,7051,,480,1609
20190903T18Z,4826,4649,7053,,448,1486
20190903T17Z,4792,4063,7053,,486,659
20190903T16Z,4813,3299,7058,,469,247
20190903T15Z,4729,3109,7066,,399,4
20190903T14Z,4546,3091,7067,,293,-567
20190903T13Z,4228,3083,7072,,144,-661
20190903T12Z,3977,3069,7076,,23,-664
20190903T11Z,3405,2922,7075,,0,-673
20190903T10Z,2523,2577,7077,,0,-1191
20190903T09Z,2311,2407,7073,,-1,-1464
20190903T08Z,2292,2398,7069,,0,-1475
20190903T07Z,2503,2571,7070,,-1,-1483
20190903T06Z,3035,2732,7066,,-1,-1465
20190903T05Z,3726,2884,7069,,0,-1271
20190903T04Z,4236,3018,7065,,0,-634
20190903T03Z,4410,3085,7066,,0,25
20190903T02Z,4720,3449,7080,,0,278
20190903T01Z,4897,4201,7080,,-1,995
20190903T00Z,4874,4653,7079,,9,1431
20190902T23Z,4807,4610,7074,,103,2062
20190902T22Z,4752,4485,7076,,253,2037
20190902T21Z,4742,4114,7077,,351,2000
20190902T20Z,4779,3679,7069,,410,1543
20190902T19Z,4755,3463,7071,,434,1394
20190902T18Z,4673,3313,7075,,460,1384
20190902T17Z,4335,3127,7072,,450,1408
20190902T16Z,3673,3089,7070,,432,893
20190902T15Z,3054,3071,7077,,363,189
20190902T14Z,2460,2988,7080,,290,-584
20190902T13Z,2307,2782,7086,,146,-1296
20190902T12Z,2230,2607,7090,,22,-1437
20190902T11Z,2224,2555,7089,,-1,-1451
20190902T10Z,2153,2531,7091,,-1,-1471
20190902T09Z,2112,2444,7087,,-1,-1455
20190902T08Z,2221,2492,7089,,0,-1471
20190902T07Z,2320,2522,7088,,0,-1476
20190902T06Z,2452,2645,7080,,-3,-1384
20190902T05Z,3002,2826,7082,,0,-1067
20190902T04Z,3685,2936,7087,,-2,-454
20190902T03Z,4253,3091,7084,,0,67
20190902T02Z,4720,3318,7086,,0,138
20190902T01Z,4900,3662,7082,,0,559
20190902T00Z,4895,3841,7077,,12,846
20190901T23Z,4901,3847,7085,,102,1349
20190901T22Z,4893,3839,7085,,252,1429
20190901T21Z,4898,3819,7085,,359,1164
20190901T20Z,4864,3818,7085,,430,766
20190901T19Z,4779,3809,7083,,475,355
20190901T18Z,4678,3366,7085,,451,224
20190901T17Z,3994,2972,7084,,454,196
20190901T16Z,3558,2394,7090,,421,-170
20190901T15Z,2956,2138,7090,,393,-710
20190901T14Z,2668,2012,7094,,302,-1339
20190901T13Z,2241,1959,7102,,155,-1449
20190901T12Z,2109,1940,7100,,22,-1443
20190901T11Z,2062,1870,7104,,-1,-1481
20190901T10Z,2124,1866,7090,,0,-1486
20190901T09Z,2078,1873,7105,,0,-1467
20190901T08Z,2093,1882,7095,,-1,-1492
20190901T07Z,2139,1923,7101,,0,-1492
20190901T06Z,2204,2220,7104,,0,-1242
20190901T05Z,2584,2414,7098,,0,-610
20190901T04Z,3208,2493,7095,,0,-91
20190901T03Z,4040,2720,7097,,-1,198
20190901T02Z,4648,3072,7094,,-1,379
20190901T01Z,4843,3461,7097,,-1,789
20190901T00Z,4853,3660,7092,,13,1153
20190831T23Z,4857,3838,7100,,112,1808
20190831T22Z,4865,3834,7096,,265,1958
20190831T21Z,4851,3823,7099,,374,1548
20190831T20Z,4749,3818,7090,,441,959
20190831T19Z,4750,3823,7092,,489,506
20190831T18Z,4528,3676,7090,,503,239
20190831T17Z,3771,3375,7098,,499,196
20190831T16Z,2841,2878,7097,,471,65
20190831T15Z,2258,2813,7099,,411,-500
20190831T14Z,2143,2767,7106,,309,-1017
20190831T13Z,2122,2481,7111,,147,-1229
20190831T12Z,2085,2245,7114,,24,-1384
20190831T11Z,2074,2256,7114,,0,-1543
20190831T10Z,2070,2111,7114,,0,-1551
20190831T09Z,2090,2144,7107,,0,-1540
20190831T08Z,2163,2224,7109,,0,-1555
20190831T07Z,2365,2389,7109,,0,-1557
20190831T06Z,2757,2733,7112,,0,-1534
20190831T05Z,2969,2875,7112,,-1,-1141
20190831T04Z,3312,2866,7107,,-1,-294
20190831T03Z,4226,2931,7113,,-1,117
20190831T02Z,4717,3069,7111,,-1,123
20190831T01Z,4871,3641,7111,,0,355
20190831T00Z,4911,4031,7112,,12,1180
20190830T23Z,4917,4073,7111,,116,1988
20190830T22Z,4903,4083,7109,,325,1891
20190830T21Z,4905,4070,7112,,335,1263
20190830T20Z,4861,4081,7112,,461,710
20190830T19Z,4807,3901,7114,,496,255
20190830T18Z,4408,3419,7121,,504,178
20190830T17Z,3693,2914,7116,,502,157
20190830T16Z,2782,2839,7123,,471,458
20190830T15Z,2276,2787,7122,,415,406
20190830T14Z,2118,2780,7115,,310,104
20190830T13Z,2082,2764,7127,,163,-359
20190830T12Z,2015,2654,7130,,24,-354
20190830T11Z,2118,2674,7128,,0,-509
20190830T10Z,2123,2339,7129,,0,-1203
20190830T09Z,2091,1997,7129,,0,-1203
20190830T08Z,2085,1990,7126,,-2,-1134
20190830T07Z,2046,2031,7124,,-1,-920
20190830T06Z,2096,2248,7128,,0,-494
20190830T05Z,2202,2586,7127,,-2,-89
20190830T04Z,2543,2739,7121,,0,400
20190830T03Z,3442,2856,7123,,0,910
20190830T02Z,4339,3225,7124,,0,1208
20190830T01Z,4625,3415,7127,,-1,1376
20190830T00Z,4692,3629,7123,,12,1509
20190829T23Z,4837,3648,7130,,121,1623
20190829T22Z,4841,3676,7127,,271,1245
20190829T21Z,4844,3634,7124,,350,1119
20190829T20Z,4845,3638,7131,,415,913
20190829T19Z,4795,3613,7135,,438,492
20190829T18Z,4266,3523,7136,,513,311
20190829T17Z,3948,3297,7143,,381,360
20190829T16Z,3380,3101,7138,,436,102
20190829T15Z,2796,3019,7139,,379,123
20190829T14Z,2588,2902,7144,,310,-52
20190829T13Z,2588,2924,7143,,127,-536
20190829T12Z,2631,2891,7151,,23,-746
20190829T11Z,2628,2828,7146,,-2,-933
20190829T10Z,2243,2508,7145,,0,-1212
20190829T09Z,2155,2286,7142,,0,-1192
20190829T08Z,2117,2382,7137,,0,-1200
20190829T07Z,2177,2410,7139,,0,-769
20190829T06Z,2188,2530,7138,,-1,-245
20190829T05Z,2555,2753,7131,,0,36
20190829T04Z,3513,2939,7135,,0,52
20190829T03Z,4589,3132,7131,,-1,307
20190829T02Z,4751,3470,7126,,0,1392
20190829T01Z,4883,3676,7126,,-1,2017
20190829T00Z,4868,3783,7128,,14,2012
20190828T23Z,4881,3822,7119,,146,2345
20190828T22Z,4871,3670,7120,,229,2394
20190828T21Z,4871,3654,7118,,362,2217
20190828T20Z,4750,3647,7115,,405,1989
20190828T19Z,4700,3629,7120,,401,1754
20190828T18Z,4536,3632,7121,,405,1835
20190828T17Z,4190,3605,7133,,400,1474
20190828T16Z,3617,3431,7133,,359,1026
20190828T15Z,3327,3114,7138,,256,522
20190828T14Z,3181,2978,7134,,163,126
20190828T13Z,3281,2953,7142,,46,31
20190828T12Z,3151,3014,7140,,11,35
20190828T11Z,2778,2966,7141,,0,-209
20190828T10Z,2184,2797,7137,,-1,-1016
20190828T09Z,2089,2577,7141,,0,-1182
20190828T08Z,2064,2532,7138,,0,-1205
20190828T07Z,2019,2605,7140,,-2,-1217
20190828T06Z,2200,2832,7142,,0,-1178
20190828T05Z,2469,2856,7141,,0,-697
20190828T04Z,2944,2858,7144,,-1,-17
20190828T03Z,4033,2995,7143,,0,31
20190828T02Z,4680,3318,7140,,0,175
20190828T01Z,4796,3576,7151,,0,732
20190828T00Z,4790,3577,7143,,6,661
20190827T23Z,4683,3562,7152,,47,755
20190827T22Z,4574,3554,7146,,98,573
20190827T21Z,4506,3656,7147,,121,611
20190827T20Z,4191,3723,7149,,145,341
20190827T19Z,4072,3512,7153,,171,36
20190827T18Z,3762,3189,7152,,189,47
20190827T17Z,3329,2987,7155,,177,41
20190827T16Z,2957,2938,7152,,129,61
20190827T15Z,2831,2950,7159,,84,71
20190827T14Z,2820,2924,7154,,50,47
20190827T13Z,2803,2892,7158,,28,47
20190827T12Z,2732,2916,7154,,7,45
20190827T11Z,2247,2837,7159,,-2,-92
20190827T10Z,1937,2768,7157,,0,-1193
20190827T09Z,1943,2672,7154,,-1,-1795
20190827T08Z,1925,2702,7153,,0,-1818
20190827T07Z,1918,2745,7155,,-1,-1821
20190827T06Z,1907,2910,7154,,0,-1718
20190827T05Z,2151,2848,7151,,-1,-1162
20190827T04Z,2513,2896,7151,,-1,-182
20190827T03Z,3136,3050,7152,,0,39
20190827T02Z,3887,3014,7152,,-1,206
20190827T01Z,3908,3001,7152,,1,797
20190827T00Z,3722,2995,7154,,6,921
20190826T23Z,3698,2993,7159,,62,749
20190826T22Z,3778,2999,7158,,123,757
20190826T21Z,3663,2998,7157,,177,936
20190826T20Z,3773,2995,7156,,218,821
20190826T19Z,3649,3007,7158,,286,725
20190826T18Z,3480,3051,7157,,366,366
20190826T17Z,3131,3078,7158,,391,231
20190826T16Z,2608,3056,7164,,412,130
20190826T15Z,2298,2914,7158,,337,66
20190826T14Z,2358,2895,7166,,229,-212
20190826T13Z,2412,2951,7170,,105,-423
20190826T12Z,2419,2998,7170,,23,-535
20190826T11Z,2278,2938,7170,,0,-819
20190826T10Z,2108,2733,7164,,-1,-1760
20190826T09Z,2028,2518,7166,,-2,-1765
20190826T08Z,2019,2444,7168,,0,-1790
20190826T07Z,2028,2534,7167,,0,-1793
20190826T06Z,1996,2663,7165,,-1,-1785
20190826T05Z,2134,2650,7164,,0,-1182
20190826T04Z,2194,2634,7164,,0,-371
20190826T03Z,2578,2692,7162,,0,103
20190826T02Z,3054,2601,7162,,0,430
20190826T01Z,3076,2577,7157,,-1,1014
20190826T00Z,3081,2595,7159,,10,766
20190825T23Z,3049,2617,7159,,55,817
20190825T22Z,2994,2640,7157,,110,751
20190825T21Z,2913,2615,7164,,184,634
20190825T20Z,2756,2365,7163,,228,598
20190825T19Z,2577,2130,7166,,256,400
20190825T18Z,2396,2090,7169,,193,132
20190825T17Z,2146,1815,7166,,222,104
20190825T16Z,1952,1768,7170,,217,106
20190825T15Z,1871,1975,7173,,175,133
20190825T14Z,1916,1750,7171,,141,139
20190825T13Z,1825,1438,7173,,69,75
20190825T12Z,1761,1329,7176,,14,-232
20190825T11Z,1732,1301,7174,,-1,-299
20190825T10Z,1722,1296,7172,,0,-319
20190825T09Z,1718,1289,7171,,0,-328
20190825T08Z,1944,1319,7173,,0,-328
20190825T07Z,1973,1324,7171,,0,-314
20190825T06Z,1967,1242,7168,,0,80
20190825T05Z,2039,1489,7169,,0,111
20190825T04Z,2068,2073,7172,,0,119
20190825T03Z,2048,2604,7169,,-2,165
20190825T02Z,2095,2907,7168,,-2,272
20190825T01Z,2211,2977,7168,,0,356
20190825T00Z,2126,3320,7174,,5,367
20190824T23Z,2111,3285,7171,,19,502
20190824T22Z,2085,3270,7169,,53,546
20190824T21Z,2139,3298,7166,,75,552
20190824T20Z,2228,3294,7169,,92,557
20190824T19Z,2294,3359,7117,,95,535
20190824T18Z,2475,3451,7069,,96,418
20190824T17Z,2331,3311,7119,,90,393
20190824T16Z,2340,3033,7167,,54,299
20190824T15Z,2408,2898,7169,,58,195
20190824T14Z,2228,2705,7162,,51,207
20190824T13Z,2135,2611,7159,,26,-36
20190824T12Z,2097,2544,7156,,2,-241
20190824T11Z,2108,2508,7163,,0,-258
20190824T10Z,2105,2468,7157,,0,-286
20190824T09Z,2105,2447,7162,,-1,-332
20190824T08Z,2179,2484,7153,,0,-327
20190824T07Z,2280,2520,7162,,0,-274
20190824T06Z,2382,2728,7160,,-1,99
20190824T05Z,3003,2879,7162,,-1,199
20190824T04Z,3863,2998,7163,,-1,251
20190824T03Z,4848,3168,7161,,-1,225
20190824T02Z,5249,3237,7165,,0,350
20190824T01Z,5424,3256,7158,,-1,941
20190824T00Z,5564,3760,7151,,8,1104
20190823T23Z,5743,4839,7146,,50,1106
20190823T22Z,5842,5360,7152,,125,1149
20190823T21Z,5860,5366,7156,,276,1104
20190823T20Z,5836,5289,7151,,391,1142
20190823T19Z,5649,5205,7148,,429,1168
20190823T18Z,5453,4866,7147,,444,935
20190823T17Z,5325,4324,7152,,395,811
20190823T16Z,5133,3664,7150,,366,411
20190823T15Z,4862,3081,7149,,310,346
20190823T14Z,4215,3044,7155,,202,199
20190823T13Z,3868,2961,7163,,116,145
20190823T12Z,3587,2918,7165,,26,99
20190823T11Z,3260,2967,7163,,0,-11
20190823T10Z,2899,2872,7175,,0,-775
20190823T09Z,2621,2784,7168,,0,-953
20190823T08Z,2643,2778,7162,,-2,-948
20190823T07Z,2645,2800,7165,,0,-753
20190823T06Z,2663,2830,7165,,-1,-113
20190823T05Z,3264,2932,7162,,0,39
20190822T04Z,4430,3041,7175,,2,86
20190822T03Z,5170,3126,7170,,1,432
20190822T02Z,5344,3833,7169,,2,902
20190822T01Z,5787,4608,7167,,4,1102
20190822T00Z,6002,5214,7170,,8,1228
20190821T23Z,5993,5336,7166,,46,1937
20190821T22Z,5962,5440,7169,,133,2389
20190821T21Z,5968,5240,7166,,253,2435
20190821T20Z,5955,5115,7163,,387,1952
20190821T19Z,5956,4826,7168,,442,1865
20190821T18Z,5888,4206,7173,,470,1170
20190821T17Z,5824,3978,7176,,469,416
20190821T16Z,5434,3590,7179,,433,108
20190821T15Z,4929,3104,7187,,334,43
20190821T14Z,4953,3035,7184,,201,-411
20190821T13Z,4887,3026,7187,,72,-561
20190821T12Z,4686,3005,7189,,9,-509
20190821T11Z,4495,2918,7186,,-1,-779
20190821T10Z,3781,2804,7185,,0,-1405
20190821T09Z,3314,2726,7187,,0,-1450
20190821T08Z,3364,2667,7185,,0,-1458
20190821T07Z,3281,2751,7184,,0,-983
20190821T06Z,3495,2928,7183,,0,-586
20190821T05Z,4155,3001,7181,,-1,-299
20190821T04Z,4880,3059,7181,,-2,-48
20190821T03Z,5368,3461,7179,,0,393
20190821T02Z,5507,3946,7180,,0,1037
20190821T01Z,5538,3985,7178,,-2,1769
20190821T00Z,5471,4125,7174,,18,1957
20190820T23Z,5541,4108,7180,,96,2211
20190820T22Z,5468,4113,7179,,156,2183
20190820T21Z,5339,4103,7176,,236,2134
20190820T20Z,5429,4110,7176,,266,1535
20190820T19Z,5735,4115,7179,,245,964
20190820T18Z,5745,4130,7180,,216,670
20190820T17Z,5516,4122,7178,,210,420
20190820T16Z,5331,3655,7182,,267,67
20190820T15Z,4920,3127,7180,,221,33
20190820T14Z,4501,3058,7180,,178,-271
20190820T13Z,4593,3040,7186,,81,-765
20190820T12Z,4687,3023,7186,,18,-1288
20190820T11Z,4339,2999,7189,,0,-1464
20190820T10Z,3426,2904,7186,,-1,-1813
20190820T09Z,3073,2670,7183,,0,-1797
20190820T08Z,3035,2685,7184,,0,-1816
20190820T07Z,3138,2918,7188,,0,-1616
20190820T06Z,3507,2975,7189,,-1,-1490
20190820T05Z,3888,3008,7182,,0,-962
20190820T04Z,4146,3063,7185,,0,-425
20190820T03Z,4959,3110,7181,,0,-55
20190820T02Z,5399,3641,7183,,-3,347
20190820T01Z,5587,4478,7187,,1,775
20190820T00Z,5589,4887,7180,,6,790
20190819T23Z,5604,5136,7184,,32,986
20190819T22Z,5689,5621,7182,,64,1096
20190819T21Z,5935,5747,7173,,141,1398
20190819T20Z,5994,5734,7168,,290,1592
20190819T19Z,6056,5740,7169,,382,1909
20190819T18Z,6031,5736,7153,,410,1811
20190819T17Z,6014,5425,7153,,456,1158
20190819T16Z,5807,4665,7152,,455,478
20190819T15Z,5536,3467,7159,,391,304
20190819T14Z,5384,2983,7161,,290,-519
20190819T13Z,5389,2956,7164,,152,-1318
20190819T12Z,5244,3046,7159,,28,-1510
20190819T11Z,4702,3024,7165,,0,-1534
20190819T10Z,3770,2975,7164,,0,-1529
20190819T09Z,3333,2778,7160,,0,-1517
20190819T08Z,3419,2805,7161,,-3,-1536
20190819T07Z,3682,2924,7163,,0,-1538
20190819T06Z,3954,2955,7165,,0,-1140
20190819T05Z,4182,2988,7161,,1,-316
20190819T04Z,4919,3071,7158,,-1,40
20190819T03Z,5285,3150,7160,,1,113
20190819T02Z,5652,3972,7162,,1,636
20190819T01Z,5780,4782,7158,,6,1110
20190819T00Z,5848,4954,7160,,18,1559
20190818T23Z,5869,4908,7152,,124,2084
20190818T22Z,5883,4593,7152,,216,2250
20190818T21Z,5873,4298,7155,,312,1839
20190818T20Z,5881,4295,7154,,354,1340
20190818T19Z,5850,4284,7156,,412,1130
20190818T18Z,5715,4293,7152,,453,500
20190818T17Z,5462,4145,7157,,474,300
20190818T16Z,4908,3809,7155,,454,-10
20190818T15Z,4493,3582,7163,,390,-795
20190818T14Z,4117,3094,7158,,296,-1557
20190818T13Z,3315,2947,7169,,144,-1797
20190818T12Z,2746,2562,7172,,33,-1799
20190818T11Z,2615,2470,7174,,0,-1819
20190818T10Z,2533,2376,7170,,-1,-1822
20190818T09Z,2541,2386,7165,,1,-1808
20190818T08Z,2645,2656,7167,,1,-1820
20190818T07Z,2940,2938,7162,,0,-1829
20190818T06Z,3276,2944,7156,,1,-1640
20190818T05Z,3648,2986,7152,,0,-1058
20190818T04Z,3997,3050,7157,,1,-113
20190818T03Z,4897,3118,7155,,-1,128
20190818T02Z,5277,3634,7156,,1,123
20190818T01Z,5584,3925,7156,,0,159
20190818T00Z,5800,3953,7161,,29,378
20190817T23Z,5864,3939,7150,,101,824
20190817T22Z,5879,3949,7148,,194,1135
20190817T21Z,5874,3976,7152,,275,1251
20190817T20Z,5869,4023,7139,,353,1238
20190817T19Z,5860,4102,7045,,392,1054
20190817T18Z,5869,4107,7039,,441,932
20190817T17Z,5779,4050,7140,,457,512
20190817T16Z,5462,3800,7162,,440,213
20190817T15Z,4907,3527,7157,,322,-301
20190817T14Z,4584,3070,7166,,207,-1530
20190817T13Z,3865,2836,7167,,103,-1823
20190817T12Z,3215,2579,7172,,24,-1814
20190817T11Z,3128,2439,7175,,1,-1831
20190817T10Z,3142,2267,7173,,1,-1842
20190817T09Z,3211,2173,7172,,1,-1830
20190817T08Z,3529,2148,7168,,0,-1842
20190817T07Z,3935,2348,7167,,1,-1852
20190817T06Z,4271,2548,7168,,-1,-1619
20190817T05Z,4257,2767,7167,,1,-571
20190817T04Z,4923,2988,7168,,0,45
20190817T03Z,5404,3109,7163,,-1,122
20190817T02Z,5685,3919,7156,,1,107
20190817T01Z,5840,4452,7159,,1,532
20190817T00Z,5986,4600,7155,,25,1211
20190816T23Z,5977,4608,7159,,134,2069
20190816T22Z,6029,4612,7153,,263,1953
20190816T21Z,6053,4595,7156,,351,1999
20190816T20Z,6018,4606,7156,,374,1810
20190816T19Z,6038,4620,7161,,390,1266
20190816T18Z,6055,4455,7156,,411,972
20190816T17Z,5962,4292,7155,,447,725
20190816T16Z,5826,3989,7161,,447,175
20190816T15Z,5408,3634,7163,,377,95
20190816T14Z,5095,3159,7172,,287,-380
20190816T13Z,4482,3055,7172,,117,-718
20190816T12Z,4017,3045,7175,,33,-795
20190816T11Z,3597,3037,7175,,1,-901
20190816T10Z,3344,3017,7172,,0,-1447
20190816T09Z,3102,3008,7177,,-2,-1526
20190816T08Z,3305,3003,7170,,0,-1537
20190816T07Z,3698,3012,7175,,0,-1537
20190816T06Z,4188,2911,7172,,0,-1087
20190816T05Z,4712,3019,7171,,1,-678
20190816T04Z,5037,3096,7169,,1,-27
20190816T03Z,5334,3263,7170,,0,61
20190816T02Z,5683,4462,7157,,0,592
20190816T01Z,5824,5022,7157,,1,1590
20190816T00Z,5904,5398,7159,,26,1787
20190815T23Z,6021,5063,7157,,165,2525
20190815T22Z,6050,4922,7158,,227,2415
20190815T21Z,6022,4782,7155,,354,2236
20190815T20Z,6037,4650,7158,,403,1579
20190815T19Z,6038,4530,7157,,409,955
20190815T18Z,5836,4484,7160,,336,556
20190815T17Z,5638,4199,7161,,357,168
20190815T16Z,5328,3649,7161,,351,119
20190815T15Z,5239,3326,7165,,278,188
20190815T14Z,4678,3319,7166,,207,74
20190815T13Z,4523,3132,7169,,99,-220
20190815T12Z,4265,2957,7173,,27,-275
20190815T11Z,3710,2927,7174,,0,-310
20190815T10Z,3308,2905,7169,,0,-788
20190815T09Z,2935,2868,7174,,0,-895
20190815T08Z,2976,2893,7175,,-2,-907
20190815T07Z,3348,2997,7173,,0,-912
20190815T06Z,3855,2949,7168,,-1,-422
20190815T05Z,4436,3031,7172,,0,-96
20190815T04Z,5147,3049,7161,,0,34
20190815T03Z,5516,3149,7161,,0,196
20190815T02Z,5940,4197,7160,,0,821
20190815T01Z,5965,5054,7158,,-1,963
20190815T00Z,6100,5215,7162,,25,1319
20190814T23Z,6131,5351,7163,,107,2068
20190814T22Z,6123,5345,7165,,171,1733
20190814T21Z,6103,5341,7164,,208,1608
20190814T20Z,6100,5316,7158,,257,1626
20190814T19Z,6136,5289,7153,,369,1297
20190814T18Z,6116,5124,7156,,418,632
20190814T17Z,5945,4832,7158,,416,291
20190814T16Z,5566,4384,7155,,413,80
20190814T15Z,5244,3884,7161,,347,-214
20190814T14Z,5008,3607,7167,,235,-508
20190814T13Z,4854,3473,7171,,103,-779
20190814T12Z,5081,3116,7170,,27,-975
20190814T11Z,4840,3012,7172,,0,-1209
20190814T10Z,4291,2944,7166,,-2,-1197
20190814T09Z,3824,2815,7169,,-1,-1171
20190814T08Z,3814,2824,7167,,-2,-1168
20190814T07Z,4063,2887,7162,,0,-1188
20190814T06Z,4264,3010,7161,,0,-852
20190814T05Z,4588,3011,7158,,0,-302
20190814T04Z,5179,3039,7165,,0,30
20190814T03Z,5578,3253,7163,,-1,68
20190814T02Z,5811,4103,7174,,0,380
20190814T01Z,5930,4670,7169,,-1,533
20190814T00Z,5916,5200,7169,,45,934
20190813T23Z,6011,5210,7167,,57,1332
20190813T22Z,6090,5221,7158,,104,1737
20190813T21Z,6098,5265,7155,,158,2093
20190813T20Z,6098,5593,7159,,258,2227
20190813T19Z,6049,5786,7158,,301,2211
20190813T18Z,6071,5441,7157,,387,2228
20190813T17Z,6043,4973,7152,,442,1315
20190813T16Z,5958,4425,7154,,452,386
20190813T15Z,5801,3692,7162,,390,67
20190813T14Z,5459,3490,7162,,286,-219
20190813T13Z,5278,3334,7164,,148,-740
20190813T12Z,5075,3020,7174,,30,-886
20190813T11Z,4598,2997,7170,,-2,-930
20190813T10Z,4058,2947,7167,,0,-1420
20190813T09Z,3588,2914,7170,,0,-1500
20190813T08Z,3616,2954,7163,,0,-1523
20190813T07Z,3989,2960,7167,,0,-1364
20190813T06Z,4040,2953,7161,,-1,-772
20190813T05Z,4639,3021,7161,,-1,-448
20190813T04Z,5170,3062,7164,,0,-296
20190813T03Z,5556,3257,7165,,-1,5
20190813T02Z,5886,4355,7164,,0,516
20190813T01Z,5885,5411,7159,,-1,1050
20190813T00Z,5890,5429,7161,,35,1577
20190812T23Z,5863,5428,7162,,97,2114
20190812T22Z,5797,5439,7165,,187,1894
20190812T21Z,5862,5558,7166,,278,1557
20190812T20Z,6025,5546,7167,,326,1283
20190812T19Z,5981,5382,7166,,374,921
20190812T18Z,5902,5032,7163,,409,671
20190812T17Z,5816,4367,7162,,412,320
20190812T16Z,5646,3862,7161,,377,64
20190812T15Z,5229,3305,7165,,323,-64
20190812T14Z,5044,3070,7168,,192,-875
20190812T13Z,4956,3045,7164,,119,-1578
20190812T12Z,4609,3037,7170,,27,-1781
20190812T11Z,3834,3070,7170,,0,-1811
20190812T10Z,3120,2994,7170,,-1,-1827
20190812T09Z,2751,2817,7168,,0,-1803
20190812T08Z,2774,2909,7164,,0,-1826
20190812T07Z,3018,3043,7166,,0,-1832
20190812T06Z,3259,3063,7164,,-1,-1566
20190812T05Z,3677,3074,7162,,-1,-606
20190812T04Z,4472,3104,7159,,0,6
20190812T03Z,5296,3283,7159,,0,45
20190812T02Z,5638,3795,7159,,-3,280
20190812T01Z,5765,4131,7158,,0,1244
20190812T00Z,5890,4151,7156,,35,1959
20190811T23Z,5928,4283,7161,,131,2431
20190811T22Z,5919,4343,7159,,268,2130
20190811T21Z,5879,4329,7155,,369,1409
20190811T20Z,5870,4319,7154,,426,960
20190811T19Z,5765,4329,7153,,414,710
20190811T18Z,5555,4101,7155,,425,404
20190811T17Z,5071,3714,7160,,442,175
20190811T16Z,4388,3302,7162,,425,119
20190811T15Z,3677,3015,7162,,383,-199
20190811T14Z,2999,2833,7164,,293,-530
20190811T13Z,2584,2719,7169,,156,-1265
20190811T12Z,2563,2653,7164,,38,-1760
20190811T11Z,2552,2680,7165,,1,-1812
20190811T10Z,2563,2704,7162,,-1,-1827
20190811T09Z,2559,2811,7168,,0,-1819
20190811T08Z,2571,2986,7160,,0,-1840
20190811T07Z,2742,3035,7167,,-1,-1629
20190811T06Z,2937,3035,7164,,-1,-940
20190811T05Z,3361,2971,7165,,0,-419
20190811T04Z,4191,3096,7166,,0,-94
20190811T03Z,5043,3101,7167,,0,168
20190811T02Z,5419,3575,7171,,-1,609
20190811T01Z,5679,3917,7174,,1,859
20190811T00Z,5821,3943,7174,,70,1203
20190810T23Z,5816,4106,7175,,121,1490
20190810T22Z,5814,4107,7180,,225,1413
20190810T21Z,5802,4090,7173,,274,1050
20190810T20Z,5778,4084,7176,,388,624
20190810T19Z,5760,4114,7169,,381,480
20190810T18Z,5613,4122,7165,,337,363
