,natural gas,solar
20181006T16-07,775,72
20181006T15-07,773,78
20181006T14-07,765,83
20181006T13-07,712,84
20181006T12-07,609,87
20181006T11-07,566,92
20181006T10-07,487,92
20181006T09-07,461,88
20181006T08-07,427,62
20181006T07-07,435,12
20181006T06-07,472,0
20181006T05-07,450,0
20181006T04-07,447,0
20181006T03-07,469,0
20181006T02-07,518,0
20181006T01-07,519,0
20181006T00-07,538,0
20181005T23-07,574,0
20181005T22-07,541,0
20181005T21-07,599,0
20181005T20-07,647,0
20181005T19-07,706,0
20181005T18-07,739,8
20181005T17-07,762,57
20181005T16-07,764,87
20181005T15-07,744,92
20181005T14-07,726,93
20181005T13-07,662,92
20181005T12-07,575,93
20181005T11-07,518,94
20181005T10-07,451,94
20181005T09-07,414,89
20181005T08-07,374,69
20181005T07-07,416,15
20181005T06-07,478,0
20181005T05-07,455,0
20181005T04-07,432,0
20181005T03-07,425,0
20181005T02-07,449,0
20181005T01-07,475,0
20181005T00-07,489,0
20181004T23-07,544,0
20181004T22-07,526,0
20181004T21-07,680,0
20181004T20-07,759,0
20181004T19-07,800,0
20181004T18-07,806,10
20181004T17-07,837,60
20181004T16-07,846,88
20181004T15-07,818,92
20181004T14-07,774,92
20181004T13-07,703,91
20181004T12-07,618,92
20181004T11-07,580,92
20181004T10-07,518,93
20181004T09-07,450,89
20181004T08-07,440,68
20181004T07-07,439,13
20181004T06-07,487,0
20181004T05-07,427,0
20181004T04-07,398,0
20181004T03-07,397,0
20181004T02-07,398,0
20181004T01-07,437,0
20181004T00-07,568,0
20181003T23-07,609,0
20181003T22-07,591,0
20181003T21-07,701,0
20181003T20-07,723,0
20181003T19-07,793,0
20181003T18-07,804,11
20181003T17-07,824,62
20181003T16-07,819,89
20181003T15-07,796,93
20181003T14-07,754,93
20181003T13-07,695,91
20181003T12-07,688,91
20181003T11-07,615,95
20181003T10-07,551,95
20181003T09-07,487,91
20181003T08-07,446,69
20181003T07-07,470,16
20181003T06-07,576,0
20181003T05-07,515,0
20181003T04-07,483,0
20181003T03-07,487,0
20181003T02-07,504,0
20181003T01-07,538,0
20181003T00-07,594,0
20181002T23-07,668,0
20181002T22-07,667,0
20181002T21-07,798,0
20181002T20-07,782,0
20181002T19-07,815,0
20181002T18-07,805,7
20181002T17-07,861,30
20181002T16-07,923,43
20181002T15-07,872,69
20181002T14-07,857,73
20181002T13-07,771,76
20181002T12-07,697,74
20181002T11-07,678,78
20181002T10-07,593,84
20181002T09-07,516,78
20181002T08-07,484,59
20181002T07-07,502,8
20181002T06-07,602,0
20181002T05-07,525,0
20181002T04-07,475,0
20181002T03-07,471,0
20181002T02-07,489,0
20181002T01-07,516,0
20181002T00-07,570,0
20181001T23-07,627,0
20181001T22-07,551,0
20181001T21-07,663,0
20181001T20-07,715,0
20181001T19-07,754,0
20181001T18-07,737,2
20181001T17-07,741,16
20181001T16-07,773,33
20181001T15-07,783,44
20181001T14-07,788,53
20181001T13-07,724,77
20181001T12-07,653,87
20181001T11-07,568,87
20181001T10-07,554,81
20181001T09-07,484,76
20181001T08-07,480,50
20181001T07-07,504,9
20181001T06-07,561,0
20181001T05-07,472,0
20181001T04-07,432,0
20181001T03-07,421,0
20181001T02-07,428,0
20181001T01-07,451,0
20181001T00-07,555,0
20180930T23-07,624,0
20180930T22-07,681,0
20180930T21-07,783,0
20180930T20-07,871,0
20180930T19-07,938,0
20180930T18-07,944,12
20180930T17-07,945,65
20180930T16-07,929,91
20180930T15-07,908,92
20180930T14-07,868,93
20180930T13-07,808,90
20180930T12-07,731,93
20180930T11-07,629,93
20180930T10-07,526,93
20180930T09-07,476,90
20180930T08-07,420,71
20180930T07-07,421,17
20180930T06-07,447,0
20180930T05-07,444,0
20180930T04-07,456,0
20180930T03-07,474,0
20180930T02-07,498,0
20180930T01-07,540,0
20180930T00-07,599,0
20180929T23-07,667,0
20180929T22-07,630,0
20180929T21-07,707,0
20180929T20-07,783,0
20180929T19-07,840,0
20180929T18-07,883,13
20180929T17-07,906,64
20180929T16-07,849,89
20180929T15-07,872,92
20180929T14-07,839,94
20180929T13-07,756,93
20180929T12-07,676,93
20180929T11-07,578,94
20180929T10-07,488,94
20180929T09-07,455,83
20180929T08-07,408,64
20180929T07-07,417,15
20180929T06-07,478,0
20180929T05-07,465,0
20180929T04-07,468,0
20180929T03-07,501,0
20180929T02-07,516,0
20180929T01-07,576,0
20180929T00-07,643,0
20180928T23-07,708,0
20180928T22-07,708,0
20180928T21-07,805,0
20180928T20-07,851,0
20180928T19-07,935,0
20180928T18-07,930,13
20180928T17-07,932,63
20180928T16-07,934,88
20180928T15-07,886,92
20180928T14-07,821,93
20180928T13-07,757,92
20180928T12-07,692,92
20180928T11-07,667,93
20180928T10-07,603,94
20180928T09-07,537,89
20180928T08-07,497,68
20180928T07-07,517,16
20180928T06-07,617,0
20180928T05-07,540,0
20180928T04-07,505,0
20180928T03-07,488,0
20180928T02-07,510,0
20180928T01-07,552,0
20180928T00-07,607,0
20180927T23-07,691,0
20180927T22-07,679,0
20180927T21-07,788,0
20180927T20-07,865,0
20180927T19-07,916,0
20180927T18-07,928,14
20180927T17-07,936,65
20180927T16-07,936,89
20180927T15-07,895,91
20180927T14-07,820,83
20180927T13-07,752,93
20180927T12-07,686,94
20180927T11-07,607,95
20180927T10-07,542,96
20180927T09-07,482,92
20180927T08-07,465,71
20180927T07-07,492,17
20180927T06-07,604,0
20180927T05-07,524,0
20180927T04-07,482,0
20180927T03-07,480,0
20180927T02-07,486,0
20180927T01-07,518,0
20180927T00-07,524,0
20180926T23-07,580,0
20180926T22-07,560,0
20180926T21-07,652,0
20180926T20-07,687,0
20180926T19-07,727,0
20180926T18-07,742,6
20180926T17-07,792,27
20180926T16-07,806,54
20180926T15-07,764,82
20180926T14-07,721,91
20180926T13-07,675,83
20180926T12-07,652,92
20180926T11-07,590,94
20180926T10-07,552,87
20180926T09-07,495,69
20180926T08-07,481,54
20180926T07-07,499,9
20180926T06-07,625,0
20180926T05-07,551,0
20180926T04-07,509,0
20180926T03-07,505,0
20180926T02-07,538,0
20180926T01-07,571,0
20180926T00-07,622,0
20180925T23-07,697,0
20180925T22-07,634,0
20180925T21-07,747,0
20180925T20-07,832,0
20180925T19-07,902,0
20180925T18-07,943,15
20180925T17-07,967,62
20180925T16-07,987,57
20180925T15-07,1000,58
20180925T14-07,935,68
20180925T13-07,856,71
20180925T12-07,759,81
20180925T11-07,650,84
20180925T10-07,543,93
20180925T09-07,445,90
20180925T08-07,423,62
20180925T07-07,473,16
20180925T06-07,614,0
20180925T05-07,523,0
20180925T04-07,491,0
20180925T03-07,479,0
20180925T02-07,487,0
20180925T01-07,515,0
20180925T00-07,594,0
20180924T23-07,665,0
20180924T22-07,710,0
20180924T21-07,828,0
20180924T20-07,858,0
20180924T19-07,915,0
20180924T18-07,948,16
20180924T17-07,951,71
20180924T16-07,935,92
20180924T15-07,908,94
20180924T14-07,864,94
20180924T13-07,784,94
20180924T12-07,752,94
20180924T11-07,657,94
20180924T10-07,574,95
20180924T09-07,516,92
20180924T08-07,480,75
20180924T07-07,521,20
20180924T06-07,577,0
20180924T05-07,489,0
20180924T04-07,439,0
20180924T03-07,432,0
20180924T02-07,444,0
20180924T01-07,464,0
20180924T00-07,509,0
20180923T23-07,568,0
20180923T22-07,675,0
20180923T21-07,773,0
20180923T20-07,857,0
20180923T19-07,894,0
20180923T18-07,891,19
20180923T17-07,870,72
20180923T16-07,843,92
20180923T15-07,810,96
20180923T14-07,760,96
20180923T13-07,702,95
20180923T12-07,631,96
20180923T11-07,534,96
20180923T10-07,457,97
20180923T09-07,425,94
20180923T08-07,427,77
20180923T07-07,430,21
20180923T06-07,428,0
20180923T05-07,428,0
20180923T04-07,446,0
20180923T03-07,446,0
20180923T02-07,457,0
20180923T01-07,485,0
20180923T00-07,477,0
20180922T23-07,521,0
20180922T22-07,533,0
20180922T21-07,602,0
20180922T20-07,618,0
20180922T19-07,644,0
20180922T18-07,640,19
20180922T17-07,621,72
20180922T16-07,603,89
20180922T15-07,568,91
20180922T14-07,536,94
20180922T13-07,501,91
20180922T12-07,497,90
20180922T11-07,450,90
20180922T10-07,427,95
20180922T09-07,426,92
20180922T08-07,425,71
20180922T07-07,425,19
20180922T06-07,476,0
20180922T05-07,452,0
20180922T04-07,447,0
20180922T03-07,460,0
20180922T02-07,442,0
20180922T01-07,481,0
20180922T00-07,539,0
20180921T23-07,600,0
20180921T22-07,599,0
20180921T21-07,680,0
20180921T20-07,671,0
20180921T19-07,704,0
20180921T18-07,731,18
20180921T17-07,751,67
20180921T16-07,796,54
20180921T15-07,754,58
20180921T14-07,711,71
20180921T13-07,662,85
20180921T12-07,610,96
20180921T11-07,545,98
20180921T10-07,482,95
20180921T09-07,466,90
20180921T08-07,421,74
20180921T07-07,438,21
20180921T06-07,485,0
20180921T05-07,463,0
20180921T04-07,447,0
20180921T03-07,433,0
20180921T02-07,459,0
20180921T01-07,467,0
20180921T00-07,479,0
20180920T23-07,531,0
20180920T22-07,486,0
20180920T21-07,574,0
20180920T20-07,580,0
20180920T19-07,571,0
20180920T18-07,517,17
20180920T17-07,481,47
20180920T16-07,514,28
20180920T15-07,554,38
20180920T14-07,572,38
20180920T13-07,616,33
20180920T12-07,668,38
20180920T11-07,651,29
20180920T10-07,615,17
20180920T09-07,621,12
20180920T08-07,558,13
20180920T07-07,557,5
20180920T06-07,645,0
20180920T05-07,568,0
20180920T04-07,533,0
20180920T03-07,526,0
20180920T02-07,539,0
20180920T01-07,569,0
20180920T00-07,580,0
20180919T23-07,661,0
20180919T22-07,623,0
20180919T21-07,744,0
20180919T20-07,778,0
20180919T19-07,816,0
20180919T18-07,819,1
20180919T17-07,941,12
20180919T16-07,983,44
20180919T15-07,948,54
20180919T14-07,905,63
20180919T13-07,831,77
20180919T12-07,801,89
20180919T11-07,713,94
20180919T10-07,650,95
20180919T09-07,605,91
20180919T08-07,543,72
20180919T07-07,555,13
20180919T06-07,628,0
20180919T05-07,566,0
20180919T04-07,514,0
20180919T03-07,512,0
20180919T02-07,534,0
20180919T01-07,563,0
20180919T00-07,612,0
20180918T23-07,686,0
20180918T22-07,717,0
20180918T21-07,836,0
20180918T20-07,885,0
20180918T19-07,921,0
20180918T18-07,931,19
20180918T17-07,928,61
20180918T16-07,921,83
20180918T15-07,925,90
20180918T14-07,914,94
20180918T13-07,840,93
20180918T12-07,799,93
20180918T11-07,741,95
20180918T10-07,675,95
20180918T09-07,584,91
20180918T08-07,518,72
20180918T07-07,519,21
20180918T06-07,587,0
20180918T05-07,520,0
20180918T04-07,487,0
20180918T03-07,484,0
20180918T02-07,511,0
20180918T01-07,541,0
20180918T00-07,613,0
20180917T23-07,691,0
20180917T22-07,675,0
20180917T21-07,813,0
20180917T20-07,871,0
20180917T19-07,929,0
20180917T18-07,947,22
20180917T17-07,959,73
20180917T16-07,956,90
20180917T15-07,937,92
20180917T14-07,879,94
20180917T13-07,887,93
20180917T12-07,772,93
20180917T11-07,697,89
20180917T10-07,611,95
20180917T09-07,528,91
20180917T08-07,517,72
20180917T07-07,475,21
20180917T06-07,569,0
20180917T05-07,523,0
20180917T04-07,466,0
20180917T03-07,462,0
20180917T02-07,482,0
20180917T01-07,500,0
20180917T00-07,556,0
20180916T23-07,647,0
20180916T22-07,765,0
20180916T21-07,884,0
20180916T20-07,957,0
20180916T19-07,983,0
20180916T18-07,1005,11
20180916T17-07,995,62
20180916T16-07,993,66
20180916T15-07,934,94
20180916T14-07,856,95
20180916T13-07,782,95
20180916T12-07,711,95
20180916T11-07,623,96
20180916T10-07,522,94
20180916T09-07,459,88
20180916T08-07,459,74
20180916T07-07,469,22
20180916T06-07,464,0
20180916T05-07,461,0
20180916T04-07,466,0
20180916T03-07,494,0
20180916T02-07,512,0
20180916T01-07,514,0
20180916T00-07,586,0
20180915T23-07,670,0
20180915T22-07,727,0
20180915T21-07,816,0
20180915T20-07,912,0
20180915T19-07,928,0
20180915T18-07,960,17
20180915T17-07,941,50
20180915T16-07,900,84
20180915T15-07,927,94
20180915T14-07,888,96
20180915T13-07,835,96
20180915T12-07,771,97
20180915T11-07,699,97
20180915T10-07,622,97
20180915T09-07,522,93
20180915T08-07,441,74
20180915T07-07,429,23
20180915T06-07,463,0
20180915T05-07,476,0
20180915T04-07,462,0
20180915T03-07,484,0
20180915T02-07,531,0
20180915T01-07,581,0
20180915T00-07,641,0
20180914T23-07,739,0
20180914T22-07,737,0
20180914T21-07,846,0
20180914T20-07,925,0
20180914T19-07,970,0
20180914T18-07,963,18
20180914T17-07,959,58
20180914T16-07,938,90
20180914T15-07,942,70
20180914T14-07,956,91
20180914T13-07,929,94
20180914T12-07,837,93
20180914T11-07,759,96
20180914T10-07,645,96
20180914T09-07,550,92
20180914T08-07,501,75
20180914T07-07,503,23
20180914T06-07,629,0
20180914T05-07,523,0
20180914T04-07,482,0
20180914T03-07,468,0
20180914T02-07,496,0
20180914T01-07,550,0
20180914T00-07,624,0
20180913T23-07,725,0
20180913T22-07,833,0
20180913T21-07,920,0
20180913T20-07,945,0
20180913T19-07,1014,0
20180913T18-07,997,17
20180913T17-07,981,70
20180913T16-07,987,79
20180913T15-07,1019,85
20180913T14-07,983,92
20180913T13-07,898,95
20180913T12-07,871,96
20180913T11-07,698,97
20180913T10-07,641,97
20180913T09-07,598,94
20180913T08-07,544,76
20180913T07-07,532,24
20180913T06-07,576,0
20180913T05-07,514,0
20180913T04-07,475,0
20180913T03-07,476,0
20180913T02-07,496,0
20180913T01-07,550,0
20180913T00-07,620,0
20180912T23-07,713,0
20180912T22-07,735,0
20180912T21-07,870,0
20180912T20-07,913,0
20180912T19-07,980,1
20180912T18-07,1033,18
20180912T17-07,1001,69
20180912T16-07,1008,68
20180912T15-07,942,89
20180912T14-07,917,92
20180912T13-07,831,96
20180912T12-07,823,95
20180912T11-07,737,96
20180912T10-07,634,97
20180912T09-07,535,93
20180912T08-07,478,77
20180912T07-07,479,25
20180912T06-07,549,0
20180912T05-07,492,0
20180912T04-07,446,0
20180912T03-07,445,0
20180912T02-07,468,0
20180912T01-07,522,0
20180912T00-07,627,0
20180911T23-07,716,0
20180911T22-07,747,0
20180911T21-07,859,0
20180911T20-07,925,0
20180911T19-07,972,1
20180911T18-07,1024,16
20180911T17-07,1031,47
20180911T16-07,1026,61
20180911T15-07,940,85
20180911T14-07,912,97
20180911T13-07,840,96
20180911T12-07,790,97
20180911T11-07,721,97
20180911T10-07,633,97
20180911T09-07,577,93
20180911T08-07,494,77
20180911T07-07,497,24
20180911T06-07,602,0
20180911T05-07,537,0
20180911T04-07,506,0
20180911T03-07,498,0
20180911T02-07,512,0
20180911T01-07,558,0
20180911T00-07,616,0
20180910T23-07,711,0
20180910T22-07,721,0
20180910T21-07,843,0
20180910T20-07,868,0
20180910T19-07,903,1
20180910T18-07,954,13
20180910T17-07,984,47
20180910T16-07,967,84
20180910T15-07,927,95
20180910T14-07,857,94
20180910T13-07,798,95
20180910T12-07,794,95
20180910T11-07,713,96
20180910T10-07,630,96
20180910T09-07,541,92
20180910T08-07,481,76
20180910T07-07,484,26
20180910T06-07,576,0
20180910T05-07,507,0
20180910T04-07,477,0
20180910T03-07,489,0
20180910T02-07,512,0
20180910T01-07,547,0
20180910T00-07,607,0
20180909T23-07,690,0
20180909T22-07,803,0
20180909T21-07,912,0
20180909T20-07,992,0
20180909T19-07,1013,1
20180909T18-07,1034,13
20180909T17-07,1030,62
20180909T16-07,1040,58
20180909T15-07,1000,47
20180909T14-07,910,79
20180909T13-07,811,97
20180909T12-07,723,97
20180909T11-07,636,97
20180909T10-07,546,97
20180909T09-07,462,94
20180909T08-07,444,77
20180909T07-07,436,26
20180909T06-07,436,0
20180909T05-07,432,0
20180909T04-07,442,0
20180909T03-07,467,0
20180909T02-07,500,0
20180909T01-07,534,0
20180909T00-07,597,0
20180908T23-07,669,0
20180908T22-07,685,0
20180908T21-07,760,0
20180908T20-07,845,0
20180908T19-07,868,1
20180908T18-07,869,29
20180908T17-07,868,80
20180908T16-07,877,91
20180908T15-07,845,87
20180908T14-07,793,80
20180908T13-07,725,93
20180908T12-07,664,92
20180908T11-07,592,98
20180908T10-07,500,97
20180908T09-07,454,93
20180908T08-07,433,69
20180908T07-07,434,23
20180908T06-07,484,0
20180908T05-07,475,0
20180908T04-07,461,0
20180908T03-07,466,0
20180908T02-07,496,0
20180908T01-07,543,0
20180908T00-07,595,0
20180907T23-07,713,0
20180907T22-07,622,0
20180907T21-07,757,0
20180907T20-07,762,0
20180907T19-07,770,0
20180907T18-07,778,18
20180907T17-07,723,82
20180907T16-07,723,78
20180907T15-07,745,70
20180907T14-07,726,64
20180907T13-07,731,55
20180907T12-07,723,64
20180907T11-07,688,68
20180907T10-07,625,67
20180907T09-07,568,74
20180907T08-07,535,57
20180907T07-07,549,16
20180907T06-07,638,0
20180907T05-07,558,0
20180907T04-07,523,0
20180907T03-07,510,0
20180907T02-07,533,0
20180907T01-07,548,0
20180907T00-07,548,0
20180906T23-07,626,0
20180906T22-07,579,0
20180906T21-07,664,0
20180906T20-07,676,0
20180906T19-07,696,0
20180906T18-07,697,8
20180906T17-07,704,47
20180906T16-07,685,70
20180906T15-07,654,72
20180906T14-07,645,75
20180906T13-07,635,64
20180906T12-07,617,61
20180906T11-07,581,56
20180906T10-07,477,71
20180906T09-07,471,48
20180906T08-07,484,14
20180906T07-07,477,3
20180906T06-07,536,0
20180906T05-07,466,0
20180906T04-07,433,0
20180906T03-07,427,0
20180906T02-07,431,0
20180906T01-07,486,0
20180906T00-07,596,0
20180905T23-07,690,0
20180905T22-07,646,0
20180905T21-07,753,0
20180905T20-07,774,0
20180905T19-07,785,1
20180905T18-07,805,19
20180905T17-07,849,46
20180905T16-07,932,39
20180905T15-07,934,64
20180905T14-07,898,75
20180905T13-07,859,79
20180905T12-07,830,89
20180905T11-07,723,93
20180905T10-07,626,84
20180905T09-07,538,89
20180905T08-07,485,78
20180905T07-07,460,27
20180905T06-07,602,0
20180905T05-07,556,0
20180905T04-07,514,0
20180905T03-07,508,0
20180905T02-07,539,0
20180905T01-07,575,0
20180905T00-07,583,0
20180904T23-07,666,0
20180904T22-07,728,0
20180904T21-07,874,0
20180904T20-07,952,0
20180904T19-07,955,1
20180904T18-07,951,37
20180904T17-07,915,83
20180904T16-07,925,89
20180904T15-07,992,84
20180904T14-07,1001,71
20180904T13-07,909,74
20180904T12-07,830,85
20180904T11-07,734,87
20180904T10-07,657,95
20180904T09-07,582,92
20180904T08-07,538,77
20180904T07-07,510,28
20180904T06-07,515,0
20180904T05-07,437,0
20180904T04-07,389,0
20180904T03-07,418,0
20180904T02-07,421,0
20180904T01-07,466,0
20180904T00-07,490,0
20180903T23-07,569,0
20180903T22-07,676,0
20180903T21-07,800,0
20180903T20-07,881,0
20180903T19-07,894,1
20180903T18-07,893,37
20180903T17-07,886,78
20180903T16-07,871,84
20180903T15-07,830,93
20180903T14-07,776,94
20180903T13-07,713,86
20180903T12-07,730,75
20180903T11-07,702,62
20180903T10-07,654,35
20180903T09-07,586,33
20180903T08-07,429,31
20180903T07-07,400,11
20180903T06-07,425,0
20180903T05-07,420,0
20180903T04-07,407,0
20180903T03-07,407,0
20180903T02-07,431,0
20180903T01-07,459,0
20180903T00-07,459,0
20180902T23-07,528,0
20180902T22-07,639,0
20180902T21-07,721,0
20180902T20-07,767,0
20180902T19-07,768,2
20180902T18-07,778,28
20180902T17-07,738,83
20180902T16-07,707,91
20180902T15-07,652,90
20180902T14-07,616,89
20180902T13-07,635,74
20180902T12-07,679,42
20180902T11-07,680,24
20180902T10-07,589,29
20180902T09-07,482,44
20180902T08-07,436,37
20180902T07-07,403,11
20180902T06-07,397,0
20180902T05-07,381,0
20180902T04-07,390,0
20180902T03-07,412,0
20180902T02-07,452,0
20180902T01-07,481,0
20180902T00-07,533,0
20180901T23-07,608,0
20180901T22-07,681,0
20180901T21-07,741,0
20180901T20-07,774,0
20180901T19-07,772,0
20180901T18-07,725,2
20180901T17-07,679,4
20180901T16-07,713,13
20180901T15-07,709,49
20180901T14-07,737,79
20180901T13-07,846,80
20180901T12-07,812,82
20180901T11-07,795,72
20180901T10-07,752,48
20180901T09-07,686,39
20180901T08-07,559,42
20180901T07-07,508,11
20180901T06-07,517,0
20180901T05-07,525,0
20180901T04-07,515,0
20180901T03-07,548,0
20180901T02-07,581,0
20180901T01-07,611,0
20180901T00-07,751,0
20180831T23-07,860,0
20180831T22-07,807,0
20180831T21-07,875,0
20180831T20-07,954,0
20180831T19-07,954,3
20180831T18-07,948,34
20180831T17-07,952,60
20180831T16-07,917,82
20180831T15-07,870,85
20180831T14-07,927,77
20180831T13-07,924,92
20180831T12-07,881,93
20180831T11-07,779,91
20180831T10-07,676,94
20180831T09-07,578,87
20180831T08-07,511,73
20180831T07-07,568,23
20180831T06-07,685,0
20180831T05-07,632,0
20180831T04-07,603,0
20180831T03-07,608,0
20180831T02-07,654,0
20180831T01-07,697,0
20180831T00-07,773,0
20180830T23-07,858,0
20180830T22-07,839,0
20180830T21-07,939,0
20180830T20-07,954,0
20180830T19-07,968,2
20180830T18-07,980,26
20180830T17-07,963,77
20180830T16-07,981,85
20180830T15-07,964,90
20180830T14-07,960,93
20180830T13-07,988,92
20180830T12-07,902,92
20180830T11-07,804,93
20180830T10-07,703,93
20180830T09-07,607,90
20180830T08-07,539,74
20180830T07-07,595,14
20180830T06-07,716,0
20180830T05-07,654,0
20180830T04-07,614,0
20180830T03-07,619,0
20180830T02-07,642,0
20180830T01-07,699,0
20180830T00-07,799,0
20180829T23-07,882,0
20180829T22-07,838,0
20180829T21-07,940,0
20180829T20-07,1046,0
20180829T19-07,1094,4
20180829T18-07,1124,40
20180829T17-07,1118,77
20180829T16-07,1098,84
20180829T15-07,1124,89
20180829T14-07,1099,83
20180829T13-07,1021,87
20180829T12-07,907,91
20180829T11-07,807,76
20180829T10-07,685,86
20180829T09-07,582,75
20180829T08-07,483,67
20180829T07-07,542,21
20180829T06-07,685,0
20180829T05-07,642,0
20180829T04-07,599,0
20180829T03-07,612,0
20180829T02-07,630,0
20180829T01-07,672,0
20180829T00-07,736,0
20180828T23-07,827,0
20180828T22-07,773,0
20180828T21-07,924,0
20180828T20-07,1001,0
20180828T19-07,1032,4
