,coal,natural gas,wind
20190625T15Z,1919,860.0,101
20190625T14Z,1634,906.0,84
20190625T13Z,1336,861.0,172
20190625T12Z,1063,871.0,187
20190625T11Z,916,871.0,210
20190625T10Z,896,786.0,221
20190625T09Z,896,707.0,270
20190625T08Z,897,675.0,299
20190625T07Z,907,808.0,291
20190625T06Z,1040,785.0,226
20190625T05Z,1214,789.0,192
20190625T04Z,1721,904.0,181
20190625T03Z,2057,931.0,128
20190625T02Z,2074,944.0,66
20190625T01Z,2238,990.0,55
20190625T00Z,2292,1099.0,96
20190624T23Z,2298,1104.0,110
20190624T22Z,2299,1092.0,132
20190624T21Z,2283,1090.0,137
20190624T20Z,2236,1098.0,123
20190624T19Z,2233,1045.0,99
20190624T18Z,2155,943.0,89
20190624T17Z,2040,947.0,65
20190624T16Z,1940,944.0,66
20190624T15Z,1839,935.0,78
20190624T14Z,1716,939.0,111
20190624T13Z,1551,890.0,121
20190624T12Z,1126,892.0,156
20190624T11Z,1010,890.0,148
20190624T10Z,941,812.0,143
20190624T09Z,938,819.0,120
20190624T08Z,937,923.0,67
20190624T07Z,1005,886.0,106
20190624T06Z,1158,828.0,46
20190624T05Z,1276,918.0,39
20190624T04Z,1616,932.0,17
20190624T03Z,1876,943.0,3
20190624T02Z,2056,942.0,12
20190624T01Z,2149,938.0,3
20190624T00Z,2205,934.0,1
20190623T23Z,2216,935.0,0
20190623T22Z,2195,941.0,0
20190623T21Z,2176,943.0,3
20190623T20Z,2152,946.0,2
20190623T19Z,2019,945.0,36
20190623T18Z,1909,942.0,57
20190623T17Z,1793,904.0,92
20190623T16Z,1782,788.0,93
20190623T15Z,1649,632.0,144
20190623T14Z,1338,514.0,217
20190623T13Z,1076,337.0,226
20190623T12Z,1081,359.0,167
20190623T11Z,1092,387.0,88
20190623T10Z,1003,460.0,109
20190623T09Z,905,456.0,205
20190623T08Z,1005,455.0,246
20190623T07Z,1197,480.0,233
20190623T06Z,1365,484.0,253
20190623T05Z,1553,484.0,173
20190623T04Z,1786,485.0,161
20190623T03Z,2120,520.0,115
20190623T02Z,2077,721.0,154
20190623T01Z,2108,961.0,206
20190623T00Z,2054,1090.0,217
20190622T23Z,2053,1080.0,214
20190622T22Z,2075,1080.0,165
20190622T21Z,2155,1083.0,170
20190622T20Z,2140,1085.0,161
20190622T19Z,1987,1083.0,245
20190622T18Z,1870,1059.0,269
20190622T17Z,1913,996.0,119
20190622T16Z,1860,888.0,86
20190622T15Z,1603,818.0,146
20190622T14Z,1387,804.0,80
20190622T13Z,1126,861.0,22
20190622T12Z,1054,826.0,25
20190622T11Z,996,833.0,8
20190622T10Z,944,725.0,118
20190622T09Z,942,808.0,184
20190622T08Z,937,757.0,179
20190622T07Z,987,754.0,191
20190622T06Z,1078,805.0,191
20190622T05Z,1244,785.0,287
20190622T04Z,1624,820.0,244
20190622T03Z,1891,868.0,209
20190622T02Z,2027,928.0,179
20190622T01Z,2129,1161.0,163
20190622T00Z,2182,1274.0,145
20190621T23Z,2236,1270.0,150
20190621T22Z,2274,1273.0,192
20190621T21Z,2225,1274.0,231
20190621T20Z,2153,1287.0,255
20190621T19Z,2208,1210.0,273
20190621T18Z,2070,1091.0,355
20190621T17Z,2073,946.0,382
20190621T16Z,2058,875.0,242
20190621T15Z,1699,811.0,279
20190621T14Z,1443,729.0,269
20190621T13Z,1170,711.0,312
20190621T12Z,1001,673.0,361
20190621T11Z,911,760.0,232
20190621T10Z,909,826.0,217
20190621T09Z,887,875.0,226
20190621T08Z,889,817.0,253
20190621T07Z,891,739.0,281
20190621T06Z,971,801.0,305
20190621T05Z,1294,912.0,263
20190621T04Z,1726,915.0,264
20190621T03Z,2068,1004.0,234
20190621T02Z,2173,1129.0,184
20190621T01Z,2247,1302.0,115
20190621T00Z,2320,1380.0,109
20190620T23Z,2308,1410.0,118
20190620T22Z,2173,1400.0,112
20190620T21Z,2207,1448.0,117
20190620T20Z,2273,1389.0,96
20190620T19Z,2323,1371.0,49
20190620T18Z,2319,1290.0,12
20190620T17Z,2223,1292.0,11
20190620T16Z,2128,1252.0,25
20190620T15Z,2018,1144.0,22
20190620T14Z,1919,972.0,42
20190620T13Z,1767,828.0,54
20190620T12Z,1353,870.0,53
20190620T11Z,1118,842.0,31
20190620T10Z,891,814.0,40
20190620T09Z,892,809.0,40
20190620T08Z,888,863.0,35
20190620T07Z,913,918.0,13
20190620T06Z,1108,919.0,1
20190620T05Z,1390,927.0,10
20190620T04Z,1883,936.0,18
20190620T03Z,2123,1091.0,4
20190620T02Z,2122,1253.0,1
20190620T01Z,2247,1308.0,0
20190620T00Z,2304,1521.0,11
20190619T23Z,2298,1527.0,26
20190619T22Z,2305,1525.0,18
20190619T21Z,2307,1527.0,13
20190619T20Z,2299,1526.0,24
20190619T19Z,2321,1397.0,20
20190619T18Z,2303,1312.0,25
20190619T17Z,2202,1265.0,49
20190619T16Z,2124,987.0,69
20190619T15Z,2167,794.0,48
20190619T14Z,1906,900.0,56
20190619T13Z,1766,810.0,60
20190619T12Z,1381,888.0,57
20190619T11Z,1081,919.0,91
20190619T10Z,919,885.0,117
20190619T09Z,884,902.0,63
20190619T08Z,897,923.0,64
20190619T07Z,1009,924.0,84
20190619T06Z,1107,918.0,93
20190619T05Z,1337,899.0,128
20190619T04Z,1888,920.0,87
20190619T03Z,2156,1059.0,114
20190619T02Z,2180,1232.0,102
20190619T01Z,2222,1272.0,74
20190619T00Z,2300,1292.0,42
20190618T23Z,2279,1265.0,66
20190618T22Z,2235,1290.0,62
20190618T21Z,2172,1315.0,44
20190618T20Z,2135,1248.0,26
20190618T19Z,1997,1288.0,4
20190618T18Z,1863,1251.0,0
20190618T17Z,1805,1306.0,0
20190618T16Z,1728,1296.0,0
20190618T15Z,1659,1308.0,0
20190618T14Z,1606,1176.0,0
20190618T13Z,1539,1006.0,2
20190618T12Z,1498,892.0,0
20190618T11Z,1125,900.0,2
20190618T10Z,794,916.0,6
20190618T09Z,771,903.0,23
20190618T08Z,771,909.0,30
20190618T07Z,888,940.0,28
20190618T06Z,1045,939.0,46
20190618T05Z,1232,936.0,39
20190618T04Z,1508,980.0,72
20190618T03Z,1629,1263.0,60
20190618T02Z,1605,1301.0,40
20190618T01Z,1628,1317.0,19
20190618T00Z,1675,1335.0,9
20190617T23Z,1684,1431.0,6
20190617T22Z,1636,1522.0,4
20190617T21Z,1613,1505.0,10
20190617T20Z,1657,1449.0,22
20190617T19Z,1673,1397.0,48
20190617T18Z,1665,1362.0,33
20190617T17Z,1653,1378.0,20
20190617T16Z,1610,1323.0,17
20190617T15Z,1667,1304.0,28
20190617T14Z,1558,1194.0,27
20190617T13Z,1606,1073.0,29
20190617T12Z,1545,960.0,27
20190617T11Z,1420,787.0,26
20190617T10Z,1144,822.0,40
20190617T09Z,962,854.0,59
20190617T08Z,971,888.0,47
20190617T07Z,1050,895.0,44
20190617T06Z,1253,876.0,69
20190617T05Z,1450,900.0,67
20190617T04Z,1656,1036.0,64
20190617T03Z,1669,1261.0,57
20190617T02Z,1586,1387.0,32
20190617T01Z,1570,1464.0,39
20190617T00Z,1570,1516.0,55
20190616T23Z,1570,1537.0,15
20190616T22Z,1575,1531.0,0
20190616T21Z,1565,1528.0,2
20190616T20Z,1547,1502.0,3
20190616T19Z,1545,1448.0,6
20190616T18Z,1557,1365.0,0
20190616T17Z,1526,1291.0,2
20190616T16Z,1617,1141.0,0
20190616T15Z,1609,892.0,7
20190616T14Z,1380,820.0,19
20190616T13Z,1016,847.0,61
20190616T12Z,791,847.0,44
20190616T11Z,714,776.0,146
20190616T10Z,722,771.0,174
20190616T09Z,722,738.0,258
20190616T08Z,810,730.0,215
20190616T07Z,1150,709.0,161
20190616T06Z,1391,859.0,119
20190616T05Z,1446,878.0,81
20190616T04Z,1553,918.0,83
20190616T03Z,1620,1182.0,51
20190616T02Z,1658,1286.0,56
20190616T01Z,1653,1272.0,79
20190616T00Z,1631,1492.0,82
20190615T23Z,1640,1480.0,139
20190615T22Z,1701,1479.0,217
20190615T21Z,1677,1411.0,231
20190615T20Z,1547,1298.0,229
20190615T19Z,1646,1294.0,185
20190615T18Z,1514,1269.0,191
20190615T17Z,1457,1089.0,221
20190615T16Z,1418,988.0,246
20190615T15Z,1227,868.0,216
20190615T14Z,1164,811.0,170
20190615T13Z,989,811.0,30
20190615T12Z,746,785.0,111
20190615T11Z,709,819.0,90
20190615T10Z,714,884.0,101
20190615T09Z,716,751.0,203
20190615T08Z,707,717.0,201
20190615T07Z,715,770.0,221
20190615T06Z,713,827.0,262
20190615T05Z,822,848.0,305
20190615T04Z,1247,837.0,249
20190615T03Z,1436,871.0,241
20190615T02Z,1520,897.0,215
20190615T01Z,1619,877.0,207
20190615T00Z,1680,894.0,265
20190614T23Z,1694,869.0,336
20190614T22Z,1647,880.0,343
20190614T21Z,1606,771.0,324
20190614T20Z,1379,827.0,349
20190614T19Z,1206,860.0,348
20190614T18Z,1267,836.0,321
20190614T17Z,1623,714.0,274
20190614T16Z,1651,667.0,260
20190614T15Z,1487,589.0,275
20190614T14Z,1344,522.0,236
20190614T13Z,1414,527.0,218
20190614T12Z,1278,495.0,271
20190614T11Z,1178,486.0,311
20190614T10Z,1057,523.0,234
20190614T09Z,1052,518.0,272
20190614T08Z,1081,546.0,277
20190614T07Z,1168,546.0,219
20190614T06Z,1262,489.0,247
20190614T05Z,1331,446.0,232
20190614T04Z,1403,434.0,255
20190614T03Z,1505,428.0,191
20190614T02Z,1465,371.0,125
20190614T01Z,1541,330.0,75
20190614T00Z,1575,425.0,59
20190613T23Z,1540,457.0,42
20190613T22Z,1452,419.0,28
20190613T21Z,1497,438.0,20
20190613T20Z,1554,456.0,9
20190613T19Z,1567,457.0,5
20190613T18Z,1547,399.0,5
20190613T17Z,1810,406.0,3
20190613T16Z,2023,471.0,5
20190613T15Z,1877,419.0,2
20190613T14Z,1817,354.0,0
20190613T13Z,1585,375.0,5
20190613T12Z,1383,374.0,13
20190613T11Z,1154,339.0,21
20190613T10Z,990,374.0,32
20190613T09Z,999,364.0,46
20190613T08Z,996,347.0,67
20190613T07Z,977,383.0,85
20190613T06Z,988,399.0,128
20190613T05Z,1058,380.0,169
20190613T04Z,1374,335.0,183
20190613T03Z,1526,368.0,171
20190613T02Z,1586,390.0,199
20190613T01Z,1612,418.0,255
20190613T00Z,1557,531.0,335
20190612T23Z,1617,540.0,285
20190612T22Z,1601,596.0,228
20190612T21Z,1558,517.0,190
20190612T20Z,1523,426.0,246
20190612T19Z,1599,457.0,140
20190612T18Z,1554,494.0,131
20190612T17Z,1564,494.0,120
20190612T16Z,1541,494.0,92
20190612T15Z,1512,496.0,68
20190612T14Z,1475,483.0,67
20190612T13Z,1433,436.0,58
20190612T12Z,1205,387.0,63
20190612T11Z,1015,434.0,50
20190612T10Z,968,395.0,66
20190612T09Z,960,377.0,69
20190612T08Z,959,428.0,17
20190612T07Z,950,456.0,32
20190612T06Z,956,452.0,101
20190612T05Z,1244,354.0,171
20190612T04Z,1500,439.0,82
20190612T03Z,1629,550.0,150
20190612T02Z,1652,662.0,126
20190612T01Z,1691,791.0,89
20190612T00Z,1682,883.0,97
20190611T23Z,1685,881.0,114
20190611T22Z,1686,867.0,139
20190611T21Z,1685,803.0,164
20190611T20Z,1691,785.0,176
20190611T19Z,1683,778.0,169
20190611T18Z,1633,718.0,185
20190611T17Z,1522,681.0,164
20190611T16Z,1507,676.0,93
20190611T15Z,1372,666.0,61
20190611T14Z,1348,557.0,67
20190611T13Z,1309,492.0,65
20190611T12Z,1182,414.0,43
20190611T11Z,1068,359.0,62
20190611T10Z,921,419.0,94
20190611T09Z,887,410.0,127
20190611T08Z,885,415.0,140
20190611T07Z,1003,356.0,127
20190611T06Z,1154,408.0,60
20190611T05Z,1363,340.0,20
20190611T04Z,1515,345.0,11
20190611T03Z,1541,717.0,3
20190611T02Z,1702,830.0,0
20190611T01Z,1717,1103.0,0
20190611T00Z,1728,1224.0,5
20190610T23Z,1713,1267.0,13
20190610T22Z,1690,1223.0,25
20190610T21Z,1661,1131.0,37
20190610T20Z,1612,878.0,51
20190610T19Z,1571,932.0,68
20190610T18Z,1525,990.0,106
20190610T17Z,1468,996.0,136
20190610T16Z,1434,937.0,161
20190610T15Z,1352,928.0,94
20190610T14Z,1241,860.0,86
20190610T13Z,1137,701.0,138
20190610T12Z,1040,522.0,203
20190610T11Z,823,518.0,227
20190610T10Z,738,496.0,241
20190610T09Z,737,497.0,278
20190610T08Z,803,501.0,287
20190610T07Z,899,535.0,262
20190610T06Z,876,549.0,286
20190610T05Z,979,565.0,267
20190610T04Z,1131,573.0,268
20190610T03Z,1219,742.0,246
20190610T02Z,1234,766.0,291
20190610T01Z,1251,802.0,336
20190610T00Z,1243,896.0,356
20190609T23Z,1248,1002.0,345
20190609T22Z,1230,959.0,339
20190609T21Z,1227,923.0,325
20190609T20Z,1235,944.0,282
20190609T19Z,1179,894.0,304
20190609T18Z,1110,903.0,251
20190609T17Z,1107,890.0,211
20190609T16Z,1079,945.0,167
20190609T15Z,1026,858.0,180
20190609T14Z,831,835.0,152
20190609T13Z,756,700.0,109
20190609T12Z,704,603.0,23
20190609T11Z,733,551.0,16
20190609T10Z,773,548.0,2
20190609T09Z,741,569.0,8
20190609T08Z,855,537.0,15
20190609T07Z,865,549.0,12
20190609T06Z,905,525.0,9
20190609T05Z,1036,502.0,10
20190609T04Z,1105,649.0,18
20190609T03Z,1129,839.0,9
20190609T02Z,1205,942.0,13
20190609T01Z,1246,1116.0,29
20190609T00Z,1235,1270.0,16
20190608T23Z,1228,1335.0,4
20190608T22Z,1238,1329.0,5
20190608T21Z,1232,1317.0,0
20190608T20Z,1234,1237.0,3
20190608T19Z,1216,1157.0,5
20190608T18Z,1239,975.0,3
20190608T17Z,1236,892.0,5
20190608T16Z,1239,880.0,8
20190608T15Z,1193,854.0,4
20190608T14Z,1009,874.0,11
20190608T13Z,877,749.0,36
20190608T12Z,737,591.0,59
20190608T11Z,672,571.0,87
20190608T10Z,696,531.0,82
20190608T09Z,822,572.0,45
20190608T08Z,989,550.0,54
20190608T07Z,1092,557.0,87
20190608T06Z,1217,591.0,119
20190608T05Z,1285,629.0,140
20190608T04Z,1416,770.0,103
20190608T03Z,1692,744.0,91
20190608T02Z,1894,924.0,73
20190608T01Z,2010,1007.0,50
20190608T00Z,2005,1159.0,38
20190607T23Z,2014,1214.0,26
20190607T22Z,2005,1232.0,35
20190607T21Z,2005,1223.0,23
20190607T20Z,1989,1211.0,35
20190607T19Z,2010,1217.0,46
20190607T18Z,2016,1210.0,57
20190607T17Z,2016,1202.0,65
20190607T16Z,1999,1011.0,71
20190607T15Z,1800,938.0,67
20190607T14Z,1626,894.0,65
20190607T13Z,1642,649.0,123
20190607T12Z,1539,482.0,110
20190607T11Z,1259,481.0,85
20190607T10Z,1153,485.0,38
20190607T09Z,1176,499.0,43
20190607T08Z,1185,541.0,13
20190607T07Z,1246,563.0,1
20190607T06Z,1439,565.0,16
20190607T05Z,1698,539.0,17
20190607T04Z,1830,577.0,56
20190607T03Z,2141,590.0,29
20190607T02Z,2145,602.0,80
20190607T01Z,2115,812.0,76
20190607T00Z,2163,937.0,32
20190606T23Z,2162,988.0,30
20190606T22Z,2157,1028.0,54
20190606T21Z,2154,980.0,83
20190606T20Z,2159,951.0,46
20190606T19Z,2161,1018.0,32
20190606T18Z,2161,1020.0,25
20190606T17Z,2162,1009.0,15
20190606T16Z,2107,1022.0,26
20190606T15Z,2016,938.0,30
20190606T14Z,1789,842.0,29
20190606T13Z,1776,638.0,27
20190606T12Z,1717,513.0,42
20190606T11Z,1415,519.0,46
20190606T10Z,1245,518.0,48
20190606T09Z,1201,516.0,28
20190606T08Z,1229,579.0,9
20190606T07Z,1283,583.0,14
20190606T06Z,1622,538.0,11
20190606T05Z,1893,571.0,10
20190606T04Z,2093,658.0,30
20190606T03Z,2101,960.0,80
20190606T02Z,2113,1017.0,150
20190606T01Z,2070,1094.0,142
20190606T00Z,2108,1089.0,91
20190605T23Z,2146,1095.0,26
20190605T22Z,2115,1105.0,1
20190605T21Z,2082,1120.0,2
20190605T20Z,2054,1188.0,15
20190605T19Z,2117,1175.0,22
20190605T18Z,2224,1140.0,31
20190605T17Z,2228,1199.0,18
20190605T16Z,2265,1062.0,9
20190605T15Z,2098,954.0,21
20190605T14Z,1945,893.0,46
20190605T13Z,1928,693.0,98
20190605T12Z,1879,557.0,134
20190605T11Z,1749,528.0,120
20190605T10Z,1473,527.0,180
20190605T09Z,1326,551.0,210
20190605T08Z,1339,477.0,234
20190605T07Z,1487,539.0,225
20190605T06Z,1625,563.0,207
20190605T05Z,1901,474.0,217
20190605T04Z,2228,598.0,152
20190605T03Z,2202,897.0,99
20190605T02Z,2121,954.0,87
20190605T01Z,2114,943.0,114
20190605T00Z,2128,930.0,165
20190604T23Z,2233,926.0,140
20190604T22Z,2242,956.0,167
20190604T21Z,2101,979.0,229
20190604T20Z,2144,956.0,199
20190604T19Z,2217,988.0,62
20190604T18Z,2215,1004.0,29
20190604T17Z,2184,1030.0,16
20190604T16Z,2193,1006.0,84
20190604T15Z,2084,791.0,163
20190604T14Z,2010,644.0,216
20190604T13Z,1939,532.0,120
20190604T12Z,1631,527.0,91
20190604T11Z,1294,566.0,134
20190604T10Z,1134,535.0,175
20190604T09Z,1129,550.0,149
20190604T08Z,1200,494.0,135
20190604T07Z,1393,504.0,123
20190604T06Z,1521,586.0,114
20190604T05Z,1577,585.0,132
20190604T04Z,1861,590.0,165
20190604T03Z,2175,591.0,144
20190604T02Z,2181,714.0,169
20190604T01Z,2128,964.0,176
20190604T00Z,2191,993.0,134
20190603T23Z,2222,991.0,100
20190603T22Z,2221,939.0,81
20190603T21Z,2232,924.0,77
20190603T20Z,2272,962.0,50
20190603T19Z,2289,997.0,72
20190603T18Z,2257,1024.0,63
20190603T17Z,2266,867.0,108
20190603T16Z,2267,748.0,84
20190603T15Z,2239,649.0,67
20190603T14Z,2071,521.0,107
20190603T13Z,1867,509.0,124
20190603T12Z,1786,484.0,144
20190603T11Z,1684,534.0,123
20190603T10Z,1298,533.0,110
20190603T09Z,1243,478.0,107
20190603T08Z,1244,520.0,104
20190603T07Z,1245,535.0,105
20190603T06Z,1458,598.0,101
20190603T05Z,1720,597.0,87
20190603T04Z,2081,596.0,80
20190603T03Z,2155,756.0,56
20190603T02Z,2151,795.0,23
20190603T01Z,2127,835.0,11
20190603T00Z,2128,892.0,15
20190602T23Z,2142,916.0,13
20190602T22Z,2141,922.0,10
20190602T21Z,2132,895.0,12
20190602T20Z,2142,837.0,16
20190602T19Z,2251,793.0,6
20190602T18Z,2206,802.0,0
20190602T17Z,2050,784.0,4
20190602T16Z,2004,695.0,15
20190602T15Z,1943,608.0,15
20190602T14Z,1718,599.0,12
20190602T13Z,1559,566.0,47
20190602T12Z,1519,597.0,77
20190602T11Z,1464,599.0,111
20190602T10Z,1497,600.0,114
20190602T09Z,1544,601.0,104
20190602T08Z,1645,601.0,86
20190602T07Z,1781,600.0,97
20190602T06Z,1955,601.0,78
20190602T05Z,2147,598.0,77
20190602T04Z,2207,598.0,102
20190602T03Z,2195,645.0,113
20190602T02Z,2098,953.0,95
20190602T01Z,2201,979.0,77
20190602T00Z,2245,980.0,57
20190601T23Z,2252,1000.0,37
20190601T22Z,2250,986.0,32
20190601T21Z,2242,1026.0,51
20190601T20Z,2171,997.0,75
20190601T19Z,2223,978.0,47
20190601T18Z,2112,915.0,43
20190601T17Z,2194,739.0,48
20190601T16Z,2023,617.0,62
20190601T15Z,1851,586.0,47
20190601T14Z,1630,615.0,66
20190601T13Z,1359,509.0,147
20190601T12Z,1161,474.0,151
20190601T11Z,1139,474.0,137
20190601T10Z,1058,475.0,164
20190601T09Z,1096,475.0,191
20190601T08Z,1070,474.0,185
20190601T07Z,1193,476.0,154
20190601T06Z,1453,522.0,115
20190601T05Z,1819,527.0,80
20190601T04Z,2147,526.0,40
20190601T03Z,2182,660.0,14
20190601T02Z,2149,889.0,1
20190601T01Z,2135,909.0,0
20190601T00Z,2124,915.0,4
20190531T23Z,2115,966.0,20
20190531T22Z,2061,1145.0,16
20190531T21Z,2046,1249.0,42
20190531T20Z,1973,1146.0,37
20190531T19Z,1961,1305.0,8
20190531T18Z,1957,1257.0,5
20190531T17Z,1978,1212.0,0
20190531T16Z,1961,1135.0,0
20190531T15Z,1806,959.0,1
20190531T14Z,1757,852.0,16
20190531T13Z,1800,669.0,45
20190531T12Z,1731,623.0,60
20190531T11Z,1569,593.0,2
20190531T10Z,1594,630.0,1
20190531T09Z,1593,660.0,9
20190531T08Z,1639,659.0,23
20190531T07Z,1735,657.0,19
20190531T06Z,1778,657.0,49
20190531T05Z,1874,663.0,55
20190531T04Z,1935,881.0,60
20190531T03Z,1993,1034.0,64
20190531T02Z,1995,1079.0,62
20190531T01Z,2008,1064.0,57
20190531T00Z,1995,1059.0,88
20190530T23Z,1994,973.0,129
20190530T22Z,1989,947.0,132
20190530T21Z,1973,927.0,120
20190530T20Z,2005,1000.0,104
20190530T19Z,1993,968.0,92
20190530T18Z,1992,963.0,86
20190530T17Z,1963,991.0,65
20190530T16Z,1976,963.0,65
20190530T15Z,1977,917.0,39
20190530T14Z,1898,906.0,38
20190530T13Z,1858,691.0,62
20190530T12Z,1788,511.0,79
20190530T11Z,1703,494.0,40
20190530T10Z,1606,493.0,29
20190530T09Z,1570,493.0,42
20190530T08Z,1640,493.0,80
20190530T07Z,1706,493.0,87
20190530T06Z,1702,493.0,77
20190530T05Z,1818,492.0,53
20190530T04Z,1767,543.0,62
20190530T03Z,1911,673.0,52
20190530T02Z,1824,772.0,34
20190530T01Z,1935,857.0,24
20190530T00Z,2012,857.0,12
20190529T23Z,2019,877.0,16
20190529T22Z,2027,874.0,43
20190529T21Z,2027,862.0,33
20190529T20Z,2014,876.0,25
20190529T19Z,2001,869.0,58
20190529T18Z,2006,873.0,95
20190529T17Z,1948,850.0,114
20190529T16Z,2023,856.0,80
20190529T15Z,1951,847.0,48
20190529T14Z,1825,819.0,14
20190529T13Z,1860,653.0,28
20190529T12Z,1915,483.0,33
20190529T11Z,1752,465.0,47
20190529T10Z,1561,465.0,72
20190529T09Z,1509,449.0,135
20190529T08Z,1570,400.0,139
20190529T07Z,1678,408.0,109
20190529T06Z,1718,422.0,124
20190529T05Z,1778,423.0,192
20190529T04Z,1992,514.0,186
20190529T03Z,2019,865.0,194
20190529T02Z,1997,872.0,170
20190529T01Z,1809,857.0,144
20190529T00Z,1917,815.0,170
20190528T23Z,1807,874.0,179
20190528T22Z,1923,903.0,261
20190528T21Z,2029,1054.0,230
20190528T20Z,2032,1055.0,226
20190528T19Z,2040,981.0,191
20190528T18Z,2022,845.0,219
20190528T17Z,1999,829.0,271
20190528T16Z,1832,799.0,359
20190528T15Z,1871,832.0,224
20190528T14Z,1635,776.0,211
20190528T13Z,1574,546.0,201
20190528T12Z,1379,404.0,176
20190528T11Z,1205,417.0,168
20190528T10Z,1162,417.0,162
20190528T09Z,1143,429.0,162
20190528T08Z,1176,433.0,176
20190528T07Z,1218,432.0,211
20190528T06Z,1451,449.0,288
20190528T05Z,1629,484.0,260
20190528T04Z,1897,649.0,171
20190528T03Z,1962,660.0,139
20190528T02Z,1975,674.0,90
20190528T01Z,1959,837.0,99
20190528T00Z,2045,930.0,138
20190527T23Z,2031,965.0,153
20190527T22Z,1954,948.0,173
20190527T21Z,1868,923.0,195
20190527T20Z,1853,922.0,253
20190527T19Z,2041,923.0,220
20190527T18Z,2019,880.0,229
20190527T17Z,1957,848.0,296
20190527T16Z,2045,752.0,240
20190527T15Z,1977,631.0,323
20190527T14Z,1987,462.0,292
20190527T13Z,1568,424.0,253
20190527T12Z,1332,439.0,300
20190527T11Z,1378,382.0,328
20190527T10Z,1534,377.0,322
20190527T09Z,1603,367.0,245
20190527T08Z,1626,369.0,212
20190527T07Z,1640,407.0,173
20190527T06Z,1797,422.0,167
20190527T05Z,1860,456.0,185
20190527T04Z,2132,483.0,169
20190527T03Z,2240,481.0,112
20190527T02Z,2235,478.0,75
20190527T01Z,2215,503.0,102
20190527T00Z,2260,650.0,132
20190526T23Z,2263,657.0,154
20190526T22Z,2203,660.0,130
20190526T21Z,2227,660.0,115
20190526T20Z,2043,663.0,118
20190526T19Z,2059,665.0,126
20190526T18Z,2092,667.0,103
20190526T17Z,2122,665.0,75
20190526T16Z,2100,634.0,68
20190526T15Z,2116,553.0,45
20190526T14Z,1927,481.0,59
20190526T13Z,1768,434.0,50
20190526T12Z,1507,359.0,34
20190526T11Z,1489,375.0,35
20190526T10Z,1448,413.0,63
20190526T09Z,1416,449.0,108
20190526T08Z,1390,425.0,242
20190526T07Z,1677,383.0,272
20190526T06Z,1800,431.0,341
20190526T05Z,1987,414.0,171
20190526T04Z,2217,484.0,127
20190526T03Z,2183,556.0,68
20190526T02Z,2220,673.0,65
20190526T01Z,2149,824.0,103
20190526T00Z,2212,900.0,149
20190525T23Z,2254,950.0,117
20190525T22Z,2244,959.0,124
20190525T21Z,2213,913.0,138
20190525T20Z,2140,850.0,167
20190525T19Z,2045,849.0,205
20190525T18Z,2155,766.0,181
20190525T17Z,2067,678.0,201
20190525T16Z,1973,664.0,199
20190525T15Z,1932,626.0,156
20190525T14Z,1865,537.0,124
20190525T13Z,1682,471.0,107
20190525T12Z,1309,388.0,132
20190525T11Z,1382,381.0,180
20190525T10Z,1469,435.0,198
20190525T09Z,1495,398.0,235
20190525T08Z,1528,405.0,284
20190525T07Z,1491,354.0,229
20190525T06Z,1623,394.0,178
20190525T05Z,1893,436.0,253
20190525T04Z,2164,467.0,268
20190525T03Z,2207,610.0,247
20190525T02Z,2150,829.0,268
20190525T01Z,2221,867.0,212
20190525T00Z,2288,918.0,195
20190524T23Z,2318,936.0,203
20190524T22Z,2288,973.0,234
20190524T21Z,2236,955.0,327
20190524T20Z,2242,917.0,277
20190524T19Z,2285,918.0,184
20190524T18Z,2219,921.0,179
20190524T17Z,2310,934.0,105
20190524T16Z,2260,957.0,76
20190524T15Z,2312,889.0,58
20190524T14Z,2287,859.0,28
20190524T13Z,2239,747.0,35
20190524T12Z,2025,566.0,173
20190524T11Z,1798,481.0,191
20190524T10Z,1610,465.0,188
20190524T09Z,1483,462.0,206
20190524T08Z,1496,462.0,232
20190524T07Z,1529,462.0,215
20190524T06Z,1568,463.0,281
20190524T05Z,1886,468.0,229
20190524T04Z,2225,533.0,266
20190524T03Z,2292,823.0,221
20190524T02Z,2285,995.0,227
20190524T01Z,2283,1002.0,189
20190524T00Z,2293,1006.0,170
20190523T23Z,2301,1035.0,152
20190523T22Z,2296,1004.0,143
20190523T21Z,2289,1018.0,143
20190523T20Z,2217,1067.0,142
20190523T19Z,2199,1067.0,126
20190523T18Z,2206,1067.0,25
20190523T17Z,2288,1010.0,18
20190523T16Z,2267,851.0,21
20190523T15Z,2292,858.0,26
20190523T14Z,2140,870.0,13
20190523T13Z,2071,661.0,28
20190523T12Z,1987,484.0,32
20190523T11Z,1759,376.0,52
20190523T10Z,1632,428.0,82
20190523T09Z,1495,457.0,109
20190523T08Z,1558,435.0,127
20190523T07Z,1690,376.0,134
20190523T06Z,1737,396.0,134
20190523T05Z,2001,389.0,162
20190523T04Z,2268,593.0,113
20190523T03Z,2341,873.0,64
20190523T02Z,2317,993.0,27
20190523T01Z,2334,968.0,30
20190523T00Z,2334,958.0,42
20190522T23Z,2321,970.0,25
20190522T22Z,2339,978.0,16
20190522T21Z,2333,992.0,5
20190522T20Z,2306,971.0,129
20190522T19Z,2301,905.0,127
20190522T18Z,2319,846.0,127
20190522T17Z,2319,853.0,96
20190522T16Z,2323,859.0,103
20190522T15Z,2291,871.0,111
