,natural gas,other,solar,hydro
20191006T02Z,148,507,1,17
20191006T01Z,146,505,41,17
20191006T00Z,136,505,111,18
20191005T23Z,87,506,143,18
20191005T22Z,59,507,153,18
20191005T21Z,58,498,151,17
20191005T20Z,59,465,153,17
20191005T19Z,59,467,154,20
20191005T18Z,56,463,150,19
20191005T17Z,56,481,146,18
20191005T16Z,49,515,117,18
20191005T15Z,51,531,42,18
20191005T14Z,59,527,0,19
20191005T13Z,51,526,0,18
20191005T12Z,49,523,0,18
20191005T11Z,51,525,0,17
20191005T10Z,58,521,0,18
20191005T09Z,58,521,0,19
20191005T08Z,59,519,0,17
20191005T07Z,58,502,0,17
20191005T06Z,52,516,0,19
20191005T05Z,51,518,0,16
20191005T04Z,89,514,0,18
20191005T03Z,144,511,0,17
20191005T02Z,140,515,0,16
20191005T01Z,56,508,45,15
20191005T00Z,57,513,119,17
20191004T23Z,52,514,144,15
20191004T22Z,50,512,156,12
20191004T21Z,49,516,158,13
20191004T20Z,44,493,154,16
20191004T19Z,44,476,148,20
20191004T18Z,47,471,151,18
20191004T17Z,43,501,120,17
20191004T16Z,48,521,103,19
20191004T15Z,49,525,39,17
20191004T14Z,51,530,0,18
20191004T13Z,59,521,0,17
20191004T12Z,51,519,0,17
20191004T11Z,53,522,0,18
20191004T10Z,58,517,0,17
20191004T09Z,59,518,0,16
20191004T08Z,54,516,0,18
20191004T07Z,53,515,0,17
20191004T06Z,58,512,0,18
20191004T05Z,109,513,0,17
20191004T04Z,142,515,0,16
20191004T03Z,144,508,0,17
20191004T02Z,130,507,1,19
20191004T01Z,63,511,43,18
20191004T00Z,58,509,113,15
20191003T23Z,52,508,148,18
20191003T22Z,60,511,151,20
20191003T21Z,59,506,145,16
20191003T20Z,48,467,145,17
20191003T19Z,57,443,143,19
20191003T18Z,58,443,143,18
20191003T17Z,56,473,139,19
20191003T16Z,54,524,115,17
20191003T15Z,53,529,46,18
20191003T14Z,57,527,0,16
20191003T13Z,57,527,0,18
20191003T12Z,49,525,0,17
20191003T11Z,58,523,0,18
20191003T10Z,54,526,0,17
20191003T09Z,49,526,0,17
20191003T08Z,48,527,0,19
20191003T07Z,44,524,0,17
20191003T06Z,62,526,0,17
20191003T05Z,96,521,0,18
20191003T04Z,98,516,0,18
20191003T03Z,104,516,0,16
20191003T02Z,105,516,2,15
20191003T01Z,93,518,47,15
20191003T00Z,58,518,119,15
20191002T23Z,59,521,146,16
20191002T22Z,58,519,156,18
20191002T21Z,46,518,162,18
20191002T20Z,47,520,161,16
20191002T19Z,40,492,162,17
20191002T18Z,43,477,155,18
20191002T17Z,43,506,140,17
20191002T16Z,42,523,119,17
20191002T15Z,50,528,44,17
20191002T14Z,59,529,1,16
20191002T13Z,48,526,0,16
20191002T12Z,46,526,0,15
20191002T11Z,55,526,0,15
20191002T10Z,58,526,0,15
20191002T09Z,49,530,0,15
20191002T08Z,48,525,0,17
20191002T07Z,59,527,0,13
20191002T06Z,57,525,0,15
20191002T05Z,56,521,0,14
20191002T04Z,59,521,0,13
20191002T03Z,59,517,0,11
20191002T02Z,58,507,1,14
20191002T01Z,59,515,51,14
20191002T00Z,56,508,120,7
20191001T23Z,58,513,149,12
20191001T22Z,58,506,159,15
20191001T21Z,58,481,162,12
20191001T20Z,56,495,154,15
20191001T19Z,39,479,149,17
20191001T18Z,43,482,147,17
20191001T17Z,45,507,141,17
20191001T16Z,46,508,121,17
20191001T15Z,50,513,48,18
20191001T14Z,59,513,0,17
20191001T13Z,59,519,0,17
20191001T12Z,55,523,0,20
20191001T11Z,54,523,0,19
20191001T10Z,53,527,0,19
20191001T09Z,53,522,0,17
20191001T08Z,56,521,0,17
20191001T07Z,58,511,0,17
20191001T06Z,59,517,0,18
20191001T05Z,55,517,0,18
20191001T04Z,59,517,0,18
20191001T03Z,59,515,0,18
20191001T02Z,59,514,0,17
20191001T01Z,52,519,54,18
20191001T00Z,46,514,113,16
20190930T23Z,51,519,127,16
20190930T22Z,55,502,138,17
20190930T21Z,49,497,138,17
20190930T20Z,58,494,138,17
20190930T19Z,48,508,116,17
20190930T18Z,41,507,122,17
20190930T17Z,44,514,151,20
20190930T16Z,44,516,124,14
20190930T15Z,47,523,47,14
20190930T14Z,59,515,1,17
20190930T13Z,48,517,0,19
20190930T12Z,47,511,0,18
20190930T11Z,49,501,0,19
20190930T10Z,47,509,0,15
20190930T09Z,51,512,0,14
20190930T08Z,49,508,0,13
20190930T07Z,46,514,0,13
20190930T06Z,60,509,0,12
20190930T05Z,99,506,0,12
20190930T04Z,105,502,0,13
20190930T03Z,103,502,0,14
20190930T02Z,105,476,3,14
20190930T01Z,100,498,49,16
20190930T00Z,59,480,125,14
20190929T23Z,58,468,153,11
20190929T22Z,58,476,162,15
20190929T21Z,48,482,162,16
20190929T20Z,55,483,149,15
20190929T19Z,54,478,141,14
20190929T18Z,51,477,140,14
20190929T17Z,52,501,130,15
20190929T16Z,43,505,120,16
20190929T15Z,47,507,47,14
20190929T14Z,59,510,0,14
20190929T13Z,56,507,0,16
20190929T12Z,59,503,0,16
20190929T11Z,61,505,0,14
20190929T10Z,81,499,0,12
20190929T09Z,79,501,0,13
20190929T08Z,75,494,0,13
20190929T07Z,58,492,0,13
20190929T06Z,94,493,0,15
20190929T05Z,109,500,0,14
20190929T04Z,126,493,0,15
20190929T03Z,143,486,0,16
20190929T02Z,141,492,2,13
20190929T01Z,134,488,48,15
20190929T00Z,53,489,114,14
20190928T23Z,43,468,148,15
20190928T22Z,50,471,160,13
20190928T21Z,50,469,159,14
20190928T20Z,54,472,155,13
20190928T19Z,58,490,139,17
20190928T18Z,42,492,133,17
20190928T17Z,55,497,130,14
20190928T16Z,42,493,113,13
20190928T15Z,49,501,46,16
20190928T14Z,54,495,0,18
20190928T13Z,49,496,0,15
20190928T12Z,49,495,0,15
20190928T11Z,59,491,0,17
20190928T10Z,58,492,0,15
20190928T09Z,53,496,0,15
20190928T08Z,45,489,0,16
20190928T07Z,95,492,0,15
20190928T06Z,89,488,0,16
20190928T05Z,78,489,0,15
20190928T04Z,82,479,0,16
20190928T03Z,105,488,0,17
20190928T02Z,104,487,2,15
20190928T01Z,106,492,49,16
20190928T00Z,107,492,113,16
20190927T23Z,107,488,141,15
20190927T22Z,105,491,150,17
20190927T21Z,94,494,156,16
20190927T20Z,92,491,157,16
20190927T19Z,100,493,157,17
20190927T18Z,109,490,153,17
20190927T17Z,109,494,144,19
20190927T16Z,106,496,114,18
20190927T15Z,106,495,40,18
20190927T14Z,91,495,2,18
20190927T13Z,91,498,0,19
20190927T12Z,93,496,0,21
20190927T11Z,128,494,0,17
20190927T10Z,140,494,0,18
20190927T09Z,129,489,0,19
20190927T08Z,129,492,0,21
20190927T07Z,127,489,0,20
20190927T06Z,129,493,0,20
20190927T05Z,140,493,0,18
20190927T04Z,163,493,0,21
20190927T03Z,175,493,0,21
20190927T02Z,171,491,2,20
20190927T01Z,127,493,39,21
20190927T00Z,106,494,86,19
20190926T23Z,79,492,129,21
20190926T22Z,88,488,150,19
20190926T21Z,99,489,156,22
20190926T20Z,111,489,158,21
20190926T19Z,94,491,157,19
20190926T18Z,100,490,147,20
20190926T17Z,102,485,131,20
20190926T16Z,109,491,83,18
20190926T15Z,109,499,26,19
20190926T14Z,102,499,0,22
20190926T13Z,103,494,0,20
20190926T12Z,106,500,0,21
20190926T11Z,102,498,0,22
20190926T10Z,109,498,0,20
20190926T09Z,110,498,0,21
20190926T08Z,112,495,0,20
20190926T07Z,92,492,0,21
20190926T06Z,92,483,0,21
20190926T05Z,113,478,0,21
20190926T04Z,157,477,0,19
20190926T03Z,159,485,0,26
20190926T02Z,188,485,0,23
20190926T01Z,166,494,0,25
20190926T00Z,169,491,4,28
20190925T23Z,196,495,19,27
20190925T22Z,120,510,66,27
20190925T21Z,112,501,92,27
20190925T20Z,102,501,129,28
20190925T19Z,111,504,129,25
20190925T18Z,112,501,133,27
20190925T17Z,101,503,134,25
20190925T16Z,92,509,102,26
20190925T15Z,97,512,39,25
20190925T14Z,90,512,1,26
20190925T13Z,99,507,0,26
20190925T12Z,91,512,0,30
20190925T11Z,97,510,0,25
20190925T10Z,123,516,0,23
20190925T09Z,129,505,0,24
20190925T08Z,130,511,0,24
20190925T07Z,129,506,0,24
20190925T06Z,130,509,0,26
20190925T05Z,144,508,0,22
20190925T04Z,176,505,0,24
20190925T03Z,175,504,0,25
20190925T02Z,173,507,4,25
20190925T01Z,113,510,50,24
20190925T00Z,109,507,105,26
20190924T23Z,102,505,132,25
20190924T22Z,100,507,145,26
20190924T21Z,100,509,148,23
20190924T20Z,100,502,151,25
20190924T19Z,99,499,151,27
20190924T18Z,92,496,143,26
20190924T17Z,102,466,134,25
20190924T16Z,85,502,107,27
20190924T15Z,91,508,36,24
20190924T14Z,107,504,0,21
20190924T13Z,80,508,0,21
20190924T12Z,82,505,0,26
20190924T11Z,87,508,0,21
20190924T10Z,93,513,0,23
20190924T09Z,90,515,0,25
20190924T08Z,97,513,0,17
20190924T07Z,92,508,0,23
20190924T06Z,134,487,0,20
20190924T05Z,134,488,0,21
20190924T04Z,162,487,0,23
20190924T03Z,175,478,0,21
20190924T02Z,189,476,2,23
20190924T01Z,178,478,55,19
20190924T00Z,149,480,113,21
20190923T23Z,108,474,127,24
20190923T22Z,86,471,126,22
20190923T21Z,112,479,147,22
20190923T20Z,110,471,145,24
20190923T19Z,112,473,146,21
20190923T18Z,112,464,145,25
20190923T17Z,111,469,137,25
20190923T16Z,122,481,107,24
20190923T15Z,112,480,39,24
20190923T14Z,113,481,1,23
20190923T13Z,108,498,0,25
20190923T12Z,90,515,0,23
20190923T11Z,88,510,0,22
20190923T10Z,93,510,0,23
20190923T09Z,93,514,0,23
20190923T08Z,87,508,0,23
20190923T07Z,97,512,0,22
20190923T06Z,102,509,0,23
20190923T05Z,126,513,0,23
20190923T04Z,149,507,0,24
20190923T03Z,145,505,0,23
20190923T02Z,155,504,4,24
20190923T01Z,137,504,49,23
20190923T00Z,92,499,108,23
20190922T23Z,104,492,122,23
20190922T22Z,85,497,149,21
20190922T21Z,95,494,150,20
20190922T20Z,108,495,155,22
20190922T19Z,107,499,147,21
20190922T18Z,109,505,147,20
20190922T17Z,98,511,115,19
20190922T16Z,89,519,87,17
20190922T15Z,80,516,45,20
20190922T14Z,82,519,4,21
20190922T13Z,84,521,0,21
20190922T12Z,82,515,0,21
20190922T11Z,82,516,0,22
20190922T10Z,95,526,0,25
20190922T09Z,102,523,0,24
20190922T08Z,103,521,0,24
20190922T07Z,101,524,0,23
20190922T06Z,99,520,0,22
20190922T05Z,143,513,0,23
20190922T04Z,187,518,0,19
20190922T03Z,177,510,0,23
20190922T02Z,189,518,5,22
20190922T01Z,115,511,56,23
20190922T00Z,100,513,124,24
20190921T23Z,96,514,143,24
20190921T22Z,102,505,149,24
20190921T21Z,108,510,153,24
20190921T20Z,97,499,151,23
20190921T19Z,100,495,152,25
20190921T18Z,94,500,153,25
20190921T17Z,85,499,146,25
20190921T16Z,84,510,120,27
20190921T15Z,81,505,47,25
20190921T14Z,81,512,1,26
20190921T13Z,86,506,0,30
20190921T12Z,83,510,0,29
20190921T11Z,87,510,0,28
20190921T10Z,81,501,0,29
20190921T09Z,90,499,0,30
20190921T08Z,92,489,0,29
20190921T07Z,106,494,0,28
20190921T06Z,108,506,0,29
20190921T05Z,143,514,0,29
20190921T04Z,142,507,0,29
20190921T03Z,153,512,0,28
20190921T02Z,156,499,6,29
20190921T01Z,93,497,59,26
20190921T00Z,104,499,123,28
20190920T23Z,112,492,147,27
20190920T22Z,109,479,152,19
20190920T21Z,100,480,156,22
20190920T20Z,107,455,154,23
20190920T19Z,107,461,156,22
20190920T18Z,104,470,152,24
20190920T17Z,96,510,144,28
20190920T16Z,95,512,117,28
20190920T15Z,94,516,48,29
20190920T14Z,101,505,1,27
20190920T13Z,112,514,0,30
20190920T12Z,94,509,0,29
20190920T11Z,101,512,0,30
20190920T10Z,110,510,0,29
20190920T09Z,113,512,0,30
20190920T08Z,112,515,0,29
20190920T07Z,107,514,0,27
20190920T06Z,106,512,0,29
20190920T05Z,146,511,0,30
20190920T04Z,180,509,0,27
20190920T03Z,184,511,0,29
20190920T02Z,195,501,5,28
20190920T01Z,201,491,63,29
20190920T00Z,201,478,126,28
20190919T23Z,143,500,144,29
20190919T22Z,158,507,150,29
20190919T21Z,144,516,154,29
20190919T20Z,108,514,156,27
20190919T19Z,76,520,156,30
20190919T18Z,97,514,153,28
20190919T17Z,90,518,143,30
20190919T16Z,87,516,122,30
20190919T15Z,95,526,50,28
20190919T14Z,113,526,2,27
20190919T13Z,106,527,0,30
20190919T12Z,89,527,0,30
20190919T11Z,92,527,0,30
20190919T10Z,99,519,0,31
20190919T09Z,114,525,0,30
20190919T08Z,127,522,0,31
20190919T07Z,156,516,0,26
20190919T06Z,175,518,0,28
20190919T05Z,182,513,0,27
20190919T04Z,198,512,0,27
20190919T03Z,197,510,0,24
20190919T02Z,198,514,6,28
20190919T01Z,164,516,62,28
20190919T00Z,141,518,125,27
20190918T23Z,141,517,148,26
20190918T22Z,106,518,152,28
20190918T21Z,81,512,155,28
20190918T20Z,91,509,142,27
20190918T19Z,87,504,143,29
20190918T18Z,88,504,155,30
20190918T17Z,86,500,148,28
20190918T16Z,83,502,121,29
20190918T15Z,100,510,51,25
20190918T14Z,110,508,2,27
20190918T13Z,104,511,0,25
20190918T12Z,86,513,0,25
20190918T11Z,85,513,0,27
20190918T10Z,99,508,0,24
20190918T09Z,120,509,0,25
20190918T08Z,130,503,0,27
20190918T07Z,150,499,0,26
20190918T06Z,156,495,0,26
20190918T05Z,197,499,0,25
20190918T04Z,183,494,0,25
20190918T03Z,194,490,6,26
20190918T02Z,195,497,66,24
20190918T01Z,117,490,124,24
20190918T00Z,108,491,141,25
20190917T23Z,98,495,147,23
20190917T22Z,99,499,150,23
20190917T21Z,98,502,152,25
20190917T20Z,99,501,151,24
20190917T19Z,105,504,132,24
20190917T18Z,88,501,121,23
20190917T17Z,82,505,113,21
20190917T16Z,83,513,48,19
20190917T15Z,96,508,3,21
20190917T14Z,97,506,0,20
20190917T13Z,87,496,0,19
20190917T12Z,89,488,0,20
20190917T11Z,83,488,0,20
20190917T10Z,115,458,0,19
20190917T09Z,152,437,0,20
20190917T08Z,137,427,0,19
20190917T07Z,137,427,0,19
20190917T06Z,151,426,0,23
20190917T05Z,161,448,0,17
20190917T04Z,180,448,0,20
20190917T03Z,177,445,0,21
20190917T02Z,176,448,8,18
20190917T01Z,162,454,55,17
20190917T00Z,197,449,114,18
20190916T23Z,212,452,109,18
20190916T22Z,200,450,123,19
20190916T21Z,193,451,144,17
20190916T20Z,155,446,144,18
20190916T19Z,142,440,150,19
20190916T18Z,102,435,143,18
20190916T17Z,104,438,138,20
20190916T16Z,72,435,108,18
20190916T15Z,97,446,21,18
20190916T14Z,114,448,0,19
20190916T13Z,111,450,0,19
20190916T12Z,109,446,0,15
20190916T11Z,99,445,0,18
20190916T10Z,94,445,0,22
20190916T09Z,83,439,0,23
20190916T08Z,110,463,0,21
20190916T07Z,95,475,0,20
20190916T06Z,133,473,0,23
20190916T05Z,181,465,0,22
20190916T04Z,197,456,0,21
20190916T03Z,201,455,0,19
20190916T02Z,199,451,3,19
20190916T01Z,201,451,29,21
20190916T00Z,198,458,105,20
20190915T23Z,200,455,136,20
20190915T22Z,196,450,145,19
20190915T21Z,162,451,144,18
20190915T20Z,157,450,149,21
20190915T19Z,159,443,144,19
20190915T18Z,121,451,145,19
20190915T17Z,113,452,136,20
20190915T16Z,104,461,106,21
20190915T15Z,90,465,44,18
20190915T14Z,87,465,1,20
20190915T13Z,83,466,0,20
20190915T12Z,87,466,0,18
20190915T11Z,92,466,0,20
20190915T10Z,106,463,0,18
20190915T09Z,107,463,0,19
20190915T08Z,111,468,0,20
20190915T07Z,77,471,0,20
20190915T06Z,85,474,0,19
20190915T05Z,115,472,0,17
20190915T04Z,152,474,0,21
20190915T03Z,157,466,0,22
20190915T02Z,170,464,10,19
20190915T01Z,195,457,66,23
20190915T00Z,190,459,118,24
20190914T23Z,185,449,142,24
20190914T22Z,188,451,144,25
20190914T21Z,194,454,148,22
20190914T20Z,136,446,150,25
20190914T19Z,110,452,153,25
20190914T18Z,104,449,148,24
20190914T17Z,81,458,148,25
20190914T16Z,78,462,117,25
20190914T15Z,87,468,52,25
20190914T14Z,81,461,2,27
20190914T13Z,79,468,0,23
20190914T12Z,80,461,0,25
20190914T11Z,88,466,0,24
20190914T10Z,82,464,0,25
20190914T09Z,79,462,0,26
20190914T08Z,86,472,0,23
20190914T07Z,112,484,0,24
20190914T06Z,93,501,0,26
20190914T05Z,129,497,0,26
20190914T04Z,138,495,0,27
20190914T03Z,170,489,0,25
20190914T02Z,192,496,10,24
20190914T01Z,184,499,70,25
20190914T00Z,157,503,121,27
20190913T23Z,118,500,137,27
20190913T22Z,109,500,149,27
20190913T21Z,113,499,143,30
20190913T20Z,103,499,149,28
20190913T19Z,96,491,152,27
20190913T18Z,97,486,149,29
20190913T17Z,82,489,136,29
20190913T16Z,79,501,113,28
20190913T15Z,83,500,53,29
20190913T14Z,88,461,3,30
20190913T13Z,110,495,0,29
20190913T12Z,100,503,0,30
20190913T11Z,95,503,0,29
20190913T10Z,105,498,0,30
20190913T09Z,96,501,0,27
20190913T08Z,94,497,0,29
20190913T07Z,89,496,0,29
20190913T06Z,152,503,0,28
20190913T05Z,203,495,0,32
20190913T04Z,261,489,0,29
20190913T03Z,292,491,0,30
20190913T02Z,290,494,8,28
20190913T01Z,296,494,72,30
20190913T00Z,289,504,125,31
20190912T23Z,225,501,144,29
20190912T22Z,208,502,151,29
20190912T21Z,205,501,154,30
20190912T20Z,199,502,154,29
20190912T19Z,177,499,153,33
20190912T18Z,161,501,151,31
20190912T17Z,150,502,142,30
20190912T16Z,149,509,118,31
20190912T15Z,155,508,51,31
20190912T14Z,164,507,3,32
20190912T13Z,157,508,0,30
20190912T12Z,152,504,0,31
20190912T11Z,155,499,0,31
20190912T10Z,153,506,0,30
20190912T09Z,153,503,0,31
20190912T08Z,165,502,0,30
20190912T07Z,209,497,0,33
20190912T06Z,250,504,0,33
20190912T05Z,259,499,0,30
20190912T04Z,270,500,0,29
20190912T03Z,257,498,0,32
20190912T02Z,262,495,11,30
20190912T01Z,268,506,74,28
20190912T00Z,242,497,129,33
20190911T23Z,202,498,144,30
20190911T22Z,173,504,154,30
20190911T21Z,159,507,155,31
20190911T20Z,159,503,154,32
20190911T19Z,184,504,140,30
20190911T18Z,172,503,118,30
20190911T17Z,167,498,103,29
20190911T16Z,150,507,120,29
20190911T15Z,155,510,52,28
20190911T14Z,167,510,2,29
20190911T13Z,170,507,0,27
20190911T12Z,157,505,0,30
20190911T11Z,163,508,0,29
20190911T10Z,167,500,0,28
20190911T09Z,164,505,0,28
20190911T08Z,173,500,0,27
20190911T07Z,182,504,0,28
20190911T06Z,176,497,0,28
20190911T05Z,220,492,0,27
20190911T04Z,260,493,0,28
20190911T03Z,287,496,0,29
20190911T02Z,290,502,11,28
20190911T01Z,225,501,76,27
20190911T00Z,189,500,128,29
20190910T23Z,200,498,148,27
20190910T22Z,166,494,154,28
20190910T21Z,182,494,157,28
20190910T20Z,185,495,156,27
20190910T19Z,180,495,155,27
20190910T18Z,161,495,156,26
20190910T17Z,179,498,144,26
20190910T16Z,149,500,118,28
20190910T15Z,164,498,53,30
20190910T14Z,183,493,3,24
20190910T13Z,173,491,0,29
20190910T12Z,168,491,0,28
20190910T11Z,174,487,0,29
20190910T10Z,177,486,0,31
20190910T09Z,186,481,0,28
20190910T08Z,196,482,0,29
20190910T07Z,194,482,0,27
20190910T06Z,195,481,0,27
20190910T05Z,232,477,0,27
20190910T04Z,262,478,0,28
20190910T03Z,241,471,0,28
20190910T02Z,249,471,10,26
20190910T01Z,290,468,56,26
20190910T00Z,275,462,101,25
20190909T23Z,294,449,136,28
20190909T22Z,211,448,146,25
20190909T21Z,181,436,154,25
20190909T20Z,245,436,144,24
20190909T19Z,246,433,142,26
20190909T18Z,244,425,128,25
20190909T17Z,236,437,111,25
20190909T16Z,211,435,87,24
20190909T15Z,201,445,32,25
20190909T14Z,190,444,2,26
20190909T13Z,192,450,0,27
20190909T12Z,194,439,0,28
20190909T11Z,189,443,0,29
20190909T10Z,194,437,0,27
20190909T09Z,197,444,0,27
20190909T08Z,197,441,0,27
20190909T07Z,196,441,0,25
20190909T06Z,199,435,0,23
20190909T05Z,227,438,0,24
20190909T04Z,240,439,0,22
20190909T03Z,225,445,0,22
20190909T02Z,221,439,12,23
20190909T01Z,239,438,79,20
20190909T00Z,152,448,131,21
20190908T23Z,150,447,148,21
20190908T22Z,152,442,142,19
20190908T21Z,157,444,159,19
20190908T20Z,163,438,158,20
20190908T19Z,164,435,156,19
20190908T18Z,179,436,135,18
20190908T17Z,168,433,112,18
20190908T16Z,160,442,91,19
20190908T15Z,152,440,56,20
20190908T14Z,169,436,3,16
20190908T13Z,183,428,0,20
20190908T12Z,195,422,0,20
20190908T11Z,196,405,0,20
20190908T10Z,198,391,0,20
20190908T09Z,209,415,0,21
20190908T08Z,206,455,0,23
20190908T07Z,218,471,0,22
20190908T06Z,236,476,0,21
20190908T05Z,293,479,0,21
20190908T04Z,318,481,0,24
20190908T03Z,315,477,0,24
20190908T02Z,323,473,14,23
20190908T01Z,342,475,78,25
20190908T00Z,302,479,127,25
20190907T23Z,318,487,143,23
20190907T22Z,241,477,147,25
20190907T21Z,238,482,149,24
20190907T20Z,237,483,152,25
20190907T19Z,218,477,156,26
20190907T18Z,210,480,146,24
20190907T17Z,201,481,106,27
20190907T16Z,181,488,97,24
20190907T15Z,174,486,56,28
20190907T14Z,174,487,4,27
20190907T13Z,181,484,0,27
20190907T12Z,190,482,0,24
20190907T11Z,200,482,0,28
20190907T10Z,208,478,0,26
20190907T09Z,222,478,0,29
20190907T08Z,229,479,0,28
20190907T07Z,232,480,0,30
20190907T06Z,240,475,0,29
20190907T05Z,291,472,0,32
20190907T04Z,336,469,0,28
20190907T03Z,342,474,0,31
20190907T02Z,346,473,12,29
20190907T01Z,350,480,72,29
20190907T00Z,318,477,119,30
20190906T23Z,288,480,135,29
20190906T22Z,270,478,144,28
20190906T21Z,221,483,143,27
20190906T20Z,222,479,146,30
20190906T19Z,218,478,143,30
20190906T18Z,216,475,143,30
20190906T17Z,207,478,137,31
20190906T16Z,192,473,109,30
20190906T15Z,190,482,47,29
20190906T14Z,195,481,5,32
20190906T13Z,186,488,0,31
20190906T12Z,178,485,0,30
20190906T11Z,179,485,0,32
20190906T10Z,182,487,0,30
20190906T09Z,198,480,0,32
20190906T08Z,213,482,0,30
20190906T07Z,236,474,0,28
20190906T06Z,314,481,0,32
20190906T05Z,335,473,0,28
20190906T04Z,339,475,0,30
20190906T03Z,342,478,0,29
20190906T02Z,337,466,13,28
20190906T01Z,334,471,57,30
20190906T00Z,318,471,83,30
20190905T23Z,296,470,111,29
20190905T22Z,324,468,92,27
20190905T21Z,326,475,100,29
20190905T20Z,252,474,144,28
20190905T19Z,205,473,150,31
20190905T18Z,200,473,144,27
20190905T17Z,208,473,132,30
20190905T16Z,229,480,99,27
20190905T15Z,247,482,30,28
20190905T14Z,236,483,3,30
20190905T13Z,234,481,0,29
20190905T12Z,224,482,0,29
20190905T11Z,234,478,0,31
20190905T10Z,239,482,0,30
20190905T09Z,234,479,0,30
20190905T08Z,236,482,0,28
20190905T07Z,250,487,0,31
20190905T06Z,297,487,0,28
20190905T05Z,315,484,0,32
20190905T04Z,324,485,0,29
20190905T03Z,319,479,0,31
20190905T02Z,296,478,11,30
20190905T01Z,361,488,40,31
20190905T00Z,373,483,75,33
20190904T23Z,360,487,114,31
20190904T22Z,335,482,138,30
20190904T21Z,238,482,143,31
20190904T20Z,233,486,143,31
20190904T19Z,230,489,144,31
20190904T18Z,231,484,142,30
20190904T17Z,192,485,125,31
20190904T16Z,172,473,99,32
20190904T15Z,210,486,48,31
20190904T14Z,221,490,2,29
20190904T13Z,210,489,0,31
20190904T12Z,197,487,0,31
20190904T11Z,183,485,0,29
20190904T10Z,203,482,0,28
20190904T09Z,211,481,0,33
20190904T08Z,234,481,0,29
20190903T07Z,0,0,0,0
20190903T06Z,0,0,0,0
20190903T05Z,0,0,0,0
20190903T04Z,0,0,0,0
20190903T03Z,0,0,0,0
20190903T02Z,0,0,0,0
20190903T01Z,0,0,0,0
20190903T00Z,0,0,0,0
20190902T23Z,0,0,0,0
20190902T22Z,0,0,0,0
20190902T21Z,0,0,0,0
20190902T20Z,0,0,0,0
20190902T19Z,0,0,0,0
20190902T18Z,0,0,0,0
20190902T17Z,0,0,0,0
20190902T16Z,0,0,0,0
20190902T15Z,0,0,0,0
20190902T14Z,0,0,0,0
20190902T13Z,0,0,0,0
20190902T12Z,0,0,0,0
20190902T11Z,0,0,0,0
20190902T10Z,0,0,0,0
20190902T09Z,0,0,0,0
20190902T08Z,0,0,0,0
20190902T07Z,316,466,0,25
20190902T06Z,332,467,0,23
20190902T05Z,329,463,0,24
20190902T04Z,324,463,0,21
20190902T03Z,329,465,0,25
20190902T02Z,336,466,13,23
20190902T01Z,305,465,73,23
20190902T00Z,293,462,116,25
20190901T23Z,286,462,134,23
20190901T22Z,277,464,142,23
20190901T21Z,237,464,148,23
20190901T20Z,233,457,145,25
20190901T19Z,234,464,146,23
20190901T18Z,225,462,139,23
20190901T17Z,202,467,129,24
20190901T16Z,219,467,102,24
20190901T15Z,208,478,47,23
20190901T14Z,219,473,2,24
20190901T13Z,227,470,0,24
20190901T12Z,226,468,0,25
20190901T11Z,226,470,0,23
20190901T10Z,234,473,0,26
20190901T09Z,235,477,0,24
20190901T08Z,251,478,0,22
20190901T07Z,262,476,0,27
20190901T06Z,264,473,0,23
20190901T05Z,288,476,0,27
20190901T04Z,294,473,0,26
20190901T03Z,303,450,0,26
20190901T02Z,300,431,19,25
20190901T01Z,292,432,81,29
20190901T00Z,247,427,123,27
20190831T23Z,243,426,138,27
20190831T22Z,237,420,143,27
20190831T21Z,213,441,147,29
20190831T20Z,235,434,150,28
20190831T19Z,218,434,149,30
20190831T18Z,204,428,150,29
20190831T17Z,201,431,138,28
20190831T16Z,203,447,118,29
20190831T15Z,185,414,55,29
20190831T14Z,189,416,5,27
20190831T13Z,169,419,0,31
20190831T12Z,160,431,0,28
20190831T11Z,176,456,0,29
20190831T10Z,186,460,0,29
20190831T09Z,186,484,0,29
20190831T08Z,190,488,0,31
20190831T07Z,211,486,0,29
20190831T06Z,267,487,0,30
20190831T05Z,270,484,0,31
20190831T04Z,279,484,0,31
20190831T03Z,279,484,0,34
20190831T02Z,278,483,19,31
20190831T01Z,271,486,84,32
20190831T00Z,225,479,124,32
20190830T23Z,219,483,139,34
20190830T22Z,204,485,146,31
20190830T21Z,171,491,151,33
20190830T20Z,165,478,149,35
20190830T19Z,175,478,153,31
20190830T18Z,170,478,150,33
20190830T17Z,174,466,142,32
20190830T16Z,181,462,117,32
20190830T15Z,180,456,56,33
20190830T14Z,188,456,5,31
20190830T13Z,180,450,0,34
20190830T12Z,176,457,0,31
20190830T11Z,177,455,0,34
20190830T10Z,183,454,0,30
