,wind
20190903T18-06,2
20190903T17-06,0
20190903T16-06,0
20190903T15-06,0
20190903T14-06,0
20190903T13-06,0
20190903T12-06,1
20190903T11-06,2
20190903T10-06,0
20190903T09-06,1
20190903T08-06,5
20190903T07-06,15
20190903T06-06,33
20190903T05-06,45
20190903T04-06,36
20190903T03-06,14
20190903T02-06,7
20190903T01-06,0
20190902T23-06,0
20190902T22-06,11
20190902T21-06,35
20190902T20-06,57
20190902T19-06,70
20190902T18-06,88
20190902T17-06,96
20190902T16-06,52
20190902T15-06,76
20190902T14-06,82
20190902T13-06,43
20190902T12-06,34
20190902T11-06,13
20190902T10-06,2
20190902T09-06,15
20190902T08-06,13
20190902T07-06,24
20190902T06-06,50
20190902T05-06,44
20190902T04-06,50
20190902T03-06,18
20190902T02-06,21
20190902T01-06,13
20190901T23-06,47
20190901T22-06,45
20190901T21-06,41
20190901T20-06,22
20190901T19-06,20
20190901T18-06,7
20190901T17-06,4
20190901T16-06,2
20190901T15-06,0
20190901T14-06,0
20190901T13-06,0
20190901T12-06,0
20190901T11-06,0
20190901T10-06,1
20190901T09-06,0
20190901T08-06,12
20190901T07-06,27
20190901T06-06,33
20190901T05-06,49
20190901T04-06,59
20190901T03-06,44
20190901T02-06,48
20190901T01-06,116
20190831T23-06,60
20190831T22-06,13
20190831T21-06,4
20190831T20-06,11
20190831T19-06,10
20190831T18-06,8
20190831T17-06,3
20190831T16-06,2
20190831T15-06,5
20190831T14-06,0
20190831T13-06,0
20190831T12-06,0
20190831T11-06,0
20190831T10-06,0
20190831T09-06,0
20190831T08-06,1
20190831T07-06,4
20190831T06-06,11
20190831T05-06,3
20190831T04-06,2
20190831T03-06,0
20190831T02-06,1
20190831T01-06,1
20190830T23-06,5
20190830T22-06,30
20190830T21-06,80
20190830T20-06,98
20190830T19-06,12
20190830T18-06,30
20190830T17-06,4
20190830T16-06,0
20190830T15-06,0
20190830T14-06,0
20190830T13-06,0
20190830T12-06,0
20190830T11-06,0
20190830T10-06,0
20190830T09-06,0
20190830T08-06,0
20190830T07-06,5
20190830T06-06,20
20190830T05-06,22
20190830T04-06,2
20190830T03-06,2
20190830T02-06,2
20190830T01-06,5
20190829T23-06,9
20190829T22-06,24
20190829T21-06,38
20190829T20-06,40
20190829T19-06,32
20190829T18-06,30
20190829T17-06,20
20190829T16-06,26
20190829T15-06,25
20190829T14-06,37
20190829T13-06,37
20190829T12-06,30
20190829T11-06,27
20190829T10-06,26
20190829T09-06,18
20190829T08-06,19
20190829T07-06,13
20190829T06-06,5
20190829T05-06,2
20190829T04-06,0
20190829T03-06,0
20190829T02-06,1
20190829T01-06,11
20190828T23-06,67
20190828T22-06,106
20190828T21-06,117
20190828T20-06,100
20190828T19-06,36
20190828T18-06,46
20190828T17-06,86
20190828T16-06,43
20190828T15-06,26
20190828T14-06,45
20190828T13-06,70
20190828T12-06,48
20190828T11-06,60
20190828T10-06,65
20190828T09-06,65
20190828T08-06,41
20190828T07-06,87
20190828T06-06,95
20190828T05-06,82
20190828T04-06,60
20190828T03-06,66
20190828T02-06,53
20190828T01-06,45
20190827T23-06,46
20190827T22-06,54
20190827T21-06,37
20190827T20-06,35
20190827T19-06,17
20190827T18-06,13
20190827T17-06,7
20190827T16-06,8
20190827T15-06,4
20190827T14-06,8
20190827T13-06,27
20190827T12-06,37
20190827T11-06,9
20190827T10-06,0
20190827T09-06,0
20190827T08-06,0
20190827T07-06,0
20190827T06-06,0
20190827T05-06,0
20190827T04-06,0
20190827T03-06,4
20190827T02-06,0
20190827T01-06,0
20190826T23-06,0
20190826T22-06,3
20190826T21-06,43
20190826T20-06,51
20190826T19-06,27
20190826T18-06,31
20190826T17-06,44
20190826T16-06,32
20190826T15-06,46
20190826T14-06,8
20190826T13-06,0
20190826T12-06,0
20190826T11-06,0
20190826T10-06,4
20190826T09-06,18
20190826T08-06,7
20190826T07-06,19
20190826T06-06,12
20190826T05-06,15
20190826T04-06,13
20190826T03-06,7
20190826T02-06,44
20190826T01-06,62
20190825T23-06,5
20190825T22-06,0
20190825T21-06,0
20190825T20-06,1
20190825T19-06,60
20190825T18-06,61
20190825T17-06,20
20190825T16-06,47
20190825T15-06,44
20190825T14-06,120
20190825T13-06,47
20190825T12-06,20
20190825T11-06,1
20190825T10-06,2
20190825T09-06,1
20190825T08-06,0
20190825T07-06,2
20190825T06-06,0
20190825T05-06,0
20190825T04-06,20
20190825T03-06,83
20190825T02-06,106
20190825T01-06,78
20190824T23-06,148
20190824T22-06,189
20190824T21-06,138
20190824T20-06,141
20190824T19-06,146
20190824T18-06,103
20190824T17-06,97
20190824T16-06,28
20190824T15-06,17
20190824T14-06,6
20190824T13-06,0
20190824T12-06,34
20190824T11-06,72
20190824T10-06,75
20190824T09-06,66
20190824T08-06,77
20190824T07-06,124
20190824T06-06,74
20190824T05-06,102
20190824T04-06,123
20190824T03-06,99
20190824T02-06,81
20190824T01-06,94
20190823T23-06,79
20190823T22-06,53
20190823T21-06,32
20190823T20-06,34
20190823T19-06,32
20190823T18-06,13
20190823T17-06,9
20190823T16-06,12
20190823T15-06,18
20190823T14-06,23
20190823T13-06,14
20190823T12-06,2
20190823T11-06,0
20190823T10-06,0
20190823T09-06,0
20190823T08-06,0
20190823T07-06,0
20190823T06-06,0
20190823T05-06,2
20190823T04-06,19
20190823T03-06,57
20190823T02-06,46
20190823T01-06,14
20190822T23-06,31
20190822T22-06,45
20190822T21-06,49
20190822T20-06,41
20190822T19-06,24
20190822T18-06,14
20190822T17-06,16
20190822T16-06,23
20190822T15-06,34
20190822T14-06,23
20190822T13-06,12
20190822T12-06,0
20190822T11-06,17
20190822T10-06,67
20190822T09-06,70
20190822T08-06,98
20190822T07-06,128
20190822T06-06,131
20190822T05-06,19
20190822T04-06,0
20190822T03-06,4
20190822T02-06,10
20190822T01-06,7
20190821T23-06,106
20190821T22-06,101
20190821T21-06,95
20190821T20-06,77
20190821T19-06,73
20190821T18-06,68
20190821T17-06,63
20190821T16-06,86
20190821T15-06,65
20190821T14-06,51
20190821T13-06,24
20190821T12-06,11
20190821T11-06,1
20190821T10-06,0
20190821T09-06,0
20190821T08-06,3
20190821T07-06,3
20190821T06-06,8
20190821T05-06,12
20190821T04-06,23
20190821T03-06,22
20190821T02-06,23
20190821T01-06,35
20190820T23-06,74
20190820T22-06,45
20190820T21-06,23
20190820T20-06,12
20190820T19-06,6
20190820T18-06,4
20190820T17-06,5
20190820T16-06,9
20190820T15-06,12
20190820T14-06,10
20190820T13-06,8
20190820T12-06,4
20190820T11-06,5
20190820T10-06,2
20190820T09-06,5
20190820T08-06,5
20190820T07-06,5
20190820T06-06,3
20190820T05-06,6
20190820T04-06,8
20190820T03-06,6
20190820T02-06,0
20190820T01-06,0
20190819T23-06,71
20190819T22-06,82
20190819T21-06,52
20190819T20-06,32
20190819T19-06,52
20190819T18-06,74
20190819T17-06,80
20190819T16-06,85
20190819T15-06,107
20190819T14-06,86
20190819T13-06,64
20190819T12-06,83
20190819T11-06,117
20190819T10-06,134
20190819T09-06,123
20190819T08-06,99
20190819T07-06,122
20190819T06-06,92
20190819T05-06,68
20190819T04-06,53
20190819T03-06,64
20190819T02-06,56
20190819T01-06,45
20190818T23-06,48
20190818T22-06,52
20190818T21-06,61
20190818T20-06,84
20190818T19-06,69
20190818T18-06,60
20190818T17-06,59
20190818T16-06,38
20190818T15-06,55
20190818T14-06,73
20190818T13-06,85
20190818T12-06,111
20190818T11-06,140
20190818T10-06,122
20190818T09-06,56
20190818T08-06,86
20190818T07-06,94
20190818T06-06,97
20190818T05-06,64
20190818T04-06,64
20190818T03-06,43
20190818T02-06,38
20190818T01-06,29
20190817T23-06,10
20190817T22-06,28
20190817T21-06,11
20190817T20-06,23
20190817T19-06,15
20190817T18-06,0
20190817T17-06,2
20190817T16-06,0
20190817T15-06,0
20190817T14-06,0
20190817T13-06,0
20190817T12-06,0
20190817T11-06,0
20190817T10-06,2
20190817T09-06,5
20190817T08-06,2
20190817T07-06,2
20190817T06-06,1
20190817T05-06,8
20190817T04-06,20
20190817T03-06,9
20190817T02-06,25
20190817T01-06,27
20190816T23-06,44
20190816T22-06,40
20190816T21-06,28
20190816T20-06,73
20190816T19-06,156
20190816T18-06,168
20190816T17-06,160
20190816T16-06,139
20190816T15-06,71
20190816T14-06,0
20190816T13-06,0
20190816T12-06,2
20190816T11-06,5
20190816T10-06,9
20190816T09-06,36
20190816T08-06,51
20190816T07-06,55
20190816T06-06,59
20190816T05-06,82
20190816T04-06,83
20190816T03-06,74
20190816T02-06,70
20190816T01-06,80
20190815T23-06,65
20190815T22-06,33
20190815T21-06,35
20190815T20-06,28
20190815T19-06,63
20190815T18-06,90
20190815T17-06,84
20190815T16-06,59
20190815T15-06,14
20190815T14-06,1
20190815T13-06,4
20190815T12-06,9
20190815T11-06,9
20190815T10-06,7
20190815T09-06,25
20190815T08-06,49
20190815T07-06,85
20190815T06-06,79
20190815T05-06,68
20190815T04-06,74
20190815T03-06,87
20190815T02-06,55
20190815T01-06,75
20190814T23-06,52
20190814T22-06,71
20190814T21-06,192
20190814T20-06,134
20190814T19-06,108
20190814T18-06,128
20190814T17-06,91
20190814T16-06,80
20190814T15-06,33
20190814T14-06,17
20190814T13-06,2
20190814T12-06,0
20190814T11-06,0
20190814T10-06,0
20190814T09-06,0
20190814T08-06,0
20190814T07-06,0
20190814T06-06,1
20190814T05-06,1
20190814T04-06,0
20190814T03-06,0
20190814T02-06,3
20190814T01-06,11
20190813T23-06,25
20190813T22-06,13
20190813T21-06,23
20190813T20-06,18
20190813T19-06,20
20190813T18-06,14
20190813T17-06,1
20190813T16-06,0
20190813T15-06,0
20190813T14-06,0
20190813T13-06,0
20190813T12-06,0
20190813T11-06,0
20190813T10-06,0
20190813T09-06,0
20190813T08-06,0
20190813T07-06,0
20190813T06-06,0
20190813T05-06,0
20190813T04-06,0
20190813T03-06,0
20190813T02-06,0
20190813T01-06,0
20190812T23-06,0
20190812T22-06,0
20190812T21-06,0
20190812T20-06,0
20190812T19-06,4
20190812T18-06,14
20190812T17-06,49
20190812T16-06,79
20190812T15-06,52
20190812T14-06,39
20190812T13-06,63
20190812T12-06,14
20190812T11-06,7
20190812T10-06,18
20190812T09-06,46
20190812T08-06,68
20190812T07-06,104
20190812T06-06,95
20190812T05-06,72
20190812T04-06,90
20190812T03-06,115
20190812T02-06,110
20190812T01-06,105
20190811T23-06,75
20190811T22-06,96
20190811T21-06,57
20190811T20-06,1
20190811T19-06,12
20190811T18-06,25
20190811T17-06,60
20190811T16-06,72
20190811T15-06,2
20190811T14-06,16
20190811T13-06,94
20190811T12-06,17
20190811T11-06,11
20190811T10-06,0
20190811T09-06,0
20190811T08-06,0
20190811T07-06,0
20190811T06-06,0
20190811T05-06,0
20190811T04-06,0
20190811T03-06,0
20190811T02-06,0
20190811T01-06,6
20190810T23-06,8
20190810T22-06,4
20190810T21-06,16
20190810T20-06,1
20190810T19-06,0
20190810T18-06,0
20190810T17-06,0
20190810T16-06,0
20190810T15-06,0
20190810T14-06,1
20190810T13-06,4
20190810T12-06,14
20190810T11-06,22
20190810T10-06,28
20190810T09-06,32
20190810T08-06,36
20190810T07-06,43
20190810T06-06,46
20190810T05-06,45
20190810T04-06,49
20190810T03-06,43
20190810T02-06,31
20190810T01-06,42
20190809T23-06,68
20190809T22-06,70
20190809T21-06,75
20190809T20-06,71
20190809T19-06,60
20190809T18-06,73
20190809T17-06,54
20190809T16-06,75
20190809T15-06,134
20190809T14-06,161
20190809T13-06,131
20190809T12-06,97
20190809T11-06,75
20190809T10-06,58
20190809T09-06,52
20190809T08-06,89
20190809T07-06,58
20190809T06-06,16
20190809T05-06,4
20190809T04-06,16
20190809T03-06,22
20190809T02-06,25
20190809T01-06,48
20190808T23-06,7
20190808T22-06,5
20190808T21-06,7
20190808T20-06,16
20190808T19-06,12
20190808T18-06,13
20190808T17-06,1
20190808T16-06,2
20190808T15-06,2
20190808T14-06,1
20190808T13-06,0
20190808T12-06,0
20190808T11-06,0
20190808T10-06,0
20190808T09-06,1
20190808T08-06,17
20190808T07-06,13
20190808T06-06,0
20190808T05-06,0
20190808T04-06,1
20190808T03-06,7
20190808T02-06,16
20190808T01-06,30
20190807T23-06,84
20190807T22-06,66
20190807T21-06,31
20190807T20-06,20
20190807T19-06,14
20190807T18-06,5
20190807T17-06,5
20190807T16-06,3
20190807T15-06,1
20190807T14-06,4
20190807T13-06,7
20190807T12-06,7
20190807T11-06,6
20190807T10-06,0
20190807T09-06,0
20190807T08-06,0
20190807T07-06,0
20190807T06-06,0
20190807T05-06,2
20190807T04-06,11
20190807T03-06,36
20190807T02-06,29
20190807T01-06,16
20190806T23-06,149
20190806T22-06,119
20190806T21-06,71
20190806T20-06,31
20190806T19-06,4
20190806T18-06,0
20190806T17-06,0
20190806T16-06,0
20190806T15-06,0
20190806T14-06,0
20190806T13-06,0
20190806T12-06,0
20190806T11-06,1
20190806T10-06,15
20190806T09-06,31
20190806T08-06,93
20190806T07-06,83
20190806T06-06,99
20190806T05-06,110
20190806T04-06,48
20190806T03-06,52
20190806T02-06,103
20190806T01-06,72
20190805T23-06,59
20190805T22-06,57
20190805T21-06,54
20190805T20-06,78
20190805T19-06,70
20190805T18-06,62
20190805T17-06,20
20190805T16-06,5
20190805T15-06,1
20190805T14-06,7
20190805T13-06,29
20190805T12-06,15
20190805T11-06,0
20190805T10-06,0
20190805T09-06,0
20190805T08-06,0
20190805T07-06,0
20190805T06-06,0
20190805T05-06,0
20190805T04-06,0
20190805T03-06,0
20190805T02-06,1
20190805T01-06,37
20190804T23-06,78
20190804T22-06,63
20190804T21-06,29
20190804T20-06,39
20190804T19-06,14
20190804T18-06,7
20190804T17-06,4
20190804T16-06,3
20190804T15-06,8
20190804T14-06,9
20190804T13-06,8
20190804T12-06,8
20190804T11-06,16
20190804T10-06,21
20190804T09-06,36
20190804T08-06,92
20190804T07-06,126
20190804T06-06,135
20190804T05-06,106
20190804T04-06,114
20190804T03-06,39
20190804T02-06,28
20190804T01-06,42
20190803T23-06,19
20190803T22-06,23
20190803T21-06,43
20190803T20-06,66
20190803T19-06,92
20190803T18-06,90
20190803T17-06,104
20190803T16-06,112
20190803T15-06,122
20190803T14-06,138
20190803T13-06,150
20190803T12-06,122
20190803T11-06,110
20190803T10-06,123
20190803T09-06,118
20190803T08-06,136
20190803T07-06,123
20190803T06-06,161
20190803T05-06,159
20190803T04-06,164
20190803T03-06,136
20190803T02-06,92
20190803T01-06,93
20190802T23-06,111
20190802T22-06,77
20190802T21-06,99
20190802T20-06,44
20190802T19-06,34
20190802T18-06,25
20190802T17-06,15
20190802T16-06,72
20190802T15-06,66
20190802T14-06,46
20190802T13-06,3
20190802T12-06,0
20190802T11-06,0
20190802T10-06,1
20190802T09-06,16
20190802T08-06,30
20190802T07-06,45
20190802T06-06,72
20190802T05-06,38
20190802T04-06,25
20190802T03-06,27
20190802T02-06,19
20190802T01-06,22
20190801T23-06,3
20190801T22-06,9
20190801T21-06,31
20190801T20-06,54
20190801T19-06,22
20190801T18-06,20
20190801T17-06,25
20190801T16-06,6
20190801T15-06,21
20190801T14-06,6
20190801T13-06,0
20190801T12-06,0
20190801T11-06,0
20190801T10-06,0
20190801T09-06,2
20190801T08-06,27
20190801T07-06,35
20190801T06-06,53
20190801T05-06,88
20190801T04-06,89
20190801T03-06,110
20190801T02-06,60
20190801T01-06,20
20190731T23-06,13
20190731T22-06,8
20190731T21-06,13
20190731T20-06,12
20190731T19-06,0
20190731T18-06,1
20190731T17-06,0
20190731T16-06,0
20190731T15-06,0
20190731T14-06,0
20190731T13-06,0
20190731T12-06,0
20190731T11-06,0
20190731T10-06,1
20190731T09-06,4
20190731T08-06,16
20190731T07-06,43
20190731T06-06,96
20190731T05-06,92
20190731T04-06,82
20190731T03-06,79
20190731T02-06,68
20190731T01-06,49
20190730T23-06,60
20190730T22-06,66
20190730T21-06,63
20190730T20-06,119
20190730T19-06,126
20190730T18-06,119
20190730T17-06,156
20190730T16-06,160
20190730T15-06,129
20190730T14-06,119
20190730T13-06,109
20190730T12-06,59
20190730T11-06,25
20190730T10-06,5
20190730T09-06,2
20190730T08-06,2
20190730T07-06,5
20190730T06-06,0
20190730T05-06,0
20190730T04-06,2
20190730T03-06,17
20190730T02-06,21
20190730T01-06,27
20190729T23-06,24
20190729T22-06,12
20190729T21-06,2
20190729T20-06,3
20190729T19-06,1
20190729T18-06,0
20190729T17-06,0
20190729T16-06,1
20190729T15-06,2
20190729T14-06,0
20190729T13-06,0
20190729T12-06,0
20190729T11-06,0
20190729T10-06,0
20190729T09-06,0
20190729T08-06,0
20190729T07-06,0
20190729T06-06,0
20190729T05-06,3
20190729T04-06,6
20190729T03-06,19
20190729T02-06,42
20190729T01-06,64
20190728T23-06,50
20190728T22-06,37
20190728T21-06,27
20190728T20-06,16
20190728T19-06,3
20190728T18-06,0
20190728T17-06,3
20190728T16-06,10
20190728T15-06,11
20190728T14-06,8
20190728T13-06,7
20190728T12-06,7
20190728T11-06,8
20190728T10-06,14
20190728T09-06,17
20190728T08-06,63
20190728T07-06,80
20190728T06-06,69
20190728T05-06,64
20190728T04-06,19
20190728T03-06,0
20190728T02-06,3
20190728T01-06,28
20190727T23-06,118
20190727T22-06,107
20190727T21-06,126
20190727T20-06,170
20190727T19-06,179
20190727T18-06,180
20190727T17-06,167
20190727T16-06,180
20190727T15-06,185
20190727T14-06,184
20190727T13-06,190
20190727T12-06,174
20190727T11-06,144
20190727T10-06,13
20190727T09-06,10
20190727T08-06,56
20190727T07-06,66
20190727T06-06,75
20190727T05-06,59
20190727T04-06,50
20190727T03-06,49
20190727T02-06,35
20190727T01-06,41
20190726T23-06,52
20190726T22-06,79
20190726T21-06,22
20190726T20-06,29
20190726T19-06,5
20190726T18-06,7
20190726T17-06,7
20190726T16-06,2
20190726T15-06,2
20190726T14-06,0
20190726T13-06,0
20190726T12-06,0
20190726T11-06,0
20190726T10-06,1
20190726T09-06,8
20190726T08-06,31
20190726T07-06,57
20190726T06-06,68
20190726T05-06,61
20190726T04-06,60
20190726T03-06,59
20190726T02-06,66
20190726T01-06,67
20190725T23-06,127
20190725T22-06,135
20190725T21-06,149
20190725T20-06,140
20190725T19-06,138
20190725T18-06,135
20190725T17-06,156
20190725T16-06,137
20190725T15-06,120
20190725T14-06,120
20190725T13-06,113
20190725T12-06,118
20190725T11-06,148
20190725T10-06,182
20190725T09-06,176
20190725T08-06,162
20190725T07-06,155
20190725T06-06,145
20190725T05-06,168
20190725T04-06,177
20190725T03-06,195
20190725T02-06,191
20190725T01-06,188
20190724T23-06,167
20190724T22-06,163
20190724T21-06,157
20190724T20-06,178
20190724T19-06,188
20190724T18-06,176
20190724T17-06,196
20190724T16-06,198
20190724T15-06,199
20190724T14-06,191
20190724T13-06,195
20190724T12-06,190
20190724T11-06,187
20190724T10-06,193
20190724T09-06,131
20190724T08-06,46
20190724T07-06,60
20190724T06-06,12
20190724T05-06,2
20190724T04-06,13
20190724T03-06,17
20190724T02-06,17
20190724T01-06,7
20190723T23-06,16
20190723T22-06,5
20190723T21-06,28
20190723T20-06,31
20190723T19-06,34
20190723T18-06,36
20190723T17-06,19
20190723T16-06,17
20190723T15-06,20
20190723T14-06,15
20190723T13-06,5
20190723T12-06,3
20190723T11-06,2
20190723T10-06,1
20190723T09-06,1
20190723T08-06,0
20190723T07-06,9
20190723T06-06,6
20190723T05-06,5
20190723T04-06,4
20190723T03-06,0
20190723T02-06,5
20190723T01-06,11
20190722T23-06,0
20190722T22-06,0
20190722T21-06,0
20190722T20-06,2
20190722T19-06,3
20190722T18-06,0
20190722T17-06,3
20190722T16-06,6
20190722T15-06,15
20190722T14-06,19
20190722T13-06,24
20190722T12-06,6
20190722T11-06,1
20190722T10-06,0
20190722T09-06,0
20190722T08-06,0
20190722T07-06,0
20190722T06-06,0
20190722T05-06,0
20190722T04-06,6
20190722T03-06,39
20190722T02-06,85
20190722T01-06,125
20190721T23-06,80
20190721T22-06,53
20190721T21-06,26
20190721T20-06,22
20190721T19-06,19
20190721T18-06,12
20190721T17-06,5
20190721T16-06,2
20190721T15-06,0
20190721T14-06,0
20190721T13-06,0
20190721T12-06,0
20190721T11-06,0
20190721T10-06,0
20190721T09-06,0
20190721T08-06,2
20190721T07-06,18
20190721T06-06,21
20190721T05-06,14
20190721T04-06,20
20190721T03-06,8
20190721T02-06,8
20190721T01-06,20
20190720T23-06,49
20190720T22-06,42
20190720T21-06,31
20190720T20-06,70
20190720T19-06,19
20190720T18-06,25
20190720T17-06,11
20190720T16-06,21
20190720T15-06,4
20190720T14-06,14
20190720T13-06,23
20190720T12-06,18
20190720T11-06,33
20190720T10-06,77
20190720T09-06,113
20190720T08-06,118
20190720T07-06,114
20190720T06-06,91
20190720T05-06,24
20190720T04-06,49
20190720T03-06,87
20190720T02-06,114
20190720T01-06,123
20190719T23-06,104
20190719T22-06,88
20190719T21-06,96
20190719T20-06,156
20190719T19-06,195
20190719T18-06,195
20190719T17-06,199
20190719T16-06,200
20190719T15-06,192
20190719T14-06,141
20190719T13-06,148
20190719T12-06,162
20190719T11-06,141
20190719T10-06,137
20190719T09-06,72
20190719T08-06,53
20190719T07-06,59
20190719T06-06,31
20190719T05-06,30
20190719T04-06,22
20190719T03-06,33
20190719T02-06,37
20190719T01-06,44
20190718T23-06,92
20190718T22-06,178
20190718T21-06,193
20190718T20-06,195
20190718T19-06,198
20190718T18-06,192
20190718T17-06,200
20190718T16-06,200
20190718T15-06,195
20190718T14-06,198
20190718T13-06,192
20190718T12-06,158
20190718T11-06,182
20190718T10-06,133
20190718T09-06,165
20190718T08-06,101
20190718T07-06,82
20190718T06-06,76
20190718T05-06,68
20190718T04-06,93
20190718T03-06,121
20190718T02-06,146
20190718T01-06,167
20190717T23-06,157
20190717T22-06,171
20190717T21-06,173
20190717T20-06,111
20190717T19-06,154
20190717T18-06,147
20190717T17-06,126
20190717T16-06,136
20190717T15-06,171
20190717T14-06,186
20190717T13-06,194
20190717T12-06,175
20190717T11-06,131
20190717T10-06,79
20190717T09-06,35
20190717T08-06,47
20190717T07-06,54
20190717T06-06,59
20190717T05-06,51
20190717T04-06,55
20190717T03-06,54
20190717T02-06,60
20190717T01-06,37
20190716T23-06,17
20190716T22-06,30
20190716T21-06,65
20190716T20-06,14
20190716T19-06,48
20190716T18-06,28
20190716T17-06,16
20190716T16-06,14
20190716T15-06,23
20190716T14-06,51
20190716T13-06,47
20190716T12-06,60
20190716T11-06,59
20190716T10-06,75
20190716T09-06,63
20190716T08-06,22
20190716T07-06,3
20190716T06-06,12
20190716T05-06,105
20190716T04-06,132
20190716T03-06,44
20190716T02-06,33
20190716T01-06,26
20190715T23-06,8
20190715T22-06,0
20190715T21-06,1
20190715T20-06,1
20190715T19-06,1
20190715T18-06,0
20190715T17-06,0
20190715T16-06,2
20190715T15-06,0
20190715T14-06,0
20190715T13-06,0
20190715T12-06,0
20190715T11-06,1
20190715T10-06,0
20190715T09-06,2
20190715T08-06,2
20190715T07-06,5
20190715T06-06,3
20190715T05-06,0
20190715T04-06,0
20190715T03-06,3
20190715T02-06,22
20190715T01-06,48
20190714T23-06,71
20190714T22-06,110
20190714T21-06,172
20190714T20-06,151
20190714T19-06,135
20190714T18-06,62
20190714T17-06,85
20190714T16-06,86
20190714T15-06,63
20190714T14-06,91
20190714T13-06,101
20190714T12-06,93
20190714T11-06,23
20190714T10-06,2
20190714T09-06,0
20190714T08-06,0
20190714T07-06,9
20190714T06-06,29
20190714T05-06,26
20190714T04-06,29
20190714T03-06,10
20190714T02-06,0
20190714T01-06,3
20190713T23-06,17
20190713T22-06,30
20190713T21-06,45
20190713T20-06,36
20190713T19-06,39
20190713T18-06,19
20190713T17-06,13
20190713T16-06,8
20190713T15-06,6
20190713T14-06,4
20190713T13-06,74
20190713T12-06,9
20190713T11-06,26
20190713T10-06,27
20190713T09-06,18
20190713T08-06,7
20190713T07-06,1
20190713T06-06,0
20190713T05-06,3
20190713T04-06,12
20190713T03-06,23
20190713T02-06,12
20190713T01-06,4
20190712T23-06,5
20190712T22-06,21
20190712T21-06,39
20190712T20-06,87
20190712T19-06,57
20190712T18-06,49
20190712T17-06,44
20190712T16-06,72
20190712T15-06,83
20190712T14-06,101
20190712T13-06,83
20190712T12-06,65
20190712T11-06,78
20190712T10-06,87
20190712T09-06,62
20190712T08-06,101
20190712T07-06,99
20190712T06-06,103
20190712T05-06,109
20190712T04-06,69
20190712T03-06,27
20190712T02-06,28
20190712T01-06,6
20190711T23-06,31
20190711T22-06,58
20190711T21-06,37
20190711T20-06,17
20190711T19-06,46
20190711T18-06,73
20190711T17-06,116
20190711T16-06,103
20190711T15-06,131
20190711T14-06,148
20190711T13-06,81
20190711T12-06,84
20190711T11-06,42
20190711T10-06,9
20190711T09-06,19
20190711T08-06,44
20190711T07-06,76
20190711T06-06,67
20190711T05-06,63
20190711T04-06,69
20190711T03-06,97
20190711T02-06,102
20190711T01-06,114
20190710T23-06,43
20190710T22-06,51
20190710T21-06,43
20190710T20-06,11
20190710T19-06,15
20190710T18-06,16
20190710T17-06,27
20190710T16-06,19
20190710T15-06,9
20190710T14-06,10
20190710T13-06,1
20190710T12-06,49
20190710T11-06,49
20190710T10-06,49
20190710T09-06,49
20190710T08-06,49
20190710T07-06,49
20190710T06-06,49
20190710T05-06,49
20190710T04-06,49
20190710T03-06,49
20190710T02-06,49
20190710T01-06,49
20190709T23-06,46
20190709T22-06,34
20190709T21-06,35
20190709T20-06,17
20190709T19-06,3
20190709T18-06,1
20190709T17-06,1
20190709T16-06,1
20190709T15-06,0
20190709T14-06,0
20190709T13-06,0
20190709T12-06,0
20190709T11-06,1
20190709T10-06,2
20190709T09-06,4
20190709T08-06,23
20190709T07-06,29
20190709T06-06,8
20190709T05-06,45
20190709T04-06,65
20190709T03-06,87
20190709T02-06,67
20190709T01-06,63
20190708T23-06,16
20190708T22-06,10
20190708T21-06,14
20190708T20-06,16
20190708T19-06,17
20190708T18-06,14
20190708T17-06,1
20190708T16-06,0
20190708T15-06,1
20190708T14-06,0
20190708T13-06,0
20190708T12-06,1
20190708T11-06,0
20190708T10-06,12
20190708T09-06,11
20190708T08-06,4
20190708T07-06,7
20190708T06-06,3
20190708T05-06,24
20190708T04-06,74
20190708T03-06,50
20190708T02-06,19
20190708T01-06,20
20190707T23-06,38
20190707T22-06,26
20190707T21-06,23
20190707T20-06,4
20190707T19-06,0
20190707T18-06,0
20190707T17-06,4
20190707T16-06,17
20190707T15-06,13
20190707T14-06,2
20190707T13-06,0
20190707T12-06,0
20190707T11-06,3
20190707T10-06,5
20190707T09-06,2
20190707T08-06,4
20190707T07-06,39
20190707T06-06,90
20190707T05-06,54
20190707T04-06,54
20190707T03-06,38
20190707T02-06,90
20190707T01-06,98
20190706T23-06,80
20190706T22-06,88
20190706T21-06,101
20190706T20-06,77
20190706T19-06,43
20190706T18-06,31
20190706T17-06,40
20190706T16-06,8
20190706T15-06,20
20190706T14-06,0
20190706T13-06,2
20190706T12-06,2
20190706T11-06,0
20190706T10-06,0
20190706T09-06,0
20190706T08-06,0
20190706T07-06,0
20190706T06-06,0
20190706T05-06,3
20190706T04-06,2
20190706T03-06,10
20190706T02-06,16
20190706T01-06,20
20190705T23-06,29
20190705T22-06,30
20190705T21-06,23
20190705T20-06,17
20190705T19-06,4
20190705T18-06,0
20190705T17-06,2
20190705T16-06,0
20190705T15-06,0
20190705T14-06,0
20190705T13-06,1
20190705T12-06,5
20190705T11-06,11
20190705T10-06,2
20190705T09-06,1
20190705T08-06,12
20190705T07-06,21
20190705T06-06,21
20190705T05-06,14
20190705T04-06,14
20190705T03-06,20
20190705T02-06,25
20190705T01-06,38
20190704T23-06,53
