,wind
20190507T08-06,0
20190507T07-06,7
20190507T06-06,15
20190507T05-06,3
20190507T04-06,20
20190507T03-06,42
20190507T02-06,56
20190507T01-06,44
20190506T23-06,25
20190506T22-06,12
20190506T21-06,6
20190506T20-06,4
20190506T19-06,4
20190506T18-06,1
20190506T17-06,2
20190506T16-06,1
20190506T15-06,0
20190506T14-06,0
20190506T13-06,0
20190506T12-06,0
20190506T11-06,1
20190506T10-06,0
20190506T09-06,1
20190506T08-06,1
20190506T07-06,2
20190506T06-06,1
20190506T05-06,1
20190506T04-06,0
20190506T03-06,0
20190506T02-06,0
20190506T01-06,0
20190505T23-06,0
20190505T22-06,0
20190505T21-06,0
20190505T20-06,0
20190505T19-06,0
20190505T18-06,0
20190505T17-06,0
20190505T16-06,0
20190505T15-06,0
20190505T14-06,5
20190505T13-06,6
20190505T12-06,4
20190505T11-06,2
20190505T10-06,4
20190505T09-06,1
20190505T08-06,4
20190505T07-06,13
20190505T06-06,23
20190505T05-06,35
20190505T04-06,36
20190505T03-06,22
20190505T02-06,36
20190505T01-06,60
20190504T23-06,134
20190504T22-06,155
20190504T21-06,181
20190504T20-06,196
20190504T19-06,169
20190504T18-06,96
20190504T17-06,4
20190504T16-06,9
20190504T15-06,24
20190504T14-06,1
20190504T13-06,0
20190504T12-06,1
20190504T11-06,7
20190504T10-06,1
20190504T09-06,1
20190504T08-06,0
20190504T07-06,0
20190504T06-06,0
20190504T05-06,0
20190504T04-06,24
20190504T03-06,51
20190504T02-06,55
20190504T01-06,81
20190503T23-06,174
20190503T22-06,102
20190503T21-06,14
20190503T20-06,15
20190503T19-06,10
20190503T18-06,66
20190503T17-06,89
20190503T16-06,119
20190503T15-06,135
20190503T14-06,146
20190503T13-06,180
20190503T12-06,193
20190503T11-06,200
20190503T10-06,199
20190503T09-06,183
20190503T08-06,150
20190503T07-06,177
20190503T06-06,177
20190503T05-06,180
20190503T04-06,181
20190503T03-06,147
20190503T02-06,91
20190503T01-06,72
20190502T23-06,102
20190502T22-06,105
20190502T21-06,65
20190502T20-06,66
20190502T19-06,0
20190502T18-06,12
20190502T17-06,5
20190502T16-06,2
20190502T15-06,8
20190502T14-06,22
20190502T13-06,30
20190502T12-06,46
20190502T11-06,27
20190502T10-06,72
20190502T09-06,134
20190502T08-06,136
20190502T07-06,76
20190502T06-06,140
20190502T05-06,149
20190502T04-06,142
20190502T03-06,140
20190502T02-06,95
20190502T01-06,94
20190501T23-06,90
20190501T22-06,87
20190501T21-06,130
20190501T20-06,124
20190501T19-06,103
20190501T18-06,125
20190501T17-06,149
20190501T16-06,151
20190501T15-06,136
20190501T14-06,167
20190501T13-06,113
20190501T12-06,92
20190501T11-06,43
20190501T10-06,28
20190501T09-06,31
20190501T08-06,35
20190501T07-06,31
20190501T06-06,21
20190501T05-06,9
20190501T04-06,10
20190501T03-06,32
20190501T02-06,39
20190501T01-06,19
20190430T23-06,33
20190430T22-06,70
20190430T21-06,45
20190430T20-06,0
20190430T19-06,0
20190430T18-06,5
20190430T17-06,1
20190430T16-06,0
20190430T15-06,0
20190430T14-06,1
20190430T13-06,3
20190430T12-06,1
20190430T11-06,0
20190430T10-06,0
20190430T09-06,0
20190430T08-06,0
20190430T07-06,0
20190430T06-06,0
20190430T05-06,0
20190430T04-06,0
20190430T03-06,2
20190430T02-06,14
20190430T01-06,21
20190429T23-06,27
20190429T22-06,23
20190429T21-06,25
20190429T20-06,21
20190429T19-06,22
20190429T18-06,20
20190429T17-06,16
20190429T16-06,15
20190429T15-06,13
20190429T14-06,12
20190429T13-06,10
20190429T12-06,8
20190429T11-06,7
20190429T10-06,0
20190429T09-06,0
20190429T08-06,0
20190429T07-06,0
20190429T06-06,0
20190429T05-06,1
20190429T04-06,5
20190429T03-06,5
20190429T02-06,3
20190429T01-06,0
20190428T23-06,0
20190428T22-06,0
20190428T21-06,11
20190428T20-06,41
20190428T19-06,88
20190428T18-06,137
20190428T17-06,176
20190428T16-06,195
20190428T15-06,201
20190428T14-06,184
20190428T13-06,169
20190428T12-06,168
20190428T11-06,177
20190428T10-06,169
20190428T09-06,116
20190428T08-06,84
20190428T07-06,44
20190428T06-06,15
20190428T05-06,56
20190428T04-06,147
20190428T03-06,113
20190428T02-06,153
20190428T01-06,173
20190427T23-06,92
20190427T22-06,76
20190427T21-06,57
20190427T20-06,42
20190427T19-06,33
20190427T18-06,153
20190427T17-06,177
20190427T16-06,168
20190427T15-06,171
20190427T14-06,127
20190427T13-06,90
20190427T12-06,132
20190427T11-06,77
20190427T10-06,13
20190427T09-06,13
20190427T08-06,31
20190427T07-06,47
20190427T06-06,34
20190427T05-06,13
20190427T04-06,6
20190427T03-06,8
20190427T02-06,0
20190427T01-06,0
20190426T23-06,0
20190426T22-06,2
20190426T21-06,3
20190426T20-06,18
20190426T19-06,99
20190426T18-06,47
20190426T17-06,79
20190426T16-06,84
20190426T15-06,46
20190426T14-06,21
20190426T13-06,17
20190426T12-06,64
20190426T11-06,51
20190426T10-06,14
20190426T09-06,7
20190426T08-06,0
20190426T07-06,0
20190426T06-06,0
20190426T05-06,0
20190426T04-06,1
20190426T03-06,0
20190426T02-06,14
20190426T01-06,57
20190425T23-06,65
20190425T22-06,61
20190425T21-06,50
20190425T20-06,37
20190425T19-06,37
20190425T18-06,29
20190425T17-06,29
20190425T16-06,29
20190425T15-06,37
20190425T14-06,46
20190425T13-06,43
20190425T12-06,37
20190425T11-06,28
20190425T10-06,18
20190425T09-06,2
20190425T08-06,0
20190425T07-06,0
20190425T06-06,0
20190425T05-06,0
20190425T04-06,1
20190425T03-06,8
20190425T02-06,45
20190425T01-06,131
20190424T23-06,114
20190424T22-06,95
20190424T21-06,164
20190424T20-06,172
20190424T19-06,165
20190424T18-06,157
20190424T16-06,104
20190424T13-06,46
20190424T12-06,25
20190424T11-06,7
20190424T10-06,65
20190424T09-06,59
20190424T08-06,26
20190424T07-06,48
20190424T06-06,26
20190424T05-06,31
20190424T04-06,70
20190424T03-06,84
20190424T02-06,154
20190424T01-06,137
20190423T23-06,73
20190423T22-06,133
20190423T21-06,122
20190423T20-06,141
20190423T19-06,174
20190423T18-06,177
20190423T17-06,176
20190423T16-06,176
20190423T15-06,175
20190423T14-06,177
20190423T13-06,178
20190423T12-06,172
20190423T11-06,168
20190423T10-06,134
20190423T09-06,96
20190423T08-06,104
20190423T07-06,119
20190423T06-06,164
20190423T05-06,168
20190423T04-06,165
20190423T03-06,143
20190423T02-06,142
20190423T01-06,164
20190422T23-06,159
20190422T22-06,150
20190422T21-06,154
20190422T20-06,154
20190422T19-06,177
20190422T18-06,177
20190422T17-06,164
20190422T16-06,130
20190422T15-06,121
20190422T14-06,116
20190422T13-06,63
20190422T12-06,17
20190422T11-06,1
20190422T10-06,1
20190422T09-06,5
20190422T08-06,8
20190422T07-06,7
20190422T06-06,7
20190422T05-06,30
20190422T04-06,50
20190422T03-06,61
20190422T02-06,71
20190422T01-06,65
20190421T23-06,58
20190421T22-06,61
20190421T21-06,40
20190421T20-06,38
20190421T19-06,34
20190421T18-06,17
20190421T17-06,10
20190421T16-06,11
20190421T15-06,10
20190421T14-06,8
20190421T13-06,5
20190421T12-06,0
20190421T11-06,0
20190421T10-06,0
20190421T09-06,0
20190421T08-06,0
20190421T07-06,0
20190421T06-06,1
20190421T05-06,8
20190421T04-06,29
20190421T03-06,25
20190421T02-06,15
20190421T01-06,17
20190420T23-06,20
20190420T22-06,26
20190420T21-06,20
20190420T20-06,15
20190420T19-06,20
20190420T18-06,25
20190420T17-06,25
20190420T16-06,13
20190420T15-06,1
20190420T14-06,0
20190420T13-06,0
20190420T12-06,0
20190420T11-06,0
20190420T10-06,1
20190420T09-06,0
20190420T08-06,0
20190420T07-06,14
20190420T06-06,24
20190420T05-06,71
20190420T04-06,115
20190420T03-06,128
20190420T02-06,127
20190420T01-06,102
20190419T23-06,123
20190419T22-06,163
20190419T21-06,148
20190419T20-06,177
20190419T19-06,147
20190419T18-06,156
20190419T17-06,157
20190419T16-06,168
20190419T15-06,160
20190419T14-06,160
20190419T13-06,178
20190419T12-06,151
20190419T11-06,157
20190419T10-06,173
20190419T09-06,136
20190419T08-06,134
20190419T07-06,112
20190419T06-06,105
20190419T05-06,112
20190419T04-06,141
20190419T03-06,165
20190419T02-06,174
20190419T01-06,164
20190418T23-06,114
20190418T22-06,167
20190418T21-06,140
20190418T20-06,174
20190418T19-06,177
20190418T18-06,174
20190418T17-06,176
20190418T16-06,179
20190418T15-06,175
20190418T14-06,171
20190418T13-06,161
20190418T12-06,171
20190418T11-06,108
20190418T10-06,124
20190418T09-06,107
20190418T08-06,105
20190418T07-06,123
20190418T06-06,116
20190418T05-06,84
20190418T04-06,88
20190418T03-06,165
20190418T02-06,150
20190418T01-06,159
20190417T23-06,147
20190417T22-06,145
20190417T21-06,122
20190417T20-06,171
20190417T19-06,177
20190417T18-06,177
20190417T17-06,177
20190417T16-06,177
20190417T15-06,177
20190417T14-06,176
20190417T13-06,176
20190417T12-06,174
20190417T11-06,170
20190417T10-06,145
20190417T09-06,123
20190417T08-06,172
20190417T07-06,192
20190417T06-06,134
20190417T05-06,153
20190417T04-06,167
20190417T03-06,169
20190417T02-06,168
20190417T01-06,162
20190416T23-06,139
20190416T22-06,108
20190416T21-06,105
20190416T20-06,124
20190416T19-06,92
20190416T18-06,71
20190416T17-06,16
20190416T16-06,8
20190416T15-06,1
20190416T14-06,0
20190416T13-06,0
20190416T12-06,0
20190416T11-06,0
20190416T10-06,0
20190416T09-06,0
20190416T08-06,0
20190416T07-06,0
20190416T06-06,0
20190416T05-06,1
20190416T04-06,0
20190416T03-06,5
20190416T02-06,28
20190416T01-06,29
20190415T23-06,72
20190415T22-06,113
20190415T21-06,112
20190415T20-06,146
20190415T19-06,151
20190415T18-06,129
20190415T17-06,115
20190415T16-06,128
20190415T15-06,120
20190415T14-06,105
20190415T13-06,72
20190415T12-06,84
20190415T11-06,94
20190415T10-06,134
20190415T09-06,105
20190415T08-06,139
20190415T07-06,157
20190415T06-06,171
20190415T05-06,179
20190415T04-06,179
20190415T03-06,183
20190415T02-06,168
20190415T01-06,171
20190414T23-06,182
20190414T22-06,187
20190414T21-06,140
20190414T20-06,123
20190414T19-06,197
20190414T18-06,200
20190414T17-06,202
20190414T16-06,201
20190414T15-06,200
20190414T14-06,197
20190414T13-06,179
20190414T12-06,179
20190414T11-06,176
20190414T10-06,149
20190414T09-06,176
20190414T08-06,158
20190414T07-06,136
20190414T06-06,133
20190414T05-06,102
20190414T04-06,158
20190414T03-06,178
20190414T02-06,138
20190414T01-06,81
20190413T23-06,59
20190413T22-06,59
20190413T21-06,69
20190413T20-06,111
20190413T19-06,123
20190413T18-06,66
20190413T17-06,76
20190413T16-06,171
20190413T15-06,176
20190413T14-06,173
20190413T13-06,168
20190413T12-06,158
20190413T11-06,95
20190413T10-06,56
20190413T09-06,100
20190413T08-06,92
20190413T07-06,51
20190413T06-06,22
20190413T05-06,21
20190413T04-06,14
20190413T03-06,19
20190413T02-06,30
20190413T01-06,30
20190412T23-06,21
20190412T22-06,18
20190412T21-06,14
20190412T20-06,2
20190412T19-06,0
20190412T18-06,0
20190412T17-06,0
20190412T16-06,0
20190412T15-06,0
20190412T14-06,0
20190412T13-06,0
20190412T12-06,0
20190412T11-06,0
20190412T10-06,0
20190412T09-06,0
20190412T08-06,0
20190412T07-06,0
20190412T06-06,0
20190412T05-06,0
20190412T04-06,0
20190412T03-06,1
20190412T02-06,0
20190412T01-06,4
20190411T23-06,13
20190411T22-06,25
20190411T21-06,28
20190411T20-06,10
20190411T19-06,0
20190411T18-06,0
20190411T17-06,0
20190411T16-06,3
20190411T15-06,6
20190411T14-06,11
20190411T13-06,12
20190411T12-06,0
20190411T11-06,0
20190411T10-06,0
20190411T09-06,0
20190411T08-06,0
20190411T07-06,0
20190411T06-06,4
20190411T05-06,5
20190411T04-06,16
20190411T03-06,18
20190411T02-06,10
20190411T01-06,4
20190410T23-06,21
20190410T22-06,17
20190410T21-06,26
20190410T20-06,27
20190410T19-06,26
20190410T18-06,18
20190410T17-06,24
20190410T16-06,13
20190410T15-06,9
20190410T14-06,15
20190410T13-06,1
20190410T12-06,17
20190410T11-06,35
20190410T10-06,35
20190410T09-06,29
20190410T08-06,40
20190410T07-06,48
20190410T06-06,38
20190410T05-06,41
20190410T04-06,33
20190410T03-06,48
20190410T02-06,148
20190410T01-06,124
20190409T23-06,139
20190409T22-06,99
20190409T21-06,145
20190409T20-06,121
20190409T19-06,80
20190409T18-06,59
20190409T17-06,141
20190409T16-06,136
20190409T15-06,132
20190409T14-06,29
20190409T13-06,7
20190409T12-06,5
20190409T11-06,3
20190409T10-06,0
20190409T09-06,4
20190409T08-06,5
20190409T07-06,4
20190409T06-06,1
20190409T05-06,5
20190409T04-06,0
20190409T03-06,1
20190409T02-06,0
20190409T01-06,2
20190408T17-06,0
20190408T16-06,1
20190408T15-06,1
20190408T14-06,0
20190408T13-06,0
20190408T12-06,6
20190408T11-06,3
20190408T10-06,0
20190408T09-06,14
20190408T08-06,33
20190408T07-06,96
20190408T06-06,138
20190408T05-06,167
20190408T04-06,172
20190408T03-06,142
20190408T02-06,131
20190408T01-06,94
20190407T23-06,101
20190407T22-06,147
20190407T21-06,196
20190407T20-06,199
20190407T19-06,200
20190407T18-06,199
20190407T17-06,195
20190407T16-06,180
20190407T15-06,143
20190407T14-06,92
20190407T13-06,49
20190407T12-06,6
20190407T11-06,1
20190407T10-06,7
20190407T09-06,7
20190407T08-06,2
20190407T07-06,27
20190407T06-06,103
20190407T05-06,168
20190407T04-06,195
20190407T03-06,172
20190407T02-06,192
20190407T01-06,196
20190406T23-06,169
20190406T22-06,149
20190406T21-06,160
20190406T20-06,185
20190406T19-06,195
20190406T18-06,188
20190406T17-06,168
20190406T16-06,148
20190406T15-06,154
20190406T14-06,172
20190406T13-06,181
20190406T12-06,176
20190406T11-06,194
20190406T10-06,193
20190406T09-06,192
20190406T08-06,177
20190406T07-06,54
20190406T06-06,98
20190406T05-06,10
20190406T04-06,13
20190406T03-06,20
20190406T02-06,13
20190406T01-06,7
20190405T23-06,11
20190405T22-06,8
20190405T21-06,3
20190405T20-06,0
20190405T19-06,15
20190405T18-06,5
20190405T17-06,1
20190405T16-06,1
20190405T15-06,0
20190405T14-06,2
20190405T13-06,0
20190405T12-06,0
20190405T11-06,2
20190405T10-06,13
20190405T09-06,35
20190405T08-06,34
20190405T07-06,46
20190405T06-06,115
20190405T05-06,149
20190405T04-06,89
20190405T03-06,33
20190405T02-06,17
20190405T01-06,18
20190404T23-06,40
20190404T22-06,45
20190404T21-06,32
20190404T20-06,31
20190404T19-06,50
20190404T18-06,75
20190404T17-06,94
20190404T16-06,108
20190404T15-06,119
20190404T14-06,129
20190404T13-06,162
20190404T12-06,186
20190404T11-06,194
20190404T10-06,189
20190404T09-06,177
20190404T08-06,126
20190404T07-06,112
20190404T06-06,96
20190404T05-06,159
20190404T04-06,157
20190404T03-06,112
20190404T02-06,121
20190404T01-06,168
20190403T23-06,81
20190403T22-06,122
20190403T21-06,108
20190403T20-06,141
20190403T19-06,183
20190403T18-06,154
20190403T17-06,72
20190403T16-06,0
20190403T15-06,0
20190403T14-06,0
20190403T13-06,1
20190403T12-06,0
20190403T11-06,0
20190403T10-06,0
20190403T09-06,1
20190403T08-06,13
20190403T07-06,24
20190403T06-06,17
20190403T05-06,26
20190403T04-06,34
20190403T03-06,15
20190403T02-06,13
20190403T01-06,53
20190402T23-06,95
20190402T22-06,80
20190402T21-06,53
20190402T20-06,21
20190402T19-06,5
20190402T18-06,2
20190402T17-06,8
20190402T16-06,1
20190402T15-06,0
20190402T14-06,0
20190402T13-06,0
20190402T12-06,0
20190402T11-06,0
20190402T10-06,0
20190402T09-06,5
20190402T08-06,40
20190402T07-06,28
20190402T06-06,4
20190402T05-06,1
20190402T04-06,2
20190402T03-06,6
20190402T02-06,3
20190402T01-06,1
20190401T23-06,0
20190401T22-06,0
20190401T21-06,0
20190401T20-06,0
20190401T19-06,11
20190401T18-06,18
20190401T17-06,11
20190401T16-06,19
20190401T15-06,26
20190401T14-06,52
20190401T13-06,68
20190401T12-06,66
20190401T11-06,93
20190401T10-06,58
20190401T09-06,17
20190401T08-06,27
20190401T07-06,7
20190401T06-06,1
20190401T05-06,0
20190401T04-06,0
20190401T03-06,0
20190401T02-06,0
20190401T01-06,4
20190331T23-06,17
20190331T22-06,31
20190331T21-06,27
20190331T20-06,29
20190331T19-06,24
20190331T18-06,33
20190331T17-06,37
20190331T16-06,42
20190331T15-06,13
20190331T14-06,14
20190331T13-06,5
20190331T12-06,4
20190331T11-06,0
20190331T10-06,0
20190331T09-06,0
20190331T08-06,0
20190331T07-06,0
20190331T06-06,1
20190331T05-06,5
20190331T04-06,8
20190331T03-06,11
20190331T02-06,31
20190331T01-06,106
20190330T23-06,93
20190330T22-06,79
20190330T21-06,57
20190330T20-06,22
20190330T19-06,31
20190330T18-06,25
20190330T17-06,28
20190330T16-06,21
20190330T15-06,11
20190330T14-06,10
20190330T13-06,6
20190330T12-06,4
20190330T11-06,3
20190330T10-06,2
20190330T09-06,12
20190330T08-06,17
20190330T07-06,18
20190330T06-06,22
20190330T05-06,21
20190330T04-06,7
20190330T03-06,4
20190330T02-06,6
20190330T01-06,2
20190329T23-06,0
20190329T22-06,0
20190329T21-06,0
20190329T20-06,1
20190329T19-06,7
20190329T18-06,17
20190329T17-06,18
20190329T16-06,6
20190329T15-06,3
20190329T14-06,2
20190329T13-06,0
20190329T12-06,0
20190329T11-06,1
20190329T10-06,4
20190329T09-06,14
20190329T08-06,15
20190329T07-06,15
20190329T06-06,9
20190329T05-06,0
20190329T04-06,0
20190329T03-06,0
20190329T02-06,0
20190329T01-06,0
20190328T23-06,0
20190328T22-06,3
20190328T21-06,19
20190328T20-06,14
20190328T19-06,10
20190328T18-06,1
20190328T17-06,1
20190328T16-06,0
20190328T15-06,0
20190328T14-06,0
20190328T13-06,0
20190328T12-06,0
20190328T11-06,0
20190328T10-06,6
20190328T09-06,5
20190328T08-06,20
20190328T07-06,28
20190328T06-06,40
20190328T05-06,16
20190328T04-06,10
20190328T03-06,17
20190328T02-06,5
20190328T01-06,3
20190327T23-06,10
20190327T22-06,4
20190327T21-06,17
20190327T20-06,10
20190327T19-06,0
20190327T18-06,0
20190327T17-06,3
20190327T16-06,3
20190327T15-06,2
20190327T14-06,0
20190327T13-06,3
20190327T12-06,19
20190327T11-06,21
20190327T10-06,7
20190327T09-06,8
20190327T08-06,17
20190327T07-06,23
20190327T06-06,17
20190327T05-06,13
20190327T04-06,12
20190327T03-06,70
20190327T02-06,94
20190327T01-06,74
20190326T23-06,136
20190326T22-06,173
20190326T21-06,197
20190326T20-06,189
20190326T19-06,183
20190326T18-06,161
20190326T17-06,187
20190326T16-06,199
20190326T15-06,201
20190326T14-06,178
20190326T13-06,87
20190326T12-06,92
20190326T11-06,58
20190326T10-06,40
20190326T09-06,33
20190326T08-06,63
20190326T07-06,48
20190326T06-06,39
20190326T05-06,47
20190326T04-06,30
20190326T03-06,26
20190326T02-06,20
20190326T01-06,6
20190325T23-06,6
20190325T22-06,4
20190325T21-06,5
20190325T20-06,2
20190325T19-06,0
20190325T18-06,3
20190325T17-06,2
20190325T16-06,12
20190325T15-06,3
20190325T14-06,1
20190325T13-06,0
20190325T12-06,0
20190325T11-06,0
20190325T10-06,0
20190325T09-06,6
20190325T08-06,5
20190325T07-06,1
20190325T06-06,0
20190325T05-06,0
20190325T04-06,0
20190325T03-06,0
20190325T02-06,0
20190325T01-06,0
20190324T23-06,0
20190324T22-06,0
20190324T21-06,1
20190324T20-06,0
20190324T19-06,6
20190324T18-06,12
20190324T17-06,22
20190324T16-06,27
20190324T15-06,33
20190324T14-06,36
20190324T13-06,41
20190324T12-06,45
20190324T11-06,35
20190324T10-06,30
20190324T09-06,37
20190324T08-06,48
20190324T07-06,49
20190324T06-06,67
20190324T05-06,72
20190324T04-06,86
20190324T03-06,97
20190324T02-06,62
20190324T01-06,39
20190323T23-06,26
20190323T22-06,26
20190323T21-06,50
20190323T20-06,51
20190323T19-06,42
20190323T18-06,73
20190323T17-06,120
20190323T16-06,108
20190323T15-06,85
20190323T14-06,80
20190323T13-06,69
20190323T12-06,66
20190323T11-06,77
20190323T10-06,124
20190323T09-06,137
20190323T08-06,141
20190323T07-06,142
20190323T06-06,135
20190323T05-06,92
20190323T04-06,48
20190323T03-06,7
20190323T02-06,0
20190323T01-06,2
20190322T23-06,0
20190322T22-06,0
20190322T21-06,1
20190322T20-06,0
20190322T19-06,0
20190322T18-06,0
20190322T17-06,1
20190322T16-06,0
20190322T15-06,1
20190322T14-06,0
20190322T13-06,0
20190322T12-06,0
20190322T11-06,0
20190322T10-06,0
20190322T09-06,0
20190322T08-06,0
20190322T07-06,0
20190322T06-06,0
20190322T05-06,0
20190322T04-06,1
20190322T03-06,1
20190322T02-06,0
20190322T01-06,0
20190321T23-06,4
20190321T22-06,3
20190321T21-06,8
20190321T20-06,5
20190321T19-06,10
20190321T18-06,11
20190321T17-06,8
20190321T16-06,2
20190321T15-06,0
20190321T14-06,0
20190321T13-06,0
20190321T12-06,0
20190321T11-06,0
20190321T10-06,0
20190321T09-06,0
20190321T08-06,0
20190321T07-06,0
20190321T06-06,0
20190321T05-06,4
20190321T04-06,3
20190321T03-06,3
20190321T02-06,0
20190321T01-06,1
20190320T23-06,2
20190320T22-06,3
20190320T21-06,11
20190320T20-06,21
20190320T19-06,15
20190320T18-06,12
20190320T17-06,3
20190320T16-06,0
20190320T15-06,1
20190320T14-06,0
20190320T13-06,0
20190320T12-06,0
20190320T11-06,0
20190320T10-06,0
20190320T09-06,0
20190320T08-06,0
20190320T07-06,0
20190320T06-06,0
20190320T05-06,0
20190320T04-06,0
20190320T03-06,3
20190320T02-06,0
20190320T01-06,0
20190319T23-06,19
20190319T22-06,12
20190319T21-06,7
20190319T20-06,4
20190319T19-06,1
20190319T18-06,2
20190319T17-06,0
20190319T16-06,0
20190319T15-06,0
20190319T14-06,0
20190319T13-06,0
20190319T12-06,1
20190319T11-06,6
20190319T10-06,6
20190319T09-06,8
20190319T08-06,7
20190319T07-06,3
20190319T06-06,5
20190319T05-06,2
20190319T04-06,0
20190319T03-06,1
20190319T02-06,0
20190319T01-06,0
20190318T23-06,0
20190318T22-06,0
20190318T21-06,0
20190318T20-06,0
20190318T19-06,7
20190318T18-06,30
20190318T17-06,74
20190318T16-06,121
20190318T15-06,99
20190318T14-06,102
20190318T13-06,98
20190318T12-06,119
20190318T11-06,113
20190318T10-06,118
20190318T09-06,122
20190318T08-06,117
20190318T07-06,76
20190318T06-06,49
20190318T05-06,50
20190318T04-06,52
20190318T03-06,61
20190318T02-06,39
20190318T01-06,31
20190317T23-06,14
20190317T22-06,4
20190317T21-06,3
20190317T20-06,1
20190317T19-06,0
20190317T18-06,0
20190317T17-06,0
20190317T16-06,0
20190317T15-06,0
20190317T14-06,0
20190317T13-06,0
20190317T12-06,0
20190317T11-06,0
20190317T10-06,0
20190317T09-06,0
20190317T08-06,0
20190317T07-06,0
20190317T06-06,0
20190317T05-06,0
20190317T04-06,0
20190317T03-06,0
20190317T02-06,0
20190317T01-06,1
20190316T23-06,0
20190316T22-06,0
20190316T21-06,0
20190316T20-06,0
20190316T19-06,0
20190316T18-06,0
20190316T17-06,0
20190316T16-06,0
20190316T15-06,0
20190316T14-06,0
20190316T13-06,0
20190316T12-06,5
20190316T11-06,25
20190316T10-06,39
20190316T09-06,57
20190316T08-06,80
20190316T07-06,37
20190316T06-06,4
20190316T05-06,0
20190316T04-06,1
20190316T03-06,9
20190316T02-06,9
20190316T01-06,10
20190315T23-06,8
20190315T22-06,2
20190315T21-06,0
20190315T20-06,0
20190315T19-06,0
20190315T18-06,0
20190315T17-06,9
20190315T16-06,36
20190315T15-06,86
20190315T14-06,103
20190315T13-06,161
20190315T12-06,190
20190315T11-06,170
20190315T10-06,198
20190315T09-06,199
20190315T08-06,200
20190315T07-06,199
20190315T06-06,166
20190315T05-06,184
20190315T04-06,184
20190315T03-06,176
20190315T02-06,166
20190315T01-06,141
20190314T23-06,95
20190314T22-06,63
20190314T21-06,46
20190314T20-06,24
20190314T19-06,41
20190314T18-06,43
20190314T17-06,36
20190314T16-06,29
20190314T15-06,47
20190314T14-06,92
20190314T13-06,111
20190314T12-06,115
20190314T11-06,146
20190314T10-06,154
20190314T09-06,220
20190314T08-06,59
20190314T07-06,87
20190314T06-06,30
20190314T05-06,3
20190314T04-06,3
20190314T03-06,1
20190314T02-06,0
20190314T01-06,0
20190313T23-06,0
20190313T22-06,0
20190313T21-06,2
20190313T20-06,18
20190313T19-06,28
20190313T18-06,36
20190313T17-06,47
20190313T16-06,96
20190313T15-06,44
20190313T14-06,82
20190313T13-06,77
20190313T12-06,113
20190313T11-06,67
20190313T10-06,96
20190313T09-06,80
20190313T08-06,100
20190313T07-06,71
20190313T06-06,62
20190313T05-06,52
20190313T04-06,75
20190313T03-06,66
20190313T02-06,55
20190313T01-06,47
20190312T23-06,33
20190312T22-06,42
20190312T21-06,41
20190312T20-06,16
20190312T19-06,10
20190312T18-06,5
20190312T17-06,22
20190312T16-06,46
20190312T15-06,32
20190312T14-06,45
20190312T13-06,94
20190312T12-06,106
20190312T11-06,99
20190312T10-06,94
20190312T09-06,103
20190312T08-06,118
20190312T07-06,154
20190312T06-06,167
20190312T05-06,153
20190312T04-06,171
20190312T03-06,181
20190312T02-06,175
20190312T01-06,147
20190311T23-06,191
20190311T22-06,192
20190311T21-06,197
20190311T20-06,196
20190311T19-06,193
20190311T18-06,181
20190311T17-06,188
20190311T16-06,181
20190311T15-06,165
20190311T14-06,138
20190311T13-06,147
20190311T12-06,132
20190311T11-06,142
20190311T10-06,147
20190311T09-06,172
20190311T08-06,190
20190311T07-06,179
20190311T06-06,154
20190311T05-06,134
20190311T04-06,143
20190311T03-06,67
20190311T02-06,115
20190311T01-06,109
20190310T01-07,74
20190309T23-07,37
20190309T22-07,33
20190309T21-07,21
20190309T20-07,7
20190309T19-07,0
20190309T18-07,0
20190309T17-07,2
20190309T16-07,5
20190309T15-07,18
20190309T14-07,25
20190309T13-07,37
20190309T12-07,89
20190309T11-07,99
20190309T10-07,43
20190309T09-07,6
20190309T08-07,9
20190309T07-07,0
20190309T06-07,0
20190309T05-07,0
20190309T04-07,0
20190309T03-07,1
20190309T02-07,10
20190309T01-07,29
20190308T23-07,56
20190308T22-07,78
20190308T21-07,67
20190308T20-07,62
20190308T19-07,65
20190308T18-07,134
20190308T17-07,182
20190308T16-07,186
20190308T15-07,197
20190308T14-07,196
20190308T13-07,173
20190308T12-07,145
20190308T11-07,110
20190308T10-07,183
20190308T09-07,144
20190308T08-07,131
20190308T07-07,147
20190308T06-07,137
20190308T05-07,159
20190308T04-07,172
20190308T03-07,164
20190308T02-07,149
20190308T01-07,110
20190307T23-07,79
20190307T22-07,62
20190307T21-07,94
20190307T20-07,161
20190307T19-07,200
20190307T18-07,193
20190307T17-07,170
20190307T16-07,151
20190307T15-07,95
20190307T14-07,72
20190307T13-07,40
20190307T12-07,13
20190307T11-07,0
20190307T10-07,0
20190307T09-07,0
20190307T08-07,0
20190307T07-07,0
20190307T06-07,0
20190307T05-07,1
20190307T04-07,0
20190307T03-07,4
20190307T02-07,5
20190307T01-07,5
20190306T23-07,11
20190306T22-07,12
20190306T21-07,10
20190306T20-07,11
20190306T19-07,17
20190306T18-07,18
20190306T17-07,24
20190306T16-07,38
20190306T15-07,36
20190306T14-07,8
20190306T13-07,0
20190306T12-07,0
20190306T11-07,0
20190306T10-07,0
20190306T09-07,0
20190306T08-07,0
20190306T07-07,0
20190306T06-07,4
20190306T05-07,16
