,coal,natural gas,petroleum,solar,hydro,wind
20180714T15-06,1266,18,52,15,568,170
20180714T14-06,1172,17,52,13,570,169
20180714T13-06,1169,13,52,14,575,190
20180714T12-06,1243,19,53,13,567,200
20180714T11-06,1219,20,55,13,573,198
20180714T10-06,1186,19,57,12,571,183
20180714T09-06,1093,4,58,10,571,196
20180714T08-06,1036,5,58,9,575,167
20180714T07-06,1101,15,59,1,571,93
20180714T06-06,1157,4,58,0,569,113
20180714T05-06,1163,4,59,0,572,99
20180714T04-06,1163,5,58,0,569,63
20180714T03-06,1139,15,59,0,568,33
20180714T02-06,1136,21,58,0,569,26
20180714T01-06,1180,43,58,0,567,37
20180714T00-06,1188,68,56,0,570,41
20180713T23-06,1177,16,54,0,570,46
20180713T22-06,1179,20,52,0,564,38
20180713T21-06,1167,31,51,0,570,26
20180713T20-06,1057,84,49,8,568,39
20180713T19-06,980,118,49,15,570,33
20180713T18-06,946,113,48,17,569,39
20180713T17-06,815,125,47,17,572,24
20180713T16-06,689,131,49,17,570,18
20180713T15-06,677,123,51,17,573,14
20180713T14-06,586,125,51,17,575,14
20180713T13-06,478,129,51,17,572,17
20180713T12-06,477,108,53,17,573,15
20180713T11-06,474,70,53,17,569,6
20180713T10-06,475,32,53,17,573,6
20180713T09-06,474,17,54,17,576,4
20180713T08-06,481,18,54,11,571,3
20180713T07-06,478,63,55,2,572,3
20180713T06-06,479,69,57,0,572,5
20180713T05-06,479,75,58,0,569,5
20180713T04-06,478,74,59,0,568,2
20180713T03-06,479,76,59,0,569,0
20180713T02-06,479,77,59,0,571,1
20180713T01-06,478,113,59,0,579,14
20180713T00-06,474,117,59,0,573,26
20180712T23-06,474,101,59,0,575,32
20180712T22-06,474,119,59,0,567,33
20180712T21-06,472,120,57,1,566,15
20180712T20-06,476,126,57,8,567,1
20180712T19-06,551,115,57,15,572,1
20180712T18-06,618,129,56,17,581,2
20180712T17-06,636,136,55,16,579,7
20180712T16-06,636,130,56,16,577,12
20180712T15-06,638,115,57,17,581,16
20180712T14-06,619,92,57,17,584,10
20180712T13-06,624,65,59,17,579,7
20180712T12-06,623,46,57,17,581,2
20180712T11-06,633,19,58,16,582,0
20180712T10-06,637,5,58,16,581,2
20180712T09-06,637,4,57,17,584,6
20180712T08-06,639,7,59,10,579,4
20180712T07-06,643,47,58,2,581,3
20180712T06-06,619,23,59,0,583,3
20180712T05-06,460,23,59,0,582,2
20180712T04-06,455,23,58,0,575,28
20180712T03-06,457,22,58,0,581,9
20180712T02-06,469,15,58,0,583,19
20180712T01-06,613,134,59,0,585,31
20180712T00-06,619,138,59,0,589,29
20180711T23-06,641,105,60,0,586,40
20180711T22-06,635,85,60,0,590,57
20180711T21-06,637,121,59,0,581,81
20180711T20-06,636,120,58,8,567,61
20180711T19-06,636,120,59,15,562,36
20180711T18-06,636,119,57,17,569,20
20180711T17-06,636,120,59,17,566,4
20180711T16-06,637,136,58,17,565,3
20180711T15-06,639,137,58,17,575,3
20180711T14-06,638,138,57,17,583,4
20180711T13-06,638,107,58,17,588,17
20180711T12-06,637,72,58,17,592,35
20180711T11-06,638,57,58,14,589,46
20180711T10-06,638,16,58,13,589,39
20180711T09-06,639,4,58,13,593,34
20180711T08-06,638,4,58,9,589,38
20180711T07-06,627,5,59,3,594,56
20180711T06-06,623,20,59,0,588,43
20180711T05-06,633,23,60,0,587,25
20180711T04-06,636,23,59,0,591,74
20180711T03-06,638,23,59,0,592,134
20180711T02-06,636,22,58,0,586,147
20180711T01-06,636,21,60,0,590,176
20180711T00-06,635,22,58,0,588,173
20180710T23-06,633,20,59,0,591,185
20180710T22-06,630,15,57,0,592,201
20180710T21-06,629,4,56,1,588,179
20180710T20-06,624,21,57,5,588,141
20180710T19-06,622,43,53,8,596,80
20180710T18-06,622,81,50,9,588,88
20180710T17-06,610,133,42,9,586,111
20180710T16-06,653,119,43,8,589,115
20180710T15-06,807,91,48,12,595,67
20180710T14-06,1109,61,52,11,588,51
20180710T13-06,1338,63,54,12,590,17
20180710T12-06,1340,59,54,11,593,2
20180710T11-06,1342,62,56,12,593,3
20180710T10-06,1339,29,55,11,588,0
20180710T09-06,1311,6,56,10,593,5
20180710T08-06,1262,5,56,6,588,6
20180710T07-06,1204,5,57,1,591,3
20180710T06-06,1047,5,58,0,591,6
20180710T05-06,1057,4,57,0,592,28
20180710T04-06,1059,6,58,0,590,11
20180710T03-06,1059,8,57,0,589,21
20180710T02-06,1070,20,58,0,591,7
20180710T01-06,1187,21,59,0,591,5
20180710T00-06,1314,46,58,0,589,15
20180709T23-06,1365,51,56,0,596,34
20180709T22-06,1366,49,55,0,588,47
20180709T21-06,1328,108,55,0,588,50
20180709T20-06,1323,112,54,4,588,46
20180709T19-06,1326,111,53,6,589,32
20180709T18-06,1328,109,52,8,591,21
20180709T17-06,1329,117,52,11,591,10
20180709T16-06,1306,121,53,13,589,8
20180709T15-06,1297,116,54,14,597,4
20180709T14-06,1302,118,56,14,587,2
20180709T13-06,1301,112,56,13,592,2
20180709T12-06,1303,100,57,13,595,5
20180709T11-06,1301,55,56,13,591,8
20180709T10-06,1302,23,57,13,588,3
20180709T09-06,1303,6,57,10,596,7
20180709T08-06,1301,4,58,9,590,14
20180709T07-06,1239,4,58,0,592,23
20180709T06-06,1248,5,59,0,592,18
20180709T05-06,1284,4,59,0,598,10
20180709T04-06,1280,4,59,0,595,3
20180709T03-06,1283,4,58,0,598,8
20180709T02-06,1284,4,60,0,589,3
20180709T01-06,1317,5,60,0,595,11
20180709T00-06,1313,16,60,0,593,31
20180708T23-06,1350,5,58,0,596,38
20180708T22-06,1359,9,59,0,588,47
20180708T21-06,1351,53,59,1,596,32
20180708T20-06,1350,78,57,5,589,32
20180708T19-06,1350,92,56,10,594,30
20180708T18-06,1353,76,57,11,593,32
20180708T17-06,1346,58,56,12,592,17
20180708T16-06,1337,56,57,12,592,17
20180708T15-06,1343,36,55,14,592,9
20180708T14-06,1353,12,57,15,593,10
20180708T13-06,1352,20,57,16,597,5
20180708T12-06,1354,20,58,15,593,2
20180708T11-06,1348,17,59,16,595,4
20180708T10-06,1348,17,58,16,597,5
20180708T09-06,1234,19,56,16,594,1
20180708T08-06,1124,6,57,11,590,3
20180708T07-06,849,19,58,4,593,-1
20180708T06-06,708,22,59,0,596,19
20180708T05-06,635,19,59,0,592,81
20180708T04-06,397,14,58,0,595,132
20180708T03-06,439,5,59,0,591,150
20180708T02-06,340,4,60,0,595,154
20180708T01-06,341,52,59,0,592,143
20180708T00-06,318,67,60,0,603,127
20180707T23-06,625,19,58,0,643,62
20180707T22-06,635,5,58,0,587,54
20180707T21-06,633,10,55,1,593,55
20180707T20-06,634,26,54,6,594,60
20180707T19-06,648,36,54,14,591,59
20180707T18-06,648,36,54,16,601,59
20180707T17-06,636,16,53,17,591,57
20180707T16-06,635,20,53,16,590,64
