,coal,natural gas,petroleum,other,solar
20190706T11Z,370,1547,0,249,1
20190706T10Z,407,1479,0,253,0
20190706T09Z,466,1423,0,256,0
20190706T08Z,466,1458,0,257,0
20190706T07Z,467,1532,0,259,0
20190706T06Z,467,1661,0,257,0
20190706T05Z,496,1795,0,256,0
20190706T04Z,636,1866,0,255,0
20190706T03Z,601,1945,0,324,0
20190706T02Z,511,2008,0,470,0
20190706T01Z,466,2063,0,587,0
20190706T00Z,466,1965,0,655,4
20190705T23Z,466,2050,0,667,17
20190705T22Z,488,2096,0,665,103
20190705T21Z,696,2085,0,659,280
20190705T20Z,763,2240,0,646,329
20190705T19Z,779,2253,0,646,317
20190705T18Z,729,2251,0,652,315
20190705T17Z,632,2116,0,654,323
20190705T16Z,504,2018,7,652,317
20190705T15Z,476,1882,30,596,310
20190705T14Z,476,1515,0,486,284
20190705T13Z,476,1377,0,348,196
20190705T12Z,476,1456,0,259,64
20190705T11Z,476,1613,0,252,0
20190705T10Z,476,1542,0,253,0
20190705T09Z,476,1475,0,255,0
20190705T08Z,476,1479,0,255,0
20190705T07Z,476,1546,0,258,0
20190705T06Z,476,1654,0,257,0
20190705T05Z,476,1783,0,257,0
20190705T04Z,476,1948,0,258,0
20190705T03Z,475,1939,0,326,0
20190705T02Z,475,1799,0,471,0
20190705T01Z,476,1721,0,595,0
20190705T00Z,476,1673,0,654,3
20190704T23Z,475,1755,0,654,9
20190704T22Z,475,1892,0,649,17
20190704T21Z,476,2018,0,649,48
20190704T20Z,476,2149,0,648,152
20190704T19Z,566,2138,0,653,266
20190704T18Z,679,2313,0,651,315
20190704T17Z,563,2291,0,650,316
20190704T16Z,476,2155,0,633,314
20190704T15Z,476,1970,0,588,315
20190704T14Z,476,1773,0,465,292
20190704T13Z,476,1530,0,322,207
20190704T12Z,476,1513,0,234,63
20190704T11Z,476,1673,0,231,1
20190704T10Z,476,1678,0,226,0
20190704T09Z,476,1657,0,247,0
20190704T08Z,476,1695,0,248,0
20190704T07Z,476,1762,0,248,0
20190704T06Z,476,1887,0,247,0
20190704T05Z,475,2051,0,250,0
20190704T04Z,475,2269,0,257,0
20190704T03Z,516,2319,0,334,0
20190704T02Z,576,2262,0,478,0
20190704T01Z,580,2272,0,597,0
20190704T00Z,580,2241,0,663,11
20190703T23Z,581,2327,0,660,72
20190703T22Z,580,2268,0,656,235
20190703T21Z,581,2193,0,659,183
20190703T20Z,581,2060,0,661,223
20190703T19Z,702,2072,0,652,239
20190703T18Z,816,2222,0,654,283
20190703T17Z,715,2312,0,657,291
20190703T16Z,600,2218,0,598,295
20190703T15Z,601,2085,0,482,262
20190703T14Z,601,1927,0,339,267
20190703T13Z,603,1761,0,246,218
20190703T12Z,600,1776,0,239,68
20190703T11Z,599,1830,0,241,0
20190703T10Z,595,1741,0,247,0
20190703T09Z,595,1678,0,247,0
20190703T08Z,595,1711,0,245,0
20190703T07Z,595,1780,0,244,0
20190703T06Z,604,1866,0,247,0
20190703T05Z,771,1883,0,248,0
20190703T04Z,870,1922,0,341,0
20190703T03Z,872,2062,0,428,0
20190703T02Z,871,2129,0,554,0
20190703T01Z,870,2143,0,584,3
20190703T00Z,873,2059,0,649,78
20190702T23Z,854,2133,0,653,134
20190702T22Z,801,2208,0,650,136
20190702T21Z,801,2196,0,649,157
20190702T20Z,722,2360,0,665,78
20190702T19Z,699,2298,0,699,166
20190702T18Z,698,2359,0,660,180
20190702T17Z,698,2265,0,632,271
20190702T16Z,644,2125,0,629,295
20190702T15Z,590,2081,0,586,280
20190702T14Z,590,1933,0,475,238
20190702T13Z,590,1731,0,331,237
20190702T12Z,590,1739,0,246,81
20190702T11Z,590,1808,0,243,1
20190702T10Z,590,1728,0,244,0
20190702T09Z,590,1664,0,245,0
20190702T08Z,589,1692,0,248,0
20190702T07Z,589,1788,0,249,0
20190702T06Z,591,1921,0,247,0
20190702T05Z,683,1992,0,249,0
20190702T04Z,703,2218,0,250,0
20190702T03Z,737,2317,0,315,0
20190702T02Z,831,2290,0,463,0
20190702T01Z,866,2324,0,587,1
20190702T00Z,899,2258,0,652,61
20190701T23Z,894,2254,0,647,176
20190701T22Z,797,2324,0,644,242
20190701T21Z,776,2376,0,646,271
20190701T20Z,777,2383,0,656,277
20190701T19Z,777,2330,0,655,294
20190701T18Z,728,2393,0,654,252
20190701T17Z,567,2350,0,657,273
20190701T16Z,520,2157,0,656,292
20190701T15Z,487,2050,0,609,278
20190701T14Z,486,1906,0,489,254
20190701T13Z,485,1759,0,341,202
20190701T12Z,485,1743,0,255,63
20190701T11Z,486,1784,0,248,1
20190701T10Z,486,1690,0,250,0
20190701T09Z,486,1620,0,244,0
20190701T08Z,485,1623,0,245,0
20190701T07Z,485,1686,0,246,0
20190701T06Z,483,1799,0,247,0
20190701T05Z,524,1905,0,251,0
20190701T04Z,615,2004,0,259,0
20190701T03Z,616,2127,0,328,0
20190701T02Z,616,2152,0,337,0
20190701T01Z,673,2095,0,355,0
20190701T00Z,685,2188,0,353,45
20190630T23Z,685,2219,0,351,176
20190630T22Z,592,2269,0,352,240
20190630T21Z,516,2310,0,346,214
20190630T20Z,485,2204,0,349,186
20190630T19Z,485,2122,0,348,146
20190630T18Z,484,2190,0,348,249
20190630T17Z,485,2095,0,353,272
20190630T16Z,485,1884,0,348,278
20190630T15Z,485,1638,0,349,307
20190630T14Z,453,1531,0,348,245
20190630T13Z,361,1451,0,327,205
20190630T12Z,360,1401,0,255,88
20190630T11Z,360,1450,0,241,2
20190630T10Z,360,1462,0,239,0
20190630T09Z,360,1492,0,239,0
20190630T08Z,360,1524,0,238,0
20190630T07Z,361,1578,0,239,0
20190630T06Z,367,1672,0,234,0
20190630T05Z,434,1726,0,234,0
20190630T04Z,485,1823,0,235,0
20190630T03Z,485,1844,0,309,0
20190630T02Z,485,1786,0,316,0
20190630T01Z,485,1735,0,338,0
20190630T00Z,485,1746,0,343,31
20190629T23Z,485,1841,0,340,37
20190629T22Z,485,1985,0,339,34
20190629T21Z,485,2098,0,346,25
20190629T20Z,509,2165,0,340,68
20190629T19Z,537,2350,0,341,43
20190629T18Z,486,2379,0,341,142
20190629T17Z,485,2148,0,338,256
20190629T16Z,485,2061,0,316,245
20190629T15Z,485,1867,0,385,266
20190629T14Z,485,1536,0,467,259
20190629T13Z,485,1425,0,326,147
20190629T12Z,485,1392,0,244,37
20190629T11Z,485,1408,0,238,0
20190629T10Z,508,1373,0,239,0
20190629T09Z,545,1371,0,240,0
20190629T08Z,566,1380,0,240,0
20190629T07Z,651,1368,0,237,0
20190629T06Z,650,1464,0,233,0
20190629T05Z,650,1567,0,242,0
20190629T04Z,650,1729,0,253,0
20190629T03Z,650,1793,0,325,0
20190629T02Z,649,1824,0,467,0
20190629T01Z,649,1889,0,582,0
20190629T00Z,650,1878,0,650,0
20190628T23Z,650,2085,0,652,1
20190628T22Z,650,2271,0,649,10
20190628T21Z,761,2245,0,655,152
20190628T20Z,866,2294,0,652,137
20190628T19Z,800,2245,0,646,282
20190628T18Z,737,2274,0,643,278
20190628T17Z,611,2225,0,644,293
20190628T16Z,606,2027,0,634,301
20190628T15Z,606,1927,0,594,280
20190628T14Z,606,1775,0,463,281
20190628T13Z,606,1644,0,325,215
20190628T12Z,606,1647,0,238,73
20190628T11Z,606,1682,0,230,1
20190628T10Z,606,1604,0,227,0
20190628T09Z,605,1566,0,229,0
20190628T08Z,606,1601,0,229,0
20190628T07Z,606,1712,0,228,0
20190628T06Z,607,1864,0,228,0
20190628T05Z,691,1963,0,227,0
20190628T04Z,771,2133,0,230,0
20190628T03Z,856,2211,0,300,0
20190628T02Z,861,2239,0,460,0
20190628T01Z,860,2276,0,583,1
20190628T00Z,859,2250,0,642,55
20190627T23Z,858,2294,0,648,184
20190627T22Z,858,2362,0,643,227
20190627T21Z,855,2346,0,644,247
20190627T20Z,827,2326,0,645,241
20190627T19Z,800,2235,0,648,268
20190627T18Z,753,2212,0,646,283
20190627T17Z,656,2116,0,646,300
20190627T16Z,606,1950,0,645,296
20190627T15Z,606,1843,0,593,272
20190627T14Z,606,1798,0,460,152
20190627T13Z,606,1708,0,322,87
20190627T12Z,606,1648,0,232,31
20190627T11Z,606,1692,0,232,1
20190627T10Z,606,1615,0,232,0
20190627T09Z,606,1565,0,225,0
20190627T08Z,606,1586,0,229,0
20190627T07Z,605,1668,0,232,0
20190627T06Z,608,1802,0,234,0
20190627T05Z,704,1935,0,238,0
20190627T04Z,785,2097,0,243,0
20190627T03Z,832,2230,0,315,0
20190627T02Z,830,2217,0,465,0
20190627T01Z,830,2275,8,582,1
20190627T00Z,829,2249,39,643,66
20190626T23Z,828,2339,0,646,170
20190626T22Z,784,2391,0,651,236
20190626T21Z,697,2438,0,654,265
20190626T20Z,696,2403,0,655,273
20190626T19Z,696,2346,0,658,248
20190626T18Z,698,2323,0,660,241
20190626T17Z,617,2340,0,661,239
20190626T16Z,605,2369,0,656,208
20190626T15Z,605,2171,0,601,253
20190626T14Z,606,1963,0,474,228
20190626T13Z,606,1789,0,345,145
20190626T12Z,606,1792,0,258,39
20190626T11Z,606,1821,0,250,1
20190626T10Z,606,1707,0,244,0
20190626T09Z,607,1619,0,246,0
20190626T08Z,607,1646,0,246,0
20190626T07Z,607,1769,0,242,0
20190626T06Z,606,1918,0,241,0
20190626T05Z,616,2105,0,241,0
20190626T04Z,746,2092,0,242,0
20190626T03Z,897,2101,0,321,0
20190626T02Z,921,2152,0,483,0
20190626T01Z,919,2202,0,643,1
20190626T00Z,917,2169,0,701,39
20190625T23Z,916,2294,0,699,155
20190625T22Z,915,2265,0,704,224
20190625T21Z,916,2247,0,696,259
20190625T20Z,912,2312,0,671,263
20190625T19Z,834,2291,0,635,250
20190625T18Z,762,2321,0,633,253
20190625T17Z,698,2258,0,635,271
20190625T16Z,630,2254,0,630,270
20190625T15Z,605,2121,0,578,254
20190625T14Z,606,1928,0,463,223
20190625T13Z,606,1766,0,325,153
20190625T12Z,606,1732,0,240,47
20190625T11Z,607,1748,0,235,1
20190625T10Z,607,1664,0,236,0
20190625T09Z,607,1570,0,251,0
20190625T08Z,607,1586,0,254,0
20190625T07Z,607,1667,0,252,0
20190625T06Z,677,1726,0,252,0
20190625T05Z,703,1887,0,251,0
20190625T04Z,754,2097,0,252,0
20190625T03Z,826,2201,0,320,0
20190625T02Z,881,2252,0,457,0
20190625T01Z,880,2237,0,581,1
20190625T00Z,862,2198,0,637,52
20190624T23Z,828,2295,0,634,170
20190624T22Z,827,2309,0,638,238
20190624T21Z,827,2311,0,637,252
20190624T20Z,836,2282,0,636,249
20190624T19Z,890,2159,0,635,245
20190624T18Z,819,2206,0,635,251
20190624T17Z,691,2201,0,650,260
20190624T16Z,606,2131,0,643,261
20190624T15Z,606,1950,0,588,256
20190624T14Z,606,1756,0,475,228
20190624T13Z,605,1640,0,328,171
20190624T12Z,606,1619,0,232,63
20190624T11Z,606,1635,0,229,1
20190624T10Z,606,1547,0,236,0
20190624T09Z,606,1501,0,232,0
20190624T08Z,607,1505,0,247,0
20190624T07Z,607,1567,0,254,0
20190624T06Z,612,1694,0,255,0
20190624T05Z,740,1752,0,255,0
20190624T04Z,760,1993,0,258,0
20190624T03Z,701,2246,0,322,0
20190624T02Z,734,2317,0,468,0
20190624T01Z,805,2287,0,590,1
20190624T00Z,853,2221,0,654,63
20190623T23Z,877,2260,0,654,177
20190623T22Z,877,2299,0,652,221
20190623T21Z,844,2332,0,649,225
20190623T20Z,827,2290,0,650,234
20190623T19Z,783,2235,0,652,240
20190623T18Z,731,2232,0,659,260
20190623T17Z,605,2169,0,663,266
20190623T16Z,605,1938,0,658,274
20190623T15Z,606,1794,0,605,261
20190623T14Z,607,1590,0,488,241
20190623T13Z,606,1402,0,341,184
20190623T12Z,606,1321,0,256,67
20190623T11Z,606,1383,0,252,2
20190623T10Z,606,1397,0,256,0
20190623T09Z,605,1435,0,255,0
20190623T08Z,606,1498,0,255,0
20190623T07Z,606,1614,0,257,0
20190623T06Z,673,1693,0,254,0
20190623T05Z,704,1837,0,256,0
20190623T04Z,705,2077,0,254,0
20190623T03Z,803,2085,0,326,0
20190623T02Z,871,2034,0,472,0
20190623T01Z,757,2207,0,592,0
20190623T00Z,740,2195,0,649,30
20190622T23Z,737,2271,0,650,141
20190622T22Z,750,2310,0,649,212
20190622T21Z,746,2237,0,654,250
20190622T20Z,672,2243,0,651,249
20190622T19Z,605,2227,0,651,208
20190622T18Z,606,2203,0,649,182
20190622T17Z,605,2153,0,649,140
20190622T16Z,605,1968,0,654,146
20190622T15Z,606,1895,0,602,167
20190622T14Z,606,1726,0,476,172
20190622T13Z,606,1555,0,333,124
20190622T12Z,606,1472,0,249,52
20190622T11Z,606,1490,0,241,1
20190622T10Z,606,1491,0,238,0
20190622T09Z,607,1519,0,242,0
20190622T08Z,607,1576,0,241,0
20190622T07Z,608,1685,0,240,0
20190622T06Z,685,1752,0,238,0
20190622T05Z,705,1926,0,232,0
20190622T04Z,690,2160,0,242,0
20190622T03Z,675,2221,0,317,0
20190622T02Z,590,2338,0,467,0
20190622T01Z,581,2279,0,621,1
20190622T00Z,579,2172,0,769,58
20190621T23Z,579,2159,0,768,170
20190621T22Z,577,2325,0,770,236
20190621T21Z,577,2381,0,745,239
20190621T20Z,577,2362,0,711,238
20190621T19Z,578,2300,0,699,250
20190621T18Z,579,2298,0,698,253
20190621T17Z,579,2199,0,701,258
20190621T16Z,580,2060,0,667,248
20190621T15Z,519,2070,0,594,239
20190621T14Z,486,1966,0,482,209
20190621T13Z,486,1873,0,331,156
20190621T12Z,486,1849,0,245,59
20190621T11Z,487,1870,0,243,1
20190621T10Z,488,1786,0,243,0
20190621T09Z,488,1751,0,242,0
20190621T08Z,487,1769,0,241,0
20190621T07Z,488,1815,0,240,0
20190621T06Z,503,1839,0,289,0
20190621T05Z,584,2000,0,257,0
20190621T04Z,583,2250,0,247,0
20190621T03Z,583,2298,0,320,0
20190621T02Z,582,2235,0,579,0
20190621T01Z,581,2376,0,605,1
20190621T00Z,580,2375,0,651,56
20190620T23Z,579,2319,0,690,172
20190620T22Z,579,2321,0,705,224
20190620T21Z,578,2324,0,699,234
20190620T20Z,578,2296,0,701,230
20190620T19Z,578,2274,0,645,233
20190620T18Z,577,2356,0,657,223
20190620T17Z,575,2206,0,649,258
20190620T16Z,577,2044,0,648,225
20190620T15Z,511,2004,0,589,234
20190620T14Z,486,1911,0,474,200
20190620T13Z,486,1778,0,330,147
20190620T12Z,486,1747,0,243,52
20190620T11Z,486,1727,0,238,1
20190620T10Z,486,1579,0,239,0
20190620T09Z,486,1449,0,247,0
20190620T08Z,486,1443,0,250,0
20190620T07Z,485,1494,0,249,0
20190620T06Z,486,1588,0,249,0
20190620T05Z,486,1731,0,243,0
20190620T04Z,486,1924,0,245,0
20190620T03Z,487,2019,0,316,0
20190620T02Z,486,2012,0,467,0
20190620T01Z,486,1992,0,597,1
20190620T00Z,486,2057,0,659,11
20190619T23Z,485,2042,0,659,88
20190619T22Z,485,1950,0,664,108
20190619T21Z,485,2191,0,657,172
20190619T20Z,485,2295,0,660,213
20190619T19Z,484,2366,0,654,218
20190619T18Z,485,2281,0,646,280
20190619T17Z,485,2094,0,644,315
20190619T16Z,486,1918,0,644,249
20190619T15Z,486,1765,0,592,173
20190619T14Z,485,1688,0,468,140
20190619T13Z,485,1696,0,337,23
20190619T12Z,485,1708,0,257,5
20190619T11Z,484,1687,0,254,1
20190619T10Z,433,1617,0,253,0
20190619T09Z,319,1647,0,259,0
20190619T08Z,316,1659,0,262,0
20190619T07Z,327,1707,0,264,0
20190619T06Z,412,1736,0,265,0
20190619T05Z,499,1825,0,262,0
20190619T04Z,536,2021,0,266,0
20190619T03Z,583,2123,0,342,0
20190619T02Z,582,2197,0,488,0
20190619T01Z,582,2270,0,613,1
20190619T00Z,581,2259,0,759,51
20190618T23Z,581,2292,0,776,157
20190618T22Z,581,2413,0,687,147
20190618T21Z,580,2354,0,668,181
20190618T20Z,579,2241,0,665,190
20190618T19Z,579,2127,0,657,193
20190618T18Z,580,2164,0,653,143
20190618T17Z,580,2112,0,653,132
20190618T16Z,528,1998,0,644,201
20190618T15Z,485,1832,0,592,228
20190618T14Z,485,1722,0,477,185
20190618T13Z,484,1590,0,345,152
20190618T12Z,485,1620,0,260,55
20190618T11Z,486,1611,0,252,1
20190618T10Z,486,1500,0,247,0
20190618T09Z,486,1401,0,248,0
20190618T08Z,486,1409,0,248,0
20190618T07Z,486,1438,0,242,0
20190618T06Z,486,1494,0,245,0
20190618T05Z,486,1616,0,248,0
20190618T04Z,486,1791,0,255,0
20190618T03Z,485,1843,0,333,0
20190618T02Z,485,1842,0,472,0
20190618T01Z,485,1828,0,590,1
20190618T00Z,485,1756,0,657,13
20190617T23Z,485,1953,0,649,14
20190617T22Z,485,2124,0,650,40
20190617T21Z,486,2133,0,648,118
20190617T20Z,486,2103,0,650,151
20190617T19Z,486,2016,0,645,222
20190617T18Z,485,2076,0,647,230
20190617T17Z,486,2008,0,644,183
20190617T16Z,486,1787,0,647,237
20190617T15Z,486,1719,0,592,217
20190617T14Z,486,1591,0,469,191
20190617T13Z,486,1450,0,328,163
20190617T12Z,486,1485,0,239,51
20190617T11Z,486,1477,0,239,1
20190617T10Z,486,1356,0,243,0
20190617T09Z,486,1261,0,246,0
20190617T08Z,486,1209,0,255,0
20190617T07Z,486,1229,0,254,0
20190617T06Z,486,1296,0,255,0
20190617T05Z,486,1427,0,256,0
20190617T04Z,539,1572,0,248,0
20190617T03Z,601,1573,0,316,0
20190617T02Z,545,1574,0,462,0
20190617T01Z,530,1488,0,581,1
20190617T00Z,483,1505,0,643,11
20190616T23Z,391,1588,0,650,47
20190616T22Z,285,1785,0,652,60
20190616T21Z,298,1912,0,647,60
20190616T20Z,547,1944,0,646,73
20190616T19Z,705,2036,0,650,65
20190616T18Z,631,2033,0,640,186
20190616T17Z,631,1773,0,642,247
20190616T16Z,631,1641,0,639,160
20190616T15Z,625,1564,0,585,89
20190616T14Z,521,1577,0,469,102
20190616T13Z,441,1505,0,326,116
20190616T12Z,441,1407,0,238,56
20190616T11Z,445,1399,0,239,0
20190616T10Z,475,1353,0,238,0
20190616T09Z,459,1366,0,240,0
20190616T08Z,441,1436,0,242,0
20190616T07Z,440,1509,0,244,0
20190616T06Z,440,1635,0,247,0
20190616T05Z,440,1769,0,246,0
20190616T04Z,476,1922,0,259,0
20190616T03Z,564,1872,0,369,0
20190616T02Z,646,1854,0,499,0
20190616T01Z,620,1869,0,583,0
20190616T00Z,596,1890,0,687,4
20190615T23Z,495,2113,0,667,28
20190615T22Z,357,2369,0,651,122
20190615T21Z,335,2318,0,655,196
20190615T20Z,335,2260,0,652,213
20190615T19Z,336,2233,0,646,227
20190615T18Z,337,2329,0,648,230
20190615T17Z,401,2147,0,647,241
20190615T16Z,328,2068,0,642,239
20190615T15Z,243,1939,0,588,233
20190615T14Z,243,1828,0,461,183
20190615T13Z,243,1616,0,319,175
20190615T12Z,243,1555,0,244,64
20190615T11Z,243,1559,0,239,2
20190615T10Z,241,1545,0,243,0
20190615T09Z,195,1597,0,242,0
20190615T08Z,194,1644,0,242,0
20190615T07Z,200,1704,0,241,0
20190615T06Z,200,1794,0,240,0
20190615T05Z,200,1918,0,244,0
20190615T04Z,200,2073,0,249,0
20190615T03Z,230,2076,0,326,0
20190615T02Z,241,2003,0,474,0
20190615T01Z,241,1998,0,594,0
20190615T00Z,241,1906,0,654,4
20190614T23Z,241,2014,0,656,27
20190614T22Z,241,2110,0,654,45
20190614T21Z,241,2156,0,647,86
20190614T20Z,241,2173,0,641,112
20190614T19Z,241,2117,0,637,149
20190614T18Z,241,2108,0,642,208
20190614T17Z,241,2089,0,642,185
20190614T16Z,241,1986,0,644,159
20190614T15Z,241,1975,0,589,140
20190614T14Z,241,1869,0,472,160
20190614T13Z,241,1696,0,327,173
20190614T12Z,241,1695,0,248,81
20190614T11Z,241,1732,0,240,2
20190614T10Z,241,1632,0,239,0
20190614T09Z,241,1573,0,243,0
20190614T08Z,241,1571,0,250,0
20190614T07Z,241,1611,0,252,0
20190614T06Z,241,1706,0,255,0
20190614T05Z,241,1841,0,255,0
20190614T04Z,241,1991,0,258,0
20190614T03Z,241,2030,0,332,0
20190614T02Z,241,2005,0,463,0
20190614T01Z,241,1999,0,590,0
20190614T00Z,241,1888,0,656,9
20190613T23Z,241,1943,0,654,28
20190613T22Z,241,2014,0,660,7
20190613T21Z,241,2061,0,666,41
20190613T20Z,241,2050,0,670,91
20190613T19Z,267,2073,0,668,179
20190613T18Z,338,2154,0,665,237
20190613T17Z,348,2116,0,658,214
20190613T16Z,394,2028,0,657,235
20190613T15Z,335,2091,0,598,208
20190613T14Z,336,1971,0,481,205
20190613T13Z,339,1848,0,340,173
20190613T12Z,340,1776,0,258,80
20190613T11Z,340,1790,0,246,2
20190613T10Z,340,1793,0,242,0
20190613T09Z,339,1774,0,245,0
20190613T08Z,339,1770,0,251,0
20190613T07Z,343,1822,0,254,0
20190613T06Z,447,1805,0,258,0
20190613T05Z,469,1906,0,261,0
20190613T04Z,469,2113,0,263,0
20190613T03Z,468,2217,0,329,0
20190613T02Z,468,2242,0,469,0
20190613T01Z,467,2266,0,591,0
20190613T00Z,465,2225,0,668,74
20190612T23Z,465,2261,0,655,209
20190612T22Z,392,2286,0,639,287
20190612T21Z,295,2272,0,642,284
20190612T20Z,241,2170,0,640,240
20190612T19Z,287,2038,0,647,175
20190612T18Z,433,2127,0,638,223
20190612T17Z,527,2263,0,630,225
20190612T16Z,514,2254,0,620,235
20190612T15Z,364,2163,0,569,234
20190612T14Z,243,2069,0,454,260
20190612T13Z,241,1949,0,312,218
20190612T12Z,241,1964,0,231,78
20190612T11Z,241,1950,0,234,2
20190612T10Z,241,1815,0,243,0
20190612T09Z,241,1710,0,244,0
20190612T08Z,241,1704,0,247,0
20190612T07Z,241,1742,0,255,0
20190612T06Z,242,1835,0,260,0
20190612T05Z,242,1999,0,260,0
20190612T04Z,242,2179,0,266,0
20190612T03Z,306,2227,0,337,0
20190612T02Z,415,2232,0,467,0
20190612T01Z,417,2312,0,585,1
20190612T00Z,416,2264,0,652,50
20190611T23Z,414,2351,0,650,107
20190611T22Z,412,2378,0,640,164
20190611T21Z,414,2359,0,634,218
20190611T20Z,353,2198,0,629,272
20190611T19Z,335,2037,0,632,278
20190611T18Z,337,2156,0,634,157
20190611T17Z,336,2151,0,645,115
20190611T16Z,244,2195,0,638,87
20190611T15Z,241,2004,0,581,210
20190611T14Z,241,1897,0,466,259
20190611T13Z,241,1839,0,324,199
20190611T12Z,241,1885,0,244,70
20190611T11Z,241,1874,0,247,2
20190611T10Z,241,1768,0,248,0
20190611T09Z,241,1680,0,246,0
20190611T08Z,241,1674,0,247,0
20190611T07Z,242,1704,0,248,0
20190611T06Z,241,1779,0,252,0
20190611T05Z,241,1941,0,248,0
20190611T04Z,295,2080,0,245,0
20190611T03Z,400,2059,0,314,0
20190611T02Z,422,2069,0,442,0
20190611T01Z,367,2107,0,569,1
20190611T00Z,297,2072,0,633,74
20190610T23Z,241,2045,0,636,184
20190610T22Z,242,1956,0,646,203
20190610T21Z,241,1844,0,650,242
20190610T20Z,241,1847,0,648,163
20190610T19Z,241,1662,0,646,174
20190610T18Z,241,1805,0,644,85
20190610T17Z,242,1784,0,646,194
20190610T16Z,242,1785,0,650,240
20190610T15Z,241,1797,0,600,211
20190610T14Z,241,1832,0,476,124
20190610T13Z,246,1774,0,344,58
20190610T12Z,341,1724,0,260,8
20190610T11Z,342,1713,0,252,0
20190610T10Z,241,1680,0,249,0
20190610T09Z,241,1592,0,249,0
20190610T08Z,241,1566,0,248,0
20190610T07Z,241,1603,0,248,0
20190610T06Z,243,1672,0,248,0
20190610T05Z,367,1671,0,242,0
20190610T04Z,422,1783,0,244,0
20190610T03Z,356,1907,0,321,0
20190610T02Z,342,1912,0,466,0
20190610T01Z,340,1955,0,588,0
20190610T00Z,339,2009,0,656,1
20190609T23Z,339,2182,0,663,18
20190609T22Z,339,2257,0,657,71
20190609T21Z,246,2271,0,656,92
20190609T20Z,242,2105,0,655,109
20190609T19Z,307,1969,0,659,85
20190609T18Z,395,2233,0,654,85
20190609T17Z,281,2171,0,646,225
20190609T16Z,241,2004,0,644,227
20190609T15Z,242,1865,0,594,242
20190609T14Z,241,1756,0,477,236
20190609T13Z,241,1608,0,341,160
20190609T12Z,241,1581,0,250,41
20190609T11Z,241,1608,0,248,0
20190609T10Z,241,1602,0,249,0
20190609T09Z,241,1601,0,253,0
20190609T08Z,241,1646,0,250,0
20190609T07Z,241,1712,0,248,0
20190609T06Z,241,1831,0,245,0
20190609T05Z,253,1963,0,234,0
20190609T04Z,360,2009,0,238,0
20190609T03Z,371,2042,0,320,0
20190609T02Z,371,2086,0,464,0
20190609T01Z,371,2226,0,587,0
20190609T00Z,371,2187,0,654,10
20190608T23Z,370,2305,0,654,63
20190608T22Z,324,2354,0,650,124
20190608T21Z,298,2253,0,650,192
20190608T20Z,241,2133,0,649,197
20190608T19Z,241,2041,0,649,180
20190608T18Z,241,2101,0,648,216
20190608T17Z,242,1959,0,649,222
20190608T16Z,241,1807,0,651,231
20190608T15Z,275,1898,0,590,162
20190608T14Z,386,1823,0,470,102
20190608T13Z,387,1777,0,336,67
20190608T12Z,387,1817,0,249,15
20190608T11Z,388,1820,0,247,1
20190608T10Z,371,1806,0,247,0
20190608T09Z,338,1794,0,247,0
20190608T08Z,381,1818,0,243,0
20190608T07Z,490,1821,0,241,0
20190608T06Z,556,1856,0,243,0
20190608T05Z,557,1972,0,245,0
20190608T04Z,556,2194,0,247,0
20190608T03Z,556,2267,0,317,0
20190608T02Z,555,2248,0,460,0
20190608T01Z,527,2218,0,581,0
20190608T00Z,465,2272,0,632,24
20190607T23Z,465,2182,0,642,121
20190607T22Z,464,2254,0,647,94
20190607T21Z,464,2264,0,654,86
20190607T20Z,469,2217,0,658,108
20190607T19Z,548,2195,0,702,149
20190607T18Z,553,2288,0,687,215
20190607T17Z,522,2275,0,648,205
20190607T16Z,411,2225,0,640,205
20190607T15Z,256,2261,0,587,157
20190607T14Z,241,2115,0,483,125
20190607T13Z,241,2033,0,343,92
20190607T12Z,242,2042,0,259,25
20190607T11Z,411,1873,0,254,0
20190607T10Z,494,1697,0,251,0
20190607T09Z,494,1642,0,242,0
20190607T08Z,495,1647,0,242,0
20190607T07Z,538,1648,0,241,0
20190607T06Z,657,1613,0,245,0
20190607T05Z,757,1665,0,240,0
20190607T04Z,832,1766,0,240,0
20190607T03Z,838,1870,0,310,0
20190607T02Z,739,1964,0,461,0
20190607T01Z,660,1950,0,579,0
20190607T00Z,531,2109,0,648,6
20190606T23Z,531,2165,0,649,50
20190606T22Z,531,2178,0,647,55
20190606T21Z,531,2198,0,652,52
20190606T20Z,539,2199,0,657,117
20190606T19Z,698,2175,0,653,138
20190606T18Z,698,2262,0,648,179
20190606T17Z,702,2316,0,646,216
20190606T16Z,703,2139,0,645,238
20190606T15Z,624,1902,0,596,248
20190606T14Z,531,1731,0,483,262
20190606T13Z,531,1603,0,342,202
20190606T12Z,531,1620,0,249,75
20190606T11Z,531,1646,0,248,3
20190606T10Z,531,1571,0,241,0
20190606T09Z,531,1493,0,239,0
20190606T08Z,532,1515,0,246,0
20190606T07Z,533,1576,0,253,0
20190606T06Z,656,1563,0,250,0
20190606T05Z,797,1593,0,251,0
20190606T04Z,850,1763,0,244,0
20190606T03Z,816,1890,0,316,0
20190606T02Z,758,1971,0,464,0
20190606T01Z,742,2035,0,586,1
20190606T00Z,742,1942,0,649,44
20190605T23Z,742,2040,0,649,52
20190605T22Z,742,2155,0,649,86
20190605T21Z,743,2362,0,651,70
