,coal,natural gas,petroleum,other,solar
20190406T12Z,494,1191,0,70,17
20190406T11Z,431,1189,0,72,0
20190406T10Z,408,1147,0,72,0
20190406T09Z,393,1157,0,72,0
20190406T08Z,392,1190,0,68,0
20190406T07Z,398,1232,0,69,0
20190406T06Z,391,1363,0,70,0
20190406T05Z,382,1519,0,70,0
20190406T04Z,443,1647,0,70,0
20190406T03Z,585,1703,0,65,0
20190406T02Z,596,1902,0,67,0
20190406T01Z,563,1971,0,65,0
20190406T00Z,513,1976,0,108,9
20190405T23Z,470,1991,0,165,117
20190405T22Z,457,2006,0,177,220
20190405T21Z,457,2018,0,172,183
20190405T20Z,456,2007,0,214,193
20190405T19Z,452,2125,0,80,202
20190405T18Z,373,2010,0,52,301
20190405T17Z,277,1938,0,52,333
20190405T16Z,242,1864,0,34,290
20190405T15Z,242,1823,0,32,185
20190405T14Z,242,1786,0,35,99
20190405T13Z,242,1740,0,38,37
20190405T12Z,241,1737,0,36,6
20190405T11Z,241,1627,0,52,0
20190405T10Z,241,1446,0,49,0
20190405T09Z,242,1327,0,56,0
20190405T08Z,242,1346,0,49,0
20190405T07Z,242,1380,0,63,0
20190405T06Z,242,1463,0,60,0
20190405T05Z,241,1568,0,69,0
20190405T04Z,275,1748,0,69,0
20190405T03Z,385,1896,0,70,0
20190405T02Z,453,1925,0,62,0
20190405T01Z,453,1906,0,62,0
20190405T00Z,453,1902,0,63,3
20190404T23Z,454,1897,0,64,47
20190404T22Z,422,1890,0,69,155
20190404T21Z,272,1963,0,69,234
20190404T20Z,244,1814,0,80,267
20190404T19Z,244,1777,0,82,279
20190404T18Z,244,1893,0,81,301
20190404T17Z,244,1744,0,81,350
20190404T16Z,243,1600,0,75,375
20190404T15Z,243,1500,0,74,348
20190404T14Z,243,1523,0,75,208
20190404T13Z,242,1511,0,83,128
20190404T12Z,242,1572,0,91,11
20190404T11Z,242,1491,0,90,0
20190404T10Z,242,1273,0,88,0
20190404T09Z,242,1143,0,88,0
20190404T08Z,242,1129,0,88,0
20190404T07Z,242,1167,0,87,0
20190404T06Z,242,1228,0,94,0
20190404T05Z,243,1329,0,99,0
20190404T04Z,242,1540,0,96,0
20190404T03Z,290,1738,0,97,0
20190404T02Z,393,1752,0,93,0
20190404T01Z,478,1856,0,78,0
20190404T00Z,492,1836,0,78,9
20190403T23Z,481,1752,0,79,163
20190403T22Z,355,1727,0,84,319
20190403T21Z,251,1706,0,89,351
20190403T20Z,242,1554,0,90,374
20190403T19Z,242,1597,0,86,374
20190403T18Z,242,1500,0,96,376
20190403T17Z,242,1437,0,94,368
20190403T16Z,242,1416,0,66,365
20190403T15Z,241,1385,0,59,363
20190403T14Z,241,1367,0,63,338
20190403T13Z,241,1452,0,75,184
20190403T12Z,240,1606,0,81,19
20190403T11Z,240,1534,0,75,0
20190403T10Z,236,1309,0,67,0
20190403T09Z,186,1223,0,68,0
20190403T08Z,156,1209,0,81,0
20190403T07Z,124,1273,0,80,0
20190403T06Z,120,1329,0,73,0
20190403T05Z,161,1377,0,68,0
20190403T04Z,210,1493,0,70,0
20190403T03Z,303,1423,0,75,0
20190403T02Z,330,1573,0,71,0
20190403T01Z,331,1575,0,123,0
20190403T00Z,307,1811,0,226,18
20190402T23Z,205,1996,0,70,162
20190402T22Z,200,1921,0,71,280
20190402T21Z,200,1889,0,69,277
20190402T20Z,198,1844,0,66,257
20190402T19Z,127,1821,0,68,251
20190402T18Z,120,1734,0,69,271
20190402T17Z,120,1825,0,75,155
20190402T16Z,120,1847,0,76,131
20190402T15Z,120,1824,0,74,114
20190402T14Z,123,1801,0,77,40
20190402T13Z,207,1652,0,89,33
20190402T12Z,220,1653,0,84,3
20190402T11Z,176,1604,0,83,0
20190402T10Z,120,1416,0,76,0
20190402T09Z,120,1298,0,78,0
20190402T08Z,120,1265,0,87,0
20190402T07Z,120,1296,0,87,0
20190402T06Z,120,1359,0,84,0
20190402T05Z,120,1443,0,87,0
20190402T04Z,120,1611,0,92,0
20190402T03Z,211,1736,0,90,0
20190402T02Z,349,1792,0,86,0
20190402T01Z,404,1875,0,79,0
20190402T00Z,346,1876,0,89,16
20190401T23Z,346,1718,0,96,152
20190401T22Z,346,1760,0,91,89
20190401T21Z,313,1765,0,88,68
20190401T20Z,241,1835,0,78,53
20190401T19Z,241,1815,0,81,88
20190401T18Z,241,1817,0,77,119
20190401T17Z,298,1742,0,80,139
20190401T16Z,427,1659,0,77,100
20190401T15Z,427,1604,0,73,111
20190401T14Z,426,1528,0,79,87
20190401T13Z,429,1480,0,85,46
20190401T12Z,452,1458,0,86,3
20190401T11Z,422,1407,0,88,0
20190401T10Z,280,1327,0,87,0
20190401T09Z,242,1260,0,85,0
20190401T08Z,242,1228,0,85,0
20190401T07Z,243,1261,0,86,0
20190401T06Z,242,1326,0,85,0
20190401T05Z,242,1461,0,85,0
20190401T04Z,277,1702,0,87,0
20190401T03Z,483,1698,0,90,0
20190401T02Z,557,1846,0,80,0
20190401T01Z,556,1936,0,76,0
20190401T00Z,554,1856,0,77,4
20190331T23Z,551,1773,0,80,133
20190331T22Z,538,1836,0,74,202
20190331T21Z,462,1899,0,81,256
20190331T20Z,463,1850,0,75,283
20190331T19Z,459,1814,0,67,325
20190331T18Z,346,1912,0,65,281
20190331T17Z,253,1871,0,67,305
20190331T16Z,254,1672,0,62,356
20190331T15Z,254,1518,0,60,354
20190331T14Z,255,1337,0,65,319
20190331T13Z,255,1278,0,68,172
20190331T12Z,255,1256,0,62,16
20190331T11Z,255,1208,0,62,0
20190331T10Z,255,1165,0,65,0
20190331T09Z,255,1159,0,66,0
20190331T08Z,255,1192,0,66,0
20190331T07Z,255,1234,0,65,0
20190331T06Z,255,1343,0,65,0
20190331T05Z,254,1482,0,63,0
20190331T04Z,254,1655,0,65,0
20190331T03Z,286,1776,0,71,0
20190331T02Z,435,1803,0,71,0
20190331T01Z,464,1840,0,70,0
20190331T00Z,464,1819,0,60,13
20190330T23Z,463,1858,0,59,108
20190330T22Z,464,1842,0,59,188
20190330T21Z,464,1692,0,70,299
20190330T20Z,464,1688,0,68,281
20190330T19Z,464,1615,0,66,316
20190330T18Z,464,1523,0,63,334
20190330T17Z,376,1552,0,62,299
20190330T16Z,258,1575,0,63,278
20190330T15Z,254,1511,0,65,255
20190330T14Z,251,1388,0,64,245
20190330T13Z,195,1430,0,64,110
20190330T12Z,154,1425,0,65,6
20190330T11Z,125,1386,0,66,0
20190330T10Z,120,1316,0,70,0
20190330T09Z,120,1295,0,70,0
20190330T08Z,120,1317,0,69,0
20190330T07Z,120,1349,0,70,0
20190330T06Z,120,1420,0,72,0
20190330T05Z,153,1531,0,69,0
20190330T04Z,269,1584,0,66,0
20190330T03Z,275,1757,0,66,0
20190330T02Z,276,1816,0,69,0
20190330T01Z,244,1922,0,70,0
20190330T00Z,200,1856,0,71,8
20190329T23Z,200,1879,0,70,66
20190329T22Z,200,1882,0,68,143
20190329T21Z,200,1843,0,63,171
20190329T20Z,201,1810,0,58,208
20190329T19Z,157,1811,0,56,264
20190329T18Z,120,1853,0,59,272
20190329T17Z,120,1732,0,61,316
20190329T16Z,120,1588,0,68,348
20190329T15Z,120,1516,0,66,354
20190329T14Z,120,1471,0,70,322
20190329T13Z,120,1550,0,73,173
20190329T12Z,120,1682,0,74,15
20190329T11Z,120,1609,0,75,0
20190329T10Z,120,1398,0,75,0
20190329T09Z,120,1279,0,73,0
20190329T08Z,120,1264,0,74,0
20190329T07Z,120,1289,0,75,0
20190329T06Z,120,1339,0,73,0
20190329T05Z,120,1433,0,70,0
20190329T04Z,189,1562,0,61,0
20190329T03Z,323,1448,0,66,0
20190329T02Z,330,1505,0,65,0
20190329T01Z,330,1649,0,61,0
20190329T00Z,330,1607,0,68,14
20190328T23Z,330,1497,0,74,158
20190328T22Z,330,1401,0,73,298
20190328T21Z,330,1355,0,68,298
20190328T20Z,330,1274,0,65,308
20190328T19Z,330,1156,0,62,326
20190328T18Z,330,1195,0,70,341
20190328T17Z,330,1192,0,58,327
20190328T16Z,331,1181,0,55,308
20190328T15Z,292,1140,0,56,347
20190328T14Z,275,1122,0,70,314
20190328T13Z,275,1237,0,76,156
20190328T12Z,261,1408,0,74,11
20190328T11Z,158,1421,0,71,0
20190328T10Z,120,1397,0,70,0
20190328T09Z,120,1283,0,71,0
20190328T08Z,120,1246,0,74,0
20190328T07Z,121,1264,0,68,0
20190328T06Z,229,1188,0,65,0
20190328T05Z,330,1181,0,63,0
20190328T04Z,330,1333,0,70,0
20190328T03Z,330,1531,0,71,0
20190328T02Z,330,1726,0,70,0
20190328T01Z,330,1879,0,59,0
20190328T00Z,330,1840,0,61,14
20190327T23Z,330,1746,0,69,158
20190327T22Z,330,1656,0,71,288
20190327T21Z,330,1651,0,68,275
20190327T20Z,330,1590,0,69,284
20190327T19Z,330,1477,0,64,279
20190327T18Z,330,1422,0,61,327
20190327T17Z,330,1388,0,62,326
20190327T16Z,330,1365,0,54,346
20190327T15Z,330,1346,0,58,324
20190327T14Z,331,1452,0,70,135
20190327T13Z,288,1533,0,69,42
20190327T12Z,181,1665,0,74,1
20190327T11Z,134,1633,0,68,0
20190327T10Z,120,1459,0,66,0
20190327T09Z,120,1362,0,64,0
20190327T08Z,120,1351,0,66,0
20190327T07Z,120,1370,0,67,0
20190327T06Z,120,1434,0,64,0
20190327T05Z,120,1551,0,65,0
20190327T04Z,169,1684,0,64,0
20190327T03Z,314,1785,0,68,0
20190327T02Z,330,1794,0,62,0
20190327T01Z,330,1866,0,64,0
20190327T00Z,330,1808,0,69,11
20190326T23Z,330,1829,0,62,136
20190326T22Z,330,1888,0,53,241
20190326T21Z,330,1881,0,47,248
20190326T20Z,330,1759,0,50,305
20190326T19Z,330,1760,0,52,314
20190326T18Z,330,1733,0,52,305
20190326T17Z,330,1702,0,52,329
20190326T16Z,330,1659,0,56,336
20190326T15Z,330,1532,0,66,331
20190326T14Z,330,1465,0,68,285
20190326T13Z,223,1638,0,63,125
20190326T12Z,180,1771,0,55,8
20190326T11Z,180,1679,0,62,0
20190326T10Z,180,1448,0,74,0
20190326T09Z,180,1322,0,74,0
20190326T08Z,180,1289,0,79,0
20190326T07Z,180,1292,0,80,0
20190326T06Z,180,1358,0,75,0
20190326T05Z,180,1498,0,75,0
20190326T04Z,180,1730,0,71,0
20190326T03Z,180,1983,0,71,0
20190326T02Z,197,2016,0,62,0
20190326T01Z,330,1906,0,60,0
20190326T00Z,330,1883,0,60,13
20190325T23Z,330,1778,0,61,153
20190325T22Z,330,1874,0,58,290
20190325T21Z,330,1866,0,52,315
20190325T20Z,330,1817,0,50,265
20190325T19Z,330,1914,0,64,232
20190325T18Z,328,1830,0,70,313
20190325T17Z,194,1871,0,64,336
20190325T16Z,120,1814,0,56,344
20190325T15Z,120,1709,0,60,321
20190325T14Z,120,1746,0,52,161
20190325T13Z,120,1675,0,55,123
20190325T12Z,120,1707,0,56,6
20190325T11Z,120,1590,0,59,0
20190325T10Z,120,1390,0,59,0
20190325T09Z,120,1286,0,51,0
20190325T08Z,120,1261,0,51,0
20190325T07Z,120,1270,0,58,0
20190325T06Z,185,1263,0,57,0
20190325T05Z,321,1252,0,56,0
20190325T04Z,331,1441,0,53,0
20190325T03Z,330,1671,0,50,0
20190325T02Z,330,1878,0,56,0
20190325T01Z,331,1948,0,56,0
20190325T00Z,331,1914,0,63,9
20190324T23Z,330,1897,0,55,106
20190324T22Z,330,1835,0,56,182
20190324T21Z,330,1763,0,56,215
20190324T20Z,330,1620,0,50,276
20190324T19Z,330,1588,0,52,288
20190324T18Z,330,1461,0,52,332
20190324T17Z,329,1381,0,51,328
20190324T16Z,227,1477,0,53,259
20190324T15Z,121,1521,0,58,240
20190324T14Z,120,1488,0,65,151
20190324T13Z,120,1454,0,53,71
20190324T12Z,120,1403,0,53,6
20190324T11Z,120,1331,0,56,0
20190324T10Z,120,1259,0,57,0
20190324T09Z,120,1236,0,63,0
20190324T08Z,120,1266,0,63,0
20190324T07Z,120,1312,0,65,0
20190324T06Z,126,1379,0,63,0
20190324T05Z,242,1351,0,67,0
20190324T04Z,330,1386,0,69,0
20190324T03Z,330,1512,0,66,0
20190324T02Z,330,1639,0,68,0
20190324T01Z,330,1783,0,65,0
20190324T00Z,331,1779,0,64,11
20190323T23Z,253,1796,0,61,138
20190323T22Z,200,1722,0,54,301
20190323T21Z,200,1607,0,48,344
20190323T20Z,200,1509,0,47,349
20190323T19Z,200,1443,0,50,349
20190323T18Z,200,1412,0,45,348
20190323T17Z,200,1418,0,46,345
20190323T16Z,200,1441,0,49,342
20190323T15Z,200,1463,0,50,334
20190323T14Z,200,1573,0,58,293
20190323T13Z,177,1671,0,60,135
20190323T12Z,120,1647,0,59,7
20190323T11Z,120,1529,0,55,0
20190323T10Z,120,1405,0,53,0
20190323T09Z,120,1335,0,60,0
20190323T08Z,120,1346,0,51,0
20190323T07Z,120,1364,0,51,0
20190323T06Z,122,1399,0,51,0
20190323T05Z,233,1373,0,50,0
20190323T04Z,330,1391,0,50,0
20190323T03Z,330,1518,0,57,0
20190323T02Z,330,1647,0,58,0
20190323T01Z,330,1749,0,56,0
20190323T00Z,331,1710,0,53,14
20190322T23Z,331,1599,0,57,165
20190322T22Z,330,1499,0,53,322
20190322T21Z,330,1459,0,49,351
20190322T20Z,330,1432,0,53,354
20190322T19Z,330,1399,0,51,355
20190322T18Z,330,1390,0,43,352
20190322T17Z,330,1378,0,39,353
20190322T16Z,306,1400,0,39,354
20190322T15Z,166,1531,0,45,346
20190322T14Z,120,1600,0,43,303
20190322T13Z,120,1723,0,48,142
20190322T12Z,120,1766,0,46,8
20190322T11Z,120,1636,0,46,0
20190322T10Z,120,1466,0,39,0
20190322T09Z,120,1318,0,38,0
20190322T08Z,120,1287,0,37,0
20190322T07Z,120,1300,0,42,0
20190322T06Z,121,1345,0,38,0
20190322T05Z,226,1325,0,39,0
20190322T04Z,330,1382,0,38,0
20190322T03Z,421,1476,0,38,0
20190322T02Z,465,1396,0,46,0
20190322T01Z,465,1529,0,46,0
20190322T00Z,465,1476,0,46,10
20190321T23Z,421,1391,0,47,143
20190321T22Z,334,1348,0,50,291
20190321T21Z,334,1271,0,51,334
20190321T20Z,334,1226,0,43,342
20190321T19Z,334,1173,0,38,341
20190321T18Z,328,1325,0,39,348
20190321T17Z,257,1424,0,45,345
20190321T16Z,254,1394,0,35,345
20190321T15Z,254,1382,0,31,327
20190321T14Z,254,1391,0,34,264
20190321T13Z,254,1540,0,33,71
20190321T12Z,255,1555,0,29,4
20190321T11Z,255,1447,0,37,0
20190321T10Z,255,1263,0,39,0
20190321T09Z,255,1194,0,40,0
20190321T08Z,255,1170,0,42,0
20190321T07Z,255,1200,0,40,0
20190321T06Z,255,1247,0,41,0
20190321T05Z,259,1321,0,43,0
20190321T04Z,401,1321,0,43,0
20190321T03Z,546,1381,0,47,0
20190321T02Z,560,1499,0,45,0
20190321T01Z,560,1513,0,101,0
20190321T00Z,559,1373,0,101,1
20190320T23Z,558,1187,0,101,48
20190320T22Z,558,1161,0,93,87
20190320T21Z,558,1068,0,44,180
20190320T20Z,515,1073,0,42,179
20190320T19Z,446,1046,0,55,222
20190320T18Z,405,1007,0,81,268
20190320T17Z,370,1067,0,145,283
20190320T16Z,336,1111,0,267,281
20190320T15Z,282,1145,0,191,294
20190320T14Z,250,1057,0,215,237
20190320T13Z,309,1283,0,285,57
20190320T12Z,233,1507,0,80,0
20190320T11Z,129,1607,0,58,0
20190320T10Z,120,1441,0,51,0
20190320T09Z,120,1334,0,53,0
20190320T08Z,120,1315,0,49,0
20190320T07Z,120,1317,0,47,0
20190320T06Z,120,1348,0,45,0
20190320T05Z,120,1416,0,38,0
20190320T04Z,122,1557,0,38,0
20190320T03Z,207,1670,0,36,0
20190320T02Z,225,1820,0,36,0
20190320T01Z,225,1925,0,37,0
20190320T00Z,226,1891,0,44,0
20190319T23Z,235,1815,0,49,5
20190319T22Z,317,1722,0,43,22
20190319T21Z,330,1669,0,41,41
20190319T20Z,330,1551,0,52,126
20190319T19Z,330,1601,0,50,98
20190319T18Z,379,1568,0,59,111
20190319T17Z,465,1432,0,64,80
20190319T16Z,465,1301,0,63,62
20190319T15Z,465,1319,0,56,32
20190319T14Z,450,1322,0,54,10
20190319T13Z,435,1311,0,53,2
20190319T12Z,370,1319,0,52,0
20190319T11Z,295,1232,0,50,0
20190319T10Z,254,1233,0,51,0
20190319T09Z,254,1137,0,45,0
20190319T08Z,254,1093,0,43,0
20190319T07Z,254,1098,0,44,0
20190319T06Z,254,1137,0,47,0
20190319T05Z,253,1222,0,50,0
20190319T04Z,307,1378,0,52,0
20190319T03Z,435,1445,0,48,0
20190319T02Z,463,1594,0,45,0
20190319T01Z,463,1721,0,43,0
20190319T00Z,463,1771,0,45,0
20190318T23Z,463,1718,0,59,2
20190318T22Z,463,1698,0,59,13
20190318T21Z,463,1668,0,58,36
20190318T20Z,463,1610,0,51,101
20190318T19Z,463,1478,0,44,217
20190318T18Z,463,1417,0,47,218
20190318T17Z,463,1384,0,47,210
20190318T16Z,463,1402,0,44,172
20190318T15Z,463,1388,0,48,148
20190318T14Z,450,1342,0,51,135
20190318T13Z,325,1496,0,52,21
20190318T12Z,303,1497,0,54,0
20190318T11Z,303,1381,0,48,0
20190318T10Z,285,1207,0,48,0
20190318T09Z,253,1124,0,47,0
20190318T08Z,254,1101,0,47,0
20190318T07Z,254,1113,0,47,0
20190318T06Z,254,1165,0,47,0
20190318T05Z,254,1248,0,51,0
20190318T04Z,254,1430,0,48,0
20190318T03Z,254,1601,0,47,0
20190318T02Z,254,1754,0,49,0
20190318T01Z,253,1872,0,51,0
20190318T00Z,253,1904,0,48,0
20190317T23Z,253,1831,0,55,15
20190317T22Z,253,1820,0,54,44
20190317T21Z,253,1820,0,44,94
20190317T20Z,254,1839,0,47,99
20190317T19Z,254,1687,0,50,269
20190317T18Z,254,1662,0,51,230
20190317T17Z,254,1676,0,52,162
20190317T16Z,253,1667,0,48,136
20190317T15Z,254,1604,0,45,104
20190317T14Z,254,1528,0,48,46
20190317T13Z,254,1420,0,47,8
20190317T12Z,254,1304,0,47,0
20190317T11Z,254,1232,0,41,0
20190317T10Z,254,1180,0,48,0
20190317T09Z,254,1158,0,53,0
20190317T08Z,254,1201,0,53,0
20190317T07Z,254,1250,0,53,0
20190317T06Z,285,1323,0,46,0
20190317T05Z,445,1298,0,45,0
20190317T04Z,485,1430,0,48,0
20190317T03Z,485,1628,0,54,0
20190317T02Z,485,1808,0,55,0
20190317T01Z,485,1966,0,48,0
20190317T00Z,486,2017,0,50,2
20190316T23Z,465,1944,0,55,45
20190316T22Z,430,1914,0,50,146
20190316T21Z,458,1951,0,46,204
20190316T20Z,471,2005,0,45,212
20190316T19Z,425,1980,0,46,240
20190316T18Z,411,1957,0,40,214
20190316T17Z,309,2027,0,45,114
20190316T16Z,275,1944,0,46,125
20190316T15Z,275,1867,0,52,71
20190316T14Z,275,1771,0,46,36
20190316T13Z,276,1636,0,40,6
20190316T12Z,276,1481,0,47,0
20190316T11Z,276,1361,0,55,0
20190316T10Z,276,1287,0,58,0
20190316T09Z,276,1273,0,56,0
20190316T08Z,276,1305,0,54,0
20190316T07Z,280,1383,0,56,0
20190316T06Z,371,1398,0,57,0
20190316T05Z,480,1454,0,60,0
20190316T04Z,486,1559,0,153,0
20190316T03Z,507,1773,0,94,0
20190316T02Z,554,2061,0,51,0
20190316T01Z,552,2277,0,52,0
20190316T00Z,551,2233,0,53,3
20190315T23Z,550,2235,0,62,41
20190315T22Z,547,2372,0,61,99
20190315T21Z,528,2270,0,60,179
20190315T20Z,417,2214,0,67,238
20190315T19Z,372,2168,0,68,287
20190315T18Z,304,2162,0,62,310
20190315T17Z,241,2071,0,57,286
20190315T16Z,241,1912,0,51,317
20190315T15Z,241,1746,0,53,324
20190315T14Z,241,1621,0,54,265
20190315T13Z,240,1640,0,68,95
20190315T12Z,240,1741,0,65,1
20190315T11Z,240,1648,0,64,0
20190315T10Z,241,1424,0,69,0
20190315T09Z,241,1310,0,60,0
20190315T08Z,241,1304,0,55,0
20190315T07Z,241,1344,0,56,0
20190315T06Z,241,1440,0,58,0
20190315T05Z,258,1537,0,65,0
20190315T04Z,446,1567,0,70,0
20190315T03Z,556,1724,0,69,0
20190315T02Z,554,1966,0,73,0
20190315T01Z,552,2073,0,72,0
20190315T00Z,551,2133,0,63,5
20190314T23Z,550,2125,0,61,123
20190314T22Z,549,2033,0,60,268
20190314T21Z,549,1933,0,63,278
20190314T20Z,550,1825,0,68,299
20190314T19Z,551,1783,0,76,316
20190314T18Z,520,1722,0,76,294
20190314T17Z,463,1632,0,73,282
20190314T16Z,435,1527,0,64,300
20190314T15Z,378,1432,0,63,335
20190314T14Z,378,1345,0,71,276
20190314T13Z,378,1446,0,72,101
20190314T12Z,379,1536,0,73,1
20190314T11Z,310,1502,0,73,0
20190314T10Z,254,1356,0,64,0
20190314T09Z,254,1249,0,55,0
20190314T08Z,254,1230,0,61,0
20190314T07Z,256,1259,0,61,0
20190314T06Z,327,1259,0,59,0
20190314T05Z,376,1304,0,67,0
20190314T04Z,434,1437,0,66,0
20190314T03Z,453,1659,0,68,0
20190314T02Z,471,1905,0,67,0
20190314T01Z,626,1941,0,73,0
20190314T00Z,663,1914,0,74,6
20190313T23Z,662,1858,0,83,130
20190313T22Z,663,1746,0,71,288
20190313T21Z,663,1647,0,77,307
20190313T20Z,662,1512,0,78,307
20190313T19Z,663,1419,0,76,292
20190313T18Z,663,1365,0,72,255
20190313T17Z,663,1267,0,70,252
20190313T16Z,663,1124,0,72,297
20190313T15Z,663,1043,0,74,286
20190313T14Z,663,1050,0,75,228
20190313T13Z,663,1157,0,73,60
20190313T12Z,659,1225,0,69,1
20190313T11Z,601,1180,0,66,0
20190313T10Z,466,1103,0,63,0
20190313T09Z,453,999,0,65,0
20190313T08Z,453,979,0,72,0
20190313T07Z,453,1010,0,74,0
20190313T06Z,453,1065,0,74,0
20190313T05Z,453,1151,0,76,0
20190313T04Z,453,1353,0,76,0
20190313T03Z,463,1589,0,73,0
20190313T02Z,593,1677,0,72,0
20190313T01Z,643,1781,0,77,0
20190313T00Z,643,1773,0,80,3
20190312T23Z,643,1727,0,72,57
20190312T22Z,643,1746,0,65,52
20190312T21Z,643,1670,0,63,52
20190312T20Z,659,1529,0,66,73
20190312T19Z,693,1458,0,65,102
20190312T18Z,693,1421,0,67,127
20190312T17Z,693,1403,0,69,111
20190312T16Z,693,1383,0,71,75
20190312T15Z,694,1373,0,71,35
20190312T14Z,694,1296,0,70,28
20190312T13Z,694,1237,0,69,18
20190312T12Z,620,1321,0,69,1
20190312T11Z,459,1388,0,71,0
20190312T10Z,454,1192,0,66,0
20190312T09Z,454,1066,0,62,0
20190312T08Z,454,1072,0,63,0
20190312T07Z,454,1116,0,63,0
20190312T06Z,454,1203,0,63,0
20190312T05Z,454,1334,0,67,0
20190312T04Z,454,1591,0,63,0
20190312T03Z,454,1907,0,63,0
20190312T02Z,453,2172,0,65,0
20190312T01Z,453,2267,0,73,0
20190312T00Z,453,2178,0,79,3
20190311T23Z,453,2294,0,75,100
20190311T22Z,453,2296,0,66,213
20190311T21Z,453,2225,0,64,258
20190311T20Z,453,2109,0,62,265
20190311T19Z,486,1925,0,58,252
20190311T18Z,504,1773,0,65,256
20190311T17Z,504,1624,0,65,318
20190311T16Z,481,1539,0,64,322
20190311T15Z,476,1369,0,69,307
20190311T14Z,445,1329,0,73,225
20190311T13Z,420,1455,0,69,64
20190311T12Z,378,1556,0,70,1
20190311T11Z,365,1472,0,69,0
20190311T10Z,328,1309,0,69,0
20190311T09Z,316,1202,0,68,0
20190311T08Z,316,1170,0,72,0
20190311T07Z,316,1232,0,69,0
20190311T06Z,316,1327,0,66,0
20190311T05Z,316,1475,0,68,0
20190311T04Z,316,1679,0,67,0
20190311T03Z,315,1751,0,70,0
20190311T02Z,316,1673,0,67,0
20190311T01Z,341,1731,0,66,0
20190311T00Z,356,1811,0,64,5
20190310T23Z,357,1638,0,59,107
20190310T22Z,358,1626,0,60,196
20190310T21Z,357,1574,0,60,251
20190310T20Z,357,1510,0,63,251
20190310T19Z,358,1379,0,65,278
20190310T18Z,358,1470,0,70,270
20190310T17Z,356,1441,0,65,270
20190310T16Z,358,1360,0,67,247
20190310T15Z,360,1516,0,65,168
20190310T14Z,295,1525,0,64,70
20190310T13Z,260,1377,0,64,37
20190310T12Z,214,1340,0,66,1
20190310T11Z,204,1302,0,60,0
20190310T10Z,200,1274,0,59,0
20190310T09Z,200,1277,0,53,0
20190310T08Z,200,1306,0,56,0
20190310T07Z,200,1385,0,55,0
20190310T06Z,200,1354,0,53,0
20190310T05Z,200,1656,0,59,0
20190310T04Z,200,1836,0,49,0
20190310T03Z,200,1999,0,47,0
20190310T02Z,200,1989,0,44,0
20190310T01Z,200,1943,0,47,0
20190310T00Z,200,1957,0,44,1
20190309T23Z,200,1955,0,44,53
20190309T22Z,200,1768,0,43,204
20190309T21Z,200,1791,0,42,253
20190309T20Z,200,1732,0,41,258
20190309T19Z,196,1704,0,44,257
20190309T18Z,180,1750,0,45,272
20190309T17Z,180,1758,0,53,263
20190309T16Z,180,1653,0,54,255
20190309T15Z,180,1495,0,48,308
20190309T14Z,191,1361,0,48,263
20190309T13Z,240,1317,0,49,89
20190309T12Z,240,1272,0,57,1
20190309T11Z,240,1201,0,57,0
20190309T10Z,240,1176,0,56,0
20190309T09Z,240,1160,0,59,0
20190309T08Z,240,1179,0,57,0
20190309T07Z,240,1234,0,57,0
20190309T06Z,240,1333,0,53,0
20190309T05Z,240,1453,0,49,0
20190309T04Z,240,1591,0,50,0
20190309T03Z,241,1733,0,51,0
20190309T02Z,210,1911,0,49,0
20190309T01Z,290,1975,0,43,0
20190309T00Z,373,1883,0,45,1
20190308T23Z,375,1803,0,42,98
20190308T22Z,375,1652,0,45,267
20190308T21Z,375,1593,0,45,272
20190308T20Z,375,1538,0,47,269
20190308T19Z,375,1478,0,44,293
20190308T18Z,375,1406,0,41,304
20190308T17Z,375,1361,0,43,308
20190308T16Z,375,1326,0,45,322
20190308T15Z,375,1321,0,47,320
20190308T14Z,375,1412,0,46,255
20190308T13Z,360,1596,0,49,91
20190308T12Z,302,1685,0,47,1
20190308T11Z,200,1526,0,43,0
20190308T10Z,200,1334,0,42,0
20190308T09Z,200,1279,0,47,0
20190308T08Z,200,1279,0,47,0
20190308T07Z,200,1306,0,46,0
20190308T06Z,200,1362,0,44,0
20190308T05Z,252,1418,0,47,0
20190308T04Z,370,1459,0,46,0
20190308T03Z,375,1619,0,46,0
20190308T02Z,375,1801,0,46,0
20190308T01Z,370,1863,0,49,0
20190308T00Z,301,1846,0,46,4
20190307T23Z,209,1799,0,41,115
20190307T22Z,200,1623,0,43,299
20190307T21Z,204,1521,0,46,342
20190307T20Z,319,1374,0,46,347
20190307T19Z,321,1372,0,35,347
20190307T18Z,321,1406,0,27,344
20190307T17Z,321,1449,0,51,345
20190307T16Z,320,1563,0,53,340
20190307T15Z,379,1637,0,53,332
20190307T14Z,539,1513,0,50,269
20190307T13Z,605,1787,0,51,94
20190307T12Z,551,1913,0,52,1
20190307T11Z,402,1758,0,49,0
20190307T10Z,326,1745,0,47,0
20190307T09Z,318,1667,0,49,0
20190307T08Z,318,1622,0,50,0
20190307T07Z,318,1629,0,49,0
20190307T06Z,318,1648,0,48,0
20190307T05Z,319,1705,0,57,0
20190307T04Z,318,1827,0,57,0
20190307T03Z,407,1874,0,56,0
20190307T02Z,463,1906,0,56,0
20190307T01Z,424,1962,0,52,0
20190307T00Z,418,1829,0,45,7
20190306T23Z,415,1552,0,44,142
20190306T22Z,331,1421,0,43,309
