,coal,natural gas,nuclear,other,solar,hydro,wind
20190518T00-05,8464,14019,3839,19,0,220.0,17496
20190517T23-05,9215,15912,3838,18,0,220.0,17758
20190517T22-05,10147,17553,3838,21,0,237.0,17319
20190517T21-05,10908,18974,3837,17,41,208.0,16159
20190517T20-05,10923,20255,3837,18,371,209.0,15392
20190517T19-05,10948,21737,3838,17,779,235.0,15898
20190517T18-05,11146,23457,3838,23,802,253.0,15401
20190517T17-05,11290,24257,3838,24,747,280.0,14816
20190517T16-05,11255,23288,3838,21,1312,281.0,14433
20190517T15-05,11081,22492,3839,20,976,282.0,14616
20190517T14-05,10991,20630,3840,18,611,316.0,14731
20190517T13-05,10653,19263,3840,16,397,315.0,14672
20190517T12-05,9734,16171,3841,18,1108,294.0,16108
20190517T11-05,9135,14127,3841,16,1147,287.0,16207
20190517T10-05,8872,13087,3842,15,792,292.0,15584
20190517T09-05,9038,12440,3842,14,632,289.0,14336
20190517T08-05,8502,12606,3842,16,105,290.0,13856
20190517T07-05,7204,11888,3841,17,0,291.0,14540
20190517T06-05,6054,9820,3842,18,0,292.0,15052
20190517T05-05,5625,8604,3841,19,0,291.0,15073
20190517T04-05,5564,8559,3841,16,0,272.0,15134
20190517T03-05,5823,8837,3840,14,0,243.0,15429
20190517T02-05,6327,9325,3839,18,0,243.0,15799
20190517T01-05,6772,10588,3839,18,0,244.0,16224
20190517T00-05,7477,12886,3839,15,0,261.0,16250
20190516T23-05,9113,15764,3838,14,0,288.0,15698
20190516T22-05,10542,19537,3838,16,0,284.0,14185
20190516T21-05,11384,21918,3835,16,17,284.0,12594
20190516T20-05,11290,22839,3837,16,370,288.0,12861
20190516T19-05,11403,24122,3837,18,1056,312.0,13008
20190516T18-05,11926,25925,3837,17,1295,311.0,11912
20190516T17-05,12062,26793,3837,17,1420,287.0,10895
20190516T16-05,11982,26255,3837,15,1482,260.0,10275
20190516T15-05,12048,25705,3837,16,1483,263.0,9378
20190516T14-05,11906,24947,3840,15,1476,267.0,8481
20190516T13-05,11726,23545,3842,15,1461,285.0,7886
20190516T12-05,11259,21454,3840,14,1409,289.0,8146
20190516T11-05,10677,19603,3841,13,1095,289.0,8589
20190516T10-05,10216,18543,3839,13,597,288.0,7951
20190516T09-05,9774,16968,3841,15,422,287.0,7923
20190516T08-05,8328,15973,3841,13,82,288.0,9064
20190516T07-05,7168,14796,3841,14,0,288.0,9851
20190516T06-05,5973,12912,3841,12,0,269.0,10157
20190516T05-05,5583,11453,3841,12,0,241.0,10470
20190516T04-05,5543,11209,3842,13,0,241.0,10733
20190516T03-05,5708,11315,3845,14,0,253.0,11189
20190516T02-05,6312,11455,3847,14,0,281.0,11887
20190516T01-05,7441,12399,3851,13,0,282.0,12024
20190516T00-05,8617,15085,3848,16,0,284.0,11409
20190515T23-05,10440,18200,3843,16,0,285.0,10609
20190515T22-05,11455,22343,3842,13,0,285.0,9294
20190515T21-05,11756,26061,3839,14,27,286.0,7278
20190515T20-05,11837,28329,3840,13,448,288.0,6142
20190515T19-05,12133,30591,3832,18,1088,298.0,4825
20190515T18-05,12160,31924,3832,16,1479,269.0,4215
20190515T17-05,12123,32251,3832,17,1506,244.0,3643
20190515T16-05,12104,31737,3833,18,1467,269.0,3018
20190515T15-05,12155,30674,3835,15,1502,311.0,2592
20190515T14-05,12113,29287,3836,17,1442,312.0,2310
20190515T13-05,12102,27765,3838,16,1448,312.0,1833
20190515T12-05,12018,25972,3838,16,1414,288.0,1729
20190515T11-05,11807,23264,3839,16,1177,271.0,2557
20190515T10-05,11221,21394,3839,16,1022,243.0,3161
20190515T09-05,10217,19157,3840,14,784,242.0,3958
20190515T08-05,8756,17454,3839,15,174,244.0,6165
20190515T07-05,7822,16527,3840,16,0,198.0,6810
20190515T06-05,6655,14551,3839,17,0,198.0,7225
20190515T05-05,5695,13152,3839,15,0,197.0,8020
20190515T04-05,5625,12295,3825,16,0,196.0,8858
20190515T03-05,6018,12793,3808,15,0,197.0,8734
20190515T02-05,6928,13584,3755,17,0,197.0,8332
20190515T01-05,8249,14690,3752,19,0,200.0,7886
20190515T00-05,8965,16689,3752,17,0,212.0,8216
20190514T23-05,10427,19495,3752,16,0,248.0,8041
20190514T22-05,11106,23292,3831,19,0,246.0,7117
20190514T21-05,11304,26666,3833,16,34,247.0,5054
20190514T20-05,11618,28011,3820,16,599,259.0,3780
20190514T19-05,11558,29419,3819,16,1285,293.0,3188
20190514T18-05,11067,31047,3819,16,1407,332.0,2530
20190514T17-05,10952,31417,3819,18,1480,334.0,2002
20190514T16-05,10953,30878,3819,17,1483,382.0,1735
20190514T15-05,10929,29936,3820,19,1447,383.0,1732
20190514T14-05,11048,28484,3822,18,1451,383.0,1715
20190514T13-05,10970,27091,3823,20,1452,382.0,1622
20190514T12-05,10570,25694,3825,17,1471,344.0,1775
20190514T11-05,10436,23635,3826,19,1472,357.0,1979
20190514T10-05,10368,21820,3826,19,1413,357.0,1879
20190514T09-05,10258,20050,3826,17,1012,356.0,2147
20190514T08-05,9910,18719,3826,15,198,356.0,3242
20190514T07-05,8932,17886,3826,16,0,357.0,3836
20190514T06-05,7373,16140,3824,16,0,357.0,4302
20190514T05-05,6768,14880,3838,13,0,357.0,4459
20190514T04-05,6300,14221,3847,16,0,357.0,5313
20190514T03-05,6586,14387,3847,15,0,357.0,5416
20190514T02-05,7349,14861,3846,14,0,357.0,5330
20190514T01-05,7566,15889,3846,14,0,357.0,5891
20190514T00-05,7746,17745,3846,6,0,356.0,6791
20190513T23-05,8271,19614,3846,6,0,357.0,8173
20190513T22-05,9690,22113,3845,7,0,357.0,7917
20190513T21-05,9999,23437,3845,6,18,357.0,7916
20190513T20-05,10107,23823,3844,7,237,357.0,7804
20190513T19-05,10167,25466,3844,7,493,382.0,7064
20190513T18-05,10308,27168,3844,7,490,383.0,5684
20190513T17-05,10179,27826,3844,6,402,382.0,4683
20190513T16-05,10012,27947,3846,12,508,383.0,3608
20190513T15-05,10059,27166,3848,13,645,383.0,2735
20190513T14-05,10018,26412,3850,11,694,381.0,2166
20190513T13-05,9694,25076,3850,11,915,383.0,2045
20190513T12-05,9541,23850,3851,13,880,358.0,2185
20190513T11-05,9508,21744,3851,12,983,357.0,2827
20190513T10-05,9096,20411,3853,14,777,356.0,3301
20190513T09-05,8276,18765,3852,13,372,356.0,4714
20190513T08-05,6893,17103,3852,13,72,357.0,7016
20190513T07-05,6110,16235,3852,13,0,357.0,7120
20190513T06-05,5483,14461,3851,11,0,356.0,6680
20190513T05-05,5201,13605,3851,9,0,356.0,6147
20190513T04-05,5068,12582,3851,15,0,356.0,6927
20190513T03-05,5024,12844,3850,16,0,356.0,7069
20190513T02-05,5330,13130,3850,16,0,356.0,7391
20190513T01-05,6413,14030,3850,15,0,355.0,7009
20190513T00-05,7973,16273,3849,23,0,356.0,5726
20190512T23-05,9246,19441,3850,21,0,356.0,4460
20190512T22-05,9389,23098,3849,22,0,356.0,2933
20190512T21-05,9424,25108,3850,20,15,352.0,1548
20190512T20-05,9232,26010,3850,22,168,349.0,932
20190512T19-05,9404,26163,3850,21,483,369.0,628
20190512T18-05,9553,25939,3851,25,569,369.0,504
20190512T17-05,9261,25599,3851,20,621,367.0,394
20190512T16-05,9131,24475,3849,23,743,369.0,405
20190512T15-05,9027,23055,3843,22,1046,369.0,446
20190512T14-05,9084,21745,3852,24,1243,369.0,385
20190512T13-05,9208,20857,3853,22,1268,375.0,276
20190512T12-05,8972,20478,3853,21,1125,353.0,345
20190512T11-05,8578,19941,3853,20,848,353.0,657
20190512T10-05,8299,18815,3854,20,827,354.0,962
20190512T09-05,7732,16846,3854,21,746,355.0,1752
20190512T08-05,6574,15516,3854,19,131,356.0,3136
20190512T07-05,6281,14989,3853,19,0,355.0,3460
20190512T06-05,6393,14563,3853,21,0,355.0,3313
20190512T05-05,6970,14217,3853,18,0,355.0,2889
20190512T04-05,7462,14535,3853,20,0,355.0,2249
20190512T03-05,7585,14810,3852,20,0,356.0,2267
20190512T02-05,8019,15406,3852,20,0,356.0,2171
20190512T01-05,8508,16296,3851,22,0,356.0,2158
20190512T00-05,8957,17797,3851,22,0,356.0,1981
20190511T23-05,9411,19357,3850,22,0,356.0,1708
20190511T22-05,9739,20772,3850,20,0,356.0,1216
20190511T21-05,10113,21377,3850,21,23,356.0,634
20190511T20-05,9754,20572,3850,21,524,357.0,585
20190511T19-05,9222,20380,3850,22,1123,384.0,610
20190511T18-05,9086,20278,3849,22,1286,386.0,767
20190511T17-05,9070,20081,3850,20,1277,383.0,931
20190511T16-05,9132,19852,3849,21,1317,383.0,1047
20190511T15-05,9456,19801,3849,20,1380,384.0,1133
20190511T14-05,9927,19784,3849,18,1312,382.0,1174
20190511T13-05,10433,19636,3848,20,940,378.0,1345
20190511T12-05,10408,19338,3849,20,671,349.0,1881
20190511T11-05,10196,18997,3848,21,519,346.0,2353
20190511T10-05,9905,17973,3848,22,426,346.0,2467
20190511T09-05,9461,17617,3848,22,257,345.0,2178
20190511T08-05,8620,16977,3848,22,65,345.0,2212
20190511T07-05,7917,16291,3849,17,0,345.0,2387
20190511T06-05,7242,15288,3848,13,0,345.0,2905
20190511T05-05,7420,15391,3848,13,0,346.0,2314
20190511T04-05,7883,15382,3848,14,0,346.0,1843
20190511T03-05,8351,15895,3847,9,0,347.0,1289
20190511T02-05,8674,16805,3848,13,0,347.0,915
20190511T01-05,8962,17431,3847,15,0,346.0,1355
20190511T00-05,9172,19003,3848,14,0,346.0,1411
20190510T23-05,9276,20150,3848,13,0,347.0,2125
20190510T22-05,9516,20796,3847,11,0,347.0,2764
20190510T21-05,9883,20639,3847,11,1,347.0,3217
20190510T20-05,9827,19753,3847,11,13,347.0,3888
20190510T19-05,9843,19587,3847,9,35,372.0,4359
20190510T18-05,9440,19678,3847,15,106,374.0,4844
20190510T17-05,9659,19340,3847,12,237,375.0,4764
20190510T16-05,10159,19109,3847,11,343,379.0,4297
20190510T15-05,10365,19317,3848,11,325,382.0,3789
20190510T14-05,10482,19623,3847,13,318,383.0,3343
20190510T13-05,10229,19262,3848,12,336,382.0,3924
20190510T12-05,9431,18106,3847,15,215,357.0,6361
20190510T11-05,7969,17090,3848,12,191,355.0,8731
20190510T10-05,7366,16119,3847,18,172,355.0,9607
20190510T09-05,7601,14986,3847,17,65,355.0,9637
20190510T08-05,6874,14129,3846,21,16,357.0,10892
20190510T07-05,6168,13280,3846,23,0,360.0,11155
20190510T06-05,5406,11132,3845,21,0,340.0,11395
20190510T05-05,5415,9584,3845,21,0,313.0,11371
20190510T04-05,5731,9604,3844,20,0,312.0,10547
20190510T03-05,5944,10217,3843,20,0,309.0,10417
20190510T02-05,6225,11289,3842,23,0,311.0,10288
20190510T01-05,6456,11828,3841,23,0,336.0,10633
20190510T00-05,6754,13965,3837,23,0,336.0,10506
20190509T23-05,8092,16387,3836,22,0,332.0,10347
20190509T22-05,8967,19195,3837,19,0,335.0,10447
20190509T21-05,8912,21010,3836,20,13,337.0,10542
20190509T20-05,8192,21203,3835,23,408,338.0,11153
20190509T19-05,8367,20822,3834,23,948,337.0,12179
20190509T18-05,8764,22321,3833,20,1054,339.0,11787
20190509T17-05,9018,23273,3834,16,1252,339.0,11424
20190509T16-05,9419,23238,3838,19,1325,339.0,11030
20190509T15-05,9865,23220,3841,13,1259,338.0,10752
20190509T14-05,10321,23194,3843,13,547,332.0,10049
20190509T13-05,10147,22110,3844,12,599,336.0,9825
20190509T12-05,9609,20953,3844,12,1185,315.0,9259
20190509T11-05,8929,20069,3844,7,1241,317.0,8791
20190509T10-05,8327,19172,3845,4,1034,317.0,8742
20190509T09-05,8418,18101,3845,4,783,312.0,8561
20190509T08-05,9212,17808,3845,4,136,302.0,7850
20190509T07-05,8490,17038,3845,7,0,323.0,8119
20190509T06-05,6802,14715,3845,6,0,360.0,8863
20190509T05-05,6223,12685,3845,5,0,361.0,9580
20190509T04-05,5839,11870,3844,5,0,360.0,10424
20190509T03-05,5903,11636,3845,4,0,360.0,11331
20190509T02-05,6132,11634,3844,5,0,360.0,12100
20190509T01-05,6882,13294,3844,5,0,360.0,11336
20190509T00-05,7590,15594,3844,6,0,361.0,10794
20190508T23-05,8261,17762,3843,4,0,328.0,10924
20190508T22-05,9457,20359,3843,3,0,300.0,10066
20190508T21-05,10151,22323,3843,4,14,314.0,8379
20190508T20-05,10238,23053,3843,6,536,316.0,6866
20190508T19-05,10161,23722,3843,6,1242,316.0,6063
20190508T18-05,10079,24089,3842,13,1382,333.0,5794
20190508T17-05,10058,24053,3843,6,1410,321.0,5299
20190508T16-05,10165,23950,3843,6,1409,288.0,4586
20190508T15-05,10173,23338,3844,5,1340,288.0,4917
20190508T14-05,10181,22448,3844,5,1053,287.0,5951
20190508T13-05,10172,20865,3845,9,1242,300.0,7147
20190508T12-05,10041,20294,3845,5,1256,313.0,7199
20190508T11-05,9561,19920,3846,7,1195,316.0,7127
20190508T10-05,8893,19243,3846,5,1162,316.0,7251
20190508T09-05,8797,18096,3846,5,764,316.0,7399
20190508T08-05,8844,17587,3846,5,90,298.0,7644
20190508T07-05,8018,16134,3846,9,0,271.0,8890
20190508T06-05,6920,13995,3846,9,0,228.0,9198
20190508T05-05,6062,12189,3846,8,0,228.0,10414
20190508T04-05,5903,11400,3846,6,0,227.0,11329
20190508T03-05,5830,11795,3846,9,0,228.0,11580
20190508T02-05,5738,11972,3847,19,0,228.0,12553
20190508T01-05,6012,12737,3847,10,0,227.0,13264
20190508T00-05,6909,14367,3847,9,0,271.0,13168
20190507T23-05,8289,16886,3844,5,0,279.0,12702
20190507T22-05,9339,19025,3842,5,0,316.0,12678
20190507T21-05,9709,21071,3842,6,13,316.0,11448
20190507T20-05,9847,22770,3842,8,88,317.0,10482
20190507T19-05,9952,22262,3842,13,145,320.0,12593
20190507T18-05,9498,22294,3841,18,231,319.0,13684
20190507T17-05,9392,23097,3840,22,490,319.0,12767
20190507T16-05,9437,23036,3836,16,759,300.0,12122
20190507T15-05,9411,22442,3831,8,748,272.0,12119
20190507T14-05,9188,21221,3831,10,1142,229.0,11818
20190507T13-05,8988,20795,3831,5,1191,226.0,10933
20190507T12-05,8889,21164,3831,7,1219,228.0,9766
20190507T11-05,8929,21084,3833,7,1190,227.0,8388
20190507T10-05,8986,20828,3833,7,723,227.0,7357
20190507T09-05,8938,20245,3833,4,264,227.0,6442
20190507T08-05,9089,18240,3833,9,27,227.0,7404
20190507T07-05,8576,16639,3833,10,0,227.0,8830
20190507T06-05,6873,14065,3833,9,0,227.0,10095
20190507T05-05,6158,12755,3833,10,0,244.0,10345
20190507T04-05,5907,11937,3838,6,0,270.0,10898
20190507T03-05,5824,11410,3843,6,0,271.0,12089
20190507T02-05,5847,11165,3843,6,0,271.0,13033
20190507T01-05,5903,11710,3845,5,0,271.0,14276
20190507T00-05,6746,13446,3845,5,0,270.0,14457
20190506T23-05,8179,16230,3845,7,0,270.0,13933
20190506T22-05,9267,19227,3845,6,0,270.0,13181
20190506T21-05,9384,21286,3845,6,2,271.0,12477
20190506T20-05,9105,20834,3844,7,120,272.0,12980
20190506T19-05,9169,21470,3844,5,305,271.0,12985
20190506T18-05,9052,22404,3843,7,464,272.0,12563
20190506T17-05,8973,22997,3842,5,816,273.0,11683
20190506T16-05,8885,23223,3842,6,1379,315.0,10654
20190506T15-05,8956,23344,3842,5,1390,315.0,9852
20190506T14-05,9088,23719,3843,7,1391,314.0,8372
20190506T13-05,9218,22558,3843,5,1392,311.0,7839
20190506T12-05,9267,22330,3844,9,1404,311.0,6453
20190506T11-05,9292,21012,3844,7,1392,311.0,6477
20190506T10-05,9060,18907,3844,9,1227,312.0,7321
20190506T09-05,8782,17461,3845,7,496,312.0,7853
20190506T08-05,8206,16491,3845,7,48,312.0,8953
20190506T07-05,7303,15224,3844,8,0,312.0,9935
20190506T06-05,6025,13294,3844,9,0,313.0,10141
20190506T05-05,5382,11889,3844,7,0,312.0,10305
20190506T04-05,5668,11873,3843,4,0,311.0,9778
20190506T03-05,5904,12352,3843,11,0,315.0,9641
20190506T02-05,6037,11850,3842,18,0,313.0,10936
20190506T01-05,7105,12543,3842,8,0,314.0,11196
20190506T00-05,8252,14743,3841,9,0,315.0,10945
20190505T23-05,8906,17281,3840,7,0,317.0,11663
20190505T22-05,8918,18875,3840,7,0,314.0,13057
20190505T21-05,9412,20873,3839,8,3,279.0,12075
20190505T20-05,9747,21700,3838,9,31,279.0,11785
20190505T19-05,9819,22377,3837,12,115,281.0,12333
20190505T18-05,9942,23797,3838,13,243,304.0,11474
20190505T17-05,9997,23902,3840,19,361,319.0,10554
20190505T16-05,10077,23668,3841,21,400,319.0,9719
20190505T15-05,9804,22840,3844,23,854,320.0,8857
20190505T14-05,9500,22325,3847,22,934,277.0,7883
20190505T13-05,9282,20005,3849,20,1296,196.0,8001
20190505T12-05,8372,18724,3852,23,1389,159.0,7900
20190505T11-05,7987,17789,3854,19,1146,158.0,6983
20190505T10-05,7478,17244,3854,21,788,159.0,5858
20190505T09-05,7096,15499,3855,19,467,159.0,5634
20190505T08-05,5538,13896,3855,22,71,158.0,6732
20190505T07-05,5219,13099,3855,20,0,157.0,7393
20190505T06-05,5404,13199,3855,23,0,114.0,6783
20190505T05-05,5835,13064,3855,20,0,114.0,6425
20190505T04-05,6080,13187,3854,19,0,114.0,6596
20190505T03-05,6345,13484,3855,22,0,114.0,7148
20190505T02-05,6451,13434,3855,23,0,114.0,8349
20190505T01-05,7068,14348,3862,23,0,152.0,8810
20190505T00-05,8000,17188,3854,19,0,155.0,7082
20190504T23-05,8779,19072,3854,19,0,158.0,7323
20190504T22-05,9056,21755,3854,20,0,196.0,6520
20190504T21-05,9082,24278,3854,21,17,179.0,5287
20190504T20-05,8941,24959,3854,21,379,151.0,4899
20190504T19-05,8808,27063,3854,22,677,151.0,4258
20190504T18-05,8988,28280,3854,20,685,150.0,3418
20190504T17-05,9276,28401,3853,21,951,165.0,2530
20190504T16-05,9305,27982,3854,19,1350,195.0,1839
20190504T15-05,9391,27516,3854,17,1227,195.0,1190
20190504T14-05,9320,26515,3854,22,1219,196.0,969
20190504T13-05,9341,25207,3854,21,1191,196.0,813
20190504T12-05,9043,24320,3854,20,1076,159.0,832
20190504T11-05,8966,22904,3855,19,927,156.0,1090
20190504T10-05,8825,21128,3855,19,665,156.0,1394
20190504T09-05,8508,19350,3855,20,344,155.0,1549
20190504T08-05,7946,17853,3854,16,42,154.0,1915
20190504T07-05,7540,17711,3855,6,0,154.0,1799
20190504T06-05,6957,17396,3854,3,0,156.0,1888
20190504T05-05,6460,16686,3854,5,0,168.0,2623
20190504T04-05,6455,16438,3854,3,0,192.0,3099
20190504T03-05,6700,16727,3854,4,0,249.0,3604
20190504T02-05,6908,17041,3854,6,0,250.0,4515
20190504T01-05,7227,18040,3852,4,0,222.0,4768
20190504T00-05,7000,20301,3852,4,0,243.0,4999
20190503T23-05,7167,21107,3852,5,0,243.0,6538
20190503T22-05,7989,22576,3852,6,0,245.0,6198
20190503T21-05,8159,22971,3853,5,16,246.0,6650
20190503T20-05,8040,22998,3852,7,311,248.0,6447
20190503T19-05,8225,25106,3853,9,303,249.0,4989
20190503T18-05,8255,25179,3852,12,723,250.0,5158
20190503T17-05,8404,25009,3853,9,952,192.0,5447
20190503T16-05,8492,25200,3854,8,967,162.0,4931
20190503T15-05,8597,24702,3854,8,847,216.0,4954
20190503T14-05,8777,23839,3855,9,982,242.0,4837
20190503T13-05,8870,22747,3855,16,879,242.0,4955
20190503T12-05,9200,21949,3855,16,777,243.0,4757
20190503T11-05,8802,22856,3854,17,527,244.0,3487
20190503T10-05,8603,23639,3853,17,242,207.0,2481
20190503T09-05,9005,21688,3853,17,108,194.0,3285
20190503T08-05,8261,20642,3852,15,18,193.0,4614
20190503T07-05,6578,19453,3853,20,0,195.0,6121
20190503T06-05,5093,17352,3852,15,0,233.0,6685
20190503T05-05,4657,16192,3853,14,0,267.0,6416
20190503T04-05,4504,15495,3853,15,0,278.0,6883
20190503T03-05,4707,15816,3859,15,0,248.0,6694
20190503T02-05,4974,16313,3859,15,0,245.0,6780
20190503T01-05,5781,17073,3853,14,0,247.0,6570
20190503T00-05,7164,18934,3852,16,0,232.0,5760
20190502T23-05,8420,21166,3852,13,0,201.0,5344
20190502T22-05,8657,23234,3852,5,0,200.0,5886
20190502T21-05,8702,25124,3851,8,7,214.0,5318
20190502T20-05,8535,25118,3852,7,157,275.0,5604
20190502T19-05,8522,25270,3852,7,370,277.0,6132
20190502T18-05,8709,25817,3852,6,604,273.0,6594
20190502T17-05,8679,25761,3852,11,777,240.0,7459
20190502T16-05,8776,25175,3852,8,1098,239.0,7855
20190502T15-05,8725,25878,3852,7,1108,239.0,6777
20190502T14-05,8832,24852,3852,8,1044,190.0,6880
20190502T13-05,8707,23459,3852,8,963,165.0,7127
20190502T12-05,8425,20960,3853,8,983,164.0,8449
20190502T11-05,6838,19572,3853,10,1058,183.0,9879
20190502T10-05,6312,18323,3853,9,982,242.0,10280
20190502T09-05,7570,17815,3854,15,580,278.0,8727
20190502T08-05,7634,16883,3854,17,76,280.0,9835
20190502T07-05,6436,15492,3854,19,0,283.0,11515
20190502T06-05,4686,13923,3853,18,0,285.0,11793
20190502T05-05,3970,11881,3853,17,0,285.0,13027
20190502T04-05,3835,11083,3853,17,0,285.0,13826
20190502T03-05,3837,11229,3853,17,0,250.0,14439
20190502T02-05,4186,12228,3853,16,0,251.0,14301
20190502T01-05,5274,14159,3853,15,0,231.0,12742
20190502T00-05,5979,16335,3853,13,0,160.0,12755
20190501T23-05,7387,18444,3853,10,0,159.0,12632
20190501T22-05,8894,20846,3853,12,0,194.0,11858
20190501T21-05,9058,22876,3851,12,8,195.0,11284
20190501T20-05,9174,23604,3850,17,259,197.0,10579
20190501T19-05,9239,23557,3851,13,563,197.0,10819
20190501T18-05,9344,24177,3851,24,1131,240.0,10073
20190501T17-05,9485,25059,3851,19,1304,240.0,8812
20190501T16-05,9600,26026,3851,16,1261,222.0,7883
20190501T15-05,9510,26398,3850,18,1271,250.0,7387
20190501T14-05,9390,26293,3851,20,1350,250.0,6690
20190501T13-05,9451,25146,3850,22,1375,251.0,6508
20190501T12-05,9372,23637,3851,18,1372,251.0,6859
20190501T11-05,9385,22310,3851,18,1321,285.0,6973
20190501T10-05,10030,20837,3851,20,1073,286.0,6355
20190501T09-05,10123,20047,3851,18,595,286.0,6001
20190501T08-05,10037,19381,3851,17,83,285.0,6749
20190501T07-05,9454,18071,3851,23,0,267.0,7936
20190501T06-05,8095,15870,3851,22,0,195.0,8610
20190501T05-05,7577,14348,3851,21,0,160.0,9090
20190501T04-05,7206,13753,3851,18,0,160.0,9784
20190501T03-05,7067,13620,3853,20,0,160.0,10583
20190501T02-05,7663,13942,3854,20,0,160.0,10763
20190501T01-05,8501,14371,3854,19,0,159.0,11137
20190501T00-05,9392,16073,3854,22,0,194.0,10784
20190430T23-05,9511,19174,3852,23,0,196.0,10466
20190430T22-05,9683,22021,3851,21,0,195.0,9934
20190430T21-05,10012,22822,3852,13,11,196.0,10092
20190430T20-05,10053,21202,3851,8,425,196.0,10895
20190430T19-05,9967,21069,3852,7,1043,195.0,10831
20190430T18-05,10115,22248,3852,3,1198,203.0,10241
20190430T17-05,10174,22635,3851,8,1122,204.0,10448
20190430T16-05,10186,23345,3851,4,813,222.0,10114
20190430T15-05,10095,22561,3850,6,846,251.0,10777
20190430T14-05,9905,22036,3849,9,1076,251.0,10993
20190430T13-05,9422,20647,3851,5,1148,286.0,11181
20190430T12-05,9801,20206,3852,3,1002,284.0,9834
20190430T11-05,9768,19707,3853,4,797,284.0,9397
20190430T10-05,9756,18650,3853,9,487,285.0,9159
20190430T09-05,9766,18437,3853,7,204,284.0,8663
20190430T08-05,9671,18668,3853,4,20,287.0,8043
20190430T07-05,9555,17781,3853,11,0,231.0,8143
20190430T06-05,9256,15011,3853,13,0,160.0,8134
20190430T05-05,8928,13591,3853,12,0,160.0,8270
20190430T04-05,9091,13803,3853,10,0,160.0,7571
20190430T03-05,9241,14378,3853,11,0,160.0,7260
20190430T02-05,9422,15436,3853,9,0,195.0,7024
20190430T01-05,9833,16956,3853,10,0,195.0,6720
20190430T00-05,10186,18944,3854,7,0,195.0,6837
20190429T23-05,10489,21380,3852,12,0,196.0,7593
20190429T22-05,10367,23604,3852,10,0,194.0,8347
20190429T21-05,10304,24648,3852,7,8,193.0,8897
20190429T20-05,10332,23437,3852,13,165,159.0,9679
20190429T19-05,10186,23886,3852,20,411,178.0,9657
20190429T18-05,10163,24745,3852,19,513,246.0,9775
20190429T17-05,9990,24782,3852,18,577,245.0,9849
20190429T16-05,9861,24410,3852,20,823,244.0,9387
20190429T15-05,9758,23570,3852,19,1196,250.0,9143
20190429T14-05,9407,23333,3853,20,1234,284.0,8376
20190429T13-05,9633,21439,3853,22,1297,287.0,8706
20190429T12-05,9427,19036,3854,18,1283,284.0,10158
20190429T11-05,8821,16884,3854,22,1243,284.0,11428
20190429T10-05,7848,14964,3855,19,1152,283.0,12708
20190429T09-05,7806,14089,3854,20,637,283.0,12680
20190429T08-05,7309,13642,3855,22,71,248.0,13199
20190429T07-05,6220,13116,3854,23,0,247.0,13632
20190429T06-05,4593,10856,3854,19,0,248.0,14143
20190429T05-05,4337,8723,3854,25,0,249.0,14755
20190429T04-05,4330,8390,3854,20,0,249.0,14776
20190429T03-05,4383,8650,3853,20,0,285.0,14904
20190429T02-05,4534,8981,3853,19,0,285.0,15384
20190429T01-05,4851,9522,3852,20,0,285.0,16283
20190429T00-05,6346,10265,3852,18,0,285.0,17011
20190428T23-05,8303,11510,3851,18,0,284.0,17232
20190428T22-05,8844,14217,3851,19,0,284.0,16986
20190428T21-05,8664,16046,3851,18,4,231.0,16797
20190428T20-05,8569,16177,3851,23,184,204.0,17104
20190428T19-05,8662,16563,3850,22,415,204.0,17461
20190428T18-05,9018,17366,3849,20,651,203.0,17073
20190428T17-05,8922,17274,3850,24,813,222.0,16710
20190428T16-05,8719,17221,3850,20,917,284.0,15816
20190428T15-05,8302,17208,3851,19,1269,286.0,14448
20190428T14-05,7836,16988,3852,22,1461,285.0,13210
20190428T13-05,7241,16640,3854,21,1482,286.0,12287
20190428T12-05,6827,15757,3855,20,1485,286.0,11586
20190428T11-05,6577,15066,3855,21,1420,285.0,10248
20190428T10-05,6468,14462,3856,19,1213,284.0,8946
20190428T09-05,6463,13993,3856,20,649,284.0,7587
20190428T08-05,5507,12587,3856,23,78,249.0,8525
20190428T07-05,5793,12644,3856,19,0,249.0,8283
20190428T06-05,4560,11584,3856,22,0,251.0,10019
20190428T05-05,4097,10122,3855,20,0,251.0,12026
20190428T04-05,4346,9854,3855,19,0,250.0,12447
20190428T03-05,4536,10538,3854,18,0,268.0,12252
20190428T02-05,4918,11014,3854,20,0,239.0,12794
20190428T01-05,6265,12159,3860,19,0,239.0,12053
20190428T00-05,7642,14081,3854,19,0,240.0,11491
20190427T23-05,7714,15783,3853,22,0,238.0,12772
20190427T22-05,7337,17794,3853,25,0,204.0,13211
20190427T21-05,8553,19793,3853,18,8,222.0,11489
20190427T20-05,8814,21447,3853,18,406,249.0,9809
20190427T19-05,8810,22795,3852,22,1061,250.0,9511
20190427T18-05,9095,25082,3851,22,1356,250.0,7380
20190427T17-05,9041,24264,3852,26,1428,250.0,7464
20190427T16-05,9048,23252,3853,24,1515,285.0,7403
20190427T15-05,8913,21375,3855,23,1501,286.0,8376
20190427T14-05,8494,18799,3856,22,1500,280.0,9958
20190427T13-05,7834,16673,3856,27,1519,235.0,11433
20190427T12-05,7559,14560,3857,24,1427,202.0,12603
20190427T11-05,7314,12363,3858,21,1130,199.0,13672
20190427T10-05,6515,11094,3857,24,913,199.0,14122
