,coal,natural gas,nuclear,other,solar,hydro,wind
20191218T00-06,10811,25346,5116,22,0,40.0,4709
20191217T23-06,11244,27132,5116,25,0,40.0,4119
20191217T22-06,11830,28501,5116,30,0,40.0,4001
20191217T21-06,11783,29430,5116,29,0,40.0,3586
20191217T20-06,11797,29194,5116,30,0,40.0,3260
20191217T19-06,11388,28541,5117,33,0,40.0,3237
20191217T18-06,9019,26761,5116,35,172,40.0,4222
20191217T17-06,6655,23270,5116,21,1094,40.0,6084
20191217T16-06,6230,21773,5115,19,1543,39.0,6764
20191217T15-06,6282,22455,5117,19,1508,40.0,6521
20191217T14-06,6700,23688,5117,19,1463,39.0,6025
20191217T13-06,7490,24552,5117,15,1426,47.0,5858
20191217T12-06,8496,25578,5117,19,1457,89.0,5761
20191217T11-06,9556,26547,5115,26,1442,107.0,5700
20191217T10-06,10251,26726,5115,26,1283,109.0,6493
20191217T09-06,10395,26979,5114,17,431,47.0,8468
20191217T08-06,10388,27385,5115,17,6,46.0,9449
20191217T07-06,8744,26299,5114,20,0,46.0,10454
20191217T06-06,6946,22505,5115,19,0,45.0,11657
20191217T05-06,6696,18946,5115,18,0,8.0,12276
20191217T04-06,6863,16948,5115,18,0,7.0,12577
20191217T03-06,6970,15824,5114,18,0,7.0,13038
20191217T02-06,6681,15181,5114,19,0,7.0,13948
20191217T01-06,6727,15157,5114,18,0,6.0,14686
20191217T00-06,7252,15703,5114,17,0,0.0,15018
20191216T23-06,8107,16490,5113,18,0,2.0,15489
20191216T22-06,9715,16972,5113,16,0,40.0,15609
20191216T21-06,10015,17520,5113,15,0,40.0,15901
20191216T20-06,10765,17526,5112,14,0,40.0,15304
20191216T19-06,11124,17924,5112,17,0,40.0,14304
20191216T18-06,9036,17566,5112,43,119,40.0,14545
20191216T17-06,7176,16227,5111,24,920,39.0,14660
20191216T16-06,6610,15811,5111,20,1394,39.0,14214
20191216T15-06,7466,16107,5111,20,1446,40.0,13073
20191216T14-06,8921,16431,5109,19,1446,39.0,11729
20191216T13-06,9962,17237,5109,20,1428,82.0,10742
20191216T12-06,10319,18287,5109,20,1404,104.0,9913
20191216T11-06,10706,18503,5110,22,1322,94.0,9230
20191216T10-06,11110,18477,5111,19,1132,69.0,8470
20191216T09-06,11261,18860,5110,19,348,6.0,7944
20191216T08-06,10563,18021,5110,21,5,6.0,9427
20191216T07-06,8172,17192,5108,21,0,6.0,10637
20191216T06-06,6750,14041,5107,20,0,6.0,11218
20191216T05-06,6059,12299,5107,20,0,6.0,11018
20191216T04-06,5933,11353,5107,19,0,6.0,10955
20191216T03-06,5919,11070,5107,19,0,6.0,11061
20191216T02-06,6002,10980,5107,19,0,6.0,11437
20191216T01-06,6358,11393,5107,18,0,6.0,11600
20191216T00-06,7353,11784,5107,20,0,0.0,11871
20191215T23-06,8138,12675,5107,19,0,1.0,12486
20191215T22-06,7928,13577,5107,19,0,40.0,13852
20191215T21-06,8361,14252,5107,17,0,40.0,13990
20191215T20-06,8209,14690,5108,27,0,40.0,14142
20191215T19-06,8056,15009,5108,28,0,40.0,14173
20191215T18-06,7191,14838,5108,30,126,40.0,13489
20191215T17-06,6447,14000,5109,21,928,40.0,12895
20191215T16-06,6254,14114,5109,20,1422,40.0,12339
20191215T15-06,6259,14389,5109,19,1511,40.0,11656
20191215T14-06,6180,14136,5109,20,1484,40.0,11682
20191215T13-06,6062,13623,5110,19,1478,48.0,11934
20191215T12-06,6579,14304,5109,21,1507,52.0,10297
20191215T11-06,7127,14643,5112,21,1503,50.0,8961
20191215T10-06,6855,13982,5113,18,1408,42.0,9621
20191215T09-06,6344,12764,5113,20,512,6.0,11422
20191215T08-06,5952,11684,5113,20,8,6.0,12159
20191215T07-06,5686,10785,5113,20,0,6.0,12326
20191215T06-06,5495,9223,5113,21,0,7.0,13075
20191215T05-06,5489,8909,5114,19,0,7.0,12800
20191215T04-06,5437,8662,5113,16,0,7.0,13047
20191215T03-06,5358,8390,5113,14,0,5.0,13629
20191215T02-06,5288,8685,5112,13,0,5.0,13913
20191215T01-06,5463,9234,5112,12,0,5.0,14008
20191215T00-06,6022,9891,5112,12,0,0.0,14139
20191214T23-06,6506,10749,5112,14,0,0.0,14164
20191214T22-06,6289,12788,5112,12,0,1.0,13473
20191214T21-06,6603,13800,5112,16,0,39.0,12642
20191214T20-06,7076,15184,5112,19,0,39.0,11237
20191214T19-06,8632,16102,5112,24,0,39.0,9247
20191214T18-06,9255,16471,5112,28,119,39.0,6973
20191214T17-06,7963,16296,5112,21,965,39.0,6481
20191214T16-06,7039,16003,5112,19,1486,2.0,6961
20191214T15-06,6561,15894,5113,22,1565,0.0,7405
20191214T14-06,6749,16313,5113,17,1524,0.0,7002
20191214T13-06,7211,17402,5113,19,1504,45.0,5704
20191214T12-06,8227,18216,5114,18,1535,88.0,4442
20191214T11-06,9315,19105,5114,18,1545,88.0,3455
20191214T10-06,10053,19805,5114,17,1453,79.0,3144
20191214T09-06,10165,20197,5115,17,558,44.0,4424
20191214T08-06,9836,20350,5115,17,12,44.0,4565
20191214T07-06,8928,20049,5115,18,0,44.0,4099
20191214T06-06,8389,19048,5115,18,0,6.0,3774
20191214T05-06,8409,18153,5114,20,0,4.0,3367
20191214T04-06,7529,17589,5116,20,0,5.0,3929
20191214T03-06,6700,17312,5117,19,0,5.0,4785
20191214T02-06,6515,17052,5116,23,0,5.0,5506
20191214T01-06,6533,17033,5116,25,0,4.0,6111
20191214T00-06,6470,17421,5115,20,0,0.0,6919
20191213T23-06,6984,18749,5114,19,0,0.0,6602
20191213T22-06,6992,20164,5114,22,0,2.0,6380
20191213T21-06,8128,20596,5114,22,0,39.0,5428
20191213T20-06,8986,21019,5114,29,0,39.0,4604
20191213T19-06,9536,21494,5115,32,0,40.0,4334
20191213T18-06,8414,20923,5114,39,113,40.0,4947
20191213T17-06,6521,18934,5114,24,803,40.0,7264
20191213T16-06,6012,17362,5114,11,1189,2.0,8906
20191213T15-06,5973,17538,5114,13,1213,0.0,8834
20191213T14-06,5939,17733,5114,12,1407,0.0,8493
20191213T13-06,5976,18096,5115,13,1458,10.0,8304
20191213T12-06,6634,18883,5115,12,1490,88.0,7530
20191213T11-06,7634,19918,5115,14,1518,88.0,6606
20191213T10-06,7252,19699,5115,22,1426,80.0,8515
20191213T09-06,7410,20098,5115,12,531,44.0,10270
20191213T08-06,8303,21148,5114,10,11,44.0,10058
20191213T07-06,7829,21254,5115,10,0,44.0,9365
20191213T06-06,6601,19372,5115,8,0,6.0,8700
20191213T05-06,5892,18021,5115,9,0,5.0,8219
20191213T04-06,5853,17273,5115,9,0,4.0,7901
20191213T03-06,5831,17332,5115,8,0,5.0,7645
20191213T02-06,5797,17505,5115,7,0,5.0,7640
20191213T01-06,6108,18008,5115,9,0,4.0,7531
20191213T00-06,6592,19138,5114,13,0,0.0,7376
20191212T23-06,6708,21265,5114,8,0,2.0,7110
20191212T22-06,7057,23154,5113,9,0,40.0,6782
20191212T21-06,7618,23669,5114,7,0,40.0,6475
20191212T20-06,7984,24116,5114,6,0,40.0,5707
20191212T19-06,8669,24577,5114,14,0,40.0,4181
20191212T18-06,8689,24048,5114,20,119,40.0,2485
20191212T17-06,7219,22619,5114,22,878,0.0,2462
20191212T16-06,6939,22203,5115,9,1256,0.0,2413
20191212T15-06,6827,22189,5114,6,1424,0.0,2726
20191212T14-06,6847,22343,5114,5,1463,0.0,3344
20191212T13-06,7238,22323,5113,6,1445,43.0,4264
20191212T12-06,7853,22126,5112,10,1390,50.0,5621
20191212T11-06,8657,22302,5113,11,1320,88.0,6717
20191212T10-06,9433,22818,5111,19,1239,80.0,7653
20191212T09-06,9027,23368,5111,11,458,45.0,10196
20191212T08-06,8895,23227,5112,11,7,45.0,12347
20191212T07-06,8303,22364,5112,17,0,45.0,12862
20191212T06-06,6370,18798,5112,19,0,80.0,14349
20191212T05-06,6145,16133,5111,16,0,7.0,14337
20191212T04-06,6275,14843,5111,17,0,6.0,14332
20191212T03-06,6480,13959,5117,17,0,6.0,14817
20191212T02-06,6570,13164,5119,18,0,6.0,15547
20191212T01-06,6968,13233,5130,17,0,6.0,15531
20191212T00-06,7366,14042,5129,18,0,0.0,15680
20191211T23-06,7031,16406,5129,19,0,0.0,15625
20191211T22-06,6979,18360,5128,19,0,2.0,15635
20191211T21-06,7185,19589,5128,18,0,40.0,14904
20191211T20-06,6879,20771,5128,16,0,40.0,13547
20191211T19-06,7313,21901,5128,22,0,40.0,11161
20191211T18-06,6894,21311,5128,23,42,40.0,9331
20191211T17-06,5950,19189,5127,17,560,2.0,9209
20191211T16-06,5800,18075,5125,15,961,0.0,9538
20191211T15-06,5961,18908,5125,18,840,0.0,9201
20191211T14-06,6177,19971,5125,19,846,0.0,8964
20191211T13-06,6358,21836,5126,16,796,10.0,8215
20191211T12-06,7135,23413,5126,21,704,82.0,7582
20191211T11-06,7967,25057,5125,13,544,83.0,7131
20191211T10-06,8765,26151,5126,11,404,74.0,7125
20191211T09-06,9194,26580,5127,9,174,40.0,7898
20191211T08-06,9635,27030,5127,12,6,39.0,8104
20191211T07-06,8654,26693,5126,15,0,40.0,8500
20191211T06-06,6892,24460,5127,14,0,40.0,8715
20191211T05-06,6068,21956,5125,11,0,2.0,9259
20191211T04-06,5906,21083,5111,12,0,0.0,8983
20191211T03-06,5897,20838,5110,18,0,0.0,8853
20191211T02-06,5878,20996,5110,18,0,0.0,8714
20191211T01-06,6096,21607,5110,18,0,0.0,8354
20191211T00-06,6494,22789,5110,18,0,0.0,8066
20191210T23-06,7572,24089,5110,17,0,2.0,7853
20191210T22-06,8992,24974,5109,15,0,39.0,7776
20191210T21-06,9506,25676,5109,19,0,40.0,7733
20191210T20-06,9804,26133,5109,16,0,39.0,7289
20191210T19-06,10046,26162,5106,18,0,39.0,6930
20191210T18-06,9470,25800,5106,22,81,40.0,5788
20191210T17-06,8343,24569,5105,20,627,40.0,5237
20191210T16-06,8387,24044,5104,18,833,1.0,5030
20191210T15-06,8971,23841,5104,18,849,0.0,4908
20191210T14-06,9200,24213,5102,19,997,19.0,4936
20191210T13-06,9653,24297,5100,17,876,56.0,4983
20191210T12-06,10201,24408,5100,20,652,91.0,4890
20191210T11-06,10232,24442,5099,23,329,74.0,5090
20191210T10-06,10124,23892,5098,16,178,87.0,5541
20191210T09-06,9452,23691,5099,21,36,40.0,6013
20191210T08-06,9339,23550,5098,18,0,40.0,6016
20191210T07-06,8069,22427,5099,21,0,40.0,6417
20191210T06-06,6892,19765,5098,18,0,40.0,6229
20191210T05-06,6761,17475,5098,18,0,2.0,6132
20191210T04-06,6484,16563,5097,18,0,0.0,6329
20191210T03-06,5789,15725,5097,17,0,0.0,7778
20191210T02-06,5475,15401,5098,18,0,0.0,8874
20191210T01-06,5634,15269,5098,17,0,0.0,9699
20191210T00-06,6144,15741,5098,18,0,0.0,10330
20191209T23-06,7461,16558,5098,16,0,2.0,10679
20191209T22-06,8240,17954,5098,18,0,39.0,10879
20191209T21-06,9038,19291,5098,17,0,40.0,10183
20191209T20-06,10065,20295,5098,17,0,39.0,9080
20191209T19-06,9989,20040,5098,20,0,39.0,9920
20191209T18-06,8456,18689,5098,25,4,40.0,11285
20191209T17-06,7921,18171,5098,19,56,39.0,10741
20191209T16-06,8032,18199,5098,18,129,39.0,10176
20191209T15-06,7749,18073,5099,28,242,40.0,10479
20191209T14-06,7231,18157,5099,31,308,2.0,10734
20191209T13-06,6065,17407,5100,25,474,42.0,11629
20191209T12-06,5837,17060,5100,19,588,43.0,11620
20191209T11-06,6231,16814,5100,18,219,43.0,11137
20191209T10-06,6309,16563,5101,17,144,35.0,10738
20191209T09-06,5952,15808,5102,18,69,0.0,11340
20191209T08-06,5767,15019,5101,13,1,0.0,12001
20191209T07-06,5402,13972,5101,16,0,0.0,12244
20191209T06-06,5015,10942,5101,14,0,0.0,12373
20191209T05-06,4832,8436,5101,19,0,0.0,12995
20191209T04-06,4807,7754,5101,15,0,0.0,12960
20191209T03-06,4849,7999,5101,16,0,0.0,12714
20191209T02-06,4952,8227,5101,15,0,0.0,12872
20191209T01-06,4916,8190,5101,17,0,0.0,13842
20191209T00-06,5134,8698,5101,16,0,0.0,14818
20191208T23-06,5286,10375,5101,18,0,2.0,15489
20191208T22-06,5267,12140,5101,16,0,40.0,16056
20191208T21-06,5479,12909,5101,14,0,40.0,16462
20191208T20-06,5875,14210,5101,15,0,40.0,15371
20191208T19-06,6765,15221,5100,22,0,40.0,13652
20191208T18-06,6255,14886,5101,28,37,40.0,12760
20191208T17-06,5303,13457,5101,26,296,40.0,13070
20191208T16-06,4800,11623,5101,18,648,3.0,14692
20191208T15-06,4726,11125,5102,18,999,0.0,14796
20191208T14-06,4822,11553,5102,20,1102,0.0,13967
20191208T13-06,4876,12808,5102,17,1117,8.0,12531
20191208T12-06,5145,13386,5102,15,1052,42.0,11763
20191208T11-06,5568,13504,5103,15,1068,43.0,11407
20191208T10-06,5653,12904,5103,16,831,35.0,12288
20191208T09-06,5493,11424,5103,14,330,3.0,14126
20191208T08-06,5305,10439,5103,13,16,38.0,14561
20191208T07-06,5300,9556,5103,15,0,34.0,14296
20191208T06-06,5131,8550,5103,16,0,0.0,14316
20191208T05-06,5034,7825,5103,16,0,0.0,14603
20191208T04-06,5004,7255,5102,17,0,0.0,15158
20191208T03-06,5006,7086,5102,19,0,0.0,15503
20191208T02-06,5034,7385,5102,15,0,0.0,15543
20191208T01-06,5145,7939,5102,15,0,0.0,15664
20191208T00-06,5428,8878,5102,14,0,0.0,15840
20191207T23-06,5285,10231,5101,14,0,0.0,15939
20191207T22-06,5345,11086,5101,16,0,0.0,16071
20191207T21-06,5184,12025,5101,15,0,0.0,15776
20191207T20-06,5366,13772,5100,13,0,2.0,14143
20191207T19-06,6108,16777,5100,17,0,39.0,10657
20191207T18-06,6585,18252,5100,24,95,39.0,7431
20191207T17-06,5862,17878,5101,21,772,2.0,6595
20191207T16-06,5735,17855,5102,13,1014,0.0,6340
20191207T15-06,5570,18028,5102,12,1310,0.0,6039
20191207T14-06,5966,18557,5103,14,1335,0.0,5451
20191207T13-06,6400,19435,5103,12,1394,44.0,4585
20191207T12-06,6586,20168,5103,13,1447,83.0,4203
20191207T11-06,7248,20628,5103,14,1456,83.0,3754
20191207T10-06,7244,21296,5103,16,1395,75.0,3957
20191207T09-06,7045,21443,5103,15,601,40.0,4873
20191207T08-06,6377,21079,5103,16,20,40.0,5533
20191207T07-06,5458,19793,5103,13,0,39.0,5730
20191207T06-06,5480,18695,5102,13,0,1.0,5194
20191207T05-06,5273,17815,5103,14,0,0.0,5159
20191207T04-06,4650,17450,5102,14,0,0.0,5592
20191207T03-06,4496,17205,5102,14,0,0.0,5839
20191207T02-06,4563,17386,5101,14,0,0.0,6072
20191207T01-06,4565,17891,5101,13,0,0.0,6354
20191207T00-06,4732,19124,5101,15,0,0.0,6357
20191206T23-06,5164,20612,5101,14,0,0.0,6112
20191206T22-06,6037,21567,5101,14,0,2.0,5656
20191206T21-06,6857,22125,5101,14,0,40.0,4989
20191206T20-06,7859,22426,5101,24,0,40.0,4185
20191206T19-06,8555,22974,5101,23,0,40.0,3239
20191206T18-06,8973,22797,5101,25,100,40.0,2230
20191206T17-06,8240,22121,5101,16,871,40.0,1975
20191206T16-06,8180,21942,5101,17,1244,2.0,1949
20191206T15-06,8005,21835,5102,18,1387,0.0,2214
20191206T14-06,7703,21792,5102,16,1458,0.0,2681
20191206T13-06,7052,21834,5101,15,1428,8.0,3350
20191206T12-06,6347,21048,5101,18,1476,42.0,4946
20191206T11-06,5797,19664,5101,17,1531,43.0,6921
20191206T10-06,5283,18275,5102,17,1443,37.0,8892
20191206T09-06,5553,17176,5101,13,603,39.0,10363
20191206T08-06,5407,16768,5101,16,20,40.0,11524
20191206T07-06,5213,15243,5101,14,0,39.0,11481
20191206T06-06,4938,11481,5101,17,0,2.0,11956
20191206T05-06,4472,8571,5101,17,0,0.0,13174
20191206T04-06,4328,6764,5101,14,0,0.0,14345
20191206T03-06,4385,6703,5101,14,0,0.0,14609
20191206T02-06,4541,6740,5101,15,0,0.0,14729
20191206T01-06,4917,7425,5101,15,0,0.0,14734
20191206T00-06,5113,8045,5100,17,0,5.0,15885
20191205T23-06,5403,10217,5101,15,0,5.0,15944
20191205T22-06,5738,12614,5100,15,0,5.0,15412
20191205T21-06,6760,14140,5100,16,0,5.0,14163
20191205T20-06,7111,15306,5100,14,0,7.0,13006
20191205T19-06,7710,16333,5100,13,0,44.0,11377
20191205T18-06,7483,16310,5101,25,72,45.0,11024
20191205T17-06,6085,14751,5101,17,693,45.0,12474
20191205T16-06,5955,14637,5102,13,1053,7.0,12237
20191205T15-06,6065,14533,5103,14,1252,0.0,12053
20191205T14-06,6489,14686,5104,18,1272,5.0,11354
20191205T13-06,7392,15021,5104,18,1037,14.0,10217
20191205T12-06,8014,15525,5105,16,922,50.0,8927
20191205T11-06,8614,16254,5105,12,759,52.0,7911
20191205T10-06,8983,15991,5106,21,650,82.0,8344
20191205T09-06,8751,15375,5106,13,217,81.0,10100
20191205T08-06,8853,15499,5107,15,7,46.0,10605
20191205T07-06,8413,14322,5106,23,0,46.0,11197
20191205T06-06,6738,11871,5106,21,0,9.0,11888
20191205T05-06,5627,9863,5106,17,0,7.0,12552
20191205T04-06,5134,9092,5106,17,0,7.0,12933
20191205T03-06,4609,8630,5105,16,0,7.0,13500
20191205T02-06,4888,8631,5105,17,0,7.0,13488
20191205T01-06,5657,8984,5105,17,0,7.0,13327
20191205T00-06,5736,9783,5104,22,0,7.0,14094
20191204T23-06,5639,11846,5104,20,0,7.0,14664
20191204T22-06,5217,14029,5104,16,0,7.0,15099
20191204T21-06,5511,15996,5104,17,0,7.0,13972
20191204T20-06,6450,18092,5103,17,0,7.0,11309
20191204T19-06,7781,19569,5103,19,0,0.0,8788
20191204T18-06,8461,20601,5103,27,16,6.0,5629
20191204T17-06,8332,20177,5104,27,208,7.0,4528
20191204T16-06,7854,20187,5105,22,446,5.0,4545
20191204T15-06,7402,20077,5106,18,727,6.0,4914
20191204T14-06,7029,20131,5106,18,871,8.0,5093
20191204T13-06,6996,20191,5109,15,964,71.0,4983
20191204T12-06,7171,20446,5110,17,945,139.0,4742
20191204T11-06,8144,20843,5108,16,828,177.0,4362
20191204T10-06,8595,21414,5108,15,744,141.0,4546
20191204T09-06,8924,22287,5108,14,348,75.0,5321
20191204T08-06,9471,23056,5108,11,19,74.0,5489
20191204T07-06,8817,22910,5108,14,0,73.0,5044
20191204T06-06,7656,20434,5108,17,0,47.0,4814
20191204T05-06,7157,18091,5108,17,0,8.0,4783
20191204T04-06,6913,17498,5108,16,0,7.0,4464
20191204T03-06,6696,17361,5108,20,0,7.0,4285
20191204T02-06,6463,17330,5107,20,0,7.0,4555
20191204T01-06,6425,17208,5107,19,0,32.0,4887
20191204T00-06,7091,18003,5108,18,0,7.0,4736
20191203T23-06,7703,19928,5107,17,0,7.0,4310
20191203T22-06,8452,21429,5107,17,0,15.0,4232
20191203T21-06,8920,21701,5107,19,0,74.0,4635
20191203T20-06,9039,21839,5107,22,0,74.0,4666
20191203T19-06,9016,22192,5107,23,0,73.0,4285
20191203T18-06,8334,21742,5107,29,100,73.0,3611
20191203T17-06,7125,20399,5107,29,943,35.0,4262
20191203T16-06,6539,19567,5106,22,1447,27.0,4955
20191203T15-06,6239,18985,5104,17,1524,7.0,5902
20191203T14-06,6283,18967,5105,18,1465,7.0,6184
20191203T13-06,6627,19360,5106,18,1462,31.0,5976
20191203T12-06,6998,19825,5106,16,1525,99.0,6051
20191203T11-06,7601,20034,5106,18,1524,127.0,6691
20191203T10-06,8329,20211,5106,16,1478,129.0,7401
20191203T09-06,8124,20027,5106,15,667,83.0,10670
20191203T08-06,9021,20771,5106,15,30,47.0,11906
20191203T07-06,8341,20458,5106,19,0,46.0,11940
20191203T06-06,6522,17003,5105,17,0,46.0,12547
20191203T05-06,5935,13813,5106,17,0,9.0,13465
20191203T04-06,5528,12154,5107,16,0,7.0,14245
20191203T03-06,5342,11446,5107,16,0,7.0,14672
20191203T02-06,5217,10871,5108,15,0,7.0,15242
20191203T01-06,5328,11201,5109,18,0,7.0,15452
20191203T00-06,5630,11600,5108,15,0,7.0,15694
20191202T23-06,5950,13188,5108,17,0,7.0,15704
20191202T22-06,6291,15467,5106,15,0,11.0,15107
20191202T21-06,6627,17254,5103,15,0,73.0,13676
20191202T20-06,6852,19199,5103,16,0,73.0,11356
20191202T19-06,7958,20633,5104,22,0,73.0,8573
20191202T18-06,7925,20642,5104,28,104,72.0,6235
20191202T17-06,6518,19652,5104,28,975,34.0,5738
20191202T16-06,6156,19273,5104,14,1508,31.0,5541
20191202T15-06,6466,19633,5103,15,1560,6.0,5199
20191202T14-06,6539,20162,5104,15,1520,6.0,5199
20191202T13-06,6534,21155,5104,16,1498,14.0,4989
20191202T12-06,6598,22275,5105,21,1532,46.0,4774
20191202T11-06,7297,23125,5105,17,1556,48.0,4459
20191202T10-06,8526,23799,5104,17,1447,80.0,4154
20191202T09-06,9173,24577,5103,17,609,45.0,4799
20191202T08-06,9895,25531,5101,17,29,45.0,4948
20191202T07-06,9061,25137,5101,19,0,45.0,4706
20191202T06-06,7844,22040,5101,19,0,45.0,4381
20191202T05-06,7225,19556,5101,19,0,45.0,4478
20191202T04-06,6955,18249,5101,18,0,8.0,4432
20191202T03-06,6987,17811,5102,16,0,6.0,4228
20191202T02-06,7218,18008,5102,17,0,6.0,3792
20191202T01-06,7519,18378,5102,18,0,6.0,3589
20191202T00-06,8062,19124,5102,18,0,6.0,3530
20191201T23-06,8447,20353,5101,17,0,6.0,3629
20191201T22-06,8600,21981,5101,16,0,7.0,3528
20191201T21-06,9111,22314,5101,18,0,35.0,3435
20191201T20-06,9535,22269,5101,21,0,72.0,3154
20191201T19-06,9219,22503,5100,29,0,72.0,2761
20191201T18-06,7689,21690,5100,25,105,72.0,2517
20191201T17-06,6193,19779,5100,16,960,34.0,3348
20191201T16-06,5913,18432,5100,18,1496,50.0,4076
20191201T15-06,5867,18003,5100,15,1558,34.0,4496
20191201T14-06,5831,17893,5100,17,1531,6.0,5031
20191201T13-06,5752,17703,5100,20,1506,14.0,5650
20191201T12-06,5672,16487,5100,19,1520,49.0,7237
20191201T11-06,5504,14513,5099,20,1541,52.0,9620
20191201T10-06,5493,14935,5100,18,1465,81.0,8961
20191201T09-06,5762,14880,5100,20,697,46.0,8779
20191201T08-06,5581,13128,5099,17,34,46.0,10121
20191201T07-06,5054,10999,5098,18,0,45.0,11898
20191201T06-06,4650,9242,5099,18,0,8.0,12775
20191201T05-06,4467,8101,5099,22,0,6.0,13432
20191201T04-06,4640,7477,5099,17,0,6.0,13612
20191201T03-06,4742,7099,5099,17,0,6.0,14073
20191201T02-06,4966,7136,5098,16,0,6.0,14559
20191201T01-06,5427,7949,5098,16,0,6.0,14302
20191201T00-06,6487,8816,5098,17,0,5.0,14238
20191130T23-06,6914,10331,5098,15,0,5.0,14369
20191130T22-06,6741,11774,5098,16,0,6.0,14653
20191130T21-06,6353,12018,5098,17,0,34.0,15741
20191130T20-06,6630,12334,5097,16,0,70.0,16069
20191130T19-06,7487,13011,5097,17,0,71.0,15423
20191130T18-06,7660,13187,5098,20,76,70.0,14571
20191130T17-06,7801,12001,5098,18,577,33.0,14850
20191130T16-06,8465,11504,5097,16,945,29.0,14484
20191130T15-06,8355,11212,5098,21,1252,5.0,14451
20191130T14-06,9084,11036,5098,16,1140,5.0,13732
20191130T13-06,9230,10876,5098,17,1390,13.0,13045
20191130T12-06,8520,10894,5099,20,1496,47.0,13201
20191130T11-06,7661,10851,5099,19,1457,48.0,13136
20191130T10-06,7801,10846,5100,17,1307,40.0,11469
20191130T09-06,7354,10169,5099,18,609,5.0,11527
20191130T08-06,7475,9368,5099,17,24,5.0,11345
20191130T07-06,7032,9034,5099,17,0,5.0,11182
20191130T06-06,7105,8679,5100,19,0,5.0,10583
20191130T05-06,6578,8365,5099,16,0,5.0,10932
20191130T04-06,5924,7721,5099,15,0,5.0,12216
20191130T03-06,5959,7522,5099,16,0,5.0,12892
20191130T02-06,5828,7544,5099,16,0,5.0,13701
20191130T01-06,5723,7495,5099,17,0,5.0,14994
20191130T00-06,5799,7498,5099,23,0,5.0,16457
20191129T23-06,6323,8279,5098,21,0,5.0,16925
20191129T22-06,7414,9011,5099,18,0,5.0,16253
20191129T21-06,8315,9527,5099,14,0,33.0,15840
20191129T20-06,8448,9947,5099,14,0,71.0,15954
20191129T19-06,8896,10118,5099,14,0,71.0,16030
20191129T18-06,9312,10286,5099,16,17,71.0,15244
20191129T17-06,9043,9957,5099,20,177,33.0,14728
20191129T16-06,9016,10188,5099,15,362,29.0,14204
20191129T15-06,9193,10665,5100,18,545,6.0,13495
20191129T14-06,9262,11347,5100,20,675,4.0,12492
20191129T13-06,9356,12498,5101,17,755,47.0,11162
20191129T12-06,9581,14686,5101,15,765,48.0,8602
20191129T11-06,9452,15912,5101,16,761,48.0,7105
20191129T10-06,9401,16160,5101,19,641,40.0,6045
20191129T09-06,9147,16539,5102,18,310,5.0,5029
20191129T08-06,9250,17109,5102,17,12,5.0,3771
20191129T07-06,9259,17127,5102,15,0,5.0,2667
20191129T06-06,8897,16920,5102,15,0,5.0,2019
20191129T05-06,8813,16147,5102,17,0,5.0,1890
20191129T04-06,8320,15834,5101,18,0,5.0,2245
20191129T03-06,8339,16084,5102,16,0,5.0,2177
20191129T02-06,8194,16948,5102,21,0,5.0,1926
20191129T01-06,8820,17595,5102,21,0,5.0,1659
20191129T00-06,9002,18540,5102,20,0,0.0,1815
20191128T23-06,9165,19619,5102,17,0,0.0,1941
20191128T22-06,9624,20298,5102,16,0,5.0,1876
20191128T21-06,9659,19962,5102,16,0,27.0,2600
20191128T20-06,9756,19327,5102,18,0,27.0,3389
20191128T19-06,9602,20059,5102,17,0,27.0,2846
20191128T18-06,9639,20783,5102,16,19,27.0,1983
20191128T17-06,9664,20068,5103,16,184,27.0,1744
20191128T16-06,9680,20393,5104,18,418,22.0,1581
20191128T15-06,9751,20691,5106,28,677,1.0,1520
20191128T14-06,9776,21132,5106,16,787,0.0,1697
20191128T13-06,9742,22223,5107,15,746,10.0,1833
20191128T12-06,9692,22631,5107,15,680,100.0,2082
20191128T11-06,9807,22279,5107,26,566,111.0,2408
20191128T10-06,9670,21109,5107,18,427,75.0,3100
20191128T09-06,9135,19580,5107,17,150,40.0,4034
20191128T08-06,7876,18422,5107,17,4,40.0,4658
20191128T07-06,7278,17415,5107,15,0,40.0,4935
20191128T06-06,7833,16219,5107,15,0,2.0,4372
20191128T05-06,7798,15711,5107,19,0,0.0,4012
20191128T04-06,7605,15579,5107,14,0,0.0,3921
20191128T03-06,7956,15838,5106,23,0,0.0,3562
20191128T02-06,8203,16221,5107,27,0,0.0,3762
20191128T01-06,8929,16089,5104,15,0,0.0,4367
20191128T00-06,9762,16731,5104,17,0,0.0,4486
20191127T23-06,9732,18713,5104,16,0,0.0,4820
20191127T22-06,9488,19673,5103,18,0,4.0,5555
20191127T21-06,9444,20656,5103,17,0,29.0,5543
20191127T20-06,9537,21318,5103,16,0,66.0,5348
20191127T19-06,9643,22068,5103,15,0,67.0,4809
20191127T18-06,9612,21691,5103,20,3,66.0,5005
20191127T17-06,9555,20366,5102,20,44,27.0,5075
20191127T16-06,9038,19730,5103,28,123,24.0,5452
20191127T15-06,8424,19170,5103,17,256,0.0,6243
20191127T14-06,8878,18889,5102,16,425,0.0,6054
20191127T13-06,9108,18678,5106,14,508,0.0,6205
20191127T12-06,8852,18457,5109,14,615,62.0,6913
20191127T11-06,9137,18462,5104,14,543,85.0,6831
20191127T10-06,9296,18559,5100,16,398,36.0,6853
