,solar,hydro,wind
20190815T12Z,0,71,256
20190815T11Z,0,98,210
20190815T10Z,0,114,256
20190815T09Z,0,121,303
20190815T08Z,0,61,399
20190815T07Z,0,57,474
20190815T06Z,0,109,457
20190815T05Z,0,50,581
20190815T04Z,0,58,568
20190815T03Z,0,119,574
20190815T02Z,0,44,618
20190815T01Z,0,49,546
20190815T00Z,0,77,368
20190814T23Z,0,72,236
20190814T22Z,0,65,159
20190814T21Z,0,146,79
20190814T20Z,0,115,59
20190814T19Z,0,113,74
20190814T18Z,0,131,54
20190814T17Z,0,73,55
20190814T16Z,0,87,49
20190814T15Z,0,167,69
20190814T14Z,0,171,99
20190814T13Z,0,135,120
20190814T12Z,0,188,120
20190814T11Z,0,106,151
20190814T10Z,0,118,135
20190814T09Z,0,126,119
20190814T08Z,0,125,89
20190814T07Z,0,129,83
20190814T06Z,0,151,34
20190814T05Z,0,201,25
20190814T04Z,0,194,18
20190814T03Z,0,195,5
20190814T02Z,0,196,0
20190814T01Z,0,198,-2
20190814T00Z,0,170,3
20190813T23Z,0,170,1
20190813T22Z,0,170,-3
20190813T21Z,0,170,-1
20190813T20Z,0,170,-1
20190813T19Z,0,170,-4
20190813T18Z,0,165,-4
20190813T17Z,0,151,-4
20190813T16Z,0,145,-3
20190813T15Z,0,138,-1
20190813T14Z,0,179,4
20190813T13Z,0,105,3
20190813T12Z,0,87,9
20190813T11Z,0,94,8
20190813T10Z,0,80,27
20190813T09Z,0,103,18
20190813T08Z,0,128,22
20190813T07Z,0,212,37
20190813T06Z,0,113,52
20190813T05Z,0,133,38
20190813T04Z,0,156,10
20190813T03Z,0,159,5
20190813T02Z,0,179,0
20190813T01Z,0,205,6
20190813T00Z,0,184,6
20190812T23Z,0,172,22
20190812T22Z,0,187,15
20190812T21Z,0,192,12
20190812T20Z,0,164,23
20190812T19Z,0,131,43
20190812T18Z,0,132,27
20190812T17Z,0,128,26
20190812T16Z,0,124,34
20190812T15Z,0,103,71
20190812T14Z,0,164,71
20190812T13Z,0,170,70
20190812T12Z,0,141,114
20190812T11Z,0,149,137
20190812T10Z,0,89,162
20190812T09Z,0,28,252
20190812T08Z,0,34,328
20190812T07Z,0,132,366
20190812T06Z,0,166,442
20190812T05Z,0,183,527
20190812T04Z,0,185,635
20190812T03Z,0,165,751
20190812T02Z,0,174,772
20190812T01Z,0,136,751
20190812T00Z,0,51,822
20190811T23Z,0,28,868
20190811T22Z,0,20,831
20190811T21Z,0,52,702
20190811T20Z,0,62,630
20190811T19Z,0,76,657
20190811T18Z,0,77,674
20190811T17Z,0,54,700
20190811T16Z,0,46,661
20190811T15Z,0,66,547
20190811T14Z,0,168,437
20190811T13Z,0,77,493
20190811T12Z,0,62,498
20190811T11Z,0,69,435
20190811T10Z,0,117,269
20190811T09Z,0,124,273
20190811T08Z,0,209,302
20190811T07Z,0,224,271
20190811T06Z,0,135,446
20190811T05Z,0,45,514
20190811T04Z,0,53,538
20190811T03Z,0,10,501
20190811T02Z,0,20,465
20190811T01Z,0,52,323
20190811T00Z,0,89,160
20190810T23Z,0,203,46
20190810T22Z,0,205,36
20190810T21Z,0,169,87
20190810T20Z,0,156,82
20190810T19Z,0,136,77
20190810T18Z,0,91,98
20190810T17Z,0,119,78
20190810T16Z,0,138,43
20190810T15Z,0,105,33
20190810T14Z,0,98,45
20190810T13Z,0,97,66
20190810T12Z,0,118,88
20190810T11Z,0,110,128
20190810T10Z,0,77,283
20190810T09Z,0,26,486
20190810T08Z,0,11,516
20190810T07Z,0,38,567
20190810T06Z,0,8,531
20190810T05Z,0,16,304
20190810T04Z,0,85,215
20190810T03Z,0,135,152
20190810T02Z,0,153,169
20190810T01Z,0,160,271
20190810T00Z,0,164,234
20190809T23Z,0,160,127
20190809T22Z,0,160,201
20190809T21Z,0,165,179
20190809T20Z,0,187,52
20190809T19Z,0,201,48
20190809T18Z,0,215,74
20190809T17Z,0,132,185
20190809T16Z,0,173,270
20190809T15Z,0,138,331
20190809T14Z,0,134,401
20190809T13Z,0,83,468
20190809T12Z,0,55,487
20190809T11Z,0,64,506
20190809T10Z,0,114,521
20190809T09Z,0,42,745
20190809T08Z,0,32,805
20190809T07Z,0,85,759
20190809T06Z,0,128,632
20190809T05Z,0,129,692
20190809T04Z,0,70,661
20190809T03Z,0,119,593
20190809T02Z,0,48,513
20190809T01Z,0,101,346
20190809T00Z,0,178,165
20190808T23Z,0,157,126
20190808T22Z,0,186,110
20190808T21Z,0,196,401
20190808T20Z,0,187,273
20190808T19Z,0,188,309
20190808T18Z,0,140,0
20190808T17Z,0,124,0
20190808T16Z,0,57,0
20190808T15Z,0,40,0
20190808T14Z,0,78,0
20190808T13Z,0,128,0
20190808T12Z,0,104,0
20190808T11Z,0,118,0
20190808T10Z,0,65,0
20190808T09Z,0,41,0
20190808T08Z,0,41,0
20190808T07Z,0,50,0
20190808T06Z,0,51,0
20190808T05Z,0,71,0
20190808T04Z,0,92,0
20190808T03Z,0,170,0
20190808T02Z,0,145,0
20190808T01Z,0,170,0
20190808T00Z,0,181,0
20190807T23Z,0,200,0
20190807T22Z,0,179,0
20190807T21Z,0,186,0
20190807T20Z,0,192,-4
20190807T19Z,0,190,0
20190807T18Z,0,192,30
20190807T17Z,0,162,76
20190807T16Z,0,116,135
20190807T15Z,0,104,165
20190807T14Z,0,122,227
20190807T13Z,0,57,265
20190807T12Z,0,28,306
20190807T11Z,0,60,343
20190807T10Z,0,50,379
20190807T09Z,0,50,373
20190807T08Z,0,49,348
20190807T07Z,0,31,335
20190807T06Z,0,28,286
20190807T05Z,0,32,189
20190807T04Z,0,154,57
20190807T03Z,0,205,1
20190807T02Z,0,203,15
20190807T01Z,0,188,41
20190807T00Z,0,185,35
20190806T23Z,0,184,33
20190806T22Z,0,165,21
20190806T21Z,0,166,14
20190806T20Z,0,178,1
20190806T19Z,0,187,0
20190806T18Z,0,183,-3
20190806T17Z,0,177,1
20190806T16Z,0,155,13
20190806T15Z,0,114,37
20190806T14Z,0,134,50
20190806T13Z,0,116,76
20190806T12Z,0,82,118
20190806T11Z,0,78,125
20190806T10Z,0,56,167
20190806T09Z,0,25,177
20190806T08Z,0,38,135
20190806T07Z,0,81,52
20190806T06Z,0,174,2
20190806T05Z,0,177,-7
20190806T04Z,0,183,-6
20190806T03Z,0,165,-2
20190806T02Z,0,158,12
20190806T01Z,0,132,37
20190806T00Z,0,126,49
20190805T23Z,0,127,51
20190805T22Z,0,96,65
20190805T21Z,0,115,42
20190805T20Z,0,141,22
20190805T19Z,0,180,6
20190805T18Z,0,170,3
20190805T17Z,0,176,-4
20190805T16Z,0,127,14
20190805T15Z,0,113,32
20190805T14Z,0,136,15
20190805T13Z,0,168,12
20190805T12Z,0,141,14
20190805T11Z,0,148,3
20190805T10Z,0,46,8
20190805T09Z,0,136,8
20190805T08Z,0,147,-5
20190805T07Z,0,208,1
20190805T06Z,0,212,-6
20190805T05Z,0,213,-5
20190805T04Z,0,209,0
20190805T03Z,0,209,34
20190805T02Z,0,141,83
20190805T01Z,0,118,99
20190805T00Z,0,121,75
20190804T23Z,0,129,84
20190804T22Z,0,120,91
20190804T21Z,0,105,88
20190804T20Z,0,143,60
20190804T19Z,0,123,52
20190804T18Z,0,121,51
20190804T17Z,0,139,24
20190804T16Z,0,140,25
20190804T15Z,0,180,42
20190804T14Z,0,81,74
20190804T13Z,0,77,62
20190804T12Z,0,109,23
20190804T11Z,0,121,12
20190804T10Z,0,132,-2
20190804T09Z,0,132,-6
20190804T08Z,0,138,-2
20190804T07Z,0,196,3
20190804T06Z,0,213,20
20190804T05Z,0,167,53
20190804T04Z,0,128,51
20190804T03Z,0,67,59
20190804T02Z,0,103,49
20190804T01Z,0,153,28
20190804T00Z,0,173,10
20190803T23Z,0,183,1
20190803T22Z,0,183,1
20190803T21Z,0,178,-2
20190803T20Z,0,193,-4
20190803T19Z,0,180,-5
20190803T18Z,0,174,-3
20190803T17Z,0,173,-5
20190803T16Z,0,190,-3
20190803T15Z,0,193,-2
20190803T14Z,0,184,-2
20190803T13Z,0,198,12
20190803T12Z,0,199,44
20190803T11Z,0,203,51
20190803T10Z,0,199,93
20190803T09Z,0,177,124
20190803T08Z,0,174,157
20190803T07Z,0,218,261
20190803T06Z,0,177,367
20190803T05Z,0,155,440
20190803T04Z,0,154,576
20190803T03Z,0,155,668
20190803T02Z,0,150,708
20190803T01Z,0,145,767
20190803T00Z,0,145,818
20190802T23Z,0,145,768
20190802T22Z,0,154,660
20190802T21Z,0,134,558
20190802T20Z,0,49,511
20190802T19Z,0,108,408
20190802T18Z,0,98,416
20190802T17Z,0,43,493
20190802T16Z,0,128,467
20190802T15Z,0,154,493
20190802T14Z,0,156,642
20190802T13Z,0,145,715
20190802T12Z,0,171,727
20190802T11Z,0,144,717
20190802T10Z,0,164,764
20190802T09Z,0,52,812
20190802T08Z,0,55,751
20190802T07Z,0,160,653
20190802T06Z,0,128,652
20190802T05Z,0,56,551
20190802T04Z,0,75,381
20190802T03Z,0,105,218
20190802T02Z,0,191,170
20190802T01Z,0,200,233
20190802T00Z,0,199,213
20190801T23Z,0,154,128
20190801T22Z,0,175,132
20190801T21Z,0,180,107
20190801T20Z,0,177,110
20190801T19Z,0,155,93
20190801T18Z,0,151,95
20190801T17Z,0,152,127
20190801T16Z,0,149,119
20190801T15Z,0,153,167
20190801T14Z,0,152,262
20190801T13Z,0,167,251
20190801T12Z,0,158,299
20190801T11Z,0,212,276
20190801T10Z,0,190,365
20190801T09Z,0,143,510
20190801T08Z,0,146,551
20190801T07Z,0,174,549
20190801T06Z,0,104,613
20190801T05Z,0,122,597
20190801T04Z,0,195,533
20190801T03Z,0,203,555
20190801T02Z,0,133,572
20190801T01Z,0,194,561
20190801T00Z,0,171,496
20190731T23Z,0,129,415
20190731T22Z,0,168,330
20190731T21Z,0,180,253
20190731T20Z,0,195,229
20190731T19Z,0,198,229
20190731T18Z,0,206,189
20190731T17Z,0,174,241
20190731T16Z,0,96,237
20190731T15Z,0,200,119
20190731T14Z,0,152,141
20190731T13Z,0,147,182
20190731T12Z,0,203,195
20190731T11Z,0,222,235
20190731T10Z,0,209,238
20190731T09Z,0,224,285
20190731T08Z,0,160,342
20190731T07Z,0,195,399
20190731T06Z,0,223,530
20190731T05Z,0,163,641
20190731T04Z,0,138,680
20190731T03Z,0,100,686
20190731T02Z,0,118,650
20190731T01Z,0,131,589
20190731T00Z,0,130,506
20190730T23Z,0,189,430
20190730T22Z,0,138,389
20190730T21Z,0,135,364
20190730T20Z,0,50,349
20190730T19Z,0,77,347
20190730T18Z,0,106,379
20190730T17Z,0,52,421
20190730T16Z,0,7,415
20190730T15Z,0,61,385
20190730T14Z,0,188,421
20190730T13Z,0,152,550
20190730T12Z,0,175,592
20190730T11Z,0,77,674
20190730T10Z,0,149,678
20190730T09Z,0,75,652
20190730T08Z,0,70,611
20190730T07Z,0,168,627
20190730T06Z,0,77,707
20190730T05Z,0,74,707
20190730T04Z,0,82,616
20190730T03Z,0,55,613
20190730T02Z,0,41,543
20190730T01Z,0,103,335
20190730T00Z,0,113,137
20190729T23Z,0,100,43
20190729T22Z,0,59,19
20190729T21Z,0,78,10
20190729T20Z,0,75,2
20190729T19Z,0,164,0
20190729T18Z,0,155,4
20190729T17Z,0,154,17
20190729T16Z,0,34,52
20190729T15Z,0,103,68
20190729T14Z,0,100,89
20190729T13Z,0,28,123
20190729T12Z,0,105,120
20190729T11Z,0,153,119
20190729T10Z,0,19,163
20190729T09Z,0,26,121
20190729T08Z,0,100,78
20190729T07Z,0,91,52
20190729T06Z,0,132,24
20190729T05Z,0,196,-1
20190729T04Z,0,168,-4
20190729T03Z,0,153,-5
20190729T02Z,0,114,-3
20190729T01Z,0,128,-2
20190729T00Z,0,215,-1
20190728T23Z,0,185,-2
20190728T22Z,0,203,0
20190728T21Z,0,188,-5
20190728T20Z,0,172,-5
20190728T19Z,0,136,-3
20190728T18Z,0,133,-4
20190728T17Z,0,137,-3
20190728T16Z,0,122,2
20190728T15Z,0,106,33
20190728T14Z,0,84,104
20190728T13Z,0,85,130
20190728T12Z,0,85,103
20190728T11Z,0,85,82
20190728T10Z,0,83,90
20190728T09Z,0,80,157
20190728T08Z,0,101,230
20190728T07Z,0,114,353
20190728T06Z,0,113,470
20190728T05Z,0,151,633
20190728T04Z,0,143,704
20190728T03Z,0,112,759
20190728T02Z,0,105,764
20190728T01Z,0,98,752
20190728T00Z,0,87,776
20190727T23Z,0,72,805
20190727T22Z,0,137,811
20190727T21Z,0,128,794
20190727T20Z,0,103,799
20190727T19Z,0,73,730
20190727T18Z,0,72,746
20190727T17Z,0,66,762
20190727T16Z,0,31,747
20190727T15Z,0,90,658
20190727T14Z,0,111,630
20190727T13Z,0,48,701
20190727T12Z,0,31,718
20190727T11Z,0,30,681
20190727T10Z,0,80,630
20190727T09Z,0,92,643
20190727T08Z,0,23,814
20190727T07Z,0,12,851
20190727T06Z,0,53,803
20190727T05Z,0,55,798
20190727T04Z,0,54,802
20190727T03Z,0,53,734
20190727T02Z,0,58,722
20190727T01Z,0,53,663
20190727T00Z,0,19,403
20190726T23Z,0,66,103
20190726T22Z,0,142,23
20190726T21Z,0,186,9
20190726T20Z,0,193,2
20190726T19Z,0,193,-4
20190726T18Z,0,166,-3
20190726T17Z,0,155,-6
20190726T16Z,0,150,-4
20190726T15Z,0,170,-1
20190726T14Z,0,175,7
20190726T13Z,0,117,15
20190726T12Z,0,108,13
20190726T11Z,0,97,19
20190726T10Z,0,117,-3
20190726T09Z,0,126,-5
20190726T08Z,0,154,-4
20190726T07Z,0,84,-5
20190726T06Z,0,148,-5
20190726T05Z,0,114,-1
20190726T04Z,0,133,2
20190726T03Z,0,163,4
20190726T02Z,0,155,13
20190726T01Z,0,122,19
20190726T00Z,0,144,5
20190725T23Z,0,195,-3
20190725T22Z,0,192,-3
20190725T21Z,0,179,-3
20190725T20Z,0,180,0
20190725T19Z,0,178,-4
20190725T18Z,0,177,-3
20190725T17Z,0,180,-3
20190725T16Z,0,171,-4
20190725T15Z,0,166,-1
20190725T14Z,0,77,-4
20190725T13Z,0,145,2
20190725T12Z,0,50,4
20190725T11Z,0,28,7
20190725T10Z,0,32,2
20190725T09Z,0,107,0
20190725T08Z,0,184,-6
20190725T07Z,0,155,-4
20190725T06Z,0,203,-3
20190725T05Z,0,192,4
20190725T04Z,0,184,8
20190725T03Z,0,175,8
20190725T02Z,0,183,15
20190725T01Z,0,184,19
20190725T00Z,0,174,39
20190724T23Z,0,180,39
20190724T22Z,0,180,32
20190724T21Z,0,172,54
20190724T20Z,0,179,99
20190724T19Z,0,140,189
20190724T18Z,0,109,276
20190724T17Z,0,64,385
20190724T16Z,0,76,503
20190724T15Z,0,41,574
20190724T14Z,0,116,537
20190724T13Z,0,48,611
20190724T12Z,0,82,560
20190724T11Z,0,149,505
20190724T10Z,0,210,524
20190724T09Z,0,189,606
20190724T08Z,0,111,714
20190724T07Z,0,140,673
20190724T06Z,0,97,709
20190724T05Z,0,113,666
20190724T04Z,0,153,659
20190724T03Z,0,155,677
20190724T02Z,0,80,866
20190724T01Z,0,70,863
20190724T00Z,0,134,745
20190723T23Z,0,74,630
20190723T22Z,0,49,445
20190723T21Z,0,160,275
20190723T20Z,0,171,303
20190723T19Z,0,141,325
20190723T18Z,0,175,292
20190723T17Z,0,180,234
20190723T16Z,0,123,242
20190723T15Z,0,190,237
20190723T14Z,0,164,400
20190723T13Z,0,121,527
20190723T12Z,0,124,507
20190723T11Z,0,129,531
20190723T10Z,0,78,612
20190723T09Z,0,129,583
20190723T08Z,0,107,576
20190723T07Z,0,134,552
20190723T06Z,0,152,476
20190723T05Z,0,122,500
20190723T04Z,0,57,621
20190723T03Z,0,38,611
20190723T02Z,0,104,606
20190723T01Z,0,153,579
20190723T00Z,0,86,538
20190722T23Z,0,11,466
20190722T22Z,0,61,364
20190722T21Z,0,78,261
20190722T20Z,0,147,211
20190722T19Z,0,148,231
20190722T18Z,0,153,223
20190722T17Z,0,160,239
20190722T16Z,0,89,193
20190722T15Z,0,139,197
20190722T14Z,0,90,240
20190722T13Z,0,54,220
20190722T12Z,0,38,197
20190722T11Z,0,41,158
20190722T10Z,0,94,87
20190722T09Z,0,40,77
20190722T08Z,0,139,28
20190722T07Z,0,102,23
20190722T06Z,0,123,31
20190722T05Z,0,204,34
20190722T04Z,0,156,51
20190722T03Z,0,118,79
20190722T02Z,0,124,97
20190722T01Z,0,181,102
20190722T00Z,0,153,124
20190721T23Z,0,185,140
20190721T22Z,0,165,162
20190721T21Z,0,81,188
20190721T20Z,0,15,199
20190721T19Z,0,22,168
20190721T18Z,0,59,127
20190721T17Z,0,112,74
20190721T16Z,0,108,40
20190721T15Z,0,86,51
20190721T14Z,0,97,61
20190721T13Z,0,104,57
20190721T12Z,0,94,68
20190721T11Z,0,80,87
20190721T10Z,0,68,84
20190721T09Z,0,87,74
20190721T08Z,0,128,46
20190721T07Z,0,165,48
20190721T06Z,0,141,65
20190721T05Z,0,156,53
20190721T04Z,0,161,59
20190721T03Z,0,92,118
20190721T02Z,0,69,140
20190721T01Z,0,55,113
20190721T00Z,0,71,65
20190720T23Z,0,107,36
20190720T22Z,0,115,35
20190720T21Z,0,108,44
20190720T20Z,0,73,44
20190720T19Z,0,71,34
20190720T18Z,0,92,18
20190720T17Z,0,117,-3
20190720T16Z,0,119,-2
20190720T15Z,0,179,-6
20190720T14Z,0,138,8
20190720T13Z,0,214,7
20190720T12Z,0,197,25
20190720T11Z,0,133,67
20190720T10Z,0,99,85
20190720T09Z,0,106,70
20190720T08Z,0,168,58
20190720T07Z,0,138,90
20190720T06Z,0,150,109
20190720T05Z,0,180,112
20190720T04Z,0,175,94
20190720T03Z,0,132,51
20190720T02Z,0,154,26
20190720T01Z,0,127,25
20190720T00Z,0,138,4
20190719T23Z,0,161,-1
20190719T22Z,0,155,4
20190719T21Z,0,151,0
20190719T20Z,0,153,4
20190719T19Z,0,171,4
20190719T18Z,0,185,10
20190719T17Z,0,178,56
20190719T16Z,0,104,175
20190719T15Z,0,148,203
20190719T14Z,0,184,233
20190719T13Z,0,110,368
20190719T12Z,0,109,397
20190719T11Z,0,132,383
20190719T10Z,0,132,360
20190719T09Z,0,109,386
20190719T08Z,0,106,401
20190719T07Z,0,179,443
20190719T06Z,0,176,583
20190719T05Z,0,145,652
20190719T04Z,0,149,683
20190719T03Z,0,154,733
20190719T02Z,0,142,792
20190719T01Z,0,132,801
20190719T00Z,0,86,800
20190718T23Z,0,156,806
20190718T22Z,0,153,792
20190718T21Z,0,147,755
20190718T20Z,0,131,776
20190718T19Z,0,122,794
20190718T18Z,0,128,794
20190718T17Z,0,116,835
20190718T16Z,0,69,895
20190718T15Z,0,52,812
20190718T14Z,0,117,646
20190718T13Z,0,163,518
20190718T12Z,0,166,524
20190718T11Z,0,135,542
20190718T10Z,0,117,606
20190718T09Z,0,46,599
20190718T08Z,0,58,526
20190718T07Z,0,182,398
20190718T06Z,0,193,410
20190718T05Z,0,115,624
20190718T04Z,0,87,793
20190718T03Z,0,93,904
20190718T02Z,0,70,932
20190718T01Z,0,93,924
20190718T00Z,0,104,875
20190717T23Z,0,82,826
20190717T22Z,0,95,788
20190717T21Z,0,89,813
20190717T20Z,0,75,731
20190717T19Z,0,140,606
20190717T18Z,0,190,603
20190717T17Z,0,160,676
20190717T16Z,0,92,701
20190717T15Z,0,159,535
20190717T14Z,0,176,501
20190717T13Z,0,131,520
20190717T12Z,0,107,541
20190717T11Z,0,141,545
20190717T10Z,0,207,505
20190717T09Z,0,113,579
20190717T08Z,0,137,494
20190717T07Z,0,216,460
20190717T06Z,0,177,547
20190717T05Z,0,94,549
20190717T04Z,0,88,557
20190717T03Z,0,58,628
20190717T02Z,0,66,632
20190717T01Z,0,48,658
20190717T00Z,0,45,582
20190716T23Z,0,70,437
20190716T22Z,0,58,331
20190716T21Z,0,129,219
20190716T20Z,0,106,164
20190716T19Z,0,145,148
20190716T18Z,0,112,164
20190716T17Z,0,19,259
20190716T16Z,0,39,189
20190716T15Z,0,64,128
20190716T14Z,0,85,139
20190716T13Z,0,148,132
20190716T12Z,0,158,143
20190716T11Z,0,135,187
20190716T10Z,0,135,279
20190716T09Z,0,136,220
20190716T08Z,0,152,240
20190716T07Z,0,191,317
20190716T06Z,0,212,287
20190716T05Z,0,193,393
20190716T04Z,0,198,554
20190716T03Z,0,69,713
20190716T02Z,0,16,764
20190716T01Z,0,68,664
20190716T00Z,0,94,505
20190715T23Z,0,88,390
20190715T22Z,0,123,292
20190715T21Z,0,83,277
20190715T20Z,0,156,186
20190715T19Z,0,176,246
20190715T18Z,0,125,310
20190715T17Z,0,74,462
20190715T16Z,0,12,526
20190715T15Z,0,48,297
20190715T14Z,0,145,172
20190715T13Z,0,176,131
20190715T12Z,0,193,104
20190715T11Z,0,173,164
20190715T10Z,0,114,252
20190715T09Z,0,168,227
20190715T08Z,0,181,270
20190715T07Z,0,139,372
20190715T06Z,0,122,445
20190715T05Z,0,72,471
20190715T04Z,0,102,393
20190715T03Z,0,96,370
20190715T02Z,0,90,377
20190715T01Z,0,68,331
20190715T00Z,0,39,251
20190714T23Z,0,63,190
20190714T22Z,0,91,157
20190714T21Z,0,56,156
20190714T20Z,0,66,136
20190714T19Z,0,55,162
20190714T18Z,0,55,172
20190714T17Z,0,55,175
20190714T16Z,0,51,136
20190714T15Z,0,139,186
20190714T14Z,0,184,219
20190714T13Z,0,186,243
20190714T12Z,0,178,295
20190714T11Z,0,185,292
20190714T10Z,0,199,378
20190714T09Z,0,166,458
20190714T08Z,0,175,454
20190714T07Z,0,122,463
20190714T06Z,0,130,498
20190714T05Z,0,143,563
20190714T04Z,0,129,634
20190714T03Z,0,96,631
20190714T02Z,0,35,688
20190714T01Z,0,31,733
20190714T00Z,0,35,754
20190713T23Z,0,40,765
20190713T22Z,0,25,727
20190713T21Z,0,48,601
20190713T20Z,0,49,457
20190713T19Z,0,38,390
20190713T18Z,0,52,311
20190713T17Z,0,58,273
20190713T16Z,0,16,291
20190713T15Z,0,125,169
20190713T14Z,0,181,163
20190713T13Z,0,203,173
20190713T12Z,0,219,198
20190713T11Z,0,208,264
20190713T10Z,0,138,378
20190713T09Z,0,130,414
20190713T08Z,0,130,404
20190713T07Z,0,137,384
20190713T06Z,0,139,379
20190713T05Z,0,143,406
20190713T04Z,0,138,379
20190713T03Z,0,175,294
20190713T02Z,0,182,329
20190713T01Z,0,193,403
20190713T00Z,0,128,438
20190712T23Z,0,161,187
20190712T22Z,0,201,98
20190712T21Z,0,204,87
20190712T20Z,0,166,80
20190712T19Z,0,123,82
20190712T18Z,0,138,46
20190712T17Z,0,110,44
20190712T16Z,0,138,22
20190712T15Z,0,156,22
20190712T14Z,0,150,60
20190712T13Z,0,143,104
20190712T12Z,0,130,175
20190712T11Z,0,154,175
20190712T10Z,0,131,273
20190712T09Z,0,142,321
20190712T08Z,0,155,366
20190712T07Z,0,55,459
20190712T06Z,0,57,528
20190712T05Z,0,134,596
20190712T04Z,0,118,705
20190712T03Z,0,114,733
20190712T02Z,0,95,740
20190712T01Z,0,99,613
20190712T00Z,0,78,574
20190711T23Z,0,54,433
20190711T22Z,0,108,268
20190711T21Z,0,129,188
20190711T20Z,0,55,163
20190711T19Z,0,114,99
20190711T18Z,0,164,55
20190711T17Z,0,108,66
20190711T16Z,0,160,44
20190711T15Z,0,158,69
20190711T14Z,0,148,88
20190711T13Z,0,109,155
20190711T12Z,0,128,195
20190711T11Z,0,95,310
20190711T10Z,0,87,390
20190711T09Z,0,93,418
20190711T08Z,0,167,439
20190711T07Z,0,56,515
20190711T06Z,0,80,487
20190711T05Z,0,74,495
20190711T04Z,0,90,557
20190711T03Z,0,23,735
20190711T02Z,0,20,702
20190711T01Z,0,61,511
20190711T00Z,0,58,434
20190710T23Z,0,43,337
20190710T22Z,0,69,178
20190710T21Z,0,149,84
20190710T20Z,0,167,44
20190710T19Z,0,103,99
20190710T18Z,0,134,126
20190710T17Z,0,79,117
20190710T16Z,0,150,97
20190710T15Z,0,118,160
20190710T14Z,0,150,181
20190710T13Z,0,88,180
20190710T12Z,0,59,188
20190710T11Z,0,52,234
20190710T10Z,0,57,247
20190710T09Z,0,50,303
20190710T08Z,0,51,263
20190710T07Z,0,53,248
20190710T06Z,0,24,277
20190710T05Z,0,101,117
20190710T04Z,0,191,13
20190710T03Z,0,192,32
20190710T02Z,0,113,175
20190710T01Z,0,33,180
20190710T00Z,0,47,41
20190709T23Z,0,60,3
20190709T22Z,0,131,1
20190709T21Z,0,123,3
20190709T20Z,0,118,-3
20190709T19Z,0,62,-3
20190709T18Z,0,34,-6
20190709T17Z,0,43,0
20190709T16Z,0,52,0
20190709T15Z,0,89,0
20190709T14Z,0,91,0
20190709T13Z,0,206,0
20190709T12Z,0,188,0
20190709T11Z,0,151,0
20190709T10Z,0,133,0
20190709T09Z,0,104,0
20190709T08Z,0,134,0
20190709T07Z,0,187,0
20190709T06Z,0,101,0
20190709T05Z,0,16,0
20190709T04Z,0,91,0
20190709T03Z,0,173,0
20190709T02Z,0,183,0
20190709T01Z,0,146,0
20190709T00Z,0,119,0
20190708T23Z,0,101,0
20190708T22Z,0,60,0
20190708T21Z,0,24,0
20190708T20Z,0,16,0
20190708T19Z,0,96,0
20190708T18Z,0,87,0
20190708T17Z,0,74,0
20190708T16Z,0,23,197
20190708T15Z,0,72,149
20190708T14Z,0,93,147
20190708T13Z,0,156,130
20190708T12Z,0,153,163
20190708T11Z,0,153,242
20190708T10Z,0,153,258
20190708T09Z,0,153,318
20190708T08Z,0,157,307
20190708T07Z,0,191,392
20190708T06Z,0,193,443
20190708T05Z,0,180,565
20190708T04Z,0,111,664
20190708T03Z,0,59,774
20190708T02Z,0,62,752
20190708T01Z,0,24,627
20190708T00Z,0,45,458
20190707T23Z,0,72,324
20190707T22Z,0,130,209
20190707T21Z,0,151,158
20190707T20Z,0,173,146
20190707T19Z,0,173,153
20190707T18Z,0,178,234
20190707T17Z,0,83,368
20190707T16Z,0,89,451
20190707T15Z,0,67,379
20190707T14Z,0,121,317
20190707T13Z,0,190,351
20190707T12Z,0,130,412
20190707T11Z,0,187,432
20190707T10Z,0,194,392
20190707T09Z,0,187,456
20190707T08Z,0,67,626
20190707T07Z,0,64,707
20190707T06Z,0,44,748
20190707T05Z,0,54,792
20190707T04Z,0,38,852
20190707T03Z,0,87,1057
20190707T02Z,0,170,873
20190707T01Z,0,102,883
20190707T00Z,0,28,913
20190706T23Z,0,8,895
20190706T22Z,0,31,817
20190706T21Z,0,154,693
20190706T20Z,0,159,663
20190706T19Z,0,132,650
20190706T18Z,0,80,646
20190706T17Z,0,37,604
20190706T16Z,0,26,531
20190706T15Z,0,81,465
20190706T14Z,0,71,522
20190706T13Z,0,153,591
20190706T12Z,0,125,706
20190706T11Z,0,97,782
20190706T10Z,0,149,782
20190706T09Z,0,52,775
20190706T08Z,0,50,760
20190706T07Z,0,47,747
20190706T06Z,0,82,631
20190706T05Z,0,77,560
20190706T04Z,0,153,530
20190706T03Z,0,178,571
20190706T02Z,0,110,650
20190706T01Z,0,32,712
20190706T00Z,0,30,585
20190705T23Z,0,69,444
20190705T22Z,0,23,338
20190705T21Z,0,106,223
20190705T20Z,0,142,166
20190705T19Z,0,159,164
20190705T18Z,0,183,201
20190705T17Z,0,85,343
20190705T16Z,0,88,292
20190705T15Z,0,84,253
20190705T14Z,0,75,224
20190705T13Z,0,173,236
20190705T12Z,0,45,298
20190705T11Z,0,96,282
20190705T10Z,0,78,245
20190705T09Z,0,114,325
20190705T08Z,0,182,426
20190705T07Z,0,159,550
20190705T06Z,0,82,588
20190705T05Z,0,76,593
20190705T04Z,0,76,647
20190705T03Z,0,86,683
