,solar,hydro,wind
20181210T18Z,0,0,227
20181210T17Z,0,0,191
20181210T16Z,0,0,165
20181210T15Z,0,0,165
20181210T14Z,0,0,144
20181210T13Z,0,0,135
20181210T12Z,0,0,125
20181210T11Z,0,0,84
20181210T10Z,0,0,73
20181210T09Z,0,0,29
20181210T08Z,0,0,-4
20181210T07Z,0,0,-5
20181210T06Z,0,0,-6
20181210T05Z,0,0,-7
20181210T04Z,0,0,-6
20181210T03Z,0,0,-8
20181210T02Z,0,0,-4
20181210T01Z,0,0,-6
20181210T00Z,0,0,-5
20181209T23Z,0,0,-6
20181209T22Z,0,0,-7
20181209T21Z,0,0,-5
20181209T20Z,0,0,-5
20181209T19Z,0,0,-2
20181209T18Z,0,0,-6
20181209T17Z,0,0,-7
20181209T16Z,0,0,-6
20181209T15Z,0,0,-7
20181209T14Z,0,0,-4
20181209T13Z,0,0,2
20181209T12Z,0,0,4
20181209T11Z,0,0,8
20181209T10Z,0,0,17
20181209T09Z,0,0,24
20181209T08Z,0,0,20
20181209T07Z,0,0,24
20181209T06Z,0,0,59
20181209T05Z,0,0,71
20181209T04Z,0,0,53
20181209T03Z,0,0,65
20181209T02Z,0,0,67
20181209T01Z,0,0,56
20181209T00Z,0,0,19
20181208T23Z,0,0,5
20181208T22Z,0,0,-4
20181208T21Z,0,0,-2
20181208T20Z,0,0,-4
20181208T19Z,0,0,-5
20181208T18Z,0,0,-7
20181208T17Z,0,0,-7
20181208T16Z,0,0,-7
20181208T15Z,0,0,-5
20181208T14Z,0,0,-8
20181208T13Z,0,0,-8
20181208T12Z,0,0,-6
20181208T11Z,0,0,-6
20181208T10Z,0,0,-7
20181208T09Z,0,0,-4
20181208T08Z,0,0,-5
20181208T07Z,0,0,-3
20181208T06Z,0,0,0
20181208T05Z,0,0,11
20181208T04Z,0,0,34
20181208T03Z,0,0,34
20181208T02Z,0,0,44
20181208T01Z,0,0,44
20181208T00Z,0,0,44
20181207T23Z,0,0,33
20181207T22Z,0,0,12
20181207T21Z,0,0,-4
20181207T20Z,0,0,-3
20181207T19Z,0,0,-5
20181207T18Z,0,0,0
20181207T17Z,0,0,4
20181207T16Z,0,0,3
20181207T15Z,0,0,-2
20181207T14Z,0,0,-3
20181207T13Z,0,0,-6
20181207T12Z,0,0,-6
20181207T11Z,0,0,-4
20181207T10Z,0,0,-2
20181207T09Z,0,0,0
20181207T08Z,0,0,4
20181207T07Z,0,0,9
20181207T06Z,0,0,13
20181207T05Z,0,0,25
20181207T04Z,0,0,28
20181207T03Z,0,0,45
20181207T02Z,0,0,69
20181207T01Z,0,0,96
20181207T00Z,0,0,93
20181206T23Z,0,0,48
20181206T22Z,0,0,14
20181206T21Z,0,0,10
20181206T20Z,0,0,12
20181206T19Z,0,0,7
20181206T18Z,0,0,-3
20181206T17Z,0,0,-7
20181206T16Z,0,0,-5
20181206T15Z,0,0,-5
20181206T14Z,0,0,-6
20181206T13Z,0,0,-7
20181206T12Z,0,0,-7
20181206T11Z,0,0,-4
20181206T10Z,0,0,5
20181206T09Z,0,0,17
20181206T08Z,0,0,3
20181206T07Z,0,0,7
20181206T06Z,0,0,19
20181206T05Z,0,0,43
20181206T04Z,0,0,83
20181206T03Z,0,0,102
20181206T02Z,0,0,93
20181206T01Z,0,0,102
20181206T00Z,0,0,91
20181205T23Z,0,0,66
20181205T22Z,0,0,69
20181205T21Z,0,0,84
20181205T20Z,0,0,80
20181205T19Z,0,0,81
20181205T18Z,0,0,79
20181205T17Z,0,0,82
20181205T16Z,0,0,75
20181205T15Z,0,0,46
20181205T14Z,0,0,47
20181205T13Z,0,0,84
20181205T12Z,0,0,122
20181205T11Z,0,0,119
20181205T10Z,0,0,81
20181205T09Z,0,0,64
20181205T08Z,0,0,54
20181205T07Z,0,0,46
20181205T06Z,0,0,51
20181205T05Z,0,0,95
20181205T04Z,0,0,130
20181205T03Z,0,0,184
20181205T02Z,0,0,189
20181205T01Z,0,0,147
20181205T00Z,0,0,107
20181204T23Z,0,0,124
20181204T22Z,0,0,134
20181204T21Z,0,0,57
20181204T20Z,0,0,55
20181204T19Z,0,0,44
20181204T18Z,0,0,35
20181204T17Z,0,0,43
20181204T16Z,0,0,46
20181204T15Z,0,0,21
20181204T14Z,0,0,21
20181204T13Z,0,0,25
20181204T12Z,0,0,45
20181204T11Z,0,0,77
20181204T10Z,0,0,98
20181204T09Z,0,0,73
20181204T08Z,0,0,63
20181204T07Z,0,0,79
20181204T06Z,0,0,99
20181204T05Z,0,0,109
20181204T04Z,0,0,84
20181204T03Z,0,0,41
20181204T02Z,0,0,39
20181204T01Z,0,0,41
20181204T00Z,0,0,30
20181203T23Z,0,0,5
20181203T22Z,0,0,0
20181203T21Z,0,0,-4
20181203T20Z,0,0,-6
20181203T19Z,0,0,-5
20181203T18Z,0,0,-5
20181203T17Z,0,0,-6
20181203T16Z,0,0,-6
20181203T15Z,0,0,-6
20181203T14Z,0,0,-6
20181203T13Z,0,0,-5
20181203T12Z,0,0,-5
20181203T11Z,0,0,-6
20181203T10Z,0,0,-4
20181203T09Z,0,0,-7
20181203T08Z,0,0,-4
20181203T07Z,0,0,-7
20181203T06Z,0,0,-4
20181203T05Z,0,0,-6
20181203T04Z,0,0,-5
20181203T03Z,0,0,-5
20181203T02Z,0,0,-6
20181203T01Z,0,0,-3
20181203T00Z,0,0,-5
20181202T23Z,0,0,-3
20181202T22Z,0,0,-5
20181202T21Z,0,0,-5
20181202T20Z,0,0,-4
20181202T19Z,0,0,-1
20181202T18Z,0,0,4
20181202T17Z,0,0,40
20181202T16Z,0,0,42
20181202T15Z,0,0,42
20181202T14Z,0,0,62
20181202T13Z,0,0,71
20181202T12Z,0,0,69
20181202T11Z,0,0,43
20181202T10Z,0,0,53
20181202T09Z,0,0,48
20181202T08Z,0,0,42
20181202T07Z,0,0,45
20181202T06Z,0,0,46
20181202T05Z,0,0,29
20181202T04Z,0,0,22
20181202T03Z,0,0,11
20181202T02Z,0,0,6
20181202T01Z,0,0,-4
20181202T00Z,0,0,-5
20181201T23Z,0,0,-3
20181201T22Z,0,0,-6
20181201T21Z,0,0,-5
20181201T20Z,0,0,-7
20181201T19Z,0,0,-2
20181201T18Z,0,0,5
20181201T17Z,0,0,55
20181201T16Z,0,0,67
20181201T15Z,0,0,35
20181201T14Z,0,0,21
20181201T13Z,0,0,47
20181201T12Z,0,0,69
20181201T11Z,0,0,88
20181201T10Z,0,0,118
20181201T09Z,0,0,185
20181201T08Z,0,0,160
20181201T07Z,0,0,146
20181201T06Z,0,0,100
20181201T05Z,0,0,63
20181201T04Z,0,0,105
20181201T03Z,0,0,82
20181201T02Z,0,0,57
20181201T01Z,0,0,75
20181201T00Z,0,0,167
20181130T23Z,0,0,314
20181130T22Z,0,0,905
20181130T21Z,0,0,21667
20181130T20Z,0,0,354
20181130T19Z,0,0,265
20181130T18Z,0,0,371
20181130T17Z,0,0,397
20181130T16Z,0,0,385
20181130T15Z,0,0,513
20181130T14Z,0,0,326
20181130T13Z,0,0,190
20181130T12Z,0,0,133
20181130T11Z,0,0,110
20181130T10Z,0,0,106
20181130T09Z,0,0,52
20181130T08Z,0,0,27
20181130T07Z,0,0,-6
20181130T06Z,0,0,-5
20181130T05Z,0,0,-3
20181130T04Z,0,0,-5
20181130T03Z,0,0,-2
20181130T02Z,0,0,13
20181130T01Z,0,0,20
20181130T00Z,0,0,14
20181129T23Z,0,0,25
20181129T22Z,0,0,57
20181129T21Z,0,0,74
20181129T20Z,0,0,82
20181129T19Z,0,0,0
20181129T18Z,0,0,0
20181129T17Z,0,0,0
20181129T16Z,0,0,0
20181129T15Z,0,0,0
20181129T14Z,0,0,4
20181129T13Z,0,0,-4
20181129T12Z,0,0,-5
20181129T11Z,0,0,-3
20181129T10Z,0,0,-6
20181129T09Z,0,0,0
20181129T08Z,0,0,4
20181129T07Z,0,0,0
20181129T06Z,0,0,-3
20181129T05Z,0,0,-5
20181129T04Z,0,0,-2
20181129T03Z,0,0,-5
20181129T02Z,0,0,-2
20181129T01Z,0,0,1
20181129T00Z,0,0,17
20181128T23Z,0,0,84
20181128T22Z,0,0,53
20181128T21Z,0,0,15
20181128T20Z,0,0,59
20181128T19Z,0,0,15
20181128T18Z,0,0,33
20181128T17Z,0,0,32
20181128T16Z,0,0,102
20181128T15Z,0,0,211
20181128T14Z,0,0,291
20181128T13Z,0,0,368
20181128T12Z,0,0,329
20181128T11Z,0,0,385
20181128T10Z,0,0,417
20181128T09Z,0,0,376
20181128T08Z,0,0,409
20181128T07Z,0,0,503
20181128T06Z,0,0,379
20181128T05Z,0,0,463
20181128T04Z,0,0,491
20181128T03Z,0,0,482
20181128T02Z,0,0,431
20181128T01Z,0,0,290
20181128T00Z,0,0,248
20181127T23Z,0,0,230
20181127T22Z,0,0,245
20181127T21Z,0,0,296
20181127T20Z,0,0,345
20181127T19Z,0,0,305
20181127T18Z,0,0,238
20181127T17Z,0,0,125
20181127T16Z,0,0,45
20181127T15Z,0,0,23
20181127T14Z,0,0,41
20181127T13Z,0,0,56
20181127T12Z,0,0,22
20181127T11Z,0,0,23
20181127T10Z,0,0,22
20181127T09Z,0,0,9
20181127T08Z,0,0,3
20181127T07Z,0,0,1
20181127T06Z,0,0,9
20181127T05Z,0,0,8
20181127T04Z,0,0,2
20181127T03Z,0,0,-4
20181127T02Z,0,0,1
20181127T01Z,0,0,-3
20181127T00Z,0,0,0
20181126T23Z,0,0,-4
20181126T22Z,0,0,0
20181126T21Z,0,0,6
20181126T20Z,0,0,1
20181126T19Z,0,0,-5
20181126T18Z,0,0,-5
20181126T17Z,0,0,-4
20181126T16Z,0,0,-6
20181126T15Z,0,0,-3
20181126T14Z,0,0,-6
20181126T13Z,0,0,-5
20181126T12Z,0,0,-5
20181126T11Z,0,0,-4
20181126T10Z,0,0,-6
20181126T09Z,0,0,-4
20181126T08Z,0,0,-6
20181126T07Z,0,0,-6
20181126T06Z,0,0,-2
20181126T05Z,0,0,6
20181126T04Z,0,0,8
20181126T03Z,0,0,8
20181126T02Z,0,0,14
20181126T01Z,0,0,12
20181126T00Z,0,0,-4
20181125T23Z,0,0,-2
20181125T22Z,0,0,-4
20181125T21Z,0,0,-7
20181125T20Z,0,0,-3
20181125T19Z,0,0,-11
20181125T18Z,0,0,-3
20181125T17Z,0,0,-5
20181125T16Z,0,0,-4
20181125T15Z,0,0,-4
20181125T14Z,0,0,-4
20181125T13Z,0,0,-5
20181125T12Z,0,0,-3
20181125T11Z,0,0,-5
20181125T10Z,0,0,-3
20181125T09Z,0,0,-6
20181125T08Z,0,0,-2
20181125T07Z,0,0,-5
20181125T06Z,0,0,-1
20181125T05Z,0,0,1
20181125T04Z,0,0,7
20181125T03Z,0,0,14
20181125T02Z,0,0,32
20181125T01Z,0,0,17
20181125T00Z,0,0,13
20181124T23Z,0,0,0
20181124T22Z,0,0,35
20181124T21Z,0,0,130
20181124T20Z,0,0,147
20181124T19Z,0,0,177
20181124T18Z,0,0,267
20181124T17Z,0,0,404
20181124T16Z,0,0,474
20181124T15Z,0,0,477
20181124T14Z,0,0,470
20181124T13Z,0,0,527
20181124T12Z,0,0,516
20181124T11Z,0,0,545
20181124T10Z,0,0,605
20181124T09Z,0,0,576
20181124T08Z,0,0,665
20181124T07Z,0,0,757
20181124T06Z,0,0,850
20181124T05Z,0,0,805
20181124T04Z,0,0,735
20181124T03Z,0,0,718
20181124T02Z,0,0,769
20181124T01Z,0,0,619
20181124T00Z,0,0,205
20181123T23Z,0,0,76
20181123T22Z,0,0,1
20181123T21Z,0,0,2
20181123T20Z,0,0,5
20181123T19Z,0,0,8
20181123T18Z,0,0,36
20181123T17Z,0,0,138
20181123T16Z,0,0,247
20181123T15Z,0,0,425
20181123T14Z,0,0,543
20181123T13Z,0,0,551
20181123T12Z,0,0,511
20181123T11Z,0,0,700
20181123T10Z,0,0,705
20181123T09Z,0,0,761
20181123T08Z,0,0,712
20181123T07Z,0,0,707
20181123T06Z,0,0,606
20181123T05Z,0,0,657
20181123T04Z,0,0,687
20181123T03Z,0,0,754
20181123T02Z,0,0,434
20181123T01Z,0,0,116
20181123T00Z,0,0,70
20181122T23Z,0,0,83
20181122T22Z,0,0,11
20181122T21Z,0,0,9
20181122T20Z,0,0,4
20181122T19Z,0,0,23
20181122T18Z,0,0,57
20181122T17Z,0,0,118
20181122T16Z,0,0,127
20181122T15Z,0,0,114
20181122T14Z,0,0,48
20181122T13Z,0,0,63
20181122T12Z,0,0,101
20181122T11Z,0,0,11
20181122T10Z,0,0,7
20181122T09Z,0,0,6
20181122T08Z,0,0,-4
20181122T07Z,0,0,1
20181122T06Z,0,0,14
20181122T05Z,0,0,26
20181122T04Z,0,0,-1
20181122T03Z,0,0,0
20181122T02Z,0,0,-2
20181122T01Z,0,0,-5
20181122T00Z,0,0,-5
20181121T23Z,0,0,-7
20181121T22Z,0,0,-6
20181121T21Z,0,0,-7
20181121T20Z,0,0,-6
20181121T19Z,0,0,-6
20181121T18Z,0,0,-7
20181121T17Z,0,0,-6
20181121T16Z,0,0,-5
20181121T15Z,0,0,-5
20181121T14Z,0,0,0
20181121T13Z,0,0,10
20181121T12Z,0,0,12
20181121T11Z,0,0,6
20181121T10Z,0,0,8
20181121T09Z,0,0,18
20181121T08Z,0,0,24
20181121T07Z,0,0,20
20181121T06Z,0,0,41
20181121T05Z,0,0,51
20181121T04Z,0,0,46
20181121T03Z,0,0,22
20181121T02Z,0,0,4
20181121T01Z,0,0,11
20181121T00Z,0,0,2
20181120T23Z,0,0,-6
20181120T22Z,0,0,-7
20181120T21Z,0,0,-7
20181120T20Z,0,0,-4
20181120T19Z,0,0,-6
20181120T18Z,0,0,-7
20181120T17Z,0,0,-3
20181120T16Z,0,0,-1
20181120T15Z,0,0,3
20181120T14Z,0,0,2
20181120T13Z,0,0,4
20181120T12Z,0,0,-3
20181120T11Z,0,0,-2
20181120T10Z,0,0,-2
20181120T09Z,0,0,2
20181120T08Z,0,0,9
20181120T07Z,0,0,8
20181120T06Z,0,0,18
20181120T05Z,0,0,18
20181120T04Z,0,0,29
20181120T03Z,0,0,23
20181120T02Z,0,0,27
20181120T01Z,0,0,27
20181120T00Z,0,0,11
20181119T23Z,0,0,-4
20181119T22Z,0,0,-6
20181119T21Z,0,0,-3
20181119T20Z,0,0,-7
20181119T19Z,0,0,1
20181119T18Z,0,0,0
20181119T17Z,0,0,4
20181119T16Z,0,0,1
20181119T15Z,0,0,-5
20181119T14Z,0,0,-6
20181119T13Z,0,0,-5
20181119T12Z,0,0,-5
20181119T11Z,0,0,-4
20181119T10Z,0,0,2
20181119T09Z,0,0,20
20181119T08Z,0,0,38
20181119T07Z,0,0,22
20181119T06Z,0,0,18
20181119T05Z,0,0,24
20181119T04Z,0,0,24
20181119T03Z,0,0,27
20181119T02Z,0,0,17
20181119T01Z,0,0,4
20181119T00Z,0,0,10
20181118T23Z,0,0,8
20181118T22Z,0,0,6
20181118T21Z,0,0,-3
20181118T20Z,0,0,-5
20181118T19Z,0,0,-4
20181118T18Z,0,0,4
20181118T17Z,0,0,11
20181118T16Z,0,0,17
20181118T15Z,0,0,9
20181118T14Z,0,0,14
20181118T13Z,0,0,25
20181118T12Z,0,0,42
20181118T11Z,0,0,51
20181118T10Z,0,0,57
20181118T09Z,0,0,66
20181118T08Z,0,0,81
20181118T07Z,0,0,111
20181118T06Z,0,0,130
20181118T05Z,0,0,136
20181118T04Z,0,0,127
20181118T03Z,0,0,121
20181118T02Z,0,0,144
20181118T01Z,0,0,176
20181118T00Z,0,0,8989
20181117T23Z,0,0,214
20181117T22Z,0,0,154
20181117T21Z,0,0,126
20181117T20Z,0,0,102
20181117T19Z,0,0,67
20181117T18Z,0,0,76
20181117T17Z,0,0,91
20181117T16Z,0,0,121
20181117T15Z,0,0,117
20181117T14Z,0,0,111
20181117T13Z,0,0,142
20181117T12Z,0,0,190
20181117T11Z,0,0,229
20181117T10Z,0,0,219
20181117T09Z,0,0,183
20181117T08Z,0,0,174
20181117T07Z,0,0,197
20181117T06Z,0,0,211
20181117T05Z,0,0,133
20181117T04Z,0,0,91
20181117T03Z,0,0,89
20181117T02Z,0,0,71
20181117T01Z,0,0,65
20181117T00Z,0,0,54
20181116T23Z,0,0,28
20181116T22Z,0,0,22
20181116T21Z,0,0,34
20181116T20Z,0,0,39
20181116T19Z,0,0,35
20181116T18Z,0,0,17
20181116T17Z,0,0,44
20181116T16Z,0,0,147
20181116T15Z,0,0,164
20181116T14Z,0,0,146
20181116T13Z,0,0,208
20181116T12Z,0,0,242
20181116T11Z,0,0,306
20181116T10Z,0,0,406
20181116T09Z,0,0,347
20181116T08Z,0,0,263
20181116T07Z,0,0,207
20181116T06Z,0,0,131
20181116T05Z,0,0,107
20181116T04Z,0,0,116
20181116T03Z,0,0,77
20181116T02Z,0,0,26392
20181116T01Z,0,0,48
20181116T00Z,0,0,46
20181115T23Z,0,0,55
20181115T22Z,0,0,82
20181115T21Z,0,0,63
20181115T20Z,0,0,28
20181115T19Z,0,0,0
20181115T18Z,0,0,0
20181115T17Z,0,0,-5
20181115T16Z,0,0,0
20181115T15Z,0,0,7
20181115T14Z,0,0,22
20181115T13Z,0,0,30
20181115T12Z,0,0,39
20181115T11Z,0,0,105
20181115T10Z,0,0,151
20181115T09Z,0,0,128
20181115T08Z,0,0,172
20181115T07Z,0,0,201
20181115T06Z,0,0,248
20181115T05Z,0,0,283
20181115T04Z,0,0,314
20181115T03Z,0,0,5587
20181115T02Z,0,0,501
20181115T01Z,0,0,551
20181115T00Z,0,0,552
20181114T23Z,0,0,549
20181114T22Z,0,0,491
20181114T21Z,0,0,401
20181114T20Z,0,0,366
20181114T19Z,0,0,369
20181114T18Z,0,0,352
20181114T17Z,0,0,291
20181114T16Z,0,0,250
20181114T15Z,0,0,174
20181114T14Z,0,0,98
20181114T13Z,0,0,55
20181114T12Z,0,0,51
20181114T11Z,0,0,68
20181114T10Z,0,0,61
20181114T09Z,0,0,47
20181114T08Z,0,0,43
20181114T07Z,0,0,26
20181114T06Z,0,0,0
20181114T05Z,0,0,-6
20181114T04Z,0,0,-8
20181114T03Z,0,0,-5
20181114T02Z,0,0,-5
20181114T01Z,0,0,-6
20181114T00Z,0,0,-6
20181113T23Z,0,0,-6
20181113T22Z,0,0,-6
20181113T21Z,0,0,-5
20181113T20Z,0,0,-8
20181113T19Z,0,0,-7
20181113T18Z,0,0,134391
20181113T17Z,0,0,-6
20181113T16Z,0,0,-8
20181113T15Z,0,0,-4
20181113T14Z,0,0,-6
20181113T13Z,0,0,-6
20181113T12Z,0,0,-4
20181113T11Z,0,0,-6
20181113T10Z,0,0,-8
20181113T09Z,0,0,-5
20181113T08Z,0,0,2
20181113T07Z,0,0,3
20181113T06Z,0,0,1
20181113T05Z,0,0,-1
20181113T04Z,0,0,-4
20181113T03Z,0,0,-7
20181113T02Z,0,0,-2
20181113T01Z,0,0,-1
20181113T00Z,0,0,-4
20181112T23Z,0,0,-5
20181112T22Z,0,0,-7
20181112T21Z,0,0,-7
20181112T20Z,0,0,-7
20181112T19Z,0,0,-4
20181112T18Z,0,0,-5
20181112T17Z,0,0,-2
20181112T16Z,0,0,6
20181112T15Z,0,0,4
20181112T14Z,0,0,5
20181112T13Z,0,0,13
20181112T12Z,0,0,13
20181112T11Z,0,0,20
20181112T10Z,0,0,31
20181112T09Z,0,0,31
20181112T08Z,0,0,46
20181112T07Z,0,0,31
20181112T06Z,0,0,56
20181112T05Z,0,0,68
20181112T04Z,0,0,86
20181112T03Z,0,0,91
20181112T02Z,0,0,76
20181112T01Z,0,0,61
20181112T00Z,0,0,51
20181111T23Z,0,0,42
20181111T22Z,0,0,31
20181111T21Z,0,0,10
20181111T20Z,0,0,-3
20181111T19Z,0,0,-5
20181111T18Z,0,0,-4
20181111T17Z,0,0,1
20181111T16Z,0,0,2
20181111T15Z,0,0,-4
20181111T14Z,0,0,-5
20181111T13Z,0,0,-4
20181111T12Z,0,0,-4
20181111T11Z,0,0,-6
20181111T10Z,0,0,-4
20181111T09Z,0,0,-4
20181111T08Z,0,0,-6
20181111T07Z,0,0,-2
20181111T06Z,0,0,-6
20181111T05Z,0,0,-3
20181111T04Z,0,0,-4
20181111T03Z,0,0,-1
20181111T02Z,0,0,-2
20181111T01Z,0,0,1
20181111T00Z,0,0,1
20181110T23Z,0,0,2
20181110T22Z,0,0,0
20181110T21Z,0,0,-2
20181110T20Z,0,0,-3
20181110T19Z,0,0,8
20181110T18Z,0,0,13
20181110T17Z,0,0,8
20181110T16Z,0,0,27
20181110T15Z,0,0,54
20181110T14Z,0,0,24
20181110T13Z,0,0,2
20181110T12Z,0,0,-4
20181110T11Z,0,0,6
20181110T10Z,0,0,7
20181110T09Z,0,0,0
20181110T08Z,0,0,-5
20181110T07Z,0,0,18
20181110T06Z,0,0,118
20181110T05Z,0,0,81
20181110T04Z,0,0,127
20181110T03Z,0,0,181
20181110T02Z,0,0,220
20181110T01Z,0,0,219
20181110T00Z,0,0,187
20181109T23Z,0,0,282
20181109T22Z,0,0,294
20181109T21Z,0,0,288
20181109T20Z,0,0,325
20181109T19Z,0,0,303
20181109T18Z,0,0,238
20181109T17Z,0,0,130
20181109T16Z,0,0,71
20181109T15Z,0,0,23
20181109T14Z,0,0,10
20181109T13Z,0,0,9
20181109T12Z,0,0,-4
20181109T11Z,0,0,-4
20181109T10Z,0,0,-4
20181109T09Z,0,0,-5
20181109T08Z,0,0,-4
20181109T07Z,0,0,-4
20181109T06Z,0,0,-4
20181109T05Z,0,0,-4
20181109T04Z,0,0,-2
20181109T03Z,0,0,0
20181109T02Z,0,0,3
20181109T01Z,0,0,5
20181109T00Z,0,0,8
20181108T23Z,0,0,16
20181108T22Z,0,0,31
20181108T21Z,0,0,27
20181108T20Z,0,0,10
20181108T19Z,0,0,-3
20181108T18Z,0,0,-5
20181108T17Z,0,0,-5
20181108T16Z,0,0,-3
20181108T15Z,0,0,-6
20181108T14Z,0,0,-4
20181108T13Z,0,0,-2
20181108T12Z,0,0,-6
20181108T11Z,0,0,0
20181108T10Z,0,0,-1
20181108T09Z,0,0,2
20181108T08Z,0,0,-2
20181108T07Z,0,0,-2
20181108T06Z,0,0,-6
20181108T05Z,0,0,-2
20181108T04Z,0,0,-2
20181108T03Z,0,0,-5
20181108T02Z,0,0,-4
20181108T01Z,0,0,-2
20181108T00Z,0,0,-2
20181107T23Z,0,0,-5
20181107T22Z,0,0,-2
20181107T21Z,0,0,-1
20181107T20Z,0,0,1
20181107T19Z,0,0,0
20181107T18Z,0,0,26
20181107T17Z,0,0,80
20181107T16Z,0,0,125
20181107T15Z,0,0,77
20181107T14Z,0,0,103
20181107T13Z,0,0,130
20181107T12Z,0,0,175
20181107T11Z,0,0,246
20181107T10Z,0,0,203
20181107T09Z,0,0,203
20181107T08Z,0,0,317
20181107T07Z,0,0,390
20181107T06Z,0,0,496
20181107T05Z,0,0,496
20181107T04Z,0,0,456
20181107T03Z,0,0,484
20181107T02Z,0,0,589
20181107T01Z,0,0,655
20181107T00Z,0,0,645
20181106T23Z,0,0,572
20181106T22Z,0,0,497
20181106T21Z,0,0,423
20181106T20Z,0,0,464
20181106T19Z,0,0,446
20181106T18Z,0,0,422
20181106T17Z,0,0,483
20181106T16Z,0,0,541
20181106T15Z,0,0,595
20181106T14Z,0,0,517
20181106T13Z,0,0,469
20181106T12Z,0,0,532
20181106T11Z,0,0,508
20181106T10Z,0,0,592
20181106T09Z,0,0,665
20181106T08Z,0,0,578
20181106T07Z,0,0,560
20181106T06Z,0,0,655
20181106T05Z,0,0,713
20181106T04Z,0,0,731
20181106T03Z,0,0,875
20181106T02Z,0,0,787
20181106T01Z,0,0,743
20181106T00Z,0,0,702
20181105T23Z,0,0,780
20181105T22Z,0,0,806
20181105T21Z,0,0,805
20181105T20Z,0,0,770
20181105T19Z,0,0,728
20181105T18Z,0,0,765
20181105T17Z,0,0,619
20181105T16Z,0,0,535
20181105T15Z,0,0,501
20181105T14Z,0,0,399
20181105T13Z,0,0,490
20181105T12Z,0,0,507
20181105T11Z,0,0,476
20181105T10Z,0,0,497
20181105T09Z,0,0,515
20181105T08Z,0,0,515
20181105T07Z,0,0,567
20181105T06Z,0,0,567
20181105T05Z,0,0,691
20181105T04Z,0,0,673
20181105T03Z,0,0,698
20181105T02Z,0,0,769
20181105T01Z,0,0,772
20181105T00Z,0,0,716
20181104T23Z,0,0,779
20181104T22Z,0,0,801
20181104T21Z,0,0,829
20181104T20Z,0,0,863
20181104T19Z,0,0,769
20181104T18Z,0,0,757
20181104T17Z,0,0,869
20181104T16Z,0,0,829
20181104T15Z,0,0,755
20181104T14Z,0,0,717
20181104T13Z,0,0,616
20181104T12Z,0,0,653
20181104T11Z,0,0,410
20181104T10Z,0,0,475
20181104T09Z,0,0,483
20181104T08Z,0,0,510
20181104T07Z,0,0,455
20181104T06Z,0,0,474
20181104T05Z,0,0,537
20181104T04Z,0,0,546
20181104T03Z,0,0,475
20181104T02Z,0,0,321
20181104T01Z,0,0,239
20181104T00Z,0,0,201
20181103T23Z,0,0,203
20181103T22Z,0,0,162
20181103T21Z,0,0,245
20181103T20Z,0,0,475
20181103T19Z,0,0,428
20181103T18Z,0,0,380
20181103T17Z,0,0,407
20181103T16Z,0,0,493
20181103T15Z,0,0,517
20181103T14Z,0,0,617
20181103T13Z,0,0,585
20181103T12Z,0,0,508
20181103T11Z,0,0,555
20181103T10Z,0,0,578
20181103T09Z,0,0,560
20181103T08Z,0,0,597
20181103T07Z,0,0,705
20181103T06Z,0,0,643
20181103T05Z,0,0,779
20181103T04Z,0,0,835
20181103T03Z,0,0,824
20181103T02Z,0,0,792
20181103T01Z,0,0,756
20181103T00Z,0,0,748
20181102T23Z,0,0,821
20181102T22Z,0,0,766
20181102T21Z,0,0,805
20181102T20Z,0,0,834
20181102T19Z,0,0,918
20181102T18Z,0,0,914
20181102T17Z,0,0,839
20181102T16Z,0,0,825
20181102T15Z,0,0,773
20181102T14Z,0,0,721
20181102T13Z,0,0,710
20181102T12Z,0,0,644
20181102T11Z,0,0,735
20181102T10Z,0,0,701
20181102T09Z,0,0,692
20181102T08Z,0,0,672
20181102T07Z,0,0,769
20181102T06Z,0,0,754
20181102T05Z,0,0,745
20181102T04Z,0,0,698
20181102T03Z,0,0,693
20181102T02Z,0,0,705
20181102T01Z,0,0,781
20181102T00Z,0,0,808
20181101T23Z,0,0,714
20181101T22Z,0,0,640
20181101T21Z,0,0,565
20181101T20Z,0,0,562
20181101T19Z,0,0,580
20181101T18Z,0,0,556
20181101T17Z,0,0,551
20181101T16Z,0,0,604
20181101T15Z,0,0,598
20181101T14Z,0,0,503
20181101T13Z,0,0,472
20181101T12Z,0,0,445
20181101T11Z,0,0,570
20181101T10Z,0,0,682
20181101T09Z,0,0,661
20181101T08Z,0,0,608
20181101T07Z,0,0,644
20181101T06Z,0,0,705
20181101T05Z,0,0,719
20181101T04Z,0,0,697
20181101T03Z,0,0,676
20181101T02Z,0,0,672
20181101T01Z,0,0,684
20181101T00Z,0,0,670
20181031T23Z,0,0,763
20181031T22Z,0,0,711
20181031T21Z,0,0,687
20181031T20Z,0,0,658
20181031T19Z,0,0,545
20181031T18Z,0,0,651
20181031T17Z,0,0,671
20181031T16Z,0,0,592
20181031T15Z,0,0,547
20181031T14Z,0,0,451
20181031T13Z,0,0,301
20181031T12Z,0,0,244
20181031T11Z,0,0,125
20181031T10Z,0,0,47
20181031T09Z,0,0,21
20181031T08Z,0,0,65
20181031T07Z,0,0,68
20181031T06Z,0,0,52
20181031T05Z,0,0,44
20181031T04Z,0,0,49
20181031T03Z,0,0,49
20181031T02Z,0,0,55
20181031T01Z,0,0,86
20181031T00Z,0,0,116
20181030T23Z,0,0,126
