,coal,natural gas,solar,wind
20191121T18-07,715,239.0,0.0,26.0
20191121T17-07,679,199.0,4.0,18.0
20191121T16-07,680,150.0,19.0,23.0
20191121T15-07,679,70.0,65.0,28.0
20191121T14-07,620,77.0,81.0,43.0
20191121T13-07,620,-21.0,141.0,66.0
20191121T12-07,595,-22.0,119.0,71.0
20191121T11-07,630,37.0,56.0,63.0
20191121T10-07,630,36.0,113.0,19.0
20191121T09-07,609,151.0,65.0,10.0
20191121T08-07,645,174.0,9.0,49.0
20191121T07-07,644,150.0,0.0,79.0
20191121T06-07,575,174.0,0.0,42.0
20191121T05-07,575,73.0,0.0,63.0
20191121T04-07,575,49.0,0.0,53.0
20191121T03-07,635,0.0,0.0,31.0
20191121T02-07,634,6.0,0.0,35.0
20191121T01-07,635,23.0,0.0,37.0
20191121T00-07,575,68.0,0.0,75.0
20191120T23-07,575,115.0,0.0,75.0
20191120T22-07,575,212.0,0.0,59.0
20191120T21-07,655,220.0,0.0,30.0
20191120T20-07,715,203.0,0.0,26.0
20191120T19-07,714,240.0,0.0,20.0
20191120T18-07,714,215.0,0.0,58.0
20191120T17-07,644,198.0,4.0,57.0
20191120T16-07,645,103.0,38.0,70.0
20191120T15-07,615,121.0,56.0,58.0
20191120T14-07,595,154.0,55.0,78.0
20191120T13-07,595,111.0,61.0,65.0
20191120T12-07,594,110.0,63.0,78.0
20191120T11-07,595,56.0,101.0,61.0
20191120T10-07,595,185.0,50.0,48.0
20191120T09-07,595,220.0,20.0,51.0
20191120T08-07,595,210.0,6.0,43.0
20191120T07-07,635,161.0,0.0,53.0
20191120T06-07,635,89.0,0.0,49.0
20191120T05-07,604,58.0,0.0,42.0
20191120T04-07,604,37.0,0.0,24.0
20191120T03-07,605,45.0,0.0,10.0
20191120T02-07,605,55.0,0.0,9.0
20191120T01-07,605,42.0,0.0,38.0
20191120T00-07,635,77.0,0.0,6.0
20191119T23-07,635,142.0,0.0,-1.0
20191119T22-07,714,109.0,0.0,21.0
20191119T21-07,715,191.0,0.0,6.0
20191119T20-07,678,244.0,0.0,22.0
20191119T19-07,699,239.0,0.0,31.0
20191119T18-07,725,202.0,0.0,64.0
20191119T17-07,635,255.0,2.0,56.0
20191119T16-07,684,209.0,8.0,28.0
20191119T15-07,684,205.0,8.0,30.0
20191119T14-07,685,245.0,12.0,22.0
20191119T13-07,681,258.0,13.0,38.0
20191119T12-07,623,250.0,39.0,21.0
20191119T11-07,574,140.0,114.0,32.0
20191119T10-07,574,115.0,98.0,5.0
20191119T09-07,575,201.0,66.0,2.0
20191119T08-07,694,137.0,19.0,3.0
20191119T07-07,694,158.0,0.0,3.0
20191119T06-07,694,80.0,0.0,2.0
20191119T05-07,644,65.0,0.0,3.0
20191119T04-07,596,78.0,0.0,-1.0
20191119T03-07,595,67.0,0.0,0.0
20191119T02-07,595,72.0,0.0,0.0
20191119T01-07,719,-31.0,0.0,0.0
20191119T00-07,719,0.0,0.0,2.0
20191118T23-07,720,53.0,0.0,0.0
20191118T22-07,724,133.0,0.0,0.0
20191118T21-07,714,216.0,0.0,5.0
20191118T20-07,655,325.0,0.0,8.0
20191118T19-07,715,308.0,0.0,7.0
20191118T18-07,714,351.0,0.0,3.0
20191118T17-07,714,299.0,5.0,4.0
20191118T16-07,635,253.0,87.0,4.0
20191118T15-07,531,239.0,143.0,4.0
20191118T14-07,447,266.0,153.0,5.0
20191118T13-07,390,282.0,150.0,2.0
20191118T12-07,346,303.0,147.0,0.0
20191118T11-07,301,316.0,154.0,0.0
20191118T10-07,353,239.0,160.0,0.0
20191118T09-07,485,127.0,153.0,0.0
20191118T08-07,675,67.0,71.0,0.0
20191118T07-07,674,176.0,0.0,-1.0
20191118T06-07,676,94.0,0.0,1.0
20191118T05-07,674,23.0,0.0,0.0
20191118T04-07,675,-18.0,0.0,0.0
20191118T03-07,610,38.0,0.0,0.0
20191118T02-07,680,-26.0,0.0,0.0
20191118T01-07,680,-15.0,0.0,0.0
20191118T00-07,679,19.0,0.0,0.0
20191117T23-07,680,66.0,0.0,-1.0
20191117T22-07,680,143.0,0.0,0.0
20191117T21-07,680,203.0,0.0,9.0
20191117T20-07,680,255.0,0.0,9.0
20191117T19-07,679,295.0,0.0,11.0
20191117T18-07,680,313.0,0.0,33.0
20191117T17-07,680,258.0,8.0,34.0
20191117T16-07,659,167.0,95.0,13.0
20191117T15-07,577,189.0,99.0,7.0
20191117T14-07,560,123.0,139.0,0.0
20191117T13-07,560,127.0,119.0,0.0
20191117T12-07,560,48.0,122.0,2.0
20191117T11-07,560,-40.0,152.0,20.0
20191117T10-07,560,-62.0,159.0,33.0
20191117T09-07,575,-53.0,144.0,38.0
20191117T08-07,672,-65.0,67.0,41.0
20191117T07-07,674,-1.0,0.0,50.0
20191117T06-07,675,-39.0,0.0,55.0
20191117T05-07,674,-64.0,0.0,52.0
20191117T04-07,674,-72.0,0.0,49.0
20191117T03-07,675,-62.0,0.0,42.0
20191117T02-07,675,-21.0,0.0,14.0
20191117T01-07,675,-3.0,0.0,13.0
20191117T00-07,675,42.0,0.0,6.0
20191116T23-07,631,134.0,0.0,7.0
20191116T22-07,575,251.0,0.0,9.0
20191116T21-07,635,243.0,0.0,8.0
20191116T20-07,635,293.0,0.0,0.0
20191116T19-07,635,329.0,0.0,5.0
20191116T18-07,635,369.0,0.0,5.0
20191116T17-07,635,332.0,9.0,7.0
20191116T16-07,635,214.0,91.0,16.0
20191116T15-07,555,189.0,131.0,22.0
20191116T14-07,555,124.0,144.0,14.0
20191116T13-07,555,78.0,141.0,5.0
20191116T12-07,555,41.0,142.0,0.0
20191116T11-07,556,-1.0,160.0,0.0
20191116T10-07,575,75.0,112.0,-1.0
20191116T09-07,592,76.0,75.0,0.0
20191116T08-07,597,113.0,39.0,0.0
20191116T07-07,555,191.0,1.0,0.0
20191116T06-07,556,160.0,0.0,0.0
20191116T05-07,555,125.0,0.0,0.0
20191116T04-07,595,70.0,0.0,2.0
20191116T03-07,595,71.0,0.0,1.0
20191116T02-07,626,47.0,0.0,3.0
20191116T01-07,585,108.0,0.0,7.0
20191116T00-07,631,86.0,0.0,12.0
20191115T23-07,615,159.0,0.0,7.0
20191115T22-07,615,226.0,0.0,5.0
20191115T21-07,615,265.0,0.0,6.0
20191115T20-07,616,293.0,0.0,13.0
20191115T19-07,680,274.0,0.0,5.0
20191115T18-07,680,315.0,0.0,6.0
20191115T17-07,655,296.0,5.0,8.0
20191115T16-07,600,214.0,96.0,12.0
20191115T15-07,555,160.0,127.0,10.0
20191115T14-07,555,161.0,122.0,8.0
20191115T13-07,556,141.0,125.0,11.0
20191115T12-07,595,49.0,111.0,16.0
20191115T11-07,594,49.0,121.0,20.0
20191115T10-07,595,29.0,126.0,24.0
20191115T09-07,570,72.0,111.0,24.0
20191115T08-07,616,112.0,61.0,26.0
20191115T07-07,680,139.0,1.0,26.0
20191115T06-07,680,64.0,0.0,27.0
20191115T05-07,680,-5.0,0.0,26.0
20191115T04-07,680,-40.0,0.0,20.0
20191115T03-07,680,-42.0,0.0,14.0
20191115T02-07,679,-48.0,0.0,26.0
20191115T01-07,679,-20.0,0.0,16.0
20191115T00-07,680,-4.0,0.0,22.0
20191114T23-07,679,59.0,0.0,16.0
20191114T22-07,681,135.0,0.0,20.0
20191114T21-07,680,200.0,0.0,23.0
20191114T20-07,680,238.0,0.0,31.0
20191114T19-07,680,285.0,0.0,24.0
20191114T18-07,680,331.0,0.0,14.0
20191114T17-07,680,284.0,9.0,15.0
20191114T16-07,680,151.0,104.0,9.0
20191114T15-07,645,71.0,152.0,7.0
20191114T14-07,645,3.0,157.0,15.0
20191114T13-07,596,21.0,155.0,12.0
20191114T12-07,595,-9.0,153.0,7.0
20191114T11-07,595,-9.0,156.0,7.0
20191114T10-07,620,-53.0,161.0,5.0
20191114T09-07,644,-54.0,157.0,11.0
20191114T08-07,669,61.0,77.0,7.0
20191114T07-07,645,201.0,1.0,12.0
20191114T06-07,614,154.0,0.0,11.0
20191114T05-07,615,56.0,0.0,30.0
20191114T04-07,625,16.0,0.0,24.0
20191114T03-07,625,22.0,0.0,7.0
20191114T02-07,625,27.0,0.0,9.0
20191114T01-07,625,42.0,0.0,9.0
20191114T00-07,605,90.0,0.0,8.0
20191113T23-07,605,136.0,0.0,15.0
20191113T22-07,675,142.0,0.0,13.0
20191113T21-07,675,216.0,0.0,7.0
20191113T20-07,675,262.0,0.0,7.0
20191113T19-07,675,285.0,0.0,22.0
20191113T18-07,675,283.0,0.0,40.0
20191113T17-07,675,244.0,10.0,23.0
20191113T16-07,674,95.0,109.0,23.0
20191113T15-07,615,51.0,156.0,13.0
20191113T14-07,614,2.0,159.0,5.0
20191113T13-07,614,-25.0,156.0,0.0
20191113T12-07,614,-53.0,156.0,0.0
20191113T11-07,615,-75.0,162.0,0.0
20191113T10-07,614,-75.0,167.0,0.0
20191113T09-07,615,-41.0,156.0,0.0
20191113T08-07,661,52.0,72.0,2.0
20191113T07-07,670,153.0,1.0,6.0
20191113T06-07,669,87.0,0.0,8.0
20191113T05-07,660,38.0,0.0,3.0
20191113T04-07,640,7.0,0.0,11.0
20191113T03-07,640,-16.0,0.0,20.0
20191113T02-07,640,-12.0,0.0,26.0
20191113T01-07,615,35.0,0.0,25.0
20191113T00-07,615,63.0,0.0,27.0
20191112T23-07,615,112.0,0.0,29.0
20191112T22-07,675,126.0,0.0,32.0
20191112T21-07,675,183.0,0.0,32.0
20191112T20-07,675,222.0,0.0,31.0
20191112T19-07,675,250.0,0.0,29.0
20191112T18-07,675,282.0,0.0,30.0
20191112T17-07,666,227.0,10.0,34.0
20191112T16-07,635,110.0,107.0,34.0
20191112T15-07,635,9.0,145.0,35.0
20191112T14-07,635,-30.0,147.0,30.0
20191112T13-07,635,-63.0,151.0,28.0
20191112T12-07,635,-86.0,154.0,28.0
20191112T11-07,582,-38.0,163.0,29.0
20191112T10-07,575,-10.0,169.0,17.0
20191112T09-07,575,18.0,159.0,12.0
20191112T08-07,641,78.0,72.0,7.0
20191112T07-07,676,139.0,0.0,19.0
20191112T06-07,676,72.0,0.0,21.0
20191112T05-07,630,44.0,0.0,29.0
20191112T04-07,630,1.0,0.0,35.0
20191112T03-07,630,-10.0,0.0,40.0
20191112T02-07,630,-7.0,0.0,46.0
20191112T01-07,632,11.0,0.0,54.0
20191112T00-07,630,24.0,0.0,73.0
20191111T23-07,610,152.0,0.0,32.0
20191111T22-07,610,229.0,0.0,33.0
20191111T21-07,642,269.0,0.0,33.0
20191111T20-07,655,345.0,0.0,0.0
20191111T19-07,654,376.0,0.0,10.0
20191111T18-07,654,418.0,0.0,11.0
20191111T17-07,655,369.0,10.0,13.0
20191111T16-07,595,296.0,77.0,38.0
20191111T15-07,594,177.0,134.0,30.0
20191111T14-07,674,172.0,77.0,2.0
20191111T13-07,675,177.0,62.0,0.0
20191111T12-07,624,171.0,113.0,4.0
20191111T11-07,595,90.0,124.0,3.0
20191111T10-07,595,32.0,141.0,1.0
20191111T09-07,673,17.0,99.0,0.0
20191111T08-07,667,125.0,13.0,1.0
20191111T07-07,667,119.0,0.0,0.0
20191111T06-07,617,111.0,0.0,1.0
20191111T05-07,617,74.0,0.0,4.0
20191111T04-07,617,52.0,0.0,8.0
20191111T03-07,617,45.0,0.0,11.0
20191111T02-07,616,61.0,0.0,11.0
20191111T01-07,657,55.0,0.0,1.0
20191111T00-07,657,91.0,0.0,4.0
20191110T23-07,634,161.0,0.0,17.0
20191110T22-07,648,236.0,0.0,12.0
20191110T21-07,619,324.0,0.0,7.0
20191110T20-07,619,359.0,0.0,12.0
20191110T19-07,605,407.0,0.0,19.0
20191110T18-07,625,429.0,0.0,24.0
20191110T17-07,619,371.0,3.0,42.0
20191110T16-07,678,283.0,26.0,38.0
20191110T15-07,677,212.0,61.0,42.0
20191110T14-07,676,108.0,120.0,33.0
20191110T13-07,662,36.0,125.0,34.0
20191110T12-07,622,18.0,145.0,22.0
20191110T11-07,671,-48.0,141.0,21.0
20191110T10-07,621,-31.0,133.0,8.0
20191110T09-07,636,-49.0,123.0,-1.0
20191110T08-07,682,17.0,25.0,0.0
20191110T07-07,682,28.0,1.0,0.0
20191110T06-07,681,10.0,0.0,0.0
20191110T05-07,642,22.0,0.0,0.0
20191110T04-07,667,-12.0,0.0,0.0
20191110T03-07,681,-22.0,0.0,0.0
20191110T02-07,680,-8.0,0.0,0.0
20191110T01-07,681,18.0,0.0,0.0
20191110T00-07,681,55.0,0.0,2.0
20191109T23-07,681,112.0,0.0,4.0
20191109T22-07,682,179.0,0.0,1.0
20191109T21-07,651,266.0,0.0,3.0
20191109T20-07,651,299.0,0.0,2.0
20191109T19-07,682,298.0,0.0,12.0
20191109T18-07,681,346.0,0.0,8.0
20191109T17-07,679,305.0,8.0,10.0
20191109T16-07,681,253.0,43.0,2.0
20191109T15-07,681,169.0,82.0,2.0
20191109T14-07,648,198.0,81.0,4.0
20191109T13-07,631,132.0,118.0,5.0
20191109T12-07,631,14.0,148.0,11.0
20191109T11-07,631,-17.0,134.0,17.0
20191109T10-07,631,-27.0,138.0,27.0
20191109T09-07,691,-98.0,128.0,33.0
20191109T08-07,691,-46.0,62.0,37.0
20191109T07-07,692,14.0,3.0,31.0
20191109T06-07,691,6.0,0.0,23.0
20191109T05-07,642,15.0,0.0,22.0
20191109T04-07,642,-1.0,0.0,25.0
20191109T03-07,642,-1.0,0.0,28.0
20191109T02-07,641,10.0,0.0,28.0
20191109T01-07,641,26.0,0.0,28.0
20191109T00-07,631,77.0,0.0,28.0
20191108T23-07,631,130.0,0.0,28.0
20191108T22-07,631,193.0,0.0,28.0
20191108T21-07,631,255.0,0.0,27.0
20191108T20-07,631,287.0,0.0,25.0
20191108T19-07,671,282.0,0.0,23.0
20191108T18-07,691,297.0,0.0,25.0
20191108T17-07,691,242.0,13.0,23.0
20191108T16-07,691,160.0,42.0,25.0
20191108T15-07,691,141.0,52.0,28.0
20191108T14-07,690,114.0,81.0,26.0
20191108T13-07,691,78.0,85.0,24.0
20191108T12-07,691,42.0,119.0,28.0
20191108T11-07,622,60.0,138.0,30.0
20191108T10-07,622,39.0,105.0,39.0
20191108T09-07,692,-7.0,103.0,42.0
20191108T08-07,692,49.0,55.0,45.0
20191108T07-07,692,103.0,1.0,39.0
20191108T06-07,693,33.0,0.0,42.0
20191108T05-07,693,-50.0,0.0,58.0
20191108T04-07,692,-71.0,0.0,45.0
20191108T03-07,691,-68.0,0.0,48.0
20191108T02-07,691,-75.0,0.0,58.0
20191108T01-07,692,-46.0,0.0,49.0
20191108T00-07,692,-1.0,0.0,45.0
20191107T23-07,693,62.0,0.0,39.0
20191107T22-07,692,152.0,0.0,39.0
20191107T21-07,692,217.0,0.0,42.0
20191107T20-07,693,269.0,0.0,41.0
20191107T19-07,692,309.0,0.0,39.0
20191107T18-07,692,342.0,0.0,42.0
20191107T17-07,692,299.0,13.0,32.0
20191107T16-07,671,234.0,91.0,16.0
20191107T15-07,682,113.0,139.0,16.0
20191107T14-07,682,76.0,135.0,9.0
20191107T13-07,682,15.0,143.0,14.0
20191107T12-07,682,-48.0,148.0,19.0
20191107T11-07,657,-41.0,150.0,29.0
20191107T10-07,628,-55.0,145.0,33.0
20191107T09-07,628,35.0,106.0,23.0
20191107T08-07,692,42.0,46.0,20.0
20191107T07-07,687,109.0,1.0,32.0
20191107T06-07,686,58.0,0.0,22.0
20191107T05-07,687,-21.0,0.0,39.0
20191107T04-07,684,-38.0,0.0,20.0
20191107T03-07,667,-9.0,0.0,11.0
20191107T02-07,591,70.0,0.0,14.0
20191107T01-07,567,125.0,0.0,8.0
20191107T00-07,527,185.0,0.0,23.0
20191106T23-07,419,367.0,0.0,21.0
20191106T22-07,365,505.0,0.0,26.0
20191106T21-07,366,569.0,0.0,42.0
20191106T20-07,366,607.0,0.0,49.0
20191106T19-07,362,654.0,0.0,49.0
20191106T18-07,366,686.0,0.0,44.0
20191106T17-07,403,593.0,13.0,51.0
20191106T16-07,548,373.0,73.0,51.0
20191106T15-07,577,281.0,128.0,28.0
20191106T14-07,559,270.0,129.0,11.0
20191106T13-07,580,187.0,115.0,8.0
20191106T12-07,645,94.0,108.0,8.0
20191106T11-07,606,175.0,57.0,19.0
20191106T10-07,605,139.0,95.0,9.0
20191106T09-07,676,105.0,58.0,0.0
20191106T08-07,633,193.0,16.0,3.0
20191106T07-07,615,237.0,0.0,1.0
20191106T06-07,615,180.0,0.0,-1.0
20191106T05-07,555,155.0,0.0,10.0
20191106T04-07,555,123.0,0.0,4.0
20191106T03-07,556,127.0,0.0,-1.0
20191106T02-07,555,139.0,0.0,2.0
20191106T01-07,633,81.0,0.0,7.0
20191106T00-07,719,33.0,0.0,4.0
20191105T23-07,720,100.0,0.0,4.0
20191105T22-07,720,193.0,0.0,8.0
20191105T21-07,670,328.0,0.0,0.0
20191105T20-07,633,421.0,0.0,7.0
20191105T19-07,665,438.0,0.0,8.0
20191105T18-07,650,486.0,0.0,10.0
20191105T17-07,665,447.0,5.0,2.0
20191105T16-07,694,335.0,70.0,6.0
20191105T15-07,695,287.0,84.0,2.0
20191105T14-07,694,168.0,102.0,5.0
20191105T13-07,690,71.0,132.0,6.0
20191105T12-07,695,10.0,143.0,3.0
20191105T11-07,670,-12.0,148.0,0.0
20191105T10-07,630,-13.0,165.0,0.0
20191105T09-07,512,97.0,161.0,0.0
20191105T08-07,693,16.0,82.0,0.0
20191105T07-07,704,118.0,2.0,1.0
20191105T06-07,670,95.0,0.0,0.0
20191105T05-07,685,11.0,0.0,1.0
20191105T04-07,714,-57.0,0.0,0.0
20191105T03-07,714,-62.0,0.0,-1.0
20191105T02-07,714,-50.0,0.0,-1.0
20191105T01-07,715,-28.0,0.0,0.0
20191105T00-07,714,-4.0,0.0,7.0
20191104T23-07,596,179.0,0.0,14.0
20191104T22-07,555,280.0,0.0,35.0
20191104T21-07,595,325.0,0.0,29.0
20191104T20-07,655,313.0,0.0,38.0
20191104T19-07,706,324.0,0.0,28.0
20191104T18-07,723,349.0,0.0,23.0
20191104T17-07,709,320.0,11.0,24.0
20191104T16-07,725,179.0,102.0,22.0
20191104T15-07,685,84.0,156.0,23.0
20191104T14-07,631,59.0,164.0,31.0
20191104T13-07,544,87.0,148.0,45.0
20191104T12-07,544,59.0,147.0,27.0
20191104T11-07,544,38.0,161.0,0.0
20191104T10-07,623,-52.0,165.0,0.0
20191104T09-07,689,-107.0,162.0,0.0
20191104T08-07,714,-35.0,94.0,0.0
20191104T07-07,715,95.0,3.0,3.0
20191104T06-07,715,44.0,0.0,1.0
20191104T05-07,644,44.0,0.0,0.0
20191104T04-07,585,67.0,0.0,1.0
20191104T03-07,585,62.0,0.0,1.0
20191104T02-07,585,60.0,0.0,5.0
20191104T01-07,611,50.0,0.0,11.0
20191104T00-07,615,77.0,0.0,9.0
20191103T23-07,575,170.0,0.0,7.0
20191103T22-07,594,231.0,0.0,9.0
20191103T21-07,595,256.0,0.0,43.0
20191103T20-07,595,311.0,0.0,44.0
20191103T19-07,652,328.0,0.0,11.0
20191103T18-07,654,364.0,0.0,12.0
20191103T17-07,715,246.0,19.0,17.0
20191103T16-07,575,221.0,113.0,39.0
20191103T15-07,565,147.0,141.0,27.0
20191103T14-07,565,134.0,109.0,20.0
20191103T13-07,505,157.0,106.0,5.0
20191103T12-07,506,99.0,139.0,2.0
20191103T11-07,506,63.0,148.0,0.0
20191103T10-07,601,-48.0,142.0,0.0
20191103T09-07,655,-69.0,130.0,0.0
20191103T08-07,686,-48.0,69.0,0.0
20191103T07-07,697,5.0,4.0,0.0
20191103T06-07,645,42.0,0.0,2.0
20191103T05-07,624,34.0,0.0,3.0
20191103T04-07,615,30.0,0.0,2.0
20191103T03-07,614,25.0,0.0,7.0
20191103T02-07,615,33.0,0.0,12.0
20191103T01-07,616,54.0,0.0,21.0
20191103T00-07,627,78.0,0.0,16.0
20191102T23-07,630,114.0,0.0,21.0
20191102T22-07,637,167.0,0.0,23.0
20191102T21-07,575,279.0,0.0,23.0
20191102T20-07,575,326.0,0.0,19.0
20191102T19-07,595,352.0,0.0,19.0
20191102T18-07,595,380.0,0.0,25.0
20191102T17-07,644,295.0,9.0,26.0
20191102T16-07,644,181.0,99.0,26.0
20191102T15-07,510,251.0,104.0,25.0
20191102T14-07,514,136.0,153.0,28.0
20191102T13-07,513,64.0,149.0,28.0
20191102T12-07,513,22.0,155.0,28.0
20191102T11-07,514,-1.0,165.0,28.0
20191102T10-07,514,6.0,155.0,27.0
20191102T09-07,647,-87.0,121.0,30.0
20191102T08-07,668,-56.0,86.0,34.0
20191102T07-07,714,0.0,2.0,36.0
20191102T06-07,684,0.0,0.0,37.0
20191102T05-07,669,-20.0,0.0,35.0
20191102T04-07,655,-29.0,0.0,46.0
20191102T03-07,655,-50.0,0.0,57.0
20191102T02-07,654,-30.0,0.0,45.0
20191102T01-07,654,22.0,0.0,19.0
20191102T00-07,714,-11.0,0.0,17.0
20191101T23-07,685,72.0,0.0,13.0
20191101T22-07,650,175.0,0.0,5.0
20191101T21-07,649,233.0,0.0,0.0
20191101T20-07,649,267.0,0.0,0.0
20191101T19-07,704,251.0,0.0,0.0
20191101T18-07,697,290.0,0.0,1.0
20191101T17-07,654,272.0,24.0,1.0
20191101T16-07,653,113.0,126.0,1.0
20191101T15-07,655,10.0,164.0,2.0
20191101T14-07,605,8.0,167.0,1.0
20191101T13-07,605,-22.0,165.0,0.0
20191101T12-07,605,-37.0,165.0,0.0
20191101T11-07,605,-49.0,169.0,0.0
20191101T10-07,605,-49.0,173.0,0.0
20191101T09-07,676,-95.0,169.0,3.0
20191101T08-07,708,-10.0,105.0,7.0
20191101T07-07,684,173.0,5.0,10.0
20191101T06-07,684,112.0,0.0,13.0
20191101T05-07,710,4.0,0.0,10.0
20191101T04-07,704,-29.0,0.0,9.0
20191101T03-07,704,-51.0,0.0,19.0
20191101T02-07,705,-53.0,0.0,16.0
20191101T01-07,705,-35.0,0.0,18.0
20191101T00-07,704,-16.0,0.0,20.0
20191031T23-07,705,34.0,0.0,22.0
20191031T22-07,672,121.0,0.0,25.0
20191031T21-07,664,180.0,0.0,26.0
20191031T20-07,665,194.0,0.0,27.0
20191031T19-07,664,215.0,0.0,28.0
20191031T18-07,714,197.0,0.0,28.0
20191031T17-07,693,169.0,24.0,27.0
20191031T16-07,467,221.0,133.0,26.0
20191031T15-07,423,164.0,159.0,28.0
20191031T14-07,422,125.0,163.0,28.0
20191031T13-07,421,101.0,166.0,28.0
20191031T12-07,436,80.0,164.0,28.0
20191031T11-07,439,76.0,167.0,31.0
20191031T10-07,438,93.0,169.0,34.0
20191031T09-07,495,80.0,165.0,44.0
20191031T08-07,573,125.0,115.0,38.0
20191031T07-07,575,270.0,6.0,65.0
20191031T06-07,653,125.0,0.0,71.0
20191031T05-07,724,-16.0,0.0,71.0
20191031T04-07,724,-48.0,0.0,51.0
20191031T03-07,725,-66.0,0.0,56.0
20191031T02-07,725,-92.0,0.0,79.0
20191031T01-07,684,-36.0,0.0,79.0
20191031T00-07,680,-9.0,0.0,76.0
20191030T23-07,585,132.0,0.0,77.0
20191030T22-07,585,200.0,0.0,75.0
20191030T21-07,625,232.0,0.0,56.0
20191030T20-07,625,265.0,0.0,54.0
20191030T19-07,714,220.0,0.0,36.0
20191030T18-07,700,230.0,0.0,37.0
20191030T17-07,538,309.0,28.0,16.0
20191030T16-07,427,274.0,97.0,30.0
20191030T15-07,427,158.0,161.0,32.0
20191030T14-07,427,153.0,131.0,37.0
20191030T13-07,499,39.0,162.0,44.0
20191030T12-07,499,49.0,139.0,45.0
20191030T11-07,539,-22.0,159.0,40.0
20191030T10-07,554,23.0,163.0,22.0
20191030T09-07,533,126.0,94.0,31.0
20191030T08-07,505,176.0,96.0,32.0
20191030T07-07,581,256.0,6.0,1.0
20191030T06-07,580,198.0,0.0,8.0
20191030T05-07,514,160.0,0.0,43.0
20191030T04-07,514,109.0,0.0,52.0
20191030T03-07,514,99.0,0.0,59.0
20191030T02-07,514,100.0,0.0,63.0
20191030T01-07,513,115.0,0.0,69.0
20191030T00-07,564,102.0,0.0,56.0
20191029T23-07,620,100.0,0.0,60.0
20191029T22-07,621,160.0,0.0,73.0
20191029T21-07,719,128.0,0.0,67.0
20191029T20-07,720,177.0,0.0,67.0
20191029T19-07,719,201.0,0.0,75.0
20191029T18-07,719,232.0,0.0,66.0
20191029T17-07,599,252.0,27.0,74.0
20191029T16-07,520,166.0,136.0,74.0
20191029T15-07,442,160.0,167.0,72.0
20191029T14-07,347,203.0,167.0,74.0
20191029T13-07,348,173.0,168.0,66.0
20191029T12-07,331,185.0,169.0,59.0
20191029T11-07,333,168.0,171.0,70.0
20191029T10-07,336,162.0,179.0,55.0
20191029T09-07,352,218.0,172.0,7.0
20191029T08-07,352,338.0,108.0,0.0
20191029T07-07,352,488.0,7.0,0.0
20191029T06-07,351,437.0,0.0,-1.0
20191029T05-07,352,367.0,0.0,1.0
20191029T04-07,298,383.0,0.0,2.0
20191029T03-07,298,371.0,0.0,0.0
20191029T02-07,297,380.0,0.0,1.0
20191029T01-07,297,397.0,0.0,1.0
20191029T00-07,348,373.0,0.0,1.0
20191028T23-07,350,418.0,0.0,2.0
20191028T22-07,350,491.0,0.0,6.0
20191028T21-07,350,542.0,0.0,16.0
20191028T20-07,350,592.0,0.0,12.0
20191028T19-07,350,639.0,0.0,7.0
20191028T18-07,350,654.0,0.0,22.0
20191028T17-07,350,558.0,24.0,36.0
20191028T16-07,350,384.0,120.0,69.0
20191028T15-07,350,293.0,169.0,67.0
20191028T14-07,349,281.0,155.0,59.0
20191028T13-07,350,259.0,154.0,58.0
20191028T12-07,350,205.0,161.0,64.0
20191028T11-07,349,200.0,166.0,49.0
20191028T10-07,350,192.0,153.0,59.0
20191028T09-07,350,184.0,139.0,76.0
20191028T08-07,459,181.0,79.0,63.0
20191028T07-07,668,80.0,6.0,73.0
20191028T06-07,698,13.0,0.0,74.0
20191028T05-07,681,-33.0,0.0,72.0
20191028T04-07,615,29.0,0.0,50.0
20191028T03-07,615,20.0,0.0,50.0
20191028T02-07,645,34.0,0.0,10.0
20191028T01-07,674,12.0,0.0,31.0
20191028T00-07,675,41.0,0.0,41.0
20191027T23-07,676,85.0,0.0,60.0
20191027T22-07,620,218.0,0.0,60.0
20191027T21-07,620,267.0,0.0,73.0
20191027T20-07,674,261.0,0.0,78.0
20191027T19-07,689,287.0,0.0,77.0
20191027T18-07,634,376.0,0.0,76.0
20191027T17-07,635,323.0,25.0,78.0
20191027T16-07,620,213.0,101.0,76.0
20191027T15-07,555,204.0,111.0,76.0
20191027T14-07,479,209.0,117.0,70.0
20191027T13-07,479,132.0,124.0,75.0
20191027T12-07,479,79.0,131.0,71.0
20191027T11-07,478,45.0,133.0,64.0
20191027T10-07,536,-20.0,138.0,55.0
20191027T09-07,551,-35.0,131.0,44.0
20191027T08-07,545,43.0,84.0,23.0
20191027T07-07,570,126.0,6.0,10.0
20191027T06-07,625,57.0,0.0,19.0
20191027T05-07,575,72.0,0.0,32.0
20191027T04-07,574,49.0,0.0,40.0
20191027T03-07,620,46.0,0.0,6.0
20191027T02-07,655,15.0,0.0,12.0
20191027T01-07,656,12.0,0.0,35.0
20191027T00-07,714,15.0,0.0,1.0
20191026T23-07,697,71.0,0.0,11.0
20191026T22-07,575,253.0,0.0,19.0
20191026T21-07,575,312.0,0.0,14.0
20191026T20-07,579,351.0,0.0,13.0
20191026T19-07,625,348.0,0.0,15.0
20191026T18-07,650,331.0,0.0,51.0
20191026T17-07,596,349.0,32.0,49.0
20191026T16-07,576,222.0,135.0,38.0
20191026T15-07,595,105.0,167.0,34.0
20191026T14-07,567,62.0,170.0,30.0
20191026T13-07,555,11.0,169.0,36.0
