,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191102T19Z,20070,17146,12567,1623,375,198,1109,9792
20191102T18Z,21225,17553,12568,1620,382,177,1126,9377
20191102T17Z,22255,18246,12570,1591,385,169,1120,8972
20191102T16Z,23211,19138,12574,1771,383,154,1246,8089
20191102T15Z,23707,19931,12584,1801,381,111,1393,7865
20191102T14Z,23174,19831,12584,1627,389,43,1390,8970
20191102T13Z,21620,19257,12585,1327,380,2,1116,9252
20191102T12Z,20438,18105,12586,1123,377,0,1099,8971
20191102T11Z,19474,16896,12581,1049,378,0,1088,9361
20191102T10Z,18891,16212,12577,971,378,0,1091,9729
20191102T09Z,18461,15977,12577,966,375,0,1092,9674
20191102T08Z,18627,15700,12578,965,377,0,1093,9577
20191102T07Z,19281,15930,12576,971,376,0,1092,9525
20191102T06Z,19888,15664,12583,1205,377,0,1073,10239
20191102T05Z,20917,15591,12589,1209,372,0,1071,10956
20191102T04Z,23350,16385,12588,1273,366,0,1080,10407
20191102T03Z,24639,17122,12587,1348,366,0,1091,10383
20191102T02Z,25466,18304,12588,1634,367,0,1094,9118
20191102T01Z,26113,19158,12589,1978,361,0,1321,8053
20191102T00Z,26048,19011,12590,1901,366,1,1478,7325
20191101T23Z,24993,18264,12591,1800,373,26,1529,7099
20191101T22Z,24334,17893,12591,1772,370,100,1057,7982
20191101T21Z,23945,17878,12592,1756,366,143,1069,8308
20191101T20Z,24263,18080,12591,1847,369,153,1083,8538
20191101T19Z,25169,18651,12597,2175,367,172,1021,8026
20191101T18Z,25841,19929,12599,2321,378,165,1164,6856
20191101T17Z,26943,21623,12605,2360,394,172,1447,5701
20191101T16Z,27704,23229,12600,2446,394,163,1741,4977
20191101T15Z,27736,23998,12599,2537,413,109,1772,5260
20191101T14Z,27721,24520,12606,2855,404,41,1975,5775
20191101T13Z,26996,24591,12603,2850,431,2,1968,6360
20191101T12Z,25376,23139,12607,2549,441,0,1940,6816
20191101T11Z,22777,20604,12604,1954,400,0,1390,7597
20191101T10Z,21355,18378,12609,1796,386,0,1131,8382
20191101T09Z,21114,17341,12611,1767,373,0,1130,8190
20191101T08Z,21270,17145,12610,1824,381,0,1131,8168
20191101T07Z,20381,16909,12609,1957,386,0,1131,9519
20191101T06Z,19962,16530,12601,1939,377,0,1114,11328
20191101T05Z,21000,17044,12599,2159,379,0,1116,11370
20191101T04Z,23691,18220,12597,2330,365,0,1133,10247
20191101T03Z,25770,19120,12590,2611,378,0,1140,9508
20191101T02Z,26744,20046,12586,2636,394,0,1217,9114
20191101T01Z,27792,20211,12586,2638,397,0,1569,7968
20191101T00Z,27753,20680,12580,2622,389,1,1558,7010
20191031T23Z,26415,20113,12577,2526,394,47,1363,7609
20191031T22Z,25808,19676,12583,2473,398,152,1065,8489
20191031T21Z,25741,19642,12582,2414,385,240,1122,8378
20191031T20Z,26320,19795,12584,2520,380,239,1152,8239
20191031T19Z,27095,19913,12584,2603,370,198,1104,8469
20191031T18Z,28103,19991,12591,2636,388,168,1108,8267
20191031T17Z,29037,20591,12509,2683,394,136,1290,7077
20191031T16Z,29577,21124,12549,2697,400,99,1667,6355
20191031T15Z,29334,21197,12599,2642,407,47,1680,6581
20191031T14Z,28820,20789,12605,2543,403,11,1631,7172
20191031T13Z,28277,20771,12601,2396,404,0,1632,6942
20191031T12Z,25849,19927,12597,2297,389,0,1569,6822
20191031T11Z,23076,17974,12589,1916,399,0,1080,6984
20191031T10Z,21194,16402,12587,1800,402,0,1073,6676
20191031T09Z,20592,16115,12582,1744,371,0,1082,6076
20191031T08Z,20382,16147,12568,1864,379,0,1082,5575
20191031T07Z,20839,16151,12556,2025,389,0,1083,5370
20191031T06Z,22808,16024,12529,2166,395,0,1090,4883
20191031T05Z,24252,16381,12512,2293,402,0,1119,4746
20191031T04Z,25879,17709,12497,2402,407,0,1163,4817
20191031T03Z,27058,20097,12491,2614,425,0,1166,4728
20191031T02Z,28223,22101,12487,2624,420,0,1420,4253
20191031T01Z,28853,22983,12484,2678,403,0,1766,3788
20191031T00Z,28826,22791,12482,2715,399,0,1966,3943
20191030T23Z,28102,21967,12481,2654,393,18,1917,4591
20191030T22Z,27963,21725,12469,2586,393,49,1266,4903
20191030T21Z,27606,21592,12460,2594,384,77,1266,5195
20191030T20Z,27883,21573,12444,2649,380,105,1274,4841
20191030T19Z,28133,21993,12437,2695,385,118,1239,4566
20191030T18Z,28420,21685,12409,2706,383,112,1206,4526
20191030T17Z,28570,21919,12394,2671,381,121,1080,4367
20191030T16Z,28461,21839,12372,2690,383,102,1357,4515
20191030T15Z,28155,21654,12361,2687,393,61,1557,4457
20191030T14Z,28278,21452,12356,2633,379,8,1338,4745
20191030T13Z,27489,20695,12355,2474,367,0,1622,5461
20191030T12Z,25084,19543,12344,2312,356,0,1553,5715
20191030T11Z,22140,18012,12345,1907,376,0,1033,6031
20191030T10Z,19817,16191,12341,1692,364,0,996,6309
20191030T09Z,18902,15752,12329,1623,356,0,941,6567
20191030T08Z,19052,15697,12324,1611,363,0,974,6015
20191030T07Z,19231,15996,12320,1737,363,0,1039,5546
20191030T06Z,20109,16114,12309,1862,370,0,1050,5377
20191030T05Z,22027,16578,12239,2113,375,0,953,5111
20191030T04Z,24092,17446,12277,2320,382,0,955,4828
20191030T03Z,26479,18730,12262,2596,393,0,955,4353
20191030T02Z,27804,20263,12249,2727,410,0,1074,4048
20191030T01Z,28471,21059,12243,2730,406,0,1490,3623
20191030T00Z,28787,21313,12234,2657,407,1,1599,3466
20191029T23Z,27996,20449,12190,2599,393,27,1508,3469
20191029T22Z,27751,20276,12114,2540,391,119,959,3175
20191029T21Z,27636,20170,12102,2538,404,172,948,3070
20191029T20Z,27836,20343,12101,2542,412,177,946,3141
