,coal,natural gas,nuclear,petroleum,other,solar,hydro
20190717T09-04,2182,19582,3808,0,2137,502,23.0
20190717T08-04,1954,17713,3808,0,1970,120,23.0
20190717T07-04,1817,16736,3806,0,1936,1,23.0
20190717T06-04,1408,15931,3805,0,1923,0,24.0
20190717T05-04,1246,15607,3803,0,1921,0,23.0
20190717T04-04,1268,15870,3800,0,1914,0,24.0
20190717T03-04,1345,16656,3795,0,1926,0,24.0
20190717T02-04,1533,17810,3799,0,1976,0,23.0
20190717T01-04,1796,19481,3798,0,2023,-1,23.0
20190717T00-04,2115,21494,3789,0,1984,0,22.0
20190716T23-04,2313,23989,3790,0,2148,0,22.0
20190716T22-04,2338,26637,3787,0,2357,1,21.0
20190716T21-04,2487,28519,3786,0,2515,1,22.0
20190716T20-04,2589,29945,3793,0,2600,58,22.0
20190716T19-04,2663,31116,3792,0,2609,327,21.0
20190716T18-04,2755,31915,3792,26,2647,805,27.0
20190716T17-04,2747,32307,3796,42,2614,1178,22.0
20190716T16-04,2699,32356,3792,42,2633,1258,22.0
20190716T15-04,2689,31949,3798,7,2643,1360,22.0
20190716T14-04,2642,30820,3803,0,2642,1458,25.0
20190716T13-04,2466,28907,3800,0,2644,1481,25.0
20190716T12-04,2385,26576,3808,0,2608,1398,25.0
20190716T11-04,2295,24554,3807,0,2518,1222,24.0
20190716T10-04,2078,22096,3809,0,2289,924,25.0
20190716T09-04,1999,19839,3812,0,2124,518,25.0
20190716T08-04,1893,18093,3811,0,1985,132,24.0
20190716T07-04,1715,17038,3815,0,1947,2,24.0
20190716T06-04,1361,16067,3815,0,1936,0,23.0
20190716T05-04,1161,15720,3811,0,1929,0,24.0
20190716T04-04,1121,15976,3806,0,1911,0,24.0
20190716T03-04,1201,16792,3811,0,1909,0,24.0
20190716T02-04,1351,18015,3806,0,1895,0,24.0
20190716T01-04,1670,19319,3800,0,1928,0,24.0
20190716T00-04,2052,20909,3800,0,2073,0,24.0
20190715T23-04,2184,23510,3803,0,2126,-1,24.0
20190715T22-04,2255,25946,3803,0,2341,0,25.0
20190715T21-04,2284,27765,3805,0,2474,1,24.0
20190715T20-04,2279,28953,3801,0,2492,94,24.0
20190715T19-04,2554,30291,3801,0,2497,385,24.0
20190715T18-04,2793,31066,3801,0,2582,734,28.0
20190715T17-04,2806,31633,3798,0,2654,1086,27.0
20190715T16-04,2727,32141,3807,0,2683,1269,29.0
20190715T15-04,2571,31592,3810,0,2727,1426,27.0
20190715T14-04,2449,30531,3808,0,2741,1440,27.0
20190715T13-04,2419,29238,3813,0,2625,1504,27.0
20190715T12-04,2409,27136,3811,0,2606,1442,28.0
20190715T11-04,2396,24488,3815,0,2502,1248,28.0
20190715T10-04,2348,21761,3811,0,2299,940,29.0
20190715T09-04,2129,19569,3817,0,2058,520,28.0
20190715T08-04,1939,18087,3815,0,1676,136,28.0
20190715T07-04,1644,17456,3818,0,1400,1,28.0
20190715T06-04,1229,16823,3813,0,1352,0,26.0
20190715T05-04,1155,16471,3803,0,1329,0,27.0
20190715T04-04,1143,16746,3800,0,1337,0,28.0
20190715T03-04,1122,17566,3800,0,1353,0,27.0
20190715T02-04,1340,18851,3808,0,1369,0,28.0
20190715T01-04,1666,20087,3801,0,1426,0,29.0
20190715T00-04,1914,22055,3802,0,1523,0,30.0
20190714T23-04,2087,24371,3801,0,2015,0,30.0
20190714T22-04,2177,26661,3798,0,2374,0,30.0
20190714T21-04,2243,28224,3800,0,2489,4,30.0
20190714T20-04,2265,29525,3800,0,2542,163,30.0
20190714T19-04,2283,30990,3800,0,2590,606,31.0
20190714T18-04,2290,31601,3799,0,2619,1054,38.0
20190714T17-04,2283,31615,3803,0,2648,1355,30.0
20190714T16-04,2283,31285,3809,0,2659,1455,30.0
20190714T15-04,2251,30496,3814,0,2658,1471,29.0
20190714T14-04,2235,29107,3811,0,2661,1510,30.0
20190714T13-04,1992,27866,3818,0,2644,1486,28.0
20190714T12-04,1823,25513,3816,0,2646,1357,28.0
20190714T11-04,1816,22958,3817,0,2556,1156,27.0
20190714T10-04,1819,20238,3817,0,2379,885,27.0
20190714T09-04,1661,17392,3819,0,2127,525,26.0
20190714T08-04,1472,15508,3819,0,1570,129,27.0
20190714T07-04,1222,15276,3820,0,1353,1,27.0
20190714T06-04,1102,15343,3819,0,1332,-1,27.0
20190714T05-04,1110,15486,3819,0,1350,0,26.0
20190714T04-04,1229,15859,3817,0,1362,0,27.0
20190714T03-04,1409,16701,3812,0,1395,0,27.0
20190714T02-04,1443,18035,3813,0,1406,0,26.0
20190714T01-04,1446,19578,3810,0,1411,0,27.0
20190714T00-04,1591,21152,3811,0,1493,0,26.0
20190713T23-04,1701,22742,3811,0,1968,0,26.0
20190713T22-04,1898,24380,3809,1,2388,-1,26.0
20190713T21-04,1969,25712,3806,0,2491,3,26.0
20190713T20-04,2011,26668,3808,0,2567,153,26.0
20190713T19-04,2093,27964,3806,0,2617,503,25.0
20190713T18-04,2129,28522,3812,0,2642,793,37.0
20190713T17-04,2062,28649,3815,0,2634,1124,29.0
20190713T16-04,2019,28153,3817,0,2645,1259,28.0
20190713T15-04,2092,27323,3821,0,2627,1236,28.0
20190713T14-04,2060,26269,3819,0,2586,1186,29.0
20190713T13-04,1985,24567,3822,0,2509,1132,28.0
20190713T12-04,2030,22543,3827,0,2435,1056,29.0
20190713T11-04,1976,20621,3826,0,1991,932,28.0
20190713T10-04,1878,18718,3821,0,1646,563,27.0
20190713T09-04,1727,16575,3824,0,1427,280,28.0
20190713T08-04,1620,14646,3825,0,1363,95,27.0
20190713T07-04,1406,14143,3826,0,1347,1,27.0
20190713T06-04,1260,13789,3831,0,1331,0,28.0
20190713T05-04,1254,13687,3827,0,1334,0,27.0
20190713T04-04,1255,13899,3827,0,1333,0,28.0
20190713T03-04,1271,14610,3822,0,1341,0,27.0
20190713T02-04,1377,15751,3826,0,1337,-1,25.0
20190713T01-04,1530,17276,3822,0,1361,0,26.0
20190713T00-04,1753,18848,3822,0,1494,0,
20190712T23-04,1824,20565,3822,0,1811,0,
20190712T22-04,1771,22217,3818,0,2065,0,
20190712T21-04,1774,23456,3819,0,2104,7,
20190712T20-04,1835,24801,3819,0,2184,73,
20190712T19-04,1956,26017,3821,0,2199,267,
20190712T18-04,1941,26833,3819,0,2358,662,
20190712T17-04,1978,27373,3818,0,2356,733,
20190712T16-04,1992,27614,3820,0,2354,981,
20190712T15-04,2020,27347,3819,0,2334,1161,
20190712T14-04,1978,26571,3823,0,2286,1106,
20190712T13-04,1844,25102,3822,0,2292,1090,
20190712T12-04,1829,22817,3825,0,2314,1076,
20190712T11-04,1831,20419,3823,0,2277,880,
20190712T10-04,1827,18423,3822,0,2144,628,
20190712T09-04,1795,16864,3827,0,1949,365,
20190712T08-04,1688,15558,3818,0,1817,117,
20190712T07-04,1350,14857,3820,0,1885,4,
20190712T06-04,1080,14102,3823,0,1860,0,
20190712T05-04,1005,13716,3819,0,1846,0,
20190712T04-04,1006,14003,3819,0,1887,0,
20190712T03-04,1033,14766,3814,0,1900,0,
20190712T02-04,1162,16107,3818,0,1895,0,
20190712T01-04,1266,17887,3813,0,1902,0,25.0
20190712T00-04,1502,19350,3814,0,1973,0,25.0
20190711T23-04,1583,21263,3809,0,2038,0,25.0
20190711T22-04,1586,23191,3810,0,2163,-1,25.0
20190711T21-04,1585,24220,3805,0,2237,8,25.0
20190711T20-04,1665,24936,3810,0,2205,101,26.0
20190711T19-04,2073,26129,3808,0,2189,284,25.0
20190711T18-04,2444,26855,3810,0,2184,550,36.0
20190711T17-04,2457,27007,3807,0,2236,827,25.0
20190711T16-04,2477,27365,3809,0,2269,801,23.0
20190711T15-04,2417,27492,3817,0,2291,839,22.0
20190711T14-04,2372,26972,3813,0,2270,1007,24.0
20190711T13-04,2346,25502,3819,0,2282,1126,27.0
20190711T12-04,2119,24396,3821,29,2309,1156,26.0
20190711T11-04,1962,23110,3818,60,2256,1102,27.0
20190711T10-04,1875,20965,3818,15,2441,911,28.0
20190711T09-04,1717,18695,3821,0,2268,511,27.0
20190711T08-04,1546,16953,3822,0,2039,136,27.0
20190711T07-04,1211,16019,3820,0,1948,1,28.0
20190711T06-04,939,14946,3824,0,1927,0,27.0
20190711T05-04,872,14451,3820,0,1905,0,28.0
20190711T04-04,893,14623,3822,0,1900,0,27.0
20190711T03-04,916,15389,3820,0,1917,0,27.0
20190711T02-04,1099,16542,3821,0,1918,0,28.0
20190711T01-04,1409,17868,3817,0,1934,0,28.0
20190711T00-04,1838,19519,3812,0,2016,0,27.0
20190710T23-04,1963,21958,3808,0,2134,0,28.0
20190710T22-04,2087,24479,3808,0,2337,0,28.0
20190710T21-04,2077,26093,3811,0,2481,2,28.0
20190710T20-04,2004,27014,3807,0,2549,139,26.0
20190710T19-04,1861,28375,3813,0,2551,406,27.0
20190710T18-04,1908,29273,3811,0,2577,675,37.0
20190710T17-04,1757,29690,3807,0,2565,862,28.0
20190710T16-04,1566,29599,3812,0,2556,1072,27.0
20190710T15-04,1563,29126,3822,0,2538,1073,28.0
20190710T14-04,1547,28067,3821,0,2541,1124,28.0
20190710T13-04,1967,26919,3821,0,2504,1226,27.0
20190710T12-04,981,25055,3826,0,2503,1220,28.0
20190710T11-04,1405,22691,3827,0,2493,1037,28.0
20190710T10-04,1401,20348,3825,0,2310,761,26.0
20190710T09-04,1392,18300,3832,0,2102,377,27.0
20190710T08-04,1302,16534,3834,0,1932,116,27.0
20190710T07-04,1088,15728,3835,0,1939,0,26.0
20190710T06-04,762,14697,3832,0,1927,0,27.0
20190710T05-04,686,14045,3827,0,1893,-1,26.0
20190710T04-04,692,14109,3833,0,1882,0,27.0
20190710T03-04,819,14700,3827,0,1907,0,27.0
20190710T02-04,1075,15574,3828,0,1900,0,27.0
20190710T01-04,1410,16760,3829,0,1964,0,27.0
20190710T00-04,2162,19057,3823,0,2048,0,26.0
20190709T23-04,2401,21005,3822,0,2117,0,26.0
20190709T22-04,2405,23239,3820,0,2382,-1,24.0
20190709T21-04,2468,24408,3824,0,2540,0,24.0
20190709T20-04,2623,24885,3823,0,2595,71,24.0
20190709T19-04,2689,26004,3821,0,2555,201,24.0
20190709T18-04,2747,26782,3822,0,2523,335,38.0
20190709T17-04,2899,27296,3823,0,2551,584,24.0
20190709T16-04,3022,27680,3821,0,2539,655,24.0
20190709T15-04,3044,27334,3826,0,2562,939,25.0
20190709T14-04,3168,26445,3824,0,2582,1136,27.0
20190709T13-04,3073,25290,3823,0,2586,1164,27.0
20190709T12-04,2972,23854,3827,0,2586,1095,27.0
20190709T11-04,2806,22074,3825,0,2565,1067,25.0
20190709T10-04,2521,19955,3830,0,2398,804,27.0
20190709T09-04,2436,18026,3825,0,2119,418,27.0
20190709T08-04,2346,16357,3829,0,1980,141,27.0
20190709T07-04,2080,15066,3828,0,1950,0,27.0
20190709T06-04,1711,14031,3805,0,1945,0,24.0
20190709T05-04,1570,13382,3827,0,1817,0,24.0
20190709T04-04,1557,13469,3826,0,1794,0,23.0
20190709T03-04,1645,13918,3823,0,1895,0,24.0
20190709T02-04,1927,14687,3823,0,1946,0,24.0
20190709T01-04,2338,16147,3821,0,1957,-1,24.0
20190709T00-04,2465,17522,3825,0,1980,0,23.0
20190708T23-04,2749,19578,3821,0,2125,0,24.0
20190708T22-04,2855,21644,3823,0,2408,0,23.0
20190708T21-04,2855,22654,3819,0,2601,8,24.0
20190708T20-04,2915,23357,3818,0,2656,121,24.0
20190708T19-04,2909,24611,3816,0,2646,361,24.0
20190708T18-04,3071,25150,3814,0,2643,577,36.0
20190708T17-04,3149,25502,3812,0,2639,649,24.0
20190708T16-04,3105,25333,3818,0,2628,889,24.0
20190708T15-04,2994,25603,3816,0,2626,946,24.0
20190708T14-04,2913,25630,3817,0,2607,1092,24.0
20190708T13-04,2904,25096,3817,0,2619,1146,24.0
20190708T12-04,2827,22952,3820,0,2605,1185,23.0
20190708T11-04,2638,21333,3816,0,2517,973,24.0
20190708T10-04,2334,19550,3825,0,2276,605,24.0
20190708T09-04,2075,17745,3823,0,2002,370,24.0
20190708T08-04,1984,16236,3821,0,1897,156,24.0
20190708T07-04,1751,15354,3822,0,1903,4,24.0
20190708T06-04,1465,14207,3823,0,1889,0,24.0
20190708T05-04,1433,13401,3822,0,1857,0,24.0
20190708T04-04,1455,13419,3821,0,1870,0,24.0
20190708T03-04,1537,13919,3812,0,1888,0,24.0
20190708T02-04,1709,14883,3809,0,1888,0,25.0
20190708T01-04,2009,16086,3816,0,1910,0,24.0
20190708T00-04,2293,17491,3818,0,1911,0,25.0
20190707T23-04,2410,19675,3817,0,2050,0,24.0
20190707T22-04,2521,21248,3812,0,2234,0,25.0
20190707T21-04,2598,21927,3812,0,2463,1,24.0
20190707T20-04,2666,22601,3807,0,2584,104,24.0
20190707T19-04,2796,23580,3811,0,2603,258,25.0
20190707T18-04,2961,24191,3816,0,2632,364,36.0
20190707T17-04,2934,24820,3811,0,2649,404,25.0
20190707T16-04,2864,24892,3812,0,2646,643,24.0
20190707T15-04,2732,25259,3810,0,2621,733,24.0
20190707T14-04,2710,25039,3818,0,2587,970,24.0
20190707T13-04,2701,24061,3818,0,2575,1105,25.0
20190707T12-04,2649,22600,3819,0,2578,1159,24.0
20190707T11-04,2550,21010,3817,0,2503,1015,25.0
20190707T10-04,2270,18717,3819,0,2290,795,24.0
20190707T09-04,1818,16220,3820,0,2033,497,24.0
20190707T08-04,1597,13842,3820,0,1917,126,25.0
20190707T07-04,1487,13268,3820,0,1906,0,24.0
20190707T06-04,1438,13054,3818,0,1916,0,24.0
20190707T05-04,1428,13038,3823,0,1913,0,23.0
20190707T04-04,1465,13477,3824,0,1908,0,23.0
20190707T03-04,1582,14157,3819,0,1915,0,24.0
20190707T02-04,1675,15174,3818,0,1889,0,23.0
20190707T01-04,1932,16403,3819,0,1912,0,23.0
20190707T00-04,2043,15784,2941,0,1980,0,24.0
20190706T23-04,2347,19048,3814,0,2036,0,23.0
20190706T22-04,2523,20043,3812,0,2236,0,23.0
20190706T21-04,2540,21040,3812,0,2426,2,24.0
20190706T20-04,2576,21599,3812,0,2479,51,25.0
20190706T19-04,2606,22682,3809,0,2518,151,25.0
20190706T18-04,2624,24056,3810,0,2527,355,36.0
20190706T17-04,2798,25551,3808,0,2484,477,26.0
20190706T16-04,2906,26279,3807,0,2453,709,24.0
20190706T15-04,3046,26421,3812,0,2441,982,24.0
20190706T14-04,2930,26163,3814,0,2479,1095,24.0
20190706T13-04,2795,25316,3809,0,2523,1217,24.0
20190706T12-04,2675,24017,3810,0,2559,1018,24.0
20190706T11-04,2506,22187,3811,0,2489,981,24.0
20190706T10-04,2139,19888,3807,0,2305,819,24.0
20190706T09-04,1812,17561,3814,0,2039,466,24.0
20190706T08-04,1718,15449,3810,0,1896,129,24.0
20190706T07-04,1680,14832,3813,0,1883,4,24.0
20190706T06-04,1552,14682,3810,0,1889,0,23.0
20190706T05-04,1549,14645,3811,0,1886,0,24.0
20190706T04-04,1535,15084,3811,0,1888,-1,24.0
20190706T03-04,1534,16015,3807,0,1928,0,24.0
20190706T02-04,1603,17198,3807,0,1928,0,23.0
20190706T01-04,1914,18558,3806,0,1937,0,23.0
20190706T00-04,2372,20154,3802,0,2020,0,23.0
20190705T23-04,2443,22024,3800,0,2062,-1,22.0
20190705T22-04,2386,23807,3801,0,2226,0,23.0
20190705T21-04,2434,25007,3800,0,2388,1,22.0
20190705T20-04,2433,26089,3801,0,2444,64,22.0
20190705T19-04,2402,27928,3789,0,2401,238,22.0
20190705T18-04,2438,29685,3795,0,2410,506,38.0
20190705T17-04,2760,30325,3795,1,2399,819,21.0
20190705T16-04,2935,30757,3795,0,2482,987,23.0
20190705T15-04,3105,30583,3796,0,2525,1121,23.0
20190705T14-04,3080,29658,3798,0,2608,1206,23.0
20190705T13-04,3083,28070,3801,0,2590,1342,21.0
20190705T12-04,3074,26138,3796,7,2533,1281,20.0
20190705T11-04,2876,24256,3799,30,2442,1042,20.0
20190705T10-04,2652,21648,3803,0,2325,790,20.0
20190705T09-04,2324,19230,3802,0,2079,472,21.0
20190705T08-04,2087,17209,3799,0,1923,148,20.0
20190705T07-04,1778,16651,3803,0,1936,0,20.0
20190705T06-04,1561,15948,3801,0,1919,0,20.0
20190705T05-04,1515,15500,3799,0,1927,0,21.0
20190705T04-04,1556,15681,3801,0,1916,0,21.0
20190705T03-04,1570,16356,3796,0,1918,0,20.0
20190705T02-04,1649,17567,3799,0,1947,0,21.0
20190705T01-04,1756,19440,3793,0,1990,0,20.0
20190705T00-04,1896,21066,3790,0,2118,-1,21.0
20190704T23-04,2232,22127,3785,0,2097,0,21.0
20190704T22-04,2422,22637,3786,0,2268,0,20.0
20190704T21-04,2418,23840,3777,0,2431,1,21.0
20190704T20-04,2367,25268,3781,0,2454,67,20.0
20190704T19-04,2480,26992,3777,0,2437,262,20.0
20190704T18-04,2699,28029,3779,0,2469,486,37.0
20190704T17-04,2777,29437,3777,0,2528,790,22.0
20190704T16-04,2888,30530,3778,1,2563,1159,20.0
20190704T15-04,3004,30848,3779,1,2608,1355,20.0
20190704T14-04,3097,29783,3781,0,2659,1476,21.0
20190704T13-04,2897,28167,3786,0,2649,1525,20.0
20190704T12-04,2673,26123,3780,0,2621,1422,21.0
20190704T11-04,2486,23763,3786,0,2438,1174,20.0
20190704T10-04,2321,20811,3782,0,2236,870,20.0
20190704T09-04,1987,18172,3790,0,2058,563,20.0
20190704T08-04,1666,16128,3789,0,1853,139,20.0
20190704T07-04,1607,15660,3788,0,1903,6,19.0
20190704T06-04,1604,15452,3787,2,1904,0,20.0
20190704T05-04,1595,15420,3783,0,1932,0,20.0
20190704T04-04,1604,15851,3781,0,1957,0,20.0
20190704T03-04,1632,16675,3782,0,1973,0,19.0
20190704T02-04,1899,17802,3780,0,2008,0,20.0
20190704T01-04,2195,19312,3778,0,2081,0,20.0
20190704T00-04,2400,20999,3776,0,2018,0,20.0
20190703T23-04,2620,22520,3776,0,2219,0,19.0
20190703T22-04,2658,24242,3776,0,2411,0,20.0
20190703T21-04,2718,25136,3775,0,2513,2,19.0
20190703T20-04,2791,26439,3775,0,2604,40,20.0
20190703T19-04,2694,27998,3770,0,2648,201,19.0
20190703T18-04,2708,29380,3771,40,2605,616,37.0
20190703T17-04,2805,30412,3773,26,2600,802,21.0
20190703T16-04,2852,30679,3772,0,2623,993,19.0
20190703T15-04,3034,30909,3778,0,2627,1012,18.0
20190703T14-04,3135,30146,3779,5,2633,1268,19.0
20190703T13-04,3072,30081,3781,0,2646,1309,20.0
20190703T12-04,2895,28721,3787,0,2582,1374,21.0
20190703T11-04,2737,26517,3786,3,2442,1160,21.0
20190703T10-04,2640,23621,3780,3,2132,919,25.0
20190703T09-04,2508,21098,3782,0,2003,524,25.0
20190703T08-04,2291,19008,3781,0,1974,148,25.0
20190703T07-04,2127,18415,3781,0,1979,2,25.0
20190703T06-04,2005,17574,3780,0,1937,0,25.0
20190703T05-04,1919,17130,3774,0,1902,0,26.0
20190703T04-04,1965,13364,3772,0,1895,0,25.0
20190703T03-04,2018,18167,3770,0,1928,0,26.0
20190703T02-04,2055,19429,3773,0,1956,0,25.0
20190703T01-04,2293,21109,3773,0,2016,0,26.0
20190703T00-04,2578,23250,3772,0,1940,0,26.0
20190702T23-04,2501,25841,3774,0,2132,0,26.0
20190702T22-04,2543,28251,3770,0,2376,0,25.0
20190702T21-04,2589,29211,3771,0,2435,9,23.0
20190702T20-04,2548,30295,3765,0,2661,164,22.0
20190702T19-04,2449,31581,3768,0,2663,399,24.0
20190702T18-04,2408,32612,3769,7,2642,668,37.0
20190702T17-04,2528,33494,3774,37,2665,837,27.0
20190702T16-04,2569,33736,3775,0,2677,824,25.0
20190702T15-04,2493,33062,3771,6,2531,1144,25.0
20190702T14-04,2400,32177,3774,0,2431,1243,25.0
20190702T13-04,2375,30725,3781,0,2310,1392,24.0
20190702T12-04,2390,28566,3778,0,2308,1424,25.0
20190702T11-04,2296,26609,3775,0,2050,1217,25.0
20190702T10-04,2248,23541,3785,0,2107,863,25.0
20190702T09-04,2121,20884,3789,0,1945,510,25.0
20190702T08-04,2026,18687,3790,0,1835,153,25.0
20190702T07-04,1971,17446,3794,0,1833,2,25.0
20190702T06-04,1797,16752,3789,0,1834,0,25.0
20190702T05-04,1703,16391,3790,0,1837,0,24.0
20190702T04-04,1717,16640,3784,0,1836,0,24.0
20190702T03-04,1822,17631,3781,0,1833,0,23.0
20190702T02-04,1926,19022,3782,0,1818,-1,23.0
20190702T01-04,2317,20805,3781,0,1814,0,24.0
20190702T00-04,2542,23333,3785,0,1848,-1,23.0
20190701T23-04,2425,26292,3781,0,1990,0,24.0
20190701T22-04,2539,28947,3782,0,2195,0,24.0
20190701T21-04,2676,30189,3782,0,2334,5,23.0
20190701T20-04,2829,31488,3784,0,2454,186,24.0
20190701T19-04,2879,32838,3785,0,2456,543,24.0
20190701T18-04,2752,33650,3784,13,2484,889,37.0
20190701T17-04,2631,33751,3782,40,2472,1226,27.0
20190701T16-04,2543,33524,3786,19,2439,1218,28.0
20190701T15-04,2607,32754,3790,0,2212,1365,29.0
20190701T14-04,2772,31444,3800,0,2048,1393,28.0
20190701T13-04,2572,29796,3800,0,2036,1419,29.0
20190701T12-04,2427,27622,3800,0,1827,1413,29.0
20190701T11-04,2163,25043,3812,0,1719,1222,28.0
20190701T10-04,2166,22350,3810,0,1442,927,29.0
20190701T09-04,1954,19997,3812,0,978,540,29.0
20190701T08-04,1623,18062,3814,0,892,149,29.0
20190701T07-04,1364,16997,3816,0,870,6,29.0
20190701T06-04,1254,15832,3812,0,914,0,28.0
20190701T05-04,1252,14954,3811,0,1061,0,29.0
20190701T04-04,1249,15049,3813,0,1051,0,29.0
20190701T03-04,1250,15625,3816,0,1062,0,29.0
20190701T02-04,1336,16833,3807,0,1086,0,29.0
20190701T01-04,1476,18801,3811,0,882,0,29.0
20190701T00-04,1740,21346,3808,0,847,0,29.0
20190630T23-04,2039,23144,3807,0,1100,0,29.0
20190630T22-04,2145,25113,3807,0,1243,-1,30.0
20190630T21-04,2498,26348,3802,0,1256,11,29.0
20190630T20-04,2820,27637,3799,0,1369,134,29.0
20190630T19-04,3083,27880,3795,0,1651,470,25.0
20190630T18-04,3051,28540,3795,0,1793,773,36.0
20190630T17-04,2961,29167,3795,0,1796,887,30.0
20190630T16-04,2971,28216,3795,0,1802,1014,28.0
20190630T15-04,3047,27279,3798,0,1793,1088,28.0
20190630T14-04,3022,26595,3800,0,1782,1210,29.0
20190630T13-04,2907,25699,3800,0,1805,1226,28.0
20190630T12-04,2763,23609,3801,0,1789,1304,28.0
20190630T11-04,2424,21717,3805,0,1741,1207,29.0
20190630T10-04,2008,19435,3800,0,1616,895,28.0
20190630T09-04,1390,16794,3803,0,1466,535,28.0
20190630T08-04,1209,14415,3801,0,1352,185,29.0
20190630T07-04,1205,13492,3806,0,1335,6,28.0
20190630T06-04,1205,13210,3803,0,1337,0,28.0
20190630T05-04,1182,13237,3800,0,1340,0,28.0
20190630T04-04,1143,13623,3804,0,1346,0,28.0
20190630T03-04,1139,14417,3797,0,1339,0,28.0
20190630T02-04,1309,15305,3799,0,1339,0,27.0
20190630T01-04,1640,16662,3796,0,1342,0,27.0
20190630T00-04,1879,18355,3797,0,1400,0,29.0
20190629T23-04,2093,19727,3795,0,1467,0,29.0
20190629T22-04,2230,21354,3797,0,1508,0,30.0
20190629T21-04,2265,21834,3796,0,1601,4,30.0
20190629T20-04,2303,22372,3795,0,1622,111,30.0
20190629T19-04,2320,23534,3798,0,1666,306,32.0
20190629T18-04,2340,24233,3788,0,1682,472,36.0
20190629T17-04,2373,24666,3792,0,1699,495,30.0
20190629T16-04,2468,24889,3791,0,1728,532,29.0
20190629T15-04,2503,24982,3790,0,1779,647,28.0
20190629T14-04,2451,24499,3785,0,1790,806,28.0
20190629T13-04,2428,23627,3788,0,1781,1101,28.0
20190629T12-04,2388,22365,3789,0,1762,1067,28.0
20190629T11-04,2283,20994,3791,0,1788,938,28.0
20190629T10-04,2045,19182,3793,0,1770,767,28.0
20190629T09-04,1717,17342,3796,0,1491,457,29.0
20190629T08-04,1559,15524,3788,0,1323,119,28.0
20190629T07-04,1512,14610,3788,0,1344,1,27.0
20190629T06-04,1536,14249,3786,0,1345,0,28.0
20190629T05-04,1567,14232,3782,0,1341,0,28.0
20190629T04-04,1591,14469,3781,0,1337,-1,27.0
20190629T03-04,1695,15175,3782,0,1341,0,28.0
20190629T02-04,1861,16362,3779,0,1340,0,27.0
20190629T01-04,2046,17708,3774,0,1376,0,27.0
20190629T00-04,2119,19555,3773,0,1537,0,28.0
20190628T23-04,2356,21059,3773,0,1537,0,27.0
20190628T22-04,2490,22873,3770,0,1777,0,28.0
20190628T21-04,2535,24107,3766,0,1934,3,29.0
20190628T20-04,2588,25017,3765,0,2034,63,28.0
20190628T19-04,2842,26628,3765,22,2030,186,29.0
20190628T18-04,3053,28305,3763,0,2054,437,38.0
20190628T17-04,3089,29965,3762,0,2112,770,30.0
20190628T16-04,3135,31231,3765,0,2097,1053,29.0
20190628T15-04,3156,31802,3764,0,2094,1223,31.0
20190628T14-04,3158,31012,3772,0,2101,1266,32.0
20190628T13-04,3021,29423,3769,0,2104,1268,32.0
20190628T12-04,2964,27349,3770,0,2100,1233,32.0
20190628T11-04,2936,24912,3776,0,2047,1141,32.0
20190628T10-04,2597,22742,3773,0,1858,945,32.0
20190628T09-04,2296,20675,3776,0,1581,544,32.0
20190628T08-04,2000,18665,3775,0,1364,167,32.0
20190628T07-04,1856,17620,3772,0,1371,4,32.0
20190628T06-04,1625,16764,3768,0,1359,0,32.0
20190628T05-04,1474,16391,3770,0,1356,0,32.0
20190628T04-04,1464,16762,3769,0,1341,0,32.0
20190628T03-04,1587,17733,3764,0,1336,0,32.0
20190628T02-04,1756,19111,3764,0,1367,-1,32.0
20190628T01-04,2238,20644,3759,0,1408,-1,31.0
20190628T00-04,2685,22514,3754,0,1486,0,32.0
20190627T23-04,2960,24559,3753,0,1583,0,32.0
20190627T22-04,3112,26995,3753,0,1878,0,32.0
20190627T21-04,3193,28534,3750,0,2025,3,31.0
20190627T20-04,3174,29953,3750,0,2072,158,31.0
20190627T19-04,3289,31293,3753,0,2097,577,32.0
20190627T18-04,3331,32095,3751,0,2116,937,37.0
20190627T17-04,3342,32216,3753,8,2108,1241,32.0
20190627T16-04,3298,32019,3752,27,2095,1329,31.0
20190627T15-04,3202,31624,3760,0,2089,1386,32.0
20190627T14-04,3137,30577,3758,0,2036,1421,32.0
20190627T13-04,3044,28904,3764,0,2057,1420,32.0
20190627T12-04,2959,27179,3760,0,2045,1414,32.0
20190627T11-04,2858,24215,3764,20,1980,1210,31.0
20190627T10-04,2497,22424,3765,2,1773,811,32.0
20190627T09-04,2088,20284,3766,0,1511,430,32.0
20190627T08-04,1883,18233,3762,0,1324,117,32.0
20190627T07-04,1779,17248,3765,0,1345,6,32.0
20190627T06-04,1585,16318,3765,0,1311,0,31.0
20190627T05-04,1440,15950,3763,0,1281,0,31.0
20190627T04-04,1447,16294,3763,0,1289,0,31.0
20190627T03-04,1510,17228,3762,0,1326,0,31.0
20190627T02-04,1722,18257,3754,0,1654,0,31.0
20190627T01-04,2327,19731,3754,0,1919,0,30.0
20190627T00-04,2934,21984,3766,0,2117,0,30.0
20190626T23-04,3105,24777,3756,0,2207,0,30.0
20190626T22-04,3118,27239,3753,0,2437,0,31.0
20190626T21-04,3134,29142,3751,8,2580,9,31.0
20190626T20-04,3123,30403,3755,39,2640,175,33.0
20190626T19-04,3095,32177,3759,0,2646,553,33.0
20190626T18-04,3206,33279,3755,22,2693,884,37.0
20190626T17-04,3108,33572,3753,88,2697,1185,31.0
