,natural gas,hydro
20190627T08-07,73,97.0
20190627T07-07,66,96.0
20190627T06-07,59,97.0
20190627T05-07,30,97.0
20190627T04-07,29,97.0
20190627T03-07,26,97.0
20190627T02-07,26,97.0
20190627T01-07,32,97.0
20190627T00-07,33,97.0
20190626T23-07,37,97.0
20190626T22-07,59,96.0
20190626T21-07,82,97.0
20190626T20-07,94,96.0
20190626T19-07,80,97.0
20190626T18-07,113,97.0
20190626T17-07,121,97.0
20190626T16-07,122,96.0
20190626T15-07,136,53.0
20190626T14-07,131,51.0
20190626T13-07,123,51.0
20190626T12-07,101,51.0
20190626T11-07,80,51.0
20190626T10-07,79,51.0
20190626T09-07,79,51.0
20190626T08-07,79,51.0
20190626T07-07,76,51.0
20190626T06-07,51,51.0
20190626T05-07,32,51.0
20190626T04-07,22,51.0
20190626T03-07,22,51.0
20190626T02-07,22,51.0
20190626T01-07,23,51.0
20190626T00-07,33,51.0
20190625T23-07,42,51.0
20190625T22-07,99,51.0
20190625T21-07,108,51.0
20190625T20-07,117,51.0
20190625T19-07,113,51.0
20190625T18-07,147,51.0
20190625T17-07,152,50.0
20190625T16-07,153,51.0
20190625T15-07,159,50.0
20190625T14-07,122,50.0
20190625T13-07,106,50.0
20190625T12-07,81,50.0
20190625T11-07,76,51.0
20190625T10-07,74,50.0
20190625T09-07,77,51.0
20190625T08-07,70,57.0
20190625T07-07,76,96.0
20190625T06-07,40,97.0
20190625T05-07,23,96.0
20190625T04-07,23,96.0
20190625T03-07,24,96.0
20190625T02-07,28,96.0
20190625T01-07,37,96.0
20190625T00-07,33,96.0
20190624T23-07,136,96.0
20190624T22-07,157,97.0
20190624T21-07,143,96.0
20190624T20-07,148,96.0
20190624T19-07,150,96.0
20190624T18-07,144,97.0
20190624T17-07,120,97.0
20190624T16-07,86,97.0
20190624T15-07,80,97.0
20190624T14-07,73,97.0
20190624T13-07,83,97.0
20190624T12-07,79,97.0
20190624T11-07,75,97.0
20190624T10-07,64,96.0
20190624T09-07,60,97.0
20190624T08-07,51,97.0
20190624T07-07,38,97.0
20190624T06-07,25,97.0
20190624T05-07,19,97.0
20190624T04-07,19,96.0
20190624T03-07,19,96.0
20190624T02-07,19,96.0
20190624T01-07,22,96.0
20190624T00-07,26,96.0
20190623T23-07,31,96.0
20190623T22-07,34,96.0
20190623T21-07,30,96.0
20190623T20-07,33,96.0
20190623T19-07,24,97.0
20190623T18-07,24,97.0
20190623T17-07,24,96.0
20190623T16-07,25,96.0
20190623T15-07,31,97.0
20190623T14-07,31,96.0
20190623T13-07,33,96.0
20190623T12-07,35,97.0
20190623T11-07,35,97.0
20190623T10-07,42,97.0
20190623T09-07,39,97.0
20190623T08-07,31,96.0
20190623T07-07,30,96.0
20190623T06-07,30,96.0
20190623T05-07,30,97.0
20190623T04-07,29,96.0
20190623T03-07,28,97.0
20190623T02-07,23,97.0
20190623T01-07,31,97.0
20190623T00-07,32,96.0
20190622T23-07,36,97.0
20190622T22-07,17,97.0
20190622T21-07,20,97.0
20190622T20-07,32,96.0
20190622T19-07,35,97.0
20190622T18-07,39,97.0
20190622T17-07,39,97.0
20190622T16-07,31,97.0
20190622T15-07,18,97.0
20190622T14-07,15,96.0
20190622T13-07,19,97.0
20190622T12-07,26,96.0
20190622T11-07,26,97.0
20190622T10-07,28,96.0
20190622T09-07,28,97.0
20190622T08-07,28,96.0
20190622T07-07,28,96.0
20190622T06-07,27,97.0
20190622T05-07,24,97.0
20190622T04-07,24,97.0
20190622T03-07,23,97.0
20190622T02-07,17,96.0
20190622T01-07,25,96.0
20190622T00-07,34,96.0
20190621T23-07,32,96.0
20190621T22-07,29,96.0
20190621T21-07,27,96.0
20190621T20-07,30,97.0
20190621T19-07,26,97.0
20190621T18-07,26,96.0
20190621T17-07,26,97.0
20190621T16-07,26,96.0
20190621T15-07,26,96.0
20190621T14-07,27,96.0
20190621T13-07,62,96.0
20190621T12-07,63,97.0
20190621T11-07,63,97.0
20190621T10-07,63,96.0
20190621T09-07,77,96.0
20190621T08-07,81,96.0
20190621T07-07,71,96.0
20190621T06-07,47,97.0
20190621T05-07,29,97.0
20190621T04-07,28,96.0
20190621T03-07,28,96.0
20190621T02-07,30,96.0
20190621T01-07,23,96.0
20190621T00-07,27,96.0
20190620T23-07,112,96.0
20190620T22-07,127,96.0
20190620T21-07,129,96.0
20190620T20-07,118,96.0
20190620T19-07,113,97.0
20190620T18-07,133,96.0
20190620T17-07,130,97.0
20190620T16-07,128,96.0
20190620T15-07,129,96.0
20190620T14-07,127,96.0
20190620T13-07,134,96.0
20190620T12-07,149,96.0
20190620T11-07,146,96.0
20190620T10-07,143,96.0
20190620T09-07,142,96.0
20190620T08-07,141,96.0
20190620T07-07,137,96.0
20190620T06-07,114,96.0
20190620T05-07,92,96.0
20190620T04-07,92,97.0
20190620T03-07,91,96.0
20190620T02-07,88,96.0
20190620T01-07,93,96.0
20190620T00-07,114,96.0
20190619T23-07,209,96.0
20190619T22-07,223,96.0
20190619T21-07,227,96.0
20190619T20-07,246,96.0
20190619T19-07,247,96.0
20190619T18-07,240,96.0
20190619T17-07,239,96.0
20190619T16-07,235,96.0
20190619T15-07,228,96.0
20190619T14-07,222,96.0
20190619T13-07,257,97.0
20190619T12-07,248,97.0
20190619T11-07,236,96.0
20190619T10-07,234,96.0
20190619T09-07,233,96.0
20190619T08-07,236,96.0
20190619T07-07,232,96.0
20190619T06-07,220,96.0
20190619T05-07,194,96.0
20190619T04-07,197,96.0
20190619T03-07,198,96.0
20190619T02-07,200,96.0
20190619T01-07,198,96.0
20190619T00-07,200,96.0
20190618T23-07,200,96.0
20190618T22-07,218,96.0
20190618T21-07,225,96.0
20190618T20-07,264,96.0
20190618T19-07,268,96.0
20190618T18-07,270,96.0
20190618T17-07,270,96.0
20190618T16-07,273,96.0
20190618T15-07,274,97.0
20190618T14-07,260,97.0
20190618T13-07,264,97.0
20190618T12-07,256,96.0
20190618T11-07,246,97.0
20190618T10-07,240,97.0
20190618T09-07,241,97.0
20190618T08-07,244,97.0
20190618T07-07,239,96.0
20190618T06-07,216,97.0
20190618T05-07,189,96.0
20190618T04-07,198,96.0
20190618T03-07,200,97.0
20190618T02-07,193,97.0
20190618T01-07,197,96.0
20190618T00-07,202,96.0
20190617T23-07,211,96.0
20190617T22-07,255,97.0
20190617T21-07,261,96.0
20190617T20-07,260,96.0
20190617T19-07,246,97.0
20190617T18-07,239,96.0
20190617T17-07,231,96.0
20190617T16-07,246,95.0
20190617T15-07,212,95.0
20190617T14-07,167,95.0
20190617T13-07,140,96.0
20190617T12-07,99,95.0
20190617T11-07,83,96.0
20190617T10-07,74,95.0
20190617T09-07,54,95.0
20190617T08-07,32,96.0
20190617T07-07,27,96.0
20190617T06-07,28,97.0
20190617T05-07,30,96.0
20190617T04-07,30,97.0
20190617T03-07,30,97.0
20190617T02-07,29,96.0
20190617T01-07,25,96.0
20190617T00-07,27,96.0
20190616T23-07,28,97.0
20190616T22-07,36,96.0
20190616T21-07,35,96.0
20190616T20-07,40,96.0
20190616T19-07,63,97.0
20190616T18-07,84,97.0
20190616T17-07,69,96.0
20190616T16-07,34,96.0
20190616T15-07,32,96.0
20190616T14-07,34,96.0
20190616T13-07,25,97.0
20190616T12-07,19,97.0
20190616T11-07,20,97.0
20190616T10-07,27,97.0
20190616T09-07,28,97.0
20190616T08-07,28,97.0
20190616T07-07,27,96.0
20190616T06-07,30,97.0
20190616T05-07,31,97.0
20190616T04-07,31,97.0
20190616T03-07,28,97.0
20190616T02-07,27,97.0
20190616T01-07,30,97.0
20190616T00-07,32,97.0
20190615T23-07,28,96.0
20190615T22-07,23,97.0
20190615T21-07,25,97.0
20190615T20-07,29,97.0
20190615T19-07,30,97.0
20190615T18-07,27,97.0
20190615T17-07,22,97.0
20190615T16-07,19,96.0
20190615T15-07,29,96.0
20190615T14-07,25,96.0
20190615T13-07,24,97.0
20190615T12-07,21,97.0
20190615T11-07,20,97.0
20190615T10-07,21,96.0
20190615T09-07,29,97.0
20190615T08-07,33,96.0
20190615T07-07,30,96.0
20190615T06-07,28,97.0
20190615T05-07,28,97.0
20190615T04-07,28,96.0
20190615T03-07,27,97.0
20190615T02-07,22,97.0
20190615T01-07,33,96.0
20190615T00-07,106,97.0
20190614T23-07,131,97.0
20190614T22-07,105,97.0
20190614T21-07,103,97.0
20190614T20-07,106,96.0
20190614T19-07,106,97.0
20190614T18-07,99,97.0
20190614T17-07,97,96.0
20190614T16-07,95,97.0
20190614T15-07,89,97.0
20190614T14-07,86,96.0
20190614T13-07,86,97.0
20190614T12-07,86,96.0
20190614T11-07,86,97.0
20190614T10-07,86,97.0
20190614T09-07,89,96.0
20190614T08-07,90,96.0
20190614T07-07,94,97.0
20190614T06-07,94,97.0
20190614T05-07,93,96.0
20190614T04-07,92,97.0
20190614T03-07,85,97.0
20190614T02-07,91,96.0
20190614T01-07,106,98.0
20190614T00-07,153,96.0
20190613T23-07,212,97.0
20190613T22-07,254,97.0
20190613T21-07,274,97.0
20190613T20-07,269,96.0
20190613T19-07,302,97.0
20190613T18-07,271,96.0
20190613T17-07,280,96.0
20190613T16-07,300,96.0
20190613T15-07,266,97.0
20190613T14-07,236,97.0
20190613T13-07,263,97.0
20190613T12-07,207,97.0
20190613T11-07,206,97.0
20190613T10-07,227,97.0
20190613T09-07,189,97.0
20190613T08-07,197,97.0
20190613T07-07,189,97.0
20190613T06-07,190,97.0
20190613T05-07,184,97.0
20190613T04-07,183,97.0
20190613T03-07,177,96.0
20190613T02-07,183,96.0
20190613T01-07,185,96.0
20190613T00-07,192,96.0
20190612T23-07,203,97.0
20190612T22-07,244,96.0
20190612T21-07,324,96.0
20190612T20-07,344,96.0
20190612T19-07,354,97.0
20190612T18-07,354,97.0
20190612T17-07,358,96.0
20190612T16-07,360,96.0
20190612T15-07,353,97.0
20190612T14-07,343,97.0
20190612T13-07,324,97.0
20190612T12-07,309,97.0
20190612T11-07,284,97.0
20190612T10-07,238,97.0
20190612T09-07,219,97.0
20190612T08-07,214,96.0
20190612T07-07,208,97.0
20190612T06-07,205,98.0
20190612T05-07,205,96.0
20190612T04-07,205,97.0
20190612T03-07,204,97.0
20190612T02-07,187,97.0
20190612T01-07,198,97.0
20190612T00-07,212,97.0
20190611T23-07,218,96.0
20190611T22-07,334,97.0
20190611T21-07,332,96.0
20190611T20-07,333,96.0
20190611T19-07,312,97.0
20190611T18-07,322,97.0
20190611T17-07,323,97.0
20190611T16-07,311,97.0
20190611T15-07,276,97.0
20190611T14-07,244,97.0
20190611T13-07,221,97.0
20190611T12-07,197,97.0
20190611T11-07,146,97.0
20190611T10-07,131,98.0
20190611T09-07,121,97.0
20190611T08-07,103,97.0
20190611T07-07,94,97.0
20190611T06-07,94,97.0
20190611T05-07,94,97.0
20190611T04-07,93,96.0
20190611T03-07,89,97.0
20190611T02-07,84,97.0
20190611T01-07,92,97.0
20190611T00-07,112,96.0
20190610T23-07,148,96.0
20190610T22-07,165,97.0
20190610T21-07,208,97.0
20190610T20-07,220,97.0
20190610T19-07,164,97.0
20190610T18-07,157,96.0
20190610T17-07,174,97.0
20190610T16-07,176,96.0
20190610T15-07,172,97.0
20190610T14-07,172,96.0
20190610T13-07,151,97.0
20190610T12-07,126,97.0
20190610T11-07,114,97.0
20190610T10-07,71,98.0
20190610T09-07,51,97.0
20190610T08-07,51,97.0
20190610T07-07,32,96.0
20190610T06-07,25,97.0
20190610T05-07,17,97.0
20190610T04-07,17,97.0
20190610T03-07,21,97.0
20190610T02-07,23,97.0
20190610T01-07,27,97.0
20190610T00-07,39,96.0
20190609T23-07,66,96.0
20190609T22-07,64,96.0
20190609T21-07,55,97.0
20190609T20-07,54,97.0
20190609T19-07,57,98.0
20190609T18-07,58,97.0
20190609T17-07,65,96.0
20190609T16-07,84,81.0
20190609T15-07,62,68.0
20190609T14-07,30,68.0
20190609T13-07,24,68.0
20190609T12-07,19,68.0
20190609T11-07,15,68.0
20190609T10-07,15,68.0
20190609T09-07,16,70.0
20190609T08-07,26,73.0
20190609T07-07,30,97.0
20190609T06-07,33,96.0
20190609T05-07,33,97.0
20190609T04-07,33,96.0
20190609T03-07,32,96.0
20190609T02-07,23,96.0
20190609T01-07,28,97.0
20190609T00-07,34,96.0
20190608T23-07,33,97.0
20190608T22-07,35,96.0
20190608T21-07,35,96.0
20190608T20-07,35,96.0
20190608T19-07,35,97.0
20190608T18-07,33,97.0
20190608T17-07,27,97.0
20190608T16-07,21,96.0
20190608T15-07,15,97.0
20190608T14-07,15,97.0
20190608T13-07,18,97.0
20190608T12-07,18,97.0
20190608T11-07,19,97.0
20190608T10-07,23,96.0
20190608T09-07,29,97.0
20190608T08-07,30,97.0
20190608T07-07,28,96.0
20190608T06-07,27,97.0
20190608T05-07,27,97.0
20190608T04-07,27,98.0
20190608T03-07,27,97.0
20190608T02-07,27,97.0
20190608T01-07,30,97.0
20190608T00-07,32,97.0
20190607T23-07,29,97.0
20190607T22-07,18,97.0
20190607T21-07,17,97.0
20190607T20-07,20,97.0
20190607T19-07,23,97.0
20190607T18-07,24,97.0
20190607T17-07,23,98.0
20190607T16-07,22,97.0
20190607T15-07,22,97.0
20190607T14-07,22,97.0
20190607T13-07,22,98.0
20190607T12-07,21,98.0
20190607T11-07,23,98.0
20190607T10-07,27,97.0
20190607T09-07,28,98.0
20190607T08-07,29,97.0
20190607T07-07,28,97.0
20190607T06-07,27,98.0
20190607T05-07,27,98.0
20190607T04-07,27,97.0
20190607T03-07,27,97.0
20190607T02-07,29,97.0
20190607T01-07,31,97.0
20190607T00-07,44,97.0
20190606T23-07,76,97.0
20190606T22-07,39,97.0
20190606T21-07,18,97.0
20190606T20-07,20,97.0
20190606T19-07,16,97.0
20190606T18-07,64,97.0
20190606T17-07,103,96.0
20190606T16-07,80,97.0
20190606T15-07,81,97.0
20190606T14-07,81,97.0
20190606T13-07,84,97.0
20190606T12-07,87,97.0
20190606T11-07,87,98.0
20190606T10-07,88,97.0
20190606T09-07,96,97.0
20190606T08-07,96,97.0
20190606T07-07,92,97.0
20190606T06-07,91,98.0
20190606T05-07,92,98.0
20190606T04-07,92,97.0
20190606T03-07,96,97.0
20190606T02-07,101,97.0
20190606T01-07,107,97.0
20190606T00-07,130,97.0
20190605T23-07,156,97.0
20190605T22-07,205,97.0
20190605T21-07,232,97.0
20190605T20-07,252,97.0
20190605T19-07,256,97.0
20190605T18-07,256,98.0
20190605T17-07,256,97.0
20190605T16-07,258,97.0
20190605T15-07,262,97.0
20190605T14-07,263,97.0
20190605T13-07,240,98.0
20190605T12-07,214,97.0
20190605T11-07,168,97.0
20190605T10-07,128,97.0
20190605T09-07,114,97.0
20190605T08-07,114,97.0
20190605T07-07,107,97.0
20190605T06-07,104,97.0
20190605T05-07,103,98.0
20190605T04-07,101,98.0
20190605T03-07,102,97.0
20190605T02-07,101,97.0
20190605T01-07,112,97.0
20190605T00-07,151,97.0
20190604T23-07,206,97.0
20190604T22-07,260,96.0
20190604T21-07,255,96.0
20190604T20-07,257,97.0
20190604T19-07,258,97.0
20190604T18-07,256,96.0
20190604T17-07,215,97.0
20190604T16-07,245,53.0
20190604T15-07,242,51.0
20190604T14-07,214,51.0
20190604T13-07,213,51.0
20190604T12-07,159,51.0
20190604T11-07,145,51.0
20190604T10-07,110,51.0
20190604T09-07,93,51.0
20190604T08-07,91,54.0
20190604T07-07,96,96.0
20190604T06-07,103,97.0
20190604T05-07,101,98.0
20190604T04-07,92,98.0
20190604T03-07,88,98.0
20190604T02-07,88,97.0
20190604T01-07,92,97.0
20190604T00-07,139,97.0
20190603T23-07,142,98.0
20190603T22-07,156,97.0
20190603T21-07,149,97.0
20190603T20-07,169,97.0
20190603T19-07,167,97.0
20190603T18-07,157,97.0
20190603T17-07,168,98.0
20190603T16-07,141,97.0
20190603T15-07,105,97.0
20190603T14-07,73,97.0
20190603T13-07,37,97.0
20190603T12-07,27,97.0
20190603T11-07,25,97.0
20190603T10-07,35,97.0
20190603T09-07,36,98.0
20190603T08-07,37,97.0
20190603T07-07,35,97.0
20190603T06-07,35,98.0
20190603T05-07,35,98.0
20190603T04-07,34,97.0
20190603T03-07,18,97.0
20190603T02-07,17,97.0
20190603T01-07,18,97.0
20190603T00-07,22,97.0
20190602T23-07,33,97.0
20190602T22-07,43,98.0
20190602T21-07,39,98.0
20190602T20-07,53,97.0
20190602T19-07,61,97.0
20190602T18-07,45,98.0
20190602T17-07,35,97.0
20190602T16-07,32,97.0
20190602T15-07,37,98.0
20190602T14-07,35,98.0
20190602T13-07,35,97.0
20190602T12-07,40,97.0
20190602T11-07,33,98.0
20190602T10-07,31,98.0
20190602T09-07,31,98.0
20190602T08-07,31,97.0
20190602T07-07,31,97.0
20190602T06-07,34,96.0
20190602T05-07,34,96.0
20190602T04-07,20,96.0
20190602T03-07,21,96.0
20190602T02-07,20,97.0
20190602T01-07,20,96.0
20190602T00-07,31,96.0
20190601T23-07,35,96.0
20190601T22-07,37,96.0
20190601T21-07,37,96.0
20190601T20-07,38,96.0
20190601T19-07,53,96.0
20190601T18-07,40,97.0
20190601T17-07,33,96.0
20190601T16-07,27,96.0
20190601T15-07,28,96.0
20190601T14-07,33,96.0
20190601T13-07,33,96.0
20190601T12-07,30,97.0
20190601T11-07,29,97.0
20190601T10-07,29,97.0
20190601T09-07,26,97.0
20190601T08-07,21,96.0
20190601T07-07,20,96.0
20190601T06-07,20,96.0
20190601T05-07,20,96.0
20190601T04-07,20,96.0
20190601T03-07,20,96.0
20190601T02-07,23,96.0
20190601T01-07,31,96.0
20190601T00-07,46,96.0
20190531T23-07,58,96.0
20190531T22-07,57,96.0
20190531T21-07,51,97.0
20190531T20-07,47,97.0
20190531T19-07,58,97.0
20190531T18-07,27,97.0
20190531T17-07,36,96.0
20190531T16-07,36,96.0
20190531T15-07,36,95.0
20190531T14-07,36,95.0
20190531T13-07,36,95.0
20190531T12-07,35,95.0
20190531T11-07,35,95.0
20190531T10-07,36,94.0
20190531T09-07,38,94.0
20190531T08-07,36,93.0
20190531T07-07,30,93.0
20190531T06-07,32,94.0
20190531T05-07,31,93.0
20190531T04-07,30,93.0
20190531T03-07,30,93.0
20190531T02-07,30,93.0
20190531T01-07,32,93.0
20190531T00-07,34,93.0
20190530T23-07,31,93.0
20190530T22-07,45,93.0
20190530T21-07,54,93.0
20190530T20-07,82,93.0
20190530T19-07,72,93.0
20190530T18-07,61,93.0
20190530T17-07,33,93.0
20190530T16-07,31,93.0
20190530T15-07,29,94.0
20190530T14-07,24,94.0
20190530T13-07,24,93.0
20190530T12-07,28,93.0
20190530T11-07,28,93.0
20190530T10-07,28,94.0
20190530T09-07,29,94.0
20190530T08-07,29,94.0
20190530T07-07,29,94.0
20190530T06-07,30,93.0
20190530T05-07,26,94.0
20190530T04-07,25,94.0
20190530T03-07,25,94.0
20190530T02-07,25,94.0
20190530T01-07,24,94.0
20190530T00-07,24,93.0
20190529T23-07,25,94.0
20190529T22-07,31,93.0
20190529T21-07,29,93.0
20190529T20-07,29,94.0
20190529T19-07,24,94.0
20190529T18-07,20,93.0
20190529T17-07,21,94.0
20190529T16-07,32,94.0
20190529T15-07,31,94.0
20190529T14-07,29,93.0
20190529T13-07,34,94.0
20190529T12-07,41,93.0
20190529T11-07,38,93.0
20190529T10-07,26,93.0
20190529T09-07,23,94.0
20190529T08-07,22,93.0
20190529T07-07,22,93.0
20190529T06-07,31,94.0
20190529T05-07,34,93.0
20190529T04-07,34,93.0
20190529T03-07,34,93.0
20190529T02-07,33,93.0
20190529T01-07,25,93.0
20190529T00-07,26,93.0
20190528T23-07,34,93.0
20190528T22-07,38,93.0
20190528T21-07,34,94.0
20190528T20-07,34,94.0
20190528T19-07,28,94.0
20190528T18-07,26,93.0
20190528T17-07,20,93.0
20190528T16-07,17,93.0
20190528T15-07,20,93.0
20190528T14-07,31,92.0
20190528T13-07,30,93.0
20190528T12-07,23,92.0
20190528T11-07,24,92.0
20190528T10-07,31,92.0
20190528T09-07,37,92.0
20190528T08-07,34,118.0
20190528T07-07,33,123.0
20190528T06-07,33,123.0
20190528T05-07,33,123.0
20190528T04-07,33,123.0
20190528T03-07,33,122.0
20190528T02-07,35,122.0
20190528T01-07,35,122.0
20190528T00-07,35,123.0
20190527T23-07,36,123.0
20190527T22-07,32,122.0
20190527T21-07,22,123.0
20190527T20-07,22,123.0
20190527T19-07,23,123.0
20190527T18-07,31,123.0
20190527T17-07,31,123.0
20190527T16-07,37,124.0
20190527T15-07,42,123.0
20190527T14-07,38,123.0
20190527T13-07,36,123.0
20190527T12-07,41,124.0
20190527T11-07,41,121.0
20190527T10-07,24,93.0
20190527T09-07,34,93.0
20190527T08-07,38,90.0
20190527T07-07,41,90.0
20190527T06-07,41,90.0
20190527T05-07,35,90.0
20190527T04-07,35,91.0
20190527T03-07,35,90.0
20190527T02-07,35,90.0
20190527T01-07,35,90.0
20190527T00-07,38,90.0
20190526T23-07,53,90.0
20190526T22-07,36,90.0
20190526T21-07,22,90.0
20190526T20-07,22,90.0
20190526T19-07,33,90.0
20190526T18-07,33,90.0
20190526T17-07,33,90.0
20190526T16-07,33,90.0
20190526T15-07,32,90.0
20190526T14-07,23,89.0
20190526T13-07,20,90.0
20190526T12-07,24,90.0
20190526T11-07,28,89.0
20190526T10-07,30,90.0
20190526T09-07,30,89.0
20190526T08-07,30,90.0
20190526T07-07,30,89.0
20190526T06-07,30,89.0
20190526T05-07,30,90.0
20190526T04-07,25,90.0
20190526T03-07,26,89.0
20190526T02-07,32,90.0
20190526T01-07,32,89.0
20190526T00-07,31,89.0
20190525T23-07,24,90.0
20190525T22-07,27,90.0
20190525T21-07,30,90.0
20190525T20-07,38,91.0
20190525T19-07,42,92.0
20190525T18-07,39,92.0
20190525T17-07,38,92.0
20190525T16-07,38,92.0
20190525T15-07,36,92.0
20190525T14-07,30,92.0
20190525T13-07,26,92.0
20190525T12-07,25,93.0
20190525T11-07,25,93.0
20190525T10-07,25,94.0
20190525T09-07,25,93.0
20190525T08-07,25,92.0
20190525T07-07,25,93.0
20190525T06-07,31,93.0
20190525T05-07,31,93.0
20190525T04-07,31,93.0
20190525T03-07,30,93.0
20190525T02-07,28,93.0
20190525T01-07,30,93.0
20190525T00-07,34,93.0
20190524T23-07,38,93.0
20190524T22-07,37,93.0
20190524T21-07,26,93.0
20190524T20-07,32,93.0
20190524T19-07,29,93.0
20190524T18-07,27,94.0
20190524T17-07,27,93.0
20190524T16-07,31,93.0
20190524T15-07,31,93.0
20190524T14-07,31,94.0
20190524T13-07,31,93.0
20190524T12-07,31,93.0
20190524T11-07,31,93.0
20190524T10-07,31,93.0
20190524T09-07,26,93.0
20190524T08-07,24,93.0
20190524T07-07,24,93.0
20190524T06-07,24,93.0
20190524T05-07,24,93.0
20190524T04-07,25,93.0
20190524T03-07,34,94.0
20190524T02-07,34,93.0
20190524T01-07,34,93.0
20190524T00-07,35,93.0
20190523T23-07,34,92.0
20190523T22-07,27,93.0
20190523T21-07,20,93.0
20190523T20-07,19,93.0
20190523T19-07,14,93.0
20190523T18-07,26,93.0
20190523T17-07,35,93.0
20190523T16-07,44,92.0
20190523T15-07,42,93.0
20190523T14-07,37,93.0
20190523T13-07,28,93.0
20190523T12-07,21,93.0
20190523T11-07,21,92.0
20190523T10-07,21,92.0
20190523T09-07,21,92.0
20190523T08-07,21,92.0
20190523T07-07,21,92.0
20190523T06-07,28,93.0
20190523T05-07,26,93.0
20190523T04-07,26,92.0
20190523T03-07,26,92.0
20190523T02-07,31,92.0
20190523T01-07,39,92.0
20190523T00-07,39,93.0
20190522T23-07,35,92.0
20190522T22-07,27,92.0
20190522T21-07,34,93.0
20190522T20-07,39,93.0
20190522T19-07,41,93.0
20190522T18-07,33,92.0
20190522T17-07,26,93.0
20190522T16-07,18,92.0
20190522T15-07,15,90.0
20190522T14-07,14,90.0
20190522T13-07,26,91.0
20190522T12-07,27,92.0
20190522T11-07,27,92.0
20190522T10-07,28,90.0
20190522T09-07,28,89.0
20190522T08-07,28,89.0
20190522T07-07,28,89.0
20190522T06-07,28,90.0
20190522T05-07,28,90.0
20190522T04-07,28,89.0
20190522T03-07,28,90.0
20190522T02-07,28,89.0
20190522T01-07,28,90.0
20190522T00-07,31,90.0
20190521T23-07,32,89.0
20190521T22-07,32,90.0
20190521T21-07,32,90.0
20190521T20-07,32,89.0
20190521T19-07,30,89.0
20190521T18-07,27,90.0
20190521T17-07,22,90.0
20190521T16-07,22,89.0
20190521T15-07,30,87.0
20190521T14-07,28,62.0
20190521T13-07,24,62.0
20190521T12-07,47,62.0
20190521T11-07,38,62.0
20190521T10-07,32,62.0
20190521T09-07,37,62.0
20190521T08-07,40,62.0
20190521T07-07,36,62.0
20190521T06-07,33,63.0
20190521T05-07,29,62.0
20190521T04-07,32,63.0
20190521T03-07,37,63.0
20190521T02-07,40,63.0
20190521T01-07,44,63.0
20190521T00-07,40,62.0
20190520T23-07,45,62.0
20190520T22-07,62,62.0
20190520T21-07,53,62.0
20190520T20-07,52,62.0
20190520T19-07,41,63.0
20190520T18-07,43,62.0
20190520T17-07,42,62.0
20190520T16-07,29,62.0
20190520T15-07,30,62.0
20190520T14-07,38,62.0
20190520T13-07,37,62.0
20190520T12-07,37,63.0
20190520T11-07,35,63.0
