0.,0.7238,0.015,12.,0.,5.,0.
0.,0.7238,0.00783,4.22,0.,5.,0.
0.,0.7238,0.0873,44.85,0.,15.,0.
0.,0.07238,0.1,4.,1.,5.,0.
0.,0.7238,0.00783,4.95,0.,5.,0.
0.,0.7238,1.,10.,0.,5.,0.
0.,0.7238,0.394,4.8,0.,5.,0.
