,Demand1
20191114T11-05,31333
20191114T10-05,32458
20191114T09-05,33714
20191114T08-05,34491
20191114T07-05,34589
20191114T06-05,32708
20191114T05-05,31181
20191114T04-05,30617
20191114T03-05,30408
20191114T02-05,30320
20191114T01-05,30392
20191114T00-05,30691
20191113T23-05,31644
20191113T22-05,32670
20191113T21-05,33242
20191113T20-05,33170
20191113T19-05,32623
20191113T18-05,30698
20191113T17-05,28210
20191113T16-05,26983
20191113T15-05,26772
20191113T14-05,27386
20191113T13-05,28400
20191113T12-05,29708
20191113T11-05,31374
20191113T10-05,33052
20191113T09-05,34604
20191113T08-05,35737
20191113T07-05,35500
20191113T06-05,33152
20191113T05-05,31092
20191113T04-05,29906
20191113T03-05,29422
20191113T02-05,28983
20191113T01-05,28739
20191113T00-05,28689
20191112T23-05,28993
20191112T22-05,30378
20191112T21-05,30937
20191112T20-05,30917
20191112T19-05,30582
20191112T18-05,29142
20191112T17-05,26903
20191112T16-05,25772
20191112T15-05,25520
20191112T14-05,25533
20191112T13-05,25275
20191112T12-05,25048
20191112T11-05,24528
20191112T10-05,24040
20191112T09-05,23913
20191112T08-05,23699
20191112T07-05,22718
20191112T06-05,20316
20191112T05-05,18871
20191112T04-05,18538
20191112T03-05,18589
20191112T02-05,18694
20191112T01-05,19140
20191112T00-05,19935
20191111T23-05,21225
20191111T22-05,22704
20191111T21-05,23910
20191111T20-05,24350
20191111T19-05,24544
20191111T18-05,23589
20191111T17-05,22078
20191111T16-05,21789
20191111T15-05,21816
20191111T14-05,22190
20191111T13-05,22483
20191111T12-05,22955
20191111T11-05,23996
20191111T10-05,25039
20191111T09-05,26137
20191111T08-05,26644
20191111T07-05,25749
20191111T06-05,23433
20191111T05-05,21660
20191111T04-05,20805
20191111T03-05,20379
20191111T02-05,20195
20191111T01-05,20314
20191111T00-05,20801
20191110T23-05,21593
20191110T22-05,22444
20191110T21-05,23049
20191110T20-05,23183
20191110T19-05,23260
20191110T18-05,22193
20191110T17-05,20881
20191110T16-05,20397
20191110T15-05,20291
20191110T14-05,20591
20191110T13-05,21200
20191110T12-05,21905
20191110T11-05,23368
20191110T10-05,25173
20191110T09-05,27349
20191110T08-05,28140
20191110T07-05,27410
20191110T06-05,26450
20191110T05-05,25653
20191110T04-05,25079
20191110T03-05,24792
20191110T02-05,24567
20191110T01-05,24597
20191110T00-05,24886
20191109T23-05,25300
20191109T22-05,25716
20191109T21-05,25754
20191109T20-05,25574
20191109T19-05,25234
20191109T18-05,23975
20191109T17-05,22278
20191109T16-05,21673
20191109T15-05,21679
20191109T14-05,22094
20191109T13-05,22967
20191109T12-05,24238
20191109T11-05,25738
20191109T10-05,27227
20191109T09-05,28565
20191109T08-05,28735
20191109T07-05,27726
20191109T06-05,26380
20191109T05-05,25196
20191109T04-05,24524
20191109T03-05,24135
20191109T02-05,23981
20191109T01-05,23840
20191109T00-05,24138
20191108T23-05,24758
20191108T22-05,25414
20191108T21-05,25662
20191108T20-05,25737
20191108T19-05,25631
20191108T18-05,24601
20191108T17-05,22671
20191108T16-05,21974
20191108T15-05,21865
20191108T14-05,22138
20191108T13-05,22406
20191108T12-05,22779
20191108T11-05,23292
20191108T10-05,23315
20191108T09-05,23308
20191108T08-05,23128
20191108T07-05,22174
20191108T06-05,19604
20191108T05-05,18227
20191108T04-05,17712
20191108T03-05,17621
20191108T02-05,17823
20191108T01-05,18359
20191108T00-05,19282
20191107T23-05,20621
20191107T22-05,22169
20191107T21-05,23348
20191107T20-05,24012
20191107T19-05,24399
20191107T18-05,23803
20191107T17-05,22725
20191107T16-05,22353
20191107T15-05,22318
20191107T14-05,22297
20191107T13-05,21994
20191107T12-05,22157
20191107T11-05,22472
20191107T10-05,22994
20191107T09-05,23793
20191107T08-05,24357
20191107T07-05,23820
20191107T06-05,21332
20191107T05-05,19773
20191107T04-05,19161
20191107T03-05,19254
20191107T02-05,19422
20191107T01-05,19623
20191107T00-05,20133
20191106T23-05,21110
20191106T22-05,22320
20191106T21-05,23192
20191106T20-05,23760
20191106T19-05,24104
20191106T18-05,23146
20191106T17-05,22177
20191106T16-05,21914
20191106T15-05,21770
20191106T14-05,21883
20191106T13-05,21983
20191106T12-05,21985
20191106T11-05,22245
20191106T10-05,22375
20191106T09-05,22875
20191106T08-05,23354
20191106T07-05,22685
20191106T06-05,20088
20191106T05-05,18601
20191106T04-05,18082
20191106T03-05,17804
20191106T02-05,18023
20191106T01-05,18403
20191106T00-05,19250
20191105T23-05,20469
20191105T22-05,22032
20191105T21-05,23214
20191105T20-05,24020
20191105T19-05,24317
20191105T18-05,23379
20191105T17-05,22474
20191105T16-05,22253
20191105T15-05,22033
20191105T14-05,22209
20191105T13-05,22056
20191105T12-05,22306
20191105T11-05,22725
20191105T10-05,23023
20191105T09-05,23361
20191105T08-05,23722
20191105T07-05,23173
20191105T06-05,20875
20191105T05-05,19447
20191105T04-05,18884
20191105T03-05,18819
20191105T02-05,18899
20191105T01-05,19326
20191105T00-05,20056
20191104T23-05,21108
20191104T22-05,22465
20191104T21-05,23691
20191104T20-05,24349
20191104T19-05,24685
20191104T18-05,24099
20191104T17-05,22637
20191104T16-05,22222
20191104T15-05,22182
20191104T14-05,22290
20191104T13-05,22588
20191104T12-05,23176
20191104T11-05,23922
20191104T10-05,25189
20191104T09-05,26908
20191104T08-05,28020
20191104T07-05,27492
20191104T06-05,24843
20191104T05-05,22692
20191104T04-05,21550
20191104T03-05,21087
20191104T02-05,20886
20191104T01-05,20737
20191104T00-05,18711
20191103T23-05,21609
20191103T22-05,22442
20191103T21-05,23125
20191103T20-05,23238
20191103T19-05,23209
20191103T18-05,22005
20191103T17-05,20550
20191103T16-05,20010
20191103T15-05,19814
20191103T14-05,19967
20191103T13-05,20322
20191103T12-05,20766
20191103T11-05,21608
20191103T10-05,22890
20191103T09-05,23919
20191103T08-05,23862
20191103T07-05,22526
20191103T06-05,21247
20191103T05-05,20275
20191103T04-05,19709
20191103T03-05,19385
20191103T02-05,19208
20191103T01-05,19432
20191103T01-04,19463
20191103T00-04,20058
20191102T23-04,20823
20191102T22-04,21451
20191102T21-04,21719
20191102T20-04,21883
20191102T19-04,21045
20191102T18-04,20278
20191102T17-04,20037
20191102T16-04,19950
20191102T15-04,20075
20191102T14-04,20435
20191102T13-04,21106
20191102T12-04,22030
20191102T11-04,23091
20191102T10-04,24220
20191102T09-04,24523
20191102T08-04,23548
20191102T07-04,22272
20191102T06-04,21012
20191102T05-04,20198
20191102T04-04,19809
20191102T03-04,19648
20191102T02-04,19757
20191102T01-04,20134
20191102T00-04,20865
20191101T23-04,21733
20191101T22-04,22391
20191101T21-04,22691
20191101T20-04,22770
20191101T19-04,22081
20191101T18-04,21339
20191101T17-04,21117
20191101T16-04,20895
20191101T15-04,21209
20191101T14-04,21677
20191101T13-04,21842
20191101T12-04,22512
20191101T11-04,22989
20191101T10-04,23283
20191101T09-04,23560
20191101T08-04,23335
20191101T07-04,21932
20191101T06-04,19526
20191101T05-04,18023
20191101T04-04,17585
20191101T03-04,17668
20191101T02-04,18179
20191101T01-04,19048
20191101T00-04,20492
20191031T23-04,22482
20191031T22-04,24558
20191031T21-04,26021
20191031T20-04,26762
20191031T19-04,27157
20191031T18-04,27875
20191031T17-04,28376
20191031T16-04,28390
20191031T15-04,28191
20191031T14-04,27741
20191031T13-04,26957
20191031T12-04,26309
20191031T11-04,25618
20191031T10-04,24781
20191031T09-04,24094
20191031T08-04,23804
20191031T07-04,22431
20191031T06-04,20102
20191031T05-04,18800
20191031T04-04,18460
20191031T03-04,18498
20191031T02-04,18770
20191031T01-04,19504
20191031T00-04,20552
20191030T23-04,21999
20191030T22-04,23623
20191030T21-04,24754
20191030T20-04,25198
20191030T19-04,24992
20191030T18-04,24196
20191030T17-04,24034
20191030T16-04,23770
20191030T15-04,23732
20191030T14-04,23627
20191030T13-04,23313
20191030T12-04,23062
20191030T11-04,22829
20191030T10-04,22424
20191030T09-04,22194
20191030T08-04,22197
20191030T07-04,21206
20191030T06-04,18663
20191030T05-04,17613
20191030T04-04,17327
20191030T03-04,17441
20191030T02-04,17799
20191030T01-04,18675
20191030T00-04,19826
20191029T23-04,21417
20191029T22-04,23016
20191029T21-04,24344
20191029T20-04,24998
20191029T19-04,24522
20191029T18-04,23669
20191029T17-04,23582
20191029T16-04,23379
20191029T15-04,23302
20191029T14-04,23279
20191029T13-04,23067
20191029T12-04,22944
20191029T11-04,22735
20191029T10-04,22478
20191029T09-04,22209
20191029T08-04,22151
20191029T07-04,21058
20191029T06-04,18866
20191029T05-04,17668
20191029T04-04,17375
20191029T03-04,17519
20191029T02-04,17871
20191029T01-04,18504
20191029T00-04,19813
20191028T23-04,21627
20191028T22-04,23583
20191028T21-04,25201
20191028T20-04,26205
20191028T19-04,26006
20191028T18-04,26118
20191028T17-04,26249
20191028T16-04,25925
20191028T15-04,25214
20191028T14-04,24597
20191028T13-04,23787
20191028T12-04,23040
20191028T11-04,22531
20191028T10-04,21957
20191028T09-04,21512
20191028T08-04,21431
20191028T07-04,20493
20191028T06-04,18406
20191028T05-04,17255
20191028T04-04,17066
20191028T03-04,17226
20191028T02-04,17674
20191028T01-04,18609
20191028T00-04,19795
20191027T23-04,21665
20191027T22-04,23615
20191027T21-04,25242
20191027T20-04,26451
20191027T19-04,26337
20191027T18-04,26910
20191027T17-04,27007
20191027T16-04,26650
20191027T15-04,26058
20191027T14-04,25327
20191027T13-04,24484
20191027T12-04,23562
20191027T11-04,22857
20191027T10-04,21932
20191027T09-04,20721
20191027T08-04,19516
20191027T07-04,18639
20191027T06-04,17927
20191027T05-04,17732
20191027T04-04,17805
20191027T03-04,17963
20191027T02-04,18342
20191027T01-04,19093
20191027T00-04,20086
20191026T23-04,21182
20191026T22-04,22035
20191026T21-04,22920
20191026T20-04,23361
20191026T19-04,23177
20191026T18-04,22910
20191026T17-04,22949
20191026T16-04,22846
20191026T15-04,22681
20191026T14-04,22439
20191026T13-04,22078
20191026T12-04,21497
20191026T11-04,20946
20191026T10-04,20228
20191026T09-04,19415
20191026T08-04,18494
20191026T07-04,17665
20191026T06-04,16906
20191026T05-04,16612
20191026T04-04,16669
20191026T03-04,16862
20191026T02-04,17384
20191026T01-04,18003
20191026T00-04,19364
20191025T23-04,20618
20191025T22-04,21846
20191025T21-04,22751
20191025T20-04,23419
20191025T19-04,23272
20191025T18-04,23108
20191025T17-04,23229
20191025T16-04,23155
20191025T15-04,23170
20191025T14-04,22969
20191025T13-04,22661
20191025T12-04,22588
20191025T11-04,22593
20191025T10-04,22486
20191025T09-04,22257
20191025T08-04,22227
20191025T07-04,21396
20191025T06-04,19311
20191025T05-04,18106
20191025T04-04,17783
20191025T03-04,17761
20191025T02-04,18027
20191025T01-04,18484
20191025T00-04,19436
20191024T23-04,20840
20191024T22-04,22408
20191024T21-04,23418
20191024T20-04,23847
20191024T19-04,22981
20191024T18-04,22558
20191024T17-04,22536
20191024T16-04,22394
20191024T15-04,22157
20191024T14-04,22076
20191024T13-04,22199
20191024T12-04,22426
20191024T11-04,22882
20191024T10-04,23373
